категория	kategórie	категория	kategória	N;INDF;FEM;SG	N;NOM;FEM;PL
кола	auta	кола	auto	N;INDF;FEM;SG	N;NOM;NEUT;PL
кола	car	кола	car	N;INDF;FEM;SG	PROPN;ANIM;NOM;MASC;SG
намерени	našiel	намеря-(се)	nájsť	V;PFV;INDF;PL;V.PTCP;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
намерени	nájdený	намеря-(се)	nájdený	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
намерени	našlo	намеря-(се)	nájsť	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;NEUT;SG;POS;PST;V.PTCP
намерени	nájdené	намеря-(се)	nájdený	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
алексей	alexej	алексей	alexej	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
алексей	alexej	алексей	alexej	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
разпространява	šírenie	разпространявам-(се)	šírenie	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;NEUT;SG
гоце	goce	гоц	goce	PROPN;INDF;MASC;SG	N;NOM;FEM;SG
лента	filmová	лента	filmový	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
лента	band	лента	band	N;INDF;FEM;SG	PROPN;ANIM;NOM;MASC;SG
лента	kapely	лента	kapela	N;INDF;FEM;SG	N;NOM;FEM;PL
лента	pásky	лента	páska	N;INDF;FEM;SG	N;NOM;FEM;PL
лента	stuhy	лента	stuha	N;INDF;FEM;SG	N;INAN;NOM;MASC;PL
лента	pásy	лента	pása	N;INDF;FEM;SG	N;INAN;NOM;MASC;PL
лента	strip	лента	strip	N;INDF;FEM;SG	
съставена	zložený	съставя	zložený	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
съставена	zložené	съставя	zložený	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
съставена	zložená	съставя	zložený	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
запис	zaznamenávať	запис	zaznamenávať	N;INDF;MASC;SG	V;IPFV;POS;NFIN
запис	zaznamenať	запис	zaznamenať	N;INDF;MASC;SG	V;PFV;POS;NFIN
запис	nahrať	запис	nahrať	N;INDF;MASC;SG	V;PFV;POS;NFIN
запис	zachrániť	запис	zachrániť	N;INDF;MASC;SG	V;PFV;POS;NFIN
запис	save	запис	sav	N;INDF;MASC;SG	
запис	uložiť	запис	uložiť	N;INDF;MASC;SG	V;PFV;POS;NFIN
запис	ukladať	запис	ukladať	N;INDF;MASC;SG	V;IPFV;POS;NFIN
спортен	šport	спортен	šport	ADJ;INDF;MASC;SG	N;INAN;NOM;MASC;SG
спортен	sport	спортен	sport	ADJ;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
спортен	šport	спортен	šport	ADJ;INDF;MASC;SG	N;INAN;NOM;MASC;SG
спортен	športy	спортен	šport	ADJ;INDF;MASC;SG	N;INAN;NOM;MASC;PL
назначава	vymenovať	назначавам	vymenovať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;POS;NFIN
назначава	vymenúva	назначавам	vymenúvať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
сами	sami	сам	sám	ADJ;INDF;PL	DET;ANIM;NOM;MASC;PL
сами	sammy	сам	samý	ADJ;INDF;PL	PROPN;ANIM;NOM;MASC;SG
куче	psie	куче	psí	N;INDF;NEUT;SG	N;NOM;FEM;PL
климатът	klímy	климат	klíma	N;DEF;MASC;SG	N;NOM;FEM;PL
необходими	potrebná	необходим	potrebný	ADJ;INDF;PL	ADJ;NOM;FEM;SG
необходими	nevyhnutná	необходим	nevyhnutný	ADJ;INDF;PL	ADJ;NOM;FEM;SG
необходими	nutné	необходим	nutný	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
необходими	nevyhnutné	необходим	nevyhnutný	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
необходими	potrebné	необходим	potrebný	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
необходими	nutná	необходим	nutný	ADJ;INDF;PL	ADJ;NOM;FEM;SG
граждански	občianskych	граждански	občiansky	ADJ;INDF;MASC;SG	ADJ;GEN;MASC;PL
векове	storočí	век	storočie	N;INDF;MASC;PL	N;NOM;NEUT;SG
предмет	namietať	предмет	namietať	N;INDF;MASC;SG	V;IPFV;POS;NFIN
александров	alexandrov	александров	alexandr	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
адам	adam	адам	adam	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
продукция	výstupný	продукция	výstupný	N;INDF;FEM;SG	ADJ;INAN;NOM;MASC;SG
продукция	výroby	продукция	výroba	N;INDF;FEM;SG	N;NOM;FEM;PL
сомалия	somálska	сомалия	somálsky	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
сомалия	somálska	сомалия	somálsky	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
защитени	chránené	защитя	chránený	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
защитени	chránená	защитя	chránený	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
защитени	chránený	защитя	chránený	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
автомобил	auta	автомобил	auto	N;INDF;MASC;SG	N;NOM;NEUT;PL
автомобил	car	автомобил	car	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
автомобил	vozidlá	автомобил	vozidlo	N;INDF;MASC;SG	N;NOM;NEUT;PL
кръвта	krvi	кръв	krv	N;DEF;FEM;SG	N;NOM;FEM;PL
бек	beck	бек	beck	PROPN;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
бек	bec	бек	bec	PROPN;INDF;MASC;SG	PROPN;INAN;NOM;MASC;SG
градска	urban	градски	urban	ADJ;INDF;FEM;SG	PROPN;ANIM;NOM;MASC;SG
прието	akceptované	приема	akceptovaný	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
прието	prijatý	приема	prijatý	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
прието	prijali	приема	prijať	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
прието	prijaté	приема	prijatý	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
прието	prijatá	приема	prijatý	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
обединени	united	обединя-(се)	united	V;PFV;INDF;PL;V.PTCP;PASS	PROPN;ANIM;NOM;MASC;SG
обединени	zjednotená	обединя-(се)	zjednotený	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
обединени	zjednotení	обединя-(се)	zjednotenie	V;PFV;INDF;PL;V.PTCP;PASS	N;NOM;NEUT;PL
обединени	spojené	обединя-(се)	spojený	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
лука	luca	лук	luce	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
лука	lucca	лук	lucec	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
лука	luka	лук	luka	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
сребърен	strieborný	сребърен	strieborný	N;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
сребърен	strieborná	сребърен	strieborný	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
ръст	výšky	ръст	výška	N;INDF;MASC;SG	N;NOM;FEM;PL
борислав	borislav	борислав	borislav	PROPN;INDF;MASC;SG	N;NOM;NEUT;SG
сътрудник	pridružený	сътрудник	pridružený	N;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
искър	iskăr	искър	iskăr	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
тел	drôty	тел	drôt	N;INDF;FEM;SG	N;NOM;FEM;PL
тел	tel	тел	tel	N;INDF;FEM;SG	
вяра	viery	вяра	viera	N;INDF;FEM;SG	N;NOM;FEM;PL
маршал	marshall	маршал	marshall	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
изложба	výstavy	изложба	výstava	N;INDF;FEM;SG	N;NOM;FEM;PL
никарагуа	nikarague	никарагуа	nikarage	PROPN;INDF;MASC;SG	N;INAN;GEN;MASC;SG
стюарт	stuart	стюарт	stuart	PROPN;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
стюарт	stewart	стюарт	stewart	PROPN;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
пещера	jaskyne	пещера	jaskyňa	N;INDF;FEM;SG	N;NOM;FEM;PL
плато	rovnovážnej	плато	rovnovážny	N;INDF;NEUT;SG	ADJ;GEN;FEM;SG
насекоми	hmyzu	насекомя	hmyz	N;INDF;MASC;PL	N;INAN;GEN;MASC;SG
насекоми	hmyz	насекомя	hmyz	N;INDF;MASC;PL	N;INAN;NOM;MASC;SG
насекоми	hmyzu	насекомя	hmyz	N;INDF;MASC;PL	N;INAN;GEN;MASC;SG
насекоми	hmyz	насекомя	hmyz	N;INDF;MASC;PL	N;INAN;NOM;MASC;SG
холщайн	holštajnsko	холщайн	holštajnsko	N;INDF;MASC;SG	ADV
социално	sociálne	социален	sociálny	ADV	ADJ;NOM;NEUT;SG
социално	sociálne	социален	sociálny	ADV	ADJ;NOM;NEUT;SG
социално	spoločenské	социален	spoločenský	ADV	ADJ;NOM;NEUT;SG
социално	sociálny	социален	sociálny	ADV	ADJ;ANIM;NOM;MASC;SG
социално	sociálna	социален	sociálny	ADV	ADJ;NOM;FEM;SG
социално	spoločenský	социален	spoločenský	ADV	ADJ;ANIM;NOM;MASC;SG
салвадор	salvador	салвадор	salvador	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
латвия	lotyšsko	латвия	lotyšsko	PROPN;INDF;FEM;SG	ADV
латвия	lotyšskom	латвия	lotyšský	PROPN;INDF;FEM;SG	ADJ;INS;NEUT;SG
уругвай	uruguaj	уругвам	uruguaj	V;IPFV;IMP;SG;2;FIN	N;NOM;NEUT;SG
доведе	priniesli	доведа	priniesť	V;PFV;IND;SG;3;PST;FIN;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
доведе	doniesli	доведа	doniesť	V;PFV;IND;SG;3;PST;FIN;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
доведе	led	доведа	led	V;PFV;IND;SG;3;PST;FIN;ACT	
доведе	viedlo	доведа	viesť	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;NEUT;SG;POS;PST;V.PTCP
доведе	viedol	доведа	viesť	V;PFV;IND;SG;3;PST;FIN;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
посветена	venovaná	посветя-(се)	venovaný	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
азербайджан	azerbajdžan	азербайджан	azerbajdžan	PROPN;INDF;MASC;SG	N;INAN;NOM;MASC;SG
азербайджан	azerbajdžanská	азербайджан	azerbajdžanský	PROPN;INDF;MASC;SG	ADJ;NOM;FEM;SG
рали	raleigh	рали	raleigh	N;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG
вкус	chutí	вкус	chutiť	N;INDF;MASC;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
оставка	odstúpiť	оставка	odstúpiť	N;INDF;FEM;SG	V;PFV;POS;NFIN
загубата	straty	загуба	strata	N;DEF;FEM;SG	N;NOM;FEM;PL
богата	rich	богат	rich	ADJ;INDF;FEM;SG	PROPN;ANIM;NOM;MASC;SG
джамия	mešity	джам	mešit	N;INDF;FEM;SG	N;NOM;FEM;PL
поражение	poraziť	поражение	poraziť	N;INDF;NEUT;SG	V;PFV;POS;NFIN
надолу	down	надолу	down	ADV	
богат	rich	богат	rich	ADJ;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
чикаго	chicaga	чикаго	chicag	PROPN;INDF;MASC;SG	N;INAN;GEN;MASC;SG
чикаго	chicagu	чикаго	chicag	PROPN;INDF;MASC;SG	N;INAN;GEN;MASC;SG
чикаго	chicago	чикаго	chicago	PROPN;INDF;MASC;SG	N;INAN;NOM;MASC;SG
бавно	pomalé	бавно	pomalý	ADV	ADJ;NOM;NEUT;SG
бавно	pomalá	бавно	pomalý	ADV	ADJ;NOM;FEM;SG
бавно	pomalý	бавно	pomalý	ADV	ADJ;ANIM;NOM;MASC;SG
ген	gene	генерал	gena	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
тунис	tuniský	тунис	tuniský	N;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
минало	minulých	минало	minulý	N;INDF;NEUT;SG	ADJ;GEN;MASC;PL
минало	minulé	минало	minulý	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
минало	minulosti	минало	minulosť	N;INDF;NEUT;SG	N;NOM;FEM;PL
състоянието	podmienky	състояние	podmienka	N;DEF;NEUT;SG	N;NOM;FEM;PL
желанието	túžby	желание	túžba	N;DEF;NEUT;SG	N;NOM;FEM;PL
извори	springs	извор	springs	N;INDF;MASC;PL	PROPN;ANIM;NOM;MASC;SG
турско	turecká	турски	turecký	ADV	ADJ;NOM;FEM;SG
турско	turecké	турски	turecký	ADV	ADJ;NOM;NEUT;SG
турско	turecký	турски	turecký	ADV	ADJ;ANIM;NOM;MASC;SG
турско	tureckých	турски	turecký	ADV	ADJ;GEN;MASC;PL
признание	uznania	признание	uznanie	N;INDF;NEUT;SG	N;NOM;NEUT;PL
проверка	kontrolujem	проверка	kontrolovať	N;INDF;FEM;SG	V;IPFV;IND;SG;1;POS;PRS;FIN
проверка	inšpekcie	проверка	inšpekcia	N;INDF;FEM;SG	N;NOM;FEM;PL
проверка	skontrolujte	проверка	skontrolovať	N;INDF;FEM;SG	V;IPFV;IMP;PL;2;POS;FIN
проверка	skontrolovať	проверка	skontrolovať	N;INDF;FEM;SG	V;PFV;POS;NFIN
кан	kahn	кан	kahn	PROPN;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
кан	khan	кан	khan	PROPN;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
кан	kan	кан	kan	PROPN;INDF;MASC;SG	
кан	cannes	кан	cannes	PROPN;INDF;MASC;SG	N;NOM;MASC;SG
непрекъснато	nepretržité	непрекъснато	pretržitý	ADV	ADJ;NOM;NEUT;SG
непрекъснато	nepretržitá	непрекъснато	nepretržitý	ADV	ADJ;NOM;FEM;SG
сава	sava	сава	sava	N;INDF;MASC;SG	PROPN;NOM;FEM;SG
мляко	mlieka	мляко	mlieko	N;INDF;NEUT;SG	N;NOM;NEUT;PL
ланка	lanky	ланка	lanka	N;INDF;FEM;SG	N;NOM;FEM;PL
вътрешна	vnútro	вътрешен	vnútro	ADJ;INDF;FEM;SG	N;NOM;NEUT;SG
вътрешна	interiér	вътрешен	interiér	ADJ;INDF;FEM;SG	N;INAN;NOM;MASC;SG
вътрешна	vnútra	вътрешен	vnútro	ADJ;INDF;FEM;SG	N;NOM;NEUT;PL
вътрешна	interné	вътрешен	interný	ADJ;INDF;FEM;SG	N;INAN;NOM;MASC;PL
вътрешна	interný	вътрешен	interný	ADJ;INDF;FEM;SG	N;INAN;NOM;MASC;SG
вътрешна	vnútro	вътрешен	vnútro	ADJ;INDF;FEM;SG	N;NOM;NEUT;SG
квалификациите	kvalifikáciu	квалификация	kvalifikácia	N;DEF;FEM;PL	N;ACC;FEM;SG
квалификациите	kvalifikácia	квалификация	kvalifikácia	N;DEF;FEM;PL	N;NOM;FEM;SG
липсва	chýbajúci	липсвам	chýbajúci	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
липсва	chýbajúce	липсвам	chýbajúci	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
липсва	nezvestný	липсвам	nezvestný	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;ANIM;NOM;MASC;SG
липсва	chýbajú	липсвам	chýbať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;PL;3;POS;PRS;FIN
направена	made	направя-(се)	made	V;PFV;INDF;FEM;SG;V.PTCP;PASS	N;NOM;FEM;SG
направена	vyrobený	направя-(се)	vyrobený	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
направена	vyrobené	направя-(се)	vyrobený	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
направена	vyrobená	направя-(се)	vyrobený	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
подход	pristupovať	подход	pristupovať	N;INDF;MASC;SG	V;IPFV;POS;NFIN
исус	ježiš	исус	ježiš	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
исус	jesus	исус	jesus	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
серии	séria	серия	séria	N;INDF;FEM;PL	N;NOM;FEM;SG
серии	rad	серия	rad	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG
серии	sériu	серия	séria	N;INDF;FEM;PL	N;ACC;FEM;SG
редактиране	upraviť	редактиране	upraviť	N;INDF;NEUT;SG	V;PFV;POS;NFIN
ток	súčasné	ток	súčasný	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
ток	aktuálna	ток	aktuálny	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
ток	súčasný	ток	súčasný	N;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
ток	aktuálne	ток	aktuálny	N;INDF;MASC;SG	ADV
ток	aktuálny	ток	aktuálny	N;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG
телевизията	tv	телевизия	tv	N;DEF;FEM;SG	
телевизията	televízie	телевизия	televízia	N;DEF;FEM;SG	N;NOM;FEM;PL
телевизията	televízne	телевизия	televízny	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG
заболяване	choroby	заболяване	choroba	N;INDF;NEUT;SG	N;NOM;FEM;PL
заболяване	ochorenia	заболяване	ochorenie	N;INDF;NEUT;SG	N;NOM;NEUT;PL
заболяване	choroby	заболяване	choroba	N;INDF;NEUT;SG	N;NOM;FEM;PL
заболяване	ochorenia	заболяване	ochorenie	N;INDF;NEUT;SG	N;NOM;NEUT;PL
ценни	cenný	ценен	cenný	ADJ;INDF;PL	ADJ;INAN;NOM;MASC;SG
ценни	cenná	ценен	cenný	ADJ;INDF;PL	ADJ;NOM;FEM;SG
ценни	cenné	ценен	cenný	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
ценни	hodnotné	ценен	hodnotný	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
стокхолм	štokholmský	стокхолм	štokholmský	PROPN;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG
стокхолм	štokholmského	стокхолм	štokholmský	PROPN;INDF;MASC;SG	ADJ;GEN;NEUT;SG
папата	pope	папа	pope	N;DEF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
гней	gnaeus	гней	gnaeus	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
сара	sarah	сар	sarah	PROPN;INDF;FEM;SG	PROPN;NOM;FEM;SG
сара	sára	сар	sár	PROPN;INDF;FEM;SG	N;NOM;FEM;SG
сара	sara	сар	sara	PROPN;INDF;FEM;SG	PROPN;NOM;FEM;SG
сара	sára	сар	sár	PROPN;INDF;FEM;SG	N;NOM;FEM;SG
сара	saru	сар	sara	PROPN;INDF;FEM;SG	N;NOM;FEM;SG
спътник	satelitné	спътник	satelitný	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
спътник	satelitná	спътник	satelitný	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
легендата	vysvetlivky	легенда	vysvetlivka	N;DEF;FEM;SG	N;NOM;FEM;PL
легендата	legendy	легенда	legenda	N;DEF;FEM;SG	N;NOM;FEM;PL
технология	technológie	технология	technológia	N;INDF;FEM;SG	N;NOM;FEM;PL
поток	flow	поток	flow	N;INDF;MASC;SG	
комбинация	kombinácie	комбинация	kombinácia	N;INDF;FEM;SG	N;NOM;FEM;PL
брака	manželstva	брак	manželstvo	N;DEF;MASC;SG	N;NOM;NEUT;PL
градуса	stupňov	градус	stupeň	N;DEF;MASC;SG	N;INAN;GEN;MASC;PL
градуса	stupne	градус	stupeň	N;DEF;MASC;SG	N;INAN;NOM;MASC;PL
регистър	registrovať	регистър	registrovať	N;INDF;MASC;SG	V;IPFV;POS;NFIN
регистър	zaregistrovať	регистър	zaregistrovať	N;INDF;MASC;SG	V;IPFV;POS;NFIN
лято	summer	лято	summer	N;INDF;NEUT;SG	INTJ
лято	letná	лято	letný	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
лято	letné	лято	letný	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
спорове	spor	спор	spor	N;INDF;MASC;PL	N;INAN;NOM;MASC;SG
спорове	argumentácia	спор	argumentácia	N;INDF;MASC;PL	N;NOM;FEM;SG
крака	noha	крак	noha	N;INDF;MASC;PL	N;NOM;FEM;SG
крака	nohe	крак	noha	N;INDF;MASC;PL	N;DAT;FEM;SG
крака	nohu	крак	noha	N;INDF;MASC;PL	N;ACC;FEM;SG
мисли	myslis	мисля	myslis	V;IPFV;IMP;SG;2;FIN	INTJ
мисли	myslite	мисля	myslieť	V;IPFV;IMP;SG;2;FIN	INTJ
мисли	myšlienok	мисля	myšlienka	V;IPFV;IMP;SG;2;FIN	N;GEN;FEM;PL
мисли	myšlienkami	мисля	myšlienka	V;IPFV;IMP;SG;2;FIN	N;INS;FEM;PL
мисли	myšlienky	мисля	myšlienka	V;IPFV;IMP;SG;2;FIN	N;NOM;FEM;PL
определяне	označenia	определяне	označenie	N;INDF;NEUT;SG	N;NOM;NEUT;PL
миг	mas	миг	mas	N;INDF;MASC;SG	
миг	mig	миг	mig	N;INDF;MASC;SG	
саудитска	saudská	саудитски	saudský	ADJ;INDF;FEM;SG	N;NOM;FEM;SG
саудитска	saudskej	саудитски	saudský	ADJ;INDF;FEM;SG	N;GEN;FEM;SG
библиотеката	knižnice	библиотека	knižnica	N;DEF;FEM;SG	N;NOM;FEM;PL
изкуствата	umení	изкуство	umenie	N;DEF;NEUT;PL	N;NOM;NEUT;SG
изкуствата	umenie	изкуство	umenie	N;DEF;NEUT;PL	N;NOM;NEUT;SG
бсп	bsp	бсп	bsp	PROPN;INDF;FEM;SG	
балкански	balkán	балкански	balkán	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
балкански	balkánu	балкански	balkán	ADJ;INDF;MASC;SG	N;INAN;GEN;MASC;SG
електронни	elektronický	електронен	elektronický	ADJ;INDF;PL	ADJ;INAN;NOM;MASC;SG
електронни	elektronická	електронен	elektronický	ADJ;INDF;PL	ADJ;NOM;FEM;SG
електронни	elektronické	електронен	elektronický	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
електронни	elektronickej	електронен	elektronický	ADJ;INDF;PL	ADJ;GEN;FEM;SG
звук	sound	звук	sounda	N;INDF;MASC;SG	INTJ
съставен	zložený	съставя	zložený	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
съставен	zložené	съставя	zložený	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
съставен	zložená	съставя	zložený	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
съставен	zložený	съставя	zložený	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
съставен	kompozitné	съставя	kompozitný	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG
съставен	zložená	съставя	zložený	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
съставен	zložené	съставя	zložený	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
съставен	zostavené	съставя	zostavený	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
съставен	zostavená	съставя	zostavený	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
съставен	zostavený	съставя	zostavený	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
съставен	zostavujú	съставя	zostavovať	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;IPFV;IND;PL;3;POS;PRS;FIN
увеличаване	zvýšenia	увеличаване	zvýšenie	N;INDF;NEUT;SG	N;NOM;NEUT;PL
увеличаване	zvýšiť	увеличаване	zvýšiť	N;INDF;NEUT;SG	V;PFV;POS;NFIN
увеличаване	zväčšiť	увеличаване	zväčšiť	N;INDF;NEUT;SG	V;PFV;POS;NFIN
увеличаване	priblížiť	увеличаване	priblížiť	N;INDF;NEUT;SG	V;PFV;POS;NFIN
увеличаване	zväčšiť	увеличаване	zväčšiť	N;INDF;NEUT;SG	V;PFV;POS;NFIN
използвано	použité	използвам	použitý	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
използвано	používané	използвам	používaný	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
използвано	používali	използвам	používať	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
използвано	použitý	използвам	použitý	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
използвано	použitá	използвам	použitý	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
работници	pracujúcich	работник	pracujúci	N;INDF;MASC;PL	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT
писане	písať	писане	písať	N;INDF;NEUT;SG	V;IPFV;POS;NFIN
дует	duo	дует	duo	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
колония	kolónie	колония	kolónia	N;INDF;FEM;SG	N;NOM;FEM;PL
симон	simone	симон	simon	PROPN;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
симон	šimon	симон	šimon	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
симон	simon	симон	simon	PROPN;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
симон	simona	симон	simon	PROPN;INDF;MASC;SG	PROPN;NOM;FEM;SG
използвайки	použitím	използвам	použitie	V;IPFV;IMP;SG;2;FIN	N;INS;NEUT;SG
