din	from	din	from	ADP;ACC	PROPN
tradus	перевела	traduce	перевести	ADJ;INDF;MASC;SG	V;PFV;FEM;IND;SG;PST;FIN;ACT
străinătate	зарубежные	străinătate	зарубежный	N;INDF;FEM;SG	ADJ;NOM;PL
străinătate	заморских	străinătate	заморский	N;INDF;FEM;SG	ADJ;GEN;PL
străinătate	иностранный	străinătate	иностранный	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
străinătate	иностранное	străinătate	иностранный	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
străinătate	иностранных	străinătate	иностранный	N;INDF;FEM;SG	ADJ;GEN;PL
sicilia	сицилии	sicilie	сицилия	PROPN	N;INAN;NOM;FEM;PL
algeria	алжир	algeria	алжир	PROPN	N;INAN;NOM;MASC;SG
algeria	алжира	algeria	алжир	PROPN	N;INAN;NOM;MASC;SG
algeria	алжире	algeria	алжир	PROPN	N;INAN;NOM;MASC;SG
românii	румыны	român	румын	N;DEF;MASC;PL	N;ANIM;NOM;MASC;PL
utc+	utc+	utc+	utc+	ADV	
comisia	комиссия	comisie	комиссия	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
comisia	комиссии	comisie	комиссия	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
adevăr	правда	adevăr	правда	N;INDF;MASC;SG	ADV
jacques	жак	jacques	жак	PROPN	N;ANIM;NOM;MASC;SG
capitală	столица	capitală	столица	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
capitală	капитал	capitală	капитал	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
capitală	capital	capitală	capital	N;INDF;FEM;SG	PROPN
vietnam	вьетнам	vietnam	вьетный	PROPN	N;INAN;NOM;MASC;PL
angeles	анджелесе	angeles	анджелес	PROPN	N;INAN;ESS;MASC;SG
luca	люка	luca	люк	N;DEF;FEM;SG	N;INAN;GEN;MASC;SG
luca	люк	luca	люк	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
luca	лука	luca	лук	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
luca	луки	luca	лук	N;DEF;FEM;SG	N;INAN;NOM;MASC;PL
hotărât	решило	hotărî	решить	ADJ;INDF;MASC;SG	V;PFV;NEUT;IND;SG;PST;FIN;ACT
hotărât	решила	hotărî	решить	ADJ;INDF;MASC;SG	V;PFV;FEM;IND;SG;PST;FIN;ACT
hotărât	решено	hotărî	решить	ADJ;INDF;MASC;SG	V;PFV;NEUT;SG;PST;V.PTCP;PASS
marian	мэриан	marian	мэриан	PROPN	
scena	сцена	scenă	сцена	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
științific	научный	științific	научный	ADV	ADJ;NOM;MASC;SG
științific	научная	științific	научный	ADV	ADJ;NOM;FEM;SG
științific	научное	științific	научный	ADV	ADJ;NOM;NEUT;SG
banat	банат	banat	баната	N;INDF;MASC;SG	
capacitatea	вместимость	capacitate	вместимость	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
capacitatea	емкость	capacitate	емкость	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
capacitatea	способность	capacitate	способность	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
capacitatea	потенциал	capacitate	потенциал	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
capacitatea	потенциала	capacitate	потенциал	N;DEF;FEM;SG	N;INAN;GEN;MASC;SG
capacitatea	умение	capacitate	умение	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
capacitatea	способность	capacitate	способность	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
economie	экономика	economie	экономика	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
economie	экономия	economie	экономия	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
economie	экономика	economie	экономика	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
temperatura	температуры	temperatură	температура	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
temperatura	температуру	temperatură	температура	N;DEF;FEM;SG	N;INAN;ACC;FEM;SG
temperatura	температура	temperatură	температура	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
modificări	модификация	modificare	модификация	N;INDF;FEM;PL	N;INAN;NOM;FEM;SG
mexic	мексики	mexic	мексика	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
intitulat	озаглавленный	intitulat	озаглавить	ADJ;INDF;MASC;SG	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
intitulat	озаглавленный	intitulat	озаглавить	ADJ;INDF;MASC;SG	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
software	software	software	software	N;INDF;MASC;SG	PROPN
soțul	супруг	soț	супруг	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
soțul	супруга	soț	супруга	N;DEF;MASC;SG	N;ANIM;NOM;FEM;SG
soțul	муж	soț	муж	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
corect	правильно	corect	правильный	ADV	ADJ;NEUT;SG
corect	верно	corect	верный	ADV	ADJ;NEUT;SG
corect	правильно	corect	правильный	ADV	ADJ;NEUT;SG
corect	исправить	corect	исправить	ADV	V;PFV;NFIN;ACT
corect	правильное	corect	правильный	ADV	ADJ;NOM;NEUT;SG
corect	правильный	corect	правильный	ADV	ADJ;NOM;MASC;SG
corect	справедливый	corect	справедливый	ADV	ADJ;NOM;MASC;SG
corect	справедливо	corect	справедливый	ADV	ADJ;NEUT;SG
corect	ярмарка	corect	ярмарка	ADV	N;INAN;NOM;FEM;SG
corect	справедливая	corect	справедливый	ADV	ADJ;NOM;FEM;SG
corect	справедливых	corect	справедливый	ADV	ADJ;GEN;PL
dincolo	помимо	dincolo	помимо	ADV	ADP
dans	dance	dans	dance	N;INDF;MASC;SG	PROPN
dans	танцуй	dans	танцея	N;INDF;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
dans	танцы	dans	танец	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
dans	танцуют	dans	танцевать	N;INDF;MASC;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
dans	танцы	dans	танец	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
independența	независимости	independență	независимость	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
independența	независимость	independență	независимость	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
val	волны	val	волна	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
evoluat	эволюционировали	evolua	эволюционировать	ADJ;INDF;MASC;SG	V;IPFV;IND;PL;PST;FIN;ACT
last	последние	last	последний	N;INDF;MASC;SG	ADJ;NOM;PL
last	последнее	last	последний	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
last	last	last	last	N;INDF;MASC;SG	PROPN
last	последний	last	последний	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
last	последняя	last	последний	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
scott	скотт	scoate	скотт	PROPN	N;ANIM;NOM;MASC;SG
scott	скот	scoate	скот	PROPN	N;INAN;NOM;MASC;SG
angajat	работник	angaja	работник	ADJ;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
angajat	сотрудник	angaja	сотрудник	ADJ;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
angajat	служащий	angaja	служащий	ADJ;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
angajat	занятых	angaja	занять	ADJ;INDF;MASC;SG	V;PFV;GEN;PL;PST;V.PTCP;PASS
angajat	нанят	angaja	нанять	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
angajat	нанял	angaja	нанять	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
angajat	наняли	angaja	нанять	ADJ;INDF;MASC;SG	V;PFV;IND;PL;PST;FIN;ACT
poarta	врата	poartă	врат	N;DEF;FEM;SG	N;INAN;NOM;MASC;PL
poarta	ворота	poartă	ворота	N;DEF;FEM;SG	N;INAN;NOM;NEUT;PL
tour	tour	tour	tour	N;INDF;MASC;SG	PROPN
tour	гастроли	tour	гастроль	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
rolurile	ролях	rol	роль	N;DEF;FEM;PL	N;INAN;ESS;FEM;PL
rolurile	роли	rol	роль	N;DEF;FEM;PL	N;INAN;NOM;FEM;PL
big	большая	big	большой	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
big	big	big	big	N;INDF;MASC;SG	PROPN
big	большие	big	большой	N;INDF;MASC;SG	ADJ;NOM;PL
big	большой	big	большой	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
big	биг	big	биг	N;INDF;MASC;SG	
hill	холм	hill	холм	PROPN	N;INAN;NOM;MASC;SG
hill	хилл	hill	хилл	PROPN	
hill	hill	hill	hill	PROPN	PROPN
apărarea	защита	apărare	защита	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
apărarea	оборона	apărare	оборона	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
apărarea	обороны	apărare	оборона	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
apărarea	защита	apărare	защита	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
apărarea	оборона	apărare	оборона	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
apărarea	обороны	apărare	оборона	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
durată	длительность	durată	длительность	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
durată	продолжительность	durată	продолжительность	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
comandantul	командор	comandant	командор	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
comandantul	командующий	comandant	командующий	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
comandantul	коммандер	comandant	коммандер	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
comandantul	командир	comandant	командир	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
juan	хуан	juan	хуан	PROPN	N;ANIM;NOM;MASC;SG
juan	хуана	juan	хуан	PROPN	N;ANIM;ACC;MASC;SG
rețea	сеть	rețea	сеть	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
rețea	сети	rețea	сеть	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
rețea	network	rețea	network	N;INDF;FEM;SG	PROPN
spring	spring	springe	spring	N;INDF;MASC;SG	PROPN
spring	весенний	springe	весенний	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
documentar	документальных	documentar	документальный	N;INDF;MASC;SG	ADJ;GEN;PL
teritoriale	территориальное	teritorial	территориальный	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
teritoriale	территориальная	teritorial	территориальный	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
silver	серебряный	silver	серебряный	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
toamna	осенний	toamnă	осенний	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
toamna	осень	toamnă	осень	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
toamna	осень	toamnă	осень	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
toamna	падение	toamnă	падение	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
toamna	осенью	toamnă	осень	N;DEF;FEM;SG	N;INAN;INS;FEM;SG
toamna	упасть	toamnă	падать	N;DEF;FEM;SG	V;PFV;NFIN;ACT
texas	техас	texas	техас	PROPN	N;INAN;NOM;FEM;SG
situație	ситуация	situație	ситуация	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
situație	положение	situație	положение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
liviu	ливиу	liviu	ливиу	PROPN	N;INAN;ACC;FEM;SG
vânătoare	истребительница	vânătoare	истребительница	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
vânătoare	охота	vânătoare	охота	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
vânătoare	хант	vânătoare	хант	N;INDF;FEM;SG	PART
vânătoare	охота	vânătoare	охота	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
vânătoare	охоты	vânătoare	охота	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
alex	алекс	alex	алекс	PROPN	N;ANIM;NOM;MASC;SG
alex	алекса	alex	алекс	PROPN	N;ANIM;ACC;MASC;SG
iacob	иакова	iacob	иаков	PROPN	N;ANIM;ACC;MASC;SG
iacob	якоб	iacob	якоб	PROPN	N;ANIM;NOM;MASC;SG
iacob	джейкоб	iacob	джейкоб	PROPN	N;ANIM;NOM;MASC;SG
iacob	яков	iacob	яков	PROPN	N;ANIM;NOM;MASC;SG
iacob	джеймс	iacob	джеймс	PROPN	N;ANIM;NOM;MASC;SG
evenimentele	события	eveniment	событие	N;DEF;FEM;PL	N;INAN;NOM;NEUT;PL
evenimentele	мероприятия	eveniment	мероприятие	N;DEF;FEM;PL	N;INAN;NOM;NEUT;PL
sectorul	сектор	sector	сектор	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
francisco	франциско	francisco	франциский	PROPN	ADV
francisco	франсиско	francisco	франсиский	PROPN	ADV
distrus	уничтожен	distruge	уничтожить	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
distrus	уничтожена	distruge	уничтожить	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;PST;V.PTCP;PASS
distrus	уничтожены	distruge	уничтожить	ADJ;INDF;MASC;SG	V;PFV;PL;PST;V.PTCP;PASS
distrus	разрушен	distruge	разрушить	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
distrus	уничтожено	distruge	уничтожить	ADJ;INDF;MASC;SG	V;PFV;NEUT;SG;PST;V.PTCP;PASS
may	мая	may	май		N;INAN;GEN;MASC;SG
may	мэй	may	мэй		N;ANIM;NOM;FEM;SG
may	майские	may	майский		ADJ;NOM;PL
back	назад	back	назад		ADV
back	back	back	back		PROPN
back	спина	back	спина		N;INAN;NOM;FEM;SG
back	обратно	back	обратно		ADV
scăzut	низко	scăzut	низко	ADJ;INDF;MASC;SG	ADV
line	линии	line	линия		N;INAN;NOM;FEM;PL
line	строка	line	строка		N;INAN;NOM;FEM;SG
line	линия	line	линия		N;INAN;NOM;FEM;SG
line	line	line	line		PROPN
independente	независимый	independent	независимый	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
independente	независимая	independent	независимый	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
independente	независимое	independent	независимый	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
normal	нормальный	normal	нормальный	ADV	ADJ;NOM;MASC;SG
normal	нормальная	normal	нормальный	ADV	ADJ;NOM;FEM;SG
normal	нормально	normal	нормальный	ADV	ADJ;NEUT;SG
normal	обычный	normal	обычный	ADV	ADJ;NOM;MASC;SG
normal	нормальное	normal	нормальный	ADV	ADJ;NOM;NEUT;SG
create	созданные	crea	создать	ADJ;INDF;FEM;PL	V;PFV;NOM;PL;PST;V.PTCP;PASS
create	созданный	crea	создать	ADJ;INDF;FEM;PL	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
create	создано	crea	создать	ADJ;INDF;FEM;PL	V;PFV;NEUT;SG;PST;V.PTCP;PASS
create	создана	crea	создать	ADJ;INDF;FEM;PL	V;PFV;FEM;SG;PST;V.PTCP;PASS
create	создан	crea	создать	ADJ;INDF;FEM;PL	V;PFV;MASC;SG;PST;V.PTCP;PASS
tone	тон	tonă	тон	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG
tone	тонну	tonă	тонна	N;INDF;FEM;PL	N;INAN;ACC;FEM;SG
aria	ария	arie	арий	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
rece	холодная	rece	холодный	ADV	ADJ;NOM;FEM;SG
rece	холодное	rece	холодный	ADV	ADJ;NOM;NEUT;SG
rece	холодный	rece	холодный	ADV	ADJ;NOM;MASC;SG
rece	холодно	rece	холодный	ADV	ADJ;NEUT;SG
rece	холод	rece	холод	ADV	N;INAN;NOM;MASC;SG
insulă	острова	insulă	остров	N;INDF;FEM;SG	N;INAN;NOM;MASC;PL
insulă	island	insulă	island	N;INDF;FEM;SG	PROPN
insulă	остров	insulă	остров	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
insulă	островных	insulă	островной	N;INDF;FEM;SG	ADJ;GEN;PL
similar	похожие	similar	похожий	ADJ;INDF;MASC;SG	ADJ;NOM;PL
similar	аналогичные	similar	аналогичный	ADJ;INDF;MASC;SG	ADJ;NOM;PL
similar	схожие	similar	схожий	ADJ;INDF;MASC;SG	ADJ;NOM;PL
similar	аналогично	similar	аналогично	ADJ;INDF;MASC;SG	ADV
angajați	работников	angaja	работник	V;IND;PL;2;IPFV;FIN	N;ANIM;GEN;MASC;PL
angajați	работники	angaja	работник	V;IND;PL;2;IPFV;FIN	N;ANIM;NOM;MASC;PL
angajați	служащие	angaja	служащий	V;IND;PL;2;IPFV;FIN	N;ANIM;NOM;MASC;PL
angajați	сотрудники	angaja	сотрудник	V;IND;PL;2;IPFV;FIN	N;ANIM;NOM;MASC;PL
irlanda	ирландию	irlanda	ирландия	PROPN	N;INAN;ACC;FEM;SG
irlanda	ирландия	irlanda	ирландия	PROPN	N;INAN;NOM;FEM;SG
irlanda	ирландии	irlanda	ирландия	PROPN	N;INAN;NOM;FEM;PL
green	зелёные	green	зеленый	N;INDF;MASC;SG	ADJ;NOM;PL
green	зелёный	green	зелёный	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
green	зелёная	green	зеленый	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
green	зеленый	green	зеленый	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
can	может	can	мочь		V;IPFV;IND;SG;3;PRS;FIN;ACT
can	могу	can	мочь		V;IPFV;IND;SG;1;PRS;FIN;ACT
can	можно	can	можно		ADV
can	can	can	can		PROPN
michel	мишель	michel	мишель	PROPN	N;ANIM;NOM;FEM;SG
tehnice	техническое	tehnic	технический	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
tehnice	технический	tehnic	технический	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
nostru	наши	meu	наш	DET;MASC;SG;1	DET;NOM;PL
serviciu	службы	serviciu	служба	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
serviciu	услуги	serviciu	услуга	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
romani	рома	roman	ром	N;INDF;MASC;PL	
râu	ривер	râu	ривер	N;INDF;MASC;SG	
râu	реки	râu	река	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
căsătoria	брак	căsătorie	брак	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
căsătoria	браки	căsătorie	брак	N;DEF;FEM;SG	N;INAN;NOM;MASC;PL
jones	джонс	jones	джонс	PROPN	N;ANIM;NOM;MASC;SG
gol	голые	gol	голый	N;INDF;MASC;SG	ADJ;NOM;PL
gol	голая	gol	голый	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
gol	голый	gol	голый	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
gol	пусто	gol	пустой	N;INDF;MASC;SG	ADJ;NEUT;SG
gol	пустая	gol	пустой	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
gol	пустой	gol	пустой	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
gol	пустое	gol	пустой	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
gol	пустые	gol	пустой	N;INDF;MASC;SG	ADJ;NOM;PL
rar	редкие	rar	редкий	ADV	ADJ;NOM;PL
rar	редкий	rar	редкий	ADV	ADJ;NOM;MASC;SG
rar	редкая	rar	редкий	ADV	ADJ;NOM;FEM;SG
rar	редкость	rar	редкость	ADV	N;INAN;NOM;FEM;SG
teodor	теодор	teodor	теодор	PROPN	N;ANIM;NOM;MASC;SG
young	янг	young	янг	PROPN	N;ANIM;NOM;MASC;SG
young	молодая	young	молодой	PROPN	ADJ;NOM;FEM;SG
young	молодые	young	молодой	PROPN	ADJ;NOM;PL
young	young	young	young	PROPN	PROPN
young	молодых	young	молодой	PROPN	ADJ;GEN;PL
young	молодой	young	молодой	PROPN	ADJ;NOM;MASC;SG
moare	умрет	muri	умереть	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;FUT;FIN;ACT
argentina	аргентина	argentina	аргентина	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
argentina	аргентинская	argentina	аргентинский	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
argentina	аргентины	argentina	аргентина	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
decizia	решение	decizie	решение	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
lansarea	запуск	lansare	запуск	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
lansarea	запуск	lansare	запуск	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
lansarea	пуск	lansare	пуск	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
eroilor	герои	erou	герой	N;DEF;MASC;PL	N;ANIM;NOM;MASC;PL
eroilor	героев	erou	герой	N;DEF;MASC;PL	N;ANIM;ACC;MASC;PL
călătorie	поездки	călătorie	поездка	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
călătorie	проезд	călătorie	проезд	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
călătorie	путешествия	călătorie	путешествие	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
călătorie	путешествие	călătorie	путешествие	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
călătorie	путешествие	călătorie	путешествие	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
călătorie	поездка	călătorie	поездка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
călătorie	трип	călătorie	трип	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
călătorie	путешествие	călătorie	путешествие	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
johannes	иоганн	johannes	иоганн	PROPN	N;ANIM;NOM;MASC;SG
sorin	сорин	sorin	сорин	PROPN	
ajutat	помогали	ajuta	помогать	ADJ;INDF;MASC;SG	V;IPFV;IND;PL;PST;FIN;ACT
ajutat	помогло	ajuta	помочь	ADJ;INDF;MASC;SG	V;PFV;NEUT;IND;SG;PST;FIN;ACT
ajutat	помогли	ajuta	помочь	ADJ;INDF;MASC;SG	V;PFV;IND;PL;PST;FIN;ACT
ajutat	помог	ajuta	помочь	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
ajutat	помогла	ajuta	помочь	ADJ;INDF;MASC;SG	V;PFV;FEM;IND;SG;PST;FIN;ACT
superioare	высшего	superior	высший		ADJ;GEN;NEUT;SG
ivano	ивано	ivano	ивано		ADV
formație	band	formație	band	N;INDF;FEM;SG	PROPN
formație	формирования	formație	формирование	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
formație	формирование	formație	формирование	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
comitetul	комитет	comitet	комитет	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
comitetul	комитета	comitet	комитет	N;DEF;MASC;SG	N;INAN;GEN;MASC;SG
moldovenească	молдавская	moldovenesc	молдавский	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
ran	побежал	ran	побежать	N;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
structură	структура	structură	структура	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
banca	банк	bancă	банк	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
banca	bank	bancă	bank	N;DEF;FEM;SG	PROPN
banca	банка	bancă	банк	N;DEF;FEM;SG	N;INAN;GEN;MASC;SG
dragoste	любить	dragoste	любить	N;INDF;MASC	V;IPFV;NFIN;ACT
dragoste	love	dragoste	love	N;INDF;MASC	PROPN
dragoste	люблю	dragoste	любить	N;INDF;MASC	V;IPFV;IND;SG;1;PRS;FIN;ACT
dragoste	любим	dragoste	любить	N;INDF;MASC	V;IPFV;IND;PL;1;PRS;FIN;ACT
politici	политика	politic	политика	ADJ;INDF;MASC;PL	N;INAN;NOM;FEM;SG
charente	шарант	charent	шарант	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
out	аут	out	аута		N;INAN;NOM;MASC;SG
out	out	out	out		PROPN
transformat	повернул	transforma	повернуть	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
transformat	обратился	transforma	обратиться	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;MID
transformat	повернулся	transforma	повернуться	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;MID
specială	особая	special	особый	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
specială	специальный	special	специальный	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
specială	специального	special	специальный	ADJ;INDF;FEM;SG	ADJ;GEN;MASC;SG
specială	специальная	special	специальный	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
specială	специальные	special	специальный	ADJ;INDF;FEM;SG	ADJ;NOM;PL
specială	специальное	special	специальный	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
con	кон	con	кон	N;INDF;MASC;SG	
întoarce	очередь	întoarce	очередь	V;IND;SG;3;PRS;FIN	N;INAN;NOM;FEM;SG
întoarce	поворот	întoarce	поворот	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
întoarce	возвращения	întoarce	возвращение	V;IND;SG;3;PRS;FIN	N;INAN;GEN;NEUT;SG
întoarce	возвращение	întoarce	возвращение	V;IND;SG;3;PRS;FIN	N;INAN;NOM;NEUT;SG
par	волосы	părea	волос	V;IND;PL;3;PRS;FIN	N;INAN;NOM;MASC;PL
par	волос	părea	волос	V;IND;PL;3;PRS;FIN	N;INAN;GEN;FEM;PL
bruno	бруно	brun	бруно	PROPN	N;ANIM;NOM;MASC;SG
clasamentul	зачёте	clasament	зачет	N;DEF;MASC;SG	N;INAN;ESS;MASC;SG
finala	финал	finală	финал	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
finala	окончательный	finală	окончательный	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
finala	окончательного	finală	окончательный	N;DEF;FEM;SG	ADJ;GEN;MASC;SG
finala	заключительный	finală	заключительный	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
finala	заключительные	finală	заключительный	N;DEF;FEM;SG	ADJ;NOM;PL
arestat	арестованных	aresta	арестовывать	ADJ;INDF;MASC;SG	V;PFV;GEN;PL;PST;V.PTCP;PASS
arestat	арестован	aresta	арестовывать	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
arestat	арестована	aresta	арестовывать	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;PST;V.PTCP;PASS
arestat	арестованы	aresta	арестовывать	ADJ;INDF;MASC;SG	V;PFV;PL;PST;V.PTCP;PASS
arestat	задержан	aresta	задержать	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
sportiv	спортсмен	sportiv	спортсмен	ADJ;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
vin	иду	veni	идти	V;IND;PL;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
vin	вин	veni	вина	V;IND;PL;3;PRS;FIN	N;INAN;GEN;MASC;SG
vin	вина	veni	вино	V;IND;PL;3;PRS;FIN	N;INAN;NOM;NEUT;SG
vin	вино	veni	вино	V;IND;PL;3;PRS;FIN	N;INAN;NOM;NEUT;SG
rezistență	сопротивления	rezistență	сопротивление	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
rezistență	сопротивление	rezistență	сопротивление	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
comisiei	комиссия	comisie	комиссия	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
