kategória	kategori	kategória	kategori	N;NOM;FEM;SG	
hlasovanie	oylar	hlasovanie	oy	N;NOM;NEUT;SG	N;NOM;PL;3
hlasovanie	oylama	hlasovanie	oyla	N;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
hlasovanie	oylama	hlasovanie	oyla	N;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
sestra	bacım	sestra	baç	N;NOM;FEM;SG	
sestra	rahibe	sestra	rahip	N;NOM;FEM;SG	
sestra	kardeş	sestra	kardeş	N;NOM;FEM;SG	
berlíne	berlin	berlín	berlin	ADV	PROPN;NOM;SG;3
trest	cezalandırma	trest	cezalan	N;INAN;NOM;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
front	öne	front	ön	N;INAN;NOM;MASC;SG	
front	cephe	front	cephe	N;INAN;NOM;MASC;SG	
front	ön	front	ön	N;INAN;NOM;MASC;SG	
front	kuyruk	front	kuyruk	N;INAN;NOM;MASC;SG	
hradec	hradec	hradec	hradec	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG;3
allier	allier	allier	alli	PROPN;NOM;FEM;SG	PROPN;NOM;SG;3
kultúrna	kültür	kultúrny	kültür	ADJ;NOM;FEM;SG	
podporuje	destekler	podporovať	destek	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;PL;3
podporuje	destekliyor	podporovať	destekle	V;IPFV;IND;SG;3;POS;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
podporuje	destek	podporovať	destek	V;IPFV;IND;SG;3;POS;PRS;FIN	
andré	andre	andrý	andre	PROPN;ANIM;NOM;MASC;SG	
andré	andré	andrý	andré	PROPN;ANIM;NOM;MASC;SG	
robiť	yapıyor	robiť	yap	V;IPFV;POS;NFIN	V;PROG;IND;SG;3;POS;INFM;PRS
gróf	sayar	gróf	sayar	N;ANIM;NOM;MASC;SG	
gróf	say	gróf	say	N;ANIM;NOM;MASC;SG	
gróf	kont	gróf	kont	N;ANIM;NOM;MASC;SG	
vodný	su	vodný	su	ADJ;ANIM;NOM;MASC;SG	
trvá	koşar	trvať	koş	V;IPFV;IND;SG;3;POS;PRS;FIN	
trvá	yönetiyor	trvať	yönet	V;IPFV;IND;SG;3;POS;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
trvá	israr	trvať	israr	V;IPFV;IND;SG;3;POS;PRS;FIN	
trvá	israrlı	trvať	israrlı	V;IPFV;IND;SG;3;POS;PRS;FIN	
predstavujú	temsil	predstavovať	temsil	V;IPFV;IND;PL;3;POS;PRS;FIN	
predstavujú	pozu	predstavovať	pozu	V;IPFV;IND;PL;3;POS;PRS;FIN	
predstavujú	poz	predstavovať	poz	V;IPFV;IND;PL;3;POS;PRS;FIN	
predstavujú	poz	predstavovať	poz	V;IPFV;IND;PL;3;POS;PRS;FIN	
manžel	kocası	manžel	koca	N;ANIM;NOM;MASC;SG	ADJ;NOM;SG;3
manžel	koca	manžel	koca	N;ANIM;NOM;MASC;SG	
walter	walter	walter	walter	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG;3
end	bitir	end	bitir	PROPN;ANIM;NOM;MASC;SG	V;PFV;IMP;SG;2;POS;PRS
end	son	end	son	PROPN;ANIM;NOM;MASC;SG	
end	sonu	end	son	PROPN;ANIM;NOM;MASC;SG	
end	bitiş	end	bitiş	PROPN;ANIM;NOM;MASC;SG	
letov	uçuşlar	let	uçuş	N;INAN;GEN;MASC;PL	N;NOM;PL;3
letov	uçuş	let	uçuş	N;INAN;GEN;MASC;PL	
írska	irlandalı	írsko	irlandal	N;NOM;FEM;SG	V;PFV;IND;SG;3;POS;PRS;PASS
írska	irlanda	írsko	irlan	N;NOM;FEM;SG	PROPN;NOM;SG;3
vodná	su	vodný	su	ADJ;NOM;FEM;SG	
vodná	hidro	vodný	hidro	ADJ;NOM;FEM;SG	
alfa	alpha	alfo	alpha		
alfa	alfa	alfo	alfa		
alfa	alfa	alfo	alfa		
atlét	sporcu	atlét	sporcu	N;ANIM;NOM;MASC;SG	
atlét	jock	atlét	jock	N;ANIM;NOM;MASC;SG	
gemini	gemini	gemin	gem	PROPN;ANIM;NOM;MASC;SG	
gemini	ikizler	gemin	ikiz	PROPN;ANIM;NOM;MASC;SG	
myšlienky	düşünce	myšlienka	düşünce	N;NOM;FEM;PL	
doc	doc	doc	doc		
doc	doktor	doc	doktor		
rue	rue	rue	rue	PROPN;INAN;NOM;MASC;SG	PROPN;NOM;SG;3
použitá	kullanılan	použitý	kullan	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
použitá	kullanılmış	použitý	kullan	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
použitá	kullanıldı	použitý	kullan	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
použitá	kullanılır	použitý	kullan	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;POS;PASS
matej	matej	matej	matej	PROPN;ANIM;NOM;MASC;SG	
matej	matthias	matej	matthias	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG;3
hérault	hérault	hérault	hérault	N;NOM;FEM;SG	
voľne	vahşi	voľne	vahşi	ADV	
voľne	wild	voľne	wild	ADV	
voľne	çılgın	voľne	çılgın	ADV	
voľne	yaban	voľne	yaban	ADV	
voľne	yabani	voľne	yabani	ADV	
voľne	serbestçe	voľne	serbestçe	ADV	
voľne	özgürce	voľne	özgürce	ADV	
národy	uluslar	národ	ulus	N;INAN;NOM;MASC;PL	
národy	halkları	národ	halk	N;INAN;NOM;MASC;PL	N;ACC;PL;3
národy	halk	národ	halk	N;INAN;NOM;MASC;PL	
olej	petrol	olej	petrol	N;INAN;NOM;MASC;SG	
olej	yağ	olej	yağ	N;INAN;NOM;MASC;SG	
olej	yağı	olej	yağ	N;INAN;NOM;MASC;SG	
ríši	empire	ríš	empir	N;DAT;FEM;SG	
ríši	imparatorluk	ríš	imparatorluk	N;DAT;FEM;SG	N;NOM;SG;3
ríši	imparatorluğu	ríš	imparatorluk	N;DAT;FEM;SG	N;NOM;SG;3
loiret	loiret	loiret	loiret	PROPN;NOM;FEM;SG	
vozidla	araç	vozidnúť	araç	N;NOM;NEUT;SG	
vie	bilir	vedieť	bil	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;POS
vie	biliyor	vedieť	bil	V;IPFV;IND;SG;3;POS;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
vie	vie	vedieť	vie	V;IPFV;IND;SG;3;POS;PRS;FIN	
floyd	floyd	floyd	floyd		
vojvoda	dük	vojvoda	dük	N;ANIM;NOM;MASC;SG	
vojvoda	duke	vojvoda	duke	N;ANIM;NOM;MASC;SG	
texas	teksas	texas	teksas	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG;3
texas	texas	texas	texas	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG;3
všetkým	herkeze	všetok	herkez	DET;ANIM;DAT;MASC;PL	N;DAT;SG;3
všetkým	herkese	všetok	herkes	DET;ANIM;DAT;MASC;PL	N;DAT;SG;3
všetkým	herkes	všetok	herkes	DET;ANIM;DAT;MASC;PL	N;NOM;SG;3
všetkým	herkez	všetok	herkez	DET;ANIM;DAT;MASC;PL	
historicky	tarihsel	historicky	tarihsel	ADV	
historicky	tarihi	historicky	tarih	ADV	
historicky	tarihsel	historicky	tarihsel	ADV	
beh	koşarak	beh	koş	N;INAN;NOM;MASC;SG	V;PFV;IND;POS;PRS;V.CVB
beh	koşmak	beh	koş	N;INAN;NOM;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
beh	koşu	beh	koşu	N;INAN;NOM;MASC;SG	
beh	koşan	beh	koş	N;INAN;NOM;MASC;SG	
beh	koşarken	beh	koş	N;INAN;NOM;MASC;SG	V;IPFV;IND;SG;3;POS;V.CVB
beh	koşuyor	beh	koş	N;INAN;NOM;MASC;SG	V;PROG;IND;SG;3;POS;INFM;PRS
vozidlo	araç	vozidnúť	araç	N;NOM;NEUT;SG	
ardèche	ardèche	ardich	ardiche	N;NOM;FEM;SG	
generácia	nesil	generácia	nesil	N;NOM;FEM;SG	
generácia	kuşak	generácia	kuşak	N;NOM;FEM;SG	
generácia	nesli	generácia	nesli	N;NOM;FEM;SG	
tretie	üçüncü	tretí	üçüncü	ADJ;NOM;NEUT;SG	
marcel	marcel	marcieť	marcel	N;ANIM;NOM;MASC;SG	
zmysel	anlam	zmysel	anlam	N;INAN;NOM;MASC;SG	
zmysel	anlamı	zmysel	anlam	N;INAN;NOM;MASC;SG	N;ACC;SG;3
zmysel	anlami	zmysel	anlami	N;INAN;NOM;MASC;SG	
východné	doğuya	východný	doğu	ADJ;NOM;NEUT;SG	ADJ;DAT;SG;3
východné	doğu	východný	doğu	ADJ;NOM;NEUT;SG	
východné	doğuda	východný	doğu	ADJ;NOM;NEUT;SG	N;ESS;SG;3
východné	doğulu	východný	doğul	ADJ;NOM;NEUT;SG	
východné	doğu	východný	doğu	ADJ;NOM;NEUT;SG	
ukrajina	ukrayna	ukrajina	ukra	N;NOM;FEM;SG	PROPN;NOM;SG;3
prítomnosť	şimdiki	prítomnosť	şimdiki	N;NOM;FEM;SG	
prítomnosť	mevcut	prítomnosť	mevcut	N;NOM;FEM;SG	
prítomnosť	varlığını	prítomnosť	varlık	N;NOM;FEM;SG	N;ACC;SG;3
prítomnosť	varlık	prítomnosť	varlık	N;NOM;FEM;SG	
landes	landes	landes	landes	PROPN;NOM;FEM;SG	PROPN;NOM;SG;3
východná	doğuya	východný	doğu	ADJ;NOM;FEM;SG	ADJ;DAT;SG;3
východná	doğu	východný	doğu	ADJ;NOM;FEM;SG	
východná	doğuda	východný	doğu	ADJ;NOM;FEM;SG	N;ESS;SG;3
východná	doğulu	východný	doğul	ADJ;NOM;FEM;SG	
východná	doğu	východný	doğu	ADJ;NOM;FEM;SG	
pán	beyefendi	pán	beyefendi	N;ANIM;NOM;MASC;SG	
prehry	kaybetmek	prehra	kaybet	N;INAN;NOM;MASC;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
prehry	kaybediyor	prehra	kaybet	N;INAN;NOM;MASC;PL	V;PROG;IND;SG;3;POS;INFM;PRS
prehry	kayıpları	prehra	kayıp	N;INAN;NOM;MASC;PL	N;ACC;PL;3
green	yeşile	green	yeşil	PROPN;ANIM;NOM;MASC;SG	
green	yeşillik	green	yeşillik	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG;3
green	yeşil	green	yeşil	PROPN;ANIM;NOM;MASC;SG	ADJ
green	green	green	gre	PROPN;ANIM;NOM;MASC;SG	
green	yeşili	green	yeşil	PROPN;ANIM;NOM;MASC;SG	ADJ;ACC;SG;3
misia	misyon	misia	misyon	N;NOM;FEM;SG	
net	net	net	net	N;INAN;NOM;MASC;SG	
net	ağ	net	ağ	N;INAN;NOM;MASC;SG	
aké	ne	aký	ne	DET;NOM;NEUT;SG	
kapacita	kapasite	kapacita	kapasit	N;NOM;FEM;SG	
asistent	yardımcı	asistent	yardımcı	N;ANIM;NOM;MASC;SG	
asistent	asistanı	asistent	asistan	N;ANIM;NOM;MASC;SG	N;ACC;SG;3
asistent	asistan	asistent	asistan	N;ANIM;NOM;MASC;SG	
nemecky	alman	nemecky	al	ADV	
jaskyne	mağara	jaskyňa	mağar	N;NOM;FEM;PL	
jaskyne	mağarası	jaskyňa	mağara	N;NOM;FEM;PL	N;NOM;SG;3
jaskyne	mağara	jaskyňa	mağar	N;NOM;FEM;PL	
indie	bağımsız	india	bağımsız	N;NOM;MASC;SG	
indie	hindistan	india	hindistan	N;NOM;MASC;SG	PROPN;NOM;SG;3
indie	hint	india	hint	N;NOM;MASC;SG	
okruh	yarıçap	okruh	yarıç	N;INAN;NOM;MASC;SG	
okruh	devre	okruh	devre	N;INAN;NOM;MASC;SG	
umiestnená	bulunan	umiestnený	bulun	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	
umiestnená	yerleştirdi	umiestnený	yerleş	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;CAUS
egypte	mısır	egypiť	mısır	N;INAN;NOM;MASC;SG	
správanie	davranışlar	správanie	davranış	N;NOM;NEUT;SG	N;NOM;PL;3
správanie	davranışı	správanie	davranış	N;NOM;NEUT;SG	N;ACC;SG;3
správanie	davranışlar	správanie	davranış	N;NOM;NEUT;SG	N;NOM;PL;3
správanie	davranışları	správanie	davranış	N;NOM;NEUT;SG	N;NOM;PL;3
ústave	anayasa	ústav	anayasa	N;INAN;DAT;MASC;SG	
antonín	antonín	antonina	anto	PROPN;ANIM;NOM;MASC;SG	
volejbal	voleybol	volejbať	voleybol	N;INAN;NOM;MASC;SG	
stadion	stadion	stadion	stadion	N;INAN;NOM;MASC;SG	
bojové	savaş	bojový	savaş	ADJ;NOM;NEUT;SG	N;NOM;SG;3
bojové	muharebe	bojový	muharebe	ADJ;NOM;NEUT;SG	N;NOM;SG;3
vnútorné	dahili	vnútorný	dahil	ADJ;NOM;NEUT;SG	
vnútorné	içsel	vnútorný	içsel	ADJ;NOM;NEUT;SG	
funkcií	işlevleri	funkcia	işlev	N;GEN;FEM;PL	N;NOM;PL;3
následok	sonucu	následok	sonuç	N;INAN;NOM;MASC;SG	N;ACC;SG;3
pobrežia	kıyıları	pobrežiť	kıyı	N;NOM;NEUT;PL	N;ACC;PL;3
súboru	dosya	súbor	dosya	N;INAN;GEN;MASC;SG	
súboru	dosyası	súbor	dosya	N;INAN;GEN;MASC;SG	N;NOM;SG;3
zriedkavo	seyrek	zriedkavo	seyrek	ADV	
zriedkavo	ender	zriedkavo	ende	ADV	
delenie	bölüm	delenie	bölüm	N;NOM;NEUT;SG	
delenie	division	delenie	divi	N;NOM;NEUT;SG	
delenie	bölünme	delenie	böl	N;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
delenie	böl	delenie	böl	N;NOM;NEUT;SG	
young	genç	young	genç	PROPN;ANIM;NOM;MASC;SG	
young	young	young	young	PROPN;ANIM;NOM;MASC;SG	
jednoduché	sade	jednoduchý	sade	ADJ;NOM;NEUT;SG	
jednoduché	easy	jednoduchý	easy	ADJ;NOM;NEUT;SG	
chorvátsku	hırvatistan	chorvátsky	hırvatistan	N;ACC;FEM;SG	PROPN;NOM;SG;3
trasa	yolu	triasť	yol	N;NOM;FEM;SG	N;ACC;SG;3
trasa	patika	triasť	patika	N;NOM;FEM;SG	
trasa	yol	triasť	yol	N;NOM;FEM;SG	
trasa	rota	triasť	rota	N;NOM;FEM;SG	
trasa	yol	triasť	yol	N;NOM;FEM;SG	
obsahom	içindekiler	obsah	içindeki	N;INAN;INS;MASC;SG	ADJ;NOM;PL;3
obsahom	içerik	obsah	içerik	N;INAN;INS;MASC;SG	
obsahom	içeriği	obsah	içerik	N;INAN;INS;MASC;SG	N;NOM;SG;3
obsahom	içerikler	obsah	içerik	N;INAN;INS;MASC;SG	N;NOM;PL;3
kalibru	kalibre	kalibra	kalibre	N;INAN;GEN;MASC;SG	N;NOM;SG;3
kalibru	kalibre	kalibra	kalibre	N;INAN;GEN;MASC;SG	N;NOM;SG;3
železničnej	demiryolu	železničný	demiryolu	ADJ;GEN;FEM;SG	
únia	sendika	únia	sendika	N;NOM;FEM;SG	
únia	birlik	únia	birlik	N;NOM;FEM;SG	
stála	ayakta	stáť	ayak	V;IPFV;FEM;SG;POS;PST;V.PTCP	N;ESS;SG;3
podujatie	olay	podujatie	olay	N;NOM;NEUT;SG	
podujatie	etkinliği	podujatie	etkinlik	N;NOM;NEUT;SG	N;ACC;SG;3
stanley	stanley	stanley	stanley	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG;3
death	olum	death	ol	PROPN;ANIM;NOM;MASC;SG	
death	ölüm	death	ölüm	PROPN;ANIM;NOM;MASC;SG	
death	death	death	death	PROPN;ANIM;NOM;MASC;SG	
štatistika	istatistikleri	štatistika	ista	N;NOM;FEM;SG	N;NOM;PL;3
štatistika	istatistik	štatistika	istatistik	N;NOM;FEM;SG	
štatistika	istatistikler	štatistika	istatistik	N;NOM;FEM;SG	N;NOM;PL;3
štatistika	istatistik	štatistika	istatistik	N;NOM;FEM;SG	
fyziku	fiziği	fyzika	fizik	N;ACC;FEM;SG	N;NOM;SG;3
fyziku	fizik	fyzika	fizik	N;ACC;FEM;SG	
formálne	resmen	formálne	resmen	ADV	
formálne	resmi	formálne	resmi	ADV	
nádrže	tankları	nádrža	tank	N;NOM;FEM;PL	N;ACC;PL;3
občanov	vatandaşlar	občan	vatandaş	N;ANIM;ACC;MASC;PL	N;NOM;PL;3
občanov	vatandaş	občan	vatandaş	N;ANIM;ACC;MASC;PL	
afrika	afrika	afrika	afrika	N;NOM;FEM;SG	
plynu	benzin	plyn	benz	N;INAN;GEN;MASC;SG	
plynu	gaz	plyn	gaz	N;INAN;GEN;MASC;SG	
pomenované	adında	pomenovaný	ad	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	N;ESS;SG;3
hodnosť	sıralama	hodnosť	sıralama	N;NOM;FEM;SG	
nutné	gerekli	nutný	gerekli	ADJ;NOM;NEUT;SG	
nutné	gerekliydi	nutný	gerekli	ADJ;NOM;NEUT;SG	V;PFV;IND;SG;3;POS;PST
nutné	gereklidir	nutný	gerekli	ADJ;NOM;NEUT;SG	
spracovanie	işlenmesi	spracovanie	işle	N;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
spracovanie	işleme	spracovanie	işle	N;NOM;NEUT;SG	
spracovanie	işlem	spracovanie	işlem	N;NOM;NEUT;SG	
spracovanie	muamele	spracovanie	muamele	N;NOM;NEUT;SG	
používanie	kullanım	používanie	kullanım	N;NOM;NEUT;SG	
používanie	kullanıyor	používanie	kullan	N;NOM;NEUT;SG	V;PROG;IND;SG;3;POS;INFM;PRS
používanie	kullanmak	používanie	kullan	N;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
používanie	kullanma	používanie	kullan	N;NOM;NEUT;SG	
používanie	kullanarak	používanie	kullan	N;NOM;NEUT;SG	V;PFV;IND;POS;PRS;V.CVB
používanie	kullanın	používanie	kullan	N;NOM;NEUT;SG	V;PFV;IMP;PL;2;POS;PRS
používanie	kullanım	používanie	kullanım	N;NOM;NEUT;SG	
používanie	kullanmak	používanie	kullan	N;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
používanie	kullan	používanie	kullan	N;NOM;NEUT;SG	
atlas	atlas	atlas	atlas	N;INAN;NOM;MASC;SG	
giovanni	giovanni	giovanňa	giovanni	PROPN;ANIM;NOM;MASC;SG	
schopné	kadir	schopný	kadir	ADJ;NOM;NEUT;SG	
menovaný	atanmış	menovaný	atan	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
menovaný	atanan	menovaný	ata	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	
menovaný	aday	menovaný	aday	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	
stratovulkán	stratovolkan	stratovulkan	stratovolkalkan	N;NOM;FEM;SG	
rgb	rgb	rgba	rgb		
adolf	adolf	adolf	adolf	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG;3
neskoršie	sonradan	neskorý	sonradan	ADV;RL	
stranách	taraflar	strana	taraf	N;GEN;FEM;PL	N;NOM;PL;3
stranách	yanları	strana	yan	N;GEN;FEM;PL	ADJ;NOM;PL;3
stranách	taraf	strana	taraf	N;GEN;FEM;PL	
izrael	israil	izrael	israil	N;INAN;NOM;MASC;SG	PROPN;NOM;SG;3
samostatný	ayırın	samostatný	ayır	ADJ;ANIM;NOM;MASC;SG	V;PFV;IMP;PL;2;POS;PRS
samostatný	ayri	samostatný	ayri	ADJ;ANIM;NOM;MASC;SG	
spisovateľov	yazarlar	spisovateľ	yazar	N;ANIM;ACC;MASC;PL	N;NOM;PL;3
belgická	belçikalı	belgický	belçikalı	ADJ;NOM;FEM;SG	PROPN;NOM;SG;3
spravuje	başarıyor	spravovať	başar	V;IPFV;IND;SG;3;POS;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
brána	gate	brána	gate	N;NOM;FEM;SG	
brána	geçit	brána	geçit	N;NOM;FEM;SG	
brána	geçit	brána	geçit	N;NOM;FEM;SG	
dukla	dukla	duknúť	duk	N;NOM;FEM;SG	
zabezpečuje	sağlar	zabezpečovať	sağ	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;POS
zvyšky	kalıntı	zvyšok	kalıntı	N;INAN;NOM;MASC;PL	
zvyšky	artıkları	zvyšok	artık	N;INAN;NOM;MASC;PL	N;ACC;PL;3
zvyšky	artıkları	zvyšok	artık	N;INAN;NOM;MASC;PL	N;ACC;PL;3
asp	asp	asp	asp	N;NOM;MASC;SG	
ročne	yıllık	ročnúť	yıllık	ADV	
ročne	senelik	ročnúť	senelik	ADV	
ročne	yıllık	ročnúť	yıllık	ADV	
ročne	senelik	ročnúť	senelik	ADV	
vzhľad	görünüş	vzhľad	görünüş	N;INAN;NOM;MASC;SG	
vzduch	hava	vzduch	hava	N;INAN;NOM;MASC;SG	
cestujúcich	yolcular	cestujúci	yolcu	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	N;NOM;PL;3
cestujúcich	yolcuları	cestujúci	yolcu	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	N;ACC;PL;3
cestujúcich	yolcu	cestujúci	yolcu	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	
cestujúcich	gezginler	cestujúci	gezginler	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	ADJ;NOM;PL;3
cestujúcich	yolcular	cestujúci	yolcu	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	N;NOM;PL;3
cestujúcich	yolcu	cestujúci	yolcu	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	
cestujúcich	yolcusu	cestujúci	yolcu	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	N;NOM;SG;3
brian	brian	brian	brian	PROPN;ANIM;NOM;MASC;SG	
brian	brain	brian	brain	PROPN;ANIM;NOM;MASC;SG	
pomaly	yavaş	pomaly	yavaş	ADV	ADJ
pomaly	yavaşça	pomaly	yavaşça	ADV	
pravidlo	kural	pravidlo	kural	N;NOM;NEUT;SG	
vrátiť	dönüş	vrátiť	dönüş	V;PFV;POS;NFIN	
vrátiť	iade	vrátiť	iade	V;PFV;POS;NFIN	
vrstva	tabaka	vrstvo	tabaka	N;NOM;FEM;SG	
vrstva	katmanı	vrstvo	kat	N;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
vrstva	katman	vrstvo	kat	N;NOM;FEM;SG	
super	harika	super	harik	INTJ	
super	şahane	super	şahane	INTJ	
super	muhtesem	super	muhtesem	INTJ	
super	muhteşem	super	muhteşem	INTJ	
super	müthiş	super	müthiş	INTJ	
super	super	super	super	INTJ	
super	süper	super	süper	INTJ	
super	harika	super	harik	INTJ	
super	serin	super	serin	INTJ	
super	süper	super	süper	INTJ	
super	havalı	super	havalı	INTJ	
super	cool	super	cool	INTJ	
wikimedia	wikimedia	wikimedium	wikime	N;NOM;NEUT;PL	
dnešné	bugün	dnešný	bugün	ADJ;NOM;NEUT;SG	N;NOM;SG;3
dnešné	bugünde	dnešný	bugün	ADJ;NOM;NEUT;SG	N;ESS;SG;3
dnešné	bügün	dnešný	bügün	ADJ;NOM;NEUT;SG	
dnešné	bugun	dnešný	bugun	ADJ;NOM;NEUT;SG	
objav	keşfi	objav	keşif	N;INAN;NOM;MASC;SG	
objav	keşif	objav	keşif	N;INAN;NOM;MASC;SG	
traja	three	tri	three	NUM;ANIM;NOM;MASC;PL	
silne	şiddetle	silne	şiddet	ADV	N;INS;SG;3
jadra	çekirdek	jadra	çek	N;GEN;FEM;SG	
jadra	çekirdeği	jadra	çekir	N;GEN;FEM;SG	N;NOM;SG;3
jadra	çekirdek	jadra	çek	N;GEN;FEM;SG	
jadra	nucleus	jadra	nucleus	N;GEN;FEM;SG	
jadra	çekirdek	jadra	çek	N;GEN;FEM;SG	
jadra	çekirdeği	jadra	çekir	N;GEN;FEM;SG	N;NOM;SG;3
kosti	kemik	kosť	kemik	N;NOM;FEM;PL	
kosti	bones	kosť	bones	N;NOM;FEM;PL	
kosti	kemik	kosť	kemik	N;NOM;FEM;PL	
kosti	bone	kosť	bone	N;NOM;FEM;PL	
bulharsko	bulgaristan	bulharsko	bulgaristan	N;NOM;NEUT;SG	PROPN;NOM;SG;3
dať	ver	dať	ver	V;POS;NFIN	
dať	verin	dať	ver	V;POS;NFIN	V;PFV;IMP;PL;2;POS;PRS
dáva	vermek	dávať	ver	V;IPFV;IND;SG;3;POS;PRS;FIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
dáva	veriyor	dávať	ver	V;IPFV;IND;SG;3;POS;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
dáva	verir	dávať	ver	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;POS
dáva	veriyor	dávať	ver	V;IPFV;IND;SG;3;POS;PRS;FIN	V;PROG;IND;SG;3;POS;INFM;PRS
mary	meryem	mary	meryem	PROPN;NOM;FEM;SG	N;NOM;SG;3
mary	mary	mary	mary	PROPN;NOM;FEM;SG	
prepis	transkripsiyon	prepis	transkripsiyon	N;INAN;NOM;MASC;SG	V;PFV;IND;POS;PRS;V.PTCP;CAUS
vážne	ciddi	vážne	ciddi	ADV	ADJ
vážne	cidden	vážne	cidden	ADV	
vážne	cidden	vážne	cidden	ADV	
komunikácie	haberleşme	komunikácia	haberleş	N;NOM;FEM;PL	
komunikácie	iletişim	komunikácia	iletiş	N;NOM;FEM;PL	N;NOM;SG;3
komunikácie	haberleşme	komunikácia	haberleş	N;NOM;FEM;PL	
komunikácie	iletişim	komunikácia	iletiş	N;NOM;FEM;PL	N;NOM;SG;3
určite	kesinlikle	určite	kesinlik	PART	N;INS;SG;3
určite	tabi	určite	tabi	PART	
určite	elbette	určite	elbette	PART	
massachusetts	massachusetts	massachusetts	massachusetts	N;INAN;NOM;MASC;SG	
microsoft	microsoft	microsoft	microsoft	N;INAN;NOM;MASC;SG	
rozdelené	bölündü	rozdelený	böl	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
rozdelené	bölünmüş	rozdelený	böl	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
rozdelené	dağıtılan	rozdelený	dağıt	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
nástrojov	aletler	nástroj	alet	N;INAN;GEN;MASC;PL	N;NOM;PL;3
nástrojov	aletleri	nástroj	alet	N;INAN;GEN;MASC;PL	N;ACC;PL;3
nástrojov	aygıtlar	nástroj	aygıt	N;INAN;GEN;MASC;PL	N;NOM;PL;3
nástrojov	araçlar	nástroj	araç	N;INAN;GEN;MASC;PL	N;NOM;PL;3
nástrojov	aletler	nástroj	alet	N;INAN;GEN;MASC;PL	N;NOM;PL;3
knižnice	kütüphane	knižnica	kütüphane	N;NOM;FEM;PL	N;NOM;SG;3
knižnice	kitaplık	knižnica	kitaplık	N;NOM;FEM;PL	N;NOM;SG;3
