категория	luokan	категория	luokka	N;INAN;NOM;FEM;SG	N;GEN;SG
построены	rakennettu	строить	rakentaa	V;PFV;PL;PST;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
рыбы	kalojen	рыба	kala	N;ANIM;NOM;FEM;PL	N;GEN;PL
рыбы	kala	рыба	kala	N;ANIM;NOM;FEM;PL	N;NOM;SG
рыбы	kalastaa	рыба	kalastaa	N;ANIM;NOM;FEM;PL	V;SG;NFIN;ACT
рыбы	kalaa	рыба	kala	N;ANIM;NOM;FEM;PL	N;PRT;SG
рыбы	kalasta	рыба	kala	N;ANIM;NOM;FEM;PL	N;IN+ABL;SG
официальные	virkamies	официальный	virka#mies	ADJ;NOM;PL	N;NOM;SG
официальные	virallinen	официальный	virallinen	ADJ;NOM;PL	ADJ;NOM;SG
личный	henkilökohtaisia	личный	henkilö#kohtainen	ADJ;NOM;MASC;SG	ADJ;PRT;PL
личный	henkilökohtaiset	личный	henkilö#kohtainen	ADJ;NOM;MASC;SG	ADJ;NOM;PL
личный	henkilökohtaista	личный	henkilö#kohtainen	ADJ;NOM;MASC;SG	ADJ;PRT;SG
обвинения	väitteitä	обвинение	väite	N;INAN;NOM;NEUT;PL	N;PRT;PL
обвинения	syytöksiä	обвинение	syytös	N;INAN;NOM;NEUT;PL	N;PRT;PL
обвинения	syytöksiä	обвинение	syytös	N;INAN;NOM;NEUT;PL	N;PRT;PL
колонии	siirtokuntia	колония	siirto#kunta	N;INAN;NOM;FEM;PL	N;PRT;PL
колонии	siirtokunta	колония	siirto#kunta	N;INAN;NOM;FEM;PL	N;NOM;SG
критическая	kriittiset	критический	kriittinen	ADJ;NOM;FEM;SG	ADJ;NOM;PL
критическая	kriittistä	критический	kriittinen	ADJ;NOM;FEM;SG	ADJ;PRT;SG
средние	keskikokoinen	средний	keski#kokoinen	ADJ;NOM;PL	ADJ;NOM;SG
оркестр	orkesterin	оркестр	orkesteri	N;INAN;NOM;MASC;SG	N;GEN;SG
увидел	näin	видеть	näin	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADV
окончание	päättymässä	окончание	päättyä	N;INAN;NOM;NEUT;SG	V;IN+ESS;SG;NFIN;ACT
окончание	päättyy	окончание	päättyä	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN;ACT
мысль	luulin	мысль	luulla	N;INAN;NOM;FEM;SG	V;IND;SG;1;PST;FIN;ACT
мысль	luuli	мысль	luulla	N;INAN;NOM;FEM;SG	V;IND;SG;3;PST;FIN;ACT
территориальное	alueellisen	территориальный	alueellinen	ADJ;NOM;NEUT;SG	ADJ;GEN;SG
территориальное	alueelliset	территориальный	alueellinen	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
руб	hieroa	рубль	hiero	N;INAN;GEN;MASC;PL	V;SG;NFIN;ACT
медицины	lääkettä	медицина	lääke	N;INAN;GEN;FEM;SG	N;PRT;SG
медицины	lääketiede	медицина	lääke#tiede	N;INAN;GEN;FEM;SG	N;NOM;SG
медицины	lääkkeet	медицина	lääke	N;INAN;GEN;FEM;SG	N;NOM;PL
медицины	lääke	медицина	lääke	N;INAN;GEN;FEM;SG	N;NOM;SG
форум	foorumin	форум	foorumi	N;INAN;NOM;MASC;SG	N;GEN;SG
современная	modernia	современный	moderni	ADJ;NOM;FEM;SG	ADJ;PRT;SG
современная	modernit	современный	moderni	ADJ;NOM;FEM;SG	ADJ;NOM;PL
судно	aluksen	судно	alus	N;INAN;NOM;NEUT;SG	N;GEN;SG
судно	alusta	судно	alku	N;INAN;NOM;NEUT;SG	N;IN+ABL;SG
судно	aluksen	судно	alus	N;INAN;NOM;NEUT;SG	N;GEN;SG
залива	kuilu	залив	kuilu	N;INAN;GEN;MASC;SG	N;NOM;SG
залива	lahti	залив	lahti	N;INAN;GEN;MASC;SG	N;NOM;SG
зелёный	vihreät	зелёный	vihreä	ADJ;NOM;MASC;SG	ADJ;NOM;PL
зелёный	vihreää	зелёный	vihreä	ADJ;NOM;MASC;SG	ADJ;PRT;SG
ближе	lähempänä	близкий	lähempänä	ADJ;CMPR	ADV
ближе	lähemmäs	близкий	lähemmäs	ADJ;CMPR	ADV
ближе	lähemmäksi	близкий	lähemmäksi	ADJ;CMPR	ADV
путешествие	matkustaa	путешествие	matkustaa	N;INAN;NOM;NEUT;SG	V;IND;SG;FIN;ACT
путешествие	matkat	путешествие	matka	N;INAN;NOM;NEUT;SG	N;NOM;PL
путешествие	matkaa	путешествие	matka	N;INAN;NOM;NEUT;SG	N;PRT;SG
путешествие	matkan	путешествие	matka	N;INAN;NOM;NEUT;SG	N;GEN;SG
путешествие	matkustaa	путешествие	matkustaa	N;INAN;NOM;NEUT;SG	V;IND;SG;FIN;ACT
путешествие	matkoilla	путешествие	matka	N;INAN;NOM;NEUT;SG	N;AT+ESS
;PL
путешествие	matkustaa	путешествие	matkustaa	N;INAN;NOM;NEUT;SG	V;IND;SG;FIN;ACT
путешествие	trip	путешествие	trip	N;INAN;NOM;NEUT;SG	
путешествие	matkan	путешествие	matka	N;INAN;NOM;NEUT;SG	N;GEN;SG
сотрудничество	yhteistyön	сотрудничество	yhteis#työ	N;INAN;NOM;NEUT;SG	N;GEN;SG
сотрудничество	yhteistyötä	сотрудничество	yhteis#työ	N;INAN;NOM;NEUT;SG	N;PRT;SG
сотрудничество	yhteistyön	сотрудничество	yhteis#työ	N;INAN;NOM;NEUT;SG	N;GEN;SG
сотрудничество	yhteistyössä	сотрудничество	yhteis#työ	N;INAN;NOM;NEUT;SG	N;IN+ESS;SG
сотрудничество	yhteistyötä	сотрудничество	yhteis#työ	N;INAN;NOM;NEUT;SG	N;PRT;SG
обработки	jalostus	обработка	jalostus	N;INAN;GEN;FEM;SG	N;NOM;SG
обработки	käsittelyä	обработка	käsittely	N;INAN;GEN;FEM;SG	N;PRT;SG
обработки	käsittely	обработка	käsittely	N;INAN;GEN;FEM;SG	N;NOM;SG
обработки	käsitellyt	обработка	käsitellä	N;INAN;GEN;FEM;SG	V;NOM;SG;V.PTCP;ACT
обработки	käsitelty	обработка	käsitellä	N;INAN;GEN;FEM;SG	V;NOM;SG;V.PTCP;PASS
обработки	jalostettu	обработка	jalostaa	N;INAN;GEN;FEM;SG	V;NOM;SG;V.PTCP;PASS
пользователей	käyttäjät	пользователь	käyttäjä	N;ANIM;GEN;MASC;PL	N;NOM;PL
пользователей	käyttäjiä	пользователь	käyttäjä	N;ANIM;GEN;MASC;PL	N;PRT;PL
виктория	victorian	виктория	victoria	N;ANIM;NOM;FEM;SG	N;GEN;SG
эпизодов	jaksoista	эпизод	jakso	N;INAN;GEN;MASC;PL	N;IN+ABL;PL
эпизодов	jaksot	эпизод	jakso	N;INAN;GEN;MASC;PL	N;NOM;PL
обращение	hoitoa	обращение	hoito	N;INAN;NOM;NEUT;SG	N;PRT;SG
обращение	hoidon	обращение	hoito	N;INAN;NOM;NEUT;SG	N;GEN;SG
границу	raja	граница	raja	N;INAN;ACC;FEM;SG	N;NOM;SG
границу	rajaa	граница	raja	N;INAN;ACC;FEM;SG	N;PRT;SG
границу	rajan	граница	raja	N;INAN;ACC;FEM;SG	N;GEN;SG
практика	harjoitukset	практика	harjoitus	N;INAN;NOM;FEM;SG	N;NOM;PL
практика	käytännön	практика	käytäntö	N;INAN;NOM;FEM;SG	N;GEN;SG
практика	käytännöt	практика	käytäntö	N;INAN;NOM;FEM;SG	N;NOM;PL
практика	käytäntöjä	практика	käytäntö	N;INAN;NOM;FEM;SG	N;PRT;PL
надежда	toiveikas	надежда	toiveikas	N;INAN;NOM;FEM;SG	ADJ;NOM;SG
надежда	toivoa	надежда	toivo	N;INAN;NOM;FEM;SG	N;PRT;SG
надежда	toivottavasti	надежда	toivottavasti	N;INAN;NOM;FEM;SG	ADV
изменить	edit	изменить	edit	V;PFV;NFIN;ACT	N;NOM;SG
изменить	muokkaa	изменить	muokka	V;PFV;NFIN;ACT	N;NOM;SG
изменить	muokkaa	изменить	muokka	V;PFV;NFIN;ACT	N;NOM;SG
изменить	muuta	изменить	muu	V;PFV;NFIN;ACT	PRO;PRT;SG
изменить	muutos	изменить	muutos	V;PFV;NFIN;ACT	N;NOM;SG
психологии	psykologian	психология	psykologia	N;INAN;NOM;FEM;SG	N;GEN;SG
психологии	psykologiaa	психология	psykologia	N;INAN;NOM;FEM;SG	N;PRT;SG
половина	puoli	половина	puoli	N;INAN;NOM;FEM;SG	NUM;NOM;SG
половина	puolet	половина	puoli	N;INAN;NOM;FEM;SG	N;NOM;PL
роберта	roberta	роберт	roberta	N;ANIM;ACC;MASC;SG	PROPN;NOM;SG
реакция	reagoi	реакция	reagoida	N;INAN;NOM;FEM;SG	V;IND;SG;2;PRS;FIN;ACT
реакция	reaktiot	реакция	reaktio	N;INAN;NOM;FEM;SG	N;NOM;PL
реакция	reaktiota	реакция	reaktio	N;INAN;NOM;FEM;SG	N;PRT;SG
реакция	reaktion	реакция	reaktio	N;INAN;NOM;FEM;SG	N;GEN;SG
реакция	reaktioita	реакция	reaktio	N;INAN;NOM;FEM;SG	N;PRT;PL
реакция	reaktiot	реакция	reaktio	N;INAN;NOM;FEM;SG	N;NOM;PL
остатки	jäännös	остатки	jäännös	N;INAN;NOM;MASC;PL	N;NOM;SG
остатки	jäämien	остатки	jäämä	N;INAN;NOM;MASC;PL	N;GEN;PL
остатки	jäänteitä	остатки	jäänne	N;INAN;NOM;MASC;PL	N;PRT;PL
остатки	jäämien	остатки	jäämä	N;INAN;NOM;MASC;PL	N;GEN;PL
медалей	mitaleja	медаль	mitali	N;INAN;GEN;FEM;PL	N;PRT;PL
доска	laudan	доска	lauta	N;INAN;NOM;FEM;SG	N;GEN;SG
доска	johtokunnan	доска	johto#kunta	N;INAN;NOM;FEM;SG	N;GEN;SG
личного	henkilökohtaisia	личный	henkilö#kohtainen	ADJ;GEN;MASC;SG	ADJ;PRT;PL
личного	henkilökohtaiset	личный	henkilö#kohtainen	ADJ;GEN;MASC;SG	ADJ;NOM;PL
личного	henkilökohtainen	личный	henkilö#kohtainen	ADJ;GEN;MASC;SG	ADJ;NOM;SG
личного	henkilökohtaista	личный	henkilö#kohtainen	ADJ;GEN;MASC;SG	ADJ;PRT;SG
здравоохранения	terveyttä	здравоохранение	terveys	N;INAN;NOM;NEUT;SG	N;PRT;SG
высокие	pitkä	высокий	pitkä	ADJ;NOM;PL	ADJ;NOM;SG
родителей	vanhemmat	родитель	vanhempi	N;ANIM;GEN;MASC;PL	N;NOM;PL
родителей	vanhempien	родитель	vanha	N;ANIM;GEN;MASC;PL	ADJ;GEN;CMPR;PL
родителей	vanhempia	родитель	vanha	N;ANIM;GEN;MASC;PL	ADJ;PRT;CMPR;PL
параметры	vaihtoehtoja	параметр	vaihto#ehto	N;INAN;NOM;MASC;PL	N;PRT;PL
параметры	parametreja	параметр	parametri	N;INAN;NOM;MASC;PL	N;PRT;PL
мужской	mies	мужской	mies	ADJ;NOM;MASC;SG	N;NOM;SG
мужской	uros	мужской	uros	ADJ;NOM;MASC;SG	N;NOM;SG
судьба	kohtalon	судьба	kohtalo	N;INAN;NOM;FEM;SG	N;GEN;SG
судьба	kohtalon	судьба	kohtalo	N;INAN;NOM;FEM;SG	N;GEN;SG
судьба	kohtaloa	судьба	kohtalo	N;INAN;NOM;FEM;SG	N;PRT;SG
профессия	miehityksen	профессия	miehitys	N;INAN;NOM;FEM;SG	N;GEN;SG
железнодорожный	rautateiden	железнодорожный	rauta#tie	ADJ;NOM;MASC;SG	N;GEN;PL
железнодорожный	rautatiet	железнодорожный	rauta#tie	ADJ;NOM;MASC;SG	N;NOM;PL
железнодорожный	rautatie	железнодорожный	rauta#tie	ADJ;NOM;MASC;SG	N;NOM;SG
железнодорожный	rautateitse	железнодорожный	rauta#teitse	ADJ;NOM;MASC;SG	N;NOM;PL
железнодорожный	rautateiden	железнодорожный	rauta#tie	ADJ;NOM;MASC;SG	N;GEN;PL
железнодорожный	rautatiet	железнодорожный	rauta#tie	ADJ;NOM;MASC;SG	N;NOM;PL
железнодорожный	rautatie	железнодорожный	rauta#tie	ADJ;NOM;MASC;SG	N;NOM;SG
бывшая	entiset	бывший	entinen	ADJ;NOM;FEM;SG	ADJ;NOM;PL
постоянного	jatkuvat	постоянный	jatkua	ADJ;GEN;MASC;SG	V;IND;PL;3;PRS;FIN;ACT
постоянного	jatkuvia	постоянный	jatkua	ADJ;GEN;MASC;SG	V;PRT;PL;V.PTCP;ACT
постоянного	jatkuva	постоянный	jatkuva	ADJ;GEN;MASC;SG	ADJ;NOM;SG
постоянного	jatkuvaa	постоянный	jatkuva	ADJ;GEN;MASC;SG	ADJ;PRT;SG
глубина	syvyyteen	глубина	syvyys	N;INAN;NOM;FEM;SG	N;IN+ALL;SG
иоганн	johannes	иоганн	johannes	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
иоганн	johann	иоганн	joha	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
организовал	järjestetty	организовывать	järjestää	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
лодки	veneitä	лодка	vene	N;INAN;NOM;FEM;PL	N;PRT;PL
испытания	testi	испытание	testi	N;INAN;NOM;NEUT;PL	N;NOM;SG
испытания	testaa	испытание	testata	N;INAN;NOM;NEUT;PL	V;IMP;SG;2;PRS;FIN;ACT
испытания	koe	испытание	kokea	N;INAN;NOM;NEUT;PL	V;IMP;SG;2;FIN;ACT
испытания	testin	испытание	testi	N;INAN;NOM;NEUT;PL	N;GEN;SG
испытания	testien	испытание	testi	N;INAN;NOM;NEUT;PL	N;GEN;PL
испытания	testi	испытание	testi	N;INAN;NOM;NEUT;PL	N;NOM;SG
испытания	testaa	испытание	testata	N;INAN;NOM;NEUT;PL	V;IMP;SG;2;PRS;FIN;ACT
испытания	testaus	испытание	testaus	N;INAN;NOM;NEUT;PL	N;NOM;SG
национальные	kansallinen	национальный	kansallinen	ADJ;NOM;PL	ADJ;NOM;SG
национальные	kansallisten	национальный	kansallinen	ADJ;NOM;PL	ADJ;GEN;PL
оккупации	ammatti	оккупация	ammatti	N;INAN;NOM;FEM;PL	N;NOM;SG
оккупации	miehityksen	оккупация	miehitys	N;INAN;NOM;FEM;PL	N;GEN;SG
оккупации	miehitys	оккупация	miehitys	N;INAN;NOM;FEM;PL	N;NOM;SG
восстановления	palauttamista	восстановление	palauttaminen	N;INAN;GEN;NEUT;SG	N;PRT;SG
восстановления	palauttaminen	восстановление	palauttaminen	N;INAN;GEN;NEUT;SG	N;NOM;SG
восстановления	toipuminen	восстановление	toipuminen	N;INAN;GEN;NEUT;SG	N;NOM;SG
восстановления	toipumista	восстановление	toipuminen	N;INAN;GEN;NEUT;SG	N;PRT;SG
восстановления	hyödyntäminen	восстановление	hyödyntäminen	N;INAN;GEN;NEUT;SG	N;NOM;SG
восстановления	palautus	восстановление	palautus	N;INAN;GEN;NEUT;SG	N;NOM;SG
одни	yksistään	один	yksistään	DET;NOM;PL	ADV
одни	yksin	один	yksin	DET;NOM;PL	ADV
одни	yksinään	один	yksinään	DET;NOM;PL	ADV
присоединился	liittynyt	присоединиться	liittyä	V;PFV;MASC;IND;SG;PST;FIN;MID	V;NOM;SG;V.PTCP;ACT
присоединился	liittyneet	присоединиться	liittyä	V;PFV;MASC;IND;SG;PST;FIN;MID	V;NOM;PL;V.PTCP;ACT
присоединился	liittyivät	присоединиться	liittyä	V;PFV;MASC;IND;SG;PST;FIN;MID	V;IND;PL;3;PST;FIN;ACT
присоединился	liittyi	присоединиться	liittyä	V;PFV;MASC;IND;SG;PST;FIN;MID	V;IND;SG;3;PST;FIN;ACT
размеры	koko	размер	koko	N;INAN;NOM;MASC;PL	ADJ
размеры	kokoa	размер	koko	N;INAN;NOM;MASC;PL	N;PRT;SG
описывает	kuvataan	описывать	kuvata	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;PASS
описывает	kuvaillaan	описывать	kuvailla	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;PASS
философия	filosofiaa	философия	filosofia	N;INAN;NOM;FEM;SG	N;PRT;SG
философия	filosofian	философия	filosofia	N;INAN;NOM;FEM;SG	N;GEN;SG
философия	filosofia	философия	filosofi	N;INAN;NOM;FEM;SG	N;PRT;SG
стивен	stephen	стивный	stephen	N;ANIM;NOM;MASC;SG	
стивен	steven	стивный	steven	N;ANIM;NOM;MASC;SG	
лес	metsää	лес	metsä	N;INAN;NOM;MASC;SG	N;PRT;SG
лес	metsään	лес	metsä	N;INAN;NOM;MASC;SG	N;IN+ALL;SG
лес	woods	лес	woods	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
лес	metsät	лес	metsä	N;INAN;NOM;MASC;SG	N;NOM;PL
лес	les	лес	les	N;INAN;NOM;MASC;SG	INTJ
лес	metsän	лес	metsä	N;INAN;NOM;MASC;SG	N;GEN;SG
лес	metsät	лес	metsä	N;INAN;NOM;MASC;SG	N;NOM;PL
лес	metsää	лес	metsä	N;INAN;NOM;MASC;SG	N;PRT;SG
личное	henkilökohtaisia	личный	henkilö#kohtainen	ADJ;NOM;NEUT;SG	ADJ;PRT;PL
личное	henkilökohtaiset	личный	henkilö#kohtainen	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
личное	henkilökohtaista	личный	henkilö#kohtainen	ADJ;NOM;NEUT;SG	ADJ;PRT;SG
личное	yksityisiä	личный	yksityinen	ADJ;NOM;NEUT;SG	ADJ;PRT;PL
личное	yksityiset	личный	yksityinen	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
личное	sotamies	личный	sota#mies	ADJ;NOM;NEUT;SG	N;NOM;SG
личное	yksityisen	личный	yksityinen	ADJ;NOM;NEUT;SG	ADJ;GEN;SG
вашингтон	washingtonissa	вашингтон	washington	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
вашингтон	washingtonin	вашингтон	washington	N;INAN;NOM;MASC;SG	N;GEN;SG
вашингтон	washington	вашингтон	washington	N;INAN;NOM;MASC;SG	N;GEN;SG
кольцо	soida	кольцо	soida	N;INAN;NOM;NEUT;SG	V;SG;NFIN;ACT
дерево	puuta	дерево	puu	N;INAN;NOM;NEUT;SG	N;PRT;SG
дерево	puusta	дерево	puu	N;INAN;NOM;NEUT;SG	N;IN+ABL;SG
дерево	puuta	дерево	puu	N;INAN;NOM;NEUT;SG	N;PRT;SG
дерево	puun	дерево	puu	N;INAN;NOM;NEUT;SG	N;GEN;SG
избежать	välttäminen	избегнуть	välttäminen	V;PFV;NFIN;ACT	N;NOM;SG
избежать	vältetään	избегнуть	välttää	V;PFV;NFIN;ACT	V;IND;PRS;FIN;PASS
избежать	vältettävä	избегнуть	välttää	V;PFV;NFIN;ACT	V;NOM;SG;V.PTCP;PASS
избежать	pakeneminen	избегнуть	pakeneminen	V;PFV;NFIN;ACT	N;NOM;SG
хит	osui	хит	osua	N;INAN;NOM;MASC;SG	V;IND;SG;3;PST;FIN;ACT
хит	osu	хит	osu	N;INAN;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
хит	lyö	хит	lyödä	N;INAN;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
хит	osuu	хит	osua	N;INAN;NOM;MASC;SG	V;IND;SG;3;PRS;FIN;ACT
хит	heath	хит	heath	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
явления	ilmiötä	явление	ilmiö	N;INAN;NOM;NEUT;PL	N;PRT;SG
явления	ilmiöiden	явление	ilmiö	N;INAN;NOM;NEUT;PL	N;GEN;PL
явления	ilmiöitä	явление	ilmiö	N;INAN;NOM;NEUT;PL	N;PRT;PL
улучшения	parannuksia	улучшение	parannus	N;INAN;NOM;NEUT;PL	N;PRT;PL
основание	säätiön	основание	säätiö	N;INAN;NOM;NEUT;SG	N;GEN;SG
основание	maahan	основание	maa	N;INAN;NOM;NEUT;SG	N;IN+ALL;SG
съёмки	kuvaaminen	съемка	kuvaaminen	N;INAN;NOM;FEM;PL	N;NOM;SG
съёмки	kuvaan	съемка	kuva	N;INAN;NOM;FEM;PL	N;IN+ALL;SG
съёмки	ammuskelua	съемка	ammuskelu	N;INAN;NOM;FEM;PL	N;PRT;SG
съёмки	ammuskelu	съемка	ammuskelu	N;INAN;NOM;FEM;PL	N;NOM;SG
съёмки	ampua	съемка	ampua	N;INAN;NOM;FEM;PL	V;SG;NFIN;ACT
съёмки	ampuminen	съемка	ampuminen	N;INAN;NOM;FEM;PL	N;NOM;SG
перенаправление	ohjataan	перенаправление	ohjata	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN;PASS
дополнение	täydentää	дополнение	täydentää	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN;ACT
дополнение	täydennetään	дополнение	täydentää	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN;PASS
церемонии	seremonia	церемония	seremonia	N;INAN;NOM;FEM;PL	N;NOM;SG
церемонии	seremonian	церемония	seremonia	N;INAN;NOM;FEM;PL	N;GEN;SG
церемонии	seremonioita	церемония	seremonia	N;INAN;NOM;FEM;PL	N;PRT;PL
знал	tiesivät	знать	tietää	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PL;3;PST;FIN;ACT
токио	tokioon	токио	tokio	N;INAN;NOM;NEUT;SG	N;IN+ALL;SG
токио	tokion	токио	tokio	N;INAN;NOM;NEUT;SG	N;GEN;SG
британская	britti	британский	britti	ADJ;NOM;FEM;SG	N;NOM;SG
британская	brittiläiset	британский	brittiläinen	ADJ;NOM;FEM;SG	N;NOM;PL
британская	britit	британский	britti	ADJ;NOM;FEM;SG	N;NOM;PL
британская	britannian	британский	britannia	ADJ;NOM;FEM;SG	N;GEN;SG
коллекции	kokoelma	коллекция	kokoelma	N;INAN;NOM;FEM;PL	N;NOM;SG
коллекции	kokoelman	коллекция	kokoelma	N;INAN;NOM;FEM;PL	N;GEN;SG
коллекции	keräys	коллекция	keräys	N;INAN;NOM;FEM;PL	N;NOM;SG
коллекции	kerääminen	коллекция	kerääminen	N;INAN;NOM;FEM;PL	N;NOM;SG
коллекции	keruu	коллекция	keruu	N;INAN;NOM;FEM;PL	N;NOM;SG
полёт	lentävä	полет	lentää	N;INAN;NOM;MASC;SG	V;NOM;SG;V.PTCP;ACT
полёт	lentää	полет	lentää	N;INAN;NOM;MASC;SG	V;IND;SG;3;PRS;FIN;ACT
полёт	lentävät	полет	lentää	N;INAN;NOM;MASC;SG	V;IND;PL;3;PRS;FIN;ACT
полёт	lennon	полет	lento	N;INAN;NOM;MASC;SG	N;GEN;SG
полёт	lentoa	полет	lento	N;INAN;NOM;MASC;SG	N;PRT;SG
лето	kesällä	лето	kesä	N;INAN;NOM;NEUT;SG	N;AT+ESS
;SG
лето	kesää	лето	kesä	N;INAN;NOM;NEUT;SG	N;PRT;SG
лето	suvi	лето	suvi	N;INAN;NOM;NEUT;SG	PROPN;NOM;SG
скажем	sano	сказать	sanoa	V;PFV;IND;PL;1;FUT;FIN;ACT	V;IMP;SG;2;FIN;ACT
законы	lakeja	закон	laki	N;INAN;NOM;MASC;PL	N;PRT;PL
дизайн	suunnitella	дизайн	suunnitella	N;INAN;NOM;MASC;SG	V;SG;NFIN;ACT
имхо	imho	имхо	imho	ADV	INTJ
планы	suunnitelmia	план	suunnitelma	N;INAN;NOM;MASC;PL	N;PRT;PL
планы	suunnitelmien	план	suunnitelma	N;INAN;NOM;MASC;PL	N;GEN;PL
разделы	osioiden	раздел	osio	N;INAN;NOM;MASC;PL	N;GEN;PL
авиакомпании	lentoyhtiö	авиакомпания	lento#yhtiö	N;INAN;NOM;FEM;PL	N;NOM;SG
авиакомпании	lentoyhtiön	авиакомпания	lento#yhtiö	N;INAN;NOM;FEM;PL	N;GEN;SG
авиакомпании	lentoyhtiöiden	авиакомпания	lento#yhtiö	N;INAN;NOM;FEM;PL	N;GEN;PL
авиакомпании	airlines	авиакомпания	airlines	N;INAN;NOM;FEM;PL	N;NOM;SG
агентство	viraston	агентство	virasto	N;INAN;NOM;NEUT;SG	N;GEN;SG
высокая	high	высокий	high	ADJ;NOM;FEM;SG	N;NOM;SG
высокая	korkeat	высокий	korkea	ADJ;NOM;FEM;SG	ADJ;NOM;PL
высокая	korkealla	высокий	korkea	ADJ;NOM;FEM;SG	ADJ;AT+ESS
;SG
линий	rivit	линия	rivi	N;INAN;GEN;FEM;PL	N;NOM;PL
линий	viivat	линия	viiva	N;INAN;GEN;FEM;PL	N;NOM;PL
линий	linjat	линия	linja	N;INAN;GEN;FEM;PL	N;NOM;PL
линий	riviä	линия	rivi	N;INAN;GEN;FEM;PL	N;PRT;SG
узбекистана	uzbekistanin	узбекистан	uzbekistan	N;INAN;GEN;MASC;SG	PROPN;GEN;SG
узбекистана	uzbekistanin	узбекистан	uzbekistan	N;INAN;GEN;MASC;SG	PROPN;GEN;SG
онлайн	netissä	онлайн	netti	ADV	N;IN+ESS;SG
онлайн	verkossa	онлайн	verkko	ADV	N;IN+ESS;SG
онлайн	online	онлайн	onlinen	ADV	N;NOM;SG
кирилл	kirill	кирилл	kirille	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
кирилл	cyril	кирилл	cyril	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
чисто	tyhjennä	чисто	tyhjentää	ADV	V;IMP;SG;2;FIN;ACT
чисто	selvää	чисто	selvä	ADV	ADJ;PRT;SG
чисто	kirkas	чисто	kirkas	ADV	ADJ;NOM;SG
чисто	puhdasta	чисто	puhdas	ADV	ADJ;PRT;SG
чисто	puhtaana	чисто	puhdas	ADV	ADJ;FRML;SG
чисто	puhdas	чисто	puhdas	ADV	ADJ;NOM;SG
чисто	puhtaat	чисто	puhdas	ADV	ADJ;NOM;PL
чисто	puhdasta	чисто	puhdas	ADV	ADJ;PRT;SG
чисто	puhdas	чисто	puhdas	ADV	ADJ;NOM;SG
чисто	puhtaat	чисто	puhdas	ADV	ADJ;NOM;PL
перечень	listan	перечень	lista	N;INAN;NOM;MASC;SG	N;GEN;SG
перечень	listaa	перечень	lista	N;INAN;NOM;MASC;SG	N;PRT;SG
перечень	luetteloon	перечень	luettelo	N;INAN;NOM;MASC;SG	N;IN+ALL;SG
отдельная	erikseen	отдельный	erikseen	ADJ;NOM;FEM;SG	ADV
отдельная	erilliset	отдельный	erillinen	ADJ;NOM;FEM;SG	ADJ;NOM;PL
энергия	energian	энергия	energia	N;INAN;NOM;FEM;SG	N;GEN;SG
энергия	energiaa	энергия	energia	N;INAN;NOM;FEM;SG	N;PRT;SG
подходит	sopivat	подходить	sopiva	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;PL
подходит	sopiva	подходить	sopiva	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;SG
подходит	hyväkuntoinen	подходить	hyväkuntoinen	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;SG
подходит	sovi	подходить	sovi	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IMP;SG;2;FIN;ACT
мэри	mary	мэр	mary	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
сохранить	säästä	сохранить	sää	V;PFV;NFIN;ACT	N;IN+ABL;SG
литературный	kirjallisuus	литературный	kirjallisuus	ADJ;NOM;MASC;SG	N;NOM;SG
литературный	kirjallisuuden	литературный	kirjallisuus	ADJ;NOM;MASC;SG	N;GEN;SG
продажи	myynnin	продажа	myynti	N;INAN;NOM;FEM;PL	N;GEN;SG
продажи	myynti	продажа	myynti	N;INAN;NOM;FEM;PL	N;NOM;SG
продажи	myyntiä	продажа	myynti	N;INAN;NOM;FEM;PL	N;PRT;SG
продажи	myyntiin	продажа	myynti	N;INAN;NOM;FEM;PL	N;IN+ALL;SG
