το	do	ο	do	DET;NOM;DEF;NEUT;SG	PROPN
διάγραμμα	amosa	διάγραμμα	amosar	N;NOM;NEUT;SG	V
διάγραμμα	gráfico	διάγραμμα	gráfico	N;NOM;NEUT;SG	ADJ
πεδιάδα	claro	πεδιάδα	claro	N;NOM;FEM;SG	ADJ
ονόματι	chamado	ονόματι	chamar	N;SG	V
ονόματι	chámase	ονόματι	chámase	N;SG	V
ονόματι	se	ονόματι	se	N;SG	CONJ
ονόματι	chamada	ονόματι	chamar	N;SG	V
ποσειδώνα	neptuno	ποσειδώνω	neptuno	PROPN;NOM;MASC;SG	PROPN
σκέψης	pensando	σκέψη	pensar	N;GEN;FEM;SG	V
σκέψης	pensar	σκέψη	pensar	N;GEN;FEM;SG	V
σκέψης	en	σκέψη	en	N;GEN;FEM;SG	ADP
ιιι	iii	ιιι	iii	N	PROPN
απολύτως	é	απόλυτα	ser	ADV	V
χιλή	chile	χιλός	chile	PROPN;ACC;FEM;SG	PROPN
αίτια	provoca	αίτιο	provocar	N;NOM;NEUT;PL	V
αίτια	que	αίτιο	que	N;NOM;NEUT;PL	PRO
πτέρυγα	ward	πτέρυγα	ward	N;NOM;FEM;SG	PROPN
εκμετάλλευση	suxeitando	εκμετάλλευση	suxeitar	N;NOM;FEM;SG	V
εκμετάλλευση	a	εκμετάλλευση	o	N;NOM;FEM;SG	DET
εκμετάλλευση	aguante	εκμετάλλευση	aguante	N;NOM;FEM;SG	ADV
ανώτατη	corte	ανώτερος	corte	ADJ;NOM;CMPR;FEM;SG	N
ανώτατη	suprema	ανώτερος	suprema	ADJ;NOM;CMPR;FEM;SG	N
ανώτατη	supremo	ανώτερος	supremo	ADJ;NOM;CMPR;FEM;SG	N
σοσιαλιστικό	socialista	σοσιαλιστικός	socialista	N;NOM;NEUT;SG	ADJ
διάσημος	famoso	διάσημος	famoso	N;NOM;MASC;SG	ADJ
διάσημος	famosos	διάσημος	famoso	N;NOM;MASC;SG	ADJ
διάσημος	famosa	διάσημος	famor	N;NOM;MASC;SG	ADJ
νυν	actual	νυν	actual	N	ADJ
νυν	actuais	νυν	actual	N	ADJ
νυν	que	νυν	que	N	PRO
νυν	súa	νυν	seu	N	DET
νυν	corrente	νυν	corrente	N	ADJ
χτισμένο	de	χτίζω	de	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	ADP
προετοιμασία	preparar	προετοιμασία	preparar	N;ACC;FEM;SG	V
προετοιμασία	para	προετοιμασία	para	N;ACC;FEM;SG	ADP
προετοιμασία	a	προετοιμασία	o	N;ACC;FEM;SG	DET
προετοιμασία	preparar	προετοιμασία	preparar	N;ACC;FEM;SG	V
καβάλα	pantalóns	καβάλος	pantalón	PROPN;ACC;FEM;SG	N
καβάλα	volta	καβάλος	volta	PROPN;ACC;FEM;SG	N
καβάλα	ir	καβάλος	ir	PROPN;ACC;FEM;SG	V
καβάλα	liscar	καβάλος	liscar	PROPN;ACC;FEM;SG	V
μάθει	que	μαθαίνω	que	V;PFV;NFIN;ACT	PRO
ντέιβις	davis	ντέιβις	davi		PROPN
ντέιβις	davies	ντέιβις	davies		N
ίση	equitativos	ίσος	equitativo	N;NOM;FEM;SG	ADJ
ίση	igual	ίσος	igual	N;NOM;FEM;SG	ADV
ίση	mesmo	ίσος	mesmo	N;NOM;FEM;SG	DET
ίση	iguais	ίσος	igual	N;NOM;FEM;SG	ADJ
ίση	son	ίσος	ser	N;NOM;FEM;SG	V
οδυσσέας	ulises	οδυσσέας	ulir	PROPN;NOM;MASC;SG	N
συντάκτης	de	συντάκτης	de	N;NOM;MASC;SG	ADP
αυγά	os	αυγά	o	N;NOM;NEUT;PL	DET
μέταλλο	de	μέταλλο	de	N;NOM;NEUT;SG	ADP
ντο	facer	ντο	facer		V
ντο	que	ντο	que		PRO
μοίρες	16	μοίρα	16	N;NOM;FEM;PL	NUM
τόποι	onde	τόπος	onde	N;NOM;MASC;PL	PRO
διπλή	o	διπλός	o	NUM;NOM;FEM;SG	DET
διπλή	dobre	διπλός	dobre	NUM;NOM;FEM;SG	N
διπλή	double	διπλός	double	NUM;NOM;FEM;SG	PROPN
κορίτσια	as	κορίτσι	o	N;NOM;NEUT;PL	DET
ακόλουθες	seguir	ακόλουθος	seguir	ADJ;NOM;FEM;PL	V
ακόλουθες	seguindo	ακόλουθος	seguir	ADJ;NOM;FEM;PL	V
τετράγωνο	cadrado	τετράγωνος	cadrado	N;NOM;NEUT;SG	ADJ
τετράγωνο	square	τετράγωνος	square	N;NOM;NEUT;SG	V
τετράγωνο	cadradas	τετράγωνος	cadrada	N;NOM;NEUT;SG	ADJ
τετράγωνο	limpo	τετράγωνος	limpo	N;NOM;NEUT;SG	ADJ
τετράγωνο	bloquear	τετράγωνος	bloquear	N;NOM;NEUT;SG	V
αέρια	de	αέριος	de	N;NOM;NEUT;PL	ADP
μικρότερος	máis	μικρός	máis	ADJ;NOM;CMPR;MASC;SG	ADV
μικρότερος	menores	μικρός	menor	ADJ;NOM;CMPR;MASC;SG	N
μικρότερος	pegada	μικρός	pegada	ADJ;NOM;CMPR;MASC;SG	N
μεταρρύθμιση	reformatorio	μεταρρύθμιση	reformatorio	N;NOM;FEM;SG	ADJ
καθημερινά	cotiá	καθημερινά	cotián	ADV	N
καθημερινά	día	καθημερινά	día	ADV	N
καθημερινά	daily	καθημερινά	daily	ADV	ADJ
καθημερινά	cotiá	καθημερινά	cotián	ADV	N
καθημερινά	diario	καθημερινά	diario	ADV	N
αναμένεται	se	αναμένω	se	V;IPFV;IND;SG;3;PRS;FIN;PASS	CONJ
αναμένεται	que	αναμένω	que	V;IPFV;IND;SG;3;PRS;FIN;PASS	PRO
όνειρο	con	όνειρο	con	N;NOM;NEUT;SG	ADP
χονγκ	hong	χονγκ	hong		PROPN
δικαιοσύνη	justice	δικαιοσύνη	justice	N;NOM;FEM;SG	PROPN
δικαιοσύνη	a	δικαιοσύνη	o	N;NOM;FEM;SG	DET
δικαιοσύνη	da	δικαιοσύνη	da	N;NOM;FEM;SG	V
δικαιοσύνη	aos	δικαιοσύνη	aos	N;NOM;FEM;SG	PROPN
δικαιοσύνη	con	δικαιοσύνη	con	N;NOM;FEM;SG	ADP
μμε	mediática	μμε	mediática	N	ADJ
μμε	de	μμε	de	N	ADP
μμε	dos	μμε	dos	N	PROPN
γραμματέα	de	γραμματέας	de	N;ACC;MASC;SG	ADP
επανάληψη	repite	επανάληψη	repetar	N;ACC;FEM;SG	V
επανάληψη	anda	επανάληψη	anda	N;ACC;FEM;SG	V
επανάληψη	di	επανάληψη	dicir	N;ACC;FEM;SG	V
επανάληψη	repita	επανάληψη	repitir	N;ACC;FEM;SG	V
επανάληψη	repito	επανάληψη	repito	N;ACC;FEM;SG	V
επανάληψη	dígoche	επανάληψη	dígoche	N;ACC;FEM;SG	V
σαρλ	charles	σαρλ	charles		N
σαρλ	carlos	σαρλ	carlo		PROPN
αναπαραγωγή	de	αναπαραγωγή	de	N;NOM;FEM;SG	ADP
ενιαία	cada	ενιαίος	cada	ADJ;NOM;FEM;SG	DET
ενιαία	soa	ενιαίος	só	ADJ;NOM;FEM;SG	DET
ενιαία	só	ενιαίος	só	ADJ;NOM;FEM;SG	ADV
εξυπηρετεί	e	εξυπηρίζω	e	V;IPFV;IND;SG;3;PRS;FIN;ACT	CONJ
ταλέντο	con	ταλέντος	con	N;NOM;NEUT;SG	ADP
ταλέντο	talentosa	ταλέντος	talentoso	N;NOM;NEUT;SG	ADJ
ποσοστά	de	ποσοστό	de	N;NOM;NEUT;PL	ADP
πέτρο	peter	πέτρο	peter	PROPN;ACC;MASC;SG	V
πέτρο	pedro	πέτρο	pedro	PROPN;ACC;MASC;SG	N
ατομική	persoa	ατομικός	persoa	ADJ;NOM;FEM;SG	N
ατομική	cada	ατομικός	cada	ADJ;NOM;FEM;SG	DET
ατομική	individuo	ατομικός	individuo	ADJ;NOM;FEM;SG	N
ατομική	tipo	ατομικός	tipo	ADJ;NOM;FEM;SG	N
ατομική	núcleo	ατομικός	núcleo	ADJ;NOM;FEM;SG	N
άρθουρ	arthur	άρθουρ	arthur	PROPN;NOM;MASC;SG	PROPN
συστατικό	compoñente	συστατικό	compoñente	N;NOM;NEUT;SG	ADJ
κουζίνα	sloan	κουζίνα	sloar	N;NOM;FEM;SG	PROPN
νόμοι	as	νόμος	o	N;NOM;MASC;PL	DET
στήριξη	apoiar	στήριξη	apoiar	N;ACC;FEM;SG	V
στήριξη	de	στήριξη	de	N;ACC;FEM;SG	ADP
σκληρή	cruel	σκληρός	cruel	ADJ;NOM;FEM;SG	N
σκληρή	dura	σκληρός	durar	ADJ;NOM;FEM;SG	V
σκληρή	por	σκληρός	por	ADJ;NOM;FEM;SG	ADP
κωδικό	contrasinal	κωδικός	contrasinal	ADJ;NOM;NEUT;SG	N
εβραίους	xudeus	εβραίος	xudeu	PROPN;ACC;MASC;PL	N
χριστιανός	christian	χριστιανός	christian	N;NOM;MASC;SG	V
ειδικός	especialista	ειδικός	especialista	ADJ;NOM;MASC;SG	N
ειδικός	experta	ειδικός	expertar	ADJ;NOM;MASC;SG	N
ειδικός	experto	ειδικός	experto	ADJ;NOM;MASC;SG	N
παιδικά	da	παιδικά	da	N;NOM;NEUT;PL	V
ζητώντας	lle	ζητώ	lle	V;IPFV;V.CVB;ACT	PRO
ζητώντας	pregunta	ζητώ	pregunta	V;IPFV;V.CVB;ACT	N
ζητώντας	a	ζητώ	o	V;IPFV;V.CVB;ACT	DET
πιερ	pierre	πιερ	pierre	PROPN;NOM;MASC;SG	PROPN
δοκιμές	probando	δοκιμή	probar	N;NOM;FEM;PL	V
μυαλό	cerebral	μυαλός	cerebral	N;NOM;NEUT;SG	ADJ
μυαλό	importa	μυαλός	importar	N;NOM;NEUT;SG	V
μυαλό	os	μυαλός	o	N;NOM;NEUT;SG	DET
αποφυγή	evitar	αποφυγή	evitar	N;DAT;FEM;SG	V
ψήφοι	votos	ψήφος	voto		N
αγόρασε	merqueino	αγοράζω	merqueino	V;PFV;IND;SG;3;PST;FIN;ACT	N
αγόρασε	merqueille	αγοράζω	merqueille	V;PFV;IND;SG;3;PST;FIN;ACT	PROPN
μπράουν	brown	μπράω	brown		PROPN
μπράουν	marróns	μπράω	marrón		N
μπράουν	marrón	μπράω	marrón		N
μπράουν	claro	μπράω	claro		ADJ
τραυματίστηκε	feridos	τραυματίζω	ferido	V;PFV;IND;SG;3;PST;FIN;PASS	N
χιλής	chile	χιλός	chile	PROPN;GEN;FEM;SG	PROPN
μαθητών	alumnado	μαθητής	alumnado	N;GEN;MASC;PL	V
μαθητών	terceiro	μαθητής	terceiro	N;GEN;MASC;PL	ADJ
εύκολη	calma	εύκολος	calma	ADJ;NOM;FEM;SG	N
εύκολη	acouguen	εύκολος	acougar	ADJ;NOM;FEM;SG	PROPN
πιέρ	pierre	πιέρ	pierre	PROPN;NOM;MASC;SG	PROPN
θύμα	da	θύμα	da	N;NOM;NEUT;SG	V
ψυχολογία	de	ψυχολογία	de	N;ACC;FEM;SG	ADP
φρανσίσκο	francisco	φρανσίσκο	francisco		N
κύριοι	cabaleiros	κύριος	cabaleiro	N;VOC;MASC;PL	ADJ
χειρουργική	cirurxía	χειρουργικός	cirurxía	ADJ;NOM;FEM;SG	N
ιούνιος	xuño	ιούνιος	xuño	ADJ;NOM;MASC;SG	N
λένιν	lenin	λένω	lenin	PROPN;NOM;MASC;SG	PROPN
δράσεις	as	δράση	o	N;NOM;FEM;PL	DET
τήξης	derreter	τήξη	derreter	N;GEN;FEM;SG	V
συναίνεση	copenhaguen	συναίνεση	copenhaguen	N;ACC;FEM;SG	V
ασθενής	paciente	ασθενής	paciente	ADJ;NOM;MASC;SG	N
ασθενής	doente	ασθενής	doente	ADJ;NOM;MASC;SG	N
ασθενής	pacientes	ασθενής	paciente	ADJ;NOM;MASC;SG	N
χριστός	advindo	χριστός	advir	N;NOM;MASC;SG	V
χριστός	están	χριστός	estar	N;NOM;MASC;SG	V
χριστός	aos	χριστός	aos	N;NOM;MASC;SG	PROPN
χριστός	por	χριστός	por	N;NOM;MASC;SG	ADP
δυστύχημα	de	δυστύχημα	de	N;NOM;NEUT;SG	ADP
ξαφνικά	súpeto	ξαφνικά	súpeto	ADV	N
ξαφνικά	de	ξαφνικά	de	ADV	ADP
καναδάς	canadá	καναδάς	canadá	PROPN;NOM;FEM;SG	PROPN
ανάγκασε	a	αναγκάζω	o	V;PFV;IND;SG;3;PST;FIN;ACT	DET
ανάγκασε	todo	αναγκάζω	todo	V;PFV;IND;SG;3;PST;FIN;ACT	DET
θείος	tonton	θείος	tontor	N;NOM;MASC;SG	PROPN
τέιλορ	taylor	τέιλορ	taylor		PROPN
πτέρυγες	as	πτέρυγας	o	N;NOM;FEM;PL	DET
επόμενος	ao	επόμενος	ao	ADJ;NOM;MASC;SG	PROPN
επόμενος	lado	επόμενος	lado	ADJ;NOM;MASC;SG	N
επόμενος	o	επόμενος	o	ADJ;NOM;MASC;SG	DET
μακ	mac	μακ	mac		PROPN
μακ	mackie	μακ	mackie		PROPN
μακ	navalla	μακ	navalla		N
μακ	mack	μακ	mack		PROPN
προϋποθέσεις	as	προϋπόθεση	o	N;NOM;FEM;PL	DET
αρνητικά	negativo	αρνητικά	negativo	ADV	ADJ
διατηρήσει	a	διατηρώ	o	V;PFV;IND;SG;3;FIN;ACT	DET
ζωντανή	vida	ζωντανός	vida	ADJ;NOM;FEM;SG	N
ζωντανή	con	ζωντανός	con	ADJ;NOM;FEM;SG	ADP
ετήσιο	anual	ετήσιος	anual	N;NOM;NEUT;SG	ADJ
στάνταρ	estándar	στάνταρ	estándar	N;GEN;NEUT;PL	V
στάνταρ	de	στάνταρ	de	N;GEN;NEUT;PL	ADP
καθαρό	rede	καθερός	rede	ADJ;NOM;NEUT;SG	N
καθαρό	limpar	καθερός	limpar	ADJ;NOM;NEUT;SG	V
πώληση	vender	πώληση	vender	N;NOM;FEM;SG	V
δύσκολα	difícil	δύσκολα	difícil	ADV	ADJ
δύσκολα	dificil	δύσκολα	dificil	ADV	ADJ
ρότζερ	roger	ρότζερ	roger		PROPN
λωρίδα	de	λωρίδα	de	N;NOM;FEM;SG	ADP
ρόδο	rose	ρόδος	rose	PROPN;ACC;FEM;SG	N
ρόδο	rhodes	ρόδος	rhode	PROPN;ACC;FEM;SG	PROPN
μεταρρυθμίσεις	reformatorio	μεταρρύθμιση	reformatorio	N;NOM;FEM;PL	ADJ
δισεκατομμύρια	de	δισεκατομμύριο	de	N;NOM;NEUT;PL	ADP
είδα	vino	είδα	ver	V;PFV;IND;SG;1;PST;FIN;ACT	N
ελλάς	grecia	ελλάς	grecio	PROPN;NOM;FEM;SG	N
ιανουάριος	de	ιανουάριος	de	N;NOM;MASC;SG	ADP
σαιζόν	de	σαιζός	de	N;NOM;FEM;SG	ADP
διαθέσιμα	dispoñibles	διαθέσιμος	dispoñible	V;IPFV;IND;PL;1;PRS;FIN;ACT	ADJ
διαθέσιμα	dispoñible	διαθέσιμος	dispoñible	V;IPFV;IND;PL;1;PRS;FIN;ACT	ADJ
διαθέσιμα	dispoñíbel	διαθέσιμος	dispoñíbel	V;IPFV;IND;PL;1;PRS;FIN;ACT	ADJ
διαθέσιμα	dispoñíbeis	διαθέσιμος	dispoñíbel	V;IPFV;IND;PL;1;PRS;FIN;ACT	ADJ
έρικ	eric	έρικ	eric	PROPN;NOM;MASC;SG	PROPN
ψηφιακό	dixitais	ψηφιακός	dixital	ADJ;NOM;NEUT;SG	N
αδέρφια	os	αδέρφι	o	N;NOM;NEUT;PL	DET
κλείσιμο	preto	κλείσιμο	preto	N;NOM;NEUT;SG	ADV
νοτιοανατολική	sueste	νοτιοανατολικός	sueste	ADJ;NOM;FEM;SG	N
νοτιοανατολική	sureste	νοτιοανατολικός	sureste	ADJ;NOM;FEM;SG	PROPN
συναντά	se	συναντώ	se	V;IPFV;IND;SG;3;PRS;FIN;ACT	CONJ
πάσα	pasar	πάσα	pasar	N;ACC;FEM;SG	V
πάσα	pase	πάσα	pase	N;ACC;FEM;SG	V
ντον	non	ντον	non		PART
έσοδα	os	έσοδο	o	N;NOM;NEUT;PL	DET
έσοδα	do	έσοδο	do	N;NOM;NEUT;PL	PROPN
ανοιχτά	aberta	ανοικτά	aberto	ADV	ADJ
ανοιχτά	abertos	ανοικτά	aberto	ADV	V
ανοιχτά	abrir	ανοικτά	abrir	ADV	V
ανοιχτά	aberto	ανοικτά	abrir	ADV	V
ανοιχτά	abre	ανοικτά	abre	ADV	V
ανοιχτά	abra	ανοικτά	abra	ADV	V
ατλαντικό	atlántico	ατλαντικός	atlántico	N;NOM;MASC;SG	ADJ
βλέποντας	a	βλέπω	o	V;IPFV;V.CVB;ACT	DET
βλέποντας	as	βλέπω	o	V;IPFV;V.CVB;ACT	DET
εξάπλωση	se	εξάπλωση	se	N;ACC;FEM;SG	CONJ
εξάπλωση	estendeu	εξάπλωση	estender	N;ACC;FEM;SG	V
παντού	todas	παντού	todo	ADV	DET
παντού	as	παντού	o	ADV	DET
παντού	partes	παντού	parte	ADV	N
παντού	por	παντού	por	ADV	ADP
παντού	en	παντού	en	ADV	ADP
παντού	everywhere	παντού	everywhere	ADV	PROPN
παντού	todo	παντού	todo	ADV	DET
παντού	todos	παντού	todo	ADV	DET
φλόριντα	florida	φλόριν	floridar		N
δεκέμβριος	de	δεκέμβριος	de	N;NOM;MASC;SG	ADP
ιδιωτικό	raso	ιδιωτικός	raso	ADJ;NOM;NEUT;SG	N
ιδιωτικό	soldado	ιδιωτικός	soldar	ADJ;NOM;NEUT;SG	V
βαρύτητα	a	βαρύτητα	o	N;ACC;FEM;SG	DET
εκτεταμένη	a	εκτεταμένος	o	V;PFV;NOM;FEM;SG;V.PTCP;PASS	DET
γιατροί	os	γιατρός	o	N;NOM;MASC;PL	DET
ατύχημα	de	ατύχημα	de	N;NOM;NEUT;SG	ADP
νατο	otan	νατος	otar	N	PROPN
χορό	baila	χορό	baila	N;ACC;MASC;SG	V
χορό	bailar	χορό	bailar	N;ACC;MASC;SG	V
φορέα	operadora	φορέας	operador	N;ACC;MASC;SG	ADJ
κολλέγιο	que	κολλέγιο	que	N;NOM;NEUT;SG	PRO
κολλέγιο	college	κολλέγιο	collegar	N;NOM;NEUT;SG	PROPN
οδυσσέα	ulises	οδυσσέας	ulir	PROPN;ACC;MASC;SG	N
τελευταίοι	o	τελευταίος	o	ADJ;NOM;MASC;PL	DET
τελευταίοι	onte	τελευταίος	onte	ADJ;NOM;MASC;PL	ADV
κόκκινος	vermello	κόκκινος	vermello	ADJ;NOM;MASC;SG	N
κόκκινος	vermella	κόκκινος	vermello	ADJ;NOM;MASC;SG	N
κόκκινος	vermellos	κόκκινος	vermello	ADJ;NOM;MASC;SG	N
κόκκινος	roxa	κόκκινος	roxa	ADJ;NOM;MASC;SG	N
κόκκινος	comunista	κόκκινος	comunista	ADJ;NOM;MASC;SG	N
μυστική	segredo	μυστικός	segredo	ADJ;NOM;FEM;SG	N
μυστική	secreto	μυστικός	secreto	ADJ;NOM;FEM;SG	N
μυστική	secreta	μυστικός	secreta	ADJ;NOM;FEM;SG	N
επισκέπτης	convidado	επισκέπτης	convidar	N;NOM;MASC;SG	V
επισκέπτης	invitado	επισκέπτης	invitado	N;NOM;MASC;SG	V
επισκέπτης	de	επισκέπτης	de	N;NOM;MASC;SG	ADP
μπομπ	bob	μπομπ	bob		PROPN
μπομπ	xelíns	μπομπ	xelín		PROPN
χρηματοδότηση	finanzas	χρηματοδότηση	finanzas	N;ACC;FEM;SG	PROPN
βαρύ	pesada	βαρύς	pesar	N;NOM;NEUT;SG	ADJ
βαρύ	pesados	βαρύς	pesar	N;NOM;NEUT;SG	V
βαρύ	pesado	βαρύς	pesar	N;NOM;NEUT;SG	ADJ
βαρύ	forte	βαρύς	forte	N;NOM;NEUT;SG	ADJ
βαρύ	pesa	βαρύς	pesar	N;NOM;NEUT;SG	V
βαρύ	moito	βαρύς	moito	N;NOM;NEUT;SG	ADV
βαρύ	intenso	βαρύς	intenso	N;NOM;NEUT;SG	ADJ
οποιοσδήποτε	ninguén	οποιοσδήποτε	ninguén	PRO;NOM;MASC;SG;3	ADV
οποιοσδήποτε	calquera	οποιοσδήποτε	calquera	PRO;NOM;MASC;SG;3	DET
οποιοσδήποτε	a	οποιοσδήποτε	o	PRO;NOM;MASC;SG;3	DET
οποιοσδήποτε	a	οποιοσδήποτε	o	PRO;NOM;MASC;SG;3	DET
οποιοσδήποτε	ninguén	οποιοσδήποτε	ninguén	PRO;NOM;MASC;SG;3	ADV
οποιοσδήποτε	calquera	οποιοσδήποτε	calquera	PRO;NOM;MASC;SG;3	DET
μεσαία	media	μεσαίος	media	ADV	N
μεσαία	medio	μεσαίος	medio	ADV	N
μεσαία	oriente	μεσαίος	oriente	ADV	N
απαιτούν	que	απαιτώ	que	V;IPFV;IND;PL;3;PRS;FIN;ACT	PRO
πλάτη	volver	πλάτος	volver	N;NOM;FEM;SG	V
πλάτη	atrás	πλάτος	atrás	N;NOM;FEM;SG	ADV
ισπανοί	español	ισπανός	español	PROPN;NOM;MASC;PL	ADJ
ισπανοί	española	ισπανός	español	PROPN;NOM;MASC;PL	ADJ
συμφωνούν	acordo	συμφωνώ	acordo	V;IPFV;IND;PL;3;PRS;FIN;ACT	N
συμφωνούν	de	συμφωνώ	de	V;IPFV;IND;PL;3;PRS;FIN;ACT	ADP
συμφωνούν	dacordo	συμφωνώ	dacordo	V;IPFV;IND;PL;3;PRS;FIN;ACT	N
τελειώσει	xa	τελειώνω	xa	V;PFV;NFIN;ACT	ADV
τελειώσει	remate	τελειώνω	remate	V;PFV;NFIN;ACT	PROPN
τελειώσει	remataches	τελειώνω	remataches	V;PFV;NFIN;ACT	N
στροφή	a	στροφή	o	N;ACC;FEM;SG	DET
στροφή	a	στροφή	o	N;ACC;FEM;SG	DET
στροφή	xirando	στροφή	xirar	N;ACC;FEM;SG	V
νικ	nick	νικ	nick		PROPN
φύλο	sexual	φύλο	sexual	N;NOM;NEUT;SG	ADJ
αυγή	alborecer	αυγή	alborecer	N;NOM;FEM;SG	V
μάρτιος	de	μάρτιος	de	N;NOM;MASC;SG	ADP
μιλάει	que	μιλώ	que	V;IPFV;IND;SG;3;PRS;FIN;ACT	PRO
μιλάει	fálalle	μιλώ	fálallar	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN
ήχος	son	ήχος	ser	N;NOM;MASC;SG	V
ήχος	de	ήχος	de	N;NOM;MASC;SG	ADP
ήχος	parece	ήχος	parecer	N;NOM;MASC;SG	V
κρίστιαν	christian	κρίστιαν	christian		V
κρίστιαν	cristiáns	κρίστιαν	cristián		N
σκληρό	cruel	σκληρός	cruel	ADJ;NOM;NEUT;SG	N
σκληρό	dura	σκληρός	durar	ADJ;NOM;NEUT;SG	V
σκληρό	por	σκληρός	por	ADJ;NOM;NEUT;SG	ADP
ανατολικές	este	ανατολικός	este	ADJ;NOM;FEM;PL	DET
άρχοντας	señor	άρχω	señor	V;IPFV;V.CVB;ACT	N
άρχοντας	deus	άρχω	daus	V;IPFV;V.CVB;ACT	N
άρχοντας	lord	άρχω	lord	V;IPFV;V.CVB;ACT	PROPN
σεπτέμβριος	de	σεπτέμβριος	de	N;NOM;MASC;SG	ADP
φιλία	a	φιλία	o	N;NOM;FEM;SG	DET
θερμότητας	o	θερμότητα	o	N;GEN;FEM;SG	DET
χάνοντας	a	χάνω	o	V;IPFV;V.CVB;ACT	DET
συμφέροντα	interesa	συμφέρον	interesar	N;NOM;NEUT;PL	V
ευθεία	en	ευθεία	en	N;NOM;FEM;SG	ADP
ευθεία	directo	ευθεία	directo	N;NOM;FEM;SG	ADJ
καίσαρα	césar	καίσαρος	césar	N;ACC;MASC;SG	V
πουθενά	a	πουθενός	o	ADV	DET
ράιχ	reich	ράιχ	reich		PROPN
μόδας	a	μόδος	o	N;GEN;FEM;SG	DET
τζόζεφ	wilson	τζόζεφ	wilson	PROPN;NOM;MASC;SG	PROPN
τζόζεφ	joseph	τζόζεφ	josephr	PROPN;NOM;MASC;SG	PROPN
μάικ	mike	μάικ	mikir		PROPN
ταραχές	raciais	ταραχή	racial	N;NOM;FEM;PL	ADJ
μίγμα	as	μίγμα	o	N;NOM;NEUT;SG	DET
σταρ	estrela	σταρ	estrela		N
σταρ	star	σταρ	star		V
τοποθεσίες	onde	τοποθεσία	onde	N;NOM;FEM;PL	PRO
καθολικό	catholic	καθολικός	catholic	ADJ;NOM;NEUT;SG	PROPN
ηπειρωτική	continente	ηπειρωτικός	continente	ADJ;NOM;FEM;SG	N
πρόοδο	segue	πρόοδος	seguir	N;ACC;FEM;SG	V
τακτικά	normal	τακτικός	normal	ADV	ADJ
τακτικά	típica	τακτικός	típico	ADV	ADJ
τακτικά	de	τακτικός	de	ADV	ADP
τακτικά	taxis	τακτικός	taxis	ADV	N
τακτικά	regular	τακτικός	regular	ADV	V
μπλοκ	de	μπλοκ	de	N;NOM;NEUT;SG	ADP
μπλοκ	bloquear	μπλοκ	bloquear	N;NOM;NEUT;SG	V
φροντίδα	importa	φροντίδα	importar	N;NOM;FEM;SG	V
φροντίδα	igual	φροντίδα	igual	N;NOM;FEM;SG	ADV
φροντίδα	me	φροντίδα	me	N;NOM;FEM;SG	PRO
δευτέρα	o	δευτέρα	o	N;ACC;FEM;SG	DET
δευτέρα	luns	δευτέρα	lun	N;ACC;FEM;SG	PROPN
δευτέρα	10	δευτέρα	10	N;ACC;FEM;SG	NUM
τιμωρία	punishment	τιμωρία	punishment	N;ACC;FEM;SG	PROPN
τζο	jo	τζο	jo	PROPN;NOM;MASC;SG	PROPN
τζο	joe	τζο	joe	PROPN;NOM;MASC;SG	PROPN
ιαπωνικά	xaponés	ιαπωνικά	xaponés	ADV	PROPN
ιαπωνικά	xaponeses	ιαπωνικά	xaponés	ADV	N
σχεδίαση	debuxar	σχεδίαση	debuxar	N;ACC;FEM;SG	V
σχεδίαση	que	σχεδίαση	que	N;ACC;FEM;SG	PRO
σχεδίαση	os	σχεδίαση	o	N;ACC;FEM;SG	DET
σχεδίαση	absorber	σχεδίαση	absorber	N;ACC;FEM;SG	V
σχεδίαση	debuxaría	σχεδίαση	debuxar	N;ACC;FEM;SG	V
σχεδίαση	deseñar	σχεδίαση	deseñar	N;ACC;FEM;SG	V
απόγευμα	serán	απόγευμα	ser	N;NOM;NEUT;SG	V
απόγευμα	serán	απόγευμα	ser	N;NOM;NEUT;SG	V
επίτευξη	lograr	επίτευξη	lograr	N;ACC;FEM;SG	V
νου	importa	νου	importar	N;NOM;NEUT;SG	V
μπίλι	billy	μπίλι	billy		PROPN
διαβάσει	leo	διαβάζω	lear	V;PFV;NFIN;ACT	PROPN
διαβάσει	le	διαβάζω	le	V;PFV;NFIN;ACT	PROPN
μιούζικαλ	musical	μιούζικαλ	musical	N;NOM;NEUT;SG	ADJ
μιούζικαλ	musicais	μιούζικαλ	musical	N;NOM;NEUT;SG	ADJ
πνευματικό	senda	πνευματικός	senda	ADJ;NOM;NEUT;SG	N
άλμπερτ	albert	άλμπερτ	albert		PROPN
επιτευχθεί	independencia	επιτυγχάνω	independencia	V;PFV;3;NFIN;PASS	N
νεπάλ	nepal	νεπάλ	nepal		PROPN
θεμέλια	foundation	θεμέλιο	foundation	N;NOM;NEUT;PL	PROPN
θεμέλια	transformado	θεμέλιο	transformar	N;NOM;NEUT;PL	V
κούβα	cuba	κούβα	cuba	PROPN;ACC;FEM;SG	PROPN
κούβα	cubana	κούβα	cubano	PROPN;ACC;FEM;SG	ADJ
στίβεν	stephen	στίβω	stepher	PROPN;NOM;MASC;SG	PROPN
στίβεν	steven	στίβω	stevar	PROPN;NOM;MASC;SG	PROPN
