sandstein	arenisca	sandstein	arenisca		N;FEM;SG
lebensmittel	comidas	lebensmittel	comida		N;FEM;PL
lebensmittel	alimentos	lebensmittel	alimento		N;MASC;PL
lebensmittel	víveres	lebensmittel	víver		N;MASC;PL
lebensmittel	comestibles	lebensmittel	comestible		N;MASC;PL
lebensmittel	comestibles	lebensmittel	comestible		N;MASC;PL
objektiv	lente	objektiv	lente	ADJ	N;FEM;SG
objektiv	lentes	objektiv	lente	ADJ	N;MASC;PL
objektiv	objetivo	objektiv	objetivo	ADJ	N;MASC;SG
objektiv	lentes	objektiv	lente	ADJ	N;MASC;PL
objektiv	objetivamente	objektiv	objetivamente	ADJ	ADV
personenverkehr	pasajeros	personenverkehr	pasajero	ADJ	N;MASC;PL
personenverkehr	pasajero	personenverkehr	pasajero	ADJ	N;MASC;SG
geometrie	geometría	geometrie	geometría		N;FEM;SG
geometrie	geométrico	geometrie	geométrico		ADJ;MASC;SG
geometrie	geométricas	geometrie	geométrico		ADJ;FEM;PL
geometrie	geometría	geometrie	geometría		N;FEM;SG
geometrie	geométrica	geometrie	geométrico		ADJ;FEM;SG
bosnien	bosnia	bosneinen	bosnia	PROPN;NOM;SG	ADJ;FEM;SG
now	now	now	now	PROPN	
now	ahora	now	ahora	PROPN	ADV
zerstörer	destructores	zerstörer	destructor		N;MASC;PL
zerstörer	destructores	zerstörer	destructor		N;MASC;PL
zerstörer	destructor	zerstörer	destructor		N;MASC;SG
wright	wright	wright	wright	PROPN;NOM;SG	PROPN
sergei	serguéi	sergei	serguéi	PROPN;NOM;MASC;SG	PROPN
sergei	sergio	sergei	sergio	PROPN;NOM;MASC;SG	N;MASC;SG
sergei	sergei	sergei	sergei	PROPN;NOM;MASC;SG	N;MASC;SG
sergei	serguéi	sergei	serguéi	PROPN;NOM;MASC;SG	PROPN
sergei	sergio	sergei	sergio	PROPN;NOM;MASC;SG	N;MASC;SG
sergei	sergey	sergei	sergey	PROPN;NOM;MASC;SG	N;MASC;SG
bonner	bonner	bonn	bonner	PROPN;NOM;SG	PROPN
wohnsitz	residente	wohnsitz	residente	ADJ	N;SG
wohnsitz	residentes	wohnsitz	residente	ADJ	N;PL
wohnsitz	residence	wohnsitz	residence	ADJ	V;IND;SG;3;PRS;FIN
wohnsitz	residencia	wohnsitz	residencia	ADJ	N;FEM;SG
wohnsitz	domicilio	wohnsitz	domicilio	ADJ	N;MASC;SG
alpha	alpha	alpha	alphar		N;FEM;SG
alpha	alfa	alpha	alfa		N;FEM;SG
studiert	estudiados	studieren	estudiado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
studiert	estudiado	studieren	estudiar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
rheinischen	renano	rheinisch	renano	ADJ;NOM;MASC;PL	N;MASC;SG
berkeley	berkeley	berkeley	berkeley	PROPN;NOM;SG	N;FEM;SG
schnee	nieves	schnen	nieve		N;FEM;PL
schnee	nevado	schnen	nevar		ADJ;MASC;SG;V.PTCP
schnee	nieve	schnen	nieve		N;FEM;SG
gerald	gerald	gerald	gerald	PROPN;NOM;MASC;SG	N;SG
realschule	realschule	realschule	realschule	ADJ;NOM;FEM;SG	
angel	angelito	angel	angelito	PROPN;NOM;MASC;SG	N;MASC;SG
angel	angel	angel	angel	PROPN;NOM;MASC;SG	N;MASC;SG
angel	ángel	angel	ángel	PROPN;NOM;MASC;SG	N;MASC;SG
vorgeschichte	prehistoria	vorgeschicht	prehistoria	ADJ;NOM;SG	N;FEM;SG
vorgeschichte	trasfondo	vorgeschicht	trasfondo	ADJ;NOM;SG	N;MASC;SG
vorgeschichte	antecedentes	vorgeschicht	antecedente	ADJ;NOM;SG	N;MASC;PL
vorgeschichte	fondo	vorgeschicht	fondo	ADJ;NOM;SG	N;MASC;SG
hartmut	doreen	hartmun	dorear	PROPN;NOM;MASC;SG	N;FEM;SG
hartmut	hartmut	hartmun	hartmut	PROPN;NOM;MASC;SG	N;MASC;SG
funk	funk	funk	funk	ADJ	N;MASC;SG
herrmann	herrmann	herrmann	herrmann	PROPN;NOM;SG	N;MASC;SG
troll	troll	troll	troll	PROPN;SG	
troll	trolls	troll	trolls	PROPN;SG	N;MASC;PL
troll	trol	troll	trol	PROPN;SG	N;MASC;SG
troll	trolls	troll	trolls	PROPN;SG	N;MASC;PL
troll	trols	troll	trols	PROPN;SG	N;PL
mythos	mito	mythos	mito		N;MASC;SG
mythos	mitos	mythos	mito		N;MASC;PL
schumacher	schumacher	schumach	schumacher	ADJ	N;MASC;SG
schmalen	slim	schmal	slim	ADJ	N;SG
schmalen	flaca	schmal	flaca	ADJ	N;FEM;SG
stausee	lagos	stausen	lago	N;SG	N;MASC;PL
befehlshaber	comandante	befehlshaber	comandante		N;SG
befehlshaber	comandantes	befehlshaber	comandante		N;PL
befehlshaber	comandante	befehlshaber	comandante		N;SG
befehlshaber	comendador	befehlshaber	comendador		N;MASC;SG
hochladen	subida	hochladen	subida	V;NFIN	N;FEM;SG
hochladen	carga	hochladen	carga	V;NFIN	N;FEM;SG
sin	pecado	sin	pecado		N;MASC;SG
sin	sin	sin	sin		ADP
begangen	comprometido	begehen	comprometido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
begangen	comprometidos	begehen	comprometido	V;V.PTCP	ADJ;MASC;PL;V.PTCP
begangen	cometido	begehen	cometido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
begangen	comprometida	begehen	comprometido	V;V.PTCP	ADJ;FEM;SG;V.PTCP
designer	diseñadores	designer	diseñador	ADJ	N;MASC;PL
designer	diseñadora	designer	diseñador	ADJ	N;FEM;SG
designer	diseñadores	designer	diseñador	ADJ	N;MASC;PL
designer	diseñador	designer	diseñador	ADJ	N;MASC;SG
wirft	acuse	werfen	acusar	V;IND;SG;3;PRS;FIN	N;MASC;SG
wirft	aumentos	werfen	aumento	V;IND;SG;3;PRS;FIN	N;MASC;PL
möge	may	mögen	maber	V;SBJV;SG;3;PRS;FIN	
möge	mayo	mögen	mayo	V;SBJV;SG;3;PRS;FIN	N
verstand	sanidad	verstehen	sanidad		N;FEM;SG
verstand	cordura	verstehen	cordura		N;FEM;SG
verstand	mind	verstehen	mind		PROPN
verstand	mente	verstehen	mente		N;FEM;SG
verstand	mentes	verstehen	mente		N;FEM;PL
türen	gates	türen	gate	V;NFIN	N;MASC;SG
türen	puertas	türen	puerta	V;NFIN	N;FEM;PL
türen	doors	türen	door	V;NFIN	N
türen	puertas	türen	puerta	V;NFIN	N;FEM;PL
valentin	valentin	valentin	valentin	PROPN	N;MASC;SG
valentin	valentín	valentin	valentín	PROPN	N;MASC;SG
valentin	valentina	valentin	valentino	PROPN	N;FEM;SG
valentin	valentín	valentin	valentín	PROPN	N;MASC;SG
valentin	valentine	valentin	valentine	PROPN	N;SG
begegnungen	encuentros	begegnungen	encuentro	V;NFIN	N;MASC;PL
begegnungen	encuentro	begegnungen	encuentro	V;NFIN	N;MASC;SG
brandt	brandt	branden	brandt	PROPN	N;MASC;SG
oklahoma	oklahoma	oklahoma	oklahoma	PROPN;NOM;SG	N;MASC;SG
gerettet	rescatado	retten	rescatar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
gerettet	rescatada	retten	rescatado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
gerettet	rescatados	retten	rescatado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
gerettet	salvados	retten	salvado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
gerettet	salvado	retten	salvar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
gerettet	guardado	retten	guardar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
gerettet	guardados	retten	guardado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
ignoriert	ignorado	ignorieren	ignorado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
ignoriert	ignorados	ignorieren	ignorado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
ignoriert	ignorada	ignorieren	ignorado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
überwachung	descuido	überwachung	descuido	N;SG	ADJ;MASC;SG;V.PTCP
überwachung	monitorear	überwachung	monitorear	N;SG	V;NFIN
überwachung	supervisar	überwachung	supervisar	N;SG	V;NFIN
achter	ochos	acht	ocho	ADJ	N;MASC;PL
chinesisch	sino	chinesisch	sino	ADJ	CONJ
chinesisch	chinos	chinesisch	chino	ADJ	N;MASC;PL
chinesisch	chino	chinesisch	chino	ADJ	N;MASC;SG
gerechtigkeit	justicia	gerechtigkeit	justicia	PROPN	N;FEM;SG
gerechtigkeit	justice	gerechtigkeit	justice	PROPN	N;SG
gerechtigkeit	justicia	gerechtigkeit	justicia	PROPN	N;FEM;SG
gerechtigkeit	rectitud	gerechtigkeit	rectitud	PROPN	N;FEM;SG
gerechtigkeit	equidad	gerechtigkeit	equidad	PROPN	N;FEM;SG
gerechtigkeit	imparcialidad	gerechtigkeit	imparcialidad	PROPN	N;FEM;SG
gerechtigkeit	justicia	gerechtigkeit	justicia	PROPN	N;FEM;SG
gerechtigkeit	equidad	gerechtigkeit	equidad	PROPN	N;FEM;SG
folglich	consecuentemente	folglich	consecuentemente	ADJ	ADV
bett	lechos	bett	lecho		N;MASC;PL
bett	camas	bett	cama		N;FEM;PL
bett	litera	bett	litero		N;FEM;SG
bett	cama	bett	cama		N;FEM;SG
bett	camas	bett	cama		N;FEM;PL
bett	lecho	bett	lecho		N;MASC;SG
vorarlberg	vorarlberg	vorarlberg	vorarlberg	PROPN	N;MASC;SG
staatssekretär	subsecretario	staatssekretär	subsecretario	ADJ	N;MASC;SG
staatssekretär	subsecretaria	staatssekretär	subsecretario	ADJ	N;FEM;SG
verlangen	exigente	verlangen	exigente	V;NFIN	ADJ;SG
verlangen	exigentes	verlangen	exigente	V;NFIN	ADJ;PL
verlangen	antojos	verlangen	antojo	V;NFIN	N;MASC;PL
verlangen	antojo	verlangen	antojo	V;NFIN	
verlangen	ansia	verlangen	ansia	V;NFIN	N;FEM;SG
verlangen	ansias	verlangen	ansia	V;NFIN	N;FEM;PL
schreibe	escribo	schreibe	escribir	V;IND;SG;3;PRS;FIN	V;IND;SG;1;PRS;FIN
schreibe	escriba	schreibe	escribir	V;IND;SG;3;PRS;FIN	V;IMP;SG;3;FIN
schreibe	escritura	schreibe	escritura	V;IND;SG;3;PRS;FIN	N;FEM;SG
schreibe	redacción	schreibe	redacción	V;IND;SG;3;PRS;FIN	N;FEM;SG
schreibe	escritura	schreibe	escritura	V;IND;SG;3;PRS;FIN	N;FEM;SG
angemessen	adecuadamente	angemessen	adecuadamente	ADJ	ADV
angemessen	apropiadamente	angemessen	apropiadamente	ADJ	ADV
angemessen	adecuadamente	angemessen	adecuadamente	ADJ	ADV
dynamo	dynamo	dynamo	dynamo	PROPN;NOM;SG	N;MASC;SG
dynamo	dinamo	dynamo	dinamo	PROPN;NOM;SG	N;MASC;SG
drehen	twist	drehen	twist	V;NFIN	
drehen	giro	drehen	giro	V;NFIN	N;MASC;SG
drehen	rotación	drehen	rotación	V;NFIN	N;FEM;SG
drehen	rotativa	drehen	rotativo	V;NFIN	ADJ;FEM;SG
drehen	turn	drehen	turn	V;NFIN	N
drehen	turno	drehen	turno	V;NFIN	N;MASC;SG
dazwischen	entre	dazwischen	entre	ADV	ADP
venezuela	venezuela	venezuela	venezuela	PROPN;NOM;NEUT;SG	N;FEM;SG
experiment	experimentar	experiment	experimentar	ADJ	V;NFIN
experiment	experimentación	experiment	experimentación	ADJ	N;FEM;SG
experiment	experimento	experiment	experimento	ADJ	N;MASC;SG
astronom	astrónomos	astronom	astrónomo	PROPN	N;MASC;PL
astronom	astrónomo	astronom	astrónomo	PROPN	N;MASC;SG
reinbek	reinbek	reinbek	reinbek	PROPN;NOM;MASC;SG	N;MASC;SG
nina	nina	nina	nina	PROPN;NOM;FEM;SG	N;FEM;SG
theoretische	teórica	theoretisch	teórico	ADJ;NOM;FEM;PL	ADJ;FEM;SG
theoretische	teórico	theoretisch	teórico	ADJ;NOM;FEM;PL	ADJ;MASC;SG
theoretische	teóricos	theoretisch	teórico	ADJ;NOM;FEM;PL	N;MASC;PL
ingrid	ingrid	ingrid	ingrid	PROPN;NOM;FEM;SG	N;FEM;SG
industriellen	industrial	industriell	industrial	ADJ;PL	ADJ;SG
industriellen	industrial	industriell	industrial	ADJ;PL	ADJ;SG
krüger	kruger	krüg	kruger	PROPN;NOM;MASC;SG	N;MASC;SG
krüger	krüger	krüg	krüger	PROPN;NOM;MASC;SG	N;MASC;SG
krüger	kruger	krüg	kruger	PROPN;NOM;MASC;SG	N;MASC;SG
krüger	krueger	krüg	krueger	PROPN;NOM;MASC;SG	N;SG
gerichtet	dirigida	richten	dirigido	V;V.PTCP	ADJ;FEM;SG;V.PTCP
gerichtet	dirigido	richten	dirigido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
gerichtet	abordado	richten	abordado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
gerichtet	juzgada	richten	juzgado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
rechtswissenschaft	derecho	rechtswissenschaft	derecho	ADJ	N;MASC;SG
rechtswissenschaft	leyes	rechtswissenschaft	ley	ADJ	N;FEM;PL
rechtswissenschaft	legislación	rechtswissenschaft	legislación	ADJ	N;FEM;SG
rechtswissenschaft	ley	rechtswissenschaft	ley	ADJ	N;FEM;SG
rechtswissenschaft	jurisprudencia	rechtswissenschaft	jurisprudencia	ADJ	N;FEM;SG
umwandlung	convirtiendo	umwandlung	convertir	N;SG	V;V.MSDR
umwandlung	convertir	umwandlung	convertir	N;SG	V;NFIN
umwandlung	transformaciones	umwandlung	transformación	N;SG	N;FEM;PL
umwandlung	transformarse	umwandlung	transformar	N;SG	V;SBJV;SG;3;PRS;FIN
umwandlung	transformada	umwandlung	transformado	N;SG	ADJ;FEM;SG;V.PTCP
umwandlung	transformar	umwandlung	transformar	N;SG	V;NFIN
umwandlung	transforma	umwandlung	transformar	N;SG	V;IND;SG;3;PRS;FIN
rosenberg	rosenberg	rosenberg	rosenberg	PROPN;NOM;SG	N;SG
chaos	lío	chaos	lío		N;MASC;SG
chaos	desorden	chaos	desorden		N;MASC;SG
chaos	caos	chaos	caos		N;MASC
chaos	caos	chaos	caos		N;MASC
chaos	desmadre	chaos	desmadre		N;MASC;SG
xaver	xaver	xaver	xaver	PROPN;NOM;MASC;SG	PROPN
xaver	xavier	xaver	xavier	PROPN;NOM;MASC;SG	PROPN
xaver	javier	xaver	javier	PROPN;NOM;MASC;SG	
zoo	zoológico	zoo	zoológico	PROPN;NOM;SG	N;MASC;SG
zoo	zoo	zoo	zoo	PROPN;NOM;SG	N;MASC;SG
gestiftet	donados	stiften	donar	V;V.PTCP	ADJ;MASC;PL;V.PTCP
gestiftet	donado	stiften	donado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
gestiftet	dotados	stiften	dotado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
gestiftet	dotado	stiften	dotado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
gestiftet	dotada	stiften	dotado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
bezahlt	pagado	bezahlen	pagado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
bezahlt	pagadas	bezahlen	pagado	V;V.PTCP	ADJ;FEM;PL;V.PTCP
bezahlt	pagada	bezahlen	pagar	V;V.PTCP	ADJ;FEM;SG;V.PTCP
cornelius	cornelio	cornelius	cornelio	PROPN;NOM;MASC;SG	PROPN
cornelius	cornelius	cornelius	corneliu	PROPN;NOM;MASC;SG	N
bobby	bobby	bobby	bobby	PROPN;NOM;MASC;SG	PROPN
interne	interno	intern	interno	ADJ;NOM;FEM;PL	ADJ;MASC;SG
interne	interna	intern	interno	ADJ;NOM;FEM;PL	ADJ;FEM;SG
besetzte	ocupada	besetzen	ocupado	V;IND;SG;3;PST;FIN	ADJ;FEM;SG;V.PTCP
besetzte	ocupado	besetzen	ocupado	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
besetzte	ocupadas	besetzen	ocupado	V;IND;SG;3;PST;FIN	ADJ;FEM;PL;V.PTCP
besetzte	ocupados	besetzen	ocupado	V;IND;SG;3;PST;FIN	ADJ;MASC;PL;V.PTCP
imo	omi	imo	omi		N;SG
käfer	escarabajos	käfer	escarabajo		N;MASC;PL
käfer	insectos	käfer	insecto		N;MASC;PL
käfer	bugs	käfer	bugs		N;MASC;PL
käfer	bichos	käfer	bicho		N;MASC;PL
käfer	errores	käfer	error		N;MASC;PL
käfer	bicho	käfer	bicho		N;MASC;SG
käfer	insecto	käfer	insecto		N;MASC;SG
käfer	bug	käfer	bug		N;MASC;SG
käfer	escarabajo	käfer	escarabajo		N;MASC;SG
käfer	escarabajos	käfer	escarabajo		N;MASC;PL
gem	acc	gem	acc		
gem	cac	gem	cac		PROPN
gem	gema	gem	gema		N;FEM;SG
gem	gem	gem	gem		N
abgesetzt	interrumpido	absetzen	interrumpir	V;V.PTCP	ADJ;MASC;SG;V.PTCP
abgesetzt	depuesto	absetzen	depuesto	V;V.PTCP	ADJ;MASC;SG;V.PTCP
abgesetzt	derrocado	absetzen	derrocado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
weihnachten	navidad	weihnacht	navidad	V;NFIN	N;FEM;SG
weihnachten	navidades	weihnacht	navidad	V;NFIN	N;FEM;PL
weihnachten	navidad	weihnacht	navidad	V;NFIN	N;FEM;SG
reguläre	regular	regulär	regular	ADJ;NOM;FEM;PL	V;NFIN
reguläre	regularidad	regulär	regularidad	ADJ;NOM;FEM;PL	N;FEM;SG
fachbereich	departamento	fachbereich	departamento		N;MASC;SG
fachbereich	profesores	fachbereich	profesor		N;MASC;PL
fachbereich	claustro	fachbereich	claustro		N;MASC;SG
fachbereich	facultad	fachbereich	facultad		N;FEM;SG
fachbereich	profesorado	fachbereich	profesorado		ADJ;MASC;SG;V.PTCP
beobachtungen	observaciones	beobachtung	observación	V;NFIN	N;FEM;PL
beobachtungen	avistamiento	beobachtung	avistamiento	V;NFIN	N;MASC;SG
beobachtungen	avistamientos	beobachtung	avistamiento	V;NFIN	N;MASC;PL
beobachtungen	observación	beobachtung	observación	V;NFIN	N;FEM;SG
laien	laico	laien	laico		ADJ;MASC;SG
laien	profano	laien	profano		ADJ;MASC;SG
dekan	dean	dekan	dear	N	PROPN
ausgeliefert	entregada	ausliefern	entregado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
ausgeliefert	entregados	ausliefern	entregar	V;V.PTCP	ADJ;MASC;PL;V.PTCP
ausgeliefert	entregado	ausliefern	entregado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
ausgeliefert	enviada	ausliefern	enviado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
ausgeliefert	enviado	ausliefern	enviado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
ausgeliefert	extraditado	ausliefern	extraditar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
häftlinge	convictos	häftlinge	convicto		N;MASC;PL
häftlinge	reclusos	häftlinge	recluso		N;MASC;PL
häftlinge	prisioneros	häftlinge	prisionero		N;MASC;PL
häftlinge	presos	häftlinge	preso		N;MASC;PL
häftlinge	reclusos	häftlinge	recluso		N;MASC;PL
häftlinge	reclusas	häftlinge	reclusa		N;FEM;PL
häftlinge	presos	häftlinge	preso		N;MASC;PL
häftlinge	detenidas	häftlinge	detener		ADJ;FEM;PL;V.PTCP
häftlinge	detenidos	häftlinge	detenido		ADJ;MASC;PL;V.PTCP
russen	rusia	russen	rusia		N;FEM;SG
russen	rusas	russen	ruso		ADJ;FEM;PL
russen	rusa	russen	ruso		ADJ;FEM;SG
russen	ruso	russen	ruso		ADJ;MASC;SG
russen	rusos	russen	ruso		N;MASC;PL
russen	rusas	russen	ruso		ADJ;FEM;PL
russen	rusos	russen	ruso		N;MASC;PL
allee	allee	alle	allear	PROPN;NOM;SG	N;MASC;SG
allee	avenida	alle	avenida	PROPN;NOM;SG	N;FEM;SG
allee	avenue	alle	avenue	PROPN;NOM;SG	N;MASC;SG
allee	callejón	alle	callejón	PROPN;NOM;SG	N;MASC;SG
allee	alley	alle	alley	PROPN;NOM;SG	N;SG
basilika	basílica	basilika	basílica	PROPN;NOM;SG	N;FEM;SG
zyklus	ciclos	zyklus	ciclo		N;MASC;PL
zyklus	ciclo	zyklus	ciclo		N;MASC;SG
zyklus	ciclos	zyklus	ciclo		N;MASC;PL
ganzes	enteras	ganz	entero	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
ganzes	enteros	ganz	entero	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
ndr	ndr	ndr	ndr		N;FEM;SG
heiliger	santos	heilig	santo	ADJ	N;MASC;PL
heiliger	santo	heilig	santo	ADJ	
heiliger	santísimo	heilig	santísimo	ADJ	N;MASC;SG
heiliger	holy	heilig	holy	ADJ	N
heiliger	santo	heilig	santo	ADJ	
heiliger	saint	heilig	saint	ADJ	N;MASC
heiliger	san	heilig	san	ADJ	N;MASC;SG
heiliger	sagradas	heilig	sagrado	ADJ	N;FEM;PL
tendenz	tendencias	tendenz	tendencia	ADJ	N;FEM;PL
tendenz	tendencia	tendenz	tendencia	ADJ	N;FEM;SG
tendenz	propensión	tendenz	propensión	ADJ	N;FEM;SG
tendenz	tendencia	tendenz	tendencia	ADJ	N;FEM;SG
garcía	garcia	garcía	garcia	PROPN;NOM;MASC;SG	PROPN
garcía	garcía	garcía	garcía	PROPN;NOM;MASC;SG	PROPN
garcía	garcía	garcía	garcía	PROPN;NOM;MASC;SG	PROPN
beibehalten	conservado	beibehalten	conservar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
beibehalten	retenido	beibehalten	retenido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
beibehalten	mantenida	beibehalten	mantenido	V;V.PTCP	ADJ;FEM;SG;V.PTCP
beibehalten	mantenido	beibehalten	mantener	V;V.PTCP	ADJ;MASC;SG;V.PTCP
beibehalten	mantenidas	beibehalten	mantenido	V;V.PTCP	ADJ;FEM;PL;V.PTCP
beibehalten	mantenidos	beibehalten	mantener	V;V.PTCP	ADJ;MASC;PL;V.PTCP
orleans	orleans	orleans	orlean	PROPN;NOM;NEUT;SG	N;MASC;PL
orleans	orleáns	orleans	orleán	PROPN;NOM;NEUT;SG	PROPN
orleans	orleans	orleans	orlean	PROPN;NOM;NEUT;SG	N;MASC;PL
orleans	orleáns	orleans	orleán	PROPN;NOM;NEUT;SG	PROPN
anstieg	rise	ansteigen	rise		N
anstieg	levántate	ansteigen	levántate		N;FEM;SG
anstieg	subida	ansteigen	subida		N;FEM;SG
anstieg	oleada	ansteigen	oleada		N;FEM;SG
österreicher	austriacos	österreicher	austriaco	ADJ	N;MASC;PL
österreicher	austríacos	österreicher	austríaco	ADJ	N;MASC;PL
österreicher	austriaco	österreicher	austriaco	ADJ	N;MASC;SG
österreicher	austríaco	österreicher	austríaco	ADJ	N;MASC;SG
eddie	eddie	eddie	eddie	PROPN;NOM;SG	N;MASC;SG
vorbereitet	listos	vorbereiten	listo	V;V.PTCP	ADJ;MASC;PL
vorbereitet	listo	vorbereiten	listo	V;V.PTCP	ADJ;MASC;SG
vorbereitet	preparados	vorbereiten	preparado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
vorbereitet	ready	vorbereiten	ready	V;V.PTCP	N
vorbereitet	lista	vorbereiten	lista	V;V.PTCP	N;FEM;SG
vorbereitet	listas	vorbereiten	lista	V;V.PTCP	N;FEM;PL
vorbereitet	preparado	vorbereiten	preparado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
vorbereitet	preparada	vorbereiten	preparado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
vorbereitet	preparados	vorbereiten	preparado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
vorbereitet	preparadas	vorbereiten	preparado	V;V.PTCP	ADJ;FEM;PL;V.PTCP
aktiengesellschaft	aktiengesellschaft	aktiengesellschaft	aktiengesellschaft	ADJ	N;FEM;SG
stürzte	chocado	stürzen	chocado	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
stürzte	estrellado	stürzen	estrellar	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
stürzte	colapsado	stürzen	colapsado	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
stürzte	derrumbado	stürzen	derrumbar	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
einheitliche	unificado	einheitlich	unificado	ADJ;NOM;FEM;PL	ADJ;MASC;SG;V.PTCP
einheitliche	unificada	einheitlich	unificar	ADJ;NOM;FEM;PL	ADJ;FEM;SG;V.PTCP
einheitliche	unitario	einheitlich	unitario	ADJ;NOM;FEM;PL	ADJ;MASC;SG
einheitliche	unitaria	einheitlich	unitario	ADJ;NOM;FEM;PL	ADJ;FEM;SG
einheitliche	uniforme	einheitlich	uniforme	ADJ;NOM;FEM;PL	ADJ;SG
einheitliche	uniformes	einheitlich	uniforme	ADJ;NOM;FEM;PL	N;MASC;PL
urheberrecht	derechos	urheberrecht	derecho	ADJ	N;MASC;PL
urheberrecht	copyright	urheberrecht	copyright	ADJ	PROPN
landschaften	paisaje	landschaft	paisaje	ADJ	N;MASC;SG
landschaften	paisajes	landschaft	paisaje	ADJ	N;MASC;PL
landschaften	campiña	landschaft	campiña	ADJ	N;FEM;SG
landschaften	campo	landschaft	campo	ADJ	N;MASC;SG
landschaften	paisajes	landschaft	paisaje	ADJ	N;MASC;PL
landschaften	paisaje	landschaft	paisaje	ADJ	N;MASC;SG
landschaften	paisajes	landschaft	paisaje	ADJ	N;MASC;PL
anstellung	contratación	anstellung	contratación	V;IND;SG;3;PST;FIN	N;FEM;SG
anstellung	reclutamiento	anstellung	reclutamiento	V;IND;SG;3;PST;FIN	N;MASC;SG
anstellung	contrataciones	anstellung	contratación	V;IND;SG;3;PST;FIN	N;FEM;PL
festland	continente	festlind	continente		N;MASC;SG
baltimore	baltimore	baltimore	baltimore	PROPN;NOM;MASC;SG	N;MASC;SG
kannte	sabían	kennen	saber	V;IND;SG;3;PST;FIN	V;IND;PL;3;IPFV;FIN
kannte	sabia	kennen	sabio	V;IND;SG;3;PST;FIN	V;IND;SG;3;PRS;FIN
kannte	sabía	kennen	saber	V;IND;SG;3;PST;FIN	V;IND;SG;3;IPFV;FIN
kannte	conocía	kennen	conocer	V;IND;SG;3;PST;FIN	V;IND;SG;3;IPFV;FIN
fotografen	fotógrafos	fotograf	fotógrafo		N;MASC;PL
fotografen	fotógrafa	fotograf	fotógrafa		N;FEM;SG
fotografen	fotografo	fotograf	fotografo		N;MASC;SG
fotografen	fotógrafo	fotograf	fotógrafo		N;MASC;SG
einverstanden	acordado	einverstanden	acordado	V;NFIN	ADJ;MASC;SG;V.PTCP
einverstanden	acordadas	einverstanden	acordado	V;NFIN	ADJ;FEM;PL;V.PTCP
einverstanden	convenido	einverstanden	convenido	V;NFIN	ADJ;MASC;SG;V.PTCP
mund	mouth	mund	mouth		N
mund	desembocadura	mund	desembocadura		N;FEM;SG
mund	boca	mund	boca		N;FEM;SG
mund	bocas	mund	boca		N;FEM;PL
inkl	incl	inkl	incl		
berthold	berthold	berthold	berthold	PROPN	N;MASC;SG
soziales	sociales	sozial	social	ADJ;NOM;NEUT;SG	ADJ;PL
xiv	xiv	xiv	xiv		N;SG
reformen	reforma	reformen	reforma	V;NFIN	N;FEM;SG
reformen	reformas	reformen	reforma	V;NFIN	N;FEM;PL
reformen	reformas	reformen	reforma	V;NFIN	N;FEM;PL
sklaven	esclavo	sklaven	esclavo	N;PL	N;MASC;SG
sklaven	esclava	sklaven	esclavo	N;PL	N;FEM;SG
weinbau	viñedo	weinbau	viñedo		N;MASC;SG
