les	la	le	el	DET;DEF;PL	DET;DEF;FEM;SG
médailles	medalla	médaille	medalla	N;FEM;PL	N;FEM;SG
angers	angers	anger	anger	PROPN	N;MASC;SG
détails	detall	détail	detall	N;MASC;PL	
colonne	columna	colonne	columna	N;FEM;SG	
populaires	popular	populaire	popular	ADJ;MASC;PL	ADJ;SG
populaires	trending	populaire	trending	ADJ;MASC;PL	
monaco	mònaco	monaco	mònaco	N;MASC;SG	
monaco	monaco	monaco	monaco	N;MASC;SG	PROPN
mises	apostes	mettre	aposta	V;FEM;PL;PST;V.PTCP	N;FEM;PL
mises	mises	mettre	misa	V;FEM;PL;PST;V.PTCP	
dijon	dijon	dijon	dijon	PROPN	
invité	convidat	inviter	convidat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
invité	convidada	inviter	convidat	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
affiche	pòster	affiche	pòster	N;FEM;SG	
orientales	oriental	oriental	oriental	ADJ;FEM;PL	ADJ;SG
prêt	preparats	prêt	preparat	ADJ;MASC;SG	ADJ;MASC;PL;V.PTCP
prêt	preparades	prêt	preparat	ADJ;MASC;SG	ADJ;FEM;PL;V.PTCP
prêt	préstec	prêt	préstec	ADJ;MASC;SG	N;MASC;SG
publiés	publicat	publier	publicat	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
mauvaise	bad	mauvais	bad	ADJ;FEM;SG	PROPN
élevée	alta	élever	alt	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG
élevée	high	élever	high	V;FEM;SG;PST;V.PTCP	N;SG
élevée	alt	élever	alt	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG
élevée	elevades	élever	elevat	V;FEM;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
élevée	elevat	élever	elevat	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
traditionnelle	tradicionals	traditionnel	tradicional	ADJ;FEM;SG	ADJ;PL
remplacement	reemplaça	remplacement	reempllçar	N;MASC;SG	V;IND;SG;3;PRS;FIN
remplacement	substitueix	remplacement	substituir	N;MASC;SG	V;IND;SG;3;PRS;FIN
battu	beat	battre	beat	V;MASC;SG;PST;V.PTCP	
battu	colpejat	battre	colpejar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
battu	derrotat	battre	derrotat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
battu	vençut	battre	vèncer	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
battu	vençuts	battre	vençut	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
réduit	redueix	réduire	reduir	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN
réduit	reduït	réduire	reduït	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
réduit	reduïda	réduire	reduït	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
traces	traces	trace	traça	N;FEM;PL	
traces	traça	trace	traça	N;FEM;PL	
war	guerra	war	guerra	N;SG	
créateur	creador	créateur	creador	N;MASC;SG	ADJ;MASC;SG
expliquer	explicant	expliquer	explicar	V;NFIN	V;V.MSDR
expliquer	explicar	expliquer	explicar	V;NFIN	V;NFIN
juridique	legals	juridique	legal	ADJ;MASC;SG	ADJ;PL
intérêts	interès	intérêt	interès	N;MASC;PL	N;MASC;SG
fox	fox	fox	fox	PROPN	PROPN
fox	guineu	fox	guineu	PROPN	N;FEM;SG
municipale	municipals	municipal	municipal	ADJ;FEM;SG	ADJ;PL
due	venciment	devoir	venciment	V;FEM;SG;PST;V.PTCP	N;MASC;SG
marais	marais	marais	marai	N;MASC;SG	
moines	moines	moine	moina	N;MASC;PL	PROPN
kong	kong	kong	kong	PROPN	
chimie	químics	chimie	químic	N;FEM;SG	ADJ;MASC;PL
chimie	química	chimie	químic	N;FEM;SG	ADJ;FEM;SG
prenant	tenint	prendre	tenir	V;PRS;V.PTCP	V;V.MSDR
poisson	pisces	poisson	pisce	N;MASC;SG	
poisson	peixos	poisson	peix	N;MASC;SG	N;MASC;PL
poisson	poisson	poisson	poisson	N;MASC;SG	
inter	inter	inter	inter	PROPN	N;MASC;SG
fruits	fruit	fruit	fruit	N;MASC;PL	N;MASC;SG
fruits	fruita	fruit	fruita	N;MASC;PL	N;FEM;SG
secours	socors	secours	socors	N;MASC;SG	
chat	xat	chat	xat	N;MASC;SG	
chat	cat	chat	cat	N;MASC;SG	
johann	johann	johann	johann	PROPN	
tirs	rodatge	tir	rodatge	N;MASC;PL	N;MASC;SG
tirs	tiroteig	tir	tiroteig	N;MASC;PL	N;MASC;SG
sarah	sarah	sarah	sarah	PROPN	N;FEM;SG
géorgie	georgià	géorgie	georgià	PROPN	ADJ;MASC;SG
géorgie	georgia	géorgie	georgia	PROPN	ADJ;FEM;SG
géorgie	geòrgia	géorgie	geòrgia	PROPN	ADJ;FEM;SG
bloc	bloqueja	bloc	bloquejar	N;MASC;SG	V;IND;SG;3;PRS;FIN
méditerranée	mediterrània	méditerranée	mediterrani	N;FEM;SG	ADJ;FEM;SG
méditerranée	mediterrani	méditerranée	mediterrani	N;FEM;SG	ADJ;MASC;SG
clan	clan	clan	clan	N;MASC;SG	
caractérisée	caracteritza	caractériser	caracteritzar	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN
caractérisée	caracteritzat	caractériser	caracteritzar	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
express	expressi	express	exprés	N;MASC;SG	V;SBJV;SG;3;PRS;FIN
express	express	express	express	N;MASC;SG	
express	expressar	express	expressar	N;MASC;SG	V;NFIN
mit	mit	mettre	mit	V;IND;SG;3;PST;FIN	
mit	mlt	mettre	mlt	V;IND;SG;3;PST;FIN	
différent	diferents	différent	diferent	ADJ;MASC;SG	ADJ;PL
découvrir	descobrint	découvrir	descobrir	V;NFIN	V;V.MSDR
changements	canvia	changement	canviar	N;MASC;PL	V;IND;SG;3;PRS;FIN
changements	canvi	changement	canvi	N;MASC;PL	
fred	fred	fred	fred	PROPN	N;MASC;SG
chrétien	christian	chrétien	christian	ADJ;MASC;SG	
chrétien	chrétien	chrétien	chrétiar	ADJ;MASC;SG	V;IND;SG;3;PRS;FIN
oxford	oxford	oxford	oxford	PROPN	
croatie	croàcia	croatie	croàcia	N;FEM;SG	ADJ;FEM;SG
ange	ange	ange	ange	N;MASC;SG	PROPN
ange	angel	ange	angel	N;MASC;SG	
ange	àngel	ange	àngel	N;MASC;SG	
gaston	gaston	gaston	gastó	N;MASC;SG	PROPN
robin	robin	robin	robar	PROPN	
agricoles	agrícola	agricole	agrícola	ADJ;MASC;PL	ADJ;SG
bonnes	bona	bon	bo	ADJ;FEM;PL	ADJ;FEM;SG
classements	rànquing	classement	rànquing	N;MASC;PL	N;MASC;SG
récompenses	premia	récompense	premiar	N;FEM;PL	V;IND;SG;3;PRS;FIN
xiv	xiv	xiv	xiv	NUM	
conflits	conflicte	conflit	conflicte	N;MASC;PL	N;MASC;SG
transformation	transformada	transformation	transformat	N;FEM;SG	ADJ;FEM;SG;V.PTCP
transformation	transformar	transformation	transformar	N;FEM;SG	V;NFIN
transformation	transforma	transformation	transformar	N;FEM;SG	V;IND;SG;3;PRS;FIN
étudier	estudi	étudier	estudi	V;NFIN	N;MASC;SG
viii	viii	viii	viure	NUM	
limitée	limitades	limiter	limitat	V;FEM;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
limitée	limitat	limiter	limitat	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
limitée	limitats	limiter	limitat	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
andrea	andrea	andrea	andre	PROPN	
virginie	virginie	virginie	virginie	N;FEM;SG	PROPN
virginie	virgínia	virginie	virgínia	N;FEM;SG	ADJ;FEM;SG
virginie	virginia	virginie	virginia	N;FEM;SG	
appui	suport	appui	suport	N;MASC;SG	
engagé	contractat	engager	contractat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
engagé	contractats	engager	contractat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
engagé	compromesa	engager	compromès	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
engagé	promès	engager	prometre	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
engagé	promesos	engager	promés	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
engagé	promesa	engager	promès	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
engagé	comès	engager	comès	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
ann	ann	ann	ann	PROPN	PROPN
soirée	party	soirée	party	N;FEM;SG	
soirée	nit	soirée	nit	N;FEM;SG	
mélange	barreja	mélange	barrejar	N;MASC;SG	V;IND;SG;3;PRS;FIN
mélange	mesclant	mélange	mesclar	N;MASC;SG	V;V.MSDR
mélange	barrejant	mélange	barrejar	N;MASC;SG	V;V.MSDR
montée	muntades	monter	muntat	V;FEM;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
montée	muntat	monter	muntat	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
montée	muntada	monter	muntat	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
montée	ascens	monter	ascens	V;FEM;SG;PST;V.PTCP	N;MASC;SG
costa	costa	costa	costar	N;MASC;SG	V;IND;SG;3;PRS;FIN
alphonse	alphonse	alphonse	alphonse	N;MASC;SG	
alphonse	alfonso	alphonse	alfonso	N;MASC;SG	
acquis	adquirit	acquérir	adquirit	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
acquis	adquirits	acquérir	adquirit	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
lucien	lucien	lucien	eluciar	PROPN	PROPN
qualifié	qualificats	qualifier	qualificat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
qualifié	qualificada	qualifier	qualificat	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
qualifié	qualificat	qualifier	qualificat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
introduit	introduïdes	introduire	introduir	V;MASC;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
introduit	introduït	introduire	introduir	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
introduit	introduïda	introduire	introduir	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
introduit	introduïts	introduire	introduir	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
caractéristique	característics	caractéristique	característic	ADJ;FEM;SG	ADJ;MASC;PL
howard	howard	howard	howard	PROPN	
charlie	charlie	charlie	charlie	PROPN	
communautaire	comunitat	communautaire	comunitat	ADJ;MASC;SG	N;FEM;SG
évêques	bisbe	évêque	bisbe	N;MASC;PL	N;MASC;SG
évêques	alfil	évêque	alfil	N;MASC;PL	N;MASC;SG
défendre	defensant	défendre	defensar	V;NFIN	V;V.MSDR
maires	alcalde	maire	alcalde	N;MASC;PL	N;MASC;SG
elizabeth	elizabeth	elizabeth	elizabeth	ADJ;MASC;SG	
elizabeth	elisabet	elizabeth	elisabet	ADJ;MASC;SG	
performances	actuació	performance	actuació	N;FEM;PL	N;FEM;SG
performances	rendiment	performance	rendiment	N;FEM;PL	N;MASC;SG
étrangère	exteriors	étranger	exterior	ADJ;FEM;SG	ADJ;PL
friedrich	friedrich	friedrich	friedrich	PROPN	ADJ;MASC;SG
occupé	ocupat	occuper	ocupat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
archéologique	archéologique	archéologique	archéologique	ADJ;MASC;SG	
musées	museum	musée	museum	N;MASC;PL	N;MASC;SG
musées	museu	musée	museu	N;MASC;PL	N;MASC;SG
armand	armand	armand	armand	N;MASC;SG	
antiquité	antiguitats	antiquité	antiguitat	N;FEM;SG	N;FEM;PL
antiquité	brocanters	antiquité	brocanter	N;FEM;SG	N;MASC;PL
antiquité	antiquité	antiquité	antiquit	N;FEM;SG	
produite	produït	produire	produït	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
doctorat	doctoral	doctorat	doctoral	N;MASC;SG	ADJ;SG
centaines	centenars	centaine	centenar	N;FEM;PL	
centaines	moltíssims	centaine	moltíssim	N;FEM;PL	ADJ;MASC;PL
encyclopédique	encyclopédique	encyclopédique	encyclopédique	ADJ;MASC;SG	
rêve	somia	rêve	somia	N;MASC;SG	V;IND;SG;3;PRS;FIN
rêve	somiar	rêve	somiar	N;MASC;SG	V;NFIN
rêve	somnis	rêve	somni	N;MASC;SG	N;MASC;PL
mathieu	matthew	mathieu	matthew	PROPN	
mathieu	mateu	mathieu	mateu	PROPN	
mathieu	mathieu	mathieu	mathieu	PROPN	
camille	camille	camille	camille	N;FEM;SG	
dérivés	derivades	dériver	derivat	V;MASC;PL;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
dérivés	derivats	dériver	derivat	V;MASC;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
dérivés	derivat	dériver	derivar	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
dérivés	derivada	dériver	derivat	V;MASC;PL;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
simples	simple	simple	simple	ADJ;MASC;PL	ADJ;SG
simples	senzill	simple	senzill	ADJ;MASC;PL	ADJ;MASC;SG
simples	singles	simple	single	ADJ;MASC;PL	N;MASC;PL
plaque	placa	plaque	placa	N;FEM;SG	V;IND;SG;3;PRS;FIN
ffffff	ffffff	ffffff	ffffff		
nez	nas	nez	nas	N;MASC;SG	
nez	nassos	nez	nas	N;MASC;SG	N;MASC;PL
quai	moll	quai	moll	N;MASC;SG	
meurtre	assassinat	meurtre	assassinat	N;MASC;SG	ADJ;MASC;SG;V.PTCP
barre	barra	barre	barra	N;FEM;SG	
barre	barre	barre	barre	N;FEM;SG	
meilleures	millor	meilleur	millor	ADJ;FEM;PL	ADJ;SG
minute	minut	minute	minut	N;FEM;SG	
élite	elit	élite	elit	N;FEM;SG	
aîné	elder	aîné	elder	ADJ;MASC;SG	PROPN
aîné	sènior	aîné	sènior	ADJ;MASC;SG	
équipement	equipaments	équipement	equipament	N;MASC;SG	N;MASC;PL
abandon	abandó	abandon	abandó	N;MASC;SG	
queue	cues	queue	cua	N;FEM;SG	N;FEM;PL
ivan	ivan	ivan	iv	PROPN	
partisans	partidaris	partisan	partidari	N;MASC;PL	ADJ;MASC;PL
exécutif	executiva	exécutif	executiu	N;MASC;SG	ADJ;FEM;SG
jonathan	jonathan	jonathan	jonathan	PROPN	
jacob	jacob	jacob	jacob	PROPN	
mythologie	mythologie	mythologie	mythologie	N;FEM;SG	
belgrade	belgrad	belgrade	belgrad	PROPN	
revenu	ingrés	revenir	ingrés	V;MASC;SG;PST;V.PTCP	N;MASC;SG
revenu	ingressos	revenir	ingrés	V;MASC;SG;PST;V.PTCP	N;MASC;PL
guinée	guinea	guiné	guinea	ADJ;FEM;SG	PROPN
guinée	guinée	guiné	guinée	ADJ;FEM;SG	PROPN
gamme	interval	gamme	interval	N;FEM;SG	
dessinateur	calaix	dessinateur	calaix	N;MASC;SG	
jimmy	jimmy	jimmy	jimmy	PROPN	PROPN
arrêter	stop	arrêter	stop	V;NFIN	
rallye	rallye	rallye	rallye	N;MASC;SG	
valence	valencia	valence	valenciar	N;FEM;SG	
valence	valència	valence	valència	N;FEM;SG	
valence	valence	valence	valence	N;FEM;SG	
colspan	colspan	colspan	colspan	PROPN	
diego	diego	diego	diego	PROPN	
maladies	malaltia	maladie	malaltia	N;FEM;PL	N;FEM;SG
oiseau	oiseau	oiseau	oiseau	N;MASC;SG	
ump	ump	ump	ump	PROPN	N;MASC;SG
verte	verte	vert	verte	ADJ;FEM;SG	INTJ
verte	green	vert	grear	ADJ;FEM;SG	
verte	verd	vert	verd	ADJ;FEM;SG	
constructeur	fabricant	constructeur	fabricant	N;MASC;SG	V;V.MSDR
péninsule	península	péninsule	península	N;FEM;SG	
francesco	francesco	francesco	francesco	PROPN	
compilation	compilar	compilation	compilar	N;FEM;SG	V;NFIN
connaissances	coneguts	connaissance	conegut	N;FEM;PL	ADJ;MASC;PL;V.PTCP
connaissances	coneixement	connaissance	coneixement	N;FEM;PL	N;MASC;SG
copié	copiat	copié	copiat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
budapest	budapest	budapest	budapest	PROPN	
noble	noble	noble	noble	ADJ;MASC;SG	
inverse	reverteix	inverse	revertir	PROPN	V;IND;SG;3;PRS;FIN
souvenir	record	souvenir	record	V;NFIN	
souvenir	souvenir	souvenir	souvenir	V;NFIN	
souvenir	memòria	souvenir	memòria	V;NFIN	
ennemis	enemic	ennemi	enemic	ADJ;MASC;PL	
ennemis	enemics	ennemi	enemic	ADJ;MASC;PL	N;MASC;PL
viens	vine	venir	vine	V;IND;SG;1;PRS;FIN	
languedoc	llenguadoc	languedoc	llenguadoc	N;MASC;SG	
são	são	são	são	PROPN	PROPN
inscrits	registrat	inscrire	registrat	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
inscrits	inscrits	inscrire	inscrit	V;MASC;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
inscrits	matriculats	inscrire	matriculat	V;MASC;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
italiens	italians	italien	italià	ADJ;MASC;PL	N;MASC;PL
italiens	italià	italien	italià	ADJ;MASC;PL	ADJ;MASC;SG
commandeur	commandeur	commandeur	commandeur	N;MASC;SG	
commandeur	comandant	commandeur	comandant	N;MASC;SG	
supprimé	esborrat	supprimer	esborrar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
supprimé	eliminat	supprimer	eliminat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
supprimé	retirats	supprimer	retirat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
supprimé	eliminat	supprimer	eliminat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
douglas	douglas	dougla	douglas	PROPN	
listes	llista	liste	llista	N;FEM;PL	N;FEM;SG
lecteur	lector	lecteur	lector	N;MASC;SG	ADJ;MASC;SG
idem	ídem	idem	ídem		
remise	rebaixa	remise	rebaixar	N;FEM;SG	V;IND;SG;3;PRS;FIN
établie	establerta	établir	establert	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
christopher	cristòfor	christopher	cristòfor	N;MASC;SG	ADJ;MASC;SG
christopher	christopher	christopher	christopher	N;MASC;SG	
maintenir	mantenint	maintenir	mantenir	V;NFIN	V;V.MSDR
réduire	disminució	réduire	disminució	V;NFIN	N;FEM;SG
réduire	reductor	réduire	reductor	V;NFIN	ADJ;MASC;SG
réduire	reduint	réduire	reduir	V;NFIN	V;V.MSDR
anderson	anderson	anderson	andersor	PROPN	PROPN
christine	christine	christine	christine	N;FEM;SG	PROPN
goût	gust	goût	gust	N;MASC;SG	
morceaux	morceaux	morceau	morceaux	N;MASC;PL	
sélectionné	seleccionat	sélectionner	seleccionar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
sélectionné	seleccionats	sélectionner	seleccionat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
venus	venus	venir	vend	V;MASC;PL;PST;V.PTCP	
miller	miller	miller	miller	PROPN	
dédié	dedicat	dédier	dedicat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
dédié	dedicada	dédier	dedicat	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
exil	exil	exil	exil	N;MASC;SG	
exil	exili	exil	exili	N;MASC;SG	
terminé	acabada	terminer	acabar	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
terminé	finalitzat	terminer	finalitzar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
terminé	acabat	terminer	acabar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
terminé	completat	terminer	completar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
terminé	finalitzats	terminer	finalitzat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
cambridge	cambridge	cambridge	cambridge	N;MASC;SG	
construits	construït	construire	construït	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
construits	construit	construire	construir	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
construits	edificat	construire	edificat	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
construits	construïts	construire	construït	V;MASC;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
fixe	fix	fixe	fix	ADJ;MASC;SG	
fixe	fixes	fixe	fix	ADJ;MASC;SG	ADJ;FEM;PL
ventes	surts	vente	sort	N;FEM;PL	V;IND;SG;1;PRS;FIN
remis	rendit	remettre	rendit	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
donald	donald	donald	donald	PROPN	ADJ;SG
dure	hard	dur	hard	ADJ;FEM;SG	N;SG
dure	dur	dur	dur	ADJ;FEM;SG	
scrutin	poll	scrutin	poll	N;MASC;SG	PROPN
scrutin	papereta	scrutin	papereta	N;MASC;SG	
vins	vi	vin	vi	N;MASC;PL	
employés	empleats	employer	empleat	V;MASC;PL;PST;V.PTCP	N;MASC;PL
out	out	out	out	PROPN	
forum	forum	forum	forum	N;MASC;SG	
alimentation	menjar	alimentation	menjar	N;FEM;SG	V;NFIN
tués	matat	tuer	matar	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
vladimir	vladímir	vladimir	vladímir	PROPN	ADJ;MASC;SG
vladimir	vladimir	vladimir	vladimir	PROPN	
stadium	estadi	stadium	estadi	PROPN	N;MASC;SG
stadium	stadium	stadium	stadium	PROPN	N;MASC;SG
pseudonyme	àlies	pseudonyme	àlia	N;MASC;SG	
clé	tecla	clé	tecla	N;FEM;SG	
clé	clau	clé	clau	N;FEM;SG	
déterminer	determinar	déterminer	determinar	V;NFIN	V;NFIN
défaites	derrota	défaite	derrota	N;FEM;PL	N;FEM;SG
colline	colline	colline	colline	N;FEM;SG	
who	qui	who	qui	PROPN	PRO
who	who	who	who	PROPN	PROPN
dédiée	dedicat	dédier	dedicat	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
dédiée	dedicada	dédier	dedicat	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
gustave	gustau	gustave	gustau	N;MASC;SG	
gustave	gustav	gustave	gustav	N;MASC;SG	
longues	llarga	long	llarg	ADJ;FEM;PL	ADJ;FEM;SG
longues	llarg	long	llarg	ADJ;FEM;PL	ADJ;MASC;SG
longues	long	long	long	ADJ;FEM;PL	
régionales	regional	régional	regional	ADJ;FEM;PL	ADJ;SG
naturelles	natural	naturel	natural	ADJ;FEM;PL	ADJ;SG
technologies	tecnologia	technologie	tecnologia	N;FEM;PL	N;FEM;SG
picardie	picardie	picardie	picardie	N;FEM;SG	
porto	porto	porto	portar	N;MASC;SG	INTJ
bourbon	bourbon	bourbon	bourbon	N;MASC;SG	
bourbon	borbó	bourbon	borbó	N;MASC;SG	
franz	franz	franz	franz	PROPN	PROPN
ombre	ombres	ombre	ombra	N;FEM;SG	
ombre	ombra	ombre	ombra	N;FEM;SG	
ombre	shadow	ombre	shadow	N;FEM;SG	
ombre	ombre	ombre	ombre	N;FEM;SG	
maritimes	marítim	maritime	marítim	ADJ;MASC;PL	ADJ;MASC;SG
cousin	prima	cousin	prim	N;MASC;SG	ADJ;FEM;SG
cousin	cuz	cousin	cuz	N;MASC;SG	
équipements	equipament	équipement	equipament	N;MASC;PL	N;MASC;SG
bay	badia	bay	badia	PROPN	N;FEM;SG
colonnes	columna	colonne	columna	N;FEM;PL	
pôle	pôle	pôle	pôle	N;MASC;SG	
attribué	assignat	attribuer	assignar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
attribué	assignats	attribuer	assignat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
attribué	adjudicada	attribuer	adjudicar	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
attribué	atribuït	attribuer	atribuir	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
attribué	adjudicat	attribuer	adjudicat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
choisit	triat	choisir	triat	V;IND;SG;3;PRS;FIN	ADJ;MASC;SG;V.PTCP
stanley	stanley	stanley	stanley	PROPN	PROPN
pétersbourg	pétersbourg	pétersbourg	pétersbourg	PROPN	
pétersbourg	petersburg	pétersbourg	petersburg	PROPN	
couvre	caràtules	couvrir	caràtula	V;IND;SG;3;PRS;FIN	N;FEM;PL
couvre	fundes	couvrir	funda	V;IND;SG;3;PRS;FIN	N;FEM;PL
garçon	cambrer	garçon	cambrer	N;MASC;SG	
western	western	western	western	N;MASC;SG	
vérifier	verificació	vérifier	verificació	V;NFIN	N;FEM;SG
vérifier	comprovació	vérifier	comprovació	V;NFIN	N;FEM;SG
proposer	proposant	proposer	proposar	V;NFIN	V;V.MSDR
soldat	soldat	soldat	soldat	N;MASC;SG	
veille	standby	veille	standby	N;FEM;SG	
avons	avons	avoir	avo	V;IND;PL;1;PRS;FIN	
présentée	presentat	présenter	presentat	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
présentée	presentats	présenter	presentat	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
canadiens	canadenc	canadien	canadenc	ADJ;MASC;PL	ADJ;MASC;SG
canadiens	canadencs	canadien	canadenc	ADJ;MASC;PL	N;MASC;PL
jersey	jersey	jersey	jersey	N;MASC;SG	PROPN
commentaires	feedback	commentaire	feedback	N;MASC;PL	
fpu	fpu	fpu	fpu	N;FEM;SG	
turin	torino	turin	torino	PROPN	ADJ;MASC;SG
turin	torí	turin	torí	PROPN	
poitou	poitou	poitou	poitou	PROPN	
touche	touche	touche	touche	N;FEM;SG	
touche	tecla	touche	tecla	N;FEM;SG	
touche	clau	touche	clau	N;FEM;SG	
touche	touch	touche	touch	N;FEM;SG	
automatique	auto	automatique	auto	ADJ;MASC;SG	
compétences	habilitats	compétence	habilitat	N;FEM;PL	ADJ;FEM;PL;V.PTCP
compétences	peritatge	compétence	peritatge	N;FEM;PL	N;MASC;SG
compétences	destresa	compétence	destresa	N;FEM;PL	N;FEM;SG
compétences	habilitat	compétence	habilitat	N;FEM;PL	ADJ;FEM;SG;V.PTCP
neveu	nebot	neveu	nebot	N;MASC;SG	
neveu	neveu	neveu	neveu	N;MASC;SG	
mohamed	mohamed	mohamed	mohamed	PROPN	
hubert	hubert	hubert	hubert	N;MASC;SG	
commerciale	mercantils	commercial	mercantil	ADJ;FEM;SG	ADJ;PL
commerciale	comercials	commercial	comercial	ADJ;FEM;SG	ADJ;PL
cinquante	cinquanta	cinquante	cinquanta	NUM	
souverain	governant	souverain	governar	N;MASC;SG	V;V.MSDR
souverain	sobirana	souverain	sobirana	N;MASC;SG	ADJ;FEM;SG
associés	associat	associer	associat	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
associés	associats	associer	associat	V;MASC;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
