から	din	から	din	CONJ	ADP;ACC
セントラル	central	セントラル	central	PROPN	ADJ;INDF;MASC;SG
勉強	studii	勉強	studiu	V	N;INDF;FEM;PL
勉強	studiul	勉強	studiu	V	N;DEF;MASC;SG
勉強	studiu	勉強	studiu	V	N;INDF;MASC;SG
星野	hoshino	星野	hoshino	PROPN	
奇跡	miraculos	奇跡	miraculos	N	ADJ;INDF;MASC;SG
奇跡	miraculoase	奇跡	miraculos	N	ADJ;INDF;FEM;PL
奇跡	miraculoasa	奇跡	miraculosa	N	ADJ;DEF;FEM;SG
奇跡	minune	奇跡	minune	N	
ストーン	stone	ストーン	stonă	N	PROPN
受信	primite	受信	primit	V	ADJ;INDF;FEM;PL
受信	primita	受信	primita	V	ADJ;DEF;FEM;SG
受信	primirea	受信	primire	V	N;DEF;FEM;SG
農林	forestiere	農林	forestiere	N	ADJ;INDF;FEM;PL
オプション	optional	オプション	optional	N	ADV
佐世保	sasebo	佐世保	sasebo	PROPN	
依存	dependenta	依存	dependenta	V	N;DEF;FEM;SG
依存	dependente	依存	dependent	V	ADJ;INDF;FEM;PL
依存	dependenta	依存	dependenta	V	N;DEF;FEM;SG
依存	dependenta	依存	dependenta	V	N;DEF;FEM;SG
依存	dependente	依存	dependent	V	ADJ;INDF;FEM;PL
荒川	arakawa	荒川	arakawa	PROPN	PROPN
ミラー	miller	ミラー	miller	N	PROPN
モノ	mono	モノ	monă	N	
打ち上げ	lansare	打ち上げる	lansare	V	N;INDF;FEM;SG
打ち上げ	lansarea	打ち上げる	lansare	V	N;DEF;FEM;SG
撤去	indepartare	撤去	indepartare	V	N;INDF;FEM;SG
撤去	indepartarea	撤去	indepartare	V	N;DEF;FEM;SG
それ	atunci	それ	atunci	PRO	ADV
それ	apoi	それ	apoi	PRO	ADV
支社	branch	支社	branch	N	PROPN
オスマン	osman	オスマン	osman	PROPN	PROPN
省略	omisiune	省略	omisiune	V	N;INDF;FEM;SG
島津	shimazu	島津	shimazuc	PROPN	
犠牲	sacrificiu	犠牲	sacrificiu	V	N;INDF;MASC;SG
犠牲	jertfa	犠牲	jertfa	V	N;DEF;FEM;SG
犠牲	sacrificii	犠牲	sacrificiu	V	N;INDF;FEM;PL
犠牲	sacrificiul	犠牲	sacrificiu	V	N;DEF;MASC;SG
飯田	iida	飯田	iidă	PROPN	
移植	transplantul	移植	transplant	V	N;DEF;MASC;SG
移植	transplant	移植	transplant	V	N;INDF;MASC;SG
四郎	shiro	四郎	shiro	PROPN	
ショット	impuscat	ショット	impusca	N	ADJ;INDF;MASC;SG
ショット	impuscat	ショット	impusca	N	ADJ;INDF;MASC;SG
黄色	galben	黄色	galben	N	ADV
黄色	galbena	黄色	galbena	N	ADJ;DEF;FEM;SG
山城	yamashiro	山城	yamashiro	PROPN	PROPN
ヴィルヘルム	wilhelm	ヴィルヘルム	wilhelm	PROPN	PROPN
川上	kawakami	川上	kawakam	PROPN	PROPN
若者	tinerete	若者	tânera	N	
ラヴ	iubire	ラヴ	iubire	PROPN	N;INDF;FEM;SG
ラヴ	iubesc	ラヴ	iubi	PROPN	V;IND;PL;3;PRS;FIN
ラヴ	iubirea	ラヴ	iubire	PROPN	N;DEF;FEM;SG
ラヴ	dragoste	ラヴ	dragoste	PROPN	N;INDF;MASC
ラヴ	dragostea	ラヴ	dragoste	PROPN	N;DEF;FEM;SG
入場	admiterea	入場	admitere	V	N;DEF;FEM;SG
入場	internare	入場	internare	V	N;INDF;FEM;SG
入場	admitere	入場	admitere	V	N;INDF;FEM;SG
生きる	traiasca	生きる	traiască	V	N;DEF;FEM;SG
生きる	live	生きる	livă	V	
力士	rikishi	力士	rikishi	N	
ヤマト	yamato	ヤマト	yamato	PROPN	PROPN
二	dubla	二	dublu	NUM	ADJ;DEF;FEM;SG
二	dubla	二	dublu	NUM	ADJ;DEF;FEM;SG
二	dublu	二	dublu	NUM	ADJ;INDF;MASC;SG
二	duble	二	dublu	NUM	N;INDF;FEM;PL
全般	generale	全般	general	N	ADJ;INDF;FEM;PL
全般	general	全般	general	N	ADJ;INDF;MASC;SG
チェス	sah	チェス	sah	N	
チェス	sah	チェス	sah	N	
チェス	sah	チェス	sah	N	
ナポレオン	napoleon	ナポレオン	napoleon	PROPN	N;INDF;MASC;SG
正解	corecteaza	正解	corectează		V;IND;SG;3;IPFV;FIN
正解	corecta	正解	corecta		ADJ;DEF;FEM;SG
正解	corecta	正解	corecta		ADJ;DEF;FEM;SG
正解	corect	正解	corect		ADV
めい	nepoata	めく	nepoată	V	N;DEF;FEM;SG
めい	nepoata	めく	nepoată	V	N;DEF;FEM;SG
軍隊	militar	軍隊	militar	N	ADJ;INDF;MASC;SG
軍隊	armate	軍隊	armat	N	ADJ;INDF;FEM;PL
みなみ	minami	みなむ	minam	N	
無効	dezactivata	無効	dezactivat	ADJ	N;DEF;FEM;SG
無効	dezactiva	無効	dezactiva	ADJ	V;IND;SG;3;IPFV;FIN
無効	dezactiveaza	無効	dezactivează	ADJ	V;IND;SG;3;IPFV;FIN
無効	incorect	無効	incorect	ADJ	ADV
薩摩	satsuma	薩摩	satsuma	PROPN	
前者	fosta	前者	fost	N	ADJ;DEF;FEM;SG
シドニー	sidney	シドニー	sidney	PROPN	PROPN
シドニー	sydney	シドニー	sydney	PROPN	PROPN
医薬品	farmaceutice	医薬品	farmaceutic	N	ADJ;INDF;FEM;PL
双子	gemeni	双子	gemen	N	
大津	otsu	大津	otsu	PROPN	
パーツ	parti	パーツ	parti	N	
パーツ	parti	パーツ	parti	N	
損傷	daune	損傷	daună	V	N;INDF;FEM;PL
損傷	pagube	損傷	pagubă	V	N;INDF;FEM;PL
損傷	avarii	損傷	avarie	V	N;INDF;FEM;PL
損傷	stricaciuni	損傷	stricaciune	V	N;INDF;FEM;PL
グッド	bine	グッド	bine	N	ADV
グッド	buna	グッド	bun	N	ADJ;DEF;FEM;SG
グッド	bun	グッド	bun	N	ADJ;INDF;MASC;SG
バルセロナ	barcelona	バルセロナ	barcelonă	PROPN	N;DEF;FEM;PL
リスナー	ascultator	リスナー	ascultator	N	ADJ;INDF;MASC;SG
リスナー	ascultatori	リスナー	ascultator	N	ADJ;INDF;MASC;PL
ブルガリア	bulgar	ブルガリア	bulgar	PROPN	ADJ;INDF;MASC;SG
ブルガリア	bulgari	ブルガリア	bulgar	PROPN	ADJ;INDF;MASC;PL
ブルガリア	bulgara	ブルガリア	bulgara	PROPN	N;DEF;FEM;SG
ブルガリア	bulgaria	ブルガリア	bulgarie	PROPN	PROPN
アンナ	anna	アンナ	anna	PROPN	PROPN
厳しい	greu	厳しい	greu	ADJ	ADV
厳しい	dura	厳しい	dura	ADJ	V;IND;SG;3;IPFV;FIN
厳しい	aspru	厳しい	aspru	ADJ	ADV
ミル	mill	ミル	mill	PROPN	N;INDF;MASC;SG
ミル	moara	ミル	moară	PROPN	N;DEF;FEM;SG
ミル	moara	ミル	moară	PROPN	N;DEF;FEM;SG
プロイセン	prusiei	プロイセン	prusie	N	PROPN;DEF;FEM;SG
ペット	pet	ペット	pet	N	
エンド	sfarsit	エンド	sfarsi	N	
エンド	sfarsit	エンド	sfarsi	N	
フラ	fra	フラ	fră	PROPN	
フラ	hula	フラ	hula	PROPN	
ピエール	pierre	ピエール	pierre	PROPN	PROPN
亡命	exil	亡命	exil	V	N;INDF;MASC;SG
亡命	exilul	亡命	exil	V	N;DEF;MASC;SG
不適切	abuziv	不適切	abuziv	ADJ	ADV
限界	limiteaza	限界	limitează	N	V;IND;SG;3;IPFV;FIN
チベット	tibet	チベット	tibet	PROPN	N;INDF;MASC;SG
朝倉	asakura	朝倉	asakura	PROPN	N;DEF;FEM;SG
アーケード	arcade	アーケード	arcade	PROPN	N;INDF;FEM;PL
毎月	lunare	毎月	lunar	N	ADJ;INDF;FEM;PL
毎月	lunar	毎月	lunar	N	ADJ;INDF;MASC;SG
ルーマニア	romania	ルーマニア	romanie	PROPN	N;DEF;FEM;SG
ルーマニア	romania	ルーマニア	romanie	PROPN	N;DEF;FEM;SG
急速	urgenta	急速	urgent	ADJ	N;DEF;FEM;SG
急速	urgenta	急速	urgent	ADJ	N;DEF;FEM;SG
ウィリアムズ	williams	ウィリアムズ	williams	PROPN	PROPN
倉敷	kurashiki	倉敷	kurashiki	PROPN	N;INDF;MASC;SG
別れ	adio	別れ	adio	V	
大山	oyama	大山	oyamă	PROPN	PROPN
努力	eforturi	努力	efort	V	N;INDF;FEM;PL
努力	eforturile	努力	efort	V	N;DEF;FEM;PL
努力	efort	努力	efort	V	N;INDF;MASC;SG
努力	efortul	努力	efort	V	N;DEF;MASC;SG
再会	reunite	再会	reuni	V	ADJ;INDF;FEM;PL
再会	reunit	再会	reuni	V	ADJ;INDF;MASC;SG
再会	reuniunea	再会	reuniune	V	N;DEF;FEM;SG
再会	reuniune	再会	reuniune	V	N;INDF;FEM;SG
出雲	izumo	出雲	izumo	PROPN	
ライナー	rainer	ライナー	rainer	N	PROPN
怒り	furia	怒り	furie	V	N;DEF;FEM;SG
怒り	mania	怒り	manie	V	N;DEF;FEM;SG
怒り	furie	怒り	furie	V	N;INDF;FEM;SG
怒り	manie	怒り	manie	V	N;INDF;FEM;SG
怒り	suparat	怒り	supara	V	ADJ;INDF;MASC;SG
怒り	furioasa	怒り	furios	V	ADJ;DEF;FEM;SG
怒り	suparata	怒り	suparata	V	N;DEF;FEM;SG
怒り	furios	怒り	furios	V	ADJ;INDF;MASC;SG
怒り	suparat	怒り	supara	V	ADJ;INDF;MASC;SG
ブー	bau	ブー	baue	PROPN	
ブー	boo	ブー	boo	PROPN	N;INDF;MASC;SG
トレード	comertul	トレード	comert	V	N;DEF;MASC;SG
トレード	comert	トレード	comert	V	N;INDF;MASC;SG
神田	kanda	神田	kanda	PROPN	
外観	uite	外観	uita	N	
近衛	konoe	近衛	konoe	PROPN	
エイト	opt	エイト	opt	PROPN	NUM;PL
エイト	eight	エイト	eight	PROPN	N;INDF;MASC;SG
奨励	incurajari	奨励	incurajar	V	N;INDF;MASC;PL
奨励	incurajare	奨励	incurajare	V	N;INDF;FEM;SG
奨励	incurajarea	奨励	incurajare	V	N;DEF;FEM;SG
セラ	sera	セラ	sera	PROPN	N;DEF;FEM;SG
シャルル	charles	シャルル	charles	PROPN	PROPN
救助	salvare	救助	salvare	V	N;INDF;FEM;SG
やす	usurinta	やす	usurint	PROPN	N;DEF;FEM;SG
ジョージア	georgia	ジョージア	georgie	PROPN	PROPN
水曜日	miercuri	水曜日	miercuri	N	
グレイ	gray	グレイ	gray	PROPN	PROPN
グレイ	gri	グレイ	gri	PROPN	
グレイ	grey	グレイ	grey	PROPN	PROPN
グレイ	gri	グレイ	gri	PROPN	
チェンジ	schimba	チェンジ	schimba	N	V;IND;SG;3;IPFV;FIN
チェンジ	schimba	チェンジ	schimba	N	V;IND;SG;3;IPFV;FIN
デル	del	デル	del	PROPN	N;INDF;MASC;SG
デル	dell	デル	dell	PROPN	N;INDF;MASC;SG
働く	lucrand	働く	lucrand	V	N;INDF;MASC;SG
木下	kinoshita	木下	kinoshita	PROPN	N;DEF;FEM;SG
ディン	dinh	ディン	dinh	PROPN	N;INDF;MASC;SG
火曜日	marti	火曜日	marti	N	
火曜日	marti	火曜日	marti	N	
アルバ	alba	アルバ	alb	PROPN	N;DEF;FEM;SG
アルバ	aruba	アルバ	aruba	PROPN	PROPN
加賀	kaga	加賀	kaga	PROPN	N;DEF;FEM;SG
ゲイ	homosexual	ゲイ	homosexual	N	ADJ;INDF;MASC;SG
森林	forest	森林	forest	N	PROPN
グレート	mare	グレート	mare	PROPN	ADJ;INDF;MASC;SG
本土	continentala	本土	continental	N	ADJ;DEF;FEM;SG
混合	amestecate	混合	amestecat	N	ADJ;INDF;FEM;PL
混合	amestecat	混合	amesteca	N	ADJ;INDF;MASC;SG
混合	mixt	混合	mixt	N	ADJ;INDF;MASC;SG
混合	mixta	混合	mixta	N	ADJ;DEF;FEM;SG
告白	confesiuni	告白	confesiune	V	N;INDF;FEM;PL
所持	posesie	所持	posesie	V	N;INDF;FEM;SG
所持	posesia	所持	posesie	V	N;DEF;FEM;SG
山陽	sanyo	山陽	sanyo	PROPN	N;INDF;MASC;SG
不能	imposibilitate	不能	imposibilitate	ADJ	N;INDF;FEM;SG
不能	imposibilitatea	不能	imposibilitate	ADJ	N;DEF;FEM;SG
ブーム	bum	ブーム	bum	N	
マドリード	madrid	マドリード	madrid	PROPN	N;INDF;MASC;SG
出土	dezgropat	出土	dezgropa	V	ADJ;INDF;MASC;SG
和泉	izumi	和泉	izumi	PROPN	
後ろ	inapoi	後ろ	inapoi	N	
後ろ	inapoi	後ろ	inapoi	N	
後ろ	back	後ろ	back	N	
パーティー	parti	パーティー	parti	N	
修行	antrenamente	修行	antrenament	V	N;INDF;FEM;PL
修行	antrenament	修行	antrenament	V	N;INDF;MASC;SG
修行	pregatire	修行	pregatire	V	N;INDF;FEM;SG
修行	formare	修行	formare	V	N;INDF;FEM;SG
ミュンヘン	münchen	ミュンヘン	münchen	PROPN	PROPN
ミュンヘン	munchen	ミュンヘン	munchen	PROPN	PROPN
ニック	nick	ニック	nick	PROPN	PROPN
丸山	maruyama	丸山	maruyama	PROPN	
ブラッド	blood	ブラッド	blood	PROPN	N;INDF;MASC;SG
ブラッド	sangele	ブラッド	sange	PROPN	N;DEF;MASC;SG
ブラッド	sange	ブラッド	sange	PROPN	
ブラッド	sange	ブラッド	sange	PROPN	
ブラッド	brad	ブラッド	brad	PROPN	N;INDF;MASC;SG
動員	mobilizat	動員	mobiliza	V	ADJ;INDF;MASC;SG
動員	mobilizare	動員	mobilizare	V	N;INDF;FEM;SG
動員	mobilizarea	動員	mobilizare	V	N;DEF;FEM;SG
繁殖	reproductie	繁殖	reproductie	V	N;INDF;FEM;SG
繁殖	reproducere	繁殖	reproducere	V	N;INDF;FEM;SG
十二	twelve	十二	twelve	NUM	PROPN
十二	douasprezece	十二	doisprezece	NUM	
ターン	intoarce	ターン	intoarce	N	V;IND;SG;3;PRS;FIN
ショウ	shaw	ショウ	shaw	PROPN	PROPN
ブライアン	brian	ブライアン	brian	PROPN	PROPN
牧野	makino	牧野	makino	PROPN	
ダニエル	daniel	ダニエル	daniel	PROPN	PROPN
詰め	umplutura	詰める	umplutură	V	N;DEF;FEM;SG
詰め	umplutura	詰める	umplutură	V	N;DEF;FEM;SG
土佐	tosa	土佐	tosa	PROPN	N;DEF;FEM;SG
クロアチア	croatia	クロアチア	croatie	PROPN	PROPN
クロアチア	croatia	クロアチア	croatie	PROPN	PROPN
クロアチア	croatia	クロアチア	croatie	PROPN	PROPN
ソナタ	sonate	ソナタ	sona	PROPN	N;INDF;FEM;PL
ソナタ	sonata	ソナタ	sonată	PROPN	N;DEF;FEM;SG
下関	shimonoseki	下関	shimonosek	PROPN	
表彰	premii	表彰	premiu	V	N;INDF;FEM;PL
表彰	premiile	表彰	premiu	V	N;DEF;FEM;PL
表彰	premiu	表彰	premiu	V	N;INDF;MASC;SG
表彰	premiul	表彰	premiu	V	N;DEF;MASC;SG
陽子	proton	陽子	proton	PROPN	N;INDF;MASC;SG
出産	nasterea	出産	nastere	V	N;DEF;FEM;SG
ラテン語	latine	ラテン語	latin	N	ADJ;INDF;FEM;PL
アントニオ	antónio	アントニオ	antónio	PROPN	PROPN
アントニオ	antonio	アントニオ	antonio	PROPN	PROPN
アーカイブ	arhivate	アーカイブ	arhiva	N	ADJ;INDF;FEM;PL
衝撃	socat	衝撃	soca	N	ADJ;INDF;MASC;SG
手続き	procedurile	手続き	procedură	V	N;DEF;FEM;PL
手続き	proceduri	手続き	procedură	V	N;INDF;FEM;PL
手続き	procedura	手続き	procedură	V	N;DEF;FEM;SG
手続き	procedura	手続き	procedură	V	N;DEF;FEM;SG
カロライナ	carolina	カロライナ	carolina	PROPN	N;DEF;FEM;SG
諏訪	suwa	諏訪	suwa	PROPN	PROPN
瞬間	instantaneu	瞬間	instantaneu	N	ADV
瞬間	instant	瞬間	instant	N	
中断	intrerupere	中断	intrerupere	V	N;INDF;FEM;SG
中断	suspendata	中断	suspendat	V	ADJ;DEF;FEM;SG
中断	suspendat	中断	suspendat	V	ADJ;INDF;MASC;SG
中断	suspendate	中断	suspenda	V	ADJ;INDF;FEM;PL
ホンダ	honda	ホンダ	hondă	PROPN	PROPN
招待	invitatii	招待	invitate	V	N;INDF;FEM;PL
招待	invitatie	招待	invitatie	V	N;INDF;FEM;SG
招待	invitatie	招待	invitatie	V	N;INDF;FEM;SG
招待	invitatie	招待	invitatie	V	N;INDF;FEM;SG
招待	invitatii	招待	invitate	V	N;INDF;FEM;PL
エクスプレス	exprim	エクスプレス	exprima	N	V;IND;SG;1;PRS;FIN
エクスプレス	expres	エクスプレス	expres	N	ADV
エクスプレス	exprima	エクスプレス	exprima	N	V;IND;SG;3;IPFV;FIN
エクスプレス	exprima	エクスプレス	exprima	N	V;IND;SG;3;IPFV;FIN
スタンド	stand	スタンド	sta	N	
田辺	tanabe	田辺	tanab	PROPN	
怪我	accidentat	怪我	accidentat	V	ADJ;INDF;MASC;SG
怪我	ranit	怪我	ranit	V	ADJ;INDF;MASC;SG
怪我	accidentare	怪我	accidentare	V	N;INDF;FEM;SG
怪我	prejudiciu	怪我	prejudiciu	V	N;INDF;MASC;SG
怪我	vatamare	怪我	vatamare	V	N;INDF;FEM;SG
怪我	leziuni	怪我	leziune	V	N;INDF;FEM;PL
怪我	rani	怪我	rană	V	
松尾	matsuo	松尾	matsuo	PROPN	
プレゼント	prezinta	プレゼント	prezent	N	V;IND;SG;3;IPFV;FIN
プレゼント	prezente	プレゼント	prezent	N	V;IND;PL;3;PRS;FIN
プレゼント	prezenta	プレゼント	prezent	N	ADJ;DEF;FEM;SG
上流	amonte	上流	amonte	N	
スロバキア	slovaca	スロバキア	slovacă	PROPN	N;DEF;FEM;SG
スロバキア	slovacia	スロバキア	slovacie	PROPN	PROPN
スロバキア	slovacia	スロバキア	slovacie	PROPN	PROPN
グラフ	grafic	グラフ	grafic	N	ADV
グラフ	grafice	グラフ	grafic	N	ADJ;INDF;FEM;PL
縮小	psihiatru	縮小	psihiatru	V	N;INDF;MASC;SG
健一	kenichi	健一	kenichi	PROPN	
回収	recuperarea	回収	recuperare	V	N;DEF;FEM;SG
回収	redresare	回収	redresare	V	N;INDF;FEM;SG
回収	redresarea	回収	redresare	V	N;DEF;FEM;SG
回収	recuperare	回収	recuperare	V	N;INDF;FEM;SG
認証	verifica	認証	verifica	N	V;IND;SG;3;IPFV;FIN
認証	autentificat	認証	autentifica	N	ADJ;INDF;MASC;SG
妨害	bruiaj	妨害	bruiaj	V	N;INDF;MASC;SG
復讐	razbunarea	復讐	razbunare	V	N;DEF;FEM;SG
復讐	razbunare	復讐	razbunare	V	N;INDF;FEM;SG
復讐	razbunare	復讐	razbunare	V	N;INDF;FEM;SG
復讐	razbunarea	復讐	razbunare	V	N;DEF;FEM;SG
復讐	razbunare	復讐	razbunare	V	N;INDF;FEM;SG
復讐	razbunare	復讐	razbunare	V	N;INDF;FEM;SG
講義	prelegere	講義	prelegere	V	N;INDF;FEM;SG
講義	prelegeri	講義	prelegere	V	N;INDF;FEM;PL
ボブ	bob	ボブ	bob	PROPN	
絶滅	disparute	絶滅	disparut	V	ADJ;INDF;FEM;PL
チャンス	sanse	チャンス	sansă	N	
チャンス	sanse	チャンス	sansă	N	
マーティン	martin	マーティン	martin	PROPN	PROPN
制服	uniform	制服	uniform	N	ADV
リアル	rial	リアル	rial	ADJ	
アーサー	arthur	アーサー	arthur	PROPN	PROPN
アーサー	artur	アーサー	artur	PROPN	PROPN
学位	diploma	学位	diploma	V	N;DEF;FEM;SG
学位	grad	学位	grad	V	N;INDF;MASC;SG
学位	gradul	学位	grad	V	N;DEF;MASC;SG
学位	diploma	学位	diploma	V	N;DEF;FEM;SG
カム	cam	カム	cam	N	ADV
ラッシュ	luxuriante	ラッシュ	luxureant	N	ADJ;INDF;FEM;PL
コントロール	control	コントロール	control	V	N;INDF;MASC;SG
コントロール	controlul	コントロール	control	V	N;DEF;MASC;SG
コントロール	controalele	コントロール	control	V	N;DEF;FEM;PL
コントロール	controale	コントロール	control	V	N;INDF;FEM;PL
アルト	alto	アルト	alt	PROPN	PROPN
メイド	servitoare	メイド	servitor	N	ADJ;INDF;FEM
メイド	menajere	メイド	menajer	N	ADJ;INDF;FEM;PL
メイド	servitoare	メイド	servitor	N	ADJ;INDF;FEM
山中	yamanaka	山中	yamanaka	PROPN	PROPN
ナン	nan	ナン	nan	N	
那覇	naha	那覇	nahă	PROPN	
ブリッジ	bridge	ブリッジ	bridge	N	
思い出	amintiri	思い出	amintire	V	N;INDF;FEM;PL
思い出	amintirile	思い出	amintire	V	N;DEF;FEM;PL
キューバ	cubaneze	キューバ	cubana	PROPN	ADJ;INDF;FEM;PL
キューバ	cubanez	キューバ	cubanez	PROPN	ADJ;INDF;MASC;SG
キューバ	cubaneza	キューバ	cubaneză	PROPN	N;DEF;FEM;SG
キューバ	cuba	キューバ	cubă	PROPN	PROPN
予約	rezervari	予約	rezervar	V	N;INDF;FEM;PL
予約	programare	予約	programare	V	N;INDF;FEM;SG
予約	numire	予約	numire	V	N;INDF;FEM;SG
予約	numirea	予約	numire	V	N;DEF;FEM;SG
予約	rezervare	予約	rezervare	V	N;INDF;FEM;SG
予約	rezervarea	予約	rezervare	V	N;DEF;FEM;SG
予約	rezervare	予約	rezervare	V	N;INDF;FEM;SG
予約	rezervarea	予約	rezervare	V	N;DEF;FEM;SG
バーン	barn	バーン	barn	N	
ふじ	fuji	ふじる	fujă	PROPN	N;INDF;MASC;SG
工藤	kudo	工藤	kudo	PROPN	
熊野	kumano	熊野	kumano	PROPN	N;INDF;MASC;SG
スピン	invarte	スピン	invartă	N	V;IND;SG;3;PRS;FIN
カラ	kara	カラ	kară	PROPN	PROPN
アキ	aki	アキ	aki	PROPN	PROPN
ライオンズ	lei	ライオンズ	leu	PROPN	N;INDF;MASC;PL
ライオンズ	leii	ライオンズ	leu	PROPN	N;DEF;MASC;PL
入院	spitalizare	入院	spitalizare	V	N;INDF;FEM;SG
つくば	tsukuba	つくば	tsukuba	PROPN	
ヒトラー	hitler	ヒトラー	hitler	PROPN	PROPN
フィラデルフィア	philly	フィラデルフィア	philly	PROPN	
フィラデルフィア	philadelphia	フィラデルフィア	philadelphie	PROPN	PROPN
走り	fugi	走る	fugi	V	
忍者	ninja	忍者	ninjă	N	
忍者	ninja	忍者	ninjă	N	
海峡	straits	海峡	straits	N	PROPN
氏名	name	氏名	name	N	
永井	nagai	永井	naga	PROPN	
ワイ	wye	ワイ	wye	PROPN	PROPN
ワイ	wai	ワイ	wai	PROPN	N;INDF;MASC;SG
バッハ	bach	バッハ	bach	PROPN	PROPN
立花	tachibana	立花	tachibană	PROPN	N;DEF;FEM;SG
マサチューセッツ	massachusetts	マサチューセッツ	massachusetts	PROPN	N;INDF;MASC;SG
浅野	asano	浅野	asano	PROPN	
ハリー	harry	ハリー	harry	PROPN	PROPN
要件	cerinte	要件	cerint	N	
要件	cerinte	要件	cerint	N	
ビーチ	plaja	ビーチ	plajă	PROPN	N;DEF;FEM;SG
ビーチ	plaja	ビーチ	plajă	PROPN	N;DEF;FEM;SG
ビーチ	beach	ビーチ	beach	PROPN	N;INDF;MASC;SG
ビーチ	plajele	ビーチ	plajă	PROPN	N;DEF;FEM;PL
ビーチ	plaje	ビーチ	plaj	PROPN	N;INDF;FEM;PL
めぐみ	megumi	めぐみ	megumi	PROPN	
カルロス	carlos	カルロス	carlos	PROPN	PROPN
秋山	akiyama	秋山	akiyama	PROPN	N;INDF;MASC;SG
充実	indeplinirea	充実	indeplinire	V	N;DEF;FEM;SG
ゴジラ	godzilla	ゴジラ	godzilla	PROPN	N;DEF;FEM;SG
箱根	hakone	箱根	hakonă	PROPN	N;INDF;MASC;SG
伊豆	izu	伊豆	izu	PROPN	PROPN
リカ	rika	リカ	rika	PROPN	N;DEF;FEM;SG
改組	reorganizat	改組	reorganiza	V	ADJ;INDF;MASC;SG
哲也	tetsuya	哲也	tetsuya	PROPN	
着陸	debarcarile	着陸	debarcare	V	N;DEF;FEM;PL
着陸	debarcarea	着陸	debarcare	V	N;DEF;FEM;SG
着陸	aterizarea	着陸	aterizare	V	N;DEF;FEM;SG
着陸	debarcare	着陸	debarcare	V	N;INDF;FEM;SG
着陸	aterizare	着陸	aterizare	V	N;INDF;FEM;SG
河野	kono	河野	kono	PROPN	
キース	keith	キース	keith	PROPN	PROPN
説得	convingere	説得	convingere	V	N;INDF;FEM;SG
説得	convingatoare	説得	convingator	V	ADJ;INDF;FEM
説得	convingator	説得	convingator	V	ADJ;INDF;MASC;SG
法政	hosei	法政	hosei	PROPN	N;DEF;FEM;SG
独占	exclusive	独占	exclusiv	V	ADJ;INDF;FEM;PL
独占	exclusiva	独占	exclusiva	V	ADJ;DEF;FEM;SG
独占	exclusivitate	独占	exclusivitate	V	N;INDF;FEM;SG
独占	exclusiv	独占	exclusiv	V	ADV
独占	monopolul	独占	monopol	V	N;DEF;MASC;SG
独占	monopol	独占	monopol	V	N;INDF;MASC;SG
独占	monopoly	独占	monopoly	V	N;INDF;MASC;SG
ベリー	boabe	ベリー	boabă	PROPN	N;INDF;FEM;PL
ベリー	berry	ベリー	berry	PROPN	N;INDF;MASC;SG
岡村	okamura	岡村	okamura	PROPN	N;DEF;FEM;SG
認知	cognitive	認知	cognitiv	V	ADJ;INDF;FEM;PL
エリ	eli	エリ	eli	PROPN	PROPN
中田	nakata	中田	nakata	PROPN	N;DEF;FEM;SG
チャンピオンズ	campionii	チャンピオンズ	campion	PROPN	N;DEF;MASC;PL
チャンピオンズ	campioni	チャンピオンズ	campion	PROPN	N;INDF;MASC;PL
チャンピオンズ	campionilor	チャンピオンズ	campion	PROPN	N;DEF;MASC;PL
ドクター	doctore	ドクター	doctore	N	
あゆみ	ayumi	あゆみ	ayumi	N	
マレーシア	malaezia	マレーシア	malaezie	PROPN	PROPN
マレーシア	malaysia	マレーシア	malaysie	PROPN	PROPN
マレーシア	malaiezian	マレーシア	malaiezian	PROPN	ADJ;INDF;MASC;SG
マジ	seriozitate	マジ	seriozitate		N;INDF;FEM;SG
マジ	serios	マジ	serios		ADV
考え	mentalitate	考える	mentalitate	V	N;INDF;FEM;SG
告知	anuntul	告知	anunt	V	N;DEF;MASC;SG
告知	anunt	告知	anunt	V	N;INDF;MASC;SG
告知	anunt	告知	anunt	V	N;INDF;MASC;SG
告知	anuntul	告知	anunt	V	N;DEF;MASC;SG
告知	notificare	告知	notificare	V	N;INDF;FEM;SG
符号	cod	符号	cod	N	
古川	furukawa	古川	furukawa	PROPN	N;DEF;FEM;SG
無限	infinit	無限	infinit		ADV
当局	autoritati	当局	autoritati	N	
バイオ	bio	バイオ	bio	N	
付与	acordate	付与	acordat	V	ADJ;INDF;FEM;PL
付与	acordata	付与	acordat	V	N;DEF;FEM;SG
付与	acordat	付与	acordat	V	ADJ;INDF;MASC;SG
付与	acordare	付与	acordare	V	N;INDF;FEM;SG
付与	acordarea	付与	acordare	V	N;DEF;FEM;SG
付与	subventie	付与	subventie	V	N;INDF;FEM;SG
付与	grant	付与	grant	V	N;INDF;MASC;SG
エリック	erik	エリック	erik	PROPN	PROPN
ハーフ	jumatate	ハーフ	jumata	N	
ハーフ	jumate	ハーフ	juma	N	
ハーフ	jumatate	ハーフ	jumata	N	
村田	murata	村田	murată	PROPN	N;DEF;FEM;SG
ジェン	jen	ジェン	jen	PROPN	PROPN
ネオ	neo	ネオ	neo	PROPN	N;INDF;MASC;SG
幸せ	fericirea	幸せ	fericire	ADJ	N;DEF;FEM;SG
幸せ	fericire	幸せ	fericire	ADJ	N;INDF;FEM;SG
