van	from	van	from	ADP	
aangeboden	przedstawiona	aanbieden	przedstawić	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
aangeboden	przedstawiony	aanbieden	przedstawić	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
aangeboden	prezentowane	aanbieden	prezentować	V;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
aangeboden	przedstawione	aanbieden	przedstawić	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
living	żyjący	living	żyć	N;MASC+FEM;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
living	żywe	living	żywy	N;MASC+FEM;SG	
snelle	szybko	snel	szybko	ADJ	ADV
snelle	speedy	snel	speed	ADJ	
snelle	rapid	snel	rapid	ADJ	
snelle	szybko	snel	szybko	ADJ	ADV
geheim	sekret	geheim	sekret	ADJ	N;NOM;MASC;SG
geheim	secret	geheim	secret	ADJ	
geheim	tajne	geheim	tajny	ADJ	
geheim	tajemnica	geheim	tajemnica	ADJ	N;NOM;FEM;SG
geheim	tajne	geheim	tajny	ADJ	
geheim	tajna	geheim	tajny	ADJ	N;NOM;FEM;SG
philippe	philippe	philippe	philippa	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
philippe	filip	philippe	filip	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
wiskundige	matematyk	wiskundig	matematyk	ADJ	N;NOM;MASC;SG
wiskundige	matematyka	wiskundig	matematyka	ADJ	N;NOM;FEM;SG
afgebeeld	przedstawiony	afbeelden	przedstawić	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
advies	porady	advies	porada	N;NEUT;SG	N;ACC;FEM;PL
advies	doradza	advies	doradzać	N;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
lezer	czytelnicy	lezer	czytelnik	N;MASC+FEM;SG	N;NOM;MASC;PL
lezer	czytniki	lezer	czytnik	N;MASC+FEM;SG	N;ACC;MASC;PL
lezer	czytelników	lezer	czytelnik	N;MASC+FEM;SG	N;ACC;MASC;PL
lezer	reader	lezer	reader	N;MASC+FEM;SG	
back	back	back	back	N;MASC+FEM;SG	
back	wstecz	back	wstecz	N;MASC+FEM;SG	
back	powrót	back	powrót	N;MASC+FEM;SG	
für	für	für	fra	N;MASC+FEM;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
verwacht	oczekiwane	verwachten	oczekiwać	V;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
verwacht	spodziewane	verwachten	spodziewać	V;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
verwacht	oczekiwany	verwachten	oczekiwać	V;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
arena	arena	arena	arena	N;MASC+FEM;SG	
negentiende	xix	negentien	xix	ADJ	
bates	bates	bate	bates	N;PL	
drums	beczki	drum	beczka	N;MASC+FEM;SG	N;ACC;FEM;PL
drums	bębny	drum	bębny	N;MASC+FEM;SG	N;NOM;MASC;PL
honderden	setki	honderd	setka	NUM	
anderson	anderson	anderson	anderson	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
anderson	andersona	anderson	andersić	N;MASC+FEM;SG	
rivieren	rzek	rivier	rzeka	N;PL	
rivieren	rzeki	rivier	rzeka	N;PL	
rivieren	rivers	rivier	rivers	N;PL	V;IPFV;IND;SG;2;PRS;FIN;ACT
oostelijk	wschód	oostelijk	wschód	ADJ	N;NOM;MASC;SG
dick	dick	dick	dick	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
hersteld	naprawione	herstellen	naprawić	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
hersteld	naprawiony	herstellen	naprawić	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
hersteld	odzyskane	herstellen	odzyskać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
hersteld	przywrócone	herstellen	przywrócić	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
hersteld	przywrócony	herstellen	przywrócić	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
hersteld	przywrócona	herstellen	przywrócić	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
onmiddellijk	natychmiast	onmiddellijk	natychmiast	ADJ	ADV
onmiddellijk	natychmiast	onmiddellijk	natychmiast	ADJ	ADV
games	gier	game	gier	N;PL	
games	gry	game	gra	N;PL	
pruisen	prusy	pruis	prusy	V;NFIN	
vervolg	kontynuował	vervolg	kontynuować	N;NEUT;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
vervolg	dalszy	vervolg	daleki	N;NEUT;SG	ADJ;NOM;CMPR;MASC;SG
reacties	reakcji	reactie	reakcja	N;PL	N;GEN;FEM;SG
reacties	uwagi	reactie	uwaga	N;PL	N;ACC;FEM;SG
barbara	barbary	barbara	barbara	N;MASC+FEM;SG	
barbara	barbara	barbara	barbar	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
barbara	barbaro	barbara	barbaro	N;MASC+FEM;SG	
johnny	johny	johnny	johny	N;MASC+FEM;SG	
glas	szklana	glas	szklany	N;NEUT;SG	ADJ;NOM;FEM;SG
vliegtuigen	samolot	vliegtuig	samolot	N;PL	N;NOM;MASC;SG
gevecht	bitwa	gevecht	bitwo	N;NEUT;SG	
gevecht	battle	gevecht	battla	N;NEUT;SG	
gevecht	bitwie	gevecht	bitwo	N;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
gevecht	bitwy	gevecht	bitwa	N;NEUT;SG	
gevecht	walcz	gevecht	walcz	N;NEUT;SG	V;IPFV;IMP;SG;2;FIN;ACT
hertogenbosch	hertogenbosch	hertogenbosch	hertogenbo	N;MASC+FEM;SG	
gedood	zabity	doden	zabić	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
gedood	zabita	doden	zabić	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
gedood	zabity	doden	zabić	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
publicaties	publikacji	publicatie	publikacja	N;PL	N;GEN;FEM;SG
publicaties	wydawnictwa	publicatie	wydawnictwo	N;PL	N;NOM;NEUT;SG
poort	bramy	poort	brama	N;MASC+FEM;SG	
poort	gate	poort	gatek	N;MASC+FEM;SG	
poort	port	poort	port	N;MASC+FEM;SG	
middeleeuwse	średniowiecza	middeleeuws	średniowieczy	ADJ	N;NOM;NEUT;SG
venlo	venlo	venlo	venlo	N;NEUT;SG	PROPN;NOM;MASC;SG
petrus	petrus	petrus	petrus	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
petrus	piotra	petrus	piotr	N;MASC+FEM;SG	
petrus	peter	petrus	peter	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
petrus	piotr	petrus	piotr	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
francis	franciszka	francis	franciszka	N;MASC+FEM;SG	
francis	francis	francis	francis	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
virginia	virginia	virginia	virginia	N;MASC+FEM;SG	
virginia	wirginia	virginia	wirginia	N;MASC+FEM;SG	
filipijnen	filipiny	filipijn	filipina	N;PL	
guinea	gwinei	guineum	gwiny	N;MASC+FEM;SG	
tientallen	dziesiątki	tiental	dziesiątka	N;PL	
tientallen	dziesiątki	tiental	dziesiątka	N;PL	
tientallen	tuzin	tiental	tuzin	N;PL	
tientallen	kilkadziesiąt	tiental	kilkadziesiąt	N;PL	DET;ACC;MASC;PL
opgesteld	skompilowane	opstellen	skompilować	V;V.PTCP	ADJ;NOM;NEUT;SG
twente	twente	twent	twenty	PROPN;NEUT;SG	N;NOM;MASC;SG
toegestaan	dozwolone	toestaan	dozwolić	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
toegestaan	dopuszczone	toestaan	dopuścić	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
toegestaan	upoważniony	toestaan	upoważnić	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
toegestaan	dopuszczone	toestaan	dopuścić	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
toegestaan	upoważniony	toestaan	upoważnić	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
toegestaan	dozwolone	toestaan	dozwolić	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
toegestaan	dozwolony	toestaan	dozwolić	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
toegestaan	dozwolona	toestaan	dozwolić	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
toegestaan	dopuszczone	toestaan	dopuścić	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
toegestaan	dozwolone	toestaan	dozwolić	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
toegestaan	dozwolony	toestaan	dozwolić	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
toegestaan	dozwolona	toestaan	dozwolić	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
toegestaan	dopuszczone	toestaan	dopuścić	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
sneller	szybciej	snel	szybko	ADJ;CMPR	ADV;CMPR
chinees	chińczyk	chinees	chińczyk	ADJ	N;NOM;MASC;SG
chinees	chiny	chinees	chiny	ADJ	
gesloopt	zburzony	slopen	zburzyć	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
leeuwarden	leeuwarden	leeuward	leeuwarden	PROPN;NEUT;SG	N;NOM;MASC;SG
turner	turner	turner	turner	N;MASC+FEM;SG	
turner	turnera	turner	turner	N;MASC+FEM;SG	
clark	clark	clark	clark	N;MASC+FEM;SG	
mooie	pięknie	mooi	pięknie	ADJ	ADV
tal	tal	tal	tal	N;NEUT;SG	
families	rodzin	familie	rodzina	N;PL	
moore	moore	moore	moory	N;MASC+FEM;SG	
tim	tim	tim	ten	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
tim	tima	tim	tima	N;MASC+FEM;SG	
ford	ford	ford	ford	N;MASC+FEM;SG	
professionele	profesjonalnie	professioneel	profesjonalnie	ADJ	ADV
pools	baseny	pools	basen	ADJ	N;NOM;MASC;PL
heilig	świętość	heilig	świętość	ADJ	N;NOM;FEM;SG
heilig	święty	heilig	święty	ADJ	
heilig	święte	heilig	święty	ADJ	
heilig	święty	heilig	święty	ADJ	
heilig	święte	heilig	święty	ADJ	
florida	florydy	florida	floryda	N;NEUT;SG	
florida	floryda	florida	floryd	N;NEUT;SG	
stations	stacji	station	stacja	N;PL	N;GEN;FEM;SG
frankfurt	frankfurt	frankfurt	frankfurt	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
opmaak	znaczniki	opmaak	znacznik	N;MASC+FEM;SG	N;NOM;MASC;PL
opmaak	znaczników	opmaak	znacznik	N;MASC+FEM;SG	N;GEN;MASC;PL
rob	rob	rob	rob	N;MASC+FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
rob	roba	rob	roba	N;MASC+FEM;SG	
schrijfster	autor	schrijfster	autor	N;MASC+FEM;SG	V;IPFV;IND;SG;PST;FIN;ACT
minuut	minute	minuut	minuta	N;MASC+FEM;SG	N;NOM;FEM;PL
elite	elity	elite	elita	N;MASC+FEM;SG	
tentoonstelling	targi	tentoonstelling	targa	N;MASC+FEM;SG	N;NOM;MASC;PL
jongste	najmłodszych	jong	mody	ADJ;RL	ADJ;ACC;CMPR;MASC;PL
jongste	najmłodsza	jong	młody	ADJ;RL	ADJ;NOM;CMPR;FEM;SG
jongste	najmłodszy	jong	młody	ADJ;RL	ADJ;NOM;CMPR;MASC;SG
westelijk	zachodnia	westelijk	zachodni	ADJ	
westelijk	west	westelijk	wysta	ADJ	
westelijk	zachodni	westelijk	zachodni	ADJ	N;NOM;MASC;SG
westelijk	zachód	westelijk	zachód	ADJ	N;NOM;MASC;SG
westelijk	zachodnia	westelijk	zachodni	ADJ	
westelijk	zachodni	westelijk	zachodni	ADJ	N;NOM;MASC;SG
westelijk	western	westelijk	western	ADJ	
militairen	wojskowy	militair	wojskowy	N;PL	ADJ;NOM;MASC;SG
militairen	wojsko	militair	wojsko	N;PL	N;NOM;NEUT;SG
militairen	wojskowe	militair	wojskowy	N;PL	ADJ;NOM;NEUT;SG
militairen	wojska	militair	wojsko	N;PL	N;NOM;NEUT;SG
basgitaar	bass	basgitaar	bass	N;MASC+FEM;SG	
basgitaar	bas	basgitaar	bas	N;MASC+FEM;SG	
stammen	plemion	stam	plemion	N;PL	
stammen	plemiona	stam	plemię	N;PL	N;NOM;NEUT;SG
zeldzaam	rzadkość	zeldzaam	rzadkość	ADJ	N;NOM;FEM;SG
zeldzaam	rzadko	zeldzaam	rzadko	ADJ	ADV
modern	nowocześnie	modern	nowocześnie	ADJ	ADV
modern	współczesna	modern	współczesny	ADJ	N;NOM;FEM;SG
theo	theo	theo	to	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
nord	nord	nord	nord	N;MASC+FEM;SG	
aziatische	azji	aziatisch	azjić	ADJ	PROPN;NOM;FEM;SG
hongaars	węgier	hongaars	węgier	ADJ	
alternatieve	alternatywa	alternatief	alternatywa	ADJ	N;NOM;FEM;SG
alternatieve	alternatywnie	alternatief	alternatywnie	ADJ	ADV
voorgaande	poprzednia	voorgaan	poprzedniać	V;V.PTCP	
voorgaande	poprzedni	voorgaan	poprzedni	V;V.PTCP	ADJ;NOM;MASC;SG
voorgaande	poprzednie	voorgaan	poprzednie	V;V.PTCP	
voorgaande	wcześniejsze	voorgaan	wczesny	V;V.PTCP	ADJ;NOM;CMPR;NEUT;SG
bewerking	operacje	bewerking	operacja	N;MASC+FEM;SG	N;NOM;FEM;PL
specifiek	konkretnie	specifiek	konkretnie	ADJ	ADV
specifiek	specjalnie	specifiek	specjalnie	ADJ	ADV
velen	wielu	veel	wiele	PRO	DET;ACC;MASC;PL
velen	wiele	veel	wiele	PRO	DET;ACC;MASC;PL
vergadering	spotkania	vergadering	spotkanie	N;MASC+FEM;SG	N;NOM;NEUT;PL
junior	junior	junior	junior	N;MASC+FEM;SG	
marco	marco	marco	marco	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
massa	massa	massa	massa	N;MASC+FEM;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
massa	mass	massa	massy	N;MASC+FEM;SG	
winnaars	wygrane	winnaar	wygrany	N;PL	ADJ;NOM;NEUT;SG
winnaars	zwycięzcy	winnaar	zwycięzca	N;PL	N;NOM;MASC;SG
vertrouwen	wierze	vertrouwen	wierzyć	N;NEUT;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
vertrouwen	faith	vertrouwen	faith	N;NEUT;SG	
vertrouwen	trust	vertrouwen	trust	N;NEUT;SG	
risico	ryzyka	risico	ryzyka	N;NEUT;SG	V;IPFV;IND;SG;PRS;FIN;ACT
liedjes	pieśni	lied	pieśń	N;PL	
gulden	złote	gulden	złoty	N;MASC+FEM;SG	
gulden	golden	gulden	golden	N;MASC+FEM;SG	
gulden	złoty	gulden	złoty	N;MASC+FEM;SG	
gulden	złota	gulden	złoty	N;MASC+FEM;SG	
gulden	guldenów	gulden	gulden	N;MASC+FEM;SG	N;GEN;MASC;PL
hitler	hitlera	hitler	hitler	PROPN;MASC+FEM;SG	N;ACC;MASC;SG
hitler	hitler	hitler	hitler	PROPN;MASC+FEM;SG	N;NOM;MASC;SG
ploegen	pług	ploeg	pług	N;PL	N;NOM;MASC;SG
ploegen	pług	ploeg	pług	N;PL	N;NOM;MASC;SG
ploegen	załogi	ploeg	załoga	N;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
ploegen	crews	ploeg	crews	N;PL	
two	dwie	two	dwa		NUM;ACC;FEM;PL
two	dwóch	two	dwa		NUM;ACC;MASC;PL
two	dwa	two	dwa		NUM;ACC;MASC;PL
treden	kroków	treden	krok	V;NFIN	N;GEN;MASC;PL
treden	stopnie	treden	stopień	V;NFIN	N;NOM;MASC;PL
treden	etapy	treden	etap	V;NFIN	N;NOM;MASC;PL
treden	schody	treden	schody	V;NFIN	N;NOM;NEUT;PL
treden	kroki	treden	krok	V;NFIN	N;NOM;MASC;PL
veranderingen	zmian	verandering	zmiana	N;PL	
veranderingen	zmiana	verandering	zmiana	N;PL	N;NOM;FEM;SG
veranderingen	zmienić	verandering	zmienić	N;PL	V;PFV;NFIN;ACT
veranderingen	zmień	verandering	zmień	N;PL	V;PFV;IMP;SG;2;FIN;ACT
guy	guy	guy	guy	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
guy	gość	guy	gość	N;MASC+FEM;SG	V;IPFV;IND;SG;PST;FIN;ACT
uiterlijk	wygląd	uiterlijk	wygląd	ADJ	N;NOM;MASC;SG
uiterlijk	wystąpienie	uiterlijk	wystąpienie	ADJ	N;NOM;NEUT;SG
pensioen	emerytury	pensioen	emerytura	N;NEUT;SG	N;ACC;FEM;PL
pensioen	emerytury	pensioen	emerytura	N;NEUT;SG	N;ACC;FEM;PL
beek	beek	beek	beek	N;MASC+FEM;SG	
beek	brook	beek	brook	N;MASC+FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
beek	potok	beek	potok	N;MASC+FEM;SG	
beek	stream	beek	stream	N;MASC+FEM;SG	
rally	rally	rally	rall	N;MASC+FEM;SG	
krachten	powers	kracht	powers	N;PL	
krachten	siły	kracht	siła	N;PL	N;ACC;FEM;SG
correct	prawidłowo	correct	prawidłowo	ADJ	ADV
correct	poprawnie	correct	poprawnie	ADJ	ADV
correct	prawidłowo	correct	prawidłowo	ADJ	ADV
verliezen	przegrana	verliezen	przegrać	V;NFIN	N;NOM;FEM;SG
verliezen	strata	verliezen	strata	V;NFIN	N;NOM;FEM;SG
verliezen	straty	verliezen	strata	V;NFIN	N;NOM;FEM;PL
verliezen	strat	verliezen	strata	V;NFIN	
verliezen	straty	verliezen	strata	V;NFIN	N;NOM;FEM;PL
cello	wiolonczeli	cello	wiolonczeny	N;MASC+FEM;SG	V;PFV;MASC;IND;PL;PST;FIN;ACT
millimeter	milimetrach	millimeter	milimetr	N;MASC+FEM;SG	N;GEN;MASC;PL
millimeter	milimetrów	millimeter	milimetr	N;MASC+FEM;SG	N;GEN;MASC;PL
millimeter	milimetrów	millimeter	milimetr	N;MASC+FEM;SG	N;GEN;MASC;PL
interesse	zainteresowanych	interesse	zainteresować	N;MASC+FEM;SG	ADJ;PFV;ACC;MASC;PL;POS;V.PTCP;PASS
interesse	zainteresowane	interesse	zainteresować	N;MASC+FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
interesse	zainteresowani	interesse	zainteresować	N;MASC+FEM;SG	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
interesse	zainteresowana	interesse	zainteresować	N;MASC+FEM;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
interesse	zainteresowany	interesse	zainteresować	N;MASC+FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
interesse	odsetki	interesse	odsetka	N;MASC+FEM;SG	N;NOM;FEM;PL
interesse	zainteresowania	interesse	zainteresowanie	N;MASC+FEM;SG	N;NOM;NEUT;PL
verbetering	poprawa	verbetering	poprawa	N;MASC+FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
verbetering	poprawa	verbetering	poprawa	N;MASC+FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
verbetering	poprawa	verbetering	poprawa	N;MASC+FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
bot	bot	bot	bot	ADJ	
bot	kość	bot	kość	ADJ	N;NOM;FEM;SG
bot	kości	bot	kość	ADJ	
uitvoeren	wykonywanie	uitvoeren	wykonywać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
uitvoeren	wykonywania	uitvoeren	wykonywać	V;NFIN	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
makkelijk	łatwo	makkelijk	łatwo	ADJ	ADV
makkelijk	łatwy	makkelijk	łatwy	ADJ	
makkelijk	łatwe	makkelijk	łatwy	ADJ	
makkelijk	łatwo	makkelijk	łatwo	ADJ	ADV
makkelijk	easy	makkelijk	easa	ADJ	
plus	plus	plus	plus	ADV	
bereid	chętnych	bereid	chętny	ADJ	N;GEN;MASC;PL
bereid	chętni	bereid	chętny	ADJ	N;NOM;MASC;PL
gratis	wolna	gratis	wolny	ADJ	
gratis	free	gratis	free	ADJ	
opnames	wypłaty	opname	wypłata	N;PL	
opnames	wycofane	opname	wycofać	N;PL	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
opnames	wycofanie	opname	wycofać	N;PL	N;PFV;NOM;NEUT;SG;POS;V.MSDR
onbekende	nieznane	onbekend	nieznany	ADJ	
pic	pic	pic	pić	N;MASC+FEM;SG	
simbad	simbad	simbad	simbad	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
bang	przerażona	bang	przerażony	ADJ	
bang	bang	bang	bang	ADJ	
claude	klaudia	claud	klaudia	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
claude	claude	claud	claudy	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
baden	baden	baad	baden	V;NFIN	
baden	kąpiel	baad	kąpiel	V;NFIN	
baden	kąpiele	baad	kąpiel	V;NFIN	
baden	wanny	baad	wanny	V;NFIN	N;GEN;FEM;SG
vertrek	wyjazd	vertrekken	wyjazd	V;SG;PRS;FIN	N;NOM;MASC;SG
vertrek	wylot	vertrekken	wylot	V;SG;PRS;FIN	N;NOM;MASC;SG
vertrek	odjazd	vertrekken	odjazd	V;SG;PRS;FIN	N;NOM;MASC;SG
vertrek	odlot	vertrekken	odlot	V;SG;PRS;FIN	
vertrek	odloty	vertrekken	odlota	V;SG;PRS;FIN	N;NOM;MASC;PL
vertrek	wyjazdy	vertrekken	wyjazd	V;SG;PRS;FIN	N;NOM;MASC;PL
agent	oficerze	agent	oficerz	N;MASC+FEM;SG	
ray	ray	ray	ray	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
beslissing	decyzje	beslissing	decyzja	N;MASC+FEM;SG	N;NOM;FEM;PL
details	detale	detail	detała	N;PL	
details	szczegół	detail	szczegół	N;PL	N;NOM;MASC;SG
party	imprezy	party	impreza	N;MASC+FEM;SG	
boot	łodzi	boot	łódź	N;MASC+FEM;SG	
boot	łódź	boot	łódź	N;MASC+FEM;SG	
hoor	usłyszeć	hoor	usłyszeć	INTJ	V;PFV;NFIN;ACT
nazi	naziści	nazi	naziść	N;MASC+FEM;SG	N;NOM;MASC;PL
nazi	nazistowskich	nazi	nazistowski	N;MASC+FEM;SG	ADJ;GEN;MASC;PL
ontbreekt	brakujące	ontbreken	brakować	V;SG;PRS;FIN	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
ontbreekt	zaginiony	ontbreken	zaginić	V;SG;PRS;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
ontbreekt	zaginął	ontbreken	zaginąć	V;SG;PRS;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
luc	luc	luc	luc	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
omvang	rozmiary	omvang	rozmiar	N;MASC+FEM;SG	N;NOM;MASC;PL
bal	ball	bal	ball	N;MASC+FEM;SG	
bal	kula	bal	kula	N;MASC+FEM;SG	
verwante	pokrewne	verwant	pokrewny	ADJ	
brandão	brandão	brand	brandão	N;MASC+FEM;SG	
onderscheiding	nagrody	onderscheiding	nagroda	N;MASC+FEM;SG	N;NOM;FEM;PL
geweld	przemoc	geweld	przemoc	N;NEUT;SG	
geweld	przemocy	geweld	przemoc	N;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
verwoest	zniszczona	verwoesten	zniszczyć	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
verwoest	zniszczone	verwoesten	zniszczyć	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
verwoest	zniszczony	verwoesten	zniszczyć	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
verwoest	załamany	verwoesten	załamać	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
verwoest	załamana	verwoesten	załamać	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
verkeerde	źle	verkeerd	źle	ADJ	ADV
rowspan	rowspan	rowspan	rowspanin	N;MASC+FEM;SG	
girl	dziewczyna	girl	dziewczyna		N;NOM;FEM;SG
girl	dziewczyny	girl	dziewczyna		N;NOM;FEM;PL
girl	dziewczynka	girl	dziewczynka		N;NOM;FEM;SG
girl	dziewczyno	girl	dziewczyna		V;IPFV;IMP;SG;2;FIN;ACT
gespecialiseerd	wyspecjalizowane	gespecialiseerd	wyspecjalizować	V;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
gespecialiseerd	specjalistyczne	gespecialiseerd	specjalistyczny	V;V.PTCP	ADJ;NOM;NEUT;SG
gespecialiseerd	wyspecjalizowanych	gespecialiseerd	wyspecjalizować	V;V.PTCP	ADJ;IPFV;GEN;MASC;PL;POS;V.PTCP;PASS
gespecialiseerd	wyspecjalizowane	gespecialiseerd	wyspecjalizować	V;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
gespecialiseerd	specjalistyczne	gespecialiseerd	specjalistyczny	V;V.PTCP	ADJ;NOM;NEUT;SG
gespecialiseerd	specjalista	gespecialiseerd	specjalista	V;V.PTCP	N;NOM;MASC;SG
gespecialiseerd	specjalistyczne	gespecialiseerd	specjalistyczny	V;V.PTCP	ADJ;NOM;NEUT;SG
adolf	adolf	adolf	adolf	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
praag	pradze	praag	pradać	N;NEUT;SG	PROPN;DAT;FEM;SG
praag	praga	praag	praga	N;NEUT;SG	
finales	finale	finale	finał	N;PL	
lady	dama	lady	dam	N;MASC+FEM;SG	
gearresteerd	aresztowany	arresteren	aresztować	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
gearresteerd	aresztowana	arresteren	aresztować	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
gearresteerd	aresztowani	arresteren	aresztować	V;V.PTCP	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
ontbreken	brakujące	ontbreken	brakować	V;NFIN	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
ontbreken	zaginiony	ontbreken	zaginić	V;NFIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
harde	twardy	hard	twardy	ADJ	N;NOM;MASC;SG
harde	hard	hard	hard	ADJ	
harde	ciężko	hard	ciężko	ADJ	ADV
harde	twarde	hard	twardy	ADJ	
harde	twarda	hard	twarda	ADJ	N;NOM;FEM;SG
zwemmen	pływania	zwemmen	pływać	V;NFIN	N;NOM;NEUT;SG
zwemmen	pływanie	zwemmen	pływać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
restauratie	odbudowa	restauratie	odbudowy	N;MASC+FEM;SG	
