enkel	простые	enkel	простой	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
dokumenteret	документально	dokumenteret	документально	V;INDF;SG;PST;V.PTCP	ADV
kosovo	косово	kosovo	косово	PROPN	N;INAN;NOM;NEUT;SG
afvikles	урегулирован	afvikle	урегулировать	V;IND;PRS;FIN;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
strengt	строгого	strengt	строгий	ADV	ADJ;GEN;MASC;SG
strengt	строгое	strengt	строгий	ADV	ADJ;NOM;NEUT;SG
strengt	строгий	strengt	строгий	ADV	ADJ;NOM;MASC;SG
strengt	строгие	strengt	строгий	ADV	ADJ;NOM;PL
strengt	строгая	strengt	строгий	ADV	ADJ;NOM;FEM;SG
torino	torino	torino	torino	PROPN	PROPN
torino	турине	torino	турина	PROPN	N;INAN;ESS;MASC;SG
konference	конференции	konference	конференция	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
leveres	доставлена	levere	доставить	V;IND;PRS;FIN;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
leveres	доставлено	levere	доставить	V;IND;PRS;FIN;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
leveres	доставлен	levere	доставить	V;IND;PRS;FIN;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
leveres	доставлены	levere	доставить	V;IND;PRS;FIN;PASS	V;PFV;PL;PST;V.PTCP;PASS
kyster	побережье	kyste	побережье	N;INDF;MASC+FEM;PL	N;INAN;NOM;NEUT;SG
kyster	береговая	kyste	береговой	N;INDF;MASC+FEM;PL	ADJ;NOM;FEM;SG
kyster	побережье	kyste	побережье	N;INDF;MASC+FEM;PL	N;INAN;NOM;NEUT;SG
kyster	берег	kyste	берег	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG
frisk	свежие	frisk	свежий	ADJ;INDF;SG	ADJ;NOM;PL
stabil	стабильно	stabil	стабильно	ADJ;INDF;MASC+FEM;SG	ADV
seat	сиденья	seat	сиденье	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
tyndt	тонкие	tyndt	тонкий	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
anime	аниме	anim	аним		N;INAN;NOM;NEUT;SG
ask	спроси	ask	спросить		V;PFV;IMP;SG;2;FIN;ACT
ask	спросить	ask	спросить		V;PFV;NFIN;ACT
ask	спросите	ask	спросить		V;PFV;IMP;PL;2;FIN;ACT
ask	аш	ask	аш		
ask	эш	ask	эш		N;ANIM;NOM;MASC;SG
ask	пепел	ask	пепел		N;INAN;NOM;MASC;SG
limited	ограниченные	limited	ограничить		V;PFV;NOM;PL;PST;V.PTCP;PASS
limited	ограниченное	limited	ограничить		V;PFV;NOM;NEUT;SG;PST;V.PTCP;PASS
limited	ограниченная	limited	ограничить		V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
limited	ограниченный	limited	ограничить		V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
versionen	версии	version	версия	N;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
murphy	мерфи	murphy	мерфи		N;INAN;NOM;MASC;SG
murphy	мёрфи	murphy	мерфи		N;INAN;NOM;MASC;SG
analyser	analytics	analyse	analytics	N;INDF;MASC+FEM;PL	PROPN
analyser	анализа	analyse	анализ	N;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;SG
analyser	анализ	analyse	анализ	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG
faxe	факс	faxe	факс		N;INAN;NOM;MASC;SG
steget	воскрес	stige	воскрес	V;INDF;SG;PST;V.PTCP	N;ANIM;NOM;MASC;SG
diamond	бриллиант	diamond	бриллиант		N;INAN;NOM;MASC;SG
diamond	алмазов	diamond	алмаз		N;INAN;GEN;MASC;PL
diamond	алмаз	diamond	алмаз		N;INAN;NOM;MASC;SG
detaljeret	подробные	detaljeret	подробный	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL
detaljeret	подробно	detaljeret	подробно	V;INDF;SG;PST;V.PTCP	ADV
detaljeret	подробный	detaljeret	подробный	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;SG
detaljeret	подробное	detaljeret	подробный	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
mærker	маркс	mærke	маркс	N;INDF;NEUT;PL	N;ANIM;NOM;MASC;SG
mærker	маркировка	mærke	маркировка	N;INDF;NEUT;PL	N;INAN;NOM;FEM;SG
mærker	теги	mærke	тега	N;INDF;NEUT;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
tråd	нитки	tråd	нитка	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
tråd	нити	tråd	нить	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
edge	край	edge	край		N;INAN;NOM;MASC;SG
edge	краю	edge	край		N;INAN;DAT;MASC;SG
edge	края	edge	край		N;INAN;NOM;MASC;PL
knight	найт	knight	найт	N;INDF;MASC+FEM;SG	PART
tilgængeligt	доступные	tilgængeligt	доступный	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
tilgængeligt	доступны	tilgængeligt	доступный	ADJ;INDF;NEUT;SG	ADJ;PL
tilgængeligt	доступен	tilgængeligt	доступный	ADJ;INDF;NEUT;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
tilgængeligt	имеющихся	tilgængeligt	иметься	ADJ;INDF;NEUT;SG	V;IPFV;GEN;PL;PRS;V.PTCP;PASS
døren	двери	dør	дверь	N;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
tungt	тяжелых	tungt	тяжелый	ADJ;INDF;NEUT;SG	ADJ;GEN;PL
tungt	тяжелые	tungt	тяжелый	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
smukt	красавица	smuk	красавица	ADJ;INDF;NEUT;SG	N;ANIM;NOM;FEM;SG
smukt	красивые	smuk	красивый	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
smukt	красиво	smuk	красиво	ADJ;INDF;NEUT;SG	ADV
hugh	хью	hugh	хия		N;ANIM;NOM;MASC;SG
grundstoffer	элементарной	grundstof	элементарный	N;INDF;NEUT;PL	ADJ;INS;FEM;SG
ryg	назад	ryg	назад	N;INDF;MASC+FEM;SG	ADV
ryg	back	ryg	back	N;INDF;MASC+FEM;SG	PROPN
ryg	обратно	ryg	обратно	N;INDF;MASC+FEM;SG	ADV
faldende	падение	falde	падение	V;PRS;V.PTCP	N;INAN;NOM;NEUT;SG
huskes	вспомнил	huske	вспомянуть	V;IND;PRS;FIN;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
huskes	вспомнила	huske	вспомянуть	V;IND;PRS;FIN;PASS	V;PFV;FEM;IND;SG;PST;FIN;ACT
ram	рама	ram	рама		N;INAN;NOM;FEM;SG
ram	рам	ram	рама		
uro	беспорядков	uro	беспорядки	N;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;PL
uro	беспорядки	uro	беспорядки	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
uro	волнения	uro	волнение	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
uro	агитации	uro	агитация	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
due	голуби	due	голубь	N;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;PL
trusler	угроза	trusel	угроза	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;SG
lau	лау	lau	лау		INTJ
willy	уилли	willy	уить		N;INAN;NOM;MASC;SG
willy	вилли	willy	вилль		N;ANIM;NOM;MASC;SG
eminem	эминем	eminem	эминь		N;ANIM;NOM;MASC;SG
coast	береговая	coast	береговой		ADJ;NOM;FEM;SG
coast	побережье	coast	побережье		N;INAN;NOM;NEUT;SG
coast	берег	coast	берег		N;INAN;NOM;MASC;SG
fjernsyn	телевизоры	fjernsyn	телевизор	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
fjernsyn	телевидения	fjernsyn	телевидение	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
leon	леон	leon	леон		N;ANIM;NOM;MASC;SG
forstået	поняли	forstå	понять	V;INDF;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN;ACT
forstået	понимаю	forstå	понимать	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;SG;1;PRS;FIN;ACT
brygge	brew	brygge	brew		PROPN
denis	денис	denis	денис		N;ANIM;NOM;MASC;SG
denis	дени	denis	день		
forbliver	останки	forblive	останки	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;PL
forbliver	остаётся	forblive	оставаться	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;MID
forbliver	останется	forblive	остаться	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;FUT;FIN;MID
miner	мин	mine	минута	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;SG
investeringer	инвестирование	investering	инвестирование	N;INDF;MASC+FEM;PL	N;INAN;NOM;NEUT;SG
israelsk	израильские	israelsk	израильский	ADJ;INDF;SG	ADJ;NOM;PL
israelsk	израильских	israelsk	израильский	ADJ;INDF;SG	ADJ;GEN;PL
israelsk	израиль	israelsk	израиль	ADJ;INDF;SG	N;INAN;NOM;MASC;SG
skåret	осколок	skære	осколок	V;INDF;SG;PST;V.PTCP	N;INAN;NOM;MASC;SG
lane	переулок	lane	переулок		N;INAN;NOM;MASC;SG
lane	лейн	lane	лейн		N;INAN;NOM;MASC;SG
lane	лэйн	lane	лэйн		N;ANIM;NOM;FEM;SG
fødslen	роды	fødsel	роды	N;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
tusindvis	тысячи	tusindvis	тысяча	ADV	N;INAN;NOM;FEM;PL
fjernede	удален	fjerne	удалный	V;IND;PST;FIN;ACT	V;PFV;MASC;SG;PST;V.PTCP;PASS
fjernede	удаляется	fjerne	удалять	V;IND;PST;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
fjernede	удалена	fjerne	удалить	V;IND;PST;FIN;ACT	V;PFV;FEM;SG;PST;V.PTCP;PASS
fjernede	удалены	fjerne	удалить	V;IND;PST;FIN;ACT	V;PFV;PL;PST;V.PTCP;PASS
fjernede	удалено	fjerne	удалить	V;IND;PST;FIN;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
ulykker	дтп	ulykke	дтп	N;INDF;MASC+FEM;PL	N;INAN;NOM;NEUT;SG
ulykker	авария	ulykke	авария	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;SG
ulykker	случайность	ulykke	случайность	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;SG
ulykker	дтп	ulykke	дтп	N;INDF;MASC+FEM;PL	N;INAN;NOM;NEUT;SG
pete	пита	pete	пить	PROPN	N;ANIM;ACC;MASC;SG
pete	пит	pete	пит	PROPN	N;ANIM;NOM;MASC;SG
nicholas	николас	nicholas	николас		N;ANIM;NOM;MASC;SG
nicholas	николай	nicholas	николай		N;ANIM;NOM;MASC;SG
beograd	белграде	beograd	белград		N;INAN;DAT;MASC;SG
beograd	белград	beograd	белград		N;INAN;NOM;MASC;SG
omgivende	окружающие	omgive	окружать	ADJ	V;IPFV;NOM;PL;PRS;V.PTCP;ACT
omgivende	окружающего	omgive	окружать	ADJ	V;IPFV;GEN;MASC;SG;PRS;V.PTCP;ACT
ost	сыры	ost	сыр	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
renoveret	восстановленных	renovere	восстановить	V;INDF;SG;PST;V.PTCP	V;PFV;GEN;PL;PST;V.PTCP;PASS
renoveret	отремонтированы	renovere	ремонтировать	V;INDF;SG;PST;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
legenden	легенды	legende	легенда	N;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
interviews	интервью	interviews	интервью	N;INDF;NEUT;PL	N;INAN;NOM;NEUT;SG
add	добавить	add	добавить	N;INDF;NEUT;SG	V;PFV;NFIN;ACT
add	добавьте	add	добавить	N;INDF;NEUT;SG	V;PFV;IMP;PL;2;FIN;ACT
hyldest	должное	hyldest	должный	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
lettisk	латвии	lettisk	латвия	ADJ;INDF;SG	N;INAN;NOM;FEM;PL
svækket	ослабление	svæk	ослабление	V;INDF;SG;PST;V.PTCP	N;INAN;NOM;NEUT;SG
svækket	ослаблены	svæk	ослабить	V;INDF;SG;PST;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
est	est	est	est		PROPN
arkiver	архив	arkive	архив	N;INDF;NEUT;PL	N;INAN;NOM;MASC;SG
udgår	удаленные	udgå	удаленный	V;IND;PRS;FIN;ACT	V;PFV;NOM;PL;PST;V.PTCP;PASS
udgår	исключен	udgå	исключить	V;IND;PRS;FIN;ACT	V;PFV;MASC;SG;PST;V.PTCP;PASS
udgår	удалена	udgå	удалить	V;IND;PRS;FIN;ACT	V;PFV;FEM;SG;PST;V.PTCP;PASS
udgår	удалено	udgå	удалить	V;IND;PRS;FIN;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
åbnes	откроется	åbne	открыться	V;IND;PRS;FIN;PASS	V;PFV;IND;SG;3;FUT;FIN;MID
åbnes	открывается	åbne	открываться	V;IND;PRS;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;MID
åbnes	открывает	åbne	открывать	V;IND;PRS;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
botaniske	ботанический	botanisk	ботанический	ADJ;PL	ADJ;NOM;MASC;SG
diskuteres	спорно	diskutere	спорно	V;NFIN;PASS	ADJ;NEUT;SG
españa	эспанья	españa	эспания		N;INAN;NOM;FEM;SG
child	дитя	child	дитя		N;INAN;NOM;NEUT;SG
child	детский	child	детский		ADJ;NOM;MASC;SG
child	ребенок	child	ребенок		N;ANIM;NOM;MASC;SG
child	ребёнок	child	ребёнок		N;ANIM;NOM;MASC;SG
child	ребенка	child	ребенок		N;ANIM;ACC;MASC;SG
krim	крым	krim	крым	PROPN	N;INAN;NOM;MASC;SG
krim	крымских	krim	крымский	PROPN	ADJ;GEN;PL
misbrug	злоупотребления	misbrug	злоупотребление	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
misbrug	злоупотребления	misbrug	злоупотребление	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
kulturelt	культурный	kulturelt	культурный	ADV	ADJ;NOM;MASC;SG
kulturelt	культурные	kulturelt	культурный	ADV	ADJ;NOM;PL
savage	дикарь	savage	дикарь		N;ANIM;NOM;MASC;SG
fastsat	стационарных	fastsætte	стационарный	V;INDF;SG;PST;V.PTCP	ADJ;GEN;PL
hercegovina	герцеговины	hercegovina	герцеговина		N;INAN;NOM;FEM;PL
hercegovina	герцеговина	hercegovina	герцеговин		N;INAN;NOM;FEM;SG
foretrukne	предпочла	foretrukne	предпочесть	ADJ;PL	V;PFV;FEM;IND;SG;PST;FIN;ACT
foretrukne	предпочтение	foretrukne	предпочтение	ADJ;PL	N;INAN;NOM;NEUT;SG
amerikaner	американский	amerikaner	американский	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
amerikaner	американские	amerikaner	американский	N;INDF;MASC+FEM;SG	ADJ;NOM;PL
amerikaner	американская	amerikaner	американский	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
amerikaner	american	amerikaner	american	N;INDF;MASC+FEM;SG	PROPN
amerikaner	американских	amerikaner	американский	N;INDF;MASC+FEM;SG	ADJ;GEN;PL
erkendelse	признавая	erkendelse	признавать	N;INDF;MASC+FEM;SG	V;IPFV;PRS;V.CVB;ACT
peer	коллегиального	peer	коллегиальный	N;INDF;MASC+FEM;SG	ADJ;GEN;MASC;SG
helsingfors	хельсинки	helsingfors	хельсинка	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
siddet	сб	sidde	сбать	V;INDF;SG;PST;V.PTCP	N;INAN;NOM;MASC;SG
vindende	выигрыш	vinde	выигрыш	V;PRS;V.PTCP	N;INAN;NOM;MASC;SG
vindende	победы	vinde	победа	V;PRS;V.PTCP	N;INAN;NOM;FEM;PL
vindende	победа	vinde	победа	V;PRS;V.PTCP	N;INAN;NOM;FEM;SG
six	шесть	six	шесть		NUM;NOM
six	six	six	six		PROPN
six	шестеро	six	шестеро		NUM;NOM
six	шестой	six	шестой		ADJ;NOM;MASC;SG
adrian	эдриан	adrian	эдриан		N;ANIM;NOM;MASC;SG
adrian	эдриен	adrian	эдриен		
adrian	адриан	adrian	адриан		N;ANIM;NOM;MASC;SG
svalbard	шпицберген	svalbard	шпицберген		N;INAN;NOM;MASC;SG
discovery	открытие	discovery	открытие		N;INAN;NOM;NEUT;SG
discovery	обнаружение	discovery	обнаружение		N;INAN;NOM;NEUT;SG
avenue	проспект	avenue	проспект		N;INAN;NOM;MASC;SG
avenue	avenue	avenue	avenue		PROPN
avenue	авеню	avenue	авень		N;INAN;NOM;MASC;SG
berømmelse	славы	berømmelse	слава	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
born	родилась	born	рождаться		V;PFV;FEM;IND;SG;PST;FIN;MID
born	родился	born	рождаться		V;PFV;MASC;IND;SG;PST;FIN;MID
alberto	альберто	alberto	альберто		N;INAN;NOM;MASC;SG
logisk	логика	logisk	логика	ADJ;INDF;SG	N;INAN;NOM;FEM;SG
udstedt	изданы	udstedt	издать	V;INDF;SG;PST;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
philipp	филипп	philipp	филипп		N;ANIM;NOM;MASC;SG
philipp	philipp	philipp	philipp		PROPN
erhvervet	приобретены	erhvervet	приобрести	V;INDF;SG;PST;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
erhvervet	приобретенные	erhvervet	приобрести	V;INDF;SG;PST;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
linket	связать	linke	связать	N;DEF;NEUT;SG	V;PFV;NFIN;ACT
velegnet	подходящих	velegnet	подходить	ADJ;INDF;SG	V;IPFV;GEN;PL;PRS;V.PTCP;ACT
velegnet	подходящий	velegnet	подходить	ADJ;INDF;SG	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
velegnet	подходящее	velegnet	подходящий	ADJ;INDF;SG	V;IPFV;NOM;NEUT;SG;PRS;V.PTCP;ACT
velegnet	подходит	velegnet	подходить	ADJ;INDF;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
velegnet	подходящие	velegnet	подходить	ADJ;INDF;SG	V;IPFV;NOM;PL;PRS;V.PTCP;ACT
himmel	небеса	himmel	небес	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
himmel	sky	himmel	sky	N;INDF;MASC+FEM;SG	PROPN
himmel	скай	himmel	скай	N;INDF;MASC+FEM;SG	INTJ
himmel	небеса	himmel	небес	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
wang	ван	wang	ван		PART
ansvarlige	ответственное	ansvarlig	ответственный	ADJ;PL	ADJ;NOM;NEUT;SG
ansvarlige	ответственная	ansvarlig	ответственный	ADJ;PL	ADJ;NOM;FEM;SG
ansvarlige	ответственный	ansvarlig	ответственный	ADJ;PL	ADJ;NOM;MASC;SG
redskaber	снаряжение	redskab	снаряжение	N;INDF;NEUT;PL	N;INAN;NOM;NEUT;SG
redskaber	gear	redskab	gear	N;INDF;NEUT;PL	PROPN
redskaber	сервис	redskab	сервис	N;INDF;NEUT;PL	N;INAN;NOM;MASC;SG
greg	грег	greg	грег		N;ANIM;NOM;MASC;SG
roberts	робертс	rober	робертс	N;GEN;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
unger	kids	unge	kids	N;INDF;MASC+FEM;PL	PROPN
unger	унгер	unge	унгер	N;INDF;MASC+FEM;PL	
serbiske	сербии	serbisk	сербия	ADJ;PL	N;INAN;NOM;FEM;PL
serbiske	сербская	serbisk	сербский	ADJ;PL	ADJ;NOM;FEM;SG
koden	code	koden	code	N;DEF;MASC+FEM;SG	PROPN
ferie	каникулы	ferie	каникулы	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
ferie	праздники	ferie	праздник	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
freedom	свободы	freedom	свобода		N;INAN;NOM;FEM;PL
freedom	свободу	freedom	свобода		N;INAN;ACC;FEM;SG
freedom	свобода	freedom	свобода		N;INAN;NOM;FEM;SG
botanisk	ботанический	botanisk	ботанический	ADV	ADJ;NOM;MASC;SG
polens	польши	polen	польша	N;GEN;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
polens	польша	polen	польша	N;GEN;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
polens	польшу	polen	польша	N;GEN;DEF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
passager	пассажирских	passager	пассажирский	N;INDF;MASC+FEM;SG	ADJ;GEN;PL
passager	отрывки	passager	отрывок	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
burma	бирме	burma	бирма		N;INAN;NOM;MASC;SG
tchad	чад	tchad	чадо	PROPN	N;INAN;NOM;MASC;PL
tchad	чаде	tchad	чада	PROPN	N;INAN;NOM;MASC;SG
tchad	чед	tchad	чед	PROPN	N;ANIM;NOM;MASC;SG
sammenbrud	аварии	sammenbrud	авария	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
sammenbrud	свернуть	sammenbrud	своротить	N;INDF;NEUT;SG	V;PFV;NFIN;ACT
facto	факто	facto	факто	ADJ;INDF;SG	N;INAN;NOM;MASC;SG
facto	facto	facto	facto	ADJ;INDF;SG	PROPN
konferencen	конференции	konference	конференция	N;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
udpegede	назначенных	udpege	назначить	V;IND;PST;FIN;ACT	V;PFV;GEN;PL;PST;V.PTCP;PASS
udpegede	назначенный	udpege	назначить	V;IND;PST;FIN;ACT	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
udpegede	назначенные	udpege	назначить	V;IND;PST;FIN;ACT	V;PFV;NOM;PL;PST;V.PTCP;PASS
depression	депрессии	depression	депрессия	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
steffen	штеффен	steffe	штеффный		
tænkte	мысль	tænke	мысль	V;IND;PST;FIN;ACT	N;INAN;NOM;FEM;SG
tænkte	думаю	tænke	думать	V;IND;PST;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
tænkte	мышление	tænke	мышление	V;IND;PST;FIN;ACT	N;INAN;NOM;NEUT;SG
gregorianske	григорианский	gregoriansk	григорианский	ADJ;PL	ADJ;NOM;MASC;SG
slås	бои	slås	бой	V;NFIN;PASS	N;INAN;NOM;MASC;PL
kold	холод	kold	холод	ADJ;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
værft	верфи	værft	верфь	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
tjekkiske	чешская	tjekkisk	чешский	ADJ;PL	ADJ;NOM;FEM;SG
tjekkiske	чешской	tjekkisk	чешский	ADJ;PL	ADJ;INS;FEM;SG
tjekkiske	чешский	tjekkisk	чешский	ADJ;PL	ADJ;NOM;MASC;SG
palæstinensiske	палестинский	palæstinensisk	палестинский	ADJ;PL	ADJ;NOM;MASC;SG
palæstinensiske	палестинцы	palæstinensisk	палестинец	ADJ;PL	N;ANIM;NOM;MASC;PL
palæstinensiske	палестинская	palæstinensisk	палестинский	ADJ;PL	ADJ;NOM;FEM;SG
wiener	вены	wiener	вена	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
wiener	венская	wiener	венский	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
colin	колен	colin	колено	N;INDF;MASC+FEM;SG	N;INAN;GEN;NEUT;PL
graven	серьезную	grav	серьезный	N;DEF;MASC+FEM;SG	ADJ;ACC;FEM;SG
spd	сдпг	spd	сдпг		N;INAN;NOM;FEM;SG
interwiki	interwiki	interwiki	interwiki		PROPN
syriske	сирийской	syrisk	сирийский	ADJ;PL	ADJ;INS;FEM;SG
syriske	сирийская	syrisk	сирийский	ADJ;PL	ADJ;NOM;FEM;SG
matthias	матиас	matthias	матиас		N;ANIM;NOM;MASC;SG
moss	мосс	moss	мосс		N;INAN;NOM;FEM;SG
anvendelser	использует	anvendelse	использовать	N;INDF;MASC+FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
kontrolleret	проверили	kontrollere	проверить	V;INDF;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN;ACT
kontrolleret	контролируемых	kontrollere	контролировать	V;INDF;SG;PST;V.PTCP	V;IPFV;GEN;PL;PRS;V.PTCP;PASS
kontrolleret	управляемый	kontrollere	управлять	V;INDF;SG;PST;V.PTCP	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;PASS
kontrolleret	контролируемые	kontrollere	контролировать	V;INDF;SG;PST;V.PTCP	V;IPFV;NOM;PL;PRS;V.PTCP;PASS
kontrolleret	контролируется	kontrollere	контролировать	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
kontrolleret	подтвержденные	kontrollere	подтвердить	V;INDF;SG;PST;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
break	сломать	break	ломать		V;PFV;NFIN;ACT
break	перерыв	break	перерыв		N;INAN;NOM;MASC;SG
done	сделано	done	делать		V;PFV;NEUT;SG;PST;V.PTCP;PASS
hertz	герц	hertz	герц	N;INDF;MASC+FEM;SG	
nancy	нэнси	nancy	нэнси		N;ANIM;NOM;FEM;SG
gotisk	gothic	gotisk	gothic	ADJ;INDF;SG	PROPN
spirit	дух	spirit	дух		N;INAN;NOM;MASC;SG
spirit	духом	spirit	дух		N;INAN;INS;MASC;SG
fed	смелые	fed	смелый	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
fed	жир	fed	жир	ADJ;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
shepherd	шепард	shepherd	шепард		N;ANIM;NOM;MASC;SG
prøvet	пробовали	prøve	пробовать	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;PL;PST;FIN;ACT
prøvet	пытались	prøve	пытаться	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;PL;PST;FIN;MID
prøvet	испытанию	prøve	испытание	V;INDF;SG;PST;V.PTCP	N;INAN;DAT;NEUT;SG
thompson	томпсон	thompson	томпсон		N;ANIM;NOM;MASC;SG
daily	ежедневная	daily	ежедневный		ADJ;NOM;FEM;SG
daily	daily	daily	daily		PROPN
daily	ежедневно	daily	ежедневно		ADV
daily	ежедневный	daily	ежедневный		ADJ;NOM;MASC;SG
biografier	биография	biografi	биография	N;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;SG
sagn	легенды	sagn	легенда	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
sagn	легенды	sagn	легенда	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
dårligere	хуже	dårlig	плохой	ADV;CMPR	ADJ;CMPR
nature	характер	natur	характер		N;INAN;NOM;MASC;SG
nature	характера	natur	характер		N;INAN;GEN;MASC;SG
nature	натура	natur	натура		N;INAN;NOM;FEM;SG
nature	природа	natur	природа		N;INAN;NOM;FEM;SG
aktuelt	текущие	aktuel	текущий	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
speed	скорость	speed	скорость		N;INAN;NOM;FEM;SG
speed	скорости	speed	скорость		N;INAN;NOM;FEM;PL
argentinske	аргентинская	argentinsk	аргентинский	ADJ;PL	ADJ;NOM;FEM;SG
argentinske	аргентины	argentinsk	аргентина	ADJ;PL	N;INAN;NOM;FEM;PL
zagreb	загребе	zagreb	загреб		N;INAN;NOM;MASC;SG
tilfældigt	случайный	tilfældigt	случайный	ADV	ADJ;NOM;MASC;SG
