और	og	और	og		CONJ
नीतियों	politikk	नीति	politikk	N;ACC;FEM;PL;3	N;INDF;MASC;SG
पेज	siden	पेज	siden	N;NOM;MASC;SG;3	
पेज	sidene	पेज	side	N;NOM;MASC;SG;3	N;DEF;FEM;PL
पेज	sider	पेज	side	N;NOM;MASC;SG;3	N;INDF;FEM;PL
सजा	sentence	सजा	sentence	PROPN;NOM;FEM;SG;3	N
सजा	setning	सजा	setning	PROPN;NOM;FEM;SG;3	N;INDF;FEM;SG
सजा	straffe	सजा	straffe	PROPN;NOM;FEM;SG;3	N;INDF;FEM;SG
सजा	pisking	सजा	pisking	PROPN;NOM;FEM;SG;3	N;INDF;FEM;SG
सजा	dekorert	सजा	dekorere	PROPN;NOM;FEM;SG;3	ADJ;INDF;SG;V.PTCP
सजा	dekorerte	सजा	dekorere	PROPN;NOM;FEM;SG;3	ADJ;PL;V.PTCP
सजा	straff	सजा	straff	PROPN;NOM;FEM;SG;3	N;INDF;FEM;SG
परम	bast	परम	bast		N;INDF;MASC;SG
परम	ypperste	परम	ypperrje		N;INDF;MASC;SG
परम	ultimate	परम	ultimat		ADJ;PL
गिर	synke	गिर	synkje	V;ACT	N;INDF;MASC;SG
गिर	fallet	गिर	fall	V;ACT	N;DEF;NEUT;SG
गिर	høst	गिर	høst	V;ACT	N;INDF;MASC;SG
गिर	høsten	गिर	høst	V;ACT	N;DEF;MASC;SG
गिर	falle	गिर	falle	V;ACT	ADJ;INDF;NEUT;SG;V.PTCP
अर्जित	hevet	अर्जित	hev	ADJ	N;DEF;NEUT;SG
अर्जित	oppvokst	अर्जित	oppvokst	ADJ	N;INDF;MASC;SG
अर्जित	fostret	अर्जित	fostre	ADJ	N;INDF;NEUT;SG
अर्जित	oppfostret	अर्जित	oppfostr	ADJ	N;DEF;NEUT;SG
अर्जित	opptjent	अर्जित	opptjenn	ADJ	N;INDF;MASC;SG
अमर	udødelig	अमर	udødelig	PROPN;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
अमर	udødelige	अमर	udødelig	PROPN;NOM;MASC;SG;3	ADJ;PL
अमर	amar	अमर	amar	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
खुला	åpne	खुल	åpne	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;PL
खुला	åpen	खुल	åpen	V;PFV;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
खुला	åpent	खुल	åpent	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;INDF;NEUT;SG
खुला	open	खुल	open	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
खुला	ulåst	खुल	ulåst	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
चालक	sjåfører	चालक	sjåføre	N;NOM;MASC;SG;3	N;INDF;FEM;PL
अंकित	innspilt	अंकित	innspilt	ADJ	N;INDF;MASC;SG
समृद्ध	beriket	समृद्ध	berike	ADP	N;DEF;NEUT;SG
समृद्ध	rikt	समृद्ध	rik	ADP	ADJ;INDF;NEUT;SG
समृद्ध	rike	समृद्ध	rik	ADP	ADJ;PL
समृद्ध	rik	समृद्ध	rik	ADP	ADJ;INDF;SG
समृद्ध	rich	समृद्ध	rich	ADP	N
इतालवी	italiener	इतालवी	italiene	PROPN;NOM;MASC;SG;3	N;INDF;MASC;PL
इतालवी	italienske	इतालवी	italiensk	PROPN;NOM;MASC;SG;3	ADJ;PL
इतालवी	italiensk	इतालवी	italiensk	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
निगरानी	overvåker	निगरानी	overvåke	N;NOM;FEM;SG;3	N;INDF;FEM;PL
प्रताप	pratap	प्रताप	pratap	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
राजस्व	inntekter	राजस्व	inntekt	N;NOM;MASC;SG;3	N;INDF;FEM;PL
बांग्ला	bengali	बांग्ला	bengali	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
बांग्ला	bangla	बांग्ला	bangle	PROPN;NOM;FEM;SG;3	ADJ;INDF;NEUT;SG;V.PTCP
बहादुर	bahadur	बहादुर	bahadur	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
बहादुर	modige	बहादुर	modig	PROPN;NOM;MASC;SG;3	ADJ;PL
बहादुर	tapper	बहादुर	tappe	PROPN;NOM;MASC;SG;3	N;INDF;FEM;PL
बहादुर	brave	बहादुर	brave	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
बहादुर	modig	बहादुर	modig	PROPN;NOM;MASC;SG;3	ADJ;INDF;SG
व्यवस्थित	organisere	व्यवस्थित	organisere	ADJ	V;NFIN
नेताओं	ledere	नेता	ledere	N;ACC;MASC;PL;3	N;INDF;MASC;SG
गौरव	pride	गौरव	pride	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
गौरव	stolthet	गौरव	stolthet	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
गौरव	hovmod	गौरव	hovmod	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
गौरव	beæret	गौरव	byær	PROPN;NOM;MASC;SG;3	N;DEF;NEUT;SG
गौरव	hedret	गौरव	hedr	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
गौरव	æret	गौरव	ær	PROPN;NOM;MASC;SG;3	N;DEF;NEUT;SG
गौरव	strålende	गौरव	strålende	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
डॉक्टर	doktorer	डॉक्टर	doktor	N;NOM;MASC;SG;3	N;INDF;FEM;PL
डॉक्टर	legene	डॉक्टर	lege	N;NOM;MASC;SG;3	N;DEF;FEM;PL
डॉक्टर	leger	डॉक्टर	lege	N;NOM;MASC;SG;3	N;INDF;FEM;PL
टैग	tagger	टैग	tagge	N;NOM;MASC;SG;3	N;INDF;MASC;PL
गणितीय	matematisk	गणितीय	matematisk	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
रखकर	setter	रख	setter	V;V.CVB	N;INDF;NEUT;SG
जोड़ी	pair	जोड़ी	pair	V;PFV;FEM;SG;V.PTCP;ACT	N;INDF;MASC;SG
जोड़ी	par	जोड़ी	par	V;PFV;FEM;SG;V.PTCP;ACT	N;INDF;NEUT;SG
जोड़ी	par	जोड़ी	par	V;PFV;FEM;SG;V.PTCP;ACT	N;INDF;NEUT;SG
जोड़ी	paret	जोड़ी	par	V;PFV;FEM;SG;V.PTCP;ACT	N;DEF;NEUT;SG
जोड़ी	couple	जोड़ी	couple	V;PFV;FEM;SG;V.PTCP;ACT	N
समाप्ति	ferdigstillelse	समाप्ति	ferdigstillelse	N;NOM;FEM;SG;3	ADJ;INDF;NEUT;SG
व्यापारी	kjøpmann	व्यापारी	kjøpmann	N;NOM;MASC;PL;3	N;INDF;MASC;SG
व्यापारी	handelsmann	व्यापारी	handelsmann	N;NOM;MASC;PL;3	N;INDF;MASC;SG
व्यापारी	forretningsmann	व्यापारी	forretningsmann	N;NOM;MASC;PL;3	N;INDF;MASC;SG
व्यापारी	forretningsfolk	व्यापारी	forretningsfolk	N;NOM;MASC;PL;3	N;INDF;NEUT;SG
व्यापारी	handelsmann	व्यापारी	handelsmann	N;NOM;MASC;PL;3	N;INDF;MASC;SG
मद्रास	madras	मद्रास	madras	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
एजेंसी	byråer	एजेंसी	byråe	N;NOM;FEM;SG;3	N;INDF;FEM;PL
समग्र	samlede	समग्र	samlede		N;INDF;NEUT;SG
पड़े	tvilsomt	पड़	tvilsomt	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;INDF;NEUT;SG
संगम	sangam	संगम	sangam	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
चार्ट	diagrammer	चार्ट	diagram	N;NOM;MASC;SG;3	N;INDF;FEM;PL
गरीब	stakkars	गरीब	stakkars	N;NOM;MASC;SG;3	ADJ;INDF;SG
गरीब	fattig	गरीब	fattig	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
गरीब	fattige	गरीब	fattig	N;NOM;MASC;SG;3	ADJ;PL
दत्त	dutt	दत्त	dut	PROPN;NOM;SG;3	N;INDF;MASC;SG
बिन्दु	dot	बिंदु	dot	N;NOM;MASC;SG;3	V;IND;PRS;FIN
पराजित	beseires	पराजित	beseires	ADJ	N;INDF;MASC;SG
पराजित	overvunnet	पराजित	overvunn	ADJ	N;DEF;NEUT;SG
पराजित	beseiret	पराजित	beseir	ADJ	N;DEF;NEUT;SG
बहु	flere	बहु	flere		
बहु	multippel	बहु	multippel		N;INDF;NEUT;SG
बहु	poly	बहु	poly		N;INDF;MASC;SG
कायम	vedlikeholdt	कायम	vedlikehold	ADJ	N;INDF;NEUT;SG
कायम	opprettholdes	कायम	opprettholdes	ADJ	N;INDF;NEUT;SG
कायम	opprettholdt	कायम	oppretthold	ADJ	N;INDF;NEUT;SG
कायम	linger	कायम	linger	ADJ	N;INDF;FEM;PL
जिब्राल्टर	gibraltar	जिब्राल्टर	gibralt	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
संयंत्र	planter	संयंत्र	plante	N;NOM;MASC;SG;3	N;INDF;FEM;PL
अकेले	alone	अकेला	alone	V;MASC;SG;3;FIN;ACT	N
अकेले	åleine	अकेला	åleine	V;MASC;SG;3;FIN;ACT	ADV
अकेले	alene	अकेला	alene	V;MASC;SG;3;FIN;ACT	N;INDF;SG
अकेले	aleine	अकेला	aleine	V;MASC;SG;3;FIN;ACT	ADV
किशोर	barnslig	किशोर	barnslig	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
किशोर	tenårene	किशोर	tenår	N;NOM;MASC;SG;3	N;DEF;FEM;PL
किशोर	tenåringer	किशोर	tenåring	N;NOM;MASC;SG;3	N;INDF;MASC;PL
अणु	partikler	अणु	partikkle	N;NOM;MASC;SG;3	N;INDF;FEM;PL
अणु	molekylær	अणु	molekylær	N;NOM;MASC;SG;3	ADJ;INDF;SG
भीड़	trangt	भीड़	trang	N;NOM;FEM;SG;3	ADJ;INDF;NEUT;SG
भीड़	overfylt	भीड़	overfylt	N;NOM;FEM;SG;3	ADJ;INDF;NEUT;SG
ब्लू	blå	ब्लू	blå	PROPN;NOM;MASC;SG;3	ADJ;INDF;SG
ब्लू	blue	ब्लू	blu	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
ब्लू	blått	ब्लू	blå	PROPN;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
ब्लू	blues	ब्लू	blues	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
द्वीपसमूह	øyer	द्वीपसमूह	øyer	N;NOM;MASC;SG;3	N;INDF;FEM;PL
स्कोर	scorer	स्कोर	score	N;NOM;MASC;SG;3	N;INDF;MASC;PL
स्कोर	skårer	स्कोर	skåre	N;NOM;MASC;SG;3	N;INDF;FEM;PL
स्कोर	poengsummer	स्कोर	poengsummer	N;NOM;MASC;SG;3	N;INDF;FEM;PL
गुजराती	gujarati	गुजराती	gujarati	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
चेतावनी	advarslene	चेतावनी	advarsle	N;NOM;FEM;SG;3	N;DEF;FEM;PL
चेतावनी	advarsler	चेतावनी	advarsle	N;NOM;FEM;SG;3	N;INDF;FEM;PL
चेतावनी	varsler	चेतावनी	varsle	N;NOM;FEM;SG;3	N;INDF;FEM;PL
चेतावनी	varsle	चेतावनी	varsle	N;NOM;FEM;SG;3	V;NFIN
दंड	straffer	दंड	straff	N;NOM;MASC;SG;3	N;INDF;FEM;PL
हिट	fulltreffere	हिट	fulltreffere		N;INDF;MASC;SG
हिट	hits	हिट	hits		N;INDF;NEUT;SG
हिट	slo	हिट	slå		V;IND;PST;FIN
हिट	sio	हिट	sio		N;INDF;MASC;SG
हिट	treff	हिट	treff		N;INDF;NEUT;SG
प्रतिबंध	begrensninger	प्रतिबंध	begrensning	N;NOM;MASC;SG;3	N;INDF;FEM;PL
पढ़ाई	studere	पढ़ाई	studere	N;NOM;FEM;SG;3	V;NFIN
पढ़ाई	studerte	पढ़ाई	studere	N;NOM;FEM;SG;3	V;IND;PST;FIN
पढ़ाई	studert	पढ़ाई	studere	N;NOM;FEM;SG;3	ADJ;INDF;SG;V.PTCP
जैक	jack	जैक	jack	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
बांध	dam	बांध	dam	V;SG;FIN;ACT	N;INDF;MASC;SG
बांध	demning	बांध	demning	V;SG;FIN;ACT	N;INDF;FEM;SG
बांध	demningen	बांध	demning	V;SG;FIN;ACT	N;DEF;MASC;SG
बांध	bryggen	बांध	brygg	V;SG;FIN;ACT	N;DEF;MASC;SG
बांध	moloen	बांध	molo	V;SG;FIN;ACT	N;DEF;MASC;SG
बांध	pir	बांध	pir	V;SG;FIN;ACT	N;INDF;MASC;SG
बांध	brygge	बांध	brygge	V;SG;FIN;ACT	N;INDF;FEM;SG
क्रांतिकारी	revolusjonære	क्रांतिकारी	revolusjonær	N;NOM;MASC;SG;3	ADJ;PL
क्रांतिकारी	revolusjonerende	क्रांतिकारी	revolusjonerende	N;NOM;MASC;SG;3	ADJ;PL;V.PTCP
आउट	stumper	आउट	stumpe	N;NOM;MASC;SG;3	N;INDF;FEM;PL
आउट	ut	आउट	ut	N;NOM;MASC;SG;3	ADP
आउट	ute	आउट	ute	N;NOM;MASC;SG;3	ADP
संशोधित	endret	संशोधित	endre	ADJ	N;INDF;NEUT;SG
सहमति	enig	सहमति	enig	N;NOM;FEM;SG;3	ADJ;INDF;NEUT;SG
सहमति	avtalt	सहमति	avtale	N;NOM;FEM;SG;3	ADJ;INDF;NEUT;SG;V.PTCP
जोशी	joshi	जोशी	joshi	PROPN;NOM;SG;3	N;INDF;MASC;SG
सूचित	varsle	सूचित	varsle	ADJ	V;NFIN
कवर	dekke	कवर	dekke		N;INDF;NEUT;SG
कवर	cover	कवर	cove		N;INDF;MASC;SG
कवर	deksel	कवर	deksel		N;INDF;NEUT;SG
कवर	dekk	कवर	dekk		N;INDF;NEUT;SG
कवर	dekker	कवर	dekke		V;IND;PRS;FIN
कवर	dyna	कवर	dyn		N;DEF;FEM;SG
अस्थायी	forbigående	अस्थायी	forbigående	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
अस्थायी	midlertidig	अस्थायी	midlertidig	N;NOM;MASC;SG;3	ADJ;INDF;SG
अस्थायी	midlertidige	अस्थायी	midlertidig	N;NOM;MASC;SG;3	ADJ;PL
अस्थायी	provisorisk	अस्थायी	provisorisk	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
कमल	lotus	कमल	lotus	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
कमल	kamal	कमल	kamal	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
नागरिकों	borgere	नागरिक	borgere	N;ACC;MASC;PL;3	N;INDF;FEM;SG
नागरिकों	innbyggere	नागरिक	innbyggere	N;ACC;MASC;PL;3	N;INDF;NEUT;SG
नागरिकों	statsborgere	नागरिक	statsborgere	N;ACC;MASC;PL;3	N;INDF;FEM;SG
नागरिकों	statsborgere	नागरिक	statsborgere	N;ACC;MASC;PL;3	N;INDF;FEM;SG
नागरिकों	sivilister	नागरिक	sivilister	N;ACC;MASC;PL;3	N;INDF;MASC;SG
नागरिकों	sivile	नागरिक	sivil	N;ACC;MASC;PL;3	ADJ;PL
बुक	bestilt	बुक	bestille	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG;V.PTCP
अंगों	organer	अंग	organer	N;ACC;MASC;PL;3	N;INDF;NEUT;SG
माप	måle	माप	måle		N;INDF;NEUT;SG
माप	målinger	माप	måling		N;INDF;FEM;PL
माप	måling	माप	måling		N;INDF;FEM;SG
थॉमस	thomas	थॉमस	thomas	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
कानपुर	kanpur	कानपुर	kanpur	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
एडवर्ड	edvard	एडवर्ड	edvard	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
एडवर्ड	edward	एडवर्ड	edward	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
चुनौती	utfordre	चुनौती	utfordre	N;NOM;FEM;SG;3	V;IMP;FIN
ओलम्पिक	olympiske	ओलम्पिक	olympisk	PROPN;NOM;MASC;SG;3	ADJ;PL
ओलम्पिक	olympic	ओलम्पिक	olympic	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
गणेश	ganesh	गणेश	ganesh	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
गणेश	ganesha	गणेश	ganeshe	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
वसा	tjukk	वसा	tjukk	N;NOM;MASC;SG;3	ADJ;INDF;SG
अखिल	akhil	अखिल	akhil	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
सीधा	straight	सीधा	straight	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
सीधा	direct	सीधा	direct	ADJ;NOM;MASC;SG	N
ग्रीन	grønn	ग्रीन	grønn		N;INDF;MASC;SG
ग्रीन	green	ग्रीन	grenne		N;DEF;MASC;SG
ग्रीन	grønt	ग्रीन	grøn		ADJ;INDF;NEUT;SG
ग्रीन	grønne	ग्रीन	grønne		ADJ;PL
नामित	navngitt	नामित	navngitt	ADJ	N;INDF;MASC;SG
उद्योगों	industries	उद्योग	industries	N;ACC;MASC;PL;3	N;INDF;MASC;SG
उद्योगों	industrier	उद्योग	industri	N;ACC;MASC;PL;3	N;INDF;FEM;SG
उद्योगों	bransjer	उद्योग	bransje	N;ACC;MASC;PL;3	N;INDF;MASC;SG
उद्योगों	entreprenørskap	उद्योग	entreprenørskap	N;ACC;MASC;PL;3	N;INDF;MASC;SG
उद्योगों	entreprenør	उद्योग	entreprenør	N;ACC;MASC;PL;3	N;INDF;MASC;SG
मर	dødt	मर	død	V;ACT	ADJ;INDF;NEUT;SG
मर	døde	मर	død	V;ACT	ADJ;PL
मर	død	मर	død	V;ACT	N;INDF;MASC;SG
मर	dead	मर	dead	V;ACT	N;INDF;MASC;SG
बच्चन	bachchan	बच्चन	bachchan	PROPN;NOM;SG;3	N
गहरी	dype	गहरा	dype	ADJ;NOM;FEM;SG	N;INDF;NEUT;SG
गहरी	dyp	गहरा	dyp	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
गहरी	dypt	गहरा	dyp	ADJ;NOM;FEM;SG	N;INDF;NEUT;SG
गहरी	deep	गहरा	deep	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
लिंक्स	koblinger	लिंक्स	koblinger	N;NOM;FEM;SG;3	N;INDF;FEM;PL
लिंक्स	linker	लिंक्स	linker	N;NOM;FEM;SG;3	N;INDF;MASC;PL
लिंक्स	lenker	लिंक्स	lank	N;NOM;FEM;SG;3	N;INDF;FEM;PL
विस्फोट	eksplosjonene	विस्फोट	eksplosjon	N;NOM;MASC;SG;3	N;DEF;FEM;PL
बिल्कुल	absolutt	बिल्कुल	absolutt	ADV	ADJ;INDF;NEUT;SG
पाये	funnet	पा	finne	V;PFV;MASC;PL;V.PTCP;ACT	N;DEF;NEUT;SG
पाये	funne	पा	finne	V;PFV;MASC;PL;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
भरे	fyllt	भर	fylle	V;PFV;MASC;PL;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
भरे	fylte	भर	fylle	V;PFV;MASC;PL;V.PTCP;ACT	ADJ;PL;V.PTCP
भरे	fylt	भर	fylle	V;PFV;MASC;PL;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
ज्वालामुखी	vulkaner	ज्वालामुखी	vulkan	N;NOM;MASC;SG;3	N;INDF;MASC;PL
बैंकों	banks	बैंक	banks	N;ACC;MASC;PL;3	N;INDF;MASC;SG
सुल्तान	sultan	सुल्तान	sultan	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
शेर	løvene	शेर	løv	N;NOM;MASC;SG;3	N;DEF;FEM;PL
शेर	løver	शेर	løve	N;NOM;MASC;SG;3	N;INDF;FEM;PL
हनुमान	hanuman	हनुमान	hanuman	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
प्रतिदिन	daglige	प्रतिदिन	daglig	N;NOM;MASC;SG;3	ADJ;PL
प्रतिदिन	daglig	प्रतिदिन	daglig	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
असामान्य	uvanlige	असामान्य	uvanlig	PROPN;NOM;SG;3	ADJ;PL
असामान्य	uvanlig	असामान्य	uvanlig	PROPN;NOM;SG;3	ADJ;INDF;NEUT;SG
असामान्य	unormalt	असामान्य	unormal	PROPN;NOM;SG;3	ADJ;INDF;NEUT;SG
असामान्य	unormal	असामान्य	unormal	PROPN;NOM;SG;3	ADJ;INDF;NEUT;SG
स्वाद	smake	स्वाद	smake	N;NOM;MASC;SG;3	V;IMP;NFIN
विद्यार्थी	studenter	विद्यार्थी	studenter	N;NOM;MASC;SG;3	N;INDF;FEM;PL
विद्यार्थी	studentene	विद्यार्थी	student	N;NOM;MASC;SG;3	N;DEF;FEM;PL
विद्यार्थी	elevene	विद्यार्थी	elev	N;NOM;MASC;SG;3	N;DEF;FEM;PL
पेय	drikk	पेय	drikke	N;NOM;MASC;SG;3	V;IND;PRS;FIN
पेय	drikkevarer	पेय	drikkevare	N;NOM;MASC;SG;3	N;INDF;FEM;PL
पेय	drinker	पेय	drinke	N;NOM;MASC;SG;3	N;INDF;FEM;PL
अनुक्रम	bestille	अनुक्रम	bestille	N;NOM;MASC;SG;3	V;NFIN
चक	chuck	चक	chuck	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
सूचीबद्ध	oppført	सूचीबद्ध	oppføre	PROPN;NOM;MASC;SG;3	ADJ;INDF;SG;V.PTCP
सूचीबद्ध	listet	सूचीबद्ध	list	PROPN;NOM;MASC;SG;3	N;DEF;NEUT;SG
माध्यमिक	sekundær	माध्यमिक	sekundær	N;NOM;MASC;SG;3	ADJ;INDF;SG
खगोलीय	astronomiske	खगोलीय	astronomisk	PROPN;NOM	ADJ;PL
खगोलीय	astronomisk	खगोलीय	astronomisk	PROPN;NOM	ADJ;INDF;NEUT;SG
गौतम	gautama	गौतम	gautam	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
गौतम	gautam	गौतम	gautam	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
लक्ष्मी	lakshmi	लक्ष्मी	lakshmi	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
तार	vaier	तार	vaie	N;NOM;MASC;SG;3	N;INDF;FEM;PL
तार	strenger	तार	streng	N;NOM;MASC;SG;3	N;INDF;MASC;PL
तार	strengene	तार	streng	N;NOM;MASC;SG;3	N;DEF;FEM;PL
पृथक	isolerte	पृथक	isolere		ADJ;PL;V.PTCP
पृथक	isolert	पृथक	isolere		ADJ;INDF;SG;V.PTCP
पृथक	separat	पृथक	separat		ADJ;INDF;NEUT;SG
पृथक	skill	पृथक	skill		N;INDF;MASC;SG
पृथक	atskilt	पृथक	atskilje		N;INDF;NEUT;SG
पृथक	skille	पृथक	skille		N;INDF;MASC;SG
ओम	ohm	ओम	ohm	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
जाट	jat	जाट	jat	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
अचानक	plutselig	अचानक	plutselig	ADV	ADJ;INDF;NEUT;SG
अचानक	brått	अचानक	brå	ADV	ADJ;INDF;NEUT;SG
अचानक	brått	अचानक	brå	ADV	ADJ;INDF;NEUT;SG
अचानक	brå	अचानक	brå	ADV	N;INDF;MASC;SG
अचानक	plutselige	अचानक	plutselig	ADV	ADJ;PL
डर	frykt	डर	frykt		N;INDF;FEM;SG
डर	fear	डर	fear		N;INDF;NEUT;SG
डर	redsel	डर	redsel		N;INDF;FEM;SG
डर	redd	डर	redd		ADJ;INDF;SG
करियर	karrierer	करियर	karriere	N;NOM;MASC;SG;3	N;INDF;FEM;PL
शुक्र	fre	शुक्र	fre	PROPN;NOM;MASC;SG;3	N
शुक्र	venus	शुक्र	venus	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
जानवर	beist	जानवर	beise	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
जानवर	dyrisk	जानवर	dyrisk	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
आना	ana	आ	ana	V;MASC;NFIN;ACT	N;INDF;MASC;SG
चेहरे	ansikt	चेहरा	ansikt	N;NOM;MASC;PL;3	N;INDF;NEUT;SG
चेहरे	ansiktet	चेहरा	ansikt	N;NOM;MASC;PL;3	N;DEF;NEUT;SG
चेहरे	ansikt	चेहरा	ansikt	N;NOM;MASC;PL;3	N;INDF;NEUT;SG
चेहरे	face	चेहरा	face	N;NOM;MASC;PL;3	N;INDF;NEUT;SG
चिन्ह	symboler	चिन्ह	symbol	N;NOM;MASC;SG;3	N;INDF;FEM;PL
चरम	ekstrem	चरम	ekstrem		ADJ;INDF;SG
चरम	ekstremt	चरम	ekstrem		ADJ;INDF;NEUT;SG
चरम	ekstreme	चरम	ekstrem		ADJ;PL
चरम	extreme	चरम	extreme		N;INDF;MASC;SG
केन्द्रित	centered	केंद्रित	center	ADJ	N;INDF;MASC;SG
सरदार	sardar	सरदार	sard	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
निर्यात	eksportere	निर्यात	eksportere	N;NOM;MASC;SG;3	V;NFIN
स्मिथ	smith	स्मिथ	smith	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
उड़ीसा	orissa	उड़ीसा	orisse	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
भर्ती	rekrutterer	भर्ती	rekruttere	N;NOM;FEM;SG;3	V;IND;PRS;FIN
भर्ती	ansette	भर्ती	ansette	N;NOM;FEM;SG;3	ADJ;PL
भर्ती	hyrer	भर्ती	hyre	N;NOM;FEM;SG;3	N;INDF;FEM;PL
स्तंभ	kolonnene	स्तंभ	kolonne	N;NOM;MASC;SG;3	N;DEF;MASC;PL
स्तंभ	kolonner	स्तंभ	kolonner	N;NOM;MASC;SG;3	N;INDF;MASC;PL
कार्यकाल	timer	कार्यकाल	time	N;NOM;MASC;SG;3	N;INDF;FEM;PL
कार्यकाल	åpningstidene	कार्यकाल	åpningstid	N;NOM;MASC;SG;3	N;DEF;FEM;PL
कार्यकाल	åpningstider	कार्यकाल	åpningstid	N;NOM;MASC;SG;3	N;INDF;FEM;PL
ताल	beat	ताल	beit		N;INDF;MASC;SG
ताल	taal	ताल	taal		N;INDF;MASC;SG
बोध	persepsjon	बोध	persepsjon		N;INDF;MASC;SG
मलेशिया	malaysia	मलेशिया	malaysia	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
अंडे	eggs	अंडा	eggs	N;NOM;MASC;PL;3	N;INDF;SG
अंडे	egg	अंडा	egg	N;NOM;MASC;PL;3	N;INDF;NEUT;SG
बनाम	versus	बनाम	versus		N;INDF;NEUT;SG
बनाम	kontra	बनाम	kontre		N;INDF;NEUT;SG
जीवनी	biografi	जीवनी	biografi	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
मजबूर	tvang	मजबूर	tvang	ADJ	N;INDF;NEUT;SG
साहब	sir	साहब	sir		PROPN
महाकाव्य	episk	महाकाव्य	episk	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
परिणामों	resultat	परिणाम	resultat	N;ACC;MASC;PL;3	N;INDF;NEUT;SG
मानकों	standarden	मानक	standard	N;ACC;MASC;PL;3	N;DEF;MASC;SG
ब्रह्मा	brahman	ब्रह्मा	brahman	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
ब्रह्मा	brahma	ब्रह्मा	brahme	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
