den	de	den	de	PRO;DEF;MASC+FEM;SG	PRO;NOM;PL;3
förmåga	evner	förmåga	evne	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
historisk	historiske	historisk	historisk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
historisk	historiske	historisk	historisk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
bertil	bertil	bertil	bertil	PROPN;NOM	N;INDF;MASC+FEM;SG
occidental	occidental	occidental	occidental	N;NOM;INDF;MASC+FEM;SG	
privata	privat	privat	privat	ADJ;NOM;PL	ADJ;INDF;SG
demokratisk	demokratiske	demokratisk	demokratisk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
demokratisk	demokratisk	demokratisk	demokratisk	ADJ;NOM;INDF;MASC+FEM;SG	ADV
gemensamma	joint	gemensam	joint	ADJ;NOM;PL	
gemensamma	almindelig	gemensam	almindelig	ADJ;NOM;PL	ADJ;INDF;MASC+FEM;SG
dakota	dakota	dakot	dakota	PROPN;NOM	N;INDF;NEUT;SG
förluster	tab	förlust	tab	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
förluster	svind	förlust	svind	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
förluster	tilskadekomne	förlust	tilskadekomn	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
nyheter	nyhed	nyhet	nyhed	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
ray	ray	ray	ray	PROPN;NOM	
köptes	købes	köpa	købe	V;IND;PST;FIN;PASS	V;IND;PRS;NFIN;PASS
köptes	købte	köpa	købe	V;IND;PST;FIN;PASS	V;IND;PST;FIN;ACT
tornet	tårn	torn	tårn	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
tornet	tower	torn	towe	N;NOM;DEF;NEUT;SG	N;INDF;MASC+FEM;PL
ändra	skifter	ändra	skifte	V;IMP;FIN;ACT	V;IND;PRS;FIN;ACT
ändra	ændrer	ändra	ændre	V;IMP;FIN;ACT	V;IND;PRS;FIN;ACT
ändra	skift	ändra	skift	V;IMP;FIN;ACT	N;INDF;NEUT;SG
ändra	ændring	ändra	ændring	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
ändra	forandring	ändra	forandring	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
tider	tiderne	tid	tid	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC+FEM;PL
tider	times	tid	time	N;NOM;INDF;MASC+FEM;PL	N;GEN;INDF;MASC+FEM;SG
döden	death	död	death	N;NOM;DEF;MASC+FEM;SG	
döden	død	död	død	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
döden	dødsfald	död	dødsfald	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;PL
miconia	miconia	miconi	miconia	N;NOM;INDF;MASC+FEM;SG	
organisationer	organisationerne	organisation	organisation	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC+FEM;PL
organisationer	organisationerne	organisation	organisation	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC+FEM;PL
oavsett	uanset	oavsett	uanset	N;NOM;INDF;MASC+FEM;SG	ADV
bred	brede	bred	bred	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
bred	brede	bred	bred	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
totala	samlet	total	samle	ADJ;NOM;PL	V;INDF;SG;PST;V.PTCP
may	may	may	may	N;NOM;INDF;NEUT;SG	
may	kan	may	kunne	N;NOM;INDF;NEUT;SG	V;IND;PRS;FIN;ACT
hålls	afholdte	hålla	afholde	V;IND;PRS;FIN;PASS	V;PL;PST;V.PTCP
hålls	holdt	hålla	holde	V;IND;PRS;FIN;PASS	V;IND;PST;FIN;ACT
hålls	afholdt	hålla	afholde	V;IND;PRS;FIN;PASS	V;INDF;SG;PST;V.PTCP
akantusväxter	acanthaceae	akantusväxt	acanthaceae	N;NOM;INDF;MASC+FEM;PL	
placeras	anbragt	placera	anbragt	V;IND;PRS;FIN;PASS	V;INDF;SG;PST;V.PTCP
placeras	placerede	placera	placere	V;IND;PRS;FIN;PASS	V;IND;PST;FIN;ACT
placeras	placeret	placera	placere	V;IND;PRS;FIN;PASS	V;INDF;SG;PST;V.PTCP
mato	mato	mato	mato	PROPN;NOM	
öka	forhøjelse	öka	forhøjelse	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
öka	forøgelse	öka	forøgelse	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
öka	stigning	öka	stigning	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
motiv	motivet	motiv	motiv	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
motiv	rammer	motiv	ramme	N;NOM;INDF;NEUT;SG	V;IND;PRS;FIN;ACT
motiv	rammen	motiv	ramme	N;NOM;INDF;NEUT;SG	N;DEF;MASC+FEM;SG
motiv	bevæggrunde	motiv	bevæggrunde	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
motiv	motiver	motiv	motiv	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
bergman	bergman	bergman	bergman	PROPN;NOM	N;INDF;MASC+FEM;SG
revolutionen	revolution	revolution	revolution	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
revolutionen	omvæltning	revolution	omvæltning	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
jämfört	sammenlignet	jämföra	sammenligne	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
jämfört	sammenholdt	jämföra	sammenholde	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
länderna	lande	land	land	N;NOM;DEF;NEUT;PL	N;INDF;NEUT;PL
ute	ute	ute	ute	ADV	
ute	out	ute	out	ADV	
game	vildt	game	vildt	N;NOM;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
game	spillet	game	spille	N;NOM;INDF;NEUT;SG	V;INDF;SG;PST;V.PTCP
gul	gule	gul	gul	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
gul	yellow	gul	yellow	ADJ;NOM;INDF;MASC+FEM;SG	
äkta	real	äkta	real	ADJ;NOM	
äkta	virkeligt	äkta	virkeligt	ADJ;NOM	ADV
äkta	rigtig	äkta	rigtig	ADJ;NOM	ADV
äkta	virkelig	äkta	virkelig	ADJ;NOM	ADV
paz	paz	paz	paz	PROPN;NOM	
göta	göta	göta	göta	PROPN;NOM	PROPN
hjalmar	hjalmar	hjalma	hjalmar	PROPN;NOM	
fisk	fiske	fisk	fisk	N;NOM;INDF;MASC+FEM;SG	V;NFIN;ACT
kunskap	kundskaber	kunskap	kundskab	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;PL
håkan	hakan	håka	hakan	PROPN;NOM	
håkan	håkan	håka	håkan	PROPN;NOM	
planer	planerne	plan	plan	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC+FEM;PL
cambridge	cambridge	cambridge	cambridge	PROPN;NOM	N;INDF;MASC+FEM;SG
bilda	formular	bilda	formular	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
bilda	blanket	bilda	blanke	V;IMP;FIN;ACT	N;INDF;NEUT;SG
bilda	form	bilda	form	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
bilda	formen	bilda	formen	V;IMP;FIN;ACT	N;DEF;MASC+FEM;SG
turner	turner	turner	turner	PROPN;NOM	N;INDF;MASC+FEM;SG
papua	papua	papua	papua	PROPN;NOM	N;INDF;MASC+FEM;SG
population	befolkningen	population	befolkning	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
population	indbyggere	population	indbygger	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
skara	skara	skara	skara	N;NOM;INDF;MASC+FEM;SG	PROPN
golden	gyldent	gold	gylden	N;NOM;DEF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
golden	gyldne	gold	gylden	N;NOM;DEF;MASC+FEM;SG	ADJ;PL
värld	world	värld	world	N;NOM;INDF;MASC+FEM;SG	
anthony	anthony	anthony	anthony	PROPN;NOM	
demokratiska	demokratisk	demokratisk	demokratisk	ADJ;NOM;PL	ADV
christina	christina	christin	christina	PROPN;NOM	N;INDF;MASC+FEM;SG
kristian	kristian	kristian	kristian	PROPN;NOM	
dead	dødt	dead	død	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
dead	døde	dead	død	N;NOM;INDF;MASC+FEM;SG	ADJ;PL
dead	dead	dead	dead	N;NOM;INDF;MASC+FEM;SG	
lawrence	lawrence	lawrence	lawrence	N;NOM;INDF;NEUT;SG	
allan	allan	allan	allan	PROPN;NOM	
termen	term	term	term	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
termen	benævnelse	term	benævnelse	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
porträtt	portrætter	porträtt	portrætte	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
brandenburg	brandenburg	brandenburg	brandenburg	PROPN;NOM	N;DEF;MASC+FEM;SG
doro	doro	doro	doro	N;NOM;INDF;MASC+FEM;SG	
klassisk	klassiker	klassisk	klassiker	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
klassisk	klassiske	klassisk	klassisk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
klassisk	classic	klassisk	classic	ADJ;NOM;INDF;MASC+FEM;SG	
zambia	zambia	zambi	zambia	PROPN;NOM	PROPN
student	studerende	student	studere	N;NOM;INDF;MASC+FEM;SG	V;PRS;V.PTCP
särskilda	specifik	särskild	specifik	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;MASC+FEM;SG
särskilda	specifikt	särskild	specifikt	ADJ;NOM;PL;PST;V.PTCP	ADV
särskilda	særligt	särskild	særligt	ADJ;NOM;PL;PST;V.PTCP	ADV
särskilda	speciel	särskild	speciel	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;MASC+FEM;SG
särskilda	særlig	särskild	særlig	ADJ;NOM;PL;PST;V.PTCP	ADV
utveckla	udvikler	utveckla	udvikel	V;IMP;FIN;ACT	V;IND;PRS;FIN;ACT
stewart	stewart	stew	stewart	PROPN;NOM	N;INDF;MASC+FEM;SG
förstår	forstået	förstå	forstå	V;IND;PRS;FIN;ACT	V;INDF;SG;PST;V.PTCP
kristina	kristina	kristin	kristina	PROPN;NOM	
jimmy	jimmy	jimmy	jimmy	PROPN;NOM	
television	fjernsynet	television	fjernsyn	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
bell	klokke	bell	klokke	PROPN;NOM	N;INDF;MASC+FEM;SG
bell	bell	bell	bell	PROPN;NOM	
basse	privat	basse	privat	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
basse	private	basse	privat	N;NOM;INDF;MASC+FEM;SG	ADJ;PL
ljud	lyde	ljud	lyde	N;NOM;INDF;NEUT;SG	V;NFIN;ACT
ljud	sound	ljud	sound	N;NOM;INDF;NEUT;SG	
ljud	lyden	ljud	lyd	N;NOM;INDF;NEUT;SG	N;DEF;MASC+FEM;SG
ljud	lyde	ljud	lyde	N;NOM;INDF;NEUT;SG	V;NFIN;ACT
ljud	lyder	ljud	lyde	N;NOM;INDF;NEUT;SG	V;IND;PRS;FIN;ACT
framträdande	fremmøde	framträdande	fremmøde	ADJ;NOM;PRS;V.PTCP	N;INDF;NEUT;SG
framträdande	udseende	framträdande	udseende	ADJ;NOM;PRS;V.PTCP	N;INDF;NEUT;SG
framträdande	udseendet	framträdande	udseende	ADJ;NOM;PRS;V.PTCP	N;DEF;NEUT;SG
framträdande	fremtræden	framträdande	fremtræde	ADJ;NOM;PRS;V.PTCP	V;V.MSDR
framträdande	fremstående	framträdande	fremstående	ADJ;NOM;PRS;V.PTCP	V;PRS;V.PTCP
fullt	mæt	full	mæt	ADV	ADJ;INDF;SG
fullt	fuld	full	fuld	ADV	ADJ;INDF;MASC+FEM;SG
fullt	fulde	full	fuld	ADV	ADJ;DEF;SG
fullt	full	full	full	ADV	
orter	byerne	ort	by	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC+FEM;PL
bernard	bernard	bernard	bernard	N;NOM;INDF;MASC+FEM;SG	
graham	graham	graham	graham	PROPN;NOM	
mercedes	mercedes	mercedes	mercede	PROPN;NOM	N;INDF;MASC+FEM;SG
salt	sprød	salt	sprød	N;NOM;INDF;NEUT;SG	ADJ;INDF;MASC+FEM;SG
salt	salt	salt	salt	N;NOM;INDF;NEUT;SG	ADJ;INDF;SG
salt	salt	salt	salt	N;NOM;INDF;NEUT;SG	ADJ;INDF;SG
högskolan	kollegium	högskola	kollegium	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
högskolan	college	högskola	college	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
chen	chen	chen	chen	PROPN;NOM	
vintern	winter	vinter	winter	N;NOM;DEF;MASC+FEM;SG	
vintern	vinter	vinter	vinter	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
fasta	fastende	fast	faste	ADJ;NOM;PL	V;PRS;V.PTCP
fasta	faster	fast	faste	ADJ;NOM;PL	N;INDF;MASC+FEM;SG
fasta	fastsat	fast	fastsætte	ADJ;NOM;PL	V;INDF;SG;PST;V.PTCP
fasta	fast	fast	fast	ADJ;NOM;PL	ADV
fasta	fikseret	fast	fiksere	ADJ;NOM;PL	V;INDF;SG;PST;V.PTCP
zürich	zürich	zürich	zürich	PROPN;NOM	N;INDF;NEUT;SG
zürich	zürich	zürich	zürich	PROPN;NOM	N;INDF;NEUT;SG
effekt	virkningen	effekt	virkning	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
effekt	virkninger	effekt	virkning	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
viktor	viktor	vikta	viktor	PROPN;NOM	N;INDF;MASC+FEM;SG
viktor	victor	vikta	victor	PROPN;NOM	N;INDF;MASC+FEM;SG
viktor	viktor	vikta	viktor	PROPN;NOM	N;INDF;MASC+FEM;SG
salvador	salvador	salvada	salvador	N;NOM;INDF;MASC+FEM;PL	
händelser	stories	händelse	storie	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
händelser	begivenhederne	händelse	begivenhed	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC+FEM;PL
mandat	mandater	manda	mandat	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
mandat	mandaterne	manda	mandat	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;PL
mandat	mandatet	manda	mandat	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
vattenfall	vandfaldet	vattenfall	vandfald	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
honda	honda	hond	honda	N;NOM;INDF;MASC+FEM;SG	
sent	sen	sen	sen	ADV	ADJ;INDF;MASC+FEM;SG
sent	forsinket	sen	forsinke	ADV	V;INDF;SG;PST;V.PTCP
novo	novo	novo	novo	N;NOM;INDF;MASC+FEM;SG	
three	tre	three	tre	N;NOM;INDF;MASC+FEM;SG	NUM
three	three	three	thre	N;NOM;INDF;MASC+FEM;SG	
kejsare	kejseren	kejsare	kejser	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
kejsare	kejsere	kejsare	kejser	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
grosso	grosso	grosso	grosso	N	
samtida	nutidige	samtida	nutidig	N;NOM;INDF;NEUT;SG	ADJ;PL
samtida	moderne	samtida	moderne	N;NOM;INDF;NEUT;SG	ADJ
uruguay	uruguay	uruguay	uruguay	PROPN;NOM	PROPN
oxford	oxford	oxford	oxford	PROPN;NOM	
objekt	punkterne	objekt	punkt	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;PL
objekt	poster	objekt	post	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;PL
objekt	genstande	objekt	genstand	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;PL
objekt	punkter	objekt	punkt	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
objekt	genstande	objekt	genstand	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;PL
objekt	objekter	objekt	objekt	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
home	hjem	home	hjem	N;NOM;INDF;NEUT;SG	ADV
home	hjemme	home	hjemme	N;NOM;INDF;NEUT;SG	ADV
home	hjemad	home	hjemad	N;NOM;INDF;NEUT;SG	ADV
home	home	home	home	N;NOM;INDF;NEUT;SG	
relevans	relevant	relevans	relevant	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
visades	viste	visa	vise	V;IND;PST;FIN;PASS	V;IND;PST;FIN;ACT
visades	vises	visa	vise	V;IND;PST;FIN;PASS	V;IND;PRS;FIN;PASS
hamburg	hamborg	hamburg	hamborg	PROPN;NOM	PROPN
hamburg	hamburg	hamburg	hamburg	PROPN;NOM	N;INDF;MASC+FEM;SG
insatser	søgsmål	insats	søgsmål	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
insatser	handling	insats	handling	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
insatser	indsatsen	insats	indsats	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC+FEM;SG
insatser	indsats	insats	indsats	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
lär	lære	lära	lære	V;IND;PRS;FIN;ACT	N;INDF;MASC+FEM;SG
lär	lær	lära	lær	V;IND;PRS;FIN;ACT	V;IMP
operation	operationen	operation	operation	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
luxemburg	luxemburg	luxemburg	luxemburg	PROPN;NOM	N;INDF;MASC+FEM;SG
luxemburg	luxemburg	luxemburg	luxemburg	PROPN;NOM	N;INDF;MASC+FEM;SG
luxemburg	luxembourg	luxemburg	luxembourg	PROPN;NOM	
ersatte	udskiftes	ersätta	udskifte	V;IND;PST;FIN;ACT	V;NFIN;PASS
årligen	årlig	årligen	årlig	ADV	ADJ;INDF;MASC+FEM;SG
årligen	årlig	årligen	årlig	ADV	ADJ;INDF;MASC+FEM;SG
angränsande	tilgrænsende	angränsande	tilgrænsende	ADJ;NOM;PRS;V.PTCP	V;PRS;V.PTCP
angränsande	tilgrænsende	angränsande	tilgrænsende	ADJ;NOM;PRS;V.PTCP	V;PRS;V.PTCP
hundra	hundrede	hundra	hundrede	NUM;NOM	N;INDF;NEUT;SG
filosofi	filosofien	filosofi	filosofi	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
maría	maría	marga	maría	PROPN;NOM	
miguel	miguel	miguel	miguel	PROPN;NOM	
nicholas	nicholas	nichola	nicholas	PROPN;NOM	
gjorda	made	göra	made	ADJ;NOM;PL;PST;V.PTCP	
gjorda	lavet	göra	lave	ADJ;NOM;PL;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gjorda	foretaget	göra	foretage	ADJ;NOM;PL;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
pettersson	pettersson	pettersson	pettersson	PROPN;NOM	N;INDF;MASC+FEM;SG
exakt	nøjagtig	exakt	nøjagtig	ADV	ADJ;INDF;MASC+FEM;SG
exakt	nøjagtig	exakt	nøjagtig	ADV	ADJ;INDF;MASC+FEM;SG
tidig	tidligt	tidig	tidligt	ADJ;NOM;INDF;MASC+FEM;SG	ADV
fischer	fischer	fisch	fische	PROPN;NOM	N;INDF;MASC+FEM;SG
sun	sun	sun	sun	N;NOM;INDF;NEUT;SG	
sun	solen	sun	sol	N;NOM;INDF;NEUT;SG	N;DEF;MASC+FEM;SG
falls	falder	falla	falde	N;NOM;INDF;NEUT;SG	V;IND;PRS;FIN;ACT
falls	falls	falla	falls	N;NOM;INDF;NEUT;SG	
skivor	records	skiva	records	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
skivor	diske	skiva	denke	N;NOM;INDF;MASC+FEM;PL	V;NFIN;ACT
skivor	snitter	skiva	snitte	N;NOM;INDF;MASC+FEM;PL	V;IND;PRS;FIN;ACT
skapat	oprettede	skapa	oprette	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
skapat	skabt	skapa	skabe	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
skapat	oprettet	skapa	oprette	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
mil	mile	mil	mil	N;NOM;INDF;MASC+FEM;SG	
mil	miles	mil	mile	N;NOM;INDF;MASC+FEM;SG	N;GEN;INDF;MASC+FEM;SG
mil	kilometer	mil	kilometer	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
mil	km	mil	kilometer	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
sist	sidste	sist	sidste	ADV;RL	ADJ
baron	baronen	baron	baron	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
studenter	eleverne	student	elev	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC+FEM;PL
studenter	studerende	student	studere	N;NOM;INDF;MASC+FEM;PL	V;PRS;V.PTCP
león	león	len	león	PROPN;NOM	PROPN
cook	cook	cook	cook	PROPN;NOM	
cook	kogning	cook	kogning	PROPN;NOM	N;INDF;MASC+FEM;SG
cook	kok	cook	kok	PROPN;NOM	N;INDF;MASC+FEM;SG
cook	kog	cook	koge	PROPN;NOM	V;IMP
cook	koge	cook	koge	PROPN;NOM	V;NFIN;ACT
mora	mora	mora	mora	PROPN;NOM	
google	google	google	goo	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
fujian	fujian	fujia	fujian	PROPN;NOM	
mötte	met	mötte	met	V;IND;PST;FIN;ACT	
bromsar	bremsning	broms	bremsning	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
bromsar	bremser	broms	bremse	N;NOM;INDF;MASC+FEM;PL	V;IND;PRS;FIN;ACT
bromsar	bremse	broms	bremse	N;NOM;INDF;MASC+FEM;PL	V;NFIN;ACT
bromsar	bremsen	broms	brem	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC+FEM;SG
bromsar	bremser	broms	bremse	N;NOM;INDF;MASC+FEM;PL	V;IND;PRS;FIN;ACT
bromsar	bremser	broms	bremse	N;NOM;INDF;MASC+FEM;PL	V;IND;PRS;FIN;ACT
paso	paso	paso	paso	N;NOM;INDF;NEUT;SG	
ras	racen	ras	race	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
ras	ras	ras	ras	N;NOM;INDF;MASC+FEM;SG	
unionen	union	union	union	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
unionen	fagforening	union	fagforening	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
clubnat	clubnat	clubna	clubnat	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	
kände	føltes	känna	føle	V;IND;PST;FIN;ACT	V;IND;PRS;FIN;PASS
kände	filt	känna	filt	V;IND;PST;FIN;ACT	N;INDF;NEUT;SG
upplaga	udgaven	upplaga	udgave	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
upplaga	edition	upplaga	edition	N;NOM;INDF;MASC+FEM;SG	
drev	kørte	drev	køre	V;IMP;FIN;ACT	V;IND;PST;FIN;ACT
drev	drev	drev	drive	V;IMP;FIN;ACT	V;IND;PST;FIN;ACT
inne	indvendig	inne	indvendig	ADV	ADJ;INDF;MASC+FEM;SG
inne	indeni	inne	indeni	ADV	ADJ;INDF;MASC+FEM;SG
werner	werner	werner	werner	PROPN;NOM	N;INDF;MASC+FEM;SG
ren	rene	ren	ren	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
ren	rene	ren	ren	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
ren	rens	ren	rense	ADJ;NOM;INDF;MASC+FEM;SG	V;IMP
ren	clean	ren	clean	ADJ;NOM;INDF;MASC+FEM;SG	
xiang	xiang	xiang	xiang	N;NOM;INDF;MASC+FEM;SG	
studio	studio	studio	studio	N;NOM;INDF;MASC+FEM;SG	
studio	studiet	studio	studium	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
kloster	klostret	kloster	klostret	N;NOM;INDF;MASC+FEM;PL	N;DEF;NEUT;SG
kloster	kloster	kloster	kloste	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
kloster	klosteret	kloster	klostere	N;NOM;INDF;MASC+FEM;PL	N;DEF;NEUT;SG
kloster	kloster	kloster	kloste	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
kloster	kloster	kloster	kloste	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
kloster	abbey	kloster	abbey	N;NOM;INDF;MASC+FEM;PL	
kusten	kyst	kust	kyst	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
kusten	kyster	kust	kyste	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
kusten	coast	kust	coast	N;NOM;DEF;MASC+FEM;SG	
kurt	kurt	kurt	kurt	PROPN;NOM	
herbert	herbert	herber	herbert	PROPN;NOM	N;INDF;MASC+FEM;SG
kansas	kansas	kansas	kansas	PROPN;NOM	
cauca	cauca	cauca	cauca	ADJ;NOM;PL	
roy	roy	roy	roy	PROPN;NOM	
tanzania	tanzania	tancanium	tanzania	PROPN;NOM	
hamn	harbor	hamn	harbor	N;NOM;INDF;MASC+FEM;SG	
hamn	havne	hamn	havne	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
hamn	port	hamn	port	N;NOM;INDF;MASC+FEM;SG	
arkitektur	arkitekturen	arkitektur	arkitektur	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
trodde	menes	tro	mene	V;IND;PST;FIN;ACT	V;IND;PRS;FIN;PASS
volvo	volvo	volvo	volvo	N;NOM;INDF;MASC+FEM;SG	
georges	georges	george	george	PROPN;NOM	N;GEN;INDF;MASC+FEM;SG
franklin	franklin	franklin	franklin	PROPN;NOM	N;INDF;MASC+FEM;SG
jules	jules	jules	jules	PROPN;NOM	N;INDF;MASC+FEM;SG
sainte	sainte	sainte	saint	PROPN;NOM	
statistik	statistikker	statistik	statistik	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
kombination	kombinationen	kombination	kombination	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
rädda	redning	rädda	redning	V;IMP;NFIN;ACT	N;INDF;MASC+FEM;SG
rädda	undsætning	rädda	undsætning	V;IMP;NFIN;ACT	N;INDF;MASC+FEM;SG
rädda	rednings	rädda	redning	V;IMP;NFIN;ACT	N;INDF;MASC+FEM;SG
rädda	redningsaktion	rädda	redningsaktion	V;IMP;NFIN;ACT	N;INDF;MASC+FEM;SG
kommande	kommende	kommande	komme	ADJ;NOM;PRS;V.PTCP	V;PRS;V.PTCP
metod	metoden	metod	metod	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
ökar	stigninger	öka	stigning	V;IND;PRS;FIN;ACT	N;INDF;MASC+FEM;PL
ökar	forøgelser	öka	forøgelse	V;IND;PRS;FIN;ACT	N;INDF;MASC+FEM;PL
ökar	forhøjelser	öka	forhøjelse	V;IND;PRS;FIN;ACT	N;INDF;MASC+FEM;PL
