conferit	svěřených	conferi	svěřený	ADJ;INDF;MASC;SG	ADJ;GEN;MASC;PL;POS
alfa	alfa	alfa	alfa	N;INDF;MASC	PROPN;NOM;FEM;SG;POS
alfa	alfa	alfa	alfa	N;INDF;MASC	PROPN;NOM;FEM;SG;POS
fantastica	fantastický	fantastică	fantastický	ADJ;DEF;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
fantastica	fantastické	fantastică	fantastický	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG;POS
cerintele	požadavky	cerint	požadavek	N;DEF;FEM;PL	N;INAN;NOM;MASC;PL;POS
amenintare	ohrožení	amenintare	ohrožení	N;INDF;FEM;SG	N;NOM;NEUT;SG;POS
amenintare	hrozba	amenintare	hrozba	N;INDF;FEM;SG	N;NOM;FEM;SG;POS
amenintare	ohrožení	amenintare	ohrožení	N;INDF;FEM;SG	N;NOM;NEUT;SG;POS
amenintare	hrozba	amenintare	hrozba	N;INDF;FEM;SG	N;NOM;FEM;SG;POS
bolta	trezor	boltă	trezor	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG;POS
bolta	trezoru	boltă	trezor	N;DEF;FEM;SG	N;INAN;GEN;MASC;SG;POS
lovituri	kope	lovitură	kope	N;INDF;FEM;PL	V;IND;SG;3;POS;PRS;FIN;ACT
lovituri	fouká	lovitură	foukat	N;INDF;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
viziteaza	návštěvu	vizitează	návštěva	V;IND;SG;3;IPFV;FIN	N;ACC;FEM;SG;POS
viziteaza	návštěva	vizitează	návštěva	V;IND;SG;3;IPFV;FIN	N;NOM;FEM;SG;POS
viziteaza	navštivte	vizitează	navštivtět	V;IND;SG;3;IPFV;FIN	V;IMP;PL;2;POS;FIN
vizibil	viditelný	vizibil	viditelný	ADV	ADJ;INAN;NOM;MASC;SG;POS
vizibil	viditelná	vizibil	viditelný	ADV	ADJ;NOM;FEM;SG;POS
vizibil	viditelné	vizibil	viditelný	ADV	ADJ;NOM;NEUT;SG;POS
sporturi	sportovní	sport	sportovní	N;INDF;FEM;PL	ADJ;NOM;MASC;SG;POS
sporturi	sport	sport	sport	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG;POS
observatie	pozorování	observatie	pozorování	N;INDF;FEM;SG	N;NOM;NEUT;SG;POS
observatie	pozorovací	observatie	pozorovací	N;INDF;FEM;SG	ADJ;NOM;MASC;SG;POS
observatie	postřeh	observatie	postřeh	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG;POS
parker	parkerová	parker	parkerový	PROPN	ADJ;NOM;FEM;SG;POS
parker	parker	parker	parker	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
zeilor	bohů	zeu	bůh	N;DEF;MASC;PL	N;ANIM;GEN;MASC;PL;POS
zeilor	bohové	zeu	boh	N;DEF;MASC;PL	N;ANIM;NOM;MASC;PL;POS
zeilor	bohy	zeu	bůh	N;DEF;MASC;PL	N;ANIM;NOM;MASC;PL;POS
zeilor	bozi	zeu	bůh	N;DEF;MASC;PL	N;ANIM;NOM;MASC;PL;POS
liechtenstein	lichtenštejnsko	liechtenstein	lichtenštejnský	PROPN	ADJ;POS
discovery	discovery	discovery	discovery	N;INDF;MASC;SG	PROPN;FEM;POS
gasiti	najděte	gasit	najít		V;IMP;PL;2;POS;FIN
gasiti	najdi	gasit	najdi		V;IMP;SG;2;POS;FIN
gasiti	najít	gasit	najít		V;POS;NFIN
taiat	řez	taia	řez	ADJ;INDF;MASC;SG	N;INAN;NOM;MASC;SG;POS
taiat	střih	taia	střih	ADJ;INDF;MASC;SG	N;INAN;NOM;MASC;SG;POS
etajul	patře	etaj	patro	N;DEF;MASC;SG	N;NOM;NEUT;SG;POS
etajul	podlaha	etaj	podlaha	N;DEF;MASC;SG	N;NOM;FEM;SG;POS
etajul	poschodí	etaj	poschodí	N;DEF;MASC;SG	N;NOM;NEUT;SG;POS
etajul	podlaží	etaj	podlaží	N;DEF;MASC;SG	N;NOM;NEUT;SG;POS
etajul	patro	etaj	patro	N;DEF;MASC;SG	N;NOM;NEUT;SG;POS
chapelle	chapelle	chapellă	chapelle	N;INDF;FEM;PL	PROPN;NOM;MASC;SG;POS
strategie	strategie	strategie	strategie	N;INDF;FEM;SG	N;NOM;FEM;SG;POS
strategie	strategii	strategie	strategie	N;INDF;FEM;SG	N;ACC;FEM;SG;POS
attila	attila	attila	attila	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
experiment	experimentovat	experiment	experimentovat	N;INDF;MASC;SG	V;IPFV;POS;NFIN
finalizata	dokončené	finalizat	dokončený	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG;POS
finalizata	dokončena	finalizat	dokončený	ADJ;DEF;FEM;SG	ADJ;POS;V.PTCP;PASS
vinci	vinci	vinci	vince	PROPN	N;ANIM;NOM;MASC;SG;POS
reptile	plaz	reptă	plaz	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG;POS
constat	spočívala	constat	spočívat	V;MASC;SG;V.PTCP	V;IPFV;POS;PST;V.PTCP;ACT
sportul	sportu	sport	sport	N;DEF;MASC;SG	N;INAN;DAT;MASC;SG;POS
sportul	sport	sport	sport	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG;POS
sportul	sportovní	sport	sportovní	N;DEF;MASC;SG	ADJ;NOM;MASC;SG;POS
leul	lva	leu	lev	N;DEF;MASC;SG	N;ANIM;ACC;MASC;SG;POS
leul	lev	leu	lev	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG;POS
personalul	personál	personal	personál	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG;POS
personalul	personální	personal	personální	N;DEF;MASC;SG	ADJ;NOM;MASC;SG;POS
personalul	personál	personal	personál	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG;POS
personalul	zaměstnanci	personal	zaměstnanec	N;DEF;MASC;SG	N;ANIM;NOM;MASC;PL;POS
aron	aron	aron	aron	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
preveni	zabránit	preveni	zabránit		V;PFV;POS;NFIN
preveni	předejít	preveni	předejít		V;POS;NFIN
preveni	předcházet	preveni	předcházet		V;IPFV;POS;NFIN
won	vyhrála	won	vyhrát	PROPN	V;POS;PST;V.PTCP;ACT
won	vyhráli	won	vyhrát	PROPN	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
won	vyhrál	won	vyhrát	PROPN	V;MASC;SG;POS;PST;V.PTCP;ACT
integrarea	integraci	integrare	integrace	N;DEF;FEM;SG	N;ACC;FEM;SG;POS
integrarea	začlenění	integrare	začlenění	N;DEF;FEM;SG	N;NOM;NEUT;SG;POS
integrarea	integrační	integrare	integrační	N;DEF;FEM;SG	ADJ;NOM;MASC;SG;POS
integrarea	integrace	integrare	integrace	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
reci	studené	rece	studený	ADJ;INDF;PL	ADJ;NOM;NEUT;SG;POS
reci	studený	rece	studený	ADJ;INDF;PL	ADJ;INAN;NOM;MASC;SG;POS
reci	studená	rece	studený	ADJ;INDF;PL	ADJ;NOM;FEM;SG;POS
reci	zima	rece	zima	ADJ;INDF;PL	N;NOM;FEM;SG;POS
reci	chlad	rece	chlad	ADJ;INDF;PL	N;INAN;NOM;MASC;SG;POS
fabricate	vyrobeno	fabrica	vyrobený	ADJ;INDF;FEM;PL	ADJ;NEUT;SG;POS;V.PTCP;PASS
fabricate	vyrobený	fabrica	vyrobený	ADJ;INDF;FEM;PL	ADJ;INAN;NOM;MASC;SG;POS
fabricate	vymyšlené	fabrica	vymyšlený	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG;POS
roosevelt	roosevelt	roosevelt	roosevelt	PROPN	N;ANIM;NOM;MASC;SG;POS
vasili	vasilij	vasil	vasilij	PROPN	N;ANIM;NOM;MASC;SG;POS
aviatie	letecká	aviatie	letecký	N;INDF;FEM;SG	ADJ;NOM;FEM;SG;POS
aviatie	letectví	aviatie	letectví	N;INDF;FEM;SG	N;NOM;NEUT;SG;POS
spanioli	španělé	spaniol	španělý	ADJ;INDF;MASC;PL	N;ANIM;NOM;MASC;PL;POS
spanioli	španělsky	spaniol	španělsky	ADJ;INDF;MASC;PL	ADV;POS
spanioli	španělština	spaniol	španělština	ADJ;INDF;MASC;PL	N;NOM;FEM;SG;POS
spanioli	španělská	spaniol	španělský	ADJ;INDF;MASC;PL	ADJ;NOM;FEM;SG;POS
spanioli	španělské	spaniol	španělský	ADJ;INDF;MASC;PL	ADJ;NOM;FEM;SG;POS
heinz	heinz	heinz	heinz	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
thompson	thompson	thompson	thompson	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
thompson	thompsona	thompson	thompson	PROPN	N;ANIM;ACC;MASC;SG;POS
wallace	wallace	wallace	wallace	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
beethoven	beethoven	beethoven	beethovna	PROPN	N;INAN;NOM;MASC;SG;POS
ploaie	deště	ploaie	déšť	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG;POS
ploaie	déšť	ploaie	déšť	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG;POS
ploaie	rain	ploaie	rain	N;INDF;FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
islamului	islám	islam	islám	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG;POS
bremen	brémy	bremen	bréma	PROPN	PROPN;NOM;FEM;PL;POS
zagora	zagora	zagoră	zagor	PROPN	PROPN;NOM;FEM;SG;POS
artificial	umělý	artificial	umělý	ADV	ADJ;INAN;NOM;MASC;SG;POS
artificial	umělé	artificial	umělý	ADV	ADJ;NOM;NEUT;SG;POS
artificial	umělá	artificial	umělý	ADV	ADJ;NOM;FEM;SG;POS
solara	sluneční	solară	sluneční	N;DEF;FEM;SG	ADJ;NOM;FEM;SG;POS
solara	solární	solară	solární	N;DEF;FEM;SG	ADJ;NOM;MASC;SG;POS
disponibila	dostupný	disponibil	dostupný	ADJ;DEF;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
disponibila	dostupná	disponibil	dostupný	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG;POS
disponibila	dostupné	disponibil	dostupný	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;PL;POS
disponibila	dostupný	disponibil	dostupný	ADJ;DEF;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
disponibila	dostupná	disponibil	dostupný	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG;POS
disponibila	dostupné	disponibil	dostupný	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;PL;POS
reprezentative	zástupce	reprezentativ	zástupce	ADJ;INDF;FEM;PL	N;ANIM;NOM;MASC;SG;POS
reprezentative	představitel	reprezentativ	představitel	ADJ;INDF;FEM;PL	N;ANIM;NOM;MASC;SG;POS
reprezentative	reprezentativní	reprezentativ	reprezentativní	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG;POS
marino	marino	marină	marino	N;INDF;MASC;SG	PROPN;NOM;NEUT;SG;POS
fetele	dívky	fată	dívka	N;DEF;FEM;PL	N;NOM;FEM;PL;POS
fetele	holčičky	fată	holčička	N;DEF;FEM;PL	N;NOM;FEM;PL;POS
fetele	holky	fată	holka	N;DEF;FEM;PL	N;NOM;FEM;PL;POS
fetele	děvčata	fată	děvče	N;DEF;FEM;PL	N;NOM;NEUT;PL;POS
primita	přijata	primita	přijatý	ADJ;DEF;FEM;SG	ADJ;POS;V.PTCP;PASS
primita	přijaté	primita	přijatý	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;PL;POS
primita	obdržené	primita	obdržený	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;PL;POS
primita	obdržel	primita	obdržet	ADJ;DEF;FEM;SG	V;MASC;SG;POS;PST;V.PTCP;ACT
primita	obdržela	primita	obdržet	ADJ;DEF;FEM;SG	V;POS;PST;V.PTCP;ACT
strategia	strategie	strategie	strategie	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
strategia	strategii	strategie	strategie	N;DEF;FEM;SG	N;ACC;FEM;SG;POS
transmise	předány	transmis	předaný	V;IND;SG;3;PST;FIN	ADJ;INAN;PL;POS;V.PTCP;PASS
transmise	předané	transmis	předaný	V;IND;SG;3;PST;FIN	ADJ;NOM;MASC;PL;POS
culmea	ridge	culme	ridgo	N;DEF;FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
culmea	hřeben	culme	hřeben	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG;POS
identice	shodné	identic	shodný	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG;POS
fotografia	fotografie	fotografie	fotografie	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
fotografia	photo	fotografie	photo	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;POS
fotografia	foto	fotografie	foto	N;DEF;FEM;SG	N;NOM;NEUT;SG;POS
fotografia	fotka	fotografie	fotka	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
fotografia	fotku	fotografie	fotka	N;DEF;FEM;SG	N;ACC;FEM;SG;POS
fotografia	fotografie	fotografie	fotografie	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
fotografia	fotografování	fotografie	fotografování	N;DEF;FEM;SG	N;NOM;NEUT;SG;POS
locuite	obydlené	locui	obydlený	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG;POS
albrecht	albrecht	albrecht	albrecht	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
aia	to	acela	ten	PRO;FEM;SG;3	DET;NOM;NEUT;SG
aia	že	acela	že	PRO;FEM;SG;3	CONJ
separarea	odloučení	separare	odloučení	N;DEF;FEM;SG	N;NOM;NEUT;SG;POS
separarea	oddělení	separare	oddělení	N;DEF;FEM;SG	N;NOM;NEUT;SG;POS
datoria	clo	datorie	clo	N;DEF;FEM;SG	N;NOM;NEUT;SG;POS
datoria	povinnost	datorie	povinnost	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
datoria	povinnosti	datorie	povinnost	N;DEF;FEM;SG	N;NOM;FEM;PL;POS
scrisoarea	dopis	scrisoare	dopis	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG;POS
scrisoarea	písmeno	scrisoare	písmeno	N;DEF;FEM;SG	N;NOM;NEUT;SG;POS
eroul	hero	erou	hero	N;DEF;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
eroul	hrdina	erou	hrdina	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG;POS
aviatiei	letecká	aviatie	letecký	N;DEF;FEM;SG	ADJ;NOM;FEM;SG;POS
aviatiei	letectví	aviatie	letectví	N;DEF;FEM;SG	N;NOM;NEUT;SG;POS
rupt	roztrhl	rupt	roztrhnout	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
integrate	integrovaná	integra	integrovaný	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG;POS
integrate	integrovaný	integra	integrovaný	ADJ;INDF;FEM;PL	ADJ;INAN;NOM;MASC;SG;POS
integrate	integrované	integra	integrovaný	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG;POS
panama	panamě	panamă	panamě	PROPN	PROPN;DAT;FEM;SG;POS
afc	afc	afc	afc	N	PROPN;MASC;SG;POS
utilizari	používá	utilizare	používat	N;INDF;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
nancy	nancy	nancy	nanc	PROPN	PROPN;NOM;FEM;SG;POS
comisie	provize	comisie	provize	N;INDF;FEM;SG	N;NOM;FEM;SG;POS
comisie	komise	comisie	komise	N;INDF;FEM;SG	N;NOM;FEM;SG;POS
westfalia	vestfálsko	westfalia	vestfálský	PROPN	PROPN;NOM;NEUT;SG;POS
arkansas	arkansasu	arkansas	arkansas	N;INDF;MASC;SG	PROPN;INAN;GEN;MASC;SG;POS
sinteza	syntézu	sinteză	syntéza	N;DEF;FEM;SG	N;ACC;FEM;SG;POS
sinteza	syntézy	sinteză	syntéza	N;DEF;FEM;SG	N;NOM;FEM;PL;POS
sinteza	syntézu	sinteză	syntéza	N;DEF;FEM;SG	N;ACC;FEM;SG;POS
sinteza	syntézy	sinteză	syntéza	N;DEF;FEM;SG	N;NOM;FEM;PL;POS
aripa	wing	aripă	wing	N;DEF;FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
aripa	křídlo	aripă	křídlo	N;DEF;FEM;SG	N;NOM;NEUT;SG;POS
aripa	wing	aripă	wing	N;DEF;FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
aripa	křídlo	aripă	křídlo	N;DEF;FEM;SG	N;NOM;NEUT;SG;POS
cauzele	příčiny	cauză	příčina	N;DEF;FEM;PL	N;NOM;FEM;PL;POS
cauzele	způsobuje	cauză	způsobovat	N;DEF;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
graz	graz	graz	graz	PROPN	PROPN;INAN;NOM;MASC;SG;POS
veniturile	příjmy	venit	příjem	N;DEF;FEM;PL	N;INAN;NOM;MASC;PL;POS
veniturile	výnosy	venit	výnos	N;DEF;FEM;PL	N;INAN;NOM;MASC;PL;POS
veniturile	příjem	venit	příjem	N;DEF;FEM;PL	N;INAN;NOM;MASC;SG;POS
veniturile	příjmy	venit	příjem	N;DEF;FEM;PL	N;INAN;NOM;MASC;PL;POS
veniturile	výnosy	venit	výnos	N;DEF;FEM;PL	N;INAN;NOM;MASC;PL;POS
veniturile	příjem	venit	příjem	N;DEF;FEM;PL	N;INAN;NOM;MASC;SG;POS
atomic	atomové	atomic	atomový	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL;POS
clinton	clinton	clinton	clinton	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
imparateasa	císařovna	imparatesa	císařovna	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
imparateasa	císařovna	imparatesa	císařovna	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
integrare	integraci	integrare	integrace	N;INDF;FEM;SG	N;ACC;FEM;SG;POS
integrare	začlenění	integrare	začlenění	N;INDF;FEM;SG	N;NOM;NEUT;SG;POS
integrare	integrační	integrare	integrační	N;INDF;FEM;SG	ADJ;NOM;MASC;SG;POS
integrare	integrace	integrare	integrace	N;INDF;FEM;SG	N;NOM;FEM;SG;POS
districtele	kraje	district	kraj	N;DEF;FEM;PL	N;INAN;NOM;MASC;PL;POS
districtele	okrsků	district	okrsek	N;DEF;FEM;PL	N;INAN;GEN;MASC;PL;POS
miercurea	středu	miercure	středa	N;DEF;FEM;SG	N;ACC;FEM;SG;POS
miercurea	středy	miercure	středa	N;DEF;FEM;SG	N;NOM;FEM;PL;POS
miercurea	středa	miercure	středa	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
miercurea	středeční	miercure	středeční	N;DEF;FEM;SG	ADJ;NOM;MASC;SG;POS
miercurea	středy	miercure	středa	N;DEF;FEM;SG	N;NOM;FEM;PL;POS
scenele	scény	scenă	scéna	N;DEF;FEM;PL	N;NOM;FEM;PL;POS
dramatice	dramatický	dramatic	dramatický	ADJ;INDF;FEM;PL	ADJ;INAN;NOM;MASC;SG;POS
dramatice	dramatické	dramatic	dramatický	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG;POS
dramatice	dramatická	dramatic	dramatický	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG;POS
transmiterea	převodovka	transmitere	převodovka	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
transmiterea	vysílání	transmitere	vysílání	N;DEF;FEM;SG	N;NOM;NEUT;SG;POS
transmiterea	předávání	transmitere	předávání	N;DEF;FEM;SG	N;NOM;NEUT;SG;POS
transmiterea	přenos	transmitere	přenos	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG;POS
transmiterea	předání	transmitere	předání	N;DEF;FEM;SG	N;NOM;NEUT;SG;POS
ralph	ralpha	ralph	ralpha	PROPN	N;ANIM;ACC;MASC;SG;POS
ralph	ralph	ralph	ralph	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
hunter	hunter	hunter	hunter	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
armeni	arménské	armen	arménský	N;INDF;MASC;PL	ADJ;NOM;FEM;SG;POS
vera	vera	vera	vera	N;DEF;FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
vera	vero	vera	vero	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;POS
vera	věra	vera	věra	N;DEF;FEM;SG	PROPN;NOM;FEM;SG;POS
borsod	borsod	borsod	borsod		PROPN;INAN;NOM;MASC;SG;POS
minima	minimální	minimă	minimální	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG;POS
minima	minimum	minimă	minimum	ADJ;DEF;FEM;SG	N;NOM;NEUT;SG;POS
minima	minimálně	minimă	minimálně	ADJ;DEF;FEM;SG	ADV;POS
minima	minimální	minimă	minimální	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG;POS
simt	smysl	simți	smysl	V;IND;PL;3;PRS;FIN	N;INAN;NOM;MASC;SG;POS
simt	pocit	simți	pocit	V;IND;PL;3;PRS;FIN	N;INAN;NOM;MASC;SG;POS
patruns	pronikl	patruns	proniknout	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
cateodata	někdy	cateodată	někdy		ADV
cateodata	občas	cateodată	občas		ADV
utila	užitečná	utila	užitečný	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG;POS
utila	užitečný	utila	užitečný	ADJ;DEF;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
utila	užitečné	utila	užitečný	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG;POS
utila	užitečná	utila	užitečný	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG;POS
utila	užitečný	utila	užitečný	ADJ;DEF;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
utila	užitečné	utila	užitečný	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG;POS
dotat	nadané	dota	nadaný	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL;POS
pastrata	zachovány	pastrat	zachovaný	ADJ;DEF;FEM;SG	ADJ;INAN;PL;POS;V.PTCP;PASS
pastrata	konzervované	pastrat	konzervovaný	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;PL;POS
clape	klávesnice	clap	klávesnice	N;INDF;FEM;PL	N;NOM;FEM;SG;POS
isabella	isabella	isabella	isabella	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
predare	vyučování	predare	vyučování	N;INDF;FEM;SG	N;NOM;NEUT;SG;POS
predare	učení	predare	učení	N;INDF;FEM;SG	N;NOM;NEUT;SG;POS
predare	výuka	predare	výuka	N;INDF;FEM;SG	N;NOM;FEM;SG;POS
predare	výuky	predare	výuka	N;INDF;FEM;SG	N;NOM;FEM;SG;POS
predare	předání	predare	předání	N;INDF;FEM;SG	N;NOM;NEUT;SG;POS
airlines	aerolinky	airlines	aerolinka	PROPN	N;INAN;NOM;MASC;PL;POS
airlines	airlines	airlines	airlines	PROPN	PROPN;INAN;MASC;SG;POS
sanatatea	zdraví	sanatate	zdraví	N;DEF;FEM;SG	N;NOM;NEUT;SG;POS
sanatatea	zdravotnictví	sanatate	zdravotnictví	N;DEF;FEM;SG	N;NOM;NEUT;SG;POS
sanatatea	zdravotní	sanatate	zdravotní	N;DEF;FEM;SG	ADJ;NOM;MASC;SG;POS
abaúj	abaúj	abaúj	abaúj		PROPN;INAN;NOM;MASC;SG;POS
epic	impozantní	epic	impozantní	N;INDF;MASC;SG	ADJ;NOM;MASC;SG;POS
epic	epické	epic	epický	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS
gratie	grace	gratie	grace	N;INDF;FEM;SG	PROPN;NOM;FEM;SG;POS
gratie	milost	gratie	milost	N;INDF;FEM;SG	N;NOM;FEM;SG;POS
avere	jmění	avere	jmění	N;INDF;FEM;SG	N;NOM;NEUT;SG;POS
avere	štěstěna	avere	štěstěna	N;INDF;FEM;SG	N;NOM;FEM;SG;POS
avere	bohatství	avere	bohatství	N;INDF;FEM;SG	N;NOM;NEUT;SG;POS
windsor	windsor	windsor	windsor	PROPN	PROPN;INAN;NOM;MASC;SG;POS
fin	fin	fin	fin	ADV	PROPN;ANIM;NOM;MASC;SG;POS
birou	kanceláře	birou	kancelář	N;INDF;MASC;SG	N;NOM;FEM;PL;POS
birou	plochy	birou	plocha	N;INDF;MASC;SG	N;NOM;FEM;PL;POS
secretul	tajný	secret	tajný	N;DEF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
secretul	tajná	secret	tajný	N;DEF;MASC;SG	ADJ;NOM;FEM;SG;POS
secretul	tajemství	secret	tajemství	N;DEF;MASC;SG	N;NOM;NEUT;SG;POS
secretul	tajné	secret	tajný	N;DEF;MASC;SG	ADJ;NOM;MASC;SG;POS
trilogia	trilogii	trilogie	trilogie	N;DEF;FEM;SG	N;ACC;FEM;SG;POS
aniversare	narozeniny	aniversare	narozeniny	N;INDF;FEM;SG	N;NOM;FEM;PL;POS
aniversare	výročí	aniversare	výročí	N;INDF;FEM;SG	N;NOM;NEUT;SG;POS
gonzaga	gonzaga	gonzaga	gonzag	N;DEF;FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
frumusetea	kráska	frumusete	kráska	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
frumusetea	krasavice	frumusete	krasavice	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
frumusetea	krása	frumusete	krása	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
executata	provedený	executat	provedený	N;DEF;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
executata	proveden	executat	provedený	N;DEF;FEM;SG	ADJ;MASC;SG;POS;V.PTCP;PASS
executata	popraven	executat	popravený	N;DEF;FEM;SG	ADJ;MASC;SG;POS;V.PTCP;PASS
executata	provedené	executat	provedený	N;DEF;FEM;SG	ADJ;NOM;MASC;PL;POS
musulmana	muslim	musulmana	muslit	N;DEF;FEM;SG	N;ANIM;NOM;MASC;SG;POS
musulmana	muslimské	musulmana	muslimský	N;DEF;FEM;SG	ADJ;NOM;MASC;PL;POS
rob	rob	rob	rob	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
rob	robe	rob	robe	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;POS
mehmed	mehmed	mehmed	mehmed	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
concret	betonu	concret	beton	ADJ;INDF;MASC;SG	N;INAN;GEN;MASC;SG;POS
concret	beton	concret	beton	ADJ;INDF;MASC;SG	N;INAN;NOM;MASC;SG;POS
frumusete	kráska	frumuset	kráska	N;INDF;FEM;SG	N;NOM;FEM;SG;POS
frumusete	krasavice	frumuset	krasavice	N;INDF;FEM;SG	N;NOM;FEM;SG;POS
frumusete	krása	frumuset	krása	N;INDF;FEM;SG	N;NOM;FEM;SG;POS
frumusete	kráska	frumuset	kráska	N;INDF;FEM;SG	N;NOM;FEM;SG;POS
frumusete	krasavice	frumuset	krasavice	N;INDF;FEM;SG	N;NOM;FEM;SG;POS
frumusete	krása	frumuset	krása	N;INDF;FEM;SG	N;NOM;FEM;SG;POS
laboratorul	laboratoře	laborator	laboratoř	N;DEF;MASC;SG	N;NOM;FEM;SG;POS
laboratorul	laboratorní	laborator	laboratorní	N;DEF;MASC;SG	ADJ;NOM;MASC;SG;POS
laboratorul	laboratoř	laborator	laboratoř	N;DEF;MASC;SG	N;NOM;FEM;SG;POS
laboratorul	laboratoř	laborator	laboratoř	N;DEF;MASC;SG	N;NOM;FEM;SG;POS
maini	ruce	maini	ruka		N;NOM;FEM;PL;POS
