در	vrata	در	vrata	ADP	N;NOM;NEUT;PL
حس	smiselno	حس	smiseln	N;SG	ADJ;NOM;NEUT;SG
پیرو	piero	پیرو	piero	N;SG	PROPN;NOM;MASC;SG
استدلال	trditve	استدلال	trditev	N;SG	N;NOM;FEM;PL
استدلال	utemeljitve	استدلال	utemeljitev	N;SG	N;NOM;FEM;PL
استدلال	argumenti	استدلال	argument	N;SG	N;NOM;MASC;PL
خودمختار	avtonomne	خودمختار	avtonomen	N;SG	ADJ;NOM;FEM;PL
خودمختار	samostojno	خودمختار	samostojen	N;SG	ADV
خودمختار	avtonomna	خودمختار	avtonomen	N;SG	ADJ;NOM;FEM;SG
یورو	eurov	None	eurov	N;SG	N;GEN;MASC;PL
یورو	evrov	None	evro	N;SG	N;GEN;MASC;PL
حومه	predmestja	حومه	predmestje	N;SG	N;NOM;NEUT;PL
اون	ona	None	on		PRO;NOM;FEM;SG;3
دفن	pokopal	دفن	pokopati	N;SG	V;PFV;MASC;SG;V.PTCP
دفن	pokopati	دفن	pokopati	N;SG	V;PFV;NFIN
دفن	zakopati	دفن	zakopati	N;SG	V;PFV;NFIN
خوردن	jejo	خوردن	jesti	N;SG	V;IPFV;IND;PL;3;PRS;FIN
خوردن	jedel	خوردن	jesti	N;SG	V;IPFV;MASC;SG;V.PTCP
آنلاین	spletna	آنلاین	spleten	N;SG	ADJ;NOM;FEM;SG
شیشه	stekla	شیشه	steči	N;SG	V;PFV;FEM;PL;V.PTCP
شیشه	steklena	شیشه	steklen	N;SG	ADJ;NOM;FEM;SG
انتخاباتی	izvolitev	انتخابات	izvolitev	N;PL	N;NOM;FEM;SG
عموماً	splošno	عموما	splošen	ADV	ADJ;NOM;NEUT;SG
امواج	valovanje	None	valovanje	N;PL	N;NOM;NEUT;SG
مقدماتی	osnovno	مقدمه	osnoven	N;PL	ADJ;NOM;NEUT;SG
مقدماتی	osnovni	مقدمه	osnoven	N;PL	ADJ;NOM;MASC;PL
مقدماتی	predhodna	مقدمه	predhoden	N;PL	ADJ;NOM;FEM;SG
مقدماتی	predhodni	مقدمه	predhoden	N;PL	ADJ;NOM;MASC;SG
مقدماتی	predhodno	مقدمه	predhodno	N;PL	ADV
قومی	etničnih	قومی	etničen	N;SG	ADJ;GEN;MASC;PL
قومی	etnične	قومی	etničen	N;SG	ADJ;NOM;FEM;PL
قومی	etnično	قومی	etnično	N;SG	ADV
مجتمع	integrirani	مجتمع	integriran	N;SG	ADJ;NOM;MASC;PL;V.PTCP
مجتمع	integriran	مجتمع	integriran	N;SG	ADJ;NOM;INDF;MASC;SG
مجتمع	integrirana	مجتمع	integriran	N;SG	ADJ;NOM;FEM;SG;V.PTCP
مجتمع	integrirano	مجتمع	integrirano	N;SG	ADJ;NOM;NEUT;SG;V.PTCP
مجتمع	celostni	مجتمع	celosten	N;SG	ADJ;NOM;MASC;SG
زهرا	zahra	زهرا	zahra	N;SG	PROPN;NOM;FEM;SG
نوجوانان	mladoletni	نوجوان	mladoleten	N;PL	ADJ;NOM;MASC;PL
نظم	naročila	نظم	naročiti	N;SG	V;PFV;FEM;SG;V.PTCP
نظم	naroči	نظم	naroči	N;SG	V;PFV;IND;SG;3;PRS;FIN
تنهایی	sama	تنهایی	sam	N;SG	ADJ;NOM;FEM;SG
تنهایی	sami	تنهایی	sam	N;SG	ADJ;NOM;MASC;PL
تنهایی	sam	تنهایی	samo	N;SG	PART
تنهایی	osamljeno	تنهایی	osamljen	N;SG	ADJ;NOM;NEUT;SG;V.PTCP
تنهایی	samotno	تنهایی	samoten	N;SG	ADV
تنهایی	osamljena	تنهایی	osamljen	N;SG	ADJ;NOM;FEM;SG;V.PTCP
تنهایی	osamljeni	تنهایی	osamljen	N;SG	ADJ;NOM;MASC;PL;V.PTCP
تنهایی	osamljen	تنهایی	osamljen	N;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
چرخ	kolesa	چرخ	koleso	N;SG	N;NOM;NEUT;PL
چرخ	kolesa	چرخ	koleso	N;SG	N;NOM;NEUT;PL
هرات	zapletena	هرات	zapleten	N;SG	ADJ;NOM;FEM;SG
هرات	zapleteno	هرات	zapleten	N;SG	ADJ;NOM;NEUT;SG
هرات	kompleksna	هرات	kompleksen	N;SG	ADJ;NOM;FEM;SG
گردش	izlet	گردش	izlet		N;NOM;MASC;SG
گردش	kroženje	گردش	kroženje		N;NOM;NEUT;SG
گردش	obtok	گردش	obtok		N;NOM;MASC;SG
گردش	obtoku	گردش	obtok		N;ESS;MASC;SG
گردش	znamenitosti	گردش	znamenitost		N;NOM;FEM;PL
کاشان	kashan	کاشان	kashan	N;SG	
پور	por	پور	por	N;SG	
پور	pur	پور	pur	N;SG	
آیت	ait	None	ait	N;SG	
تبعید	izgnani	تبعید	izgnan	N;SG	ADJ;NOM;MASC;PL;V.PTCP
تبعید	izgnan	تبعید	izgnan	N;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
جنگلی	gozdni	جنگلی	gozden	N;SG	ADJ;NOM;MASC;SG
جنگلی	gozdovi	جنگلی	gozd	N;SG	N;NOM;MASC;PL
جنگلی	džungle	جنگلی	džungel	N;SG	N;NOM;FEM;PL
روزگار	dnevi	روزگار	dan	N;SG	N;NOM;MASC;PL
روزگار	dni	روزگار	dan	N;SG	N;ACC;MASC;PL
روزگار	dneve	روزگار	dan	N;SG	N;ACC;MASC;PL
آسیاب	mill	None	mila	N;SG	
دانسته	znana	دانست#دان	znan	V;SG;3;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
دانسته	znane	دانست#دان	znan	V;SG;3;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
دانسته	znan	دانست#دان	znan	V;SG;3;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
دانسته	znani	دانست#دان	znan	V;SG;3;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
دانسته	znano	دانست#دان	znan	V;SG;3;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
دانسته	poznan	دانست#دان	poznan	V;SG;3;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
خواص	zmanjšan	خاصه	zmanjšan	N;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
خواص	zmanjšana	خاصه	zmanjšan	N;PL	ADJ;NOM;FEM;SG;V.PTCP
خواص	znižana	خاصه	znižan	N;PL	ADJ;NOM;FEM;SG;V.PTCP
خواص	zmanjšano	خاصه	zmanjšan	N;PL	ADJ;NOM;NEUT;SG;V.PTCP
خواص	zmanjšani	خاصه	zmanjšan	N;PL	ADJ;NOM;MASC;PL;V.PTCP
اریک	erik	اریک	erik	N;SG	PROPN;NOM;MASC;SG
قربانی	žrtvovanja	قربانی	žrtvovanje	N;SG	N;GEN;NEUT;PL
جوزف	joseph	جوزف	joseph	N;SG	PROPN;NOM;MASC;SG
آندره	andre	آندره	andre	N;SG	PROPN;NOM;MASC;SG
پارس	lubja	پارس	lubja	N;SG	N;NOM;NEUT;PL
پارس	pars	پارس	pars	N;SG	
وکیل	odvetniki	وکیل	odvetnik	N;SG	N;NOM;MASC;PL
وکیل	pravniki	وکیل	pravnik	N;SG	N;NOM;MASC;PL
وکیل	odvetnike	وکیل	odvetnik	N;SG	N;ACC;MASC;PL
اختراع	izumili	اختراع	izumiti	N;SG	V;PFV;MASC;PL;V.PTCP
اختراع	izumil	اختراع	izumiti	N;SG	V;PFV;MASC;SG;V.PTCP
گرامی	velikodušno	گرامی	velikodušno	ADJ	ADV
گرامی	časti	گرامی	čast	ADJ	N;NOM;FEM;PL
گرامی	čast	گرامی	čast	ADJ	N;NOM;FEM;SG
داغ	vroče	None	vroč	N;SG	ADJ;NOM;NEUT;SG
داغ	vroč	None	vroč	N;SG	ADJ;NOM;INDF;MASC;SG
داغ	vroča	None	vroč	N;SG	ADJ;NOM;FEM;SG
مزرعه	kmetiji	None	kmetija	N;SG	N;NOM;FEM;DU
لیسانس	samski	لیسانس	samski	N;SG	ADJ;NOM;MASC;PL
تحقیقاتی	raziskava	تحقیق	raziskava	N;PL	N;NOM;FEM;SG
تحقیقاتی	raziskovanje	تحقیق	raziskovanje	N;PL	N;NOM;NEUT;SG
سینا	sienna	سینا	sienen	N;SG	ADJ;NOM;FEM;SG
حرفه	kariere	None	kariera	N;SG	N;NOM;FEM;PL
محرم	intimno	محرم	intimen	N;SG	ADJ;NOM;NEUT;SG
محرم	intimna	محرم	intimen	N;SG	ADJ;NOM;FEM;SG
ادب	manire	ادب	manira	N;SG	N;ACC;FEM;PL
خودروی	hibridni	خودرو	hibriden	N;SG	ADJ;NOM;DEF;MASC;SG
کوهی	gorsko	None	gorski	N;SG	ADJ;NOM;NEUT;SG
کوهی	gorski	None	gorski	N;SG	ADJ;NOM;MASC;SG
بوسنی	bosanski	None	bosanski	N;SG	ADJ;NOM;DEF;MASC;SG
بوسنی	bosna	None	bosen	N;SG	ADJ;NOM;FEM;SG
جداگانه	ločeno	جداگانه	ločen	ADV	ADJ;NOM;NEUT;SG;V.PTCP
افسانه	legende	افسانه	legenda	N;SG	N;NOM;FEM;PL
اعظم	azam	اعظم	azama	N;SG	
مجاز	zakonito	مجاز	zakonit	ADJ	ADV
گمان	mnenja	گمان	mnenje	N;SG	N;NOM;NEUT;PL
گمان	razkošno	گمان	razkošno	N;SG	ADV
چای	tea	None	tea	N;SG	
محاصره	blokade	محاصره	blokada	N;SG	N;NOM;FEM;PL
محاصره	obkrožen	محاصره	obkrožen	N;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
محاصره	obkrožena	محاصره	obkrožen	N;SG	ADJ;NOM;FEM;SG;V.PTCP
محاصره	obkoljena	محاصره	obkoljen	N;SG	ADJ;NOM;FEM;SG;V.PTCP
محاصره	obkrožajo	محاصره	obkrožati	N;SG	V;IPFV;IND;PL;3;PRS;FIN
کف	tla	کف	tla	N;SG	N;NOM;NEUT;PL
اکران	presejalni	اکران	presejalen	N;SG	ADJ;NOM;MASC;SG
کنسرت	koncerte	کنسرت	koncert	N;SG	N;ACC;MASC;PL
کنسرت	koncertov	کنسرت	koncert	N;SG	N;GEN;MASC;PL
بیمه	zavarovanja	بیمه	zavarovanje	N;SG	N;NOM;NEUT;PL
گلی	glee	گل	glee	N;SG	PROPN;NOM;FEM;SG
گلی	gline	گل	gline	N;SG	N;NOM;FEM;PL
گلی	clay	گل	clay	N;SG	PROPN;NOM;MASC;SG
کجا	kjer	کجا	kjer	ADV	CONJ
قیام	stoji	قیام	stati	N;SG	V;IPFV;IND;SG;3;PRS;FIN
ونزوئلا	venezuelski	ونزوئلا	venezuelski	N;SG	ADJ;NOM;MASC;SG
سؤال	vprašanja	سؤال	vprašanje	N;SG	N;NOM;NEUT;PL
برآورد	ocene	برآورد	ocena	N;SG	N;NOM;FEM;PL
برآورد	ocen	برآورد	ocena	N;SG	N;GEN;FEM;PL
امیدوارم	upanja	امتدوارم	upanje	V;SG;1;PRS	N;GEN;NEUT;SG
امیدوارم	hope	امتدوارم	hopa	V;SG;1;PRS	
امیدوارم	upanje	امتدوارم	upanje	V;SG;1;PRS	N;NOM;NEUT;SG
لیتوانی	litovski	لیتوانی	litovski	N;SG	ADJ;NOM;MASC;SG
لیتوانی	litva	لیتوانی	litev	N;SG	PROPN;NOM;FEM;SG
لیتوانی	litvo	لیتوانی	litev	N;SG	PROPN;ACC;FEM;SG
درونی	notranjosti	درونی	notranjost	ADJ	N;GEN;FEM;SG
درونی	notranjost	درونی	notranjost	ADJ	N;NOM;FEM;SG
درونی	interno	درونی	interno	ADJ	ADV
درج	vstavi	درج	vstaviti	N;SG	V;PFV;IND;SG;3;PRS;FIN
زابل	zabel	زابل	zabeti	N;SG	PROPN;NOM;MASC;SG
سایه	sence	سایه	senca	N;SG	N;NOM;FEM;PL
گذار	prehodno	گذار	prehodno	N;SG	ADJ;NOM;NEUT;SG
محبوب	priljubljene	محبوب	priljubljen	N;SG	ADJ;NOM;FEM;PL
محبوب	priljubljena	محبوب	priljubljen	N;SG	ADJ;NOM;FEM;SG
محبوب	priljubljeno	محبوب	priljubljen	N;SG	ADV
محبوب	priljubljeni	محبوب	priljubljen	N;SG	ADJ;NOM;MASC;PL
محبوب	priljubljen	محبوب	priljubljen	N;SG	ADJ;NOM;INDF;MASC;SG
محبوب	oboževal	محبوب	oboževati	N;SG	V;IPFV;MASC;SG;V.PTCP
محبوب	oboževala	محبوب	oboževati	N;SG	V;IPFV;FEM;SG;V.PTCP
محبوب	priljubljeni	محبوب	priljubljen	N;SG	ADJ;NOM;MASC;PL
محبوب	priljubljeno	محبوب	priljubljen	N;SG	ADV
محبوب	najljubša	محبوب	uljub	N;SG	ADJ;NOM;RL;FEM;SG
محبوب	najljubši	محبوب	ujub	N;SG	ADJ;NOM;DEF;RL;MASC;SG
محبوب	ljubljeni	محبوب	ljubljen	N;SG	ADJ;NOM;MASC;SG;V.PTCP
محبوب	ljubljena	محبوب	ljubljen	N;SG	ADJ;NOM;FEM;SG;V.PTCP
تحویل	dostavi	تحویل	dostava	N;SG	V;PFV;IND;SG;3;PRS;FIN
تحویل	dostavi	تحویل	dostava	N;SG	V;PFV;IND;SG;3;PRS;FIN
حرارتی	toplotno	حرارتی	toplotno	N;SG	ADV
جلال	slavi	جلال	slaviti	N;SG	V;IPFV;IND;SG;3;PRS;FIN
راس	ross	None	ross	N;SG	PROPN;NOM;MASC;SG
مشتری	kupci	مشتری	kupec	N;SG	N;NOM;MASC;PL
مشتری	strank	مشتری	stranka	N;SG	N;GEN;FEM;PL
مشتری	stranke	مشتری	stranka	N;SG	N;NOM;FEM;PL
بابا	ati	None	ati	N;SG	PROPN;NOM;MASC;SG
مرده	mrtev	مرده	mrtev	N;SG	ADJ;NOM;INDF;MASC;SG
نوجوانی	najstniška	نوجوانی	najstniški	N;SG	ADJ;NOM;FEM;SG
نوجوانی	pubertete	نوجوانی	puberteta	N;SG	N;NOM;FEM;PL
هواگرد	zrakoplovi	هواگرد	zrakoplov	N;SG	N;NOM;MASC;PL
هواگرد	letala	هواگرد	letalo	N;SG	N;NOM;NEUT;PL
سونی	sony	سونی	sony	N;SG	PROPN;NOM;MASC;SG
نویس	noyce	نویس	nožec	N;SG	N;ACC;MASC;PL
چوبی	lesen	چوبی	lesen	N;SG	ADJ;NOM;INDF;MASC;SG
چوبی	leseno	چوبی	lesen	N;SG	ADJ;NOM;NEUT;SG
چوبی	lesena	چوبی	lesen	N;SG	ADJ;NOM;FEM;SG
چوبی	leseni	چوبی	lesen	N;SG	ADJ;NOM;MASC;PL
چوبی	wood	چوبی	wood	N;SG	PROPN;NOM;MASC;SG
چوبی	lesena	چوبی	lesen	N;SG	ADJ;NOM;FEM;SG
چوبی	lesni	چوبی	lesen	N;SG	ADJ;NOM;DEF;MASC;SG
چوبی	leseno	چوبی	lesen	N;SG	ADJ;NOM;NEUT;SG
پژوهشگران	raziskovalca	پژوهشگر	raziskovalec	N;PL	N;ANIM;ACC;MASC;SG
سیم	žice	سیم	žica	N;SG	N;NOM;FEM;PL
تخم	jajci	تخم	jajce	N;SG	N;NOM;NEUT;PL
تخم	jajc	تخم	jajce	N;SG	N;GEN;NEUT;PL
تخم	jajčeca	تخم	jajčece	N;SG	N;NOM;NEUT;PL
تخم	jajca	تخم	jajce	N;SG	N;NOM;NEUT;PL
سالم	varno	سالم	varno	ADJ	ADV
سالم	salem	سالم	sal	ADJ	PROPN;NOM;MASC;SG
مسکن	ohišja	مسکن	ohišje	N;SG	N;NOM;NEUT;PL
تحریک	provokativno	تحریک	provokativen	N;SG	ADV
تحریک	izzval	تحریک	izzvati	N;SG	V;PFV;MASC;SG;V.PTCP
تحریک	spodbudi	تحریک	spodbuditi	N;SG	V;PFV;IND;SG;3;PRS;FIN
حسابداری	računovodske	حسابداری	računovodski	N;SG	ADJ;NOM;FEM;PL
الهی	boga	الهی	bog	N;VOC	N;ACC;MASC;SG
الهی	bog	الهی	bog	N;VOC	N;NOM;MASC;SG
الهی	božanski	الهی	božanski	N;VOC	ADJ;NOM;MASC;SG
الهی	božanska	الهی	božanski	N;VOC	ADJ;NOM;FEM;SG
الهی	božansko	الهی	božanski	N;VOC	ADJ;NOM;NEUT;SG
الهی	božanske	الهی	božanski	N;VOC	ADJ;NOM;FEM;PL
نادرست	nepravilno	نادرست	nepravilen	N;SG	ADV
نادرست	nepravilna	نادرست	nepravilen	N;SG	ADJ;NOM;FEM;SG
نادرست	narobe	نادرست	narobe	N;SG	ADV
نادرست	napačno	نادرست	napačen	N;SG	ADJ;NOM;NEUT;SG
نادرست	napačen	نادرست	napačen	N;SG	ADJ;NOM;INDF;MASC;SG
نادرست	lažno	نادرست	lažen	N;SG	ADJ;NOM;NEUT;SG
اصلاحات	reformo	اصلاح	reforma	N;PL	N;ACC;FEM;SG
اصلاحات	reforma	اصلاح	reforma	N;PL	N;NOM;FEM;SG
اصلاحات	izboljšanje	اصلاح	izboljšanje	N;PL	N;NOM;NEUT;SG
اصلاحات	izboljšati	اصلاح	izboljšati	N;PL	V;PFV;NFIN
اصلاحات	izboljša	اصلاح	izboljšati	N;PL	V;PFV;IND;SG;3;PRS;FIN
هزاران	tisoči	هزار	tisoči	NUM	N;NOM;MASC;PL
هزاران	tisoče	هزار	tisoče	NUM	N;ACC;MASC;SG
تظاهرات	dokazati	تظاهرات	dokazati	N;SG	V;PFV;NFIN
تظاهرات	protesti	تظاهرات	protest	N;SG	N;NOM;MASC;PL
تظاهرات	demonstracij	تظاهرات	demonstracija	N;SG	N;GEN;FEM;PL
تظاهرات	predstavitve	تظاهرات	predstavitev	N;SG	N;NOM;FEM;PL
تظاهرات	demonstracije	تظاهرات	demonstracija	N;SG	N;NOM;FEM;PL
مرزی	meje	مرز	meja	N;SG	N;NOM;FEM;PL
کارائیب	karibih	کارائیب	karib	N;SG	N;ESS;MASC;PL
تحصیلی	akademske	تحصیلی	akademski	N;SG	ADJ;NOM;FEM;PL
تحصیلی	akademsko	تحصیلی	akademski	N;SG	ADJ;NOM;NEUT;SG
تحصیلی	akademski	تحصیلی	akademski	N;SG	ADJ;NOM;MASC;SG
تجاوز	agresije	None	agresija	N;SG	N;NOM;FEM;PL
تجاوز	posilstva	None	posilstvo	N;SG	N;NOM;NEUT;PL
زمستانی	zimska	زمستانی	zimski	N;SG	ADJ;NOM;FEM;SG
زمستانی	zimsko	زمستانی	zimski	N;SG	ADJ;NOM;NEUT;SG
کمتری	manj	کم	manj	ADJ;CMPR	DET
مرتب	urejeno	مرتب	urejen	N;SG	ADJ;NOM;NEUT;SG;V.PTCP
استیو	steve	استیو	steva	N;SG	PROPN;NOM;MASC;SG
تل	tal	تل	tla	N;SG	N;GEN;NEUT;PL
تل	visoki	تل	visok	N;SG	ADJ;NOM;MASC;PL
تل	visok	تل	visok	N;SG	ADJ;NOM;INDF;MASC;SG
تل	visoka	تل	visok	N;SG	ADJ;NOM;FEM;SG
توده	množice	None	množica	N;SG	N;NOM;FEM;PL
توده	mas	None	masa	N;SG	
توده	mase	None	masa	N;SG	N;NOM;FEM;PL
توده	mase	None	masa	N;SG	N;NOM;FEM;PL
دموکراتیک	demokratične	دموکراتیک	demokratičen	N;SG	ADJ;NOM;FEM;PL
دموکراتیک	demokratični	دموکراتیک	demokratičen	N;SG	ADJ;NOM;MASC;SG
دموکراتیک	demokratično	دموکراتیک	demokratično	N;SG	ADV
دموکراتیک	demokratična	دموکراتیک	demokratičen	N;SG	ADJ;NOM;FEM;SG
سوخته	zgorela	سوخته	zgoreti	ADJ	V;PFV;FEM;SG;V.PTCP
سوخته	zgorel	سوخته	zgoreti	ADJ	V;PFV;MASC;SG;V.PTCP
وحشی	divja	وحشی	divji	N;SG	ADJ;NOM;FEM;SG
وحشی	wild	وحشی	wild	N;SG	
وحشی	divje	وحشی	divji	N;SG	ADJ;NOM;FEM;PL
وحشی	divji	وحشی	divji	N;SG	ADJ;NOM;DEF;MASC;SG
فیلتر	filter	فیلتر	filter	ADJ;CMPR	N;NOM;MASC;SG
فیلتر	filtriranje	فیلتر	filtriranje	ADJ;CMPR	N;NOM;NEUT;SG
مترو	podzemna	مترو	podzemen	N;SG	ADJ;NOM;FEM;SG
مترو	podzemni	مترو	podzemen	N;SG	ADJ;NOM;MASC;SG
مترو	podzemno	مترو	podzemen	N;SG	ADV
دخالت	vmešavanja	دخالت	vmešavanje	N;SG	N;NOM;NEUT;PL
دخالت	motnje	دخالت	motnja	N;SG	N;NOM;FEM;PL
دخالت	intervencije	دخالت	intervencija	N;SG	N;NOM;FEM;PL
دخالت	motečih	دخالت	moteč	N;SG	ADJ;GEN;MASC;PL;V.PTCP
دخالت	vmešavati	دخالت	vmešavati	N;SG	V;IPFV;NFIN
ابی	abby	ابی	abby		PROPN;NOM;FEM;SG
رسم	tradicije	رسم	tradicija	N;SG	N;NOM;FEM;PL
تشویق	spodbudi	None	spodbuditi	N;SG	V;PFV;IND;SG;3;PRS;FIN
تشویق	spodbujati	None	spodbujati	N;SG	V;IPFV;NFIN
سرکوب	zatreti	سرکوب	zatreti	N;SG	V;PFV;NFIN
سرکوب	zatrta	سرکوب	zatrta	N;SG	ADJ;NOM;FEM;SG;V.PTCP
سرکوب	zatrta	سرکوب	zatrta	N;SG	ADJ;NOM;FEM;SG;V.PTCP
شاهین	sokoli	شاهین	sokoli	N;SG	N;NOM;MASC;PL
سیب	jabolka	سیب	jabolko	N;SG	N;NOM;NEUT;PL
سیب	jabolčni	سیب	jabolčen	N;SG	ADJ;NOM;MASC;PL
سیب	jabolka	سیب	jabolko	N;SG	N;NOM;NEUT;PL
ماهواره	satelitsko	ماهواره	satelitski	N;SG	ADJ;NOM;NEUT;SG
ماهواره	satelitska	ماهواره	satelitski	N;SG	ADJ;NOM;FEM;SG
برگشت	zadaj	بر#گشت#گرد	zadaj	V;SG;3;PST	
برگشت	hrbet	بر#گشت#گرد	hrbet	V;SG;3;PST	N;NOM;MASC;SG
برگشت	nazaj	بر#گشت#گرد	nazaj	V;SG;3;PST	ADV
یخ	ice	None	ice	N;SG	
یخ	ledom	None	led	N;SG	N;DAT;MASC;PL
صلیب	navzkrižna	صلیب	navzkrižen	N;SG	ADJ;NOM;FEM;SG
صلیب	navzkrižno	صلیب	navzkrižno	N;SG	ADV
بیس	bis	بیس	bis	N;SG	
بل	belle	بل	belle		
بل	zvonec	بل	zvonec		N;NOM;MASC;SG
بل	zvon	بل	zvon		N;NOM;MASC;SG
بل	bell	بل	bell		N;NOM;MASC;SG
پورنو	pornografske	پورنو	pornografski		ADJ;NOM;FEM;PL
داوری	judge	داوری	judgo	N;SG	
نمایشی	nastopati	نمایشی	nastopati	N;SG	V;IPFV;NFIN
نمایشی	demonstracij	نمایشی	demonstracija	N;SG	N;GEN;FEM;PL
نمایشی	predstavitve	نمایشی	predstavitev	N;SG	N;NOM;FEM;PL
نمایشی	demonstracije	نمایشی	demonstracija	N;SG	N;NOM;FEM;PL
بیگ	velika	بیگ	velik	N;SG	ADJ;NOM;FEM;SG
بیگ	veliki	بیگ	velik	N;SG	ADJ;NOM;DEF;MASC;SG
بیگ	velike	بیگ	velik	N;SG	ADJ;NOM;FEM;PL
بیگ	velik	بیگ	velik	N;SG	ADJ;NOM;INDF;MASC;SG
اختلالات	motnja	اختلال	motnja	N;PL	N;NOM;FEM;SG
قطار	vlaki	قطار	vlak	N;SG	N;NOM;MASC;PL
قطار	vlake	قطار	vlak	N;SG	N;ACC;MASC;PL
پری	perry	پری	perry	N;SG	PROPN;NOM;MASC;SG
پری	pari	پری	par	N;SG	N;NOM;MASC;PL
متحرک	mobilna	متحرک	mobilen	N;SG	ADJ;NOM;FEM;SG
متحرک	mobilni	متحرک	mobilen	N;SG	ADJ;NOM;MASC;SG
متحرک	mobilnih	متحرک	mobilen	N;SG	ADJ;GEN;MASC;PL
متحرک	mobilno	متحرک	mobilen	N;SG	ADJ;NOM;NEUT;SG
متحرک	mobil	متحرک	mobiti	N;SG	PROPN;NOM;MASC;SG
کوهستان	gorsko	کوهستان	gorski	N;SG	ADJ;NOM;NEUT;SG
کوهستان	gorski	کوهستان	gorski	N;SG	ADJ;NOM;MASC;SG
کوهستان	hribi	کوهستان	hrib	N;SG	N;NOM;MASC;PL
کوهستان	planine	کوهستان	planina	N;SG	N;NOM;FEM;PL
کوهستان	gore	کوهستان	gora	N;SG	N;NOM;FEM;PL
دوستی	prijateljstva	دوستی	prijateljstvo	N;SG	N;NOM;NEUT;PL
تقلید	posnemati	None	posnemati	N;SG	V;IPFV;NFIN
تقلید	oponašati	None	oponašati	N;SG	V;IPFV;NFIN
نهضت	premiki	نهضت	premik	N;SG	N;NOM;MASC;PL
نهضت	gibanja	نهضت	gibanje	N;SG	N;NOM;NEUT;PL
کهنه	star	کهنه	star	ADJ	N;NOM;MASC;SG
اجباری	prisiljeni	اجباری	prisiljen	N;SG	ADJ;NOM;MASC;PL;V.PTCP
اجباری	prisilil	اجباری	prisiliti	N;SG	V;PFV;MASC;SG;V.PTCP
اجباری	prisiljen	اجباری	prisiljen	N;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
اجباری	prisiljena	اجباری	prisiljen	N;SG	ADJ;NOM;FEM;SG;V.PTCP
اجباری	prisilno	اجباری	prisilno	N;SG	ADV
اجباری	obvezen	اجباری	obvezen	N;SG	ADJ;NOM;INDF;MASC;SG
اجباری	obvezna	اجباری	obvezen	N;SG	ADJ;NOM;FEM;SG
اجباری	obvezno	اجباری	obvezno	N;SG	ADV
اجباری	obvezni	اجباری	obvezen	N;SG	ADJ;NOM;DEF;MASC;SG
اجباری	obvezne	اجباری	obvezen	N;SG	ADJ;NOM;FEM;PL
اجباری	obvezna	اجباری	obvezen	N;SG	ADJ;NOM;FEM;SG
اجباری	obvezno	اجباری	obvezno	N;SG	ADV
اجباری	obvezni	اجباری	obvezen	N;SG	ADJ;NOM;DEF;MASC;SG
اجباری	obvezne	اجباری	obvezen	N;SG	ADJ;NOM;FEM;PL
نان	nan	نان	nan	N;SG	
خورده	jedli	خورد#خور	jesti	V;SG;3;V.PTCP	V;IPFV;MASC;PL;V.PTCP
اختصاصی	lastniške	اختصاصی	lastniški	N;SG	ADJ;NOM;FEM;PL
یوروویژن	evrovizije	یوروویژن	evrovizija	N;SG	N;NOM;FEM;PL
گرافیک	grafike	گرافیک	grafika	N;SG	N;NOM;FEM;PL
بخصوص	posebej	بخصوص	posebej	CONJ	ADV
بخصوص	zlasti	بخصوص	zlasti	CONJ	PART
مرکب	sestavljeni	None	sestavljen	N;SG	ADJ;NOM;MASC;PL;V.PTCP
مرکب	sestavljena	None	sestavljen	N;SG	ADJ;NOM;FEM;SG;V.PTCP
مرکب	sestavljeno	None	sestavljen	N;SG	ADJ;NOM;NEUT;SG;V.PTCP
ماندن	ostal	ماندن	ostati	N;SG	V;PFV;MASC;SG;V.PTCP
نفس	duši	نفس	dušiti	N;SG	V;IPFV;IND;SG;3;PRS;FIN
براون	rjavo	براون	rjav	N;SG	ADJ;NOM;NEUT;SG
براون	rjavi	براون	rjav	N;SG	ADJ;NOM;MASC;PL
براون	rjave	براون	rjav	N;SG	ADJ;NOM;FEM;PL
براون	rjava	براون	rjav	N;SG	ADJ;NOM;FEM;SG
براون	braun	براون	braun	N;SG	
واسطه	vmesni	واسطه	vmesen	N;SG	ADJ;NOM;DEF;MASC;SG
واسطه	vmesno	واسطه	vmesno	N;SG	ADJ;NOM;NEUT;SG
واسطه	vmesna	واسطه	vmesen	N;SG	ADJ;NOM;FEM;SG
واسطه	vmesne	واسطه	vmesen	N;SG	ADJ;NOM;FEM;PL
فشرده	kondenzirano	فشرده	kondenzirano	N;SG	ADJ;NOM;NEUT;SG;V.PTCP
فشرده	stisnjena	فشرده	stisnjen	N;SG	ADJ;NOM;FEM;SG;V.PTCP
