през	דרך	през	דרך	ADP	
нашите	שלנו	наш	None	DET;DEF;PL;1	
италианска	איטלקית	италиански	איטלקית	ADJ;INDF;FEM;SG	PROPN
италианска	איטלקי	италиански	איטלקי	ADJ;INDF;FEM;SG	PROPN
престол	כס	престол	כס	N;INDF;MASC;SG	
разпространението	התפשט	разпространение	התפשט	N;DEF;NEUT;SG	V;MASC;SG;3;PST
разпространението	להפיץ	разпространение	הפיץ	N;DEF;NEUT;SG	V;NFIN;ACT
момче	בוי	момче	בוי	N;INDF;NEUT;SG	PROPN
западни	המערבי	западен	המערבי	ADJ;INDF;PL	PROPN
западни	מערב	западен	מערב	ADJ;INDF;PL	N;MASC;SG
западни	מערבי	западен	מערבי	ADJ;INDF;PL	PROPN
царица	מלכה	царица	מלכה	N;INDF;FEM;SG	PROPN
царица	המלכה	царица	המלכה	N;INDF;FEM;SG	
градини	גני	градина	גני	N;INDF;FEM;PL	PROPN
есте	אסטה	еста	אסטה	N;INDF;NEUT;SG	PROPN
александрия	אלכסנדריה	александрия	אלכסנדריה	PROPN;INDF;FEM;SG	PROPN
ракетата	רוקט	ракета	רוקט	N;DEF;FEM;SG	
ракетата	טיל	ракета	טיל	N;DEF;FEM;SG	PROPN
барбара	ברברה	барбар	ברבר	N;INDF;FEM;SG	PROPN
бангладеш	בנגלדש	бангладес	בנגלדש	N;INDF;MASC;SG	PROPN
сената	הסנאט	сенат	הסנאט	N;DEF;FEM;SG	PROPN
краката	רגל	крак	רגל	N;DEF;MASC;PL	
краката	מטר	крак	מטר	N;DEF;MASC;PL	PROPN
краката	רגלי	крак	רגל	N;DEF;MASC;PL	
краката	רגלים	крак	רגל	N;DEF;MASC;PL	
байерн	באיירן	байерн	אייר	N;INDF;MASC;SG	PROPN
обединена	יונייטד	обединя-(се)	יונייטד	V;PFV;INDF;FEM;SG;V.PTCP;PASS	PROPN
обединена	מאוחדים	обединя-(се)	אוחד	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;PL;V.PTCP;PASS
предишен	הקודמת	предишен	הקודם	ADJ;INDF;MASC;SG	N;FEM;SG
предишен	הקודם	предишен	הקודם	ADJ;INDF;MASC;SG	PROPN
предишен	קודמים	предишен	קדם	ADJ;INDF;MASC;SG	V;MASC;PL;V.PTCP;ACT
марина	מרינה	марина	מרינה	N;INDF;FEM;SG	PROPN
последствие	השלכות	последствие	השלכה	ADV	N;FEM;PL
последствие	תוצאה	последствие	תוצאה	ADV	N;FEM;SG
последствие	השלכה	последствие	השלכה	ADV	N;FEM;SG
сардиния	סרדיניה	сардиния	סרדיניה	PROPN;INDF;FEM;SG	PROPN
андреа	אנדריאה	андреа	אנדריאה	N;INDF;FEM;SG	PROPN
андреа	אנדראה	андреа	אנדראה	N;INDF;FEM;SG	PROPN
майстори	מאסטרס	майстор	המאסטרס	N;INDF;MASC;PL	PROPN
споменат	ציינו	спомена	ציין	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PL;3;PST;ACT
споменат	הזכיר	спомена	הזכיר	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
говор	ניב	говор	ניב	N;INDF;MASC;SG	PROPN
вътрешен	פנים	вътрешен	פנים	ADJ;INDF;MASC;SG	N;MASC;PL
вътрешен	פנימית	вътрешен	פנימי	ADJ;INDF;MASC;SG	ADV
вътрешен	פנימיות	вътрешен	פנימייה	ADJ;INDF;MASC;SG	N;FEM;PL
вътрешен	פנימי	вътрешен	פנימי	ADJ;INDF;MASC;SG	
бракът	נישואים	брак	נישואין	N;DEF;MASC;SG	N;MASC;PL
бракът	נישואין	брак	נישואין	N;DEF;MASC;SG	N;MASC;PL
медиите	מדיה	медия	מדיה	N;DEF;FEM;PL	N;MASC;SG
медиите	תקשורת	медия	תקשורת	N;DEF;FEM;PL	N;FEM;SG
бела	בלה	бял	בלה	N;INDF;FEM;SG	PROPN
малави	מלאווי	малав	מלאווי	PROPN;INDF;FEM;SG	PROPN
съвременно	מודרני	съвременно	מודרני	ADV	ADJ;MASC;SG
съвременно	מודרניות	съвременно	מודרני	ADV	ADJ;FEM;PL
съвременно	עכשווית	съвременно	עכשווי	ADV	N;FEM;SG
латинска	לטינית	латински	לטיני	ADJ;INDF;FEM;SG	ADV
латинска	לטיני	латински	לטיני	ADJ;INDF;FEM;SG	PROPN
латинска	בלטינית	латински	בלטיני	ADJ;INDF;FEM;SG	ADV
латинска	הלטינית	латински	הלטיני	ADJ;INDF;FEM;SG	ADV
александра	אלכסנדרה	александра	אלכסנדרה	N;INDF;FEM;SG	PROPN
доказателство	ראיות	доказателство	ראייה	N;INDF;NEUT;SG	N;FEM;PL
домашни	ביתית	домашен	ביתית	ADJ;INDF;PL	ADV
петрова	פטרובה	петрова	פטרובה	PROPN;INDF;FEM;SG	PROPN
медицинска	רפואה	медицински	רפואה	ADJ;INDF;FEM;SG	N;FEM;SG
набор	סט	набор	סט	N;INDF;MASC;SG	
набор	הסט	набор	הסט	N;INDF;MASC;SG	
набор	הגדר	набор	הגדר	N;INDF;MASC;SG	
порт	נמל	порт	נמל	N;INDF;MASC;SG	PROPN
порт	פורט	порт	פורט	N;INDF;MASC;SG	PROPN
наказание	עונשין	наказание	עונש	N;INDF;NEUT;SG	N;MASC;PL
наказание	קנס	наказание	קנס	N;INDF;NEUT;SG	PROPN
боговете	אלים	бог	אלים	N;DEF;MASC;PL	
френско	צרפתי	френски	צרפתי	ADV	PROPN
френско	צרפתית	френски	צרפתית	ADV	PROPN
френско	צרפתים	френски	צרפתי	ADV	N;MASC;PL
автономна	האוטונומית	автономен	האוטונומי	ADJ;INDF;FEM;SG	ADV
започна	התחלת	започна	התחלה	V;PFV;IND;SG;3;PST;FIN;ACT	N;FEM;SG
започна	התחלנו	започна	התחלן	V;PFV;IND;SG;3;PST;FIN;ACT	V;PL;1;PST
започна	התחלתי	започна	התחיל	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;1;PST;ACT
гонзага	גונזגה	гонзага	גונזגה	N;INDF;FEM;SG	PROPN
парите	כסף	пара	כסף	N;DEF;FEM;PL	N;MASC;SG
танци	תרקוד	танци	תרקוד	N;INDF;MASC;PL	V;MASC;SG;2;FUT;ACT
танци	לרקוד	танци	רקד	N;INDF;MASC;PL	V;NFIN;ACT
танци	דאנס	танци	דאנס	N;INDF;MASC;PL	PROPN
танци	ריקוד	танци	ריקוד	N;INDF;MASC;PL	N;MASC;SG
танци	מחול	танци	מחול	N;INDF;MASC;PL	PROPN
танци	ריקוד	танци	ריקוד	N;INDF;MASC;PL	N;MASC;SG
танци	רוקד	танци	רוקד	N;INDF;MASC;PL	PROPN
бюро	הלשכה	бюро	הלשכה	N;INDF;NEUT;SG	
контакти	מגע	контакт	מגע	N;INDF;MASC;PL	N;MASC;SG
контакти	קשר	контакт	קשר	N;INDF;MASC;PL	N;MASC;SG
малта	מלטה	малта	מלט	N;INDF;FEM;SG	PROPN
дирекция	דיירקטור	дирекция	דיירקטור	N;INDF;FEM;SG	PROPN
значителен	ניכר	значителен	ניכר	ADJ;INDF;MASC;SG	
значителен	משמעותיים	значителен	משמעותי	ADJ;INDF;MASC;SG	ADJ;MASC;PL
значителен	משמעותיות	значителен	משמעותי	ADJ;INDF;MASC;SG	ADJ;FEM;PL
значителен	משמעותית	значителен	משמעותי	ADJ;INDF;MASC;SG	ADV
смяна	המשמרת	смяна	המשמרת	N;INDF;FEM;SG	PROPN
смяна	עודף	смяна	עודף	N;INDF;FEM;SG	
ривър	ריבר	ривър	ריבר	N;INDF;MASC;SG	PROPN
ривър	הנהר	ривър	הנהר	N;INDF;MASC;SG	
ривър	נהר	ривър	נהר	N;INDF;MASC;SG	PROPN
моли	מולי	моля-(се)	מולי	V;IPFV;IND;SG;3;PRS;FIN;ACT	
комунистически	הקומוניסטית	комунистически	הקומוניסטי	ADJ;INDF;MASC;SG	N
комунистически	קומוניסטית	комунистически	קומוניסטי	ADJ;INDF;MASC;SG	ADV
комунистически	קומוניסט	комунистически	קומוניסט	ADJ;INDF;MASC;SG	N;MASC;SG
подходящи	ראוי	подходящ	ראוי	ADJ;INDF;PL	ADJ;MASC;SG
подходящи	מתאים	подходящ	התאים	ADJ;INDF;PL	V;MASC;SG;V.PTCP;ACT
подходящи	הולם	подходящ	הולם	ADJ;INDF;PL	
подходящи	מתאימה	подходящ	התאים	ADJ;INDF;PL	V;FEM;SG;V.PTCP;ACT
подходящи	הולמת	подходящ	הולם	ADJ;INDF;PL	ADJ;FEM;SG
подходящи	מתאים	подходящ	התאים	ADJ;INDF;PL	V;MASC;SG;V.PTCP;ACT
подходящи	מתאימה	подходящ	התאים	ADJ;INDF;PL	V;FEM;SG;V.PTCP;ACT
електронно	אלקטרוני	електронен	אלקטרוני	ADV	ADJ;MASC;SG
монах	מונק	монах	מונק	N;INDF;MASC;SG	PROPN
монах	נזיר	монах	נזיר	N;INDF;MASC;SG	
спаси	שמרי	спася-(се)	שמר	V;PFV;IMP;SG;2;PST;FIN	PROPN
спаси	שמור	спася-(се)	שמור	V;PFV;IMP;SG;2;PST;FIN	
монголия	מונגוליה	монголия	מונגוליה	PROPN;INDF;FEM;SG	PROPN
чувство	מרגישה	чувство	הרגיש	N;INDF;NEUT;SG	V;FEM;SG;V.PTCP;ACT
чувство	מרגיש	чувство	הרגיש	N;INDF;NEUT;SG	V;MASC;SG;V.PTCP;ACT
пенсилвания	פנסילבניה	пенсилване	פנסילבניה	PROPN;INDF;FEM;SG	PROPN
твърдо	מוצק	твърдо	הוצק	ADV	V;MASC;SG;V.PTCP;PASS
твърдо	מוצקה	твърдо	הוצק	ADV	V;FEM;SG;V.PTCP;PASS
твърдо	תקיף	твърдо	תקיף	ADV	
твърдо	קשיח	твърдо	קשיח	ADV	
собствено	משל	собствен	משל	ADV	
статуя	פסל	статуя	פסל	N;INDF;FEM;SG	PROPN
успешен	מוצלחים	успешен	מוצלח	ADJ;INDF;MASC;SG	ADJ;MASC;PL
успешен	מצליחה	успешен	הצליח	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP;ACT
успешен	מצליח	успешен	הצליח	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP;ACT
специфични	ספציפית	специфичен	ספציפית	ADJ;INDF;PL	ADV
специфични	ספציפי	специфичен	ספציפי	ADJ;INDF;PL	ADJ;MASC;SG
стадиона	האצטדיון	стадион	האצטדיון	N;DEF;MASC;SG	PROPN
шотландски	סקוטית	шотландски	סקוטי	ADJ;INDF;MASC;SG	PROPN
шотландски	סקוטי	шотландски	סקוטי	ADJ;INDF;MASC;SG	PROPN
кук	קוק	кук	קוק	N;INDF;MASC;SG	PROPN
животински	בהמה	животински	בהמה	ADJ;INDF;MASC;SG	N;FEM;SG
животински	חיה	животински	None	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP;ACT
паркове	פארקס	парк	פארקס	N;INDF;MASC;PL	PROPN
лист	עלה	лист	עלה	N;INDF;MASC;SG	V;MASC;SG;3;PST;ACT
лист	העלה	лист	העלה	N;INDF;MASC;SG	V;MASC;SG;3;PST;ACT
лист	גיליון	лист	גיליון	N;INDF;MASC;SG	PROPN
лист	סדין	лист	סדין	N;INDF;MASC;SG	PROPN
широки	רחבה	широк	רחבה	ADJ;INDF;PL	N;FEM;SG
широки	רחב	широк	רחב	ADJ;INDF;PL	
широки	רחבה	широк	רחבה	ADJ;INDF;PL	N;FEM;SG
широки	רחבות	широк	רחבה	ADJ;INDF;PL	N;FEM;PL
широки	רחב	широк	רחב	ADJ;INDF;PL	
дал	דאל	дам-(се)	דאל	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT	PROPN
дал	דאל	дам-(се)	דאל	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT	PROPN
среди	סביבות	сряда	סביבה	N;INDF;FEM;PL	
управители	מושל	управител	מושל	N;INDF;MASC;PL	PROPN
управители	מנהלים	управител	ניהל	N;INDF;MASC;PL	V;MASC;PL;V.PTCP;ACT
полезни	שימושית	полезен	שימושית	ADJ;INDF;PL	ADV
полезни	מועיל	полезен	מועיל	ADJ;INDF;PL	V;MASC;SG;V.PTCP;ACT
полезни	שימושי	полезен	שימושים	ADJ;INDF;PL	ADJ;MASC;SG
полезни	עוזר	полезен	עוזר	ADJ;INDF;PL	N;MASC;SG
полезни	מסייע	полезен	סייע	ADJ;INDF;PL	V;MASC;SG;V.PTCP;ACT
полезни	מועיל	полезен	מועיל	ADJ;INDF;PL	V;MASC;SG;V.PTCP;ACT
полезни	מועילה	полезен	הועיל	ADJ;INDF;PL	V;FEM;SG;V.PTCP;ACT
скулптор	פסל	скулптор	פסל	N;INDF;MASC;SG	PROPN
сенегал	סנגל	сенегал	סנגל	N;INDF;MASC;SG	PROPN
замъкът	קאסל	замък	קאסל	N;DEF;MASC;SG	PROPN
замъкът	טירת	замък	טירה	N;DEF;MASC;SG	N;PSSD;FEM;SG
връщане	מחזירה	връщане	מחזיר	N;INDF;NEUT;SG	V;FEM;SG;V.PTCP;ACT
връщане	החזר	връщане	החזר	N;INDF;NEUT;SG	PROPN
катедрала	הקתדרלה	катедрал	הקתדרלה	N;INDF;FEM;SG	V;FEM;SG;3;PST
аполо	אפולו	аполо	אפולו	N;INDF;MASC;SG	PROPN
роза	רוז	роза	רוז	N;INDF;FEM;SG	PROPN
роза	ורד	роза	ורד	N;INDF;FEM;SG	PROPN
роза	רוסה	роза	רוסה	N;INDF;FEM;SG	PROPN
роза	רוזה	роза	רוזה	N;INDF;FEM;SG	PROPN
духовна	רוחנית	духовен	רוחני	ADJ;INDF;FEM;SG	ADV
духовна	רוחני	духовен	רוחני	ADJ;INDF;FEM;SG	N;MASC;PL
духовна	רוחניות	духовен	רוחני	ADJ;INDF;FEM;SG	N;FEM;PL
тропически	טרופית	тропически	טרופי	ADJ;INDF;MASC;SG	ADV
тропически	טרופי	тропически	טרוף	ADJ;INDF;MASC;SG	PROPN
стрелба	ירי	стрелба	ירי	N;INDF;FEM;SG	PROPN
стрелба	ירי	стрелба	ירי	N;INDF;FEM;SG	PROPN
стрелба	פיטורין	стрелба	פיטורין	N;INDF;FEM;SG	N;MASC;PL
стрелба	יורה	стрелба	יורה	N;INDF;FEM;SG	PROPN
стрелба	ירי	стрелба	ירי	N;INDF;FEM;SG	PROPN
замяна	החלף	замяна	החלף	N;INDF;FEM;SG	
замяна	תחליף	замяна	החליף	N;INDF;FEM;SG	V;FEM;SG;3;FUT;ACT
замяна	החליפי	замяна	החליף	N;INDF;FEM;SG	ADV
замяна	מחליפה	замяна	החליף	N;INDF;FEM;SG	V;FEM;SG;V.PTCP;ACT
замяна	מחליף	замяна	החליף	N;INDF;FEM;SG	V;MASC;SG;V.PTCP;ACT
защитена	מוגן	защитя	מוגן	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;MASC;SG
защитена	מוגנים	защитя	הוגן	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;MASC;PL
защитена	מוגנת	защитя	הוגן	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;FEM;SG
защитена	המוגן	защитя	המוגן	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;MASC;SG
франкфурт	פרנקפורט	франкфурт	פרנקפורט	PROPN;INDF;MASC;SG	PROPN
техният	שלהם	наш	של	DET;DEF;MASC;SG;3	
термини	תנאי	термин	תנאי	N;INDF;MASC;PL	
кларк	קלארק	кларк	קלארק	PROPN;INDF;MASC;SG	PROPN
кларк	קלארק	кларк	קלארק	PROPN;INDF;MASC;SG	PROPN
волфганг	וולפגנג	волфганг	וולפגנג	PROPN;INDF;MASC;SG	PROPN
базиликата	בזיליקת	базилика	בזיליקת	N;DEF;FEM;SG	PROPN
съюзници	ברית	съюзник	ברית	N;INDF;MASC;PL	N;FEM;SG
отгоре	מעל	отгоре	מעל	ADV	ADP
валтер	ולטר	валтер	ולטר	PROPN;INDF;MASC;SG	PROPN
валтер	ולטר	валтер	ולטר	PROPN;INDF;MASC;SG	PROPN
валтер	וולטר	валтер	וולטר	PROPN;INDF;MASC;SG	PROPN
женева	נבה	женева	נבה	PROPN;INDF;FEM;SG	PROPN
предназначени	מיועד	предназнача	יועד	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;V.PTCP;PASS
предназначени	המיועד	предназнача	המיועד	V;PFV;INDF;PL;V.PTCP;PASS	N;MASC;SG
габон	גבון	габон	גבון	N;INDF;MASC;SG	PROPN
философски	פילוסופית	философски	פילוסופי	ADJ;INDF;MASC;SG	N
философски	פילוסופי	философски	פילוסופי	ADJ;INDF;MASC;SG	N
сантяго	סנטיאגו	сантяго	סנטיאגו	N;INDF;MASC;SG	PROPN
оригинал	מקוריות	оригинал	מקורי	N;INDF;MASC;SG	ADJ;FEM;PL
оригинал	מקוריים	оригинал	מקורי	N;INDF;MASC;SG	ADJ;MASC;PL
оригинал	מקורית	оригинал	מקורי	N;INDF;MASC;SG	ADV
оригинал	מקורי	оригинал	מקורי	N;INDF;MASC;SG	ADJ;MASC;SG
оригинал	המקורי	оригинал	המקור	N;INDF;MASC;SG	PROPN
швейцарски	שוויצרי	швейцарски	שוויצרי	ADJ;INDF;MASC;SG	PROPN
съгласен	מסכימה	съгласен	הסכים	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP;ACT
съгласен	מוסכם	съгласен	מוסכם	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP;PASS
съгласен	הסכים	съгласен	הסכים	ADJ;INDF;MASC;SG	V;MASC;SG;3;PST;ACT
съгласен	מסכים	съгласен	הסכים	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP;ACT
съгласен	מסכימים	съгласен	הסכים	ADJ;INDF;MASC;SG	V;MASC;PL;V.PTCP;ACT
съгласен	מסכימה	съгласен	הסכים	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP;ACT
съгласен	מסכים	съгласен	הסכים	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP;ACT
квартала	שכונת	квартал	שכונה	N;DEF;MASC;SG	PROPN
квартала	השכונה	квартал	השכונה	N;DEF;MASC;SG	
илинойс	אילינוי	илинойс	אילינוי	N;INDF;MASC;SG	PROPN
женитба	נישואים	женитба	נישואין	N;INDF;FEM;SG	N;MASC;PL
женитба	נישואין	женитба	נישואין	N;INDF;FEM;SG	N;MASC;PL
товар	טען	товар	טען	N;INDF;MASC;SG	V;MASC;SG;3;PST;ACT
товар	לטעון	товар	טען	N;INDF;MASC;SG	V;NFIN;ACT
смесени	מעורב	смесен	מעורב	ADJ;INDF;PL	ADJ;MASC;SG
смесени	מעורבב	смесен	מעורבב	ADJ;INDF;PL	ADJ;MASC;SG
смесени	מהול	смесен	מהול	ADJ;INDF;PL	
немска	גרמני	немски	גרמני	ADJ;INDF;FEM;SG	N;MASC;SG
немска	גרמנית	немски	גרמנית	ADJ;INDF;FEM;SG	PROPN
немска	גרמנים	немски	גרמני	ADJ;INDF;FEM;SG	N;MASC;PL
немска	גרמניה	немски	גרמניה	ADJ;INDF;FEM;SG	PROPN
шести	שישי	шести	שישי	ADJ;INDF;MASC;SG	PROPN
шести	שישית	шести	שישית	ADJ;INDF;MASC;SG	ADV
шести	השישית	шести	השישית	ADJ;INDF;MASC;SG	ADV
шести	השישי	шести	השישי	ADJ;INDF;MASC;SG	PROPN
дадени	בהינתן	дам-(се)	בהינתן	V;PFV;INDF;PL;V.PTCP;PASS	ADV
дадени	שניתנו	дам-(се)	שניתנו	V;PFV;INDF;PL;V.PTCP;PASS	
дадени	ניתנה	дам-(се)	ניתן	V;PFV;INDF;PL;V.PTCP;PASS	V;FEM;SG;3;PST;MID
дадени	ניתנו	дам-(се)	ניתן	V;PFV;INDF;PL;V.PTCP;PASS	V;PL;3;PST;MID
дадени	נתון	дам-(се)	נתון	V;PFV;INDF;PL;V.PTCP;PASS	N;MASC;SG
бохемия	בוהמיה	бохемия	בוהמיה	PROPN;INDF;FEM;SG	PROPN
равенство	תקשור	равенство	תקשור	N;INDF;NEUT;SG	
артър	ארתור	артър	ארתור	N;INDF;MASC;SG	PROPN
австралийски	אוסטרלי	австралийски	אוסטרלי	ADJ;INDF;MASC;SG	PROPN
австралийски	האוסטרלי	австралийски	האוסטרלי	ADJ;INDF;MASC;SG	PROPN
племенник	אחיין	племенник	אחיין	N;INDF;MASC;SG	
племенник	אחיינו	племенник	אחיין	N;INDF;MASC;SG	PROPN
магистър	הנשגב	магистър	הנשגב	N;INDF;MASC;SG	PROPN
змия	סנייק	змия-се	סנייק	N;INDF;FEM;SG	PROPN
змия	נחש	змия-се	נחש	N;INDF;FEM;SG	
змия	נחש	змия-се	נחש	N;INDF;FEM;SG	
обявено	הכריז	обявя-(се)	הכריז	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
обявено	הודיעה	обявя-(се)	הודיע	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;FEM;SG;3;PST;ACT
обявено	הודיע	обявя-(се)	הודיע	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
заселници	מתיישבים	заселник	התיישב	N;INDF;MASC;PL	V;MASC;PL;V.PTCP
уилсън	ווילסון	уилсън	וילססון	PROPN;INDF;MASC;SG	PROPN
уилсън	וילסון	уилсън	וילסון	PROPN;INDF;MASC;SG	PROPN
теодора	תיאודורה	теодор	תיאודורה	N;INDF;FEM;SG	PROPN
амстердам	אמסטרדם	амстердам	אמסטרדם	N;INDF;MASC;SG	PROPN
наблюдения	תצפית	наблюдение	תצפית	N;INDF;NEUT;PL	N;FEM;SG
наблюдения	התבוננות	наблюдение	התבוננות	N;INDF;NEUT;PL	N;FEM;SG
наблюдения	השגחה	наблюдение	השגחה	N;INDF;NEUT;PL	N;FEM;SG
богдан	בוגדן	богдан	בוגדן	PROPN;INDF;MASC;SG	PROPN
морис	מוריס	морис	הוריס	PROPN;INDF;MASC;SG	PROPN
морис	מוריס	морис	הוריס	PROPN;INDF;MASC;SG	PROPN
направено	עשה	направя-(се)	עשה	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
направено	הכין	направя-(се)	הכין	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
направено	סיים	направя-(се)	סיים	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
направено	סיימתי	направя-(се)	סיימתי	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;SG;1;PST;ACT
направено	סגור	направя-(се)	סגור	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	
явление	התופעה	явление	התופעה	N;INDF;NEUT;SG	V;FEM;SG;3;PST
лацио	לאזלו	лацио	לאזלו	N;INDF;MASC;SG	PROPN
проведени	שנערך	проведа	שנערך	V;PFV;INDF;PL;V.PTCP;PASS	
вина	יין	вина	יין	N;INDF;NEUT;SG	
вина	יינות	вина	יינות	N;INDF;NEUT;SG	PROPN
алекс	אלכס	алекс	אלכס	N;INDF;MASC;SG	PROPN
елеонора	אליאונורה	елеонор	אליאונורה	N;INDF;FEM;SG	
душата	הנשמה	душа	הנשמה	N;DEF;FEM;SG	
описани	מתואר	опиша	תואר	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;V.PTCP;PASS
описани	תאר	опиша	תאר	V;PFV;INDF;PL;V.PTCP;PASS	
описани	תיאר	опиша	תיאר	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
президенти	נשיא	президент	נשיא	N;INDF;MASC;PL	N;MASC;SG
атлас	atlas	атлас	atlas	N;INDF;MASC;SG	
атлас	אטלס	атлас	אטלס	N;INDF;MASC;SG	PROPN
каталог	הקטלוג	каталог	הקטלוג	N;INDF;MASC;SG	PROPN
историческо	היסטורי	исторически	היסטורי	ADV	PROPN
историческо	היסטורי	исторически	היסטורי	ADV	PROPN
организирани	מאורגן	организирам	מאורגן	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;MASC;SG
организирани	מאורגנת	организирам	אורגן	V;PFV;INDF;PL;V.PTCP;PASS	V;FEM;SG;V.PTCP;PASS
организирани	מאורגן	организирам	מאורגן	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;MASC;SG
организирани	מסודרת	организирам	מסודר	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;FEM;SG
организирани	מאורגנת	организирам	אורגן	V;PFV;INDF;PL;V.PTCP;PASS	V;FEM;SG;V.PTCP;PASS
артисти	אמני	артист	אמן	N;INDF;MASC;PL	N;PSSD;MASC;PL
имоти	מאפיינים	имот	אפיין	N;INDF;MASC;PL	V;MASC;PL;V.PTCP;ACT
котка	חתול	котка	חתול	N;INDF;FEM;SG	PROPN
котка	קט	котка	קט	N;INDF;FEM;SG	
фен	מאוורר	фен	מאוורר	N;INDF;MASC;SG	PROPN
фен	מעריץ	фен	מעריץ	N;INDF;MASC;SG	V;MASC;SG;V.PTCP;ACT
фен	מעריצה	фен	העריץ	N;INDF;MASC;SG	
фен	אוהד	фен	אוהד	N;INDF;MASC;SG	PROPN
характерен	המאפיין	характерен	המאפיין	ADJ;INDF;MASC;SG	N;MASC;SG
разузнаване	מודיעין	разузнаване	מודיעין	N;INDF;NEUT;SG	PROPN
алфа	אלפא	алфа	אלפא	N;INDF;FEM;SG	PROPN
клетка	תא	клетка	תא	N;INDF;FEM;SG	
клетка	קופסא	клетка	קופסא	N;INDF;FEM;SG	
рене	רנה	рена	רנה	PROPN;INDF;MASC;SG	PROPN
рене	רנה	рена	רנה	PROPN;INDF;MASC;SG	PROPN
рене	רנה	рена	רנה	PROPN;INDF;MASC;SG	PROPN
градско	עירוני	градски	עירוני	ADV	PROPN
повишен	קידום	повиша-(се)	קידום	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;MASC;SG
повишен	קידם	повиша-(се)	קידם	V;PFV;INDF;MASC;SG;V.PTCP;PASS	PROPN
повишен	גדל	повиша-(се)	גדל	V;PFV;INDF;MASC;SG;V.PTCP;PASS	
атакува	תקיפות	атакувам	תקיפות	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
атакува	התקפות	атакувам	התקפה	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
атакува	פיגועים	атакувам	פיגוע	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
атакува	תוקפים	атакувам	תוקף	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
атакува	תוקפת	атакувам	תוקפת	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
атакува	תוקף	атакувам	תוקף	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
отвъд	שמעבר	отвъд	שמעבר	ADP	PROPN
отвъд	מעבר	отвъд	מעבר	ADP	
орел	נשר	орел	נשר	N;INDF;MASC;SG	PROPN
орел	איגל	орел	איגל	N;INDF;MASC;SG	PROPN
орел	עיט	орел	עיט	N;INDF;MASC;SG	
записани	הוקלט	запиша-(се)	הוקלט	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;3;PST;PASS
записани	הקליט	запиша-(се)	הקליט	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
записани	מוקלט	запиша-(се)	מוקלט	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;V.PTCP;PASS
лаос	לאוס	лаос	לאוס	PROPN;INDF;MASC;SG	PROPN
българин	בולגריה	българин	בולגריה	N;INDF;MASC;SG	PROPN
българин	בולגרית	българин	בולגרית	N;INDF;MASC;SG	PROPN
процедура	נוהל	процедура	נוהל	N;INDF;FEM;SG	PROPN
