から	no	から	no	CONJ	
封印	zīmogs	封印	zīmogs	V	N;NOM;MASC;SG
封印	ronis	封印	ronis	V	N;NOM;MASC;SG
封印	roņu	封印	rona	V	N;ACC;FEM;SG
切り替え	slēdzi	切り替える	slēgt	V	N;ACC;FEM;SG
切り替え	komutācijas	切り替える	komutācija	V	N;NOM;FEM;PL
切り替え	pārslēgšanās	切り替える	pārslēgšanās	V	N;NOM;FEM;SG
嫌い	nepatīk	嫌い	nepatikt		V;FH;IND;3;NEG;PRS;FIN;ACT
嫌い	ienīst	嫌い	ienīst		V;FH;IND;3;POS;PRS;FIN;ACT
嫌い	naids	嫌い	naids		N;NOM;MASC;SG
サイン	parakstīt	サイン	parakstīt	N	V;POS;NFIN
スイッチ	pārslēgties	スイッチ	pārslēgties	N	V;POS;REFL;NFIN
スイッチ	slēdzis	スイッチ	slēgt	N	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
スイッチ	pārslēgt	スイッチ	pārslēgt	N	V;POS;NFIN
壊滅	anihilācija	壊滅	anihilācija	V	N;NOM;FEM;SG
知的	viedo	知的	viedot	ADJ	N;ACC;MASC;SG
フラッシュ	flash	フラッシュ	flash	N	
修復	atjaunošana	修復	atjaunošana	V	N;NOM;FEM;SG
修復	atjaunošanu	修復	atjaunošana	V	N;ACC;FEM;SG
トライ	mēģini	トライ	mēģināt	N	V;IMP;SG;2;POS;FIN;ACT
トライ	pamēģini	トライ	pamēģināt	N	V;IMP;SG;2;POS;FIN;ACT
トライ	mēģināt	トライ	mēģināt	N	V;POS;NFIN
くま	vinniju	くま	vinnija	PROPN	N;ACC;FEM;SG
保証	garantēti	保証	garantēt	N	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
保証	garantēta	保証	garantēt	N	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
保証	garantētas	保証	garantēt	N	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
保証	garantēts	保証	garantēt	N	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
三田	sanda	三田	sanda	PROPN	PROPN;NOM;FEM;SG
想い	domās	想う	doma	V	N;ESS;FEM;PL
想い	domas	想う	doma	V	N;NOM;FEM;PL
ダグラス	douglas	ダグラス	dougla	PROPN	PROPN;NOM;FEM;SG
流用	novirzīšanās	流用	novirzīšanās	V	N;NOM;FEM;SG
流用	novirzīšanu	流用	novirzīšana	V	N;ACC;FEM;SG
ラウ	lau	ラウ	lau	PROPN	N
維新	atjaunošana	維新	atjaunošana	PROPN	N;NOM;FEM;SG
維新	atjaunošanu	維新	atjaunošana	PROPN	N;ACC;FEM;SG
コナ	kona	コナ	kons	PROPN	
踊り	dejas	踊り	deja	V	N;NOM;FEM;PL
踊り	dejas	踊り	deja	V	N;NOM;FEM;PL
踊り	dejošana	踊り	dejošana	V	N;NOM;FEM;SG
パーティ	party	パーティ	party	N	
スーツ	piestāv	スーツ	piestāvēt	N	V;FH;IND;3;POS;PRS;FIN;ACT
クラーク	klārks	クラーク	klārks	PROPN	PROPN;NOM;MASC;SG
クラーク	klārks	クラーク	klārks	PROPN	PROPN;NOM;MASC;SG
信託	uzticas	信託	uztica	N	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
松下	matsushita	松下	matsushita	PROPN	N;NOM;FEM;SG
フィル	fils	フィル	fils	PROPN	PROPN;NOM;MASC;SG
フィル	fil	フィル	fil	PROPN	
マーガレット	margaret	マーガレット	margaret	PROPN	PROPN;NOM;FEM;SG
スロー	lēni	スロー	lēni	N	ADV
スロー	lēna	スロー	lēna	N	ADJ;NOM;FEM;SG
スロー	lēns	スロー	lēns	N	ADJ;NOM;MASC;SG
レビュー	pārskatīt	レビュー	pārskatīt	N	V;POS;NFIN
ピア	pia	ピア	pia	N	
コラボレーション	sadarbība	コラボレーション	sadarbība	V	N;NOM;FEM;SG
フィン	fin	フィン	fin	PROPN	
フィン	fin	フィン	fin	PROPN	
レオン	león	レオン	león	PROPN	
レオン	leons	レオン	leons	PROPN	PROPN;NOM;MASC;SG
メロディ	melodies	メロディ	meloties	N	V;IMP;SG;2;POS;REFL;FIN;ACT
見出し	virsraksts	見出し	virsraksts	V	N;NOM;MASC;SG
見出し	virsraksti	見出し	virsraksts	V	N;NOM;MASC;PL
見出し	pozīcijas	見出し	pozīcija	V	N;NOM;FEM;PL
見出し	virsraksti	見出し	virsraksts	V	N;NOM;MASC;PL
見出し	virsrakstos	見出し	virsraksts	V	N;ESS;MASC;PL
見出し	virsraksts	見出し	virsraksts	V	N;NOM;MASC;SG
見出し	pozīcija	見出し	pozīcija	V	N;NOM;FEM;SG
妊娠	grūtniecība	妊娠	grūtniecība	V	N;NOM;FEM;SG
妊娠	grūtniecības	妊娠	grūtniecība	V	N;NOM;FEM;PL
妊娠	grūtniecība	妊娠	grūtniecība	V	N;NOM;FEM;SG
妊娠	stāvoklī	妊娠	stāvoklis	V	N;ESS;MASC;SG
コンクリート	konkrētais	コンクリート	konkrēts	N	ADJ;NOM;MASC;SG
コンクリート	konkrētus	コンクリート	konkrēts	N	ADJ;ACC;MASC;PL
コンクリート	konkrēts	コンクリート	konkrēts	N	ADJ;NOM;MASC;SG
コンクリート	konkrēta	コンクリート	konkrēts	N	ADJ;NOM;FEM;SG
ストア	glabāt	ストア	glabāt	N	V;POS;NFIN
ストア	uzglabāt	ストア	uzglabāt	N	V;POS;NFIN
南極	antarktīda	南極	antarktīda	PROPN	N;NOM;FEM;SG
南極	antarktikas	南極	antarktika	PROPN	N;NOM;FEM;PL
パシフィック	klusais	パシフィック	kluss	PROPN	ADJ;NOM;MASC;SG
ハッピー	priecīgs	ハッピー	priecīgs	N	ADJ;NOM;MASC;SG
ハッピー	laimīga	ハッピー	laimīga	N	ADJ;NOM;FEM;SG
ハッピー	laimīgs	ハッピー	laimīgs	N	ADJ;NOM;MASC;SG
シェル	shell	シェル	shell	N	
化粧	kosmētika	化粧	kosmētika	V	N;NOM;FEM;SG
恒星	stellar	恒星	stellar	N	
恒星	star	恒星	star	N	
ビス	bis	ビス	bis	PROPN	
シュート	šaut	シュート	šaut	N	V;POS;NFIN
シュート	nošaut	シュート	nošaut	N	V;POS;NFIN
シュート	šauj	シュート	šis	N	V;FH;IMP;SG;2;POS;PRS;FIN;ACT
ハンス	hans	ハンス	hans	PROPN	
ハンス	hanss	ハンス	hanss	PROPN	PROPN;NOM;MASC;SG
下流	lejpus	下流	lejpus	N	ADV
下流	pakārtots	下流	pakārtot	N	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
下流	lejup	下流	lejup	N	ADV
ヒュー	hjū	ヒュー	hjū	PROPN	
水平	horizontāls	水平	horizontāls	N	ADJ;NOM;MASC;SG
水平	horizontālas	水平	horizontāla	N	ADJ;NOM;FEM;PL
水平	horizontāli	水平	horizontāls	N	ADV
水平	horizontālo	水平	horizontāla	N	ADJ;ACC;MASC;SG
水平	horizontālā	水平	horizontāla	N	ADJ;NOM;FEM;SG
水平	horizontāla	水平	horizontāla	N	ADJ;NOM;FEM;SG
ネル	nella	ネル	nells	N	
野口	noguči	野口	noguče	PROPN	PROPN;NOM;MASC;SG
本	honda	本	honds	N	
じゅん	jun	じゅん	jun	PROPN	N
改定	pārskatīšanu	改定	pārskatīšana	V	N;ACC;FEM;SG
改定	pārskatīšana	改定	pārskatīšana	V	N;NOM;FEM;SG
調理	gatavošana	調理	gatavošana	V	N;NOM;FEM;SG
調理	gatavošanas	調理	gatavošana	V	N;NOM;FEM;SG
秀樹	hideki	秀樹	hideks	PROPN	PROPN
エロ	erotiski	エロ	erotiski	N	ADV
ホセ	jose	ホセ	jose	PROPN	
ホセ	hosē	ホセ	hosēt	PROPN	PROPN
ホセ	hosē	ホセ	hosēt	PROPN	PROPN
ホセ	jos	ホセ	jos	PROPN	
マット	met	マット	mest	N	V;IMP;SG;2;POS;FIN;ACT
マット	mat	マット	mat	N	
最小	minimālā	最小	minimāls	N	ADJ;NOM;FEM;SG
最小	minimālais	最小	minimāls	N	ADJ;NOM;MASC;SG
フォーラム	forum	フォーラム	forum	N	
書き込み	rakstīšana	書き込み	rakstīšana	V	N;NOM;FEM;SG
地中海	vidusjūras	地中海	vidusjūra	PROPN	N;NOM;FEM;PL
地中海	vidusjūra	地中海	vidusjūra	PROPN	N;NOM;FEM;SG
勇者	drosmīgi	勇者	drosmīgi	N	ADV
勇者	drosmīgs	勇者	drosmīgs	N	ADJ;NOM;MASC;SG
シェア	dalies	シェア	dalis	N	V;FH;IND;SG;2;POS;REFL;PRS;FIN;ACT
シェア	dalīties	シェア	dalīties	N	V;POS;REFL;NFIN
シェア	share	シェア	share	N	
大洋	okeānu	大洋	okeāns	PROPN	N;ACC;MASC;SG
大洋	okeānā	大洋	okeāns	PROPN	N;ESS;MASC;SG
大洋	okeāns	大洋	okeāns	PROPN	N;NOM;MASC;SG
大洋	okeāna	大洋	okeāns	PROPN	N;GEN;MASC;SG
カリ	cali	カリ	calis	N	
ハインリヒ	heinrihs	ハインリヒ	heinrihs	PROPN	PROPN;NOM;MASC;SG
鈴鹿	suzuka	鈴鹿	suzukt	PROPN	N;NOM;FEM;SG
マルクス	markuss	マルクス	markuss	PROPN	N;NOM;MASC;SG
マルクス	markus	マルクス	marks	PROPN	PROPN;NOM;MASC;SG
マルクス	markss	マルクス	markss	PROPN	N;NOM;MASC;SG
ヴァン	van	ヴァン	vens	PROPN	PROPN
喪失	zudums	喪失	zudums	V	N;NOM;MASC;SG
喪失	zaudējums	喪失	zaudējums	V	N;NOM;MASC;SG
喪失	zudumi	喪失	zudums	V	N;NOM;MASC;PL
喪失	zaudējumi	喪失	zaudējums	V	N;NOM;MASC;PL
エール	ale	エール	ale	N	
分散	izplata	分散	izplatīt	N	V;FH;IND;3;POS;PRS;FIN;ACT
分散	izplatīts	分散	izplatīt	N	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
ビリー	billijs	ビリー	billijs	PROPN	PROPN;NOM;MASC;SG
垂直	perpendikulāra	垂直	perpendikulārs	N	ADJ;NOM;FEM;SG
乾燥	sausa	乾燥	sausa	V	ADJ;NOM;FEM;SG
乾燥	sausā	乾燥	sausa	V	ADJ;NOM;FEM;SG
乾燥	sauss	乾燥	sauss	V	ADJ;NOM;MASC;SG
乾燥	sausi	乾燥	sausi	V	ADV
乾燥	sausais	乾燥	sauss	V	ADJ;NOM;MASC;SG
乾燥	žāvēšanas	乾燥	žāvēšana	V	N;NOM;FEM;SG
乾燥	žāvēšana	乾燥	žāvēšana	V	N;NOM;FEM;SG
落下	kritiens	落下	kritiens	V	N;NOM;MASC;SG
落下	kritums	落下	kritums	V	N;NOM;MASC;SG
マリン	marine	マリン	marine	N	
繊維	fiber	繊維	fibert	N	
スパ	spa	スパ	spa	PROPN	N
検出	noteikšanas	検出	noteikšana	V	N;NOM;FEM;PL
検出	noteikšana	検出	noteikšana	V	N;NOM;FEM;SG
検出	atklāšana	検出	atklāšana	V	N;NOM;FEM;SG
ライアン	raiens	ライアン	raiens	PROPN	PROPN;NOM;MASC;SG
ペルー	peru	ペルー	pera	PROPN	
ペルー	perú	ペルー	perú	PROPN	
ペルー	peru	ペルー	pera	PROPN	
ケンタッキー	kentuki	ケンタッキー	kentuki	PROPN	PROPN;NOM;MASC;SG
ルシア	lūcija	ルシア	lūcija	PROPN	N;NOM;FEM;SG
ヒロ	hiro	ヒロ	hiro	PROPN	
ラマ	lama	ラマ	lama	PROPN	N;NOM;FEM;SG
ラマ	lama	ラマ	lama	PROPN	N;NOM;FEM;SG
ラマ	lamu	ラマ	lama	PROPN	N;NOM;MASC;PL
フェニックス	phoenix	フェニックス	phoenix	PROPN	
狩り	medības	狩る	medības	V	N;NOM;FEM
狩り	medību	狩る	medības	V	N;GEN;FEM
狩り	medībās	狩る	medības	V	N;ESS;FEM
狩り	medības	狩る	medības	V	N;NOM;FEM
キッド	bērns	キッド	bērns	PROPN	N;NOM;MASC;SG
キッド	puika	キッド	puika	PROPN	N;NOM;MASC;SG
エコ	eco	エコ	eca	N	
クリスチャン	kristians	クリスチャン	kristians	PROPN	PROPN;NOM;MASC;SG
クリスチャン	kristiešu	クリスチャン	kristiesis	PROPN	N;GEN;MASC;PL
クリスチャン	kristiāns	クリスチャン	kristiāns	PROPN	PROPN;NOM;MASC;SG
イリノイ	ilinoisas	イリノイ	ilinoisa	PROPN	N;NOM;FEM;PL
ウィルソン	vilsons	ウィルソン	vilsons	PROPN	PROPN;NOM;MASC;SG
せつ	vārīties	せつ	vārīties		V;POS;REFL;NFIN
せつ	vārīt	せつ	vārīt		V;POS;NFIN
開く	atvēršanās	開く	atvēršanās	V	N;NOM;FEM;SG
開く	atvēršana	開く	atvēršana	V	N;NOM;FEM;SG
開く	atvēršanas	開く	atvēršana	V	N;NOM;FEM;SG
ジェリー	džerijs	ジェリー	džerijs	PROPN	N;NOM;MASC;SG
和解	saskaņošana	和解	saskaņošana	V	N;NOM;FEM;SG
和解	izlīgums	和解	izlīgums	V	N;NOM;MASC;SG
和解	salīdzināšana	和解	salīdzināšana	V	N;NOM;FEM;SG
和解	norēķini	和解	norēķināt	V	N;ACC;MASC;SG
和解	norēķinu	和解	norēķināt	V	N;ACC;MASC;SG
光学	optiskā	光学	optiska	N	ADJ;NOM;FEM;SG
光学	optiskie	光学	optisks	N	ADJ;NOM;MASC;PL
光学	optiskais	光学	optisks	N	ADJ;NOM;MASC;SG
光学	optisko	光学	optiska	N	ADJ;ACC;MASC;SG
トミー	tomijs	トミー	tomijs	PROPN	N;NOM;MASC;SG
ライター	vieglāka	ライター	viegla	N	ADJ;NOM;CMPR;FEM;SG
信用	kredīta	信用	kredīts	V	N;GEN;MASC;SG
信用	kredīts	信用	kredīts	V	N;NOM;MASC;SG
信用	credit	信用	credit	V	
タイガー	tīģeris	タイガー	tīģeris	PROPN	N;NOM;MASC;SG
タイガー	tīģeri	タイガー	tīģeris	PROPN	N;ACC;MASC;SG
ビジュアル	vizuālā	ビジュアル	vizuāls	N	ADJ;NOM;FEM;SG
歩行	ejot	歩行	iet	N	
歩行	staigā	歩行	staiga	N	V;IMP;2;POS;PRS;FIN;ACT
歩行	staigāt	歩行	staigāt	N	V;POS;NFIN
歩行	iet	歩行	iet	N	V;POS;FIN
歩行	staigā	歩行	staiga	N	V;IMP;2;POS;PRS;FIN;ACT
デヴィッド	deivids	デヴィッド	deivids	PROPN	PROPN;NOM;MASC;SG
デヴィッド	dāvids	デヴィッド	dāvids	PROPN	N;NOM;MASC;SG
デヴィッド	david	デヴィッド	david	PROPN	
カナ	kana	カナ	kana	PROPN	N;NOM;FEM;SG
クレイ	cray	クレイ	cray	PROPN	
クレイ	mālu	クレイ	mālu	PROPN	N;ACC;FEM;SG
クレイ	māla	クレイ	māla	PROPN	N;NOM;FEM;SG
変数	mainīgā	変数	mainīgs	N	ADJ;NOM;FEM;SG
変数	mainīgais	変数	mainīgs	N	ADJ;NOM;MASC;SG
変数	mainīgs	変数	mainīgs	N	ADJ;NOM;MASC;SG
変数	mainīgo	変数	mainīga	N	ADJ;ACC;MASC;SG
変数	mainīga	変数	mainīga	N	ADJ;NOM;FEM;SG
変数	mainīgie	変数	mainīgs	N	ADJ;NOM;MASC;PL
ストレート	taisni	ストレート	taisni	N	ADV
ストレート	taisna	ストレート	taisna	N	ADJ;NOM;FEM;SG
ストレート	kārtīgs	ストレート	kārtīgs	N	ADJ;NOM;MASC;SG
ウルフ	vilka	ウルフ	vilkt	PROPN	V;FH;IND;3;POS;PST;FIN;ACT
ウルフ	vilks	ウルフ	vilks	PROPN	PROPN;NOM;MASC;SG
ウルフ	vilku	ウルフ	vilkt	PROPN	N;ACC;MASC;SG
純粋	tīri	純粋	tīri	ADJ	ADV
純粋	pure	純粋	pure	ADJ	
支払	maksājumi	支払	maksājums	V	N;NOM;MASC;PL
支払	samaksa	支払	samaksa	V	N;NOM;FEM;SG
支払	maksājums	支払	maksājums	V	N;NOM;MASC;SG
誘拐	nolaupīšana	誘拐	nolaupīšana	V	N;NOM;FEM;SG
誘拐	nolaupīšanu	誘拐	nolaupīšana	V	N;ACC;FEM;SG
誘拐	nolaupīšanas	誘拐	nolaupīšana	V	N;NOM;FEM;SG
侵略	iebrukums	侵略	iebrukums	V	N;NOM;MASC;SG
侵略	agresija	侵略	agresija	V	N;NOM;FEM;SG
侵略	agresiju	侵略	agresija	V	N;ACC;FEM;SG
いずみ	izumi	いずみ	izume	PROPN	
冷却	dzesēšana	冷却	dzesēšana	V	N;NOM;FEM;SG
冷却	dzesēšanas	冷却	dzesēšana	V	N;NOM;FEM;SG
市原	ichihara	市原	ichihars	PROPN	N;NOM;MASC;SG
踊る	dejas	踊る	deja	V	N;NOM;FEM;PL
踊る	dejošana	踊る	dejošana	V	N;NOM;FEM;SG
ジョニー	džonijs	ジョニー	džonijs	PROPN	N;NOM;MASC;SG
デッド	mirusi	デッド	mirt	PROPN	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
デッド	miris	デッド	mirt	PROPN	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
デッド	beigts	デッド	beigt	PROPN	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
デッド	miruši	デッド	mirt	PROPN	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
ドット	dot	ドット	dot	N	V;POS;NFIN
虐殺	slaktiņš	虐殺	slaktiņš	V	N;NOM;MASC;SG
玩具	rotaļlietu	玩具	rotaļlietas		N;ACC;FEM;SG
玩具	rotaļu	玩具	rotaļa		N;ACC;FEM;SG
玩具	rotaļlieta	玩具	rotaļliets		N;NOM;FEM;SG
玩具	rotaļlietas	玩具	rotaļlieta		N;NOM;FEM;PL
広がる	izplatīšanās	広がる	izplatīšanās	V	N;NOM;FEM;SG
解任	atlaišana	解任	atlaišana	V	N;NOM;FEM;SG
インディアナ	indiana	インディアナ	indiana	PROPN	PROPN;NOM;FEM;SG
クライ	sauciens	クライ	sauciens	PROPN	N;NOM;MASC;SG
クライ	raudu	クライ	raudāt	PROPN	V;FH;IND;SG;1;POS;PRS;FIN;ACT
クライ	raudāt	クライ	raudāt	PROPN	V;POS;NFIN
ヴェネツィア	venēcijas	ヴェネツィア	venēcija	PROPN	N;NOM;FEM;PL
起動	palaišana	起動	palaišana	V	N;NOM;FEM;SG
起動	palaišanas	起動	palaišana	V	N;NOM;FEM;SG
ディーン	dean	ディーン	dean	PROPN	
グレー	pelēks	グレー	pelēks	N	ADJ;NOM;MASC;SG
グレー	pelēkā	グレー	pelēks	N	ADJ;NOM;FEM;SG
グレー	pelēks	グレー	pelēks	N	ADJ;NOM;MASC;SG
グレー	pelēkas	グレー	pelēka	N	ADJ;NOM;FEM;PL
グレー	pelēkais	グレー	pelēks	N	ADJ;NOM;MASC;SG
グレー	pelēkās	グレー	pelēka	N	ADJ;NOM;FEM;PL
コナン	conan	コナン	conan	PROPN	
抽選	loterijas	抽選	loterija	V	N;NOM;FEM;PL
ユリウス	jūlijs	ユリウス	jūlijs	PROPN	N;NOM;MASC;SG
品種	šķirne	品種	šķirne		N;NOM;FEM;SG
品種	šķirnēm	品種	šķirne		N;DAT;FEM;PL
品種	šķirnes	品種	šķirne		N;NOM;FEM;PL
品種	šķirne	品種	šķirne		N;NOM;FEM;SG
品種	šķirnes	品種	šķirne		N;NOM;FEM;PL
エレベーター	pacelt	エレベーター	pacelt	N	V;POS;NFIN
アンドレ	andrē	アンドレ	andre	PROPN	PROPN
アンドレ	andrē	アンドレ	andre	PROPN	PROPN
召喚	izsaukumu	召喚	izsaukums	V	N;ACC;MASC;SG
ヤマハ	yamaha	ヤマハ	yamahs	PROPN	N;NOM;MASC;SG
拘束	saistoši	拘束	saistīt	V	ADV
拘束	saistviela	拘束	saistviela	V	N;NOM;FEM;SG
マンチェスター	manchester	マンチェスター	manchester	PROPN	
動物園	zooloģiskajos	動物園	zooloģisks	N	ADJ;ESS;MASC;PL
動物園	zoo	動物園	zoo	N	
訂正	korekcija	訂正	korekcija	V	N;NOM;FEM;SG
訂正	koriģēšana	訂正	koriģēšana	V	N;NOM;FEM;SG
訂正	labojumi	訂正	labojums	V	N;NOM;MASC;PL
訂正	labojums	訂正	labojums	V	N;NOM;MASC;SG
ソックス	sox	ソックス	soxt	N	
調達	iepirkumi	調達	iepirkums	V	N;NOM;MASC;PL
予防	preventīvi	予防	preventīvi	N	ADV
予防	piesardzīga	予防	piesardzīga	N	ADJ;NOM;FEM;SG
フランシス	francis	フランシス	francis	PROPN	PROPN;NOM;MASC;SG
ブッシュ	krūmu	ブッシュ	krūms	PROPN	N;ACC;MASC;SG
ブッシュ	bush	ブッシュ	bush	PROPN	
ブッシュ	buša	ブッシュ	buša	PROPN	PROPN;NOM;FEM;SG
コンパクト	kompakts	コンパクト	kompakts	ADJ	N;NOM;MASC;SG
後	vēlāk	後	vēlu	N	ADV;CMPR
後	vēlākā	後	vēla	N	ADJ;NOM;CMPR;FEM;SG
刺激	stimuls	刺激	stimuls	V	N;NOM;MASC;SG
刺激	stimulu	刺激	stimula	V	N;ACC;MASC;SG
刺激	stimuliem	刺激	stimulis	V	N;DAT;MASC;PL
テイラー	teilors	テイラー	teilors	PROPN	N;NOM;MASC;SG
伊賀	iga	伊賀	iga	PROPN	N
振動	vibrē	振動	vibre	N	V;FH;IND;3;POS;PRS;FIN;ACT
任天堂	nintendo	任天堂	nintendot	PROPN	N
志摩	shima	志摩	shima	PROPN	N;NOM;FEM;SG
汚染	piesārņoja	汚染	piesārņot	N	V;FH;IND;3;POS;PST;FIN;ACT
汚染	piesārņots	汚染	piesārņot	N	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
ひとみ	hitomi	ひとみ	hitomi	PROPN	
フランソワ	francois	フランソワ	francot	PROPN	PROPN;NOM;MASC;SG
メニュー	menu	メニュー	mens	N	
火星	mars	火星	mars	N	PROPN;NOM;MASC;SG
リンカーン	linkolns	リンカーン	linkolns	PROPN	PROPN;NOM;MASC;SG
ハーン	hahn	ハーン	hahn	PROPN	
ハーン	khan	ハーン	khan	PROPN	
民主主義	demokrātiskas	民主主義	demokrātiska	N	ADJ;NOM;FEM;PL
民主主義	demokrātisko	民主主義	demokrātiska	N	ADJ;ACC;MASC;SG
民主主義	demokrātiskā	民主主義	demokrātiska	N	ADJ;NOM;FEM;SG
民主主義	demokrātiska	民主主義	demokrātiska	N	ADJ;NOM;FEM;SG
背中	atpakaļ	背中	atpakaļ	N	ADV
競合	konkurents	競合	konkurents	V	N;NOM;MASC;SG
競合	konflikts	競合	konflikts	V	N;NOM;MASC;SG
競合	konflikti	競合	konflikts	V	N;NOM;MASC;PL
ミスター	mister	ミスター	mister	PROPN	
ヒューストン	hjūstona	ヒューストン	hjūstons	PROPN	N;NOM;MASC;SG
アーク	loks	アーク	loks	PROPN	N;NOM;MASC;SG
アーク	loka	アーク	loks	PROPN	N;NOM;FEM;SG
グレン	glens	グレン	glens	PROPN	PROPN;NOM;MASC;SG
グレン	glenns	グレン	glenns	PROPN	PROPN;NOM;MASC;SG
スズキ	suzuki	スズキ	suzukis	PROPN	N;NOM;FEM;SG
トリオ	trio	トリオ	trīs	PROPN	
デトロイト	detroitas	デトロイト	detroita	PROPN	N;NOM;FEM;PL
補足	papildus	補足	papildus	N	ADV
クルー	apkalpe	クルー	apkalpe	PROPN	N;NOM;FEM;SG
クルー	apkalpei	クルー	apkalpe	PROPN	N;DAT;FEM;SG
クルー	apkalpes	クルー	apkalpe	PROPN	N;NOM;FEM;PL
左側	palicis	左側	palikt	N	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
左側	kreisais	左側	kreiss	N	ADJ;NOM;MASC;SG
左側	kreisā	左側	kreisa	N	ADJ;NOM;FEM;SG
左側	palikusi	左側	palikt	N	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
バリ	bali	バリ	bals	PROPN	
カンザス	kanzasa	カンザス	kanzass	PROPN	N;NOM;FEM;SG
日程	grafiks	日程	grafiks	V	N;NOM;MASC;SG
婚約	iesaistījās	婚約	iesaistīties	N	V;FH;IND;3;POS;REFL;PST;FIN;ACT
ディスプレイ	rādīt	ディスプレイ	rādīt	N	V;POS;NFIN
旅館	inn	旅館	inn	N	
退学	izraidīšana	退学	izraidīšana	V	N;NOM;FEM;SG
退学	izraidīšanu	退学	izraidīšana	V	N;ACC;FEM;SG
マツ	priede	マツ	priede	N	PROPN;NOM;FEM;SG
明示	skaidri	明示	skaidri	V	ADV
加速	paātrinājums	加速	paātrinājums	V	N;NOM;MASC;SG
加速	paātrinājuma	加速	paātrinājums	V	N;GEN;MASC;SG
まも	drīzumā	まも	drīzums	ADV	N;ESS;MASC;SG
深刻	nopietni	深刻	nopietni	ADJ	ADV
ミシガン	mičiganā	ミシガン	mičigana	PROPN	PROPN;ESS;FEM;SG
クリエイティブ	radoši	クリエイティブ	radoši	N	ADV
クリエイティブ	radošo	クリエイティブ	radīt	N	V;IPFV;ACC;DEF;MASC;SG;PRS;V.PTCP;PASS
クリエイティブ	radoša	クリエイティブ	radoša	N	V;IPFV;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
クリエイティブ	radošā	クリエイティブ	radīt	N	V;IPFV;NOM;DEF;FEM;SG;PRS;V.PTCP;PASS
クリエイティブ	radošais	クリエイティブ	radošs	N	V;IPFV;NOM;DEF;MASC;SG;PRS;V.PTCP;PASS
クリエイティブ	radošs	クリエイティブ	radīt	N	V;IPFV;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS
年次	ikgadēja	年次	ikgadēt	N	ADJ;NOM;FEM;SG
年次	ikgadēji	年次	ikgadējs	N	ADV
年次	ikgadējais	年次	ikgadēt	N	ADJ;NOM;MASC;SG
天野	amano	天野	amanot	PROPN	
破産	bankrots	破産	bankrots	V	N;NOM;MASC;SG
破産	bankrota	破産	bankrots	V	N;NOM;MASC;SG
撤回	atsaukšana	撤回	atsaukšana	V	N;NOM;FEM;SG
撤回	atcelšana	撤回	atcelšana	V	N;NOM;FEM;SG
岩田	iwata	岩田	ifats	PROPN	
遠く	tālu	遠い	tālu	ADJ	ADV
トロント	toronto	トロント	toronto	PROPN	
アレン	alens	アレン	alens	PROPN	PROPN;NOM;MASC;SG
研究室	laboratoriski	研究室	laboratoriski	N	ADV
研究室	lab	研究室	lab	N	PROPN
赤色	sarkani	赤色	sarkans	N	ADJ;NOM;MASC;PL
赤色	sarkano	赤色	sarkana	N	ADJ;ACC;MASC;SG
赤色	sarkana	赤色	sarkana	N	ADJ;NOM;FEM;SG
赤色	sarkanais	赤色	sarkans	N	ADJ;NOM;MASC;SG
赤色	sarkans	赤色	sarkans	N	ADJ;NOM;MASC;SG
赤色	sarkanā	赤色	sarkana	N	ADJ;NOM;FEM;SG
倒産	maksātnespējas	倒産	maksātnespēja	V	N;NOM;FEM;SG
倒産	maksātnespēja	倒産	maksātnespēja	V	N;NOM;FEM;SG
倒産	bankrots	倒産	bankrots	V	N;NOM;MASC;SG
倒産	bankrota	倒産	bankrots	V	N;NOM;MASC;SG
伝記	biographies	伝記	biographties	N	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
エレクトリック	elektriskais	エレクトリック	elektrisks	N	ADJ;NOM;MASC;SG
エレクトリック	elektriskās	エレクトリック	elektriska	N	ADJ;NOM;FEM;PL
エレクトリック	elektriskie	エレクトリック	elektrisks	N	ADJ;NOM;MASC;PL
エレクトリック	elektriskā	エレクトリック	elektriska	N	ADJ;NOM;FEM;SG
エレクトリック	elektrisko	エレクトリック	elektriska	N	ADJ;ACC;MASC;SG
アトランタ	atlantu	アトランタ	atlants	PROPN	N;ACC;FEM;SG
ランダム	nejauši	ランダム	nejauši	ADJ	ADV
ランダム	gadījuma	ランダム	gadījums	ADJ	N;GEN;MASC;SG
