den	os	den	o	PRO;DEF;MASC+FEM;SG	PRO;ACC;MASC;PL;3
ren	limpar	ren	limpar	ADJ;NOM;INDF;MASC+FEM;SG	V;NFIN
bicolor	bicolor	bicola	bicolor	N;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
studio	estúdios	studio	estúdio	N;NOM;INDF;MASC+FEM;SG	N;MASC;PL
kloster	monastério	kloster	monastério	N;NOM;INDF;MASC+FEM;PL	N;MASC;SG
kloster	mosteiro	kloster	mosteiro	N;NOM;INDF;MASC+FEM;PL	N;MASC;SG
kloster	convento	kloster	convento	N;NOM;INDF;MASC+FEM;PL	N;MASC;SG
kloster	abadia	kloster	abadia	N;NOM;INDF;MASC+FEM;PL	N;FEM;SG
kloster	abbey	kloster	abbey	N;NOM;INDF;MASC+FEM;PL	N;MASC;SG
kurt	kurt	kurt	kurt	PROPN;NOM	PROPN;MASC;SG
herbert	herbert	herber	herbert	PROPN;NOM	N;MASC;SG
kansas	kansas	kansas	kansa	PROPN;NOM	N;MASC;SG
cauca	cauca	cauca	cauca	ADJ;NOM;PL	N;FEM;SG
roy	roy	roy	roy	PROPN;NOM	N;MASC;SG
tanzania	tanzânia	tancanium	tanzânia	PROPN;NOM	N;FEM;SG
trodde	pensamento	tro	pensamento	V;IND;PST;FIN;ACT	N;MASC;SG
trodde	acreditavam	tro	acreditar	V;IND;PST;FIN;ACT	V;IND;PL;3;IPFV;FIN
trodde	acreditava	tro	acreditar	V;IND;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
georges	georges	george	georges	PROPN;NOM	N;MASC;SG
franklin	franklin	franklin	franklin	PROPN;NOM	N;MASC;SG
jules	jules	jules	jule	PROPN;NOM	N;MASC;SG
sainte	sainte	sainte	sainte	PROPN;NOM	N;MASC;SG
statistik	estatísticas	statistik	estatística	N;NOM;INDF;MASC+FEM;SG	N;FEM;PL
statistik	estatísticas	statistik	estatística	N;NOM;INDF;MASC+FEM;SG	N;FEM;PL
statistik	estatísticas	statistik	estatística	N;NOM;INDF;MASC+FEM;SG	N;FEM;PL
rädda	salva	rädda	salvar	V;IMP;NFIN;ACT	V;IND;SG;3;PRS;FIN
rädda	save	rädda	save	V;IMP;NFIN;ACT	N;MASC;SG
rädda	salve	rädda	salve	V;IMP;NFIN;ACT	N;FEM;SG
rädda	salvamento	rädda	salvamento	V;IMP;NFIN;ACT	N;MASC;SG
rädda	resgate	rädda	resgate	V;IMP;NFIN;ACT	N;MASC;SG
ökar	aumentos	öka	aumento	V;IND;PRS;FIN;ACT	N;MASC;PL
ökar	crescente	öka	crescente	V;IND;PRS;FIN;ACT	ADJ;MASC;SG
besök	visite	besök	visitir	N;NOM;INDF;NEUT;SG	V;SBJV;SG;3;PRS;FIN
besök	visitar	besök	visitar	N;NOM;INDF;NEUT;SG	V;NFIN
besök	visitas	besök	visita	N;NOM;INDF;NEUT;SG	N;FEM;PL
gustafsson	gustafsson	gustafsson	gustafsson	PROPN;NOM	N;MASC;SG
hessen	hessen	hess	hessen	PROPN;NOM	N;MASC;SG
hessen	hesse	hess	hessar	PROPN;NOM	N;MASC;SG
hessen	hesse	hess	hessar	PROPN;NOM	N;MASC;SG
steiermark	estíria	steiermark	estíria	PROPN;NOM	N;FEM;SG
naturliga	naturais	naturlig	natural	ADJ;NOM;PL	N;MASC;PL
naturliga	natural	naturlig	natural	ADJ;NOM;PL	ADJ;MASC;SG
elva	elva	elva	elvar	NUM;NOM	N;MASC;SG
elva	eleven	elva	eleven	NUM;NOM	N;MASC;SG
köpa	compra	köpa	compra	V;IMP;NFIN;ACT	N;FEM;SG
köpa	compra	köpa	compra	V;IMP;NFIN;ACT	N;FEM;SG
köpa	buy	köpa	buy	V;IMP;NFIN;ACT	N;MASC;SG
köpa	compre	köpa	compre	V;IMP;NFIN;ACT	V;SBJV;SG;3;PRS;FIN
köpa	compro	köpa	compro	V;IMP;NFIN;ACT	V;IND;SG;1;PRS;FIN
forum	fóruns	forum	fórum	N;NOM;INDF;NEUT;SG	N;MASC;PL
see	veja	see	ver	V;IMP;FIN;ACT	V;SBJV;SG;3;PRS;FIN
see	vê	see	ver	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
halland	halland	halland	halland	PROPN;NOM	N;FEM;SG
indelning	subdivisões	indelning	subdivisão	N;NOM;INDF;MASC+FEM;SG	N;FEM;PL
urban	urbanas	urban	urbano	N;NOM;INDF;MASC+FEM;SG	N;FEM;PL
urban	urbanos	urban	urbano	N;NOM;INDF;MASC+FEM;SG	N;MASC;PL
grundläggande	elementar	grundläggande	elementar	ADJ;NOM;PRS;V.PTCP	N;MASC;SG
grundläggande	básicas	grundläggande	básico	ADJ;NOM;PRS;V.PTCP	N;FEM;PL
grundläggande	fundamentais	grundläggande	fundamental	ADJ;NOM;PRS;V.PTCP	N;MASC;PL
grundläggande	básicas	grundläggande	básico	ADJ;NOM;PRS;V.PTCP	N;FEM;PL
grundläggande	básica	grundläggande	básico	ADJ;NOM;PRS;V.PTCP	N;FEM;SG
grundläggande	basic	grundläggande	basic	ADJ;NOM;PRS;V.PTCP	N;MASC;SG
grundläggande	básicos	grundläggande	básico	ADJ;NOM;PRS;V.PTCP	N;MASC;PL
statliga	estaduais	statlig	estadual	ADJ;NOM;PL	N;MASC;PL
statliga	state	statlig	state	ADJ;NOM;PL	N;MASC;SG
statliga	estado	statlig	estado	ADJ;NOM;PL	N;MASC;SG
statliga	estadual	statlig	estadual	ADJ;NOM;PL	ADJ;MASC;SG
dans	dançar	dans	dançar	N;NOM;INDF;MASC+FEM;SG	V;NFIN
dans	dançando	dans	dançar	N;NOM;INDF;MASC+FEM;SG	V;V.MSDR
dans	dançar	dans	dançar	N;NOM;INDF;MASC+FEM;SG	V;NFIN
österrikisk	austrian	österrikisk	austrian	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC;SG
österrikisk	áustria	österrikisk	áustria	ADJ;NOM;INDF;MASC+FEM;SG	N;FEM;SG
österrikisk	austríacos	österrikisk	austríaco	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;PL
dåligt	bad	dålig	bad	ADJ;NOM;INDF;NEUT;SG	N;MASC;SG
jönköping	jönköping	jönköping	jönköping	PROPN;NOM	N;MASC;SG
parker	parker	park	parker	N;NOM;INDF;MASC+FEM;PL	N;MASC;SG
behandling	tratamentos	behandling	tratamento	N;NOM;INDF;MASC+FEM;SG	N;MASC;PL
seine	sena	seine	sena	PROPN;NOM	N;FEM;SG
seine	seine	seine	seine	PROPN;NOM	N;MASC;SG
riddare	knight	riddare	knight	N;NOM;INDF;MASC+FEM;PL	N;MASC;SG
riddare	cavaleiro	riddare	cavaleiro	N;NOM;INDF;MASC+FEM;PL	N;MASC;SG
riddare	cavalo	riddare	cavalo	N;NOM;INDF;MASC+FEM;PL	N;MASC;SG
riddare	knights	riddare	knights	N;NOM;INDF;MASC+FEM;PL	N;MASC;SG
potos	potosí	potos	potosí	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC;PL
tala	falem	tala	falar	V;IMP;FIN;ACT	V;SBJV;PL;3;PRS;FIN
tala	fala	tala	falar	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
tala	fale	tala	falar	V;IMP;FIN;ACT	V;SBJV;SG;3;PRS;FIN
bali	bali	bali	bali	PROPN;NOM	N;MASC;SG
återkommande	recorrência	återkommande	recorrência	ADJ;NOM;PRS;V.PTCP	N;FEM;SG
återkommande	reincidência	återkommande	reincidência	ADJ;NOM;PRS;V.PTCP	N;FEM;SG
kvalificerade	qualificação	kvalificerad	qualificação	ADJ;NOM;PL;PST;V.PTCP	N;FEM;SG
kvalificerade	qualificar	kvalificerad	qualificar	ADJ;NOM;PL;PST;V.PTCP	V;NFIN
kvalificerade	qualificadas	kvalificerad	qualificar	ADJ;NOM;PL;PST;V.PTCP	V;FEM;PL;V.PTCP
kvalificerade	qualificada	kvalificerad	qualificar	ADJ;NOM;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
kvalificerade	qualificado	kvalificerad	qualificado	ADJ;NOM;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
kvalificerade	qualificados	kvalificerad	qualificar	ADJ;NOM;PL;PST;V.PTCP	V;MASC;PL;V.PTCP
dol	dol	dol	dol	PROPN;NOM	N;MASC;SG
bruno	bruno	bruno	bruno	PROPN;NOM	N;MASC;SG
bibliotek	bibliotecas	bibliotek	biblioteca	N;NOM;INDF;NEUT;SG	N;FEM;PL
intressant	interessantes	intressant	interessante	ADJ;NOM;INDF;NEUT;SG	ADJ;MASC;PL
alt	alt	alt	alt	NUM;NOM	N;MASC;SG
mississippi	mississippi	mississippi	mississippi	PROPN;NOM	N;MASC;SG
mississippi	mississipi	mississippi	mississipiar	PROPN;NOM	N;MASC;SG
mississippi	mississípi	mississippi	mississípi	PROPN;NOM	N;MASC;SG
schmidt	schmidt	schmidt	schmidt	N;NOM;INDF;MASC+FEM;SG	PROPN;MASC;SG
ericsson	ericsson	ericsson	ericsson	PROPN;NOM	N;MASC;SG
kejsaren	imperadores	kejsare	imperador	N;NOM;DEF;MASC+FEM;SG	N;MASC;PL
teori	teorias	teori	teoria	N;NOM;INDF;MASC+FEM;SG	N;FEM;PL
alex	alex	alex	alex	PROPN;NOM	N;MASC;SG
jord	solos	jord	solo	N;NOM;INDF;MASC+FEM;SG	N;MASC;PL
robin	robin	robin	robin	PROPN;NOM	N;MASC;SG
söka	pesquisa	söka	pesquisa	V;IMP;FIN;ACT	N;FEM;SG
söka	busca	söka	busca	V;IMP;FIN;ACT	N;FEM;SG
söka	busque	söka	busque	V;IMP;FIN;ACT	V;SBJV;SG;3;PRS;FIN
söka	busco	söka	busco	V;IMP;FIN;ACT	V;IND;SG;1;PRS;FIN
söka	procure	söka	procurar	V;IMP;FIN;ACT	V;SBJV;SG;3;PRS;FIN
rörelse	movimentos	rörelse	movimento	N;NOM;INDF;MASC+FEM;SG	N;MASC;PL
billy	billy	billy	billy	PROPN;NOM	N;MASC;SG
västmanland	västmanland	västmanland	västmanland	PROPN;NOM	N;MASC;SG
mill	serração	mill	serração	PROPN;NOM	N;FEM;SG
mill	mill	mill	mill	PROPN;NOM	N;MASC;SG
mill	moinho	mill	moinho	PROPN;NOM	N;MASC;SG
kinesisk	chineses	kinesisk	chinês	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC;PL
kinesisk	chinesa	kinesisk	chinês	ADJ;NOM;INDF;MASC+FEM;SG	N;FEM;SG
kinesisk	chinês	kinesisk	chinês	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC;SG
sandy	sandy	sandy	sandy	PROPN;NOM	N;MASC;SG
format	formatos	format	formato	N;NOM;INDF;NEUT;SG	N;MASC;PL
format	formatar	format	formatar	N;NOM;INDF;NEUT;SG	V;NFIN
birger	birger	birg	birger	PROPN;NOM	N;MASC;SG
säkert	seguros	säker	seguro	ADV	N;MASC;PL
säkert	cofre	säker	cofrer	ADV	N;MASC;SG
säkert	seguro	säker	seguro	ADV	N;MASC;SG
säkert	segura	säker	seguro	ADV	ADJ;FEM;SG
keith	keith	keith	keith	PROPN;NOM	N;MASC;SG
motivering	justificações	motivering	justificação	N;NOM;INDF;MASC+FEM;SG	N;FEM;PL
hamnar	portos	hamna	porto	V;IND;PRS;FIN;ACT	N;MASC;PL
hamnar	portos	hamna	porto	V;IND;PRS;FIN;ACT	N;MASC;PL
fritz	fritz	fritz	fritz	PROPN;NOM	N;MASC;SG
lacs	lacs	lacs	lacs	V;IMP;FIN;ACT	N;MASC;SG
syrsor	grilos	syrsa	grilo	V;IND;PRS;FIN;ACT	N;MASC;PL
kalle	kalle	kalle	kalle	PROPN;NOM	N;MASC;SG
kalle	donald	kalle	donald	PROPN;NOM	N;MASC;SG
mänskliga	humano	mänsklig	humano	ADJ;NOM;PL	ADJ;MASC;SG
mänskliga	humanas	mänsklig	humano	ADJ;NOM;PL	N;FEM;PL
mänskliga	humana	mänsklig	humano	ADJ;NOM;PL	ADJ;FEM;SG
mänskliga	human	mänsklig	human	ADJ;NOM;PL	N;MASC;SG
initiativ	iniciativas	initiativ	iniciativa	N;NOM;INDF;NEUT;SG	N;FEM;PL
kyrkliga	eclesiástica	kyrklig	eclesiástico	ADJ;NOM;PL	N;FEM;SG
kyrkliga	eclesiástico	kyrklig	eclesiástico	ADJ;NOM;PL	N;MASC;SG
formellt	formalmente	formell	formalmente	ADJ;NOM;INDF;NEUT;SG	ADV
formellt	formais	formell	formal	ADJ;NOM;INDF;NEUT;SG	ADJ;MASC;PL
leif	leif	leif	leif	PROPN;NOM	N;MASC;SG
russell	russel	russell	russel	PROPN;NOM	N;MASC;SG
russell	russell	russell	russell	PROPN;NOM	N;MASC;SG
who	quem	who	quem	N;NOM;INDF;NEUT;SG	PRO;SG
holland	holanda	holland	holandar	PROPN;NOM	N;FEM;SG
holland	holland	holland	holland	PROPN;NOM	N;MASC;SG
grön	green	grön	green	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC;SG
grön	verdes	grön	verdes	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC;PL
enhet	entidades	enhet	entidade	N;NOM;INDF;MASC+FEM;SG	N;FEM;PL
oklahoma	oklahoma	oklahoma	oklahoma	PROPN;NOM	N;MASC;SG
giovanni	giovanni	giovanni	giovanni	PROPN;NOM	N;MASC;SG
gemensam	articulação	gemensam	articulação	ADJ;NOM;INDF;MASC+FEM;SG	N;FEM;SG
gemensam	joint	gemensam	joint	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC;SG
jugoslavien	jugoslávia	jugoslavi	jugoslávia	PROPN;NOM	N;FEM;SG
jugoslavien	iugoslávia	jugoslavi	iugoslávia	PROPN;NOM	N;FEM;SG
lindberg	lindberg	lindberg	lindberg	PROPN;NOM	N;MASC;SG
filip	felipe	filip	felipe	PROPN;NOM	N;MASC;SG
filip	filipe	filip	filipe	PROPN;NOM	N;MASC;SG
filip	filip	filip	filip	PROPN;NOM	N;MASC;SG
thompson	thompson	thompson	thompson	PROPN;NOM	N;MASC;SG
eskilstuna	eskilstuna	eskilstuna	eskilstuna	PROPN;NOM	N;MASC;SG
blockera	bloqueio	blockera	bloqueio	V;IMP;NFIN;ACT	N;MASC;SG
blockera	bloqueio	blockera	bloqueio	V;IMP;NFIN;ACT	N;MASC;SG
blockera	bloco	blockera	bloco	V;IMP;NFIN;ACT	N;MASC;SG
blockera	block	blockera	block	V;IMP;NFIN;ACT	N;MASC;SG
wright	wright	wright	wright	PROPN;NOM	N;MASC;SG
inkluderar	inclua	inkludera	incluar	V;IND;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
administrativt	administrativa	administrativ	administrativo	ADJ;NOM;INDF;NEUT;SG	N;FEM;SG
administrativt	administrativos	administrativ	administrativo	ADJ;NOM;INDF;NEUT;SG	N;MASC;PL
administrativt	administrativas	administrativ	administrativo	ADJ;NOM;INDF;NEUT;SG	N;FEM;PL
administrativt	administrativamente	administrativ	administrativamente	ADJ;NOM;INDF;NEUT;SG	ADV
enkel	simple	enkel	simple	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC;SG
kräftdjur	crustáceo	kräftdjur	crustáceo	N;NOM;INDF;NEUT;PL	N;MASC;SG
tokyo	tokyo	tokyo	tokyo	PROPN;NOM	N;MASC;SG
tokyo	tóquio	tokyo	tóquio	PROPN;NOM	N;MASC;SG
connecticut	connecticut	connecticut	connecticut	PROPN;NOM	N;MASC;SG
måttlig	moderar	måttlig	moderar	ADJ;NOM;INDF;MASC+FEM;SG	V;NFIN
måttlig	moderado	måttlig	moderar	ADJ;NOM;INDF;MASC+FEM;SG	V;MASC;SG;V.PTCP
måttlig	moderados	måttlig	moderar	ADJ;NOM;INDF;MASC+FEM;SG	V;MASC;PL;V.PTCP
måttlig	moderada	måttlig	moderar	ADJ;NOM;INDF;MASC+FEM;SG	V;FEM;SG;V.PTCP
måttlig	moderadamente	måttlig	moderadamente	ADJ;NOM;INDF;MASC+FEM;SG	ADV
måttlig	moderada	måttlig	moderar	ADJ;NOM;INDF;MASC+FEM;SG	V;FEM;SG;V.PTCP
ägg	ovos	ägg	ovo	N;NOM;INDF;NEUT;SG	N;MASC;PL
ägg	ovos	ägg	ovo	N;NOM;INDF;NEUT;SG	N;MASC;PL
tradition	tradições	tradition	tradição	N;NOM;INDF;MASC+FEM;SG	N;FEM;PL
fungerade	trabalhava	fungera	trabalhar	V;PST;V.PTCP;ACT	V;IND;SG;3;IPFV;FIN
skada	lesões	skada	lesão	N;NOM;INDF;MASC+FEM;SG	N;FEM;PL
skada	danos	skada	dano	N;NOM;INDF;MASC+FEM;SG	N;MASC;PL
petersburg	petersburgo	petersburg	petersburgo	PROPN;NOM	N;MASC;SG
genombrott	avanços	genombrott	avanço	N;NOM;INDF;NEUT;SG	N;MASC;PL
twin	gêmeos	twin	gêmeo	N;NOM;INDF;NEUT;SG	N;MASC;PL
twin	gêmeas	twin	gêmea	N;NOM;INDF;NEUT;SG	N;FEM;PL
ivar	ivar	ivar	ivar	PROPN;NOM	N;MASC;SG
lösa	resolve	lösa	resolver	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
lösa	resolva	lösa	resolver	V;IMP;FIN;ACT	V;SBJV;SG;3;PRS;FIN
översättare	tradutores	översättare	tradutor	N;NOM;INDF;MASC+FEM;SG	N;MASC;PL
more	mais	more	mais		ADV
more	more	more	more		N;MASC;SG
oskar	oskar	oskar	oskar	PROPN;NOM	N;MASC;SG
föregångare	predecessor	föregångare	predecessor	N;NOM;INDF;MASC+FEM;PL	N;MASC;SG
föregångare	antecessora	föregångare	antecessora	N;NOM;INDF;MASC+FEM;PL	N;FEM;SG
föregångare	antecessor	föregångare	antecessor	N;NOM;INDF;MASC+FEM;PL	N;MASC;SG
föregångare	precursor	föregångare	precursor	N;NOM;INDF;MASC+FEM;PL	N;MASC;SG
föregångare	precursor	föregångare	precursor	N;NOM;INDF;MASC+FEM;PL	N;MASC;SG
skydda	proteção	skydda	proteção	V;IMP;FIN;ACT	N;FEM;SG
skydda	proteja	skydda	protejar	V;IMP;FIN;ACT	V;SBJV;SG;3;PRS;FIN
skydda	protejam	skydda	protejar	V;IMP;FIN;ACT	V;SBJV;PL;3;PRS;FIN
skydda	protege	skydda	proteger	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
ögon	eyes	ögon	eyes	N;NOM;INDF;NEUT;PL	N;MASC;SG
ögon	eye	ögon	eye	N;NOM;INDF;NEUT;PL	N;MASC;SG
ögon	olho	ögon	olho	N;NOM;INDF;NEUT;PL	N;MASC;SG
rektor	principal	rektor	principal	N;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
okänd	desconhecida	okänd	desconhecer	ADJ;NOM;INDF;MASC+FEM;SG	V;FEM;SG;V.PTCP
okänd	desconhecidos	okänd	desconhecer	ADJ;NOM;INDF;MASC+FEM;SG	V;MASC;PL;V.PTCP
okänd	desconhecidas	okänd	desconhecer	ADJ;NOM;INDF;MASC+FEM;SG	V;FEM;PL;V.PTCP
okänd	desconhecido	okänd	desconhecer	ADJ;NOM;INDF;MASC+FEM;SG	V;MASC;SG;V.PTCP
frans	frans	frans	frans	PROPN;NOM	N;MASC;SG
frans	francisco	frans	francisco	PROPN;NOM	N;MASC;SG
frans	francis	frans	franci	PROPN;NOM	N;MASC;SG
lost	perdido	lost	perder	N;NOM;INDF;MASC+FEM;SG	V;MASC;SG;V.PTCP
lost	perdi	lost	perder	N;NOM;INDF;MASC+FEM;SG	V;IND;SG;1;PST;FIN
lost	perdida	lost	perder	N;NOM;INDF;MASC+FEM;SG	V;FEM;SG;V.PTCP
lost	perdidos	lost	perder	N;NOM;INDF;MASC+FEM;SG	V;MASC;PL;V.PTCP
lost	perdeu	lost	perder	N;NOM;INDF;MASC+FEM;SG	V;IND;SG;3;PST;FIN
gula	amarelo	gul	amarelo	ADJ;NOM;PL	ADJ;MASC;SG
gula	amarelos	gul	amarelo	ADJ;NOM;PL	N;MASC;PL
gula	amarela	gul	amarela	ADJ;NOM;PL	N;FEM;SG
rapides	rapides	rapides	rapide	N;NOM;INDF;MASC+FEM;SG	N;FEM;PL
faller	fall	falla	fall	V;IND;PRS;FIN;ACT	N;MASC;SG
faller	outono	falla	outono	V;IND;PRS;FIN;ACT	N;MASC;SG
faller	queda	falla	queda	V;IND;PRS;FIN;ACT	N;FEM;SG
faller	quedas	falla	queda	V;IND;PRS;FIN;ACT	N;FEM;PL
faller	cataratas	falla	catarata	V;IND;PRS;FIN;ACT	N;MASC;PL
faller	falls	falla	fall	V;IND;PRS;FIN;ACT	N;MASC;SG
arnold	arnold	arnold	arnold	PROPN;NOM	N;MASC;SG
fortsatt	continuar	fortsätta	continuar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;NFIN
fortsatt	continuando	fortsätta	continuar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;V.MSDR
fortsatt	continuaram	fortsätta	continuar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;IND;PL;3;FIN
fortsatt	continuação	fortsätta	continuação	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;FEM;SG
fortsatt	continuado	fortsätta	continuar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;MASC;SG;V.PTCP
fortsatt	continuou	fortsätta	continuar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
rött	vermelhas	rött	vermelho	ADJ;NOM;INDF;NEUT;SG	N;FEM;PL
rött	vermelha	rött	vermelho	ADJ;NOM;INDF;NEUT;SG	N;FEM;SG
rött	vermelho	rött	vermelho	ADJ;NOM;INDF;NEUT;SG	N;MASC;SG
rött	vermelhos	rött	vermelho	ADJ;NOM;INDF;NEUT;SG	N;MASC;PL
rött	red	rött	red	ADJ;NOM;INDF;NEUT;SG	N;MASC;SG
argument	argumentação	argument	argumentação	N;NOM;INDF;NEUT;PL	N;FEM;SG
argument	argumento	argument	argumento	N;NOM;INDF;NEUT;PL	N;MASC;SG
argument	argumentação	argument	argumentação	N;NOM;INDF;NEUT;PL	N;FEM;SG
argument	argumentar	argument	argumentar	N;NOM;INDF;NEUT;PL	V;NFIN
utvecklas	desenvolva	utveckla	desenvolvar	V;IND;FIN;PASS	V;SBJV;SG;3;PRS;FIN
civil	civil	civil	civil	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC;SG
civil	civis	civil	civil	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC;PL
civil	civil	civil	civil	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC;SG
civil	civis	civil	civil	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC;PL
publicerad	publicados	publicera	publicar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
publicerad	publicou	publicera	publicar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
publicerad	publicadas	publicera	publicar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
publicerad	publicada	publicera	publicar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;FEM;SG;V.PTCP
publicerad	publicado	publicera	publicar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;MASC;SG;V.PTCP
local	locais	local	local	N;NOM;INDF;MASC+FEM;SG	N;MASC;PL
äter	coma	äta	coma	V;IND;PRS;FIN;ACT	N;MASC;SG
claes	claes	claes	claes	PROPN;NOM	N;MASC;SG
hunan	hunan	huna	hunan	PROPN;NOM	N;MASC;SG
mecklenburg	mecklemburgo	mecklenburg	mecklemburgo	PROPN;NOM	N;MASC;SG
hammarby	hammarby	hammarby	hammarby	PROPN;NOM	N;MASC;SG
officer	oficial	officer	oficial	N;NOM;INDF;MASC+FEM;SG	ADJ;MASC;SG
manliga	macho	manlig	macho	ADJ;NOM;PL	N;MASC;SG
manliga	masculino	manlig	masculino	ADJ;NOM;PL	N;MASC;SG
piteå	piteå	piteå	piteå	PROPN;NOM	N;MASC;SG
tobias	tobias	tobia	tobia	PROPN;NOM	N;MASC;PL
wolf	loba	wolf	loba	PROPN;NOM	N;FEM;SG
wolf	lobo	wolf	lobo	PROPN;NOM	N;MASC;SG
wolf	wolf	wolf	wolf	PROPN;NOM	N;MASC;SG
byta	switch	byta	switch	V;NFIN;ACT	N;MASC;SG
byta	troca	byta	troca	V;NFIN;ACT	N;FEM;SG
byta	swap	byta	swap	V;NFIN;ACT	N;MASC;SG
byta	comutação	byta	comutação	V;NFIN;ACT	N;FEM;SG
byta	mudança	byta	mudança	V;NFIN;ACT	N;FEM;SG
byta	mudanças	byta	mudança	V;NFIN;ACT	N;FEM;PL
byta	troco	byta	troco	V;NFIN;ACT	N;MASC;SG
durango	durango	durango	durango	PROPN;NOM	N;MASC;SG
ekman	ekman	ekman	ekman	PROPN;NOM	N;MASC;SG
klippor	rocks	klippa	rock	N;NOM;INDF;MASC+FEM;PL	N;MASC;SG
gräns	limitar	gräns	limitar	N;NOM;INDF;MASC+FEM;SG	V;NFIN
dykare	mergulhador	dyk	mergulhador	N;NOM;INDF;MASC+FEM;PL	N;MASC;SG
speciella	especial	speciell	especial	ADJ;NOM;PL	ADJ;MASC;SG
speciella	special	speciell	special	ADJ;NOM;PL	N;MASC;SG
sara	sarah	sara	sarah	PROPN;NOM	N;FEM;SG
sara	sara	sara	sara	PROPN;NOM	N;FEM;SG
sara	sara	sara	sara	PROPN;NOM	N;FEM;SG
böhmen	boêmia	böhm	boêmia	PROPN;NOM	N;FEM;SG
böhmen	boémia	böhm	boémia	PROPN;NOM	N;FEM;SG
digital	digitais	digital	digital	N;NOM;INDF;MASC+FEM;SG	N;MASC;PL
ditt	seu	du	seu	PRO;DEF;NEUT;SG	DET;MASC;SG
ditt	sua	du	seu	PRO;DEF;NEUT;SG	DET;FEM;SG
ditt	seu	du	seu	PRO;DEF;NEUT;SG	DET;MASC;SG
ditt	sua	du	seu	PRO;DEF;NEUT;SG	DET;FEM;SG
kristen	christian	kristen	christian	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC;SG
kristen	cristã	kristen	cristã	ADJ;NOM;INDF;MASC+FEM;SG	N;FEM;SG
kristen	cristiano	kristen	cristiano	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC;SG
kristen	cristão	kristen	cristão	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC;SG
kristen	cristãos	kristen	cristão	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC;PL
kristen	kristen	kristen	kristen	ADJ;NOM;INDF;MASC+FEM;SG	N;FEM;SG
magdalena	madalena	magdal	madalena	N;NOM;DEF;MASC+FEM;PL	N;FEM;SG
magdalena	madalena	magdal	madalena	N;NOM;DEF;MASC+FEM;PL	N;FEM;SG
magdalena	magdalena	magdal	magdalena	N;NOM;DEF;MASC+FEM;PL	N;FEM;SG
mitchell	mitchell	mitchell	mitchell	PROPN;NOM	N;MASC;SG
mitchell	mitchel	mitchell	mitchel	PROPN;NOM	N;MASC;SG
atacama	atacama	atacam	atacamar	N;NOM;INDF;MASC+FEM;SG	N;FEM;PL
mesta	mesta	mycken	mesto	ADJ;NOM;DEF;RL	N;FEM;SG
harold	harold	harold	harold	PROPN;NOM	N;MASC;SG
harold	haroldo	harold	haroldo	PROPN;NOM	N;MASC;SG
baku	baku	baku	baku	PROPN;NOM	N;MASC;SG
torg	quadrados	torg	quadrados	N;NOM;INDF;NEUT;SG	N;MASC;PL
torg	praças	torg	praça	N;NOM;INDF;NEUT;SG	N;FEM;PL
torg	quadrados	torg	quadrados	N;NOM;INDF;NEUT;SG	N;MASC;PL
