של	shel	של	shel	PART;GEN	N;MASC;SG
רחוק	distante	רחוק	distante		ADJ;MASC;SG
רחוק	distantes	רחוק	distante		ADJ;MASC;PL
מתכת	metais	מתכת	metal	N;FEM;SG	N;MASC;PL
מתכת	metálicas	מתכת	metálico	N;FEM;SG	N;FEM;PL
מתכת	metálicos	מתכת	metálico	N;FEM;SG	N;MASC;PL
חמישי	quintas	חמישי	quinto	PROPN	N;FEM;PL
חמישי	quinto	חמישי	quinto	PROPN	ADJ;MASC;SG
חמישי	quinta	חמישי	quinta	PROPN	N;FEM;SG
חמישי	quinta	חמישי	quinta	PROPN	N;FEM;SG
יאנג	yang	אנג	yang	PROPN	N;MASC;SG
יאנג	young	אנג	young	PROPN	N;MASC;SG
יאנג	jovem	אנג	jovem	PROPN	ADJ;MASC;SG
יאנג	jovens	אנג	jovem	PROPN	N;MASC;PL
רצף	continuum	רצף	continuum		N;MASC;SG
רצף	contínuo	רצף	contínuo		N;MASC;SG
רצף	seqüência	רצף	seqüência		N;FEM;SG
רצף	sequência	רצף	sequência		N;FEM;SG
רצף	sequencia	רצף	sequencia		N;FEM;SG
דיווח	denunciar	דיווח	denunciar	N;MASC;SG	V;NFIN
דיווח	relatar	דיווח	relatar	N;MASC;SG	V;NFIN
דיווח	denunciado	דיווח	denunciar	N;MASC;SG	V;MASC;SG;V.PTCP
דיווח	denunciou	דיווח	denunciar	N;MASC;SG	V;IND;SG;3;PST;FIN
דיווח	relatado	דיווח	relatar	N;MASC;SG	V;MASC;SG;V.PTCP
דיווח	comunicados	דיווח	comunicado	N;MASC;SG	V;MASC;PL;V.PTCP
דיווח	denunciada	דיווח	denunciar	N;MASC;SG	V;FEM;SG;V.PTCP
דיווח	denunciar	דיווח	denunciar	N;MASC;SG	V;NFIN
דיווח	relatórios	דיווח	relatório	N;MASC;SG	N;MASC;PL
אנטוניו	antónio	אנטוניו	antónio	PROPN	N;MASC;SG
אנטוניו	antônio	אנטוניו	antônio	PROPN	N;MASC;SG
אנטוניו	antonio	אנטוניו	antonio	PROPN	N;MASC;SG
נפט	óleos	נפט	óleos	N;MASC;SG	N;MASC;PL
דורית	dorrit	דורית	dorrit	PROPN	N;MASC;SG
הרמן	hermann	הרמן	hermann	PROPN	N;MASC;SG
הרמן	herman	הרמן	herman	PROPN	N;MASC;SG
הרמן	herrmann	הרמן	herrmann	PROPN	N;MASC;SG
המגדל	torre	המגדל	torre	PROPN	N;FEM;SG
המגדל	tower	המגדל	tower	PROPN	N;MASC;SG
שיח	mato	שיח	mato	PROPN	N;MASC;SG
שיח	bush	שיח	bush	PROPN	PROPN;MASC;SG
שיח	arbusto	שיח	arbusto	PROPN	N;MASC;SG
שיח	discurso	שיח	discurso	PROPN	N;MASC;SG
שיח	arbusto	שיח	arbusto	PROPN	N;MASC;SG
בדיקות	testando	בדיקה	testar	N;FEM;PL	V;V.MSDR
בדיקות	teste	בדיקה	teste	N;FEM;PL	N;MASC;SG
בדיקות	ensaio	בדיקה	ensaio	N;FEM;PL	N;MASC;SG
ולדימיר	vladimir	ולדימיר	vladimir	PROPN	N;MASC;SG
הליכוד	likud	הליכוד	likud		N;MASC;SG
תימן	iêmen	None	iêmen	PROPN	N;MASC;SG
תימן	iémen	None	iémen	PROPN	N;MASC;SG
אומרת	ditado	אמר	ditar	V;FEM;SG;V.PTCP;ACT	N;MASC;SG
אומרת	diz	אמר	dizer	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
נתניה	netanya	נתניה	netanya	PROPN	N;MASC;SG
מתואר	descritos	תואר	descrever	V;MASC;SG;V.PTCP;PASS	V;MASC;PL;V.PTCP
מתואר	descreveu	תואר	descrever	V;MASC;SG;V.PTCP;PASS	V;IND;SG;3;PST;FIN
מתואר	descritas	תואר	descrever	V;MASC;SG;V.PTCP;PASS	V;FEM;PL;V.PTCP
בול	selo	בול	selo		N;MASC;SG
בול	carimbo	בול	carimbo		N;MASC;SG
בול	touro	בול	touro		N;MASC;SG
בול	boi	בול	boi		N;MASC;SG
בול	bull	בול	bull		N;MASC;SG
פעילה	ativos	פעיל	ativo	ADJ;FEM;SG	N;MASC;PL
עתיקה	antigo	עתיק	antigo	N;FEM;SG	ADJ;MASC;SG
עתיקה	antigos	עתיק	antigo	N;FEM;SG	ADJ;MASC;PL
פרוסיה	prússia	פרוסיה	prússia		N;FEM;SG
פרוסיה	prussiano	פרוסיה	prussiano		N;MASC;SG
פרוסיה	prussiana	פרוסיה	prussiano		N;FEM;SG
מרצה	servindo	הרצה	servir	N;MASC;SG	V;V.MSDR
מרצה	servir	הרצה	servir	N;MASC;SG	V;NFIN
שיט	navegar	שיט	navegar	N;MASC;SG	V;NFIN
החוקה	constituição	החוקה	constituição	ADV	N;FEM;SG
זר	estrangeira	זר	estrangeiro	ADJ;MASC;SG	N;FEM;SG
זר	estrangeiros	זר	estrangeiro	ADJ;MASC;SG	N;MASC;PL
זר	estrangeiro	זר	estrangeiro	ADJ;MASC;SG	N;MASC;SG
זר	forasteiro	זר	forasteiro	ADJ;MASC;SG	N;MASC;SG
זר	estrangeiro	זר	estrangeiro	ADJ;MASC;SG	N;MASC;SG
זר	estrangeira	זר	estrangeiro	ADJ;MASC;SG	N;FEM;SG
זר	estrangeiras	זר	estrangeiro	ADJ;MASC;SG	N;FEM;PL
זר	estrangeiros	זר	estrangeiro	ADJ;MASC;SG	N;MASC;PL
הביזנטית	bizantina	הביזנטית	bizantina	PROPN	N;FEM;SG
הביזנטית	bizantinos	הביזנטית	bizantino	PROPN	N;MASC;PL
הביזנטית	bizantino	הביזנטית	bizantino	PROPN	N;MASC;SG
ציוני	sionista	ציוני	sionista	PROPN	N;MASC;SG
טיילור	taylor	טיילור	taylor	PROPN	N;MASC;SG
מאן	mann	מאן	mann	PROPN	PROPN;MASC;SG
נעים	pleasant	נעים	pleasant		N;MASC;SG
נעים	agradável	נעים	agradável		ADJ;MASC;SG
נעים	agradáveis	נעים	agradável		ADJ;MASC;PL
תרם	contribuíram	תרם	contribuir	PROPN	V;IND;PL;3;FIN
תרם	contribuiu	תרם	contribuir	PROPN	V;IND;SG;3;PST;FIN
תרם	contribuído	תרם	contribuir	PROPN	V;MASC;SG;V.PTCP
תרם	doou	תרם	doar	PROPN	V;IND;SG;3;PST;FIN
תרם	doados	תרם	doar	PROPN	V;MASC;PL;V.PTCP
תרם	doado	תרם	doar	PROPN	V;MASC;SG;V.PTCP
ניסויים	experimentando	ניסוי	experimentar	N;MASC;PL	V;V.MSDR
ניסויים	experimentação	ניסוי	experimentação	N;MASC;PL	N;FEM;SG
הפתרון	solução	הפתרון	solução	PROPN	N;FEM;SG
נתפס	apanhados	נתפס	apanhar	V;MASC;SG;3;PST;MID	V;MASC;PL;V.PTCP
נתפס	capturaram	נתפס	capturar	V;MASC;SG;3;PST;MID	V;IND;PL;3;FIN
נתפס	capturados	נתפס	capturar	V;MASC;SG;3;PST;MID	V;MASC;PL;V.PTCP
נתפס	capturadas	נתפס	capturar	V;MASC;SG;3;PST;MID	V;FEM;PL;V.PTCP
אדולף	adolphe	באדולף	adolphar	PROPN	N;MASC;SG
אדולף	adolfo	באדולף	adolfo	PROPN	N;MASC;SG
אדולף	adolf	באדולף	adolf	PROPN	N;MASC;SG
המגן	escudo	המגן	escudo		N;MASC;SG
המגן	shield	המגן	shield		N;MASC;SG
הוגן	fair	הוגן	fair	ADJ;MASC;SG	N;MASC;SG
הוגן	feira	הוגן	feira	ADJ;MASC;SG	N;FEM;SG
רוני	roni	רוני	roni	PROPN	N;MASC;SG
רוני	ronnie	רוני	ronnie	PROPN	N;MASC;SG
רוני	rooney	רוני	rooney	PROPN	N;MASC;SG
רוני	ronny	רוני	ronny	PROPN	N;MASC;SG
אוטו	auto	אוטו	auto	PROPN	N;MASC;SG
אוטו	automático	אוטו	automático	PROPN	ADJ;MASC;SG
אוטו	otto	אוטו	otto	PROPN	N;MASC;SG
אוטו	automóvel	אוטו	automóvel	PROPN	N;MASC;SG
התרגום	traduções	התרגום	tradução		N;FEM;PL
התרגום	tradução	התרגום	tradução		N;FEM;SG
מצוין	excelentes	מצוין	excelente	ADJ;MASC;SG	ADJ;MASC;PL
התוכן	conteúdos	התוכן	conteúdo	N;MASC;SG	N;MASC;PL
האצולה	aristocracia	האצולה	aristocracia	PROPN	N;FEM;SG
רש	rush	רש	rush		N;MASC;SG
קלאסית	clássica	קלאסי	clássico	ADV	N;FEM;SG
קלאסית	clássicos	קלאסי	clássico	ADV	N;MASC;PL
קלאסית	clássicas	קלאסי	clássico	ADV	N;FEM;PL
קלאסית	clássico	קלאסי	clássico	ADV	N;MASC;SG
קלאסית	clássica	קלאסי	clássico	ADV	N;FEM;SG
קלאסית	clássicos	קלאסי	clássico	ADV	N;MASC;PL
קלאסית	classic	קלאסי	classic	ADV	N;MASC;SG
קלאסית	clássico	קלאסי	clássico	ADV	N;MASC;SG
הנסיכה	princess	הנסיכה	princes	V;FEM;SG;3;PST;ACT	N;MASC;SG
הנסיכה	princesa	הנסיכה	princesa	V;FEM;SG;3;PST;ACT	N;FEM;SG
המוביל	conduzindo	המוביל	conduzir	PROPN	V;V.MSDR
המוביל	liderando	המוביל	liderar	PROPN	V;V.MSDR
המוביל	liderar	המוביל	liderar	PROPN	V;NFIN
אבות	pais	אב	pai		N;MASC;PL
אבות	papais	אב	papal		N;MASC;PL
סייע	ajudados	סייע	ajudar	V;MASC;SG;3;PST;ACT	V;MASC;PL;V.PTCP
סייע	assistidos	סייע	assistir	V;MASC;SG;3;PST;ACT	V;MASC;PL;V.PTCP
שחורים	negros	שחור	negro	ADJ;MASC;PL	N;MASC;PL
שחורים	pretos	שחור	preto	ADJ;MASC;PL	N;MASC;PL
דומות	semelhante	דומה	semelhante	ADJ;FEM;PL	ADJ;MASC;SG
דומות	similar	דומה	similar	ADJ;FEM;PL	ADJ;MASC;SG
דומות	similares	דומה	similar	ADJ;FEM;PL	N;MASC;PL
יורי	yuri	יורי	yuri	PROPN	N;MASC;SG
פלסטינים	palestiniano	פלסטיני	palestiniano	N;MASC;PL	N;MASC;SG
פלסטינים	palestiniana	פלסטיני	palestiniano	N;MASC;PL	N;FEM;SG
פלסטינים	palestino	פלסטיני	palestino	N;MASC;PL	N;MASC;SG
פלסטינים	palestina	פלסטיני	palestina	N;MASC;PL	N;FEM;SG
המכללה	faculdade	המכללה	faculdade		N;FEM;SG
המכללה	colégio	המכללה	colégio		N;MASC;SG
המכללה	college	המכללה	college		N;MASC;SG
המכללה	universidade	המכללה	universidade		N;FEM;SG
מתכוון	média	התכוון	média	V;MASC;SG;V.PTCP	N;FEM;SG
מזג	temperado	מזג	temperar	N;MASC;SG	V;MASC;SG;V.PTCP
מזג	temperada	מזג	temperada	N;MASC;SG	V;FEM;SG;V.PTCP
לתרום	doe	תרם	doe	V;NFIN;ACT	N;MASC;SG
נניח	suponha	הניח	supor	V;PL;1;FUT;ACT	V;SBJV;SG;3;PRS;FIN
נניח	supõe	הניח	supor	V;PL;1;FUT;ACT	V;IND;SG;3;PRS;FIN
בודדים	solitária	בודד	solitário	N;MASC;PL	ADJ;FEM;SG
בודדים	solidão	בודד	solidão	N;MASC;PL	N;FEM;SG
בודדים	solitário	בודד	solitário	N;MASC;PL	ADJ;MASC;SG
בודדים	solitários	בודד	solitário	N;MASC;PL	ADJ;MASC;PL
שמע	ouviu	שמע	ouvir		V;IND;SG;3;PST;FIN
שמע	ouviram	שמע	ouvir		V;IND;PL;3;FIN
שמע	ouvido	שמע	ouvir		V;MASC;SG;V.PTCP
שמע	ouvi	שמע	ouvir		V;IND;SG;1;PST;FIN
שמע	áudio	שמע	áudio		N;MASC;SG
שמע	audio	שמע	audio		N;MASC;SG
מטבעות	moedas	מטבע	moeda		N;FEM;PL
מייק	mike	מייק	mike	PROPN	N;MASC;SG
מתאימה	apto	התאים	apto	V;FEM;SG;V.PTCP;ACT	ADJ;MASC;SG
מתאימה	fit	התאים	fit	V;FEM;SG;V.PTCP;ACT	N;MASC;SG
מתאימה	compatível	התאים	compatível	V;FEM;SG;V.PTCP;ACT	ADJ;MASC;SG
מתאימה	compatíveis	התאים	compatível	V;FEM;SG;V.PTCP;ACT	ADJ;MASC;PL
מתאימה	adequado	התאים	adequado	V;FEM;SG;V.PTCP;ACT	ADJ;MASC;SG
מתאימה	adequados	התאים	adequado	V;FEM;SG;V.PTCP;ACT	ADJ;MASC;PL
מתאימה	apropriados	התאים	apropriado	V;FEM;SG;V.PTCP;ACT	V;MASC;PL;V.PTCP
מתאימה	adequado	התאים	adequado	V;FEM;SG;V.PTCP;ACT	ADJ;MASC;SG
מתאימה	adequados	התאים	adequado	V;FEM;SG;V.PTCP;ACT	ADJ;MASC;PL
מתאימה	adequada	התאים	adequado	V;FEM;SG;V.PTCP;ACT	ADJ;FEM;SG
חמור	severas	חמור	severa	N;MASC;SG	ADJ;FEM;PL
חמור	severa	חמור	severar	N;MASC;SG	ADJ;FEM;SG
חמור	grave	חמור	grave	N;MASC;SG	ADJ;MASC;SG
שופט	julgar	שופט	julgar	N;MASC;SG	V;NFIN
לבד	alone	לבד	alone		N;MASC;SG
לבד	sozinha	לבד	sozinha		N;FEM;SG
לבד	sozinho	לבד	sozinho		ADJ;MASC;SG
לבד	sozinhos	לבד	sozinho		ADJ;MASC;PL
מוגבלת	limitados	הוגבל	limitar	V;FEM;SG;V.PTCP;PASS	V;MASC;PL;V.PTCP
מוגבלת	limitadas	הוגבל	limitar	V;FEM;SG;V.PTCP;PASS	V;FEM;PL;V.PTCP
מוגבלת	limited	הוגבל	limited	V;FEM;SG;V.PTCP;PASS	N;MASC;SG
מוגבלת	restrita	הוגבל	restritar	V;FEM;SG;V.PTCP;PASS	ADJ;FEM;SG
מוגבלת	restritos	הוגבל	restrito	V;FEM;SG;V.PTCP;PASS	V;MASC;PL;V.PTCP
מקיף	abrangente	מקיף	abrangente		ADJ;MASC;SG
מקיף	abrangentes	מקיף	abrangente		ADJ;MASC;PL
אלכס	alex	אלכס	alex	PROPN	N;MASC;SG
עזרא	ezra	עזרא	ezra	PROPN	N;MASC;SG
שמח	feliz	שמח	feliz		ADJ;MASC;SG
שמח	happy	שמח	happy		N;MASC;SG
שמח	felizes	שמח	feliz		ADJ;MASC;PL
לאה	lea	לאה	lea	PROPN	N;FEM;SG
לאה	lea	לאה	lea	PROPN	N;FEM;SG
לאה	leah	לאה	leah	PROPN	N;FEM;SG
גיוס	recrutar	גיוס	recrutar	N;MASC;SG	V;NFIN
בתוכו	dentro	בתוך	dentro		ADV
בתוכו	inside	בתוך	insidir		N;MASC;SG
וייטנאם	vietname	וייטנאם	vietname	PROPN	N;MASC;SG
וייטנאם	vietnam	וייטנאם	vietnar	PROPN	N;MASC;SG
וייטנאם	vietnã	וייטנאם	vietnã	PROPN	N;MASC;SG
המשבר	crise	המשבר	crise	PROPN	N;FEM;SG
המשבר	crises	המשבר	crise	PROPN	N;FEM;PL
העין	eye	העין	eye	V;MASC;SG;3;PST;ACT	N;MASC;SG
העין	olho	העין	olho	V;MASC;SG;3;PST;ACT	N;MASC;SG
העין	olhos	העין	olho	V;MASC;SG;3;PST;ACT	N;MASC;PL
מכילה	contém	הכיל	conter	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
בלטינית	latim	בלטיני	latim	ADV	N;MASC;SG
בלטינית	latino	בלטיני	latino	ADV	N;MASC;SG
בלטינית	latinos	בלטיני	latino	ADV	N;MASC;PL
בלטינית	latina	בלטיני	latino	ADV	N;FEM;SG
המוכר	vendedor	המוכר	vendedor		N;MASC;SG
סידני	sidney	סידני	sidney	PROPN	N;MASC;SG
סידני	sidney	סידני	sidney	PROPN	N;MASC;SG
סידני	sydney	סידני	sydney	PROPN	N;MASC;SG
מוסר	morais	מוסר	moral	N;MASC;SG	N;MASC;PL
טיימס	vezes	טיימס	vez	PROPN	N;MASC;PL
טיימס	tempos	טיימס	tempo	PROPN	N;MASC;PL
טיימס	times	טיימס	time	PROPN	N;MASC;PL
ניתנת	concedidos	ניתן	conceder	V;FEM;SG;V.PTCP;MID	V;MASC;PL;V.PTCP
ניתנת	concedidas	ניתן	conceder	V;FEM;SG;V.PTCP;MID	V;FEM;PL;V.PTCP
היקום	universe	היקום	universe		N;MASC;SG
היקום	universo	היקום	universo		N;MASC;SG
התסריט	guião	התסריט	guião		N;MASC;SG
התסריט	roteiro	התסריט	roteiro		N;MASC;SG
התסריט	script	התסריט	script		N;MASC;SG
מיוחדות	especialidades	מיוחד	especialidade	ADJ;FEM;PL	N;FEM;PL
מיוחדות	promoções	מיוחד	promoção	ADJ;FEM;PL	N;FEM;PL
מיוחדות	especial	מיוחד	especial	ADJ;FEM;PL	ADJ;MASC;SG
מיוחדות	special	מיוחד	special	ADJ;FEM;PL	N;MASC;SG
גבריאל	gabriel	גבריאל	gabriel	PROPN	N;MASC;SG
גבריאל	gabrielle	גבריאל	gabrielle	PROPN	N;FEM;SG
נותרה	remanescente	נותר	remanescente	V;FEM;SG;3;PST;MID	ADJ;MASC;SG
נותרה	restante	נותר	restante	V;FEM;SG;3;PST;MID	N;MASC;SG
נותרה	restantes	נותר	restante	V;FEM;SG;3;PST;MID	N;MASC;PL
איבר	órgãos	איבר	órgão	N;MASC;SG	N;MASC;PL
איבר	orgãos	איבר	órgão	N;MASC;SG	N;MASC;PL
איבר	órgãos	איבר	órgão	N;MASC;SG	N;MASC;PL
להילחם	luta	נלחם	luta	V;NFIN;MID	N;FEM;SG
להילחם	briga	נלחם	briga	V;NFIN;MID	N;FEM;SG
להילחם	combate	נלחם	combate	V;NFIN;MID	N;MASC;SG
להילחם	fight	נלחם	fight	V;NFIN;MID	N;MASC;SG
טכנולוגיה	tecnologias	טכנולוגיה	tecnologia	N;FEM;SG	N;FEM;PL
דמוקרטית	democrata	דמוקרטי	democrata	ADV	N;MASC;SG
דמוקרטית	democrática	דמוקרטי	democrático	ADV	N;FEM;SG
דמוקרטית	democrático	דמוקרטי	democrático	ADV	ADJ;MASC;SG
הצבעות	votação	הצבעה	votação	N;FEM;PL	N;FEM;SG
הצבעות	vota	הצבעה	vota	N;FEM;PL	V;IND;SG;3;PRS;FIN
במשקל	pesagem	במשקל	pesagem		N;FEM;SG
במשקל	pesando	במשקל	pesar		V;V.MSDR
וילסון	wilson	וילסון	wilson	PROPN	N;MASC;SG
השביעית	sétima	השביעית	sétimo	ADV	ADJ;FEM;SG
השביעית	seventh	השביעית	seventh	ADV	N;MASC;SG
השביעית	sétimo	השביעית	sétimo	ADV	ADJ;MASC;SG
האנדרטה	monumento	האנדרטה	monumento	PROPN	N;MASC;SG
הובילו	liderado	הוביל	liderar	V;PL;3;PST;ACT	V;MASC;SG;V.PTCP
הובילו	led	הוביל	led	V;PL;3;PST;ACT	N;MASC;SG
הובילו	liderou	הוביל	liderar	V;PL;3;PST;ACT	V;IND;SG;3;PST;FIN
מתקדם	progressista	התקדם	progressista	V;MASC;SG;V.PTCP	ADJ;MASC;SG
מתקדם	progressiva	התקדם	progressivo	V;MASC;SG;V.PTCP	N;FEM;SG
מתקדם	progressivo	התקדם	progressivo	V;MASC;SG;V.PTCP	ADJ;MASC;SG
מתקדם	avançados	התקדם	avançar	V;MASC;SG;V.PTCP	V;MASC;PL;V.PTCP
מתקדם	advanced	התקדם	advanced	V;MASC;SG;V.PTCP	N;MASC;SG
מתקדם	avançadas	התקדם	avançar	V;MASC;SG;V.PTCP	V;FEM;PL;V.PTCP
חנוך	enoch	חנוך	enoch	PROPN	N;MASC;SG
כזאת	tal	כזאת	tal		DET;FEM;SG
כזאת	tais	כזאת	tal		DET;FEM;PL
ערוך	edit	ערך	edit	PROPN	N;MASC;SG
ערוך	edita	ערך	editar	PROPN	V;IND;SG;3;PRS;FIN
ערוך	editar	ערך	editar	PROPN	V;NFIN
ערוך	edite	ערך	edite	PROPN	V;SBJV;SG;3;PRS;FIN
ערוך	editado	ערך	editar	PROPN	V;MASC;SG;V.PTCP
ערוך	editada	ערך	editar	PROPN	V;FEM;SG;V.PTCP
פנחס	pinchas	פנחס	pincha	PROPN	N;MASC;PL
בנצי	benzi	בנצי	benzi		N;MASC;SG
מספקת	satisfatória	סיפק	satisfatório	V;FEM;SG;V.PTCP;ACT	ADJ;FEM;SG
מספקת	satisfatório	סיפק	satisfatório	V;FEM;SG;V.PTCP;ACT	ADJ;MASC;SG
מספקת	suficiente	סיפק	suficiente	V;FEM;SG;V.PTCP;ACT	ADJ;MASC;SG
מספקת	suficientes	סיפק	suficiente	V;FEM;SG;V.PTCP;ACT	ADJ;MASC;PL
מספקת	fornece	סיפק	fornecer	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
מספקת	provê	סיפק	provê	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
מספקת	proporciona	סיפק	proporcionar	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
מספקת	providencia	סיפק	providenciar	V;FEM;SG;V.PTCP;ACT	N;FEM;SG
קארל	karl	קארל	karl	PROPN	N;MASC;SG
קארל	carlos	קארל	carlo	PROPN	N;MASC;SG
קארל	carl	קארל	carl	PROPN	N;MASC;SG
מיעוט	minorias	מיעוט	minoria	N;MASC;SG	N;FEM;PL
מיעוט	minorias	מיעוט	minoria	N;MASC;SG	N;FEM;PL
היינריך	heinrich	היינריך	heinrich	PROPN	N;MASC;SG
יחזקאל	ezequiel	יחזקאל	ezequiel	PROPN	N;MASC;SG
תאוריה	teorias	תאוריה	teoria	N;FEM;SG	N;FEM;PL
הפרעות	ingerência	הפרעה	ingerência	N;FEM;PL	N;FEM;SG
הפרעות	interferência	הפרעה	interferência	N;FEM;PL	N;FEM;SG
וולף	wolfe	וולף	wolfe	PROPN	N;MASC;SG
וולף	loba	וולף	loba	PROPN	N;FEM;SG
וולף	lobo	וולף	lobo	PROPN	N;MASC;SG
וולף	wolf	וולף	wolf	PROPN	N;MASC;SG
דרומה	sul	דרומה	sul		N;MASC;SG
דרומה	south	דרומה	south		N;MASC;SG
נטען	carregadas	נטען	carregar	V;MASC;SG;3;PST;MID	V;FEM;PL;V.PTCP
נטען	carregados	נטען	carregar	V;MASC;SG;3;PST;MID	V;MASC;PL;V.PTCP
הסגנון	style	הסגנון	style	PROPN	N;MASC;SG
הסגנון	estilo	הסגנון	estilo	PROPN	N;MASC;SG
שיניים	dental	שן	dental	N;FEM;PL	N;MASC;SG
שיניים	odontologia	שן	odontologia	N;FEM;PL	N;FEM;SG
שיניים	dente	שן	dente	N;FEM;PL	N;MASC;SG
סנטה	santa	סנט	santo	PROPN	N;FEM;SG
הפסקה	quebrar	הפסקה	quebrar	N;FEM;SG	V;NFIN
מוחלטת	absoluta	מוחלט	absoluto	ADJ;FEM;SG	N;FEM;SG
מוחלטת	absolutos	מוחלט	absoluto	ADJ;FEM;SG	N;MASC;PL
מרחק	distâncias	מרחק	distância	N;MASC;SG	N;FEM;PL
הקתדרלה	catedral	הקתדרלה	catedral	V;FEM;SG;3;PST	N;FEM;SG
החלטת	decidida	החלטה	decidir	N;PSSD;FEM;SG	V;FEM;SG;V.PTCP
החלטת	decididas	החלטה	decidir	N;PSSD;FEM;SG	V;FEM;PL;V.PTCP
החלטת	decidi	החלטה	decidir	N;PSSD;FEM;SG	V;IND;SG;1;PST;FIN
החלטת	decidiu	החלטה	decidir	N;PSSD;FEM;SG	V;IND;SG;3;PST;FIN
החלטת	decidido	החלטה	decidir	N;PSSD;FEM;SG	V;MASC;SG;V.PTCP
המראה	descolagem	המראה	descolagem	PROPN	N;FEM;SG
המראה	decolagem	המראה	decolagem	PROPN	N;FEM;SG
המראה	mirror	המראה	mirror	PROPN	N;MASC;SG
המראה	espelho	המראה	espelho	PROPN	N;MASC;SG
מוכרת	familiarizado	מוכר	familiarizado	ADJ;FEM;SG	V;MASC;SG;V.PTCP
מוכרת	vender	מוכר	vender	ADJ;FEM;SG	V;NFIN
מוכרת	vendendo	מוכר	vender	ADJ;FEM;SG	V;V.MSDR
מוכרת	reconhecido	מוכר	reconhecer	ADJ;FEM;SG	V;MASC;SG;V.PTCP
מוכרת	reconheci	מוכר	reconhecer	ADJ;FEM;SG	V;IND;SG;1;PST;FIN
מוכרת	reconhecidas	מוכר	reconhecer	ADJ;FEM;SG	V;FEM;PL;V.PTCP
מוכרת	reconhecidos	מוכר	reconhecer	ADJ;FEM;SG	V;MASC;PL;V.PTCP
מוכרת	reconhecida	מוכר	reconhecer	ADJ;FEM;SG	V;FEM;SG;V.PTCP
חיו	viveu	חי	viver	PROPN	V;IND;SG;3;PST;FIN
חיו	vivi	חי	viver	PROPN	V;IND;SG;1;PST;FIN
חיו	morava	חי	morar	PROPN	V;IND;SG;3;IPFV;FIN
חיו	vivia	חי	viver	PROPN	V;IND;SG;3;IPFV;FIN
חיו	vivido	חי	viver	PROPN	V;MASC;SG;V.PTCP
קבר	tumba	קבר	tumba	PROPN	N;FEM;SG
קבר	túmulo	קבר	túmulo	PROPN	N;MASC;SG
קבר	sepultura	קבר	sepultura	PROPN	N;FEM;SG
קבר	cova	קבר	covo	PROPN	N;FEM;SG
קבר	túmulo	קבר	túmulo	PROPN	N;MASC;SG
קבר	grave	קבר	grave	PROPN	ADJ;MASC;SG
קבר	campa	קבר	campa	PROPN	N;FEM;SG
מקורו	originado	מקור	originar		V;MASC;SG;V.PTCP
מקורו	originou	מקור	originar		V;IND;SG;3;PST;FIN
מקורו	originadas	מקור	originar		V;FEM;PL;V.PTCP
מקורו	originados	מקור	originar		V;MASC;PL;V.PTCP
אמצע	meados	אמצע	meado	N;MASC;SG	N;MASC;PL
אמצע	médio	אמצע	médio	N;MASC;SG	ADJ;MASC;SG
אמצע	meio	אמצע	meio	N;MASC;SG	ADV
אמצע	meados	אמצע	meado	N;MASC;SG	N;MASC;PL
לברוח	fuga	ברח	fuga	V;NFIN;ACT	N;FEM;SG
לברוח	escape	ברח	escape	V;NFIN;ACT	N;MASC;SG
המשמר	guarda	המשמר	guarda	PROPN	N;FEM;SG
חירום	emergências	חירום	emergência	N;MASC;SG	N;FEM;PL
מסיבה	partido	מסיבה	partido		N;MASC;SG
מסיבה	party	מסיבה	party		N;MASC;SG
מסיבה	festa	מסיבה	festa		N;FEM;SG
תור	fila	תור	fila		N;FEM;SG
תור	thor	תור	thor		N;MASC;SG
הרקע	antecedentes	הרקע	antecedentes		N;MASC;PL
הרקע	fundo	הרקע	fundo		N;MASC;SG
גרעין	nucleares	גרעין	nuclear	N;MASC;SG	N;MASC;PL
הירש	hirsch	הירש	hirsch	PROPN	N;MASC;SG
הזדמנות	oportunidades	הזדמנות	oportunidade	N;FEM;SG	N;FEM;PL
התקדמות	progressos	התקדמות	progresso	N;FEM;SG	N;MASC;PL
הלטינית	latim	הלטיני	latim	ADV	N;MASC;SG
הלטינית	latino	הלטיני	latino	ADV	N;MASC;SG
הלטינית	latinos	הלטיני	latino	ADV	N;MASC;PL
הלטינית	latina	הלטיני	latino	ADV	N;FEM;SG
נחמן	nachman	נחמן	nachman	PROPN	N;MASC;SG
למלא	preenchimento	מילא	preenchimento	V;NFIN;ACT	N;MASC;SG
מקצועית	professional	מקצועי	professional	ADV	N;MASC;SG
מקצועית	profissionais	מקצועי	profissional	ADV	N;MASC;PL
מקצועית	profissional	מקצועי	profissional	ADV	N;MASC;SG
פליטים	refugiado	פליט	refugiado	N;MASC;PL	V;MASC;SG;V.PTCP
הצבע	cores	הצבע	cor		N;FEM;PL
הצבע	cor	הצבע	cor		N;FEM;SG
רצוי	preferencialmente	None	preferencialmente	ADJ;MASC;SG	ADV
רצוי	desejadas	None	desejar	ADJ;MASC;SG	V;FEM;PL;V.PTCP
