del	del	del	del	ADP;MASC;SG	
ernesto	어니스트	ernesto	어니스트	N;MASC;SG	PROPN
magnitud	등급	magnitud	등급	N;FEM;SG	
cueva	케이브	cueva	케이브	N;FEM;SG	
alternativa	얼터너티브	alternativa	얼터너티브	N;FEM;SG	
alternativa	대체	alternativa	대체	N;FEM;SG	ADV
activa	활성화	activo	활성화	ADJ;FEM;SG	N
activa	활동	activo	활동	ADJ;FEM;SG	N
activa	액티브	activo	액티브	ADJ;FEM;SG	
activa	활성	activo	활성	ADJ;FEM;SG	N
activa	활성화	activo	활성화	ADJ;FEM;SG	N
activa	활성화하기	activo	활성화+하+기	ADJ;FEM;SG	V
activa	적극적으로	activo	적극+적+으로	ADJ;FEM;SG	ADV
moneda	동전	moneda	동전	N;FEM;SG	
relacionado	관련	relacionado	관련	ADJ;MASC;SG;V.PTCP	N
armadas	무장	armado	무장	ADJ;FEM;PL;V.PTCP	N
aldea	햄릿	aldea	햄릿	N;FEM;SG	PROPN
aldea	빌리지	aldea	빌리+지	N;FEM;SG	
soporte	지지	soporte	지+지	N;MASC;SG	
occidente	서쪽	occidente	서쪽	N;MASC;SG	
occidente	서부	occidente	서부	N;MASC;SG	
occidente	웨스트	occidente	웨스트	N;MASC;SG	
occidente	웨스턴	occidente	웨스턴	N;MASC;SG	
occidente	서부	occidente	서부	N;MASC;SG	
gloria	영광	gloria	영광	N;FEM;SG	
gloria	글로리	gloria	글로리	N;FEM;SG	
gloria	글로리아	gloria	글로리아	N;FEM;SG	
chico	boy	chico	boy	N;MASC;SG	
chico	보이	chico	보이	N;MASC;SG	
chico	치코	chico	치코	N;MASC;SG	
chico	키드	chico	키드	N;MASC;SG	
incluir	포함	incluir	포함	V;NFIN	
católico	가톨릭주의	católico	가톨릭주의	ADJ;MASC;SG	N
católico	가톨릭	católico	가톨릭	ADJ;MASC;SG	N
times	타임스	time	타임스	N	
times	타임즈	time	타임즈	N	
religiosas	종교	religioso	종교	ADJ;FEM;PL	N
religiosas	수녀	religioso	수녀	ADJ;FEM;PL	N
asistente	조수	asistente	조수	N;SG	
fallecido	사망	fallecido	사망	ADJ;MASC;SG;V.PTCP	N
canadiense	캐나디안	canadiense	캐나디안	N;SG	
canadiense	캐나다인	canadiense	캐나다+이+ㄴ	N;SG	
alex	알렉스	alex	알렉스	PROPN	
alex	앨릭스	alex	앨릭스	PROPN	
jacques	자크	jacque	자크	N;MASC;PL	PROPN
ritmo	속도	ritmo	속도	N;MASC;SG	
ritmo	페이스	ritmo	페이스	N;MASC;SG	
vocal	모음	vocal	모음	ADJ;SG	N
vocal	보컬	vocal	보+니+ㄴ	ADJ;SG	N
costas	코스트	costa	코스트	N;FEM;PL	
costas	해안	costa	해안	N;FEM;PL	
adultos	성인	adulto	성인	N;MASC;PL	
adultos	어른	adulto	어른	N;MASC;PL	
adultos	성인	adulto	성인	N;MASC;PL	
adultos	어른	adulto	어른	N;MASC;PL	
piso	평평한	piso	평평+하+ㄴ	N;MASC;SG	V
piso	플랫	piso	플랫	N;MASC;SG	
piso	아파트	piso	아파트	N;MASC;SG	
piso	바닥	piso	바닥	N;MASC;SG	
carreteras	도로	carretera	도로	N;FEM;PL	
carreteras	고속도로	carretera	고속도+로	N;FEM;PL	ADV
declarado	선포	declarado	선포	ADJ;MASC;SG;V.PTCP	N
special	특수	special	특수	N	
special	특별한	special	특별+하+ㄴ	N	V
special	스페셜	special	스페셜	N	
special	특별	special	특별	N	
hermandad	브라더후드	hermandad	브라더후드	N;FEM;SG	
hermandad	형제단	hermandad	형제단	N;FEM;SG	
perro	개그	perro	개그	N;MASC;SG	
dura	열심히	duro	열심히	ADJ;FEM;SG	ADV
dura	하드	duro	하드	ADJ;FEM;SG	
dura	어려워	duro	어렵+어	ADJ;FEM;SG	
dura	힘든	duro	힘들+ㄴ	ADJ;FEM;SG	V
dura	터프	duro	터프	ADJ;FEM;SG	
precisamente	정확하게	precisamente	정확+하+게	ADV	CONJ
portuguesa	포르투갈령	portugués	포르투파령	ADJ;FEM;SG	PROPN
portuguesa	포르투갈어	portugués	포르투갈어	ADJ;FEM;SG	PROPN
gregorio	그레고리	gregorio	그레고리	N;MASC;SG	PROPN
gregorio	그레고리우스	gregorio	그레고리우스	N;MASC;SG	PROPN
gregorio	그레고어	gregorio	그레고어	N;MASC;SG	
listado	리스트	listado	리스트	ADJ;MASC;SG;V.PTCP	
listado	목록	listado	목록	ADJ;MASC;SG;V.PTCP	N
listado	명단	listado	명단	ADJ;MASC;SG;V.PTCP	N
listado	나열	listado	나열	ADJ;MASC;SG;V.PTCP	N
listado	품목	listado	품목	ADJ;MASC;SG;V.PTCP	N
negros	검은색	negro	검은색	N;MASC;PL	
negros	검정	negro	검정	N;MASC;PL	
negros	검정색	negro	검정색	N;MASC;PL	
negros	블랙	negro	블랙	N;MASC;PL	
ramas	나뭇가지	rama	나뭇가+지	N;FEM;PL	CONJ
publica	게시글	publicar	게시글	V;IND;SG;3;PRS;FIN	
publica	게시물	publicar	게시물	V;IND;SG;3;PRS;FIN	N
insecto	벌레	insecto	벌레	N;MASC;SG	
insecto	버그	insecto	버그	N;MASC;SG	
ganando	적립	ganar	적립	V;V.MSDR	N
ganando	우승	ganar	우승	V;V.MSDR	N
ganando	승리	ganar	승리	V;V.MSDR	N
autonomía	독립기념일	autonomía	독립+기념+이+ㄹ	N;FEM;SG	V
cocina	요리사	cocina	요리사	N;FEM;SG	
asociado	연관	asociado	연관	ADJ;MASC;SG;V.PTCP	
cualquiera	아무나	cualquiera	아무나	PRO;SG	
cualquiera	누구나	cualquiera	누구+나	PRO;SG	ADV
pesca	피쉬	pesca	피쉬	N;FEM;SG	
pesca	피시	pesca	피시	N;FEM;SG	
pesca	생선	pesca	생선	N;FEM;SG	
avance	미리	avance	미리	N;MASC;SG	ADV
avance	선진	avance	선진	N;MASC;SG	
avance	획기적인	avance	획기적+이+ㄴ	N;MASC;SG	V
proteger	보호	proteger	보호	V;NFIN	N
proteger	protect	proteger	protect	V;NFIN	
proteger	보호	proteger	보호	V;NFIN	N
finlandia	핀란드	finlandia	핀란드	N;FEM;SG	PROPN
finlandia	핀란드어	finlandia	핀란드어	N;FEM;SG	PROPN
finlandia	핀란드	finlandia	핀란드	N;FEM;SG	PROPN
laterales	측면	lateral	측면	N;PL	
laterales	사이드	lateral	사이드	N;PL	
laterales	측면	lateral	측면	N;PL	
estrecho	해협	estrecho	해협	ADJ;MASC;SG	N
estrecho	좁아	estrecho	좁+아	ADJ;MASC;SG	
papeles	종이	papel	종이	N;MASC;PL	
papeles	페이퍼	papel	페이퍼	N;MASC;PL	
papeles	서류	papel	서류	N;MASC;PL	
telenovela	텔레노벨라	telenovela	텔레노벨+라	N;FEM;SG	
lados	측면	lado	측면	N;MASC;PL	
saludo	인사말	saludo	인사+말	N;MASC;SG	
saludo	경례	saludo	경례	N;MASC;SG	
recuerda	remember	recordar	remember	V;IND;SG;3;PRS;FIN	
recuerda	기억	recordar	기억	V;IND;SG;3;PRS;FIN	N
indonesia	인도네시아어	indonesio	인도네시아어	N;FEM;SG	
indonesia	인도네시아	indonesio	인도네시아	N;FEM;SG	PROPN
indonesia	인도네시아	indonesio	인도네시아	N;FEM;SG	PROPN
marino	세일러	marino	세일러	N;MASC;SG	
marino	마린	marino	마리+ㄴ	N;MASC;SG	
marino	마리노	marino	마리노	N;MASC;SG	
ray	레이	ray	레이	PROPN	
pelea	싸워라	pelea	싸우+어라	N;FEM;SG	
pelea	싸움	pelea	싸움	N;FEM;SG	
pelea	싸우기	pelea	싸우+기	N;FEM;SG	V
pelea	싸워	pelea	싸우+어	N;FEM;SG	
pelea	싸우다	pelea	싸우+다	N;FEM;SG	
gastronomía	미식	gastronomía	미식	N;FEM;SG	
académico	학문	académico	학문	ADJ;MASC;SG	N
académico	학업	académico	학업	ADJ;MASC;SG	N
académico	학술	académico	학술	ADJ;MASC;SG	N
virus	바이러스	virus	바이러스	N;MASC	
virus	바이러스	virus	바이러스	N;MASC	
potencial	잠재	potencial	잠재	N;MASC;SG	
extra	연장	extra	연장		N
pilar	기둥	pilar	기둥	N;SG	
utilizados	사용함	utilizado	사용+하+ㅁ	ADJ;MASC;PL;V.PTCP	V
utilizados	사용됨	utilizado	사용+되+ㄴ	ADJ;MASC;PL;V.PTCP	V
utilizados	사용	utilizado	사용	ADJ;MASC;PL;V.PTCP	N
cierre	닫힘	cierre	닫+천	N;MASC;SG	
cierre	닫기	cierre	닫+기	N;MASC;SG	
cierre	닫습니다	cierre	닫+습니다	N;MASC;SG	
cierre	닫아	cierre	닫+아	N;MASC;SG	V
cierre	닫기	cierre	닫+기	N;MASC;SG	
vargas	바르가스	vargo	바르가스	N;FEM;SG	PROPN
noble	귀족	noble	귀족	ADJ;SG	N
noble	노블	noble	노블	ADJ;SG	
rendimiento	성과	rendimiento	성과	N;MASC;SG	
usada	사용함	usado	사용+하+ㅁ	ADJ;FEM;SG;V.PTCP	V
usada	사용됨	usado	사용+되+ㄴ	ADJ;FEM;SG;V.PTCP	V
usada	사용	usado	사용	ADJ;FEM;SG;V.PTCP	N
penal	페널티	penal	페널티	ADJ;SG	N
penal	범죄자	penal	범죄자	ADJ;SG	N
davis	데이비스	davis	데이비스	PROPN	PROPN
recuperar	복구	recuperar	복구	V;NFIN	N
recuperar	회복	recuperar	회복	V;NFIN	N
serbia	세르비아	serbio	세르비아	ADJ;FEM;SG	PROPN
arcos	아치	arco	아치	N;MASC;PL	
integrado	통합	integrado	통합	ADJ;MASC;SG;V.PTCP	N
existentes	존재	existente	존재	ADJ;PL	N
existentes	기존	existente	기존	ADJ;PL	
errores	벅스	error	벅스	N;MASC;PL	
errores	버그	error	버그	N;MASC;PL	
raíces	뿌리	raíz	뿌리	N;FEM;PL	
raíces	뿌리기	raíz	뿌리+기	N;FEM;PL	
cero	제로	cero	제로	N;MASC;SG	
separación	분리	separación	분리	N;FEM;SG	
convención	컨벤션	convención	컨벤션	N;FEM;SG	
bbc	bbc	bbc	bbc	N;FEM;SG	
pago	지불	pago	지불	N;MASC;SG	
pago	지불	pago	지불	N;MASC;SG	
tendencia	trend	tendencia	trend	N;FEM;SG	
tendencia	트렌드	tendencia	트렌드	N;FEM;SG	
animación	애니메이션	animación	애니메이션	N;FEM;SG	
instalación	설치하기	instalación	설치+하+기	N;FEM;SG	V
instalación	설치하기	instalación	설치+하+기	N;FEM;SG	V
marcas	마르크	marca	마르크	N;FEM;PL	
marcas	마크스	marca	마크스	N;FEM;PL	
vietnam	베트남	vietnam	베트남	N;FEM;SG	
índice	색인	índice	색인	N;MASC;SG	
índice	인덱스	índice	인덱스	N;MASC;SG	
gana	win	ganar	win	V;IND;SG;3;PRS;FIN	
gana	승리	ganar	승리	V;IND;SG;3;PRS;FIN	N
cambia	변화	cambiar	변화	V;IND;SG;3;PRS;FIN	N
cambia	변경	cambiar	변경	V;IND;SG;3;PRS;FIN	N
cambia	변화	cambiar	변화	V;IND;SG;3;PRS;FIN	N
cambia	변경	cambiar	변경	V;IND;SG;3;PRS;FIN	N
hectáreas	에이커	hectárea	에이커	N;FEM;PL	
próximo	다음	próximo	다음	ADJ;MASC;SG	N
próximo	넥스트	próximo	넥스트	ADJ;MASC;SG	
comparación	비교하기	comparación	비교+하+기	N;FEM;SG	V
producen	프로듀스	producir	프로듀스	V;IND;PL;3;PRS;FIN	
define	정의	definir	정의	V;IND;SG;3;PRS;FIN	
tiro	타이어	tiro	타이어	N;MASC;SG	
solitario	외로워	solitario	외롭+어	ADJ;MASC;SG	
solitario	외로움	solitario	외롭+ㅁ	ADJ;MASC;SG	
wisconsin	위스콘신	wisconsin	위스콘신	N;MASC;SG	PROPN
disposición	layout	disposición	layout	N;FEM;SG	
disposición	레이아웃	disposición	레이아웃	N;FEM;SG	
num	num	num	num		
fácilmente	쉽게	fácilmente	쉽+게	ADV	CONJ
boys	boys	boy	boys	N	
boys	보이스	boy	보이스	N	
magdalena	마들렌	magdaleno	마들렌	N;FEM;SG	
magdalena	매들린	magdaleno	매들리+ㄴ	N;FEM;SG	
magdalena	머핀	magdaleno	머피+ㄴ	N;FEM;SG	
cadenas	체인	cadena	체인	N;FEM;PL	
hecha	made	hecho	made	ADJ;FEM;SG;V.PTCP	
hecha	만든	hecho	만들+ㄴ	ADJ;FEM;SG;V.PTCP	
petición	요청하기	petición	요청+하+기	N;FEM;SG	V
wiki	위키	wiki	위키	N;MASC;SG	
wiki	위키위키	wiki	위키+위키	N;MASC;SG	
hermanas	시스터스	hermana	시스터스	N;FEM;PL	
hermanas	자매	hermana	자매	N;FEM;PL	
simón	시몬	simón	시몬	N;MASC;SG	
simón	사이몬	simón	사이몬	N;MASC;SG	
simón	사이먼	simón	사이먼	N;MASC;SG	
escapar	탈출	escapar	탈출	V;NFIN	N
espada	블레이드	espada	블레이드	N;FEM;SG	
espada	도검	espada	도검	N;FEM;SG	
espada	도검	espada	도검	N;FEM;SG	
árabes	아랍인	árabe	아랍인	N;PL	
árabes	아랍	árabe	아랍	N;PL	PROPN
árabes	아랍인	árabe	아랍인	N;PL	
sexto	여섯번째	sexto	여섯번+째	ADJ;MASC;SG	N
matar	킬링	matar	킬링	V;NFIN	
ninguno	없음	ninguno	없+ㅁ	PRO;MASC;SG	
vertical	수직	vertical	수직	ADJ;SG	N
vertical	세로로	vertical	세로+로	ADJ;SG	ADV
vertical	세로	vertical	세+로	ADJ;SG	
oficinas	오피스	oficina	오피스	N;FEM;PL	
contemporánea	현대	contemporáneo	현대	ADJ;FEM;SG	N
aparecer	나타납니다	aparecer	나타나+ㅂ니다	V;NFIN	
gigante	자이언트	gigante	자이언트	N;SG	
gigante	거대	gigante	거대	N;SG	
cristiano	기독교	cristiano	기독교	ADJ;MASC;SG	N
cristiano	크리스티안	cristiano	크리스티안	ADJ;MASC;SG	PROPN
cristiano	크리스천	cristiano	크리스천	ADJ;MASC;SG	
cristiano	크리스찬	cristiano	크리스찬	ADJ;MASC;SG	
revolucionario	혁명	revolucionario	혁명	ADJ;MASC;SG	N
blancas	하얀	blanco	하얗+ㄴ	ADJ;FEM;PL	
blancas	화이트	blanco	화이트	ADJ;FEM;PL	
blancas	흰색	blanco	흰+색	ADJ;FEM;PL	
blancas	하얀색	blanco	하얀색	ADJ;FEM;PL	
derrotado	패배	derrotado	패배	ADJ;MASC;SG;V.PTCP	N
cuadros	테이블	cuadro	테이블	N;MASC;PL	
necesidades	필요	necesidad	필요	N;FEM;PL	
eliminar	삭제	eliminar	삭제	V;NFIN	N
eliminar	제거	eliminar	제거	V;NFIN	N
eliminar	삭제	eliminar	삭제	V;NFIN	N
vandalismo	반달리즘	vandalismo	반달리즘	N;MASC;SG	
aéreo	공중	aéreo	공중	ADJ;MASC;SG	N
aéreo	항공기	aéreo	항공기	ADJ;MASC;SG	N
france	프랑스	france	프랑스	N;FEM;SG	PROPN
karl	카를	karl	카+를	PROPN	PROPN
negocio	비즈니스	negocio	비즈니스	N;MASC;SG	
mención	언급하기	mención	언급+하+기	N;FEM;SG	V
escribe	형식	escribir	형식	V;IND;SG;3;PRS;FIN	
escribe	타입	escribir	타입	V;IND;SG;3;PRS;FIN	
escribe	종류	escribir	종류	V;IND;SG;3;PRS;FIN	N
escribe	유형	escribir	유형	V;IND;SG;3;PRS;FIN	N
doña	도나	doña	도+나	N;FEM;SG	
actuar	연기	actuar	연기	V;NFIN	N
producciones	프로덕션	producción	프로덕션	N;FEM;PL	
producciones	프로덕션스	producción	프로덕션스	N;FEM;PL	
necesita	필요	necesitar	필요	V;IND;SG;3;PRS;FIN	
andrea	안드레아	andrear	안드레아	PROPN	
gris	회색	gris	회색		N
gris	회색	gris	회색		N
lewis	루이스	lewi	루이스	PROPN	PROPN
margarita	마거릿	margarita	마거릿	N;FEM;SG	PROPN
margarita	마르그리트	margarita	마르그리트	N;FEM;SG	PROPN
margarita	마가리타	margarita	마가리타	N;FEM;SG	
regresa	반환	regresar	반환	V;IND;SG;3;PRS;FIN	N
regresa	리턴	regresar	리턴	V;IND;SG;3;PRS;FIN	
claudio	클로드	claudio	클로드	PROPN	PROPN
claudio	클라우디우스	claudio	클라우디우스	PROPN	PROPN
graves	무덤	grave	무덤	ADJ;PL	N
championship	챔피언십	championship	後피+언감	N;MASC;SG	
championship	챔피언쉽	championship	後피언+들	N;MASC;SG	
béisbol	베이스볼	béisbol	베이스볼	N;MASC;SG	
redacción	쓰기	redacción	쓰+기	N;FEM;SG	V
redacción	글쓰기	redacción	글쓰기	N;FEM;SG	V
junior	주니어	junior	주+려어	N;SG	
eric	에리크	eric	에리크	PROPN	PROPN
eric	에릭	eric	에릭	PROPN	
inaugurado	개설	inaugurado	개설	ADJ;MASC;SG;V.PTCP	N
entender	이해	entender	이해	V;NFIN	N
compra	구매하기	compra	구매+하+기	N;FEM;SG	V
compra	사기	compra	사기	N;FEM;SG	
obligado	강제	obligado	강제	ADJ;MASC;SG;V.PTCP	N
obligado	강제로	obligado	강제+로	ADJ;MASC;SG;V.PTCP	ADV
obligado	바운드	obligado	바운드	ADJ;MASC;SG;V.PTCP	
lisboa	리스본	lisboa	리스본	N;MASC;SG	PROPN
juana	제인	juana	제인	N;FEM;SG	
agentes	에이전트	agente	에이전트	N;PL	
creador	메이커	creador	메이커	N;MASC;SG	
creador	창조주	creador	창조주	N;MASC;SG	
productora	프로듀서	productora	프로호서	N;FEM;SG	
power	파워	power	파우+어	N	
venecia	베네치아	venecia	베네치아	N;FEM;SG	PROPN
venecia	베니스	venecia	베니스	N;FEM;SG	PROPN
rev	레브	rev	레브	INTJ	
alba	알바	alba	알바	N;FEM;SG	
considerar	고려	considerar	고려	V;NFIN	PROPN
ingenieros	엔지니어링	ingeniero	엔지니어링	N;MASC;PL	
ingenieros	엔지니어	ingeniero	엔지니+어	N;MASC;PL	
insectos	벅스	insecto	벅스	N;MASC;PL	
insectos	버그	insecto	버그	N;MASC;PL	
trinidad	트리니티	trinidad	트리니티	N;FEM;SG	
trinidad	삼위일체	trinidad	삼위일체	N;FEM;SG	
trinidad	트리니다드	trinidad	트리니다드	N;FEM;SG	PROPN
cinta	테이프	cinta	테이프	N;FEM;SG	
cinta	리본	cinta	리본	N;FEM;SG	
retrato	세로	retrato	세+로	N;MASC;SG	
retrato	portraits	retrato	portraits	N;MASC;SG	
calor	히트	calor	히트	N;MASC;SG	
calor	덥다	calor	덥+다	N;MASC;SG	
calor	hot	calor	hot	N;MASC;SG	
calor	뜨겁다	calor	뜨겁+다	N;MASC;SG	
calor	뜨거운	calor	뜨겁+ㄴ	N;MASC;SG	ADJ
stone	스톤	stone	스톤	N	
mejora	개선하기	mejora	개선+하+기	N;FEM;SG	V
mejora	개선하기	mejora	개선+하+기	N;FEM;SG	V
flandes	플랜더스	flande	플랜더스	N;MASC;PL	
lord	주님	lord	주님	N;MASC;SG	
twitter	twitter	twitter	twitter	N;MASC;SG	
twitter	트위터	twitter	트+위터	N;MASC;SG	
talleres	워크샵	taller	워크샵	N;MASC;PL	
talleres	워크숍	taller	워크숍	N;MASC;PL	
talleres	워크샵	taller	워크샵	N;MASC;PL	
talleres	워크숍	taller	워크숍	N;MASC;PL	
jim	다짐	jim	다짐	PROPN	
angeles	앤젤레스	angel	앤젤레스	N;MASC;PL	PROPN
peor	최악의	peor	최악+의	ADV	N
peor	최악	peor	최악	ADV	N
peor	악화	peor	악화	ADV	N
anillo	링링	anillo	링링	N;MASC;SG	
blues	블루스	blues	블루스	N	
parejas	켤레	pareja	켤레	N;FEM;PL	
acceder	접속	acceder	접속	V;NFIN	N
acceder	접근	acceder	접근	V;NFIN	N
acceder	액세스	acceder	액세스	V;NFIN	N
acceder	접속	acceder	접속	V;NFIN	N
acceder	접근	acceder	접근	V;NFIN	N
acceder	액세스	acceder	액세스	V;NFIN	N
terrestre	지상	terrestre	지상	ADJ;SG	
terrestre	earth	terrestre	earth	ADJ;SG	
terrestre	대지	terrestre	대+지	ADJ;SG	
terrestre	지구	terrestre	지구	ADJ;SG	N
elenco	깁스	elenco	깁스	N;MASC;SG	
elenco	캐스트	elenco	캐스트	N;MASC;SG	
virtual	가상	virtual	가상	ADJ;SG	N
virtual	버추얼	virtual	버추+ㄴ	ADJ;SG	N
astronómica	천문	astronómico	천문	ADJ;FEM;SG	N
temporal	임시	temporal	임시	ADJ;SG	
temporal	일시적	temporal	일시+적	ADJ;SG	N
temporal	임시	temporal	임시	ADJ;SG	
temporal	체온	temporal	체온	ADJ;SG	
temporal	온도	temporal	온도	ADJ;SG	N
clausura	닫힘	clausura	닫+천	N;FEM;SG	
clausura	닫기	clausura	닫+기	N;FEM;SG	
frecuente	자주	frecuente	자주	ADJ;SG	ADV
frecuente	잦은	frecuente	잦+은	ADJ;SG	
frecuente	자주	frecuente	자주	ADJ;SG	ADV
alternativo	대안	alternativo	대안	ADJ;MASC;SG	N
alternativo	얼터너티브	alternativo	얼터너티브	ADJ;MASC;SG	
alternativo	대체	alternativo	대체	ADJ;MASC;SG	ADV
útil	유용하다	útil	유용+하+다	ADJ;SG	V
útil	유용합니다	útil	유용+하+ㅂ니다	ADJ;SG	V
útil	유용	útil	유용	ADJ;SG	
lunes	월요일	lunes	월요일	N	
lunes	월요일부터	lunes	월요일+부터	N	ADV
lunes	월요	lunes	월요	N	
lunes	먼데이	lunes	먼데이	N	
lunes	월요일	lunes	월요일	N	
minuto	민아	minuto	민+아	N;MASC;SG	
minuto	민지	minuto	민지	N;MASC;SG	
minuto	민수	minuto	민수	N;MASC;SG	
estilos	스타일스	estilo	스타일스	N;MASC;PL	
estilos	스타일	estilo	스타일	N;MASC;PL	
probable	가능성	probable	가능성	ADJ;SG	N
estatua	여신상	estatua	여신상	N;FEM;SG	
supremo	슈프림	supremo	슈프림	ADJ;MASC;SG	
campus	캠퍼스	campus	캠퍼스	N;MASC	
campus	캠퍼스	campus	캠퍼스	N;MASC	
estancia	머무르지	estancia	머무르+지	N;FEM;SG	V
estancia	머물러	estancia	머무르+어	N;FEM;SG	V
estancia	머무르고	estancia	머무르+고	N;FEM;SG	V
anexos	부록	anexo	부록	N;MASC;PL	
anexos	첨부	anexo	첨부	N;MASC;PL	
descendientes	후예	descendiente	후예	N;PL	
verdes	녹색	verde	녹색	ADJ;PL	
verdes	그린	verde	그리+ㄴ	ADJ;PL	
verdes	초록색	verde	초록색	ADJ;PL	
verdes	초록	verde	초록	ADJ;PL	
verdes	녹색당	verde	녹색당	ADJ;PL	N
boy	boy	boy	boy	N	
boy	보이	boy	보이	N	
back	다시	back	다시		ADV
back	뒤로	back	뒤+로		ADV
marruecos	모로코	marrueco	모로코	N;MASC;PL	PROPN
hola	여보세요	hola	여보+세요	INTJ	
hola	헬로	hola	헬로	INTJ	
hola	hello	hola	hello	INTJ	
gales	웨일스	gal	웨일스	N;MASC;SG	PROPN
tokio	도쿄	tokio	도쿄	N;MASC;SG	PROPN
tokio	동경	tokio	동경	N;MASC;SG	
sir	sir	sir	sir	PROPN	
sir	선생님	sir	선생님	PROPN	
euros	eur	euro	eur	N;MASC;PL	
euros	유로로	euro	유로+로	N;MASC;PL	ADV
euros	유로	euro	유+로	N;MASC;PL	
ciclismo	사이클링	ciclismo	사이클링	N;MASC;SG	
controlar	통제	controlar	통제	V;NFIN	N
controlar	제어	controlar	제어	V;NFIN	N
controlar	컨트롤	controlar	컨트롤	V;NFIN	
controlar	제어	controlar	제어	V;NFIN	N
alpes	알프스	alpe	알프스	N;MASC;PL	PROPN
alpes	알파인	alpe	알파+이+ㄴ	N;MASC;PL	
benito	베네딕도	benito	베네증+도		PROPN
benito	베네딕토	benito	베네딕토		PROPN
copas	cups	copa	cups	N;FEM;PL	
semillas	씨앗	semilla	씨앗	N;FEM;PL	
semillas	시드	semilla	시드	N;FEM;PL	
semillas	seed	semilla	seed	N;FEM;PL	
semillas	씨앗	semilla	씨앗	N;FEM;PL	
pierde	lose	perder	lose	V;IND;SG;3;PRS;FIN	
acero	제철	acero	제철	N;MASC;SG	
héroe	히어로	héroe	히어+로	N;MASC;SG	
aumentar	증가	aumentar	증가	V;NFIN	N
aumentar	증가	aumentar	증가	V;NFIN	N
patria	조국	patria	조국	N;FEM;SG	
patria	조국	patria	조국	N;FEM;SG	
patria	조국	patria	조국	N;FEM;SG	
actitud	태도	actitud	태도	N;FEM;SG	
actitud	태도	actitud	태도	N;FEM;SG	
borde	엣지	borde	짙+지	N;MASC;SG	
borde	모서리	borde	모서리	N;MASC;SG	
borde	edge	borde	edge	N;MASC;SG	
borde	경계선	borde	경계선	N;MASC;SG	
borde	테두리	borde	테두리	N;MASC;SG	
mecánica	역학	mecánico	역학	ADJ;FEM;SG	N
mecánica	수리공	mecánico	수리공	ADJ;FEM;SG	
mecánica	기계	mecánico	기계	ADJ;FEM;SG	N
est	est	este	est	N	
otoño	가을이	otoño	가을+이	N;MASC;SG	
otoño	떨어지지	otoño	떨어지+지	N;MASC;SG	V
otoño	떨어지는	otoño	떨어지+는	N;MASC;SG	V
otoño	떨어짐	otoño	떨어지+ㄹ	N;MASC;SG	
lanzada	시작됨	lanzado	시작+되+ㄴ	ADJ;FEM;SG;V.PTCP	V
rebotes	리바운드	rebote	리바운드	N;MASC;PL	
tienda	가게	tienda	가게	N;FEM;SG	
tienda	가게	tienda	가게	N;FEM;SG	
tienda	스토어	tienda	스토어	N;FEM;SG	
temperaturas	기온	temperatura	기온	N;FEM;PL	
temperaturas	기온	temperatura	기온	N;FEM;PL	
temperaturas	체온	temperatura	체온	N;FEM;PL	
campañas	캠페인	campaña	캠페인	N;FEM;PL	
campañas	캠페인	campaña	캠페인	N;FEM;PL	
nintendo	닌텐도	nintendo	긴텐도	N;MASC;SG	PROPN
reducir	축소	reducir	축소	V;NFIN	N
buscando	검색	buscar	검색	V;V.MSDR	N
imposible	impossible	imposible	impossible	ADJ;SG	
imposible	불가능하다	imposible	불가능+하+다	ADJ;SG	V
imposible	불가능	imposible	불가능	ADJ;SG	
imposible	불가능한	imposible	불가능+하+ㄴ	ADJ;SG	V
prácticas	인턴십	práctica	인턴십	N;FEM;PL	
draft	임시	draft	임시	N;MASC;SG	
africa	아프리카	africar	아프리카	N;FEM;SG	
hong	홍대	hong	홍대	N;MASC;SG	
crónica	만성적인	crónica	만성+적+이+ㄴ	N;FEM;SG	V
crónica	크로니클	crónica	크로니클	N;FEM;SG	
toro	토로	toro	토+로	N;MASC;SG	
toro	토토로	toro	토토+로	N;MASC;SG	
toro	황소	toro	황소	N;MASC;SG	
registros	로그	registro	로그	N;MASC;PL	
ligeramente	약간	ligeramente	약간	ADV	
ligeramente	가볍게	ligeramente	가볍+게	ADV	CONJ
nuestros	우리의	nuestro	우리+의	DET;MASC;PL;1	PRO
congo	콩고	congo	콩고	N;MASC;SG	PROPN
continua	지속	continuo	지속	ADJ;FEM;SG	N
continua	연속	continuo	연속	ADJ;FEM;SG	N
dueño	주인	dueño	주인	N;MASC;SG	
checa	체코	checo	체코	ADJ;FEM;SG	PROPN
checa	체코어	checo	체코어	ADJ;FEM;SG	
ventaja	장점	ventaja	장점	N;FEM;SG	
revela	드러낸다	revelar	드러내+ㄴ다	V;IND;SG;3;PRS;FIN	
peruana	페루	peruano	페루	ADJ;FEM;SG	PROPN
literario	문학	literario	문학	ADJ;MASC;SG	N
humor	분위기	humor	분위기	N;MASC;SG	
humor	기분	humor	기분	N;MASC;SG	
influencias	영향력	influencia	영향력	N;FEM;PL	
sujeto	주제	sujeto	주제	ADJ;MASC;SG;V.PTCP	N
sujeto	제목	sujeto	제목	ADJ;MASC;SG;V.PTCP	N
mostrar	표시	mostrar	표시	V;NFIN	
mostrar	공연	mostrar	공연	V;NFIN	N
mostrar	표시	mostrar	표시	V;NFIN	
mostrar	디스플레이	mostrar	디스플레이	V;NFIN	N
