ogas	bär	oga	bära	N;NOM;FEM;PL	V;IMP;FIN;ACT
pagarināts	utdragen	pagarināt	utdragen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
pagarināts	förlängd	pagarināt	förlänga	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
pagarināts	förlängt	pagarināt	förlänga	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
baltica	baltica	baltica	baltic	PROPN;NOM;FEM;SG	PROPN;NOM
gultas	säng	gulta	säng	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
gultas	sängen	gulta	säng	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;SG
gultas	bädd	gulta	bädd	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
mazdēls	barnbarn	mazdēls	barnbarn	N;NOM;MASC;SG	N;NOM;INDF;NEUT;PL
grizzlies	grizzlies	grizzlies	grizzlies	N;NOM;MASC;SG	PROPN;NOM
karaļi	kings	karalis	kinga	N;NOM;MASC;PL	PROPN;NOM
hamburgā	hamburg	hamburga	hamburg	N;ESS;MASC;SG	PROPN;NOM
olivers	oliver	olivers	oliv	PROPN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
vienpadsmit	eleven	vienpadsmit	elev	NUM;PL	N;NOM;DEF;MASC+FEM;SG
papildina	kompletteringar	papildināt	komplettering	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;PL
papildina	komplettera	papildināt	komplettera	V;FH;IND;3;POS;PRS;FIN;ACT	V;IMP;NFIN;ACT
papildina	komplement	papildināt	komplement	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;INDF;NEUT;SG
sila	sila	sila	sila	N;NOM;FEM;SG	V;IMP;FIN;ACT
ceļotājs	resenärer	ceļotājs	resenär	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
simti	hundra	simti	hundra	N;NOM;MASC;PL	NUM;NOM
simti	hundred	simti	hundred	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
simti	hundratal	simti	hundratal	N;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
sociālais	sociala	sociāls	social	ADJ;NOM;MASC;SG	ADJ;NOM;PL
darīts	avklarat	darīt	avklara	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
darīts	färdig	darīt	färdig	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG
abū	yas	abū	ya	PROPN	PROPN;NOM
modas	maud	moda	maud	N;NOM;FEM;PL	PROPN;NOM
likteni	öde	liktene	öd	N;ACC;MASC;SG	N;NOM;INDF;NEUT;SG
likteni	ödet	liktene	öd	N;ACC;MASC;SG	N;NOM;DEF;NEUT;SG
likteni	destiny	liktene	destiny	N;ACC;MASC;SG	PROPN;NOM
likteni	öde	liktene	öd	N;ACC;MASC;SG	N;NOM;INDF;NEUT;SG
likteni	ödet	liktene	öd	N;ACC;MASC;SG	N;NOM;DEF;NEUT;SG
briesmas	faror	briesmas	fara	N;NOM;FEM	N;NOM;INDF;MASC+FEM;PL
briesmas	fara	briesmas	fara	N;NOM;FEM	N;NOM;INDF;MASC+FEM;SG
barjeru	barriär	barjera	barriär	N;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
barjeru	barriären	barjera	barriär	N;ACC;MASC;SG	N;NOM;DEF;MASC+FEM;SG
atvaļināts	pensionär	atvaļināt	pensionär	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	N;NOM;INDF;MASC+FEM;SG
atvaļināts	pensionerade	atvaļināt	pensionera	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
atvaļināts	pensionerad	atvaļināt	pensionerad	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
džeina	jane	džeins	jane	N;NOM;FEM;SG	PROPN;NOM
džeina	jayne	džeins	jayn	N;NOM;FEM;SG	PROPN;NOM
mēreni	måttlig	mēreni	måttlig	ADV	ADJ;NOM;INDF;MASC+FEM;SG
novērotas	observerade	novērot	observera	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
novērotas	observerat	novērot	observerad	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
novērotas	observerad	novērot	observerad	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
sociālistu	socialistisk	sociālists	socialistisk	N;ACC;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
sociālistu	socialistiska	sociālists	socialistisk	N;ACC;MASC;SG	ADJ;NOM;PL
sociālistu	socialist	sociālists	socialist	N;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
sociālistu	socialdemokratiska	sociālists	socialdemokratisk	N;ACC;MASC;SG	ADJ;NOM;PL
sociālistu	socialdemokrat	sociālists	socialdemokrad	N;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
piecdesmit	fifty	piecdesmit	fifty	NUM;PL	N;NOM;INDF;MASC+FEM;SG
piekļūt	åtkomst	piekļūt	åtkomst	V;POS;NFIN	N;NOM;INDF;MASC+FEM;SG
piekļūt	tillgång	piekļūt	tillgång	V;POS;NFIN	N;NOM;INDF;MASC+FEM;SG
piekļūt	tillträde	piekļūt	tillträde	V;POS;NFIN	N;NOM;INDF;NEUT;SG
atcelta	avbruten	atcelt	avbruta	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
atcelta	inställda	atcelt	inställd	ADJ;NOM;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
atcelta	avbruten	atcelt	avbruta	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
barbara	barbara	barbars	barbar	PROPN;NOM;FEM;SG	PROPN;NOM
tuvākā	närmaste	tuvs	nära	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;DEF;RL
tuvākā	närmast	tuvs	nära	ADJ;NOM;CMPR;FEM;SG	ADV;RL
tuvākā	närmsta	tuvs	nära	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;DEF;RL
masačūsetsas	massachusetts	masačūsets	massachusett	PROPN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
failus	filer	fails	fil	N;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
failus	akter	fails	akt	N;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
failus	mappar	fails	mappa	N;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
prezidentūras	ordförandeskapet	prezidentūra	ordförandeskap	N;NOM;FEM;PL	N;NOM;DEF;NEUT;SG
prezidentūras	ordförandeskap	prezidentūra	ordförandeskap	N;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
neapoles	neapel	neapole	neapel	PROPN;NOM;FEM;SG	PROPN;NOM
kaļķu	kalk	kaļķis	kalk	N;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;SG
kaļķu	lime	kaļķis	lime	N;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;SG
genādijs	gennadij	genādijs	gennadij	N;NOM;MASC;SG	PROPN;NOM
čaka	chaka	čaka	chaka	PROPN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
čaka	chuck	čaka	chuck	PROPN;NOM;FEM;SG	PROPN;NOM
uzstādīt	uppsättning	uzstādīt	uppsättning	V;POS;NFIN	N;NOM;INDF;MASC+FEM;SG
uzstādīt	set	uzstādīt	se	V;POS;NFIN	N;NOM;INDF;NEUT;SG
uzstādīt	installation	uzstādīt	installation	V;POS;NFIN	N;NOM;INDF;MASC+FEM;SG
uzstādīt	installerat	uzstādīt	installera	V;POS;NFIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
uzstādīt	installerade	uzstādīt	installera	V;POS;NFIN	ADJ;NOM;PL;PST;V.PTCP
uzstādīt	installerad	uzstādīt	installerad	V;POS;NFIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
pastāvīga	permanenta	pastāvīga	permanent	ADJ;NOM;FEM;SG	ADJ;NOM;PL
nogāzes	lutning	nogāze	lutning	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
ienaidnieks	fiender	ienaidnieks	fiende	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
ērgļi	eagles	Ērglis	eagles	N;NOM;MASC;PL	PROPN;NOM
pagātnes	förbi	pagātne	förbi	N;NOM;FEM;PL	ADV
pagātnes	förflutet	pagātne	förfluten	N;NOM;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
pagātnes	förflutna	pagātne	förfluten	N;NOM;FEM;PL	ADJ;NOM;PL;PST;V.PTCP
piedzīvojumi	äventyr	piedzīvojums	äventyr	N;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
piedzīvojumi	äventyr	piedzīvojums	äventyr	N;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
slāņi	skikt	slānis	skikt	N;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
atvērt	öppna	atvērt	öppen	V;POS;NFIN	ADJ;NOM;PL
atvērt	open	atvērt	open	V;POS;NFIN	PROPN;NOM
atvērt	öppet	atvērt	öppen	V;POS;NFIN	ADV
atvērt	öppen	atvērt	öppen	V;POS;NFIN	ADJ;NOM;INDF;MASC+FEM;SG
vārdnīcas	lexikon	vārdnīca	lexikon	N;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
gabriels	gabriel	gabriels	gabriel	N;NOM;MASC;SG	PROPN;NOM
uzsver	slingor	uzsvērt	slinga	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;PL
uzsver	höjdpunkter	uzsvērt	höjdpunkt	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;PL
donavas	donau	donava	donau	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
auss	öron	auss	öron	N;NOM;FEM;SG	N;NOM;INDF;NEUT;PL
kviešu	vete	kvietis	vete	N;GEN;MASC;PL	N;NOM;INDF;NEUT;SG
šaura	smala	šaura	smal	ADJ;NOM;FEM;SG	ADJ;NOM;PL
ribentropa	ribbentrop	ribentrops	ribbentrop	N;NOM;FEM;SG	PROPN;NOM
ledu	is	ledus	is	N;ACC;MASC	N;NOM;INDF;MASC+FEM;SG
ledu	ice	ledus	ice	N;ACC;MASC	N;NOM;INDF;MASC+FEM;SG
neolīta	neolitisk	neolīt	neolitisk	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG
izgatavota	tillverkas	izgatavot	tillverka	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;IND;PRS;FIN;PASS
izgatavota	tillverkade	izgatavot	tillverkad	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
izgatavota	tillverkat	izgatavot	tillverkad	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
izgatavota	tillverkad	izgatavot	tillverkad	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
izgatavota	framställt	izgatavot	framställa	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
egejas	egeiska	egeja	egeisk	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
ienākumus	inkomster	ienākums	inkomst	N;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
ienākumus	intäkter	ienākums	intäkt	N;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
ienākumus	inkomst	ienākums	inkomst	N;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;SG
jaunākie	nyaste	jauns	ny	ADJ;NOM;CMPR;MASC;PL	ADJ;NOM;DEF;RL
skalas	fjäll	skala	fjäll	N;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
kvarca	kvarts	kvarkt	kvart	N;NOM;MASC;SG	N;GEN;INDF;MASC+FEM;SG
akts	agera	akts	agera	N;NOM;MASC;SG	V;IMP;FIN;ACT
galīgi	definitiv	galīgi	definitiv	ADV	ADJ;NOM;INDF;MASC+FEM;SG
galīgi	slutgiltiga	galīgi	slutgiltig	ADV	ADJ;NOM;PL
kaujinieku	stridande	kaujinieks	stridande	N;ACC;MASC;SG	ADJ;NOM;PRS;V.PTCP
kaujinieku	milisen	kaujinieks	milis	N;ACC;MASC;SG	N;NOM;DEF;MASC+FEM;SG
kaujinieku	milis	kaujinieks	milis	N;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pakešu	paket	pakeša	paket	N;ACC;MASC;PL	N;NOM;INDF;NEUT;SG
pakešu	packet	pakeša	packet	N;ACC;MASC;PL	N;NOM;INDF;NEUT;SG
mainījies	förändrad	mainīties	förändra	V;FH;IND;SG;2;POS;REFL;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
mainījies	ändrat	mainīties	ändra	V;FH;IND;SG;2;POS;REFL;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
mainījies	bytt	mainīties	byta	V;FH;IND;SG;2;POS;REFL;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
mainījies	byttes	mainīties	byta	V;FH;IND;SG;2;POS;REFL;PST;FIN;ACT	V;IND;PST;FIN;PASS
mainījies	förändrats	mainīties	förändra	V;FH;IND;SG;2;POS;REFL;PST;FIN;ACT	V;V.CVB;PASS
mainījies	ändrats	mainīties	ändra	V;FH;IND;SG;2;POS;REFL;PST;FIN;ACT	V;V.CVB;PASS
iepriekšējie	föregående	iepriekšējs	föregående	ADJ;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
iepriekšējie	tidigare	iepriekšējs	tidig	ADJ;NOM;MASC;PL	ADV;CMPR
ipv	ipv	ipv	ipv		N;NOM;INDF;MASC+FEM;SG
plazmas	plasma	plazma	plasma	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
disciplīnās	discipliner	disciplīna	disciplin	N;ESS;FEM;PL	N;NOM;INDF;MASC+FEM;PL
pētījums	studier	pētījums	studie	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
pētījums	studera	pētījums	studera	N;NOM;MASC;SG	V;IMP;FIN;ACT
derīgas	vältränad	derīga	vältränad	ADJ;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
derīgas	passar	derīga	passa	ADJ;NOM;FEM;PL	V;IND;PRS;FIN;ACT
derīgas	passa	derīga	passa	ADJ;NOM;FEM;PL	V;IMP;FIN;ACT
derīgas	fit	derīga	fit	ADJ;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
nelsons	nelson	nelsons	nelson	PROPN;NOM;MASC;SG	PROPN;NOM
rasels	russel	rasels	russel	PROPN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
rasels	russell	rasels	russell	PROPN;NOM;MASC;SG	PROPN;NOM
halles	halle	halle	halle	N;NOM;FEM;PL	PROPN;NOM
irbe	partridge	irbe	partridge	PROPN;NOM;MASC;SG	PROPN;NOM
pretiniekiem	motståndarna	pretinieks	motståndare	N;DAT;MASC;PL	N;NOM;DEF;MASC+FEM;PL
pretiniekiem	motståndare	pretinieks	motståndare	N;DAT;MASC;PL	N;NOM;INDF;MASC+FEM;PL
nesaskaņas	oenighet	nesaskaņa	oenighet	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
nesaskaņas	oenighet	nesaskaņa	oenighet	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
nesaskaņas	osämja	nesaskaņa	osämja	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
nesaskaņas	oenighet	nesaskaņa	oenighet	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
magnētisko	magnetiskt	magnētiska	magnetisk	ADJ;ACC;MASC;SG	ADJ;NOM;INDF;NEUT;SG
magnētisko	magnetiska	magnētiska	magnetisk	ADJ;ACC;MASC;SG	ADJ;NOM;PL
magnētisko	magnetisk	magnētiska	magnetisk	ADJ;ACC;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
tuvāko	närmaste	tuvs	nära	ADJ;ACC;CMPR;MASC;SG	ADJ;NOM;DEF;RL
tuvāko	närmast	tuvs	nära	ADJ;ACC;CMPR;MASC;SG	ADV;RL
tuvāko	närmsta	tuvs	nära	ADJ;ACC;CMPR;MASC;SG	ADJ;NOM;DEF;RL
iziešanas	utgång	iziešana	utgång	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
iziešanas	utförsel	iziešana	utförsel	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
iziešanas	utträde	iziešana	utträde	N;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
iziešanas	avsluta	iziešana	avsluta	N;NOM;FEM;PL	V;IMP;FIN;ACT
iziešanas	avslutar	iziešana	avsluta	N;NOM;FEM;PL	V;IND;PRS;FIN;ACT
fords	ford	fords	ford	PROPN;NOM;MASC;SG	PROPN;NOM
deivs	dave	deivs	dav	PROPN;NOM;MASC;SG	PROPN;NOM
ķēde	kretsar	ķēde	krets	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;PL
pcall	pcall	pcall	pcall		N;NOM;INDF;MASC+FEM;SG
vatikāna	vatikanen	vatikāns	vatikan	N;GEN;MASC;SG	N;NOM;DEF;MASC+FEM;SG
apmaiņa	utbyten	apmaiņa	utbyte	N;NOM;FEM;SG	N;NOM;INDF;NEUT;PL
niedres	vass	niedre	vass	N;NOM;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
niedres	vassen	niedre	vass	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;SG
deviņu	nine	deviņi	nine	NUM;ACC;MASC;PL	N;NOM;INDF;NEUT;SG
deviņu	nio	deviņi	nio	NUM;ACC;MASC;PL	NUM;NOM
veiksmīgu	framgångsrika	veiksmīga	framgångsrika	ADJ;ACC;MASC;SG	ADJ;NOM;PL
veiksmīgu	framgångsrik	veiksmīga	framgångsrik	ADJ;ACC;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
veiksmīgu	lyckad	veiksmīga	lycka	ADJ;ACC;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
veiksmīgu	lyckat	veiksmīga	lyckad	ADJ;ACC;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
veiksmīgu	framgångsrikt	veiksmīga	framgångsrikt	ADJ;ACC;MASC;SG	N;NOM;INDF;NEUT;SG
england	england	england	england		PROPN;NOM
poznaņas	pozna	poznaņa	pomna	PROPN;NOM;FEM;SG	ADJ;NOM;SG
dievi	gudars	dievs	gud	N;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
vera	vera	vērt	vera	PROPN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
semjuels	samuel	semjuels	samuel	N;NOM;MASC;SG	PROPN;NOM
petrovs	petrov	petrovs	petrov	PROPN;NOM;MASC;SG	PROPN;NOM
pretinieks	fiender	pretinieks	fiende	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
pretinieks	motståndare	pretinieks	motståndare	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
tārtiņš	strandpipare	tārtiņš	strandpipare	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
dziļāk	djupare	dziļi	djup	ADV;CMPR	ADJ;NOM;CMPR
nodrošināta	säkrat	nodrošināt	säkra	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
nodrošināta	säkrade	nodrošināt	säkra	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
nodrošināta	säkrad	nodrošināt	säkrad	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
nodrošināta	säkerställd	nodrošināt	säkerställd	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
augšpus	uppströms	augšpus	uppströma	ADV	N;NOM;INDF;NEUT;SG
liktenis	destiny	liktenis	destiny	N;NOM;MASC;SG	PROPN;NOM
vdk	kgb	vdk	kgb	PROPN	PROPN;NOM
drīzumā	snart	drīzums	snart	N;ESS;MASC;SG	ADV
drīzumā	förestående	drīzums	förestående	N;ESS;MASC;SG	ADJ;NOM;PRS;V.PTCP
drīzumā	kommande	drīzums	kommande	N;ESS;MASC;SG	ADJ;NOM;PRS;V.PTCP
sēklu	seed	sēkla	seed	N;ACC;MASC;SG	N;NOM;INDF;NEUT;SG
sēklu	frö	sēkla	frö	N;ACC;MASC;SG	N;NOM;INDF;NEUT;SG
sēklu	utsäde	sēkla	utsäde	N;ACC;MASC;SG	N;NOM;INDF;NEUT;SG
sietlas	seattle	sietla	seattle	PROPN;NOM;FEM;PL	PROPN;NOM
smiltis	sand	smilts	sand	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
pievienoti	tillagda	pievienot	tillagd	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
pievienoti	tillagt	pievienot	tillägga	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
pievienoti	tillagd	pievienot	tillagd	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	N;NOM;INDF;MASC+FEM;SG
pievienoti	tillsatt	pievienot	tillsatt	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
pievienoti	bifogas	pievienot	bifoga	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;IND;PRS;FIN;PASS
pievienoti	bifogade	pievienot	bifoga	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
pievienoti	innesluten	pievienot	inneslut	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
pievienoti	slutna	pievienot	sluten	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
pievienoti	inneslutna	pievienot	innesluta	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
pievienoti	bifogade	pievienot	bifoga	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
tuvo	förbipasserande	tuvot	förbipassera	ADJ;ACC;MASC;SG	ADJ;NOM;PRS;V.PTCP
tuvo	passerar	tuvot	passera	ADJ;ACC;MASC;SG	V;IND;PRS;FIN;ACT
tumša	mörka	tumša	mörka	ADJ;NOM;FEM;SG	ADJ;NOM;PL
liepu	linden	liepa	lind	N;ACC;FEM;SG	PROPN;NOM
dzejā	vers	dzeja	vers	N;ESS;FEM;SG	N;NOM;INDF;MASC+FEM;SG
dzejā	versen	dzeja	vers	N;ESS;FEM;SG	N;NOM;DEF;MASC+FEM;SG
iesaistās	engagera	iesaistīties	engagera	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;IMP;FIN;ACT
iesaistās	engagerande	iesaistīties	engagerande	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	ADJ;NOM;PRS;V.PTCP
papua	papua	papust	papua		PROPN;NOM
varoņi	heroes	varonis	heroes	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
hip	höft	hipēt	höfa		N;NOM;INDF;MASC+FEM;SG
hip	hipp	hipēt	hipp		N;NOM;INDF;MASC+FEM;SG
hip	höften	hipēt	höft		N;NOM;DEF;MASC+FEM;SG
formatdate	formatdate	formatdate	formatdate	N;NOM;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
gēnu	gene	gēns	gene	N;ACC;MASC;SG	PROPN;NOM
gēnu	gen	gēns	gen	N;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
gēnu	genen	gēns	gen	N;ACC;MASC;SG	N;NOM;DEF;MASC+FEM;SG
romeo	romeo	romeo	rom		PROPN;NOM
zobenu	svärd	zobens	svärd	N;ACC;MASC;SG	N;NOM;INDF;NEUT;SG
departamentā	departement	departaments	departement	N;ESS;MASC;SG	N;NOM;INDF;NEUT;PL
departamentā	department	departaments	department	N;ESS;MASC;SG	N;NOM;INDF;MASC+FEM;SG
departamentā	avdelning	departaments	avdelning	N;ESS;MASC;SG	N;NOM;INDF;MASC+FEM;SG
departamentā	avdelningen	departaments	avdelning	N;ESS;MASC;SG	N;NOM;DEF;MASC+FEM;SG
departamentā	departementet	departaments	departement	N;ESS;MASC;SG	N;NOM;DEF;NEUT;SG
amatniecības	farkost	amatniecība	farkost	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
amatniecības	craft	amatniecība	craft	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
amatniecības	hantverk	amatniecība	hantverk	N;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
amatniecības	hantverk	amatniecība	hantverk	N;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
euro	euron	euro	euron		PROPN;NOM
euro	euro	euro	euro		N;NOM;INDF;NEUT;SG
uzņemti	inskrivna	uzņemt	inskriva	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
uzņemti	inskriven	uzņemt	inskriva	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
atļauj	tillåta	atļaut	tillåta	V;FH;IND;3;POS;PRS;FIN;ACT	V;IMP;FIN;ACT
atļauj	tillåt	atļaut	tillåt	V;FH;IND;3;POS;PRS;FIN;ACT	V;IMP;FIN;ACT
ericsson	ericsson	ericsson	ericsson	N	PROPN;NOM
atsauca	återkallade	atsaukt	återkalla	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
smags	heavy	smags	heavy	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
smags	tunga	smags	tung	ADJ;NOM;MASC;SG	ADJ;NOM;PL
smags	allvarliga	smags	allvarlig	ADJ;NOM;MASC;SG	ADJ;NOM;PL
artis	artis	arts	artis	PROPN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
migla	mist	migla	mist	N;NOM;FEM;SG	V;IMP;FIN;ACT
krava	ladda	krava	ladda	N;NOM;FEM;SG	V;IMP;FIN;ACT
iekšzemē	inlandet	iekšzeme	inland	N;ESS;FEM;SG	N;NOM;DEF;NEUT;SG
iekšzemē	inhemskt	iekšzeme	inhemsk	N;ESS;FEM;SG	ADJ;NOM;INDF;NEUT;SG
sēž	sittande	sēdēt	sitta	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;NOM;PRS;V.PTCP
ieguldījums	investeringar	ieguldījums	investering	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
