que	che	que	che	PRO	DET
noutra	another	noutra	another	N	
noutra	potrebbe	noutra	potere	N	V;COND;SG;3;PRS;FIN
noutra	potrebbero	noutra	potere	N	V;COND;PL;3;PRS;FIN
noutra	pensare	noutra	pensare	N	V;NFIN
noutra	pensa	noutra	pensare	N	V;IND;SG;2;PRS;FIN
noutra	pensi	noutra	pensare	N	V;IND;SG;2;PRS;FIN
noutra	pensate	noutra	pensare	N	V;IND;PL;2;PRS;FIN
noutra	altrove	noutra	altrove	N	ADV
noutra	qualcuno	noutra	qualcuno	N	PRO;MASC;SG
posibilidades	migliore	posibilidade	migliore	N	ADJ;CMPR;SG
posibilidades	meglio	posibilidade	meglio	N	ADV
tiro	sparato	tiro	sparare	N	V;MASC;SG;PST;V.PTCP
tiro	anteriore	tiro	anteriore	N	ADJ;SG
tiro	frontale	tiro	frontale	N	ADJ;SG
nación	per	nación	per	N	ADP
paro	disoccupato	paro	disoccupato	N	ADJ;MASC;SG
paro	disoccupata	paro	disoccupato	N	ADJ;FEM;SG
paro	tieni	paro	tenere	N	V;IMP;SG;2;PRS;FIN
paro	mantieni	paro	mantenere	N	V;IMP;SG;2;PRS;FIN
paro	tenere	paro	tenere	N	V;NFIN
paro	fermo	paro	fermo	N	ADJ;MASC;SG
paro	ferma	paro	fermare	N	V;IND;SG;3;PRS;FIN
paro	hanno	paro	avere	N	V;IND;PL;3;PRS;FIN
paro	avere	paro	avere	N	V;NFIN
charlie	charlie	charlie	charlia	PROPN	N
charlie	know	charlie	know	PROPN	N
charlie	charley	charlie	charley	PROPN	N;MASC
china	cinese	china	cinese	N	ADJ;SG
gravidade	il	gravidade	il	N	DET;DEF;MASC;SG
gravidade	la	gravidade	il	N	DET;DEF;FEM;SG
produto	che	produto	che	N	DET
probable	sono	probable	essere	ADJ	V;IND;PL;3;PRS;FIN
probable	probabilmente	probable	probabilmente	ADJ	ADV
reacción	reagire	reacción	reagire	N	V;NFIN
corredor	giù	corredor	giù	N	ADJ;MASC;SG
corredor	il	corredor	il	N	DET;DEF;MASC;SG
corredor	la	corredor	il	N	DET;DEF;FEM;SG
chamo	chiamare	chamo	chiamare	ADV	V;NFIN
chamo	call	chamo	call	ADV	N
chamo	chiama	chamo	chiamare	ADV	V;IND;SG;3;PRS;FIN
chamo	chiamate	chamo	chiamata	ADV	N;FEM;PL
chamo	chiamata	chamo	chiamare	ADV	V;FEM;SG;PST;V.PTCP
chamo	denominazione	chamo	denominazione	ADV	N;FEM;SG
chamo	nome	chamo	nome	ADV	N;MASC;SG
chamo	telefono	chamo	telefono	ADV	N;MASC;SG
dalgún	ordina	dalgún	ordinare	PROPN	V;IND;SG;3;PRS;FIN
dalgún	alcune	dalgún	alcuno	PROPN	DET;FEM;PL
dalgún	some	dalgún	some	PROPN	
dalgún	alcuni	dalgún	alcuno	PROPN	PRO;MASC;PL
sorriso	sorridere	sorriso	sorridere	N	V;NFIN
sorriso	sorridi	sorriso	sorridio	N	V;IMP;SG;2;PRS;FIN
segundos	seconda	segundo	secondo	N	ADJ;FEM;SG
segundos	secondo	segundo	secondo	N	ADJ;MASC;SG
ferida	ferito	ferida	ferire	N	V;MASC;SG;PST;V.PTCP
ferida	ferito	ferida	ferire	N	V;MASC;SG;PST;V.PTCP
curioso	curiosità	curioso	curiosità	ADJ	N;FEM
curioso	dispari	curioso	disparire	ADJ	N
curioso	strange	curioso	strange	ADJ	N
xaponeses	giapponese	xaponés	giapponese	N	ADJ;SG
sopa	qualsiasi	sopa	qualsiasi	N	DET;SG
sopa	qualunque	sopa	qualunque	N	DET;SG
destrución	distruggendo	destrución	distruggere	N	V;V.MSDR
destrución	distruggere	destrución	distruggere	N	V;NFIN
destrución	distruggete	destrución	distruggere	N	V;IND;PL;2;PRS;FIN
destrución	distruggere	destrución	distruggere	N	V;NFIN
destrución	distruggi	destrución	distruggere	N	V;IMP;SG;2;PRS;FIN
construción	costruire	construción	costruire	N	V;NFIN
construción	costruite	construción	costruire	N	V;FEM;PL;PST;V.PTCP
construción	costruito	construción	costruire	N	V;MASC;SG;PST;V.PTCP
construción	costruita	construción	costruire	N	V;FEM;SG;PST;V.PTCP
construción	costruiti	construción	costruire	N	V;MASC;PL;PST;V.PTCP
ocasión	una	ocasión	uno	N	DET;INDF;FEM;SG
ocasión	uno	ocasión	uno	N	PRO;MASC;SG
ocasión	ever	ocasión	evere	N	
ocasión	possibili	ocasión	possibile	N	ADJ;PL
ocasión	possibile	ocasión	possibile	N	ADJ;SG
“	ave	“	ave		N;SG
“	grandine	“	grandine		N;FEM;SG
preparados	pronto	preparar	pronto	N	ADJ;MASC;SG
preparados	pronte	preparar	pronto	N	ADJ;FEM;PL
preparados	pronta	preparar	pronto	N	ADJ;FEM;SG
preparados	pronti	preparar	pronto	N	ADJ;MASC;PL
preparados	preparati	preparar	preparare	N	ADJ;MASC;PL
preparados	preparato	preparar	preparare	N	V;MASC;SG;PST;V.PTCP
preparados	preparata	preparar	preparare	N	V;FEM;SG;PST;V.PTCP
preparados	preparate	preparar	preparare	N	V;PL;PST;FIN
preparados	per	preparar	per	N	ADP
venda	per	venda	per	N	ADP
venda	alcune	venda	alcuno	N	DET;FEM;PL
venda	some	venda	some	N	
venda	alcuni	venda	alcuno	N	PRO;MASC;PL
venda	vendere	venda	vendere	N	V;NFIN
venda	vendi	venda	vendere	N	V;IMP;SG;2;PRS;FIN
venda	vendo	venda	vendere	N	V;IND;SG;1;PRS;FIN
venda	vendere	venda	vendere	N	V;NFIN
follas	sono	folla	essere	N	V;IND;PL;3;PRS;FIN
dono	propria	dono	proprio	N	DET;FEM;SG
dono	il	dono	il	N	DET;DEF;MASC;SG
dono	la	dono	il	N	DET;DEF;FEM;SG
direi	will	dir	will	V	
direi	testamento	dir	testamento	V	N;MASC;SG
direi	volontà	dir	volontà	V	N;FEM
basta	solo	bastar	solo	V	ADV
basta	just	bastar	just	V	
basta	cut	bastar	cut	V	N
basta	taglia	bastar	taglia	V	N;FEM;SG
basta	taglio	bastar	taglio	V	N;MASC;SG
basta	fuori	bastar	fuori	V	ADV
basta	out	bastar	out	V	N;MASC
basta	stop	bastar	stop	V	N;MASC
basta	fermo	bastar	fermo	V	ADJ;MASC;SG
basta	down	bastar	down	V	N
basta	giù	bastar	giù	V	ADJ;MASC;SG
basta	abbastanza	bastar	abbastanza	V	ADV
pura	puri	puro	pure	N	ADJ;MASC;PL
pura	puro	puro	puro	N	ADJ;MASC;SG
pura	pura	puro	puro	N	ADJ;FEM;SG
pura	pure	puro	pure	N	ADV
pura	solo	puro	solo	N	ADV
pura	just	puro	just	N	
dando	intorno	dar	intorno	V	ADV
dando	attorno	dar	attorno	V	ADV
dando	around	dar	around	V	N
dando	tondo	dar	tondo	V	ADJ;MASC;SG
dando	rotondo	dar	rotondo	V	ADJ;MASC;SG
dando	round	dar	round	V	N;MASC
dando	te	dar	te	V	PRO;SG;2
dando	tu	dar	tu	V	PRO;SG;2
dando	voi	dar	voi	V	PRO;PL;2
dando	loro	dar	loro	V	PRO;PL;3
dando	adatta	dar	adattare	V	ADJ;FEM;SG
dando	fit	dar	fit	V	N
darche	te	darche	te	V	PRO;SG;2
darche	tu	darche	tu	V	PRO;SG;2
darche	voi	darche	voi	V	PRO;PL;2
darche	hold	darche	hold	V	N
darche	dovrebbe	darche	dovere	V	V;COND;SG;3;PRS;FIN
darche	dovrebbero	darche	dovere	V	V;COND;PL;3;PRS;FIN
darche	solo	darche	solo	V	ADV
darche	just	darche	just	V	
peter	pietro	peter	pietro	V	N;MASC;SG
peter	piero	peter	piero	V	N;MASC;SG
chego	ever	chego	evere	V	
chego	ritardo	chego	ritardo	V	N;MASC;SG
chego	late	chego	lato	V	N
chego	tardo	chego	tardo	V	ADJ;MASC;SG
chego	tardi	chego	tardi	V	ADV
chego	possono	chego	potere	V	V;IND;PL;3;PRS;FIN
chego	can	chego	can	V	
chego	può	chego	potere	V	V;IND;SG;3;PRS;FIN
chego	lì	chego	lì	V	ADV
chego	là	chego	là	V	ADV
facerlle	lui	facerllar	lui	N	PRO;MASC;SG;3
facerlle	possono	facerllar	potere	N	V;IND;PL;3;PRS;FIN
facerlle	can	facerllar	can	N	
facerlle	può	facerllar	potere	N	V;IND;SG;3;PRS;FIN
facerlle	her	facerllar	her	N	ADJ;SG
facerlle	solo	facerllar	solo	N	ADV
facerlle	just	facerllar	just	N	
facerlle	chiedi	facerllar	chiedere	N	V;IMP;SG;2;PRS;FIN
facerlle	chiedere	facerllar	chiedere	N	V;NFIN
facerlle	chiedete	facerllar	chiedere	N	V;IND;PL;2;PRS;FIN
viñen	qui	vir	qui	V	ADV
viñen	here	vir	vero	V	
levalo	indossate	levalo	indossare	N	V;FEM;PL;PST;V.PTCP
levalo	indossare	levalo	indossare	N	V;NFIN
levalo	indossa	levalo	indossare	N	V;IND;SG;3;PRS;FIN
levalo	prendi	levalo	prendere	N	V;IMP;SG;2;PRS;FIN
levalo	prendere	levalo	prendere	N	V;NFIN
levalo	prendete	levalo	prendere	N	V;IND;PL;2;PRS;FIN
levalo	lui	levalo	lui	N	PRO;MASC;SG;3
levalo	inviate	levalo	inviare	N	V;FEM;PL;PST;V.PTCP
levalo	invia	levalo	invia	N	V;IMP;SG;2;PRS;FIN
levalo	inviare	levalo	inviare	N	V;NFIN
vives	te	vivir	te	V	PRO;SG;2
vives	tu	vivir	tu	V	PRO;SG;2
vives	voi	vivir	voi	V	PRO;PL;2
vives	vivi	vivir	vivo	V	ADJ;MASC;PL
vives	live	vivir	live	V	N;MASC
vives	living	vivir	living	V	N
vives	vivente	vivir	vivente	V	ADJ;SG
vives	solo	vivir	solo	V	ADV
vives	just	vivir	just	V	
sigo	still	sigo	still	V	
sigo	ancora	sigo	ancora	V	ADV
sigo	don	sigo	don	V	N;MASC;SG
crin	pensavi	crin	pensare	PRO	V;IND;SG;2;PRS;FIN
crin	pensato	crin	pensare	PRO	V;MASC;SG;PST;V.PTCP
crin	pensiero	crin	pensiero	PRO	N;MASC;SG
crin	credete	crin	credere	PRO	V;IND;PL;2;PRS;FIN
crin	credere	crin	credere	PRO	V;NFIN
crin	pensare	crin	pensare	PRO	V;NFIN
crin	pensa	crin	pensare	PRO	V;IND;SG;2;PRS;FIN
crin	think	crin	think	PRO	N
crin	pensi	crin	pensare	PRO	V;IND;SG;2;PRS;FIN
crin	pensate	crin	pensare	PRO	V;IND;PL;2;PRS;FIN
crin	creduto	crin	credere	PRO	V;MASC;SG;PST;V.PTCP
crin	credette	crin	credere	PRO	V;IND;SG;3;PST;FIN
crin	credeva	crin	credere	PRO	V;IND;SG;3;IPFV;FIN
séculos	hanno	século	avere	N	V;IND;PL;3;PRS;FIN
séculos	avere	século	avere	N	V;NFIN
séculos	per	século	per	N	ADP
pechar	chiusura	pechar	chiusura	V	N;FEM;SG
pechar	lock	pechar	lock	V	N
pechar	lucchetto	pechar	lucchetto	V	N;MASC;SG
pechar	serratura	pechar	serratura	V	N;FEM;SG
pechar	che	pechar	che	V	DET
volverá	will	volver	will	V	
volverá	testamento	volver	testamento	V	N;MASC;SG
volverá	volontà	volver	volontà	V	N;FEM
volverá	schiena	volver	schiena	V	N;FEM;SG
volverá	ritorno	volver	ritorno	V	N;MASC;SG
volverá	back	volver	back	V	N
volverá	indietro	volver	indietro	V	ADV
volverá	again	volver	again	V	
volverá	ancora	volver	ancora	V	ADV
volverá	won	volver	won	V	N;SG
volverá	mai	volver	mai	V	ADV
volverá	never	volver	never	V	
leo	leggere	lear	leggere	PROPN	V;NFIN
leo	leggete	lear	leggere	PROPN	V;IMP;PL;2;PRS;FIN
leo	leggo	lear	leggo	PROPN	V;IND;SG;1;PRS;FIN
leo	leggi	lear	legge	PROPN	N;FEM;PL
leo	leone	lear	leone	PROPN	N;MASC;SG
leo	leo	lear	leo	PROPN	N;SG
ferido	ferito	ferido	ferire	N	V;MASC;SG;PST;V.PTCP
ferido	ferito	ferido	ferire	N	V;MASC;SG;PST;V.PTCP
ferido	era	ferido	essere	N	V;IND;SG;3;IPFV;FIN
ferido	fu	ferido	essere	N	V;IND;SG;3;PST;FIN
ferido	ferito	ferido	ferire	N	V;MASC;SG;PST;V.PTCP
ferido	seriamente	ferido	seriamente	N	ADV
amizade	con	amizade	con	N	ADP
voulle	andando	voulle	andare	PROPN	V;V.MSDR
pete	pete	pete	petere	PROPN	N;SG
pete	pietro	pete	pietro	PROPN	N;MASC;SG
pete	vuoi	pete	volere	PROPN	V;IMP;SG;2;PRS;FIN
pete	volere	pete	volere	PROPN	V;NFIN
pete	come	pete	come	PROPN	ADV
pete	like	pete	like	PROPN	
berrar	come	berrar	come	V	ADV
berrar	like	berrar	like	V	
berrar	urlo	berrar	urlo	V	N;MASC;SG
berrar	grido	berrar	grido	V	N;MASC;SG
berrar	scream	berrar	scream	V	N;MASC
fred	fred	fred	fred	PROPN	N;SG
fred	know	fred	know	PROPN	N
sube	goes	subar	goes	V	N
sube	arrampicarsi	subar	arrampicare	V	ADJ;MASC;PL
sube	luppolo	subar	luppolo	V	N;MASC;SG
sube	hop	subar	hop	V	N;MASC
patterson	patterson	patterson	patterson	PROPN	N;MASC;SG
barrett	barrett	barrett	barrett	PROPN	N;MASC;SG
amsatu	si	amsatu	si	PROPN	PRO;3
amsatu	sì	amsatu	sì	PROPN	INTJ;POS
amsatu	purificata	amsatu	purificare	PROPN	V;FEM;SG;PST;V.PTCP
amsatu	purificato	amsatu	purificato	PROPN	ADJ;MASC;SG
djinns	fata	dainn	fare	PROPN	N;FEM;SG
djinns	fatina	dainn	fatina	PROPN	N;FEM;SG
rusia	russia	rusia	russia	PROPN	N;FEM;SG
verdadeiramente	augurio	verdadeiramente	augurio	ADV	N;MASC;SG
verdadeiramente	desiderio	verdadeiramente	desiderio	ADV	N;MASC;SG
verdadeiramente	desideri	verdadeiramente	desiderio	ADV	V;IND;SG;2;PRS;FIN
tomamos	make	tomar	make	V	N
tomamos	caffé	tomar	caffè	V	N;MASC
tomamos	caffè	tomar	caffè	V	N;MASC
tomamos	caffe	tomar	caffa	V	N;MASC
aberta	aprite	aberto	aprita	ADJ	V;IND;PL;2;PRS;FIN
aberta	apri	aberto	aprire	ADJ	V;IMP;SG;2;PRS;FIN
aberta	aprire	aberto	aprire	ADJ	V;NFIN
aberta	open	aberto	open	ADJ	N;MASC
conseguimos	got	conseguir	got	V	
conseguimos	uso	conseguir	uso	V	N;MASC;SG
conseguimos	utilizzo	conseguir	utilizzo	V	N;MASC;SG
conseguimos	usi	conseguir	uso	V	N;MASC;PL
axeitado	destro	axeitado	destro	ADJ	N;MASC;SG
axeitado	right	axeitado	right	ADJ	
axeitado	destra	axeitado	destra	ADJ	N;FEM;SG
axeitado	solo	axeitado	solo	ADJ	ADV
axeitado	only	axeitado	only	ADJ	
axeitado	soltanto	axeitado	soltanto	ADJ	ADV
axeitado	il	axeitado	il	ADJ	DET;DEF;MASC;SG
axeitado	la	axeitado	il	ADJ	DET;DEF;FEM;SG
comprendo	che	comprer	che	V	DET
visitar	visita	visitar	visita	V	N;FEM;SG
sós	alone	só	alone	PROPN	N;MASC
sós	propria	só	proprio	PROPN	DET;FEM;SG
sós	te	só	te	PROPN	PRO;SG;2
sós	tu	só	tu	PROPN	PRO;SG;2
sós	voi	só	voi	PROPN	PRO;PL;2
sós	lasciare	só	lasciare	PROPN	V;NFIN
sós	lascia	só	lasciare	PROPN	V;IND;SG;2;PRS;FIN
sós	lasciate	só	lasciare	PROPN	V;IMP;PL;2;PRS;FIN
guapo	lui	guapo	lui	N	PRO;MASC;SG;3
guapo	migliore	guapo	migliore	N	ADJ;CMPR;SG
guapo	meglio	guapo	meglio	N	ADV
guapo	belli	guapo	bello	N	ADJ;MASC;PL
guapo	bella	guapo	bello	N	ADJ;FEM;SG
guapo	bellissima	guapo	bello	N	ADJ;AB;FEM;SG
guapo	bellissime	guapo	bello	N	ADJ;AB;FEM;PL
guapo	bellissimi	guapo	bello	N	ADJ;AB;MASC;PL
guapo	bellissimo	guapo	bello	N	ADJ;AB;MASC;SG
guapo	carina	guapo	carina	N	ADJ;FEM;SG
guapo	bella	guapo	bello	N	ADJ;FEM;SG
guapo	guardando	guapo	guardare	N	V;V.MSDR
esperaba	era	esperar	essere	V	V;IND;SG;3;IPFV;FIN
esperaba	fu	esperar	essere	V	V;IND;SG;3;PST;FIN
esperaba	attese	esperar	attesa	V	N;FEM;PL
esperaba	attesa	esperar	attesa	V	N;FEM;SG
esperaba	sperato	esperar	sperare	V	ADJ;MASC;SG
esperaba	attesa	esperar	attesa	V	N;FEM;SG
esperaba	pensiero	esperar	pensiero	V	N;MASC;SG
crecemento	crescente	crecemento	crescente	N	ADJ;SG
facían	loro	facer	loro	V	PRO;PL;3
facían	erano	facer	essere	V	V;IND;PL;3;IPFV;FIN
facían	made	facer	made	V	N
facían	necessari	facer	necessario	V	ADJ;MASC;PL
facían	necessario	facer	necessario	V	ADJ;MASC;SG
facían	necessaria	facer	necessario	V	ADJ;FEM;SG
xudeu	ebraica	xudar	ebraico	N	ADJ;FEM;SG
xudeu	ebraico	xudar	ebraico	N	ADJ;MASC;SG
cinta	magnetico	cintar	magnetico	N	ADJ;MASC;SG
cinta	magnetica	cintar	magnetico	N	ADJ;FEM;SG
cinta	magnetiche	cintar	magnetico	N	ADJ;FEM;PL
rapidamente	veloce	rapidamente	veloce	ADV	ADJ;SG
rapidamente	chiamando	rapidamente	chiamare	ADV	V;V.MSDR
rapidamente	quick	rapidamente	quick	ADV	N
rapidamente	veloci	rapidamente	veloce	ADV	ADJ;PL
rapidamente	rapido	rapidamente	rapido	ADV	ADJ;MASC;SG
rapidamente	veloce	rapidamente	veloce	ADV	ADJ;SG
rapidamente	spento	rapidamente	spento	ADV	ADJ;MASC;SG
rapidamente	off	rapidamente	off	ADV	ADJ;SG
rapidamente	spenta	rapidamente	spengere	ADV	V;FEM;SG;PST;V.PTCP
medidas	indietro	medida	indietro	N	ADV
orgulloso	fiera	orgulloso	fiera	ADJ	N;FEM;SG
orgulloso	molto	orgulloso	molto	ADJ	ADV
orgulloso	pride	orgulloso	prido	ADJ	N;MASC
orgulloso	orgoglio	orgulloso	orgoglio	ADJ	N;MASC;SG
orgulloso	superbia	orgulloso	superbia	ADJ	N;FEM;SG
po	il	po	il	N	DET;DEF;MASC;SG
po	la	po	il	N	DET;DEF;FEM;SG
ergue	naso	ergue	naso	V	N;MASC;SG
ergue	stand	ergue	stand	V	N;MASC
carlos	carlos	carlo	carlos	PROPN	N;MASC;SG
carlos	carlo	carlo	carlo	PROPN	N;MASC;SG
carlos	stuart	carlo	stuart	PROPN	N;MASC;SG
durme	dorme	durme	dormire	N	V;IND;SG;3;PRS;FIN
durme	addormentati	durme	addormentare	N	V;MASC;PL;PST;V.PTCP
durme	addormentato	durme	addormentare	N	ADJ;MASC;SG
durme	addormentata	durme	addormentare	N	V;FEM;SG;PST;V.PTCP
durme	dormi	durme	dormire	N	V;IMP;SG;2;PRS;FIN
durme	dormire	durme	dormire	N	V;NFIN
durme	adesso	durme	adesso	N	ADV
durme	ora	durme	ora	N	ADV
parvada	sciocca	parvada	scioccare	N	ADJ;FEM;SG
parvada	sciocco	parvada	sciocco	N	ADJ;MASC;SG
parvada	stupidi	parvada	stupido	N	ADJ;MASC;PL
parvada	stupida	parvada	stupido	N	ADJ;FEM;SG
parvada	stupido	parvada	stupido	N	ADJ;MASC;SG
criminal	criminal	criminal	criminal	ADJ	N
criminal	delitto	criminal	delitto	ADJ	N;MASC;SG
criminal	criminalità	criminal	criminalità	ADJ	N;FEM
criminal	crimine	criminal	crimine	ADJ	N;MASC;SG
criminal	crimini	criminal	crimine	ADJ	N;MASC;PL
criminal	reato	criminal	reato	ADJ	N;MASC;SG
gasolina	alcune	gasolina	alcuno	N	DET;FEM;PL
gasolina	some	gasolina	some	N	
gasolina	alcuni	gasolina	alcuno	N	PRO;MASC;PL
escribe	scrittura	escribir	scrittura	V	N;FEM;SG
escribe	te	escribir	te	V	PRO;SG;2
escribe	tu	escribir	tu	V	PRO;SG;2
escribe	voi	escribir	voi	V	PRO;PL;2
disparou	scatto	disparar	scatto	V	N;MASC;SG
disparou	shot	disparar	shot	V	N
disparou	tiro	disparar	tiro	V	N;MASC;SG
disparou	sparate	disparar	sparata	V	N;FEM;PL
disparou	il	disparar	il	V	DET;DEF;MASC;SG
disparou	la	disparar	il	V	DET;DEF;FEM;SG
disparou	colpi	disparar	colpo	V	N;MASC;PL
disparou	scatti	disparar	scatto	V	N;MASC;PL
disparou	shot	disparar	shot	V	N
disparou	tiri	disparar	tiro	V	N;MASC;PL
disparou	trigger	disparar	triggere	V	N;MASC
disparou	grilletto	disparar	grilletto	V	N;MASC;SG
cansa	stanchi	cansar	stanco	V	ADJ;MASC;PL
cansa	stanca	cansar	stancare	V	ADJ;FEM;SG
cansa	stanco	cansar	stanco	V	ADJ;MASC;SG
cansa	stanche	cansar	stanca	V	ADJ;FEM;PL
cansa	esausto	cansar	esausto	V	ADJ;MASC;SG
cansa	esausta	cansar	esaustare	V	ADJ;FEM;SG
cansa	malati	cansar	malato	V	N;MASC;PL
cansa	malata	cansar	malato	V	ADJ;FEM;SG
cansa	malato	cansar	malato	V	ADJ;MASC;SG
miga	piccolo	miga	piccolo	N	ADJ;MASC;SG
miga	piccola	miga	piccolo	N	ADJ;FEM;SG
miga	altro	miga	altro	N	PRO;MASC;SG
miga	più	miga	più	N	ADV
fumar	fumo	fumar	fumo	V	N;MASC;SG
fumar	fumi	fumar	fumo	V	N;MASC;PL
fumar	te	fumar	te	V	PRO;SG;2
fumar	tu	fumar	tu	V	PRO;SG;2
fumar	voi	fumar	voi	V	PRO;PL;2
fumar	fumo	fumar	fumo	V	N;MASC;SG
fumar	fumatori	fumar	fumatore	V	N;MASC;PL
ovellas	il	ovella	il	N	DET;DEF;MASC;SG
ovellas	la	ovella	il	N	DET;DEF;FEM;SG
ovellas	qualsiasi	ovella	qualsiasi	N	DET;SG
ovellas	qualunque	ovella	qualunque	N	DET;SG
cathy	cathy	cathy	cathy	PROPN	N;FEM;SG
cb	cindy	cb	cindy	PROPN	N;FEM;SG
stannis	stannis	stannis	stannis	PROPN	N;MASC;SG
dicían	said	dicir	said	V	
dicían	loro	dicir	loro	V	PRO;PL;3
dicían	erano	dicir	essere	V	V;IND;PL;3;IPFV;FIN
traballan	lavoro	traballar	lavoro	V	N;MASC;SG
traballan	lavori	traballar	lavoro	V	N;MASC;PL
traballan	loro	traballar	loro	V	PRO;PL;3
basicamente	carina	basicamente	carina	ADV	ADJ;FEM;SG
basicamente	bella	basicamente	bello	ADV	ADJ;FEM;SG
basicamente	pretty	basicamente	pretty	ADV	N
distintas	diversa	distinto	diverso	ADJ	DET;FEM;SG
distintas	diversi	distinto	diverso	ADJ	DET;MASC;PL
distintas	molte	distinto	molto	ADJ	DET;FEM;PL
distintas	tanti	distinto	tanto	ADJ	PRO;MASC;PL
distintas	molti	distinto	molto	ADJ	PRO;MASC;PL
vistes	te	verte	te	V	PRO;SG;2
vistes	tu	verte	tu	V	PRO;SG;2
vistes	voi	verte	voi	V	PRO;PL;2
vistes	lui	verte	lui	V	PRO;MASC;SG;3
vistes	saw	verte	essere	V	N;MASC;SG
vistes	sega	verte	sega	V	N;FEM;SG
peores	peggio	peor	peggio	ADJ	ADV
peores	peggio	peor	peggio	ADJ	ADV
peores	than	peor	than	ADJ	
peores	sono	peor	essere	ADJ	V;IND;PL;3;PRS;FIN
relacións	hanno	relación	avere	N	V;IND;PL;3;PRS;FIN
relacións	avere	relación	avere	N	V;NFIN
dicimos	call	dicir	call	V	N
dicimos	chiamate	dicir	chiamata	V	N;FEM;PL
posta	got	posta	got	N	
posta	indossando	posta	indossare	N	V;V.MSDR
posta	il	posta	il	N	DET;DEF;MASC;SG
posta	la	posta	il	N	DET;DEF;FEM;SG
poderemos	possono	poder	potere	V	V;IND;PL;3;PRS;FIN
poderemos	can	poder	can	V	
poderemos	può	poder	potere	V	V;IND;SG;3;PRS;FIN
poderemos	will	poder	will	V	
poderemos	testamento	poder	testamento	V	N;MASC;SG
poderemos	volontà	poder	volontà	V	N;FEM
guía	prenota	guía	prenota	N	V;IMP;SG;2;PRS;FIN
accións	il	acción	il	N	DET;DEF;MASC;SG
accións	la	acción	il	N	DET;DEF;FEM;SG
outono	cadere	outono	cadere	N	V;NFIN
outono	cadi	outono	cado	N	V;IND;SG;2;PRS;FIN
outono	caduta	outono	cadere	N	V;FEM;SG;PST;V.PTCP
outono	autunnale	outono	autunnale	N	ADJ;SG
loitando	combattimenti	loitar	combattimento	V	N;MASC;PL
loitando	per	loitar	per	V	ADP
profundo	deep	profundo	deep	ADJ	N
profundo	il	profundo	il	ADJ	DET;DEF;MASC;SG
profundo	la	profundo	il	ADJ	DET;DEF;FEM;SG
pensamentos	loro	pensamento	loro	N	PRO;PL;3
pensamentos	pensavi	pensamento	pensare	N	V;IND;SG;2;PRS;FIN
pensamentos	pensato	pensamento	pensare	N	V;MASC;SG;PST;V.PTCP
velocidade	veloci	velocidade	veloce	N	ADJ;PL
velocidade	veloce	velocidade	veloce	N	ADJ;SG
velocidade	rapido	velocidade	rapido	N	ADJ;MASC;SG
velocidade	alto	velocidade	alto	N	ADJ;MASC;SG
velocidade	alte	velocidade	alto	N	ADJ;FEM;PL
velocidade	alta	velocidade	alto	N	ADJ;FEM;SG
velocidade	elevata	velocidade	elevato	N	ADJ;FEM;SG
velocidade	elevato	velocidade	elevato	N	ADJ;MASC;SG
velocidade	come	velocidade	come	N	ADV
senten	sentimento	sentir	sentimento	V	N;MASC;SG
senten	sensazione	sentir	sensazione	V	N;FEM;SG
senten	feeling	sentir	feeling	V	N;MASC
senten	sit	sentir	sit	V	N
senten	down	sentir	down	V	N
senten	giù	sentir	giù	V	ADJ;MASC;SG
senten	e	sentir	e	V	CONJ
senten	loro	sentir	loro	V	PRO;PL;3
senten	tutti	sentir	tutto	V	PRO;MASC;PL
senten	senziente	sentir	senziente	V	ADJ;SG
participación	erano	participación	essere	N	V;IND;PL;3;IPFV;FIN
participación	il	participación	il	N	DET;DEF;MASC;SG
participación	la	participación	il	N	DET;DEF;FEM;SG
participación	this	participación	this	N	
participación	questo	participación	questo	N	DET;MASC;SG
participación	questa	participación	questo	N	DET;FEM;SG
discurso	il	discurso	il	N	DET;DEF;MASC;SG
discurso	la	discurso	il	N	DET;DEF;FEM;SG
dei	dato	dar	dare	PROPN	V;MASC;SG;PST;V.PTCP
dei	trasformato	dar	trasformare	PROPN	V;MASC;SG;PST;V.PTCP
caro	costosi	caro	costoso	N	ADJ;MASC;PL
caro	costose	caro	costoso	N	ADJ;FEM;PL
caro	costosa	caro	costoso	N	ADJ;FEM;SG
caro	costoso	caro	costoso	N	ADJ;MASC;SG
caro	too	caro	too	N	
caro	troppo	caro	troppo	N	ADV
caro	alto	caro	alto	N	ADJ;MASC;SG
caro	alte	caro	alto	N	ADJ;FEM;PL
caro	alta	caro	alto	N	ADJ;FEM;SG
caro	elevata	caro	elevato	N	ADJ;FEM;SG
caro	elevato	caro	elevato	N	ADJ;MASC;SG
conseguín	got	conseguir	got	V	
peto	loro	peto	loro	N	PRO;PL;3
peto	suo	peto	suo	N	DET;MASC;SG
peto	his	peto	his	N	
estivera	era	estar	essere	V	V;IND;SG;3;IPFV;FIN
estivera	fu	estar	essere	V	V;IND;SG;3;PST;FIN
estivera	qui	estar	qui	V	ADV
estivera	here	estar	vero	V	
estivera	erano	estar	essere	V	V;IND;PL;3;IPFV;FIN
puidera	potrebbe	poder	potere	V	V;COND;SG;3;PRS;FIN
puidera	potrebbero	poder	potere	V	V;COND;PL;3;PRS;FIN
puidera	potrebbe	poder	potere	V	V;COND;SG;3;PRS;FIN
