kategória	kategori	kategória	kategori	N;NOM;FEM;SG	PROPN;SG
ženské	betina	ženský	betina	ADJ;NOM;NEUT;SG	N;SG
ženské	perempuan	ženský	perempuan	ADJ;NOM;NEUT;SG	N;SG
iná	beda	iný	beda	DET;NOM;FEM;SG	ADJ;SG
iná	berbeda	iný	berbeda	DET;NOM;FEM;SG	V;SG;ACT
iná	lain	iný	lain	DET;NOM;FEM;SG	ADJ;SG
iná	lainnya	iný	lainnya	DET;NOM;FEM;SG	N
obvody	sirkuit	obvod	sirkuit	N;INAN;NOM;MASC;PL	N;SG
obvody	distrik	obvod	distrik	N;INAN;NOM;MASC;PL	N;SG
bay	teluk	bay	teluk	PROPN;ANIM;NOM;MASC;SG	N;SG
bay	bay	bay	bay	PROPN;ANIM;NOM;MASC;SG	PROPN
antonio	antonio	antonio	antonio	PROPN;ANIM;NOM;MASC;SG	PROPN
jones	jones	jones	jones	PROPN;ANIM;NOM;MASC;SG	PROPN
zvýšenie	naikkan	zvýšenie	naikkan	N;NOM;NEUT;SG	V;SG;ACT
zvýšenie	tingkatkan	zvýšenie	tingkatkan	N;NOM;NEUT;SG	V;SG;ACT
zvýšenie	meningkat	zvýšenie	mentingkat	N;NOM;NEUT;SG	V;SG;ACT
zvýšenie	meningkatkan	zvýšenie	mentingkatkan	N;NOM;NEUT;SG	V;SG;ACT
zvýšenie	meningkat	zvýšenie	mentingkat	N;NOM;NEUT;SG	V;SG;ACT
nikolaj	nikolai	nikolaj	nikolai	PROPN;ANIM;NOM;MASC;SG	PROPN
nikolaj	nicolai	nikolaj	nicolai	PROPN;ANIM;NOM;MASC;SG	PROPN
orgány	otoritas	orgán	otoritas	N;INAN;NOM;MASC;PL	N;SG
orgány	berwenang	orgán	berwenang	N;INAN;NOM;MASC;PL	V;SG;ACT
orgány	organ	orgán	organ	N;INAN;NOM;MASC;PL	N;SG
orgány	badan	orgán	badan	N;INAN;NOM;MASC;PL	N;SG
orgány	jenazah	orgán	jenazah	N;INAN;NOM;MASC;PL	N;SG
orgány	tubuh	orgán	tubuh	N;INAN;NOM;MASC;PL	N;SG
riadenie	management	riadenie	management	N;NOM;NEUT;SG	PROPN
sèvres	sèvres	sèvres	sèvres	N;ANIM;NOM;MASC;SG	PROPN
formát	format	formát	format	N;INAN;NOM;MASC;SG	PROPN;SG
siedmich	seven	sedem	seven	NUM;GEN;MASC;PL	PROPN
vytvorená	tercipta	vytvorený	tercipta	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;SG;PASS
vytvorená	dibuat	vytvorený	dibuat	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;SG;PASS
tower	tower	tower	tower	PROPN;ANIM;NOM;MASC;SG	N
tower	menara	tower	menara	PROPN;ANIM;NOM;MASC;SG	N;SG
kritériá	kriteria	kritérium	kriteria	N;NOM;NEUT;PL	N;SG
symboly	simbol	symbol	simbol	N;INAN;NOM;MASC;PL	N;SG
diaľnice	highway	diaľnica	highway	N;NOM;FEM;PL	PROPN
vedci	ilmuwan	vedci	ilmuwan	N;ANIM;NOM;MASC;PL	N;MASC;SG
kráľovské	royal	kráľovský	royal	ADJ;NOM;NEUT;SG	PROPN
švédska	swedia	švédsky	swedia	PROPN;NOM;FEM;SG	PROPN;SG
švédska	swedia	švédsky	swedia	PROPN;NOM;FEM;SG	PROPN;SG
južný	southern	južný	southern	ADJ;ANIM;NOM;MASC;SG	PROPN
južný	selatan	južný	selatan	ADJ;ANIM;NOM;MASC;SG	N;SG
južný	selatan	južný	selatan	ADJ;ANIM;NOM;MASC;SG	N;SG
južný	south	južný	south	ADJ;ANIM;NOM;MASC;SG	PROPN
andrew	andreas	andrew	andreas	PROPN;ANIM;NOM;MASC;SG	PROPN
andrew	andrew	andrew	andrew	PROPN;ANIM;NOM;MASC;SG	PROPN
hlava	head	hlava	head	N;NOM;FEM;SG	PROPN
carlos	carlos	carlos	carlos	PROPN;ANIM;NOM;MASC;SG	PROPN
gabriel	gabriel	gabrieť	gabriel	N;ANIM;NOM;MASC;SG	PROPN
gabriel	jibril	gabrieť	jibril	N;ANIM;NOM;MASC;SG	PROPN
súčasné	current	súčasný	current	ADJ;NOM;NEUT;SG	PROPN
súčasné	arus	súčasný	arus	ADJ;NOM;NEUT;SG	N;SG
súčasné	skrg	súčasný	skrg	ADJ;NOM;NEUT;SG	PROPN
súčasné	serentak	súčasný	serentak	ADJ;NOM;NEUT;SG	
súčasné	simultan	súčasný	simultan	ADJ;NOM;NEUT;SG	N;SG
súčasné	kontemporer	súčasný	kontemporer	ADJ;NOM;NEUT;SG	N
rusi	rusia	rus	rusia	N;ANIM;NOM;MASC;PL	PROPN
prístav	harbor	prístava	harbor	N;INAN;NOM;MASC;SG	PROPN
prístav	port	prístava	port	N;INAN;NOM;MASC;SG	PROPN
prístav	harbour	prístava	harbour	N;INAN;NOM;MASC;SG	PROPN
volieb	pemilu	volieb	pemilu	N;GEN;FEM;PL	N;SG
volieb	pemilu	volieb	pemilu	N;GEN;FEM;PL	N;SG
letné	summer	letný	summer	ADJ;NOM;NEUT;SG	PROPN
svätých	santo	svätý	santo	N;ANIM;GEN;MASC;PL	PROPN
svätých	saints	svätý	saints	N;ANIM;GEN;MASC;PL	PROPN
dvor	yard	dvor	yard	N;INAN;NOM;MASC;SG	PROPN
dvor	court	dvor	court	N;INAN;NOM;MASC;SG	PROPN
ponožky	sock	ponožky	sock	N;NOM;FEM;PL	PROPN
ponožky	socks	ponožky	socks	N;NOM;FEM;PL	PROPN
ponožky	mukena	ponožky	mukena	N;NOM;FEM;PL	N;SG
mladší	younger	mladý	younger	ADJ;ANIM;NOM;CMPR;MASC;SG	PROPN
mladší	muda	mladý	muda	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;SG
rio	rio	rio	rio	PROPN;ANIM;NOM;MASC;SG	PROPN
citroën	citroën	citroën	citroën	N;INAN;NOM;MASC;SG	PROPN
aveyron	aveyron	aveyron	aveyron	PROPN;NOM;FEM;SG	PROPN
india	india	india	india	N;ANIM;NOM;MASC;SG	PROPN
mužský	jantan	mužský	jantan	ADJ;ANIM;NOM;MASC;SG	N;SG
mužský	male	mužský	male	ADJ;ANIM;NOM;MASC;SG	PROPN
mužský	maskulin	mužský	maskulin	ADJ;ANIM;NOM;MASC;SG	N
michel	michel	michel	michel	PROPN;ANIM;NOM;MASC;SG	PROPN
alsasko	alsace	alsasko	alsace	ADV	PROPN
diskusie	diskusi	diskusie	diskusi	N;NOM;FEM;PL	N;SG
diskusie	diskusi	diskusie	diskusi	N;NOM;FEM;PL	N;SG
diskusie	perdebatan	diskusie	perdebatan	N;NOM;FEM;PL	N;SG
diskusie	debat	diskusie	debat	N;NOM;FEM;PL	N;SG
vladimir	vladimir	vladimir	vladimir	PROPN;ANIM;NOM;MASC;SG	PROPN
prichádza	comes	prichádzať	comes	V;IPFV;IND;SG;3;POS;PRS;FIN	PROPN
prichádza	coming	prichádzať	coming	V;IPFV;IND;SG;3;POS;PRS;FIN	PROPN
koná	akting	kono	akting	V;IPFV;IND;SG;3;POS;PRS;FIN	N;SG
koná	aktingnya	kono	akting	V;IPFV;IND;SG;3;POS;PRS;FIN	N;SG
koná	act	kono	act	V;IPFV;IND;SG;3;POS;PRS;FIN	PROPN
tabuľa	pane	tabuľa	pane	N;NOM;FEM;SG	PROPN
historická	bersejarah	historický	bersejarah	ADJ;NOM;FEM;SG	N;SG;ACT
historická	historis	historický	historis	ADJ;NOM;FEM;SG	N
historická	bersejarah	historický	bersejarah	ADJ;NOM;FEM;SG	N;SG;ACT
historická	sejarah	historický	sejarah	ADJ;NOM;FEM;SG	N;SG
mgr	mgr	mgr	mgr		PROPN
fázy	tahapan	fáza	tahapan	N;NOM;FEM;PL	N;SG
opery	opera	oper	opera	N;NOM;FEM;PL	PROPN
ochranné	protektif	ochranný	protektif	ADJ;NOM;NEUT;SG	N
rozmery	ukuran	rozmer	ukuran	N;INAN;NOM;MASC;PL	N;SG
rozmery	dimensi	rozmer	dimensi	N;INAN;NOM;MASC;PL	N;SG
rozmery	dimensi	rozmer	dimensi	N;INAN;NOM;MASC;PL	N;SG
rozmery	dimension	rozmer	dimension	N;INAN;NOM;MASC;PL	PROPN
nièvre	nièvre	nicvre	nièvre	PROPN;NOM;FEM;SG	PROPN
oscara	oscar	oscar	oscar	N;INAN;NOM;MASC;SG	PROPN
jackson	jackson	jackson	jackson	PROPN;ANIM;NOM;MASC;SG	PROPN
okresov	distrik	okres	distrik	N;INAN;GEN;MASC;PL	N;SG
sun	mentari	sun	mentari	PROPN;ANIM;NOM;MASC;SG	PROPN
sun	matahari	sun	matahari	PROPN;ANIM;NOM;MASC;SG	N;SG
sun	sun	sun	sun	PROPN;ANIM;NOM;MASC;SG	PROPN
saturn	saturn	saturn	saturn	N;INAN;NOM;MASC;SG	PROPN
tepla	heat	tepnúť	heat	N;NOM;NEUT;SG	PROPN
tepla	panas	tepnúť	panas	N;NOM;NEUT;SG	ADJ;SG
služba	service	služba	service	N;NOM;FEM;SG	PROPN
služba	servis	služba	servis	N;NOM;FEM;SG	PROPN;SG
prípravy	persiapan	príprava	persiapan	N;NOM;FEM;PL	N;SG
plus	ditambah	plus	ditambah		V;SG;PASS
plus	plus	plus	plus		PROPN
obehu	beredar	obeha	beredar	N;INAN;GEN;MASC;SG	V;SG;ACT
uvedená	streaming	uvedený	streaming	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	N
vincent	vincent	vincent	vincent	N;ANIM;NOM;MASC;SG	PROPN
plemeno	breed	plemeno	breed	N;NOM;NEUT;SG	PROPN
plemeno	biak	plemeno	biak	N;NOM;NEUT;SG	PROPN;SG
tituly	gelar	titula	gelar	N;INAN;NOM;MASC;PL	N;SG;ACT
tituly	titel	titula	titel	N;INAN;NOM;MASC;PL	N;SG
helena	helena	helena	helena	N;NOM;FEM;SG	PROPN
helena	helen	helena	helen	N;NOM;FEM;SG	PROPN
správca	manager	správca	manager	N;ANIM;NOM;MASC;SG	PROPN
rastie	rising	rásť	rising	V;IPFV;IND;SG;3;POS;PRS;FIN	PROPN
urobiť	buat	urobiť	buat	V;PFV;POS;NFIN	
urobiť	make	urobiť	make	V;PFV;POS;NFIN	PROPN
rozhodli	memutuskan	rozhodnúť	menputuskan	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;SG;ACT
rozhodli	diputuskan	rozhodnúť	diputuskan	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;SG;PASS
asociácie	asosiasi	asociácia	asosiasi	N;NOM;FEM;PL	N;SG
asociácie	asosiasi	asociácia	asosiasi	N;NOM;FEM;PL	N;SG
asociácie	perhimpunan	asociácia	perhimpunan	N;NOM;FEM;PL	N;SG
asociácie	association	asociácia	association	N;NOM;FEM;PL	PROPN
tvrdí	klaim	tvrdiť	klaim	V;IPFV;IND;SG;3;POS;PRS;FIN	N;SG
odvodený	disimpulkan	odvodený	disimpulkan	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;SG;PASS
verejnosť	public	verejnosť	public	N;NOM;FEM;SG	PROPN
parametre	parameter	parametre	parameter	N;INAN;NOM;MASC;PL	N;SG
kol	kol	kolo	kol		PROPN
sami	sendirian	sám	sendirian	DET;ANIM;NOM;MASC;PL	N;SG
sami	alone	sám	alone	DET;ANIM;NOM;MASC;PL	PROPN
sami	sendiri	sám	sendiri	DET;ANIM;NOM;MASC;PL	ADJ;SG
sami	sami	sám	sami	DET;ANIM;NOM;MASC;PL	PROPN
riek	sungai	rieka	sungai	N;GEN;FEM;PL	PROPN;SG
riek	rivers	rieka	rivers	N;GEN;FEM;PL	PROPN
obrázky	gambar	obrázok	gambar	N;INAN;NOM;MASC;PL	N;SG
obrázky	citra	obrázok	citra	N;INAN;NOM;MASC;PL	N;SG
obrázky	pictures	obrázok	pictures	N;INAN;NOM;MASC;PL	PROPN
obrázky	gambar	obrázok	gambar	N;INAN;NOM;MASC;PL	N;SG
zamestnancov	karyawan	zamestnanec	karyawan	N;ANIM;ACC;MASC;PL	N;MASC;SG
hip	hip	hip	hip	N;INAN;NOM;MASC;SG	PROPN
režim	mode	režiť	mode	N;INAN;NOM;MASC;SG	PROPN
naposledy	last	naposledy	last	ADV	PROPN
naposledy	terakhir	naposledy	terakhir	ADV	ADJ;RL;SG
srdca	jantung	srdce	jantung	N;NOM;NEUT;PL	N;SG
srdca	hati	srdce	hati	N;NOM;NEUT;PL	N;SG
srdca	heart	srdce	heart	N;NOM;NEUT;PL	PROPN
srdca	jantung	srdce	jantung	N;NOM;NEUT;PL	N;SG
manažér	manager	manažér	manager	N;ANIM;NOM;MASC;SG	PROPN
spoločností	perusahaan	spoločnosť	perusahaan	N;GEN;FEM;PL	N;SG
erb	crest	erb	crest	N;INAN;NOM;MASC;SG	PROPN
zelená	green	zelený	green	ADJ;NOM;FEM;SG	PROPN
archív	mengarsipkan	archív	menarsipkan	N;INAN;NOM;MASC;SG	V;SG;ACT
deväť	nine	deväť	nine	NUM;NOM;NEUT;SG	PROPN
vládcovia	penguasa	vládca	penkuasa	N;ANIM;NOM;MASC;PL	N;SG
archeologické	arkeologi	archeologický	arkeologi	ADJ;NOM;NEUT;SG	N;SG
jack	jek	jack	jek	PROPN;ANIM;NOM;MASC;SG	PROPN
jack	jack	jack	jack	PROPN;ANIM;NOM;MASC;SG	PROPN
ostrava	ostrava	ostrava	ostrava	PROPN;INAN;NOM;MASC;SG	PROPN
polohy	posisi	poloha	posisi	N;NOM;FEM;PL	N;SG
polohy	posisi	poloha	posisi	N;NOM;FEM;PL	N;SG
polohy	memposisikan	poloha	menposisikan	N;NOM;FEM;PL	V;SG;ACT
vyžaduje	wajib	vyžadovať	wajib	V;IPFV;IND;SG;3;POS;PRS;FIN	
združenia	asosiasi	združenie	asosiasi	N;NOM;NEUT;PL	N;SG
združenia	pools	združenie	pools	N;NOM;NEUT;PL	PROPN
slúžili	dilayani	slúžiť	dilayani	V;IPFV;MASC;PL;POS;PST;V.PTCP	V;SG;PASS
slúžili	dihidangkan	slúžiť	dihidangkan	V;IPFV;MASC;PL;POS;PST;V.PTCP	V;SG;PASS
slúžili	disajikan	slúžiť	disajikan	V;IPFV;MASC;PL;POS;PST;V.PTCP	V;SG;PASS
francisco	francisco	francisco	francisco	PROPN;ANIM;NOM;MASC;SG	PROPN
dedine	village	dedina	village	N;DAT;FEM;SG	PROPN
mince	koin	minca	koin	N;NOM;FEM;PL	N;SG
mince	koin	minca	koin	N;NOM;FEM;PL	N;SG
mince	coin	minca	coin	N;NOM;FEM;PL	PROPN
štúdie	kajian	štúdia	kajian	N;NOM;NEUT;PL	N;SG
štúdie	belajar	štúdia	belajar	N;NOM;NEUT;PL	V;SG
štúdie	studi	štúdia	studi	N;NOM;NEUT;PL	N;SG
štúdie	studi	štúdia	studi	N;NOM;NEUT;PL	N;SG
ford	ford	ford	ford	PROPN;ANIM;NOM;MASC;SG	PROPN
komunity	komunitas	komunita	komunitas	N;NOM;FEM;PL	N;SG
švajčiarsky	swiss	švajčiarsky	swiss	ADJ;ANIM;NOM;MASC;SG	PROPN
čechách	bohemia	čecha	bohemia	N;GEN;FEM;PL	PROPN
čierne	black	čierny	black	ADJ;NOM;NEUT;SG	PROPN
trénera	trainer	tréner	trainer	N;ANIM;ACC;MASC;SG	PROPN
rozhodne	memutuskan	rozhodne	menputuskan	PART	V;SG;ACT
rozhodne	pasti	rozhodne	pasti	PART	ADJ;SG
miloš	miloš	miloš	miloš	PROPN;ANIM;NOM;MASC;SG	PROPN
ivana	ivana	ivana	ivana	PROPN;ANIM;NOM;MASC;SG	PROPN
ivana	ivan	ivana	ivan	PROPN;ANIM;NOM;MASC;SG	PROPN
williams	doank	williams	doank	N;ANIM;NOM;MASC;SG	PROPN
williams	williams	williams	williams	N;ANIM;NOM;MASC;SG	PROPN
finančné	financial	finančný	financial	ADJ;NOM;NEUT;SG	N
finančné	keuangan	finančný	keuangan	ADJ;NOM;NEUT;SG	N;SG
silný	strong	silný	strong	ADJ;ANIM;NOM;MASC;SG	PROPN
mníchov	münchen	mních	münchen	N;ANIM;ACC;MASC;PL	PROPN
mníchov	munchen	mních	munchen	N;ANIM;ACC;MASC;PL	PROPN
mníchov	munich	mních	munich	N;ANIM;ACC;MASC;PL	PROPN
programy	agenda	program	agenda	N;INAN;NOM;MASC;PL	N;SG
programy	program	program	program	N;INAN;NOM;MASC;PL	N;SG
amerika	amerika	amerika	amerika	N;NOM;FEM;SG	PROPN;SG
amerika	america	amerika	america	N;NOM;FEM;SG	PROPN
určité	tertentu	určitý	tertentu	ADJ;NOM;NEUT;SG	DET
françois	françois	françois	françois	PROPN;ANIM;NOM;MASC;SG	PROPN
holandský	belanda	holandský	belanda	ADJ;ANIM;NOM;MASC;SG	PROPN;SG
holandsku	belanda	holandsko	belanda	ADV	PROPN;SG
stopy	lacak	stopa	lacak	N;NOM;FEM;PL	N;SG;ACT
stopy	trace	stopa	trace	N;NOM;FEM;PL	PROPN
stopy	jejak	stopa	jejak	N;NOM;FEM;PL	N;SG
stopy	trek	stopa	trek	N;NOM;FEM;PL	PROPN
stopy	jejak	stopa	jejak	N;NOM;FEM;PL	N;SG
uložené	tersimpan	uložený	tersimpan	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;SG;PASS
uložené	disimpan	uložený	disimpan	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;SG;PASS
uložené	tersimpan	uložený	tersimpan	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;SG;PASS
uložené	disimpan	uložený	disimpan	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;SG;PASS
uložené	diselamatkan	uložený	diselamatkan	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;SG;PASS
europe	eropa	europa	eropa		N;SG
počítač	computer	počítač	computer	N;INAN;NOM;MASC;SG	PROPN
kola	bulat	kolo	bulat	N;NOM;NEUT;PL	PROPN;SG
kola	round	kolo	round	N;NOM;NEUT;PL	PROPN
kultúrny	kebudayaan	kultúrny	kebudayaan	ADJ;INAN;NOM;MASC;SG	N;SG
kultúrny	budaya	kultúrny	budaya	ADJ;INAN;NOM;MASC;SG	N;SG
reči	pidato	reč	pidato	N;NOM;FEM;PL	N;SG
reči	speech	reč	speech	N;NOM;FEM;PL	PROPN
reči	ucapan	reč	ucapan	N;NOM;FEM;PL	N;SG
reči	berpidato	reč	berpidato	N;NOM;FEM;PL	V;SG;ACT
bad	buruk	bad	buruk	PROPN;ANIM;NOM;MASC;SG	ADJ;SG
bad	jahat	bad	jahat	PROPN;ANIM;NOM;MASC;SG	ADJ;SG
bad	bad	bad	bad	PROPN;ANIM;NOM;MASC;SG	PROPN
henri	henri	henri	henri	PROPN;ANIM;NOM;MASC;SG	PROPN
real	real	real	real	N;INAN;NOM;MASC;SG	PROPN
real	nyata	real	nyata	N;INAN;NOM;MASC;SG	ADJ;SG
real	ril	real	ril	N;INAN;NOM;MASC;SG	PROPN
real	riil	real	riil	N;INAN;NOM;MASC;SG	PROPN;SG
egypt	mesir	egypt	mesir	N;INAN;NOM;MASC;SG	PROPN;SG
úspešný	berhasil	úspešný	berhasil	ADJ;ANIM;NOM;MASC;SG	V;SG
úspešný	kesuksesan	úspešný	kesuksesan	ADJ;ANIM;NOM;MASC;SG	N;SG
úspešný	berhasil	úspešný	berhasil	ADJ;ANIM;NOM;MASC;SG	V;SG
úspešný	keberhasilan	úspešný	keberhasilan	ADJ;ANIM;NOM;MASC;SG	N;SG
letecká	aviation	letecký	aviation	ADJ;NOM;FEM;SG	PROPN
letecká	penerbangan	letecký	penterbangan	ADJ;NOM;FEM;SG	N;SG
letecká	aviasi	letecký	aviasi	ADJ;NOM;FEM;SG	N
var	var	var	var		PROPN
postavu	character	postava	character	N;ACC;FEM;SG	PROPN
nesprávne	salah	nesprávny	salah	ADV	N;SG
nesprávne	salah	nesprávny	salah	ADV	N;SG
chránená	terlindung	chránený	terlindung	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;SG;PASS
chránená	dilindungi	chránený	dilindungi	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;SG;PASS
chránená	terlindungi	chránený	terlindungi	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;SG;PASS
chránená	terlindung	chránený	terlindung	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;SG;PASS
bezpečnosť	security	bezpečnosť	security	N;NOM;FEM;SG	PROPN
bezpečnosť	safety	bezpečnosť	safety	N;NOM;FEM;SG	PROPN
premiéru	premiere	premiéra	premiere	N;ACC;FEM;SG	PROPN
premiéru	premier	premiéra	premier	N;ACC;FEM;SG	PROPN
dunajská	danube	dunajský	danube	ADJ;NOM;FEM;SG	PROPN
dunajská	donau	dunajský	donau	ADJ;NOM;FEM;SG	PROPN
filmová	movie	filmový	movie	ADJ;NOM;FEM;SG	PROPN
filmová	bioskop	filmový	bioskop	ADJ;NOM;FEM;SG	N
filmová	film	filmový	film	ADJ;NOM;FEM;SG	N;SG
filmová	film	filmový	film	ADJ;NOM;FEM;SG	N;SG
apple	apple	apple	apple	N;INAN;NOM;MASC;SG	PROPN
cambridge	cambridge	cambridga	cambridge	N;INAN;NOM;MASC;SG	PROPN
spojenia	taut	spojenie	taut	N;NOM;NEUT;PL	N;SG
spojenia	pranala	spojenie	pranala	N;NOM;NEUT;PL	N;SG
spojenia	tautan	spojenie	tautan	N;NOM;NEUT;PL	N;SG
spojenia	links	spojenie	links	N;NOM;NEUT;PL	PROPN
spojenia	koneksi	spojenie	koneksi	N;NOM;NEUT;PL	N;SG
drese	jersey	dres	jersey	N;INAN;NOM;MASC;SG	PROPN
francis	fransiskus	francis	fransiskus	PROPN;ANIM;NOM;MASC;SG	PROPN
francis	francis	francis	francis	PROPN;ANIM;NOM;MASC;SG	PROPN
samostatne	independen	samostatne	independen	ADV	ADJ;SG
samostatne	diri	samostatne	diri	ADV	N;SG
samostatne	self	samostatne	self	ADV	PROPN
samostatne	sendirian	samostatne	sendirian	ADV	N;SG
samostatne	alone	samostatne	alone	ADV	PROPN
samostatne	sendiri	samostatne	sendiri	ADV	ADJ;SG
akadémia	academy	akadémia	academy	N;NOM;FEM;SG	PROPN
zvlášť	terutama	zvlášť	terutama	ADV	ADV;RL;SG
zvlášť	terutama	zvlášť	terutama	ADV	ADV;RL;SG
psa	psa	pes	psa	N;INAN;NOM;MASC;SG	PROPN
psa	dog	pes	dog	N;INAN;NOM;MASC;SG	PROPN
den	siang	den	siang	PROPN;ANIM;NOM;MASC;SG	N;SG
den	hari	den	hari	PROPN;ANIM;NOM;MASC;SG	N;SG
den	day	den	day	PROPN;ANIM;NOM;MASC;SG	PROPN
den	den	den	den	PROPN;ANIM;NOM;MASC;SG	PROPN
xinglong	xinglong	xinglong	xinglong	N;INAN;NOM;MASC;SG	PROPN
demokratickej	demokratik	demokratický	demokratik	ADJ;GEN;FEM;SG	N;SG
demokratickej	demokratis	demokratický	demokratis	ADJ;GEN;FEM;SG	N;SG
demokratickej	demokrat	demokratický	demokrat	ADJ;GEN;FEM;SG	N;SG
demokratickej	demokrasi	demokratický	demokrasi	ADJ;GEN;FEM;SG	N;SG
elektrický	kelistrikan	elektrický	kelistrikan	ADJ;INAN;NOM;MASC;SG	N;SG
elektrický	listrik	elektrický	listrik	ADJ;INAN;NOM;MASC;SG	N;SG
elektrický	elektro	elektrický	elektro	ADJ;INAN;NOM;MASC;SG	N;SG
elektrický	listrik	elektrický	listrik	ADJ;INAN;NOM;MASC;SG	N;SG
elektrický	elektrik	elektrický	elektrik	ADJ;INAN;NOM;MASC;SG	N;SG
elektrický	electric	elektrický	electric	ADJ;INAN;NOM;MASC;SG	PROPN
svätá	santo	svätý	santo	ADJ;NOM;FEM;SG	PROPN
svätá	saint	svätý	saint	ADJ;NOM;FEM;SG	PROPN
svätá	kudus	svätý	kudus	ADJ;NOM;FEM;SG	PROPN;SG
svätá	holy	svätý	holy	ADJ;NOM;FEM;SG	PROPN
edu	edu	edu	edu	N;INAN;NOM;MASC;SG	PROPN
posledným	last	posledný	last	ADJ;INS;NEUT;SG	PROPN
orgán	body	orgán	body	N;INAN;NOM;MASC;SG	PROPN
orgán	buh	orgán	buh	N;INAN;NOM;MASC;SG	PROPN
orgán	authority	orgán	authority	N;INAN;NOM;MASC;SG	PROPN
austrálsky	australian	austrálsky	australian	ADJ;ANIM;NOM;MASC;SG	PROPN
austrálsky	australia	austrálsky	australia	ADJ;ANIM;NOM;MASC;SG	PROPN;SG
miestna	local	miestny	local	ADJ;NOM;FEM;SG	PROPN
klubov	klub	klub	klub	N;INAN;GEN;MASC;PL	N;SG
klubov	club	klub	club	N;INAN;GEN;MASC;PL	PROPN
klubov	keriting	klub	keriting	N;INAN;GEN;MASC;PL	N;SG
zime	winter	zimať	winter	ADV	PROPN
manželstvo	marriage	manželstvo	marriage	N;NOM;NEUT;SG	PROPN
hodnôt	nilai	hodnota	nilai	N;GEN;FEM;PL	N;SG
obrazy	gambar	obraz	gambar	N;INAN;NOM;MASC;PL	N;SG
obrazy	citra	obraz	citra	N;INAN;NOM;MASC;PL	N;SG
obrazy	pictures	obraz	pictures	N;INAN;NOM;MASC;PL	PROPN
obrazy	gambar	obraz	gambar	N;INAN;NOM;MASC;PL	N;SG
obrazy	lukisan	obraz	lukisan	N;INAN;NOM;MASC;PL	N;SG
sud	tong	sud	tong	N;INAN;NOM;MASC;SG	PROPN
sud	sud	sud	sud	N;INAN;NOM;MASC;SG	PROPN
široké	wide	široký	wide	ADJ;NOM;NEUT;SG	PROPN
široké	luas	široký	luas	ADJ;NOM;NEUT;SG	N;SG
široké	luas	široký	luas	ADJ;NOM;NEUT;SG	N;SG
sestry	sisters	sestra	sisters	N;NOM;FEM;PL	PROPN
sestry	saudara	sestra	saudara	N;NOM;FEM;PL	N;SG
sestry	saudari	sestra	saudari	N;NOM;FEM;PL	
sestry	perawat	sestra	penrawat	N;NOM;FEM;PL	N;SG
daný	diberikan	daný	diberikan	ADJ;ANIM;NOM;MASC;SG	V;SG;PASS
daný	diberi	daný	diberi	ADJ;ANIM;NOM;MASC;SG	V;SG;PASS
vlasy	hair	vlas	hair	N;INAN;NOM;MASC;PL	PROPN
vlasy	rambut	vlas	rambut	N;INAN;NOM;MASC;PL	N;SG
strelec	shooter	strelec	shooter	N;ANIM;NOM;MASC;SG	PROPN
vrstiev	lapis	vrstva	lapis	N;GEN;FEM;PL	N;SG;ACT
vrstiev	lapisan	vrstva	lapisan	N;GEN;FEM;PL	N;SG
blok	block	blok	block	N;INAN;NOM;MASC;SG	PROPN
blok	blokir	blok	blokir	N;INAN;NOM;MASC;SG	PROPN;SG;ACT
vlny	wol	vlna	wol	N;NOM;FEM;PL	N;SG
vlny	wool	vlna	wool	N;NOM;FEM;PL	PROPN
vlny	gelombang	vlna	gelombang	N;NOM;FEM;PL	PROPN;SG
vlny	ombaknya	vlna	ombak	N;NOM;FEM;PL	N;SG
vlny	ombak	vlna	ombak	N;NOM;FEM;PL	PROPN
ústavy	konstitusi	ústav	konstitusi	N;INAN;NOM;MASC;PL	N;SG
ehf	ehf	ehf	ehf		PROPN
indii	india	india	india	ADV	PROPN
mosta	bridge	most	bridge	N;INAN;GEN;MASC;SG	PROPN
strom	tree	strom	tree	N;INAN;NOM;MASC;SG	PROPN
občianske	civil	občiansky	civil	ADJ;NOM;NEUT;SG	PROPN
občianske	perdata	občiansky	perdata	ADJ;NOM;NEUT;SG	N
občianske	kewarganegaraan	občiansky	kewarganegaraan	ADJ;NOM;NEUT;SG	N;SG
občianske	civic	občiansky	civic	ADJ;NOM;NEUT;SG	PROPN
csc	csc	csc	csc		PROPN
