destinatari	آخذ.	destinatari	آخذ.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
satan	شیطان	satar	شیطان		N;NOM;MASC;SG;3
tendra	معذرت	tendra	معذرت		N;NOM;MASC;SG;3
tendra	گداز	tendra	گداز		N;NOM;MASC;SG;3
tendra	خیال	tendra	خیال		N;NOM;MASC;SG;3
tendra	ٹینڈر	tendra	ٹینڈر		N;NOM;MASC;SG;3
tendra	پیشکش	tendra	پیشکش		N;NOM;MASC;SG;3
tendra	رکھوالا	tendra	رکھ		V;PFV;MASC;SG;V.PTCP;ACT
tendra	مانوس	tendra	مانوس		ADJ
tendra	کچّی	tendra	کچیی		PROPN;NOM;MASC;SG;3
tendra	کمزور.	tendra	کمزور.		PROPN;NOM;MASC;SG;3
tendra	نگراں.	tendra	نگراں.		PROPN;NOM;MASC;SG;3
tendra	معذرت	tendra	معذرت		N;NOM;MASC;SG;3
tendra	گداز	tendra	گداز		N;NOM;MASC;SG;3
tendra	خیال	tendra	خیال		N;NOM;MASC;SG;3
tendra	ٹینڈر	tendra	ٹینڈر		N;NOM;MASC;SG;3
tendra	نازک	tendra	نازک		ADJ
tendra	پیشکش	tendra	پیشکش		N;NOM;MASC;SG;3
tendra	رکھوالا	tendra	رکھ		V;PFV;MASC;SG;V.PTCP;ACT
tendra	مانوس	tendra	مانوس		ADJ
tendra	کچّی	tendra	کچیی		PROPN;NOM;MASC;SG;3
tendra	کمزور.	tendra	کمزور.		PROPN;NOM;MASC;SG;3
tendra	نگراں.	tendra	نگراں.		PROPN;NOM;MASC;SG;3
xef	باورچی	xef	باورچی	N;MASC;SG	PROPN;NOM;MASC;SG;3
commoció	غوغا.	commoció	غوغا.	N;FEM;SG	PROPN;NOM;MASC;SG;3
commoció	بلوہ.	commoció	بلوہ.	N;FEM;SG	
rude	رکیک	rude	رکیک	ADJ;MASC;SG	V;SG;V.PTCP;ACT
rude	چالو	rude	چالو	ADJ;MASC;SG	V;ACT
rude	اچانک	rude	اچانک	ADJ;MASC;SG	ADV
rude	بھولا	rude	بھولا	ADJ;MASC;SG	V;PFV;MASC;SG;V.PTCP;ACT
rude	گستاخ	rude	گستاخ	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
rude	نفاست	rude	نفاست	ADJ;MASC;SG	N;NOM;MASC;SG;3
frescor	تازگی	frescor	تازگی		N;NOM;MASC;SG;3
playhouse	تھئیٹر.	playhouse	تھئیٹر.	N;MASC	PROPN;NOM;MASC;SG;3
beneït	مردود	beneit	مردود	ADJ;MASC;SG;V.PTCP	PROPN;NOM;MASC;SG;3
beneït	مرحوم	beneit	مرحوم	ADJ;MASC;SG;V.PTCP	N
beneït	ملعون	beneit	ملعون	ADJ;MASC;SG;V.PTCP	PROPN;NOM;MASC;SG;3
beneït	مقّدس.	beneit	مقّدس.	ADJ;MASC;SG;V.PTCP	PROPN;NOM;MASC;SG;3
beneït	مغفور	beneit	مغفور	ADJ;MASC;SG;V.PTCP	PROPN;NOM;MASC;SG;3
contrapès	پاسنگ	contrapès	پاسنگ		PROPN;NOM;MASC;SG;3
char	چائے	char	چائے	ADJ;MASC;SG	N;NOM;MASC;SG;3
char	چا	char	چا	ADJ;MASC;SG	V;ACT
char	جلنا	char	جل	ADJ;MASC;SG	V;MASC;SG;NFIN;ACT
char	(	char	(	ADJ;MASC;SG	
vici	شکنجہ.	vicar	شکنجہ.		PROPN;NOM;MASC;SG;3
vici	فسق	vicar	فسق		N;NOM;MASC;SG;3
vici	عیب	vicar	عیب		N;NOM;MASC;SG;3
vici	بدی	vicar	بدی		PROPN;NOM;MASC;SG;3
urinari	شاشی	urinari	شاشی	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
urinari	بولی.	urinari	بولی.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
quiosc	ترکی	quiosc	ترکی	N;MASC;SG	PROPN;NOM;MASC;SG;3
agricultor	کاشتکار	agricultor	کاشتکار	ADJ;MASC;SG	N;NOM;MASC;SG;3
rellevar	درد	rellevar	درد	V;NFIN	N;NOM;MASC;SG;3
rellevar	یکسانیت	rellevar	یکسانیت	V;NFIN	N;NOM;MASC;SG;3
apagat	پرے	apagat	پرا	ADJ;MASC;SG;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
apagat	از	apagat	از	ADJ;MASC;SG;V.PTCP	PART
apagat	من	apagat	من	ADJ;MASC;SG;V.PTCP	N;NOM;MASC;SG;3
apagat	سواری	apagat	سواری	ADJ;MASC;SG;V.PTCP	N;NOM;FEM;SG;3
apagat	روکنے	apagat	روک	ADJ;MASC;SG;V.PTCP	V;ACC;NFIN
apagat	روانگی.	apagat	روانگی.	ADJ;MASC;SG;V.PTCP	PROPN;NOM;MASC;SG;3
apagat	آگے.	apagat	آگے.	ADJ;MASC;SG;V.PTCP	
apagat	حالت	apagat	حالت	ADJ;MASC;SG;V.PTCP	N;NOM;FEM;SG;3
apagat	سیدھی	apagat	سیدھی	ADJ;MASC;SG;V.PTCP	N;NOM;MASC;SG;3
apagat	دور	apagat	دور	ADJ;MASC;SG;V.PTCP	N;NOM;MASC;SG;3
apagat	بالکل.	apagat	بالکل.	ADJ;MASC;SG;V.PTCP	
sherpa	شرپا.	sherpa	شرپا.	PROPN	PROPN;NOM;MASC;SG;3
ivy	لبلاب	ivy	لبلاب	PROPN	PROPN;NOM;MASC;SG;3
isard	بکری	isard	بکری		N;NOM;FEM;SG;3
homologia	تشابہہ	homologia	تشابہہ	N;FEM;SG	PROPN;NOM;MASC;SG;3
homologia	مطابقت	homologia	مطابقت	N;FEM;SG	ADP
enquadernació	عائد.	enquadernació	عائد.	N;FEM;SG	
enquadernació	لازمی	enquadernació	لازمی	N;FEM;SG	ADJ
enquadernació	ناگزیر	enquadernació	ناگزیر	N;FEM;SG	ADJ
enquadernació	صّحافی	enquadernació	صّحافی	N;FEM;SG	ADJ
salvaguarda	تحفظ.	salvaguarda	تحفظ.	N;FEM;SG	PROPN;NOM;MASC;SG;3
apòstata	مرتد	apòstata	مرتد	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
maltractaments	بدسلوکی	maltractament	بدسلوکی	N;MASC;PL	N;NOM;MASC;SG;3
figurativa	تمثیلی	figuratiu	تمثیلی	ADJ;FEM;SG	N;NOM;MASC;SG;3
desestimar	جاؤ!.	desestimar	جاو	V;NFIN	PROPN;NOM;MASC;SG;3
desestimar	رخصت	desestimar	رخصت	V;NFIN	N;NOM;FEM;SG;3
desestimar	فارغ	desestimar	فارغ	V;NFIN	ADJ
caminada	جھونکنا.	caminada	جھونکنان	N;FEM;SG	PROPN;NOM;MASC;SG;3
caminada	چڑھانا.	caminada	چڑھاناؤ	N;FEM;SG	PROPN;NOM;MASC;SG;3
enfadat	برہم.	enfadar	برہم.	ADJ;MASC;SG;V.PTCP	
swat	تیز	swat	تیز		ADJ
deliberada	غوروتأمل	deliberat	غوروتأمل	ADJ;FEM;SG;V.PTCP	PROPN;NOM;MASC;SG;3
solta	منتشر.	soltar	منتشر.		PROPN;NOM;MASC;SG;3
solta	آزاد	soltar	آزاد		PROPN;NOM;MASC;SG;3
solta	ناوابستہ.	soltar	ناوابستہ.		PROPN;NOM;MASC;SG;3
solta	چھوڑنا.	soltar	چھوڑنا.		V;NFIN;ACT
solta	اوباش	soltar	اوباش		N;NOM;MASC;SG;3
solta	بھربھرا.	soltar	بھربھرا.		PROPN;NOM;MASC;SG;3
solta	عیّاش.	soltar	عیّاش.		ADJ
solta	بافراغت	soltar	بافراغت		PROPN;NOM;MASC;SG;3
solta	چلانا.	soltar	چلاناؤ		V;MASC;SG;NFIN;ACT
solta	متفرق	soltar	متفرق		ADJ
clandestines	خُفیہ	clandestí	خُفیہ	ADJ;FEM;PL	PROPN;NOM;MASC;SG;3
quimera	ہّوا	quimera	ہّوا	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
aga	گیس	aga	گیس		N;NOM;MASC;SG;3
redundants	فالتو	redundant	فالتو	ADJ;PL	N;NOM;MASC;SG;3
redundants	حشو	redundant	حشو	ADJ;PL	
redundants	فاضل	redundant	فاضل	ADJ;PL	PROPN;NOM;MASC;SG;3
sully	کردار	sully	کردار		N;NOM;MASC;SG;3
sully	رسوا	sully	رسوا		PROPN;NOM;MASC;SG;3
warm	مخلصانہ-	warm	مخلصانہ-		ADJ
warm	عاشقانہ	warm	عاشقانہ		ADJ
warm	ادماتا.	warm	ادمات		V;IPFV;MASC;SG;V.PTCP;ACT
warm	گلابی	warm	گلابی		ADJ;NOM
warm	عمل	warm	عمل		N;NOM;MASC;SG;3
warm	سخت-	warm	سخت-		PROPN;NOM;MASC;SG;3
warm	دوستانہ	warm	دوستانہ		ADJ
warm	دشوار	warm	دشوار		ADJ
warm	گرم	warm	گرم		ADJ
warm	مخلصانہ-	warm	مخلصانہ-		ADJ
warm	عاشقانہ	warm	عاشقانہ		ADJ
warm	ادماتا.	warm	ادمات		V;IPFV;MASC;SG;V.PTCP;ACT
warm	گلابی	warm	گلابی		ADJ;NOM
warm	عمل	warm	عمل		N;NOM;MASC;SG;3
warm	سخت-	warm	سخت-		PROPN;NOM;MASC;SG;3
warm	دوستانہ	warm	دوستانہ		ADJ
warm	دشوار	warm	دشوار		ADJ
prejudici	جانبداری.	prejudici	جانبداری.	N;MASC;SG	PROPN;NOM;MASC;SG;3
prejudici	متعصبانہ.	prejudici	متعصبانہ.	N;MASC;SG	ADJ
bescanvi	مبادلہ.	bescanvar	مبادلہ.	N;MASC;SG	PROPN;NOM;MASC;SG;3
sincerament	ایمانداری	sincerament	ایمانداری	ADV	N;NOM;MASC;SG;3
sincerament	حقیقتہً	sincerament	حقیقتہً	ADV	PROPN;NOM;MASC;SG;3
inseparable	mis-	inseparable	mis-	ADJ;SG	
inseparable	un.	inseparable	un.	ADJ;SG	
crisp	کرارا	crisp	کرارا		PROPN;NOM;MASC;SG;3
himantopus	گوڑی	himantopus	گوڑی		PROPN;NOM;MASC;SG;3
coincident	احیاناً	coincident	احیاناً	ADJ;SG	ADV
coincident	اتفاقاً	coincident	اتفاقاً	ADJ;SG	ADV
safata	سفینہ.	safata	سفینہ.	N;FEM;SG	PROPN;NOM;MASC;SG;3
safata	سینی	safata	سینی	N;FEM;SG	ADJ;NOM
honestedat	نیکی.	honestedat	نیکی.	N;FEM;SG	PROPN;NOM;MASC;SG;3
honestedat	کھراپن.	honestedat	کھراپن.	N;FEM;SG	PROPN;NOM;MASC;SG;3
fregar	کہتر	fregar	کہتر	V;NFIN	PROPN;NOM;MASC;SG;3
fregar	منصوبہ	fregar	منصوبہ	V;NFIN	N;NOM;MASC;SG;3
ferotges	جنگلی	ferotge	جنگلی		ADJ
ferotges	جنگلی	ferotge	جنگلی		ADJ
evocar	تأثرات	evocar	تاؤثر	V;NFIN	N;NOM;MASC;PL;3
evocar	اُکسانا	evocar	اُکسانا	V;NFIN	PROPN;NOM;MASC;SG;3
pederàstia	لواطت.	pederàstia	لواطت.	N;FEM;SG	PROPN;NOM;MASC;SG;3
sàtir	ہوسناک	sàtir	ہوسناک	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
interrogatori	جرِح	interrogatori	جرِح	N;MASC;SG	PROPN;NOM;MASC;SG;3
magnificat	مناجات.	magnificar	مناج	ADJ;MASC;SG;V.PTCP	V;IPFV;MASC;SG;V.PTCP;ACT
brassica	رائی	brassic	رائی	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
brassica	شلغم	brassic	شلغم	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
sphinx	ببون	sphinx	ببون	PROPN	
sphinx	عجیب	sphinx	عجیب	PROPN	ADJ
felins	قطیہ	felins	قطیہ	N;MASC;PL	
quadràtica	چوکور	quadràtica	چوکور	ADJ;FEM;SG	
quadràtica	مربع.	quadràtica	مربع.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
escriba	منشی	escriba	منشی		PROPN;NOM;MASC;SG;3
escriba	فقیہہ.	escriba	فقیہہ.		PROPN;NOM;MASC;SG;3
adormit	سُن	adormir	سُن	ADJ;MASC;SG;V.PTCP	V;ACT
adormit	مردہ.	adormir	مردہ.	ADJ;MASC;SG;V.PTCP	PROPN;NOM;MASC;SG;3
egiptologia	مصریات.	egiptologia	مصریات.	N;FEM;SG	V;IPFV;MASC;SG;V.PTCP;ACT
omet	of	ometre	of	V;IND;SG;3;PRS;FIN	
fotograma	جوڑنا	fotograma	جوڑ	N;MASC;SG	V;MASC;SG;NFIN;ACT
fotograma	frame-up	fotograma	frame-up	N;MASC;SG	PROPN;NOM;MASC;SG;3
fotograma	پنجر	fotograma	پنجر	N;MASC;SG	
fotograma	ڈیل	fotograma	ڈیل	N;MASC;SG	PROPN;NOM;MASC;SG;3
fotograma	(	fotograma	(	N;MASC;SG	
fotograma	ڈھچر.	fotograma	ڈھچر.	N;MASC;SG	PROPN;NOM;MASC;SG;3
fotograma	ہاڑ	fotograma	ہاڑ	N;MASC;SG	
fotograma	جوڑنا	fotograma	جوڑ	N;MASC;SG	V;MASC;SG;NFIN;ACT
fotograma	frame-up	fotograma	frame-up	N;MASC;SG	PROPN;NOM;MASC;SG;3
fotograma	پنجر	fotograma	پنجر	N;MASC;SG	
fotograma	ڈیل	fotograma	ڈیل	N;MASC;SG	PROPN;NOM;MASC;SG;3
fotograma	(	fotograma	(	N;MASC;SG	
fotograma	ڈھانچا	fotograma	ڈھانچا	N;MASC;SG	
fotograma	ڈھچر.	fotograma	ڈھچر.	N;MASC;SG	PROPN;NOM;MASC;SG;3
fotograma	ہاڑ	fotograma	ہاڑ	N;MASC;SG	
fotograma	بدن	fotograma	بدن	N;MASC;SG	V;MASC;SG;ACT
delinqüent	چھلوری	delinqüent	چھلوری	N;SG	PROPN;NOM;MASC;SG;3
delinqüent	مہاپاپی	delinqüent	مہاپاپی	N;SG	PROPN;NOM;MASC;SG;3
buffer	تھاپی	buffer	تھاپی	N;MASC;SG	
implícit	بلاشبہ	implícit	بلاشبہ	ADJ;MASC;SG	
implícit	قطعی.	implícit	قطعی.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
implícit	مقدر	implícit	مقدر	ADJ;MASC;SG	N;NOM;MASC;SG;3
clash	بھڑنا	clash	بھڑ	N;SG	V;NFIN;ACT
arbustiva	شراب	arbustiu	شراب	ADJ;FEM;SG	N;NOM;MASC;SG;3
nuesa	عریانی	nuesa	عریانی	N;FEM;SG	ADJ
nuesa	ننگاپن	nuesa	ننگاپن	N;FEM;SG	PROPN;NOM;MASC;SG;3
nuesa	عریانی	nuesa	عریانی	N;FEM;SG	ADJ
entretenir	لطف	entretenir	لطف	V;NFIN	ADJ
obsoletes	قدیم.	obsolet	قدیم.	ADJ;FEM;PL	PROPN;NOM;MASC;SG;3
obsoletes	قدیم.	obsolet	قدیم.	ADJ;FEM;PL	PROPN;NOM;MASC;SG;3
arqueta	زیورات	arqueta	زیور	N;FEM;SG	N;NOM;MASC;PL;3
vulgars	ناشائستہ	vulgar	ناشائستہ	ADJ;PL	PROPN;NOM;MASC;SG;3
vulgars	چبلا	vulgar	چبلا	ADJ;PL	PROPN;NOM;MASC;SG;3
phi	ϕ	phi	ϕ		PROPN;NOM;MASC;SG;3
banús	آبنوس	banú	آبنوس	N;MASC;SG	
neurologia	اعصابیات	neurologia	اعصابیات	N;FEM;SG	N;NOM;MASC;PL;3
lune	قاش.	lune	قاش.		PROPN;NOM;MASC;SG;3
refutar	جھٹلانا.	refutar	جھٹلان	V;NFIN	PROPN;NOM;MASC;SG;3
diligència	تندہی	diligència	تندہی	N;FEM;SG	ADJ
tord	سہانا	tord	سہانا	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
tord	رسیلا.	tord	رسیلا.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
carnisser	خونخوار	carnisser	خونخوار	N;MASC;SG	
carnisser	کاٹنا	carnisser	کاٹنا	N;MASC;SG	V;MASC;SG;NFIN;ACT
carnisser	ظالم.	carnisser	ظالم.	N;MASC;SG	PROPN;NOM;MASC;SG;3
fanàtic	متشدّد	fanàtic	متشدّد	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
excelsior	چھیلن.	excelsior	چھیلن.		V;ACT
carpa	خیمہ	carpa	خیمہ		N;NOM;MASC;SG;3
abraçada	ساحل	abraçat	ساحل	ADJ;FEM;SG;V.PTCP	N;NOM;MASC;SG;3
wally	بھوندو	wally	بھوندو		PROPN;NOM;MASC;SG;3
wally	پھوہڑ.	wally	پھوہڑ.		PROPN;NOM;MASC;SG;3
aixo	اتنا.	aixo	اتنا.		PROPN;NOM;MASC;SG;3
aixo	بہت.	aixo	بہت.		PROPN;NOM;MASC;SG;3
aixo	عمل	aixo	عمل		N;NOM;MASC;SG;3
teler	کھڈی	teler	کھڈی	N;MASC;SG	V;PFV;FEM;SG;V.PTCP;ACT
teler	کرگہ.	teler	کرگہ.	N;MASC;SG	
satanàs	ابلیس	satanàs	ابلیس	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
satanàs	شیطان	satanàs	شیطان	ADJ;MASC;SG	N;NOM;MASC;SG;3
firth	آبنائے	firth	آبنائے	PROPN	PROPN;NOM;MASC;SG;3
puta	چُلہائی	puta	چُلہائی		PROPN;NOM;MASC;SG;3
puta	چھنال.	puta	چھنال.		V;MASC;SG;V.PTCP;ACT
puta	ہرجائی.	puta	ہرجائی.		PROPN;NOM;MASC;SG;3
puta	گشتی	puta	گشتی		ADJ;NOM
puta	چُلہائی	puta	چُلہائی		PROPN;NOM;MASC;SG;3
puta	رنڈی	puta	رنڈی		PROPN;NOM;MASC;SG;3
puta	چھنال.	puta	چھنال.		V;MASC;SG;V.PTCP;ACT
puta	ہرجائی.	puta	ہرجائی.		PROPN;NOM;MASC;SG;3
trap	منہ	trap	منہ	PROPN	N;NOM;MASC;SG;3
trap	کھٹکا	trap	کھٹکا	PROPN	V;PFV;MASC;SG;V.PTCP;ACT
trap	منہ	trap	منہ	PROPN	N;NOM;MASC;SG;3
trap	کھٹکا	trap	کھٹکا	PROPN	V;PFV;MASC;SG;V.PTCP;ACT
trap	جال	trap	جال	PROPN	V;ACT
privadesa	علاحدگی.	privadesa	علحدگین	N;FEM;SG	PROPN;NOM;MASC;SG;3
privadesa	تنہائی	privadesa	تنہائی	N;FEM;SG	PROPN;NOM;MASC;SG;3
privadesa	علاحدگی.	privadesa	علحدگین	N;FEM;SG	PROPN;NOM;MASC;SG;3
bilis	پت	bili	پت		PROPN;NOM;MASC;SG;3
bilis	پت	bili	پت		PROPN;NOM;MASC;SG;3
sèquia	ہرانا	sèquia	ہرانا	N;FEM;SG	PROPN;NOM;MASC;SG;3
sèquia	نکاس	sèquia	نکاس	N;FEM;SG	PROPN;NOM;MASC;SG;3
sèquia	ہرانا	sèquia	ہرانا	N;FEM;SG	PROPN;NOM;MASC;SG;3
sèquia	کھائی	sèquia	کھائی	N;FEM;SG	V;PFV;FEM;SG;V.PTCP;ACT
sèquia	نکاس	sèquia	نکاس	N;FEM;SG	PROPN;NOM;MASC;SG;3
retocar	ترمیمی	retocar	ترمیمی	V;NFIN	ADJ
furgoneta	چھڑلا.	furgoneta	چھڑلا.	N;FEM;SG	
furgoneta	چھاج	furgoneta	چھاج	N;FEM;SG	
furgoneta	ہراول.	furgoneta	ہراول.	N;FEM;SG	PROPN;NOM;MASC;SG;3
adiantum	بالچھڑ	adiantum	بالچھڑ		PROPN;NOM;MASC;SG;3
melsa	کسلمندی	melsa	کسلمندی		PROPN;NOM;MASC;SG;3
melsa	حسد	melsa	حسد		N;NOM;MASC;SG;3
melsa	کسلمندی	melsa	کسلمندی		PROPN;NOM;MASC;SG;3
melsa	تِلّی	melsa	تِلّی		PROPN;NOM;MASC;SG;3
melsa	حسد	melsa	حسد		N;NOM;MASC;SG;3
enganxa	پیڑا	enganxar	پیڑا	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
enganxa	لئی.	enganxar	لئی.	V;IND;SG;3;PRS;FIN	
enganxa	لگدی	enganxar	لگدی	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
enganxa	لوندا	enganxar	لوندا	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
detritus	گھسنے	detritus	گھسنا		V;SG;V.PTCP;ACT
detritus	رگڑنے	detritus	رگڑ		V;ACC;NFIN
detritus	ذرے	detritus	ذرا		N;NOM;MASC;SG;3
detritus	ریت	detritus	ریت		N;NOM;MASC;SG;3
incompletes	ادھورا.	incomplet	ادھورا.	ADJ;FEM;PL	PROPN;NOM;MASC;SG;3
agitada	مسلول	agitat	مسلول	ADJ;FEM;SG;V.PTCP	PROPN;NOM;MASC;SG;3
agitada	مدقوق	agitat	مدقوق	ADJ;FEM;SG;V.PTCP	PROPN;NOM;MASC;SG;3
agitada	سراسیمہ	agitat	سراسیمہ	ADJ;FEM;SG;V.PTCP	N;NOM;MASC;SG;3
concisa	تحریر	concisar	تحریر	ADJ;FEM;SG	N;NOM;MASC;SG;3
endarreriment	تاخیرکرنا	endarreriment	تاخیرکرنا	N;MASC;SG	ADJ
endarreriment	التوا.	endarreriment	التوا.	N;MASC;SG	PROPN;NOM;MASC;SG;3
endarreriment	تاخیرکرنا	endarreriment	تاخیرکرنا	N;MASC;SG	ADJ
endarreriment	التوا.	endarreriment	التوا.	N;MASC;SG	PROPN;NOM;MASC;SG;3
endarreriment	تعویق	endarreriment	تعویق	N;MASC;SG	PROPN;NOM;MASC;SG;3
endarreriment	اٹکنا	endarreriment	اٹک	N;MASC;SG	V;NFIN;ACT
affaire	آشنائی	affaire	آشنائی		PROPN;NOM;MASC;SG;3
affaire	رومان-	affaire	رومان-		PROPN;NOM;MASC;SG;3
vigilants	ہشیار.	vigilant	ہشیار.	N;PL	PROPN;NOM;MASC;SG;3
vigilants	چوکس	vigilant	چوکس	N;PL	ADJ
vigilants	چوکنا	vigilant	چوک	N;PL	V;SG;NFIN;ACT
ingenu	بدّھو	ingenu	بدّھو	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
ingenu	معصوم.	ingenu	معصوم.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
ingenu	نادان	ingenu	نادان	ADJ;MASC;SG	
conciliació	موافقت.	conciliació	موافقت.	N;FEM;SG	ADJ
rhapsody	جوشیلا.	rhapsody	جوشیلا.		PROPN;NOM;MASC;SG;3
rostit	بھننا	rostit	بھن	N;MASC;SG	V;SG;NFIN;ACT
respectable	(	respectable	(	ADJ;SG	
morfema	come	morfema	come	N;MASC;SG	PROPN;NOM;MASC;SG;3
morfema	ہم	morfema	ہم	N;MASC;SG	PRO;NOM;PL;1
brave	للکارنا	brave	للکارنا	PROPN	V;SG;NFIN;ACT
brave	جری	brave	جری	PROPN	PROPN;NOM;MASC;SG;3
brave	بہادر	brave	بہادر	PROPN	PROPN;NOM;MASC;SG;3
brave	للکارنا	brave	للکارنا	PROPN	V;SG;NFIN;ACT
lucifer	شیطان.	lucifer	شیطان.		PROPN;NOM;MASC;SG;3
endevina	قیاس	endeví	قیاس	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
endevina	اندازہ	endeví	اندازہ	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
endevina	قیاس	endeví	قیاس	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
perm	تالیف	perm	تالیف	PROPN	N;NOM;MASC;SG;3
perm	ترتیب	perm	ترتیب	PROPN	N;NOM;FEM;SG;3
hipocresia	ّمکاری	hipocresia	ّمکاری	N;FEM;SG	PROPN;NOM;MASC;SG;3
retallat	ٹکڑے	retallat	ٹکڑے	ADJ;MASC;SG;V.PTCP	V;PFV;MASC;PL;V.PTCP;ACT
retallat	چاقو	retallat	چاقو	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP;ACT
retallat	نگینے	retallat	نگینہ	ADJ;MASC;SG;V.PTCP	V;MASC;SG;ACT
retallat	قیمت	retallat	قیمت	ADJ;MASC;SG;V.PTCP	N;NOM;FEM;SG;3
retallat	کٹوتی	retallat	کٹوتی	ADJ;MASC;SG;V.PTCP	N;NOM;FEM;SG;3
retallat	فلم	retallat	فلم	ADJ;MASC;SG;V.PTCP	N;NOM;FEM;SG;3
retallat	انقطاع.	retallat	انقطاع.	ADJ;MASC;SG;V.PTCP	PROPN;NOM;MASC;SG;3
retallat	کمیشن	retallat	کمیشن	ADJ;MASC;SG;V.PTCP	N;NOM;MASC;SG;3
retallat	دوڑنا.	retallat	دوڑنا.	ADJ;MASC;SG;V.PTCP	V;MASC;SG;NFIN;ACT
retallat	ملانا.	retallat	ملانا.	ADJ;MASC;SG;V.PTCP	PROPN;NOM;MASC;SG;3
retallat	کاٹنے	retallat	کاٹ	ADJ;MASC;SG;V.PTCP	V;ACC;NFIN
retallat	بالوں	retallat	بال	ADJ;MASC;SG;V.PTCP	N;ACC;MASC;PL;3
retallat	ڈرامے	retallat	ڈرامہ	ADJ;MASC;SG;V.PTCP	N;NOM;MASC;SG;3
retallat	کنجی	retallat	کنجی	ADJ;MASC;SG;V.PTCP	;NOM;MASC;SG;3
retallat	ٹکڑے	retallat	ٹکڑے	ADJ;MASC;SG;V.PTCP	V;PFV;MASC;PL;V.PTCP;ACT
retallat	چاقو	retallat	چاقو	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP;ACT
retallat	نگینے	retallat	نگینہ	ADJ;MASC;SG;V.PTCP	V;MASC;SG;ACT
retallat	قیمت	retallat	قیمت	ADJ;MASC;SG;V.PTCP	N;NOM;FEM;SG;3
retallat	کٹوتی	retallat	کٹوتی	ADJ;MASC;SG;V.PTCP	N;NOM;FEM;SG;3
retallat	فلم	retallat	فلم	ADJ;MASC;SG;V.PTCP	N;NOM;FEM;SG;3
retallat	انقطاع.	retallat	انقطاع.	ADJ;MASC;SG;V.PTCP	PROPN;NOM;MASC;SG;3
retallat	تراشنا	retallat	تراشنا	ADJ;MASC;SG;V.PTCP	
retallat	کمیشن	retallat	کمیشن	ADJ;MASC;SG;V.PTCP	N;NOM;MASC;SG;3
retallat	دوڑنا.	retallat	دوڑنا.	ADJ;MASC;SG;V.PTCP	V;MASC;SG;NFIN;ACT
retallat	ملانا.	retallat	ملانا.	ADJ;MASC;SG;V.PTCP	PROPN;NOM;MASC;SG;3
retallat	کاٹنے	retallat	کاٹ	ADJ;MASC;SG;V.PTCP	V;ACC;NFIN
retallat	بالوں	retallat	بال	ADJ;MASC;SG;V.PTCP	N;ACC;MASC;PL;3
retallat	ڈرامے	retallat	ڈرامہ	ADJ;MASC;SG;V.PTCP	N;NOM;MASC;SG;3
retallat	کنجی	retallat	کنجی	ADJ;MASC;SG;V.PTCP	;NOM;MASC;SG;3
justifiquin	درست	justificar	درست	V;SBJV;PL;3;PRS;FIN	ADJ
floret	شکست	floret	شکست		N;NOM;FEM;SG;3
floret	رقاقہ.	floret	رقاقہ.		N;NOM;MASC;SG;3
floret	پسپائی.	floret	پسپائی.		PROPN;NOM;MASC;SG;3
bent	سعد	bent	سعد		PROPN;NOM;MASC;SG;3
bent	مجرمانہ.	bent	مجرمانہ		ADJ
bent	رجحان	bent	رجحان		N;NOM;MASC;SG;3
bent	میلان.	bent	میلان.		PROPN;NOM;MASC;SG;3
jubilats	تنہا.	jubilat	تنہا.	ADJ;MASC;PL;V.PTCP	
vés	جوش	vés	جوش		N;NOM;MASC;SG;3
vés	حوصلہ	vés	حوصلہ		N;NOM;MASC;SG;3
vés	احوال	vés	احوال		N;NOM;MASC;SG;3
vés	کامیابی	vés	کامیابی		N;NOM;FEM;SG;3
vés	جذبہ	vés	جذبہ		N;NOM;MASC;SG;3
vés	باری	vés	باری		PROPN;NOM;MASC;SG;3
