que	dat	que	dat	CONJ	PRO;3
deseo	wens	desear	wens	V;IND;SG;1;PRS;FIN	ADJ
deseo	verlangen	desear	verlangen	V;IND;SG;1;PRS;FIN	N;NEUT;SG
deseo	wish	desear	wish	V;IND;SG;1;PRS;FIN	
deseo	wensen	desear	wens	V;IND;SG;1;PRS;FIN	N;PL
deseo	wens	desear	wens	V;IND;SG;1;PRS;FIN	ADJ
ejemplares	specimen	ejemplar	specim	N;MASC;PL	V;V.PTCP
ejemplares	voorbeeldige	ejemplar	voorbeeldig	N;MASC;PL	ADJ
ejemplares	voorbeeldig	ejemplar	voorbeeldig	N;MASC;PL	ADJ
diciendo	gezegde	decir	zeggen	V;V.MSDR	N;MASC+FEM;SG
lanza	lanceert	lanza	lanceren	N;FEM;SG	V;SG;PRS;FIN
lanza	speer	lanza	speer	N;FEM;SG	ADJ
interna	stagiair	interno	stagiair	ADJ;FEM;SG	N;MASC+FEM;SG
personalidad	persoonlijkheden	personalidad	persoonlijkheid	N;FEM;SG	N;PL
félix	felix	félix	felix	PROPN	N;MASC+FEM;SG
félix	félix	félix	félix	PROPN	N;MASC+FEM;SG
bill	bill	bill	bill	PROPN	N;MASC+FEM;SG
bill	wetsontwerp	bill	wetsontwerp	PROPN	N;NEUT;SG
bill	wetsvoorstel	bill	wetsvoorstel	PROPN	N;NEUT;SG
celebró	vierden	celebrar	vier	V;IND;SG;3;PST;FIN	V;PL;PST;FIN
alas	wings	ala	wing	N;FEM;PL	N;MASC+FEM;SG
empresario	werkgevers	empresario	werkgever	N;MASC;SG	N;PL
regresar	terugkeer	regresar	terugkeer	V;NFIN	N;MASC+FEM;SG
regresar	retour	regresar	retour	V;NFIN	ADJ
regresar	return	regresar	return	V;NFIN	
entrenamiento	trainen	entrenamiento	trainen	N;MASC;SG	V;NFIN
claramente	duidelijk	claramente	duidelijk	ADV	ADJ
molina	molina	molina	molina	PROPN	N;MASC+FEM;SG
cañones	kanon	cañón	kanon	N;MASC;PL	N;NEUT;SG
pasos	treden	paso	treden	N;MASC;PL	V;NFIN
descubrimiento	ontdekkingen	descubrimiento	ontdekking	N;MASC;SG	N;PL
retirada	gepensioneerde	retirada	pensioneren	N;FEM;SG	V;V.PTCP
retirada	gepensioneerd	retirada	pensioneren	N;FEM;SG	V;V.PTCP
retirada	terugtrekken	retirada	terugtrekken	N;FEM;SG	V;NFIN
retirada	terugtrekken	retirada	terugtrekken	N;FEM;SG	V;NFIN
retirada	terugtrekken	retirada	terugtrekken	N;FEM;SG	V;NFIN
extranjero	buitenlands	extranjero	buitenlands	N;MASC;SG	ADJ
anna	anna	anno	anna	PROPN	N;MASC+FEM;SG
cercana	nabijgelegen	cercano	nabijgelegen	ADJ;FEM;SG	ADV
vieja	vieja	viejo	vieja	ADJ;FEM;SG	N;MASC+FEM;SG
espectáculo	tonen	espectáculo	tonen	N;MASC;SG	V;NFIN
espectáculo	weergeven	espectáculo	weergeven	N;MASC;SG	N;PL
organismos	organisme	organismo	organisme	N;MASC;PL	N;NEUT;SG
indios	indisch	indio	indisch	N;MASC;PL	ADJ
indios	indiaas	indio	indiaas	N;MASC;PL	ADJ
indios	indiaan	indio	indiaan	N;MASC;PL	N;MASC+FEM;SG
indios	indiase	indio	indiase	N;MASC;PL	ADJ
indios	indische	indio	indisch	N;MASC;PL	ADJ
journal	journal	journal	journal	N;SG	
irán	iraanse	ir	iraans	V;IND;PL;3;FUT;FIN	ADJ
irán	iran	ir	iran	V;IND;PL;3;FUT;FIN	PROPN;NEUT;SG
auto	automatisch	auto	automatisch	N;MASC;SG	ADJ
auto	zelf	auto	zelf	N;MASC;SG	ADV
ford	ford	ford	ford	PROPN	N;MASC+FEM;SG
clásicos	klassiek	clásico	klassiek	N;MASC;PL	ADJ
clásicos	klassieke	clásico	klassiek	N;MASC;PL	ADJ
clásicos	klassiek	clásico	klassiek	N;MASC;PL	ADJ
clásicos	klassieker	clásico	klassieker	N;MASC;PL	N;MASC+FEM;SG
clásicos	klassieke	clásico	klassiek	N;MASC;PL	ADJ
clásicos	classic	clásico	classic	N;MASC;PL	N;MASC+FEM;SG
incluida	inbegrepen	incluido	inbegrip	ADJ;FEM;SG;V.PTCP	V;V.PTCP
comunicaciones	communicatie	comunicación	communicatie	N;FEM;PL	N;MASC+FEM;SG
elena	hellen	eleno	hellen	N;FEM;SG	V;NFIN
elena	helen	eleno	helen	N;FEM;SG	V;NFIN
productores	producent	productor	producent	N;MASC;PL	N;MASC+FEM;SG
productores	producer	productor	producer	N;MASC;PL	N;MASC+FEM;SG
racing	racen	racing	racen	N;MASC;SG	V;NFIN
conexión	verbinden	conexión	verbinden	N;FEM;SG	V;NFIN
invitado	gast	invitado	gast	ADJ;MASC;SG;V.PTCP	N;MASC+FEM;SG
invitado	uitgenodigde	invitado	uitnodigen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
invitado	uitgenodigd	invitado	uitnodigen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
best	best	best	best	N;MASC;SG	ADJ;RL
best	beste	best	goed	N;MASC;SG	ADJ;RL
tenis	tennissen	tenis	tennis	N;MASC	V;NFIN
finalizar	finish	finalizar	finish	V;NFIN	N;MASC+FEM;SG
finalizar	afwerking	finalizar	afwerking	V;NFIN	N;MASC+FEM;SG
exposiciones	tentoonstelling	exposición	tentoonstelling	N;FEM;PL	N;MASC+FEM;SG
exposiciones	expositie	exposición	expositie	N;FEM;PL	N;MASC+FEM;SG
museos	museum	museo	museum	N;MASC;PL	N;NEUT;SG
little	kleine	little	klein	N	ADJ
little	weinig	little	weinig	N	PRO
little	little	little	little	N	
little	klein	little	klein	N	ADJ
lectura	lezen	lectura	lezen	N;FEM;SG	V;NFIN
lectura	gelezen	lectura	lezen	N;FEM;SG	V;V.PTCP
lectura	lees	lectura	lezen	N;FEM;SG	V;SG;PRS;FIN
lectura	lezen	lectura	lezen	N;FEM;SG	V;NFIN
álvaro	álvaro	álvaro	álvaro	N;MASC;SG	PROPN;MASC+FEM;SG
wiley	wiley	wiley	wiley	PROPN	N;MASC+FEM;SG
colorado	colorado	colorado	colorado	ADJ;MASC;SG;V.PTCP	N;NEUT;SG
muere	dies	morir	dies	V;IND;SG;3;PRS;FIN	ADV
llamadas	telefoontjes	llamado	telefoon	ADJ;FEM;PL;V.PTCP	N;PL
llamadas	oproepen	llamado	oproep	ADJ;FEM;PL;V.PTCP	V;NFIN
llamadas	noemt	llamado	noemen	ADJ;FEM;PL;V.PTCP	V;SG;PRS;FIN
norma	standaard	norma	standaard	N;FEM;SG	ADJ
posesión	bezit	posesión	bezitten	N;FEM;SG	V;SG;PRS;FIN
noticia	nieuwsberichten	noticia	nieuwsbericht	N;FEM;SG	N;PL
noticia	nieuws	noticia	nieuws	N;FEM;SG	ADJ
alcance	reach	alcance	reach	N;MASC;SG	
privado	prive	privado	prive	ADJ;MASC;SG;V.PTCP	N;MASC+FEM;SG
participado	meegedaan	participado	meedoen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
participado	deelgenomen	participado	deelnemen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
capa	laag	capa	laag	N;FEM;SG	ADJ
lateral	zijdelingse	lateral	zijdelings	N;SG	ADJ
lateral	laterale	lateral	lateraal	N;SG	ADJ;CMPR
lateral	zijdelings	lateral	zijdelings	N;SG	ADJ
lateral	side	lateral	side	N;SG	
editores	uitgeverij	editor	uitgeverij	N;MASC;PL	N;MASC+FEM;SG
editores	redactie	editor	redactie	N;MASC;PL	N;MASC+FEM;SG
daños	beschadiging	daño	beschadiging	N;MASC;PL	N;MASC+FEM;SG
daños	schade	daño	schade	N;MASC;PL	N;MASC+FEM;SG
daños	schade	daño	schade	N;MASC;PL	N;MASC+FEM;SG
daños	schadevergoeding	daño	schadevergoeding	N;MASC;PL	N;MASC+FEM;SG
exclusivamente	uitsluitend	exclusivamente	uitsluitend	ADV	ADJ
alternativa	alternatieve	alternativa	alternatief	N;FEM;SG	ADJ
alternativa	afwisselen	alternativa	afwisselen	N;FEM;SG	V;NFIN
activa	active	activo	active	ADJ;FEM;SG	N;MASC+FEM;SG
activa	activeren	activo	activeren	ADJ;FEM;SG	V;NFIN
activa	activeert	activo	activeren	ADJ;FEM;SG	V;SG;PRS;FIN
tareas	huiswerk	tarea	huiswerk	N;FEM;PL	N;NEUT;SG
moneda	munten	moneda	munt	N;FEM;SG	N;PL
moneda	munteenheden	moneda	munteenheid	N;FEM;SG	N;PL
relacionado	gerelateerd	relacionado	relateren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
relacionado	gerelateerde	relacionado	relateren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
armadas	bewapend	armado	bewapenen	ADJ;FEM;PL;V.PTCP	V;V.PTCP
armadas	gewapend	armado	wapenen	ADJ;FEM;PL;V.PTCP	V;V.PTCP
armadas	gewapende	armado	gewapend	ADJ;FEM;PL;V.PTCP	V;V.PTCP
soporte	ondersteunen	soporte	ondersteunen	N;MASC;SG	V;NFIN
occidente	westelijk	occidente	westelijk	N;MASC;SG	ADJ
occidente	westelijk	occidente	westelijk	N;MASC;SG	ADJ
chico	kid	chico	kid	N;MASC;SG	
editado	bewerkt	editado	bewerken	ADJ;MASC;SG;V.PTCP	V;V.PTCP
editado	bewerkte	editado	bewerken	ADJ;MASC;SG;V.PTCP	V;SG;PST;FIN
religiosas	nonnen	religioso	nonnen	ADJ;FEM;PL	N;PL
definitivamente	absoluut	definitivamente	absoluut	ADV	ADJ
definitivamente	zeker	definitivamente	zeker	ADV	ADJ
definitivamente	beslist	definitivamente	beslissen	ADV	V;V.PTCP
fallecido	overleden	fallecido	overlijden	ADJ;MASC;SG;V.PTCP	V;V.PTCP
canadiense	canadees	canadiense	canadees	N;SG	ADJ
canadiense	canadese	canadiense	canadees	N;SG	ADJ
alex	alex	alex	alex	PROPN	N;MASC+FEM;SG
vocal	klinker	vocal	klinker	ADJ;SG	N;MASC+FEM;SG
vocal	klinkers	vocal	klinker	ADJ;SG	N;PL
vocal	vocal	vocal	vocal	ADJ;SG	N;MASC+FEM;SG
costas	kust	costa	kust	N;FEM;PL	N;MASC+FEM;SG
costas	costas	costa	costas	N;FEM;PL	N;MASC+FEM;SG
organizado	georganiseerd	organizado	organiseren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
organizado	georganiseerde	organizado	organiseren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
organizado	georganiseerd	organizado	organiseren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
organizado	georganiseerde	organizado	organiseren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
adultos	volwassenen	adulto	volwassenen	N;MASC;PL	ADJ
adultos	volwassen	adulto	volwassen	N;MASC;PL	ADJ
adultos	volwassenen	adulto	volwassenen	N;MASC;PL	ADJ
adultos	adult	adulto	adult	N;MASC;PL	
adultos	volwassene	adulto	volwassene	N;MASC;PL	ADJ
piso	plat	piso	plat	N;MASC;SG	ADJ
partida	vertrek	partida	vertrekken	N;FEM;SG	V;SG;PRS;FIN
carreteras	snelweg	carretera	snelweg	N;FEM;PL	N;MASC+FEM;SG
declarado	verklaarde	declarado	verklaren	ADJ;MASC;SG;V.PTCP	V;SG;PST;FIN
declarado	gedeclareerd	declarado	declareren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
declarado	verklaard	declarado	verklaren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
declarado	opgegeven	declarado	opgeven	ADJ;MASC;SG;V.PTCP	V;V.PTCP
declarado	aangegeven	declarado	aangeven	ADJ;MASC;SG;V.PTCP	V;V.PTCP
special	speciaal	special	speciaal	N	ADJ
special	bijzonder	special	bijzonder	N	ADJ
special	speciale	special	speciaal	N	ADJ
quito	quito	queter	quito		N;MASC+FEM;SG
dura	dura	duro	dura	ADJ;FEM;SG	N;MASC+FEM;SG
precisamente	precies	precisamente	precies	ADV	ADJ
portuguesa	portugezen	portugués	portugees	ADJ;FEM;SG	N;PL
listado	lijstje	listado	lijst	ADJ;MASC;SG;V.PTCP	N;NEUT;SG
listado	lijst	listado	lijst	ADJ;MASC;SG;V.PTCP	N;MASC+FEM;SG
listado	opgesomd	listado	opsommen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
negros	negros	negro	negros	N;MASC;PL	N;MASC+FEM;SG
negros	zwarte	negro	zwart	N;MASC;PL	ADJ
negros	black	negro	black	N;MASC;PL	
negros	zwart	negro	zwart	N;MASC;PL	ADJ
negros	zwarten	negro	zwart	N;MASC;PL	ADJ
publica	posten	publicar	post	V;IND;SG;3;PRS;FIN	N;PL
publica	berichten	publicar	bericht	V;IND;SG;3;PRS;FIN	N;PL
insecto	insecten	insecto	insecten	N;MASC;SG	N;PL
ganando	winning	ganar	winning	V;V.MSDR	N;MASC+FEM;SG
autonomía	autonoom	autonomía	autonoom	N;FEM;SG	ADJ
autonomía	autonome	autonomía	autonome	N;FEM;SG	ADJ
autonomía	onafhankelijk	autonomía	onafhankelijk	N;FEM;SG	ADJ
cocina	kook	cocina	kook	N;FEM;SG	V;SG;PRS;FIN
cocina	koken	cocina	koken	N;FEM;SG	V;NFIN
cocina	koken	cocina	koken	N;FEM;SG	V;NFIN
asociado	geassocieerd	asociado	associëren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
asociado	geassocieerde	asociado	geassocieerd	ADJ;MASC;SG;V.PTCP	V;V.PTCP
asociado	geassocieerde	asociado	geassocieerd	ADJ;MASC;SG;V.PTCP	V;V.PTCP
asociado	associëren	asociado	associër	ADJ;MASC;SG;V.PTCP	V;NFIN
asociado	medewerker	asociado	medewerker	ADJ;MASC;SG;V.PTCP	N;MASC+FEM;SG
cualquiera	elke	cualquiera	elk	PRO;SG	DET
pesca	vissen	pesca	vissen	N;FEM;SG	V;NFIN
pesca	vissen	pesca	vissen	N;FEM;SG	V;NFIN
avance	oprukken	avance	oprukken	N;MASC;SG	V;NFIN
pacientes	geduldig	paciente	geduldig	N;PL	ADJ
pacientes	patiënt	paciente	patiënt	N;PL	N;MASC+FEM;SG
pacientes	patient	paciente	patienen	N;PL	N;MASC+FEM;SG
finlandia	finland	finlandia	finland	N;FEM;SG	PROPN;NEUT;SG
finlandia	fins	finlandia	fins	N;FEM;SG	ADJ
finlandia	finse	finlandia	fins	N;FEM;SG	ADJ
laterales	zijdelingse	lateral	zijdelings	N;PL	ADJ
laterales	laterale	lateral	lateraal	N;PL	ADJ;CMPR
laterales	zijdelings	lateral	zijdelings	N;PL	ADJ
laterales	kant	lateral	kant	N;PL	N;MASC+FEM;SG
laterales	zijde	lateral	zijde	N;PL	N;MASC+FEM;SG
laterales	side	lateral	side	N;PL	
laterales	zijkant	lateral	zijkant	N;PL	N;MASC+FEM;SG
estrecho	straat	estrecho	straat	ADJ;MASC;SG	N;MASC+FEM;SG
papeles	papierwerk	papel	papierwerk	N;MASC;PL	N;NEUT;SG
indonesia	indonesisch	indonesio	indonesisch	N;FEM;SG	ADJ
indonesia	indonesische	indonesio	indonesisch	N;FEM;SG	ADJ
ramos	ramos	ramo	ramos	N;MASC;PL	N;MASC+FEM;SG
ray	ray	ray	ray	PROPN	N;MASC+FEM;SG
pelea	vechten	pelea	vechten	N;FEM;SG	V;NFIN
pelea	vecht	pelea	vechten	N;FEM;SG	V;SG;PRS;FIN
potencial	potentiële	potencial	potentiel	N;MASC;SG	ADJ
extra	bonus	extra	bonus		N;MASC+FEM;SG
extra	figuranten	extra	figurant		N;PL
extra	extra	extra	extra		ADJ
utilizados	gebruikt	utilizado	gebruiken	ADJ;MASC;PL;V.PTCP	V;V.PTCP
utilizados	gebruikte	utilizado	gebruiken	ADJ;MASC;PL;V.PTCP	V;SG;PST;FIN
moral	moreel	moral	moreel	N;FEM;SG	ADJ
moral	morele	moral	moreel	N;FEM;SG	ADJ
moral	moreel	moral	moreel	N;FEM;SG	ADJ
cierre	afsluiten	cierre	afsluiten	N;MASC;SG	V;NFIN
cierre	sluiten	cierre	sluiten	N;MASC;SG	V;NFIN
cierre	sluit	cierre	sluiten	N;MASC;SG	V;SG;PRS;FIN
cierre	dichtbij	cierre	dichtbij	N;MASC;SG	ADJ
cierre	sluiten	cierre	sluiten	N;MASC;SG	V;NFIN
carl	carl	carl	carl	PROPN	N;MASC+FEM;SG
noble	edelman	noble	edelman	ADJ;SG	N;MASC+FEM;SG
noble	noble	noble	noble	ADJ;SG	N;MASC+FEM;SG
rendimiento	prestaties	rendimiento	prestatie	N;MASC;SG	N;PL
supuesto	veronderstelde	supuesto	veronderstellen	ADJ;MASC;SG;V.PTCP	V;SG;PST;FIN
usada	gebruikt	usado	gebruiken	ADJ;FEM;SG;V.PTCP	V;V.PTCP
usada	gebruikte	usado	gebruiken	ADJ;FEM;SG;V.PTCP	V;SG;PST;FIN
antigüedad	antieke	antigüedad	antiek	N;FEM;SG	ADJ
penal	penalty	penal	penalty	ADJ;SG	N;MASC+FEM;SG
penal	straf	penal	straf	ADJ;SG	N;MASC+FEM;SG
penal	sanctie	penal	sanctie	ADJ;SG	N;MASC+FEM;SG
penal	misdadiger	penal	misdadiger	ADJ;SG	N;MASC+FEM;SG
penal	crimineel	penal	crimineel	ADJ;SG	N;MASC+FEM;SG
davis	davis	davis	davis	PROPN	PROPN;MASC+FEM;SG
sam	sam	sam	sam	PROPN	N;MASC+FEM;SG
resumen	abstracte	resumen	abstract	N;MASC;SG	ADJ
resumen	abstract	resumen	abstract	N;MASC;SG	ADJ
medellín	medellín	medellín	medellín	N;MASC;SG	PROPN;NEUT;SG
serbia	servië	serbio	servië	ADJ;FEM;SG	PROPN;NEUT;SG
arcos	strikken	arco	strik	N;MASC;PL	V;NFIN
integrado	geïntegreerde	integrado	integreren	ADJ;MASC;SG;V.PTCP	V;SG;PST;FIN
integrado	geïntegreerd	integrado	integreren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
existentes	bestaand	existente	bestaan	ADJ;PL	V;V.PTCP
existentes	bestaande	existente	bestaan	ADJ;PL	V;V.PTCP
errores	vergissing	error	vergissing	N;MASC;PL	N;MASC+FEM;SG
errores	fout	error	fout	N;MASC;PL	N;MASC+FEM;SG
raíces	roots	raíz	roots	N;FEM;PL	N;MASC+FEM;SG
responsabilidad	aansprakelijk	responsabilidad	aansprakelijk	N;FEM;SG	ADJ
amenaza	bedreigt	amenaza	bedreigen	N;FEM;SG	V;SG;PRS;FIN
amenaza	dreigingen	amenaza	dreiging	N;FEM;SG	N;PL
amenaza	bedreigingen	amenaza	bedreiging	N;FEM;SG	N;PL
ojo	eye	ojo	eye	N;MASC;SG	
cero	nul	cero	nul	N;MASC;SG	NUM
habilidades	vaardigheid	habilidad	vaardigheid	N;FEM;PL	N;MASC+FEM;SG
habilidades	kunde	habilidad	kunde	N;FEM;PL	N;MASC+FEM;SG
pago	betaal	pago	betaal	N;MASC;SG	V;SG;PRS;FIN
pago	betalen	pago	betalen	N;MASC;SG	V;NFIN
tendencia	populair	tendencia	populair	N;FEM;SG	ADJ
instalación	installeren	instalación	installeren	N;FEM;SG	V;NFIN
instalación	installeren	instalación	installeren	N;FEM;SG	V;NFIN
instalación	installeer	instalación	installeer	N;FEM;SG	V;SG;PRS;FIN
marcas	handelsmerk	marca	handelsmerk	N;FEM;PL	N;NEUT;SG
vietnam	vietnam	vietnam	vietnemen	N;FEM;SG	PROPN;NEUT;SG
índice	indexeren	índice	indexeren	N;MASC;SG	V;NFIN
cambia	veranderingen	cambiar	verandering	V;IND;SG;3;PRS;FIN	N;PL
cambia	wijzigingen	cambiar	wijziging	V;IND;SG;3;PRS;FIN	N;PL
cambia	wijziging	cambiar	wijziging	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
cambia	verandering	cambiar	verandering	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
cambia	veranderingen	cambiar	verandering	V;IND;SG;3;PRS;FIN	N;PL
hectáreas	hectare	hectárea	hectare	N;FEM;PL	N;MASC+FEM;SG
hectáreas	hectare	hectárea	hectare	N;FEM;PL	N;MASC+FEM;SG
hectáreas	hectare	hectárea	hectare	N;FEM;PL	N;MASC+FEM;SG
terror	terror	terror	terror	N;MASC;SG	
próximo	komende	próximo	komen	ADJ;MASC;SG	V;V.PTCP
próximo	opkomende	próximo	opkomen	ADJ;MASC;SG	V;V.PTCP
próximo	aanstaande	próximo	aanstaande	ADJ;MASC;SG	ADV
próximo	aankomende	próximo	aankomen	ADJ;MASC;SG	V;V.PTCP
próximo	aankomend	próximo	aankomen	ADJ;MASC;SG	V;V.PTCP
próximo	volgende	próximo	volgen	ADJ;MASC;SG	V;V.PTCP
próximo	volgend	próximo	volgen	ADJ;MASC;SG	V;V.PTCP
pena	jammer	pena	jammer	N;FEM;SG	ADJ
comparación	vergelijken	comparación	vergelijken	N;FEM;SG	V;NFIN
comparación	vergelijk	comparación	vergelijk	N;FEM;SG	V;SG;PRS;FIN
habilidad	vaardigheden	habilidad	vaardigheid	N;FEM;SG	N;PL
tiro	schieten	tiro	schieten	N;MASC;SG	V;NFIN
tiro	schoten	tiro	schot	N;MASC;SG	N;PL
tiro	neergeschoten	tiro	neerschieten	N;MASC;SG	V;V.PTCP
solitario	eenzaamheid	solitario	eenzaamheid	ADJ;MASC;SG	N;MASC+FEM;SG
solitario	eenling	solitario	eenling	ADJ;MASC;SG	N;MASC+FEM;SG
num	num	num	num		N;MASC+FEM;SG
fácilmente	eenvoudig	fácilmente	eenvoudig	ADV	ADJ
fácilmente	makkelijk	fácilmente	makkelijk	ADV	ADJ
fácilmente	gemakkelijk	fácilmente	gemakkelijk	ADV	ADJ
cadenas	ketenen	cadena	ketenen	N;FEM;PL	V;NFIN
serv	serv	serv	serv	INTJ	N;MASC+FEM;SG
hecha	made	hecho	made	ADJ;FEM;SG;V.PTCP	
hecha	gemaakt	hecho	maken	ADJ;FEM;SG;V.PTCP	V;V.PTCP
petición	aanvragen	petición	aanvragen	N;FEM;SG	V;NFIN
petición	verzoeken	petición	verzoek	N;FEM;SG	N;PL
out	eruit	out	eruit		ADV
out	uit	out	uit		ADP
out	out	out	out		
interpretada	geïnterpreteerd	interpretado	interpreteren	ADJ;FEM;SG;V.PTCP	V;V.PTCP
estadística	statistieken	estadístico	statistiek	N;FEM;SG	N;PL
estadística	statistisch	estadístico	statistisch	N;FEM;SG	ADJ
estadística	statistische	estadístico	statistisch	N;FEM;SG	ADJ
herramientas	gereedschap	herramienta	gereedschap	N;FEM;PL	N;NEUT;SG
gil	gil	gil	gil	PROPN	N;MASC+FEM;SG
escapar	ontsnapping	escapar	ontsnapping	V;NFIN	N;MASC+FEM;SG
escapar	escape	escapar	escape	V;NFIN	N;MASC+FEM;SG
espada	zwaarden	espada	zwaard	N;FEM;SG	N;PL
will	will	will	will	PROPN	
will	zal	will	zullen	PROPN	V;SG;PRS;FIN
will	zullen	will	zullen	PROPN	V;PL;PRS;FIN
árabes	arabier	árabe	arabier	N;PL	N;MASC+FEM;SG
árabes	arabisch	árabe	arabisch	N;PL	ADJ
sexto	sixth	sexto	sixth	ADJ;MASC;SG	
sexto	sextus	sexto	sextus	ADJ;MASC;SG	PRO;NOM;3
matar	moorden	matar	moord	V;NFIN	N;PL
matar	kill	matar	kill	V;NFIN	N;MASC+FEM;SG
matar	doden	matar	dood	V;NFIN	ADJ
matar	doden	matar	dood	V;NFIN	ADJ
ninguno	geen	ninguno	geen	PRO;MASC;SG	DET
oficinas	kantoor	oficina	kantoor	N;FEM;PL	N;NEUT;SG
oficinas	bureau	oficina	bureau	N;FEM;PL	N;NEUT;SG
oficinas	kantoor	oficina	kantoor	N;FEM;PL	N;NEUT;SG
cech	cech	cech	cech	N;MASC;SG	PROPN;MASC+FEM;SG
gigante	reuze	gigante	reuze	N;SG	ADJ
cristiano	cristiano	cristiano	cristiano	ADJ;MASC;SG	N;MASC+FEM;SG
cristiano	christen	cristiano	christen	ADJ;MASC;SG	N;SG
cristiano	christian	cristiano	christian	ADJ;MASC;SG	N;MASC+FEM;SG
cristiano	christenen	cristiano	christenen	ADJ;MASC;SG	N;PL
derrotado	verslagen	derrotado	verslag	ADJ;MASC;SG;V.PTCP	N;PL
participaciones	holdings	participación	holdings	N;FEM;PL	N;MASC+FEM;SG
candidatura	nomineren	candidatura	nomineren	N;FEM;SG	V;NFIN
ortiz	ortiz	ortiz	ortiz	PROPN	N;MASC+FEM;SG
voluntad	will	voluntad	will	N;FEM;SG	
voluntad	zal	voluntad	zullen	N;FEM;SG	V;SG;PRS;FIN
voluntad	zullen	voluntad	zullen	N;FEM;SG	V;PL;PRS;FIN
aéreo	antenne	aéreo	antenn	ADJ;MASC;SG	N;MASC+FEM;SG
france	frankrijk	france	frankrijk	N;FEM;SG	PROPN;NEUT;SG
karl	karl	karl	karl	PROPN	N;MASC+FEM;SG
cayó	fell	caer	fell	V;IND;SG;3;PST;FIN	
clasificado	beoordeeld	clasificado	beoordelen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
clasificado	beoordeelde	clasificado	beoordelen	ADJ;MASC;SG;V.PTCP	V;SG;PST;FIN
clasificado	nominaal	clasificado	nominaal	ADJ;MASC;SG;V.PTCP	N;NEUT;SG
clasificado	gewaardeerd	clasificado	waarderen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
clasificado	ingedeeld	clasificado	indelen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
clasificado	geklasseerd	clasificado	klasseren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
clasificado	geclassificeerd	clasificado	classificeren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
clasificado	gerangschikt	clasificado	gerangschikt	ADJ;MASC;SG;V.PTCP	V;V.PTCP
ven	kom	ver	komen	V;IND;PL;3;PRS;FIN	V;SG;PRS;FIN
negocio	zakelijk	negocio	zakelijk	N;MASC;SG	ADJ
escribe	type	escribir	type	V;IND;SG;3;PRS;FIN	N;NEUT;SG
escribe	soort	escribir	soort	V;IND;SG;3;PRS;FIN	N;SG
dolores	pijn	dolor	pijn	N;MASC;PL	N;MASC+FEM;SG
dolores	dolores	dolor	dolores	N;MASC;PL	N;MASC+FEM;SG
actuar	acteer	actuar	acteer	V;NFIN	N;MASC+FEM;SG
necesita	nood	necesitar	nood	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
necesita	need	necesitar	need	V;IND;SG;3;PRS;FIN	
necesita	nodig	necesitar	nodig	V;IND;SG;3;PRS;FIN	ADJ
necesita	noodzaak	necesitar	noodzaak	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
necesita	behoefte	necesitar	behoefte	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
necesita	behoeften	necesitar	behoefte	V;IND;SG;3;PRS;FIN	N;PL
necesita	noden	necesitar	nood	V;IND;SG;3;PRS;FIN	N;PL
andrea	andrea	andrear	andrea	PROPN	N;MASC+FEM;SG
gris	gray	gris	gray		N;MASC+FEM;SG
gris	grijze	gris	grijs		ADJ
gris	grijs	gris	grijs		ADJ
gris	grijze	gris	grijs		ADJ
gris	grijs	gris	grijs		ADJ
gris	grey	gris	grey		N;MASC+FEM;SG
periódicos	krant	periódico	krant	N;MASC;PL	N;MASC+FEM;SG
periódicos	dagblad	periódico	dagblad	N;MASC;PL	N;NEUT;SG
lewis	lewis	lewi	lewis	PROPN	N;MASC+FEM;SG
adicional	bijkomend	adicional	bijkomend	ADJ;SG	V;V.PTCP
adicional	bijkomende	adicional	bijkomen	ADJ;SG	V;V.PTCP
adicional	aanvullend	adicional	aanvullen	ADJ;SG	V;V.PTCP
adicional	aanvullende	adicional	aanvullen	ADJ;SG	V;V.PTCP
regresa	retour	regresar	retour	V;IND;SG;3;PRS;FIN	ADJ
claudio	claude	claudio	claud	PROPN	N;MASC+FEM;SG
