что	hva	что	hva	PRO;NOM	N;INDF;NEUT;SG
выбран	utvalgte	выбрать	utvalg	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;PL
выбран	utvalgt	выбрать	utvalg	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;INDF;NEUT;SG
вдруг	plutselig	вдруг	plutselig	ADV	ADJ;INDF;NEUT;SG
вдруг	brått	вдруг	brå	ADV	ADJ;INDF;NEUT;SG
музыкальная	musical	музыкальный	musical	ADJ;NOM;FEM;SG	N
музыкальная	musikal	музыкальный	musikal	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
женский	feminine	женский	feminin	ADJ;NOM;MASC;SG	ADJ;PL
женский	hunkjønn	женский	hunkjønn	ADJ;NOM;MASC;SG	N;INDF;NEUT;SG
женский	kvinnelige	женский	kvinnelig	ADJ;NOM;MASC;SG	ADJ;PL
женский	hunn	женский	hunn	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
женский	kvinne	женский	kvinne	ADJ;NOM;MASC;SG	N;INDF;FEM;SG
женский	female	женский	female	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
женский	kvinnelig	женский	kvinnelig	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
странно	strange	странный	strang	ADJ;NEUT;SG	N;INDF;MASC;SG
странно	odd	странный	odd	ADJ;NEUT;SG	N;MASC
прибыли	profitt	прибыть	profitt	V;PFV;IND;PL;PST;FIN;ACT	N;INDF;MASC;SG
прибыли	fortjeneste	прибыть	fortjeneste	V;PFV;IND;PL;PST;FIN;ACT	N;INDF;FEM;SG
прибыли	ankom	прибыть	ankom	V;PFV;IND;PL;PST;FIN;ACT	N;INDF;MASC;SG
прибыли	kommet	прибыть	komme	V;PFV;IND;PL;PST;FIN;ACT	
прибыли	ankommet	прибыть	ankom	V;PFV;IND;PL;PST;FIN;ACT	N;DEF;NEUT;SG
прибыли	fortjeneste	прибыть	fortjeneste	V;PFV;IND;PL;PST;FIN;ACT	N;INDF;FEM;SG
прибыли	profitt	прибыть	profitt	V;PFV;IND;PL;PST;FIN;ACT	N;INDF;MASC;SG
противоречит	motsier	противоречить	motsiur	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;MASC;SG
противоречит	strider	противоречить	stride	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;MASC;SG
противоречит	motsier	противоречить	motsiur	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;MASC;SG
победители	vinnere	победитель	vinnere	N;ANIM;NOM;MASC;PL	N;INDF;MASC;SG
ростов	rostov	рост	rostov	N;INAN;NOM;MASC;PL	N;INDF;MASC;SG
обмен	bytte	обмен	byte	N;INAN;NOM;MASC;SG	ADJ;PL;V.PTCP
проиграл	mistet	проиграть	miste	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;NEUT;SG
проиграл	fortapt	проиграть	fortepje	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;SG;V.PTCP
проиграл	tapte	проиграть	tape	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PL;V.PTCP
проиграл	tapt	проиграть	tape	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
проиграл	lost	проиграть	lost	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;NEUT;SG
кольца	ring	кольцо	ring	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
кольца	ringer	кольцо	ringer	N;INAN;NOM;NEUT;PL	V;IND;PRS;FIN
тверская	tver	тверский	tver	ADJ;NOM;FEM;SG	N;INDF
акции	aksje	акция	aksje	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
акции	aksjer	акция	aksjer	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
планируется	planlagt	планировать	planleggje	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;INDF;NEUT;SG;V.PTCP
десятков	dusin	десяток	dusin	N;INAN;GEN;MASC;PL	N;INDF;NEUT;SG
десятков	dusinvis	десяток	dusinvis	N;INAN;GEN;MASC;PL	N;INDF;SG
десятков	dusin	десяток	dusin	N;INAN;GEN;MASC;PL	N;INDF;NEUT;SG
ухода	bryr	уход	bry	N;INAN;GEN;MASC;SG	V;IND;PRS;FIN
ваша	ditt	ваш	din	DET;NOM;FEM;SG	PRO;NEUT;SG
ваша	din	ваш	din	DET;NOM;FEM;SG	PRO;MASC;SG
ваша	dine	ваш	din	DET;NOM;FEM;SG	PRO;PL
ваша	ditt	ваш	din	DET;NOM;FEM;SG	PRO;NEUT;SG
ваша	din	ваш	din	DET;NOM;FEM;SG	PRO;MASC;SG
ваша	yours	ваш	yours	DET;NOM;FEM;SG	N;INDF;MASC;SG
ваша	dine	ваш	din	DET;NOM;FEM;SG	PRO;PL
лицензии	lisensiert	лицензия	lisensiere	N;INAN;NOM;FEM;PL	ADJ;INDF;SG;V.PTCP
спасти	lagre	спасти	lagre	V;PFV;NFIN;ACT	N;INDF;NEUT;SG
спасти	rescue	спасти	rescue	V;PFV;NFIN;ACT	N;INDF;NEUT;SG
спасти	unnsetning	спасти	unnsetning	V;PFV;NFIN;ACT	N;INDF;FEM;SG
спасти	redningen	спасти	redning	V;PFV;NFIN;ACT	N;DEF;MASC;SG
спасти	redning	спасти	redning	V;PFV;NFIN;ACT	N;INDF;FEM;SG
спасти	redde	спасти	redd	V;PFV;NFIN;ACT	ADJ;PL
поезд	trene	поезд	trene	N;INAN;NOM;MASC;SG	V;NFIN
автомобили	kjøretøyer	автомобиль	kjøretøy	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
автомобили	kjøretøy	автомобиль	kjøretøy	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
приключения	adventure	приключение	adventure	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
приключения	eventyr	приключение	eventyr	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
приключения	eventyret	приключение	eventyr	N;INAN;NOM;NEUT;PL	N;DEF;NEUT;SG
приключения	adventures	приключение	adventur	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
приключения	eventyr	приключение	eventyr	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
внешних	ekstern	внешний	ekstern	ADJ;GEN;PL	ADJ;INDF;SG
внешних	eksternt	внешний	eksternt	ADJ;GEN;PL	ADJ;INDF;NEUT;SG
породы	breed	порода	breed	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
породы	rase	порода	rase	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
породы	avler	порода	avler	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
балтийского	østersjøen	балтийский	østersjø	ADJ;GEN;MASC;SG	N;DEF;MASC;SG
балтийского	baltiske	балтийский	baltisk	ADJ;GEN;MASC;SG	ADJ;PL
девять	nine	девять	nine	NUM;NOM	N;INDF;MASC;SG
свободной	free	свободный	free	ADJ;INS;FEM;SG	N
свободной	frie	свободный	fri	ADJ;INS;FEM;SG	ADJ;PL
противник	fiendtlige	противник	fiendtlige	N;ANIM;NOM;MASC;SG	ADJ;PL
противник	fiendtlig	противник	fiendtlig	N;ANIM;NOM;MASC;SG	ADJ;INDF;NEUT;SG
огромное	svær	огромный	svær	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
минуты	minutter	минута	minutter	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
столетия	centennial	столетие	centennial	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
заблокирован	låst	блокировать	låst	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
заблокирован	blokkerte	блокировать	blokkere	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;PL;V.PTCP
заблокирован	blokkert	блокировать	blokkere	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
рано	early	рано	early	ADV	N
рано	tidig	рано	tidig	ADV	ADJ;INDF;SG
рано	tidlig	рано	tidlig	ADV	ADJ;INDF;NEUT;SG
рано	tidlige	рано	tidlig	ADV	ADJ;PL
рано	tidleg	рано	tidleg	ADV	ADJ;INDF;NEUT;SG
указаны	spesifisert	указать	spesifisere	V;PFV;PL;PST;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
указаны	oppgitt	указать	oppgi	V;PFV;PL;PST;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
указаны	angitte	указать	angitte	V;PFV;PL;PST;V.PTCP;PASS	N;INDF;NEUT;SG
указаны	angitt	указать	angitt	V;PFV;PL;PST;V.PTCP;PASS	N;INDF;MASC;SG
возник	oppsto	возникнуть	oppsto	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;MASC;SG
целиком	helhet	целиком	helh	ADV	N;INDF;SG
целиком	hel	целиком	hel	ADV	N
целиком	whole	целиком	whole	ADV	N
хуже	dårligere	плохой	dårligere	ADJ;CMPR	V;NFIN
физические	fysikalsk	физический	fysikalsk	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
физические	fysisk	физический	fysisk	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
интересы	rente	интерес	rente	N;INAN;NOM;MASC;PL	N;INDF;FEM;SG
интересы	interesse	интерес	interesse	N;INAN;NOM;MASC;PL	N;INDF;FEM;SG
одежды	klær	одежда	klær	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
китайский	kinesere	китайский	kinesere	ADJ;NOM;MASC;SG	N;INDF;FEM;SG
посетил	besøkt	посетить	besøkje	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
посетил	besøkte	посетить	besøkje	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PL;V.PTCP
муниципальный	kommunale	муниципальный	kommunal	ADJ;NOM;MASC;SG	ADJ;PL
деревьев	trær	дерево	træ	N;INAN;GEN;NEUT;PL	N;INDF;MASC;SG
деревьев	trærne	дерево	træ	N;INAN;GEN;NEUT;PL	ADJ;PL
файлов	arkiv	файл	arkiv	N;INAN;GEN;MASC;PL	N;INDF;NEUT;SG
живой	levende	живой	levende	ADJ;NOM;MASC;SG	N;INDF;NEUT;SG
живой	alive	живой	alive	ADJ;NOM;MASC;SG	N
учителя	lærere	учитель	lærere	N;ANIM;NOM;MASC;PL	V;NFIN
учителя	lærerne	учитель	lærern	N;ANIM;NOM;MASC;PL	N;INDF;FEM;SG
форт	fort	форт	fort	N;INAN;NOM;MASC;SG	ADJ;INDF;NEUT;SG
рабочей	arbeider	рабочий	arbeide	ADJ;INS;FEM;SG	V;IND;PRS;FIN
рабочей	jobber	рабочий	jobbe	ADJ;INS;FEM;SG	N;INDF;FEM;PL
армий	armeer	армия	arme	N;INAN;GEN;FEM;PL	N;INDF;MASC;SG
ответил	svarte	ответить	svart	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PL
ответил	besvart	ответить	besvare	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;MASC;SG
ответил	besvarte	ответить	besvare	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PL
общих	common	общий	common	ADJ;GEN;PL	N
общих	felles	общий	felles	ADJ;GEN;PL	ADJ;INDF;NEUT;SG
общих	vanlig	общий	vanlig	ADJ;GEN;PL	ADJ;INDF;NEUT;SG
звучит	høres	звучать	høre	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;SG
возрождения	renessansen	возрождение	renessanse	N;INAN;NOM;NEUT;PL	N;DEF;MASC;SG
будущее	fremtidig	будущее	fremtidig	N;INAN;NOM;NEUT;SG	ADJ;INDF;NEUT;SG
рекомендации	anbefalingen	рекомендация	anbefaling	N;INAN;NOM;FEM;PL	N;DEF;MASC;SG
рекомендации	anbefaling	рекомендация	anbefaling	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
словакии	slovakia	словакия	slovakia	N;INAN;NOM;FEM;PL	N;DEF;FEM;SG
словакии	slovakias	словакия	slovakias	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
горный	fjell	горный	fjell	ADJ;NOM;MASC;SG	N;INDF;NEUT;SG
горный	mountain	горный	mountain	ADJ;NOM;MASC;SG	N;INDF;NEUT;SG
горный	fjellet	горный	fjell	ADJ;NOM;MASC;SG	N;DEF;NEUT;SG
оси	akse	ось	akse	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
решить	løs	решить	løs	V;PFV;NFIN;ACT	N;INDF;MASC;SG
решить	oppklare	решить	oppklare	V;PFV;NFIN;ACT	N;INDF;MASC;SG
решить	løser	решить	løs	V;PFV;NFIN;ACT	N;INDF;FEM;PL
решить	bestem	решить	bestem	V;PFV;NFIN;ACT	N;INDF;MASC;SG
сайтов	nettsteder	сайт	nettstede	N;INAN;GEN;MASC;PL	N;INDF;MASC;SG
внешние	ekstern	внешний	ekstern	ADJ;NOM;PL	ADJ;INDF;SG
внешние	eksternt	внешний	eksternt	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
внешние	utvendig	внешний	utvendig	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
внешние	eksteriør	внешний	eksteriør	ADJ;NOM;PL	N;INDF;MASC;SG
среднее	middle	средний	middle	ADJ;NOM;NEUT;SG	PROPN
среднее	midtre	средний	midtre	ADJ;NOM;NEUT;SG	ADJ;CMPR
среднее	midten	средний	midt	ADJ;NOM;NEUT;SG	N;DEF;MASC;SG
среднее	gjennomsnittet	средний	gjennomsnitt	ADJ;NOM;NEUT;SG	N;DEF;NEUT;SG
среднее	gjennomsnitt	средний	gjennomsnitt	ADJ;NOM;NEUT;SG	N;INDF;NEUT;SG
среднее	gjennomsnittlige	средний	gjennomsnittlig	ADJ;NOM;NEUT;SG	ADJ;PL
среднее	gjennomsnittlig	средний	gjennomsnittlig	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
среднее	medium	средний	medium	ADJ;NOM;NEUT;SG	N;INDF;NEUT;SG
среднее	middels	средний	middels	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
крейсер	krysser	крейсер	krysse	N;INAN;NOM;MASC;SG	V;IND;PRS;FIN
электронная	elektroniske	электронный	elektronisk	ADJ;NOM;FEM;SG	ADJ;PL
исследователь	explorer	исследователь	explore	N;ANIM;NOM;MASC;SG	N;INDF;FEM;PL
конфликты	konflikt	конфликт	konflikt	N;INAN;NOM;MASC;PL	N;INDF;MASC;SG
внизу	nede	внизу	nede	ADV	ADP
внизу	nedenunder	внизу	nedenunde	ADV	ADJ;INDF;SG
двигателей	motorer	двигатель	motore	N;INAN;GEN;MASC;PL	N;INDF;FEM;SG
десятки	titalls	десяток	titall	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
десятки	dusin	десяток	dusin	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
десятки	dusinvis	десяток	dusinvis	N;INAN;NOM;MASC;PL	N;INDF;SG
комедии	komedie	комедия	komedie	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
комедии	komedier	комедия	komedium	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
квартира	flat	квартира	flat	N;INAN;NOM;FEM;SG	ADJ;INDF;SG
квартира	flatt	квартира	flat	N;INAN;NOM;FEM;SG	ADJ;INDF;NEUT;SG
взаимодействия	samhandling	взаимодействие	samhandling	N;INAN;NOM;NEUT;PL	N;INDF;FEM;SG
взаимодействия	interaksjon	взаимодействие	interaksjon	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
взаимодействия	samhandling	взаимодействие	samhandling	N;INAN;NOM;NEUT;PL	N;INDF;FEM;SG
взаимодействия	interaksjon	взаимодействие	interaksjon	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
тебя	du	ты	du	PRO;ACC;SG;2	PRO;HUM;NOM;SG;2
крыла	fløyen	крыло	fløy	N;INAN;NOM;NEUT;PL	N;DEF;MASC;SG
крыла	ving	крыло	ving	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
крыла	vinge	крыло	vinge	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
эссе	stilene	эссе	stile	N;INAN;NOM;NEUT;SG	N;DEF;FEM;PL
принята	godtatt	принять	godta	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
принята	godtas	принять	godta	V;PFV;FEM;SG;PST;V.PTCP;PASS	N;INDF;MASC;SG
принята	akseptert	принять	akseptere	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
принята	godkjent	принять	godkjenne	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
принята	aksepterte	принять	akseptere	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;PL;V.PTCP
принята	adoptert	принять	adoptere	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
принята	vedtatt	принять	vedta	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
принята	implementert	принять	implementere	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
показали	dukka	показать	dukke	V;PFV;IND;PL;PST;FIN;ACT	ADJ;INDF;SG;V.PTCP
сто	sto	сто	stå	NUM;NOM	V;IND;PST;FIN
дин	dean	дина	dean	N;ANIM;NOM;MASC;SG	PROPN
оставив	forlater	оставить	forlate	V;PFV;PST;V.CVB;ACT	N;INDF;FEM;PL
оставив	drar	оставить	dra	V;PFV;PST;V.CVB;ACT	V;IND;PRS;FIN
независимые	independent	независимый	independent	ADJ;NOM;PL	N;INDF;MASC;SG
независимые	uavhengig	независимый	uavhengig	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
независимые	selvstendig	независимый	selvstendig	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
размещения	plassering	размещение	plassering	N;INAN;NOM;NEUT;PL	N;INDF;FEM;SG
размещения	plasseringen	размещение	plassering	N;INAN;NOM;NEUT;PL	N;DEF;MASC;SG
размещения	publisering	размещение	publisering	N;INAN;NOM;NEUT;PL	N;INDF;FEM;SG
размещения	publiserer	размещение	publisere	N;INAN;NOM;NEUT;PL	V;IND;PRS;FIN
размещения	publisere	размещение	publisere	N;INAN;NOM;NEUT;PL	V;NFIN
греция	hellas	греция	hellas	N;INAN;NOM;FEM;SG	PROPN
социального	sosiale	социальный	sosial	ADJ;GEN;MASC;SG	ADJ;PL
значительные	betydelig	значительный	betydelig	ADJ;NOM;PL	N;INDF;MASC;SG
значительные	vesentlig	значительный	vesentlig	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
значительные	betydningsfullt	значительный	betydningsfull	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
вызвало	utløst	вызвать	utløse	V;PFV;NEUT;IND;SG;PST;FIN;ACT	ADJ;INDF;NEUT;SG
вызвало	utløste	вызвать	utløse	V;PFV;NEUT;IND;SG;PST;FIN;ACT	ADJ;PL;V.PTCP
администраторы	administratorer	администратор	administrator	N;ANIM;NOM;MASC;PL	N;INDF;NEUT;SG
администраторы	admins	администратор	admins	N;ANIM;NOM;MASC;PL	N;INDF;MASC;SG
администраторы	administratorer	администратор	administrator	N;ANIM;NOM;MASC;PL	N;INDF;NEUT;SG
обратился	snudd	обратиться	snu	V;PFV;MASC;IND;SG;PST;FIN;MID	ADJ;INDF;NEUT;SG;V.PTCP
перечисленных	oppført	перечислить	oppføre	V;PFV;GEN;PL;PST;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
перечисленных	listet	перечислить	list	V;PFV;GEN;PL;PST;V.PTCP;PASS	N;DEF;NEUT;SG
акт	handle	акт	handle	N;INAN;NOM;MASC;SG	V;NFIN
османской	osmanske	османский	osmansk	ADJ;INS;FEM;SG	ADJ;PL
увеличение	øke	увеличение	øken	N;INAN;NOM;NEUT;SG	V;IMP;FIN
увеличение	forstørrelse	увеличение	forstørrelse	N;INAN;NOM;NEUT;SG	ADJ;PL
тбилиси	tbilisi	тбилиси	tbilisi	N;INAN;NOM;MASC;PL	N;INDF;MASC;SG
нормально	normale	нормальный	normal	ADJ;NEUT;SG	ADJ;PL
нормально	normalen	нормальный	normal	ADJ;NEUT;SG	N;DEF;MASC;SG
львов	lvov	лев	lvov	N;INAN;GEN;MASC;PL	N;INDF;MASC;SG
львов	lions	лев	lions	N;INAN;GEN;MASC;PL	N;INDF;MASC;SG
львов	lviv	лев	lvive	N;INAN;GEN;MASC;PL	N;INDF;MASC;SG
произошла	hendt	произойти	hende	V;PFV;FEM;IND;SG;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
чрезвычайно	svært	чрезвычайно	svær	ADV	ADJ;INDF;NEUT;SG
чрезвычайно	ekstremt	чрезвычайно	ekstrem	ADV	ADJ;INDF;NEUT;SG
верно	høyre	верный	høyre	ADJ;NEUT;SG	V;NFIN
полномочия	akkreditiver	полномочие	akkreditiv	N;INAN;NOM;NEUT;PL	ADJ;PL
полномочия	autoritet	полномочие	autoritet	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
полномочия	fullmakt	полномочие	fullmakt	N;INAN;NOM;NEUT;PL	N;INDF;FEM;SG
полномочия	authority	полномочие	authority	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
полномочия	myndighet	полномочие	myndighet	N;INAN;NOM;NEUT;PL	N;INDF;FEM;SG
соответствия	konformitet	соответствие	konformitet	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
нападения	terrorangrepene	нападение	terrorangrep	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
нападения	angriper	нападение	angripe	N;INAN;NOM;NEUT;PL	V;IND;PRS;FIN
нападения	angrep	нападение	angrep	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
переданы	overførbar	передать	overførbar	V;PFV;PL;PST;V.PTCP;PASS	N;INDF;MASC;SG
переданы	overført	передать	overføre	V;PFV;PL;PST;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
ново	novo	новый	novo	ADJ;NEUT;SG	PROPN
буквально	bokstavelig	буквально	bokstavelig	ADV	N;INDF;MASC;SG
буквально	bokstavelig	буквально	bokstavelig	ADV	N;INDF;MASC;SG
существовало	eksistert	существовать	eksistere	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
существовало	fantes	существовать	fantes	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	N;INDF;NEUT;SG
социальная	sosiale	социальный	sosial	ADJ;NOM;FEM;SG	ADJ;PL
хороший	flinke	хороший	flink	ADJ;NOM;MASC;SG	ADJ;PL
коллегии	collegium	коллегия	collegium	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
мексика	mexico	мексика	mexico	N;INAN;NOM;FEM;SG	PROPN
оценить	vurder	оценить	vurd	V;PFV;NFIN;ACT	N;INDF;NEUT;SG
оценить	anslå	оценить	anslå	V;PFV;NFIN;ACT	N;INDF;MASC;SG
оценить	anslag	оценить	anslag	V;PFV;NFIN;ACT	N;INDF;NEUT;SG
оценить	overslag	оценить	overslag	V;PFV;NFIN;ACT	N;INDF;NEUT;SG
оценить	estimat	оценить	estimat	V;PFV;NFIN;ACT	N;INDF;NEUT;SG
уильямс	williams	уильямс	williams	N;ANIM;DAT;NEUT;PL	N;INDF;MASC;SG
выпущено	frigitt	выпустить	frigi	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
выпущено	sluppet	выпустить	slupp	V;PFV;NEUT;SG;PST;V.PTCP;PASS	N;DEF;NEUT;SG
выпущено	løslatt	выпустить	løslatt	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;INDF;NEUT;SG
выпущено	utstedt	выпустить	utstedje	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
любое	noen	любой	noen	DET;NOM;NEUT;SG	
любое	any	любой	any	DET;NOM;NEUT;SG	N;SG
ткани	duken	ткань	duken	N;INAN;NOM;FEM;PL	N;DEF;MASC;SG
ткани	klede	ткань	klede	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
ткани	klut	ткань	klut	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
ткани	tøy	ткань	tøy	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
лучшее	best	лучший	bra	ADJ;NOM;NEUT;SG	ADJ;INDF;RL
лучшее	beste	лучший	god	ADJ;NOM;NEUT;SG	ADJ;DEF;RL
меньшей	lesser	меньший	lesse	ADJ;INS;FEM;SG	N;INDF;FEM;PL
журналистов	journalister	журналист	journalister	N;ANIM;ACC;MASC;PL	N;INDF;MASC;SG
различия	skillet	различие	skill	N;INAN;NOM;NEUT;PL	N;DEF;NEUT;SG
различия	forskjell	различие	forskjell	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
практики	praksis	практика	praksis	N;INAN;NOM;MASC;PL	N;INDF;MASC;SG
спортивных	sportslig	спортивный	sportslig	ADJ;GEN;PL	ADJ;INDF;NEUT;SG
европейский	europeiske	европейский	europeisk	ADJ;NOM;MASC;SG	ADJ;PL
европейский	european	европейский	european	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
индонезии	indonesisk	индонезия	indonesisk	N;INAN;NOM;FEM;PL	ADJ;INDF;NEUT;SG
индонезии	indonesia	индонезия	indonesie	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
рока	roca	рок	roce	N;INAN;GEN;MASC;SG	PROPN
мероприятия	hendelser	мероприятие	hendelse	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
мероприятия	arrangementer	мероприятие	arrangement	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
маленький	small	маленький	small	ADJ;NOM;MASC;SG	N;INDF;NEUT;SG
маленький	små	маленький	liten	ADJ;NOM;MASC;SG	ADJ;PL
маленький	lille	маленький	lilje	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
агентства	byrå	агентство	byrå	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
агентства	byrået	агентство	byrå	N;INAN;NOM;NEUT;PL	N;DEF;NEUT;SG
осадков	nedbør	осадки	nedbør	N;INAN;GEN;MASC;PL	N;INDF;MASC;SG
осадков	nedbør	осадки	nedbør	N;INAN;GEN;MASC;PL	N;INDF;MASC;SG
центров	sentre	центр	senter	N;INAN;GEN;MASC;PL	N;INDF;NEUT;SG
достопримечательности	attraksjoner	достопримечательность	attraksjon	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
достопримечательности	sikte	достопримечательность	sikte	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
достопримечательности	sightseeing	достопримечательность	sightseeing	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
молодая	young	молодой	young	ADJ;NOM;FEM;SG	N;INDF;NEUT;SG
молодая	unge	молодой	ung	ADJ;NOM;FEM;SG	ADJ;PL
каждое	every	каждый	every	DET;NOM;NEUT;SG	N
каждое	hver	каждый	hver	DET;NOM;NEUT;SG	
каждое	hvert	каждый	hvert	DET;NOM;NEUT;SG	
каждое	hver	каждый	hver	DET;NOM;NEUT;SG	
каждое	hvert	каждый	hvert	DET;NOM;NEUT;SG	
нигде	ingensteds	нигде	ingensteds	ADV	N
артиллерийский	artilleri	артиллерийский	artilleri	ADJ;NOM;MASC;SG	N;INDF;NEUT;SG
артиллерийский	artilleriet	артиллерийский	artillerium	ADJ;NOM;MASC;SG	N;DEF;NEUT;SG
кузнецов	kuznetsov	кузнец	kuznetsov	N;ANIM;GEN;MASC;PL	N;INDF;MASC;SG
продукция	produkter	продукция	produkt	N;INAN;NOM;FEM;SG	N;INDF;FEM;PL
