ausscheiden	звільнення	ausscheiden	звільнення	V;NFIN	N;INAN;NOM;NEUT;SG
ethik	етичних	ethik	етичний		ADJ;GEN;PL
ethik	етика	ethik	етик		N;INAN;NOM;FEM;SG
ausgewählte	вибраний	ausgewählt	вибраний	ADJ;NOM;FEM;PL	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
ausgewählte	обрані	ausgewählt	обран	ADJ;NOM;FEM;PL	N;ANIM;NOM;MASC;PL
ausgewählte	вибране	ausgewählt	вибраний	ADJ;NOM;FEM;PL	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
ausgewählte	вибрано	ausgewählt	вибрати	ADJ;NOM;FEM;PL	V;PFV;IND;0;FIN
britisch	британці	britisch	британець	ADJ	N;ANIM;NOM;MASC;PL
britisch	british	britisch	british	ADJ	
britisch	англієць	britisch	англієць	ADJ	N;ANIM;NOM;MASC;SG
entdecken	discovering	entdecken	discovering	V;NFIN	
entdecken	огляд	entdecken	огляд	V;NFIN	N;INAN;NOM;MASC;SG
entdecken	виявлення	entdecken	виявлення	V;NFIN	N;INAN;NOM;NEUT;SG
entdecken	відкриття	entdecken	відкриття	V;NFIN	N;INAN;NOM;NEUT;SG
entdecken	знахідка	entdecken	знахідка	V;NFIN	N;INAN;NOM;FEM;SG
gestapo	гестапо	gestapo	гестапо		N;ANIM;NOM;MASC;SG
beginnend	початок	beginnend	початок	ADJ	N;INAN;NOM;MASC;SG
beginnend	захопити	beginnend	захопити	ADJ	V;PFV;NFIN
frequenz	частоту	frequenz	частота	ADJ	N;INAN;ACC;FEM;SG
frequenz	частота	frequenz	частота	ADJ	N;INAN;NOM;FEM;SG
lit	літ	lit	літа		
auffällig	поліпшити	auffällig	поліпшити	ADJ	V;PFV;NFIN
auffällig	автобусів	auffällig	автобус	ADJ	N;INAN;GEN;MASC;PL
verlinkung	гіперпосилання	verlinkung	гіперпосилання	ADJ	N;INAN;NOM;NEUT;SG
verlinkung	посиланням	verlinkung	посилання	ADJ	N;INAN;INS;NEUT;SG
verlinkung	посилання	verlinkung	посилання	ADJ	N;INAN;NOM;NEUT;PL
verlinkung	link	verlinkung	link	ADJ	
verlinkung	лінк	verlinkung	лінк	ADJ	N;INAN;NOM;MASC;SG
verlinkung	причетність	verlinkung	причетність	ADJ	N;INAN;NOM;FEM;SG
seltene	рідкісна	selten	рідкісний	ADJ;NOM;PL	ADJ;NOM;FEM;SG
seltene	рідкісний	selten	рідкісний	ADJ;NOM;PL	ADJ;NOM;MASC;SG
seltene	рідкість	selten	рідкість	ADJ;NOM;PL	N;INAN;NOM;FEM;SG
seltene	рідкісне	selten	рідкісний	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
marshall	маршалл	marshall	маршалл	PROPN	PROPN;ANIM;NOM;MASC;SG
marshall	маршал	marshall	маршал	PROPN	N;ANIM;NOM;MASC;SG
marshall	маршал	marshall	маршал	PROPN	N;ANIM;NOM;MASC;SG
wortes	словом	wort	слово	N;NOM;NEUT;SG	N;INAN;INS;NEUT;SG
most	найцікавіше	most	найцікавіше		ADV;RL
most	більшість	most	більшість		N;INAN;NOM;FEM;SG
grosse	великі	groß	великий	N;NOM;FEM;PL	ADJ;NOM;PL
grosse	великих	groß	великий	N;NOM;FEM;PL	ADJ;ANIM;ACC;PL
grosse	grosse	groß	grosse	N;NOM;FEM;PL	
jederzeit	everytime	jederzeit	everytime	ADV	
geeignete	відповідний	geeignet	відповідний	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
geeignete	відповідну	geeignet	відповідний	ADJ;NOM;FEM;PL	ADJ;ACC;FEM;SG
geeignete	підходить	geeignet	підходити	ADJ;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
contest	конкурс	contest	конкурс	PROPN;NOM;SG	N;INAN;NOM;MASC;SG
contest	євробачення	contest	євробачення	PROPN;NOM;SG	N;INAN;NOM;NEUT;SG
houston	houston	houston	houston	PROPN;NOM;SG	
adrian	адріан	adrian	адріан	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
reichlich	надлишку	reichlich	надлишок	ADV	N;INAN;NOM;FEM;SG
gefallenen	впала	gefallen	впасти	ADJ;PL	V;PFV;FEM;IND;SG;PST;FIN
gefallenen	провалився	gefallen	провалитися	ADJ;PL	V;PFV;MASC;IND;SG;PST;FIN
gefallenen	падали	gefallen	падати	ADJ;PL	V;IPFV;IND;PL;PST;FIN
kaffee	кава	kaffee	кава		N;INAN;NOM;FEM;SG
kaffee	кафе	kaffee	кафе		N;INAN;NOM;NEUT;SG
kaffee	cafe	kaffee	cafe		
gedenkstätte	меморіал	gedenkstätte	меморіал	ADJ;NOM;FEM;SG	N;INAN;NOM;MASC;SG
agent	агент	agent	агент	PROPN;NOM;SG	N;ANIM;NOM;MASC;SG
zagreb	загреб	zagreb	загребти	PROPN	PROPN;INAN;NOM;MASC;SG
fokus	фокус	fokus	фокус	ADJ	N;INAN;NOM;MASC;SG
fokus	фокусування	fokus	фокусування	ADJ	N;INAN;NOM;NEUT;SG
fokus	focus	fokus	focus	ADJ	
verbesserungen	вдосконалення	verberseringen	вдосконалення	V	N;INAN;NOM;NEUT;SG
verbesserungen	покращення	verberseringen	покращення	V	N;INAN;NOM;NEUT;SG
verbesserungen	удосконалення	verberseringen	удосконалення	V	N;INAN;NOM;NEUT;SG
gegenseitig	взаємопов	gegenseitig	взаємопов	ADJ	
modellen	models	modell	models	N;PL	
turnieren	турніри	turnieren	турнір	V;NFIN	N;INAN;NOM;MASC;PL
turnieren	турнірів	turnieren	турнір	V;NFIN	N;INAN;GEN;MASC;PL
grey	сіра	grey	сіра	PROPN;NOM;SG	N;INAN;NOM;FEM;SG
grey	сірий	grey	сірий	PROPN;NOM;SG	ADJ;NOM;MASC;SG
grey	грей	grey	грей	PROPN;NOM;SG	PROPN;ANIM;NOM;FEM;SG
krakau	краків	krakau	крак	PROPN;NOM;SG	PROPN;INAN;NOM;MASC;SG
krakau	краківське	krakau	краківський	PROPN;NOM;SG	ADJ;NOM;NEUT;SG
krakau	краків	krakau	крак	PROPN;NOM;SG	PROPN;INAN;NOM;MASC;SG
krakau	кракові	krakau	крак	PROPN;NOM;SG	PROPN;INAN;NOM;MASC;SG
krakau	краків	krakau	крак	PROPN;NOM;SG	PROPN;INAN;NOM;MASC;SG
gesendet	надіслані	senden	надісланий	V;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
gesendet	опубліковані	senden	опублікований	V;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
zypern	зімбабве	zypern	зімбабве		PROPN;INAN;NOM;MASC;SG
zypern	кіпр	zypern	кіпр		PROPN;INAN;NOM;FEM;SG
zypern	кіпрі	zypern	кіпра		PROPN;INAN;NOM;MASC;SG
zypern	кіпру	zypern	кіпра		PROPN;INAN;NOM;MASC;SG
zypern	мальта	zypern	мальта		PROPN;INAN;NOM;FEM;SG
anleitung	вказівки	anleitung	вказівка	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
anleitung	ручний	anleitung	ручний	N;NOM;FEM;SG	ADJ;NOM;MASC;SG
anleitung	ручна	anleitung	ручний	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
anleitung	ручне	anleitung	ручний	N;NOM;FEM;SG	ADJ;NOM;NEUT;SG
anleitung	вручну	anleitung	вручну	N;NOM;FEM;SG	ADV
anleitung	довідок	anleitung	довідка	N;NOM;FEM;SG	N;INAN;GEN;FEM;PL
anleitung	навчальної	anleitung	навчальний	N;NOM;FEM;SG	ADJ;GEN;FEM;SG
anleitung	інструкції	anleitung	інструкція	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
anleitung	настанови	anleitung	настанова	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
anleitung	вказівки	anleitung	вказівка	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
jeff	джефф	jeff	джефф	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
staatsbürgerschaft	нації	staatsbürgerschaft	нація	ADJ	N;INAN;GEN;FEM;SG
staatsbürgerschaft	країна	staatsbürgerschaft	країна	ADJ	N;INAN;NOM;FEM;SG
staatsbürgerschaft	націю	staatsbürgerschaft	нація	ADJ	N;INAN;ACC;FEM;SG
staatsbürgerschaft	громадянство	staatsbürgerschaft	громадянство	ADJ	N;INAN;NOM;NEUT;SG
staatsbürgerschaft	нація	staatsbürgerschaft	нація	ADJ	N;INAN;NOM;FEM;SG
staatsbürgerschaft	громадянство	staatsbürgerschaft	громадянство	ADJ	N;INAN;NOM;NEUT;SG
zwang	примусово	zwingen	примусово	V;SG;FIN	ADV
zwang	змусили	zwingen	змусити	V;SG;FIN	V;PFV;IND;PL;PST;FIN
zwang	вимушена	zwingen	вимушений	V;SG;FIN	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
zwang	примусом	zwingen	примусом	V;SG;FIN	N;INAN;INS;MASC;SG
germania	германія	germania	германія	PROPN;NOM;SG	N;INAN;NOM;FEM;SG
unterart	підтип	unterart	підтип	ADJ	N;INAN;NOM;MASC;SG
unterart	підвид	unterart	підвид	ADJ	N;INAN;NOM;MASC;SG
kürzer	коротше	kurz	коротше	ADJ	ADV;CMPR
kürzer	виступи	kurz	виступ	ADJ	N;INAN;NOM;MASC;PL
komplexe	кластерами	komplex	кластер	ADJ;NOM;FEM;PL	N;INAN;INS;MASC;PL
komplexe	складність	komplex	складність	ADJ;NOM;FEM;PL	N;INAN;NOM;FEM;SG
komplexe	комплекс	komplex	комплекс	ADJ;NOM;FEM;PL	N;INAN;NOM;MASC;SG
verbündeten	союзники	verbünden	союзник	V;IND;PL;3;PST;FIN	N;ANIM;NOM;MASC;PL
verbündeten	союзників	verbünden	союзник	V;IND;PL;3;PST;FIN	N;ANIM;ACC;MASC;PL
monats	щомісяця	monats	щомісяць		ADV
monats	місячного	monats	місячний		ADJ;GEN;MASC;SG
monats	місячний	monats	місячний		ADJ;NOM;MASC;SG
monats	місяця	monats	місяць		N;INAN;GEN;MASC;SG
monats	місяць	monats	місяць		N;INAN;NOM;MASC;SG
türme	вежа	türm	вежа	N;NOM;PL	N;INAN;NOM;FEM;SG
türme	tower	türm	tower	N;NOM;PL	
türme	башта	türm	башта	N;NOM;PL	N;INAN;NOM;FEM;SG
hut	капелюхи	hun	капелюха	N;SG	N;INAN;NOM;MASC;PL
hut	шапочки	hun	шапочка	N;SG	N;INAN;NOM;FEM;PL
verbleib	місцезнаходження	verbleib	місцезнаходження		N;INAN;NOM;NEUT;SG
verbleib	доля	verbleib	доля		N;INAN;NOM;FEM;SG
verbleib	долі	verbleib	доля		N;INAN;NOM;FEM;PL
verbleib	долю	verbleib	доля		N;INAN;ACC;FEM;SG
milch	молочні	milch	молочний		ADJ;NOM;PL
milch	молоко	milch	молоко		N;INAN;NOM;NEUT;SG
milch	молока	milch	молоко		N;INAN;NOM;NEUT;SG
milch	milk	milch	milk		
langjährigen	багаторічну	langjährig	багаторічний	ADJ;PL	ADJ;ACC;FEM;SG
jon	йон	jon	йон	PROPN;NOM;MASC;SG	
jon	джон	jon	джон	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
schmitt	шмітт	schmein	шмітт	PROPN	PROPN;ANIM;NOM;MASC;SG
bestände	акціями	beständen	акція	N;NOM	N;INAN;INS;FEM;PL
weswegen	нащо	weswegen	нащо	ADV	INTJ
weswegen	навіщо	weswegen	навіщо	ADV	
hills	пагорби	hills	пагорб	PROPN	N;INAN;NOM;MASC;PL
baptist	баптистська	baptist	баптистський	PROPN;NOM;MASC;SG	ADJ;NOM;FEM;SG
anfänglich	спочатку	anfänglich	спочатку	ADJ	ADV
beeinflussen	перебіг	beeinflussen	перебігти	V;NFIN	N;INAN;NOM;MASC;SG
beeinflussen	вплив	beeinflussen	вплив	V;NFIN	N;INAN;NOM;MASC;SG
bug	ваду	bugen	вада		N;INAN;ACC;FEM;SG
bug	вада	bugen	вада		N;INAN;NOM;FEM;SG
bug	уклін	bugen	уклін		N;INAN;NOM;MASC;SG
bug	арку	bugen	арк		N;INAN;ACC;FEM;SG
bug	лук	bugen	лук		
meilen	миля	meilen	миля		N;INAN;NOM;FEM;SG
meilen	кілометрів	meilen	кілометр		N;INAN;GEN;MASC;PL
taten	вчинками	taten	вчинка	V;FIN	N;INAN;INS;FEM;PL
farm	ферма	farm	ферма	PROPN	
oberstleutnant	полковнику	oberstleutnant	полковник	ADJ	N;ANIM;DAT;MASC;SG
oberstleutnant	полковник	oberstleutnant	полковник	ADJ	N;ANIM;NOM;MASC;SG
oberstleutnant	підполковник	oberstleutnant	підполковник	ADJ	N;ANIM;NOM;MASC;SG
ermitteln	розслідування	ermitteln	розслідування	V;NFIN	N;INAN;NOM;NEUT;SG
ermitteln	виявлення	ermitteln	виявлення	V;NFIN	N;INAN;NOM;NEUT;SG
ermitteln	ідентифікація	ermitteln	ідентифікація	V;NFIN	N;INAN;NOM;FEM;SG
wta	wta	wta	wta		
freizeit	відпочинок	freizeit	відпочинок		N;INAN;NOM;MASC;SG
freizeit	дозвілля	freizeit	дозвілля		N;INAN;NOM;NEUT;SG
freizeit	відпочинку	freizeit	відпочинок		N;INAN;GEN;MASC;SG
freizeit	спорт	freizeit	спорт		N;INAN;NOM;MASC;SG
freizeit	спортивні	freizeit	спортивний		ADJ;NOM;PL
freizeit	спорту	freizeit	спорт		N;INAN;GEN;MASC;SG
drum	барабан	drum	барабан	ADV	N;INAN;NOM;MASC;SG
motorrad	велосипеди	motorrad	велосипед		N;INAN;NOM;MASC;PL
motorrad	байки	motorrad	байки		N;ANIM;NOM;MASC;PL
motorrad	мотоциклі	motorrad	мотоцикл		N;INAN;DAT;MASC;SG
motorrad	велосипед	motorrad	велосипед		N;INAN;NOM;MASC;SG
motorrad	велосипедом	motorrad	велосипед		N;INAN;INS;MASC;SG
motorrad	мотоцикл	motorrad	мотоцикл		N;INAN;NOM;MASC;SG
motorrad	мото	motorrad	мото		
motorrad	коляскою	motorrad	коляска		N;INAN;INS;FEM;SG
motorrad	мотоцикл	motorrad	мотоцикл		N;INAN;NOM;MASC;SG
lutherische	лютеранська	lutherisch	лютеранський	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
aktueller	течія	aktuell	течія	ADJ	N;INAN;NOM;FEM;SG
aktueller	струм	aktuell	струм	ADJ	N;INAN;NOM;MASC;SG
peer	вузол	peer	вузол		N;INAN;NOM;MASC;SG
peer	декларацій	peer	декларація		N;INAN;GEN;FEM;PL
wellen	шахти	wellen	шахта		N;INAN;NOM;FEM;PL
wellen	вали	wellen	вати		N;INAN;NOM;MASC;PL
wellen	сплеск	wellen	сплеск		N;INAN;NOM;MASC;SG
wellen	хвилі	wellen	хвиля		N;INAN;NOM;FEM;PL
wellen	хвилями	wellen	хвиля		N;INAN;INS;FEM;PL
maßstab	масштаб	maßsteben	масштаб	ADV	N;INAN;NOM;MASC;SG
maßstab	шкала	maßsteben	шкати	ADV	N;INAN;NOM;FEM;SG
ständige	постійний	ständig	постійний	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
ständige	постійна	ständig	постійний	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
ständige	стала	ständig	стати	ADJ;NOM;FEM;PL	V;PFV;FEM;IND;SG;PST;FIN
ständige	постійний	ständig	постійний	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
sopran	сопрано	sopran	сопрано		N;INAN;NOM;FEM;SG
schoss	колі	schießen	коло	V;V.PTCP	N;INAN;NOM;NEUT;SG
schoss	постріл	schießen	постріл	V;V.PTCP	N;INAN;NOM;MASC;SG
fachliteratur	література	fachliteratur	література	ADJ	N;INAN;NOM;FEM;SG
philosophische	філософська	philosophisch	філософський	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
klassiker	класика	klassik	класика	ADJ	N;INAN;NOM;FEM;SG
klassiker	класику	klassik	класика	ADJ	N;INAN;ACC;FEM;SG
klassiker	класика	klassik	класика	ADJ	N;INAN;NOM;FEM;SG
burgund	бургундія	burgund	бургундія	PROPN;NOM;MASC;SG	PROPN;INAN;NOM;FEM;SG
partnerschaft	партнерства	partnerschaft	партнерство	ADJ	N;INAN;NOM;NEUT;SG
partnerschaft	партнерство	partnerschaft	партнерство	ADJ	N;INAN;NOM;NEUT;SG
pauli	паулі	pauli	пауля	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
brot	хліба	broten	хліб		N;INAN;GEN;MASC;SG
brot	хліб	broten	хліб		N;INAN;NOM;MASC;SG
ukrainischen	український	ukrainisch	український	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;SG
ukrainischen	українець	ukrainisch	українець	ADJ;NOM;MASC;PL	N;ANIM;NOM;MASC;SG
ukrainischen	українська	ukrainisch	український	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;SG
xiii	xiii	xiii	xiii		
lehren	уроки	lehren	урок	V;NFIN	N;INAN;NOM;MASC;PL
lehren	навчальні	lehren	навчальний	V;NFIN	ADJ;NOM;PL
marseille	марсель	marseill	марсель	PROPN;NOM;NEUT;SG	PROPN;ANIM;NOM;MASC;SG
hugh	гуго	hagh	гуго	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG
chen	чен	chen	чен	PROPN;NOM;MASC;SG	
chen	чень	chen	чень	PROPN;NOM;MASC;SG	
leon	леон	leon	леон	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG
ostseite	схід	ostseite	схід	ADJ	N;INAN;NOM;MASC;SG
höfe	господарствах	hofen	господарство	N;NOM;PL	N;INAN;ESS;NEUT;PL
höfe	судів	hofen	суд	N;NOM;PL	N;INAN;GEN;MASC;PL
beethoven	бетховен	beethoven	бетховен		ADJ;NOM;MASC;SG
mönche	монахи	mönch	монаха		N;ANIM;NOM;FEM;PL
krefeld	крефельд	krefeld	крефельд	PROPN	PROPN;INAN;NOM;MASC;SG
tommy	томмі	tommy	томма	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
tommy	томі	tommy	томі	PROPN;NOM;MASC;SG	N;INAN;DAT;MASC;SG
rgb	rgb	rgb	rgb		
görlitz	герліц	görlitz	герліц	PROPN;NOM;SG	PROPN;INAN;NOM;MASC;SG
glatt	plain	glatt	plain	ADJ	
glatt	рівнина	glatt	рівнина	ADJ	N;INAN;NOM;FEM;SG
glatt	згладжування	glatt	згладжування	ADJ	N;INAN;NOM;NEUT;SG
glatt	плавно	glatt	плавно	ADJ	ADV
beauftragte	делегат	beauftragen	делегат	V;IND;SG;3;PST;FIN	N;ANIM;NOM;MASC;SG
beauftragte	уповноваженого	beauftragen	уповноважений	V;IND;SG;3;PST;FIN	ADJ;PFV;GEN;MASC;SG;V.PTCP;PASS
aussicht	prospect	aussechen	prospect	PROPN	
aussicht	outlook	aussechen	outlook	PROPN	
aussicht	переглядів	aussechen	перегляд	PROPN	N;INAN;NOM;MASC;SG
aussicht	погляди	aussechen	погляд	PROPN	N;INAN;NOM;MASC;PL
aussicht	перегляди	aussechen	перегляд	PROPN	N;INAN;NOM;MASC;PL
aussicht	перегляд	aussechen	перегляд	PROPN	N;INAN;NOM;MASC;SG
aussicht	вигляд	aussechen	вигляд	PROPN	N;INAN;NOM;MASC;SG
aussicht	view	aussechen	view	PROPN	
aussicht	вид	aussechen	вид	PROPN	N;INAN;NOM;MASC;SG
aussicht	переглянути	aussechen	переглянути	PROPN	V;PFV;NFIN
erwerb	купити	erwerben	купити	N	V;PFV;NFIN
erwerb	придбати	erwerben	придбати	N	V;PFV;NFIN
passage	проїзд	passage	проїзд		N;INAN;NOM;MASC;SG
passage	пасаж	passage	пасаж		N;INAN;NOM;MASC;SG
passage	переїзд	passage	переїзд		N;INAN;NOM;MASC;SG
niedriger	опустити	niedrig	опустити	ADJ	V;PFV;NFIN
run	запускати	run	запускати	PROPN	V;IPFV;NFIN
run	запустити	run	запустити	PROPN	V;PFV;NFIN
run	run	run	run	PROPN	
run	виконати	run	виконати	PROPN	V;PFV;NFIN
saudi	саудівська	saudi	саудівський	PROPN	ADJ;NOM;FEM;SG
anime	аніме	anime	аніме		N;INAN;NOM;NEUT;SG
kairo	каїр	kairo	каїра	PROPN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG
reformierten	квітку	reformiert	квітка	ADJ;PL	N;INAN;ACC;FEM;SG
bittet	запрошення	bitten	запрошення	V;IND;SG;3;PRS;FIN	N;INAN;NOM;NEUT;SG
olaf	олаф	olaf	олаф	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
bewusstsein	сумління	bewußtsein	сумління	V;IND;SG;3;PRS;FIN	N;INAN;NOM;NEUT;SG
bewusstsein	совісті	bewußtsein	совість	V;IND;SG;3;PRS;FIN	N;INAN;ACC;FEM;PL
bewusstsein	совість	bewußtsein	совість	V;IND;SG;3;PRS;FIN	N;INAN;NOM;FEM;SG
bewusstsein	обізнаність	bewußtsein	обізнаність	V;IND;SG;3;PRS;FIN	N;INAN;NOM;FEM;SG
bewusstsein	свідомість	bewußtsein	свідомість	V;IND;SG;3;PRS;FIN	N;INAN;NOM;FEM;SG
berufliche	професійно	beruflich	професійно	ADJ;NOM;FEM;PL	ADV
porträts	портрети	porträts	портрет		N;INAN;NOM;MASC;PL
porträts	портрет	porträts	портрет		N;INAN;NOM;MASC;SG
porträts	книжкова	porträts	книжковий		ADJ;NOM;FEM;SG
ausgegangen	датоване	ausgehen	датований	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
avenue	проспект	avenue	проспект	PROPN;SG	N;INAN;NOM;MASC;SG
avenue	avenue	avenue	avenue	PROPN;SG	
motors	motors	motors	motors	PROPN;NOM;SG	
motors	рушії	motors	рушія	PROPN;NOM;SG	N;INAN;NOM;FEM;PL
let	хай	let	хай	PROPN	PART
let	нехай	let	нехай	PROPN	
schumann	шуман	schumann	шуман	PROPN;SG	PROPN;ANIM;NOM;MASC;SG
remix	remix	remix	remix	PROPN	
trikot	джерсі	trikot	джерсі	PROPN	PROPN;INAN;NOM;MASC;SG
lorenzo	лоренцо	lorenzo	лоренцо	PROPN;NOM;SG	PROPN;ANIM;NOM;MASC;SG
gescheitert	невдало	scheitern	невдало	V;V.PTCP	ADV
gescheitert	невдача	scheitern	невдача	V;V.PTCP	N;INAN;NOM;FEM;SG
gescheitert	збій	scheitern	збій	V;V.PTCP	N;INAN;NOM;MASC;SG
gescheitert	помилка	scheitern	помилка	V;V.PTCP	N;INAN;NOM;FEM;SG
masters	магістри	masters	магістр	PROPN	N;ANIM;NOM;MASC;PL
opern	opera	opern	opera		
opern	опера	opern	опера		N;INAN;NOM;FEM;SG
opern	опер	opern	опер		N;INAN;GEN;FEM;PL
tschechisch	чех	tschechisch	чех	ADJ	PROPN;ANIM;NOM;MASC;SG
angebote	просування	angebit	просування	ADJ;NOM;PL	N;INAN;NOM;NEUT;SG
angebote	заохочення	angebit	заохочення	ADJ;NOM;PL	N;INAN;NOM;NEUT;SG
angebote	пропонує	angebit	пропонувати	ADJ;NOM;PL	V;IPFV;IND;SG;3;PRS;FIN
angebote	пропозиції	angebit	пропозиція	ADJ;NOM;PL	N;INAN;NOM;FEM;PL
angebote	договорів	angebit	договір	ADJ;NOM;PL	N;INAN;GEN;MASC;PL
zugewiesen	призначена	zuweisen	призначений	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
zugewiesen	оргкомітет	zuweisen	оргкомітет	V;V.PTCP	N;INAN;NOM;MASC;SG
zugewiesen	призначені	zuweisen	призначений	V;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
grundlegend	принципово	grundlegend	принципово	ADJ	ADV
kriegen	війн	kriegen	війна	V;NFIN	N;INAN;GEN;FEM;PL
kriegen	війни	kriegen	війна	V;NFIN	N;INAN;NOM;FEM;SG
reifen	шини	reif	шина		N;INAN;NOM;FEM;PL
reifen	tyres	reif	tyres		
reifen	шина	reif	шина		N;INAN;NOM;FEM;SG
reifen	колесо	reif	колесо		N;INAN;NOM;NEUT;SG
reifen	тіра	reif	тіра		N;INAN;NOM;FEM;SG
reifen	зріла	reif	зріти		ADJ;NOM;FEM;SG
wolfram	розжарювання	wolfram	розжарювання		N;INAN;NOM;NEUT;SG
wolfram	вольфрам	wolfram	вольфрама		N;ANIM;NOM;MASC;SG
roberts	робертс	roberts	робертс	PROPN	PROPN;ANIM;NOM;MASC;SG
komitee	комітету	komit	комітет		N;INAN;GEN;MASC;SG
komitee	комітет	komit	комітет		N;INAN;NOM;MASC;SG
komitee	comité	komit	comité		
hirsch	олень	hirsch	олень		N;ANIM;NOM;MASC;SG
hirsch	олень	hirsch	олень		N;ANIM;NOM;MASC;SG
hirsch	олені	hirsch	олень		N;ANIM;NOM;FEM;PL
hirsch	оленя	hirsch	оленя		N;ANIM;ACC;MASC;SG
hirsch	гірш	hirsch	гірш		
ludwigs	людвіг	ludwigs	людвіг		PROPN;ANIM;NOM;MASC;SG
umstand	обставин	umstand	обставина	ADV	N;INAN;GEN;FEM;PL
unterarten	підвид	unterart	підвид	ADJ	N;INAN;NOM;MASC;SG
ermittlungen	розслідувань	ermittlung	розслідування	V;PL	N;INAN;GEN;NEUT;PL
ermittlungen	розслідування	ermittlung	розслідування	V;PL	N;INAN;NOM;NEUT;SG
ermittlungen	слідство	ermittlung	слідство	V;PL	N;INAN;NOM;NEUT;SG
speicher	зберігання	speich	зберігання	ADJ	N;INAN;NOM;NEUT;SG
speicher	носії	speich	носій	ADJ	N;ANIM;NOM;MASC;PL
speicher	сховище	speich	сховище	ADJ	N;INAN;NOM;NEUT;SG
speicher	спогад	speich	спогад	ADJ	N;INAN;NOM;MASC;SG
nancy	ненсі	nancy	ненсі	PROPN;NOM;SG	PROPN;ANIM;NOM;FEM;SG
hunter	мисливець	hunter	мисливаць	PROPN	N;ANIM;NOM;MASC;SG
verschieden	different	verschieden	different	ADJ	
verschieden	інше	verschieden	інший	ADJ	DET;NOM;NEUT;SG
verschieden	parus	verschieden	parus	ADJ	
krieger	воїни	krieg	воїн		N;ANIM;NOM;MASC;PL
krieger	крігер	krieg	крігер		PROPN;ANIM;NOM;MASC;SG
krieger	воїн	krieg	воїн		N;ANIM;NOM;MASC;SG
systematisch	систематично	systematisch	систематично	ADJ	ADV
systematisch	systematic	systematisch	systematic	ADJ	
eichstätt	айхштет	eichstäten	айхштет	PROPN;NOM;SG	
ehepaar	пара	ehepaar	пара	ADJ	N;INAN;NOM;FEM;SG
ehepaar	парочка	ehepaar	парочка	ADJ	N;INAN;NOM;FEM;SG
delta	дельта	delta	дельта		
delta	delta	delta	delta		
durchführen	виконання	durchfahren|durchführen	виконання	V;NFIN	N;INAN;NOM;NEUT;SG
armin	армін	armin	армін	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
brockhaus	брокгауз	brockhaus	брокгауз	PROPN	N;INAN;NOM;MASC;SG
ivan	іван	ivan	іван	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
ivan	іванко	ivan	іванка	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;FEM;SG
stichwort	cue	stechworen	cue	ADJ	
erwünscht	бажано	erwünscht	бажати	ADJ	ADV
erwünscht	цінувати	erwünscht	цінувати	ADJ	V;IPFV;NFIN
erwünscht	вдячністю	erwünscht	вдячність	ADJ	N;INAN;INS;FEM;SG
erwünscht	оцінила	erwünscht	оцінити	ADJ	V;PFV;FEM;IND;SG;PST;FIN
erwünscht	хотів	erwünscht	хотіти	ADJ	V;IPFV;MASC;IND;SG;PST;FIN
erwünscht	захотіли	erwünscht	захотіти	ADJ	V;PFV;IND;PL;PST;FIN
