تلاقی	reunion	تلاقی	reunion	ADJ	N
جِلف	khó	جِلف	khó		ADJ
جِلف	khổ	جِلف	khổ		ADJ
جِلف	đắng	جِلف	đắng		ADJ
جِلف	despicable	جِلف	despicable		N
جِلف	base	جِلف	base		
جِلف	nặng	جِلف	nặng		ADJ
جلکار	sông	جلکار	sông	PROPN;NOM;MASC;SG;3	N
جلن	cháy	جلن	cháy	N;NOM;MASC;SG;3	V
جلن	envy	جلن	envy	N;NOM;MASC;SG;3	
جلن	gớm	جلن	gớm	N;NOM;MASC;SG;3	PART
جلنا	burn	جل	burn	V;MASC;SG;NFIN;ACT	N
جِلَو	dress	جِلَو	dress	PROPN;NOM;MASC;SG;3	
جِلَو	triều	جِلَو	triều	PROPN;NOM;MASC;SG;3	N
جِلَو	splendour	جِلَو	splendour	PROPN;NOM;MASC;SG;3	V
جِلَو	ty	جِلَو	ty	PROPN;NOM;MASC;SG;3	
جلوتی	unveiled	جلوتی	unveiled	V;IPFV;FEM;SG;V.PTCP;ACT	ADJ
جلوتی	bien	جلوتی	bien	V;IPFV;FEM;SG;V.PTCP;ACT	N
جُلُوس	splendour	جُلُوس	splendour	PROPN;NOM;MASC;SG;3	V
جُلُوس	ngồi	جُلُوس	ngồi	PROPN;NOM;MASC;SG;3	V
جُلُوس	rước	جُلُوس	rước	PROPN;NOM;MASC;SG;3	V
جلوہ	khải	جلوہ	khải	PROPN;NOM;MASC;SG;3	N
جلوہ	nhê	جلوہ	nhê	PROPN;NOM;MASC;SG;3	ADJ
جلوہ	splendour	جلوہ	splendour	PROPN;NOM;MASC;SG;3	V
جلی	conspicuous	جلی	conspicuous		N
جلی	xoã	جلی	xoã		N
جلیب	suite	جلیب	suite	PROPN;NOM;MASC;SG;3	
جلیبا	mulberry	جلیبا	mulberry	PROPN;NOM;MASC;SG;3	
جلید	frost	جلید	frost	PROPN;NOM;MASC;SG;3	
جلید	băng	جلید	băng	PROPN;NOM;MASC;SG;3	N
جلید	đá	جلید	đá	PROPN;NOM;MASC;SG;3	N
جلید	is	جلید	is	PROPN;NOM;MASC;SG;3	
جلیع	shameless	جلیع	shameless	PROPN;NOM;MASC;SG;3	
جلیل	lỉnh	جلیل	lỉnh	PROPN;NOM;MASC;SG;3	V
جلیل	tuyệt	جلیل	tuyệt	PROPN;NOM;MASC;SG;3	ADJ
جم	mob	جم	mob	V;ACT	N
جم	mafia	جم	mafia	V;ACT	N
جم	luôn	جم	luôn	V;ACT	
جما	frozen	جم	frozen	V;SG;V.PTCP;ACT	N
جما	set	جم	set	V;SG;V.PTCP;ACT	
جِماح	defiance	جِماح	defiance	PROPN;NOM;MASC;SG;3	N
جماد	núi	جماد	núi		N
جماد	đá	جماد	đá		N
جماد	khoáng	جماد	khoáng		N
جماعت	party	جماعت	party	N;NOM;FEM;SG;3	
جماعت	thân	جماعت	thân	N;NOM;FEM;SG;3	
جماعت	body	جماعت	body	N;NOM;FEM;SG;3	
جماعت	group	جماعت	group	N;NOM;FEM;SG;3	
جماعت	party	جماعت	party	N;NOM;FEM;SG;3	
جماعت	thân	جماعت	thân	N;NOM;FEM;SG;3	
جماعت	body	جماعت	body	N;NOM;FEM;SG;3	
جمال	ân	جمال	ân	PROPN;NOM;MASC;SG;3	N
جمال	grace	جمال	grace	PROPN;NOM;MASC;SG;3	
جمال	tha	جمال	tha	PROPN;NOM;MASC;SG;3	V
جمال	elegance	جمال	elegance	PROPN;NOM;MASC;SG;3	N
جمال	ân	جمال	ân	PROPN;NOM;MASC;SG;3	N
جمال	grace	جمال	grace	PROPN;NOM;MASC;SG;3	
جمال	tha	جمال	tha	PROPN;NOM;MASC;SG;3	V
جمال	elegance	جمال	elegance	PROPN;NOM;MASC;SG;3	N
جمالیاتی	aesthetic	جمالیاتی	aesthetic	ADJ;NOM	
جمانا	mass	جمانا	mass	V;PFV;MASC;SG;V.PTCP;ACT	
جمانا	implant	جمانا	implant	V;PFV;MASC;SG;V.PTCP;ACT	N
جمانا	stack	جمانا	stack	V;PFV;MASC;SG;V.PTCP;ACT	N
جمانا	giày	جمانا	giày	V;PFV;MASC;SG;V.PTCP;ACT	N
جمانا	mass	جمانا	mass	V;PFV;MASC;SG;V.PTCP;ACT	
جمانا	fix	جمانا	fix	V;PFV;MASC;SG;V.PTCP;ACT	
جمانا	implant	جمانا	implant	V;PFV;MASC;SG;V.PTCP;ACT	N
جمانا	stack	جمانا	stack	V;PFV;MASC;SG;V.PTCP;ACT	N
جمانا	giày	جمانا	giày	V;PFV;MASC;SG;V.PTCP;ACT	N
جمانا	set	جمانا	set	V;PFV;MASC;SG;V.PTCP;ACT	
جماوٹ	cóng	جماوٹ	cóng	PROPN;NOM;MASC;SG;3	V
جماوٹ	gom	جماوٹ	gom	PROPN;NOM;MASC;SG;3	V
جمائو	nhái	جمائو	nhái	PROPN;NOM;MASC;SG;3	V
جمائو	mass	جمائو	mass	PROPN;NOM;MASC;SG;3	
جمائو	cóng	جمائو	cóng	PROPN;NOM;MASC;SG;3	V
جمائو	stay	جمائو	stay	PROPN;NOM;MASC;SG;3	N
جمائو	gom	جمائو	gom	PROPN;NOM;MASC;SG;3	V
جماہی	ngáp	جماہی	ngáp	PROPN;NOM;MASC;SG;3	V
جمبال	bùn	جمبال	bùn	PROPN;NOM;MASC;SG;3	N
جمبال	clay	جمبال	clay	PROPN;NOM;MASC;SG;3	
جمبکُ	jackal	جمبکُ	jackal	PROPN;NOM;MASC;SG;3	N
جمتوّل	frozen	جمتوّل	frozen	PROPN;NOM;MASC;SG;3	N
جمرہ	sôi	جمرہ	sôi	PROPN;NOM;MASC;SG;3	V
جمرہ	syphilis	جمرہ	syphilis	PROPN;NOM;MASC;SG;3	
جمرہ	anthrax	جمرہ	anthrax	PROPN;NOM;MASC;SG;3	N
جمرہ	blister	جمرہ	blister	PROPN;NOM;MASC;SG;3	
جمع	sum	جمع	sum	N;NOM;MASC;SG;3	
جمع	hẹt	جمع	hẹt	N;NOM;MASC;SG;3	
جمع	whole	جمع	whole	N;NOM;MASC;SG;3	
جمعِیّت	league	جمعِیّت	league	PROPN;NOM;MASC;SG;3	N
جمعِیّت	đảng	جمعِیّت	đảng	PROPN;NOM;MASC;SG;3	N
جمعِیّت	party	جمعِیّت	party	PROPN;NOM;MASC;SG;3	
جمعِیّت	tiệc	جمعِیّت	tiệc	PROPN;NOM;MASC;SG;3	N
جمعِیّت	quân	جمعِیّت	quân	PROPN;NOM;MASC;SG;3	N
جمعِیّت	army	جمعِیّت	army	PROPN;NOM;MASC;SG;3	N
جمعِیّت	gom	جمعِیّت	gom	PROPN;NOM;MASC;SG;3	V
جمعِیّت	buộc	جمعِیّت	buộc	PROPN;NOM;MASC;SG;3	V
جمعِیّت	hòa	جمعِیّت	hòa	PROPN;NOM;MASC;SG;3	N
جمک	song	جمک	song		CONJ
جمکانا	fix	جمکانا	fix	PROPN;NOM;MASC;SG;3	
جمکانا	thu	جمکانا	thu	PROPN;NOM;MASC;SG;3	V
جمکانا	chỉnh	جمکانا	chỉnh	PROPN;NOM;MASC;SG;3	V
جمل	cặp	جمل	cặp		N
جمل	đôi	جمل	đôi		NUM
جمل	cặp	جمل	cặp		N
جمل	ghép	جمل	ghép		V
جمل	đôi	جمل	đôi		NUM
جُمل	toàn	جُمل	toàn		N
جُملہ	toàn	جُملہ	toàn	PROPN;NOM;MASC;SG;3	N
جُملہ	hẹt	جُملہ	hẹt	PROPN;NOM;MASC;SG;3	
جُملہ	whole	جُملہ	whole	PROPN;NOM;MASC;SG;3	
جمنا	bắn	جمنا	bắn	PROPN;NOM;MASC;SG;3	V
جمنا	lòi	جمنا	lòi	PROPN;NOM;MASC;SG;3	ADJ
جمنا	stick	جمنا	stick	PROPN;NOM;MASC;SG;3	N
جمنا	trồng	جمنا	trồng	PROPN;NOM;MASC;SG;3	V
جمنا	mọc	جمنا	mọc	PROPN;NOM;MASC;SG;3	V
جمنا	grow	جمنا	grow	PROPN;NOM;MASC;SG;3	N
جمنا	prosper	جمنا	prosper	PROPN;NOM;MASC;SG;3	
جمنا	harden	جمنا	harden	PROPN;NOM;MASC;SG;3	
جمنا	đặt	جمنا	đặt	PROPN;NOM;MASC;SG;3	V
جمنا	set	جمنا	set	PROPN;NOM;MASC;SG;3	
جموا	chàm	جموا	chàm	PROPN;NOM;MASC;SG;3	N
جموگنا	test	جموگنا	test	PROPN;NOM;MASC;SG;3	V
جموگنا	thử	جموگنا	thử	PROPN;NOM;MASC;SG;3	V
جموگنا	chỉnh	جموگنا	chỉnh	PROPN;NOM;MASC;SG;3	V
جمہور	người	جمہور	người		N
جمہور	công	جمہور	công		N
جمہور	người	جمہور	người		N
جمہور	công	جمہور	công		N
جمیع	hết	جمیع	hết	PROPN;NOM;MASC;SG;3	V
جمیع	toàn	جمیع	toàn	PROPN;NOM;MASC;SG;3	N
جمیع	hẹt	جمیع	hẹt	PROPN;NOM;MASC;SG;3	
جمیع	whole	جمیع	whole	PROPN;NOM;MASC;SG;3	
جمیع	tổng	جمیع	tổng	PROPN;NOM;MASC;SG;3	N
جمیل	đẹp	جمیل	đẹp	PROPN;NOM;MASC;SG;3	ADJ
جمیل	xinh	جمیل	xinh	PROPN;NOM;MASC;SG;3	N
جن	người	جن	người		N
جن	người	جن	người		N
جِن	khổn	جِن	khổn		N
جِن	ám	جِن	ám		V
جِن	quỷ	جِن	quỷ		N
جِن	mà	جِن	mà		CONJ
جِن	genie	جِن	genie		N
جِن	thần	جِن	thần		N
جنا	người	جنا	người		N
جنا	trai	جنا	trai		N
جنا	nhi	جنا	nhi		N
جنا	son	جنا	son		N
جنا	sinh	جنا	sinh		V
جناب	ngưỡng	جناب	ngưỡng	PART	V
جناب	sếp	جناب	sếp	PART	N
جناب	bên	جناب	bên	PART	N
جناب	phe	جناب	phe	PART	N
جناب	trang	جناب	trang	PART	N
جناب	margin	جناب	margin	PART	V
جناب	lề	جناب	lề	PART	ADJ
جنّات	vườn	جنیت	vườn	PROPN;NOM;MASC;SG;3	N
جنّات	gardens	جنیت	gardens	PROPN;NOM;MASC;SG;3	
جِنّاتی	supernatural	جِنّاتی	supernatural	PROPN;NOM;MASC;SG;3	
جِنّاتی	huge	جِنّاتی	huge	PROPN;NOM;MASC;SG;3	ADJ
جناح	nách	جناح	nách	PROPN;NOM;MASC;SG;3	N
جناح	pinion	جناح	pinion	PROPN;NOM;MASC;SG;3	
جناح	wing	جناح	wing	PROPN;NOM;MASC;SG;3	N
جناح	cánh	جناح	cánh	PROPN;NOM;MASC;SG;3	N
جُناح	sin	جُناح	sin		N
جنازہ	tang	جنازہ	tang	N;NOM;MASC;SG;3	
جناغ	cược	جناغ	cược		N
جناور	vật	جناور	vật	PROPN;NOM;MASC;SG;3	N
جِنایت	sin	جِنایت	sin	PROPN;NOM;MASC;SG;3	N
جنب	phần	جنب	phần		N
جنب	bên	جنب	bên		N
جنب	phe	جنب	phe		N
جنب	trang	جنب	trang		N
جُنباں	lắc	جُنباں	lắc	PROPN;NOM;MASC;SG;3	V
جُنباں	run	جُنباں	run	PROPN;NOM;MASC;SG;3	
جُنبانی	rung	جُنبانی	rung	PROPN;NOM;MASC;SG;3	V
جُنبش	motion	جُنبش	motion	PROPN;NOM;MASC;SG;3	N
جُنبش	lắc	جُنبش	lắc	PROPN;NOM;MASC;SG;3	V
جُنبش	rung	جُنبش	rung	PROPN;NOM;MASC;SG;3	V
جُنبش	uro	جُنبش	uro	PROPN;NOM;MASC;SG;3	
جُنبش	rung	جُنبش	rung	PROPN;NOM;MASC;SG;3	V
جنبہ	bên	جنبہ	bên		N
جنبہ	phe	جنبہ	phe		N
جنبہ	trang	جنبہ	trang		N
جنبہ	sườn	جنبہ	sườn		N
جنبہ	phần	جنبہ	phần		N
جنبی	lateral	جنبی	lateral	PROPN;NOM;MASC;SG;3	
جنتّ	thiên	جنتّ	thiên	PROPN;NOM;MASC;SG;3	N
جنتا	người	جنتا	người	PROPN;NOM;MASC;SG;3	N
جنتر	bùa	جنتر	bùa	PROPN;NOM;MASC;SG;3	N
جنتر	tơ	جنتر	tơ	PROPN;NOM;MASC;SG;3	N
جنتر	charm	جنتر	charm	PROPN;NOM;MASC;SG;3	N
جنتر	code	جنتر	code	PROPN;NOM;MASC;SG;3	N
جنتر	mã	جنتر	mã	PROPN;NOM;MASC;SG;3	N
جنتر	bùa	جنتر	bùa	PROPN;NOM;MASC;SG;3	N
جنتر	máy	جنتر	máy	PROPN;NOM;MASC;SG;3	N
جنتر	tơ	جنتر	tơ	PROPN;NOM;MASC;SG;3	N
جنتر	charm	جنتر	charm	PROPN;NOM;MASC;SG;3	N
جنتر	code	جنتر	code	PROPN;NOM;MASC;SG;3	N
جنتر	mã	جنتر	mã	PROPN;NOM;MASC;SG;3	N
جنتری	lịch	جنتری	lịch	PROPN;NOM;MASC;SG;3	N
جنتری	cheat	جنتری	cheat	PROPN;NOM;MASC;SG;3	N
جنتری	wizard	جنتری	wizard	PROPN;NOM;MASC;SG;3	
جنتری	lịch	جنتری	lịch	PROPN;NOM;MASC;SG;3	N
جنتری	cheat	جنتری	cheat	PROPN;NOM;MASC;SG;3	N
جنتری	almanac	جنتری	almanac	PROPN;NOM;MASC;SG;3	
جنتری	wizard	جنتری	wizard	PROPN;NOM;MASC;SG;3	
جنتُو	giun	جنتُو	giun	PROPN;NOM;MASC;SG;3	N
جنتُو	worm	جنتُو	worm	PROPN;NOM;MASC;SG;3	N
جنّتی	pious	جنّتی	pious	V;IPFV;FEM;SG;V.PTCP;ACT	
جنجال	rối	جنجال	rối	PROPN;NOM;MASC;SG;3	V
جنجال	xoáy	جنجال	xoáy	PROPN;NOM;MASC;SG;3	V
جُند	loài	جُند	loài		N
جُند	quân	جُند	quân		N
جُند	army	جُند	army		N
جُند	castor	جُند	castor		N
جندرا	pitchfork	جندرا	pitchfork	PROPN;NOM;MASC;SG;3	V
جِندڑی	đời	جِندڑی	đời	PROPN;NOM;MASC;SG;3	N
جنڈَیل	tướng	جنڈَیل	tướng	PROPN;NOM;MASC;SG;3	N
جنڈَیل	chung	جنڈَیل	chung	PROPN;NOM;MASC;SG;3	ADJ
جِنس	gems	جِنس	gems	PROPN;NOM;MASC;SG;3	V
جِنس	hạng	جِنس	hạng	PROPN;NOM;MASC;SG;3	N
جِنس	lớp	جِنس	lớp	PROPN;NOM;MASC;SG;3	N
جِنس	ngô	جِنس	ngô	PROPN;NOM;MASC;SG;3	N
جِنس	bắp	جِنس	bắp	PROPN;NOM;MASC;SG;3	N
جِنس	lúa	جِنس	lúa	PROPN;NOM;MASC;SG;3	N
جِنس	đồ	جِنس	đồ	PROPN;NOM;MASC;SG;3	N
جِنس	stuff	جِنس	stuff	PROPN;NOM;MASC;SG;3	
جِنس	loại	جِنس	loại	PROPN;NOM;MASC;SG;3	N
جِنس	nguyên	جِنس	nguyên	PROPN;NOM;MASC;SG;3	N
جِنس	ware	جِنس	ware	PROPN;NOM;MASC;SG;3	
جِنس	loài	جِنس	loài	PROPN;NOM;MASC;SG;3	N
جِنس	crop	جِنس	crop	PROPN;NOM;MASC;SG;3	
جِنس	cắt	جِنس	cắt	PROPN;NOM;MASC;SG;3	V
جِنس	xén	جِنس	xén	PROPN;NOM;MASC;SG;3	V
جِنس	xếp	جِنس	xếp	PROPN;NOM;MASC;SG;3	V
جِنس	sex	جِنس	sex	PROPN;NOM;MASC;SG;3	N
جِنسی	generic	جِنسی	generic	PROPN;NOM;MASC;SG;3	V
جِنسی	sex	جِنسی	sex	PROPN;NOM;MASC;SG;3	N
جِنسیّت	sex	جِنسیّت	sex	PROPN;NOM;MASC;SG;3	N
جنک	phế	جنک	phế		N
جنک	chấy	جنک	chấy		N
جنک	cha	جنک	cha		N
جنک	gây	جنک	gây		V
جنگ	battle	جنگ	battle	N;NOM;FEM;SG;3	
جنگ	bias	جنگ	bias	N;NOM;FEM;SG;3	
جُنگ	zest	جُنگ	zest	PROPN;NOM;MASC;SG;3	
جُنگ	notebook	جُنگ	notebook	PROPN;NOM;MASC;SG;3	N
جُنگ	quyển	جُنگ	quyển	PROPN;NOM;MASC;SG;3	
جنگاسا	háng	جنگاسا	háng	PROPN;NOM;MASC;SG;3	N
جنگاسا	háng	جنگاسا	háng	PROPN;NOM;MASC;SG;3	N
جنگاسا	crotch	جنگاسا	crotch	PROPN;NOM;MASC;SG;3	
جنگلا	rào	جنگلا	rào	PROPN;NOM;MASC;SG;3	N
جنگلا	enclosure	جنگلا	enclosure	PROPN;NOM;MASC;SG;3	
جنگلا	lyric	جنگلا	lyric	PROPN;NOM;MASC;SG;3	
جنگلا	lưới	جنگلا	lưới	PROPN;NOM;MASC;SG;3	N
جنگلا	tune	جنگلا	tune	PROPN;NOM;MASC;SG;3	N
جنگلا	tờ	جنگلا	tờ	PROPN;NOM;MASC;SG;3	
جنگلا	mẩu	جنگلا	mẩu	PROPN;NOM;MASC;SG;3	N
جنگلی	savage	جنگلی	savage	ADJ	
جنگلی	wild	جنگلی	wild	ADJ	
جنگی	fighting	جنگی	fighting	ADJ	
جنگی	lính	جنگی	lính	ADJ	N
جنگی	đúc	جنگی	đúc	ADJ	V
جنگی	đại	جنگی	đại	ADJ	N
جنگی	big	جنگی	big	ADJ	
جنگی	fighting	جنگی	fighting	ADJ	
جنگی	martial	جنگی	martial	ADJ	
جنگی	lính	جنگی	lính	ADJ	N
جنگی	đúc	جنگی	đúc	ADJ	V
جنگی	đại	جنگی	đại	ADJ	N
جنگی	big	جنگی	big	ADJ	
جنم	vạn	جنم	vạn	N;NOM;MASC;SG;3	ADJ
جنم	sinh	جنم	sinh	N;NOM;MASC;SG;3	V
جنم	luôn	جنم	luôn	N;NOM;MASC;SG;3	
جنمی	chích	جنمی	chích	PROPN;NOM;MASC;SG;3	V
جنمی	thừa	جنمی	thừa	PROPN;NOM;MASC;SG;3	ADJ
جننا	gấu	جننا	gấu		N
جُنُون	madness	جُنُون	madness	PROPN;NOM;MASC;SG;3	
جُنُون	craze	جُنُون	craze	PROPN;NOM;MASC;SG;3	
جُنُون	frenzy	جُنُون	frenzy	PROPN;NOM;MASC;SG;3	
جُنُون	obsession	جُنُون	obsession	PROPN;NOM;MASC;SG;3	N
جُنُون	fury	جُنُون	fury	PROPN;NOM;MASC;SG;3	N
جُنُون	insanity	جُنُون	insanity	PROPN;NOM;MASC;SG;3	
جُنُونی	giận	جُنُونی	giận	N;NOM;MASC;SG;3	V
جُنہائی	moonlight	جُنہائی	moonlight	PROPN;NOM;MASC;SG;3	
جنی	gái	جن	gái		N
جنی	nữ	جن	nữ		N
جنِین	phôi	جنِین	phôi	PROPN;NOM;MASC;SG;3	N
جنِین	fetus	جنِین	fetus	PROPN;NOM;MASC;SG;3	N
جِنھوں	ai	جونھ	ai	N;ACC;MASC;PL;3	PROPN
جِنھوں	who	جونھ	who	N;ACC;MASC;PL;3	NUM
جو	gì	جو	gì	PRO;NOM;SG;3	PROPN
جو	thế	جو	thế	PRO;NOM;SG;3	PROPN
جو	rằng	جو	rằng	PRO;NOM;SG;3	CONJ
جو	điều	جو	điều	PRO;NOM;SG;3	N
جو	mà	جو	mà	PRO;NOM;SG;3	CONJ
جو	vn	جو	vn	PRO;NOM;SG;3	N
جو	mà	جو	mà	PRO;NOM;SG;3	CONJ
جو	atmosphere	جو	atmosphere	PRO;NOM;SG;3	
جو	gì	جو	gì	PRO;NOM;SG;3	PROPN
جو	thế	جو	thế	PRO;NOM;SG;3	PROPN
جو	rằng	جو	rằng	PRO;NOM;SG;3	CONJ
جو	điều	جو	điều	PRO;NOM;SG;3	N
جو	mà	جو	mà	PRO;NOM;SG;3	CONJ
جو	vn	جو	vn	PRO;NOM;SG;3	N
جو	mà	جو	mà	PRO;NOM;SG;3	CONJ
جو	ai	جو	ai	PRO;NOM;SG;3	PROPN
جو	who	جو	who	PRO;NOM;SG;3	NUM
جو	atmosphere	جو	atmosphere	PRO;NOM;SG;3	
جُو	suối	جُو	suối		N
جُو	sông	جُو	sông		N
جُوا	gamble	جُوا	gamble		N
جواب	bao	جواب	bao	N;NOM;MASC;SG;3	
جواب	ghép	جواب	ghép	N;NOM;MASC;SG;3	V
جواب	đôi	جواب	đôi	N;NOM;MASC;SG;3	NUM
جواب	thưởng	جواب	thưởng	N;NOM;MASC;SG;3	V
جواب	bao	جواب	bao	N;NOM;MASC;SG;3	
جواب	ghép	جواب	ghép	N;NOM;MASC;SG;3	V
جواب	đôi	جواب	đôi	N;NOM;MASC;SG;3	NUM
جواب	thưởng	جواب	thưởng	N;NOM;MASC;SG;3	V
جُوار	lụt	جُوار	lụt	PROPN;NOM;MASC;SG;3	V
جُوار	gượng	جُوار	gượng	PROPN;NOM;MASC;SG;3	V
جُوارا	ngô	جُوارا	ngô	PROPN;NOM;MASC;SG;3	N
جُوارا	bắp	جُوارا	bắp	PROPN;NOM;MASC;SG;3	N
جُوارا	lúa	جُوارا	lúa	PROPN;NOM;MASC;SG;3	N
جواز	justification	جواز	justification	N;NOM;MASC;SG;3	
جُواز	mill	جُواز	mill	PROPN;NOM;MASC;SG;3	
جوال	blaze	جوال	blaze	PROPN;NOM;MASC;SG;3	N
جوال	nhiệt	جوال	nhiệt	PROPN;NOM;MASC;SG;3	N
جوال	lửa	جوال	lửa	PROPN;NOM;MASC;SG;3	N
جوال	lửa	جوال	lửa	PROPN;NOM;MASC;SG;3	N
جوال	cháy	جوال	cháy	PROPN;NOM;MASC;SG;3	V
جوال	lứa	جوال	lứa	PROPN;NOM;MASC;SG;3	N
جُوال	bao	جُوال	bao	PROPN;NOM;MASC;SG;3	
جُوال	guile	جُوال	guile	PROPN;NOM;MASC;SG;3	
جُوال	túi	جُوال	túi	PROPN;NOM;MASC;SG;3	N
جُوال	bag	جُوال	bag	PROPN;NOM;MASC;SG;3	
جُوال	pose	جُوال	pose	PROPN;NOM;MASC;SG;3	V
جوالا	blaze	جوالا	blaze	PROPN;NOM;MASC;SG;3	N
جوالا	nhiệt	جوالا	nhiệt	PROPN;NOM;MASC;SG;3	N
جوالا	lửa	جوالا	lửa	PROPN;NOM;MASC;SG;3	N
جوالا	lửa	جوالا	lửa	PROPN;NOM;MASC;SG;3	N
جوالا	cháy	جوالا	cháy	PROPN;NOM;MASC;SG;3	V
جوالا	lứa	جوالا	lứa	PROPN;NOM;MASC;SG;3	N
جوّالہ	spinner	جوّالہ	spinner	PROPN;NOM;MASC;SG;3	
جوّالہ	spinning	جوّالہ	spinning	PROPN;NOM;MASC;SG;3	V
جوان	man	جوان	man	N;NOM;MASC;SG;3	
جوان	young	جوان	young	N;NOM;MASC;SG;3	
جوان	man	جوان	man	N;NOM;MASC;SG;3	
جوان	young	جوان	young	N;NOM;MASC;SG;3	
جوانِب	phần	جوانِب	phần	PROPN;NOM;MASC;SG;3	N
جوانِب	tracts	جوانِب	tracts	PROPN;NOM;MASC;SG;3	
جواہر	gems	جواہر	gems	PROPN;NOM;MASC;SG;3	V
جوت	cord	جوت	cord	N;NOM;FEM;SG;3	
جوت	đính	جوت	đính	N;NOM;FEM;SG;3	
جوت	strap	جوت	strap	N;NOM;FEM;SG;3	
جوت	glance	جوت	glance	N;NOM;FEM;SG;3	
جوت	ban	جوت	ban	N;NOM;FEM;SG;3	
جوت	band	جوت	band	N;NOM;FEM;SG;3	
جوت	cord	جوت	cord	N;NOM;FEM;SG;3	
جوت	đính	جوت	đính	N;NOM;FEM;SG;3	
جوت	nhạt	جوت	nhạt	N;NOM;FEM;SG;3	ADJ
جوت	strap	جوت	strap	N;NOM;FEM;SG;3	
جوت	glance	جوت	glance	N;NOM;FEM;SG;3	
جوت	ban	جوت	ban	N;NOM;FEM;SG;3	
جوت	band	جوت	band	N;NOM;FEM;SG;3	
جُوتا	giày	جُوتا	giày	PROPN;NOM;MASC;SG;3	N
جُوتا	dép	جُوتا	dép	PROPN;NOM;MASC;SG;3	N
جوتا	quê	جوتا	quê	PROPN;NOM;MASC;SG;3	N
جوِتری	tủ	جوِتری	tủ	PROPN;NOM;MASC;SG;3	N
جوِتری	cay	جوِتری	cay	PROPN;NOM;MASC;SG;3	N
جوِتری	mace	جوِتری	mace	PROPN;NOM;MASC;SG;3	
جوتنا	cày	جوتنا	cày	PROPN;NOM;MASC;SG;3	V
جُوتی	giày	جُوتی	giày	PROPN;NOM;MASC;SG;3	N
جوجرا	cũ	جوجرا	cũ	PROPN;NOM;MASC;SG;3	ADJ
جوجرا	tuổi	جوجرا	tuổi	PROPN;NOM;MASC;SG;3	N
جوجرا	già	جوجرا	già	PROPN;NOM;MASC;SG;3	ADJ
جُوجھ	trận	جُوجھ	trận		N
جُوجھ	xung	جُوجھ	xung		V
جُوجھ	combat	جُوجھ	combat		N
جُوجھنا	combat	جُوجھ	combat	V;MASC;SG;NFIN;ACT	N
جُودی	ararat	جُودی	ararat	PROPN;NOM;MASC;SG;3	N
جودھا	đậm	جودھا	đậm	PROPN;NOM;MASC;SG;3	ADJ
جودھا	bold	جودھا	bold	PROPN;NOM;MASC;SG;3	N
جودھا	hero	جودھا	hero	PROPN;NOM;MASC;SG;3	N
جودھا	hùng	جودھا	hùng	PROPN;NOM;MASC;SG;3	N
جودھا	hoàn	جودھا	hoàn	PROPN;NOM;MASC;SG;3	
جودھا	lính	جودھا	lính	PROPN;NOM;MASC;SG;3	N
جورُو	vợ	جورُو	vợ	PROPN;NOM;MASC;SG;3	N
جورُو	vơ	جورُو	vơ	PROPN;NOM;MASC;SG;3	V
جورُو	vk	جورُو	vk	PROPN;NOM;MASC;SG;3	
جوڑ	union	جوڑ	union	V;ACT	N
جوڑ	hợp	جوڑ	hợp	V;ACT	ADJ
جوڑ	sum	جوڑ	sum	V;ACT	
جوڑ	khâu	جوڑ	khâu	V;ACT	N
جوڑ	stitch	جوڑ	stitch	V;ACT	N
جوڑ	tổng	جوڑ	tổng	V;ACT	N
جوڑ	junction	جوڑ	junction	V;ACT	N
جوڑ	thủ	جوڑ	thủ	V;ACT	N
جوڑ	khớp	جوڑ	khớp	V;ACT	N
جوڑ	cặp	جوڑ	cặp	V;ACT	N
جوڑ	đôi	جوڑ	đôi	V;ACT	NUM
جوڑ	patch	جوڑ	patch	V;ACT	
جُوڑا	nightingale	جُوڑا	nightingale	PROPN;NOM;MASC;SG;3	
جوڑا	mate	جوڑ	mate	PROPN;NOM;MASC;SG;3	
جوڑا	cặp	جوڑ	cặp	PROPN;NOM;MASC;SG;3	N
جوڑا	couple	جوڑ	couple	PROPN;NOM;MASC;SG;3	
جوڑا	đôi	جوڑ	đôi	PROPN;NOM;MASC;SG;3	NUM
جوڑا	cặp	جوڑ	cặp	PROPN;NOM;MASC;SG;3	N
جوڑا	ghép	جوڑ	ghép	PROPN;NOM;MASC;SG;3	V
جوڑا	đôi	جوڑ	đôi	PROPN;NOM;MASC;SG;3	NUM
جوڑلا	twin	جوڑلا	twin	PROPN;NOM;MASC;SG;3	
جوڑلا	song	جوڑلا	song	PROPN;NOM;MASC;SG;3	CONJ
جوڑنا	đính	جوڑ	đính	V;MASC;SG;NFIN;ACT	
جوڑنا	đính	جوڑ	đính	V;MASC;SG;NFIN;ACT	
جوڑنا	nơ	جوڑ	nơ	V;MASC;SG;NFIN;ACT	N
جوڑنا	tổng	جوڑ	tổng	V;MASC;SG;NFIN;ACT	N
جوڑنا	mate	جوڑ	mate	V;MASC;SG;NFIN;ACT	
جوڑنا	invent	جوڑ	invent	V;MASC;SG;NFIN;ACT	
جوڑنا	patch	جوڑ	patch	V;MASC;SG;NFIN;ACT	
جوڑنا	đính	جوڑ	đính	V;MASC;SG;NFIN;ACT	
جوڑنا	đính	جوڑ	đính	V;MASC;SG;NFIN;ACT	
جوڑنا	nơ	جوڑ	nơ	V;MASC;SG;NFIN;ACT	N
