विपक्षी	антагонисти	विपक्षी	антагонист	N;NOM;MASC;SG;3	N;INDF;MASC;PL
प्रायोजक	спонсорите	प्रायोजक	спонсор	N;NOM;MASC;SG;3	N;DEF;MASC;PL
जोरदार	яростно	जोरदार	яростно	ADJ	ADV
अल्फ्रेड	алфред	अल्फ्रेड	алфред	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
दाखिल	подаване	दाखिल	подаване	ADJ	N;INDF;NEUT;SG
वेल्श	уелски	वेल्श	уелски	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
वेल्श	брайл	वेल्श	брайл	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
कराटे	карате	कराटा	карам-се		V;IPFV;IND;PL;2;PRS;FIN;ACT
सिखाया	преподавал	सिखा	преподавам	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
सिखाया	научени	सिखा	науча-(се)	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;INDF;PL;V.PTCP;PASS
लिबरल	либерална	लिबरल	либерален	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
लिबरल	либерални	लिबरल	либерален	PROPN;NOM;MASC;SG;3	ADJ;INDF;PL
लिबरल	либерален	लिबरल	либерален	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
लिबरल	либерал	लिबरल	либерам	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
खंडहर	отломки	खंडहर	отломка	N;NOM;MASC;SG;3	N;INDF;FEM;PL
खंडहर	развалини	खंडहर	разваля-(се)	N;NOM;MASC;SG;3	N;INDF;FEM;PL
खंडहर	руините	खंडहर	руина	N;NOM;MASC;SG;3	N;DEF;FEM;PL
खंडहर	руини	खंडहर	руина	N;NOM;MASC;SG;3	N;INDF;FEM;PL
कर्क	рак	कर्क	рак	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
कर्क	ракът	कर्क	рак	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
लामा	лама	लामा	лама	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
लेज़र	лазерно	लेज़र	лазерно	N;NOM;MASC;SG;3	ADV
बाइबल	библия	बाइबल	библия		N;INDF;FEM;SG
बाइबल	библията	बाइबल	библия		N;DEF;FEM;SG
क्रमांक	брой	क्रमांक	брой	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
क्रमांक	число	क्रमांक	число	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
क्रमांक	номер	क्रमांक	номер	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
आविष्कारक	изобретатели	आविष्कारक	изобретател	N;NOM;MASC;SG;3	N;INDF;MASC;PL
गोपनीय	кодирани	गोपनीय	кодирам	N;NOM;MASC;SG;3	V;PFV;INDF;PL;V.PTCP;PASS
गोपनीय	секретно	गोपनीय	секретен	N;NOM;MASC;SG;3	ADV
गोपनीय	тайно	गोपनीय	тайно	N;NOM;MASC;SG;3	ADV
गोपनीय	поверително	गोपनीय	поверителен	N;NOM;MASC;SG;3	ADV
गोपनीय	поверителни	गोपनीय	поверителен	N;NOM;MASC;SG;3	ADJ;INDF;PL
गोपनीय	поверителна	गोपनीय	поверителен	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
प्रेत	зомби	प्रेत	зомба	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
स्थलीय	сухоземни	स्थलीय	сухоземен	N;NOM;MASC;SG;3	ADJ;INDF;PL
स्थलीय	земен	स्थलीय	земен	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
सप्ताहांत	уикендите	सप्ताहांत	уикенд	N;NOM;MASC;SG;3	N;DEF;MASC;PL
कब्रिस्तान	гробища	कब्रिस्तान	гробище	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
कब्रिस्तान	гробищата	कब्रिस्तान	гробище	N;NOM;MASC;SG;3	N;DEF;NEUT;PL
कब्रिस्तान	гробища	कब्रिस्तान	гробище	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
बुल्गारिया	българия	बुल्गारिया	българия	PROPN;NOM;MASC;SG;3	PROPN;INDF;FEM;SG
प्रज्ञा	интелигентност	प्रज्ञा	интелигентност	PROPN;NOM;FEM;SG;3	N;INDF;FEM;SG
प्रज्ञा	разузнаване	प्रज्ञा	разузнаване	PROPN;NOM;FEM;SG;3	N;INDF;NEUT;SG
प्रज्ञा	интелект	प्रज्ञा	интелект	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
बेशक	наистина	बेशक	наистина	CONJ	ADV
आइसलैंड	исландия	आइसलैंड	исландия	PROPN;NOM;MASC;SG;3	PROPN;INDF;FEM;SG
टोयोटा	тойота	टोयोटा	тойита	PROPN;NOM;FEM;SG;3	N;INDF;FEM;SG
रेशों	копринена	रेश	копринен	N;ACC;MASC;PL;3	ADJ;INDF;FEM;SG
रेशों	коприна	रेश	коприна	N;ACC;MASC;PL;3	N;INDF;FEM;SG
प्रत्यावर्ती	променлив	प्रत्यावर्ती	променлив	N;NOM;SG;3	ADJ;INDF;MASC;SG
ग्रैमी	грами	ग्रैमी	грам	N;NOM;MASC;SG;3	N;INDF;FEM;PL
बीट	ритъм	बीट	ритъм		N;INDF;MASC;SG
बीट	победи	बीट	победа		N;INDF;FEM;PL
लटका	хунг	लटका	хунг	V;PFV;MASC;SG;V.PTCP;ACT	ADV
लटका	обесен	लटका	обеся	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
कैटरीना	катрина	कैटरीना	катрина	PROPN;NOM;FEM;SG;3	N;DEF;MASC;SG
काठमांडू	катманду	काठमांडू	катманду	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
सीखना	учене	सीखना	учене	V;MASC;NFIN;ACT	N;INDF;NEUT;SG
वेश	облечена	वेश	облека	N;NOM;MASC;SG;3	V;PFV;INDF;FEM;SG;V.PTCP;PASS
वेश	облечени	वेश	облека	N;NOM;MASC;SG;3	V;PFV;INDF;PL;V.PTCP;PASS
वेश	облечен	वेश	облека	N;NOM;MASC;SG;3	V;PFV;INDF;MASC;SG;V.PTCP;PASS
गला	нек	गला	нек	N;NOM;MASC;SG;3	PROPN;INDF;FEM;SG
हैदर	хайдер	हैदर	хайдер	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
सुगमता	достъпност	सुगमता	достъпност		N;INDF;FEM;SG
गार्सिया	гарсия	गार्सिया	гарсия	PROPN;NOM;MASC;SG;3	PROPN;INDF;FEM;SG
निद्रा	спя	निद्रा	спя	N;NOM;FEM;SG;3	V;IPFV;IND;SG;1;PRS;FIN;ACT
निद्रा	спим	निद्रा	спя	N;NOM;FEM;SG;3	V;IPFV;IND;PL;1;PRS;FIN;ACT
निद्रा	спи	निद्रा	спи	N;NOM;FEM;SG;3	V;IPFV;IND;SG;3;PRS;FIN;ACT
बहाने	извинения	बहाना	извинение	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
बहाने	оправдания	बहाना	оправдане	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
छल	тормоз	छल	тормоз		N;INDF;MASC;SG
छल	коварството	छल	коварство		N;DEF;NEUT;SG
आलम	алам	आलम	алам	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
प्रतिबद्ध	отдадена	प्रतिबद्ध	отдам-(се)	ADJ	V;PFV;INDF;FEM;SG;V.PTCP;PASS
प्रतिबद्ध	извършено	प्रतिबद्ध	извърша	ADJ	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
प्रतिबद्ध	извършени	प्रतिबद्ध	извърша	ADJ	V;PFV;INDF;PL;V.PTCP;PASS
प्रतिबद्ध	обвързан	प्रतिबद्ध	обвържа	ADJ	V;PFV;INDF;MASC;SG;V.PTCP;PASS
प्रतिबद्ध	ангажиран	प्रतिबद्ध	ангажирам	ADJ	V;PFV;INDF;MASC;SG;V.PTCP;PASS
कॉलोनी	колонии	कॉलोनी	колония	N;NOM;FEM;SG;3	N;INDF;FEM;PL
बाला	бала	बाला	бала	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
बद्रीनाथ	бадринат	बद्रीनाथ	бадрина	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
कार्लोस	карлос	कार्लोस	карлос	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
हुमायूँ	хумаюн	हुमायूँ	хумаюн	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
अनीता	алиса	अनीता	алиша	PROPN;NOM;FEM;SG;3	N;INDF;FEM;SG
अनीता	алис	अनीता	алис	PROPN;NOM;FEM;SG;3	PROPN;INDF;FEM;SG
अनीता	анита	अनीता	анита	PROPN;NOM;FEM;SG;3	N;INDF;FEM;SG
अनोखा	уникално	अनोखा	уникално	ADJ;NOM;MASC;SG	ADV
अनोखा	уникални	अनोखा	уникален	ADJ;NOM;MASC;SG	ADJ;INDF;PL
अनोखा	романът	अनोखा	роман	ADJ;NOM;MASC;SG	N;DEF;MASC;SG
अनोखा	новела	अनोखा	новя-(се)	ADJ;NOM;MASC;SG	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
अनोखा	роман	अनोखा	роман	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
करीना	карина	करी	карина	PROPN;NOM;FEM;SG;3	N;INDF;FEM;SG
श्रोता	слушателите	श्रोता	слушател	N;NOM;MASC;SG;3	N;DEF;MASC;PL
श्रोता	слушатели	श्रोता	слушател	N;NOM;MASC;SG;3	N;INDF;MASC;PL
कॉमन	обща	कॉमन	общ		ADJ;INDF;FEM;SG
कॉमन	общ	कॉमन	общ		ADJ;INDF;MASC;SG
कॉमन	общи	कॉमन	общ		ADJ;INDF;PL
कॉमन	чести	कॉमन	честя-(се)		N;INDF;FEM;PL
लेम्बोर्गिनी	ламборгини	लेम्बोर्गिनी	ламборгина	PROPN;NOM;FEM;SG;3	N;INDF;MASC;PL
असीमित	безкрайно	असीमित	безкраен	ADJ;NOM	ADV
असीमित	безгранично	असीमित	безгранично	ADJ;NOM	ADV
असीमित	неограничено	असीमित	неогранича	ADJ;NOM	ADV
माउंटबेटन	маунтбатън	माउंटबेटन	маунтбатън	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
बग	бръмбар	बग	бръмбар		N;INDF;MASC;SG
बग	бъг	बग	бъг		N;INDF;MASC;SG
बग	буболечка	बग	буболечка		N;INDF;FEM;SG
बग	насекоми	बग	насекомя		N;INDF;MASC;PL
बग	бръмбари	बग	бръмбар		N;INDF;MASC;PL
बग	буболечки	बग	буболечка		N;INDF;FEM;PL
बग	бъгс	बग	бъгс		PROPN;INDF;MASC;SG
मॉस्को	москва	मॉस्को	москва	PROPN;NOM;MASC;SG;3	PROPN;INDF;FEM;SG
बूटी	плячка	बूटी	плячка		N;INDF;FEM;SG
बूटी	дупе	बूटी	дупе		N;INDF;NEUT;SG
सोम	сома	सोम	сома	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
सोम	сом	सोम	сом	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
सोम	мон	सोम	мон	PROPN;NOM;MASC;SG;3	PROPN;INDF;NEUT;SG
चन्द्रशेखर	чандрасекар	चन्द्रशेखर	чандрасекар	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
टर्नर	търнър	टर्नर	търнър	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
हिमानी	ледник	हिमानी	ледник	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
हिमानी	хималаите	हिमानी	химала	PROPN;NOM;MASC;SG;3	N;DEF;MASC;PL
ट्रांस	транс	ट्रांस	транс		N;INDF;MASC;SG
मेहमान	гостите	मेहमान	гост	N;NOM;MASC;SG;3	N;DEF;MASC;PL
मेहमान	гости	मेहमान	гост	N;NOM;MASC;SG;3	N;INDF;MASC;PL
जहर	отрова	जहर	отрова		N;INDF;FEM;SG
गतिज	кинетична	गतिज	кинетичен	N;NOM;FEM;SG;3	ADJ;INDF;FEM;SG
तन	тан	तन	тан		N;INDF;MASC;SG
तन	тен	तन	тен		N;INDF;MASC;SG
यूटीसी	utc	यूटीसी	utc	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
वेनिस	венеция	वेनिस	венеция	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
आईएसओ	iso	आईएसओ	iso	PROPN;NOM;MASC;SG;3	PROPN;INDF;FEM;SG
युगांडा	уганда	युगांडा	уганда	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
जब्त	конфискувани	जब्त	конфискувам	ADJ	V;PFV;INDF;PL;V.PTCP;PASS
सुगंध	аромати	सुगंध	аромат	N;NOM;FEM;SG;3	N;INDF;MASC;PL
जस्टिन	джъстин	जस्टिन	джъстин	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
ज़ाहिर	оповестява	जाहिर	оповестявам		V;IPFV;IND;SG;3;PRS;FIN;ACT
ठेठ	типично	ठेठ	типичен		ADV
ठेठ	типичен	ठेठ	типичен		ADJ;INDF;MASC;SG
ठेठ	типична	ठेठ	типичен		ADJ;INDF;FEM;SG
ठेठ	типични	ठेठ	типичен		ADJ;INDF;PL
उलट	обърнати	उलट	обърна-(се)		V;PFV;INDF;PL;V.PTCP;PASS
उलट	обърнато	उलट	обърна-(се)		V;PFV;INDF;NEUT;SG;V.PTCP;PASS
उलट	обърнат	उलट	обърна-(се)		V;PFV;INDF;MASC;SG;V.PTCP;PASS
उलट	обърната	उलट	обърна-(се)		V;PFV;INDF;FEM;SG;V.PTCP;PASS
मोरक्को	мароко	मोरक्को	мароко	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
सुमात्रा	суматра	सुमात्रा	суматра	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
छड़ी	пръчка	छड़	пръчка	V;PFV;FEM;SG;V.PTCP;ACT	N;INDF;FEM;SG
छड़ी	стик	छड़	стик	V;PFV;FEM;SG;V.PTCP;ACT	N;INDF;MASC;SG
दाम	цена	दाम	цена	N;NOM;MASC;PL;3	N;INDF;FEM;SG
नहरें	канал	नहर	канал	N;NOM;FEM;PL;3	N;INDF;MASC;SG
नहरें	ривърс	नहर	ривърс	N;NOM;FEM;PL;3	N;INDF;MASC;SG
नॉर्मन	норман	नॉर्मन	норман	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
सराहा	оценена	सराह	оценя	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
सराहा	оценен	सराह	оценя	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
माँगा	манга	माँग	манга	V;MASC;SG;V.PTCP;ACT	N;INDF;FEM;SG
प्रमाणों	yok	प्रमाण	yok	N;ACC;MASC;PL;3	N;INDF;MASC;SG
स्थायित्व	издръжливост	स्थायित्व	издръжливост		N;INDF;FEM;SG
स्थायित्व	класиране	स्थायित्व	класиране		N;INDF;NEUT;SG
हावर्ड	хауърд	हावर्ड	хауърд	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
साम्यवाद	комунизъм	साम्यवाद	комунизъм	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
साम्यवाद	комунизма	साम्यवाद	комунизъм	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
चिड़िया	птиче	चिड़िया	птиче	PROPN;NOM;FEM;SG;3	N;INDF;NEUT;SG
चिड़िया	бърд	चिड़िया	бърд	PROPN;NOM;FEM;SG;3	PROPN;INDF;MASC;SG
चिड़िया	птичка	चिड़िया	птичка	PROPN;NOM;FEM;SG;3	N;INDF;FEM;SG
चिड़िया	птица	चिड़िया	птица	PROPN;NOM;FEM;SG;3	N;INDF;FEM;SG
पराग	прашец	पराग	прашец		N;INDF;MASC;SG
सूर	сур	सूर	сур	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
उमा	ума	उमा	ум	PROPN;NOM;FEM;SG;3	N;DEF;MASC;SG
प्री	пре	प्री	пре	N;NOM;MASC;SG;3	ADV
प्री	предварително	प्री	предварително	N;NOM;MASC;SG;3	ADV
ग्राफिक्स	графики	ग्राफिक्स	графика	N;NOM;MASC;SG;3	N;INDF;FEM;PL
ग्राफिक्स	графичен	ग्राफिक्स	графичен	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
संचारित	предава	संचारित	предавам-(се)	ADJ	V;IPFV;IND;SG;3;PRS;FIN;ACT
पराबैंगनी	ултравиолетова	पराबैंगनी	ултравиолетов	PROPN;NOM;MASC;SG;3	PROPN;INDF;FEM;SG
ताम्र	меден	ताम्र	меден		ADJ;INDF;MASC;SG
ताम्र	мед	ताम्र	мед		N;INDF;MASC;SG
ताम्र	медни	ताम्र	меден		ADJ;INDF;PL
ताम्र	медна	ताम्र	меден		ADJ;INDF;FEM;SG
केल्विन	келвин	केल्विन	келвин	N;NOM;MASC;SG;3	PROPN;INDF;FEM;SG
अल्पकालिक	мимолетно	अल्पकालिक	мимолетен	N;NOM;MASC;SG;3	ADV
नोक	писец	नोक	писец		N;INDF;MASC;SG
अनुपस्थित	липсващ	अनुपस्थित	липсвам	N;NOM;MASC;SG;3	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
अनुपस्थित	изчезнал	अनुपस्थित	изчезна	N;NOM;MASC;SG;3	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
अनुपस्थित	липсва	अनुपस्थित	липсвам	N;NOM;MASC;SG;3	V;IPFV;IND;SG;3;PRS;FIN;ACT
अनुपस्थित	липсваща	अनुपस्थित	липсвам	N;NOM;MASC;SG;3	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
अनुपस्थित	липсващи	अनुपस्थित	липсвам	N;NOM;MASC;SG;3	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
अनुपस्थित	изчезнала	अनुपस्थित	изчезна	N;NOM;MASC;SG;3	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
मर्सिडीज	мерцедес	मर्सिडीज	мерцедес	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
मर्सिडीज	мерседес	मर्सिडीज	мерседес	PROPN;NOM;FEM;SG;3	N;INDF;FEM;SG
कीटनाशक	пестициди	कीटनाशक	пестицид	N;NOM;MASC;SG;3	N;INDF;FEM;PL
सुनहरे	рус	सुनहरा	рус	ADJ;NOM;MASC;PL	ADJ;INDF;MASC;SG
सुनहरे	блондинка	सुनहरा	блондинка	ADJ;NOM;MASC;PL	N;INDF;FEM;SG
सुनहरे	руса	सुनहरा	руса	ADJ;NOM;MASC;PL	N;INDF;FEM;SG
चीज़ें	неща	चीज़	някой	N;NOM;FEM;PL;3	DET;INDF;PL
चीज़ें	нещата	चीज़	някой	N;NOM;FEM;PL;3	PRO;NOM;DEF;PL
ग्राफिक	графични	ग्राफिक	графичен	N;NOM;MASC;SG;3	ADJ;INDF;PL
ग्राफिक	графичен	ग्राफिक	графичен	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
पेरी	пери	पेरी	пери	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
पेरी	пери	पेरी	пери	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
फिल्माया	сниман	फिल्मा	снимам	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
फिल्माया	заснет	फिल्मा	заснет	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
फिल्माया	снимано	फिल्मा	снима	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS
फिल्माया	заснети	फिल्मा	заснет	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;INDF;PL;V.PTCP;PASS
फिल्माया	заснето	फिल्मा	засне	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
अनुपयुक्त	неизползван	अनुपयुक्त	издползвам	ADJ	N;INDF;MASC;SG
अनुपयुक्त	неизползвани	अनुपयुक्त	пяизползвам	ADJ	N;INDF;MASC;PL
नरेंद्र	нарендра	नरेंद्र	нарендра	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
जैम	джем	जैम	джем		PROPN;INDF;MASC;SG
जैम	конфитюр	जैम	конфитюр		N;INDF;MASC;SG
जैम	мармалад	जैम	мармалад		N;INDF;FEM;SG
रिश्तेदार	относителна	रिश्तेदार	относителен	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
रिश्तेदार	относително	रिश्तेदार	относително	N;NOM;MASC;SG;3	ADV
रिश्तेदार	роднини	रिश्तेदार	роднина	N;NOM;MASC;SG;3	N;INDF;MASC;PL
रिश्तेदार	роднините	रिश्तेदार	роднина	N;NOM;MASC;SG;3	N;DEF;MASC;PL
कचरा	боклуци	कचरा	боклук	N;NOM;MASC;SG;3	N;INDF;MASC;PL
असिमोव	азимов	असिमोव	азимов		PROPN;INDF;MASC;SG
स्प्रिंग	пролетно	स्प्रिंग	пролетно	N;NOM;FEM;SG;3	ADV
जाली	решетка	जाली	решетка		N;INDF;FEM;SG
दैवी	оракул	दैवी	оракул		N;INDF;MASC;SG
दैवी	божествен	दैवी	божествен		ADJ;INDF;MASC;SG
दैवी	божествена	दैवी	божествен		ADJ;INDF;FEM;SG
दैवी	божествени	दैवी	божествен		ADJ;INDF;PL
दैवी	божествено	दैवी	божествено		ADV
ग़रीब	бедни	ग़रीब	беден	N;NOM;FEM;SG;3	ADJ;INDF;PL
ग़रीब	беден	ग़रीब	беден	N;NOM;FEM;SG;3	ADJ;INDF;MASC;SG
विषैले	отровно	विषैला	отровно	N;NOM;MASC;PL;3	ADV
लिखें	пиши	लिख	пиша	V;SBJV;PL;FIN;ACT	V;IPFV;IMP;SG;2;FIN
लिखें	напишете	लिख	напиша	V;SBJV;PL;FIN;ACT	V;PFV;IMP;PL;2;FIN
लिखें	пишете	लिख	пиша	V;SBJV;PL;FIN;ACT	V;IPFV;IND;PL;2;PRS;FIN;ACT
लिखें	композира	लिख	композирам	V;SBJV;PL;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
लिखें	изгори	लिख	изгоря	V;SBJV;PL;FIN;ACT	V;PFV;IMP;SG;2;FIN
लिखें	гори	लिख	гора	V;SBJV;PL;FIN;ACT	N;INDF;FEM;PL
लिखें	изгаряне	लिख	изгаряне	V;SBJV;PL;FIN;ACT	N;INDF;NEUT;SG
देवों	девин	देव	девин	N;ACC;MASC;PL;3	N;INDF;MASC;SG
देवों	девън	देव	девън	N;ACC;MASC;PL;3	PROPN;INDF;MASC;SG
देवों	девон	देव	девон	N;ACC;MASC;PL;3	N;INDF;MASC;SG
डॉक्टरेट	докторска	डॉक्टरेट	докторски	N;NOM;FEM;SG;3	ADJ;INDF;FEM;SG
विला	вили	विला	виля-(се)	PROPN;NOM;MASC;SG;3	N;INDF;FEM;PL
विला	villa	विला	villa	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
विला	вила	विला	вила	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
कोला	коломбо	कोला	коломбо	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
ग्राहम	греъм	ग्राहम	греъм	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
सर्वोपरि	парамаунт	सर्वोपरि	парамаунт	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
खरीदी	купена	खरीद	купен	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
खरीदी	купени	खरीद	купен	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;INDF;PL;V.PTCP;PASS
खरीदी	закупени	खरीद	закупя	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;INDF;PL;V.PTCP;PASS
खरीदी	купен	खरीद	купен	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
खरीदी	купена	खरीद	купен	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
खरीदी	купен	खरीद	купен	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
दुखी	нещастен	दुखी	нещастен	ADP	ADJ;INDF;MASC;SG
दुखी	нещастна	दुखी	нещастен	ADP	ADJ;INDF;FEM;SG
दुखी	тъжни	दुखी	тъжен	ADP	ADJ;INDF;PL
दुखी	тъжен	दुखी	тъжен	ADP	ADJ;INDF;MASC;SG
दुखी	тъжно	दुखी	тъжно	ADP	ADV
दुखी	тъжна	दुखी	тъжен	ADP	ADJ;INDF;FEM;SG
इमरान	имран	इमरान	имран	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
अल्फ़ा	алфа	अल्फ़ा	алфа	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
हैरिस	харис	हैरिस	харис	PROPN;NOM;MASC;SG;3	PROPN;INDF;MASC;SG
सावधान	дискретна	सावधान	дискретен	ADP	ADJ;INDF;FEM;SG
सावधान	дискретни	सावधान	дискретен	ADP	ADJ;INDF;PL
सावधान	дискретен	सावधान	дискретен	ADP	ADJ;INDF;MASC;SG
सावधान	дискретно	सावधान	дискретно	ADP	ADV
अंडाकार	елипсовидна	अंडाकार	елипсовиден	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
अल्बानिया	албания	अल्बानिया	албания	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
बादाम	бадемово	बादाम	бадемов	N;NOM;MASC;SG;3	ADV
बादाम	бадеми	बादाम	бадем	N;NOM;MASC;SG;3	N;INDF;MASC;PL
बादाम	бадеми	बादाम	бадем	N;NOM;MASC;SG;3	N;INDF;MASC;PL
नागा	нага	नागा	нага	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
प्राचल	параметри	प्राचल	параметър	N;NOM;MASC;SG;3	N;INDF;MASC;PL
कामकाज	функциониращи	कामकाज	функционирам	N;NOM;MASC;SG;3	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
कामकाज	функциониращ	कामकाज	функционирам	N;NOM;MASC;SG;3	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
कामकाज	функционираща	कामकाज	функционирам	N;NOM;MASC;SG;3	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
मिनेसोटा	минесота	मिनेसोटा	минеса	PROPN;NOM;MASC;SG;3	PROPN;INDF;FEM;SG
अंडा	яйца	अंडा	яйце	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
परवेज़	первез	परवेज़	первез	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
वर्दी	униформени	वर्दी	униформен	N;NOM;FEM;SG;3	ADJ;INDF;PL
वर्दी	униформи	वर्दी	униформа	N;NOM;FEM;SG;3	N;INDF;FEM;PL
वर्दी	униформи	वर्दी	униформа	N;NOM;FEM;SG;3	N;INDF;FEM;PL
ताँबा	меден	ताँबा	меден	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
ताँबा	медни	ताँबा	меден	N;NOM;MASC;SG;3	ADJ;INDF;PL
ताँबा	медна	ताँबा	меден	N;NOM;MASC;SG;3	ADJ;INDF;FEM;SG
ऐश	аш	ऐश	аш		PROPN;INDF;MASC;SG
ऐश	пепел	ऐश	пепел		N;INDF;MASC;SG
कैलोरी	калории	कैलोरी	калория	N;NOM;FEM;SG;3	N;INDF;FEM;PL
वृत्ताकार	кръгло	वृत्ताकार	кръг	N;NOM;MASC;SG;3	ADV
