par	za	par	za		ADP;ACC
biroja	kancelarija	birojs	kancelarija	N;GEN;MASC;SG	N;NOM;FEM;SG
biroja	ured	birojs	ured	N;GEN;MASC;SG	N;NOM;MASC;SG
organizē	organizira	organizēt	organizirati	V;IMP;2;POS;FIN;ACT	V;IND;SG;3;PRS;FIN
pieminēts	spomenuto	pieminēt	spomenuti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
pieminēts	spomeni	pieminēt	spomen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	N;NOM;MASC;SG
pieminēts	spominjem	pieminēt	spominjati	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;IND;SG;1;PRS;FIN
novados	županije	novads	županija	N;ESS;MASC;PL	N;NOM;FEM;PL
molekulas	molekula	molekula	molekul	N;NOM;FEM;PL	N;NOM;FEM;SG
molekulas	molekula	molekula	molekul	N;NOM;FEM;PL	N;NOM;FEM;SG
platforma	platformu	platforma	platforma	N;NOM;FEM;SG	N;ACC;FEM;SG
lietota	korištene	lietot	koristiti	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;PL;V.PTCP
lietota	korišteno	lietot	koristiti	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
lietota	korišten	lietot	korišten	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
pussala	poluotoka	pussala	poluotok	N;NOM;FEM;SG	N;GEN;MASC;SG
pussala	poluotoku	pussala	poluotok	N;NOM;FEM;SG	N;DAT;MASC;SG
kapu	grobnica	kaps	grobnica	N;ACC;MASC;SG	N;NOM;FEM;SG
kapu	grob	kaps	grob	N;ACC;MASC;SG	N;NOM;MASC;SG
nesen	nedavne	nesen	nedavan	ADV	ADJ;NOM;DEF;FEM;PL
nesen	nedavna	nesen	nedavan	ADV	ADJ;NOM;DEF;FEM;SG
nesen	nedavni	nesen	nedavan	ADV	ADJ;NOM;DEF;MASC;PL
afganistānas	afganistanske	afganistāna	afganistanski	N;NOM;FEM;PL	ADJ;NOM;DEF;FEM;PL
ceremonijā	svečanost	ceremonija	svečanost	N;ESS;FEM;SG	N;NOM;FEM;SG
ceremonijā	ceremonija	ceremonija	ceremonija	N;ESS;FEM;SG	N;NOM;FEM;SG
ceremonijā	ceremoniji	ceremonija	ceremonija	N;ESS;FEM;SG	N;DAT;FEM;SG
pretējā	nasuprot	pretēja	nasuprot	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
pretējā	suprotno	pretēja	suprotno	ADJ;NOM;FEM;SG	ADV
mazākais	najniža	mazs	nizak	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;DEF;RL;FEM;SG
mazākais	najniži	mazs	nizak	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;DEF;RL;MASC;SG
mazākais	najniže	mazs	mnogo	ADJ;NOM;CMPR;MASC;SG	ADV;RL
mazākais	najmanja	mazs	najmanja	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;DEF;RL;FEM;SG
mazākais	najmanji	mazs	mali	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;DEF;RL;MASC;SG
vietējie	lokalni	vietējs	lokalan	ADJ;NOM;MASC;PL	ADJ;NOM;DEF;MASC;SG
vietējie	lokalno	vietējs	lokalno	ADJ;NOM;MASC;PL	ADV
vietējie	mještani	vietējs	mještanin	ADJ;NOM;MASC;PL	N;NOM;MASC;PL
veidošanā	oblikovanje	veidošana	oblikovanje	N;ESS;FEM;SG	N;NOM;NEUT;SG
atrasts	pronađeno	atrast	pronaći	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP;PASS
atrasts	pronađen	atrast	pronaći	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
atrasts	pronađeni	atrast	pronaći	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;DEF;MASC;PL;V.PTCP
atrasts	pronađena	atrast	pronaći	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
beļģijā	belgije	beļģija	belgija	N;ESS;FEM;SG	N;NOM;FEM;PL
beļģijā	belgija	beļģija	belgija	N;ESS;FEM;SG	N;NOM;FEM;SG
beļģijā	belgiji	beļģija	belgija	N;ESS;FEM;SG	N;DAT;FEM;SG
aģentūra	agencije	aģentūra	agencija	N;NOM;FEM;SG	N;NOM;FEM;PL
atbalsts	podršku	atbalsts	podrška	N;NOM;MASC;SG	N;ACC;FEM;SG
zemāk	ispod	zemi	ispod	ADV;CMPR	ADP;GEN
lietoti	korištene	lietot	koristiti	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;DEF;FEM;PL;V.PTCP
lietoti	korišteno	lietot	koristiti	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
lietoti	korišten	lietot	korišten	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
lietoti	nosio	lietot	nositi	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
lietoti	nosila	lietot	nositi	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP;ACT
sarkana	crveno	sarkana	crven	ADJ;NOM;FEM;SG	ADV
alfa	alpha	alfa	alpha		ADP
alfa	alfa	alfa	alfa		N;NOM;MASC;SG
alfa	alfa	alfa	alfa		N;NOM;MASC;SG
asinis	krvi	asins	krv	N;NOM;FEM;PL	N;DAT;FEM;SG
asinis	krv	asins	krv	N;NOM;FEM;PL	N;NOM;FEM;SG
labākās	najbolji	laba	dobar	ADJ;NOM;CMPR;FEM;PL	ADJ;NOM;DEF;RL;MASC;SG
labākās	najbolje	laba	dobro	ADJ;NOM;CMPR;FEM;PL	ADV;RL
labākās	najbolja	laba	dobar	ADJ;NOM;CMPR;FEM;PL	ADJ;NOM;DEF;RL;FEM;SG
das	das	das	das		INTJ
saskaņas	sklad	saskaņa	sklad	N;NOM;FEM;PL	N;NOM;MASC;SG
saskaņas	harmonija	saskaņa	harmonija	N;NOM;FEM;PL	N;NOM;FEM;SG
saskaņas	harmony	saskaņa	harmony	N;NOM;FEM;PL	ADP
saskaņas	sloga	saskaņa	sloga	N;NOM;FEM;PL	N;NOM;FEM;SG
olu	jaje	ola	jaje	N;ACC;FEM;SG	N;NOM;NEUT;SG
sāls	salt	sāls	salt	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
sāls	soli	sāls	soljeti	N;NOM;MASC;SG	N;NOM;FEM;PL
kursu	kurs	kurss	kurs	N;ACC;MASC;SG	N;NOM;MASC;SG
ļaudis	narode	ļaudis	naroditi	N;NOM;MASC	N;ACC;MASC;PL
konstitūcijas	ustav	konstitūcija	ustav	N;NOM;FEM;PL	N;NOM;MASC;SG
konstitūcijas	ustava	konstitūcija	ustav	N;NOM;FEM;PL	N;GEN;MASC;SG
konstitūcijas	ustavom	konstitūcija	ustav	N;NOM;FEM;PL	N;INS;MASC;SG
persiešu	perzijski	persietas	perzijski	N;GEN;MASC;PL	ADJ;NOM;DEF;MASC;SG
dzimtenē	domovine	dzimtene	domovina	N;ESS;FEM;SG	N;NOM;FEM;PL
dzimtenē	domovinska	dzimtene	domovinski	N;ESS;FEM;SG	ADJ;NOM;DEF;FEM;SG
dzimtenē	domovinu	dzimtene	domovina	N;ESS;FEM;SG	N;ACC;FEM;SG
dzimtenē	domovina	dzimtene	domovina	N;ESS;FEM;SG	N;NOM;FEM;SG
linux	linux	linux	linux	N;ACC;MASC;SG	N;NOM;MASC;SG
kopiju	kopiraj	kopija	kopiraj	N;ACC;FEM;SG	INTJ
kopiju	kopija	kopija	kopija	N;ACC;FEM;SG	N;NOM;FEM;SG
mājā	kuca	māja	kucati	N;ESS;FEM;SG	N;NOM;FEM;SG
mājā	house	māja	house	N;ESS;FEM;SG	N;NOM;MASC;SG
mājā	kuća	māja	kuća	N;ESS;FEM;SG	N;NOM;FEM;SG
racing	utrka	racingt	utrka		N;NOM;FEM;SG
racing	trke	racingt	trka		N;NOM;FEM;PL
racing	utrke	racingt	utrka		N;NOM;FEM;PL
atrastas	pronađeno	atrast	pronaći	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP;PASS
atrastas	našao	atrast	naći	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
atrastas	pronađen	atrast	pronaći	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
atrastas	pronađeni	atrast	pronaći	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;DEF;MASC;PL;V.PTCP
atrastas	pronađena	atrast	pronaći	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
ziedu	cvjetni	zieds	cvjetan	N;ACC;MASC;SG	ADJ;NOM;DEF;MASC;SG
ziedu	cvet	zieds	cvet	N;ACC;MASC;SG	N;NOM;MASC;SG
ziedu	cvijeta	zieds	cvijet	N;ACC;MASC;SG	N;GEN;MASC;SG
ziedu	cvijet	zieds	cvijet	N;ACC;MASC;SG	N;NOM;MASC;SG
gsub	gsub	gūt	gsub		
jebkurš	bilo	jebkurš	biti	PRO;NOM;MASC;SG	V;NEUT;SG;PST;V.PTCP;ACT
apakšējā	niže	apakšēja	nisko	ADJ;NOM;FEM;SG	ADV;CMPR
apakšējā	dno	apakšēja	dno	ADJ;NOM;FEM;SG	N;NOM;NEUT;SG
stambulas	istanbula	stambula	istanbul	PROPN;NOM;FEM;PL	N;GEN;MASC;SG
stambulas	istanbulu	stambula	istanbul	PROPN;NOM;FEM;PL	N;DAT;MASC;SG
stambulas	istanbul	stambula	istanbul	PROPN;NOM;FEM;PL	N;NOM;MASC;SG
king	kralju	king	kralj		N;DAT;MASC;SG
king	kralj	king	kralj		N;NOM;MASC;SG
king	king	king	king		ADP
grieķija	grčka	grieķija	grčki	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
arhitektūra	arhitekture	arhitektūra	arhitektura	N;NOM;FEM;SG	N;NOM;FEM;PL
stīvens	stephen	stīvens	stephen	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
stīvens	stjepan	stīvens	stjepan	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
stīvens	steven	stīvens	steven	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
troni	prijestolje	tronis	prijestolje	N;ACC;MASC;SG	N;NOM;NEUT;SG
troni	tron	tronis	tron	N;ACC;MASC;SG	N;NOM;MASC;SG
atsevišķa	odvoji	atsevišķa	odvojiti	ADJ;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
atsevišķa	odvojeno	atsevišķa	odvojeno	ADJ;NOM;FEM;SG	ADV
atsevišķa	odvojeni	atsevišķa	odvojen	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;PL
atsevišķa	razdvoji	atsevišķa	razdvojiti	ADJ;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
programmēšanas	programiranje	programmēšana	programiranje	N;NOM;FEM;PL	N;NOM;NEUT;SG
liecības	trag	liecība	trag	N;NOM;FEM;PL	N;NOM;MASC;SG
liecības	svjedočenje	liecība	svjedočenje	N;NOM;FEM;PL	N;NOM;NEUT;SG
liecības	svjedočanstvo	liecība	svjedočanstvo	N;NOM;FEM;PL	N;NOM;NEUT;SG
liecības	iskaz	liecība	iskaz	N;NOM;FEM;PL	N;NOM;MASC;SG
krīzes	kriza	krīze	kriza	N;NOM;FEM;PL	N;NOM;FEM;SG
ķīna	kine	ķīns	kina	PROPN;NOM;FEM;SG	N;NOM;FEM;PL
ķīna	kinu	ķīns	kin	PROPN;NOM;FEM;SG	N;ACC;FEM;SG
ķīna	kini	ķīns	kina	PROPN;NOM;FEM;SG	PROPN;DAT;FEM;SG
ķīna	kina	ķīns	kino	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
kokos	coco	koks	coco	N;ESS;MASC;PL	N;NOM;MASC;SG
kokos	koko	koks	koko	N;ESS;MASC;PL	N;NOM;MASC;SG
uzsāk	počinje	uzsākt	počinjati	V;IMP;SG;2;POS;FIN;ACT	V;IND;SG;3;PRS;FIN
jūtas	utah	justies	utah	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	PROPN;NOM;MASC;SG
jūtas	osjećaji	justies	osjećaj	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;NOM;MASC;PL
jūtas	osjećaje	justies	osjećati	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;ACC;MASC;PL
jūtas	osjećanja	justies	osjećanje	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;NOM;NEUT;PL
reģionālās	regionalno	reģionāla	regionalno	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
reģionālās	regionalni	reģionāla	regionalan	ADJ;NOM;FEM;PL	ADJ;NOM;DEF;MASC;SG
bull	bika	bull	bikati		N;ACC;MASC;SG
bull	bik	bull	bik		N;NOM;MASC;SG
bull	bull	bull	bull		N;NOM;MASC;SG
bruņinieku	vitezovi	bruņinieks	vitez	N;ACC;MASC;SG	N;NOM;MASC;PL
domājams	navodno	domāt	navodno	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS	ADV
tērauda	steel	tērauds	steel	N;NOM;MASC;SG	ADP
tērauda	čelika	tērauds	čelik	N;NOM;MASC;SG	N;GEN;MASC;SG
pieminekļu	monumentalna	piemineklis	monumentalan	N;GEN;MASC;PL	ADJ;NOM;DEF;FEM;SG
pieminekļu	spomenike	piemineklis	spomenik	N;GEN;MASC;PL	N;ACC;MASC;PL
pieminekļu	spomenika	piemineklis	spomenik	N;GEN;MASC;PL	N;ACC;MASC;SG
pieminekļu	spomenici	piemineklis	spomenik	N;GEN;MASC;PL	N;NOM;MASC;PL
gemini	gemini	gemināt	gemina		N;NOM;MASC;SG
gemini	blizanac	gemināt	blizanac		N;NOM;MASC;SG
warriors	ratnici	warriors	ratnik	N;NOM;MASC;SG	N;NOM;MASC;PL
formulas	formula	formula	formula	N;NOM;FEM;PL	N;NOM;FEM;SG
formulas	formulu	formula	formula	N;NOM;FEM;PL	N;ACC;FEM;SG
aicināja	pozvan	aicināt	pozvati	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;MASC;SG;V.PTCP
aicināja	pozvana	aicināt	pozvati	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;DEF;FEM;SG;V.PTCP
aicināja	pozvani	aicināt	pozvati	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;DEF;MASC;PL;V.PTCP
konstrukcijas	struktura	konstrukcija	struktura	N;NOM;FEM;PL	N;NOM;FEM;SG
ask	pitajte	ask	pitati	N	V;IMP;PL;2;FIN
ask	pitaj	ask	pitaj	N	INTJ
domas	misli	doma	misliti	N;NOM;FEM;PL	V;IND;SG;3;PRS;FIN
domas	mislima	doma	misao	N;NOM;FEM;PL	N;INS;FEM;PL
xiii	xiii	kis	xiii		ADJ
kokiem	stabla	koks	stablo	N;DAT;MASC;PL	N;NOM;NEUT;PL
kokiem	drveće	koks	drveće	N;DAT;MASC;PL	N;NOM;NEUT;SG
kriss	chris	kriss	chris	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
kriss	kris	kriss	kris	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
bakalaura	neženja	bakalaurs	neženje	N;GEN;MASC;SG	N;NOM;MASC;SG
žurnālu	dnevnik	žurnāls	dnevnik	N;ACC;MASC;SG	N;NOM;MASC;SG
pārdaugavas	vojvodstvo	pārdaugava	vojvodstvo	N;NOM;FEM;PL	N;NOM;NEUT;SG
pārdaugavas	vojvodina	pārdaugava	vojvodin	N;NOM;FEM;PL	N;NOM;FEM;SG
plašas	široka	plaša	širok	ADJ;NOM;FEM;PL	ADJ;NOM;DEF;FEM;SG
plašas	opsežna	plaša	opsežan	ADJ;NOM;FEM;PL	ADJ;NOM;DEF;FEM;SG
kartē	karta	karte	karta	N;ESS;FEM;SG	N;NOM;FEM;SG
kartē	mapa	karte	mapa	N;ESS;FEM;SG	N;NOM;FEM;SG
kartē	kartu	karte	karta	N;ESS;FEM;SG	N;ACC;FEM;SG
kartē	mapu	karte	mapa	N;ESS;FEM;SG	N;ACC;FEM;SG
kartē	preslikana	karte	preslikati	N;ESS;FEM;SG	ADJ;NOM;DEF;FEM;SG;V.PTCP
izgatavots	proizveden	izgatavot	proizvesti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
izgatavots	napravljen	izgatavot	napraviti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
izgatavots	napravljeno	izgatavot	napraviti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
tabulas	stolove	tabula	stol	N;NOM;FEM;PL	N;ACC;MASC;PL
amerikā	americi	amerika	amerika	N;ESS;FEM;SG	N;DAT;FEM;SG
amerikā	amerika	amerika	amerika	N;ESS;FEM;SG	N;NOM;FEM;SG
amerikā	america	amerika	america	N;ESS;FEM;SG	N;NOM;FEM;SG
amerikā	ameriku	amerika	amerika	N;ESS;FEM;SG	N;ACC;FEM;SG
fam	fam	fam	fam		PROPN;NOM;MASC;SG
air	rod	air	rod		N;NOM;MASC;SG
air	rode	air	roditi		N;NOM;FEM;PL
piezīme	napomena	piezīme	napomen		N;NOM;FEM;SG
piezīme	bilješka	piezīme	bilješka		N;NOM;FEM;SG
jebkura	bilo	jebkura	biti	PRO;NOM;FEM;SG	V;NEUT;SG;PST;V.PTCP;ACT
nometnes	logor	nometne	logor	N;NOM;FEM;PL	N;NOM;MASC;SG
nometnes	kamp	nometne	kamp	N;NOM;FEM;PL	N;NOM;MASC;SG
nometnes	camp	nometne	camp	N;NOM;FEM;PL	PROPN;NOM;MASC;SG
nometnes	kampove	nometne	kampov	N;NOM;FEM;PL	N;ACC;MASC;PL
nometnes	logore	nometne	logor	N;NOM;FEM;PL	N;ACC;MASC;PL
atklāj	otkrij	atklāt	otkrij	V;FH;IND;3;POS;PRS;FIN;ACT	INTJ
atklāj	otkrij	atklāt	otkrij	V;FH;IND;3;POS;PRS;FIN;ACT	INTJ
kukaiņi	kukac	kukainis	kukac	N;NOM;MASC;PL	N;NOM;MASC;SG
kukaiņi	insekata	kukainis	insekt	N;NOM;MASC;PL	N;GEN;MASC;SG
san	saa	san	saa		PROPN;NOM;MASC;SG
san	san	san	san		N;NOM;MASC;SG
uzbūvēts	izgrađen	uzbūvēt	izgraditi	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
uzbūvēts	izgrađena	uzbūvēt	izgraditi	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
uzbūvēts	izgrađeno	uzbūvēt	izgraditi	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP;PASS
drīkst	svibanj	drīkstēt	svibanj	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;MASC;SG
drīkst	may	drīkstēt	may	V;FH;IND;3;POS;PRS;FIN;ACT	PROPN;NOM;MASC;SG
drīkst	svibnja	drīkstēt	svibanj	V;FH;IND;3;POS;PRS;FIN;ACT	N;GEN;MASC;SG
decembrim	prosinac	decembris	prosinac	N;DAT;MASC;SG	N;NOM;MASC;SG
decembrim	prosinca	decembris	prosinac	N;DAT;MASC;SG	N;GEN;MASC;SG
park	parka	park	park		N;GEN;MASC;SG
park	park	park	park		N;NOM;MASC;SG
nepieciešami	potrebna	nepieciešams	potreban	ADJ;NOM;MASC;PL	ADJ;NOM;DEF;FEM;SG
nepieciešami	potrebno	nepieciešams	potreban	ADJ;NOM;MASC;PL	ADJ;NOM;DEF;NEUT;SG
nepieciešami	potreban	nepieciešams	potreban	ADJ;NOM;MASC;PL	ADJ;NOM;INDF;MASC;SG
nepieciešami	potrebna	nepieciešams	potreban	ADJ;NOM;MASC;PL	ADJ;NOM;DEF;FEM;SG
nepieciešami	potrebno	nepieciešams	potreban	ADJ;NOM;MASC;PL	ADJ;NOM;DEF;NEUT;SG
nepieciešami	neophodna	nepieciešams	neophodan	ADJ;NOM;MASC;PL	ADJ;NOM;DEF;FEM;SG
nepieciešami	potrebno	nepieciešams	potreban	ADJ;NOM;MASC;PL	ADJ;NOM;DEF;NEUT;SG
nepieciešami	neophodno	nepieciešams	neophodan	ADJ;NOM;MASC;PL	ADJ;NOM;DEF;NEUT;SG
baroka	barokna	baroks	barokan	N;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
balsis	glasove	balss	glas	N;NOM;FEM;PL	N;ACC;MASC;PL
balsis	glasova	balss	glas	N;NOM;FEM;PL	N;GEN;MASC;PL
balsis	glasa	balss	glas	N;NOM;FEM;PL	N;ACC;MASC;SG
balsis	glasove	balss	glas	N;NOM;FEM;PL	N;ACC;MASC;PL
mazākas	manje	maza	malo	ADJ;NOM;CMPR;FEM;PL	ADV;CMPR
mazākas	manjim	maza	mal	ADJ;NOM;CMPR;FEM;PL	ADJ;INS;DEF;CMPR;MASC;SG
mazākas	manja	maza	mali	ADJ;NOM;CMPR;FEM;PL	ADJ;NOM;DEF;CMPR;FEM;SG
mazākas	manji	maza	mali	ADJ;NOM;CMPR;FEM;PL	ADJ;NOM;DEF;CMPR;MASC;SG
zirga	konj	zirgs	konj	N;GEN;MASC;SG	N;NOM;MASC;SG
zirga	konju	zirgs	konj	N;GEN;MASC;SG	N;DAT;MASC;SG
zirga	konja	zirgs	konj	N;GEN;MASC;SG	N;ACC;MASC;SG
queen	queen	queen	queen		ADP
queen	matica	queen	matica		N;NOM;FEM;SG
queen	kraljice	queen	kraljica		N;NOM;FEM;PL
queen	kraljica	queen	kraljica		N;NOM;FEM;SG
saint	sveti	saint	svet		ADJ;NOM;DEF;MASC;SG
saint	svetac	saint	svetac		N;NOM;MASC;SG
saint	saint	saint	saint		ADP
starptautiski	international	starptautiski	international	ADV	ADP
starptautiski	međunarodna	starptautiski	međunarodan	ADV	ADJ;NOM;FEM;SG
starptautiski	međunarodni	starptautiski	međunarodan	ADV	ADJ;NOM;DEF;MASC;SG
starptautiski	međunarodno	starptautiski	međunarodan	ADV	ADJ;NOM;NEUT;SG
koloniju	kolonije	kolonija	kolonija	N;ACC;FEM;SG	N;NOM;FEM;PL
koloniju	kolonija	kolonija	kolonija	N;ACC;FEM;SG	N;NOM;FEM;SG
nīderlande	nizozemska	nīderlande	nizozemski	PROPN;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
stokholmas	stockholmu	stokholma	stockholm	PROPN;NOM;FEM;SG	N;DAT;MASC;SG
stokholmas	stockholm	stokholma	stockholm	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
atvērts	otvori	atvērts	otvoriti	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN
āda	kožna	āda	kožan	N;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
āda	puti	āda	put	N;NOM;FEM;SG	N;NOM;FEM;PL
links	poveznice	links	poveznica	N;NOM;MASC;SG	N;NOM;FEM;PL
dārzā	vrta	dārzs	vrt	N;ESS;MASC;SG	N;GEN;MASC;SG
dārzā	garden	dārzs	garden	N;ESS;MASC;SG	N;NOM;MASC;SG
dārzā	vrt	dārzs	vrt	N;ESS;MASC;SG	N;NOM;MASC;SG
izvēlēts	odabran	izvēlēt	odabrati	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
izvēlēts	izabrani	izvēlēt	izabrati	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;DEF;MASC;PL;V.PTCP
izvēlēts	odabrano	izvēlēt	odabrati	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP;PASS
izvēlēts	odabrani	izvēlēt	odabrati	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;DEF;MASC;PL;V.PTCP
izvēlēts	odabrane	izvēlēt	odabrati	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;PL;V.PTCP
izvēlēts	odabrana	izvēlēt	odabrati	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
tallinā	tallinn	tallina	tallinn	PROPN;ESS;FEM;SG	N;NOM;MASC;SG
krājumu	zalihe	krājums	zaliha	N;ACC;MASC;SG	N;NOM;FEM;PL
krājumu	dionice	krājums	dionica	N;ACC;MASC;SG	N;NOM;FEM;PL
prasības	tvrdi	prasība	tvrditi	N;NOM;FEM;PL	V;IND;SG;3;PRS;FIN
bezmaksas	slobodna	bezmaksa	slobodan	N;NOM;FEM;PL	ADJ;NOM;DEF;FEM;SG
bezmaksas	slobodni	bezmaksa	slobodan	N;NOM;FEM;PL	ADJ;NOM;DEF;MASC;SG
bezmaksas	slobodan	bezmaksa	slobodan	N;NOM;FEM;PL	ADJ;NOM;INDF;MASC;SG
bezmaksas	besplatno	bezmaksa	besplatno	N;NOM;FEM;PL	ADV
bezmaksas	free	bezmaksa	free	N;NOM;FEM;PL	ADP
xiv	xiv	xiv	xiv	NUM	ADJ
kanāda	kanada	kanāda	kanada	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
kanāda	kanadi	kanāda	kanada	PROPN;NOM;FEM;SG	N;DAT;FEM;SG
kanāda	kanade	kanāda	kanada	PROPN;NOM;FEM;SG	N;NOM;FEM;PL
kanāda	kanadu	kanāda	kanada	PROPN;NOM;FEM;SG	N;ACC;FEM;SG
kanāda	kanadska	kanāda	kanadski	PROPN;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
jumta	kišobran	jumts	kišobran	N;GEN;MASC;SG	N;NOM;MASC;SG
fernando	fernando	fernando	fernando	PROPN	PROPN;NOM;MASC;SG
lietošana	koristi	lietošana	koristiti	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
lietošana	iskoristi	lietošana	iskoristiti	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
lietošana	upotrebi	lietošana	upotreba	N;NOM;FEM;SG	N;DAT;FEM;SG
lietošana	upotrijebi	lietošana	upotrijebiti	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
west	west	west	west		PROPN;NOM;MASC;SG
west	zapad	west	zapad		N;NOM;MASC;SG
west	zapadno	west	zapadno		ADV
rindā	redak	rinda	redak	N;ESS;FEM;SG	N;NOM;MASC;SG
rindā	veslaj	rinda	veslaj	N;ESS;FEM;SG	
rindā	red	rinda	red	N;ESS;FEM;SG	N;NOM;MASC;SG
lauvas	lavove	lauva	lav	N;NOM;FEM;PL	N;ACC;MASC;PL
lauvas	lavova	lauva	lav	N;NOM;FEM;PL	N;ACC;MASC;SG
für	für	für	für		ADP
gravitācijas	gravitacijske	gravitācija	gravitacijski	N;NOM;FEM;PL	ADJ;NOM;DEF;FEM;PL
