और	og	और	og		CONJ
मार्क	markér	मार्क	mark	PROPN;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
मार्क	mark	मार्क	mark	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
मार्क	marc	मार्क	marc	PROPN;NOM;MASC;SG;3	
ब्रह्म	brahman	ब्रह्म	brahman	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
ब्रह्म	brahma	ब्रह्म	brahma	PROPN;NOM;MASC;SG;3	
ट्रैक	track	ट्रैक	track	N;NOM;MASC;SG;3	
ट्रैक	sporets	ट्रैक	spor	N;NOM;MASC;SG;3	N;GEN;DEF;NEUT;SG
ट्रैक	spore	ट्रैक	spor	N;NOM;MASC;SG;3	V;NFIN;ACT
ट्रैक	sporer	ट्रैक	spore	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
मनोवैज्ञानिक	psykologisk	मनोवैज्ञानिक	psykologisk	N;NOM;MASC;SG;3	ADV
मनोवैज्ञानिक	psykologiske	मनोवैज्ञानिक	psykologisk	N;NOM;MASC;SG;3	ADJ;PL
मनोवैज्ञानिक	psykiske	मनोवैज्ञानिक	psykisk	N;NOM;MASC;SG;3	ADJ;PL
मनोवैज्ञानिक	psykisk	मनोवैज्ञानिक	psykisk	N;NOM;MASC;SG;3	ADJ;INDF;SG
गर्मी	summer	गर्मी	summe	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
मैन	mennesket	मैन	menneske		N;DEF;NEUT;SG
मैन	mand	मैन	mand		N;INDF;MASC+FEM;SG
मैन	manden	मैन	mand		N;DEF;MASC+FEM;SG
आवृत्ति	tilbagevendende	आवृत्ति	tilbagevendende	N;NOM;FEM;SG;3	V;PRS;V.PTCP
आवृत्ति	forekomster	आवृत्ति	forekomst	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
स्रोतों	springs	स्रोत	springe	N;ACC;MASC;PL;3	N;INDF;MASC+FEM;SG
स्रोतों	springvand	स्रोत	springvand	N;ACC;MASC;PL;3	N;INDF;NEUT;SG
कोण	vinkler	कोण	vinkel	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
कोण	synsvinkler	कोण	synsvinkler	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
ईस्ट	east	ईस्ट	east	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
ईस्ट	østpå	ईस्ट	østpå	PROPN;NOM;MASC;SG;3	ADV
ईस्ट	øst	ईस्ट	øst	PROPN;NOM;MASC;SG;3	N;INDF
अफ्रीकी	afrikaans	अफ्रीकी	afrikaans	ADJ	N;INDF;MASC+FEM;SG
अफ्रीकी	afrika	अफ्रीकी	afrika	ADJ	
खतरा	farer	खतरा	fare	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
सहमत	aftalt	सहमत	aftale	ADJ	V;INDF;SG;PST;V.PTCP
मोटे	overvægtige	मोटा	overvægtig	V;PFV;MASC;PL;3;V.PTCP;ACT	ADJ;PL
मोटे	overvægtig	मोटा	overvægtig	V;PFV;MASC;PL;3;V.PTCP;ACT	ADJ;INDF;MASC+FEM;SG
मोटे	fedtstof	मोटा	fedtstof	V;PFV;MASC;PL;3;V.PTCP;ACT	N;INDF;NEUT;SG
मोटे	fed	मोटा	fed	V;PFV;MASC;PL;3;V.PTCP;ACT	ADJ;INDF;MASC+FEM;SG
मोटे	fedt	मोटा	fedt	V;PFV;MASC;PL;3;V.PTCP;ACT	ADJ;INDF;NEUT;SG
मोटे	fede	मोटा	fed	V;PFV;MASC;PL;3;V.PTCP;ACT	ADJ;PL
मार्शल	marshall	मार्शल	marshall	PROPN;NOM;MASC;SG;3	
मार्शल	marshalls	मार्शल	marshall	PROPN;NOM;MASC;SG;3	N;GEN;INDF;MASC+FEM;SG
मार्शल	sherif	मार्शल	sherif	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
मार्शल	marshal	मार्शल	marshal	PROPN;NOM;MASC;SG;3	
हिसाब	regnskaber	हिसाब	regnskab	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
हिसाब	regnskabsmæssige	हिसाब	regnskabsmæssig	N;NOM;MASC;SG;3	ADJ;PL
उदय	uday	उदय	uday	PROPN;NOM;MASC;SG;3	
उदय	stiger	उदय	stige	PROPN;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
फ़ारसी	persisk	फ़ारसी	persisk	PROPN;NOM;MASC;SG;3	ADJ;INDF;SG
फ़ारसी	persiske	फ़ारसी	persisk	PROPN;NOM;MASC;SG;3	ADJ;PL
मेक्सिको	mexico	मेक्सिको	mexico	PROPN;NOM;MASC;SG;3	PROPN
बिग	big	बिग	big		
बिग	store	बिग	stor		ADJ;PL
बिग	stor	बिग	stor		ADJ;INDF;MASC+FEM;SG
बिग	stort	बिग	stor		ADJ;INDF;NEUT;SG
प्रार्थना	beder	प्रार्थना	bede	N;NOM;FEM;SG;3	V;IND;PRS;FIN;ACT
प्रार्थना	bede	प्रार्थना	bede	N;NOM;FEM;SG;3	V;NFIN;ACT
प्रार्थना	bønner	प्रार्थना	bann	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
लाहौर	lahore	लाहौर	lahore	PROPN;NOM;MASC;SG;3	
समानता	ligheder	समानता	lighed	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
बम	bam	बम	bam	N;NOM;MASC;SG;3	
बम	bomber	बम	bombe	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
बम	bomberne	बम	bombe	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;PL
हैरी	harry	हैरी	harry	PROPN;NOM;FEM;SG;3	
कैथोलिक	katolsk	कैथोलिक	katolsk	N;NOM;MASC;SG;3	ADJ;INDF;SG
कैथोलिक	katolske	कैथोलिक	katolsk	N;NOM;MASC;SG;3	ADJ;PL
दुर्घटना	ulykker	दुर्घटना	ulykke	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
उपनाम	nick	उपनाम	nick	N;NOM;MASC;SG;3	
बंगाली	bengali	बंगाली	bengali	PROPN;NOM;MASC;SG;3	
घायल	tilskadekomne	घायल	tilskadekomn	ADJ	N;INDF;MASC+FEM;SG
घायल	sårede	घायल	såre	ADJ	V;PL;PST;V.PTCP
घायल	skadet	घायल	skad	ADJ	V;INDF;SG;PST;V.PTCP
घायल	såret	घायल	sår	ADJ	N;DEF;NEUT;SG
सहारा	sahara	सहारा	sahara		
सारा	sarah	सारा	sarah	ADJ;NOM;MASC;SG	
सारा	sara	सारा	sara	ADJ;NOM;MASC;SG	
इलेक्ट्रॉनिक	elektronisk	इलेक्ट्रॉनिक	elektronisk	N;NOM	ADV
इलेक्ट्रॉनिक	elektroniske	इलेक्ट्रॉनिक	elektronisk	N;NOM	ADJ;PL
तंत्रिका	nerver	तंत्रिका	nerve	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
गोवा	goa	गोवा	goa	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
रास्ता	way	रास्ता	way	N;NOM;MASC;SG;3	
सोच	tænkning	सोच	tænkning	V;SG;FIN;ACT	N;INDF;MASC+FEM;SG
टाटा	tata	टाटा	tata	PROPN;NOM;MASC;SG;3	
पृष्ठभूमि	baggrunde	पृष्ठभूमि	baggrunde	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
टन	ton	टन	ton	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
दर्शनीय	naturskønne	दर्शनीय	naturskøn	ADJ	N;INDF;MASC+FEM;SG
मेडिकल	medicinsk	मेडिकल	medicinsk	N;NOM;MASC;SG;3	ADV
मार्टिन	martin	मार्टिन	martin	PROPN;NOM;MASC;SG;3	
हस्तक्षेप	interferens	हस्तक्षेप	interfere	N;NOM;MASC;SG;3	N;GEN;DEF;MASC+FEM;SG
हस्तक्षेप	interventioner	हस्तक्षेप	intervention	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
किसान	landbruger	किसान	landbruger	N;NOM;MASC;PL;3	N;INDF;MASC+FEM;SG
किसान	bonde	किसान	bond	N;NOM;MASC;PL;3	N;INDF;MASC+FEM;SG
किसान	landmand	किसान	landmand	N;NOM;MASC;PL;3	N;INDF;MASC+FEM;SG
किसान	farmer	किसान	farm	N;NOM;MASC;PL;3	N;INDF;MASC+FEM;SG
पतन	kollapse	पतन	kollaps	N;NOM;MASC;SG;3	V;NFIN;ACT
पतन	falder	पतन	falde	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
पतन	falde	पतन	falde	N;NOM;MASC;SG;3	V;NFIN;ACT
स्वाभाविक	natural	स्वाभाविक	natural	ADJ	
स्वाभाविक	medfødte	स्वाभाविक	medføde	ADJ	V;PL;PST;V.PTCP
जोधपुर	jodhpur	जोधपुर	jodhpur	PROPN;NOM;MASC;SG;3	
स्नान	bad	स्नान	bede	N;NOM;MASC;SG;3	V;IND;PST;FIN;ACT
कुशल	effektive	कुशल	effektiv		ADJ;PL
कुशल	effektiv	कुशल	effektiv		ADJ;INDF;MASC+FEM;SG
कुशल	effektivt	कुशल	effektiv		ADJ;INDF;NEUT;SG
कुशल	kvikt	कुशल	kvikt		ADJ;INDF;NEUT;SG
गिरावट	afslår	गिरावट	afslå	N;NOM;FEM;SG;3	V;IND;PRS;FIN;ACT
सफ़ेद	hvid	सफ़ेद	hvid	N;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
सफ़ेद	white	सफ़ेद	white	N;NOM;MASC;SG;3	
सफ़ेद	hvidt	सफ़ेद	hvid	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
सफ़ेद	hvide	सफ़ेद	hvid	N;NOM;MASC;SG;3	ADJ;PL
हरे	hare	हरा	hare		N;INDF;MASC+FEM;SG
फ़ाइल	filer	फााइल	fil	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
स्वागत	velkommen	स्वागत	velkommen	N;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
विरासत	nedarvede	विरासत	nedarvet	N;NOM;FEM;SG;3	ADJ;PL
विरासत	arver	विरासत	arve	N;NOM;FEM;SG;3	V;IND;PRS;FIN;ACT
विरासत	arve	विरासत	arve	N;NOM;FEM;SG;3	V;NFIN;ACT
गोली	skød	गोली	skød	N;NOM;FEM;SG;3	V;IND;PST;FIN;ACT
गोली	shot	गोली	shot	N;NOM;FEM;SG;3	
गोली	skudt	गोली	skyde	N;NOM;FEM;SG;3	V;INDF;SG;PST;V.PTCP
गोली	pille	गोली	pille	N;NOM;FEM;SG;3	V;NFIN;ACT
आयुर्वेद	ayurveda	आयुर्वेद	ayurveda	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
विलोपन	elimination	विलोपन	elimination	N;NOM;MASC;SG;3	
मतदान	afstemninger	मतदान	afstemning	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
नील	indigo	नील	indigo	PROPN;NOM;MASC;SG;3	
दुर्लभ	sjælden	दुर्लभ	sjælden		ADJ;INDF;MASC+FEM;SG
दुर्लभ	sjældne	दुर्लभ	sjælden		ADJ;PL
दुर्लभ	sjældent	दुर्लभ	sjældent		ADV
चावल	rice	चावल	rice	N;NOM;MASC;SG;3	
गहरा	dark	गहरा	dark	ADJ;NOM;MASC;SG	
गहरा	mørke	गहरा	mørke	ADJ;NOM;MASC;SG	N;INDF;NEUT;SG
गहरा	deep	गहरा	deep	ADJ;NOM;MASC;SG	
गहरा	dybe	गहरा	dyb	ADJ;NOM;MASC;SG	ADJ;PL
गहरा	dybt	गहरा	dybt	ADJ;NOM;MASC;SG	ADV
बारह	twelve	बारह	twelve	NUM	
यादव	yadav	यादव	yadav	PROPN;NOM;SG;3	
खड़ी	står	खड़ा	stå	ADJ;NOM;FEM;SG	V;IND;PRS;FIN;ACT
खड़ी	stående	खड़ा	stå	ADJ;NOM;FEM;SG	V;PRS;V.PTCP
लड़की	girl	लड़की	girl	N;NOM;FEM;SG;3	
हुसैन	hussain	हुसैन	hussain	PROPN;NOM;MASC;SG;3	
भट्ट	ovn	भट्ट	ovn	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
सुख	glæder	सुख	glæde		V;IND;PRS;FIN;ACT
सुख	fornøjelser	सुख	fornøjelse		N;INDF;MASC+FEM;PL
सुख	lykken	सुख	lykke		N;DEF;MASC+FEM;SG
सुख	glæde	सुख	glæde		N;INDF;MASC+FEM;SG
सुख	lykke	सुख	lykke		N;INDF;MASC+FEM;SG
निहित	underforstået	निहित	underforstå	ADP	V;INDF;SG;PST;V.PTCP
निहित	implicit	निहित	implicit	ADP	N;INDF;MASC+FEM;SG
निहित	implicitte	निहित	implicitte	ADP	N;INDF;MASC+FEM;SG
अहमद	ahmed	अहमद	ahmed	PROPN;NOM;MASC;SG;3	PROPN
अहमद	ahmad	अहमद	ahmad	PROPN;NOM;MASC;SG;3	PROPN
वर्गीकृत	klassificerede	वर्गीकृत	klassificere	ADJ	V;PL;PST;V.PTCP
वर्गीकृत	klassificeret	वर्गीकृत	klassificere	ADJ	V;INDF;SG;PST;V.PTCP
लॉस	los	लॉस	los	PROPN;NOM;MASC;SG;3	PROPN
आकर्षक	charming	आकर्षक	charming	ADJ	
यमुना	yamuna	यमुना	yamuna	PROPN;NOM;FEM;SG;3	
राष्ट्रों	nationers	राष्ट्र	nation	N;ACC;MASC;PL;3	N;GEN;INDF;MASC+FEM;PL
राष्ट्रों	nations	राष्ट्र	nation	N;ACC;MASC;PL;3	N;INDF;MASC+FEM;SG
पकड़	greb	पकड	gribe	V;FIN;ACT	N;INDF;NEUT;SG
पथ	path	पथ	path	N;NOM;MASC;SG;3	
पथ	stier	पथ	stie	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
शिक्षक	undervisere	शिक्षक	undervisere	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
शिक्षक	pædagoger	शिक्षक	pædagog	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
शिक्षक	lærer	शिक्षक	lære	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
शिक्षक	lærere	शिक्षक	lærer	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
शिक्षक	undervisere	शिक्षक	undervisere	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
शिक्षक	lærerne	शिक्षक	lærer	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;PL
खाता	kontoen	खा	konto	V;IPFV;MASC;SG;V.PTCP;ACT	N;DEF;MASC+FEM;SG
खाता	konto	खा	konto	V;IPFV;MASC;SG;V.PTCP;ACT	N;INDF;MASC+FEM;SG
खाता	regnskaber	खा	regnskab	V;IPFV;MASC;SG;V.PTCP;ACT	N;INDF;NEUT;PL
खाता	konti	खा	konti	V;IPFV;MASC;SG;V.PTCP;ACT	N;INDF;NEUT;PL
सहयोगी	kollega	सहयोगी	kollega	N;NOM;MASC;PL;3	N;INDF;MASC+FEM;SG
सहयोगी	bidragyder	सहयोगी	bidragyder	N;NOM;MASC;PL;3	N;INDF;MASC+FEM;SG
सहयोगी	medarbejder	सहयोगी	medarbejder	N;NOM;MASC;PL;3	N;INDF;MASC+FEM;SG
सहयोगी	associeret	सहयोगी	associere	N;NOM;MASC;PL;3	V;INDF;SG;PST;V.PTCP
नोट	bemærk	नोट	bemærke	N;NOM;MASC;SG;3	V;IMP
नोट	noter	नोट	note	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
नोट	sedler	नोट	sedle	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
नीतियों	politik	नीति	politik	N;ACC;FEM;PL;3	N;INDF;MASC+FEM;SG
पेज	siden	पेज	siden	N;NOM;MASC;SG;3	ADV
पेज	page	पेज	page	N;NOM;MASC;SG;3	
पेज	sider	पेज	side	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
सजा	punktum	सजा	punktum	PROPN;NOM;FEM;SG;3	N;INDF;NEUT;SG
सजा	sætning	सजा	sætning	PROPN;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
सजा	straf	सजा	straf	PROPN;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
सजा	straffe	सजा	straffe	PROPN;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
सजा	piske	सजा	pisk	PROPN;NOM;FEM;SG;3	V;NFIN;ACT
सजा	dekoreret	सजा	dekorere	PROPN;NOM;FEM;SG;3	V;INDF;SG;PST;V.PTCP
सजा	pyntet	सजा	pynte	PROPN;NOM;FEM;SG;3	V;INDF;SG;PST;V.PTCP
सजा	straf	सजा	straf	PROPN;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
सजा	straffe	सजा	straffe	PROPN;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
सजा	afstraffelse	सजा	afstraffelse	PROPN;NOM;FEM;SG;3	N;INDF;MASC+FEM;SG
परम	bast	परम	bast		N;INDF;NEUT;SG
परम	ultimative	परम	ultimativ		ADJ;PL
गिर	efterår	गिर	efterår	V;ACT	N;INDF;NEUT;SG
गिर	fald	गिर	fald	V;ACT	N;INDF;NEUT;SG
अर्जित	hævet	अर्जित	hæve	ADJ	V;INDF;SG;PST;V.PTCP
अर्जित	opdraget	अर्जित	opdrage	ADJ	V;INDF;SG;PST;V.PTCP
अर्जित	opdrættet	अर्जित	opdrætte	ADJ	V;INDF;SG;PST;V.PTCP
अर्जित	rejst	अर्जित	rejse	ADJ	V;INDF;SG;PST;V.PTCP
अर्जित	opnåede	अर्जित	opnå	ADJ	V;IND;PST;FIN;ACT
अर्जित	fortjent	अर्जित	fortjene	ADJ	V;INDF;SG;PST;V.PTCP
अर्जित	optjente	अर्जित	optjent	ADJ	N;INDF;MASC+FEM;PL
अर्जित	optjent	अर्जित	optjent	ADJ	V;INDF;SG;PST;V.PTCP
अमर	udødelig	अमर	udødelig	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
अमर	udødelige	अमर	udødelig	PROPN;NOM;MASC;SG;3	ADJ;PL
अमर	amar	अमर	amar	PROPN;NOM;MASC;SG;3	
खुला	åbent	खुल	åben	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;INDF;NEUT;SG
खुला	åben	खुल	åben	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;INDF;MASC+FEM;SG
चालक	førere	चालक	fører	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
चालक	chauffører	चालक	chauffør	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
चालक	bilister	चालक	bilist	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
चालक	lokomotivførere	चालक	lokomotivfører	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
वास्तुकला	arkitekter	वास्तुकला	arkitekt	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
बनती	banti	बन	banti	V;IPFV;FEM;SG;V.PTCP;ACT	
नकारात्मक	negativt	नकारात्मक	negativt	ADJ	ADV
अंकित	indspillet	अंकित	indspille	ADJ	V;INDF;SG;PST;V.PTCP
अंकित	optaget	अंकित	optage	ADJ	V;INDF;SG;PST;V.PTCP
अंकित	registreret	अंकित	registrere	ADJ	V;INDF;SG;PST;V.PTCP
अंकित	indspillede	अंकित	indspille	ADJ	V;IND;PST;FIN;ACT
समृद्ध	beriget	समृद्ध	berig	ADP	V;INDF;SG;PST;V.PTCP
समृद्ध	rig	समृद्ध	rig	ADP	ADJ;INDF;MASC+FEM;SG
समृद्ध	rich	समृद्ध	rich	ADP	
समृद्ध	rigt	समृद्ध	rigt	ADP	ADJ;INDF;NEUT;SG
समृद्ध	rige	समृद्ध	rig	ADP	ADJ;PL
समृद्ध	sprudlende	समृद्ध	sprudlende	ADP	ADJ
इतालवी	italiener	इतालवी	italiener	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
इतालवी	italienske	इतालवी	italiensk	PROPN;NOM;MASC;SG;3	ADJ;PL
इतालवी	italiensk	इतालवी	italiensk	PROPN;NOM;MASC;SG;3	ADJ;INDF;SG
राजस्व	indtægter	राजस्व	indtægte	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
राजस्व	indtægterne	राजस्व	indtægt	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;PL
बांग्ला	bengali	बांग्ला	bengali	PROPN;NOM;FEM;SG;3	
बहादुर	bahadur	बहादुर	bahadur	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
बहादुर	tappert	बहादुर	tappert	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
बहादुर	modigt	बहादुर	modig	PROPN;NOM;MASC;SG;3	ADV
बहादुर	modige	बहादुर	modig	PROPN;NOM;MASC;SG;3	ADJ;PL
बहादुर	modig	बहादुर	modig	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
बहादुर	tapper	बहादुर	tappe	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
व्यवस्थित	organisere	व्यवस्थित	organisere	ADJ	V;NFIN;ACT
व्यवस्थित	organiseret	व्यवस्थित	organisere	ADJ	V;INDF;SG;PST;V.PTCP
व्यवस्थित	organiserede	व्यवस्थित	organisere	ADJ	V;PL;PST;V.PTCP
व्यवस्थित	systematisk	व्यवस्थित	systematisk	ADJ	ADV
गौरव	pride	गौरव	pride	PROPN;NOM;MASC;SG;3	
गौरव	stolthed	गौरव	stolthed	PROPN;NOM;MASC;SG;3	N;INDF;MASC+FEM;SG
गौरव	hovmod	गौरव	hovmod	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
गौरव	stolte	गौरव	stolt	PROPN;NOM;MASC;SG;3	ADJ;PL
गौरव	beæret	गौरव	beære	PROPN;NOM;MASC;SG;3	V;INDF;SG;PST;V.PTCP
गौरव	æret	गौरव	ær	PROPN;NOM;MASC;SG;3	V;INDF;SG;PST;V.PTCP
गौरव	herlig	गौरव	herlig	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
गौरव	herlige	गौरव	herlig	PROPN;NOM;MASC;SG;3	ADJ;PL
स्लैम	smække	स्लैम	smække	N;NOM;MASC;SG;3	V;NFIN;ACT
डॉक्टर	lægerne	डॉक्टर	læge	N;NOM;MASC;SG;3	N;DEF;MASC+FEM;PL
डॉक्टर	læger	डॉक्टर	læge	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
डॉक्टर	doctor	डॉक्टर	doctor	N;NOM;MASC;SG;3	
टैग	mærke	टैग	mærke	N;NOM;MASC;SG;3	V;NFIN;ACT
टैग	tag	टैग	tage	N;NOM;MASC;SG;3	V;IMP
टैग	mærk	टैग	mærk	N;NOM;MASC;SG;3	V;IMP
टैग	tagge	टैग	tagge	N;NOM;MASC;SG;3	V;NFIN;ACT
टैग	mærker	टैग	mærke	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
टैग	tags	टैग	tags	N;NOM;MASC;SG;3	V;IMP
गणितीय	matematiske	गणितीय	matematisk	N;NOM;MASC;SG;3	ADJ;PL
गणितीय	matematisk	गणितीय	matematisk	N;NOM;MASC;SG;3	ADV
जोड़ी	pair	जोड़ी	pair	V;PFV;FEM;SG;V.PTCP;ACT	N;INDF;MASC+FEM;SG
जोड़ी	par	जोड़ी	par	V;PFV;FEM;SG;V.PTCP;ACT	N;INDF;NEUT;SG
जोड़ी	par	जोड़ी	par	V;PFV;FEM;SG;V.PTCP;ACT	N;INDF;NEUT;SG
सबूत	beviser	सबूत	bevis	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
सबूत	beviser	सबूत	bevis	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
सटीक	præcis	सटीक	præcis	ADJ	ADV
सटीक	præcis	सटीक	præcis	ADJ	ADV
सटीक	nøjagtigt	सटीक	nøjagtigt	ADJ	ADV
समाप्ति	afslut	समाप्ति	afslut	N;NOM;FEM;SG;3	V;IMP
समाप्ति	færdiggør	समाप्ति	færdiggøre	N;NOM;FEM;SG;3	V;IND;PRS;FIN;ACT
समाप्ति	slutter	समाप्ति	slutte	N;NOM;FEM;SG;3	V;IND;PRS;FIN;ACT
व्यापारी	merchant	व्यापारी	merchant	N;NOM;MASC;PL;3	N;INDF;MASC+FEM;SG
व्यापारी	købmand	व्यापारी	købmand	N;NOM;MASC;PL;3	N;INDF;MASC+FEM;SG
व्यापारी	handlende	व्यापारी	handle	N;NOM;MASC;PL;3	V;PRS;V.PTCP
व्यापारी	forretningsmand	व्यापारी	forretningsmand	N;NOM;MASC;PL;3	N;INDF;MASC+FEM;SG
व्यापारी	erhvervsdrivende	व्यापारी	erhvervsdrivende	N;NOM;MASC;PL;3	ADJ
व्यापारी	forhandler	व्यापारी	forhandle	N;NOM;MASC;PL;3	V;IND;PRS;FIN;ACT
व्यापारी	handlende	व्यापारी	handle	N;NOM;MASC;PL;3	V;PRS;V.PTCP
एजेंसी	bureauer	एजेंसी	bureaue	N;NOM;FEM;SG;3	N;INDF;NEUT;PL
एजेंसी	agenturer	एजेंसी	agentur	N;NOM;FEM;SG;3	N;INDF;MASC+FEM;PL
समग्र	aggregerede	समग्र	aggregere		V;PL;PST;V.PTCP
पड़े	tvivlsomt	पड़	tvivlsom	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;INDF;NEUT;SG
पड़े	tvivlsomme	पड़	tvivlsom	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;PL
पड़े	tvivlsom	पड़	tvivlsom	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;INDF;MASC+FEM;SG
चार्ट	figurer	चार्ट	figur	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
चार्ट	diagrammer	चार्ट	diagrammer	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
गरीब	fattig	गरीब	fattig	N;NOM;MASC;SG;3	ADJ;INDF;MASC+FEM;SG
गरीब	stakkels	गरीब	stakkels	N;NOM;MASC;SG;3	ADJ
गरीब	fattige	गरीब	fattig	N;NOM;MASC;SG;3	ADJ;PL
औषधि	herb	औषधि	herb	N;NOM;FEM;SG;3	
मांस	koed	माँस	koed	N;NOM;MASC;SG;3	
दत्त	dutt	दत्त	dutt	PROPN;NOM;SG;3	
बिन्दु	dot	बिंदु	dot	N;NOM;MASC;SG;3	
बिन्दु	peg	बिंदु	peg	N;NOM;MASC;SG;3	
पराजित	besejret	पराजित	besejre	ADJ	V;INDF;SG;PST;V.PTCP
पराजित	slået	पराजित	slå	ADJ	V;INDF;SG;PST;V.PTCP
पराजित	besejrede	पराजित	besejre	ADJ	V;IND;PST;FIN;ACT
बहु	adskillige	बहु	adskillig		ADJ;PL
बहु	flere	बहु	mange		ADJ;CMPR;PL
बहु	poly	बहु	poly		
कायम	bibeholdt	कायम	bibeholde	ADJ	V;INDF;SG;PST;V.PTCP
कायम	vedligeholdt	कायम	vedligeholdt	ADJ	V;PL;PST;V.PTCP
कायम	fastholdt	कायम	fastholde	ADJ	V;INDF;SG;PST;V.PTCP
कायम	bevarede	कायम	bevare	ADJ	V;PL;PST;V.PTCP
कायम	opretholdt	कायम	opretholde	ADJ	V;INDF;SG;PST;V.PTCP
जिब्राल्टर	gibraltar	जिब्राल्टर	gibraltar	PROPN;NOM;MASC;SG;3	ADJ;INDF;SG
जिब्राल्टर	gibraltars	जिब्राल्टर	gibraltar	PROPN;NOM;MASC;SG;3	PROPN;GEN
शक्तियों	beføjelse	शक्ति	beføjelse	N;ACC;FEM;PL;3	N;INDF;MASC+FEM;SG
शक्तियों	powers	शक्ति	powe	N;ACC;FEM;PL;3	N;INDF;MASC+FEM;SG
अकेले	alene	अकेला	alene	V;MASC;SG;3;FIN;ACT	ADV
किशोर	teenagere	किशोर	teenager	N;NOM;MASC;SG;3	N;INDF;MASC+FEM;PL
