som	kot	som	kot	ADP	CONJ
bekreftet	preverjena	bekreft	preverjen	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
bekreftet	preverjeno	bekreft	preverjen	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP
bekreftet	preverjen	bekreft	preverjen	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
gammelt	stare	gammel	star	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
gammelt	star	gammel	star	ADJ;INDF;NEUT;SG	N;NOM;MASC;SG
gammelt	stari	gammel	star	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;PL
potter	potter	potter	potter	N;INDF;MASC;PL	
marine	mornariška	marin	mornariški	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
marine	mornariški	marin	mornariški	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
marine	mornarice	marin	mornarica	N;INDF;MASC;SG	N;NOM;FEM;PL
marine	morskih	marin	morski	N;INDF;MASC;SG	ADJ;GEN;MASC;PL
marine	marine	marin	marin	N;INDF;MASC;SG	N;NOM;FEM;PL
marine	morsko	marin	morski	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
sesonger	letne	sesonger	leten	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
sesonger	sezon	sesonger	sezona	N;INDF;MASC;SG	N;GEN;FEM;PL
slettes	izbrisan	slettes	izbrisan	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
slettes	izbrisano	slettes	izbrisan	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
slettes	izbrisana	slettes	izbrisan	N;INDF;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
slettes	izbrisano	slettes	izbrisan	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
slettes	izbrisal	slettes	izbrisati	N;INDF;MASC;SG	V;PFV;MASC;SG;V.PTCP
slettes	zbrisal	slettes	zbrisati	N;INDF;MASC;SG	V;PFV;MASC;SG;V.PTCP
slettes	izbrisani	slettes	izbrisan	N;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
innsjø	lake	innsjø	lak	N;INDF;MASC;SG	
innsjø	jezera	innsjø	jezero	N;INDF;MASC;SG	N;NOM;NEUT;PL
venezia	benetke	venezie	benetek	N;INDF;MASC;SG	N;NOM;FEM;PL
venezia	venezia	venezie	venezia	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
wang	wang	wang	wang	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
rosa	rožnata	ros	rožnat	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
rosa	rožnate	ros	rožnat	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
rosa	rožnati	ros	rožnat	N;DEF;FEM;SG	ADJ;NOM;MASC;PL
rosa	rožnato	ros	rožnato	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG
utendørs	zunanji	utendørs	zunanji	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
utendørs	zunanja	utendørs	zunanji	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
liga	league	lige	league	ADJ;INDF;SG;V.PTCP	N;NOM;MASC;SG
liga	ligo	lige	liga	ADJ;INDF;SG;V.PTCP	N;ACC;FEM;SG
liga	liga	lige	liga	ADJ;INDF;SG;V.PTCP	N;NOM;FEM;SG
liga	liga	lige	liga	ADJ;INDF;SG;V.PTCP	N;NOM;FEM;SG
research	raziskave	research	raziskava	N;INDF;MASC;SG	N;NOM;FEM;PL
kulturelle	kulturno	kulturell	kulturen	ADJ;PL	ADJ;NOM;NEUT;SG
kulturelle	kulturni	kulturell	kulturen	ADJ;PL	ADJ;NOM;DEF;MASC;SG
kulturelle	kulturna	kulturell	kulturen	ADJ;PL	ADJ;NOM;FEM;SG
forbi	pretekli	forbi	pretekel	ADP	ADJ;NOM;MASC;PL;V.PTCP
forbi	preteklost	forbi	preteklost	ADP	N;NOM;FEM;SG
forbi	preteklosti	forbi	preteklost	ADP	N;GEN;FEM;SG
returnerte	vrnjeno	returnere	vrnjen	V;IND;PST;FIN	ADJ;NOM;NEUT;SG;V.PTCP
returnerte	vrnjena	returnere	vrnjen	V;IND;PST;FIN	ADJ;NOM;FEM;SG;V.PTCP
returnerte	vrnjen	returnere	vrnjen	V;IND;PST;FIN	ADJ;NOM;INDF;MASC;SG;V.PTCP
produsere	izdelava	produsere	izdelava	V;NFIN	N;NOM;FEM;SG
produsere	proizvodnja	produsere	proizvodnja	V;NFIN	N;NOM;FEM;SG
giovanni	giovanni	giovanni	giovanen	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
passer	paše	passe	paša	V;IND;PRS;FIN	N;NOM;FEM;SG
passer	fit	passe	fit	V;IND;PRS;FIN	N;NOM;MASC;SG
ære	častno	ære	časten	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
ære	časti	ære	čast	N;INDF;FEM;SG	N;NOM;FEM;PL
ære	častno	ære	časten	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
ære	časti	ære	čast	N;INDF;FEM;SG	N;NOM;FEM;PL
ære	častna	ære	časten	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
ære	slavi	ære	slaviti	N;INDF;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
festning	utrdbe	festning	utrdba	N;INDF;FEM;SG	N;NOM;FEM;PL
norwegian	norveško	norwegian	norveški	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
norwegian	norveške	norwegian	norveški	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
norwegian	norveška	norwegian	norveški	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
norwegian	norveški	norwegian	norveški	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
thomson	thomson	thomson	thomson	N;INDF;MASC;SG	
horn	rogovi	horn	rog	N;INDF;NEUT;SG	N;NOM;MASC;PL
horn	rogov	horn	rog	N;INDF;NEUT;SG	N;GEN;MASC;PL
horn	rogove	horn	rog	N;INDF;NEUT;SG	N;ACC;MASC;PL
horn	horn	horn	horen	N;INDF;NEUT;SG	
global	globalno	global	globalen	ADJ;INDF;SG	ADV
emil	emil	emil	emiti	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
finlands	finska	finlands	finski	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
niels	niels	niels	niels	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
sluppet	sproščeno	slupp	sproščeno	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP
sluppet	izpuščeni	slupp	izpuščen	N;DEF;NEUT;SG	ADJ;NOM;MASC;PL;V.PTCP
sluppet	izpuščen	slupp	izpuščen	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
sluppet	izpuščena	slupp	izpuščen	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
wikidata	wikipodatki	wikidata	wikipodatek	N;INDF;MASC;SG	N;NOM;MASC;PL
jersey	jersey	jersey	jersey	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
kropp	telesa	kropp	telo	N;INDF;MASC;SG	N;NOM;NEUT;PL
korrekt	natančni	korrekt	natančen	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;PL
korrekt	pravilno	korrekt	pravilno	ADJ;INDF;NEUT;SG	ADV
korrekt	pravilni	korrekt	pravilen	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;PL
kjøpe	kupi	kjøpe	kupa	V;IMP;NFIN	V;PFV;IND;SG;3;PRS;FIN
kjøpe	kupiš	kjøpe	kupiti	V;IMP;NFIN	V;PFV;IND;SG;2;PRS;FIN
kjøpe	nakup	kjøpe	nakup	V;IMP;NFIN	N;NOM;MASC;SG
kjøpe	kupovanje	kjøpe	kupovanje	V;IMP;NFIN	N;NOM;NEUT;SG
kjøpe	odkup	kjøpe	odkup	V;IMP;NFIN	N;NOM;MASC;SG
kjøpe	nakup	kjøpe	nakup	V;IMP;NFIN	N;NOM;MASC;SG
gravlagt	pokopani	gravleggje	pokopan	ADJ;INDF;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
inge	inge	ing	inga	PROPN	PROPN;NOM;MASC;SG
bryter	lomi	bryte	lomiti	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN
forstå	razumevanje	forstå	razumevanje	V;NFIN	N;NOM;NEUT;SG
frivillige	prostovoljci	frivillig	prostovoljec	ADJ;PL	N;NOM;MASC;PL
frivillige	prostovoljec	frivillig	prostovoljec	ADJ;PL	N;NOM;MASC;SG
minner	spomine	minne	spomin	V;IND;PRS;FIN	N;ACC;MASC;PL
minner	spominov	minne	spomin	V;IND;PRS;FIN	N;GEN;MASC;PL
minner	spomini	minne	spomin	V;IND;PRS;FIN	N;NOM;MASC;PL
lyst	želiš	lyst	želeti	N;INDF;NEUT;SG	V;IPFV;IND;SG;2;PRS;FIN
total	skupaj	total	skupaj	ADJ;INDF;SG	ADV
markert	označeni	markert	označen	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;PL;V.PTCP
markert	označene	markert	označen	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL;V.PTCP
malt	naslikal	male	naslikati	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;SG;V.PTCP
malt	slada	male	sladati	ADJ;INDF;NEUT;SG;V.PTCP	N;NOM;MASC;SG
trykket	pritisnil	trykk	pritisniti	N;DEF;NEUT;SG	V;PFV;MASC;SG;V.PTCP
trykket	stisnjeni	trykk	stisnjen	N;DEF;NEUT;SG	ADJ;NOM;MASC;PL;V.PTCP
trykket	stisnjena	trykk	stisnjen	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
lie	lažejo	lig	laheti	N;INDF;MASC;SG	V;IPFV;IND;PL;3;PRS;FIN
lie	laži	lig	laž	N;INDF;MASC;SG	N;NOM;FEM;PL
bygg	zgradi	bygg	zgraditi	N;INDF;NEUT;PL	V;PFV;IND;SG;3;PRS;FIN
bygg	zgraditi	bygg	zgraditi	N;INDF;NEUT;PL	V;PFV;NFIN
bygg	zgradil	bygg	zgraditi	N;INDF;NEUT;PL	V;PFV;MASC;SG;V.PTCP
hoff	hoff	hoff	hoff	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG
beskytte	varovanje	beskytte	varovanje	V;NFIN	N;NOM;NEUT;SG
designet	zasnovan	designet	zasnovan	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
designet	zasnovana	designet	zasnovan	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
some	nekatere	some	nekateri	N	DET;NOM;FEM;PL
some	nekaterim	some	nekateri	N	DET;DAT;MASC;PL
some	nekateri	some	nekateri	N	DET;NOM;MASC;PL
some	nekaj	some	nekaj	N	PRO;ACC;NEUT;SG
some	neki	some	nek	N	DET;NOM;MASC;SG
foundation	temelje	foundation	temelj	N;INDF;MASC;SG	N;ACC;MASC;PL
sender	pošiljanje	sende	pošiljanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
sender	oddajnik	sende	oddajnik	V;IND;PRS;FIN	N;NOM;MASC;SG
sender	pošiljatelj	sende	pošiljatelj	V;IND;PRS;FIN	N;NOM;MASC;SG
sender	oddajanje	sende	oddajanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
avsnitt	odstavki	avsnitt	odstavek	N;INDF;NEUT;SG	N;NOM;MASC;PL
avsnitt	odstavkov	avsnitt	odstavek	N;INDF;NEUT;SG	N;GEN;MASC;PL
avsnitt	odstavke	avsnitt	odstavek	N;INDF;NEUT;SG	N;ACC;MASC;PL
romerne	rimljani	romerne	rimljan	N;INDF;NEUT;SG	N;NOM;MASC;PL
treff	vžigalice	treff	vžigalica	N;INDF;NEUT;SG	N;NOM;FEM;PL
treff	udaril	treff	udariti	N;INDF;NEUT;SG	V;PFV;MASC;SG;V.PTCP
treff	ujema	treff	ujem	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN
frode	frode	frode	froda	N;INDF;MASC;SG	
utelukkende	ekskluzivno	utelukkende	ekskluzivno	N;INDF;FEM;SG	ADV
utelukkende	izključno	utelukkende	izključno	N;INDF;FEM;SG	ADV
storm	storm	storm	storm	N;INDF;MASC;SG	
stone	stone	ston	stona	PROPN	N;NOM;FEM;SG
stone	kamna	ston	kamn	PROPN	N;GEN;MASC;SG
stone	kamen	ston	kamen	PROPN	N;NOM;MASC;SG
may	maj	may	maj	N;INDF;MASC;SG	
tillatelse	dovoli	tillatels	dovoliti	N;INDF;MASC;SG	V;PFV;IND;SG;3;PRS;FIN
gratis	prosto	gratis	prosto	ADJ;INDF;NEUT;SG	ADV
gratis	free	gratis	free	ADJ;INDF;NEUT;SG	N;NOM;MASC;SG
gratis	brezplačno	gratis	brezplačno	ADJ;INDF;NEUT;SG	ADV
oppgitt	zagotovljenih	oppgi	zagotovljen	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
oppgitt	vnesene	oppgi	vnesen	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;FEM;PL
oppgitt	vneseni	oppgi	vnesen	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;MASC;PL
hensikt	namera	hensikt	namera	ADJ;INDF;NEUT;SG	N;NOM;FEM;SG
hensikt	namen	hensikt	namen	ADJ;INDF;NEUT;SG	N;NOM;MASC;SG
hensikt	namera	hensikt	namera	ADJ;INDF;NEUT;SG	N;NOM;FEM;SG
hensikt	namen	hensikt	namen	ADJ;INDF;NEUT;SG	N;NOM;MASC;SG
sotsji	soči	sotsji	sočiti	N;INDF;MASC;SG	PROPN;NOM;FEM;SG
undersøkelser	raziskave	undersøkelse	raziskava	N;INDF;NEUT;SG	N;NOM;FEM;PL
undersøkelser	ankete	undersøkelse	anketa	N;INDF;NEUT;SG	N;NOM;FEM;PL
undersøkelser	preverjanja	undersøkelse	preverjanje	N;INDF;NEUT;SG	N;NOM;NEUT;PL
vårt	naše	vår	naš	PRO;NEUT;SG	DET;NOM;NEUT;SG;1
vårt	naš	vår	naš	PRO;NEUT;SG	DET;NOM;MASC;SG;1
vårt	najina	vår	najin	PRO;NEUT;SG	DET;NOM;FEM;SG;2
vårt	naši	vår	naš	PRO;NEUT;SG	DET;NOM;MASC;PL;1
vårt	najin	vår	najin	PRO;NEUT;SG	DET;NOM;MASC;SG;2
vårt	naša	vår	naš	PRO;NEUT;SG	DET;NOM;FEM;SG;1
vårt	najino	vår	najin	PRO;NEUT;SG	DET;NOM;FEM;SG;2
vårt	najin	vår	najin	PRO;NEUT;SG	DET;NOM;MASC;SG;2
vårt	najina	vår	najin	PRO;NEUT;SG	DET;NOM;FEM;SG;2
vårt	naše	vår	naš	PRO;NEUT;SG	DET;NOM;NEUT;SG;1
müller	müller	mülle	müller	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
forkortet	skrajšati	forkort	skrajšati	N;DEF;NEUT;SG	V;PFV;NFIN
forkortet	skrajšal	forkort	skrajšati	N;DEF;NEUT;SG	V;PFV;MASC;SG;V.PTCP
melbourne	melbourne	melbourn	melbouren	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
styrte	vladal	styrte	vladati	ADJ;PL;V.PTCP	V;IPFV;MASC;SG;V.PTCP
styrte	odločilo	styrte	odločiti	ADJ;PL;V.PTCP	V;PFV;NEUT;SG;V.PTCP
styrte	strmoglavljenje	styrte	strmoglavljenje	ADJ;PL;V.PTCP	N;NOM;NEUT;SG
serbia	srbije	serbi	srbeti	N;INDF;MASC;SG	N;NOM;FEM;PL
jobbe	dela	jobbe	delo	V;NFIN	N;NOM;NEUT;PL
jobbe	delo	jobbe	delo	V;NFIN	N;NOM;NEUT;SG
eurovision	evrovizije	eurovision	evrovizija	N;INDF;MASC;SG	N;NOM;FEM;PL
erfaring	izkušenj	erfaring	izkušnja	N;INDF;FEM;SG	N;GEN;FEM;PL
erfaring	izkušnje	erfaring	izkušnja	N;INDF;FEM;SG	N;NOM;FEM;PL
för	för	för	för		
leo	lea	leo	le	N;INDF;MASC;SG	PROPN;NOM;FEM;SG
kvalifisering	kvalifikacije	kvalifisering	kvalifikacija	N;INDF;FEM;SG	N;NOM;FEM;PL
synlig	vidno	synlig	vidno	ADJ;INDF;NEUT;SG	ADV
synlig	vidni	synlig	viden	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;PL
jødisk	žid	jødisk	žid	ADJ;INDF;SG	N;NOM;MASC;SG
jødisk	judje	jødisk	judja	ADJ;INDF;SG	N;NOM;MASC;PL
engasjert	zadržani	engasjere	zadržan	ADJ;INDF;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
takket	zahvalil	takke	zahvaliti	N;DEF;NEUT;SG	V;PFV;MASC;SG;V.PTCP
stanley	stanley	stanley	stanley	N;INDF;MASC;SG	
tilsynelatende	navidezni	tilsynelatende	navidezen	N;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
tilsynelatende	očitna	tilsynelatende	očiten	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
tilsynelatende	očitno	tilsynelatende	očitno	N;INDF;FEM;SG	ADV
muligheter	priložnosti	muligheter	priložnost	N;INDF;FEM;PL	N;GEN;FEM;SG
hilsen	pozdravljeni	hils	pozdravljen	N;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
hilsen	pozdrave	hils	pozdrav	N;INDF;MASC;SG	N;ACC;MASC;PL
gjeldende	trenutni	gjeldende	trenuten	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
gjeldende	trenutna	gjeldende	trenuten	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
gjeldende	sedanji	gjeldende	sedanji	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
statistikk	statistike	statistikk	statistika	N;INDF;MASC;SG	N;NOM;FEM;PL
øvelse	vaje	øvelse	vaja	N;INDF;MASC;SG	N;NOM;FEM;PL
teknologi	tehnologije	teknologi	tehnologija	N;INDF;MASC;SG	N;NOM;FEM;PL
institusjoner	institucije	institusjoner	institucija	N;INDF;MASC;SG	N;NOM;FEM;PL
institusjoner	nosilci	institusjoner	nosilec	N;INDF;MASC;SG	N;NOM;MASC;PL
institusjoner	ustanove	institusjoner	ustanova	N;INDF;MASC;SG	N;NOM;FEM;PL
leipzig	leipzig	leipzig	leipzig	ADJ;INDF;SG	PROPN;NOM;MASC;SG
kritisk	kritični	kritisk	kritičen	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;PL
kritisk	kritične	kritisk	kritičen	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
kritisk	kritično	kritisk	kritično	ADJ;INDF;NEUT;SG	ADV
sand	peščena	sand	peščen	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
sand	peščeni	sand	peščen	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
kalle	kalle	kalle	kalle	V;NFIN	PROPN;NOM;MASC;SG
central	osrednje	central	osrednji	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
central	centralne	central	centralen	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
central	centralno	central	centralno	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
central	osrednji	central	osrednji	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
central	centralni	central	centralen	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
originale	prvotna	original	prvoten	ADJ;PL	ADJ;NOM;FEM;SG
originale	izvirnik	original	izvirnik	ADJ;PL	N;NOM;MASC;SG
originale	izvirno	original	izviren	ADJ;PL	ADJ;NOM;NEUT;SG
originale	prvotni	original	prvoten	ADJ;PL	ADJ;NOM;DEF;MASC;SG
originale	original	original	original	ADJ;PL	N;NOM;MASC;SG
round	okrogla	round	okrogel	N;INDF;SG	ADJ;NOM;FEM;SG
round	okrogle	round	okrogel	N;INDF;SG	ADJ;NOM;FEM;PL
round	okrogel	round	okrogeti	N;INDF;SG	ADJ;NOM;INDF;MASC;SG
round	okroglo	round	okrogel	N;INDF;SG	ADJ;NOM;NEUT;SG
øyvind	øyvind	øyvind	øyvind	N;MASC	PROPN;NOM;MASC;SG
forlate	dopust	forlate	dopust	ADJ;INDF;NEUT;SG;V.PTCP	N;NOM;MASC;SG
forlate	zapusti	forlate	zapustiti	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;IND;SG;3;PRS;FIN
profesjonelle	strokovnjaki	profesjonell	strokovnjak	ADJ;PL	N;NOM;MASC;PL
profesjonelle	profesionalci	profesjonell	profesionalec	ADJ;PL	N;NOM;MASC;PL
profesjonelle	profesionalno	profesjonell	profesionalen	ADJ;PL	ADV
profesjonelle	strokovna	profesjonell	strokoven	ADJ;PL	ADJ;NOM;FEM;SG
profesjonelle	strokovno	profesjonell	strokovno	ADJ;PL	ADV
profesjonelle	poklicna	profesjonell	poklicen	ADJ;PL	ADJ;NOM;FEM;SG
profesjonelle	strokovni	profesjonell	strokoven	ADJ;PL	ADJ;NOM;MASC;SG
tilhengere	ventilatorji	tilhengere	ventilator	N;INDF;NEUT;SG	N;NOM;MASC;PL
tilhengere	ljubitelji	tilhengere	ljubitelj	N;INDF;NEUT;SG	N;NOM;MASC;PL
tilhengere	oboževalci	tilhengere	oboževalec	N;INDF;NEUT;SG	N;NOM;MASC;PL
tilhengere	navijači	tilhengere	navijač	N;INDF;NEUT;SG	N;NOM;MASC;PL
tilhengere	privrženci	tilhengere	privrženec	N;INDF;NEUT;SG	N;NOM;MASC;PL
tilhengere	podporniki	tilhengere	podpornik	N;INDF;NEUT;SG	N;NOM;MASC;PL
lest	branje	lese	branje	ADJ;INDF;NEUT;SG;V.PTCP	N;NOM;NEUT;SG
lest	preberite	lese	prebrati	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;IMP;PL;2;FIN
lest	preberi	lese	prebrr	ADJ;INDF;NEUT;SG;V.PTCP	N;NOM;MASC;SG
primært	primarno	primær	primaren	ADJ;INDF;NEUT;SG	ADV
primært	predvsem	primær	predvsem	ADJ;INDF;NEUT;SG	PART
heidelberg	heidelberg	heidelberg	heidelberg	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
maks	največ	maks	največ	N;INDF;NEUT;SG	DET
maks	maks	maks	maks	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG
maks	največja	maks	velik	N;INDF;NEUT;SG	ADJ;NOM;RL;FEM;SG
mulige	možen	mulige	možen	ADJ;PL	ADJ;NOM;INDF;MASC;SG
mulige	možna	mulige	možen	ADJ;PL	ADJ;NOM;FEM;SG
mulige	možni	mulige	možen	ADJ;PL	ADJ;NOM;MASC;SG
mulige	možno	mulige	možen	ADJ;PL	ADJ;NOM;NEUT;SG
anlegg	objekti	anlegg	objekt	N;INDF;NEUT;SG	N;NOM;MASC;PL
beskyttelse	zaščita	beskyttelse	zaščita	ADJ;INDF;SG	N;NOM;FEM;SG
beskyttelse	varstvo	beskyttelse	varstvo	ADJ;INDF;SG	N;NOM;NEUT;SG
beskyttelse	zaščito	beskyttelse	zaščita	ADJ;INDF;SG	N;ACC;FEM;SG
beskyttelse	varovanje	beskyttelse	varovanje	ADJ;INDF;SG	N;NOM;NEUT;SG
philip	philip	philip	philip	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
kjøre	vozi	kjøre	voziti	N;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN
christensen	christensen	christens	christensen	N;DEF;MASC;SG	ADJ;NOM;INDF;MASC;SG
thailand	tajska	thailand	tajski	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
thailand	tajsko	thailand	tajski	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
thailand	tajske	thailand	tajski	N;INDF;NEUT;SG	ADJ;NOM;FEM;PL
nordmenn	norvežani	nordmann	norvežan	N;INDF;MASC;PL	ADJ;NOM;MASC;PL
sete	sedež	sitje	sedež	ADJ;INDF;NEUT;SG;V.PTCP	N;NOM;MASC;SG
sete	sedeža	sitje	sedež	ADJ;INDF;NEUT;SG;V.PTCP	N;NOM;MASC;SG
marinen	mornariška	marin	mornariški	N;DEF;MASC;SG	ADJ;NOM;FEM;SG
marinen	mornariški	marin	mornariški	N;DEF;MASC;SG	ADJ;NOM;MASC;SG
marinen	mornarice	marin	mornarica	N;DEF;MASC;SG	N;NOM;FEM;PL
nevnte	omenjeno	nevnte	omenjen	ADJ;PL	ADJ;NOM;NEUT;SG;V.PTCP
nevnte	omenjen	nevnte	omenjen	ADJ;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
axel	axel	axel	anije	N;INDF;MASC;SG	
årlige	letno	årlig	letno	ADJ;PL	ADV
årlige	letna	årlig	leten	ADJ;PL	ADJ;NOM;FEM;SG
årlige	letni	årlig	leten	ADJ;PL	ADJ;NOM;DEF;MASC;SG
ring	poklici	ring	poklic	N;INDF;MASC;SG	N;NOM;MASC;PL
ring	pokliči	ring	poklic	N;INDF;MASC;SG	V;PFV;IMP;SG;2;FIN
ring	pokličite	ring	poklicati	N;INDF;MASC;SG	V;PFV;IMP;PL;2;FIN
blanding	premeša	blanding	premešati	N;INDF;FEM;SG	V;PFV;IND;SG;3;PRS;FIN
blanding	mix	blanding	mix	N;INDF;FEM;SG	
portugisisk	portugalski	portugisisk	portugalski	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
øker	povišanja	øker	povišanje	N;INDF;MASC;SG	N;NOM;NEUT;PL
øker	povečuje	øker	povečevati	N;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN
øker	naraščajoče	øker	naraščajoč	N;INDF;MASC;SG	ADJ;NOM;NEUT;PL;V.PTCP
awards	nagrade	Award	nagrada	N;INDF;MASC;SG	N;NOM;FEM;PL
ann	ann	ann	ann	N;INDF;FEM;SG	PROPN;NOM;FEM;SG
carlos	carlos	carlos	carlos	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
academy	akademije	academy	akademija	N;INDF;MASC;SG	N;NOM;FEM;PL
handling	dejanja	handling	dejanje	N;INDF;FEM;SG	N;NOM;NEUT;PL
ekte	resnično	ekte	resnično	ADJ;INDF;NEUT;SG	ADV
ekte	res	ekte	res	ADJ;INDF;NEUT;SG	ADV
ekte	resnično	ekte	resnično	ADJ;INDF;NEUT;SG	ADV
ekte	true	ekte	true	ADJ;INDF;NEUT;SG	N;NOM;MASC;SG
ekte	resnica	ekte	resnica	ADJ;INDF;NEUT;SG	N;NOM;FEM;SG
ekte	pristno	ekte	pristen	ADJ;INDF;NEUT;SG	ADV
boston	boston	boston	boston	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG
tanker	misli	tanke	misliti	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
vidt	komaj	vid	komaj	ADJ;INDF;NEUT;SG	ADV
vidt	komajda	vid	komajda	ADJ;INDF;NEUT;SG	ADV
original	izvirnik	original	izvirnik	ADJ;INDF;SG	N;NOM;MASC;SG
original	prvotni	original	prvoten	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
original	original	original	original	ADJ;INDF;SG	N;NOM;MASC;SG
jakt	hunt	jakt	hunt	N;INDF;FEM;SG	
jakt	lovski	jakt	lovski	N;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
jakt	lovska	jakt	lovski	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
dreier	dreier	dreie	dreier	V;IND;PRS;FIN	
beordret	naročila	beordre	naročiti	N;DEF;NEUT;SG	V;PFV;FEM;SG;V.PTCP
beordret	urejen	beordre	urejen	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
