категория	kategorien	категория	kategorien	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
предупреждение	warnungen	предупреждение	warnung	N;INAN;NOM;NEUT;SG	N;NOM;PL
предупреждение	achtung	предупреждение	achtung	N;INAN;NOM;NEUT;SG	
предупреждение	warnhinweis	предупреждение	warnhinweis	N;INAN;NOM;NEUT;SG	
предупреждение	prävention	предупреждение	prävention	N;INAN;NOM;NEUT;SG	ADJ
предупреждение	vorsorge	предупреждение	vorsorge	N;INAN;NOM;NEUT;SG	PROPN;SG
исполнители	künstlern	исполнитель	künstlern	N;ANIM;NOM;MASC;PL	
исполнители	künstler	исполнитель	künstler	N;ANIM;NOM;MASC;PL	
отказ	leugnen	отказ	leugnen	N;INAN;NOM;MASC;SG	V;NFIN
отказ	verdrängung	отказ	verdrängung	N;INAN;NOM;MASC;SG	ADJ
отказ	verweigerung	отказ	verweigerung	N;INAN;NOM;MASC;SG	ADJ
отказ	zurückweisung	отказ	zurückweisung	N;INAN;NOM;MASC;SG	
отказ	freistellung	отказ	Freistellung	N;INAN;NOM;MASC;SG	ADJ;SG
отказ	verzicht	отказ	verzichen	N;INAN;NOM;MASC;SG	V;IND;SG;3;FIN
отказ	befreiung	отказ	befreiung	N;INAN;NOM;MASC;SG	
отказ	ausnahmegenehmigung	отказ	ausnahmegenehmigung	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
отказ	weigerung	отказ	weigerung	N;INAN;NOM;MASC;SG	ADV
отказ	zurückweisung	отказ	zurückweisung	N;INAN;NOM;MASC;SG	
отказ	verweigerung	отказ	verweigerung	N;INAN;NOM;MASC;SG	ADJ
спектакль	schauspiel	спектакль	schauspiel	N;INAN;NOM;MASC;SG	
спектакль	spektakel	спектакль	spektakel	N;INAN;NOM;MASC;SG	ADJ
секции	abschnitte	секция	abschneiden	N;INAN;NOM;FEM;PL	
финляндия	finnland	финляндия	finnlind	N;INAN;NOM;FEM;SG	PROPN;NOM;NEUT;SG
простой	einfache	простой	einfach	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
простой	einfach	простой	einfach	ADJ;NOM;MASC;SG	ADV
простой	einfachen	простой	einfach	ADJ;NOM;MASC;SG	ADJ;ACC;SG
миллиона	million	миллион	Million	N;INAN;GEN;MASC;SG	NUM
миллиона	millionen	миллион	million	N;INAN;GEN;MASC;SG	N;NOM;FEM;PL
миллиона	mio	миллион	mio	N;INAN;GEN;MASC;SG	;SG
герман	hermann	герман	herminnen	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
герман	hermann	герман	herminnen	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
герман	herman	герман	herman	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
аналогично	dito	аналогично	dito	ADV	
аналогично	ähnlich	аналогично	ähnlich	ADV	ADJ
принципы	grundsätze	принцип	grundsätze	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
принципы	grundprinzipien	принцип	grundprinzipien	N;INAN;NOM;MASC;PL	ADJ
принципы	prinzipien	принцип	prinzip	N;INAN;NOM;MASC;PL	V;NFIN
принципы	grundsätzen	принцип	grundsätzen	N;INAN;NOM;MASC;PL	V;NFIN
пройти	pass	пройти	pass	V;PFV;NFIN;ACT	
киевский	kiew	киевский	keißen	ADJ;NOM;MASC;SG	
любит	likes	любить	likes	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;NEUT;SG
любит	mag	любить	mögen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
спортивная	sportliche	спортивный	sportlich	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
спортивная	athletic	спортивный	athletic	ADJ;NOM;FEM;SG	
спортивная	sportliche	спортивный	sportlich	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
спортивная	freizeit	спортивный	freizeit	ADJ;NOM;FEM;SG	
спортивная	sportarten	спортивный	sportarten	ADJ;NOM;FEM;SG	V;NFIN
спортивная	sport	спортивный	sporen	ADJ;NOM;FEM;SG	PROPN;SG
насекомых	insekten	насекомое	insekt	N;ANIM;GEN;NEUT;PL	V;NFIN
насекомых	insekt	насекомое	insekt	N;ANIM;GEN;NEUT;PL	ADJ
насекомых	insekten	насекомое	insekt	N;ANIM;GEN;NEUT;PL	V;NFIN
султан	sultan	султан	sultan	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
немедленно	umgehend	немедленно	umgehend	ADV	ADJ
немедленно	unmittelbar	немедленно	unmittelbar	ADV	ADJ
немедленно	unverzüglich	немедленно	unverzüglich	ADV	ADJ
немедленно	unmittelbar	немедленно	unmittelbar	ADV	ADJ
немедленно	sofortigen	немедленно	sofortig	ADV	ADJ
немедленно	sofortige	немедленно	sofortig	ADV	ADJ;NOM;FEM;PL
немедленно	sofortiger	немедленно	sofortig	ADV	ADJ
немедленно	unmittelbaren	немедленно	unmittelbar	ADV	ADJ
лекции	vorlesungen	лекция	vorlesungen	N;INAN;NOM;FEM;PL	V;NFIN
лекции	vorträge	лекция	vortragen	N;INAN;NOM;FEM;PL	ADJ;NOM;PL
лекции	vortrag	лекция	vortragen	N;INAN;NOM;FEM;PL	N;SG
лекции	vorlesung	лекция	vorlesung	N;INAN;NOM;FEM;PL	
лекции	vorträge	лекция	vortragen	N;INAN;NOM;FEM;PL	ADJ;NOM;PL
законов	gesetze	закон	gesetzen	N;INAN;GEN;MASC;PL	
законов	gesetzen	закон	gesetzen	N;INAN;GEN;MASC;PL	V;NFIN
услуги	dienstleistung	услуга	dienstleistung	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
услуги	leistungen	услуга	leistung	N;INAN;NOM;FEM;PL	V;PL
услуги	dienstleistung	услуга	dienstleistung	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
услуги	service	услуга	Service	N;INAN;NOM;FEM;PL	
процессы	prozessen	процесс	prozeß	N;INAN;NOM;MASC;PL	V;NFIN
процессы	vorgänge	процесс	vorgängen	N;INAN;NOM;MASC;PL	
сочи	sotschi	сочи	sotschi	N;INAN;NOM;MASC;PL	PROPN
верховный	supreme	верховный	supreme	ADJ;NOM;MASC;SG	PROPN;NOM;SG
верховный	höchste	верховный	hoch	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
марина	marina	марина	marina	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
марина	yachthafen	марина	yachthafen	N;ANIM;NOM;FEM;SG	
джонс	jones	джонс	jones	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
отмечает	hinweise	отмечать	hinweisen	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;FEM;PL
морские	meeres	морской	meer	ADJ;NOM;PL	
морские	marine	морской	marin	ADJ;NOM;PL	N;NOM;FEM;SG
морские	seefahrt	морской	seefahren	ADJ;NOM;PL	PROPN
морские	seeverkehr	морской	seeverkehr	ADJ;NOM;PL	
франц	franz	франц	franz	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
парламент	parlament	парламент	parlament	N;INAN;NOM;MASC;SG	ADJ
исполнитель	maler	исполнитель	maler	N;ANIM;NOM;MASC;SG	ADJ
исполнитель	künstlerinnen	исполнитель	künstlerinnen	N;ANIM;NOM;MASC;SG	N;NOM;PL
исполнитель	künstler	исполнитель	künstler	N;ANIM;NOM;MASC;SG	
исполнитель	künstlerin	исполнитель	künstlerin	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
исполнитель	täter	исполнитель	tät	N;ANIM;NOM;MASC;SG	ADJ
исполнитель	testamentsvollstrecker	исполнитель	testamentsvollstrecker	N;ANIM;NOM;MASC;SG	ADJ
фотография	bild	фотография	bild	N;INAN;NOM;FEM;SG	
фотография	fotografieren	фотография	fotografieren	N;INAN;NOM;FEM;SG	V;NFIN
фотография	foto	фотография	foto	N;INAN;NOM;FEM;SG	
фотография	fotografien	фотография	fotografien	N;INAN;NOM;FEM;SG	
фотография	foto	фотография	foto	N;INAN;NOM;FEM;SG	
фотография	fotoalbum	фотография	fotoalbum	N;INAN;NOM;FEM;SG	ADJ
фотография	fotografie	фотография	fotografie	N;INAN;NOM;FEM;SG	PROPN
фотография	fotografieren	фотография	fotografieren	N;INAN;NOM;FEM;SG	V;NFIN
фотография	fotografien	фотография	fotografien	N;INAN;NOM;FEM;SG	
закрытия	abschluss	закрытие	abschließen	N;INAN;NOM;NEUT;PL	ADV
закрытия	schließung	закрытие	schließung	N;INAN;NOM;NEUT;PL	ADJ
закрытия	schließen	закрытие	schließen	N;INAN;NOM;NEUT;PL	V;NFIN
закрытия	stilllegung	закрытие	stilllegung	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
закрытия	schliessen	закрытие	schließen	N;INAN;NOM;NEUT;PL	V;NFIN
закрытия	schließen	закрытие	schließen	N;INAN;NOM;NEUT;PL	V;NFIN
закрытия	schließung	закрытие	schließung	N;INAN;NOM;NEUT;PL	ADJ
храмы	tempels	храм	tempels	N;INAN;NOM;MASC;PL	
храмы	tempel	храм	tempel	N;INAN;NOM;MASC;PL	
комментарий	kommentieren	комментарий	kommentieren	N;INAN;NOM;MASC;SG	V;NFIN
комментарий	anmerkung	комментарий	anmerkung	N;INAN;NOM;MASC;SG	
комментарий	bemerkung	комментарий	bemerkung	N;INAN;NOM;MASC;SG	
комментарий	kommentare	комментарий	kommentar	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
комментарий	kommentar	комментарий	kommentar	N;INAN;NOM;MASC;SG	ADJ
комментарий	kommentare	комментарий	kommentar	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
комментарий	kommentar	комментарий	kommentar	N;INAN;NOM;MASC;SG	ADJ
женская	weibliche	женский	weiblich	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
женская	weibliche	женский	weiblich	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
женская	weibchen	женский	weibchen	ADJ;NOM;FEM;SG	N;NOM;FEM;PL
женская	frauen	женский	frau	ADJ;NOM;FEM;SG	V;NFIN
музыкантов	musikern	музыкант	musikern	N;ANIM;GEN;MASC;PL	V;NFIN
музыкантов	musiker	музыкант	musik	N;ANIM;GEN;MASC;PL	ADJ
классе	grade	класс	grad	N;INAN;ESS;MASC;SG	
классе	klasse	класс	klasse	N;INAN;ESS;MASC;SG	ADJ
классе	grad	класс	grad	N;INAN;ESS;MASC;SG	
классе	besoldungsgruppe	класс	besoldungsgruppe	N;INAN;ESS;MASC;SG	ADJ
высшая	supreme	высший	supreme	ADJ;NOM;FEM;SG	PROPN;NOM;SG
высшая	höchste	высший	hoch	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
заболевания	krankheiten	заболевание	krankheit	N;INAN;NOM;NEUT;PL	V;NFIN
заболевания	krankheiten	заболевание	krankheit	N;INAN;NOM;NEUT;PL	V;NFIN
заболевания	krankheit	заболевание	krankheit	N;INAN;NOM;NEUT;PL	ADJ
заболевания	krankheit	заболевание	krankheit	N;INAN;NOM;NEUT;PL	ADJ
заболевания	seuche	заболевание	seuch	N;INAN;NOM;NEUT;PL	
заболевания	erkrankung	заболевание	erkrankung	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
кардинал	kardinal	кардинал	kardinal	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
обложки	cover	обложка	cover	N;INAN;NOM;FEM;PL	PROPN
обложки	umschlag	обложка	umschlagen	N;INAN;NOM;FEM;PL	
обложки	abdeckung	обложка	abdeckung	N;INAN;NOM;FEM;PL	N;NOM;SG
обложки	decken	обложка	decken	N;INAN;NOM;FEM;PL	V;NFIN
обложки	deckung	обложка	deckung	N;INAN;NOM;FEM;PL	ADV
обложки	umfasst	обложка	umfassen	N;INAN;NOM;FEM;PL	V;IND;SG;3;PRS;FIN
обложки	deckt	обложка	decken	N;INAN;NOM;FEM;PL	V;IND;SG;3;PRS;FIN
уфа	ufa	уф	ufa	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG
неожиданно	plötzlich	неожиданно	plötzlich	ADV	ADJ
неожиданно	schlagartig	неожиданно	schlagartig	ADV	ADJ
неожиданно	unerwartet	неожиданно	unerwartet	ADV	ADJ
неожиданно	unerwarteten	неожиданно	unerwartet	ADV	ADJ
неожиданно	unerwartet	неожиданно	unerwartet	ADV	ADJ
неожиданно	unerwarteter	неожиданно	unerwartet	ADV	ADJ
неожиданно	unerwartete	неожиданно	unerwartet	ADV	ADJ;NOM;FEM;PL
неожиданно	unerwartetes	неожиданно	unerwartet	ADV	ADJ;NOM;NEUT;SG
саксония	niedersachsen	саксоние	niedersachsen	N;INAN;NOM;FEM;SG	PROPN;NOM;NEUT;SG
саксония	sachsen	саксоние	sachsen	N;INAN;NOM;FEM;SG	PROPN;NOM;NEUT;SG
тяжело	hard	тяжелый	hard	ADJ;NEUT;SG	PROPN
романы	romana	роман	romana	N;INAN;NOM;MASC;PL	PROPN;NOM;SG
строго	streng	строго	streng	ADV	ADJ
строго	strenger	строго	streng	ADV	ADJ
строго	strikte	строго	strikt	ADV	ADJ;SG
строго	strengen	строго	streng	ADV	ADJ
строго	strenge	строго	streng	ADV	ADJ;NOM;FEM;PL
строго	streng	строго	streng	ADV	ADJ
строго	strikt	строго	strikt	ADV	ADJ
внешний	äußere	внешний	äußer	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
внешний	außen	внешний	außen	ADJ;NOM;MASC;SG	ADV
внешний	aussen	внешний	außenßen	ADJ;NOM;MASC;SG	
внешний	externe	внешний	extern	ADJ;NOM;MASC;SG	
внешний	außenhandel	внешний	außenhandel	ADJ;NOM;MASC;SG	
внешний	außen	внешний	außen	ADJ;NOM;MASC;SG	ADV
основателей	gründer	основатель	gründer	N;ANIM;GEN;MASC;PL	
основателей	begründer	основатель	begründer	N;ANIM;GEN;MASC;PL	ADJ
основателей	gründern	основатель	gründern	N;ANIM;GEN;MASC;PL	V;NFIN
сторонников	unterstützer	сторонник	unterstützer	N;ANIM;ACC;MASC;PL	ADJ
сторонников	anhänger	сторонник	anhänger	N;ANIM;ACC;MASC;PL	
сторонников	befürworter	сторонник	befürworter	N;ANIM;ACC;MASC;PL	
сравнительно	verhältnismäßig	сравнительно	verhältnismäßig	ADV	ADJ
сравнительно	relativ	сравнительно	relativ	ADV	ADJ
гонки	wettrennen	гонка	wettrennen	N;INAN;NOM;FEM;PL	V;NFIN
гонки	rennen	гонка	rennen	N;INAN;NOM;FEM;PL	V;NFIN
гонки	wettrennen	гонка	wettrennen	N;INAN;NOM;FEM;PL	V;NFIN
гонки	rasse	гонка	rassen	N;INAN;NOM;FEM;PL	
гонки	rennen	гонка	rennen	N;INAN;NOM;FEM;PL	V;NFIN
гонки	race	гонка	race	N;INAN;NOM;FEM;PL	
гонки	wettrennen	гонка	wettrennen	N;INAN;NOM;FEM;PL	V;NFIN
гонки	rennen	гонка	rennen	N;INAN;NOM;FEM;PL	V;NFIN
гонки	racing	гонка	racing	N;INAN;NOM;FEM;PL	PROPN
млрд	mrd	миллиард	mrd	N;INAN;NOM;MASC;SG	
млрд	milliarden	миллиард	milliarden	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
передан	übertragene	передать	übertragen	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG
сирии	syrien	сирия	syrienen	N;INAN;NOM;FEM;PL	
вниз	down	вниз	down	ADV	PROPN
вниз	runter	вниз	runter	ADV	
зеландии	zealand	зеландия	zealand	N;INAN;NOM;FEM;PL	PROPN;NOM;SG
зеландии	neuseeland	зеландия	neuseeland	N;INAN;NOM;FEM;PL	ADJ
казань	kasan	казань	kasan	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG
вооружения	aufrüstung	вооружение	aufrüstung	N;INAN;NOM;NEUT;PL	N;SG
вооружения	rüstung	вооружение	rüstung	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
вооружения	bewaffnung	вооружение	bewaffnung	N;INAN;NOM;NEUT;PL	
вооружения	rüstungsindustrie	вооружение	rüstungsindustrie	N;INAN;NOM;NEUT;PL	
вооружения	rüstung	вооружение	rüstung	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
вооружения	bewaffnung	вооружение	bewaffnung	N;INAN;NOM;NEUT;PL	
сердца	herz	сердце	herz	N;INAN;NOM;NEUT;PL	
сердца	herzen	сердце	herzen	N;INAN;NOM;NEUT;PL	
сердца	hearts	сердце	hearts	N;INAN;NOM;NEUT;PL	PROPN
ответственность	steuerschuld	ответственность	steuerschuld	N;INAN;NOM;FEM;SG	ADJ
ответственность	verantwortung	ответственность	verantwortung	N;INAN;NOM;FEM;SG	ADJ
ответственность	haftpflicht	ответственность	haftpflichen	N;INAN;NOM;FEM;SG	ADJ
ответственность	verbindlichkeit	ответственность	verbindlichkeit	N;INAN;NOM;FEM;SG	ADJ
ответственность	verantwortung	ответственность	verantwortung	N;INAN;NOM;FEM;SG	ADJ
ответственность	verantwortlichkeit	ответственность	verantwortlichkeit	N;INAN;NOM;FEM;SG	ADJ;SG
королевы	damen	королева	damen	N;ANIM;NOM;FEM;PL	
королевы	queens	королева	queens	N;ANIM;NOM;FEM;PL	PROPN;NOM
фронтах	fronten	фронт	fronten	N;INAN;ESS;MASC;PL	V;FIN
точек	punkten	точка	punken	N;INAN;GEN;FEM;PL	N;NOM;MASC;PL
точек	punkte	точка	punken	N;INAN;GEN;FEM;PL	N;NOM;MASC;PL
квалификации	abschlüsse	квалификация	abschlüß	N;INAN;NOM;FEM;SG	N;NOM;PL
квалификации	qualifikationen	квалификация	qualifikationen	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
исправить	fix	исправить	fix	V;PFV;NFIN;ACT	ADJ
исправить	zutreffend	исправить	zutreffend	V;PFV;NFIN;ACT	ADJ
исправить	korrekt	исправить	korrekt	V;PFV;NFIN;ACT	ADJ
исправить	richtig	исправить	richtig	V;PFV;NFIN;ACT	ADV
брайан	brian	брайан	brian	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
брайан	bryan	брайан	bryan	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
чехословакии	tschechoslowakei	чехословакия	tschechoslowakei	N;INAN;NOM;FEM;PL	PROPN;NOM;MASC;SG
заведения	niederlassungen	заведение	niederlassingen	N;INAN;NOM;NEUT;PL	V;NFIN
заведения	einrichtungen	заведение	einrichtung	N;INAN;NOM;NEUT;PL	V;NFIN
спортсменов	athleten	спортсмен	athlet	N;ANIM;GEN;MASC;PL	V;IND;PL;3;PST;FIN
спортсменов	sportler	спортсмен	sportler	N;ANIM;GEN;MASC;PL	
левой	linke	левый	linker	ADJ;INS;FEM;SG	ADJ;NOM;FEM;PL
левой	links	левый	links	ADJ;INS;FEM;SG	ADV
левой	linken	левый	link	ADJ;INS;FEM;SG	ADJ;MASC;PL
турция	türkei	турция	türkei	N;INAN;NOM;FEM;SG	PROPN
сезонов	jahreszeiten	сезон	jahreszeit	N;INAN;GEN;MASC;PL	
сезонов	staffeln	сезон	staffeln	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
сезонов	jahreszeit	сезон	jahreszeit	N;INAN;GEN;MASC;PL	ADJ
сезонов	spielzeiten	сезон	spielzeit	N;INAN;GEN;MASC;PL	V;NFIN
учреждение	agentur	учреждение	agentur	N;INAN;NOM;NEUT;SG	PROPN;NOM;SG
учреждение	reisebüro	учреждение	reisebüro	N;INAN;NOM;NEUT;SG	
учреждение	gründung	учреждение	gründung	N;INAN;NOM;NEUT;SG	ADJ
учреждение	errichtung	учреждение	errichtung	N;INAN;NOM;NEUT;SG	ADJ
учреждение	einrichtung	учреждение	einrichtung	N;INAN;NOM;NEUT;SG	ADJ
учреждение	niederlassung	учреждение	niederlassung	N;INAN;NOM;NEUT;SG	ADJ
учреждение	träger	учреждение	träger	N;INAN;NOM;NEUT;SG	ADJ
учреждение	institution	учреждение	institution	N;INAN;NOM;NEUT;SG	
софия	sofia	софия	sofia	N;INAN;NOM;FEM;SG	PROPN;SG
софия	sophia	софия	sophia	N;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG
скоро	soon	скоро	soon	ADV	
журналы	zeitschriften	журнал	zeitschreifen	N;INAN;NOM;MASC;PL	V;NFIN
журналы	tagebücher	журнал	tagebüch	N;INAN;NOM;MASC;PL	ADJ
журналы	magazin	журнал	magazin	N;INAN;NOM;MASC;PL	ADJ
журналы	zeitschriften	журнал	zeitschreifen	N;INAN;NOM;MASC;PL	V;NFIN
действительности	gültigkeitsdauer	действительность	gültigkeitsdauer	N;INAN;GEN;FEM;SG	ADJ
действительности	geltung	действительность	geltung	N;INAN;GEN;FEM;SG	ADJ
действительности	gültigkeit	действительность	gültigkeit	N;INAN;GEN;FEM;SG	ADJ
версий	varianten	версия	variant	N;INAN;GEN;FEM;PL	V;NFIN
версий	versionen	версия	versionen	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
версий	fassungen	версия	fassingen	N;INAN;GEN;FEM;PL	V;NFIN
средних	mittlere	средний	mittler	ADJ;GEN;PL	ADJ;NOM;FEM;PL
средних	medium	средний	medium	ADJ;GEN;PL	
средних	mittel	средний	mittel	ADJ;GEN;PL	ADV
ноги	füsse	нога	füssen	N;INAN;NOM;FEM;PL	
ноги	fuß	нога	faß	N;INAN;NOM;FEM;PL	ADJ
ноги	füße	нога	füß	N;INAN;NOM;FEM;PL	
ноги	füssen	нога	füssen	N;INAN;NOM;FEM;PL	
ноги	beine	нога	bein	N;INAN;NOM;FEM;PL	
ноги	beinen	нога	beinen	N;INAN;NOM;FEM;PL	V;NFIN
читателей	leser	читатель	leser	N;ANIM;ACC;MASC;PL	
читателей	leserschaft	читатель	leserschaft	N;ANIM;ACC;MASC;PL	ADJ
читателей	lesern	читатель	lesern	N;ANIM;ACC;MASC;PL	
лагеря	lager	лагерь	lager	N;INAN;NOM;MASC;PL	ADJ
лагеря	camps	лагерь	camps	N;INAN;NOM;MASC;PL	
лагеря	lagern	лагерь	lagern	N;INAN;NOM;MASC;PL	V;NFIN
владелец	besitzer	владелец	besitzer	N;ANIM;NOM;MASC;SG	ADJ
владелец	inhaber	владелец	inhaber	N;ANIM;NOM;MASC;SG	ADV
владелец	eigentümerin	владелец	eigentümerin	N;ANIM;NOM;MASC;SG	ADJ
владелец	eigentümer	владелец	eigentüm	N;ANIM;NOM;MASC;SG	ADJ
владелец	vermieter	владелец	vermieter	N;ANIM;NOM;MASC;SG	
свободу	meinungsfreiheit	свобода	meinungsfreiheit	N;INAN;ACC;FEM;SG	ADJ
свободу	freiheit	свобода	freiheit	N;INAN;ACC;FEM;SG	
свободу	freizügigkeit	свобода	Freizügigkeit	N;INAN;ACC;FEM;SG	
свободу	freiheiten	свобода	freiheiten	N;INAN;ACC;FEM;SG	V;NFIN
нина	nina	нина	nina	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
аппарат	maschine	аппарат	maschine	N;INAN;NOM;MASC;SG	ADJ
аппарат	werkzeugmaschinen	аппарат	werkzeugmaschinen	N;INAN;NOM;MASC;SG	V;NFIN
аппарат	gerät	аппарат	geraten	N;INAN;NOM;MASC;SG	V;V.PTCP
аппарат	apparate	аппарат	apparat	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
аппарат	geräte	аппарат	geräten	N;INAN;NOM;MASC;SG	N;NOM;NEUT;PL
аппарат	apparatur	аппарат	apparatur	N;INAN;NOM;MASC;SG	
едва	kaum	едва	kaum	PART	ADV
едва	kaum	едва	kaum	PART	ADV
религиозных	religiöse	религиозный	religiös	ADJ;GEN;PL	ADJ;NOM;FEM;PL
религиозных	religionen	религиозный	religion	ADJ;GEN;PL	N;NOM;PL
церквей	kirche	церковь	kirche	N;INAN;GEN;FEM;PL	
драма	drama	драма	drama	N;INAN;NOM;FEM;SG	ADJ
драма	spielfilm	драма	spielfilm	N;INAN;NOM;FEM;SG	PROPN
драма	schauspiel	драма	schauspiel	N;INAN;NOM;FEM;SG	
драма	dramen	драма	dramen	N;INAN;NOM;FEM;SG	
секунд	sekunde	секунда	sekunde	N;INAN;GEN;FEM;PL	
секунд	sekunden	секунда	sekunden	N;INAN;GEN;FEM;PL	V;NFIN
собственное	eigene	собственный	eigen	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
собственное	eigenen	собственный	eigen	ADJ;NOM;NEUT;SG	ADJ;ACC;MASC;SG
замужем	verheiratet	замужем	verheiraten	N;ANIM;INS;MASC;SG	ADJ;V.PTCP
замужем	verheiratete	замужем	verheiraten	N;ANIM;INS;MASC;SG	V;IND;SG;3;PST;FIN
швейцария	schweiz	швейцария	Schweiz	N;INAN;NOM;FEM;SG	PROPN;SG
разница	unterschied	разница	unterscheiden	N;INAN;NOM;FEM;SG	V;IND;SG;3;PST;FIN
разница	differenz	разница	differenz	N;INAN;NOM;FEM;SG	
манчестер	manchester	манчестер	manchester	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
днк	dna	днк	dna	N;INAN;NOM;FEM;SG	
днк	dns	днк	der	N;INAN;NOM;FEM;SG	
сюр	sur	сюртить	sur	N;INAN;NOM;MASC;SG	PROPN
доступа	zufahrt	доступ	zufahren	N;INAN;GEN;MASC;SG	V;IND;SG;3;PRS;FIN
доступа	zutritt	доступ	zutreten	N;INAN;GEN;MASC;SG	ADJ
приказал	bestellten	приказать	bestellt	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PL;3;PST;FIN
классической	klassik	классический	klassik	ADJ;INS;FEM;SG	
классической	klassische	классический	klassisch	ADJ;INS;FEM;SG	ADJ;NOM;FEM;PL
классической	klassischen	классический	klassisch	ADJ;INS;FEM;SG	ADJ;NOM;MASC;PL
вперёд	forward	вперед	forward	ADV	PROPN
вперёд	weiterleiten	вперед	weiterleiten	ADV	V;NFIN
измерения	vermessung	измерение	vermessung	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
измерения	messen	измерение	messen	N;INAN;NOM;NEUT;PL	V;NFIN
измерения	vermessen	измерение	vermessen	N;INAN;NOM;NEUT;PL	V;V.PTCP
измерения	messung	измерение	messung	N;INAN;NOM;NEUT;PL	N;SG
измерения	messungen	измерение	messungen	N;INAN;NOM;NEUT;PL	V;NFIN
измерения	messwerte	измерение	messwert	N;INAN;NOM;NEUT;PL	ADJ
измерения	maße	измерение	massen	N;INAN;NOM;NEUT;PL	ADV
измерения	vermessung	измерение	vermessung	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
измерения	messen	измерение	messen	N;INAN;NOM;NEUT;PL	V;NFIN
измерения	messtechnik	измерение	messtechnik	N;INAN;NOM;NEUT;PL	ADJ
измерения	maßeinheit	измерение	maßeinheit	N;INAN;NOM;NEUT;PL	ADJ
измерения	messung	измерение	messung	N;INAN;NOM;NEUT;PL	N;SG
англо	anglo	англо	anglo	ADV	PROPN;NOM;MASC;SG
заявление	anweisung	заявление	anweisung	N;INAN;NOM;NEUT;SG	
заявление	aussage	заявление	aussagen	N;INAN;NOM;NEUT;SG	
заявление	deklaration	заявление	deklaration	N;INAN;NOM;NEUT;SG	ADJ
соединений	verbindungen	соединение	verbindung	N;INAN;GEN;NEUT;PL	V;NFIN
технология	technologie	технология	technologie	N;INAN;NOM;FEM;SG	PROPN;SG
технология	technologien	технология	technologien	N;INAN;NOM;FEM;SG	V;NFIN
арт	kunstwerke	арт	kunstwerk	ADV	N;NOM;PL
арт	kunst	арт	kunst	ADV	N;NOM;FEM;SG
светлана	swetlana	светлана	swetlana	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
объединить	zusammenführung	объединить	zusammenführung	V;PFV;NFIN;ACT	ADJ
