slovacchia	slovaquie	slovacchio	slovaquie	N;FEM;SG	PROPN
controllata	subsidiaires	controllare	subsidiaire	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL
controllata	contrôlées	controllare	contrôler	V;FEM;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
controllata	contrôlés	controllare	contrôler	V;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
rettore	dean	rettore	dean	N;MASC;SG	PROPN
rettore	doyenne	rettore	doyenne	N;MASC;SG	ADJ;FEM;SG
significativa	significatifs	significativo	significatif	ADJ;FEM;SG	ADJ;MASC;PL
bombardamenti	bombardement	bombardamento	bombardement	N;MASC;PL	N;MASC;SG
bombardamenti	attentat	bombardamento	attentat	N;MASC;PL	N;MASC;SG
lou	lou	lou	lou	N;SG	
adottata	adoptées	adottare	adopter	V;FEM;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
adottata	adoptés	adottare	adopter	V;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
decisivo	déterminant	decisivo	déterminant	ADJ;MASC;SG	V;PRS;V.PTCP
decisivo	décisives	decisivo	décisif	ADJ;MASC;SG	ADJ;FEM;PL
canonico	canon	canonico	canon	ADJ;MASC;SG	N;MASC;SG
rex	rex	rex	rex	N;MASC;SG	PROPN
soffitto	plafonds	soffitto	plafond	N;MASC;SG	N;MASC;PL
giove	jupiter	giove	jupiter	N;MASC;SG	PROPN
comprensione	compréhensif	comprensione	compréhensif	N;FEM;SG	ADJ;MASC;SG
comprensione	comprendre	comprensione	comprendre	N;FEM;SG	V;NFIN
comprensione	compréhensive	comprensione	compréhensif	N;FEM;SG	ADJ;FEM;SG
fisici	physique	fisico	physique	N;MASC;PL	ADJ;MASC;SG
fisici	physiques	fisico	physique	N;MASC;PL	ADJ;MASC;PL
arrivata	arrivés	arrivare	arriver	V;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
vangelo	évangélique	vangelo	évangélique	N;MASC;SG	ADJ;MASC;SG
caratterizzati	caractérisé	caratterizzare	caractériser	V;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
caratterizzati	caractérisée	caratterizzare	caractériser	V;MASC;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
caratterizzati	caractérisé	caratterizzare	caractériser	V;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
cesena	cesena	cesena	cesena	N;FEM;SG	PROPN
rogers	rogers	rogers	roger	N;MASC	PROPN
ieri	yesterday	ieri	yesterday	ADV	PROPN
intervallo	portée	intervallo	porter	N;MASC;SG	V;FEM;SG;PST;V.PTCP
intervallo	intervalles	intervallo	intervalle	N;MASC;SG	N;MASC;PL
divisi	divisé	dividere	diviser	V;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
divisi	divisée	dividere	diviser	V;MASC;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
pericoloso	dangereuses	pericoloso	dangereux	ADJ;MASC;SG	ADJ;FEM;PL
pericoloso	dangereuses	pericoloso	dangereux	ADJ;MASC;SG	ADJ;FEM;PL
citate	citée	citate	citer	V;FEM;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
true	vrais	trua	vrai	N	ADJ;MASC;PL
true	vraie	trua	vrai	N	ADJ;FEM;SG
true	vrai	trua	vrai	N	ADJ;MASC;SG
true	véritable	trua	véritable	N	ADJ;MASC;SG
analogo	analogiques	analogo	analogique	ADJ;MASC;SG	ADJ;MASC;PL
analogo	analogues	analogo	analogue	ADJ;MASC;SG	ADJ;MASC;PL
secondario	secondaires	secondario	secondaire	ADJ;MASC;SG	ADJ;MASC;PL
slovenia	slovénie	slovenia	slovénie	N;FEM;SG	ADJ;FEM;SG
negativa	négatives	negativo	négatif	ADJ;FEM;SG	ADJ;FEM;PL
negativa	négatifs	negativo	négatif	ADJ;FEM;SG	ADJ;MASC;PL
gaio	gaius	gaio	gaiu	N;MASC;SG	PROPN
gaio	caius	gaio	caius	N;MASC;SG	PROPN
crociera	croisières	crociera	croisière	N;FEM;SG	N;FEM;PL
sonic	sonic	sonic	sonic	N	PROPN
sonic	sonique	sonic	sonique	N	ADJ;MASC;SG
carol	carol	carol	carol	N;FEM;SG	PROPN
han	han	avere	han	V;IND;PL;3;PRS;FIN	PROPN
pura	pures	puro	pur	ADJ;FEM;SG	ADJ;FEM;PL
pura	purs	puro	pur	ADJ;FEM;SG	ADJ;MASC;PL
adolf	adolf	adolf	adolf	N;MASC;SG	PROPN
orale	oral	orale	oral	ADJ;SG	N;MASC;SG
orale	oraux	orale	oraux	ADJ;SG	ADJ;MASC;PL
rione	rione	rione	rione	N;MASC;SG	PROPN
beat	beat	beat	beat	N;MASC	PROPN
beat	battez	beat	battre	N;MASC	V;IMP;PL;2;PRS;FIN
beat	battu	beat	battre	N;MASC	V;MASC;SG;PST;V.PTCP
beat	battre	beat	battre	N;MASC	V;NFIN
liberty	liberty	liberty	liberty	N;MASC	PROPN
trinità	trinity	trinità	trinity	N;FEM	PROPN
guillermo	guillermo	guillermo	guillermo	N;MASC;SG	PROPN
gallia	gaulois	gallia	gaulois	N;FEM;SG	ADJ;MASC;SG
aggiungendo	ajout	aggiungere	ajout	V;V.MSDR	N;MASC;SG
australian	australienne	australiano	australien	N;FEM	ADJ;FEM;SG
australian	australiens	australiano	australien	N;FEM	ADJ;MASC;PL
australian	australien	australiano	australien	N;FEM	ADJ;MASC;SG
australian	australie	australiano	australie	N;FEM	PROPN
violento	violentes	violento	violent	ADJ;MASC;SG	ADJ;FEM;PL
violento	violents	violento	violent	ADJ;MASC;SG	ADJ;MASC;PL
riforme	reforme	riforma	reformer	N;FEM;PL	N;FEM;SG
riforme	réformer	riforma	réformer	N;FEM;PL	V;NFIN
riforme	réforme	riforma	réforme	N;FEM;PL	N;FEM;SG
cipro	chypre	cipro	chypre	N;MASC;SG	PROPN
demoni	démon	demone	démon	N;MASC;PL	N;MASC;SG
demoni	demon	demone	demon	N;MASC;PL	N;MASC;SG
massachusetts	massachusetts	massachusetts	massachusett	N;MASC;SG	N;MASC;PL
cellula	cell	cellula	cell	N;FEM;SG	PROPN
cellula	cellules	cellula	cellule	N;FEM;SG	N;FEM;PL
presidenti	présidente	presidente	président	N;MASC;PL	N;FEM;SG
presidenti	président	presidente	président	N;MASC;PL	N;MASC;SG
mine	miens	mina	mien	N;FEM;PL	PRO;MASC;PL
mine	mine	mina	mine	N;FEM;PL	N;FEM;SG
mine	mienne	mina	mienne	N;FEM;PL	N;FEM;SG
mine	mien	mina	mien	N;FEM;PL	N;MASC;SG
leggende	légende	leggenda	légende	N;FEM;PL	N;FEM;SG
saverio	xavier	saverio	xavier	N;MASC;SG	PROPN
saverio	saverio	saverio	saverio	N;MASC;SG	PROPN
molecole	molécule	molecola	molécule	N;FEM;PL	N;FEM;SG
sacrificio	sacrifices	sacrificio	sacrifice	N;MASC;SG	N;MASC;PL
sacrificio	sacrifié	sacrificio	sacrifier	N;MASC;SG	V;MASC;SG;PST;V.PTCP
sacrificio	sacrifier	sacrificio	sacrifier	N;MASC;SG	V;NFIN
architetti	architecte	architetto	architecte	N;MASC;PL	N;MASC;SG
cava	cava	cava	cava	N;FEM;SG	PROPN
sospetto	soupçons	sospetto	soupçon	N;MASC;SG	N;MASC;PL
sospetto	suspecte	sospetto	suspect	N;MASC;SG	ADJ;FEM;SG
sospetto	suspicieux	sospetto	suspicieux	N;MASC;SG	ADJ;MASC;SG
sospetto	suspectes	sospetto	suspect	N;MASC;SG	ADJ;FEM;PL
sospetto	méfiant	sospetto	méfier	N;MASC;SG	ADJ;MASC;SG
sospetto	suspecte	sospetto	suspect	N;MASC;SG	ADJ;FEM;SG
sospetto	suspects	sospetto	suspect	N;MASC;SG	N;MASC;PL
sospetto	suspectes	sospetto	suspect	N;MASC;SG	ADJ;FEM;PL
terminale	terminaux	terminale	terminal	N;MASC;SG	N;MASC;PL
lombardi	lombardi	lombardo	lombardi	N;MASC;PL	PROPN
elementare	élémentaires	elementare	élémentaire	ADJ;SG	ADJ;MASC;PL
elementare	élémentaires	elementare	élémentaire	ADJ;SG	ADJ;MASC;PL
five	five	five	five	N	PROPN
five	cinq	five	cinq	N	NUM
rispettare	respect	rispettare	respect	V;NFIN	N;MASC;SG
hal	hal	hal	hal	N	PROPN
derivati	dérivé	derivare	dériver	V;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
derivati	dérivée	derivare	dériver	V;MASC;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
consentito	autorisés	consentire	autoriser	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
consentito	autorisées	consentire	autoriser	V;MASC;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
cantare	chant	cantare	chant	V;NFIN	N;MASC;SG
provinciali	provincial	provinciale	provincial	ADJ;PL	ADJ;MASC;SG
provinciali	provinciale	provinciale	provincial	ADJ;PL	ADJ;FEM;SG
apostolo	apôtres	apostolo	apôtre	N;MASC;SG	N;MASC;PL
fischio	siffle	fischio	siffle	N;MASC;SG	V;IND;SG;3;PRS;FIN
fischio	siffler	fischio	siffler	N;MASC;SG	V;NFIN
fischio	siffler	fischio	siffler	N;MASC;SG	V;NFIN
lodi	lodi	lodo	lodi	N;FEM;PL	PROPN
gestore	gestionnaire	gestore	gestionnaire	N;MASC;SG	ADJ;MASC;SG
teramo	teramo	tenare	teramo	N;MASC;SG	PROPN
israeliano	israéliens	israeliano	israélien	ADJ;MASC;SG	ADJ;MASC;PL
israeliano	israéliennes	israeliano	israélien	ADJ;MASC;SG	ADJ;FEM;PL
indie	indie	india	indie	N;FEM;PL	N;MASC;SG
africano	africains	africano	africain	ADJ;MASC;SG	ADJ;MASC;PL
africano	africaines	africano	africain	ADJ;MASC;SG	ADJ;FEM;PL
qualifica	qualifications	qualifica	qualification	N;FEM;SG	N;FEM;PL
qualifica	qualifiée	qualifica	qualifier	N;FEM;SG	V;FEM;SG;PST;V.PTCP
qualifica	qualifier	qualifica	qualifier	N;FEM;SG	V;NFIN
qualifica	qualifications	qualifica	qualification	N;FEM;SG	N;FEM;PL
guillaume	guillaume	guillaume	guillaume	N;FEM;SG	PROPN
see	eee	seo	eee		N;MASC;SG
see	aee	seo	aee		PROPN
lino	draps	lino	drap	N;MASC;SG	N;MASC;PL
capaci	capable	capace	capable	ADJ;PL	ADJ;MASC;SG
ira	lra	ira	lran	N;FEM;SG	PROPN
ira	ira	ira	ire	N;FEM;SG	V;IND;SG;3;FUT;FIN
make	faites	make	faire	N	V;FEM;PL;PST;V.PTCP
make	faire	make	faire	N	V;NFIN
curtis	curtis	curtis	curtis	N;MASC	PROPN
enormi	immense	enorme	immense	ADJ;PL	ADJ;MASC;SG
enormi	énorme	enorme	énorme	ADJ;PL	ADJ;MASC;SG
enormi	enorme	enorme	enorme	ADJ;PL	ADJ;MASC;SG
enormi	énorme	enorme	énorme	ADJ;PL	ADJ;MASC;SG
nina	nina	nina	nina	N;FEM;SG	PROPN
significativi	significative	significativo	significatif	ADJ;MASC;PL	ADJ;FEM;SG
significativi	significatif	significativo	significatif	ADJ;MASC;PL	ADJ;MASC;SG
heaven	heaven	heaven	heaven	N	PROPN
unire	unite	unire	unite	V;NFIN	N;FEM;SG
unire	fusion	unire	fusion	V;NFIN	N;FEM;SG
ostacoli	obstacle	ostacolo	obstacle	N;MASC;PL	N;MASC;SG
sinfonia	symphonique	sinfonia	symphonique	N;FEM;SG	ADJ;MASC;SG
pasta	pâtes	pasta	pâte	N;FEM;SG	N;FEM;PL
pasta	coller	pasta	coller	N;FEM;SG	V;NFIN
massacro	massacrer	massacro	massacrer	N;MASC;SG	V;NFIN
massacro	massacres	massacro	massacre	N;MASC;SG	N;MASC;PL
rolling	rouler	rolling	rouler	N;MASC	V;NFIN
rolling	roulant	rolling	roulant	N;MASC	V;PRS;V.PTCP
fall	tomber	fall	tomber	N	V;NFIN
fall	fall	fall	fall	N	INTJ
leoni	leoni	leone	leoni	N;MASC;PL	PROPN
convegno	conférences	convegno	conférence	N;MASC;SG	N;FEM;PL
boemia	bohême	boemia	bohême	N;FEM;SG	ADJ;MASC;SG
derivata	dérivés	derivata	dériver	ADJ;FEM;SG	V;MASC;PL;PST;V.PTCP
derivata	dérivé	derivata	dériver	ADJ;FEM;SG	V;MASC;SG;PST;V.PTCP
derivata	dérivée	derivata	dériver	ADJ;FEM;SG	V;FEM;SG;PST;V.PTCP
ginnastica	gymnastique	ginnastica	gymnastique	N;FEM;SG	ADJ;MASC;SG
amanti	amoureux	amante	amoureux	N;PL	ADJ;MASC;SG
mason	mason	mason	mason	N;MASC;SG	PROPN
odore	odeurs	odore	odeur	N;MASC;SG	N;FEM;PL
odore	odeurs	odore	odeur	N;MASC;SG	N;FEM;PL
odore	odeurs	odore	odeur	N;MASC;SG	N;FEM;PL
alain	alain	alain	alain	N;MASC;SG	PROPN
frutta	fruitières	frutta	fruitier	N;FEM;SG	ADJ;FEM;PL
frutta	fruits	frutta	fruit	N;FEM;SG	N;MASC;PL
frutta	fruits	frutta	fruit	N;FEM;SG	N;MASC;PL
algeria	algérienne	algeria	algérien	N;FEM;SG	ADJ;FEM;SG
algeria	algérien	algeria	algérien	N;FEM;SG	ADJ;MASC;SG
algeria	algériens	algeria	algérien	N;FEM;SG	ADJ;MASC;PL
algeria	algérie	algeria	algérie	N;FEM;SG	ADJ;MASC;SG
crimini	délit	crimine	délit	N;MASC;PL	N;MASC;SG
crimini	délinquance	crimine	délinquance	N;MASC;PL	N;FEM;SG
crimini	criminalité	crimine	criminalité	N;MASC;PL	N;FEM;SG
crimini	crime	crimine	crime	N;MASC;PL	N;MASC;SG
organico	bio	organico	bio	ADJ;MASC;SG	N;MASC;SG
organico	biologiques	organico	biologique	ADJ;MASC;SG	ADJ;MASC;PL
organico	organiques	organico	organique	ADJ;MASC;SG	ADJ;MASC;PL
catene	carcan	catena	carcan	N;FEM;PL	N;MASC;SG
catene	enchaîner	catena	enchaîner	N;FEM;PL	V;NFIN
catene	chaîne	catena	chaîne	N;FEM;PL	N;FEM;SG
catene	chaine	catena	chaîne	N;FEM;PL	N;FEM;SG
rara	rareté	raro	rareté	ADJ;FEM;SG	N;FEM;SG
rara	saignant	raro	saigner	ADJ;FEM;SG	V;PRS;V.PTCP
rara	rares	raro	rare	ADJ;FEM;SG	ADJ;MASC;PL
ultimate	ultimes	ultimato	ultime	N;FEM;PL	ADJ;MASC;PL
ultimate	ultimate	ultimato	ultimate	N;FEM;PL	PROPN
ultimate	ultime	ultimato	ultime	N;FEM;PL	ADJ;MASC;SG
sinonimi	synonyme	sinonimo	synonyme	N;MASC;PL	ADJ;MASC;SG
vettore	porteur	vettore	porteur	N;MASC;SG	ADJ;MASC;SG
appassionato	passionnément	appassionato	passionnément	ADJ;MASC;SG	ADV
appassionato	passionnée	appassionato	passionné	ADJ;MASC;SG	V;FEM;SG;PST;V.PTCP
appassionato	passionné	appassionato	passionner	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
appassionato	passionnés	appassionato	passionné	ADJ;MASC;SG	V;MASC;PL;PST;V.PTCP
mons	mons	mons	monsteur	N;MASC;SG	PROPN
fabbricato	fabriqués	fabbricato	fabriquer	N;MASC;SG	V;MASC;PL;PST;V.PTCP
fabbricato	fabriqué	fabbricato	fabriquer	N;MASC;SG	V;MASC;SG;PST;V.PTCP
fabbricato	fabriqué	fabbricato	fabriquer	N;MASC;SG	V;MASC;SG;PST;V.PTCP
fabbricato	fabriquées	fabbricato	fabriquer	N;MASC;SG	V;FEM;PL;PST;V.PTCP
fabbricato	fabriquée	fabbricato	fabriquer	N;MASC;SG	V;FEM;SG;PST;V.PTCP
fabbricato	fabriqués	fabbricato	fabriquer	N;MASC;SG	V;MASC;PL;PST;V.PTCP
dominazione	dominer	dominazione	dominer	N;FEM;SG	V;NFIN
dominazione	dominante	dominazione	dominant	N;FEM;SG	ADJ;FEM;SG
gola	gorges	gola	gorge	N;FEM;SG	N;FEM;PL
annuario	annuaires	annuario	annuaire	N;MASC;SG	N;MASC;PL
irene	irene	irena	irene	N;FEM;SG	PROPN
soap	soap	soap	soap	N;FEM	PROPN
soap	savons	soap	savoir	N;FEM	V;IMP;PL;1;PRS;FIN
condotti	mené	condurre	mener	V;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
cameron	cameron	cameron	cameron	N;MASC;SG	PROPN
evidenti	évident	evidente	évident	ADJ;PL	ADJ;MASC;SG
evidenti	évidence	evidente	évidence	ADJ;PL	N;FEM;SG
evidenti	évidente	evidente	évident	ADJ;PL	ADJ;FEM;SG
suonato	joués	suonare	jouer	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
suonato	jouées	suonare	joué	V;MASC;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
sforza	sforza	sforza	sforza	N;FEM;SG	PROPN
cintura	belt	cintura	belt	N;FEM;SG	PROPN
gorizia	gorizia	gorizia	gorizia	N;FEM;SG	PROPN
uccisione	tuer	uccisione	tuer	N;FEM;SG	V;NFIN
marziale	martial	marziale	martial	ADJ;SG	N;MASC;SG
marziale	martiaux	marziale	martial	ADJ;SG	N;MASC;PL
giovan	giovan	giovan	giovan	N;MASC;SG	PROPN
attacca	attaques	attaccare	attaque	V;IND;SG;3;PRS;FIN	N;FEM;PL
attacca	agressions	attaccare	agression	V;IND;SG;3;PRS;FIN	N;FEM;PL
attacca	attentats	attaccare	attentat	V;IND;SG;3;PRS;FIN	N;MASC;PL
trovati	trouvée	trovare	trouver	V;MASC;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
trovati	trouvé	trovare	trouver	V;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
trovati	retrouvé	trovare	retrouver	V;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
distanze	distance	distanza	distance	N;FEM;PL	N;FEM;SG
distanze	éloignement	distanza	éloignement	N;FEM;PL	N;MASC;SG
abbandona	abandon	abbandonare	abandon	V;IND;SG;3;PRS;FIN	N;MASC;SG
uruguay	uruguay	uruguay	uruguay	N;MASC	PROPN
certezza	certitudes	certezza	certitude	N;FEM;SG	N;FEM;PL
felix	felix	felix	felix	N;MASC	PROPN
felix	félix	felix	félix	N;MASC	PROPN
cook	cuisiner	cook	cuisiner	N;MASC;SG	V;NFIN
cook	cuire	cook	cuire	N;MASC;SG	V;NFIN
cook	cook	cook	cook	N;MASC;SG	PROPN
lotte	lotte	lotta	lotte	N;FEM;PL	N;FEM;SG
birra	bières	birra	bière	N;FEM;SG	N;FEM;PL
birra	bières	birra	bière	N;FEM;SG	N;FEM;PL
fallito	échec	fallire	échec	V;MASC;SG;PST;V.PTCP	N;MASC;SG
dita	doigt	dito	doigt	N;FEM;PL	N;MASC;SG
klaus	klaus	klaus	klau	N;MASC;SG	PROPN
continuando	continue	continuare	continu	V;V.MSDR	ADJ;FEM;SG
altopiano	highlands	altopiare	highland	N;MASC;SG	N;MASC;PL
sierra	sierra	sierra	sierra	N;FEM;SG	PROPN
jeremy	jérémie	jeremy	jérémie	N;MASC;SG	PROPN
jeremy	jeremy	jeremy	jeremy	N;MASC;SG	PROPN
jeremy	jérémy	jeremy	jérémy	N;MASC;SG	PROPN
elegante	élégantes	elegante	élégant	ADJ;SG	ADJ;FEM;PL
elegante	élégants	elegante	élégant	ADJ;SG	ADJ;MASC;PL
elegante	élégance	elegante	élégance	ADJ;SG	N;FEM;SG
copa	copa	copa	copa	N;FEM;SG	PROPN
operaio	travailleuse	operaio	travailleur	N;MASC;SG	ADJ;FEM;SG
becker	becker	becker	becker	N;MASC;SG	PROPN
adiacente	adjacents	adiacente	adjacent	N;MASC;SG	ADJ;MASC;PL
adiacente	contiguës	adiacente	contiguer	N;MASC;SG	ADJ;FEM;PL
adiacente	adjacentes	adiacente	adjacent	N;MASC;SG	ADJ;FEM;PL
adiacente	adjacente	adiacente	adjacent	N;MASC;SG	ADJ;FEM;SG
adiacente	adjacent	adiacente	adjacent	N;MASC;SG	ADJ;MASC;SG
cannes	cannes	cannes	canne	N;MASC;SG	N;FEM;PL
volare	mouches	volare	mouche	V;NFIN	N;FEM;PL
volare	mouche	volare	mouche	V;NFIN	N;FEM;SG
volare	volants	volare	volant	V;NFIN	N;MASC;PL
volare	volant	volare	volant	V;NFIN	N;MASC;SG
democratici	démocratique	democratico	démocratique	N;MASC;PL	ADJ;MASC;SG
democratici	démocrate	democratico	démocrate	N;MASC;PL	N;MASC;SG
democratici	démocratiques	democratico	démocratique	N;MASC;PL	ADJ;MASC;PL
democratici	démocrate	democratico	démocrate	N;MASC;PL	N;MASC;SG
democratici	démocrate	democratico	démocrate	N;MASC;PL	N;MASC;SG
organizzati	organisé	organizzare	organiser	V;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
organizzati	organisée	organizzare	organiser	V;MASC;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
organizzati	organisé	organizzare	organiser	V;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
organizzati	organisée	organizzare	organiser	V;MASC;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
giuridico	légales	giuridico	légal	ADJ;MASC;SG	ADJ;FEM;PL
ambientali	environnemental	ambientale	environnemental	ADJ;PL	ADJ;MASC;SG
hepworth	hepworth	hepworth	hepworth	N;MASC	PROPN
sentimento	sentiments	sentimento	sentiment	N;MASC;SG	N;MASC;PL
tubi	tuyauterie	tubo	tuyauterie	N;MASC;PL	N;FEM;SG
tubi	flexibles	tubo	flexible	N;MASC;PL	ADJ;MASC;PL
scafo	hull	scafo	hull	N;MASC;SG	PROPN
scafo	coques	scafo	coque	N;MASC;SG	N;FEM;PL
positivi	positive	positivo	positif	ADJ;MASC;PL	ADJ;FEM;SG
positivi	positif	positivo	positif	ADJ;MASC;PL	ADJ;MASC;SG
positivi	positif	positivo	positif	ADJ;MASC;PL	ADJ;MASC;SG
cifre	chiffre	cifra	chiffre	N;FEM;PL	N;MASC;SG
mensile	mensuellement	mensile	mensuellement	ADJ;SG	ADV
mensile	mensuels	mensile	mensuel	ADJ;SG	ADJ;MASC;PL
inviare	envoi	inviare	envoi	V;NFIN	N;MASC;SG
amor	amor	amore	amor	N;MASC;SG	PROPN
giocata	joués	giocare	jouer	V;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
giocata	jouées	giocare	joué	V;FEM;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
legenda	légendes	legenda	légende	N;FEM;SG	N;FEM;PL
fibre	fibre	fibra	fibre	N;FEM;PL	N;FEM;SG
fibre	fibre	fibra	fibre	N;FEM;PL	N;FEM;SG
espresse	exprimée	esprimere	exprimer	V;FEM;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
espresse	exprimé	esprimere	exprimer	V;FEM;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
avellino	avellino	avellino	avellino	N;MASC;SG	PROPN
ettari	hectare	ettaro	hectare	N;MASC;PL	N;MASC;SG
ettari	hectare	ettaro	hectare	N;MASC;PL	N;MASC;SG
crociata	croisades	crociata	croisade	N;FEM;SG	N;FEM;PL
crociata	croisades	crociata	croisade	N;FEM;SG	N;FEM;PL
aggiunti	ajouté	aggiunto	ajouter	V;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
aggiunti	ajout	aggiunto	ajout	V;MASC;PL;PST;V.PTCP	N;MASC;SG
aggiunti	ajoutée	aggiunto	ajouter	V;MASC;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
españa	españa	espanare	españa	N;FEM;SG	PROPN
beck	beck	beck	beck	N;MASC;SG	PROPN
veloci	rapide	veloce	rapide	ADJ;PL	ADJ;MASC;SG
veloci	rapidement	veloce	rapidement	ADJ;PL	ADV
veloci	vite	veloce	vite	ADJ;PL	ADV
veloci	rapide	veloce	rapide	ADJ;PL	ADJ;MASC;SG
veloci	rapidement	veloce	rapidement	ADJ;PL	ADV
veloci	vite	veloce	vite	ADJ;PL	ADV
veloci	rapidité	veloce	rapidité	ADJ;PL	N;FEM;SG
xxx	xxx	xxx	xxx	NUM	
annualmente	annuelle	annualmente	annuel	ADV	ADJ;FEM;SG
annualmente	annuels	annualmente	annuel	ADV	ADJ;MASC;PL
annualmente	annuel	annualmente	annuel	ADV	ADJ;MASC;SG
caduto	tombés	cadere	tomber	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
caduto	déchus	cadere	déchoir	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
contenute	contenaient	contenere	contenir	V;FEM;PL;PST;V.PTCP	V;IND;PL;3;IPFV;FIN
leslie	leslie	leslia	leqlie	N;FEM;SG	PROPN
animato	animées	animare	animer	V;MASC;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
animato	animés	animare	animé	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
jedi	jedi	jedi	jedi	N	PROPN
annunziata	annunziata	annunziare	annunziata	N;FEM;SG	PROPN
clara	clara	clara	clara	N;FEM;SG	PROPN
competenze	compétence	competenza	compétence	N;FEM;PL	N;FEM;SG
competenze	compétence	competenza	compétence	N;FEM;PL	N;FEM;SG
competenze	expertise	competenza	expertise	N;FEM;PL	N;FEM;SG
funzionario	officielles	funzionario	officiel	N;MASC;SG	ADJ;FEM;PL
funzionario	officiels	funzionario	officiel	N;MASC;SG	ADJ;MASC;PL
funzionario	officielle	funzionario	officiel	N;MASC;SG	ADJ;FEM;SG
funzionario	officiel	funzionario	officiel	N;MASC;SG	ADJ;MASC;SG
prezzi	prix	prezzo	prix	N;MASC;PL	N;MASC;SG
rinuncia	renonciation	rinunciare	renonciation	V;IND;SG;3;PRS;FIN	N;FEM;SG
rinuncia	renoncement	rinunciare	renoncement	V;IND;SG;3;PRS;FIN	N;MASC;SG
rinuncia	renonciation	rinunciare	renonciation	V;IND;SG;3;PRS;FIN	N;FEM;SG
sacri	sacrées	sacro	sacré	ADJ;MASC;PL	V;FEM;PL;PST;V.PTCP
sacri	sacrée	sacro	sacrer	ADJ;MASC;PL	V;FEM;SG;PST;V.PTCP
sacri	sacré	sacro	sacrer	ADJ;MASC;PL	V;MASC;SG;PST;V.PTCP
sacri	sacrés	sacro	sacré	ADJ;MASC;PL	V;MASC;PL;PST;V.PTCP
enzima	enzymatique	enzima	enzymatique	N;MASC;SG	ADJ;MASC;SG
scelti	choisi	scegliere	choisir	V;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
scelti	choisie	scegliere	choisir	V;MASC;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
poetessa	poètes	poetessa	poète	N;FEM;SG	N;MASC;PL
coloniale	coloniales	coloniale	colonial	ADJ;SG	ADJ;FEM;PL
coloniale	coloniaux	coloniale	colonial	ADJ;SG	ADJ;MASC;PL
lana	lana	lana	lana	N;FEM;SG	PROPN
adiacenti	attenante	adiacente	attenant	ADJ;PL	ADJ;FEM;SG
adiacenti	adjacente	adiacente	adjacent	ADJ;PL	ADJ;FEM;SG
adiacenti	adjacent	adiacente	adjacent	ADJ;PL	ADJ;MASC;SG
disastro	sinistre	disastro	sinistre	N;MASC;SG	ADJ;MASC;SG
disastro	catastrophes	disastro	catastrophe	N;MASC;SG	N;FEM;PL
costanzo	costanzo	costanzo	costanzo	N;MASC;SG	PROPN
testimoni	témoin	testimonio	témoin	N;MASC;PL	N;MASC;SG
diffusi	diffus	diffondere	diffus	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG
