nie	не	nie	не	PART;NEG	INTJ;NEG
przyjęty	прие	przyjąć	приема	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
przyjęty	прието	przyjąć	приема	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
przyjęty	приет	przyjąć	приема	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
przyjęty	приета	przyjąć	приема	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
przyjęty	приет	przyjąć	приема	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
czarna	черни	czarny	черен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
czarna	черно	czarny	черен	ADJ;NOM;FEM;SG	ADV
syrii	сирия	syria	сир	PROPN;GEN;FEM;SG	PROPN;INDF;FEM;SG
syrii	сирийски	syria	сирийски	PROPN;GEN;FEM;SG	ADJ;INDF;MASC;SG
wejścia	входовете	wejście	вход	N;NOM;NEUT;SG	N;DEF;MASC;PL
wejścia	входове	wejście	вход	N;NOM;NEUT;SG	N;INDF;MASC;PL
formalnie	официален	formalnie	официален	ADV	ADJ;INDF;MASC;SG
formalnie	официална	formalnie	официален	ADV	ADJ;INDF;FEM;SG
przeważnie	обикновенно	przeważnie	обикновенно		ADV
przeważnie	обикновено	przeważnie	обикновено		ADV
przeważnie	предимно	przeważnie	предимно		ADV
przeważnie	главно	przeważnie	главно		ADV
stolica	капитали	stolica	капитал	N;NOM;FEM;SG	N;INDF;MASC;PL
drzwi	врата	drzwi	врата	N;NOM;NEUT;PL	N;INDF;FEM;SG
drzwi	вратата	drzwi	врата	N;NOM;NEUT;PL	N;DEF;FEM;SG
info	информация	info	информация		N;INDF;FEM;SG
info	info	info	info		INTJ
info	инфо	info	инфо		N;INDF;MASC;SG
europa	europa	europa	europa		ADJ
europa	европа	europa	европа		PROPN;INDF;FEM;SG
pochodzący	произход	pochodzić	произход	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	N;INDF;MASC;SG
pradze	прага	pradać	праг	PROPN;DAT;FEM;SG	N;DEF;MASC;SG
miesiące	месеци	miesiąc	месец	N;NOM;MASC;SG	N;INDF;MASC;PL
miesiące	месеците	miesiąc	месец	N;NOM;MASC;SG	N;DEF;MASC;PL
drewniany	дървено	drewniany	дървен	ADJ;NOM;MASC;SG	ADV
drewniany	дървени	drewniany	дървен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
arthur	артър	arthura	артър	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
peru	перу	peru	перу	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
oryginalny	оригинални	oryginalny	оригинален	ADJ;NOM;MASC;SG	ADJ;INDF;PL
oryginalny	оригинал	oryginalny	оригинал	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
oryginalny	оригинално	oryginalny	оригинален	ADJ;NOM;MASC;SG	ADV
aktualnie	понастоящем	aktualnie	понастоящем	ADV	V;IPFV;IND;PL;1;PRS;FIN;ACT
węgry	унгария	węgier	унгария		PROPN;INDF;FEM;SG
jugosławii	югославия	jugosławia	югославия		PROPN;INDF;FEM;SG
fernando	фернандо	fernando	фернандо	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
twórcy	разработка	twórca	разработка	N;NOM;MASC;PL	N;INDF;FEM;SG
twórcy	предприемач	twórca	предприемач	N;NOM;MASC;PL	N;INDF;MASC;SG
twórcy	създател	twórca	създател	N;NOM;MASC;PL	N;INDF;MASC;SG
stosunki	връзка	stosunki	връзка	N;NOM;NEUT;PL	N;INDF;FEM;SG
stosunki	сношение	stosunki	сношение	N;NOM;NEUT;PL	N;INDF;NEUT;SG
początki	произход	początek	произход	N;NOM;MASC;PL	N;INDF;MASC;SG
pojęcia	концепции	pojęcie	концепция	N;NOM;NEUT;SG	N;INDF;FEM;PL
pojęcia	понятия	pojęcie	понят	N;NOM;NEUT;SG	N;INDF;NEUT;PL
bill	бил	bill	съм	PROPN;NOM;MASC;SG	V;IPFV;INDF;MASC;IND;SG;V.PTCP;ACT
bill	законопроект	bill	законопроект	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
jacques	жак	jacques	жак	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
istituto	istituto	istituto	istituto		PROPN;INDF;MASC;SG
gospodarzy	водещи	gospodarz	водя	N;ACC;MASC;PL	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
wnętrza	вътрешна	wnętrze	вътрешен	N;NOM;NEUT;SG	ADJ;INDF;FEM;SG
wnętrza	вътрешно	wnętrze	вътрешен	N;NOM;NEUT;SG	ADV
wnętrza	вътрешен	wnętrze	вътрешен	N;NOM;NEUT;SG	ADJ;INDF;MASC;SG
wnętrza	интериори	wnętrze	интериор	N;NOM;NEUT;SG	N;INDF;MASC;PL
european	европейско	european	европейски		ADV
european	европейски	european	европейски		ADJ;INDF;MASC;SG
european	европеец	european	европеец		N;INDF;MASC;SG
european	европейска	european	европейски		ADJ;INDF;FEM;SG
organy	орган	organa	орган	N;NOM;MASC;PL	N;INDF;MASC;SG
domowych	домакински	domowy	домакински	ADJ;GEN;MASC;PL	ADJ;INDF;MASC;SG
domowych	домакинство	domowy	домакинство	ADJ;GEN;MASC;PL	N;INDF;NEUT;SG
domowych	домакинството	domowy	домакинство	ADJ;GEN;MASC;PL	N;DEF;NEUT;SG
cele	мишени	cel	мишен	N;NOM;MASC;PL	V;IPFV;INDF;PL;V.PTCP;PASS
françois	франсоа	françois	франсоа	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
krystyna	кристина	krystyna	кристина	PROPN;NOM;FEM;SG	N;INDF;FEM;SG
krystyna	кристин	krystyna	кристин	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
krystyna	кристина	krystyna	кристина	PROPN;NOM;FEM;SG	N;INDF;FEM;SG
zmienić	промени	zmienić	промяна	V;PFV;NFIN;ACT	N;INDF;FEM;PL
zmienić	смяна	zmienić	смяна	V;PFV;NFIN;ACT	N;INDF;FEM;SG
zmienić	промяна	zmienić	промяна	V;PFV;NFIN;ACT	N;INDF;FEM;SG
force	сила	forka	сила		N;INDF;FEM;SG
turystyczny	туристи	turystyczny	турист	ADJ;NOM;MASC;SG	N;INDF;MASC;PL
turystyczny	турист	turystyczny	турист	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
dna	днк	dno	днк		N;INDF;FEM;SG
htm	htm	htma	htm		INTJ
little	малка	littl	малък		ADJ;INDF;FEM;SG
little	малки	littl	малък		ADJ;INDF;PL
little	малък	littl	малък		ADJ;INDF;MASC;SG
little	литъл	littl	литъл		N;INDF;MASC;SG
little	малко	littl	малко		ADV;INDF;PL
magdalena	магдалена	magdalen	магдален	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
magdalena	магдалена	magdalen	магдален	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
tokio	токио	tokio	токио		PROPN;INDF;MASC;SG
lasu	уудс	las	уудс	N;GEN;MASC;SG	PROPN;INDF;MASC;SG
lasu	горски	las	горски	N;GEN;MASC;SG	ADJ;INDF;MASC;SG
widoczne	видими	widoczny	видим	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
widoczne	видимо	widoczny	видимо	ADJ;NOM;NEUT;SG	ADV
wykorzystywane	експлоатирани	wykorzystywać	експлодирам	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;INDF;PL;V.PTCP;PASS
zachodnie	западни	zachodnie	западен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
zachodnie	западен	zachodnie	западя-(се)	ADJ;NOM;NEUT;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zachodnie	западните	zachodnie	западен	ADJ;NOM;NEUT;SG	ADJ;DEF;PL
zachodnie	уестърн	zachodnie	уестърн	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
zachodnie	western	zachodnie	western	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
muzyczne	музикално	muzyczny	музикален	ADJ;NOM;NEUT;SG	ADV
muzyczne	мюзикъл	muzyczny	мюзикъл	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
epoki	епоха	epoka	епоха		N;INDF;FEM;SG
wystawy	експозиции	wystawa	експозиция	N;ACC;FEM;SG	N;INDF;FEM;PL
wystawy	изложби	wystawa	изложба	N;ACC;FEM;SG	N;INDF;FEM;PL
wystawy	изложения	wystawa	изложение	N;ACC;FEM;SG	N;INDF;NEUT;PL
wystawy	експонати	wystawa	експонат	N;ACC;FEM;SG	N;INDF;MASC;PL
serwis	услуги	serwis	услуга	N;NOM;MASC;SG	N;INDF;FEM;PL
zjawisko	явления	zjawisko	явление	N;NOM;NEUT;SG	N;INDF;NEUT;PL
zjawisko	феномени	zjawisko	феномен	N;NOM;NEUT;SG	N;INDF;MASC;PL
żyje	животи	żyć	живот	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;MASC;PL
żyje	живи	żyć	жив	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;INDF;PL
żyje	жива	żyć	жив	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;INDF;FEM;SG
żyje	жив	żyć	жив	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;INDF;MASC;SG
ryby	риби	ryba	риба	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;INDF;FEM;PL
ryby	фиш	ryba	фиш	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;INDF;MASC;SG
ryby	риба	ryba	риба	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;INDF;FEM;SG
ryby	риболовен	ryba	риболовен	V;IPFV;IND;SG;1;PRS;FIN;ACT	ADJ;INDF;MASC;SG
ryby	риболов	ryba	риболов	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;INDF;MASC;SG
wioski	селата	wioska	село	N;ACC;FEM;SG	N;DEF;NEUT;PL
wioski	селища	wioska	селище	N;ACC;FEM;SG	N;INDF;NEUT;PL
wioski	села	wioska	село	N;ACC;FEM;SG	N;INDF;NEUT;PL
mistrzyni	шампион	mistrzynia	шампион		N;INDF;MASC;SG
mistrzyni	шампиона	mistrzynia	шампион		N;DEF;MASC;SG
mistrzyni	шампионка	mistrzynia	шампионка		N;INDF;FEM;SG
junior	младши	junior	младш		PROPN;INDF;MASC;SG
junior	джуниър	junior	джуниър		N;INDF;MASC;SG
brakuje	липсващ	brakować	липсвам	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
brakuje	изчезнал	brakować	изчезна	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
brakuje	липсваща	brakować	липсвам	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
brakuje	липсващи	brakować	липсвам	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
brakuje	изчезнала	brakować	изчезна	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
aleksandr	александър	aleksandr	александър	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
gazety	вестник	gazeta	вестник	N;ACC;FEM;PL	N;INDF;MASC;SG
średnio	среден	średnio	среден		ADJ;INDF;MASC;SG
średnio	средно	średnio	средно		ADV
średnio	средна	średnio	среден		ADJ;INDF;FEM;SG
średnio	среден	średnio	среден		ADJ;INDF;MASC;SG
średnio	средни	średnio	среден		ADJ;INDF;PL
średnio	средно	średnio	средно		ADV
australia	австралия	australia	австралия	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
amerykańskie	американско	amerykański	американски	ADJ;NOM;NEUT;SG	ADV
amerykańskie	американец	amerykański	американец	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
jackson	джаксън	jackson	джаксън		PROPN;INDF;MASC;SG
jackson	джексън	jackson	джексън		PROPN;INDF;MASC;SG
reguły	правила	reguła	правило		N;INDF;NEUT;PL
reguły	правилата	reguła	правило		N;DEF;NEUT;PL
ciebie	си	ty	съм	PRO;GEN;MASC;SG;2	V;IPFV;IND;SG;2;PRS;FIN;ACT
ciebie	ти	ty	аз	PRO;GEN;MASC;SG;2	PRO;NOM;SG;2
ciebie	ви	ty	аз	PRO;GEN;MASC;SG;2	PRO;ACC;SG;2
czechosłowacji	чехословакия	czechosłowacja	чехословаки	N;GEN;FEM;SG	PROPN;INDF;FEM;SG
spotkał	мет	spotkać	мет	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;FEM;SG
river	ривър	river	ривър		N;INDF;MASC;SG
river	река	river	река		N;INDF;FEM;SG
river	реката	river	река		N;DEF;FEM;SG
wygląd	изглежда	wygląd	изглежда	N;NOM;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
uwaga	забележка	uwaga	забележка		N;INDF;FEM;SG
uwaga	бележка	uwaga	бележка		N;INDF;FEM;SG
uwaga	внимание	uwaga	внимание		N;INDF;NEUT;SG
odpowiedź	отговори	odpowiedź	отговоря	N;NOM;FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
odpowiedź	отговори	odpowiedź	отговоря	N;NOM;FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
luis	луис	luis	луис	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
nobla	нобелова	nobel	нобелова		PROPN;INDF;FEM;SG
wykonany	екзекутиран	wykonać	екзекутирам	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
wykonany	изпълнено	wykonać	изпълня-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
wykonany	екзекутирани	wykonać	екзекутирам	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
uprawnień	пауърс	uprawnienie	пауърс	N;GEN;NEUT;PL	N;INDF;MASC;SG
owoce	плод	owoc	плод	N;NOM;MASC;PL	N;INDF;MASC;SG
uroczystości	празненства	uroczystość	празненство	N;GEN;FEM;SG	N;INDF;NEUT;PL
uroczystości	тържества	uroczystość	тържество	N;GEN;FEM;SG	N;INDF;NEUT;PL
madryt	мадрид	madryt	мадрид		PROPN;INDF;MASC;SG
historyczny	историческо	historyczny	исторически	ADJ;NOM;MASC;SG	ADV
historyczny	историческо	historyczny	исторически	ADJ;NOM;MASC;SG	ADV
nadrenia	рейнланд	nadrenie	рейнланд	PROPN;NOM;FEM;SG	N;INDF;MASC;SG
moja	меса	mój	месо	DET;NOM;FEM;SG;1	N;INDF;NEUT;PL
moja	моите	mój	мой	DET;NOM;FEM;SG;1	DET;DEF;PL;1
will	уил	will	ухл	V;PFV;IND;SG;2;PRS;FIN;ACT	PROPN;INDF;MASC;SG
zbudowane	построени	zbudować	построя-(се)	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
zbudowane	изградена	zbudować	изградя	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
zbudowane	построена	zbudować	построя-(се)	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
zbudowane	построено	zbudować	построя-(се)	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
zbudowane	построен	zbudować	построя-(се)	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zbudowane	построени	zbudować	построя-(се)	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
zbudowane	конструирани	zbudować	конструирам	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
zbudowane	изградено	zbudować	изградя	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
bbc	bbc	bbc	bbc		PROPN;INDF;MASC;SG
bbc	бибиси	bbc	бибис		N;INDF;FEM;SG
imprezy	парти	impreza	парта		N;INDF;NEUT;SG
imprezy	party	impreza	party		ADJ
imprezy	купон	impreza	купон		N;INDF;MASC;SG
imprezy	партия	impreza	партия		N;INDF;FEM;SG
imprezy	събития	impreza	събитие		N;INDF;NEUT;PL
imprezy	мероприятия	impreza	мероприятие		N;INDF;NEUT;PL
imprezy	случки	impreza	случка		N;INDF;FEM;PL
imprezy	партита	impreza	партита		N;INDF;NEUT;PL
imprezy	партии	impreza	партия		N;INDF;FEM;PL
imprezy	купони	impreza	купон		N;INDF;MASC;PL
imprezy	страни	impreza	страна		N;INDF;FEM;PL
żydowski	еврейско	żydowski	еврейски	ADJ;NOM;MASC;SG	ADV
żydowski	евреин	żydowski	евреин	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
żydowski	еврейка	żydowski	еврейка	ADJ;NOM;MASC;SG	N;INDF;FEM;SG
airlines	авиокомпания	airlines	авиокомпания		N;INDF;FEM;SG
airlines	авиолинии	airlines	авиолиния		N;INDF;FEM;PL
airlines	airlines	airlines	airlines		PROPN;INDF;MASC;SG
airlines	авиокомпании	airlines	авиокомпания		N;INDF;FEM;PL
airlines	авиокомпаниите	airlines	авиокомпания		N;DEF;FEM;PL
usług	услуги	usługa	услуга	V;IPFV;IND;PL;FIN;ACT	N;INDF;FEM;PL
usług	служби	usługa	служба	V;IPFV;IND;PL;FIN;ACT	N;INDF;FEM;PL
przemysł	промишлен	przemysł	промишлен	N;NOM;MASC;SG	ADJ;INDF;MASC;SG
przemysł	индустриален	przemysł	индустриален	N;NOM;MASC;SG	ADJ;INDF;MASC;SG
przemysł	индустриални	przemysł	индустриален	N;NOM;MASC;SG	ADJ;INDF;PL
przemysł	промишлени	przemysł	промишлен	N;NOM;MASC;SG	ADJ;INDF;PL
przemysł	индустриална	przemysł	индустриален	N;NOM;MASC;SG	ADJ;INDF;FEM;SG
wschodnia	източно	wschodnia	източно	ADJ;NOM;FEM;SG	ADV
wschodnia	изток	wschodnia	изток	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
wschodnia	източно	wschodnia	източно	ADJ;NOM;FEM;SG	ADV
wschodnia	източни	wschodnia	източен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
wschodnia	изток	wschodnia	изток	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
wschodnia	източен	wschodnia	източа-(се)	ADJ;NOM;FEM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ośmiu	осем	osiem	осем		NUM;INDF;PL
game	мач	gam	мач		N;INDF;MASC;SG
game	гейм	gam	гейм		N;INDF;MASC;SG
game	играта	gam	игра		N;DEF;FEM;SG
game	игра	gam	игра		N;INDF;FEM;SG
zielona	грийн	zielony	грийн		PROPN;INDF;MASC;SG
zielona	зелено	zielony	зелено		ADV
zielona	зелен	zielony	зелен		ADJ;INDF;MASC;SG
zielona	зелена	zielony	зелен		ADJ;INDF;FEM;SG
zielona	зелени	zielony	зелен		ADJ;INDF;PL
karolina	каролина	karolin	каролина	PROPN;NOM;FEM;SG	N;INDF;FEM;SG
karolina	каролин	karolin	каролин	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
karolina	каролайн	karolin	каролайн	PROPN;NOM;FEM;SG	PROPN;INDF;MASC;SG
karolina	керълайн	karolin	керълайн	PROPN;NOM;FEM;SG	PROPN;INDF;MASC;SG
karolina	карълайн	karolin	карълайн	PROPN;NOM;FEM;SG	PROPN;INDF;MASC;SG
karolina	каролин	karolin	каролин	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
zwolniony	освободена	zwolnić	освободя-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
zwolniony	освободен	zwolnić	освободя-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zwolniony	освободени	zwolnić	освободя-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
zwolniony	уволнен	zwolnić	уволня-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zwolniony	уволнени	zwolnić	уволня-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
zwolniony	уволнена	zwolnić	уволня-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
state	щат	staty	щат		N;INDF;MASC;SG
state	държава	staty	държава		N;INDF;FEM;SG
state	държавно	staty	държавен		ADV
umieszczone	поставено	umieścić	поставя-(се)	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
umieszczone	поставен	umieścić	поставя-(се)	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
umieszczone	поставени	umieścić	поставя-(се)	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
rodziców	родител	rodzic	родител	N;ACC;MASC;PL	N;INDF;MASC;SG
video	запис	video	запис		N;INDF;MASC;SG
video	видеоклип	video	видеоклип		N;INDF;MASC;SG
video	видео	video	видео		N;INDF;NEUT;SG
giovanni	джовани	giovanny	джован	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
zbiory	реколта	zbiór	реколта	N;NOM;MASC;PL	N;INDF;FEM;SG
zbiory	жътва	zbiór	жътва	N;NOM;MASC;PL	N;INDF;FEM;SG
zbiory	реколта	zbiór	реколта	N;NOM;MASC;PL	N;INDF;FEM;SG
poświęcony	отдадена	poświęcić	отдам-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
poświęcony	отдадени	poświęcić	отдам-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
poświęcony	посветен	poświęcić	посветя-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
poświęcony	посветена	poświęcić	посветя-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
poświęcony	отдадени	poświęcić	отдам-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
poświęcony	отдадена	poświęcić	отдам-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
janeiro	жанейро	janeiro	жанейро	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
sun	сън	sunąć	сън	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
sun	слънце	sunąć	слънце	PROPN;NOM;MASC;SG	N;INDF;NEUT;SG
szkolenia	тренировки	szkolić	тренировка	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;INDF;FEM;PL
szkolenia	обучения	szkolić	обучение	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;INDF;NEUT;PL
lech	лех	lech	лех	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
jazz	джаз	jazz	джаз		N;INDF;MASC;SG
jazz	джаза	jazz	джаза		N;DEF;MASC;SG
rezerwy	резерв	rezerwa	резерв		N;INDF;MASC;SG
rezerwy	резерви	rezerwa	резервя		N;INDF;FEM;PL
rezerwy	резерв	rezerwa	резерв		N;INDF;MASC;SG
rezerwy	резерви	rezerwa	резервя		N;INDF;FEM;PL
rezerwy	резерва	rezerwa	резерва		N;INDF;FEM;SG
obecna	подарък	obecny	подарък	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
obecna	настояще	obecny	настояще	ADJ;NOM;FEM;SG	N;INDF;NEUT;SG
obecna	присъстващи	obecny	присъствам	ADJ;NOM;FEM;SG	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
kompleks	комплексно	kompleks	комплексно	N;ACC;MASC;SG	ADV
kompleks	сложни	kompleks	сложен	N;ACC;MASC;SG	ADJ;INDF;PL
kompleks	сложна	kompleks	сложен	N;ACC;MASC;SG	ADJ;INDF;FEM;SG
samuel	самюъл	samuel	самюъл	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
samuel	самуел	samuel	самуел	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
samuel	самюел	samuel	самюел	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
założone	основана	założyć	основа	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
założone	основано	założyć	основа	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
założone	основан	założyć	основа	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
umieszczony	поставено	umieścić	поставя-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
umieszczony	поставен	umieścić	поставя-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
umieszczony	поставени	umieścić	поставя-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
ranking	рейтинги	ranking	рейтинг	N;NOM;MASC;SG	N;INDF;MASC;PL
kostiumy	костюм	kostium	костюм	N;ACC;MASC;PL	N;INDF;MASC;SG
uprawnienia	пауърс	uprawnić	пауърс	N;NOM;NEUT;PL	N;INDF;MASC;SG
dave	дейв	dave	дейв	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
środki	означава	środek	означавам	N;NOM;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
uczęszczał	присъстваха	uczęszczać	присъствам	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;IND;PL;3;IPFV;FIN;ACT
okolice	около	okolica	около	N;ACC;FEM;SG	ADP
okolice	наоколо	okolica	наоколо	N;ACC;FEM;SG	ADV
wspomnienia	спомен	wspomnienie	спомен	N;NOM;NEUT;PL	N;INDF;MASC;SG
wspomnienia	памет	wspomnienie	памет	N;NOM;NEUT;PL	N;INDF;FEM;SG
andreas	андреас	andreas	андреас	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
eric	ерик	eric	ерик	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
association	сдружение	association	сдружение		N;INDF;NEUT;SG
association	асоциация	association	асоциация		N;INDF;FEM;SG
association	асоцииране	association	асоцииране		N;INDF;NEUT;SG
drewna	дървен	drewna	дървен		ADJ;INDF;MASC;SG
