aturar	stand	aturar	stand	V	N;MASC+FEM;SG
ave	ave	ave	ave	N	INTJ
higgs	higgs	higgs	higg	PROPN	N;MASC+FEM;SG
chegado	met	chegar	met	V	ADP
cosmos	kosmos	cosmo	kosmos	V	N;MASC+FEM;SG
actuando	acteer	actuar	acteer	V	N;MASC+FEM;SG
paulo	paulo	paulo	paulo	PROPN	N;MASC+FEM;SG
atopaba	was	atopar	zijn	V	V;SG;PST;FIN
atopaba	zoek	atopar	zoek	V	ADJ
delincuencia	crime	delincuencia	crime	N	
permitirei	will	permitir	will	V	
permitirei	zal	permitir	zullen	V	V;SG;PRS;FIN
permitirei	zullen	permitir	zullen	V	V;PL;PRS;FIN
permitirei	niet	permitir	niet	V	ADV
permitirei	haar	permitir	haar	V	PRO;ACC;3
iii	iii	iii	iii	PROPN	N;MASC+FEM;SG
levareite	neem	levareite	nemen	PROPN	V;SG;PRS;FIN
levareite	nemen	levareite	nemen	PROPN	V;NFIN
levareite	jij	levareite	jij	PROPN	PRO;NOM;2
levareite	jou	levareite	jou	PROPN	PRO;ACC;2
prométocho	beloven	prométocho	beloven	N	V;NFIN
prométocho	beloof	prométocho	beloven	N	V;SG;PRS;FIN
prométocho	jij	prométocho	jij	N	PRO;NOM;2
prométocho	jou	prométocho	jou	N	PRO;ACC;2
choras	zijn	chora	zijn	N	V;PL;PRS;FIN
choras	jij	chora	jij	N	PRO;NOM;2
choras	jou	chora	jou	N	PRO;ACC;2
choras	janken	chora	jank	N	V;NFIN
choras	huilend	chora	huilen	N	V;V.PTCP
choras	huilen	chora	huilen	N	V;NFIN
choras	huil	chora	huilen	N	V;SG;PRS;FIN
choras	huilen	chora	huilen	N	V;NFIN
pagalo	betaal	pagalo	betaal	PROPN	V;SG;PRS;FIN
pagalo	betalen	pagalo	betalen	PROPN	V;NFIN
pagalo	voor	pagalo	voor	PROPN	ADP
peste	plaag	peste	plaag	PROPN	N;MASC+FEM;SG
peste	pest	peste	pest	PROPN	N;MASC+FEM;SG
peste	plaag	peste	plaag	PROPN	N;MASC+FEM;SG
peste	ongedierte	peste	ongedierte	PROPN	N;NEUT;SG
peste	pest	peste	pest	PROPN	N;MASC+FEM;SG
peste	plagen	peste	plagen	PROPN	V;NFIN
estrañas	strange	estraña	strang	ADJ	N;MASC+FEM;SG
representantes	afgevaardigden	representante	afvaardigen	N	V;V.PTCP
representantes	gedelegeerden	representante	gedelegeerden	N	V;V.PTCP
vente	kom	vente	komen	PROPN	V;SG;PRS;FIN
calmo	rustig	calmo	rustig	N	ADJ
calmo	kalm	calmo	kalm	N	ADJ
coide	zorg	coidar	zorg	V	N;MASC+FEM;SG
coide	care	coidar	care	V	N;MASC+FEM;SG
coide	verzorging	coidar	verzorging	V	N;MASC+FEM;SG
disparan	shoot	disparar	shoot	V	N;MASC+FEM;SG
disparan	brand	disparar	brand	V	N;MASC+FEM;SG
disparan	vuur	disparar	vuur	V	N;NEUT;SG
entendiches	begrijpen	entendiches	begrijpen	N	V;NFIN
entendiches	begrijp	entendiches	begrijpen	N	V;SG;PRS;FIN
entendiches	heb	entendiches	hebben	N	V;SG;PRS;FIN
entendiches	kreeg	entendiches	krijgen	N	V;SG;PST;FIN
pálida	bleek	pálida	blijken	ADJ	V;SG;PST;FIN
fresca	vers	frescar	vers	N	ADJ
fresca	fris	frescar	fris	N	ADJ
fresca	tof	frescar	tof	N	ADJ
fresca	gaaf	frescar	gaaf	N	ADJ
fresca	cool	frescar	cool	N	ADJ
alice	alice	alice	alice	PROPN	N;MASC+FEM;SG
volverás	jij	volver	jij	V	PRO;NOM;2
volverás	jou	volver	jou	V	PRO;ACC;2
volverás	alweer	volver	alweer	V	ADV
volverás	opnieuw	volver	opnieuw	V	ADV
volverás	nogmaals	volver	nogmaals	V	ADV
las	het	la	het	N	PRO;3
las	de	la	de	N	DET;DEF
honrado	geëerde	honrar	geëeren	V	ADJ
honrado	eerlijke	honrar	eerlijk	V	ADJ
honrado	eerlijk	honrar	eerlijk	V	ADJ
braun	braun	braun	braun	PROPN	N;MASC+FEM;SG
valen	zijn	valar	zijn	V	V;PL;PRS;FIN
valen	worth	valar	worth	V	N;MASC+FEM;SG
valen	waard	valar	waard	V	ADJ
garrett	garrett	garrett	garrett	PROPN	N;MASC+FEM;SG
víchelo	zag	víchelo	zien	PROPN	V;SG;PST;FIN
víchelo	zagen	víchelo	zien	PROPN	V;PL;PST;FIN
víchelo	saw	víchelo	saw	PROPN	N;MASC+FEM;SG
víchelo	zaag	víchelo	zaag	PROPN	N;MASC+FEM;SG
víchelo	hem	víchelo	hem	PROPN	PRO;ACC;3
víchelo	jij	víchelo	jij	PROPN	PRO;NOM;2
víchelo	jou	víchelo	jou	PROPN	PRO;ACC;2
walter	wouter	walter	wouter	PROPN	N;MASC+FEM;SG
walter	walter	walter	walter	PROPN	N;MASC+FEM;SG
bebo	drink	bebo	drink	N	V;SG;PRS;FIN
bebo	drinken	bebo	drinken	N	V;NFIN
dicides	say	dicidir	say	V	
dicides	jij	dicidir	jij	V	PRO;NOM;2
dicides	jou	dicidir	jou	V	PRO;ACC;2
paras	jij	para	jij	N	PRO;NOM;2
paras	jou	para	jou	N	PRO;ACC;2
paras	stop	para	stoppen	N	V;SG;PRS;FIN
paras	stoppen	para	stoppen	N	V;NFIN
chamaches	jij	chamaches	jij	N	PRO;NOM;2
chamaches	jou	chamaches	jou	N	PRO;ACC;2
chamaches	belde	chamaches	bellen	N	V;SG;PST;FIN
chamaches	genoemd	chamaches	noemen	N	V;V.PTCP
chamaches	gebeld	chamaches	bellen	N	V;V.PTCP
peggy	peggy	peggy	peggy	PROPN	PROPN;MASC+FEM;SG
criticar	kritiek	criticar	kritiek	V	N;MASC+FEM;SG
semellas	jij	semella	jij	N	PRO;NOM;2
semellas	jou	semella	jou	N	PRO;ACC;2
semellas	kijk	semella	kijken	N	V;SG;PRS;FIN
estragar	ruïne	estragar	ruïne	V	N;MASC+FEM;SG
debiches	jij	debiches	jij	PROPN	PRO;NOM;2
debiches	jou	debiches	jou	PROPN	PRO;ACC;2
debiches	heb	debiches	hebben	PROPN	V;SG;PRS;FIN
debiches	hebben	debiches	hebben	PROPN	V;PL;PRS;FIN
debiches	moet	debiches	moeten	PROPN	V;SG;PRS;FIN
debiches	moeten	debiches	moeten	PROPN	V;PL;PRS;FIN
debiches	moet	debiches	moeten	PROPN	V;SG;PRS;FIN
patrulla	patrouilleren	patrulla	patrouilleren	N	V;NFIN
£	kwart	£	kwart	PROPN	N;NEUT;SG
£	kwartaal	£	kwartaal	PROPN	N;NEUT;SG
£	kwartje	£	kwartje	PROPN	N;NEUT;SG
£	miljoen	£	miljoen	PROPN	N;NEUT;SG
salta	spring	salta	spring	N	V;SG;PRS;FIN
salta	springen	salta	springen	N	V;NFIN
salta	sprong	salta	springen	N	V;SG;PST;FIN
rematará	einde	rematar	einde	V	N;NEUT;SG
rematará	eind	rematar	eind	V	N;NEUT;SG
rematará	will	rematar	will	V	
rematará	zal	rematar	zullen	V	V;SG;PRS;FIN
rematará	zullen	rematar	zullen	V	V;PL;PRS;FIN
alabama	alabama	alabamar	alabama	PROPN	N;NEUT;SG
desexas	jij	desexa	jij	V	PRO;NOM;2
desexas	jou	desexa	jou	V	PRO;ACC;2
norton	norton	norton	norton	PROPN	N;MASC+FEM;SG
serea	blazen	ser	blazen	N	V;NFIN
chamando	roeping	chamar	roeping	V	N;MASC+FEM;SG
prepara	jij	preparar	jij	V	PRO;NOM;2
prepara	jou	preparar	jou	V	PRO;ACC;2
gustouche	jij	gustouche	jij	V	PRO;NOM;2
gustouche	jou	gustouche	jou	V	PRO;ACC;2
gustouche	zoals	gustouche	zoals	V	CONJ
gustouche	like	gustouche	lik	V	
facela	maken	facelar	maken	N	V;NFIN
facela	maak	facelar	maken	N	V;SG;PRS;FIN
facela	haar	facelar	haar	N	PRO;ACC;3
varón	mannelijk	varón	mannelijk	N	ADJ
varón	mannelijke	varón	mannelijk	N	ADJ
giuseppe	giuseppe	giuseppe	giuseppe	PROPN	N;MASC+FEM;SG
indio	indisch	indio	indisch	N	ADJ
indio	indiaas	indio	indiaas	N	ADJ
indio	indiase	indio	indiase	N	ADJ
indio	indische	indio	indisch	N	ADJ
benditos	gezegende	bendito	zegenen	N	V;V.PTCP
benditos	zalig	bendito	zalig	N	ADJ
benditos	gezegend	bendito	zegenen	N	V;V.PTCP
benditos	hoe	bendito	hoe	N	ADV
benditos	zijn	bendito	zijn	N	V;PL;PRS;FIN
reféns	gegijzelden	refén	gegijzeld	N	V;V.PTCP
putos	neuken	puto	neuken	N	V;NFIN
serventes	bedienden	servente	bediende	ADJ	V;PL;PST;FIN
serventes	dienaren	servente	dienaar	ADJ	N;PL
serventes	dienaars	servente	dienaar	ADJ	N;PL
punishment	bestraffing	punishment	bestraffing	PROPN	N;MASC+FEM;SG
punishment	straf	punishment	straf	PROPN	N;MASC+FEM;SG
punishment	straffen	punishment	straf	PROPN	N;PL
drummer	drummer	drummer	drummer	PROPN	N;MASC+FEM;SG
asger	asger	asger	asger	PROPN	N;MASC+FEM;SG
mali	mali	mali	mali	PROPN	N;MASC+FEM;SG
mali	terug	mali	terug	PROPN	ADV
mali	rug	mali	rug	PROPN	N;MASC+FEM;SG
mali	back	mali	back	PROPN	N;MASC+FEM;SG
daenerys	daenerys	daenerys	daenerys	PROPN	N;MASC+FEM;SG
dígolles	vertel	dígolle	vertel	N	V;SG;PRS;FIN
dígolles	tell	dígolle	tell	N	
dígolles	jij	dígolle	jij	N	PRO;NOM;2
dígolles	jou	dígolle	jou	N	PRO;ACC;2
clínicas	klinieken	clínico	kliniek	ADJ	N;PL
lombo	terug	lombo	terug	N	ADV
custo	kosten	custo	kosten	N	V;NFIN
custo	cost	custo	cost	N	
crecen	get	crecer	get	V	
crecen	ze	crecer	ze	V	PRO;3
crecen	zij	crecer	zij	V	PRO;NOM;3
crecen	oudere	crecer	oud	V	ADJ;CMPR
crecen	ouder	crecer	ouder	V	ADJ;CMPR
cáncer	kanker	cáncer	kanker	PROPN	N;MASC+FEM;SG
empezan	ze	empezar	ze	V	PRO;3
empezan	zij	empezar	zij	V	PRO;NOM;3
empezan	begin	empezar	begin	V	N;NEUT;SG
tradución	vertalen	tradución	vertalen	N	V;NFIN
cuxo	wiens	cuxo	wie	N	DET
pintar	verf	pintar	verf	V	N;MASC+FEM;SG
colectivo	collectief	colectivo	collectief	N	ADJ
colectivo	collectieve	colectivo	collectief	N	ADJ
alimentación	eten	alimentación	eten	N	V;NFIN
doulle	geef	doulle	geven	PROPN	V;SG;PRS;FIN
doulle	geven	doulle	geven	PROPN	V;NFIN
loitas	vechten	loita	vechten	N	V;NFIN
loitas	vecht	loita	vechten	N	V;SG;PRS;FIN
favorito	favoriete	favorito	favoriet	N	ADJ
camboxa	cambodja	camboxa	cambodja	PROPN	N;NEUT;SG
pausa	pauzeren	pausa	pauzeren	N	V;NFIN
botarlle	neem	botarlle	nemen	N	V;SG;PRS;FIN
botarlle	nemen	botarlle	nemen	N	V;NFIN
agardade	wachten	agardade	wachten	N	V;NFIN
agardade	wacht	agardade	wachten	N	V;SG;PRS;FIN
xenéticas	gene	xenético	gene	ADJ	N;MASC+FEM;SG
xenéticas	gen	xenético	gen	ADJ	N;NEUT;SG
asociados	met	asociar	met	V	ADP
confuso	verwarrend	confuso	verwarrend	N	V;V.PTCP
confuso	verwarde	confuso	verwarden	N	ADJ
confuso	verward	confuso	verwarden	N	V;V.PTCP
confuso	verwarren	confuso	verwarren	N	V;NFIN
confuso	kwijt	confuso	kwijt	N	ADJ
confuso	verloren	confuso	verliezen	N	V;V.PTCP
confuso	lost	confuso	lost	N	V;SG;PRS;FIN
confuso	verdwaald	confuso	verdwalen	N	V;V.PTCP
empregar	gebruik	empregar	gebruik	V	N;NEUT;SG
mecánica	mechanisch	mecánica	mechanisch	N	ADJ
mecánica	mechanische	mecánica	mechanisch	N	ADJ
pesados	heavy	pesar	heavy	V	N;MASC+FEM;SG
pesados	zwaar	pesar	zwaar	V	ADJ
pesados	zware	pesar	zwaar	V	ADJ
pesados	heftig	pesar	heftig	V	ADJ
chamámoslle	oproep	chamámoslle	oproep	ADV	N;MASC+FEM;SG
chamámoslle	bellen	chamámoslle	bellen	ADV	V;NFIN
chamámoslle	bel	chamámoslle	bellen	ADV	V;SG;PRS;FIN
elevado	high	elevado	high	ADJ	
odia	hekel	odia	hekel	V	N;MASC+FEM;SG
odia	haat	odia	haat	V	N;MASC+FEM;SG
odia	haat	odia	haat	V	N;MASC+FEM;SG
susan	susan	susar	susan	PROPN	N;MASC+FEM;SG
facerte	jij	facerte	jij	V	PRO;NOM;2
facerte	jou	facerte	jou	V	PRO;ACC;2
continúan	en	continuar	en	V	CONJ
mundiais	wereld	mundial	wereld	ADJ	N;MASC+FEM;SG
tentarei	get	tentar	get	V	
prioridade	prioritair	prioridade	prioritair	N	ADJ
mentras	terwijl	mentras	terwijl	N	CONJ
lograr	get	lograr	get	V	
distinguir	tell	distinguir	tell	V	
funcione	werk	funcionar	werk	V	N;NEUT;SG
funcione	arbeid	funcionar	arbeid	V	N;MASC+FEM;SG
cuando	wanneer	cuando	wanneer	V	ADV
cadrado	plein	cadrado	plein	ADJ	N;NEUT;SG
relativamente	relatief	relativamente	relatief	ADV	ADJ
gráficos	grafieken	gráfico	grafiek	ADJ	N;PL
gráficos	graphics	gráfico	graphics	ADJ	N;PL
decatarse	besef	decatarse	beseffen	V	N;NEUT;SG
comunicarse	communiceren	comunicarse	communiceren	PROPN	V;NFIN
apple	appel	apple	appel	PROPN	N;MASC+FEM;SG
apple	apple	apple	apple	PROPN	N;MASC+FEM;SG
apple	heeft	apple	hebben	PROPN	V;SG;PRS;FIN
exceso	van	exceso	van	N	ADP
exceso	uit	exceso	uit	N	ADP
exceso	vanaf	exceso	vanaf	N	ADP
exceso	overmatig	exceso	overmatig	N	ADJ
vermellas	rode	vermello	rood	N	ADJ
vermellas	rood	vermello	rood	N	ADJ
ocupados	bezet	ocupado	bezetten	ADJ	V;V.PTCP
avanzada	gevorderden	avanzar	vorderen	V	ADJ
avanzada	advanced	avanzar	advanced	V	
darvos	jij	darvo	jij	V	PRO;NOM;2
darvos	jou	darvo	jou	V	PRO;ACC;2
darvos	zoals	darvo	zoals	V	CONJ
darvos	like	darvo	lik	V	
interésame	interesse	interésame	interesse	V	N;MASC+FEM;SG
emocionado	enthousiast	emocionar	enthousiast	V	ADJ
emocionado	spannend	emocionar	spannend	V	ADJ
nalgo	iets	nalgo	iets	N	PRO;3
chamaría	zou	chamar	zullen	V	V;SG;PST;FIN
chamaría	oproep	chamar	oproep	V	N;MASC+FEM;SG
austria	oostenrijk	austria	oostenrijk	PROPN	N;NEUT;SG
unidas	united	unir	united	V	N;NEUT;SG
unidas	samen	unir	samen	V	ADV
provén	van	prover	van	V	ADP
provén	uit	prover	uit	V	ADP
provén	vanaf	prover	vanaf	V	ADP
provén	stengels	prover	stengel	V	N;PL
namorada	love	namorar	love	V	
namorada	liefs	namorar	lief	V	N;PL
namorada	liefde	namorar	liefde	V	N;MASC+FEM;SG
namorada	met	namorar	met	V	ADP
ademáis	naast	ademáis	naast	ADV	ADP
enfadado	kwaad	enfadar	kwaad	V	N;NEUT;SG
enfadado	boos	enfadar	boos	V	ADJ
enfadado	boos	enfadar	boos	V	ADJ
enfadado	mad	enfadar	mad	V	N;MASC+FEM;SG
demasiadas	ook	demasiadas	ook	ADJ	ADV
demasiadas	veel	demasiadas	veel	ADJ	PRO
demasiadas	velen	demasiadas	veel	ADJ	PRO
demasiadas	vele	demasiadas	veel	ADJ	PRO
dígoo	gewoon	dígoo	gewoon	ADV	ADJ
impórtalle	zorg	impórtalle	zorg	ADJ	N;MASC+FEM;SG
impórtalle	care	impórtalle	care	ADJ	N;MASC+FEM;SG
impórtalle	verzorging	impórtalle	verzorging	ADJ	N;MASC+FEM;SG
impórtalle	jij	impórtalle	jij	ADJ	PRO;NOM;2
impórtalle	jou	impórtalle	jou	ADJ	PRO;ACC;2
impórtalle	mind	impórtalle	mind	ADJ	
impórtalle	geest	impórtalle	geest	ADJ	N;MASC+FEM;SG
evidencias	bewijzen	evidencia	bewijzen	N	V;NFIN
preocupados	ongerust	preocupar	ongerust	V	ADJ
preocupados	ongeveer	preocupar	ongeveer	V	ADV
preocupados	over	preocupar	over	V	ADP
secundaria	high	secundario	high	ADJ	
secundaria	school	secundario	school	ADJ	N;MASC+FEM;SG
irlanda	ierland	irlanda	ierland	PROPN	PROPN;NEUT;SG
ridícula	belachelijke	ridícula	belachelijk	N	ADJ
ridícula	belachelijk	ridícula	belachelijk	N	ADJ
podre	rot	podre	rot	V	ADJ
podre	rotte	podre	rot	V	ADJ
podre	verrot	podre	verrotten	V	ADJ
calcetíns	je	calcetíns	je	N	PRO;NOM;2
calcetíns	uw	calcetíns	uw	N	PRO;2
calcetíns	jouw	calcetíns	jou	N	PRO;ACC;2
buscamos	voor	buscar	voor	V	ADP
buscamos	looking	buscar	looking	V	N;MASC+FEM;SG
posiblemente	mogelijk	posible	mogelijk	ADV	ADJ
ofrecerlle	aanbod	ofrecerlle	aanbod	ADJ	N;NEUT;SG
ofrecerlle	bieden	ofrecerlle	bieden	ADJ	V;NFIN
ofrecerlle	aanbieden	ofrecerlle	aanbieden	ADJ	V;NFIN
ofrecerlle	aanbieding	ofrecerlle	aanbieding	ADJ	N;MASC+FEM;SG
durmas	slapen	durma	slapen	N	V;NFIN
durmas	slaap	durma	slapen	N	V;SG;PRS;FIN
durmas	wakker	durma	wakker	N	ADJ
repito	herhaling	repito	herhaling	V	N;MASC+FEM;SG
repito	over	repito	over	V	ADP
crían	ze	crían	ze	V	PRO;3
crían	zij	crían	zij	V	PRO;NOM;3
atoparse	ontmoet	atoparse	ontmoeten	PROPN	V;V.PTCP
atoparse	ontmoeten	atoparse	ontmoeten	PROPN	V;NFIN
respiro	breken	respiro	breken	N	V;NFIN
respiro	uitrusten	respiro	uitrusten	N	V;NFIN
respiro	rusten	respiro	rusten	N	V;NFIN
controla	controles	controlar	controle	V	N;PL
adoitaban	ze	adoitar	ze	V	PRO;3
adoitaban	zij	adoitar	zij	V	PRO;NOM;3
alexander	aleksandr	alexander	aleksandr	ADJ	N;MASC+FEM;SG
alexander	alexander	alexander	alexander	ADJ	N;MASC+FEM;SG
mortalidade	dood	mortalidade	dood	N	ADJ
mortalidade	doods	mortalidade	doods	N	ADJ
mortalidade	overlijden	mortalidade	overlijden	N	V;NFIN
inclúe	inclusief	incluír	inclusief	V	ADJ
seco	droge	seco	droog	N	ADJ
seco	droog	seco	droog	N	ADJ
seco	drogen	seco	drigen	N	V;NFIN
materias	rauw	materia	rauw	N	ADJ
materias	ruw	materia	ruw	N	ADJ
materias	ruwe	materia	ruw	N	ADJ
materias	rauwe	materia	rauw	N	ADJ
vivas	living	vivo	living	ADJ	N;MASC+FEM;SG
vivas	levende	vivo	leven	ADJ	V;V.PTCP
artística	artistieke	artístico	artistiek	N	ADJ
artística	artistiek	artístico	artistiek	N	ADJ
cegos	blind	cego	blind	N	ADJ
cegos	verblinden	cego	verblinden	N	V;NFIN
cegos	blinde	cego	blind	N	ADJ
cegos	blinden	cego	blinden	N	ADJ
feixe	stapelen	feixe	stapelen	N	V;NFIN
feixe	opstapelen	feixe	opstapelen	N	V;NFIN
continuou	vervolg	continuar	vervolg	V	N;NEUT;SG
continuou	en	continuar	en	V	CONJ
sétimo	seventh	sétimo	seventh	ADJ	
creceu	daar	crecer	daar	V	ADV
creceu	er	crecer	er	V	ADV
venden	ze	vender	ze	V	PRO;3
venden	zij	vender	zij	V	PRO;NOM;3
venden	verkoop	vender	verkoop	V	N;MASC+FEM;SG
dixestes	jij	dicir	jij	N	PRO;NOM;2
dixestes	jou	dicir	jou	N	PRO;ACC;2
dixestes	zei	dicir	zeggen	N	V;SG;PST;FIN
dixestes	gezegd	dicir	zeggen	N	V;V.PTCP
dixestes	said	dicir	said	N	
chamaron	ze	chamar	ze	V	PRO;3
chamaron	zij	chamar	zij	V	PRO;NOM;3
brasil	brazilië	brasil	brazilië	N	PROPN;NEUT;SG
afeita	jij	afeitar	jij	V	PRO;NOM;2
afeita	jou	afeitar	jou	V	PRO;ACC;2
tiran	ze	ter	ze	V	PRO;3
tiran	zij	ter	zij	V	PRO;NOM;3
separar	aparte	separar	apart	V	ADJ
separar	apart	separar	apart	V	ADJ
arriscar	risico	arriscar	risico	V	N;NEUT;SG
montes	bergen	monte	bergen	N	V;NFIN
proveito	enkele	proveito	enkele	N	PRO
proveito	sommigen	proveito	sommigen	N	PRO
proveito	sommige	proveito	sommig	N	PRO
obstante	echter	obstante	echter	ADJ	ADV
insultar	belediging	insultar	belediging	V	N;MASC+FEM;SG
insultar	belediging	insultar	belediging	V	N;MASC+FEM;SG
descoñecidos	vreemden	descoñecido	vreemde	N	ADJ
stewart	stewart	stewart	stewart	V	N;MASC+FEM;SG
perdera	kwijt	perderar	kwijt	V	ADJ
escuros	deep	escuro	deep	ADJ	N;MASC+FEM;SG
socio	geassocieerde	socio	geassocieerd	N	V;V.PTCP
socio	associëren	socio	associër	N	V;NFIN
extrema	extreme	extremo	extreem	N	ADJ
extrema	extreem	extremo	extreem	N	ADJ
escoitarme	hoor	escoitarme	hoor	V	INTJ
rabia	eruit	rabia	eruit	N	ADV
rabia	uit	rabia	uit	N	ADP
rabia	out	rabia	out	N	
sacrificar	opoffering	sacrificar	opoffering	V	N;MASC+FEM;SG
sacrificar	offer	sacrificar	offer	V	N;NEUT;SG
apropiado	toepasselijk	apropiar	toepasselijk	V	ADJ
apropiado	geschikt	apropiar	geschikt	V	ADJ
apropiado	zou	apropiar	zullen	V	V;SG;PST;FIN
deberá	moeten	deber	moeten	V	V;PL;PRS;FIN
deberá	moet	deber	moeten	V	V;SG;PRS;FIN
buscaba	was	buscar	zijn	V	V;SG;PST;FIN
buscaba	looking	buscar	looking	V	N;MASC+FEM;SG
buscaba	voor	buscar	voor	V	ADP
dubido	twijfel	dober	twijfel	V	N;MASC+FEM;SG
suor	zweten	suor	zweten	N	V;NFIN
merca	kopen	merca	kopen	N	V;NFIN
merca	koopt	merca	kopen	N	V;SG;PRS;FIN
atraso	late	atraso	laat	N	ADJ
atraso	laat	atraso	laten	N	V;SG;PRS;FIN
recto	recht	recto	recht	N	ADJ
saúda	say	saúda	say	N	
saúda	zeg	saúda	zeggen	N	V;SG;PRS;FIN
saúda	zeggen	saúda	zeggen	N	V;NFIN
caramba	kom	caramba	komen	PROPN	V;SG;PRS;FIN
falabamos	ongeveer	falabar	ongeveer	V	ADV
falabamos	over	falabar	over	V	ADP
abrazo	omhelzen	abrazo	omhelzen	N	V;NFIN
abrazo	omarmen	abrazo	omarm	N	V;NFIN
abrazo	omhels	abrazo	omhel	N	ADV
contarllo	vertel	contarllo	vertel	N	V;SG;PRS;FIN
contarllo	tell	contarllo	tell	N	
contarllo	hem	contarllo	hem	N	PRO;ACC;3
escríbeme	schrijven	escríbeme	schrijven	PROPN	V;NFIN
escríbeme	schrijf	escríbeme	schrijf	PROPN	V;SG;PRS;FIN
escríbeme	schrijft	escríbeme	schrijven	PROPN	V;SG;PRS;FIN
dáma	geef	dáma	geven	PROPN	V;SG;PRS;FIN
dáma	geven	dáma	geven	PROPN	V;NFIN
dicircho	tell	dicircho	tell	V	
dicircho	jij	dicircho	jij	V	PRO;NOM;2
dicircho	jou	dicircho	jou	V	PRO;ACC;2
veo	veil	veo	veil	V	N;NEUT;SG
veo	sluier	veo	sluier	V	N;MASC+FEM;SG
chámao	oproep	chámao	oproep	PROPN	N;MASC+FEM;SG
chámao	bellen	chámao	bellen	PROPN	V;NFIN
chámao	bel	chámao	bellen	PROPN	V;SG;PRS;FIN
chámao	hem	chámao	hem	PROPN	PRO;ACC;3
parécelle	jij	parécelle	jij	PROPN	PRO;NOM;2
parécelle	jou	parécelle	jou	PROPN	PRO;ACC;2
parécelle	ze	parécelle	ze	PROPN	PRO;3
parécelle	zij	parécelle	zij	PROPN	PRO;NOM;3
prefires	jij	prefer	jij	V	PRO;NOM;2
prefires	jou	prefer	jou	V	PRO;ACC;2
prefires	liever	prefer	liever	V	ADV
bicar	zoen	bicar	zoen	V	N;MASC+FEM;SG
bicar	kus	bicar	kussen	V	N;MASC+FEM;SG
bicar	kusje	bicar	kusje	V	N;NEUT;SG
bicar	kiss	bicar	kissen	V	N;MASC+FEM;SG
sirvo	opdienen	sirvo	opdienen	ADV	V;NFIN
sirvo	serveren	sirvo	serveren	ADV	V;NFIN
sirvo	dienen	sirvo	dienen	ADV	V;NFIN
lotaría	loterij	lotaría	loterij	V	N;MASC+FEM;SG
lotaría	lotto	lotaría	lotto	V	N;MASC+FEM;SG
máximo	maximum	máximo	maximum	ADJ	N;NEUT;SG
cambiaches	jij	cambiaches	jij	V	PRO;NOM;2
cambiaches	jou	cambiaches	jou	V	PRO;ACC;2
cambiaches	haven	cambiaches	haven	V	N;MASC+FEM;SG
cambiaches	wijziging	cambiaches	wijziging	V	N;MASC+FEM;SG
cambiaches	verandering	cambiaches	verandering	V	N;MASC+FEM;SG
cambiaches	veranderingen	cambiaches	verandering	V	N;PL
almorzar	ontbijt	almorzar	ontbijt	V	N;NEUT;SG
almorzar	lunch	almorzar	lunch	V	N;MASC+FEM;SG
liscou	ze	liscar	ze	V	PRO;3
liscou	zij	liscar	zij	V	PRO;NOM;3
liscou	linkse	liscar	links	V	ADJ
liscou	linker	liscar	linker	V	ADJ
liscou	links	liscar	links	V	ADJ
interesan	belangstelling	interesar	belangstelling	V	N;MASC+FEM;SG
interesan	rente	interesar	rente	V	N;MASC+FEM;SG
interesan	belang	interesar	belang	V	N;NEUT;SG
interesan	interesse	interesar	interesse	V	N;MASC+FEM;SG
interesan	interesse	interesar	interesse	V	N;MASC+FEM;SG
peitos	haar	peito	haar	N	PRO;ACC;3
baleiras	leegmaken	baleira	leegmaken	ADJ	V;NFIN
baleiras	ledig	baleira	ledig	ADJ	ADV
furioso	razend	furioso	razend	ADJ	V;V.PTCP
sacalo	krijgen	sacalo	krijgen	N	V;PL;PRS;FIN
sacalo	krijg	sacalo	krijgen	N	V;SG;PRS;FIN
sacalo	get	sacalo	get	N	
sacalo	eruit	sacalo	eruit	N	ADV
sacalo	uit	sacalo	uit	N	ADP
sacalo	out	sacalo	out	N	
sacalo	neem	sacalo	nemen	N	V;SG;PRS;FIN
sacalo	nemen	sacalo	nemen	N	V;NFIN
vina	saw	vina	saw	V	N;MASC+FEM;SG
vina	zaag	vina	zaag	V	N;MASC+FEM;SG
vina	haar	vina	haar	V	PRO;ACC;3
unida	samen	unir	samen	V	ADV
retiro	neem	retiro	nemen	N	V;SG;PRS;FIN
retiro	nemen	retiro	nemen	N	V;NFIN
peles	bont	pel	bont	N	ADJ
cranio	skull	cranio	skull	N	
fique	stand	fique	stand	V	N;MASC+FEM;SG
destruíron	ze	destruír	ze	V	PRO;3
destruíron	zij	destruír	zij	V	PRO;NOM;3
fitzgerald	fitzgerald	fitzgerald	fitzalden	ADJ	N;MASC+FEM;SG
defende	voor	defender	voor	V	ADP
torna	wordt	torna	worden	V	V;SG;PRS;FIN
faiche	jij	fache	jij	PROPN	PRO;NOM;2
faiche	jou	fache	jou	PROPN	PRO;ACC;2
faiche	maakt	fache	maken	PROPN	V;SG;PRS;FIN
métete	mind	métete	mind	PROPN	
métete	geest	métete	geest	PROPN	N;MASC+FEM;SG
cheguemos	get	cheguer	get	V	
atoparei	zoek	atopar	zoek	V	ADJ
tesouro	schatten	tesouro	schatten	N	V;NFIN
despedidos	geplunderd	despedir	plunderen	N	V;V.PTCP
véxote	zien	véxote	zien	PROPN	V;NFIN
