nasr	nasr	nasr	nasr	PROPN	
plecare	odjazd	plecare	odjazd	N;INDF;FEM;SG	N;NOM;MASC;SG
plecare	odlot	plecare	odlot	N;INDF;FEM;SG	
gândire	myślenia	gândire	myślenie	N;INDF;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
gândire	myśleć	gândire	myśleć	N;INDF;FEM;SG	V;IPFV;NFIN;ACT
gândire	myślenie	gândire	myślenie	N;INDF;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
gândire	myśli	gândire	myśleć	N;INDF;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
identificate	zidentyfikowane	identificat	zidentyfikować	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
identificate	zidentyfikowano	identificat	zidentyfikować	ADJ;INDF;FEM;PL	V;PFV;IND;0;PST;FIN;ACT
identificate	zidentyfikowany	identificat	zidentyfikować	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
identificate	stwierdzone	identificat	stwierdzić	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
vladimirescu	vladimirescu	vladimirescu	vladimiresk	PROPN	N;DAT;MASC;SG
anatomia	anatomii	anatomie	anatomia	N;DEF;FEM;SG	
farmacie	aptece	farmacie	apteka	N;INDF;FEM;SG	N;GEN;FEM;SG
farmacie	apteka	farmacie	apteka	N;INDF;FEM;SG	
farmacie	apteki	farmacie	apteka	N;INDF;FEM;SG	N;ACC;FEM;SG
biți	bity	bit	bit	N;INDF;MASC;PL	
mexican	meksykanie	mexican	meksykanin	ADJ;INDF;MASC;SG	N;NOM;MASC;PL
five	pięciu	fiv	pięć	N;INDF;MASC;SG	NUM;ACC;MASC;PL
five	pięć	fiv	pięć	N;INDF;MASC;SG	NUM;ACC;MASC;PL
pictate	malowane	picta	malować	ADJ;INDF;FEM;PL	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
aleksandr	aleksandr	aleksandr	aleksandr	PROPN	PROPN;NOM;MASC;SG
pozitivă	pozytywna	pozitiv	pozytywny	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
pozitivă	pozytywne	pozitiv	pozytywny	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
pozitivă	dodatni	pozitiv	dodatnić	ADJ;INDF;FEM;SG	
pozitivă	pozytywnie	pozitiv	pozytywnie	ADJ;INDF;FEM;SG	ADV
pozitivă	pozytywny	pozitiv	pozytywny	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
sângele	krwi	sânge	krew	N;DEF;MASC;SG	
sângele	blood	sânge	blood	N;DEF;MASC;SG	
sângele	krew	sânge	krew	N;DEF;MASC;SG	N;NOM;FEM;SG
marchiz	markiza	marchiz	markiza	N;INDF;MASC;SG	
marchiz	marquis	marchiz	marquis	N;INDF;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
yemen	jemenie	yemen	jemen	PROPN	PROPN;NOM;MASC;SG
cântând	śpiewanie	cânta	śpiewać	V;V.MSDR	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
cântând	śpiew	cânta	śpiew	V;V.MSDR	N;NOM;MASC;SG
stiluri	style	stil	style	N;INDF;FEM;PL	
împușcat	ujęcie	împușca	ująć	ADJ;INDF;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
împușcat	strzał	împușca	strzał	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
sălbatică	wild	sălbatic	wild	ADJ;INDF;FEM;SG	
sălbatică	dziki	sălbatic	dzik	ADJ;INDF;FEM;SG	N;NOM;MASC;SG
sălbatică	dziko	sălbatic	dziko	ADJ;INDF;FEM;SG	
sălbatică	dzika	sălbatic	dziki	ADJ;INDF;FEM;SG	
sălbatică	dzikie	sălbatic	dziki	ADJ;INDF;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
teamă	strachu	teamă	strach	N;INDF;FEM;SG	N;GEN;MASC;SG
teamă	strach	teamă	strach	N;INDF;FEM;SG	N;NOM;MASC;SG
teamă	lęk	teamă	lęk	N;INDF;FEM;SG	N;NOM;MASC;SG
sâmbătă	soboty	sâmbătă	sobota	N;INDF;FEM;SG	N;NOM;FEM;PL
sâmbătă	sobotę	sâmbătă	sobota	N;INDF;FEM;SG	N;ACC;FEM;SG
sâmbătă	sobota	sâmbătă	sobota	N;INDF;FEM;SG	
profesioniști	specjalistów	profesionist	specjalista	ADJ;INDF;MASC;PL	N;ACC;MASC;PL
profesioniști	specjali	profesionist	specjać	ADJ;INDF;MASC;PL	N;DAT;MASC;PL
profesioniști	profesjonalistów	profesionist	profesjonalista	ADJ;INDF;MASC;PL	N;ACC;MASC;PL
profesioniști	zawodowcy	profesionist	zawodowiec	ADJ;INDF;MASC;PL	N;NOM;MASC;PL
profesioniști	profesjonali	profesionist	profesjonać	ADJ;INDF;MASC;PL	V;IPFV;MASC;IND;PL;PST;FIN;ACT
irlandez	irlandczycy	irlandez	irlandczyk	ADJ;INDF;MASC;SG	N;NOM;MASC;PL
irlandez	irlandczyk	irlandez	irlandczyk	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
consilieri	doradcy	consilier	doradca	N;INDF;MASC;PL	N;NOM;MASC;SG
consilieri	doradcy	consilier	doradca	N;INDF;MASC;PL	N;NOM;MASC;SG
consilieri	doradcy	consilier	doradca	N;INDF;MASC;PL	N;NOM;MASC;SG
bunica	babci	bunică	babcia	N;DEF;FEM;SG	N;GEN;FEM;SG
bunica	babcia	bunică	babcia	N;DEF;FEM;SG	N;NOM;FEM;SG
bunica	babka	bunică	babka	N;DEF;FEM;SG	N;NOM;FEM;SG
bunica	babci	bunică	babcia	N;DEF;FEM;SG	N;GEN;FEM;SG
bunica	babcia	bunică	babcia	N;DEF;FEM;SG	N;NOM;FEM;SG
bunica	babci	bunică	babcia	N;DEF;FEM;SG	N;GEN;FEM;SG
bunica	babcia	bunică	babcia	N;DEF;FEM;SG	N;NOM;FEM;SG
lituaniei	litwy	lituanie	litwa	PROPN;DEF;FEM;SG	PROPN;GEN;FEM;SG
lituaniei	litwa	lituanie	litwa	PROPN;DEF;FEM;SG	
limitate	ograniczona	limitat	ograniczony	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
limitate	ograniczony	limitat	ograniczyć	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
limitate	ograniczone	limitat	ograniczyć	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
limitate	limited	limitat	limited	ADJ;INDF;FEM;PL	
pereți	ścian	perete	ściana	N;INDF;MASC;PL	
sándor	sándor	sándor	sándor	PROPN	PROPN;NOM;MASC;SG
cosmin	cosmin	cosmine	cosmina	PROPN	
perry	perry	perry	perry	PROPN	V;IPFV;IND;SG;PRS;FIN;ACT
distincție	rozróżnienie	distincție	rozróżnienie	N;INDF;FEM;SG	N;NOM;NEUT;SG
distincție	wyróżnienie	distincție	wyróżnienie	N;INDF;FEM;SG	N;NOM;NEUT;SG
platformă	peron	platformă	peron	N;INDF;FEM;SG	N;NOM;MASC;SG
platformă	platformie	platformă	platforma	N;INDF;FEM;SG	N;ACC;MASC;SG
platformă	platforma	platformă	platforma	N;INDF;FEM;SG	N;NOM;FEM;SG
platformă	platformy	platformă	platforma	N;INDF;FEM;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
platformă	platform	platformă	platform	N;INDF;FEM;SG	
cronici	kroniki	cronică	kronik	N;INDF;FEM;PL	
cronici	chronicles	cronică	chronicles	N;INDF;FEM;PL	
rugăciune	modlitwie	rugăciune	modlitwa	N;INDF;FEM;SG	N;DAT;FEM;SG
rugăciune	modlitwy	rugăciune	modlitwa	N;INDF;FEM;SG	N;GEN;FEM;SG
rugăciune	modlitwę	rugăciune	modlitwa	N;INDF;FEM;SG	N;ACC;FEM;SG
rugăciune	modlitwa	rugăciune	modlitwa	N;INDF;FEM;SG	N;NOM;FEM;SG
luther	luther	luther	luther	PROPN	N;NOM;MASC;SG
personalitatea	osobowość	personalitate	osobowość	N;DEF;FEM;SG	N;NOM;FEM;SG
personalitatea	osobowości	personalitate	osobowość	N;DEF;FEM;SG	N;GEN;FEM;SG
atelierul	warsztat	atelier	warsztat	N;DEF;MASC;SG	N;NOM;MASC;SG
atelierul	warsztaty	atelier	warsztata	N;DEF;MASC;SG	N;NOM;MASC;PL
cook	cook	cook	cook	PROPN	PROPN;NOM;MASC;SG
cook	kucharza	cook	kucharz	PROPN	N;ACC;MASC;SG
cook	kucharz	cook	kucharz	PROPN	N;NOM;MASC;SG
cook	gotować	cook	gotować	PROPN	V;IPFV;NFIN;ACT
tighina	bendery	tighină	bender	PROPN	
tara	ojczyzna	tară	ojczyzna	N;DEF;FEM;SG	N;NOM;FEM;SG
tara	kraje	tară	kraj	N;DEF;FEM;SG	N;NOM;MASC;PL
tara	kraju	tară	kraj	N;DEF;FEM;SG	N;GEN;MASC;SG
tara	kraj	tară	kraj	N;DEF;FEM;SG	N;NOM;MASC;SG
tara	państwo	tară	państwo	N;DEF;FEM;SG	N;NOM;NEUT;SG
tara	tara	tară	tara	N;DEF;FEM;SG	
tara	tary	tară	tara	N;DEF;FEM;SG	
blois	blois	blois	blois	PROPN	PROPN;NOM;MASC;SG
abur	parowa	abur	parowy	N;INDF;MASC;SG	
abur	pary	abur	para	N;INDF;MASC;SG	
abur	para	abur	para	N;INDF;MASC;SG	
oleg	oleg	oleg	oleg	PROPN	PROPN;NOM;MASC;SG
respectarea	zgodność	respectare	zgodność	N;DEF;FEM;SG	N;ACC;FEM;SG
vama	celne	vamă	celny	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG
vama	cła	vamă	cza	N;DEF;FEM;SG	
vama	cło	vamă	cło	N;DEF;FEM;SG	
interimar	okresowego	interimar	okresowy	N;INDF;MASC;SG	ADJ;ACC;MASC;SG
interimar	tymczasowe	interimar	tymczasowy	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
interimar	tymczasowy	interimar	tymczasowy	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
adult	dorośli	adult	dorosły	N;INDF;MASC;SG	V;PFV;MASC;IND;PL;PST;FIN;ACT
adult	dorosły	adult	dorosnąć	N;INDF;MASC;SG	V;PFV;FEM;IND;PL;PST;FIN;ACT
adult	dorosłych	adult	dorosły	N;INDF;MASC;SG	ADJ;GEN;MASC;PL
adult	dorosła	adult	dorosnąć	N;INDF;MASC;SG	V;PFV;FEM;IND;SG;PST;FIN;ACT
împarte	podział	împărți	podziać	V;IND;SG;3;PRS;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
împarte	podziel	împărți	podziel	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
împarte	split	împărți	split	V;IND;SG;3;PRS;FIN	
logica	logika	logică	logika	N;DEF;FEM;SG	N;NOM;FEM;SG
logica	logiczne	logică	logiczny	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG
logica	logikę	logică	logika	N;DEF;FEM;SG	N;ACC;FEM;SG
logica	logiki	logică	logika	N;DEF;FEM;SG	N;GEN;FEM;SG
helsinki	helsinkach	helsinki	helsinka	PROPN	N;DAT;FEM;PL
julia	julii	julie	julia	N;DEF;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
julia	julia	julie	julia	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
mussolini	mussolini	mussolină	mussoliny	N;INDF;MASC;PL	N;NOM;MASC;SG
scooby	scooby	scooby	scooby	N;INDF;MASC;SG	
faimos	znana	faimos	znany	ADJ;INDF;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
faimos	znany	faimos	znany	ADJ;INDF;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
nuntă	ślub	nuntă	ślub	N;INDF;FEM;SG	N;NOM;MASC;SG
nuntă	wesele	nuntă	wesele	N;INDF;FEM;SG	N;NOM;NEUT;SG
nuntă	weselny	nuntă	weselny	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
magdalena	magdalena	magdalenă	magdalen	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
anastasia	anastazja	anastasie	anastazja	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
bat	kij	bate	kij	V;IND;PL;3;PRS;FIN	N;NOM;MASC;SG
bat	bat	bate	bat	V;IND;PL;3;PRS;FIN	
bat	nietoperz	bate	nietoperz	V;IND;PL;3;PRS;FIN	N;NOM;MASC;SG
apr	kwiecień	apr	kwiecienie		N;NOM;NEUT;SG
mintea	umysłu	minte	umysł	N;DEF;FEM;SG	N;GEN;MASC;SG
mintea	umysł	minte	umysł	N;DEF;FEM;SG	N;NOM;MASC;SG
dmitri	dmitrij	dmitru	dmitrować	PROPN	PROPN;NOM;MASC;SG
dmitri	dmitrij	dmitru	dmitrować	PROPN	PROPN;NOM;MASC;SG
americanii	amerykanie	american	amerykanin	N;DEF;MASC;PL	N;NOM;MASC;PL
americanii	amerykanów	american	amerykanin	N;DEF;MASC;PL	N;GEN;MASC;PL
alexei	aleksiej	alexe	aleksiać	PROPN;DEF;FEM;SG	PROPN;NOM;MASC;SG
sârb	serbem	sârb	serb	ADJ;INDF;MASC;SG	
documentul	dokumenty	document	dokument	N;DEF;MASC;SG	N;NOM;MASC;PL
documentul	dokument	document	dokument	N;DEF;MASC;SG	N;ACC;MASC;SG
documentul	dokumentu	document	dokument	N;DEF;MASC;SG	N;GEN;MASC;SG
baba	baba	babă	baba	N;DEF;FEM;SG	N;NOM;FEM;SG
baba	babę	babă	baba	N;DEF;FEM;SG	N;ACC;FEM;SG
codreanu	codreanu	codreanu	codrean	N;INDF;MASC;SG	
brusc	nagł	brusc	nagł	ADV	V;PFV;MASC;IND;SG;PST;FIN;ACT
brusc	nagła	brusc	nagły	ADV	ADJ;NOM;FEM;SG
japonezi	japońska	japonez	japoński	N;INDF;MASC;PL	ADJ;NOM;FEM;SG
japonezi	japoński	japonez	japoński	N;INDF;MASC;PL	ADJ;NOM;MASC;SG
japonezi	japońskie	japonez	japoński	N;INDF;MASC;PL	ADJ;NOM;NEUT;SG
japonezi	japończycy	japonez	japończyk	N;INDF;MASC;PL	ADJ;NOM;MASC;PL
inspirată	inspiracja	inspira	inspiracja	ADJ;INDF;FEM;SG	N;NOM;FEM;SG
inspirată	zainspirowany	inspira	zainspirować	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
inspirată	inspirujące	inspira	inspirować	ADJ;INDF;FEM;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
paraguay	paragwaju	paraguay	paragwaj	PROPN	N;GEN;MASC;SG
jennifer	jennifer	jennifer	jennifer	PROPN	
cantal	cantal	cantal	cantal	N;INDF;FEM;SG	
berg	berg	berg	berg	PROPN	PROPN;NOM;MASC;SG
evaluare	rating	evaluare	rating	N;INDF;FEM;SG	
evaluare	ocena	evaluare	ocenać	N;INDF;FEM;SG	V;IPFV;IND;SG;2;FIN;ACT
evaluare	ranking	evaluare	ranking	N;INDF;FEM;SG	N;NOM;MASC;SG
evaluare	ocena	evaluare	ocenać	N;INDF;FEM;SG	V;IPFV;IND;SG;2;FIN;ACT
evaluare	oceny	evaluare	ocena	N;INDF;FEM;SG	
evaluare	ocena	evaluare	ocenać	N;INDF;FEM;SG	V;IPFV;IND;SG;2;FIN;ACT
evaluare	wycena	evaluare	wycenać	N;INDF;FEM;SG	N;NOM;FEM;SG
evaluare	wyceny	evaluare	wycen	N;INDF;FEM;SG	
divizat	podział	diviza	podziać	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
divizat	podziel	diviza	podziel	ADJ;INDF;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
divizat	split	diviza	split	ADJ;INDF;MASC;SG	
bergamo	bergamo	bergamo	bergamo	PROPN	PROPN;NOM;MASC;SG
taxe	opłat	taxă	opłata	N;INDF;FEM;PL	
taxe	opłaty	taxă	opłata	N;INDF;FEM;PL	V;IPFV;IND;SG;1;FIN;ACT
novo	novo	novo	novo	N;INDF;MASC;SG	
încurajat	zachęca	încuraja	zachęcać	ADJ;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
enterprise	przedsiębiorczość	enterpri	przedsiębiorczość		N;NOM;FEM;SG
enterprise	przedsiębiorstwo	enterpri	przedsiębiorstwo		N;NOM;NEUT;SG
enterprise	przedsięwzięcie	enterpri	przedsięwzięcie		N;NOM;NEUT;SG
inamic	wrogowie	inamic	wróg	N;INDF;MASC;SG	N;NOM;MASC;PL
inamic	wroga	inamic	wróg	N;INDF;MASC;SG	
vehicul	pojazdy	vehicul	pojazd	N;INDF;MASC;SG	N;NOM;MASC;PL
botanică	botaniki	botanic	botanik	ADJ;INDF;FEM;SG	
botanică	botaniczny	botanic	botaniczny	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
arma	broń	armă	broń	N;DEF;FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
arma	bron	armă	bron	N;DEF;FEM;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
arma	broń	armă	broń	N;DEF;FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
arma	pistolet	armă	pistolet	N;DEF;FEM;SG	N;NOM;MASC;SG
arma	gun	armă	guna	N;DEF;FEM;SG	
diferențele	różnice	diferență	różnica	N;DEF;FEM;PL	N;NOM;FEM;PL
hanul	inn	han	inn	N;DEF;MASC;SG	
presupus	założono	presupune	założyć	ADJ;INDF;MASC;SG	V;PFV;IND;0;PST;FIN;ACT
presupus	podobno	presupune	podobno	ADJ;INDF;MASC;SG	PART
presupus	przypuszczalnie	presupune	przypuszczalnie	ADJ;INDF;MASC;SG	ADV
nagy	nagy	nagy	nagy	PROPN	PROPN;NOM;MASC;SG
musulmane	muzułmanie	musulman	muzułmanin	ADJ;INDF;FEM;PL	N;NOM;MASC;PL
modificată	zmodyfikowane	modifica	zmodyfikować	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
modificată	zmienione	modifica	zmienić	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
modificată	zmodyfikowany	modifica	zmodyfikować	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
modificată	modyfikowane	modifica	modyfikować	ADJ;INDF;FEM;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
modificată	zmieniony	modifica	zmienić	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
modificată	zmieniona	modifica	zmienić	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
modificată	zmienione	modifica	zmienić	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
modificată	zmieniony	modifica	zmienić	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
arakan	arakan	arakan	arakan	PROPN	
definitivă	ostateczny	definitiv	ostateczny	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
definitivă	ostateczne	definitiv	ostateczny	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
rasa	rasy	rasă	rasa	N;DEF;FEM;SG	N;ACC;FEM;PL
rasa	rasa	rasă	rasa	N;DEF;FEM;SG	N;NOM;FEM;SG
rasa	wyścig	rasă	wyścig	N;DEF;FEM;SG	N;NOM;MASC;SG
rasa	rasy	rasă	rasa	N;DEF;FEM;SG	N;ACC;FEM;PL
rasa	race	rasă	raka	N;DEF;FEM;SG	
rasa	rasa	rasă	rasa	N;DEF;FEM;SG	N;NOM;FEM;SG
restaurarea	przywrócenie	restaurare	przywrócenie	N;DEF;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
restaurarea	odbudowa	restaurare	odbudowy	N;DEF;FEM;SG	
restaurarea	odtworzenie	restaurare	odtworzyć	N;DEF;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
restaurarea	przywrócenia	restaurare	przywrócić	N;DEF;FEM;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
cafenea	kawiarni	cafene	kawiarnia	N;DEF;FEM;SG	N;GEN;FEM;SG
cafenea	cafe	cafene	caf	N;DEF;FEM;SG	
cafenea	kawiarnia	cafene	kawiarnia	N;DEF;FEM;SG	N;NOM;FEM;SG
cafenea	kawiarni	cafene	kawiarnia	N;DEF;FEM;SG	N;GEN;FEM;SG
cafenea	kawiarnia	cafene	kawiarnia	N;DEF;FEM;SG	N;NOM;FEM;SG
cafenea	café	cafene	caf	N;DEF;FEM;SG	
permanente	stał	permanent	stać	ADJ;INDF;FEM;PL	V;IPFV;MASC;IND;SG;PST;FIN;ACT
permanente	stała	permanent	stać	ADJ;INDF;FEM;PL	V;IPFV;FEM;IND;SG;PST;FIN;ACT
permanente	trwał	permanent	trwać	ADJ;INDF;FEM;PL	V;IPFV;MASC;IND;SG;PST;FIN;ACT
permanente	stały	permanent	stać	ADJ;INDF;FEM;PL	V;IPFV;MASC;IND;PL;PST;FIN;ACT
vizibilă	widoczna	vizibil	widoczny	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
vizibilă	widoczny	vizibil	widoczny	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
vizibilă	widoczne	vizibil	widoczny	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
asociație	skojarzenia	asociație	skojarzenie	N;INDF;FEM;SG	N;NOM;NEUT;PL
asociație	stowarzyszenia	asociație	stowarzyszenie	N;INDF;FEM;SG	N;NOM;NEUT;SG
asociație	association	asociație	association	N;INDF;FEM;SG	
asociație	stowarzyszenie	asociație	stowarzyszenie	N;INDF;FEM;SG	N;NOM;NEUT;SG
index	indeks	index	indeks		N;NOM;MASC;SG
index	spis	index	spis		N;NOM;MASC;SG
index	wskaźnik	index	wskaźnik		N;NOM;MASC;SG
index	indeksu	index	indeks		N;GEN;MASC;SG
obișnuită	zwykły	obișnuit	zwykły	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
obișnuită	zwyczajne	obișnuit	zwyczajny	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
obișnuită	zwykłych	obișnuit	zwykły	ADJ;INDF;FEM;SG	ADJ;GEN;MASC;PL
obișnuită	zwykła	obișnuit	zwykły	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
obișnuită	zwyczajny	obișnuit	zwyczajny	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
obișnuită	zwykłe	obișnuit	zwykły	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
moral	moralnie	moral	moralnie	ADJ;INDF;MASC;SG	ADV
moral	morał	moral	morać	ADJ;INDF;MASC;SG	N;ACC;MASC;SG
moral	moralność	moral	moralność	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
kenneth	kenneth	kenneth	kenneth	PROPN	N;NOM;MASC;SG
asigurări	ubezpieczenie	asigurare	ubezpieczenie	N;INDF;FEM;PL	N;NOM;NEUT;SG
asigurări	ubezpieczenia	asigurare	ubezpieczenie	N;INDF;FEM;PL	N;NOM;NEUT;SG
dispute	kłótnie	dispută	kłótnie	N;INDF;FEM;PL	N;NOM;NEUT;SG
dispute	sporów	dispută	spór	N;INDF;FEM;PL	
dispute	spory	dispută	spór	N;INDF;FEM;PL	
portughez	portugalii	portughez	portugalia	ADJ;INDF;MASC;SG	
haiti	haiti	haiti	haiti	PROPN	
sindromul	syndrom	sindrom	syndrom	N;DEF;MASC;SG	N;ACC;MASC;SG
locație	lokalizacja	locație	lokalizacja	N;INDF;FEM;SG	N;NOM;FEM;SG
locație	położenie	locație	położenie	N;INDF;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
prezență	obecność	prezență	obecność	N;INDF;FEM;SG	N;NOM;FEM;SG
prezență	uczestnictwo	prezență	uczestnictwo	N;INDF;FEM;SG	N;NOM;NEUT;SG
prezență	obecność	prezență	obecność	N;INDF;FEM;SG	N;NOM;FEM;SG
prezență	występowanie	prezență	występowanie	N;INDF;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
eugene	eugene	eugen	eugen	PROPN	PROPN;NOM;MASC;SG
traseu	trasy	traseu	trasa	N;INDF;MASC;SG	N;ACC;FEM;PL
îmbunătățit	poprawy	îmbunătăți	poprawa	ADJ;INDF;MASC;SG	N;GEN;FEM;SG
arhitecturale	architektoniczne	arhitectural	architektoniczny	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
arhitecturale	architektury	arhitectural	architektura	ADJ;INDF;FEM;PL	N;GEN;FEM;SG
logic	logika	logic	logika	ADV	N;NOM;FEM;SG
logic	logiczne	logic	logiczny	ADV	ADJ;NOM;NEUT;SG
logic	logiczny	logic	logiczny	ADV	ADJ;NOM;MASC;SG
logic	logika	logic	logika	ADV	N;NOM;FEM;SG
logic	logiczne	logic	logiczny	ADV	ADJ;NOM;NEUT;SG
logic	logikę	logic	logika	ADV	N;ACC;FEM;SG
logic	logiki	logic	logika	ADV	N;GEN;FEM;SG
precizie	precyzji	precizie	precyzja	N;INDF;FEM;SG	N;GEN;FEM;SG
precizie	dokładność	precizie	dokładność	N;INDF;FEM;SG	N;NOM;FEM;SG
precizie	precyzyjne	precizie	precyzyjny	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
precizie	precyzja	precizie	precyzja	N;INDF;FEM;SG	N;NOM;FEM;SG
precizie	dokładność	precizie	dokładność	N;INDF;FEM;SG	N;NOM;FEM;SG
precizie	dokładności	precizie	dokładność	N;INDF;FEM;SG	N;GEN;FEM;SG
meyer	meyer	meyer	meyer	PROPN	
măsoară	środek	măsura	środek	V;IND;3;PRS;FIN	N;NOM;MASC;SG
măsoară	środka	măsura	środek	V;IND;3;PRS;FIN	N;GEN;MASC;SG
măsoară	miara	măsura	miara	V;IND;3;PRS;FIN	N;NOM;FEM;SG
măsoară	miary	măsura	miara	V;IND;3;PRS;FIN	
dom	kopuły	dom	kopuła	N;INDF;MASC;SG	N;ACC;FEM;PL
dom	dome	dom	dom	N;INDF;MASC;SG	
über	über	über	über	N;INDF;MASC;SG	
fame	sławy	famă	sława	N;INDF;MASC;SG	
controlat	kontrolowanych	controla	kontrolować	ADJ;INDF;MASC;SG	ADJ;IPFV;GEN;MASC;PL;POS;V.PTCP;PASS
acționat	działał	acționa	działać	ADJ;INDF;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
acționat	działała	acționa	działać	ADJ;INDF;MASC;SG	V;IPFV;FEM;IND;SG;PST;FIN;ACT
express	ekspres	express	ekspres	N;INDF;MASC;SG	
express	express	express	express	N;INDF;MASC;SG	
express	ekspresowe	express	ekspresowy	N;INDF;MASC;SG	
nel	nel	nel	nel	N;INDF;MASC;SG	PROPN;NOM;FEM;SG
baltice	bałtyckiego	baltic	bałtycki	ADJ;INDF;FEM;PL	ADJ;ACC;MASC;SG
mustafa	mustafa	mustafa	mustafa	PROPN	N;NOM;MASC;SG
ardere	spalania	ardere	spalać	N;INDF;FEM;SG	N;NOM;NEUT;SG
ardere	spalanie	ardere	spalać	N;INDF;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ardere	spalanie	ardere	spalać	N;INDF;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ardere	pali	ardere	palić	N;INDF;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
