что	какво	что	какъв	PRO;NOM	DET;NEUT;SG
ведущий	водещ	ведущий	водя	N;ANIM;NOM;MASC;SG	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
ведущий	водещи	ведущий	водя	N;ANIM;NOM;MASC;SG	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
ведущий	водещо	ведущий	водя	N;ANIM;NOM;MASC;SG	ADV
поста	пости	пост	пост	N;INAN;GEN;MASC;SG	N;INDF;MASC;PL
поста	гладно	пост	гладно	N;INAN;GEN;MASC;SG	ADV
роды	раждането	роды	раждане	N;INAN;NOM;MASC;PL	N;DEF;NEUT;SG
роды	раждане	роды	раждане	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
роды	рождение	роды	рождение	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
определить	определят	определить	определям-(се)	V;PFV;NFIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
убить	убий	убить	убия	V;PFV;NFIN;ACT	INTJ
петр	петър	петр	петър	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
петр	петър	петр	петър	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
петр	питър	петр	питър	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
петр	петер	петр	петер	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
петр	пьотр	петр	пьотр	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
популярных	популярно	популярный	популярен	ADJ;GEN;PL	ADV
популярных	популярен	популярный	популярен	ADJ;GEN;PL	ADJ;INDF;MASC;SG
популярных	популярна	популярный	популярен	ADJ;GEN;PL	ADJ;INDF;FEM;SG
верхний	горни	верхний	горен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
вмс	cpa	вмся	cpa	N;INAN;NOM;MASC;SG	PROPN;INDF;MASC;SG
друзей	friends	друг	friends	N;ANIM;GEN;MASC;PL	PROPN;INDF;MASC;SG
рынок	пазарна	рынок	пазарен	N;INAN;NOM;MASC;SG	ADJ;INDF;FEM;SG
рынок	пазарен	рынок	пазарен	N;INAN;NOM;MASC;SG	ADJ;INDF;MASC;SG
олимпийский	олимпик	олимпийский	олимпик	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
олимпийский	олимпийски	олимпийский	олимпийски	ADJ;NOM;MASC;SG	PROPN;INDF;MASC;SG
листья	листа	лист	листа	N;INAN;NOM;MASC;PL	N;INDF;FEM;SG
листья	оставя	лист	оставям-(се)	N;INAN;NOM;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
листья	листата	лист	листа	N;INAN;NOM;MASC;PL	N;DEF;FEM;SG
выиграла	уон	выиграть	уон	V;PFV;FEM;IND;SG;PST;FIN;ACT	N;INDF;MASC;SG
изучение	уча	изучение	уча-(се)	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
изучение	учим	изучение	уча-(се)	N;INAN;NOM;NEUT;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
изучение	учи	изучение	уча-(се)	N;INAN;NOM;NEUT;SG	V;IPFV;IMP;SG;2;FIN
температуры	температурата	температура	температура	N;INAN;NOM;FEM;PL	N;DEF;FEM;SG
температуры	температура	температура	температура	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
чикаго	чикаго	чикий	чикаго	N;INAN;NOM;MASC;SG	PROPN;INDF;MASC;SG
историческая	историческо	исторический	исторически	ADJ;NOM;FEM;SG	ADV
историческая	историческо	исторический	исторически	ADJ;NOM;FEM;SG	ADV
воздушных	въздушно	воздушный	въздушен	ADJ;GEN;PL	ADV
воздушных	антена	воздушный	антена	ADJ;GEN;PL	N;INDF;FEM;SG
степанович	степанович	степанович	степанович	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
голосование	гласувайте	голосование	гласувам	N;INAN;NOM;NEUT;SG	V;IPFV;IMP;PL;2;FIN
нефти	нефтени	нефть	нефтен	N;INAN;GEN;FEM;SG	ADJ;INDF;PL
нефти	нефтена	нефть	нефтен	N;INAN;GEN;FEM;SG	ADJ;INDF;FEM;SG
судна	кораб	судно	кораб	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
судна	съд	судно	съд	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
константинович	константинович	константинович	константинович	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
значительное	значително	значительный	значително	ADJ;NOM;NEUT;SG	ADV
значительное	значителни	значительный	значителен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
глаз	очи	глаз	око	N;INAN;NOM;MASC;SG	N;INDF;NEUT;PL
глаз	очите	глаз	око	N;INAN;NOM;MASC;SG	N;DEF;NEUT;PL
рынка	пазарна	рынок	пазарен	N;INAN;GEN;MASC;SG	ADJ;INDF;FEM;SG
рынка	пазарен	рынок	пазарен	N;INAN;GEN;MASC;SG	ADJ;INDF;MASC;SG
мексики	мексиканска	мексика	мексикански	N;INAN;NOM;FEM;PL	ADJ;INDF;FEM;SG
мексики	мексиканец	мексика	мексиканец	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
мексики	мексикански	мексика	мексикански	N;INAN;NOM;FEM;PL	ADJ;INDF;MASC;SG
мексики	мексиканско	мексика	мексикански	N;INAN;NOM;FEM;PL	ADV
мексики	мексико	мексика	мексико	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
граница	гранична	граница	граничен	N;INAN;NOM;FEM;SG	ADJ;INDF;FEM;SG
продолжение	продължавам	продолжение	продължавам	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
продолжение	продължи	продолжение	продължа	N;INAN;NOM;NEUT;SG	V;PFV;IND;SG;3;PST;FIN;ACT
продолжение	продължил	продолжение	продължа	N;INAN;NOM;NEUT;SG	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
достиг	постигнато	достичь	постигна	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
достиг	достигнат	достичь	достигна	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;IND;PL;3;PRS;FIN;ACT
достиг	достигната	достичь	достигна	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
утверждает	одобри	утверждать	одобря	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
экономически	икономически	экономически	икономически	ADV	ADJ;INDF;MASC;SG
лист	листове	лист	лист	N;INAN;NOM;MASC;SG	N;INDF;MASC;PL
сообщил	докладвани	сообщить	докладвам	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;INDF;PL;V.PTCP;PASS
сообщил	съобщено	сообщить	съобщено	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
сообщил	докладвано	сообщить	докладвам	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS
мелкие	малка	мелкий	малък	ADJ;NOM;PL	ADJ;INDF;FEM;SG
мелкие	малък	мелкий	малък	ADJ;NOM;PL	ADJ;INDF;MASC;SG
мелкие	дребен	мелкий	дребен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
установка	инсталации	установка	инсталация	N;INAN;NOM;FEM;SG	N;INDF;FEM;PL
корея	корея	корея	корей	N;INAN;NOM;FEM;SG	PROPN;INDF;FEM;SG
коллектив	колективни	коллектив	колективен	N;INAN;NOM;MASC;SG	ADJ;INDF;PL
коллектив	колективна	коллектив	колективен	N;INAN;NOM;MASC;SG	ADJ;INDF;FEM;SG
коллектив	колективно	коллектив	колективен	N;INAN;NOM;MASC;SG	ADV
построены	изградено	строить	изградя	V;PFV;PL;PST;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
мужчина	мъжко	мужчина	мъжко	N;ANIM;NOM;MASC;SG	ADV
мужчина	мъжки	мужчина	мъжки	N;ANIM;NOM;MASC;SG	ADJ;INDF;PL
мужчина	човече	мужчина	човече	N;ANIM;NOM;MASC;SG	ADV
рыбы	фиш	рыба	фиш	N;ANIM;NOM;FEM;PL	N;INDF;MASC;SG
рыбы	риба	рыба	риба	N;ANIM;NOM;FEM;PL	N;INDF;FEM;SG
филиал	бранч	филиал	бранч	N;INAN;NOM;MASC;SG	PROPN;INDF;MASC;SG
пьесы	играе	пьеса	играя	N;INAN;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
официальные	официален	официальный	официален	ADJ;NOM;PL	ADJ;INDF;MASC;SG
официальные	официално	официальный	официално	ADJ;NOM;PL	ADV
официальные	официална	официальный	официален	ADJ;NOM;PL	ADJ;INDF;FEM;SG
личный	лично	личный	лично	ADJ;NOM;MASC;SG	ADV
личный	лични	личный	личен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
колонии	колония	колония	колония	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
колонии	колонията	колония	колония	N;INAN;NOM;FEM;PL	N;DEF;FEM;SG
критическая	критично	критический	критично	ADJ;NOM;FEM;SG	ADV
критическая	критични	критический	критичен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
средние	средна	средний	среден	ADJ;NOM;PL	ADJ;INDF;FEM;SG
средние	среден	средний	среден	ADJ;NOM;PL	ADJ;INDF;MASC;SG
средние	средно	средний	средно	ADJ;NOM;PL	ADV
увидел	трион	видеть	трион	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;MASC;SG
окончание	завърши	окончание	завърша	N;INAN;NOM;NEUT;SG	V;PFV;IND;SG;3;PST;FIN;ACT
территориальное	териториално	территориальный	териториален	ADJ;NOM;NEUT;SG	ADV
территориальное	териториални	территориальный	териториален	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
технический	технически	технический	технически	ADJ;NOM;MASC;SG	ADV
технический	техническо	технический	технически	ADJ;NOM;MASC;SG	ADV
руб	руб	рубль	руб	N;INAN;GEN;MASC;PL	N;INDF;FEM;SG
медицины	лекарства	медицина	лекарство	N;INAN;GEN;FEM;SG	N;INDF;NEUT;PL
современная	модерно	современный	модерно	ADJ;NOM;FEM;SG	ADV
современная	модерни	современный	модерен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
современная	съвременно	современный	съвременно	ADJ;NOM;FEM;SG	ADV
современная	съвременни	современный	съвременен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
современная	съвременно	современный	съвременно	ADJ;NOM;FEM;SG	ADV
залива	залива	залив	заливам	N;INAN;GEN;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
зелёный	грийн	зелёный	грийн	ADJ;NOM;MASC;SG	PROPN;INDF;MASC;SG
зелёный	зелено	зелёный	зелено	ADJ;NOM;MASC;SG	ADV
зелёный	зелени	зелёный	зелен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
путешествие	пътувания	путешествие	пътуване	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;PL
путешествие	пътувам	путешествие	пътувам	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
путешествие	пътуват	путешествие	пътувам	N;INAN;NOM;NEUT;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
путешествие	пътешествия	путешествие	пътешествие	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;PL
путешествие	пътувам	путешествие	пътувам	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
путешествие	пътува	путешествие	пътувам	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
путешествие	пътуващи	путешествие	пътувам	N;INAN;NOM;NEUT;SG	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
обработки	преработени	обработка	преработя	N;INAN;GEN;FEM;SG	V;PFV;INDF;PL;V.PTCP;PASS
обработки	обработена	обработка	обработя	N;INAN;GEN;FEM;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
обработки	преработен	обработка	преработен	N;INAN;GEN;FEM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
обработки	обработени	обработка	обработя	N;INAN;GEN;FEM;SG	V;PFV;INDF;PL;V.PTCP;PASS
обработки	обработен	обработка	обработя	N;INAN;GEN;FEM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
границу	гранична	граница	граничен	N;INAN;ACC;FEM;SG	ADJ;INDF;FEM;SG
практика	практики	практика	практика	N;INAN;NOM;FEM;SG	N;INDF;FEM;PL
изменить	редактиране	изменить	редактиране	V;PFV;NFIN;ACT	N;INDF;NEUT;SG
изменить	промени	изменить	промяна	V;PFV;NFIN;ACT	N;INDF;FEM;PL
изменить	смяна	изменить	смяна	V;PFV;NFIN;ACT	N;INDF;FEM;SG
изменить	промяна	изменить	промяна	V;PFV;NFIN;ACT	N;INDF;FEM;SG
вадим	вадим	вадим	вадя	N;ANIM;NOM;MASC;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
александровна	александровна	александровна	александровен	N;ANIM;NOM;FEM;SG	ADJ;INDF;FEM;SG
половина	наполовина	половина	наполовина	N;INAN;NOM;FEM;SG	ADV
реакция	реакции	реакция	реакция	N;INAN;NOM;FEM;SG	N;INDF;FEM;PL
реакция	реакциите	реакция	реакция	N;INAN;NOM;FEM;SG	N;DEF;FEM;PL
остатки	остатък	остатки	остатък	N;INAN;NOM;MASC;PL	N;INDF;MASC;SG
личного	лично	личный	лично	ADJ;GEN;MASC;SG	ADV
личного	лични	личный	личен	ADJ;GEN;MASC;SG	ADJ;INDF;PL
борисович	борисович	борисович	борисович	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
горького	горки	горький	горка	ADJ;GEN;MASC;SG	PROPN;INDF;MASC;SG
высокие	висок	высокий	висок	ADJ;NOM;PL	ADJ;INDF;MASC;SG
высокие	висока	высокий	висок	ADJ;NOM;PL	ADJ;INDF;FEM;SG
мужской	мъжко	мужской	мъжко	ADJ;NOM;MASC;SG	ADV
мужской	мъжки	мужской	мъжки	ADJ;NOM;MASC;SG	ADJ;INDF;PL
мужской	мъж	мужской	мъж	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
мужской	мъжкар	мужской	мъжкар	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
мужской	мъжка	мужской	мъжка	ADJ;NOM;MASC;SG	N;INDF;FEM;SG
мужской	мъжествено	мужской	мъжествено	ADJ;NOM;MASC;SG	ADV
снять	оттегляне	снять	оттегляне	V;PFV;NFIN;ACT	N;INDF;NEUT;SG
днепр	днепър	днепр	днепър	N;INAN;NOM;MASC;SG	N;INDF;MASC;PL
железнодорожный	железници	железнодорожный	железница	ADJ;NOM;MASC;SG	N;INDF;FEM;PL
железнодорожный	железница	железнодорожный	железница	ADJ;NOM;MASC;SG	N;INDF;FEM;SG
железнодорожный	железница	железнодорожный	железница	ADJ;NOM;MASC;SG	N;INDF;FEM;SG
железнодорожный	железници	железнодорожный	железница	ADJ;NOM;MASC;SG	N;INDF;FEM;PL
бывшая	бивши	бывший	бивш	ADJ;NOM;FEM;SG	ADJ;INDF;PL
бывшая	бивш	бывший	бивш	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
постоянного	непрекъснати	постоянный	непрекъснат	ADJ;GEN;MASC;SG	ADJ;INDF;PL
иоганн	йоханес	иоганн	йоханес	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
иоганн	йохан	иоганн	йохан	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
организовал	уредено	организовывать	уреда	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
организовал	подредени	организовывать	подредя	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
организовал	уреден	организовывать	уреден	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;MASC;SG
организовал	уговорено	организовывать	уговоря	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
николаевна	николаевна	николаевна	николаевен	N;ANIM;NOM;FEM;SG	PROPN;INDF;FEM;SG
испытания	изпитване	испытание	изпитване	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
испытания	тест	испытание	тест	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
испытания	изпитване	испытание	изпитване	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
испытания	тестване	испытание	тестване	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
национальные	национална	национальный	национален	ADJ;NOM;PL	ADJ;INDF;FEM;SG
национальные	национален	национальный	национален	ADJ;NOM;PL	ADJ;INDF;MASC;SG
национальные	национално	национальный	национален	ADJ;NOM;PL	ADV
оккупации	професия	оккупация	професия	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
оккупации	окупация	оккупация	окупация	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
одни	сама	один	сама	DET;NOM;PL	ADJ;INDF;FEM;SG
одни	сам	один	сам	DET;NOM;PL	N;INDF;MASC;SG
присоединился	съединени	присоединиться	съединя-(се)	V;PFV;MASC;IND;SG;PST;FIN;MID	V;PFV;INDF;PL;V.PTCP;PASS
размеры	големина	размер	големина	N;INAN;NOM;MASC;PL	N;INDF;FEM;SG
размеры	размер	размер	размер	N;INAN;NOM;MASC;PL	N;INDF;MASC;SG
стивен	стивън	стивный	стивън	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
стивен	стивън	стивный	стивън	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
лес	уудс	лес	уудс	N;INAN;NOM;MASC;SG	PROPN;INDF;MASC;SG
лес	горски	лес	горски	N;INAN;NOM;MASC;SG	ADJ;INDF;MASC;SG
личное	лично	личный	лично	ADJ;NOM;NEUT;SG	ADV
личное	лични	личный	личен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
личное	частни	личный	частен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
личное	частно	личный	частен	ADJ;NOM;NEUT;SG	ADV
личное	редник	личный	редник	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
кольцо	пръстен	кольцо	пръстен	N;INAN;NOM;NEUT;SG	ADJ;INDF;MASC;SG
дерево	дървен	дерево	дървен	N;INAN;NOM;NEUT;SG	ADJ;INDF;MASC;SG
дерево	дърва	дерево	дърво	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;PL
дерево	дървени	дерево	дървен	N;INAN;NOM;NEUT;SG	ADJ;INDF;PL
избежать	избягвам	избегнуть	избягвам	V;PFV;NFIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
избежать	избягване	избегнуть	избягване	V;PFV;NFIN;ACT	N;INDF;NEUT;SG
избежать	избягвайте	избегнуть	избягвам	V;PFV;NFIN;ACT	V;IPFV;IMP;PL;2;FIN
избежать	избягване	избегнуть	избягване	V;PFV;NFIN;ACT	N;INDF;NEUT;SG
хит	удари	хит	удар	N;INAN;NOM;MASC;SG	N;INDF;MASC;PL
явления	феномен	явление	феномен	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
харьков	харков	харький	харков	N;INAN;NOM;MASC;SG	PROPN;INDF;MASC;SG
основание	основи	основание	основа	N;INAN;NOM;NEUT;SG	N;INDF;FEM;PL
съёмки	снимам	съемка	снимам	N;INAN;NOM;FEM;PL	V;IPFV;IND;SG;1;PRS;FIN;ACT
съёмки	снимането	съемка	снимане	N;INAN;NOM;FEM;PL	N;DEF;NEUT;SG
съёмки	снимаш	съемка	снимам	N;INAN;NOM;FEM;PL	V;IPFV;IND;SG;2;PRS;FIN;ACT
съёмки	снимане	съемка	снимане	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
съёмки	стрелба	съемка	стрелба	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
церемонии	церемония	церемония	церемония	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
церемонии	церемонията	церемония	церемония	N;INAN;NOM;FEM;PL	N;DEF;FEM;SG
токио	токио	токио	токио	N;INAN;NOM;NEUT;SG	PROPN;INDF;MASC;SG
британская	британско	британский	британски	ADJ;NOM;FEM;SG	ADV
британская	британци	британский	британец	ADJ;NOM;FEM;SG	N;INDF;MASC;PL
британская	британец	британский	британец	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
коллекции	събиране	коллекция	събиране	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
коллекции	колекция	коллекция	колекция	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
полёт	летящи	полет	летящ	N;INAN;NOM;MASC;SG	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
полёт	лети	полет	летя	N;INAN;NOM;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
полёт	полета	полет	поле	N;INAN;NOM;MASC;SG	N;INDF;NEUT;PL
лето	лятно	лето	летен	N;INAN;NOM;NEUT;SG	ADV
лето	самър	лето	самър	N;INAN;NOM;NEUT;SG	PROPN;INDF;MASC;SG
скажем	кажи	сказать	кажа	V;PFV;IND;PL;1;FUT;FIN;ACT	V;PFV;IMP;SG;2;FIN
разделы	раздели	раздел	разделя-(се)	N;INAN;NOM;MASC;PL	V;PFV;IMP;SG;2;FIN
авиакомпании	авиокомпания	авиакомпания	авиокомпания	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
авиакомпании	авиокомпания	авиакомпания	авиокомпания	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
авиакомпании	airlines	авиакомпания	airlines	N;INAN;NOM;FEM;PL	PROPN;INDF;MASC;SG
высокая	високи	высокий	висок	ADJ;NOM;FEM;SG	ADJ;INDF;PL
высокая	високо	высокий	високо	ADJ;NOM;FEM;SG	ADV
высокая	високи	высокий	висок	ADJ;NOM;FEM;SG	ADJ;INDF;PL
узбекистана	узбекистан	узбекистан	узбекистан	N;INAN;GEN;MASC;SG	PROPN;INDF;MASC;SG
узбекистана	узбекски	узбекистан	узбекски	N;INAN;GEN;MASC;SG	ADJ;INDF;MASC;SG
онлайн	онлайн	онлайн	онлайн	ADV	N;INDF;MASC;SG
онлайн	online	онлайн	online	ADV	ADJ
кирилл	кирил	кирилл	киря-(се)	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
кирилл	кирил	кирилл	киря-(се)	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
кирилл	сирил	кирилл	сирил	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
однозначно	определено	однозначно	определено	ADV	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
чисто	изчистване	чисто	изчистване	ADV	N;INDF;NEUT;SG
чисто	чист	чисто	чист	ADV	ADJ;INDF;MASC;SG
чисто	чиста	чисто	чист	ADV	ADJ;INDF;FEM;SG
чисто	чист	чисто	чист	ADV	ADJ;INDF;MASC;SG
чисто	чисти	чисто	чистя	ADV	ADJ;INDF;PL
чисто	чиста	чисто	чист	ADV	ADJ;INDF;FEM;SG
отдельная	отделни	отдельный	отделен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
отдельная	разделени	отдельный	разделя-(се)	ADJ;NOM;FEM;SG	V;PFV;INDF;PL;V.PTCP;PASS
отдельная	отделно	отдельный	отделно	ADJ;NOM;FEM;SG	ADV
отдельная	отделени	отдельный	отделя-(се)	ADJ;NOM;FEM;SG	V;PFV;INDF;PL;V.PTCP;PASS
энергия	energy	энергия	energy	N;INAN;NOM;FEM;SG	INTJ
подходит	припадъци	подходить	припадък	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;MASC;PL
подходит	подходящ	подходить	подходящ	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;INDF;MASC;SG
подходит	подходяща	подходить	подходящ	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;INDF;FEM;SG
подходит	подходящи	подходить	подходящ	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;INDF;PL
подходит	подходящо	подходить	подходящ	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADV
подходит	годен	подходить	годен	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;INDF;MASC;SG
подходит	годни	подходить	годен	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;INDF;PL
сохранить	спасяване	сохранить	спасяване	V;PFV;NFIN;ACT	N;INDF;NEUT;SG
сохранить	запис	сохранить	запис	V;PFV;NFIN;ACT	N;INDF;MASC;SG
литературный	литературни	литературный	литературен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
миннесота	минесота	миннесот	минеса	N;INAN;NOM;MASC;SG	PROPN;INDF;FEM;SG
продажи	разпродажба	продажа	разпродажба	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
продажи	продажба	продажа	продажба	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
франко	франко	французский	франко	ADV	N;INDF;MASC;SG
официальное	официално	официальный	официално	ADJ;NOM;NEUT;SG	ADV
ограничения	ограничение	ограничение	ограничение	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
ограничения	ограничаване	ограничение	ограничаване	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
семинарии	семинарията	семинария	семинария	N;INAN;NOM;FEM;PL	N;DEF;FEM;SG
собственный	собствено	собственный	собствен	ADJ;NOM;MASC;SG	ADV
собственный	собствени	собственный	собствен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
спутник	сателитно	спутник	сателитен	N;INAN;NOM;MASC;SG	ADV
спутник	сателитен	спутник	сателитен	N;INAN;NOM;MASC;SG	ADJ;INDF;MASC;SG
спутник	сателитна	спутник	сателитен	N;INAN;NOM;MASC;SG	ADJ;INDF;FEM;SG
объявлено	обяви	объявить	обявя-(се)	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
объявлено	обявени	объявить	обявя-(се)	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
личные	лично	личный	лично	ADJ;NOM;PL	ADV
личные	личен	личный	личен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
личные	лична	личный	личен	ADJ;NOM;PL	ADJ;INDF;FEM;SG
личные	персонален	личный	персонален	ADJ;NOM;PL	ADJ;INDF;MASC;SG
като	катон	като	катон		N;INDF;MASC;SG
като	kato	като	kato		PROPN;INDF;MASC;SG
потерял	изгубено	терять	изгубя-(се)	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADV
потерял	изгубени	терять	изгубен	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;PL
потерял	изгубена	терять	изгубя-(се)	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;FEM;SG
потерял	загубен	терять	загубен	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;MASC;SG
потерял	загуби	терять	загуба	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;FEM;PL
потерял	изгубен	терять	изгубен	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;MASC;SG
ким	ким	ким	ким	PART	PROPN;INDF;FEM;SG
установлено	инсталирани	установить	инсталирам	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
владислав	владислав	владислав	владислав	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
выпустила	освободена	выпустить	освободя-(се)	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
