категория	kategorii	категория	kategoria	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
надежда	oby	надежда	oby	N;INAN;NOM;FEM;SG	
изменить	edit	изменить	edit	V;PFV;NFIN;ACT	
изменить	edycja	изменить	edycja	V;PFV;NFIN;ACT	N;NOM;FEM;SG
изменить	edytuj	изменить	edytować	V;PFV;NFIN;ACT	
изменить	zmiana	изменить	zmiana	V;PFV;NFIN;ACT	N;NOM;FEM;SG
изменить	zmiany	изменить	zmiana	V;PFV;NFIN;ACT	N;ACC;FEM;PL
вадим	wadim	вадим	wadić	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
психологии	psychologii	психология	psychologia	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
александровна	aleksandrowna	александровна	aleksandrowny	N;ANIM;NOM;FEM;SG	ADJ;NOM;FEM;SG
половина	pół	половина	pół	N;INAN;NOM;FEM;SG	
половина	połowa	половина	połowy	N;INAN;NOM;FEM;SG	
реакция	reakcji	реакция	reakcja	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
реакция	reakcje	реакция	reakcja	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
реакция	odpowiedzi	реакция	odpowiedź	N;INAN;NOM;FEM;SG	N;ACC;FEM;PL
реакция	reakcji	реакция	reakcja	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
реакция	reakcje	реакция	reakcja	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
остатки	pozostałość	остатки	pozostałość	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
остатки	pozostałości	остатки	pozostałość	N;INAN;NOM;MASC;PL	N;ACC;FEM;PL
остатки	osad	остатки	osada	N;INAN;NOM;MASC;PL	
остатки	resztki	остатки	resztka	N;INAN;NOM;MASC;PL	N;ACC;FEM;PL
остатки	pozostałości	остатки	pozostałość	N;INAN;NOM;MASC;PL	N;ACC;FEM;PL
медалей	medale	медаль	medal	N;INAN;GEN;FEM;PL	N;NOM;MASC;PL
доска	tablicy	доска	tablica	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
доска	pokładzie	доска	pokład	N;INAN;NOM;FEM;SG	N;ACC;MASC;SG
личного	osobiste	личный	osobisty	ADJ;GEN;MASC;SG	ADJ;NOM;NEUT;SG
личного	osobista	личный	osobisty	ADJ;GEN;MASC;SG	ADJ;NOM;FEM;SG
личного	osobisty	личный	osobisty	ADJ;GEN;MASC;SG	ADJ;NOM;MASC;SG
горького	gorky	горький	gorka	ADJ;GEN;MASC;SG	
здравоохранения	zdrowia	здравоохранение	zdrowie	N;INAN;NOM;NEUT;SG	N;GEN;NEUT;SG
высокие	wysoka	высокий	wysoki	ADJ;NOM;PL	
высокие	wysoki	высокий	wysoki	ADJ;NOM;PL	
высокие	wysokie	высокий	wysoki	ADJ;NOM;PL	V;PFV;IND;SG;FIN;ACT
родителей	rodzicami	родитель	rodzic	N;ANIM;GEN;MASC;PL	N;INS;MASC;PL
родителей	rodziców	родитель	rodzic	N;ANIM;GEN;MASC;PL	N;ACC;MASC;PL
родителей	rodzice	родитель	rodzic	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
параметры	parametrów	параметр	parametr	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
параметры	ustawienia	параметр	ustawić	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG
мужской	samiec	мужской	samiec	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
мужской	męska	мужской	męski	ADJ;NOM;MASC;SG	
мужской	mężczyzna	мужской	mężczyzna	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
судьба	przeznaczenia	судьба	przeznaczenie	N;INAN;NOM;FEM;SG	N;GEN;NEUT;SG
судьба	przeznaczeniem	судьба	przeznaczenie	N;INAN;NOM;FEM;SG	N;INS;NEUT;SG
судьба	losy	судьба	los	N;INAN;NOM;FEM;SG	N;NOM;MASC;PL
судьба	przeznaczenia	судьба	przeznaczenie	N;INAN;NOM;FEM;SG	N;GEN;NEUT;SG
днепр	dniepr	днепр	dniepr	N;INAN;NOM;MASC;SG	
железнодорожный	kolej	железнодорожный	kolej	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
железнодорожный	kolei	железнодорожный	kolej	ADJ;NOM;MASC;SG	
железнодорожный	kolej	железнодорожный	kolej	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
железнодорожный	szyny	железнодорожный	szyna	ADJ;NOM;MASC;SG	N;ACC;FEM;SG
правители	linijki	правитель	linijka	N;ANIM;NOM;MASC;PL	N;ACC;FEM;PL
правители	władcy	правитель	władka	N;ANIM;NOM;MASC;PL	N;NOM;MASC;SG
бывшая	były	бывший	być	ADJ;NOM;FEM;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
бывшая	poprzednie	бывший	poprzednie	ADJ;NOM;FEM;SG	
постоянного	ciągła	постоянный	ciągły	ADJ;GEN;MASC;SG	V;IPFV;FEM;IND;SG;PST;FIN;ACT
постоянного	ciągł	постоянный	ciąg	ADJ;GEN;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
постоянного	ciągły	постоянный	ciągły	ADJ;GEN;MASC;SG	N;NOM;MASC;SG
постоянного	ciągłego	постоянный	ciągły	ADJ;GEN;MASC;SG	ADJ;ACC;MASC;SG
глубина	głębokości	глубина	głębokość	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
иоганн	johann	иоганн	johanny	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
организовал	ułożone	организовывать	ułożyć	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
лодки	łodzi	лодка	łódź	N;INAN;NOM;FEM;PL	
лодки	łódki	лодка	łódka	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
испытания	test	испытание	test	N;INAN;NOM;NEUT;PL	N;NOM;MASC;SG
испытания	badanie	испытание	badanie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
испытания	próba	испытание	próba	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
испытания	prób	испытание	prób	N;INAN;NOM;NEUT;PL	
испытания	próby	испытание	próba	N;INAN;NOM;NEUT;PL	
испытания	próby	испытание	próba	N;INAN;NOM;NEUT;PL	
испытания	badanie	испытание	badanie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
испытания	testowanie	испытание	testować	N;INAN;NOM;NEUT;PL	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
испытания	próba	испытание	próba	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
вселенной	wszechświecie	вселенная	wszechświecie	N;INAN;NOM;FEM;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
вселенной	wszechświata	вселенная	wszechświatać	N;INAN;NOM;FEM;SG	N;GEN;MASC;SG
национальные	krajowa	национальный	krajowy	ADJ;NOM;PL	ADJ;NOM;FEM;SG
национальные	krajowe	национальный	krajowy	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
национальные	national	национальный	national	ADJ;NOM;PL	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
национальные	narodowy	национальный	narodowy	ADJ;NOM;PL	ADJ;NOM;MASC;SG
национальные	krajowy	национальный	krajowy	ADJ;NOM;PL	ADJ;NOM;MASC;SG
национальные	krajowych	национальный	krajowy	ADJ;NOM;PL	ADJ;GEN;MASC;PL
оккупации	zajęcie	оккупация	zająć	N;INAN;NOM;FEM;PL	N;PFV;NOM;NEUT;SG;POS;V.MSDR
оккупации	zawód	оккупация	zawód	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
восстановления	przywrócenie	восстановление	przywrócenie	N;INAN;GEN;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
восстановления	odbudowa	восстановление	odbudowy	N;INAN;GEN;NEUT;SG	
восстановления	odtworzenie	восстановление	odtworzyć	N;INAN;GEN;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
восстановления	odzyskanie	восстановление	odzyskać	N;INAN;GEN;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
восстановления	odzysk	восстановление	odzysk	N;INAN;GEN;NEUT;SG	N;NOM;MASC;SG
восстановления	odzyskiwanie	восстановление	odzyskiwać	N;INAN;GEN;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
преподаватель	profesorze	преподаватель	profesor	N;ANIM;NOM;MASC;SG	N;VOC;MASC;SG
преподаватель	nauczycielu	преподаватель	nauczyciel	N;ANIM;NOM;MASC;SG	N;VOC;MASC;SG
одни	samotnie	один	samotnie	DET;NOM;PL	ADV
одни	sama	один	sam	DET;NOM;PL	ADJ;NOM;FEM;SG
одни	sam	один	sam	DET;NOM;PL	ADJ;NOM;MASC;SG
присоединился	połączone	присоединиться	połączyć	V;PFV;MASC;IND;SG;PST;FIN;MID	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
присоединился	dołączyła	присоединиться	dołączyć	V;PFV;MASC;IND;SG;PST;FIN;MID	V;PFV;FEM;IND;SG;PST;FIN;ACT
присоединился	dołączył	присоединиться	dołączyć	V;PFV;MASC;IND;SG;PST;FIN;MID	V;PFV;MASC;IND;SG;PST;FIN;ACT
присоединился	dołączenie	присоединиться	dołączenie	V;PFV;MASC;IND;SG;PST;FIN;MID	N;NOM;NEUT;SG;V.MSDR
размеры	wielkość	размер	wielkość	N;INAN;NOM;MASC;PL	N;ACC;FEM;SG
размеры	rozmiar	размер	rozmiar	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
размеры	wielkości	размер	wielkość	N;INAN;NOM;MASC;PL	N;GEN;FEM;SG
философия	filozofii	философия	filozofia	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
снг	cis	снг	cis	N;INAN;NOM;NEUT;SG	
снг	sic	снг	sie	N;INAN;NOM;NEUT;SG	
снг	lpg	снг	lep	N;INAN;NOM;NEUT;SG	
стивен	stephen	стивный	stephen	N;ANIM;NOM;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
стивен	stefan	стивный	stefan	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
стивен	stephena	стивный	stephen	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
стивен	stevena	стивный	steryn	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
стивен	steven	стивный	steven	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
лес	lasu	лес	las	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
лес	lasy	лес	las	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
лес	lesie	лес	las	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
лес	woods	лес	woods	N;INAN;NOM;MASC;SG	
лес	les	лес	les	N;INAN;NOM;MASC;SG	
лес	lasy	лес	las	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
лес	leśne	лес	leśny	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
лес	lasu	лес	las	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
лес	leśny	лес	leśny	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
личное	private	личный	privaty	ADJ;NOM;NEUT;SG	
вашингтон	waszyngtonie	вашингтон	waszyngton	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
вашингтон	waszyngtonu	вашингтон	waszyngton	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
кольцо	ring	кольцо	ring	N;INAN;NOM;NEUT;SG	
дерево	wood	дерево	wood	N;INAN;NOM;NEUT;SG	
дерево	drewna	дерево	drewna	N;INAN;NOM;NEUT;SG	
дерево	drzewa	дерево	drzewo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;PL
избежать	unikam	избегнуть	unikać	V;PFV;NFIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
избежать	unikanie	избегнуть	unikać	V;PFV;NFIN;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
избежать	unika	избегнуть	unikać	V;PFV;NFIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
избежать	unikać	избегнуть	unikać	V;PFV;NFIN;ACT	V;IPFV;NFIN;ACT
избежать	unikaj	избегнуть	unikać	V;PFV;NFIN;ACT	V;IPFV;IMP;SG;2;FIN;ACT
избежать	ucieczce	избегнуть	ucieczka	V;PFV;NFIN;ACT	N;DAT;FEM;SG
избежать	ucieczka	избегнуть	ucieczka	V;PFV;NFIN;ACT	N;NOM;FEM;SG
хит	hit	хит	hit	N;INAN;NOM;MASC;SG	
хит	uderzył	хит	uderzyć	N;INAN;NOM;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
хит	heath	хит	heath	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
явления	fenomen	явление	fenomen	N;INAN;NOM;NEUT;PL	N;NOM;MASC;SG
явления	zjawisk	явление	zjawisko	N;INAN;NOM;NEUT;PL	N;GEN;NEUT;PL
явления	zjawisko	явление	zjawisko	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
харьков	charków	харький	chark	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
улучшения	poprawa	улучшение	poprawa	N;INAN;NOM;NEUT;PL	V;IPFV;IND;SG;PRS;FIN;ACT
улучшения	udoskonalenia	улучшение	udoskonalenie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
улучшения	ulepszenia	улучшение	ulepszyć	N;INAN;NOM;NEUT;PL	N;PFV;NOM;NEUT;SG;POS;V.MSDR
улучшения	poprawy	улучшение	poprawa	N;INAN;NOM;NEUT;PL	N;GEN;FEM;SG
улучшения	doskonalenie	улучшение	doskonalenie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
улучшения	usprawnienia	улучшение	usprawnienie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
основание	fundacji	основание	fundacja	N;INAN;NOM;NEUT;SG	N;GEN;FEM;SG
основание	foundation	основание	foundation	N;INAN;NOM;NEUT;SG	
основание	podstawie	основание	podstawa	N;INAN;NOM;NEUT;SG	N;DAT;FEM;SG
основание	podstawy	основание	podstawa	N;INAN;NOM;NEUT;SG	N;ACC;FEM;PL
основание	base	основание	bas	N;INAN;NOM;NEUT;SG	
основание	bazy	основание	baza	N;INAN;NOM;NEUT;SG	N;GEN;FEM;SG
основание	ziemi	основание	ziemia	N;INAN;NOM;NEUT;SG	N;GEN;FEM;SG
основание	mielone	основание	mielony	N;INAN;NOM;NEUT;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
хана	hana	хан	han	N;ANIM;ACC;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
съёмки	strzelanina	съемка	strzelanina	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
съёмки	strzelać	съемка	strzelać	N;INAN;NOM;FEM;PL	V;IPFV;NFIN;ACT
съёмки	strzelanie	съемка	strzelać	N;INAN;NOM;FEM;PL	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
дополнение	suplement	дополнение	suplement	N;INAN;NOM;NEUT;SG	N;ACC;MASC;SG
дополнение	suplementy	дополнение	suplement	N;INAN;NOM;NEUT;SG	N;ACC;MASC;PL
дополнение	uzupełniające	дополнение	uzupełniać	N;INAN;NOM;NEUT;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
церемонии	ceremonia	церемония	ceremonia	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
церемонии	ceremonii	церемония	ceremonia	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
церемонии	uroczystości	церемония	uroczystość	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
церемонии	uroczystość	церемония	uroczystość	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
церемонии	ceremonii	церемония	ceremonia	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
токио	tokyo	токио	tokyo	N;INAN;NOM;NEUT;SG	
токио	tokio	токио	tokio	N;INAN;NOM;NEUT;SG	
британская	british	британский	british	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
коллекции	kolekcji	коллекция	kolekcja	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
коллекции	zbieranie	коллекция	zbierać	N;INAN;NOM;FEM;PL	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
коллекции	kolekcja	коллекция	kolekcja	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
коллекции	zbiór	коллекция	zbiór	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
коллекции	kolekcji	коллекция	kolekcja	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
полёт	latające	полет	latać	N;INAN;NOM;MASC;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
полёт	pływające	полет	pływać	N;INAN;NOM;MASC;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
полёт	latający	полет	latać	N;INAN;NOM;MASC;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
полёт	latanie	полет	latan	N;INAN;NOM;MASC;SG	
полёт	lotu	полет	lot	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
лето	summer	лето	summer	N;INAN;NOM;NEUT;SG	
лето	letnie	лето	letni	N;INAN;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
лето	letni	лето	letni	N;INAN;NOM;NEUT;SG	ADJ;NOM;MASC;SG
лето	lato	лето	lato	N;INAN;NOM;NEUT;SG	
скажем	powiedz	сказать	powiedzieć	V;PFV;IND;PL;1;FUT;FIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
законы	prawa	закон	prawo	N;INAN;NOM;MASC;PL	
дизайн	design	дизайн	design	N;INAN;NOM;MASC;SG	
имхо	imho	имхо	imho	ADV	
планы	planów	план	plan	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
планы	planuje	план	planować	N;INAN;NOM;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
разделы	przegrody	раздел	przegroda	N;INAN;NOM;MASC;PL	N;ACC;FEM;SG
разделы	partycji	раздел	partycja	N;INAN;NOM;MASC;PL	N;GEN;FEM;SG
авиакомпании	airlines	авиакомпания	airlines	N;INAN;NOM;FEM;PL	
агентство	agencji	агентство	agencja	N;INAN;NOM;NEUT;SG	N;GEN;FEM;SG
агентство	agencję	агентство	agencja	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
высокая	wysoka	высокий	wysoki	ADJ;NOM;FEM;SG	
высокая	wysokie	высокий	wysoki	ADJ;NOM;FEM;SG	V;PFV;IND;SG;FIN;ACT
высокая	high	высокий	high	ADJ;NOM;FEM;SG	
высокая	wysoki	высокий	wysoki	ADJ;NOM;FEM;SG	
высокая	wysoko	высокий	wysoko	ADJ;NOM;FEM;SG	ADV
высокая	wysoka	высокий	wysoki	ADJ;NOM;FEM;SG	
высокая	wysoki	высокий	wysoki	ADJ;NOM;FEM;SG	
высокая	wysokie	высокий	wysoki	ADJ;NOM;FEM;SG	V;PFV;IND;SG;FIN;ACT
линий	linii	линия	linia	N;INAN;GEN;FEM;PL	N;GEN;FEM;SG
линий	linijki	линия	linijka	N;INAN;GEN;FEM;PL	N;ACC;FEM;PL
линий	linie	линия	linąć	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
узбекистана	uzbekistan	узбекистан	uzbekistać	N;INAN;GEN;MASC;SG	
узбекистана	uzbecki	узбекистан	uzbecki	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
онлайн	online	онлайн	onliny	ADV	
семён	siemion	семен	siemion	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
кирилл	kiriłł	кирилл	kiriła	N;ANIM;NOM;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
кирилл	cyril	кирилл	cyril	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
чисто	czysto	чисто	czysto	ADV	
чисто	czysty	чисто	czysty	ADV	ADJ;NOM;MASC;SG
чисто	czysta	чисто	czysty	ADV	
чисто	czyste	чисто	czysty	ADV	ADJ;NOM;NEUT;SG
чисто	czysty	чисто	czysty	ADV	ADJ;NOM;MASC;SG
чисто	czysta	чисто	czysty	ADV	
чисто	czyste	чисто	czysty	ADV	ADJ;NOM;NEUT;SG
шевченко	szewczenko	шевченко	szewczenko	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
любые	jakikolwiek	любой	jakikolwiek	DET;NOM;PL	DET;NOM;MASC;SG
любые	dowolny	любой	dowolny	DET;NOM;PL	ADJ;NOM;MASC;SG
любые	jakiekolwiek	любой	jakiekolwiek	DET;NOM;PL	DET;NOM;MASC;SG
трое	trzy	трое	trzy	NUM;NOM	NUM;ACC;MASC;PL
перечень	listy	перечень	list	N;INAN;NOM;MASC;SG	
перечень	listę	перечень	lista	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
энергия	energię	энергия	energia	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
энергия	energii	энергия	energia	N;INAN;NOM;FEM;SG	
энергия	energy	энергия	energy	N;INAN;NOM;FEM;SG	
подходит	odpowiednia	подходить	odpowiedni	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;FEM;SG
подходит	odpowiedni	подходить	odpowiedni	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;MASC;SG
подходит	odpowiednie	подходить	odpowiedni	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;FIN;ACT
подходит	fit	подходить	fit	V;IPFV;IND;SG;3;PRS;FIN;ACT	
мэри	maryjo	мэр	maryć	N;ANIM;NOM;FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
мэри	maria	мэр	maria	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
мэри	maryja	мэр	maryj	N;ANIM;NOM;FEM;SG	
мэри	mary	мэр	mary	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
мэри	maryi	мэр	mary	N;ANIM;NOM;FEM;SG	
миннесота	minnesota	миннесот	minnesota	N;INAN;NOM;MASC;SG	
продажи	sprzedaż	продажа	sprzedaż	N;INAN;NOM;FEM;PL	
продажи	sprzedaży	продажа	sprzedaż	N;INAN;NOM;FEM;PL	
продажи	sprzedaży	продажа	sprzedaż	N;INAN;NOM;FEM;PL	
продажи	sprzedaż	продажа	sprzedaż	N;INAN;NOM;FEM;PL	
продажи	wyprzedaż	продажа	wyprzedaż	N;INAN;NOM;FEM;PL	V;PFV;IMP;SG;2;FIN;ACT
динамика	dynamiki	динамика	dynamika	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
динамика	dynamics	динамика	dynamics	N;INAN;NOM;FEM;SG	
динамика	dynamiczny	динамика	dynamiczny	N;INAN;NOM;FEM;SG	ADJ;NOM;MASC;SG
франко	franco	французский	franca	ADV	
официальное	urzędnik	официальный	urzędnik	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
официальное	urzędowym	официальный	urzędowy	ADJ;NOM;NEUT;SG	ADJ;INS;MASC;SG
официальное	oficjalnie	официальный	oficjalnie	ADJ;NOM;NEUT;SG	ADV
собственности	własności	собственность	własność	N;INAN;GEN;FEM;SG	N;ACC;FEM;SG
собственности	właściwość	собственность	właściwość	N;INAN;GEN;FEM;SG	N;NOM;FEM;SG
собственности	własność	собственность	własność	N;INAN;GEN;FEM;SG	N;ACC;FEM;SG
собственности	nieruchomość	собственность	nieruchomość	N;INAN;GEN;FEM;SG	N;NOM;FEM;SG
ограничения	ograniczenia	ограничение	ograniczenie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
ограничения	ograniczeń	ограничение	ograniczenie	N;INAN;NOM;NEUT;PL	N;GEN;NEUT;PL
ограничения	ograniczenia	ограничение	ograniczenie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
ограничения	ograniczenia	ограничение	ograniczenie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
ограничения	ograniczenie	ограничение	ograniczenie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
семинарии	seminarium	семинария	seminarium	N;INAN;NOM;FEM;PL	N;ACC;NEUT;SG
людмила	ludmiła	людмила	ludmić	N;ANIM;NOM;FEM;SG	V;IPFV;FEM;IND;SG;PST;FIN;ACT
осталась	pozostał	остаться	pozostać	V;PFV;FEM;IND;SG;PST;FIN;MID	V;PFV;MASC;IND;SG;PST;FIN;ACT
спутник	satelitarne	спутник	satelitarny	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
спутник	satelitarnej	спутник	satelitarny	N;INAN;NOM;MASC;SG	ADJ;GEN;FEM;SG
спутник	satelitarna	спутник	satelitarny	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
спутник	satelity	спутник	satelita	N;INAN;NOM;MASC;SG	N;ACC;FEM;PL
спутник	sputnik	спутник	sputnik	N;INAN;NOM;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
валентина	valentina	валентина	valentina	N;ANIM;NOM;FEM;SG	
валентина	walentynki	валентина	walentynka	N;ANIM;NOM;FEM;SG	N;NOM;FEM;PL
валентина	valentine	валентина	valentine	N;ANIM;NOM;FEM;SG	
диаметр	średnicy	диаметр	średnica	N;INAN;NOM;MASC;SG	N;GEN;FEM;SG
карт	mapy	карта	mapa	N;INAN;GEN;FEM;PL	N;ACC;FEM;SG
объявлено	ogłosił	объявить	ogłosić	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
объявлено	ogłoszone	объявить	ogłosić	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
объявлено	ogłosili	объявить	ogłosić	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;MASC;IND;PL;PST;FIN;ACT
объявлено	ogłoszono	объявить	ogłosić	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
объявлено	ogłosiła	объявить	ogłosić	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;FEM;IND;SG;PST;FIN;ACT
личные	osobiste	личный	osobisty	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
личные	osobista	личный	osobisty	ADJ;NOM;PL	ADJ;NOM;FEM;SG
личные	osobisty	личный	osobisty	ADJ;NOM;PL	ADJ;NOM;MASC;SG
февраль	luty	февраль	luty	N;INAN;NOM;MASC;SG	
февраль	lutego	февраль	luty	N;INAN;NOM;MASC;SG	
февраль	luty	февраль	luty	N;INAN;NOM;MASC;SG	
февраль	lutego	февраль	luty	N;INAN;NOM;MASC;SG	
потерял	zagubiona	терять	zagubić	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
потерял	zagubiony	терять	zagubić	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
потерял	stracone	терять	stracić	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
потерял	utracone	терять	utracić	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
ким	kim	ким	kto	PART	PRO;INS;MASC;SG
бавария	bayern	баварий	bayern	N;INAN;NOM;FEM;SG	
установлено	zainstalowany	установить	zainstalować	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
