של	shel	של	shel	PART;GEN	
נותן	veriyor	נתן	ver	V;MASC;SG;V.PTCP;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
נותן	veren	נתן	ver	V;MASC;SG;V.PTCP;ACT	
מניח	tahmin	הניח	tahmin	V;MASC;SG;V.PTCP;ACT	
נרצח	öldürülen	נרצח	öl	V;MASC;SG;3;PST;MID	V;PFV;IND;POS;PRS;V.PTCP;PASS
נרצח	öldürüldü	נרצח	öl	V;MASC;SG;3;PST;MID	V;PFV;IND;SG;3;POS;PST;PASS
נרצח	öldürülmüş	נרצח	öl	V;MASC;SG;3;PST;MID	V;PFV;NFH;IND;SG;3;POS;PST;PASS
נרצח	suikast	נרצח	suikast	V;MASC;SG;3;PST;MID	
נוצרה	yaratılmış	נוצר	yarat	V;FEM;SG;3;PST;MID	V;PFV;NFH;IND;SG;3;POS;PST;PASS
נוצרה	oluşturuldu	נוצר	oluş	V;FEM;SG;3;PST;MID	V;PFV;IND;SG;3;POS;PST;PASS
נוצרה	yaratıldı	נוצר	yarat	V;FEM;SG;3;PST;MID	V;PFV;IND;SG;3;POS;PST;PASS
נוצרה	oluşturulan	נוצר	oluş	V;FEM;SG;3;PST;MID	V;PFV;IND;POS;PRS;V.PTCP;PASS
רמות	seviye	רמה	sev	N;FEM;PL	
מסחר	ticaret	מסחר	ticaret	N;MASC;SG	
מסחר	takas	מסחר	takas	N;MASC;SG	
מסחר	ticaret	מסחר	ticaret	N;MASC;SG	
מסחר	takas	מסחר	takas	N;MASC;SG	
מסחר	ticaret	מסחר	ticaret	N;MASC;SG	
חלקית	kısmi	חלקית	kısmi	ADV	
חלקית	kısmen	חלקית	kısmen	ADV	
מיכל	konteyner	מיכל	konteyner		N;NOM;SG;3
מיכל	konteynır	מיכל	konteynır		N;NOM;SG;3
מיכל	tankı	מיכל	tankı		N;NOM;SG;3
הרצליה	herzliya	הרצליה	herzliya	PROPN	
עליון	üst	עליון	üst	ADJ;MASC;SG	
עליון	üst	עליון	üst	ADJ;MASC;SG	
עליון	üstü	עליון	üst	ADJ;MASC;SG	
עליון	top	עליון	top	ADJ;MASC;SG	
עליון	yüce	עליון	yüce	ADJ;MASC;SG	
כותרת	başlık	כותרת	başlık	N;FEM;SG	
כותרת	manşet	כותרת	manşet	N;FEM;SG	
כותרת	başlık	כותרת	başlık	N;FEM;SG	
כותרת	başlık	כותרת	başlık	N;FEM;SG	
כותרת	unvan	כותרת	unvan	N;FEM;SG	
כותרת	ünvan	כותרת	ünvan	N;FEM;SG	
נפוצה	yaygın	נפוץ	yaygın	ADJ;FEM;SG	
ואל	val	ואל	val		INTJ
הצטרפה	katıldım	הצטרף	kat	V;FEM;SG;3;PST	V;PFV;IND;SG;1;POS;PST;PASS
הצטרפה	katılan	הצטרף	kat	V;FEM;SG;3;PST	V;PFV;IND;POS;PRS;V.PTCP;PASS
המשורר	şair	המשורר	şair	PROPN	
מוכן	hazır	מוכן	hazır	ADJ;MASC;SG	
מוכן	hazırız	מוכן	hazırız	ADJ;MASC;SG	V;PFV;IMP;PL;2;POS;PRS
מוכן	hazırım	מוכן	hazırım	ADJ;MASC;SG	V;PFV;IND;SG;1;PRS
מוכן	hazir	מוכן	hazir	ADJ;MASC;SG	
ליטא	litvanya	ליטא	litvanya	PROPN	PROPN;NOM;SG;3
זמרת	şarkıcı	זמרת	şarkıcı	PROPN	N;NOM;SG;3
זמרת	singer	זמרת	i	PROPN	
וינה	viyana	וינה	viyan	PROPN	PROPN;NOM;SG;3
צורות	şekil	צורה	şekil	N;FEM;PL	
צורות	form	צורה	form	N;FEM;PL	
ויצמן	weitzman	ויצמן	weitzman	PROPN	
טום	tom	טום	tom	PROPN	
הערה	not	הערה	not	ADV	
הערה	nota	הערה	nota	ADV	
הערה	yorumda	הערה	yorum	ADV	N;ESS;SG;3
הערה	yorumu	הערה	yorum	ADV	N;ACC;SG;3
הערה	yorum	הערה	yorum	ADV	
הערה	yoruma	הערה	yorum	ADV	N;DAT;SG;3
שכונה	mahalle	שכונה	mahal	N;FEM;SG	
שכונה	mahalle	שכונה	mahal	N;FEM;SG	
ביוגרפיה	bio	ביוגרפיה	bio	PROPN	
ביוגרפיה	biyo	ביוגרפיה	biyo	PROPN	
ביוגרפיה	biyografi	ביוגרפיה	biyografi	PROPN	
ביוגרפיה	biyografi	ביוגרפיה	biyografi	PROPN	
בד	bez	בד	bez	N;MASC;SG	
בד	kumaş	בד	kumaş	N;MASC;SG	
בד	kanvas	בד	kanvas	N;MASC;SG	
בד	tuval	בד	tuval	N;MASC;SG	
בד	kumaş	בד	kumaş	N;MASC;SG	
מושל	valiler	מושל	vali	PROPN	N;NOM;PL;3
מושל	vali	מושל	vali	PROPN	
מושל	valilik	מושל	valilik	PROPN	N;NOM;SG;3
טור	köşe	טור	köşe	PROPN	
טור	kol	טור	kol	PROPN	
טור	sütun	טור	sütun	PROPN	
תחבורה	ulaştırma	תחבורה	ulaş	N;FEM;SG	V;PFV;IMP;SG;2;NEG;PRS;CAUS
תחבורה	taşıma	תחבורה	taşı	N;FEM;SG	
תחבורה	taşıt	תחבורה	taşıt	N;FEM;SG	
תחבורה	ulaştırma	תחבורה	ulaş	N;FEM;SG	V;PFV;IMP;SG;2;NEG;PRS;CAUS
תחבורה	taşıma	תחבורה	taşı	N;FEM;SG	
תחבורה	nakliye	תחבורה	nakil	N;FEM;SG	
שווייץ	isviçre	שווייץ	isviçre	PROPN	
צופים	seyirci	צופה	seyirci	N;MASC;PL	
צופים	izlerken	צופה	izle	N;MASC;PL	V;IPFV;IND;SG;3;POS;V.CVB
צופים	izlemek	צופה	izle	N;MASC;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
צופים	izleyen	צופה	izle	N;MASC;PL	V;PFV;IND;POS;PRS;V.PTCP
צופים	izliyorum	צופה	izle	N;MASC;PL	V;PROG;IND;SG;1;POS;INFM;PRS
צופים	izliyor	צופה	izle	N;MASC;PL	V;PROG;IND;SG;3;POS;INFM;PRS
צופים	görenler	צופה	gören	N;MASC;PL	
איים	adaları	אי	ada	PROPN	N;ACC;PL;3
איים	adalar	אי	ada	PROPN	N;NOM;PL;3
כץ	katz	כץ	katz	PROPN	
מסורת	gelenektir	מסורת	gelenek	N;FEM;SG	
מסורת	gelenekleri	מסורת	gelenek	N;FEM;SG	N;ACC;PL;3
מסורת	gelenekler	מסורת	gelenek	N;FEM;SG	N;NOM;PL;3
הציונות	siyonizm	הציונה	siyon	PROPN	N;NOM;SG;3
מתח	gerilim	מתח	gerilim	N;MASC;SG	
מתח	tansiyon	מתח	tansiyon	N;MASC;SG	
מתח	stres	מתח	stres	N;MASC;SG	
מתח	gerilim	מתח	gerilim	N;MASC;SG	
מתח	gerilim	מתח	gerilim	N;MASC;SG	
עמית	meslektaş	עמית	meslektaş	PROPN	N;NOM;SG;3
עמית	amit	עמית	amit	PROPN	
תשלום	ödeme	תשלום	öde	N;MASC;SG	
חייל	asker	חייל	asker	N;MASC;SG	
שייך	aitti	שייך	ait	ADJ;MASC;SG	V;PFV;IND;SG;3;POS;PST
שייך	aittir	שייך	ait	ADJ;MASC;SG	
שייך	ait	שייך	ait	ADJ;MASC;SG	
שייך	ait	שייך	ait	ADJ;MASC;SG	
המושבה	koloni	המושבה	koloni	PROPN	
המושבה	kolonisi	המושבה	koloni	PROPN	N;ACC;SG;3
מוגדר	tanımlı	הוגדר	tanımlı	V;MASC;SG;V.PTCP;PASS	
מוגדר	tanımlanmış	הוגדר	tanımla	V;MASC;SG;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
מוגדר	yapılandırılmış	הוגדר	yapılan	V;MASC;SG;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
רוסית	rus	רוסית	rus	PROPN	
רוסית	rusça	רוסית	rusça	PROPN	PROPN;NOM;SG;3
יוהאן	johann	יוהאן	johann	PROPN	
יוהאן	johan	יוהאן	johan	PROPN	
סופית	sonlu	סופית	sonlu	ADV	
סופית	sınırlı	סופית	sınırlı	ADV	
סופית	final	סופית	final	ADV	
הזכות	imtiyaz	הזכה	imtiyaz	N;FEM;SG	
צייר	boyanmış	צייר	boya	PROPN	V;PFV;NFH;IND;SG;3;POS;PST;PASS
צייר	boyalı	צייר	boyalı	PROPN	
צייר	çizdim	צייר	çiz	PROPN	V;PFV;IND;SG;1;POS;PST
צייר	çizdi	צייר	çiz	PROPN	V;PFV;IND;SG;3;POS;PST
צייר	drew	צייר	drew	PROPN	
צייר	çizmiş	צייר	çiz	PROPN	
צייר	ressam	צייר	ressam	PROPN	
מסיבות	partiler	מסיבה	parti		N;NOM;PL;3
להט	tutku	להט	tutku	N;MASC;SG	
להט	tutkun	להט	tutkun	N;MASC;SG	
להט	ihtiras	להט	ihtiras	N;MASC;SG	
הסוכנות	ajansı	הסוכנות	ajansı	N;FEM	
הסוכנות	ajans	הסוכנות	ajans	N;FEM	
הסוכנות	teşkilat	הסוכנות	teşkilat	N;FEM	
זלמן	zalman	זלמן	zalman	PROPN	
ציין	belirtin	ציין	belir	V;MASC;SG;3;PST;ACT	V;PFV;IMP;PL;2;POS;PRS
הראש	baş	הראש	baş		N;NOM;SG;3
הראש	kafası	הראש	kafa		N;NOM;SG;3
חתן	damat	חתן	damat	N;MASC;SG	
ראיתי	testere	ראה	testere	V;SG;1;PST;ACT	
אותך	sen	אתך	sen		PRO;NOM;SG;2
אותך	seni	אתך	sen		PRO;ACC;SG;2
אותך	siz	אתך	siz		PRO;NOM;PL;2
צמח	bitki	צמח	bitki	PROPN	
מוצרים	ürün	מוצר	ürün	N;MASC;PL	
מפרץ	körfez	מפרץ	körfez	N;MASC;SG	
מפרץ	koyu	מפרץ	koyu	N;MASC;SG	
מפרץ	körfez	מפרץ	körfez	N;MASC;SG	
מפרץ	defne	מפרץ	defne	N;MASC;SG	
מפרץ	bay	מפרץ	bay	N;MASC;SG	
טוני	tony	טון	tony	PROPN	
טוני	toni	טון	ton	PROPN	
ראשוני	ilkel	ראשוני	ilkel	ADJ;MASC;SG	
ראשוני	birincil	ראשוני	birincil	ADJ;MASC;SG	
מילר	miller	מילר	mil	PROPN	
הרים	dağları	None	dağ	PROPN	N;NOM;PL;3
הרים	dağlar	None	dağ	PROPN	N;NOM;PL;3
הרים	dağ	None	dağ	PROPN	
הרים	dağlara	None	dağ	PROPN	N;DAT;PL;3
עמוק	derinden	עמוק	derin		ADJ;AT+ABL;SG;3
מוזיקלי	müzikal	מוזיקלי	müzikal	ADJ;MASC;SG	
הרחבה	genişleme	הרחבה	genişle	N;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
הרחבה	uzatma	הרחבה	uza	N;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
הרחבה	dahili	הרחבה	dahil	N;FEM;SG	
הצעת	önerilen	הצעה	öner	N;PSSD;FEM;SG	V;PFV;IND;POS;PRS;V.PTCP;PASS
הערכה	beğeni	הערכה	beğen	N;FEM;SG	
הערכה	takdir	הערכה	takdir	N;FEM;SG	
הערכה	değerlendirme	הערכה	değerlen	N;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
הערכה	değerlendirme	הערכה	değerlen	N;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
בס	levrek	בס	levrek		N;NOM;SG;3
דוכס	dük	דוכס	dük	PROPN	
דוכס	duke	דוכס	duke	PROPN	
דוכס	dukes	דוכס	dukes	PROPN	
חזית	öne	חזית	ön	N;FEM;SG	
חזית	cephe	חזית	cephe	N;FEM;SG	
חזית	ön	חזית	ön	N;FEM;SG	
פשוטה	sade	פשוט	sade	ADJ;FEM;SG	
חזה	sandık	חזה	sandık	PROPN	V;PFV;IND;PL;1;POS;PST
חזה	göğsü	חזה	göğüs	PROPN	
חזה	göğüs	חזה	göğüs	PROPN	
חזה	meme	חזה	meme	PROPN	
חזה	göğüs	חזה	göğüs	PROPN	
חזה	memeler	חזה	meme	PROPN	
חזה	göğüs	חזה	göğüs	PROPN	
חזה	göğüsleri	חזה	göğüs	PROPN	N;ACC;PL;3
משלחת	heyet	משלחת	heyet	N;FEM;SG	
יונתן	jonathan	נותן	jonathan	PROPN	PROPN;NOM;SG;3
מתחילה	başlıyor	התחיל	başla	V;FEM;SG;V.PTCP;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
מתחילה	başlıyorum	התחיל	başla	V;FEM;SG;V.PTCP;ACT	V;PROG;IND;SG;1;POS;INFM;PRS
מתחילה	başlangıç	התחיל	başlangıç	V;FEM;SG;V.PTCP;ACT	
גורדון	gordon	גורדון	gor	PROPN	
מקצועי	mesleki	מקצועי	mesleki	ADJ;MASC;SG	
מקצועי	profesyonel	מקצועי	profesyonel	ADJ;MASC;SG	
החלטות	karar	החלטה	karar	N;FEM;PL	N;NOM;SG;3
עקיבא	akiva	עקיבא	akiva	PROPN	
משמשים	kayısı	שימש	kayı	V;MASC;PL;V.PTCP;ACT	N;NOM;SG;3
טוענים	iddia	טען	iddia	V;MASC;PL;V.PTCP;ACT	
חישוב	hesapla	חישוב	hesap		N;INS;SG;3
חישוב	hesaplama	חישוב	hesaplama		V;PFV;NOM;IND;POS;PRS;V.MSDR
עוזר	yardımcı	עוזר	yardımcı	N;MASC;SG	
עוזר	asistan	עוזר	asistan	N;MASC;SG	
עוזר	yararlı	עוזר	yararlı	N;MASC;SG	ADJ
עוזר	yardımsever	עוזר	yardımsever	N;MASC;SG	ADJ
עוזר	faydalı	עוזר	faydalı	N;MASC;SG	
משתתפים	katılım	השתתף	katılım	V;MASC;PL;V.PTCP	
משתתפים	katılımcı	השתתף	katılımcı	V;MASC;PL;V.PTCP	
משתתפים	katılanlar	השתתף	katılan	V;MASC;PL;V.PTCP	N;NOM;PL;3
משתתפים	katılımcılar	השתתף	katılımcı	V;MASC;PL;V.PTCP	N;NOM;PL;3
משתתפים	katılanlar	השתתף	katılan	V;MASC;PL;V.PTCP	N;NOM;PL;3
משתתפים	katılımcılar	השתתף	katılımcı	V;MASC;PL;V.PTCP	N;NOM;PL;3
משתתפים	katılımcı	השתתף	katılımcı	V;MASC;PL;V.PTCP	
אלמוג	coral	אלמוג	coral	PROPN	PROPN;NOM;SG;3
אלמוג	mercan	אלמוג	mercan	PROPN	
שדות	fields	שדה	fields	N;MASC;PL	
שדות	tarla	שדה	tarla	N;MASC;PL	
מבקר	eleştiri	מבקר	eleştiri	N;MASC;SG	
מבקר	eleştirmen	מבקר	eleştir	N;MASC;SG	
מבקר	eleştirmeni	מבקר	eleştir	N;MASC;SG	V;PFV;ACC;IND;POS;PRS;V.MSDR
השינויים	değişiklik	השינוי	değişiklik	N;MASC;PL	N;NOM;SG;3
עשרים	twenty	עשרים	twenty	NUM;SG	
עשרים	yirmi	עשרים	yirmi	NUM;SG	
שיקגו	şikago	שיקג	şikago	PROPN	
שיקגו	chicago	שיקג	chicago	PROPN	PROPN;NOM;SG;3
עקרון	ilke	עיקרון	ilke	N;MASC;SG	
עקרון	prensip	עיקרון	prens	N;MASC;SG	
מטבע	sikke	מטבע	sikke	N;SG	
מטבע	para	מטבע	para	N;SG	
עמוס	amos	עמוס	amos	PROPN	
עמוס	meşgul	עמוס	meşgul	PROPN	
עמוס	yoğun	עמוס	yoğun	PROPN	
לשאת	taşır	נשא	taşır	V;NFIN;ACT	
לשאת	taşı	נשא	taşı	V;NFIN;ACT	
בריאן	brian	בריאן	brian	PROPN	
בריאן	brain	בריאן	brain	PROPN	
בריאן	bryan	בריאן	bryan	PROPN	
זיהוי	tanımlama	זיהוי	tanımla	N;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
פרו	pro	פרו	pro	PROPN	
פרו	profesyonel	פרו	profesyonel	PROPN	
פרו	peru	פרו	peru	PROPN	PROPN;NOM;SG;3
מלחין	besteci	מלחין	besteci	PROPN	
מלחין	düzenleyici	מלחין	düzenleyici	PROPN	
כוכבי	yıldız	כוכבי	yıldız	PROPN	
פותח	açar	פתח	aç	PROPN	
פותח	açılacak	פתח	aç	PROPN	V;PFV;IND;SG;3;POS;FUT;PASS
פותח	açılır	פתח	aç	PROPN	V;IPFV;IND;SG;3;POS;PASS
פותח	açılıyor	פתח	aç	PROPN	V;PROG;IND;SG;3;POS;INFM;PRS;PASS
להבדיל	ayırt	הבדיל	ayırt	V;NFIN;ACT	
בלגיה	belçika	בלגיה	belçika	PROPN	PROPN;NOM;SG;3
בלגיה	belçikalı	בלגיה	belçikalı	PROPN	PROPN;NOM;SG;3
דון	dawn	דון	dawn	PROPN	
דון	şafak	דון	şafak	PROPN	
דון	seher	דון	seher	PROPN	
דון	don	דון	don	PROPN	
יסודות	element	יסוד	element	N;MASC;PL	N;NOM;SG;3
מנצח	iletken	מנצח	iletken	N;MASC;SG	
מנצח	kondüktör	מנצח	kondüktör	N;MASC;SG	
מנצח	kazandı	מנצח	kazan	N;MASC;SG	V;PFV;IND;SG;3;POS;PST
מנצח	kazanıyor	מנצח	kazan	N;MASC;SG	V;PROG;IND;SG;3;POS;INFM;PRS
מנצח	kazanır	מנצח	kazan	N;MASC;SG	V;IPFV;IND;SG;3;POS
מנצח	kazanan	מנצח	kazan	N;MASC;SG	V;PFV;IND;POS;PRS;V.PTCP
מנצח	galip	מנצח	gal	N;MASC;SG	ADV
מנצח	kazanma	מנצח	kazan	N;MASC;SG	
מנצח	kazanmak	מנצח	kazan	N;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
מנצח	kazanıyor	מנצח	kazan	N;MASC;SG	V;PROG;IND;SG;3;POS;INFM;PRS
מנצח	kazanmak	מנצח	kazan	N;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
מנצח	kazan	מנצח	kazan	N;MASC;SG	
משא	kargo	משא	kargo	N;MASC;SG	
משא	yük	משא	yük	N;MASC;SG	
משא	nakliye	משא	nakil	N;MASC;SG	
לשרת	hizmet	לשרה	hizmet	V;NFIN;ACT	N;NOM;SG;3
הגדוד	tabur	הגדוד	tabur	PROPN	
הגדוד	taburu	הגדוד	tabur	PROPN	N;NOM;SG;3
ביטול	iptal	ביטול	iptal	N;MASC;SG	
ביטול	iptal	ביטול	iptal	N;MASC;SG	
ביטול	iptal	ביטול	iptal	N;MASC;SG	
ביטול	iptali	ביטול	iptali	N;MASC;SG	
הגדרה	tanım	הגדרה	tanım	N;FEM;SG	
הגדרה	tanımlama	הגדרה	tanımla	N;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
הגדרה	tuzak	הגדרה	tuzak	N;FEM;SG	
הגדרה	ayarlama	הגדרה	ayarlam	N;FEM;SG	
הגדרה	ayarlama	הגדרה	ayarlam	N;FEM;SG	
סקוטלנד	iskoçya	סקוטלנד	iskoçya	PROPN	PROPN;NOM;SG;3
באו	bao	בא	bao	V;PL;3;PST;ACT	
נעצר	tutuklanmış	נעצר	tutukla	V;MASC;SG;3;PST;MID	V;PFV;NFH;IND;SG;3;POS;PST;PASS
נעצר	tutuklandı	נעצר	tutukla	V;MASC;SG;3;PST;MID	V;PFV;IND;SG;3;POS;PST;PASS
נעצר	tutuklanan	נעצר	tutukla	V;MASC;SG;3;PST;MID	V;PFV;IND;POS;PRS;V.PTCP;PASS
העתיק	kopya	העתיק	kopya	PROPN	
מביא	getiriyor	הביא	getir	V;MASC;SG;V.PTCP;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
הסתיימה	bitirdim	הסתיים	bitir	V;FEM;SG;3;PST	V;PFV;IND;SG;1;POS;PST
הישגים	başarı	הישג	başarı	N;MASC;PL	
הישגים	başarım	הישג	baş	N;MASC;PL	N;NOM;SG;3
אוהב	seven	אהב	sev	V;MASC;SG;V.PTCP;ACT	
אוהב	ask	אהב	ask	V;MASC;SG;V.PTCP;ACT	
אוהב	sevda	אהב	sevda	V;MASC;SG;V.PTCP;ACT	
אוהב	sevgiler	אהב	sevgi	V;MASC;SG;V.PTCP;ACT	N;NOM;PL;3
אוהב	aşk	אהב	aşk	V;MASC;SG;V.PTCP;ACT	N;NOM;SG;3
אוהב	sevgi	אהב	sevgi	V;MASC;SG;V.PTCP;ACT	
אוהב	like	אהב	like	V;MASC;SG;V.PTCP;ACT	
אוהב	beğen	אהב	beğen	V;MASC;SG;V.PTCP;ACT	
אוהב	gibi	אהב	gibi	V;MASC;SG;V.PTCP;ACT	
אוהב	seviyor	אהב	sev	V;MASC;SG;V.PTCP;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
אוהב	beğenme	אהב	beğenme	V;MASC;SG;V.PTCP;ACT	
אוהב	beğeni	אהב	beğen	V;MASC;SG;V.PTCP;ACT	
תעשיית	sektör	תעשייה	sektör	N;FEM;SG	
תעשיית	endüstri	תעשייה	endüstri	N;FEM;SG	
תעשיית	sanayii	תעשייה	sanayii	N;FEM;SG	
תעשיית	sanayi	תעשייה	sanayi	N;FEM;SG	
נוף	yatay	נוף	yatay	N;MASC;SG	
השיא	doruk	השיא	doruk	ADV	
השיא	orgazm	השיא	orgazm	ADV	
מצאתי	bulunmuş	מצא	bul	V;SG;1;PST;ACT	V;PFV;NFH;IND;SG;3;POS;PST;PASS
מצאתי	bulundu	מצא	bulun	V;SG;1;PST;ACT	V;PFV;IND;SG;3;POS;PST
דלק	yakıt	דלק	yakıt	N;MASC;SG	
דלק	benzin	דלק	benz	N;MASC;SG	
דלק	petrol	דלק	petrol	N;MASC;SG	
דלק	benzin	דלק	benz	N;MASC;SG	
דלק	benzin	דלק	benz	N;MASC;SG	
דלק	gaz	דלק	gaz	N;MASC;SG	
מוביל	liderlik	הוביל	liderlik	V;MASC;SG;V.PTCP;ACT	N;NOM;SG;3
מוביל	lider	הוביל	lider	V;MASC;SG;V.PTCP;ACT	
מוביל	başrol	הוביל	başrol	V;MASC;SG;V.PTCP;ACT	
דיונים	tartışma	דיון	tartış	N;MASC;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
דיונים	tartışmaları	דיון	tartış	N;MASC;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
דיונים	tartışmalar	דיון	tartış	N;MASC;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
אופרה	opera	אופרה	opera	N;FEM;SG	
אופרה	oprah	אופרה	oprah	N;FEM;SG	
ריו	rio	ריו	rio	PROPN	PROPN;NOM;SG;3
ריו	ryu	ריו	ryu	PROPN	
מכוניות	araba	מכונית	araba	N;FEM;PL	
מכוניות	otomobil	מכונית	otomobil	N;FEM;PL	N;NOM;SG;3
חלוקה	bölüm	חלוקה	bölüm	N;FEM;SG	
חלוקה	division	חלוקה	divi	N;FEM;SG	
חלוקה	bölünme	חלוקה	böl	N;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
חלוקה	bölme	חלוקה	böl	N;FEM;SG	
אמריקני	amerikalı	אמריקני	amerikalı	PROPN	
אמריקני	amerikan	אמריקני	amerikan	PROPN	
אמריקני	american	אמריקני	american	PROPN	N;NOM;SG;3
רביעי	çarşamba	רביעי	çarşamba	PROPN	
רביעי	dördüncüsü	רביעי	dör	PROPN	V;PFV;IND;POS;PST;V.PTCP
רביעי	dördüncü	רביעי	dördüncü	PROPN	
הבדל	farkı	הבדל	fark	N;MASC;SG	
הבדל	farklılık	הבדל	farklılık	N;MASC;SG	
עיתונאי	gazeteci	עיתונאי	gazeteci	N;MASC;SG	
עיתונאי	muhabir	עיתונאי	muhabir	N;MASC;SG	
הכינוי	takma	הכינוי	takma	V;MASC;SG;3;PST;ACT	
בוקר	sabahlar	בוקר	sabah	N;MASC;SG	N;NOM;PL;3
בוקר	günaydın	בוקר	günay	N;MASC;SG	
מונח	terimi	הונח	terim	V;MASC;SG;V.PTCP;PASS	
מונח	vade	הונח	vade	V;MASC;SG;V.PTCP;PASS	N;NOM;SG;3
מונח	terim	הונח	terim	V;MASC;SG;V.PTCP;PASS	
מונח	dönem	הונח	dön	V;MASC;SG;V.PTCP;PASS	
מוחלט	mutlak	מוחלט	mutlak	ADJ;MASC;SG	
שרת	hizmetli	שרת	hizmetli	PROPN	
שרת	hademe	שרת	hadem	PROPN	
שרת	kapıcı	שרת	kapıcı	PROPN	
שרת	sunucusu	שרת	sunucu	PROPN	N;NOM;SG;3
שרת	sunucu	שרת	sunuç	PROPN	
שרת	server	שרת	server	PROPN	
אחריות	sorumlulukları	אחריות	sorumluluk	N;FEM;SG	N;NOM;PL;3
אחריות	sorumluluklar	אחריות	sorumluluk	N;FEM;SG	N;NOM;PL;3
אחריות	sorumlusu	אחריות	sorumlu	N;FEM;SG	ADJ;NOM;SG;3
אחריות	sorumlu	אחריות	sorumlu	N;FEM;SG	
קינג	kral	קינג	kral	PROPN	
קינג	king	קינג	king	PROPN	
פרנץ	franz	פרנץ	franz	PROPN	PROPN;NOM;SG;3
ויקטור	viktor	ויקטור	viktor	PROPN	
ויקטור	galip	ויקטור	gal	PROPN	ADV
ויקטור	victor	ויקטור	victor	PROPN	
מקדש	tapınak	מקדש	tapınak	PROPN	N;NOM;SG;3
מקדש	temple	מקדש	temp	PROPN	PROPN;NOM;SG;3
מקדש	tapınağı	מקדש	tapınak	PROPN	N;NOM;SG;3
מודרנית	modern	מודרני	modern	ADV	
מודרנית	çağdaş	מודרני	çağdaş	ADV	
תופעות	fenomen	תופעה	fenomen	N;FEM;PL	
השוק	pazarı	השוק	pazar		N;ACC;SG;3
פוקס	fuchs	פוקס	fuchs	PROPN	
פוקס	tilki	פוקס	tilki	PROPN	
פוקס	fox	פוקס	fox	PROPN	
תגובה	yorum	תגובה	yorum	N;FEM;SG	
תגובה	tepki	תגובה	tepki	N;FEM;SG	
תגובה	reaksiyon	תגובה	reaksiyon	N;FEM;SG	
תגובה	yanıt	תגובה	yanıt	N;FEM;SG	
נפצע	yaralandı	נפצע	yarala	V;MASC;SG;3;PST;MID	V;PFV;IND;SG;3;POS;PST;PASS
נפצע	yaralılar	נפצע	yaralı	V;MASC;SG;3;PST;MID	N;NOM;PL;3
נפצע	yaralı	נפצע	yaralı	V;MASC;SG;3;PST;MID	
נפצע	yaralandı	נפצע	yarala	V;MASC;SG;3;PST;MID	V;PFV;IND;SG;3;POS;PST;PASS
נפצע	yaralılar	נפצע	yaralı	V;MASC;SG;3;PST;MID	N;NOM;PL;3
נפצע	yaralı	נפצע	yaralı	V;MASC;SG;3;PST;MID	
לייב	lieb	לייב	lieb	PROPN	
פופ	pop	פופ	pop	PROPN	
פופ	papa	פופ	papa	PROPN	
פופ	pope	פופ	pope	PROPN	
להרחיב	genişletmek	הרחיב	genişle	V;NFIN;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
בוש	bush	בוש	bush	PROPN	
בוש	çalı	בוש	çalı	PROPN	
ניצב	komiser	ניצב	komiser	N;MASC;SG	
הטיל	füze	הטיל	füz	V;MASC;SG;3;PST;ACT	
טענות	iddia	טענה	iddia	N;FEM;PL	
טענות	suçlamalar	טענה	suçla	N;FEM;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
פסח	fısıh	פסח	fısıh	PROPN	
לבטל	iptal	ביטל	iptal	V;NFIN;ACT	
קונג	kong	קונג	kong	PROPN	PROPN;NOM;SG;3
הרשימה	liste	הרשים	lis	V;FEM;SG;3;PST;ACT	
הרשימה	listesi	הרשים	liste	V;FEM;SG;3;PST;ACT	N;NOM;SG;3
הרשימה	listeyi	הרשים	liste	V;FEM;SG;3;PST;ACT	N;ACC;SG;3
מפיק	yapımcılar	מפיק	yapımcı	N;MASC;SG	N;NOM;PL;3
מפיק	üretici	מפיק	üretici	N;MASC;SG	
מפיק	yapımcı	מפיק	yapımcı	N;MASC;SG	
סבא	dede	סבא	de	N;MASC;SG	
סבא	büyükbaba	סבא	büyükbaba	N;MASC;SG	
