que	det	que	det	CONJ	PRO;NEUT;SG;3
adaptación	tilpasse	adaptación	tilpasse	N;FEM;SG	V;NFIN
voces	vokalist	voz	vokalist	N;FEM;PL	N;INDF;MASC;SG
utilizada	brukes	utilizado	brukes	ADJ;FEM;SG;V.PTCP	
utilizada	brukte	utilizado	bruke	ADJ;FEM;SG;V.PTCP	ADJ;PL;V.PTCP
bob	bob	bob	bob	PROPN	PROPN
individual	individuelle	individual	individuell	ADJ;SG	ADJ;PL
individual	individ	individual	individ	ADJ;SG	N;INDF;NEUT;SG
individual	individet	individual	individ	ADJ;SG	N;DEF;NEUT;SG
once	once	once	once	NUM;PL	N;INDF
descubiertos	oppdaget	descubierto	oppdag	ADJ;MASC;PL;V.PTCP	N;DEF;NEUT;SG
esperanza	håper	esperanza	håpe	N;FEM;SG	V;IND;PRS;FIN
medieval	middelalderske	medieval	middelaldersk	ADJ;SG	ADJ;PL
amplio	wide	amplio	wide	ADJ;MASC;SG	N
amplio	bred	amplio	bred	ADJ;MASC;SG	N;INDF;MASC;SG
amplio	fyldige	amplio	fyldig	ADJ;MASC;SG	ADJ;PL
amplio	bred	amplio	bred	ADJ;MASC;SG	N;INDF;MASC;SG
amplio	brede	amplio	brede	ADJ;MASC;SG	N;INDF;NEUT;SG
amplio	romslig	amplio	romslig	ADJ;MASC;SG	N;INDF;MASC;SG
alumnos	elever	alumno	elev	N;MASC;PL	N;INDF;NEUT;SG
alumnos	elever	alumno	elev	N;MASC;PL	N;INDF;NEUT;SG
alumnos	alumni	alumno	alumni	N;MASC;PL	N;INDF;MASC;SG
cuentos	tales	cuento	tales	N;MASC;PL	N;INDF;NEUT;SG
cuentos	hendelser	cuento	hendelse	N;MASC;PL	N;INDF;NEUT;SG
trabajando	jobber	trabajar	jobbe	V;V.MSDR	N;INDF;FEM;PL
kansas	kansas	kansa	kanse	N;FEM;PL	N;INDF;MASC;SG
blue	blå	blue	blå	N	ADJ;INDF;SG
blue	blått	blue	blå	N	ADJ;INDF;NEUT;SG
secreto	hemmelige	secreto	hemmelig	N;MASC;SG	ADJ;PL
propósito	hensikt	propósito	hensikt	N;MASC;SG	ADJ;INDF;NEUT;SG
colombiano	colombianske	colombiano	colombiansk	N;MASC;SG	ADJ;PL
colombiano	colombiansk	colombiano	colombiansk	N;MASC;SG	ADJ;INDF;SG
inferiores	underlegen	inferior	underlege	ADJ;PL	ADJ;INDF;MASC;SG
latino	latinske	latino	latinsk	N;MASC;SG	ADJ;PL
latino	latinsk	latino	latinsk	N;MASC;SG	ADJ;INDF;SG
argentinos	argentinsk	argentino	argentinsk	N;MASC;PL	ADJ;INDF;SG
argentinos	argentinske	argentino	argentinsk	N;MASC;PL	ADJ;PL
argentinos	argentinsk	argentino	argentinsk	N;MASC;PL	ADJ;INDF;SG
característica	karakteristisk	característica	karakteristisk	N;FEM;SG	ADJ;INDF;NEUT;SG
morales	moralsk	moral	moralsk	ADJ;PL	ADJ;INDF;NEUT;SG
morales	morales	moral	morales	ADJ;PL	N;INDF;MASC;SG
estudiar	studie	estudiar	studium	V;NFIN	N;INDF;MASC;SG
comentario	kommentarar	comentario	kommentar	N;MASC;SG	N;INDF;MASC;PL
comentario	kommentarer	comentario	kommentar	N;MASC;SG	N;INDF;FEM;PL
ramírez	ramírez	ramírez	ramírez	PROPN	N;INDF;MASC;SG
ramírez	ramírez	ramírez	ramírez	PROPN	N;INDF;MASC;SG
ramírez	ramirez	ramírez	ramirez	PROPN	N;INDF;MASC;SG
libres	gratis	libre	gratis	ADJ;PL	ADJ;INDF;NEUT;SG
libres	fri	libre	fri	ADJ;PL	ADJ;INDF;SG
libres	free	libre	free	ADJ;PL	N
libres	ledig	libre	ledig	ADJ;PL	ADJ;INDF;SG
libres	fritt	libre	fri	ADJ;PL	ADJ;INDF;NEUT;SG
llevado	båret	llevado	bår	ADJ;MASC;SG;V.PTCP	N;DEF;NEUT;SG
planes	planlegger	plan	planleggje	N;MASC;PL	V;IND;PRS;FIN
enemigos	fiende	enemigo	fiende	N;MASC;PL	N;INDF;MASC;SG
enemigos	fiende	enemigo	fiende	N;MASC;PL	N;INDF;MASC;SG
enemigos	fiender	enemigo	fiende	N;MASC;PL	N;INDF;MASC;SG
fácil	easy	fácil	easy	ADJ;SG	N;INDF;SG
compositores	komponister	compositor	komponister	N;MASC;PL	N;INDF;MASC;SG
diámetro	diameter	diámetro	diameter	N;MASC;SG	N;INDF;MASC;PL
éxitos	fulltreffere	éxito	fulltreffere	N;MASC;PL	N;INDF;MASC;SG
éxitos	hits	éxito	hits	N;MASC;PL	N;INDF;NEUT;SG
éxitos	vellykket	éxito	vellykk	N;MASC;PL	N;DEF;NEUT;SG
éxitos	suksessen	éxito	suksess	N;MASC;PL	N;DEF;MASC;SG
éxitos	suksess	éxito	suksess	N;MASC;PL	N;INDF;MASC;SG
artística	kunstneriske	artístico	kunstnerisk	ADJ;FEM;SG	ADJ;PL
victorias	vinner	victoria	vinne	N;FEM;PL	N;INDF;MASC;SG
victorias	seiere	victoria	seiere	N;FEM;PL	N;INDF;MASC;SG
victorias	seiere	victoria	seiere	N;FEM;PL	N;INDF;MASC;SG
victorias	seire	victoria	seire	N;FEM;PL	N;INDF;NEUT;SG
puestos	posisjoner	puesto	posisjon	ADJ;MASC;PL;V.PTCP	N;INDF;MASC;SG
puestos	stillinger	puesto	stilling	ADJ;MASC;PL;V.PTCP	N;INDF;FEM;PL
puestos	poster	puesto	poster	ADJ;MASC;PL;V.PTCP	N;INDF;MASC;SG
puestos	innlegg	puesto	innlegg	ADJ;MASC;PL;V.PTCP	N;INDF;NEUT;PL
puestos	bodene	puesto	bod	ADJ;MASC;PL;V.PTCP	N;DEF;FEM;PL
puestos	stands	puesto	stands	ADJ;MASC;PL;V.PTCP	N;INDF;NEUT;SG
científica	vitenskapsmann	científico	vitenskapsmann	ADJ;FEM;SG	N;INDF;MASC;SG
científica	vitenskapsmannen	científico	vitenskapsmann	ADJ;FEM;SG	N;DEF;MASC;SG
científica	forsker	científico	forske	ADJ;FEM;SG	N;INDF;MASC;SG
científica	forskeren	científico	forsker	ADJ;FEM;SG	N;DEF;MASC;SG
científica	vitenskapelig	científico	vitenskapelig	ADJ;FEM;SG	N;INDF;MASC;SG
podrían	kunne	poder	kunne	V;COND;PL;3;FIN	V;IND;PST;FIN
superiores	overlegent	superior	overlegent	ADJ;PL	N;INDF;MASC;SG
superiores	overordnet	superior	overordn	ADJ;PL	N;DEF;NEUT;SG
superiores	overlegen	superior	overlege	ADJ;PL	N;DEF;MASC;SG
superiores	overordnede	superior	overordned	ADJ;PL	ADJ;SG
renta	leie	renta	lei	N;FEM;SG	ADJ;PL
negocios	virksomheter	negocio	virksomheter	N;MASC;PL	N;INDF;NEUT;SG
negocios	bedriften	negocio	bedrift	N;MASC;PL	N;DEF;MASC;SG
negocios	business	negocio	business	N;MASC;PL	N;INDF;MASC;SG
negocios	virksomhet	negocio	virksomhet	N;MASC;PL	N;INDF;MASC;SG
negocios	bedrift	negocio	bedrift	N;MASC;PL	N;INDF;FEM;SG
ben	ben	ben	ben	PROPN	PROPN
gustavo	gustav	gustavo	gustav		N;INDF;MASC;SG
gustavo	gustavo	gustavo	gustavo		N;INDF;MASC;SG
gustavo	gustaf	gustavo	gustaf		N;INDF;MASC;SG
gustavo	kermit	gustavo	kermit		N;INDF;MASC;SG
monumentos	sightseeing	monumento	sightseeing	N;MASC;PL	N;INDF;FEM;SG
funcionamiento	fungerer	funcionamiento	fungere	N;MASC;SG	V;IND;PRS;FIN
funcionamiento	opererer	funcionamiento	operere	N;MASC;SG	V;IND;PRS;FIN
griega	gresk	griego	gresk	ADJ;FEM;SG	N;INDF;MASC;SG
víctimas	tap	víctima	tap	N;FEM;PL	N;INDF;NEUT;SG
víctimas	ofre	víctima	ofre	N;FEM;PL	V;NFIN
víctimas	ofrene	víctima	ofre	N;FEM;PL	N;INDF;MASC;SG
terminar	avslutt	terminar	avslutt	V;NFIN	N;INDF;MASC;SG
terminar	finish	terminar	finish	V;NFIN	N;INDF;MASC;SG
terminar	avslutte	terminar	avslutte	V;NFIN	N;INDF;NEUT;SG
ciertos	viss	cierto	viss	PRO;MASC;PL	ADJ;INDF;SG
triunfo	vinne	triunfo	vinne	N;MASC;SG	V;NFIN
triunfo	vinn	triunfo	vinne	N;MASC;SG	V;IND;PRS;FIN
llegado	ankom	llegar	ankom	V;MASC;SG;PST;V.PTCP	N;INDF;MASC;SG
llegado	kommet	llegar	komme	V;MASC;SG;PST;V.PTCP	
llegado	ankommet	llegar	ankom	V;MASC;SG;PST;V.PTCP	N;DEF;NEUT;SG
walter	walter	walter	walter	PROPN	N;INDF;MASC;SG
young	ungt	young	ung	PROPN	ADJ;INDF;NEUT;SG
young	young	young	young	PROPN	N;INDF;NEUT;SG
young	ung	young	ung	PROPN	ADJ;INDF;SG
young	unge	young	ung	PROPN	ADJ;PL
cristianos	christian	cristiano	christian	N;MASC;PL	N;INDF;MASC;SG
cristianos	kristen	cristiano	kristen	N;MASC;PL	ADJ;INDF;MASC;SG
cristianos	kristne	cristiano	kristen	N;MASC;PL	ADJ;PL
cantabria	cantabria	cantabria	cantabri	N;FEM;SG	PROPN
descubierto	oppdaget	descubrir	oppdag	V;MASC;SG;PST;V.PTCP	N;DEF;NEUT;SG
descubierto	avdekket	descubrir	avdekk	V;MASC;SG;PST;V.PTCP	N;DEF;NEUT;SG
delantero	framover	delantero	framover	N;MASC;SG	ADP
delantero	fram	delantero	fram	N;MASC;SG	ADP
delantero	fremover	delantero	fremover	N;MASC;SG	ADV
suroeste	sørvest	suroeste	sørvest	N;MASC;SG	ADP
indiana	indiana	indiano	indiane	ADJ;FEM;SG	PROPN
puebla	puebla	puebla	pueble	N;FEM;SG	PROPN
trabaja	funker	trabajar	funker	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
min	min	min	min		PRO;MASC;SG
caballeros	gentlemen	caballero	gentlem	N;MASC;PL	N;INDF;MASC;SG
caballeros	herrer	caballero	herre	N;MASC;PL	N;INDF;MASC;SG
caballeros	knights	caballero	knights	N;MASC;PL	N;INDF;MASC;SG
caballeros	riddere	caballero	riddere	N;MASC;PL	N;INDF;MASC;SG
caballeros	gentleman	caballero	gentleman	N;MASC;PL	N;INDF;MASC;SG
caballeros	herremann	caballero	herremann	N;MASC;PL	N;INDF;MASC;SG
sucedió	lyktes	suceder	lykte	V;IND;SG;3;PST;FIN	N;INDF;MASC;SG
sucedió	hendt	suceder	hende	V;IND;SG;3;PST;FIN	ADJ;INDF;NEUT;SG;V.PTCP
originales	originalt	original	original	ADJ;PL	ADJ;INDF;NEUT;SG
originales	originalen	original	originale	ADJ;PL	N;DEF;MASC;SG
originales	opprinnelig	original	opprinnelig	ADJ;PL	ADJ;INDF;NEUT;SG
originales	original	original	original	ADJ;PL	ADJ;INDF;SG
originales	originals	original	originals	ADJ;PL	ADJ;INDF;NEUT;SG
nuclear	atombombe	nuclear	atombombe	ADJ;SG	N;INDF;FEM;SG
escritos	skriftlige	escrito	skriftlig	N;MASC;PL	ADJ;PL
escritos	skrevet	escrito	skrev	N;MASC;PL	N;DEF;NEUT;SG
santander	santander	santander	santand	N;FEM;SG	N;INDF;FEM;PL
americana	amerikaner	americana	amerikan	ADJ;FEM;SG	N;INDF;MASC;PL
americana	amerikanske	americana	amerikansk	ADJ;FEM;SG	ADJ;PL
americana	american	americana	american	ADJ;FEM;SG	N
americana	americana	americana	american	ADJ;FEM;SG	N;INDF;MASC;SG
normas	standarden	norma	standard	N;FEM;PL	N;DEF;MASC;SG
espectadores	tilskuere	espectador	tilskuere	N;MASC;PL	N;INDF;FEM;SG
espectadores	seere	espectador	seere	N;MASC;PL	N;INDF;MASC;SG
espectadores	seerne	espectador	seerne	N;MASC;PL	N;INDF;MASC;SG
rusa	russer	ruso	russer	ADJ;FEM;SG	N;INDF;FEM;PL
salas	salas	sala	salas	N;FEM;PL	N;DEF;FEM;SG
salas	rom	sala	rom	N;FEM;PL	N;INDF;NEUT;SG
salas	chambers	sala	chambers	N;FEM;PL	N;INDF;NEUT;SG
peruano	peruansk	peruano	peruansk	N;MASC;SG	ADJ;INDF;SG
quería	ønskes	querer	ønske	V;IND;SG;3;IPFV;FIN	N;INDF;MASC;SG
quería	ønsket	querer	ønske	V;IND;SG;3;IPFV;FIN	N;DEF;NEUT;SG
quería	ettersøkt	querer	ettersøkje	V;IND;SG;3;IPFV;FIN	ADJ;INDF;SG;V.PTCP
quería	etterlyst	querer	etterlyse	V;IND;SG;3;IPFV;FIN	ADJ;INDF;NEUT;SG;V.PTCP
atenas	athen	atena	athen	N;FEM;PL	PROPN
momentos	moments	momento	moments	N;MASC;PL	N;INDF;MASC;SG
momentos	øyeblikk	momento	øyeblikk	N;MASC;PL	N;INDF;MASC;SG
aplicaciones	applikasjoner	aplicación	applikasjon	N;FEM;PL	N;INDF;MASC;SG
aplicaciones	applikasjoner	aplicación	applikasjon	N;FEM;PL	N;INDF;MASC;SG
georgia	georgia	georgia	georgi	ADJ;FEM;SG	N;INDF;NEUT;SG
steve	steve	steve	steve	PROPN	N;INDF;MASC;SG
significado	betydning	significado	betydning	ADJ;MASC;SG;V.PTCP	N;INDF;FEM;SG
significado	mening	significado	mening	ADJ;MASC;SG;V.PTCP	N;INDF;FEM;SG
significado	betydning	significado	betydning	ADJ;MASC;SG;V.PTCP	N;INDF;FEM;SG
cinturón	belter	cinturón	belte	N;MASC;SG	N;INDF;NEUT;PL
crítico	anmelderen	crítico	anmelder	ADJ;MASC;SG	N;DEF;MASC;SG
crítico	kritiker	crítico	kritiker	ADJ;MASC;SG	N;INDF;MASC;SG
crítico	kritiske	crítico	kritisk	ADJ;MASC;SG	ADJ;PL
sirvió	servert	servir	servere	V;IND;SG;3;PST;FIN	ADJ;INDF;SG;V.PTCP
sirvió	serveres	servir	servere	V;IND;SG;3;PST;FIN	N;INDF;MASC;SG
sirvió	tjenestegjorde	servir	tjennstegjord	V;IND;SG;3;PST;FIN	ADJ;PL;V.PTCP
sirvió	tjenestegjort	servir	tjennstegjort	V;IND;SG;3;PST;FIN	ADJ;INDF;NEUT;SG;V.PTCP
interpretado	tolket	interpretado	tolk	ADJ;MASC;SG;V.PTCP	N;DEF;NEUT;SG
interpretado	tolkes	interpretado	tolke	ADJ;MASC;SG;V.PTCP	N;INDF;MASC;SG
mis	mis	mi	mis	DET;PL;1	N
motores	motor	motor	motor	N;MASC;PL	N;INDF;MASC;SG
motores	motors	motor	motors	N;MASC;PL	N;INDF;MASC;SG
motores	motorer	motor	motore	N;MASC;PL	N;INDF;FEM;SG
posibles	mulig	posible	mulig	ADJ;PL	ADJ;INDF;NEUT;SG
ganadores	vinnere	ganador	vinnere	N;MASC;PL	N;INDF;MASC;SG
pilotos	førere	piloto	førere	N;PL	N;INDF;NEUT;SG
pilotos	piloter	piloto	piloter	N;PL	N;INDF;MASC;SG
mike	mike	mike	mike	PROPN	N;INDF;MASC;SG
británicos	britisk	británico	britisk	N;MASC;PL	ADJ;INDF;SG
británicos	britiske	británico	britisk	N;MASC;PL	ADJ;PL
británicos	briter	británico	brite	N;MASC;PL	N;INDF;MASC;SG
joe	joe	joe	joe	PROPN	N;INDF;MASC;SG
sueño	søvnig	sueño	søvnig	N;MASC;SG	ADJ;INDF;NEUT;SG
sueño	drømme	sueño	drømme	N;MASC;SG	V;IMP;NFIN
informe	rapportere	informe	rapportere	N;MASC;SG	V;NFIN
informe	rapporterer	informe	rapportere	N;MASC;SG	V;IND;PRS;FIN
treinta	treinta	treinta	treinte	NUM;PL	N;INDF;NEUT;SG
treinta	tredve	treinta	tredve	NUM;PL	N;INDF;MASC;SG
treinta	thirty	treinta	thirty	NUM;PL	N
cercano	nærheten	cercano	nærhet	ADJ;MASC;SG	
medallas	medalje	medalla	medalje	N;FEM;PL	N;INDF;MASC;SG
medallas	medal	medalla	medal	N;FEM;PL	N;INDF;MASC;SG
medallas	medaljen	medalla	medalj	N;FEM;PL	N;DEF;MASC;SG
archivos	arkiv	archivo	arkiv	N;MASC;PL	N;INDF;NEUT;SG
archivos	arkiv	archivo	arkiv	N;MASC;PL	N;INDF;NEUT;SG
archivos	arkivere	archivo	arkivere	N;MASC;PL	N;INDF;NEUT;SG
archivos	arkivet	archivo	arkiv	N;MASC;PL	N;DEF;NEUT;SG
fechas	dato	fecha	dato	N;FEM;PL	N;INDF;MASC;SG
fechas	stevnemøter	fecha	stevnemøte	N;FEM;PL	N;INDF;NEUT;SG
dobles	dobbelt	doble	dobbelt	N;PL	ADJ;INDF;NEUT;SG
dobles	dobbeltgjenger	doble	dobbeltgjenge	N;PL	N;INDF;MASC;SG
dobles	dobbel	doble	dobbel	N;PL	N;INDF;MASC;SG
directores	ledere	director	ledere	N;MASC;PL	N;INDF;MASC;SG
directores	administratorer	director	administrator	N;MASC;PL	N;INDF;NEUT;SG
físico	physique	físico	physique	ADJ;MASC;SG	N;INDF;NEUT;SG
físico	fysiker	físico	fysike	ADJ;MASC;SG	N;INDF;MASC;SG
perdido	bommet	perdido	bom	ADJ;MASC;SG;V.PTCP	N;DEF;NEUT;SG
perdido	savnet	perdido	savn	ADJ;MASC;SG;V.PTCP	N;DEF;NEUT;SG
perdido	tapte	perdido	tape	ADJ;MASC;SG;V.PTCP	ADJ;PL;V.PTCP
perdido	lost	perdido	lost	ADJ;MASC;SG;V.PTCP	N;INDF;NEUT;SG
notable	bemerkelsesverdige	notable	bemerkelsesverdig	ADJ;SG	ADJ;PL
tengo	fikk	tener	fikk	V;IND;SG;1;PRS;FIN	V;IND;PST;FIN
tengo	henta	tener	hente	V;IND;SG;1;PRS;FIN	ADJ;INDF;NEUT;SG;V.PTCP
tengo	got	tener	got	V;IND;SG;1;PRS;FIN	N;INDF;MASC;SG
legal	juridiske	legal	juridisk	ADJ;SG	ADJ;PL
tercero	third	tercero	third	ADJ;MASC;SG	N
enorme	svær	enorme	svær	ADJ;SG	N;INDF;MASC;SG
enorme	enorme	enorme	enorm	ADJ;SG	ADJ;PL
constitucional	grunnlov	constitucional	grunnlov	ADJ;SG	N;INDF;FEM;SG
constitucional	forfatning	constitucional	forfatning	ADJ;SG	N;INDF;FEM;SG
constitucional	konstitusjon	constitucional	konstitusjon	ADJ;SG	N;INDF;MASC;SG
católicos	katolikker	católico	katolikke	N;MASC;PL	N;INDF;MASC;SG
católicos	katolsk	católico	katolsk	N;MASC;PL	ADJ;INDF;SG
católicos	katolikk	católico	katolikk	N;MASC;PL	N;INDF;MASC;SG
escritura	skriver	escritura	skrive	N;FEM;SG	V;IND;PRS;FIN
escritura	skrive	escritura	skrive	N;FEM;SG	ADJ;INDF;NEUT;SG;V.PTCP
escritura	skriv	escritura	skrive	N;FEM;SG	V;IMP;FIN
estadísticas	statistikk	estadística	statistikk	N;FEM;PL	N;INDF;MASC;SG
estadísticas	statistikk	estadística	statistikk	N;FEM;PL	N;INDF;MASC;SG
documento	dokumentere	documento	dokumentere	N;MASC;SG	V;NFIN
críticos	kritikere	crítico	kritikere	N;MASC;PL	V;NFIN
críticos	kritisk	crítico	kritisk	N;MASC;PL	ADJ;INDF;NEUT;SG
críticos	kritiske	crítico	kritisk	N;MASC;PL	ADJ;PL
iowa	iowa	iowa	iowe	N;MASC;SG	PROPN
cristiana	christian	cristiano	christian	ADJ;FEM;SG	N;INDF;MASC;SG
ordenó	bestilt	ordenar	bestille	V;IND;SG;3;PST;FIN	ADJ;INDF;NEUT;SG;V.PTCP
ordenó	beordret	ordenar	beordre	V;IND;SG;3;PST;FIN	N;DEF;NEUT;SG
ordenó	befalt	ordenar	befale	V;IND;SG;3;PST;FIN	ADJ;INDF;NEUT;SG;V.PTCP
ordenó	bestilte	ordenar	bestilt	V;IND;SG;3;PST;FIN	ADJ;PL;V.PTCP
transmisión	kringkaste	transmisión	kringk	N;FEM;SG	ADJ;DEF;RL
poetas	diktere	poeta	diktere	N;MASC;PL	V;NFIN
poetas	poeter	poeta	poeter	N;MASC;PL	N;INDF;MASC;SG
ucrania	ukrainske	ucrania	ukrainsk	N;FEM;SG	ADJ;PL
enviado	fraktet	enviado	frakt	ADJ;MASC;SG;V.PTCP	N;DEF;NEUT;SG
enviado	sendes	enviado	sendes	ADJ;MASC;SG;V.PTCP	N;INDF;MASC;SG
enviado	utsending	enviado	utsending	ADJ;MASC;SG;V.PTCP	N;INDF;FEM;SG
enviado	innsendte	enviado	innsende	ADJ;MASC;SG;V.PTCP	ADJ;PL;V.PTCP
enviado	sendte	enviado	sende	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN
street	street	street	stre	N	PROPN
producida	produseres	producido	produsere	ADJ;FEM;SG;V.PTCP	N;INDF;MASC;SG
producida	produserte	producido	produsere	ADJ;FEM;SG;V.PTCP	ADJ;PL;V.PTCP
ciertas	viss	cierto	viss	PRO;FEM;PL	ADJ;INDF;SG
alimentos	mat	alimento	mat	N;MASC;PL	N;INDF;MASC;SG
alimentos	foods	alimento	foods	N;MASC;PL	N;INDF;MASC;SG
urbana	urban	urbano	urban	ADJ;FEM;SG	N;INDF;MASC;SG
urbana	urbane	urbano	urban	ADJ;FEM;SG	ADJ;PL
urbana	urbana	urbano	urban	ADJ;FEM;SG	N;DEF;NEUT;SG
semifinales	semifinalen	semifinal	semifinale	N;FEM;PL	N;DEF;MASC;SG
abierta	åpne	abierto	åpne	ADJ;FEM;SG;V.PTCP	ADJ;PL
abierta	åpen	abierto	åpen	ADJ;FEM;SG;V.PTCP	N;INDF;MASC;SG
votar	stemmer	votar	stemme	V;NFIN	N;INDF;FEM;PL
votar	avstemming	votar	avstemming	V;NFIN	N;INDF;FEM;SG
pinturas	maler	pintura	male	N;FEM;PL	N;INDF;NEUT;SG
terminal	terminal	terminal	terminal	ADJ;SG	N;INDF;MASC;SG
terminal	terminalen	terminal	terminale	ADJ;SG	N;DEF;MASC;SG
terminal	terminus	terminal	terminus	ADJ;SG	N;INDF;MASC;SG
redes	nettverksbygging	red	nettverksbygging	N;FEM;PL	N;INDF;FEM;SG
redes	nettverk	red	nettverk	N;FEM;PL	N;INDF;NEUT;SG
aparte	bortsett	aparte	bortsedd	ADV	ADJ;INDF;NEUT;SG
localización	sted	localización	stå	N;FEM;SG	
fortaleza	fort	fortaleza	fort	N;FEM;SG	ADJ;INDF;NEUT;SG
deriva	driften	derivar	drift	V;IND;SG;3;PRS;FIN	N;DEF;MASC;SG
deriva	drift	derivar	drift	V;IND;SG;3;PRS;FIN	N;INDF;FEM;SG
deriva	drive	derivar	drive	V;IND;SG;3;PRS;FIN	ADJ;INDF;NEUT;SG;V.PTCP
deriva	drivende	derivar	drivende	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
electrónica	elektronikk	electrónico	elektronikk	ADJ;FEM;SG	N;INDF;MASC;SG
electrónica	elektroniske	electrónico	elektronisk	ADJ;FEM;SG	ADJ;PL
cristóbal	cristobal	cristóbal	cristobal	ADJ;SG	N;INDF;MASC;SG
cristóbal	cristóbal	cristóbal	cristóbal	ADJ;SG	N;INDF;MASC;SG
cristóbal	christopher	cristóbal	christopher	ADJ;SG	N;INDF;MASC;SG
buques	skuter	buque	skuter	N;MASC;PL	N;INDF;MASC;SG
consigue	hent	conseguir	hente	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
consigue	få	conseguir	få	V;IND;SG;3;PRS;FIN	ADJ;PL
consigue	get	conseguir	get	V;IND;SG;3;PRS;FIN	
consulta	konsultere	consulta	konsultere	N;FEM;SG	V;NFIN
historiadores	historikere	historiador	historikere	N;MASC;PL	N;INDF;FEM;SG
perder	tape	perder	tape	V;NFIN	N;INDF;MASC;SG
perder	tape	perder	tape	V;NFIN	N;INDF;MASC;SG
perder	miste	perder	miste	V;NFIN	ADJ;INDF;SG;V.PTCP
componentes	komponenter	componente	komponenter	N;MASC;PL	N;INDF;NEUT;SG
descubre	oppdag	descubrir	oppdag	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
jiménez	jiménez	jiménez	jiménez	PROPN	N;INDF;MASC;SG
jiménez	jimenez	jiménez	jimenez	PROPN	N;DEF;MASC;SG
personales	personlig	personal	personlig	ADJ;PL	ADJ;INDF;NEUT;SG
infancia	barn	infancia	barn	N;FEM;SG	N;INDF;NEUT;PL
líderes	ledere	líder	ledere	N;PL	N;INDF;MASC;SG
espacial	rom	espacial	rom	ADJ;SG	N;INDF;NEUT;SG
espacial	space	espacial	space	ADJ;SG	N
espacial	verdensrommet	espacial	verdensrom	ADJ;SG	N;DEF;NEUT;SG
espacial	plass	espacial	plass	ADJ;SG	N;INDF;MASC;SG
oscuro	dark	oscuro	dark	ADJ;MASC;SG	N;INDF;SG
oscuro	mørke	oscuro	mørk	ADJ;MASC;SG	ADJ;PL
oscuro	obskur	oscuro	obskur	ADJ;MASC;SG	N;INDF;MASC;SG
verdadero	real	verdadero	real	ADJ;MASC;SG	N;INDF;MASC;SG
verdadero	true	verdadero	tru	ADJ;MASC;SG	N;INDF;NEUT;SG
verdadero	sanne	verdadero	sann	ADJ;MASC;SG	ADJ;PL
segundos	sekunder	segundo	sekunde	N;MASC;PL	N;INDF;MASC;SG
segundos	sekund	segundo	sekund	N;MASC;PL	N;INDF;NEUT;SG
segundos	andre	segundo	annan	N;MASC;PL	DET;PL
religioso	religiøse	religioso	religiøs	ADJ;MASC;SG	ADJ;PL
net	nett	net	nett	N	ADV
relativamente	relativt	relativamente	relativ	ADV	ADJ;INDF;NEUT;SG
high	høgt	high	høg	N	ADJ;INDF;NEUT;SG
danza	danse	danza	danse	N;FEM;SG	V;IMP;NFIN
veinte	twenty	veinte	twenty	NUM;PL	N;INDF;MASC;SG
veinte	tjueårene	veinte	tjueår	NUM;PL	N;DEF;FEM;PL
periodistas	reportere	periodista	reportere	N;PL	N;INDF;FEM;SG
periodistas	journalister	periodista	journalister	N;PL	N;INDF;MASC;SG
periodistas	journalister	periodista	journalister	N;PL	N;INDF;MASC;SG
fondos	midler	fondo	midder	N;MASC;PL	N;INDF;MASC;SG
fondos	fond	fondo	fond	N;MASC;PL	N;INDF;NEUT;SG
barcos	skuter	barco	skuter	N;MASC;PL	N;INDF;MASC;SG
salvo	utenom	salvo	utenom	ADP	N;INDF;NEUT;SG
salvo	untatt	salvo	unta	ADP	ADJ;INDF;NEUT;SG
salvo	unntatt	salvo	unnta	ADP	ADJ;INDF;NEUT;SG
pensamiento	tenkte	pensamiento	tenkje	N;MASC;SG	V;IND;PST;FIN
pensamiento	trodde	pensamiento	tro	N;MASC;SG	V;IND;PST;FIN
pensamiento	tenker	pensamiento	tenke	N;MASC;SG	V;IND;PRS;FIN
pensamiento	tankene	pensamiento	tanke	N;MASC;SG	N;DEF;FEM;PL
pensamiento	tanker	pensamiento	tanke	N;MASC;SG	N;INDF;FEM;PL
leer	lest	leer	lese	V;NFIN	ADJ;INDF;NEUT;SG;V.PTCP
leer	read	leer	read	V;NFIN	N;INDF;NEUT;SG
leer	leser	leer	lese	V;NFIN	N;INDF;MASC;SG
leer	reading	leer	reading	V;NFIN	N;INDF;FEM;SG
leer	lesning	leer	lesning	V;NFIN	N;INDF;FEM;SG
leer	lesing	leer	lesing	V;NFIN	N;INDF;FEM;SG
deportistas	utøverne	deportista	utøverne	N;PL	N;INDF;MASC;SG
deportistas	utøvere	deportista	utøvere	N;PL	N;INDF;SG
deportistas	idrettsutøvere	deportista	idrettsutøvere	N;PL	N;INDF;NEUT;SG
mala	ille	malo	ille	ADJ;FEM;SG	ADV
mala	slem	malo	slem	ADJ;FEM;SG	N;INDF;MASC;SG
asesinado	myrdet	asesinado	myrde	ADJ;MASC;SG;V.PTCP	N;DEF;NEUT;SG
