kategória	kategorijo	kategória	kategorija	N;NOM;FEM;SG	N;ACC;FEM;SG
alfa	alfa	alfo	alfa		N;NOM;MASC;SG
alfa	alfa	alfo	alfa		N;NOM;MASC;SG
atlét	jock	atlét	jock	N;ANIM;NOM;MASC;SG	
gemini	dvojček	gemin	dvojček	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
gemini	gemini	gemin	gemina	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
myšlienky	idej	myšlienka	ideja	N;NOM;FEM;PL	N;GEN;FEM;PL
myšlienky	misli	myšlienka	misliti	N;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
doc	dohtar	doc	dohtar		N;NOM;MASC;SG
doc	doc	doc	doc		N;NOM;MASC;SG
doc	dok	doc	dok		N;NOM;MASC;SG
rue	rue	rue	rue	PROPN;INAN;NOM;MASC;SG	
použitá	uporabljene	použitý	uporabljen	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
použitá	uporabljeni	použitý	uporabljen	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
matej	matej	matej	matej	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
matej	matija	matej	matija	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
zaznamenal	zabeležena	zaznamenať	zabeležen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
zaznamenal	zabeleženo	zaznamenať	zabeležen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
voľne	divja	voľne	divji	ADV	ADJ;NOM;FEM;SG
voľne	wild	voľne	wild	ADV	
voľne	divje	voľne	divji	ADV	ADJ;NOM;FEM;PL
voľne	divji	voľne	divji	ADV	ADJ;NOM;DEF;MASC;SG
národy	narode	národ	narode	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
národy	narodov	národ	narod	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
národy	narode	národ	narode	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
olej	olja	olej	olje	N;INAN;NOM;MASC;SG	N;NOM;NEUT;PL
ríši	empire	ríš	empira	N;DAT;FEM;SG	
ríši	imperij	ríš	imperij	N;DAT;FEM;SG	N;NOM;MASC;SG
ríši	cesarstvo	ríš	cesarstvo	N;DAT;FEM;SG	N;NOM;NEUT;SG
loiret	loiret	loiret	loiret	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
vie	vie	vedieť	vie	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;MASC;SG
floyd	floyd	floyd	floyd		N;NOM;MASC;SG
vojvoda	vojvodo	vojvoda	vojvoda	N;ANIM;NOM;MASC;SG	N;ACC;FEM;SG
texas	teksas	texas	teksas	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
texas	texas	texas	texas	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
všetkým	vsi	všetok	ves	DET;ANIM;DAT;MASC;PL	DET;NOM;MASC;PL
historicky	zgodovinsko	historicky	zgodovinski	ADV	ADJ;NOM;NEUT;SG
historicky	zgodovinski	historicky	zgodovinski	ADV	ADJ;NOM;MASC;SG
historicky	zgodovinsko	historicky	zgodovinski	ADV	ADJ;NOM;NEUT;SG
historicky	zgodovinska	historicky	zgodovinski	ADV	ADJ;NOM;FEM;SG
historicky	zgodovinske	historicky	zgodovinski	ADV	ADJ;NOM;FEM;PL
beh	teče	beh	teči	N;INAN;NOM;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN
beh	teči	beh	teči	N;INAN;NOM;MASC;SG	V;IPFV;NFIN
generácia	generacije	generácia	generacija	N;NOM;FEM;SG	N;NOM;FEM;PL
generácia	generacijo	generácia	generacija	N;NOM;FEM;SG	N;ACC;FEM;SG
zmysel	pomeni	zmysel	pomeniti	N;INAN;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
zmysel	smiselno	zmysel	smiseln	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
východné	vzhod	východný	vzhod	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
východné	vzhodno	východný	vzhoden	ADJ;NOM;NEUT;SG	ADV
východné	vzhodno	východný	vzhoden	ADJ;NOM;NEUT;SG	ADV
ukrajina	ukrajina	ukrajina	ukrajina	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
ukrajina	ukrajino	ukrajina	ukrajina	N;NOM;FEM;SG	N;ACC;FEM;SG
prítomnosť	prisotna	prítomnosť	prisoten	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
prítomnosť	prisotni	prítomnosť	prisoten	N;NOM;FEM;SG	ADJ;NOM;MASC;PL
prítomnosť	prisotno	prítomnosť	prisotno	N;NOM;FEM;SG	ADJ;NOM;NEUT;SG
prítomnosť	prisoten	prítomnosť	prisoten	N;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
prítomnosť	prisotnosti	prítomnosť	prisotnost	N;NOM;FEM;SG	N;GEN;FEM;SG
landes	landes	landes	landes	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG
východná	vzhod	východný	vzhod	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
východná	vzhodno	východný	vzhoden	ADJ;NOM;FEM;SG	ADV
východná	vzhodno	východný	vzhoden	ADJ;NOM;FEM;SG	ADV
prehry	izgublja	prehra	izgubljati	N;INAN;NOM;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN
prehry	izguba	prehra	izguba	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
green	zeleno	green	zelen	PROPN;ANIM;NOM;MASC;SG	ADV
green	zelene	green	zelen	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
green	green	green	green	PROPN;ANIM;NOM;MASC;SG	
green	zeleni	green	zelen	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
green	zelena	green	zelen	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
misia	misijo	misia	misiti	N;NOM;FEM;SG	N;ACC;FEM;SG
námestia	kvadratov	námestie	kvadrat	N;NOM;NEUT;PL	N;GEN;MASC;PL
aké	kaj	aký	kaj	DET;NOM;NEUT;SG	PRO;ACC;NEUT;SG
fifa	fifa	fif	fifa		PROPN;NOM;FEM;SG
kapacita	zmogljivosti	kapacita	zmogljivost	N;NOM;FEM;SG	N;GEN;FEM;SG
asistent	pomočnika	asistent	pomočnik	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
nemecky	nemško	nemecky	nemški	ADV	ADJ;NOM;NEUT;SG
nemecky	nemec	nemecky	nemec	ADV	N;NOM;MASC;SG
nemecky	nemška	nemecky	nemški	ADV	ADJ;NOM;FEM;SG
nemecky	nemščina	nemecky	nemščina	ADV	N;NOM;FEM;SG
nemecky	nemški	nemecky	nemški	ADV	ADJ;NOM;DEF;MASC;SG
jaskyne	votlina	jaskyňa	votlina	N;NOM;FEM;PL	N;NOM;FEM;SG
jaskyne	jamo	jaskyňa	jama	N;NOM;FEM;PL	N;ACC;FEM;SG
jaskyne	jama	jaskyňa	jama	N;NOM;FEM;PL	N;NOM;FEM;SG
jaskyne	jami	jaskyňa	jama	N;NOM;FEM;PL	N;NOM;FEM;SG
indie	indijo	india	indeti	N;NOM;MASC;SG	N;ACC;FEM;SG
kostoly	cerkva	kostol	cerkva	N;INAN;NOM;MASC;PL	N;GEN;FEM;SG
umiestnená	nahaja	umiestnený	nahajati	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN
ústave	ustava	ústav	ustava	N;INAN;DAT;MASC;SG	N;NOM;FEM;SG
antonín	antonín	antonina	antonín	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
volejbal	odbojko	volejbať	odbojek	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
odmietol	zavrnjena	odmietnuť	zavrnjen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
odmietol	zavrnjena	odmietnuť	zavrnjen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
odmietol	zavrnjeno	odmietnuť	zavrnjen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
vnútorné	interno	vnútorný	interno	ADJ;NOM;NEUT;SG	ADV
vnútorné	notranje	vnútorný	notranji	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
vnútorné	notranje	vnútorný	notranji	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
funkcií	funkcije	funkcia	funkcija	N;GEN;FEM;PL	N;NOM;FEM;PL
následok	posledice	následok	posledica	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
pobrežia	obal	pobrežiť	obala	N;NOM;NEUT;PL	N;GEN;FEM;PL
súboru	datoteka	súbor	datoteka	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
súboru	datoteko	súbor	datoteka	N;INAN;GEN;MASC;SG	N;ACC;FEM;SG
mosty	mostove	most	mostov	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
mosty	mostov	most	most	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
delenie	razdeli	delenie	razdeti	N;NOM;NEUT;SG	V;PFV;IND;SG;3;PRS;FIN
young	mladi	young	mlad	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;PL
young	mlad	young	mlad	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
young	mlada	young	mlad	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
young	young	young	young	PROPN;ANIM;NOM;MASC;SG	
young	mlado	young	mlad	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
jednoduché	enostavno	jednoduchý	enostavno	ADJ;NOM;NEUT;SG	ADV
jednoduché	preprosto	jednoduchý	preprosto	ADJ;NOM;NEUT;SG	ADV
jednoduché	počasi	jednoduchý	počasi	ADJ;NOM;NEUT;SG	ADV
chorvátsku	hrvaška	chorvátsky	hrvaški	N;ACC;FEM;SG	ADJ;NOM;FEM;SG
obsahom	vsebina	obsah	vsebina	N;INAN;INS;MASC;SG	N;NOM;FEM;SG
obsahom	vsebine	obsah	vsebina	N;INAN;INS;MASC;SG	N;NOM;FEM;PL
kalibru	kaliber	kalibra	kaliber	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
kalibru	kalibra	kalibra	kaliber	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
kalibru	kaliber	kalibra	kaliber	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
železničnej	železniški	železničný	železniški	ADJ;GEN;FEM;SG	ADJ;NOM;MASC;SG
železničnej	tirnice	železničný	tirnica	ADJ;GEN;FEM;SG	N;NOM;FEM;PL
železničnej	železnica	železničný	železnica	ADJ;GEN;FEM;SG	N;NOM;FEM;SG
únia	unije	únia	unija	N;NOM;FEM;SG	N;GEN;FEM;SG
stála	stoji	stáť	stati	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
stanley	stanley	stanley	stanley	PROPN;ANIM;NOM;MASC;SG	
death	smrt	death	smrt	PROPN;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
štatistika	statistike	štatistika	statistika	N;NOM;FEM;SG	N;NOM;FEM;PL
štatistika	statistiko	štatistika	statistika	N;NOM;FEM;SG	N;ACC;FEM;SG
fyziku	fiziki	fyzika	fizika	N;ACC;FEM;SG	N;NOM;FEM;SG
fyziku	fizika	fyzika	fizik	N;ACC;FEM;SG	N;NOM;FEM;SG
formálne	formalnega	formálne	formalen	ADV	ADJ;GEN;NEUT;SG
nádrže	rezervoarje	nádrža	rezervoar	N;NOM;FEM;PL	N;ACC;MASC;PL
nádrže	tanke	nádrža	tanek	N;NOM;FEM;PL	ADJ;NOM;FEM;PL
nádrže	cisterne	nádrža	cisteren	N;NOM;FEM;PL	ADJ;NOM;FEM;PL
nádrže	tanki	nádrža	tanek	N;NOM;FEM;PL	ADJ;NOM;MASC;PL
občanov	meščani	občan	meščan	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
občanov	državljani	občan	državljan	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
billboard	pano	billboard	pani	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
afrika	afriko	afrika	afrika	N;NOM;FEM;SG	N;ACC;FEM;SG
plynu	bencin	plyn	bencin	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
plynu	gas	plyn	gas	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
plynu	plin	plyn	plin	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
spracovanie	predelavo	spracovanie	predelava	N;NOM;NEUT;SG	N;ACC;FEM;SG
spracovanie	zdravljenja	spracovanie	zdravljenje	N;NOM;NEUT;SG	N;GEN;NEUT;SG
používanie	use	používanie	usa	N;NOM;NEUT;SG	
používanie	uporabi	používanie	uporaba	N;NOM;NEUT;SG	N;DAT;FEM;SG
giovanni	giovanni	giovanňa	giovanen	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
schopné	sposobni	schopný	sposoben	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL
schopné	sposobne	schopný	sposoben	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
menovaný	imenovani	menovaný	imenovan	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
rgb	rgb	rgba	rgb		N;NOM;MASC;SG
adolf	adolf	adolf	adolf	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
neskoršie	pozneje	neskorý	pozno	ADV;RL	ADV;CMPR
neskoršie	kasneje	neskorý	kasno	ADV;RL	ADV;CMPR
stranách	strani	strana	stran	N;GEN;FEM;PL	N;NOM;FEM;PL
izrael	izraelski	izrael	izraelski	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
izrael	izraelsko	izrael	izraelski	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
prítoky	pritokov	prítok	pritok	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
samostatný	ločeni	samostatný	ločen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
samostatný	samostojno	samostatný	samostojen	ADJ;ANIM;NOM;MASC;SG	ADV
spisovateľov	pisateljev	spisovateľ	pisatelj	N;ANIM;ACC;MASC;PL	N;GEN;MASC;PL
spisovateľov	pisatelji	spisovateľ	pisatelj	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
belgická	belgijske	belgický	belgijski	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
brána	vrata	brána	vrata	N;NOM;FEM;SG	N;NOM;NEUT;PL
dukla	dukla	duknúť	duklo	N;NOM;FEM;SG	PROPN;NOM;MASC;SG
zvyšky	ostanek	zvyšok	ostanek	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
zvyšky	ostanke	zvyšok	ostanek	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
ročne	letna	ročnúť	leten	ADV	ADJ;NOM;FEM;SG
ročne	letne	ročnúť	leten	ADV	ADJ;NOM;FEM;PL
ročne	letna	ročnúť	leten	ADV	ADJ;NOM;FEM;SG
ročne	letni	ročnúť	leten	ADV	ADJ;NOM;DEF;MASC;SG
súlade	skladu	súlad	sklad	N;INAN;NOM;MASC;SG	N;DAT;MASC;SG
vzduch	zračno	vzduch	zračen	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
vzduch	zračna	vzduch	zračen	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
cestujúcich	potnike	cestujúci	potnik	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	N;ACC;MASC;PL
cestujúcich	potniki	cestujúci	potnik	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	N;NOM;MASC;PL
cestujúcich	popotnika	cestujúci	popotnika	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	N;ANIM;ACC;MASC;SG
cestujúcich	popotniki	cestujúci	popotnik	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	N;NOM;MASC;PL
cestujúcich	potniški	cestujúci	potniški	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	ADJ;NOM;MASC;SG
cestujúcich	potnik	cestujúci	potnik	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	N;NOM;MASC;SG
cestujúcich	sopotnik	cestujúci	sopotnik	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	N;NOM;MASC;SG
cestujúcich	potnika	cestujúci	potnik	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT	N;ANIM;ACC;MASC;SG
brian	brian	brian	brian	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
vrátiť	povratek	vrátiť	povratek	V;PFV;POS;NFIN	N;NOM;MASC;SG
vrátiť	vrnitev	vrátiť	vrnitev	V;PFV;POS;NFIN	N;NOM;FEM;SG
vrstva	plasti	vrstvo	plast	N;NOM;FEM;SG	N;NOM;FEM;PL
super	noro	super	nora	INTJ	ADV
super	super	super	super	INTJ	
super	super	super	super	INTJ	
super	super	super	super	INTJ	
super	odlično	super	odlično	INTJ	ADV
super	kul	super	kul	INTJ	ADV
super	fajn	super	fajn	INTJ	ADV
super	cool	super	cool	INTJ	N;NOM;MASC;SG
wikimedia	wikimedijina	wikimedium	wikimedijin	N;NOM;NEUT;PL	ADJ;NOM;FEM;SG
dnešné	danes	dnešný	danes	ADJ;NOM;NEUT;SG	ADV
objav	discovery	objav	discovery	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
traja	three	tri	three	NUM;ANIM;NOM;MASC;PL	
jadra	jedro	jadra	jedro	N;GEN;FEM;SG	N;NOM;NEUT;SG
jadra	jedro	jadra	jedro	N;GEN;FEM;SG	N;NOM;NEUT;SG
jadra	jedro	jadra	jedro	N;GEN;FEM;SG	N;NOM;NEUT;SG
scény	prizore	scéna	prizor	N;NOM;FEM;PL	N;ACC;MASC;PL
kosti	bones	kosť	bones	N;NOM;FEM;PL	N;NOM;MASC;SG
kosti	kosteh	kosť	kost	N;NOM;FEM;PL	N;ESS;MASC;PL
kosti	kost	kosť	kost	N;NOM;FEM;PL	N;NOM;FEM;SG
kosti	bone	kosť	bona	N;NOM;FEM;PL	N;NOM;MASC;SG
bulharsko	bolgarijo	bulharsko	bolgarija	N;NOM;NEUT;SG	N;ACC;FEM;SG
dať	dej	dať	daj	V;POS;NFIN	V;PFV;IMP;SG;2;FIN
dať	daj	dať	daj	V;POS;NFIN	V;PFV;IMP;SG;2;FIN
dáva	dajanje	dávať	dajanje	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;NEUT;SG
mary	marija	mary	marija	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
mary	mary	mary	mary	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
vážne	resne	vážne	resen	ADV	ADJ;NOM;FEM;PL
vážne	resna	vážne	resen	ADV	ADJ;NOM;FEM;SG
vážne	resni	vážne	resen	ADV	ADJ;NOM;MASC;PL
komunikácie	komuniciranje	komunikácia	komuniciranje	N;NOM;FEM;PL	N;NOM;NEUT;SG
komunikácie	obveščanje	komunikácia	obveščanje	N;NOM;FEM;PL	N;NOM;NEUT;SG
komunikácie	komunikacija	komunikácia	komunikacija	N;NOM;FEM;PL	N;NOM;FEM;SG
komunikácie	komuniciranje	komunikácia	komuniciranje	N;NOM;FEM;PL	N;NOM;NEUT;SG
komunikácie	sporazumevanje	komunikácia	sporazumevanje	N;NOM;FEM;PL	N;NOM;NEUT;SG
komunikácie	sporočanje	komunikácia	sporočanje	N;NOM;FEM;PL	N;NOM;NEUT;SG
určite	definitivno	určite	definitivno	PART	ADV
určite	zagotovo	určite	zagotovo	PART	ADV
vtáky	ptic	vták	ptica	N;INAN;NOM;MASC;PL	N;GEN;FEM;PL
vtáky	ptiče	vták	ptič	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
rozdelené	razdeljene	rozdelený	razdeljen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
rozdelené	razdeljeni	rozdelený	razdeljen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
rozdelené	porazdeli	rozdelený	porazdel	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;V.PTCP
rozdelené	razdeljeni	rozdelený	razdeljen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
nástrojov	inštrumenti	nástroj	inštrument	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
nástrojov	instrumenti	nástroj	instrument	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
nástrojov	orodja	nástroj	orodje	N;INAN;GEN;MASC;PL	N;NOM;NEUT;PL
nástrojov	orodje	nástroj	orodje	N;INAN;GEN;MASC;PL	N;NOM;NEUT;SG
knižnice	knjižnica	knižnica	knjižnica	N;NOM;FEM;PL	N;NOM;FEM;SG
knižnice	knjižnici	knižnica	knjižnica	N;NOM;FEM;PL	N;DAT;FEM;SG
týždňov	tedne	týždeň	teden	N;INAN;GEN;MASC;PL	N;ACC;MASC;PL
týždňov	tedni	týždeň	teden	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
týždňov	tednih	týždeň	teden	N;INAN;GEN;MASC;PL	N;ESS;MASC;PL
vodných	vodni	vodný	voden	ADJ;GEN;MASC;PL	ADJ;NOM;DEF;MASC;SG
ariège	ariège	arimga	ariaga	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
denis	dennis	denis	dennis	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
denis	denis	denis	denis	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
denis	denis	denis	denis	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
reakcia	reakcijo	reakcia	reakcija	N;NOM;FEM;SG	N;ACC;FEM;SG
reakcia	odziva	reakcia	odziv	N;NOM;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
celku	cele	celka	cel	N;INAN;GEN;MASC;SG	ADJ;NOM;FEM;PL
celku	cel	celka	cel	N;INAN;GEN;MASC;SG	ADJ;NOM;INDF;MASC;SG
celku	cela	celka	cel	N;INAN;GEN;MASC;SG	ADJ;NOM;FEM;SG
celku	celotno	celka	celoten	N;INAN;GEN;MASC;SG	ADJ;NOM;NEUT;SG
pobrežie	shore	pobrežie	shora	N;NOM;NEUT;SG	
pobrežie	obalo	pobrežie	obala	N;NOM;NEUT;SG	N;ACC;FEM;SG
pobrežie	obalno	pobrežie	obalno	N;NOM;NEUT;SG	ADV
pobrežie	obalna	pobrežie	obalen	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
pobrežie	obalnih	pobrežie	obalen	N;NOM;NEUT;SG	ADJ;GEN;MASC;PL
pobrežie	obalo	pobrežie	obala	N;NOM;NEUT;SG	N;ACC;FEM;SG
modrá	modro	modrý	moder	ADJ;NOM;FEM;SG	ADV
modrá	modre	modrý	moder	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
príslušnosť	pristojnosti	príslušnosť	pristojnost	N;NOM;FEM;SG	N;NOM;FEM;PL
chorvátsko	hrvaška	chorvátsko	hrvaški	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
bratia	brate	brat	brat	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
bratia	bratov	brat	brat	N;ANIM;NOM;MASC;PL	N;GEN;MASC;PL
bratia	brata	brat	brat	N;ANIM;NOM;MASC;PL	N;NOM;MASC;DU
bratia	bros	brat	bros	N;ANIM;NOM;MASC;PL	PROPN;NOM;MASC;SG
situácie	situacij	situácia	situacija	N;NOM;FEM;PL	N;GEN;FEM;PL
väčšiu	večja	veľký	velik	ADJ;ACC;CMPR;FEM;SG	ADJ;NOM;CMPR;FEM;SG
väčšiu	večje	veľký	velik	ADJ;ACC;CMPR;FEM;SG	ADJ;NOM;CMPR;NEUT;SG
kvality	kakovost	kvalita	kakovost	N;NOM;FEM;PL	N;NOM;FEM;SG
kvality	kvaliteta	kvalita	kvaliteta	N;NOM;FEM;PL	N;NOM;FEM;SG
kvality	kakovostno	kvalita	kakovostno	N;NOM;FEM;PL	ADJ;NOM;NEUT;SG
kvality	kakovosti	kvalita	kakovost	N;NOM;FEM;PL	N;GEN;FEM;SG
sergej	sergej	sergej	sergej	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
sergej	sergej	sergej	sergej	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
hlavu	glava	hlava	glava	N;ACC;FEM;SG	N;NOM;FEM;SG
hlavu	head	hlava	heada	N;ACC;FEM;SG	
mesiaci	moon	mesiac	moon	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
portrét	skico	portrét	skica	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
verejné	javnosti	verejný	javnost	ADJ;NOM;NEUT;SG	N;GEN;FEM;SG
verejné	javnost	verejný	javnost	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
verejné	javno	verejný	javno	ADJ;NOM;NEUT;SG	ADV
viesť	svinec	viesť	svinec	V;IPFV;POS;NFIN	N;NOM;MASC;SG
ženské	ženska	ženský	ženska	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
ženské	samica	ženský	samica	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
ženské	žensko	ženský	ženska	ADJ;NOM;NEUT;SG	N;ACC;FEM;SG
zákony	zakone	zákon	zakon	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
jav	pojavi	jav	pojaviti	N;INAN;NOM;MASC;SG	V;PFV;IND;SG;3;PRS;FIN
jav	pojave	jav	pojava	N;INAN;NOM;MASC;SG	N;ACC;MASC;PL
pozostatky	ostanke	pozostatok	ostanek	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
pozostatky	ostaja	pozostatok	ostajati	N;INAN;NOM;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN
iná	drugačna	iný	drugačen	DET;NOM;FEM;SG	ADJ;NOM;FEM;SG
iná	drugačen	iný	drugačen	DET;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
iná	drugačni	iný	drugačen	DET;NOM;FEM;SG	ADJ;NOM;MASC;PL
iná	drugačno	iný	drugačen	DET;NOM;FEM;SG	ADJ;NOM;NEUT;SG
iná	drugi	iný	drug	DET;NOM;FEM;SG	ADJ;NOM;MASC;SG
iná	drugo	iný	drug	DET;NOM;FEM;SG	ADJ;NOM;NEUT;SG
iná	druga	iný	drug	DET;NOM;FEM;SG	ADJ;NOM;FEM;SG
iná	druge	iný	drug	DET;NOM;FEM;SG	ADJ;NOM;FEM;PL
obvody	vezja	obvod	vezja	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
obvody	vezij	obvod	vezij	N;INAN;NOM;MASC;PL	N;GEN;FEM;PL
obvody	okrožij	obvod	okrožje	N;INAN;NOM;MASC;PL	N;GEN;NEUT;PL
obvody	okrožja	obvod	okrožje	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG
bay	zaliv	bay	zaliv	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
