magnolia	magnolia	magnolie	magnolia	N;DEF;FEM;SG	PROPN;NOM;SG
pestera	grotte	pestera	grott	N;DEF;FEM;SG	
pestera	höhle	pestera	höhlen	N;DEF;FEM;SG	
pestera	höhlen	pestera	höhlen	N;DEF;FEM;SG	N;NOM;PL
pestera	cave	pestera	cave	N;DEF;FEM;SG	
pestera	grotte	pestera	grott	N;DEF;FEM;SG	
pestera	höhle	pestera	höhlen	N;DEF;FEM;SG	
senat	senat	sena	senaen	N;INDF;MASC;SG	
senat	senats	sena	senats	N;INDF;MASC;SG	
gay	homosexuell	gay	homosexuell	N;INDF;MASC;SG	ADJ
gay	homosexuelle	gay	homosexuell	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
gay	schwule	gay	schwul	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
gay	schwulen	gay	schwul	N;INDF;MASC;SG	ADJ
gay	homosexuell	gay	homosexuell	N;INDF;MASC;SG	ADJ
gay	schwule	gay	schwul	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
gay	lesbisch	gay	lesbisch	N;INDF;MASC;SG	ADJ
gay	schwul	gay	schwul	N;INDF;MASC;SG	ADJ
creta	kreta	creta	kreta	N;DEF;FEM;SG	PROPN;NOM;SG
creta	kreide	creta	kreiden	N;DEF;FEM;SG	
creta	kreide	creta	kreiden	N;DEF;FEM;SG	
creta	kreta	creta	kreta	N;DEF;FEM;SG	PROPN;NOM;SG
ming	ming	ming	meigen	PROPN	
montgomery	montgomery	montgomery	montgomery	PROPN	PROPN
egiptean	ägyptische	egiptean	ägyptisch	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
egiptean	ägypten	egiptean	ägypten	ADJ;INDF;MASC;SG	PROPN;NOM
egiptean	ägyptischen	egiptean	ägyptisch	ADJ;INDF;MASC;SG	ADJ;PL
egiptean	ägypter	egiptean	ägypter	ADJ;INDF;MASC;SG	
variabile	variable	variabilă	variabel	N;INDF;FEM;PL	ADJ;NOM;FEM;PL
variabile	variabler	variabilă	variabel	N;INDF;FEM;PL	ADJ
variabile	unterschiedlich	variabilă	unterschiedlich	N;INDF;FEM;PL	ADJ
variabile	variabel	variabilă	variabel	N;INDF;FEM;PL	ADJ
variabile	variablen	variabilă	variablen	N;INDF;FEM;PL	
variabile	variable	variabilă	variabel	N;INDF;FEM;PL	ADJ;NOM;FEM;PL
variabile	variablen	variabilă	variablen	N;INDF;FEM;PL	
mediterana	mittelmeer	mediteran	mittelmeer	N;DEF;FEM;SG	
mediterana	mittelmeerküste	mediteran	mittelmeerküste	N;DEF;FEM;SG	
mediterana	mittelmeerraum	mediteran	mittelmeerraum	N;DEF;FEM;SG	ADV
mediterana	mittelmeer	mediteran	mittelmeer	N;DEF;FEM;SG	
mediterana	mittelmeerküste	mediteran	mittelmeerküste	N;DEF;FEM;SG	
mediterana	mittelmeerraum	mediteran	mittelmeerraum	N;DEF;FEM;SG	ADV
metale	metall	metal	metall	N;INDF;FEM;PL	
metale	metallverarbeitung	metal	metallverarbeitung	N;INDF;FEM;PL	N;NOM;FEM;SG
metale	metal	metal	metal	N;INDF;FEM;PL	PROPN
metale	metallbearbeitung	metal	metallbearbeitung	N;INDF;FEM;PL	ADJ
metale	metall	metal	metall	N;INDF;FEM;PL	
metale	metallindustrie	metal	metallindustrie	N;INDF;FEM;PL	PROPN
metale	metallen	metal	metallen	N;INDF;FEM;PL	V;NFIN
bush	bush	bush	bush	PROPN	PROPN;NOM;MASC;SG
bush	gebüsch	bush	gebüsch	PROPN	ADJ
bush	bushs	bush	bushs	PROPN	PROPN;NOM;MASC;SG
bush	busch	bush	busch	PROPN	PROPN
standardele	normen	standard	normen	N;DEF;FEM;PL	V;NFIN
standardele	standards	standard	standards	N;DEF;FEM;PL	N;NOM
daneza	dänische	daneza	dänisch	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
verticala	senkrecht	verticală	senkrecht	N;DEF;FEM;SG	ADJ
verticala	vertikalen	verticală	vertikalen	N;DEF;FEM;SG	ADJ
verticala	senkrechte	verticală	senkrecht	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
verticala	vertikal	verticală	vertikal	N;DEF;FEM;SG	ADJ
verticala	vertikale	verticală	vertikal	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
azerbaidjan	aserbaidschan	azerbaidjan	aserbaidschan	N;INDF;MASC;SG	ADJ
niveluri	stufen	nivel	stufen	N;INDF;FEM;PL	V;NFIN
niveluri	ebenen	nivel	eben	N;INDF;FEM;PL	
niveluri	niveau	nivel	niveau	N;INDF;FEM;PL	ADV
niveluri	stufen	nivel	stufen	N;INDF;FEM;PL	V;NFIN
niveluri	ebenen	nivel	eben	N;INDF;FEM;PL	
mitchell	mitchell	mitchell	mitchell	PROPN	PROPN
mantova	mantova	mantova	mantova	PROPN	PROPN
notat	bemerkte	nota	bemerkt	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
notat	notiert	nota	notieren	ADJ;INDF;MASC;SG	V;V.PTCP
notat	angemerkt	nota	anmerken	ADJ;INDF;MASC;SG	V;V.PTCP
notat	festgestellt	nota	feststellen	ADJ;INDF;MASC;SG	V;V.PTCP
strategica	strategische	strategica	strategisch	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
strategica	strategisches	strategica	strategisch	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG
cambodgia	kambodschanischen	cambodgie	kambodschanisch	PROPN	ADJ
cambodgia	kambodscha	cambodgie	kambodscha	PROPN	PROPN;NOM;SG
cambodgia	kambodschas	cambodgie	kambodschas	PROPN	PROPN;NOM;SG
cambodgia	kambodscha	cambodgie	kambodscha	PROPN	PROPN;NOM;SG
pablo	pablo	pablo	pablo	PROPN	PROPN;NOM;MASC;SG
morris	morris	morri	morris	PROPN	PROPN;NOM;MASC;SG
lent	langsamer	lent	langsam	ADV	ADJ
lent	langsamen	lent	langsam	ADV	ADJ
lent	langsame	lent	langsam	ADV	ADJ;NOM;FEM;PL
lent	langsam	lent	langsam	ADV	ADJ
lent	verlangsamen	lent	verlangsam	ADV	V;NFIN
cosma	cosma	cosm	cosma	PROPN	PROPN;NOM;SG
prevazuta	vorgesehen	prevazut	vorsehen	ADJ;DEF;FEM;SG	V;V.PTCP
prevazuta	vorhergesehen	prevazut	vorhersehen	ADJ;DEF;FEM;SG	V;V.PTCP
prevazuta	vorgesehene	prevazut	vorgesehen	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
academice	akademisches	academic	akademisch	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
ice	eis	ice	eis		N;NOM;NEUT;SG
kate	kate	kate	kate		PROPN;NOM;SG
kate	katja	kate	katja		PROPN;NOM;FEM;SG
aurora	aurora	aurora	aurora	N;DEF;FEM;SG	PROPN;NOM;SG
sinod	synode	sinod	synode	N;INDF;MASC;SG	
sinod	konzil	sinod	konzil	N;INDF;MASC;SG	
rou	rou	rou	rou	N;INDF;MASC;SG	
maría	maría	marga	maría	PROPN	PROPN;SG
oregon	oregon	oregon	oregon	PROPN	PROPN;NOM;SG
banci	banks	bancă	banks	N;INDF;FEM;PL	PROPN;NOM;SG
banci	kreditinstitute	bancă	kreditinstitut	N;INDF;FEM;PL	ADJ;SG
banci	bänken	bancă	bänken	N;INDF;FEM;PL	V;NFIN
banci	banks	bancă	banks	N;INDF;FEM;PL	PROPN;NOM;SG
banci	kreditinstitute	bancă	kreditinstitut	N;INDF;FEM;PL	ADJ;SG
banci	bänken	bancă	bänken	N;INDF;FEM;PL	V;NFIN
restaurant	gaststätte	restaurant	gaststätte	N;INDF;MASC;SG	;SG
restaurant	restaurant	restaurant	restaurant	N;INDF;MASC;SG	PROPN
afectate	beeinträchtigt	afectat	beeinträchtigen	ADJ;INDF;FEM;PL	V;V.PTCP
pavia	pavia	pavia	pavia	N;DEF;FEM;SG	PROPN;NOM;MASC;SG
structurile	strukturen	structură	struktur	N;DEF;FEM;PL	V;NFIN
structurile	bauwerke	structură	bauwerk	N;DEF;FEM;PL	
impuse	verhängte	impune	verhängen	V;IND;PL;3;PST;FIN	V;IND;SG;3;PST;FIN
silezia	schlesien	silezie	schlesien	N;DEF;FEM;SG	PROPN;NOM;SG
silezia	schlesischen	silezie	schlesisch	N;DEF;FEM;SG	ADJ;NOM;MASC;PL
silezia	schlesien	silezie	schlesien	N;DEF;FEM;SG	PROPN;NOM;SG
urias	giant	urias	gehnen	ADJ;INDF;MASC;SG	
urias	giganten	urias	gigant	ADJ;INDF;MASC;SG	N;NOM
urias	riese	urias	rusen	ADJ;INDF;MASC;SG	
urias	riesen	urias	riesen	ADJ;INDF;MASC;SG	
tabere	lager	tabără	lager	N;INDF;FEM;PL	ADJ
tabere	camps	tabără	camps	N;INDF;FEM;PL	
tabere	lagern	tabără	lagern	N;INDF;FEM;PL	V;NFIN
alma	alma	alm	alma	PROPN	PROPN;NOM;SG
kentucky	kentucky	kentucky	kentucky	PROPN	PROPN;NOM;NEUT;SG
indicat	angegeben	indica	angeben	ADJ;INDF;MASC;SG	V;V.PTCP
marfuri	luftfracht	marfă	luftfracht	N;INDF;FEM;PL	ADJ
marfuri	cargo	marfă	cargo	N;INDF;FEM;PL	PROPN
marfuri	fracht	marfă	frachen	N;INDF;FEM;PL	ADJ
marfuri	ladungen	marfă	ladungen	N;INDF;FEM;PL	V;NFIN
marfuri	ladung	marfă	ladung	N;INDF;FEM;PL	N;SG
marfuri	waren	marfă	sein	N;INDF;FEM;PL	V;IND;PL;3;PST;FIN
marfuri	güter	marfă	gut	N;INDF;FEM;PL	
marfuri	grundstoffe	marfă	grundstoff	N;INDF;FEM;PL	
marfuri	waren	marfă	sein	N;INDF;FEM;PL	V;IND;PL;3;PST;FIN
marfuri	rohstoffe	marfă	rohstoff	N;INDF;FEM;PL	PROPN
marfuri	waren	marfă	sein	N;INDF;FEM;PL	V;IND;PL;3;PST;FIN
marfuri	güter	marfă	gut	N;INDF;FEM;PL	
belle	belle	belle	bellen	N;INDF;MASC;SG	
cuantica	quantum	cuantică	quantum	N;DEF;FEM;SG	PROPN
vazute	gesehen	vazut	sehen	ADJ;INDF;FEM;PL	V;V.PTCP
vazute	sah	vazut	sehen	ADJ;INDF;FEM;PL	V;IND;SG;3;PST;FIN
vazute	betrachtet	vazut	betrachten	ADJ;INDF;FEM;PL	V;V.PTCP
vazute	gesehen	vazut	sehen	ADJ;INDF;FEM;PL	V;V.PTCP
vazute	angesehen	vazut	ansehen	ADJ;INDF;FEM;PL	V;V.PTCP
vazute	angeschaut	vazut	anschauen	ADJ;INDF;FEM;PL	V;V.PTCP
walt	walt	walt	walt	PROPN	PROPN;NOM;MASC;SG
dublin	dublin	dublin	dublin	PROPN	PROPN;NOM;SG
festivaluri	festivals	festival	festivals	N;INDF;FEM;PL	ADV
festivaluri	feiertage	festival	feiertag	N;INDF;FEM;PL	
ball	ball	ball	ball	PROPN	PROPN
ball	kugel	ball	kugeln	PROPN	
ball	bälle	ball	bäll	PROPN	ADJ
rusesc	russisch	rusesc	russisch	ADV	ADJ
rusesc	russischen	rusesc	russisch	ADV	ADJ;NOM;MASC;PL
rusesc	russen	rusesc	russen	ADV	
concepte	konzept	concept	konzept	N;INDF;FEM;PL	N;NOM;NEUT;SG
concepte	begriffe	concept	begreifen	N;INDF;FEM;PL	ADJ
padova	padua	padova	padua	PROPN	PROPN;NOM;MASC;SG
echivalentul	gleichwertig	echivalent	gleichwertig	N;DEF;MASC;SG	ADJ
echivalentul	äquivalent	echivalent	äquivalent	N;DEF;MASC;SG	ADJ
echivalentul	gleichwertige	echivalent	gleichwertig	N;DEF;MASC;SG	ADJ;NOM;FEM;PL
echivalentul	gleichwertiges	echivalent	gleichwertig	N;DEF;MASC;SG	ADJ;NOM;NEUT;SG
echivalentul	entsprechung	echivalent	entsprechung	N;DEF;MASC;SG	ADJ
fani	fächer	fan	fach	N;INDF;MASC;PL	ADJ
fani	lüfter	fan	lüfen	N;INDF;MASC;PL	
fani	fans	fan	fans	N;INDF;MASC;PL	
afirmand	erklärend	afirma	erklärend	N;INDF;MASC;SG	ADJ
postum	posthum	postum	posthum	N;INDF;MASC;SG	ADJ
postum	posthum	postum	posthum	N;INDF;MASC;SG	ADJ
plovdiv	plovdiv	plovdiv	plovdiv	PROPN	PROPN
participantii	teilnehmerinnen	participant	teilnehmerinnen	N;DEF;MASC;PL	ADJ
participantii	teilnehmern	participant	teilnehmern	N;DEF;MASC;PL	V;NFIN
participantii	beteiligte	participant	beteiligen	N;DEF;MASC;PL	V;IND;SG;3;PST;FIN
participantii	teilnehmer	participant	teilnehmer	N;DEF;MASC;PL	
mandate	mandat	manda	mandat	N;INDF;FEM;PL	N;NOM;SG
mandate	mandaten	manda	mandat	N;INDF;FEM;PL	V;IND;PL;3;PST;FIN
mandate	mandate	manda	mandat	N;INDF;FEM;PL	V;IND;SG;3;PST;FIN
morminte	gräbern	mormânt	gräbern	N;INDF;FEM;PL	V;NFIN
morminte	gräber	mormânt	grab	N;INDF;FEM;PL	
morminte	gräbern	mormânt	gräbern	N;INDF;FEM;PL	V;NFIN
morminte	graves	mormânt	graves	N;INDF;FEM;PL	PROPN;NOM;MASC;SG
morminte	gräber	mormânt	grab	N;INDF;FEM;PL	
colegi	arbeitskollegen	coleg	arbeitskolleg	N;INDF;MASC;PL	ADJ
colegi	kollegen	coleg	kolleg	N;INDF;MASC;PL	V;FIN
colegi	arbeitskollegen	coleg	arbeitskolleg	N;INDF;MASC;PL	ADJ
colegi	kollegen	coleg	kolleg	N;INDF;MASC;PL	V;FIN
potentialul	mögliche	potential	möglich	N;DEF;MASC;SG	ADJ;NOM;FEM;PL
potentialul	potential	potential	potential	N;DEF;MASC;SG	ADJ
potentialul	potentielle	potential	potentiell	N;DEF;MASC;SG	ADJ;NOM;FEM;PL
potentialul	potenzial	potential	potenzial	N;DEF;MASC;SG	ADJ
exacta	exakte	exacta	exakt	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
exacta	genau	exacta	genau	ADJ;DEF;FEM;SG	ADV
exacta	genaue	exacta	genau	ADJ;DEF;FEM;SG	ADJ;NOM
exacta	exakte	exacta	exakt	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
exacta	genau	exacta	genau	ADJ;DEF;FEM;SG	ADV
exacta	genaue	exacta	genau	ADJ;DEF;FEM;SG	ADJ;NOM
horror	horror	horror	Horror	N;INDF;MASC;SG	PROPN
horror	grauen	horror	grau	N;INDF;MASC;SG	
horror	horrorfilm	horror	horrorfilm	N;INDF;MASC;SG	PROPN;SG
horror	entsetzen	horror	entsetzen	N;INDF;MASC;SG	V;NFIN
horror	schrecken	horror	schrecken	N;INDF;MASC;SG	V;NFIN
uss	uss	uss	uss	PROPN	PROPN;NOM;MASC;SG
flash	flash	flash	flash	N;INDF;MASC;SG	PROPN
flash	blitz	flash	blitz	N;INDF;MASC;SG	
srl	llc	srl	llc		ADJ
srl	gmbh	srl	gmbh		N;NOM;FEM;SG
srl	srl	srl	srl		PROPN;NOM;MASC;SG
srl	limited	srl	limited		PROPN;NOM;SG
srl	gmbh	srl	gmbh		N;NOM;FEM;SG
srl	ag	srl	ag		PROPN;NOM;FEM;SG
srl	ltd	srl	ltd		PROPN;NOM;SG
impiedicat	verhindert	impiedica	verhindern	ADJ;INDF;MASC;SG	V;V.PTCP
impiedicat	gehindert	impiedica	hindern	ADJ;INDF;MASC;SG	V;V.PTCP
impiedicat	verhinderte	impiedica	verhindern	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
materia	angelegenheit	materie	anlegegenheit	N;DEF;FEM;SG	ADJ
materia	materie	materie	materie	N;DEF;FEM;SG	PROPN
persia	persien	persie	persein	N;DEF;FEM;SG	
elementare	grundschule	elementar	grundschule	ADJ;INDF;FEM;PL	N;NOM;FEM;SG
elementare	stufenweise	elementar	stufenweise	ADJ;INDF;FEM;PL	ADV
christina	kathrin	christina	kathrin	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
christina	christina	christina	christina	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
arhipelagul	archipel	arhipelag	archipel	N;DEF;MASC;SG	
arhipelagul	inselgruppe	arhipelag	inselgruppe	N;DEF;MASC;SG	N;NOM;FEM;SG
arhipelagul	archipels	arhipelag	archipels	N;DEF;MASC;SG	PROPN
datorat	schuldete	datorat	schuldet	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
datorat	geschuldet	datorat	schulden	ADJ;INDF;MASC;SG	V;V.PTCP
succesiunea	abfolge	succesiune	abfolge	N;DEF;FEM;SG	
succesiunea	nachfolge	succesiune	nachfolg	N;DEF;FEM;SG	ADJ
protocol	protokoll	protocol	protokoll	N;INDF;MASC;SG	ADJ
protocol	protokolls	protocol	protokolls	N;INDF;MASC;SG	
update	aktualisierung	upda	aktualisierung	N;INDF;FEM;PL	N;NOM;FEM;SG
update	aktualisierungen	upda	aktualisierung	N;INDF;FEM;PL	V;NFIN
update	update	upda	update	N;INDF;FEM;PL	
update	aktualisieren	upda	aktualisieren	N;INDF;FEM;PL	V;NFIN
ecuador	ecuador	ecuador	ecuador	PROPN	PROPN;NOM;NEUT;SG
bull	bull	bull	bull	N;INDF;MASC;SG	
bull	bulle	bull	bullen	N;INDF;MASC;SG	PROPN;SG
bull	stier	bull	stoßen	N;INDF;MASC;SG	
bull	ziff	bull	ziffen	N;INDF;MASC;SG	
kenya	kenia	kenya	kenia	PROPN	PROPN;NOM;MASC;SG
ingropat	vergraben	ingropa	vergraben	ADJ;INDF;MASC;SG	V;V.PTCP
ingropat	begraben	ingropa	begraben	ADJ;INDF;MASC;SG	V;V.PTCP
ingropat	bestattet	ingropa	bestatten	ADJ;INDF;MASC;SG	V;V.PTCP
ingropat	beerdigt	ingropa	beerdigen	ADJ;INDF;MASC;SG	V;V.PTCP
ingropat	vergraben	ingropa	vergraben	ADJ;INDF;MASC;SG	V;V.PTCP
ingropat	begraben	ingropa	begraben	ADJ;INDF;MASC;SG	V;V.PTCP
ingropat	bestattet	ingropa	bestatten	ADJ;INDF;MASC;SG	V;V.PTCP
ingropat	beerdigt	ingropa	beerdigen	ADJ;INDF;MASC;SG	V;V.PTCP
november	november	november	november	N;INDF;MASC;SG	PROPN
locatii	niederlassungen	locat	niederlassingen	N;INDF;FEM;PL	V;NFIN
locatii	standort	locat	standoren	N;INDF;FEM;PL	ADV
locatii	ortschaften	locat	ortschaften	N;INDF;FEM;PL	ADJ
locatii	niederlassungen	locat	niederlassingen	N;INDF;FEM;PL	V;NFIN
locatii	standort	locat	standoren	N;INDF;FEM;PL	ADV
locatii	ortschaften	locat	ortschaften	N;INDF;FEM;PL	ADJ
biblie	bibel	biblie	bibel	N;INDF;FEM;SG	
fabricat	hergestellt	fabrica	herstellen	ADJ;INDF;MASC;SG	V;V.PTCP
fabricat	gefertigt	fabrica	fertigen	ADJ;INDF;MASC;SG	V;V.PTCP
fabricat	hergestellt	fabrica	herstellen	ADJ;INDF;MASC;SG	V;V.PTCP
fabricat	gefertigt	fabrica	fertigen	ADJ;INDF;MASC;SG	V;V.PTCP
durere	schmerz	durere	schmerz	N;INDF;FEM;SG	PROPN
durere	schmerzen	durere	schmerz	N;INDF;FEM;SG	V;NFIN
intalniri	treffen	intalnire	treffen	N;INDF;FEM;PL	V;NFIN
intalniri	sitzungen	intalnire	sitzung	N;INDF;FEM;PL	V;NFIN
intalniri	begegnung	intalnire	begegnung	N;INDF;FEM;PL	
intalniri	begegnungen	intalnire	begegnungen	N;INDF;FEM;PL	V;NFIN
intalniri	treffen	intalnire	treffen	N;INDF;FEM;PL	V;NFIN
intalniri	sitzungen	intalnire	sitzung	N;INDF;FEM;PL	V;NFIN
intalniri	partnersuche	intalnire	partnersuche	N;INDF;FEM;PL	ADJ;NOM;FEM;SG
intalniri	verabredungen	intalnire	verabredungen	N;INDF;FEM;PL	V;NFIN
intalniri	ausgehen	intalnire	ausgehen	N;INDF;FEM;PL	V;NFIN
intalniri	dating	intalnire	dating	N;INDF;FEM;PL	
recomandat	empfehlung	recomandat	empfehlung	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
recomandat	empfehlen	recomandat	empfehlen	ADJ;INDF;MASC;SG	V;NFIN
recomandat	empfohlene	recomandat	empfohlen	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
recomandat	empfohlen	recomandat	empfehlen	ADJ;INDF;MASC;SG	V;V.PTCP
lucrand	arbeiten	lucrand	arbeiten	N;INDF;MASC;SG	V;NFIN
lucrand	arbeitszeit	lucrand	arbeitszeit	N;INDF;MASC;SG	
taiwan	taiwan	taiwan	taiwan	PROPN	PROPN;NOM;MASC;SG
taiwan	südkorea	taiwan	südkorea	PROPN	PROPN;NOM;MASC;SG
taiwan	taipeh	taiwan	taipeh	PROPN	PROPN;NOM;MASC;SG
dramatica	dramatische	dramatică	dramatisch	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
populata	bevölkert	populat	bevölkern	ADJ;DEF;FEM;SG	V;V.PTCP
populata	bewohnt	populat	bewohnen	ADJ;DEF;FEM;SG	V;V.PTCP
populata	besiedelten	populat	besiedelt	ADJ;DEF;FEM;SG	V;IND;PL;3;PST;FIN
tereza	teresa	tereza	teresa	N;DEF;FEM;SG	PROPN;NOM;SG
tereza	therese	tereza	therese	N;DEF;FEM;SG	N;NOM;FEM;SG
tereza	theresia	tereza	theresia	N;DEF;FEM;SG	PROPN;NOM;NEUT;SG
tereza	theresa	tereza	theresa	N;DEF;FEM;SG	PROPN;NOM;SG
tereza	birgit	tereza	birgit	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
semifinale	halbfinale	semifinal	halbfinale	N;INDF;FEM;PL	N;NOM;NEUT;SG
dex	dex	dex	dex	N;INDF;MASC;SG	
semnata	signiert	semnată	signieren	N;DEF;FEM;SG	V;V.PTCP
semnata	unterzeichnete	semnată	unterzeichnen	N;DEF;FEM;SG	V;IND;SG;3;PST;FIN
semnata	unterzeichnet	semnată	unterzeichnen	N;DEF;FEM;SG	V;V.PTCP
semnata	unterschrieben	semnată	unterschreiben	N;DEF;FEM;SG	V;V.PTCP
baptiste	baptiste	baptiste	baptiste	N;INDF;FEM;PL	PROPN;NOM;SG
stelele	sternen	stea	sternen	N;DEF;FEM;PL	V;NFIN
stelele	stern	stea	stern	N;DEF;FEM;PL	
stelele	sterne	stea	stern	N;DEF;FEM;PL	
stelele	stars	stea	stars	N;DEF;FEM;PL	PROPN
stelele	sternchen	stea	sternch	N;DEF;FEM;PL	
emisa	herausgegeben	emis	herausgeben	ADJ;DEF;FEM;SG	V;V.PTCP
emisa	erteilt	emis	erteilen	ADJ;DEF;FEM;SG	V;V.PTCP
emisa	ausgestellt	emis	ausstellen	ADJ;DEF;FEM;SG	V;V.PTCP
emisa	ausgegeben	emis	ausgeben	ADJ;DEF;FEM;SG	V;V.PTCP
emisa	ausgestoßen	emis	ausstoßen	ADJ;DEF;FEM;SG	V;V.PTCP
emisa	emittiert	emis	emittieren	ADJ;DEF;FEM;SG	V;V.PTCP
compusi	verbindungen	compune	verbindung	N;INDF;MASC;PL	V;NFIN
sovieticii	sowjets	sovietică	sowjets	N;DEF;MASC;PL	
sovieticii	sowjetunion	sovietică	sowjetunion	N;DEF;MASC;PL	PROPN;NOM;SG
praf	stäube	praf	staub	N;INDF;MASC;SG	PROPN
praf	staub	praf	staub	N;INDF;MASC;SG	
praf	puder	praf	puder	N;INDF;MASC;SG	
praf	pulver	praf	pulv	N;INDF;MASC;SG	
praf	schießpulver	praf	schießpulver	N;INDF;MASC;SG	ADJ
haga	hague	hagă	hague	PROPN	
haga	haag	hagă	haagen	PROPN	PROPN;NOM;SG
haga	haager	hagă	haager	PROPN	PROPN;NOM;SG
zeus	zeus	zeu	zeus	N;INDF;MASC;SG	
animat	toon	anima	toon	ADJ;INDF;MASC;SG	PROPN;NOM;SG
animat	animationen	anima	animation	ADJ;INDF;MASC;SG	N;NOM;FEM;PL
animat	animiert	anima	animieren	ADJ;INDF;MASC;SG	V;V.PTCP
nintendo	nintendo	nintendo	nintendo	N;INDF;MASC;SG	ADJ
locuita	bewohnt	locuita	bewohnen	ADJ;DEF;FEM;SG	V;V.PTCP
locuita	bewohnte	locuita	bewohnen	ADJ;DEF;FEM;SG	V;IND;SG;3;PST;FIN
semnal	signal	semnal	signal	N;INDF;MASC;SG	
ceas	armbanduhr	ceas	armbanduhr	N;INDF;MASC;SG	PROPN
ceas	beobachten	ceas	beobachten	N;INDF;MASC;SG	V;NFIN
ceas	ansehen	ceas	ansehen	N;INDF;MASC;SG	V;NFIN
ceas	anschauen	ceas	anschauen	N;INDF;MASC;SG	V;NFIN
ceas	uhrzeit	ceas	uhrzeit	N;INDF;MASC;SG	ADJ
ceas	uhren	ceas	Chr	N;INDF;MASC;SG	N;NOM;PL
ceas	wecker	ceas	wecker	N;INDF;MASC;SG	
democratie	demokratie	democratie	demokratie	N;INDF;FEM;SG	
democratie	demokratie	democratie	demokratie	N;INDF;FEM;SG	
alfa	alpha	alfa	alpha	N;INDF;MASC	
alfa	alfa	alfa	alfa	N;INDF;MASC	PROPN;NOM;SG
alfa	alfa	alfa	alfa	N;INDF;MASC	PROPN;NOM;SG
expune	enthüllung	expune	enthüllung	V;IND;SG;3;PRS;FIN	N;SG
fantastica	phantastische	fantastică	phantastisch	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
fantastica	fantastische	fantastică	fantastisch	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
partener	partner	partener	partner	N;INDF;MASC;SG	ADJ
partener	gesellschafter	partener	gesellschaft	N;INDF;MASC;SG	ADJ
partener	kooperationspartner	partener	kooperationspartner	N;INDF;MASC;SG	ADJ
cerintele	anforderungen	cerint	anforderingen	N;DEF;FEM;PL	V;NFIN
cerintele	vorschriften	cerint	vorschreifen	N;DEF;FEM;PL	V;NFIN
amenintare	drohung	amenintare	drohung	N;INDF;FEM;SG	
amenintare	gefahr	amenintare	gefahren	N;INDF;FEM;SG	
amenintare	drohung	amenintare	drohung	N;INDF;FEM;SG	
amenintare	gefahr	amenintare	gefahren	N;INDF;FEM;SG	
inventator	erfinder	inventator	erfinder	N;INDF;MASC;SG	ADJ
bolta	tresorraum	boltă	tresorraum	N;DEF;FEM;SG	ADJ
bolta	tresor	boltă	tresor	N;DEF;FEM;SG	
bolta	gewölbe	boltă	gewölb	N;DEF;FEM;SG	
bolta	gruft	boltă	grafen	N;DEF;FEM;SG	
lovituri	tritt	lovitură	treten	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
lovituri	weht	lovitură	weht	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
lovituri	bläst	lovitură	blasen	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
viziteaza	besuch	vizitează	besuchen	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PST;FIN
viziteaza	besuche	vizitează	besuchen	V;IND;SG;3;IPFV;FIN	
viziteaza	besichtigung	vizitează	Besichtigung	V;IND;SG;3;IPFV;FIN	N;NOM;FEM;SG
vizibil	erkennbar	vizibil	erkennbar	ADV	ADJ
vizibil	sichtbaren	vizibil	sichtbar	ADV	ADJ
vizibil	sichtbare	vizibil	sichtbar	ADV	ADJ;NOM;FEM;PL
vizibil	sichtbar	vizibil	sichtbar	ADV	ADJ
vizibil	sichtbarer	vizibil	sichtbar	ADV	ADJ
rgb	rgb	rgb	rgb	N	
sporturi	freizeit	sport	freizeit	N;INDF;FEM;PL	
sporturi	sportarten	sport	sportarten	N;INDF;FEM;PL	V;NFIN
sporturi	sport	sport	sporen	N;INDF;FEM;PL	PROPN;SG
observatie	bemerkungen	observatie	bemerkungen	N;INDF;FEM;SG	V;NFIN
