som	kao	som	kao	ADP	CONJ
tidene	puta	tid	put	N;DEF;FEM;PL	ADV
vitenskap	znanosti	vitenskap	znanost	N;INDF;MASC;SG	N;NOM;FEM;PL
nettverk	mreže	nettverk	mreža	N;INDF;NEUT;SG	N;NOM;FEM;PL
nettverk	mreže	nettverk	mreža	N;INDF;NEUT;SG	N;NOM;FEM;PL
medisinsk	medicinski	medisinsk	medicinski	ADJ;INDF;SG	ADV
medisinsk	medicinska	medisinsk	medicinski	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
motsatt	nasuprot	motsatt	nasuprot	ADJ;INDF;NEUT;SG	N;NOM;MASC;SG
motsatt	suprotno	motsatt	suprotno	ADJ;INDF;NEUT;SG	ADV
krysser	prelazak	krysse	prelazak	V;IND;PRS;FIN	N;NOM;MASC;SG
krysser	prijelaz	krysse	prijelaz	V;IND;PRS;FIN	N;NOM;MASC;SG
krysser	krstarica	krysse	krstarica	V;IND;PRS;FIN	N;NOM;FEM;SG
munner	usta	munne	usta	V;IND;PRS;FIN	N;NOM;NEUT;SG
regionale	regionalno	regional	regionalno	ADJ;PL	ADJ;NOM;NEUT;SG
regionale	regionalni	regional	regionalan	ADJ;PL	ADJ;NOM;DEF;MASC;SG
lave	niski	lave	nisk	N;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
lave	niska	lave	nizak	N;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
lave	nisko	lave	nisko	N;INDF;NEUT;SG	ADV
håper	nada	håpe	nada	V;IND;PRS;FIN	N;NOM;FEM;SG
håper	nade	håpe	nada	V;IND;PRS;FIN	N;NOM;FEM;PL
redde	spasiti	redd	spasiti	ADJ;PL	V;NFIN
redde	spašavanje	redd	spašavanje	ADJ;PL	N;NOM;NEUT;SG
johnsen	johnsen	johnsen	johnsen	N;DEF;MASC;SG	PROPN;NOM;MASC;SG
main	main	main	main	N;INDF;NEUT;SG	ADP
main	glavni	main	glavni	N;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
main	glavno	main	glavni	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
main	glavna	main	glavni	N;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
egnet	pogodno	egn	pogodno	N;DEF;NEUT;SG	ADJ;NOM;DEF;NEUT;SG
egnet	pogodan	egn	pogodan	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
egnet	prikladno	egn	prikladno	N;DEF;NEUT;SG	ADJ;NOM;DEF;NEUT;SG
egnet	odgovaralo	egn	odgovarati	N;DEF;NEUT;SG	V;NEUT;SG;PST;V.PTCP;ACT
stiller	stiller	stille	stiller	V;IND;PRS;FIN	N;NOM;MASC;SG
home	doma	home	doma	N;INDF;NEUT;SG	ADV
avdelinger	odjela	avdeling	odjel	N;INDF;FEM;PL	N;ACC;MASC;SG
tilpasset	prilagođen	tilpass	prilagoditi	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
tilpasset	prilagodio	tilpass	prilagoditi	N;DEF;NEUT;SG	V;MASC;SG;PST;V.PTCP;ACT
tilpasset	prilagođeno	tilpass	prilagoditi	N;DEF;NEUT;SG	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
israelske	izraelci	israelsk	izraelac	ADJ;PL	N;NOM;MASC;PL
israelske	izraelski	israelsk	izraelski	ADJ;PL	ADJ;NOM;DEF;MASC;SG
israelske	izraelska	israelsk	izraelski	ADJ;PL	ADJ;NOM;DEF;FEM;SG
eksamen	mature	eksamen	matura	N;INDF;MASC;SG	N;NOM;FEM;PL
eksamen	diplome	eksamen	diploma	N;INDF;MASC;SG	N;NOM;FEM;PL
billy	billy	billy	billy	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG
fox	fox	fox	fox	N	PROPN;NOM;MASC;SG
viii	viii	viii	vije	N;INDF	ADJ
tyrkisk	tursko	tyrkisk	turski	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
tyrkisk	turski	tyrkisk	turski	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
størrelsen	veličine	størrelse	veličina	N;DEF;MASC;SG	N;NOM;FEM;PL
innlegg	objavi	innlegg	objaviti	N;INDF;NEUT;PL	V;IND;SG;3;PRS;FIN
innlegg	objava	innlegg	objava	N;INDF;NEUT;PL	N;NOM;FEM;SG
innlegg	objavljivanje	innlegg	objavljivanje	N;INDF;NEUT;PL	N;NOM;NEUT;SG
opplevde	iskusan	oppleve	iskusan	V;IND;PST;FIN	ADJ;NOM;INDF;MASC;SG
opplevde	iskusni	oppleve	iskusan	V;IND;PST;FIN	ADJ;NOM;DEF;MASC;PL
administratorer	administratori	administrator	administrator	N;INDF;NEUT;SG	N;NOM;MASC;PL
administratorer	menadžeri	administrator	menadžer	N;INDF;NEUT;SG	N;NOM;MASC;PL
trengte	potrebna	trengje	potreban	V;IND;PST;FIN	ADJ;NOM;DEF;FEM;SG
trengte	potrebno	trengje	potreban	V;IND;PST;FIN	ADJ;NOM;DEF;NEUT;SG
trengte	potrebni	trengje	potreban	V;IND;PST;FIN	ADJ;NOM;DEF;MASC;PL
trengte	potreban	trengje	potreban	V;IND;PST;FIN	ADJ;NOM;INDF;MASC;SG
snakket	progovorio	snakke	progovoriti	N;DEF;NEUT;SG	V;MASC;SG;PST;V.PTCP;ACT
snakket	razgovarali	snakke	razgovarati	N;DEF;NEUT;SG	V;MASC;PL;PST;V.PTCP;ACT
snakket	progovorio	snakke	progovoriti	N;DEF;NEUT;SG	V;MASC;SG;PST;V.PTCP;ACT
snakket	govorio	snakke	govoriti	N;DEF;NEUT;SG	V;MASC;SG;PST;V.PTCP;ACT
administrerende	upravljanje	administrerende	upravljanje	ADJ;PL	N;NOM;NEUT;SG
fløy	poletio	fløy	poletiti	N;INDF;FEM;SG	V;MASC;SG;PST;V.PTCP;ACT
fløy	letio	fløy	letio	N;INDF;FEM;SG	V;MASC;SG;PST;V.PTCP;ACT
trekker	povlačenjem	trekke	povlačenje	V;IND;PRS;FIN	N;INS;NEUT;SG
vind	vjetrovi	vind	vjetar	N;INDF;MASC;SG	N;NOM;MASC;PL
sveitsisk	švicarski	sveitsisk	švicarski	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
sveitsisk	švicarske	sveitsisk	švicarski	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
andel	podijeli	andel	podijetiti	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
høyden	visine	høyd	visina	N;DEF;MASC;SG	N;NOM;FEM;PL
tidvis	povremeno	tidvis	povremeno	ADJ;INDF;NEUT;SG	ADV
stamme	plemena	stam	pleme	N;INDF;FEM;SG	N;NOM;NEUT;PL
funksjoner	funkcije	funksjon	funkcija	N;INDF;MASC;SG	N;NOM;FEM;PL
funksjoner	značajke	funksjon	značajka	N;INDF;MASC;SG	N;ACC;FEM;PL
funksjoner	karakteristike	funksjon	karakteristika	N;INDF;MASC;SG	N;NOM;FEM;PL
svømmer	kupanje	svømme	kupanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
svømmer	plivanje	svømme	plivanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
svømmer	pliva	svømme	pliv	V;IND;PRS;FIN	N;NOM;FEM;SG
svømmer	plivač	svømme	plivač	V;IND;PRS;FIN	N;NOM;MASC;SG
canadisk	kanadska	canadisk	kanadski	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
canadisk	kanadski	canadisk	kanadski	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
henri	henri	henri	henra	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
perkusjon	udaraljke	perkusjon	udaraljka	N;INDF;MASC;SG	N;NOM;MASC;PL
frivillig	svojevoljno	frivillig	svojevoljno	ADJ;INDF;NEUT;SG	ADV
frivillig	dragovoljno	frivillig	dragovoljno	ADJ;INDF;NEUT;SG	ADV
frivillig	dobrovoljno	frivillig	dobrovoljno	ADJ;INDF;NEUT;SG	ADV
frivillig	dobrovoljni	frivillig	dobrovoljan	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
frivillig	dragovoljno	frivillig	dragovoljno	ADJ;INDF;NEUT;SG	ADV
frivillig	dobrovoljno	frivillig	dobrovoljno	ADJ;INDF;NEUT;SG	ADV
frivillig	dobrovoljac	frivillig	dobrovoljac	ADJ;INDF;NEUT;SG	N;NOM;MASC;SG
frivillig	volonter	frivillig	volonter	ADJ;INDF;NEUT;SG	N;NOM;MASC;SG
queen	queen	que	queen	N;DEF;MASC;SG	ADP
queen	kraljice	que	kraljica	N;DEF;MASC;SG	N;NOM;FEM;PL
eventyr	avanture	eventyr	avantura	N;INDF;NEUT;SG	N;NOM;FEM;PL
eventyr	pustolovine	eventyr	pustolovina	N;INDF;NEUT;SG	N;NOM;FEM;PL
eventyr	avanture	eventyr	avantura	N;INDF;NEUT;SG	N;NOM;FEM;PL
eventyr	pustolovine	eventyr	pustolovina	N;INDF;NEUT;SG	N;NOM;FEM;PL
tårn	kule	tårn	kula	N;INDF;NEUT;SG	N;NOM;FEM;PL
ian	ian	ian	ian	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
ian	ian	ian	ian	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
nina	nine	nine	niniti	N;INDF;FEM;SG	PROPN;NOM;MASC;SG
opprykk	promocije	opprykk	promocija	N;INDF;MASC;SG	N;NOM;FEM;PL
leser	čita	lese	čitati	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
leser	čitam	lese	čitati	N;INDF;MASC;SG	V;IND;SG;1;PRS;FIN
leser	čita	lese	čitati	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
passerer	prolazak	passere	prolazak	V;IND;PRS;FIN	N;NOM;MASC;SG
passerer	prolazna	passere	prolazan	V;IND;PRS;FIN	ADJ;NOM;DEF;FEM;SG
lincoln	lincoln	lincoln	lincoln	PROPN	PROPN;NOM;MASC;SG
lincoln	lincolna	lincoln	lincolan	PROPN	ADJ;NOM;DEF;MASC;SG
sovjetisk	sovjetski	sovjetisk	sovjetski	ADJ;INDF;NEUT;SG	ADV
sovjetisk	sovjetska	sovjetisk	sovjetski	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
khan	khan	khan	khan	N	PROPN;NOM;MASC;SG
permanent	trajna	permanent	trajan	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
permanent	stalni	permanent	stalan	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
permanent	trajno	permanent	trajno	ADJ;INDF;NEUT;SG	ADV
permanent	trajno	permanent	trajno	ADJ;INDF;NEUT;SG	ADV
juridisk	pravni	juridisk	pravan	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
juridisk	pravna	juridisk	pravan	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
juridisk	pravno	juridisk	pravan	ADJ;INDF;NEUT;SG	ADV
juridisk	legalno	juridisk	legalno	ADJ;INDF;NEUT;SG	ADV
jimmy	jimmy	jimmy	jimmy	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
teller	broji	teller	brojati	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
teller	računajući	teller	računajuć	N;INDF;MASC;SG	ADV;RL;PRS;V.CVB
teller	brojim	teller	broj	N;INDF;MASC;SG	V;IND;SG;1;PRS;FIN
teller	brojimo	teller	brojiti	N;INDF;MASC;SG	V;IND;PL;1;PRS;FIN
matt	met	matt	met	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
matt	matt	matt	matt	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
oppdager	otkrivanje	oppdage	otkrivanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
oppdager	otkrij	oppdage	otkrij	V;IND;PRS;FIN	INTJ
styreleder	predsjedavajući	styrelede	predsjedavajući	N;INDF;MASC;SG	ADV;RL
dokumenter	dokumenta	dokumenter	dokument	N;INDF;FEM;PL	N;ACC;MASC;SG
anerkjente	prepoznao	anerkjenne	prepoznati	ADJ;PL;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
anerkjente	prepoznat	anerkjenne	prepoznat	ADJ;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG
anerkjente	prepoznala	anerkjenne	prepoznati	ADJ;PL;V.PTCP	V;FEM;SG;PST;V.PTCP;ACT
anerkjente	prepoznali	anerkjenne	prepoznati	ADJ;PL;V.PTCP	V;MASC;PL;PST;V.PTCP;ACT
kongo	kongu	kongo	kong	PROPN	PROPN;DAT;MASC;SG
nede	dolje	nede	dolje	ADP	ADV
medier	media	medium	media	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
medier	mediji	medium	medij	N;INDF;MASC;SG	N;NOM;MASC;PL
medier	medijski	medium	medijski	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
steg	korake	steg	korak	N;INDF;NEUT;SG	N;ACC;MASC;PL
steg	koracima	steg	korak	N;INDF;NEUT;SG	N;DAT;MASC;PL
steg	koraci	steg	korak	N;INDF;NEUT;SG	N;NOM;MASC;PL
landskap	pejzaže	landskap	pejzaga	N;INDF;NEUT;SG	N;ACC;MASC;PL
inkluderte	uključeno	inkludere	uključiti	V;IND;PST;FIN	ADJ;NOM;NEUT;SG;V.PTCP;PASS
inkluderte	uključen	inkludere	uključiti	V;IND;PST;FIN	ADJ;NOM;MASC;SG;V.PTCP
kode	kod	kode	kod	N;INDF;MASC;SG	ADP;GEN
evne	sposobnosti	evne	sposobnost	N;INDF;FEM;SG	N;NOM;FEM;PL
front	prednja	front	prednji	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
litauen	litve	litau	litav	N;DEF;MASC;SG	N;NOM;FEM;PL
modern	moderni	modern	moderan	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
modern	moderna	modern	moderan	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
modern	moderne	modern	moderan	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;PL
modern	moderno	modern	moderno	N;INDF;MASC;SG	ADV
offiserer	policajci	offisere	policajac	V;IND;PRS;FIN	N;NOM;MASC;PL
offiserer	časnici	offisere	časnik	V;IND;PRS;FIN	N;NOM;MASC;PL
offiserer	službenici	offisere	službenik	V;IND;PRS;FIN	N;NOM;MASC;PL
presentasjon	prezentacije	presentasjon	prezentacija	N;INDF;MASC;SG	N;NOM;FEM;PL
efter	nakon	efter	nakon		ADP;GEN
efter	poslije	efter	poslije		ADV
vurdert	smatra	vurdere	smatrati	ADJ;INDF;SG;V.PTCP	V;IND;SG;3;PRS;FIN
vurdert	procijenio	vurdere	procijeniti	ADJ;INDF;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
vurdert	pregledao	vurdere	pregledati	ADJ;INDF;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
vurdert	pregledali	vurdere	pregledati	ADJ;INDF;SG;V.PTCP	V;MASC;PL;PST;V.PTCP;ACT
empire	empire	empire	empir	N;INDF;MASC;SG	ADP
empire	carstva	empire	carstvo	N;INDF;MASC;SG	N;NOM;NEUT;PL
beskrive	opisi	beskrive	opis	V;NFIN	N;NOM;MASC;PL
cape	cape	cape	cape	N;INDF;NEUT;SG	ADP
dublin	dublinu	dublin	dublina	PROPN	N;DAT;MASC;SG
dublin	dublin	dublin	dublin	PROPN	N;NOM;MASC;SG
håp	nadanja	håp	nadanje	N;INDF;NEUT;SG	N;NOM;NEUT;PL
håp	nade	håp	nada	N;INDF;NEUT;SG	N;NOM;FEM;PL
håp	nade	håp	nada	N;INDF;NEUT;SG	N;NOM;FEM;PL
bedriften	poslovno	bedrift	poslovan	N;DEF;MASC;SG	ADV
bedriften	poslovna	bedrift	poslovan	N;DEF;MASC;SG	ADJ;NOM;DEF;FEM;SG
bedriften	poslovni	bedrift	poslovan	N;DEF;MASC;SG	ADJ;NOM;DEF;MASC;SG
forlatt	napuštena	forlatt	napustiti	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
forlatt	napušteno	forlatt	napustiti	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
forlatt	napuštena	forlatt	napustiti	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
forlatt	napušteni	forlatt	napustiti	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;DEF;MASC;PL;V.PTCP
forlatt	napušteno	forlatt	napustiti	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
forlatt	lijevo	forlatt	lijevo	ADJ;INDF;NEUT;SG;V.PTCP	ADV
forlatt	lijeva	forlatt	lijevo	ADJ;INDF;NEUT;SG;V.PTCP	N;NOM;FEM;SG
møtes	susret	møta	susret	V;IND;PRS;FIN	N;NOM;MASC;SG
møtes	upoznajte	møta	upoznati	V;IND;PRS;FIN	V;IMP;PL;2;FIN
normal	normalno	normal	normalno	ADJ;INDF;SG	ADV
normal	normalna	normal	normalan	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
normal	normalni	normal	normalan	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
forbedret	poboljšao	forberr	poboljšati	N;DEF;NEUT;SG	V;MASC;SG;PST;V.PTCP;ACT
forbedret	poboljšana	forberr	poboljšati	N;DEF;NEUT;SG	ADJ;NOM;DEF;FEM;SG;V.PTCP
forbedret	poboljšane	forberr	poboljšan	N;DEF;NEUT;SG	ADJ;NOM;DEF;FEM;PL
snakk	pričaj	snakk	pričaj	N;INDF;NEUT;SG	V;IMP;SG;2;FIN
snakk	govori	snakk	govoriti	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
fakultet	nastavnici	fakultet	nastavnik	N;INDF;NEUT;SG	N;NOM;MASC;PL
prinsippet	načela	prinsipp	načelo	N;DEF;NEUT;SG	N;NOM;NEUT;PL
prinsippet	principi	prinsipp	princip	N;DEF;NEUT;SG	N;NOM;MASC;PL
rene	rené	rene	rené	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG
tillatt	dozvoljeno	tillatt	dozvoliti	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
tillatt	dopušteno	tillatt	dopustiti	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
tillatt	dozvoljeno	tillatt	dozvoliti	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
tillatt	dozvoljena	tillatt	dozvoliti	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
tillatt	dopušteno	tillatt	dopustiti	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
brasiliansk	brazilski	brasiliansk	brazilski	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
naturen	prirode	natur	priroda	N;DEF;MASC;SG	N;NOM;FEM;PL
lede	vodi	lede	voditi	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
reddet	spašeni	redd	spasti	N;DEF;NEUT;SG	ADJ;NOM;DEF;MASC;PL;V.PTCP
plater	records	plate	records	N;INDF;FEM;PL	N;NOM;MASC;SG
begynt	počelo	begynne	početi	ADJ;INDF;NEUT;SG;V.PTCP	V;NEUT;SG;PST;V.PTCP;ACT
positiv	pozitivni	positiv	pozitivan	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;PL
positiv	pozitivna	positiv	pozitivan	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
positiv	pozitivno	positiv	pozitivno	ADJ;INDF;SG	ADV
dobbel	dupli	dobbel	dupla	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
dobbel	dvostruko	dobbel	dvostruko	N;INDF;MASC;SG	ADV
dobbel	duplo	dobbel	duplo	N;INDF;MASC;SG	ADV
omtaler	kritike	omtale	kritika	V;IND;PRS;FIN	N;NOM;FEM;PL
omtaler	spominjanje	omtale	spominjanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
liter	litara	liter	litar	N;INDF;MASC;SG	N;GEN;MASC;PL
ret	ret	ret	ret	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
flåte	flote	flåte	flota	N;INDF;MASC;SG	N;NOM;FEM;PL
sommerfugl	leptire	sommerfugl	leptir	N;INDF;MASC;SG	N;ACC;MASC;PL
tenker	razmišljanje	tenke	razmišljanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
tenker	misleći	tenke	misliti	V;IND;PRS;FIN	ADV;RL;V.CVB
tenker	mislio	tenke	misliti	V;IND;PRS;FIN	V;MASC;SG;PST;V.PTCP;ACT
borgermester	gradonačelnik	borgermeste	gradonačelnik	N;INDF;FEM;PL	N;NOM;MASC;SG
allround	prvenstva	allround	prvenstvo	N;INDF;MASC;SG	N;NOM;NEUT;PL
målt	izmjerio	måle	izmjeriti	ADJ;INDF;NEUT;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
spiss	šiljaste	spiss	šiljast	N;INDF;MASC;SG	N;NOM;FEM;PL
behandlet	tretirao	behandle	tretirati	N;DEF;NEUT;SG	V;MASC;SG;PST;V.PTCP;ACT
behandlet	tretirani	behandle	tretirati	N;DEF;NEUT;SG	ADJ;NOM;DEF;MASC;PL;V.PTCP
behandlet	obradio	behandle	obraditi	N;DEF;NEUT;SG	V;MASC;SG;PST;V.PTCP;ACT
liker	kao	like	kao	V;IND;PRS;FIN	CONJ
ivan	ivane	ivan	ivana	N;INDF;MASC;SG	N;NOM;FEM;PL
komplett	potpuna	komplett	potpun	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
komplett	kompletna	komplett	kompletan	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
rask	brzo	rask	brzo	ADJ;INDF;SG	ADV
rask	brzi	rask	brz	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
rask	brzo	rask	brzo	ADJ;INDF;SG	ADV
rask	brzi	rask	brz	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
gordon	gordon	gordon	gordon	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
space	space	space	spaciti	N	ADP
stål	steel	stål	steel	N;INDF;MASC;SG	ADP
ditt	tvoje	din	tvoj	PRO;NEUT;SG	DET;NOM;FEM;PL;1
ditt	vaš	din	vaš	PRO;NEUT;SG	DET;NOM;MASC;SG;1
ditt	tvoj	din	tvoj	PRO;NEUT;SG	DET;NOM;MASC;SG;1
ditt	vaše	din	vaš	PRO;NEUT;SG	DET;NOM;FEM;SG;1
ditt	tvoja	din	tvoj	PRO;NEUT;SG	DET;NOM;FEM;SG;1
ditt	vaša	din	vaš	PRO;NEUT;SG	DET;NOM;FEM;SG;1
ditt	tvoje	din	tvoj	PRO;NEUT;SG	DET;NOM;FEM;PL;1
ditt	tvoj	din	tvoj	PRO;NEUT;SG	DET;NOM;MASC;SG;1
ditt	tvoja	din	tvoj	PRO;NEUT;SG	DET;NOM;FEM;SG;1
bro	brate	bro	bratiti	N;INDF;MASC;SG	INTJ
dessverre	nazalost	dessverre	nazalost	ADV	N;NOM;FEM;SG
ekspedisjon	ekspedicije	ekspedisjon	ekspedicija	N;INDF;MASC;SG	N;NOM;FEM;PL
afrikanske	afrički	afrikansk	afrički	ADJ;PL	ADJ;NOM;DEF;MASC;SG
afrikanske	afrička	afrikansk	afrički	ADJ;PL	ADJ;NOM;DEF;FEM;SG
dyp	duboka	dyp	dubok	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
dyp	duboko	dyp	duboko	N;INDF;MASC;SG	ADV
klima	klime	klima	klima	N;INDF;NEUT;SG	N;NOM;FEM;PL
harris	haris	harris	haris	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
hms	hms	hms	hms	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
ohio	ohio	ohio	ohio	PROPN	PROPN;NOM;MASC;SG
belgiske	belgijski	belgisk	belgijski	ADJ;PL	ADJ;NOM;DEF;MASC;SG
temperatur	temperature	temperatur	temperatura	N;INDF;MASC;SG	N;NOM;FEM;PL
sterkere	jače	sterkere	jak	V;NFIN	ADV;CMPR
sterkere	jači	sterkere	jak	V;NFIN	ADJ;NOM;DEF;CMPR;MASC;SG
sterkere	jača	sterkere	jak	V;NFIN	ADJ;NOM;DEF;CMPR;FEM;SG
walker	walker	walker	walker	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
nederlag	porazi	nederlag	poraziti	N;INDF;NEUT;SG	N;NOM;MASC;PL
alaska	aljaske	alaske	aljaska	N;DEF;FEM;SG	N;NOM;FEM;PL
presset	pritisnuo	press	pritisnuti	N;DEF;NEUT;SG	V;MASC;SG;PST;V.PTCP;ACT
presset	pritisnut	press	pritisnuti	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
beskyttet	zaštićeno	beskytt	zaštititi	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP;PASS
beskyttet	zaštićena	beskytt	zaštićen	N;DEF;NEUT;SG	ADJ;NOM;DEF;FEM;SG;V.PTCP
beskyttet	zaštićen	beskytt	zaštititi	N;DEF;NEUT;SG	ADJ;NOM;MASC;SG;V.PTCP;PASS
beskyttet	zaštićeni	beskytt	zaštititi	N;DEF;NEUT;SG	ADJ;NOM;DEF;MASC;PL;V.PTCP
styrken	snage	styrke	snaga	N;DEF;MASC;SG	N;NOM;FEM;PL
fylt	ispunjena	fylle	ispuniti	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
fylt	ispunjeno	fylle	ispuniti	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
fylt	popunjeno	fylle	popuniti	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
kronologisk	kronološki	kronologisk	kronološki	ADJ;INDF;NEUT;SG	ADV
way	way	way	way	N	ADP
hunder	psima	hunder	pas	N;INDF;MASC;SG	N;INS;MASC;PL
hunder	psi	hunder	pas	N;INDF;MASC;SG	N;NOM;MASC;PL
presentert	uveo	presentere	uvesti	ADJ;INDF;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
presentert	uvela	presentere	uvesti	ADJ;INDF;SG;V.PTCP	V;FEM;SG;PST;V.PTCP;ACT
presentert	predstavio	presentere	predstaviti	ADJ;INDF;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
presentert	predstavio	presentere	predstaviti	ADJ;INDF;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
etiopia	etiopiji	etiopia	etiopija	PROPN	N;DAT;FEM;SG
senior	stariji	senior	star	N;INDF;NEUT;SG	ADJ;NOM;DEF;CMPR;MASC;SG
senior	viši	senior	visok	N;INDF;NEUT;SG	ADJ;NOM;DEF;CMPR;MASC;SG
sort	crna	sort	crn	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
sort	crni	sort	crn	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
sort	crne	sort	crn	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;PL
sort	crno	sort	crn	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
deutsche	deutsche	deutsche	deutsch	N	ADP
boys	momci	boys	momak	N;INDF;MASC;SG	N;NOM;MASC;PL
boys	dečki	boys	dečki	N;INDF;MASC;SG	N;NOM;MASC;PL
