من	מי	مِن	מי	ADP	ADV
السوفييتي	סובייטי	سُوفيِيتِيّ	סובייטי		PROPN
شاب	צעירות	شَابّ	צעיר	N;NOM;INDF;SG	N;FEM;PL
شاب	צעירים	شَابّ	צעיר	N;NOM;INDF;SG	N;MASC;PL
شاب	יאנג	شَابّ	אנג	N;NOM;INDF;SG	PROPN
مار	מאר	مَار	מאר		PROPN
الحل	פיתרון	حَلّ	פיתרון	N;NOM;DEF;SG	PROPN
الحل	הפתרון	حَلّ	הפתרון	N;NOM;DEF;SG	PROPN
الخليل	חברון	الخليل	חברון		PROPN
الخليل	החבר	الخليل	החבר		
الخليل	חבר	الخليل	חבר		N;MASC;SG
نادرة	נדירים	نَادِر	נדיר	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;PL
نادرة	נא	نَادِر	None	ADJ;NOM;INDF;FEM;SG	
نادرة	נדיר	نَادِر	נדיר	ADJ;NOM;INDF;FEM;SG	
نصب	האנדרטה	نَصب	האנדרטה	N;NOM;INDF;SG	PROPN
البطن	כרס	بَطن	כרס	N;NOM;DEF;SG	
البطن	בטן	بَطن	בטן	N;NOM;DEF;SG	PROPN
البطن	בטן	بَطن	בטן	N;NOM;DEF;SG	PROPN
بشير	בשיר	بشير	בשיר		
بشير	באשיר	بشير	באשיר		PROPN
كاتدرائية	הקתדרלה	كَاتِدرَائِيَّة	הקתדרלה	N;NOM;INDF;SG	V;FEM;SG;3;PST
الزوجة	אשתו	زَوجَة	אשת	N;NOM;DEF;SG	
الزوجة	רעיה	زَوجَة	רעיה	N;NOM;DEF;SG	PROPN
صيد	ציד	صَيد	ציד		N;MASC;SG
صيد	צייד	صَيد	צייד		PROPN
الحصن	מבצר	حَصن	מבצר	N;NOM;DEF;SG	PROPN
الحصن	מבצר	حَصن	מבצר	N;NOM;DEF;SG	PROPN
الحصن	פורט	حَصن	פורט	N;NOM;DEF;SG	PROPN
سوداء	השחור	أَسوَد	השחור	ADJ;NOM;INDF;FEM;SG	
سوداء	black	أَسوَد	black	ADJ;NOM;INDF;FEM;SG	
استبدال	מחליפה	اِستِبدَال	החליף	N;NOM;INDF;SG	V;FEM;SG;V.PTCP;ACT
استبدال	מחליף	اِستِبدَال	החליף	N;NOM;INDF;SG	V;MASC;SG;V.PTCP;ACT
استبدال	החלף	اِستِبدَال	החלף	N;NOM;INDF;SG	
استبدال	תחליף	اِستِبدَال	החליף	N;NOM;INDF;SG	V;FEM;SG;3;FUT;ACT
استبدال	החליפי	اِستِبدَال	החליף	N;NOM;INDF;SG	ADV
الجدار	חומה	جِدَار	חומה	N;NOM;DEF;SG	PROPN
الجدار	הכותל	جِدَار	הכותל	N;NOM;DEF;SG	ADV
الجدار	הקיר	جِدَار	הקיר	N;NOM;DEF;SG	PROPN
الحبوب	גרגיר	حَبّ	גרגיר	N;NOM;DEF;PL	PROPN
الحبوب	תבואה	حَبّ	תבואה	N;NOM;DEF;PL	PROPN
الحبوب	דגן	حَبّ	דגן	N;NOM;DEF;PL	PROPN
يضع	מציבה	وَضَع	הציב	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;FEM;SG;V.PTCP;ACT
ثقة	בטוחה	ثِقَة	בטוח	N;NOM;INDF;SG	ADJ;FEM;SG
ثقة	לבטוח	ثِقَة	בטח	N;NOM;INDF;SG	V;NFIN;ACT
دفن	קבורה	دَفَن	קבורה	V;PFV;MASC;SG;3;ACT	N;FEM;SG
دفن	נקבר	دَفَن	נקבר	V;PFV;MASC;SG;3;ACT	V;MASC;SG;3;PST;MID
دفن	קבורים	دَفَن	קבור	V;PFV;MASC;SG;3;ACT	N;MASC;PL
دفن	קבור	دَفَن	קבור	V;PFV;MASC;SG;3;ACT	PROPN
سام	סם	سَام	סם		
سام	סאם	سَام	סאם		
القذافي	קדאפי	القذافي	קדאפי		PROPN
حضر	השתתפו	حَضَر	השתתף	V;PFV;MASC;SG;3;ACT	V;PL;3;PST
قادر	מסוגל	قَادِر	מסוגל	ADJ;NOM;INDF;MASC;SG	V;MASC;SG
قادر	אייבל	قَادِر	אייבל	ADJ;NOM;INDF;MASC;SG	PROPN
قادر	מסוגל	قَادِر	מסוגל	ADJ;NOM;INDF;MASC;SG	V;MASC;SG
قادر	מסוגלות	قَادِر	מסוגל	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;PL
الحديقة	הגן	حَدِيقَة	הגן	N;NOM;DEF;SG	
توسيع	להתרחב	تَوسِيع	התרחב	N;NOM;INDF;SG	V;NFIN
توسيع	להרחיב	تَوسِيع	הרחיב	N;NOM;INDF;SG	V;NFIN;ACT
توسيع	הרחב	تَوسِيع	הרחב	N;NOM;INDF;SG	
المتقدمة	מתקדמת	مُتَقَدِّم	התקדם	ADJ;NOM;DEF;FEM;SG	V;FEM;SG;V.PTCP
المتقدمة	מתקדם	مُتَقَدِّم	התקדם	ADJ;NOM;DEF;FEM;SG	V;MASC;SG;V.PTCP
المتقدمة	מתקדמים	مُتَقَدِّم	מתקדם	ADJ;NOM;DEF;FEM;SG	V;MASC;PL;V.PTCP
تركية	טורקית	تُركِيّ	תורכי	ADJ;NOM;INDF;FEM;SG	PROPN
تركية	טורקי	تُركِيّ	תורכי	ADJ;NOM;INDF;FEM;SG	PROPN
بطرس	פיטר	بطرس	פיטר		PROPN
بطرس	פטרוס	بطرس	פטרוס		PROPN
بطرس	פטר	بطرس	פטר		PROPN
دورية	פטרול	دَورِيَّة	פטרול	N;NOM;INDF;SG	PROPN
السادات	סאדאת	سَادَات	סאדאת	N;NOM;DEF;SG	PROPN
النبوية	נבואי	نَبَوِيّ	נבואי	ADJ;NOM;DEF;FEM;SG	PROPN
الزهرة	ונוס	زُهرَة	ונוס	N;NOM;DEF;SG	PROPN
الزهرة	נוגה	زُهرَة	נגה	N;NOM;DEF;SG	PROPN
الزهرة	פרח	زُهرَة	פרח	N;NOM;DEF;SG	PROPN
مناخ	האקלים	مُنَاخ	האקלים	N;NOM;INDF;SG	N;MASC;PL
القطبية	הקוטביות	قَطبِيّ	הקוטביות	ADJ;NOM;DEF;FEM;SG	N;FEM;SG
القطبية	קוטב	قَطبِيّ	קוטב	ADJ;NOM;DEF;FEM;SG	PROPN
اس	אייס	إِس	אייס		PROPN
اس	אס	إِس	אס		PROPN
فيكتوريا	ויקטוריה	فيكتوريا	ויקטוריה		PROPN
غاما	גאמא	غَام	גאמא		
غاما	גמא	غَام	גמא		
غاما	גאמה	غَام	גאמה		PROPN
الشعور	מרגישה	شُعُور	הרגיש	N;NOM;DEF;SG	V;FEM;SG;V.PTCP;ACT
الشعور	מרגיש	شُعُور	הרגיש	N;NOM;DEF;SG	V;MASC;SG;V.PTCP;ACT
طه	טאהא	طٰهٰ	טאהא	PROPN	PROPN
طه	טאה	طٰهٰ	טאה	PROPN	
فنان	אומן	فَنّ	אומן	N;NOM;INDF;SG	
فنان	אמנית	فَنّ	אמני	N;NOM;INDF;SG	ADV
فنان	אמן	فَنّ	אמן	N;NOM;INDF;SG	
فنان	האמן	فَنّ	האמן	N;NOM;INDF;SG	
السلع	סחורה	سِلعَة	סחורה	N;NOM;DEF;PL	N;FEM;SG
ثلاثين	thirty	ثَلَاثُون	גגקט	NUM;NOM;INDF	
نقابة	האיחוד	نِقَابَة	האיחוד	N;NOM;INDF;SG	PROPN
نقابة	גילדה	نِقَابَة	גילדה	N;NOM;INDF;SG	PROPN
نقابة	סינדיקט	نِقَابَة	סינדיקט	N;NOM;INDF;SG	PROPN
تايلاند	תאילנד	تَايلَاند	תאילנד		PROPN
تايلاند	תאילנדי	تَايلَاند	תאילנדי		PROPN
حاتم	חאתם	حاتم	חאת		PROPN
الخطيب	חטיב	خَطِيب	חטיב		PROPN
ردود	משיב	رَدّ	השיב	N;NOM;INDF;PL	V;MASC;SG;V.PTCP;ACT
نادر	נדירים	نَادِر	נדיר	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;PL
نادر	נא	نَادِر	None	ADJ;NOM;INDF;MASC;SG	
نادر	נדיר	نَادِر	נדיר	ADJ;NOM;INDF;MASC;SG	
الحبيب	אהוב	الحبيب	אהוב	N;NOM;DEF;SG	
الحبيب	אהובים	الحبيب	אהוב	N;NOM;DEF;SG	N;MASC;PL
الحبيب	אהובה	الحبيب	אהובה	N;NOM;DEF;SG	PROPN
الحبيب	מאהבת	الحبيب	None	N;NOM;DEF;SG	
الحبيب	מאהב	الحبيب	מאהב	N;NOM;DEF;SG	PROPN
الحبيب	המאהב	الحبيب	המאהב	N;NOM;DEF;SG	PROPN
الاختبار	טסט	اِختِبَار	טסט	N;NOM;DEF;SG	PROPN
الاختبار	בדיקות	اِختِبَار	בדיקה	N;NOM;DEF;SG	N;FEM;PL
الكورية	קוריאנית	كُورِيّ	קורינני	ADJ;NOM;DEF;FEM;SG	PROPN
الكورية	קוריאני	كُورِيّ	קוריאני	ADJ;NOM;DEF;FEM;SG	PROPN
تكاليف	עולה	تَكلِفَة	עולה	N;NOM;INDF;PL	N;MASC;SG
الموظفين	סגל	مُوَظَّف	סגל	N;NOM;DEF;PL	PROPN
الموظفين	עובדי	مُوَظَّف	עובד	N;NOM;DEF;PL	N;PSSD;MASC;PL
الموظفين	סגל	مُوَظَّف	סגל	N;NOM;DEF;PL	PROPN
الموظفين	צוות	مُوَظَّف	צוות	N;NOM;DEF;PL	N;FEM;SG
عصام	עיסאם	عصام	עיסאם		PROPN
انتخاب	בחירות	اِنتِخَاب	בחירות	N;NOM;INDF;SG	N;FEM;PL
بوابات	גייטס	بَوَّابَة	גייטס	N;NOM;INDF;PL	PROPN
التقى	נפגשו	اِلتَقَى	נפגש	V;PFV;MASC;SG;3;ACT	V;PL;3;PST;MID
التقى	פגשתי	اِلتَقَى	פגש	V;PFV;MASC;SG;3;ACT	V;SG;1;PST;ACT
الفائز	זוכה	فَائِز	זכה	N;NOM;DEF;SG	V;MASC;SG;V.PTCP;ACT
الفائز	המנצח	فَائِز	המנצח	N;NOM;DEF;SG	PROPN
الفائز	הזוכה	فَائِز	הזוך	N;NOM;DEF;SG	ADV
المسابقة	התחרות	مُسَابَقَة	התחרה	N;NOM;DEF;SG	N;FEM;PL
قمر	מון	قَمَر	מון		PROPN
قمر	ירח	قَمَر	ירח		PROPN
قمر	הירח	قَمَر	הירח		PROPN
بوسطن	בוסטון	بُوسطُن	בוסטון		PROPN
دقة	הדיוק	دِقَّة	הדיוק	N;ACC;INDF;SG	
سكوت	סקוט	سَكَو	סקוט		PROPN
الطائفة	כת	طَائِفَة	כת	N;NOM;DEF;SG	
بحوث	מחקר	بَحث	מחקר	N;NOM;INDF;PL	N;MASC;SG
مزيد	עוד	مَزِيد	עוד	N;NOM;INDF;SG	ADV
مزيد	יותר	مَزِيد	יותר	N;NOM;INDF;SG	ADV
الميناء	נמל	مِينَاء	נמל	N;NOM;DEF;SG	PROPN
الميناء	פורט	مِينَاء	פורט	N;NOM;DEF;SG	PROPN
التوازن	יתרה	تَوَازُن	יתרה	N;NOM;DEF;SG	
التوازن	מאזן	تَوَازُن	מאזן	N;NOM;DEF;SG	
شائع	אהוד	شَائِع	אהוד	ADJ;NOM;INDF;MASC;SG	PROPN
شائع	פופולריים	شَائِع	פופולרי	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;PL
شائع	פופולריות	شَائِع	פופולריות	ADJ;NOM;INDF;MASC;SG	N;FEM;SG
شائع	נפוץ	شَائِع	נפוץ	ADJ;NOM;INDF;MASC;SG	V;MASC;SG;V.PTCP;MID
خطط	תוכניות	خُطَّة	תוכנית		N;FEM;PL
خطط	תכניות	خُطَّة	תוכנית		N;FEM;PL
غادر	עזוב	غَادَر	עזוב	V;PFV;MASC;SG;3;ACT	
غادر	עזבו	غَادَر	עזב	V;PFV;MASC;SG;3;ACT	V;PL;3;PST;ACT
براون	בראון	براون	בראון		PROPN
براون	חומה	براون	חומה		PROPN
براون	חומות	براون	חומה		N;FEM;PL
براون	חום	براون	חום		
دانيال	דניאל	دَانِيَال	דניאל		PROPN
مشاهدة	שעון	مُشَاهَدَة	שעון	N;NOM;INDF;SG	PROPN
مشاهدة	צפו	مُشَاهَدَة	צפה	N;NOM;INDF;SG	PROPN
مشاهدة	צפה	مُشَاهَدَة	צפה	N;NOM;INDF;SG	PROPN
مشاهدة	לצפות	مُشَاهَدَة	None	N;NOM;INDF;SG	V;NFIN
مشاهدة	צופה	مُشَاهَدَة	צפה	N;NOM;INDF;SG	V;MASC;SG;V.PTCP;ACT
مشاهدة	צופים	مُشَاهَدَة	צופה	N;NOM;INDF;SG	N;MASC;PL
مشاهدة	מתבונן	مُشَاهَدَة	התבונן	N;NOM;INDF;SG	V;MASC;SG;V.PTCP
مذهب	קריד	مذهب	קריד	N;NOM;INDF;SG	PROPN
مذهب	דוקטרינת	مذهب	דוקטרינה	N;NOM;INDF;SG	N;PSSD;FEM;SG
نيجيريا	ניגריה	نَيجِيرِيَا	ניגריה		PROPN
الزجاج	גלאס	زُجَاج	גלאס	N;NOM;DEF;SG	PROPN
تخزين	החנות	تَخزِين	החנה	N;NOM;INDF;SG	N;FEM;PL
مفتوح	לפתוח	مَفتُوح	פתח	ADJ;NOM;INDF;MASC;SG	V;NFIN;ACT
مفتوح	פתח	مَفتُوح	פתח	ADJ;NOM;INDF;MASC;SG	PROPN
مفتوح	פתוחים	مَفتُوح	פתוח	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;PL
مفتوح	פתחי	مَفتُوح	פתח	ADJ;NOM;INDF;MASC;SG	N;PSSD;MASC;PL
الشوارع	רחובות	شَارِع	רחובות	N;NOM;DEF;PL	PROPN
المرور	התנועה	مُرُور	התנועה	N;NOM;DEF;SG	V;MASC;SG;3;PST
الجليد	קרח	جَلِيد	קרח		
الحكومات	ממשלה	حُكُومَة	ממשלה	N;NOM;DEF;PL	N;FEM;SG
الحكومات	הממשלה	حُكُومَة	הממשלה	N;NOM;DEF;PL	PROPN
الحكومات	ממשל	حُكُومَة	ממשל	N;NOM;DEF;PL	N;MASC;SG
الاستثمار	תשקיע	اِستِثمَار	השקיע	N;NOM;DEF;SG	V;MASC;SG;2;FUT;ACT
الاستثمار	להשקיע	اِستِثمَار	השקיע	N;NOM;DEF;SG	V;NFIN;ACT
الرصاص	קליעים	رَصَاص	קליע	N;NOM;DEF;SG	N;MASC;PL
الرصاص	כדורים	رَصَاص	כדור	N;NOM;DEF;SG	N;MASC;PL
الرصاص	להוביל	رَصَاص	הוביל	N;NOM;DEF;SG	V;NFIN;ACT
الميزانية	התקציב	مِيزَانِيَّة	התקציב	N;NOM;DEF;SG	PROPN
القياس	מדידת	قِيَاس	מדידה	N;NOM;DEF;SG	N;PSSD;FEM;SG
بلال	בילאל	بَلَل	בילאל		PROPN
الفلبين	הפיליפינים	الفلبين	הפיליפינים		PROPN
بندر	בנדר	بُندُر	בנדר		PROPN
عمار	עמאר	عمار	עמאר		PROPN
عمار	עמר	عمار	עמר		PROPN
الطفولة	ילדות	طُفُولَة	ילד	N;NOM;DEF;SG	N;FEM;PL
دقيق	מדויקים	دَقِيق	מדויק	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;PL
ماجستير	מאסטר	ماجستير	מאסטר		PROPN
ماجستير	אדון	ماجستير	אדון		
ماجستير	מסטר	ماجستير	מסטר		PROPN
الذيل	זנב	ذَيل	None	N;NOM;DEF;SG	PROPN
الذيل	הזנב	ذَيل	הזנב	N;NOM;DEF;SG	PROPN
الذيل	פלי	ذَيل	פלי	N;NOM;DEF;SG	PROPN
الذيل	זנבות	ذَيل	זנבת	N;NOM;DEF;SG	N;MASC;PL
نابلس	שכם	نَابُلُس	שכם		PROPN
سمك	דג	سَمَك	דג		
سمك	פיש	سَمَك	פיש		PROPN
سمك	דגים	سَمَك	דג		N;MASC;PL
معارضة	האופוזיציה	مُعَارَضَة	האופוזיציה	N;NOM;INDF;SG	PROPN
ماكس	מקסימום	مَاكس	מקסימום		N;MASC;SG
ماكس	מקס	مَاكس	המקס		PROPN
طلال	טלאל	طلال	טלאל		PROPN
مساء	ערב	مَسَاء	ערב	N;NOM;INDF;SG	
مساء	צהריים	مَسَاء	צהריים	N;NOM;INDF;SG	N;MASC;PL
الكاثوليك	הקתולים	الكاثوليك	הקתולי		N;MASC;PL
الكاثوليك	קתולים	الكاثوليك	קתולי		N;MASC;PL
الجمع	ברבים	جَمع	ברבי	N;NOM;DEF;SG	
الجمع	רבים	جَمع	רב	N;NOM;DEF;SG	V;MASC;PL;V.PTCP;ACT
شك	בספק	شَكّ	בספק	N;NOM;INDF;SG	ADV
مستقبل	עתידי	مُستَقبَل	עתידי	N;NOM;INDF;SG	ADJ;MASC;SG
مستقبل	העתיד	مُستَقبَل	העתיד	N;NOM;INDF;SG	ADV
حمراء	רד	أَحمَر	רד	ADJ;NOM;INDF;FEM;SG	PROPN
حمراء	אדומים	أَحمَر	אדום	ADJ;NOM;INDF;FEM;SG	N;MASC;PL
حمراء	אדומה	أَحمَر	אדום	ADJ;NOM;INDF;FEM;SG	N;FEM;SG
الثانوي	משנית	ثَانَوِيّ	משנית		
الثانوي	משני	ثَانَوِيّ	משני		
المكونات	מרכיבים	مُكَوِّن	הרכיב	N;NOM;DEF;PL	V;MASC;PL;V.PTCP;ACT
المكونات	מצרכים	مُكَوِّن	מצרכים	N;NOM;DEF;PL	
العلامات	תגים	عَلَامَة	הג	N;NOM;DEF;PL	
الجمال	היופי	جَمَل	היופי	N;NOM;DEF;SG	PROPN
المبكر	ארלי	مُبَكِّر	ארלי	ADJ;NOM;DEF;MASC;SG	PROPN
المبكر	תחילת	مُبَكِّر	תחילה	ADJ;NOM;DEF;MASC;SG	N;PSSD;FEM;SG
المبكر	מוקדם	مُبَكِّر	מוקדם	ADJ;NOM;DEF;MASC;SG	ADV
يوفر	חוסך	وَفَّر	חסך	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;MASC;SG;V.PTCP;ACT
يوفر	מציל	وَفَّر	הציל	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;MASC;SG;V.PTCP;ACT
يوفر	מספק	وَفَّر	סיפק	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;MASC;SG;V.PTCP;ACT
يوفر	מספקת	وَفَّر	סיפק	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;FEM;SG;V.PTCP;ACT
ابريل	אפריל	أَبرِيل	אפריל	N;GEN;INDF;SG	PROPN
متابعة	עקוב	مُتَابَعَة	עקוב	N;NOM;INDF;SG	
الحساب	חישוב	حِسَاب	חישוב	N;NOM;DEF;SG	
الحساب	החשבון	حِسَاب	החשבון	N;NOM;DEF;SG	PROPN
العقلية	נפשי	عَقلِيَّة	נפשי	N;NOM;DEF;SG	ADJ;MASC;SG
حاولت	ניסית	حَاوَل	ניסית	V;PFV;FEM;SG;3;ACT	V;SG;1;PST;ACT
حاولت	ניסיתי	حَاوَل	ניסה	V;PFV;FEM;SG;3;ACT	V;SG;1;PST;ACT
حاولت	ניסו	حَاوَل	ניסה	V;PFV;FEM;SG;3;ACT	V;PL;3;PST;ACT
قومية	לאומיות	قَومِيّ	לאומיות	ADJ;NOM;INDF;FEM;SG	N;FEM;PL
العمود	הטור	عُمُود	הטור	N;NOM;DEF;SG	
العمود	טור	عُمُود	טור	N;NOM;DEF;SG	PROPN
قانونية	חוקי	قَانُونِيّ	חוקי	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;PL
قانونية	חוקית	قَانُونِيّ	חוקי	ADJ;NOM;INDF;FEM;SG	ADV
قانونية	חוקיים	قَانُونِيّ	חוקי	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;PL
قانونية	חוקיות	قَانُونِيّ	חוקיות	ADJ;NOM;INDF;FEM;SG	N;FEM;SG
السنوي	שנתי	سَنَوِيّ	שנתי	ADJ;NOM;DEF;MASC;SG	PROPN
السنوي	שנתית	سَنَوِيّ	שנתי	ADJ;NOM;DEF;MASC;SG	ADV
السنوي	השנתי	سَنَوِيّ	השנתי	ADJ;NOM;DEF;MASC;SG	V;SG;1;PST;ACT
السنوي	שנתי	سَنَوِيّ	שנתי	ADJ;NOM;DEF;MASC;SG	PROPN
السنوي	שנתית	سَنَوِيّ	שנתי	ADJ;NOM;DEF;MASC;SG	ADV
عروض	מראה	عَرض	מראה	N;NOM;INDF;PL	N;MASC;SG
عروض	מציג	عَرض	הציג	N;NOM;INDF;PL	V;MASC;SG;V.PTCP;ACT
شاملة	מקיפה	شَامِل	מקיף	ADJ;NOM;INDF;FEM;SG	N;FEM;SG
شاملة	מקיף	شَامِل	מקיף	ADJ;NOM;INDF;FEM;SG	
شاملة	כולל	شَامِل	כלל	ADJ;NOM;INDF;FEM;SG	V;MASC;SG;V.PTCP;ACT
شاملة	כלול	شَامِل	כלול	ADJ;NOM;INDF;FEM;SG	V;MASC;SG;V.PTCP;ACT
يصف	מתאר	وَصَف	תיאר	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;MASC;SG;V.PTCP;ACT
المحتمل	סבירות	مُحتَمَل	סבירה	ADJ;NOM;DEF;MASC;SG	N;FEM;SG
نقد	קאש	نَقد	קאש	N;NOM;INDF;SG	
نقد	מזומן	نَقد	זומן	N;NOM;INDF;SG	V;MASC;SG;V.PTCP;PASS
نقد	מזומנים	نَقد	מזומן	N;NOM;INDF;SG	V;MASC;PL;V.PTCP;PASS
نقد	במזומן	نَقد	במזומן	N;NOM;INDF;SG	ADV
قبة	כיפת	قبة	כיפה	N;NOM;INDF;SG	PROPN
نبذة	לעכל	نبذة	עיכל	N;NOM;INDF;SG	V;NFIN;ACT
المحركات	מנועי	مُحَرِّك	מנועה	N;NOM;DEF;PL	N;PSSD;MASC;PL
نسبيا	יחסי	نِسبِيّ	יחסים	ADJ;ACC;INDF;MASC;SG	N;PSSD;MASC;PL
نسبيا	יחסית	نِسبِيّ	יחסית	ADJ;ACC;INDF;MASC;SG	ADV
زار	ביקרת	زَار	ביקר	V;PFV;MASC;SG;3;ACT	PROPN
زار	ביקור	زَار	ביקור	V;PFV;MASC;SG;3;ACT	N;MASC;SG
زار	ביקרו	زَار	ביקר	V;PFV;MASC;SG;3;ACT	V;PL;3;PST;ACT
تايمز	פעמים	تَايمز	פעם		N;FEM;PL
تايمز	הטיימס	تَايمز	הטיימס		PROPN
تايمز	טיימס	تَايمز	טיימס		PROPN
تايمز	זמנים	تَايمز	זמן		N;MASC;PL
عميد	דין	عَمِيد	דין	N;NOM;INDF;SG	PROPN
عميد	דיקן	عَمِيد	דיקן	N;NOM;INDF;SG	PROPN
عيون	עיניים	عَيُّون	עין		N;FEM;PL
عيون	העיניים	عَيُّون	העיניים		N
السرية	חשאיות	سِرِّيَّة	חשאי	N;NOM;DEF;SG	N;FEM;PL
مترا	מטרים	مِتر	מטר	N;ACC;INDF;SG	N;MASC;PL
مترا	מטר	مِتر	מטר	N;ACC;INDF;SG	PROPN
الانترنت	מחובר	الانترنت	חובר		V;MASC;SG;V.PTCP;PASS
الانترنت	באינטרנט	الانترنت	באינטרנט		PROPN
الانترنت	מקוון	الانترنت	מקוון		N;MASC;SG
الانترنت	מקוונת	الانترنت	קוון		N;FEM;SG
الانترنت	אינטרנט	الانترنت	אינטרנט		
الانترنت	האינטרנט	الانترنت	האינטרנט		PROPN
المحقق	בלשית	مُحَقَّق	בלשית	N;NOM;DEF;SG	PROPN
اعتبر	שקול	اِعتَبَر	שקול	V;PFV;MASC;SG;3;ACT	ADJ;MASC;SG
الشورى	השורא	شُورَى	השורא	N;NOM;DEF;SG	PROPN
التغيرات	משתנה	تَغَيُّر	השתנה	N;NOM;DEF;PL	V;MASC;SG;V.PTCP
التغيرات	שינויי	تَغَيُّر	שינוי	N;NOM;DEF;PL	ADJ;MASC;PL
فريدريك	פרדריק	فريدريك	פרדריק		PROPN
السماح	הרשה	سَمَاح	הרשה	N;NOM;DEF;SG	V;MASC;SG;3;PST;ACT
السماح	אפשר	سَمَاح	אפשר	N;NOM;DEF;SG	V
السماح	לאפשר	سَمَاح	אפשר	N;NOM;DEF;SG	V;NFIN;ACT
وطني	פטריוטי	وَطَنِيّ	פטריוטי	ADJ;NOM;INDF;MASC;SG	N;MASC;SG
وطني	פטריוטיות	وَطَنِيّ	פטריוטיות	ADJ;NOM;INDF;MASC;SG	N;FEM;SG
وطني	פטריוט	وَطَنِيّ	פטריוט	ADJ;NOM;INDF;MASC;SG	N;MASC;SG
وطني	פטריוטים	وَطَنِيّ	פטריוט	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;PL
وطني	לאומי	وَطَنِيّ	לאומי	ADJ;NOM;INDF;MASC;SG	PROPN
وطني	לאומית	وَطَنِيّ	לאומי	ADJ;NOM;INDF;MASC;SG	ADV
البرتغالي	פורטוגזית	بُرتُغَالِيّ	פורטוגזי	ADJ;NOM;DEF;MASC;SG	PROPN
البرتغالي	בפורטוגזית	بُرتُغَالِيّ	בפורטוגזית	ADJ;NOM;DEF;MASC;SG	PROPN
شباط	בפברואר	شُبَاط	בפברואר	N;NOM;INDF;SG	ADV
شباط	פברואר	شُبَاط	פברואר	N;NOM;INDF;SG	PROPN
الجهود	המאמצים	جَهد	המאמץ	N;NOM;DEF;PL	PROPN
الساق	רגל	سَاق	רגל	N;NOM;DEF;SG	
يوضح	מסבירה	أَوضَح	הסביר	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;FEM;SG;V.PTCP;ACT
يوضح	מסביר	أَوضَح	הסביר	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;MASC;SG;V.PTCP;ACT
يورو	אירו	يورو	אירו		PROPN
يورو	יורו	يورو	יורו		PROPN
اللهجة	ניב	لَهجَة	ניב	N;NOM;DEF;SG	PROPN
الظهر	הצהריים	ظُهر	הצהריים	N;NOM;DEF;SG	N;MASC;DU
الظهر	בצהריים	ظُهر	בצהריים	N;NOM;DEF;SG	N;MASC;DU
الظهر	צהרים	ظُهر	צהריים	N;NOM;DEF;SG	N;MASC;PL
الظهر	צהריים	ظُهر	צהריים	N;NOM;DEF;SG	N;MASC;PL
الظهر	אחורה	ظُهر	אחורה	N;NOM;DEF;SG	ADV
الظهر	בחזרה	ظُهر	בחזרה	N;NOM;DEF;SG	
الظهر	חזרה	ظُهر	None	N;NOM;DEF;SG	ADV
الظهر	לאחור	ظُهر	לאחור	N;NOM;DEF;SG	ADV
العيش	חי	عَيش	חי	N;NOM;DEF;SG	
العيش	לחיות	عَيش	None	N;NOM;DEF;SG	V;NFIN
العيش	live	عَيش	live	N;NOM;DEF;SG	
العيش	חי	عَيش	חי	N;NOM;DEF;SG	
صدور	שדיים	صُدُور	שדיים	N;NOM;INDF;SG	N;MASC;PL
صدور	חזה	صُدُور	חזה	N;NOM;INDF;SG	PROPN
كسر	לשבור	كَسر	שבר	N;NOM;INDF;SG	V;NFIN;ACT
كسر	שבורה	كَسر	שבורה	N;NOM;INDF;SG	PROPN
كسر	נשבר	كَسر	נשבר	N;NOM;INDF;SG	V;MASC;SG;3;PST;MID
كسر	שבורים	كَسر	שבור	N;NOM;INDF;SG	N;MASC;PL
كسر	שבור	كَسر	שבור	N;NOM;INDF;SG	
كسر	שוברים	كَسر	שובר	N;NOM;INDF;SG	V;MASC;PL;V.PTCP;ACT
النازية	נאצית	نَازِيَّة	נאצי	N;NOM;DEF;SG	PROPN
النازية	נאצי	نَازِيَّة	נאצי	N;NOM;DEF;SG	PROPN
صحراء	המדבר	صَحرَاء	המדבר	N;NOM;INDF;SG	PROPN
المهرجان	הפסטיבל	مَهرَجَان	הפסטיבל	N;NOM;DEF;SG	PROPN
المهرجان	הקרנבל	مَهرَجَان	הקרנבל	N;NOM;DEF;SG	PROPN
صناعية	תעשייתית	صِنَاعِيّ	תעשייתי	ADJ;NOM;INDF;FEM;SG	ADV
