категория	kategória	категория	kategória	N;INAN;NOM;FEM;SG	
подразделений	egység	подразделение	egység	N;INAN;GEN;NEUT;PL	N;NOM;SG
столетия	centenáriumi	столетие	centenáriumi	N;INAN;NOM;NEUT;PL	ADJ;NOM;SG
столетия	évszázadokkal	столетие	évszázad	N;INAN;NOM;NEUT;PL	N;INS;PL
активность	tevékenységek	активность	tevékenység	N;INAN;NOM;FEM;SG	N;NOM;PL
заблокирован	zárva	блокировать	zárva	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADV;V.CVB
заблокирован	bezárva	блокировать	bezárva	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADV;V.CVB
заблокирован	letiltott	блокировать	letilt	V;PFV;MASC;SG;PST;V.PTCP;PASS	
рано	korán	рано	korán	ADV	
рано	korai	рано	korai	ADV	
указаны	megadott	указать	megadott	V;PFV;PL;PST;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
указаны	meghatározott	указать	meghatározott	V;PFV;PL;PST;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
указаны	megadva	указать	megadva	V;PFV;PL;PST;V.PTCP;PASS	ADV;V.CVB
эдвард	edward	эдвард	edward	N;ANIM;NOM;MASC;SG	
скотт	scott	скотт	scott	N;ANIM;NOM;MASC;SG	
личность	személyazonosságát	личность	személyazosságag	N;INAN;NOM;FEM;SG	N;ACC;SG
усадьба	homestead	усадьба	homestead	N;INAN;NOM;FEM;SG	
награду	díj	награда	díj	N;INAN;ACC;FEM;SG	N;NOM;SG
целиком	egészben	целиком	egészben	ADV	N;IN+ESS;SG
целиком	egész	целиком	egész	ADV	
физические	fizikai	физический	fizikai	ADJ;NOM;PL	
интересы	érdeklődés	интерес	érdeklődés	N;INAN;NOM;MASC;PL	N;NOM;SG
интересы	kamat	интерес	kamat	N;INAN;NOM;MASC;PL	N;NOM;SG
интересы	érd	интерес	érd	N;INAN;NOM;MASC;PL	
одежды	ruházata	одежда	ruházat	N;INAN;NOM;FEM;PL	N;NOM;SG
одежды	ruházat	одежда	ruházat	N;INAN;NOM;FEM;PL	N;NOM;SG
одежды	ruha	одежда	ruha	N;INAN;NOM;FEM;PL	N;NOM;SG
китайский	kínai	китайский	kínai	ADJ;NOM;MASC;SG	
китайский	kínaiak	китайский	kínai	ADJ;NOM;MASC;SG	N;NOM;PL
деревьев	fákon	дерево	fakon	N;INAN;GEN;NEUT;PL	N;ON+ESS;SG
деревьев	fák	дерево	fák	N;INAN;GEN;NEUT;PL	
деревьев	fákat	дерево	faka	N;INAN;GEN;NEUT;PL	N;ACC;SG
понимает	megért	понимать	meg+ér	V;IPFV;IND;SG;3;PRS;FIN;ACT	
мер	mer	мера	mer	N;INAN;GEN;FEM;PL	
файлов	akták	файл	ak	N;INAN;GEN;MASC;PL	N;NOM;PL
файлов	fájlok	файл	fájl	N;INAN;GEN;MASC;PL	N;NOM;PL
живой	élve	живой	élve	ADJ;NOM;MASC;SG	
живой	életben	живой	élet	ADJ;NOM;MASC;SG	N;IN+ESS;SG
живой	él	живой	él	ADJ;NOM;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
детская	óvoda	детский	óvoda	ADJ;NOM;FEM;SG	N;NOM;SG
форт	fort	форт	for	N;INAN;NOM;MASC;SG	
рабочей	dolgozó	рабочий	dolgozó	ADJ;INS;FEM;SG	ADJ;NOM;SG
рабочей	dolgozik	рабочий	dolgozik	ADJ;INS;FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
рабочей	dolgozom	рабочий	dolgozik	ADJ;INS;FEM;SG	V;INDF;IND;SG;1;PRS;FIN;ACT
рабочей	dolgozok	рабочий	dolgozik	ADJ;INS;FEM;SG	V;INDF;IND;SG;1;PRS;FIN;ACT
ликвидации	elimináció	ликвидация	elimináció	N;INAN;NOM;FEM;SG	
джованни	giovanni	джованни	giovan	N;ANIM;NOM;MASC;SG	
общих	közös	общий	közös	ADJ;GEN;PL	
общих	gyakori	общий	gyakori	ADJ;GEN;PL	
звучит	hangok	звучать	hang	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;PL
неделя	héten	неделя	hét	N;INAN;NOM;FEM;SG	N;ON+ESS;SG
возрождения	reneszánsz	возрождение	reneszánsz	N;INAN;NOM;NEUT;PL	N;NOM;SG
будущее	jövőbeli	будущее	jövőbeli	N;INAN;NOM;NEUT;SG	ADJ;NOM;SG
будущее	jövő	будущее	jövő	N;INAN;NOM;NEUT;SG	ADJ;NOM;SG
носитель	szállító	носитель	szállító	N;ANIM;NOM;MASC;SG	ADJ;NOM;SG
носитель	hordozó	носитель	hordozó	N;ANIM;NOM;MASC;SG	ADJ;NOM;SG
стефан	stephen	стефанный	stephen	N;ANIM;NOM;MASC;SG	
стефан	istván	стефанный	istván	N;ANIM;NOM;MASC;SG	
стефан	stefan	стефанный	stefan	N;ANIM;NOM;MASC;SG	
товаров	árucikkek	товар	árucik	N;INAN;GEN;MASC;PL	N;NOM;PL
товаров	áruk	товар	ár	N;INAN;GEN;MASC;PL	N;NOM;PL
товаров	javak	товар	javak	N;INAN;GEN;MASC;PL	N;NOM;PL
товаров	áru	товар	áru	N;INAN;GEN;MASC;PL	N;NOM;SG
девушки	barátnő	девушка	barátnő	N;ANIM;NOM;FEM;PL	N;NOM;SG
рекомендации	ajánlás	рекомендация	ajánlás	N;INAN;NOM;FEM;PL	N;NOM;SG
рекомендации	ajánlásokat	рекомендация	ajánlás	N;INAN;NOM;FEM;PL	N;ACC;PL
рекомендации	ajánlás	рекомендация	ajánlás	N;INAN;NOM;FEM;PL	N;NOM;SG
словакии	szlovákia	словакия	szlovákia	N;INAN;NOM;FEM;PL	N;NOM;SG
горный	hegyen	горный	hegy	ADJ;NOM;MASC;SG	N;ON+ESS;SG
горный	hegyi	горный	hegyi	ADJ;NOM;MASC;SG	
горный	hegy	горный	hegy	ADJ;NOM;MASC;SG	N;NOM;SG
горный	hegyek	горный	hegy	ADJ;NOM;MASC;SG	N;NOM;PL
музеи	múzeum	музей	múzeum	N;INAN;NOM;MASC;PL	N;NOM;SG
оси	tengely	ось	tengely	N;INAN;NOM;FEM;PL	N;NOM;SG
постановление	rendelet	постановление	rendelet	N;INAN;NOM;NEUT;SG	
коста	costa	коста	costa	N;INAN;NOM;MASC;SG	
диплом	oklevél	диплом	oklevél	N;INAN;NOM;MASC;SG	
сайтов	helyszínek	сайт	helyszín	N;INAN;GEN;MASC;PL	N;NOM;PL
сайтов	oldalak	сайт	oldal	N;INAN;GEN;MASC;PL	N;NOM;PL
назначение	jelölést	назначение	jelölés	N;INAN;NOM;NEUT;SG	N;ACC;SG
назначение	megjelölés	назначение	megjelölés	N;INAN;NOM;NEUT;SG	
ислам	iszlám	ислам	iszlám	N;INAN;NOM;MASC;SG	
аргентина	argentína	аргентина	argentín	N;INAN;NOM;FEM;SG	
адам	adam	ад-м	adam	N;ANIM;NOM;MASC;SG	
внешние	külső	внешний	külső	ADJ;NOM;PL	
внешние	külső	внешний	külső	ADJ;NOM;PL	
ресурсы	erőforrás	ресурс	erőforrás	N;INAN;NOM;MASC;PL	
жилой	bentlakásos	жилой	bentlakásos	ADJ;NOM;MASC;SG	N;NOM;SG
среднее	középre	средний	közép	ADJ;NOM;NEUT;SG	N;ON+ALL;SG
среднее	közép	средний	közép	ADJ;NOM;NEUT;SG	
среднее	középső	средний	középső	ADJ;NOM;NEUT;SG	
среднее	átlagosan	средний	átlagos	ADJ;NOM;NEUT;SG	ADJ;FRML;SG
среднее	átlag	средний	átlag	ADJ;NOM;NEUT;SG	
среднее	medián	средний	medián	ADJ;NOM;NEUT;SG	
среднее	középfokú	средний	középfokú	ADJ;NOM;NEUT;SG	N;NOM;SG
электронная	elektronikusan	электронный	elektronikus	ADJ;NOM;FEM;SG	ADJ;FRML;SG
электронная	elektronikus	электронный	elektronikus	ADJ;NOM;FEM;SG	N;NOM;SG
исследователь	kutatói	исследователь	kutató	N;ANIM;NOM;MASC;SG	N;NOM;PL
конфликты	konfliktus	конфликт	konfliktus	N;INAN;NOM;MASC;PL	N;NOM;SG
конфликты	ütközés	конфликт	ütközés	N;INAN;NOM;MASC;PL	N;NOM;SG
конфликты	konfliktus	конфликт	konfliktus	N;INAN;NOM;MASC;PL	N;NOM;SG
внизу	lent	внизу	lesz	ADV	
двигателей	hajtóművek	двигатель	hajtómű	N;INAN;GEN;MASC;PL	N;NOM;PL
двигателей	hajtómű	двигатель	hajtómű	N;INAN;GEN;MASC;PL	N;NOM;SG
двигателей	motorok	двигатель	motor	N;INAN;GEN;MASC;PL	N;NOM;PL
десятки	tízes	десяток	tízes	N;INAN;NOM;MASC;PL	
десятки	tucatnyi	десяток	tucatnyi	N;INAN;NOM;MASC;PL	
комедии	vígjáték	комедия	víg	N;INAN;NOM;FEM;PL	N;NOM;SG
комедии	humor	комедия	humor	N;INAN;NOM;FEM;PL	N;NOM;SG
комедии	komédia	комедия	komédia	N;INAN;NOM;FEM;PL	N;NOM;SG
комедии	vígjátékokat	комедия	vígjáték	N;INAN;NOM;FEM;PL	N;ACC;PL
буква	levélben	буква	levél	N;INAN;NOM;FEM;SG	N;IN+ESS;SG
буква	levelet	буква	levél	N;INAN;NOM;FEM;SG	N;ACC;SG
квартира	lapos	квартира	lapos	N;INAN;NOM;FEM;SG	
квартира	sík	квартира	sík	N;INAN;NOM;FEM;SG	
взгляды	megtekintés	взгляд	megtekintés	N;INAN;NOM;MASC;PL	N;NOM;SG
взаимодействия	kölcsönhatás	взаимодействие	kölcsönhatás	N;INAN;NOM;NEUT;PL	N;NOM;SG
взаимодействия	kölcsönhatás	взаимодействие	kölcsönhatás	N;INAN;NOM;NEUT;PL	N;NOM;SG
тебя	te	ты	te	PRO;ACC;SG;2	V;DEF;IND;SG;1;PRS;FIN;ACT
стив	steve	стив	steve	N;ANIM;NOM;MASC;SG	
крыла	szárnyat	крыло	szárny	N;INAN;NOM;NEUT;PL	N;ACC;SG
крыла	szárnya	крыло	szárny	N;INAN;NOM;NEUT;PL	N;NOM;SG
крыла	wing	крыло	wing	N;INAN;NOM;NEUT;PL	
крыла	szárny	крыло	szárny	N;INAN;NOM;NEUT;PL	N;NOM;SG
эссе	esszéket	эссе	esszék	N;INAN;NOM;NEUT;SG	N;ACC;SG
дружбы	barátság	дружба	barátság	N;INAN;GEN;FEM;SG	N;NOM;SG
принята	elfogadva	принять	elfogadva	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADV;V.CVB
принята	elfogadott	принять	el+fogadott	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
принята	elfogadta	принять	el+fogad	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;DEF;IND;SG;3;PST;FIN;ACT
принята	elfogadva	принять	elfogadva	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADV;V.CVB
принята	elfogadott	принять	el+fogadott	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
показали	mutatta	показать	mutat	V;PFV;IND;PL;PST;FIN;ACT	V;DEF;IND;SG;3;PST;FIN;ACT
показали	mutatott	показать	mutat	V;PFV;IND;PL;PST;FIN;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
показали	megmutatta	показать	meg+mutat	V;PFV;IND;PL;PST;FIN;ACT	V;DEF;IND;SG;3;PST;FIN;ACT
сто	sto	сто	sto	NUM;NOM	
дин	dean	дина	dean	N;ANIM;NOM;MASC;SG	
оставив	elmegy	оставить	el+megy	V;PFV;PST;V.CVB;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
независимые	független	независимый	független	ADJ;NOM;PL	
независимые	önálló	независимый	önálló	ADJ;NOM;PL	
независимые	függetlenek	независимый	független	ADJ;NOM;PL	V;INDF;IND;PL;3;PRS;FIN;ACT
размещения	elhelyezés	размещение	elhelyezés	N;INAN;NOM;NEUT;PL	N;NOM;SG
размещения	közzététel	размещение	közzététel	N;INAN;NOM;NEUT;PL	N;NOM;SG
графство	megyei	графство	megyei	N;INAN;NOM;NEUT;SG	ADJ;NOM;SG
графство	megye	графство	megye	N;INAN;NOM;NEUT;SG	
социального	társadalmi	социальный	társadalmi	ADJ;GEN;MASC;SG	ADJ;NOM;SG
социального	szociális	социальный	szociális	ADJ;GEN;MASC;SG	N;NOM;SG
значительные	jelentős	значительный	jelentős	ADJ;NOM;PL	
значительные	jelentős	значительный	jelentős	ADJ;NOM;PL	
значительные	szignifikáns	значительный	szignifikáns	ADJ;NOM;PL	N;ON+ESS;SG
параметр	paraméterek	параметр	paraméter	N;INAN;NOM;MASC;SG	N;NOM;PL
вагонов	kocsik	вагон	kocsik	N;INAN;GEN;MASC;PL	N;NOM;PL
вагонов	kocsik	вагон	kocsik	N;INAN;GEN;MASC;PL	N;NOM;PL
анри	henry	анри	henry	N;ANIM;NOM;MASC;SG	
анри	henri	анри	henri	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
отто	otto	отто	otto	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
обратился	megfordult	обратиться	megfordul	V;PFV;MASC;IND;SG;PST;FIN;MID	V;INDF;IND;SG;3;PST;FIN;ACT
обратился	fordult	обратиться	fordul	V;PFV;MASC;IND;SG;PST;FIN;MID	V;INDF;IND;SG;3;PST;FIN;ACT
перечисленных	felsorolt	перечислить	fel+sorol	V;PFV;GEN;PL;PST;V.PTCP;PASS	
копия	másolatot	копия	másolat	N;INAN;NOM;FEM;SG	N;ACC;SG
майк	mike	майк	mike	N;ANIM;NOM;MASC;SG	
османской	oszmán	османский	oszmán	ADJ;INS;FEM;SG	N;NOM;SG
ряды	ranglétrán	ряд	ranglétra	N;INAN;NOM;MASC;PL	N;SG
увеличение	növelje	увеличение	növel	N;INAN;NOM;NEUT;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
мишель	michele	мишель	michele	N;ANIM;NOM;FEM;SG	
мишель	michel	мишель	michel	N;ANIM;NOM;FEM;SG	
тбилиси	tbiliszi	тбилиси	tbiliszi	N;INAN;NOM;MASC;PL	
топ	felül	топ	felül	N;INAN;NOM;MASC;SG	
топ	top	топ	top	N;INAN;NOM;MASC;SG	
топ	csúcs	топ	csúcs	N;INAN;NOM;MASC;SG	
топ	felső	топ	felső	N;INAN;NOM;MASC;SG	
топ	legfelső	топ	legfelső	N;INAN;NOM;MASC;SG	
нормально	normális	нормальный	normális	ADJ;NEUT;SG	
нормально	normál	нормальный	normál	ADJ;NEUT;SG	
львов	oroszlán	лев	oroszlán	N;INAN;GEN;MASC;PL	N;NOM;SG
львов	oroszlánok	лев	oroszla	N;INAN;GEN;MASC;PL	N;NOM;PL
львов	lviv	лев	lviv	N;INAN;GEN;MASC;PL	PROPN;NOM;SG
произошла	megtörtént	произойти	meg+történik	V;PFV;FEM;IND;SG;PST;FIN;ACT	
распада	feloszlatását	распад	feloszlatás	N;INAN;GEN;MASC;SG	N;ACC;SG
распада	bomlás	распад	bomlás	N;INAN;GEN;MASC;SG	N;NOM;SG
чрезвычайно	rendkívül	чрезвычайно	rendkívül	ADV	
верно	jobbra	верный	jobbra	ADJ;NEUT;SG	ADV
полномочия	hitelesítő	полномочие	hitelesítő	N;INAN;NOM;NEUT;PL	ADJ;NOM;SG
полномочия	powers	полномочие	powers	N;INAN;NOM;NEUT;PL	
полномочия	hatáskör	полномочие	hatáskör	N;INAN;NOM;NEUT;PL	N;NOM;SG
полномочия	hatóság	полномочие	hatóság	N;INAN;NOM;NEUT;PL	N;NOM;SG
соответствия	megfelelés	соответствие	megfelelés	N;INAN;NOM;NEUT;PL	
соответствия	megfelelőség	соответствие	megfelelőség	N;INAN;NOM;NEUT;PL	N;NOM;SG
нападения	támad	нападение	támad	N;INAN;NOM;NEUT;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
нападения	támadásokat	нападение	támadás	N;INAN;NOM;NEUT;PL	N;ACC;PL
переданы	továbbított	передать	továbbított	V;PFV;PL;PST;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
переданы	közvetített	передать	közvetít	V;PFV;PL;PST;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
ново	novo	новый	novo	ADJ;NEUT;SG	
жилых	bentlakásos	жилой	bentlakásos	ADJ;GEN;PL	N;NOM;SG
жилых	lakossági	жилой	lakossági	ADJ;GEN;PL	ADJ;NOM;SG
существовало	léteztek	существовать	létezik	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	V;INDF;IND;PL;3;PST;FIN;ACT
социальная	szociális	социальный	szociális	ADJ;NOM;FEM;SG	N;NOM;SG
хороший	jó	хороший	jó	ADJ;NOM;MASC;SG	
мексика	mexikó	мексика	mexikó	N;INAN;NOM;FEM;SG	
ансамбль	együttes	ансамбль	együttes	N;INAN;NOM;MASC;SG	
звук	hangot	звук	hang	N;INAN;NOM;MASC;SG	N;ACC;SG
друзья	barátokkal	друг	barát	N;ANIM;NOM;MASC;PL	N;INS;PL
японская	japán	японский	japán	ADJ;NOM;FEM;SG	
японская	japánok	японский	japán	ADJ;NOM;FEM;SG	N;NOM;PL
оценить	becslés	оценить	becslés	V;PFV;NFIN;ACT	N;NOM;SG
америка	america	америка	america	N;INAN;NOM;FEM;SG	
уильямс	williams	уильямс	williams	N;ANIM;DAT;NEUT;PL	
выпущено	kibocsátott	выпустить	kibocsátott	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
выпущено	kiadott	выпустить	kiadott	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
выпущено	kiadva	выпустить	kiadva	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADV;V.CVB
карлос	carlos	карлос	carlos	N;ANIM;NOM;MASC;SG	
любое	bármelyik	любой	bármelyik	DET;NOM;NEUT;SG	
любое	bármely	любой	bármely	DET;NOM;NEUT;SG	
любое	bármilyen	любой	bármilyen	DET;NOM;NEUT;SG	
ткани	szövet	ткань	szövet	N;INAN;NOM;FEM;PL	N;NOM;SG
ткани	szövet	ткань	szövet	N;INAN;NOM;FEM;PL	N;NOM;SG
ткани	szövet	ткань	szövet	N;INAN;NOM;FEM;PL	N;NOM;SG
лучшее	legjobbak	лучший	jó	ADJ;NOM;NEUT;SG	N;NOM;PL
лучшее	legjobb	лучший	jó	ADJ;NOM;NEUT;SG	
лучшее	best	лучший	best	ADJ;NOM;NEUT;SG	
меньшей	kisebb	меньший	kis	ADJ;INS;FEM;SG	ADJ;NOM;CMPR;SG
журналистов	újságírók	журналист	újságíró	N;ANIM;ACC;MASC;PL	N;NOM;PL
мяч	labdát	мяч	labda	N;INAN;NOM;MASC;SG	N;ACC;SG
мяч	ball	мяч	ball	N;INAN;NOM;MASC;SG	
сохранения	megőrzése	сохранение	megőrzés	N;INAN;GEN;NEUT;SG	N;NOM;SG
петров	petrov	петр	petrov	N;ANIM;NOM;MASC;SG	
различия	megkülönböztetés	различие	megkülönböztetés	N;INAN;NOM;NEUT;PL	N;NOM;SG
различия	különbséget	различие	különbség	N;INAN;NOM;NEUT;PL	N;ACC;SG
различия	különbség	различие	különbség	N;INAN;NOM;NEUT;PL	N;NOM;SG
подразделение	unit	подразделение	únit	N;INAN;NOM;NEUT;SG	
продолжительность	hossz	продолжительность	hossz	N;INAN;NOM;FEM;SG	
никита	nikita	никита	nikita	N;ANIM;NOM;MASC;SG	
индонезии	indonéz	индонезия	indonéz	N;INAN;NOM;FEM;PL	
индонезии	indonézia	индонезия	indonézia	N;INAN;NOM;FEM;PL	
индонезии	indonéziában	индонезия	indonézia	N;INAN;NOM;FEM;PL	N;IN+ESS;SG
индонезии	indonézia	индонезия	indonézia	N;INAN;NOM;FEM;PL	
индонезии	indonéz	индонезия	indonéz	N;INAN;NOM;FEM;PL	
рока	roca	рок	roca	N;INAN;GEN;MASC;SG	
мероприятия	tevékenység	мероприятие	tevékenység	N;INAN;NOM;NEUT;PL	N;NOM;SG
мероприятия	esemény	мероприятие	esemény	N;INAN;NOM;NEUT;PL	N;NOM;SG
верх	felül	верх	felül	N;INAN;NOM;MASC;SG	
верх	top	верх	top	N;INAN;NOM;MASC;SG	
верх	csúcs	верх	csúcs	N;INAN;NOM;MASC;SG	
верх	felső	верх	felső	N;INAN;NOM;MASC;SG	
верх	legfelső	верх	legfelső	N;INAN;NOM;MASC;SG	
маленький	kicsik	маленький	kicsik	ADJ;NOM;MASC;SG	
маленький	kicsi	маленький	kicsi	ADJ;NOM;MASC;SG	
маленький	kicsi	маленький	kicsi	ADJ;NOM;MASC;SG	
маленький	kevés	маленький	kevés	ADJ;NOM;MASC;SG	
агентства	ügynökség	агентство	ügynökség	N;INAN;NOM;NEUT;PL	N;NOM;SG
осадков	csapadék	осадки	csapadék	N;INAN;GEN;MASC;PL	N;NOM;SG
осадков	csapadék	осадки	csapadék	N;INAN;GEN;MASC;PL	N;NOM;SG
центров	központok	центр	központ	N;INAN;GEN;MASC;PL	N;NOM;PL
центров	központok	центр	központ	N;INAN;GEN;MASC;PL	N;NOM;PL
достопримечательности	városnézés	достопримечательность	városnézés	N;INAN;NOM;FEM;PL	N;NOM;SG
молодая	fiatalok	молодой	fiatal	ADJ;NOM;FEM;SG	N;NOM;PL
молодая	fiatal	молодой	fiatal	ADJ;NOM;FEM;SG	
каждое	minden	каждый	minden	DET;NOM;NEUT;SG	PRO;NOM;SG;3
каждое	mindegyik	каждый	mindegyik	DET;NOM;NEUT;SG	
руководителей	felügyelők	руководитель	felügyelő	N;ANIM;ACC;MASC;PL	N;NOM;PL
артиллерийский	tüzérség	артиллерийский	tüzérség	ADJ;NOM;MASC;SG	N;NOM;SG
заметно	észrevehető	заметно	észrevehető	ADV	ADJ;NOM;SG
заметно	érzékelhető	заметно	érzékelhető	ADV	ADJ;NOM;SG
заметно	láthatóan	заметно	látható	ADV	ADJ;FRML;SG
кузнецов	kuznyecov	кузнец	kuznyecov	N;ANIM;GEN;MASC;PL	
алекс	alex	алекс	alex	N;ANIM;NOM;MASC;SG	
продукция	termékek	продукция	termék	N;INAN;NOM;FEM;SG	N;NOM;PL
продукция	termékeket	продукция	termék	N;INAN;NOM;FEM;SG	N;ACC;PL
напрямую	közvetlenül	напрямую	közvetlen	ADV	ADJ;FRML;SG
колхоз	kolhoz	колхоз	kolhoz	N;INAN;NOM;MASC;SG	
созданные	létrehozott	создать	létrehozott	V;PFV;NOM;PL;PST;V.PTCP;PASS	N;ACC;SG
созданные	létrehozva	создать	létrehozva	V;PFV;NOM;PL;PST;V.PTCP;PASS	N;NOM;SG
созданные	teremtett	создать	teremtett	V;PFV;NOM;PL;PST;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
ракет	rakéták	ракета	rakéta	N;INAN;GEN;FEM;PL	N;NOM;PL
деревень	falvak	деревня	falu	N;INAN;GEN;FEM;PL	N;NOM;PL
начато	kezdeményezett	начать	kezdeményez	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
начато	kezdődött	начать	kezdődik	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
начато	kezdte	начать	kezd	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;DEF;IND;SG;3;PST;FIN;ACT
начато	elkezdődött	начать	elkezdődik	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
детали	részleteket	деталь	részlet	N;INAN;NOM;FEM;PL	N;ACC;PL
андре	andre	андре	andre	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
андре	andré	андре	andré	N;INAN;NOM;MASC;SG	
андре	andre	андре	andre	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
андре	andré	андре	andré	N;INAN;NOM;MASC;SG	
высоко	high	высоко	high	ADV	
высоко	magas	высоко	magas	ADV	ADJ;NOM;SG
высоко	magasan	высоко	magasan	ADV	
попытался	próbálta	пытаться	próbál	V;PFV;MASC;IND;SG;PST;FIN;MID	V;DEF;IND;SG;3;PST;FIN;ACT
попытался	próbáltam	пытаться	próbál	V;PFV;MASC;IND;SG;PST;FIN;MID	V;INDF;IND;SG;1;PST;FIN;ACT
запрет	tilalom	запрет	tilalom	N;INAN;NOM;MASC;SG	
запрет	tilalom	запрет	tilalom	N;INAN;NOM;MASC;SG	
запрет	tilalmak	запрет	tilalom	N;INAN;NOM;MASC;SG	N;NOM;PL
союзников	szövetséges	союзник	szövetséges	N;ANIM;GEN;MASC;PL	ADJ;NOM;SG
союзников	szövetséges	союзник	szövetséges	N;ANIM;GEN;MASC;PL	ADJ;NOM;SG
союзников	szövetségesek	союзник	szövetséges	N;ANIM;GEN;MASC;PL	N;NOM;PL
замену	csere	замена	csere	N;INAN;ACC;FEM;SG	N;NOM;SG
замену	cseréje	замена	csere	N;INAN;ACC;FEM;SG	N;NOM;SG
передача	átviteli	передача	átviteli	N;INAN;NOM;FEM;SG	ADJ;NOM;SG
передача	áthelyezés	передача	áthelyezés	N;INAN;NOM;FEM;SG	
передача	továbbítására	передача	továbbítás	N;INAN;NOM;FEM;SG	N;ON+ALL;SG
устройств	eszközök	устройство	eszköz	N;INAN;GEN;NEUT;PL	N;NOM;PL
устройств	berendezések	устройство	berendezés	N;INAN;GEN;NEUT;PL	N;NOM;PL
устройств	készülékek	устройство	készülék	N;INAN;GEN;NEUT;PL	N;NOM;PL
галина	galina	галина	galina	N;ANIM;NOM;FEM;SG	
признал	elismert	признать	elismer	V;PFV;MASC;IND;SG;PST;FIN;ACT	
журналисты	újságírókat	журналист	újságíró	N;ANIM;NOM;MASC;PL	N;ACC;PL
посмотрите	nézd	смотреть	nézd	V;PFV;IMP;PL;2;FIN;ACT	V;DEF;IMP;PL;3;PRS;FIN;ACT
желательно	lehetőleg	желательный	lehetőleg	ADJ;NEUT;SG	
монголии	mongol	монголия	mongol	N;INAN;NOM;FEM;SG	
монголии	mongólia	монголия	mongólia	N;INAN;NOM;FEM;SG	
легенда	legendák	легенда	legenda	N;INAN;NOM;FEM;SG	N;NOM;PL
легенда	legenda	легенда	legenda	N;INAN;NOM;FEM;SG	
шведский	svéd	шведский	svéd	ADJ;NOM;MASC;SG	
шведский	svédország	шведский	svédország	ADJ;NOM;MASC;SG	N;NOM;SG
классификация	osztályozási	классификация	osztályozási	N;INAN;NOM;FEM;SG	ADJ;NOM;SG
малые	kis	малый	kis	ADJ;NOM;PL	ADJ;NOM;SG
малые	kicsik	малый	kicsik	ADJ;NOM;PL	
малые	kicsi	малый	kicsi	ADJ;NOM;PL	
взрослых	felnőtt	взрослый	felnőtt	N;ANIM;GEN;MASC;PL	
взрослых	felnőtteknek	взрослый	felnőtt	N;ANIM;GEN;MASC;PL	N;DAT;PL
взрослых	felnőttek	взрослый	felnőt	N;ANIM;GEN;MASC;PL	N;NOM;PL
взрослых	felnőtt	взрослый	felnőtt	N;ANIM;GEN;MASC;PL	
взрослых	nagykorú	взрослый	nagykorú	N;ANIM;GEN;MASC;PL	
американские	amerikai	американский	amerikai	ADJ;NOM;PL	ADJ;NOM;SG
опубликована	közzétette	опубликовать	közzétet	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;DEF;IND;SG;3;PST;FIN;ACT
опубликована	publikált	опубликовать	publikált	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
опубликована	közzétett	опубликовать	közzétett	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
кости	bones	кость	bones	N;INAN;NOM;FEM;PL	
кости	csontos	кость	csontos	N;INAN;NOM;FEM;PL	N;NOM;SG
