medaljen	medalj	medalje	medalj	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
planerne	planerar	plan	planera	N;DEF;MASC+FEM;PL	V;IND;PRS;FIN;ACT
planerne	planer	plan	plan	N;DEF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
juventus	juventus	juventus	juventus	N;INDF;MASC+FEM;SG	PROPN;NOM
gravsted	graven	gravsted	grav	N;INDF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
ingrid	ingrid	ingrid	ingrid	N;INDF;MASC+FEM;SG	PROPN;NOM
holmes	holmes	holme	holmes	V;NFIN;PASS	PROPN;NOM
anbefalede	rekommenderas	anbefale	rekommendera	V;IND;PST;FIN;ACT	V;IND;NFIN;PASS
anbefalede	rekommenderade	anbefale	rekommenderad	V;IND;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
anbefalede	rekommenderat	anbefale	rekommenderat	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
anbefalede	rekommenderad	anbefale	rekommenderad	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
skyldig	skyldiga	skyldig	skyldig	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
teknikker	teknik	teknik	teknik	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
marker	fields	mark	field	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
marker	fält	mark	fält	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
marker	fälten	mark	fält	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;SG
marker	paket	mark	paket	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
marker	skiften	mark	skift	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;SG
marker	markera	mark	markera	N;INDF;MASC+FEM;PL	V;IMP;FIN;ACT
marker	märke	mark	märke	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
marker	mark	mark	mark	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
fabrikant	tillverkare	fabrikant	tillverkare	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
fabrikant	tillverkaren	fabrikant	tillverkare	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
ted	ted	ted	ted		PROPN;NOM
tree	träd	tree	träd		N;NOM;INDF;NEUT;SG
tree	trädet	tree	träde		N;NOM;DEF;NEUT;SG
tree	tre	tree	tre		NUM;NOM
porto	porto	porto	porto		N;NOM;INDF;NEUT;SG
porto	porto	porto	porto		N;NOM;INDF;NEUT;SG
porto	porto	porto	porto		N;NOM;INDF;NEUT;SG
enkel	enkla	enkel	enkel	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
balkan	balkan	balkan	balka		PROPN;NOM
balkan	balkan	balkan	balka		PROPN;NOM
tilbagevendende	återkommande	tilbagevendende	återkommande	V;PRS;V.PTCP	ADJ;NOM;PRS;V.PTCP
tilbagevendende	återkommande	tilbagevendende	återkommande	V;PRS;V.PTCP	ADJ;NOM;PRS;V.PTCP
tilbagevendende	återvändande	tilbagevendende	återvändande	V;PRS;V.PTCP	ADJ;NOM;PRS;V.PTCP
svaret	svar	svar	svar	N;DEF;NEUT;SG	N;NOM;INDF;NEUT;SG
svaret	besvara	svar	besvara	N;DEF;NEUT;SG	V;IMP;FIN;ACT
svaret	svara	svar	svara	N;DEF;NEUT;SG	V;IMP;FIN;ACT
edgar	edgar	edgar	edge		PROPN;NOM
angels	änglar	angels	ängel	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
dæk	täcka	dæk	täcka	N;INDF;NEUT;PL	V;IMP;FIN;ACT
dæk	omslag	dæk	omslag	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;SG
dæk	däcken	dæk	däck	N;INDF;NEUT;PL	N;NOM;DEF;NEUT;PL
nhl	nhl	nhl	nhl	N;INDF;MASC+FEM;SG	PROPN;NOM
drømme	dream	drøm	dream	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
drømme	dröm	drøm	dröm	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
drømme	dreams	drøm	dream	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
drømme	drömmer	drøm	drömma	N;INDF;MASC+FEM;PL	V;IND;PRS;FIN;ACT
drømme	drömde	drøm	dröma	N;INDF;MASC+FEM;PL	V;IND;PST;FIN;ACT
drømme	drömma	drøm	drömma	N;INDF;MASC+FEM;PL	V;IMP;FIN;ACT
kanten	kant	kant	kunna	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
kanten	edge	kant	edge	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
neil	neil	neil	neil		PROPN;NOM
duo	duo	duo	duo		N;NOM;INDF;MASC+FEM;SG
hjulpet	understödda	hjælpe	understödda	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
kansler	kanslern	kansel	kanslern	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
kansler	förbundskansler	kansel	förbundskansl	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
registrerede	registrerad	registrere	registrerad	V;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
registrerede	registrerat	registrere	registrerad	V;PL;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
registrerede	registrerade	registrere	registrera	V;PL;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
eyes	ögon	eyes	ögon		N;NOM;INDF;NEUT;PL
eyes	eyes	eyes	eyes		N;NOM;INDF;NEUT;SG
gulvet	våning	gulv	våning	N;DEF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
gulvet	golv	gulv	golv	N;DEF;NEUT;SG	N;NOM;INDF;NEUT;SG
markeder	marknaderna	marked	marknad	N;INDF;NEUT;PL	N;NOM;DEF;MASC+FEM;PL
estisk	estniska	estisk	estnisk	ADJ;INDF;SG	ADJ;NOM;PL
maryland	maryland	maryland	maryland		PROPN;NOM
bemærkelsesværdige	anmärkningsvärd	bemærkelsesværdig	anmärkningsvärd	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
bemærkelsesværdige	anmärkningsvärt	bemærkelsesværdig	anmärkningsvärd	ADJ;PL	ADJ;NOM;INDF;NEUT;SG
bemærkelsesværdige	anmärkningsvärd	bemærkelsesværdig	anmärkningsvärd	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
bemærkelsesværdige	anmärkningsvärt	bemærkelsesværdig	anmärkningsvärd	ADJ;PL	ADJ;NOM;INDF;NEUT;SG
bemærkelsesværdige	anmärkningsvärd	bemærkelsesværdig	anmärkningsvärd	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
bemærkelsesværdige	anmärkningsvärt	bemærkelsesværdig	anmärkningsvärd	ADJ;PL	ADJ;NOM;INDF;NEUT;SG
buenos	buenos	bue	buenos	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
skulpturer	skulptur	skulptur	skulptur	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
skulpturer	staty	skulptur	staty	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
brande	fire	brand	fire	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
brande	brand	brand	brand	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
brande	eld	brand	eld	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
brande	eldar	brand	eldar	N;INDF;MASC+FEM;PL	V;IND;PRS;FIN;ACT
control	control	control	control		N;NOM;INDF;MASC+FEM;SG
control	kontroll	control	kontroll		N;NOM;INDF;MASC+FEM;SG
control	kontrollera	control	kontrollera		V;IMP;FIN;ACT
control	bestämmande	control	bestämmande		ADJ;NOM;PRS;V.PTCP
eduard	eduard	eduard	eduard		PROPN;NOM
oklahoma	oklahoma	oklahoma	oklahoma		PROPN;NOM
faktum	faktum	faktum	faktum	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
faktum	fakta	faktum	faktum	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;PL
grafisk	grafiska	grafisk	grafisk	ADV	ADJ;NOM;PL
grafisk	grafisk	grafisk	grafisk	ADV	N;NOM;INDF;MASC+FEM;SG
grafisk	grafiskt	grafisk	grafisk	ADV	ADJ;NOM;INDF;NEUT;SG
grafisk	grafik	grafisk	grafik	ADV	N;NOM;INDF;MASC+FEM;SG
grafisk	grafiska	grafisk	grafisk	ADV	ADJ;NOM;PL
grafisk	grafisk	grafisk	grafisk	ADV	N;NOM;INDF;MASC+FEM;SG
grafisk	grafiskt	grafisk	grafisk	ADV	ADJ;NOM;INDF;NEUT;SG
grafisk	grafiskt	grafisk	grafisk	ADV	ADJ;NOM;INDF;NEUT;SG
grafisk	grafik	grafisk	grafik	ADV	N;NOM;INDF;MASC+FEM;SG
flot	fina	flot	fin	ADJ;INDF;SG	ADJ;NOM;PL
flot	snygga	flot	snygg	ADJ;INDF;SG	ADJ;NOM;PL
flot	snygga	flot	snygg	ADJ;INDF;SG	ADJ;NOM;PL
kritiserede	kritiserade	kritisere	kritisera	V;IND;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
kritiserede	kritiserades	kritisere	kritisera	V;IND;PST;FIN;ACT	V;IND;PST;FIN;PASS
kritiserede	kritiseras	kritisere	kritisera	V;IND;PST;FIN;ACT	V;IND;PRS;FIN;PASS
kritiserede	kritiserade	kritisere	kritisera	V;IND;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
kritiserede	kritiserats	kritisere	kritisera	V;IND;PST;FIN;ACT	V;V.CVB;PASS
kritiserede	kritiserades	kritisere	kritisera	V;IND;PST;FIN;ACT	V;IND;PST;FIN;PASS
kritiserede	kritiserat	kritisere	kritiserad	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
bella	bella	bella	bella	N;INDF;MASC+FEM;SG	PROPN;NOM
sierra	sierra	sierra	sierr		N;NOM;INDF;MASC+FEM;SG
frigivet	utsläppt	frigiv	utsläppa	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
frigivet	släppt	frigiv	släppa	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
frigivet	släpps	frigiv	släppa	V;INDF;SG;PST;V.PTCP	V;IND;PRS;FIN;PASS
frigivet	frisläppt	frigiv	frisläppa	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG
nazistiske	nazist	nazistisk	nazist	ADJ;PL	N;NOM;INDF;MASC+FEM;SG
menighed	församlingen	menighed	församling	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
aktion	åtgärder	aktion	åtgärd	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
aktion	agerande	aktion	agerande	N;INDF;MASC+FEM;SG	ADJ;NOM;PRS;V.PTCP
tung	heavy	tung	heavy	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
tung	tunga	tung	tung	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
trænet	utbildade	træne	utbilda	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
trænet	tränat	træne	träna	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
trænet	tränad	træne	träna	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
trænet	utbildad	træne	utbilda	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
forventet	förväntade	forvente	förväntad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
forventet	förväntat	forvente	förväntad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
forventet	förväntas	forvente	förvänta	V;INDF;SG;PST;V.PTCP	V;IND;PRS;FIN;PASS
forventet	förväntad	forvente	förväntad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
forventet	väntas	forvente	vänta	V;INDF;SG;PST;V.PTCP	V;IND;PRS;FIN;PASS
harrison	harrison	harrison	harrison		PROPN;NOM
gaza	gaza	gaza	gaza	PROPN	PROPN;NOM
grey	grå	grey	grå		N;NOM;INDF;MASC+FEM;SG
grey	grått	grey	gråda		ADJ;NOM;INDF;NEUT;SG
grey	gråa	grey	gråa		ADJ;NOM;PL
pyrénées	pyrénées	pyrknée	pyrenee	N;GEN;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
pyrénées	pyrenéerna	pyrknée	pyrene	N;GEN;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;PL
aires	aires	aires	aires	PROPN	N;NOM;INDF;NEUT;SG
raf	raf	raf	raf	PROPN	PROPN;NOM
sigt	sikta	sigt	sikta	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
kirk	kirk	kirk	kirk		PROPN;NOM
lodret	lodrätt	loder	lodrätt	ADJ;INDF;SG	ADV
lodret	vertikala	loder	vertikal	ADJ;INDF;SG	ADJ;NOM;PL
lodret	lodrätt	loder	lodrätt	ADJ;INDF;SG	ADV
lodret	vertikal	loder	vertikal	ADJ;INDF;SG	N;NOM;INDF;MASC+FEM;SG
essays	uppsatser	essay	uppsats	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
racing	racing	racing	racing		N;NOM;INDF;MASC+FEM;SG
racing	kapplöpning	racing	kapplöpning		N;NOM;INDF;MASC+FEM;SG
indslag	segmentet	indslag	segment	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
indslag	segment	indslag	segment	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;PL
jamie	jamie	jamie	jamie		PROPN;NOM
kontrollerede	styrd	kontrollere	styrd	V;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
kontrollerede	kontrollerad	kontrollere	kontrollerad	V;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
kontrollerede	kontrolleras	kontrollere	kontrollera	V;PL;PST;V.PTCP	V;IND;PRS;FIN;PASS
kontrollerede	kontrollerade	kontrollere	kontrollera	V;PL;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
kontrollerede	kontrollerat	kontrollere	kontrollera	V;PL;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
autoritet	myndigheten	autoritet	myndighet	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
måneden	månad	måned	månad	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
måneden	manad	måned	manad	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
elskede	älskade	elske	älskad	V;DEF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
elskede	älskad	elske	älskad	V;DEF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
elskede	älskade	elske	älskad	V;DEF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
elskede	älskad	elske	älskad	V;DEF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
dramatiske	dramatiskt	dramatisk	dramatisk	ADJ;PL	ADV
dramatiske	dramatik	dramatisk	dramatik	ADJ;PL	N;NOM;INDF;MASC+FEM;SG
dramatiske	dramatisk	dramatisk	dramatisk	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
farlig	farliga	farlig	farlig	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
farlig	farliga	farlig	farlig	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
kontroversielle	kontroversiellt	kontroversiel	kontroversiell	ADJ;PL	ADJ;NOM;INDF;NEUT;SG
kontroversielle	kontroversiell	kontroversiel	kontroversiell	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
catherine	catherine	catherin	catherine	N;INDF;MASC+FEM;SG	PROPN;NOM
revolutionære	revolutionär	revolutionær	revolutionär	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
revolutionære	revolutionärer	revolutionær	revolutionär	ADJ;PL	N;NOM;INDF;MASC+FEM;PL
redigering	redigerar	redigering	redigera	N;INDF;MASC+FEM;SG	V;IND;PRS;FIN;ACT
redigering	redigera	redigering	rediger	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
redigering	redigerare	redigering	rediger	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
woman	kvinnan	woman	kvinna		N;NOM;DEF;MASC+FEM;SG
woman	woman	woman	woman		N;NOM;INDF;MASC+FEM;SG
woman	kvinna	woman	kvinna		N;NOM;INDF;MASC+FEM;SG
vibeke	vibeke	vibeke	vibeke	N;INDF;MASC+FEM;SG	PROPN;NOM
philippe	philippe	philippe	philippe		PROPN;NOM
diskuteret	diskuterade	diskutere	diskutera	V;INDF;SG;PST;V.PTCP	V;NOM;PL;PST;V.PTCP
diskuteret	diskuterat	diskutere	diskutera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
diskuteret	diskuteras	diskutere	diskutera	V;INDF;SG;PST;V.PTCP	V;IND;PRS;FIN;PASS
fugl	fågeln	fugl	fågel	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
udenlandsk	utrikes	udenlandsk	utrikes	ADJ;INDF;SG	N;NOM;INDF;NEUT;SG
udenlandsk	utländska	udenlandsk	utländsk	ADJ;INDF;SG	ADJ;NOM;PL
them	dem	them	de		PRO;ACC;DEF;PL
them	dom	them	de		PRO;NOM;DEF;PL
heaven	himmel	heaven	himmel		N;NOM;INDF;MASC+FEM;SG
heaven	heaven	heaven	heav		N;NOM;DEF;MASC+FEM;SG
heaven	himlen	heaven	himle		N;NOM;DEF;MASC+FEM;SG
heaven	himmelriket	heaven	himmelrik		N;NOM;DEF;NEUT;SG
heaven	himmelen	heaven	himmel		N;NOM;DEF;MASC+FEM;SG
istanbul	istanbul	istanbul	istanbul	PROPN	PROPN;NOM
celle	cellen	celle	cell	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
download	nerladdning	download	nerladdning	V;IMP	N;NOM;INDF;MASC+FEM;SG
download	nedladdning	download	nedladdning	V;IMP	N;NOM;INDF;MASC+FEM;SG
husum	husum	husum	husum	PROPN	PROPN;NOM
sammenstød	sammandrabbningar	sammenstød	sammandrabbning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
sammenstød	kollisioner	sammenstød	kollision	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
montgomery	montgomery	montgomery	montgomery	N;INDF;MASC+FEM;SG	PROPN;NOM
inter	inter	inter	inter		PROPN;NOM
edmund	edmund	edmund	edmund	N;INDF;MASC+FEM;SG	PROPN;NOM
moses	mose	moses	mose	N;INDF;MASC+FEM;SG	PROPN;NOM
moses	moses	moses	mose	N;INDF;MASC+FEM;SG	PROPN;NOM
jagerfly	fighters	jagerfly	fight	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
jagerfly	boxare	jagerfly	boxare	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
pacific	pacific	pacific	pacific		PROPN;NOM
pacific	stillahavsområdet	pacific	stillahavsområde		N;NOM;DEF;NEUT;SG
borger	medborgaren	borger	medborgare	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
borger	medborgare	borger	medborgare	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
forhindrede	förhindras	forhindre	förhindra	V;IND;PST;FIN;ACT	V;IND;PRS;FIN;PASS
forhindrede	förhindrat	forhindre	förhindrad	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
forhindrede	förhindrad	forhindre	förhindrad	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
pommern	pommern	pommer	pommer	N;INDF;MASC+FEM;SG	PROPN;NOM
engel	ängeln	engel	ängel	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
erich	erich	erich	erich	N;INDF;MASC+FEM;SG	PROPN;NOM
myter	myt	myte	myt	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
frivillig	valfria	frivillig	valfri	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
frivillig	frivilligt	frivillig	frivillig	ADJ;INDF;MASC+FEM;SG	ADV
frivillig	frivilliga	frivillig	frivillig	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
frivillig	frivilligt	frivillig	frivillig	ADJ;INDF;MASC+FEM;SG	ADV
frivillig	volontär	frivillig	volontär	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
egon	egon	egon	egon		PROPN;NOM
sting	sys	sting	sy	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
fusionerede	sammanslagna	fusionere	sammanslagen	V;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
asiatiske	asiatisk	asiatisk	asiatisk	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
asiatiske	asiatiskt	asiatisk	asiatisk	ADJ;PL	N;NOM;INDF;NEUT;SG
sweet	söt	swe	söta		ADJ;NOM;INDF;MASC+FEM;SG
sweet	sött	swe	söt		ADJ;NOM;INDF;NEUT;SG
sweet	söta	swe	söta		ADJ;NOM;PL
ler	skrattar	le	skratta	N;INDF;MASC+FEM;SG	V;IND;PRS;FIN;ACT
ler	clay	le	clay	N;INDF;MASC+FEM;SG	PROPN;NOM
fotografi	fotografera	fotografi	fotografera	N;INDF;NEUT;SG	V;IMP;FIN;ACT
fotografi	fota	fotografi	fota	N;INDF;NEUT;SG	V;IMP;FIN;ACT
jagten	jaga	jagt	jaga	N;DEF;MASC+FEM;SG	V;IMP;FIN;ACT
jagten	jakt	jagt	jakt	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
jagten	hunt	jagt	hunt	N;DEF;MASC+FEM;SG	PROPN;NOM
jagten	jagar	jagt	jaga	N;DEF;MASC+FEM;SG	V;IND;PRS;FIN;ACT
jagten	jakt	jagt	jakt	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
jagten	jaga	jagt	jaga	N;DEF;MASC+FEM;SG	V;IMP;FIN;ACT
jagten	jagar	jagt	jaga	N;DEF;MASC+FEM;SG	V;IND;PRS;FIN;ACT
bevidsthed	medvetandet	bevidsthed	medvetande	N;INDF;MASC+FEM;SG	N;NOM;DEF;NEUT;SG
bevidsthed	medvetande	bevidsthed	medvetande	N;INDF;MASC+FEM;SG	ADJ;NOM;PRS;V.PTCP
bevidsthed	medvetenheten	bevidsthed	medvetenhet	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
bevidsthed	medvetande	bevidsthed	medvetande	N;INDF;MASC+FEM;SG	ADJ;NOM;PRS;V.PTCP
bevidsthed	medvetet	bevidsthed	medvetet	N;INDF;MASC+FEM;SG	N;NOM;DEF;NEUT;SG
bevidsthed	medveten	bevidsthed	medveten	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
bevidsthed	medvetna	bevidsthed	medveten	N;INDF;MASC+FEM;SG	ADJ;NOM;PL
bevidsthed	medvetande	bevidsthed	medvetande	N;INDF;MASC+FEM;SG	ADJ;NOM;PRS;V.PTCP
retssag	rättegången	retssag	rättegång	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
sproglige	språklig	sproglig	språklig	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
sproglige	språkligt	sproglig	språklig	ADJ;PL	ADV
undtagelser	undantag	undtagelse	undantag	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
undtagelser	undantagen	undtagelse	undantag	N;INDF;MASC+FEM;PL	N;NOM;DEF;NEUT;PL
undtagelser	undantag	undtagelse	undantag	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
houston	houston	houston	houston		PROPN;NOM
bombe	bomba	bombe	bomba	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
bombe	bombningarna	bombe	bombning	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;PL
bombe	bombningen	bombe	bombning	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
bombe	bombningar	bombe	bombning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
anmodning	begära	anmodning	begära	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
anmodning	begär	anmodning	begära	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
langeland	langeland	langeland	langeland	N;INDF;NEUT;SG	PROPN;NOM
hænderne	händer	hånd	hända	N;DEF;MASC+FEM;PL	V;IND;PRS;FIN;ACT
hænderne	hands	hånd	hand	N;DEF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
flandern	flandern	flande	flander	N;INDF;MASC+FEM;PL	PROPN;NOM
borussia	borussia	borussia	borussia	N;INDF;MASC+FEM;SG	PROPN;NOM
cbs	cbs	cbs	cbs	N;INDF;MASC+FEM;SG	PROPN;NOM
fremstiller	producera	fremstille	producera	V;IND;PRS;FIN;ACT	V;IMP;FIN;ACT
fremstiller	tillverkare	fremstille	tillverkare	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;PL
fremstiller	tillverkaren	fremstille	tillverkare	V;IND;PRS;FIN;ACT	N;NOM;DEF;MASC+FEM;SG
toner	tonerna	tone	ton	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;PL
antaget	förmodad	antage	förmodad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
kaserne	baracker	kase	barack	N;DEF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
cecilie	cecilie	cecilie	cecilie		PROPN;NOM
patent	patentet	patent	patente	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
owen	owen	owen	owen		PROPN;NOM
rafael	raphael	rafael	raphael		PROPN;NOM
rafael	rafael	rafael	rafael		PROPN;NOM
rafael	rafael	rafael	rafael		PROPN;NOM
kæden	kedja	kæde	kedja	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
konvention	konventet	konvention	konvente	N;INDF;MASC+FEM;SG	N;NOM;DEF;NEUT;SG
konvention	konventionen	konvention	konvention	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
skatter	skatt	skatter	skatt	ADV	N;NOM;INDF;MASC+FEM;SG
skatter	skatter	skatter	skatt	ADV	N;NOM;INDF;MASC+FEM;PL
ravn	korpen	ravn	korp	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
usædvanlig	ovanliga	usædvanlig	ovanlig	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
alabama	alabama	alabama	alabam		PROPN;NOM
væbnede	beväpnad	væbne	beväpnad	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
