talent	таланти	talent	талант	N;NOM;MASC;SG	N;INDF;MASC;PL
barvni	цветове	barven	цвят	ADJ;NOM;MASC;SG	N;INDF;MASC;PL
barvni	цвят	barven	цвят	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
barvni	цветно	barven	цветен	ADJ;NOM;MASC;SG	ADV
definicije	определения	definicija	определение	N;NOM;FEM;PL	ADJ;PFV;DEF;MASC;SG;V.PTCP;PASS
pravoslavne	православна	pravoslaven	православен	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
razcvet	процъфтява	razcvet	процъфтявам	N;NOM;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
enrico	енрико	enrica	енрико	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
industrijska	индустриални	industrijski	индустриален	ADJ;NOM;FEM;SG	ADJ;INDF;PL
industrijska	промишлени	industrijski	промишлен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
putnam	пътнам	putna	пътнам	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
standardna	стандарт	standarden	стандарт	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
standardna	стандартни	standarden	стандартен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
standardna	стандартно	standarden	стандартен	ADJ;NOM;FEM;SG	ADV
dassault	dassault	dassault	dassault	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
lisica	фокс	lisica	фокс	N;NOM;FEM;SG	PROPN;INDF;MASC;SG
lisica	fox	lisica	fox	N;NOM;FEM;SG	PROPN;INDF;MASC;SG
pogovori	говори	pogovor	говоря	N;NOM;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
pogovori	поговорим	pogovor	поговоря	N;NOM;MASC;PL	V;PFV;IND;PL;1;PRS;FIN;ACT
nazionale	nazionale	nazionati	nazionale	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
valle	вале	valle	вале	PROPN;NOM;MASC;SG	N;INDF;NEUT;SG
dramatikov	драматурзи	dramatikov	драматург	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;PL
regionalni	регионално	regionalen	регионален	ADJ;NOM;MASC;SG	ADV
regionalni	регионални	regionalen	регионален	ADJ;NOM;MASC;SG	ADJ;INDF;PL
richardson	ричардсън	richardson	ричардсън	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
razširjeni	разширен	razširjen	разширя-(се)	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
razširjeni	уголемени	razširjen	уголям	ADJ;NOM;MASC;PL;V.PTCP	N;INDF;MASC;PL
razširjeni	разширена	razširjen	разширя-(се)	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
razširjeni	увеличен	razširjen	увеличен	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
razširjeni	разширени	razširjen	разширя-(се)	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
razširjeni	разширена	razširjen	разширя-(се)	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
razširjeni	удължен	razširjen	удължа	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
razširjeni	разширен	razširjen	разширя-(се)	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
razširjeni	разширено	razširjen	разширя-(се)	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
razširjeni	разширена	razširjen	разширя-(се)	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
razširjeni	разширени	razširjen	разширя-(се)	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
razširjeni	разширен	razširjen	разширя-(се)	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
razširjeni	разширено	razširjen	разширя-(се)	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
prihodnje	бъдеще	prihodnji	бъдеще	ADJ;NOM;NEUT;SG	N;INDF;NEUT;SG
prihodnje	бъдещи	prihodnji	бъдещ	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
prihodnje	бъдещето	prihodnji	бъдеще	ADJ;NOM;NEUT;SG	N;DEF;NEUT;SG
alternative	алтернатива	alternativa	алтернатива	N;NOM;FEM;PL	N;INDF;FEM;SG
alternative	алтернативно	alternativa	алтернативно	N;NOM;FEM;PL	ADV
alternative	алтернативен	alternativa	алтернативен	N;NOM;FEM;PL	ADJ;INDF;MASC;SG
alternative	алтернативни	alternativa	алтернативен	N;NOM;FEM;PL	ADJ;INDF;PL
alternative	алтернативна	alternativa	алтернативен	N;NOM;FEM;PL	ADJ;INDF;FEM;SG
industries	индустрии	industries	индустрия	N;NOM;MASC;SG	N;INDF;FEM;PL
industries	отрасли	industries	отрасля-(се)	N;NOM;MASC;SG	N;INDF;MASC;PL
pozni	късно	pozen	късно	ADJ;NOM;DEF;MASC;SG	ADV
pozni	закъснява	pozen	закъснявам	ADJ;NOM;DEF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
pogledi	изглед	pogled	изглед	N;NOM;MASC;PL	N;INDF;MASC;SG
magnus	магнус	magnus	магнус		N;INDF;MASC;SG
bradley	брадли	bradley	брадл	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
marseille	марсилия	marseilel	марсилия	PROPN;NOM;MASC;SG	PROPN;INDF;FEM;SG
marseille	марсилия	marseilel	марсилия	PROPN;NOM;MASC;SG	PROPN;INDF;FEM;SG
lastna	собствено	lasten	собствен	ADJ;NOM;FEM;SG	ADV
lastna	собствени	lasten	собствен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
gibson	гибсън	gibson	гибсън	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
terme	spa	terma	spa	N;NOM;FEM;PL	INTJ
terme	терме	terma	терме	N;NOM;FEM;PL	PROPN;INDF;MASC;SG
moon	муун	moon	муун	PROPN;NOM;MASC;SG	N;INDF;FEM;SG
moon	луна	moon	луна	PROPN;NOM;MASC;SG	N;INDF;FEM;SG
moon	луната	moon	луна	PROPN;NOM;MASC;SG	N;DEF;FEM;SG
organizirano	организиран	organiziran	организирам	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
organizirano	организирана	organiziran	организирам	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
organizirano	организирано	organiziran	организирам	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
organizirano	организирани	organiziran	организирам	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
organizirano	организиран	organiziran	организирам	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
organizirano	организирана	organiziran	организирам	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
organizirano	организирано	organiziran	организирам	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
organizirano	организирани	organiziran	организирам	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
jezikovno	езикови	jezikoven	езиков	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
jezikovno	езикът	jezikoven	език	ADJ;NOM;NEUT;SG	N;DEF;MASC;SG
jezikovno	езика	jezikoven	език	ADJ;NOM;NEUT;SG	N;DEF;MASC;SG
jezikovno	език	jezikoven	език	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
biološki	биологичен	biološki	биологичен	ADJ;NOM;MASC;PL	ADJ;INDF;MASC;SG
biološki	биологично	biološki	биологично	ADJ;NOM;MASC;PL	ADV
biološki	биологична	biološki	биологичен	ADJ;NOM;MASC;PL	ADJ;INDF;FEM;SG
powell	пауъл	powelati	пауъл		PROPN;INDF;MASC;SG
mdr	mdr	mdr	mdr		PROPN;INDF;MASC;SG
ted	тед	ted	тед	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
emilio	емилио	emilio	емилио	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
slab	зле	slab	зле	ADJ;NOM;INDF;MASC;SG	ADV
slab	лошо	slab	лошо	ADJ;NOM;INDF;MASC;SG	ADV
slab	кофти	slab	кофта	ADJ;NOM;INDF;MASC;SG	ADV
izbris	изтриете	izbris	изтрия	N;NOM;MASC;SG	V;PFV;IMP;PL;2;FIN
izbris	изтрий	izbris	изтрий	N;NOM;MASC;SG	V;PFV;IMP;SG;2;FIN
đoković	джокович	đoković	джокович	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
opremljen	оборудвано	opremljen	оборудвано	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS
opremljen	оборудвани	opremljen	оборудвам-(се)	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;IPFV;INDF;PL;V.PTCP;PASS
opremljen	оборудван	opremljen	оборудвам-(се)	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
opremljen	оборудвана	opremljen	оборудвам-(се)	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
epizode	епизод	epizoda	епизод	N;NOM;FEM;PL	N;INDF;MASC;SG
izidi	развръзка	izid	развръзка	N;NOM;MASC;PL	N;INDF;FEM;SG
izidi	изход	izid	изход	N;NOM;MASC;PL	N;INDF;MASC;SG
izidi	резултат	izid	резултат	N;NOM;MASC;PL	N;INDF;MASC;SG
porto	порто	porta	порто	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
označen	маркирани	označen	маркирам	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
označen	маркиран	označen	маркирам	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
označen	отбелязани	označen	отбележа	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
označen	отбелязан	označen	отбележа	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
realno	истинско	realen	истински	ADJ;NOM;NEUT;SG	ADV
realno	реал	realen	реал	ADJ;NOM;NEUT;SG	PROPN;INDF;MASC;SG
realno	реално	realen	реално	ADJ;NOM;NEUT;SG	ADV
realno	реалистични	realen	реалистичен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
realno	реалистично	realen	реалистичен	ADJ;NOM;NEUT;SG	ADV
realno	реалистично	realen	реалистичен	ADJ;NOM;NEUT;SG	ADV
realno	реално	realen	реално	ADJ;NOM;NEUT;SG	ADV
trinajst	thirteen	trinajst	thirteen	NUM;NOM;PL	PROPN;INDF;MASC;SG
casa	каса	cas	каса		N;INDF;FEM;SG
virusi	вирус	virus	вирус	N;NOM;MASC;PL	N;INDF;MASC;SG
snega	снежна	sneg	снежен	N;GEN;MASC;SG	ADJ;INDF;FEM;SG
leteči	летене	leteč	летене	ADJ;NOM;MASC;SG;V.PTCP	N;INDF;NEUT;SG
leteči	летящи	leteč	летящ	ADJ;NOM;MASC;SG;V.PTCP	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
leteči	лети	leteč	летя	ADJ;NOM;MASC;SG;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
hitra	бързо	hiter	бързо	ADJ;NOM;FEM;SG	ADV
reynolds	рейнолдс	reynolds	рейнолдс	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
ekonomska	икономическо	ekonomski	икономически	ADJ;NOM;FEM;SG	ADV
zastrupitve	натравяне	zastrupitev	натравяне	N;NOM;FEM;PL	N;INDF;NEUT;SG
zastrupitve	отравяне	zastrupitev	отравяне	N;NOM;FEM;PL	N;INDF;NEUT;SG
warren	уорън	warren	уорън		PROPN;INDF;MASC;SG
komunikacija	комуникации	komunikacija	комуникация	N;NOM;FEM;SG	N;INDF;FEM;PL
commons	общините	commons	община	N;NOM;FEM;SG	N;DEF;FEM;PL
kras	крас	kras	крас	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
terry	тери	terry	тера	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
osebje	служители	osebje	служител	N;NOM;NEUT;SG	N;INDF;MASC;PL
zbrane	събрано	zbran	събера-(се)	ADJ;NOM;FEM;PL;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
zbrane	събрани	zbran	събера-(се)	ADJ;NOM;FEM;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
zbrane	събрана	zbran	събера-(се)	ADJ;NOM;FEM;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
zbrane	събирани	zbran	събирам-(се)	ADJ;NOM;FEM;PL;V.PTCP	V;IPFV;INDF;PL;V.PTCP;PASS
zbrane	събрана	zbran	събера-(се)	ADJ;NOM;FEM;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
zbrane	събрани	zbran	събера-(се)	ADJ;NOM;FEM;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
jelka	трий	jelka	трий	PROPN;NOM;FEM;SG	N;INDF;FEM;SG
jelka	дървото	jelka	дърво	PROPN;NOM;FEM;SG	N;DEF;NEUT;SG
jelka	дръвче	jelka	дръвче	PROPN;NOM;FEM;SG	N;INDF;NEUT;SG
jelka	дърво	jelka	дърво	PROPN;NOM;FEM;SG	N;INDF;NEUT;SG
mile	майл	mila	майл		N;INDF;MASC;SG
mile	километър	mila	километър		N;INDF;MASC;SG
mile	миля	mila	миля		N;INDF;FEM;SG
mass	масов	mass	масов	N;NOM;MASC;SG	ADJ;INDF;MASC;SG
mass	меса	mass	месо	N;NOM;MASC;SG	N;INDF;NEUT;PL
mass	масово	mass	масово	N;NOM;MASC;SG	ADV
bih	бих	biti	съм	PROPN;NOM;MASC;SG	V;IPFV;COND;SG;1;FIN
lakote	глад	lakota	глад	N;NOM;FEM;PL	N;INDF;MASC;SG
lakote	глад	lakota	глад	N;NOM;FEM;PL	N;INDF;MASC;SG
lakote	гладът	lakota	глад	N;NOM;FEM;PL	N;DEF;MASC;SG
bertrand	бертран	bertrand	бертран	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
zaščitena	защитена	zaščiten	защитя	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
zaščitena	защитено	zaščiten	защитя	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
zaščitena	защитени	zaščiten	защитя	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
kvalifikacije	допустими	kvalifikacija	допустим	N;NOM;FEM;PL	ADJ;INDF;PL
kvalifikacije	квалификация	kvalifikacija	квалификация	N;NOM;FEM;PL	N;INDF;FEM;SG
kvalifikacije	квалификация	kvalifikacija	квалификация	N;NOM;FEM;PL	N;INDF;FEM;SG
pari	чифта	par	чифт	N;NOM;MASC;PL	N;MASC
irana	иран	iran	иран	N;GEN;MASC;SG	PROPN;INDF;MASC;SG
dominik	доминик	dominik	доминик	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
sen	сен	sena	сен	N;NOM;MASC;SG	PROPN
hrbet	назад	hrbet	назад	N;NOM;MASC;SG	ADV
hrbet	обратно	hrbet	обратно	N;NOM;MASC;SG	ADV
bach	бах	bacha	съм	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
skriva	укриване	skrivati	укриване	V;IPFV;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
skriva	криене	skrivati	криене	V;IPFV;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
osvojitev	завоевания	osvojitev	завоевание	N;NOM;FEM;SG	N;INDF;NEUT;PL
poj	пей	poj	пей	ADV	INTJ
poj	пея	poj	пея	ADV	V;IPFV;IND;SG;1;PRS;FIN;ACT
pomanjkljivosti	недостатъци	pomanjkljivost	недостатък	N;GEN;FEM;SG	N;INDF;MASC;PL
pomanjkljivosti	пропуски	pomanjkljivost	пропуски	N;GEN;FEM;SG	N;INDF;MASC;PL
pomanjkljivosti	недостатъци	pomanjkljivost	недостатък	N;GEN;FEM;SG	N;INDF;MASC;PL
pomanjkljivosti	дефекти	pomanjkljivost	дефект	N;GEN;FEM;SG	N;INDF;MASC;PL
pomanjkljivosti	недостатъци	pomanjkljivost	недостатък	N;GEN;FEM;SG	N;INDF;MASC;PL
pomanjkljivosti	слабости	pomanjkljivost	слабост	N;GEN;FEM;SG	N;INDF;FEM;PL
preživi	оцелява	preživeti	оцелявам	V;PFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
preživi	оцелее	preživeti	оцелея	V;PFV;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
preživi	оцелява	preživeti	оцелявам	V;PFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
preživi	оцелее	preživeti	оцелея	V;PFV;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
živčni	нервни	živčen	нервен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
živčni	нервно	živčen	нервно	ADJ;NOM;MASC;SG	ADV
geoffrey	джефри	geoffrey	джефра	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
zadaj	назад	zadaj	назад		ADV
zadaj	обратно	zadaj	обратно		ADV
zadaj	гръб	zadaj	гръб		N;INDF;MASC;SG
zadaj	задна	zadaj	заден		ADJ;INDF;FEM;SG
zadaj	заден	zadaj	заден		ADJ;INDF;MASC;SG
zadaj	отзад	zadaj	отзад		ADV
zadaj	задни	zadaj	заден		ADJ;INDF;PL
zadaj	задно	zadaj	задно		ADV
pooblastila	пауърс	pooblastilo	пауърс	N;NOM;NEUT;PL	N;INDF;MASC;SG
pooblastila	мандат	pooblastilo	мандат	N;NOM;NEUT;PL	N;INDF;MASC;SG
guido	гуидо	guido	гуидо	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
udeležili	присъстваха	udeležiti	присъствам	V;PFV;MASC;PL;V.PTCP	V;IPFV;IND;PL;3;IPFV;FIN;ACT
najmanjša	минимален	majhen	минимален	ADJ;NOM;RL;FEM;SG	ADJ;INDF;MASC;SG
najmanjša	минимално	majhen	минимален	ADJ;NOM;RL;FEM;SG	ADV
najmanjša	минимална	majhen	минимален	ADJ;NOM;RL;FEM;SG	ADJ;INDF;FEM;SG
najmanjša	минимум	majhen	минимум	ADJ;NOM;RL;FEM;SG	N;INDF;MASC;SG
navade	навик	navada	навик	N;NOM;FEM;PL	N;INDF;MASC;SG
vittorio	виторио	vittori	виторио	PROPN;NOM;MASC;SG	N;INDF;NEUT;SG
pravokotno	перпендикулярна	pravokotno	перпендикулярен	ADV	ADJ;INDF;FEM;SG
pravokotno	перпендикулярни	pravokotno	перпендикулярен	ADV	ADJ;INDF;PL
pravokotno	правоъгълна	pravokotno	правоъгълен	ADV	ADJ;INDF;FEM;SG
groba	грубо	grob	грубо	N;NOM;MASC;SG	ADV
groba	груба	grob	груб	N;NOM;MASC;SG	ADJ;INDF;FEM;SG
groba	груб	grob	груб	N;NOM;MASC;SG	ADJ;INDF;MASC;SG
groba	груби	grob	груб	N;NOM;MASC;SG	ADJ;INDF;PL
seme	семки	seme	семка	N;NOM;NEUT;SG	N;INDF;FEM;PL
seme	семена	seme	семе	N;NOM;NEUT;SG	N;INDF;NEUT;PL
seme	семена	seme	семе	N;NOM;NEUT;SG	N;INDF;NEUT;PL
verigo	вериги	veriga	верига	N;ACC;FEM;SG	N;INDF;FEM;PL
izboljša	подобрява	izboljšati	подобрявам	V;PFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
izboljša	подобри	izboljšati	подобря-(се)	V;PFV;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN
izboljša	подобряване	izboljšati	подобряване	V;PFV;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
poznavanje	знания	poznavanje	знание	N;NOM;NEUT;SG	N;INDF;NEUT;PL
poznavanje	познания	poznavanje	познание	N;NOM;NEUT;SG	N;INDF;NEUT;PL
duncan	дънкан	duncan	дънкам	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
duncan	дънкън	duncan	дънкън	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
hansen	хансън	hansen	хансън		PROPN;INDF;MASC;SG
hansen	хансен	hansen	хансен		PROPN;INDF;MASC;SG
hansen	хенсън	hansen	хенсън		PROPN;INDF;MASC;SG
poznano	познати	poznano	познат	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;INDF;PL
poznano	познат	poznano	познат	ADJ;NOM;NEUT;SG;V.PTCP	N;INDF;MASC;SG
poznano	познато	poznano	познато	ADJ;NOM;NEUT;SG;V.PTCP	ADV
poznano	запознат	poznano	запозная-(се)	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ujel	хваната	ujeti	хвана-(се)	V;PFV;MASC;SG;V.PTCP	N;DEF;FEM;SG
ujel	уловени	ujeti	уловя-(се)	V;PFV;MASC;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
ujel	хванат	ujeti	хвана-(се)	V;PFV;MASC;SG;V.PTCP	V;PFV;IND;PL;3;PRS;FIN;ACT
ujel	хванати	ujeti	хвана-(се)	V;PFV;MASC;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
preiskave	разследването	preiskava	разследване	N;NOM;FEM;PL	N;DEF;NEUT;SG
preiskave	разследван	preiskava	разследвам	N;NOM;FEM;PL	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
preiskave	разследване	preiskava	разследване	N;NOM;FEM;PL	N;INDF;NEUT;SG
preiskave	разследване	preiskava	разследване	N;NOM;FEM;PL	N;INDF;NEUT;SG
nameščeni	инсталирана	nameščen	инсталирам	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
nameščeni	инсталиран	nameščen	инсталирам	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
nameščeni	монтирано	nameščen	монтирам	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
nameščeni	монтиран	nameščen	монтирам	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
nameščeni	инсталирани	nameščen	инсталирам	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
jürgen	юрген	jürgen	юрген	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
jürgen	юрген	jürgen	юрген	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
bin	кошче	bin	кошче		N;INDF;NEUT;SG
bin	бин	bin	бин		PROPN;INDF;MASC;SG
uničiti	унищожаване	uničiti	унищожаване	V;PFV;NFIN	N;INDF;NEUT;SG
mehansko	механична	mehanski	механичен	ADV	ADJ;INDF;FEM;SG
mehansko	механични	mehanski	механичен	ADV	ADJ;INDF;PL
mehansko	механичен	mehanski	механичен	ADV	ADJ;INDF;MASC;SG
izjavo	показания	izjava	показание	N;ACC;FEM;SG	N;INDF;NEUT;PL
organizacijsko	организационни	organizacijski	организационен	ADV	ADJ;INDF;PL
demokratične	демократично	demokratičen	демократичен	ADJ;NOM;FEM;PL	ADV
demokratične	демократичен	demokratičen	демократичен	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
demokratične	демократична	demokratičen	демократичен	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
dano	дадени	dan	дам-(се)	ADJ;NOM;NEUT;SG	V;PFV;INDF;PL;V.PTCP;PASS
dano	дадено	dan	даден	ADJ;NOM;NEUT;SG	ADV
izobraževalno	образователно	izobraževalen	образователно	ADJ;NOM;NEUT;SG	ADV
izobraževalno	образователни	izobraževalen	образователен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
greene	грийн	green	грийн	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
pierce	пиърс	pierce	пиърс	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
japonci	японско	japonec	японски	N;NOM;MASC;PL	ADV
japonci	японска	japonec	японски	N;NOM;MASC;PL	ADJ;INDF;FEM;SG
japonci	японец	japonec	японец	N;NOM;MASC;PL	N;INDF;MASC;SG
japonci	японски	japonec	японски	N;NOM;MASC;PL	ADJ;INDF;MASC;SG
objavljeni	публикувани	objavljen	публикувам	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
objavljeni	публикуван	objavljen	публикувам	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
objavljeni	публикувана	objavljen	публикувам	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
objavljeni	публикувано	objavljen	публикувам	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
predala	предадени	predati	предам-(се)	V;PFV;FEM;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
škotske	шотландия	škotski	шотландия	ADJ;NOM;FEM;PL	N;INDF;FEM;SG
škotske	шотландец	škotski	шотландец	ADJ;NOM;FEM;PL	N;INDF;MASC;SG
škotske	шотландски	škotski	шотландски	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
robertson	робъртсън	robertson	робъртсън	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
postavljeno	отгледани	postavljen	отгледам	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
postavljeno	отгледа	postavljen	отгледам	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
postavljeno	отгледана	postavljen	отгледам	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
postavljeno	повдигнат	postavljen	повдигна-(се)	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
postavljeno	отгледан	postavljen	отгледам	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
postavljeno	повдигнати	postavljen	повдигна-(се)	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
budistični	будист	budističen	будист	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
potniški	пътник	potniški	пътник	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
potniški	пътника	potniški	пътник	ADJ;NOM;MASC;SG	N;DEF;MASC;SG
zavira	инхибира	zavirati	инхибирам	V;IPFV;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
sonja	соня	sonja	соня	PROPN;NOM;NEUT;SG	N;INDF;FEM;SG
umetni	изкуствен	umeten	изкуствен	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;MASC;SG
umetni	изкуствена	umeten	изкуствен	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;SG
umetni	изкуствени	umeten	изкуствен	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;PL
