wat	מה	wat	מה	PRO	ADV
herhaal	כללי	herhaal	כלל	V;PRS	N;MASC;PL
herhaal	גנרל	herhaal	גנרל	V;PRS	N;MASC;SG
brood	הלחם	brood	הלחם	N;SG	
brood	לחם	brood	לחם	N;SG	
verlig	הקלה	verlig	הקלה	V;PRS	N;FEM;SG
franke	פרנקס	frank	פרנקס	N;PL	PROPN
yale	ייל	yale	ייל		PROPN
admins	מנהלים	admins	ניהל		V;MASC;PL;V.PTCP;ACT
maat	פרטנר	maat	פרטנר	N;SG	PROPN
verbintenis	מחוייבות	verbintenis	מחוייבות	N;SG	V;FEM;SG;V.PTCP;PASS
toulouse	טולוז	toulous	טולוז		PROPN
herbert	הרברט	herbert	הרברט		PROPN
groente	ירק	groent	ירק	N;PL	
piramide	פירמידה	piramide	פירמידה	N;PL	N;FEM;SG
venezuela	ונצואלה	venezuela	ונצואלה	PROPN;SG	PROPN
waters	ווטרס	waters	ווטרס	N;PL	PROPN
steen	הקוביות	steen	הקובי	V;PRS	ADJ;FEM;PL
steen	קוביות	steen	קובית	V;PRS	N;FEM;PL
steen	דייס	steen	דייס	V;PRS	PROPN
steen	קובייה	steen	קובייה	V;PRS	N;FEM;SG
kopiereg	העתק	kopiereg	העתק	N;SG	
navo	נאטו	navo	נאט	N;SG	PROPN
globe	גלובוס	glob	גלובוס		PROPN
globe	הגלובוס	glob	הגלובוס		PROPN
luukse	מותרות	luukse	מותרות	N;PL	
luukse	יוקרה	luukse	יוקרה	N;PL	N;FEM;SG
luukse	חכם	luukse	חכם	N;PL	
luukse	חכמה	luukse	חכמה	N;PL	N;FEM;SG
gauguin	גוגן	gauguin	גוגן	N;SG	PROPN
skeiding	מפריד	skeiding	הפריד	N;SG	V;MASC;SG;V.PTCP;ACT
fout	באג	fout	באג	N;SG	PROPN
fout	חרק	fout	חרק	N;SG	
rondte	עגול	rondte	עגול	N;SG	
omega	אומגה	omega	אומגה		PROPN
geleef	חיו	leef	חי	V;PST;V.PTCP	PROPN
bodem	תחתון	bodem	תחתון	N;SG	ADJ;MASC;SG
potensiaal	פוטנציאלי	potensiaal	פוטנציאלי	N;SG	ADJ;MASC;SG
doeltreffende	יעילות	doeltreffend	יעילות	ADJ;NOM	N;FEM;SG
salaris	המשכורת	salaris	המשכורת	N;SG	PROPN
serwië	סרביה	serwië	סרביה	N;PL	PROPN
andersins	הסלמה	andersins	הסלמה		N;FEM;SG
andersins	אחרת	andersins	אחרת		ADV
linux	לינוקס	linux	לינוקס	N;PL	PROPN
alpe	האלפים	al	האלף	N;SG	N;MASC;PL
milaan	מילאנו	milaan	מילאנו		PROPN
milaan	מילאן	milaan	מילאן		PROPN
heilig	קדושה	heilig	קדוש		PROPN
heilig	קדושים	heilig	קדוש		N;MASC;PL
uruguay	אורוגוואי	uruguay	אורוגוואי		PROPN
hieronder	מתחת	hieronder	מתחת	PRO	ADP
hieronder	למטה	hieronder	למטה	PRO	
hieronder	בהמשך	hieronder	בהמשך	PRO	
hieronder	להלן	hieronder	להלן	PRO	ADV
modern	מודרנית	modern	מודרני		ADV
modern	מודרני	modern	מודרני		ADJ;MASC;SG
modern	מודרניות	modern	מודרני		ADJ;FEM;PL
pienk	ורודה	pienk	ורודה		PROPN
pienk	פינק	pienk	פינק		PROPN
vergaderings	מפגשים	vergadering	מפגש	N;PL	V;MASC;PL;V.PTCP;ACT
aar	וריד	aar	וריד		PROPN
suite	הסוויטה	suite	הסוויט		N;FEM;SG
suite	סוויטה	suite	סוויטה		N;FEM;SG
craig	קרייג	craig	קרייג		PROPN
oorgang	המעבר	oorgang	המעבר	N;SG	PROPN
oorgang	מעבר	oorgang	מעבר	N;SG	
ideaal	אידיאלי	ideaal	אידיאלי	N;SG	ADJ;MASC;SG
peru	פרו	peru	פרו		PROPN
wortels	שורשי	wortels	שורש	N;PL	PROPN
verbetering	משתפרת	verbetering	השתפר	N;SG	V;FEM;SG;V.PTCP
verbetering	משתפר	verbetering	השתפר	N;SG	V;MASC;SG;V.PTCP
finaal	סופית	finaal	סופית	PART	ADV
finaal	סופי	finaal	סופי	PART	
finaal	סופיות	finaal	סופיות	PART	N;FEM;PL
finaal	גמר	finaal	גמר	PART	N;MASC;SG
sterkte	כוח	sterk	כוח	V;PRS	N;MASC;SG
sterkte	חוזק	sterk	חזק	V;PRS	N;MASC;SG
sterkte	עוצמה	sterk	עוצמה	V;PRS	N;FEM;SG
sterkte	כח	sterk	כוח	V;PRS	
dog	מחשבה	dog	מחשבה		N;FEM;SG
dog	חשבתי	dog	חשב		V;SG;1;PST
dog	חשב	dog	חשב		N;MASC;SG
dog	חשבה	dog	חשב		V;FEM;SG;3;PST
collier	קולייר	collier	קולייר		PROPN
weier	ירידה	weier	ירידה	V;PRS	N;FEM;SG
weier	סרב	weier	סרב	V;PRS	
weier	דחה	weier	דחה	V;PRS	V;MASC;SG;3;PST;ACT
weier	תסרב	weier	תסרב	V;PRS	V;FEM;SG;3;FUT;ACT
weier	סרב	weier	סרב	V;PRS	
napels	נפולי	napel	נפולי		PROPN
napels	נאפולי	napel	נאפולי		PROPN
minimum	מינימום	minimum	מינימום		N;MASC;SG
minimum	המינימום	minimum	המינימום		PROPN
minimum	מינימלי	minimum	מינימלי		N;MASC;SG
minimum	מינימלית	minimum	מינימלית		ADV
gepaardgaande	נלווה	gepaardgaan	נלווה		V;MASC;SG;V.PTCP;MID
sekondes	שניה	sekonde	שניה	N;PL	NUM;FEM;SG
sekondes	שנייה	sekonde	שנייה	N;PL	NUM;FEM;SG
sekondes	שני	sekonde	שני	N;PL	NUM;MASC;PL
sekondes	שנית	sekonde	שנית	N;PL	
sekondes	שנייה	sekonde	שנייה	N;PL	NUM;FEM;SG
vleuel	גרנד	vleuel	גרנד	ADV	PROPN
vleuel	גראנד	vleuel	גראנד	ADV	PROPN
singapoer	בסינגפור	singapoer	בסינגפור	PROPN;SG	PROPN
singapoer	סינגפור	singapoer	סינגפור	PROPN;SG	PROPN
potsdam	פוטסדאם	potsdam	פוטסדאם		PROPN
winkel	החנות	winkel	החנה	N;SG	N;FEM;PL
regdeur	לאורך	regdeur	לאורך		ADP
haai	כריש	haai	כריש	V;PRS	PROPN
haai	הכריש	haai	הכריש	V;PRS	PROPN
haai	היי	haai	היה	V;PRS	
haai	הי	haai	הי	V;PRS	
legende	האגדה	leg	האגדה	N;SG	PROPN
hermann	הרמן	hermann	הרמן		PROPN
bestel	הזמין	bestel	הזמין	V;PRS	V;MASC;SG;3;PST;ACT
bestel	הסדר	bestel	הסדר	V;PRS	N;MASC;SG
bestel	הזמנה	bestel	הזמנה	V;PRS	N;FEM;SG
bestel	סדר	bestel	סדר	V;PRS	N;MASC;SG
bestel	פקודה	bestel	פקודה	V;PRS	N;FEM;SG
mac	מאק	mac	מאק		PROPN
mac	mac	mac	mac		PROPN
mac	מק	mac	מק		PROPN
michel	מישל	michel	מישל	PROPN;SG	PROPN
leiden	ליידן	leiden	ליידן		PROPN
mario	מריו	mario	מריו		PROPN
brons	צורב	brons	צורב	N;PL	PROPN
brons	מבער	brons	מבער	N;PL	N;MASC;SG
brons	ארד	brons	ארד	N;PL	PROPN
brons	הארד	brons	ה"הארד	N;PL	PROPN
brons	ברונזה	brons	ברונזה	N;PL	N;MASC;SG
myne	מוקש	myne	מוקש	N;PL	V;MASC;SG;V.PTCP;PASS
myne	שלי	myne	שלי	N;PL	
myne	מכרות	myne	מכרה	N;PL	PROPN
myne	מוקשים	myne	מקשה	N;PL	V;MASC;PL;V.PTCP;PASS
gevoelens	תחושות	gevoel	תחושה	ADP	N;FEM;PL
gevoelens	רגשות	gevoel	רגש	ADP	N;MASC;PL
aanbeveel	המלצת	aanbeveel	המלצה	V;PRS	N;FEM;SG
aanbeveel	המלצה	aanbeveel	המלצה	V;PRS	N;FEM;SG
aanbeveel	מומלץ	aanbeveel	מומלץ	V;PRS	ADJ;MASC;SG
tennis	טניס	tennis	טניס	N;PL	PROPN
visuele	ויזואלי	visueel	ויזואלי	ADJ;NOM	N;MASC;SG
visuele	חזותי	visueel	חזותי	ADJ;NOM	N
afghanistan	אפגניסטן	afghanistan	אפגניסטן	PROPN;SG	PROPN
woonbuurt	שכונת	woonbuurt	שכונה	N;SG	PROPN
woonbuurt	השכונה	woonbuurt	השכונה	N;SG	
hond	כלב	hond	כלב	N;SG	PROPN
hond	דוג	hond	דוג	N;SG	PROPN
evangelies	האוונגליסטית	evangelies	האוונגליסטית		ADV
klavier	הפסנתר	klavier	הפסנתר	N;SG	V;SG;1;PST;ACT
howard	האוורד	howard	האוורד	PROPN;SG	PROPN
howard	הווארד	howard	הווארד	PROPN;SG	PROPN
geluk	תתחדש	geluk	התחדש	N;SG	V;FEM;SG;3;FUT
geluk	אושר	geluk	אושר	N;SG	PROPN
verse	חרוז	vers	חרוז	V;PRS	N;MASC;SG
verse	פסוק	vers	פסוק	V;PRS	PROPN
berei	הכן	berei	הכן	V;PRS	
gasheer	מארחים	gasheer	מארח	N;SG	N;MASC;PL
gasheer	המארח	gasheer	המארח	N;SG	PROPN
gasheer	מארח	gasheer	מרח	N;SG	PROPN
gasheer	מנחה	gasheer	מנחה	N;SG	
gasheer	מארחת	gasheer	אירח	N;SG	V;FEM;SG;V.PTCP;ACT
gasheer	מארח	gasheer	מרח	N;SG	PROPN
gasheer	מארחים	gasheer	מארח	N;SG	N;MASC;PL
robinson	רובינסון	robinson	רובינסון		PROPN
aug	אוג	aug	אוג	PROPN;SG	
sel	תא	sel	תא	N;SG	
vyande	אויבי	vyand	אויבי	N;PL	PROPN
puerto	פורטו	puerto	פורט	PROPN;SG	PROPN
immigrasie	ההגירה	immigrasie	ההגיר	N;SG	V;FEM;SG;3;PST;ACT
termiese	תרמית	termies	תרמית	ADJ;NOM	N;FEM;SG
termiese	תרמי	termies	תרם	ADJ;NOM	PROPN
voorgestelde	הצעות	voorstel	הצעה	ADJ;NOM	N;FEM;PL
voorgestelde	הצעת	voorstel	הצעה	ADJ;NOM	N;PSSD;FEM;SG
voorgestelde	הציע	voorstel	הציע	ADJ;NOM	V;MASC;SG;3;PST;ACT
voorgestelde	הצעה	voorstel	הצעה	ADJ;NOM	N;FEM;SG
voorgestelde	הוצע	voorstel	הוצע	ADJ;NOM	V;MASC;SG;3;PST;PASS
dagboek	יומני	dagboek	יומני	N;SG	PROPN
dagboek	יומן	dagboek	יומן	N;SG	PROPN
assistent	עוזרת	assistent	עוזר	N;SG	ADJ;FEM;SG
assistent	מכשף	assistent	מכשף	N;SG	PROPN
assistent	אשף	assistent	אשף	N;SG	PROPN
assistent	הקוסם	assistent	הקוסם	N;SG	PROPN
straling	הקרנות	straling	הקרנה	N;SG	N;FEM;PL
voorberei	הכן	voorberei	הכן	V;PRS	
graan	גרגיר	graan	גרגיר	N;SG	PROPN
graan	תבואה	graan	תבואה	N;SG	PROPN
graan	דגן	graan	דגן	N;SG	PROPN
graan	דגנים	graan	דגן	N;SG	N;MASC;PL
lenin	לנין	lenin	לנין	V;PRS	PROPN
vyftien	fifteen	vyftien	fifteen	NUM	
sri	סרי	sri	סרי	PROPN;SG	PROPN
franz	פרנץ	franz	פרנץ		PROPN
boston	בוסטון	boston	בוסטון		PROPN
verteenwoordiger	הנציג	verteenwoordiger	הנציג	N;SG	PROPN
koreaanse	קוריאנית	koreaans	קורינני	ADJ;NOM	PROPN
koreaanse	קוריאני	koreaans	קוריאני	ADJ;NOM	PROPN
liter	ליטר	liter	ליטר	N;SG	PROPN
verbrand	שורף	verbrand	שורף		V;MASC;SG;V.PTCP;ACT
verbrand	כוויות	verbrand	כווית		N;FEM;PL
verbrand	ברנס	verbrand	ברנס		PROPN
gereed	מוכן	gereed	מוכן		ADJ;MASC;SG
gereed	מוכנים	gereed	מוכן		ADJ;MASC;PL
gereed	מוכנה	gereed	מוכן		ADJ;FEM;SG
fries	טוגנים	fries	טגן	N;SG	N;MASC;PL
sink	כיורים	sink	כיור	V;PRS	N;MASC;PL
sink	אבץ	sink	אבץ	V;PRS	PROPN
venesië	ונציה	venesië	ונציה	N;SG	PROPN
vrystelling	שחרר	vrystelling	שחרר	N;SG	PROPN
vrystelling	שחררו	vrystelling	שחרר	N;SG	V;PL;3;PST;ACT
gooi	זרוק	gooi	None	V;PRS	
katalogus	הקטלוג	katalogus	הקטלוג	N;SG	PROPN
veronderstel	לכאורה	veronderstel	לכאורה	V;PRS	ADV
veronderstel	כביכול	veronderstel	כביכול	V;PRS	
saamgestelde	מורכבים	saamstel	מורכב	ADJ;NOM	V;MASC;PL;V.PTCP;PASS
saamgestelde	מורכבת	saamstel	הורכב	ADJ;NOM	V;FEM;SG;V.PTCP;PASS
saamgestelde	המתחם	saamstel	המתחם	ADJ;NOM	N;MASC;SG
saamgestelde	מתחם	saamstel	מתחם	ADJ;NOM	PROPN
saamgestelde	תרכובת	saamstel	תרכובת	ADJ;NOM	N;FEM;SG
mont	מונט	mont	מונט	N;SG	PROPN
daagliks	שבועי	daagliks	שבועי	N;PL	N;MASC;SG
edmund	אדמונד	edmund	אדמונד	PROPN;SG	PROPN
pels	פרווה	pels	פרווה	N;PL	N;FEM;SG
oslo	אוסלו	oslo	None	PROPN;SG	PROPN
bergen	ברגן	bergen	ברגן	N;SG	PROPN
klink	צלילים	klink	צליל	V;PRS	N;MASC;PL
bitter	מרה	bitter	מר	N;SG	
bitter	המר	bitter	המר	N;SG	
bitter	מריר	bitter	מריר	N;SG	PROPN
zürich	ציריך	zürich	ציריך	PROPN;SG	PROPN
plattelandse	כפרי	plattelands	כפר	ADJ;NOM	PROPN
intellektuele	אינטלקטואלית	intellektueel	אינטלקטואלי	ADJ;NOM	ADV
bos	יער	bos	יער	V;PRS	
bos	היער	bos	היער	V;PRS	
grafiese	גרף	grafies	גרף	ADJ;NOM	PROPN
alexandrië	אלכסנדריה	alexandrië	אלכסנדריה	N;SG	PROPN
vermaak	בידור	vermaak	בידור	V;PRS	N;MASC;SG
maleisië	מלזיה	maleisië	מלזיה	PROPN;SG	PROPN
permanent	קבועה	permanent	קבוע		ADJ;FEM;SG
permanent	קבוע	permanent	קבוע		ADJ;MASC;SG
permanent	לצמיתות	permanent	לצמיתות		V
gesonde	בריאה	gesond	בריא	ADJ;NOM	N;FEM;SG
gesonde	בריאות	gesond	בריאות	ADJ;NOM	N;FEM;SG
gesonde	בריא	gesond	בריא	ADJ;NOM	PROPN
adams	אדמס	adams	אדמס		PROPN
adams	אדאמס	adams	אדאמס		PROPN
buenos	בואנוס	buenos	בואנוס		PROPN
holstein	הולשטיין	holstein	הולשטיין		PROPN
aires	איירס	aires	איירס	N;SG	PROPN
kwalifiseer	זכאים	kwalifiseer	זכאי	V;PRS	ADJ;MASC;PL
kwalifiseer	זכאי	kwalifiseer	זכאי	V;PRS	
kwalifiseer	כשיר	kwalifiseer	כשיר	V;PRS	ADJ;MASC;SG
río	מגדלנה	río	מגדלן	PROPN;SG	PROPN
suiker	שוגר	suiker	שוגר	N;SG	PROPN
suur	חמוץ	suur	חמוץ	N;SG	PROPN
ontario	אונטריו	ontario	אונטריו		PROPN
persoonlik	אישי	persoonlik	אישי	ADV	ADJ;MASC;SG
queenstown	קווינסטאון	queenstown	קווינסטאון		PROPN
vrug	פרי	vrug	פרי	N;SG	
vrug	פירות	vrug	פרי	N;SG	N;MASC;PL
kepler	קפלר	kepler	קפלר		PROPN
raymond	ריימונד	raymond	ריימונד		PROPN
westminster	ווסטמינסטר	westminster	ווסטמינסטר	N;SG	PROPN
opgedra	מסור	opdra	מסור	V;PST;V.PTCP	
opgedra	מסורה	opdra	מסורה	V;PST;V.PTCP	N;FEM;SG
opgedra	ייעודי	opdra	ייעודי	V;PST;V.PTCP	ADJ;MASC;SG
turke	הטורקים	turk	הטורק	ADJ;NOM	N
winters	וינטרס	winters	וינטרס	N;SG	PROPN
java	java	java	java		PROPN
sitplek	מושב	sitplek	מושב	N;SG	
sitplek	המושב	sitplek	המושב	N;SG	
onderhandelinge	ומתן	onderhandeling	ומתן	N;PL	PROPN
kragtige	עוצמה	kragtig	עוצמה	ADJ;NOM	N;FEM;SG
vooraf	קדם	vooraf	קדם		ADV
vooraf	טרום	vooraf	טרום		ADV
herfs	סתיו	herfs	סתיו	V;PRS	
herfs	נפילה	herfs	נפילה	V;PRS	N;FEM;SG
herfs	תיפול	herfs	נפל	V;PRS	V;FEM;SG;3;FUT;ACT
herfs	סתיו	herfs	סתיו	V;PRS	
nova	נובה	nova	נובה		PROPN
kwessie	גיליון	kwessie	גיליון	N;SG	PROPN
stil	דומם	stil	דומם	V;PRS	N;MASC;SG
stil	שקטה	stil	שקטה	V;PRS	ADJ;FEM;SG
selfmoord	התאבדות	selfmoord	התאבדות	V;PRS	N;FEM;SG
michail	מיכאיל	michail	מיכאיל	PROPN;SG	PROPN
globale	גלובל	globaal	גלובל	ADJ;NOM	PROPN
globale	גלובלי	globaal	גלובלי	ADJ;NOM	PROPN
meester	מאסטר	meester	מאסטר	N;SG	PROPN
meester	אדון	meester	אדון	N;SG	
meester	מסטר	meester	מסטר	N;SG	PROPN
moskee	המסגד	moskee	המסגד	N;SG	PROPN
moskee	מסגד	moskee	מסגד	N;SG	PROPN
kopenhagen	קופנהגן	kopenhagen	קופנהגן		PROPN
melk	חלב	melk	חלב		N;MASC;SG
werd	שווים	werd	שווה		ADJ;MASC;PL
werd	שווה	werd	שווה		PROPN
nuttig	שימושית	nuttig	שימושית	V;PRS	ADV
nuttig	שימושיות	nuttig	שימושיות	V;PRS	ADJ;FEM;PL
nuttig	שימושיים	nuttig	שימושיים	V;PRS	ADJ;MASC;PL
nuttig	שימושי	nuttig	שימושים	V;PRS	ADJ;MASC;SG
nuttig	עוזר	nuttig	עוזר	V;PRS	N;MASC;SG
madagaskar	מדגסקר	madagaskar	מדגסקר	PROPN;SG	PROPN
xvi	xvi	xvi	xvi		NUM
britannica	בריטניקה	britannica	בריטניקה		N;FEM;SG
bedford	בדפורד	bedford	בדפורד		PROPN
madrid	מדריד	madrid	מדריד		PROPN
mercedes	מרצדס	mercede	מרצדס		PROPN
mercedes	מרסדס	mercede	מרסדס		PROPN
toeneem	העולה	toeneem	העולה	V;PRS	PROPN
toeneem	עולה	toeneem	עולה	V;PRS	N;MASC;SG
vakansies	חגי	vakansie	חגי	N;PL	PROPN
illinois	אילינוי	illinois	אילינוי	PROPN;SG	PROPN
teleskoop	הטלסקופ	teleskoop	הטלסקופ	N;SG	PROPN
teleskoop	טלסקופ	teleskoop	טלסקופ	N;SG	PROPN
sterrekunde	אסטרונומיה	sterrekund	אסטרונומיה		PROPN
marokko	מרוקו	marokko	רוקו	PROPN;SG	PROPN
kritici	מבקר	kritici	מבקר	N;PL	N;MASC;SG
atoom	אטום	atoom	אטום	N;PL	PROPN
paulo	פאולו	paulo	פאול	PROPN;SG	PROPN
beswaar	התנגדות	beswaar	התנגדות		N;FEM;SG
alledaagse	יומיומי	alledaags	יומיומי	ADJ;NOM	PROPN
bas	לנבוח	bas	נבח	N;SG	V;NFIN;ACT
bas	בס	bas	בס	N;SG	
bas	באס	bas	None	N;SG	PROPN
gesoek	מבוקשים	gesoek	מבוקש	V;PST;V.PTCP	ADJ;MASC;PL
gesoek	מבוקשת	gesoek	מבוקש	V;PST;V.PTCP	ADJ;FEM;SG
gesoek	מבוקש	gesoek	מבוקש	V;PST;V.PTCP	ADJ;MASC;SG
pedro	פדרו	pedro	פדר		PROPN
herman	הרמן	herman	הרמן		PROPN
hurricanes	הוריקן	hurricane	הוריקן		PROPN
hurricanes	הוריקנים	hurricane	הוריקן		N;MASC;PL
kompakte	קומפקטי	kompak	קומפקטי	N;SG	ADJ;MASC;SG
sleeswyk	שלזוויג	sleeswyk	שלזוויג	N;PL	PROPN
bonaparte	בונפרטה	bonaparte	בונפרטה	ADJ;NOM	PROPN
brisbane	בריסביין	brisbaan	בריסביין	PROPN;SG	PROPN
ope	לפתוח	ope	פתח	N;SG	V;NFIN;ACT
ope	פתח	ope	פתח	N;SG	PROPN
ope	פתוחים	ope	פתוח	N;SG	ADJ;MASC;PL
ope	פתחי	ope	פתח	N;SG	N;PSSD;MASC;PL
ope	פתוחה	ope	פתוח	N;SG	ADJ;FEM;SG
ope	פתוח	ope	פתוח	N;SG	ADJ;MASC;SG
beeldhouer	פסל	beeldhouer	פסל	N;SG	PROPN
redelike	הגיוני	redelik	הגיון	ADJ;NOM	V;PL;1;PST;ACT
statistieke	סטטיסטיקה	statistiek	סטטיסטיקה	N;PL	N;FEM;SG
statistieke	סטטיסטיקה	statistiek	סטטיסטיקה	N;PL	N;FEM;SG
statistieke	הסטטיסטיקה	statistiek	הסטטיסטיקה	N;PL	N;FEM;SG
statistieke	סטטיסטי	statistiek	סטטיסטי	N;PL	ADJ;MASC;SG
statistieke	סטטיסטיקה	statistiek	סטטיסטיקה	N;PL	N;FEM;SG
meervoud	ברבים	meervoud	ברבי	N;SG	
meervoud	רבים	meervoud	רב	N;SG	V;MASC;PL;V.PTCP;ACT
location	המיקום	location	המיקום		N;MASC;SG
location	מיקום	location	מיקום		N;MASC;SG
atlas	atlas	atlas	atlas	N;SG	
atlas	אטלס	atlas	אטלס	N;SG	PROPN
voete	רגל	voet	רגל	N;PL	
voete	מטר	voet	מטר	N;PL	PROPN
samoa	סמואה	samoa	סמואה	PROPN;SG	PROPN
gevangenis	כלא	gevangenis	כלא	N;SG	
neer	מטה	neer	מטה	V;PRS	N;MASC;SG
neer	למטה	neer	למטה	V;PRS	
neer	דאון	neer	דאון	V;PRS	PROPN
insig	תובנות	insig	תבן	N;SG	N;FEM;PL
philadelphia	פילדלפיה	philadelphia	פילדלפיה		PROPN
ray	ריי	ray	ריי		PROPN
aanduiding	המציין	aanduiding	המציין	N;SG	PROPN
vat	נטילת	vat	נטילה	V;PRS	N;FEM;SG
vat	לקיחת	vat	לקיחה	V;PRS	N;FEM;SG
vat	קח	vat	קח	V;PRS	PROPN
vat	חבית	vat	חבית	V;PRS	N;FEM;SG
carolina	קרוליינה	carolina	קרוליינה	PROPN;SG	PROPN
tempels	מקדשים	tempel	קידש	N;PL	V;MASC;PL;V.PTCP;ACT
skets	ציור	skets	ציור	V;PRS	N;MASC;SG
alan	אלן	alan	אלן		PROPN
siviele	אזרחי	siviel	אזרח		N;MASC;PL
siviele	אזרחית	siviel	אזרחי		ADV
cecil	ססיל	cecil	ססיל	PROPN;SG	PROPN
strale	קרניים	straal	קרן		N;FEM;DU
regstreekse	לחיות	regstreeks	None	N;PL	V;NFIN
regstreekse	live	regstreeks	live	N;PL	
regstreekse	חי	regstreeks	חי	N;PL	
sam	סם	sam	סם	PROPN;SG	
sam	סאם	sam	סאם	PROPN;SG	
seks	מין	seks	מין	PRO;NOM;SG;2	
seks	סקס	seks	סקס	PRO;NOM;SG;2	
geweet	ידע	weet	ידע	V;PST;V.PTCP	N;MASC;SG
geweet	מודע	weet	מודע	V;PST;V.PTCP	ADJ;MASC;SG
geweet	מודעת	weet	מודעה	V;PST;V.PTCP	ADJ;FEM;SG
skaak	שחמט	skaak	שחמט	V;PRS	N;MASC;SG
skaak	שח	skaak	שח	V;PRS	
christen	כריסטיאן	christen	כריסטיאן		PROPN
christen	נוצרי	christen	נוצרי		PROPN
christen	נצרות	christen	נצרות		N;FEM;SG
oorsake	גורם	oorsaak	גורם	N;PL	N;MASC;SG
meubels	ריהוט	meubel	ריהוט	N;PL	N;MASC;SG
thames	התמזה	thame	התמזה		V;MASC;SG;3;PST
baker	אופה	baker	אופה		PROPN
baker	בייקר	baker	ייקר		PROPN
bundesliga	בונדסליגה	bundesliga	הבונדסליגה	N;SG	PROPN
laai	עומס	laai	עומס	V;PRS	N;MASC;SG
laai	טען	laai	טען	V;PRS	V;MASC;SG;3;PST;ACT
laai	מגירה	laai	מגירה	V;PRS	N;FEM;SG
laai	מגש	laai	מגש	V;PRS	
anale	אנאלי	anaal	אנאלי	ADJ;NOM	PROPN
barry	בארי	barry	בארי		PROPN
barry	פייה	barry	פייה		PROPN
elliot	אליוט	elliot	אליוט	PROPN;SG	PROPN
definieer	תגדיר	definieer	הגדיר	V;PRS	V;MASC;SG;3;FUT;ACT
definieer	הגדר	definieer	הגדר	V;PRS	
div	דיב	div	דיב		PROPN
argentynse	ארגנטינה	argentyns	ארגנטינה	ADJ;NOM	PROPN
argentynse	ארגנטינאי	argentyns	ארגנטינאי	ADJ;NOM	PROPN
brein	מוח	brein	מוח	N;SG	
brein	המוח	brein	המוח	N;SG	
brein	מח	brein	מח	N;SG	
regent	העוצרת	regent	העוצר		ADV
sosiaal	חברתיות	sosiaal	חברתי	ADV	ADJ;FEM;PL
sosiaal	חברתי	sosiaal	חברתי	ADV	ADJ;MASC;SG
davis	דייוויס	davis	דייוויס		PROPN
davis	דיוויס	davis	דיוויס		PROPN
davis	דייויס	davis	דייויס		PROPN
stapel	סטאק	stapel	סטאק		PROPN
stapel	מחסנית	stapel	מחסנית		N;FEM;SG
colombia	קולומביה	colombia	קולומביה	PROPN;SG	PROPN
kritiese	קריטית	krities	קריטי	ADJ;NOM	N
kritiese	ביקורתית	krities	ביקורתי	ADJ;NOM	ADV
dramatiese	דרמטית	dramaties	דרמטי	ADJ;NOM	ADV
coates	קוטס	coates	קוטס		PROPN
series	סדרה	series	סדרה		N;FEM;SG
series	סידרה	series	סדרה		N;FEM;SG
series	סדרת	series	סדרה		N;FEM;SG
euro	אירו	euro	אירו	N;SG	PROPN
euro	יורו	euro	יורו	N;SG	PROPN
alaska	אלסקה	alaska	אלסקה	N;SG	PROPN
diesel	דיזל	diesel	דיזל		PROPN
drank	שתה	drank	שתה	N;SG	PROPN
allen	אלן	allen	אלן		PROPN
gestem	הצבעת	stem	הצבעה	V;PST;V.PTCP	N;PSSD;FEM;SG
gif	gif	gif	gif	N;SG	PROPN
kampus	קמפוס	kampus	קמפוס	N;SG	PROPN
kampus	הקמפוס	kampus	הקמפוס	N;SG	PROPN
stirling	סטירלינג	stirling	סטירלינג		PROPN
teoretiese	תאורטית	teoreties	תאורטית	ADJ;NOM	ADV
teoretiese	תיאורטית	teoreties	תיאורטית	ADJ;NOM	ADV
strome	הזנות	strome	הזנה		N;FEM;PL
strome	מאכיל	strome	מאכיל		V;MASC;SG;V.PTCP;ACT
strome	זרמים	strome	זרם		N;MASC;PL
strome	נחלים	strome	נחל		N;MASC;PL
abel	הבל	abel	הבל	N;SG	
abel	אייבל	abel	אייבל	N;SG	PROPN
broek	מבד	broek	מבד	N;SG	
broek	מכנס	broek	מכנס	N;SG	PROPN
broek	מכנסיים	broek	מכנסיים	N;SG	N;MASC;PL
way	דרך	way	דרך		
komponent	הרכיב	komponent	הרכיב	N;SG	V;MASC;SG;3;PST;ACT
komponent	רכיב	komponent	רכיב	N;SG	
gereedskap	כלים	gereedskap	כלי	N;SG	N;MASC;PL
arena	ארנה	arena	ארנה	N;SG	PROPN
lief	אהבות	lief	אהבה	ADV	N;FEM;PL
cook	קוק	cook	קוק	PROPN;SG	PROPN
cook	טבח	cook	טבח	PROPN;SG	N;MASC;SG
droogte	הבצורת	droogte	הבצורת	N;SG	PROPN
droogte	בצורת	droogte	בצורת	N;SG	
sisteem	המערכת	sisteem	המערך	N;SG	
marcus	מרכוס	marcus	מרכוס		PROPN
marcus	מרקוס	marcus	מרקוס		PROPN
dawid	דויד	dawid	דויד		PROPN
dawid	דיוויד	dawid	דיוויד		PROPN
dawid	דיויד	dawid	דיויד		PROPN
dawid	דייוויד	dawid	דייוויד		PROPN
dawid	דוד	dawid	דוד		PROPN
dawid	דייויד	dawid	דייויד		PROPN
stappe	צעדי	stap	צעד	N;PL	PROPN
bruto	גרוס	bruto	גרוס	ADJ;NOM	PROPN
bruto	גועל	bruto	גועל	ADJ;NOM	
