花卉	virágos	花卉	virágos	N	
厭惡	undor	厭惡	undor	V	
黑幫	gengszter	黑幫	gengszter	N	
寶寶	bébi	寶寶	bébi	N	
線索	nyom	線索	nyom	N	V;INDF;IND;SG;3;PRS;FIN;ACT
無畏	rettenthetetlen	無畏	rettenthetetlen	V	N;NOM;SG
損傷	kár	損傷	kár	N	
損傷	kár	損傷	kár	N	
缺口	szakadék	缺口	szakadék	N	
分流	sönt	分流	sönt	N	
蟒	python	蟒	pűthon	N	
蟒	piton	蟒	piton	N	PROPN;NOM;SG
發起	kezdeményező	發起	kezdeményező	V	
口語	beszélt	口語	beszél	N	V;INDF;IND;SG;3;PST;FIN;ACT
工匠	kézműves	工匠	kézműves	N	ADJ;NOM;SG
處罰	büntető	處罰	büntető	N	
代理	ügynökség	代理	ügynökség	V	N;NOM;SG
代理	ügynökök	代理	ügynök	V	N;NOM;PL
代理	ügynök	代理	ügynök	V	N;NOM;SG
舒適	kényelem	舒適	kényelem	ADJ	
舒適	kényelmet	舒適	kényelem	ADJ	V;INDF;IND;SG;3;PRS;FIN;ACT
舒適	vigasz	舒適	vigasz	ADJ	N;NOM;SG
舒適	otthonos	舒適	otthonos	ADJ	
舒適	meghitt	舒適	meghitt	ADJ	
充電	töltés	充電	töltés	V	N;NOM;SG
充電	töltés	充電	töltés	V	N;NOM;SG
飛翔	repülni	飛翔	repül	N	V;NFIN;ACT
飛翔	repül	飛翔	repül	N	V;INDF;IND;SG;3;PRS;FIN;ACT
飛翔	repülj	飛翔	repül	N	V;DEF;IMP;SG;2;PRS;FIN;ACT
飛翔	repül	飛翔	repül	N	V;INDF;IND;SG;3;PRS;FIN;ACT
飛翔	repülő	飛翔	repülő	N	
礦業	bányászati	礦業	bányászati	N	ADJ;NOM;SG
礦業	bányász	礦業	bányász	N	
人	nyilas	人	nyilas	N	
谷地	valley	谷地	valley	N	
桃子	barack	桃子	barack	N	
桃子	barack	桃子	barack	N	
蝨	tetű	蝨	tetű	N	
蝨	tetves	蝨	tetves	N	
蝨	tetű	蝨	tetű	N	
田野	fields	田野	fields	N	
腐敗	korrupt	腐敗	korrup	N	
少數	kisebbség	少數	kisebbség	ADJ	N;NOM;SG
少數	kisebbségek	少數	kisebbség	ADJ	N;NOM;PL
無聊	unalom	無聊	unalom	V	N;NOM;SG
無聊	unalmas	無聊	unalmas	V	
無聊	unalom	無聊	unalom	V	N;NOM;SG
藉口	kifogások	藉口	kifogás		N;NOM;PL
造船	hajógyár	造船	hajógyár	V	N;NOM;SG
飛碟	ufó	飛碟	ufó	N	
飛碟	ufo	飛碟	ufo	N	
草甸	meadows	草甸	meadows	N	
供給	ellátási	供給	ellátási	V	ADJ;NOM;SG
供給	utánpótlás	供給	utánpótlás	V	N;NOM;SG
供給	ellátás	供給	ellátás	V	N;NOM;SG
供給	kínálat	供給	kínálat	V	N;NOM;SG
請願	petíciót	請願	petíció	V	N;ACC;SG
先天	veleszületett	先天	veleszület	N	V;INDF;IND;SG;3;PST;FIN;ACT
偽造	hamisítás	偽造	hamisítás	V	N;NOM;SG
偽造	hamisítvány	偽造	hamisítvány	V	N;NOM;SG
鹿特丹	rotterdam	鹿特丹	rotterdam	PROPN	N;NOM;SG
好奇	különös	好奇	különös	ADJ	
好奇	kiváncsi	好奇	kiváncsi	ADJ	
好奇	kíváncsi	好奇	kíváncsi	ADJ	
好奇	kíváncsiság	好奇	kíváncsiság	ADJ	N;NOM;SG
放逐	száműzetés	放逐	száműzetés	V	N;NOM;SG
利息	érd	利息	érd	N	
打壓	elnyomás	打壓	elnyomás	V	N;NOM;SG
蟻	hangya	蟻	hangya	N	
耦合	csatlakozó	耦合	csatlakozó		ADJ;NOM;SG
鏢	darts	鏢	darts	N	
鏢	dart	鏢	dart	N	
辯護	védelmi	辯護	védelmi	N	
波浪	hullámos	波浪	hullámos	N	
超	természetfeletti	超	természetfelett	PROPN	ADJ;NOM;SG
成龍	jackie	成龍	jacki	PROPN	N;NOM;SG
猶太	zsidó	猶太	zsidó	PROPN	
猶太	zsidók	猶太	zsidó	PROPN	N;NOM;PL
猶太	judaizmus	猶太	judaizmus	PROPN	N;NOM;SG
凜	rin	凜	rin	PROPN	
愛人	szerető	愛人	szerető	N	
無奈	tehetetlen	無奈	tehetetlen	N	
演示	bemutató	演示	bemutató	V	
演示	demó	演示	demó	V	
演示	bemutató	演示	bemutató	V	
演示	demonstrációs	演示	demonstrációs	V	ADJ;NOM;SG
演示	tüntetés	演示	tüntetés	V	N;NOM;SG
游擊	gerilla	游擊	gerilla	N	
游擊	partizán	游擊	partizán	N	
定罪	elítéltek	定罪	elítél	V	N;NOM;PL
定罪	ítéletek	定罪	ítélet	V	N;NOM;PL
倡議	kezdeményező	倡議	kezdeményező	N	
盒子	box	盒子	box	N	
盒子	rovat	盒子	rovat	N	
勉強	alig	勉強	alig	N	
法郎	franc	法郎	franc	N	
棄權	tartózkodás	棄權	tartózkodás	V	N;NOM;SG
博弈	játék	博弈	játék	V	N;NOM;SG
博弈	game	博弈	gam	V	
博弈	meccs	博弈	meccs	V	N;NOM;SG
製造	előállítás	製造	előállítás	V	N;NOM;SG
製造	gyártás	製造	gyártás	V	N;NOM;SG
製造	előállítás	製造	előállítás	V	N;NOM;SG
製造	gyártási	製造	gyártási	V	ADJ;NOM;SG
製造	gyártás	製造	gyártás	V	N;NOM;SG
妥協	kompromisszumos	妥協	kompromisszumos	N	
解雇	elbocsátás	解雇	elbocsátás	V	N;NOM;SG
阻塞	elzáródás	阻塞	elzáródás	V	N;NOM;SG
狙擊	orvlövész	狙擊	orvlövész	V	N;NOM;SG
狙擊	lövész	狙擊	lövész	V	N;NOM;SG
狙擊	mesterlövész	狙擊	mesterlövész	V	N;NOM;SG
評判	ítélve	評判	ítélve	N	ADV;V.CVB
會津	aizu	會津	aizu	PROPN	
奉獻	elkötelezett	奉獻	elkötelezett	N	V;INDF;IND;SG;3;PST;FIN;ACT
清新	frissen	清新	frissen	N	
清新	friss	清新	friss	N	
雇主	munkáltató	雇主	munkáltató	N	V;INDF;IND;SG;3;PST;FIN;ACT
雇主	munkáltató	雇主	munkáltató	N	V;INDF;IND;SG;3;PST;FIN;ACT
朱	pirók	朱	piró	PROPN	
升起	emelkedés	升起	emelkedés	V	N;NOM;SG
憂鬱	komor	憂鬱	komor	N	
憂鬱	borús	憂鬱	borús	N	
創始	alapító	創始	alapító	V	N;NOM;SG
詐騙	csalás	詐騙	csalás	V	N;NOM;SG
詐騙	csaló	詐騙	csaló	V	
詐騙	csalás	詐騙	csalás	V	N;NOM;SG
詐騙	átverés	詐騙	átverés	V	N;NOM;SG
偷渡	potyautas	偷渡	potyautas	V	N;NOM;SG
偷渡	csempészet	偷渡	csempészet	V	N;NOM;SG
任用	találkozók	任用	találkozó	V	N;NOM;PL
任用	időpontok	任用	időpont	V	N;NOM;PL
任用	kinevezés	任用	kinevezés	V	N;NOM;SG
任用	időpont	任用	időpont	V	N;NOM;SG
煙火	pirotechnikai	煙火	pirotechnikai	N	ADJ;NOM;SG
有序	szabályos	有序	szabályos	V	ADJ;NOM;SG
有序	ápoló	有序	ápoló	V	ADJ;NOM;SG
反彈	bounce	反彈	bounce	V	
孤兒	árva	孤兒	árva	N	
離散	diszkrét	離散	diszkrét	N	
離散	különálló	離散	különálló	N	
週	thu	週	thu	N	
週	csütörtök	週	csütört	N	
船塢	dokk	船塢	dokk	N	
黨派	partizán	黨派	partizán	N	
協奏	concerto	協奏	concert	V	
希伯	héber	希伯	héber	PROPN	N;NOM;SG
電子	email	電子	email	N	
高能	energikus	高能	energikus	N	ADJ;NOM;SG
招聘	felvételi	招聘	felvételi	V	ADJ;NOM;SG
招聘	toborzó	招聘	toborzó	V	ADJ;NOM;SG
加	gyorsulás	加	gyorsulás	V	N;NOM;SG
喇叭	kürt	喇叭	kür	N	
喇叭	horn	喇叭	hor	N	
貝勒	belle	貝勒	belle	PROPN	
貝勒	baylor	貝勒	baylor	PROPN	
不平	egyenlőtlenség	不平	egyenlőtlenség	ADJ	N;NOM;SG
不平	egyenlőtlen	不平	egyenlőtlen	ADJ	
不平	egyenlőtlenségek	不平	egyenlőtlenség	ADJ	N;NOM;PL
晶體	crystal	晶體	crystal	N	
晶體	kristály	晶體	kristály	N	
開花	virágzó	開花	virágzó	V	
開花	bloom	開花	bloom	V	
廉價	olcsó	廉價	olcsó	N	
空心	üreges	空心	üreges	N	
收養	elfogadása	收養	elfogadás	V	N;NOM;SG
收養	örökbefogadás	收養	örökbefogadás	V	N;NOM;SG
收養	elfogadás	收養	elfogadás	V	N;NOM;SG
叛逆	lázadó	叛逆	lázadó	N	ADJ;NOM;SG
起落	futómű	起落	futómű	V	N;NOM;SG
密封	seal	密封	seal	N	
快車	express	快車	express	N	
信賴	megbízható	信賴	megbízható	V	ADJ;NOM;SG
彌撒	tömeges	彌撒	tömeges	N	ADJ;NOM;SG
兩	kétéltű	兩	kétéltű	NUM	
剝奪	nélkülözés	剝奪	nélkülözés	V	N;NOM;SG
後援	tartalék	後援	tartalék	N	
鼓舞	inspiráló	鼓舞	inspiráló	N	
鼓舞	lelkesítő	鼓舞	lelkesítő	N	ADJ;NOM;SG
鼓舞	ösztönző	鼓舞	ösztönző	N	ADJ;NOM;SG
不法	jogtalan	不法	jogtalan	V	
讀取	olvasás	讀取	olvasás	V	N;NOM;SG
調動	mozgósítás	調動	mozgósítás	V	N;NOM;SG
調動	mobilitás	調動	mobilitás	V	N;NOM;SG
獨唱	szóló	獨唱	szóló	N	ADJ;NOM;SG
獨唱	solo	獨唱	solo	N	
獨唱	önálló	獨唱	önálló	N	
十字	keresztes	十字	keresztes	N	
十字	keresztes	十字	keresztes	N	
平均	átlag	平均	átlag	ADJ	
平均	átlagok	平均	átlag	ADJ	N;NOM;PL
興奮	izgatott	興奮	izgatott	N	V;INDF;IND;SG;3;PST;FIN;ACT
神龍	dragon	神龍	dragon	N	
希臘	görög	希臘	görög	PROPN	
大	daisuke	大	daisuke	ADJ	
投注	fogadás	投注	fogadás	V	N;NOM;SG
投注	fogadási	投注	fogadási	V	N;NOM;SG
大腦	agyat	大腦	agyat	N	
大腦	agyam	大腦	agyam	N	
大腦	agy	大腦	agy	N	
大腦	agy	大腦	agy	N	
孤獨	magányos	孤獨	magányos	N	
孤獨	magányosan	孤獨	magányos	N	ADJ;FRML;SG
老	veteránok	老	vetera	PART	N;NOM;PL
老	veterán	老	vetera	PART	
老	veteránok	老	vetera	PART	N;NOM;PL
更低	alsó	更低	alsó	ADJ	
更低	lejjebb	更低	lejj	ADJ	ADV
變速	váltó	變速	váltó	V	N;NOM;SG
天秤	mérleg	天秤	mérleg	PROPN	N;NOM;SG
過濾	szűrt	過濾	szűr	N	
駕駛	pilótafülke	駕駛	pilótafül	V	N;NOM;SG
甘地	gandhi	甘地	gandhi	PROPN	N;NOM;SG
救護	mentő	救護	mentő	V	
救護	mentők	救護	mentő	V	N;NOM;PL
加法	adalékanyag	加法	adalékanyag	V	N;NOM;SG
蒸氣	gőzzel	蒸氣	gőz	N	
代管	letéti	代管	letét	V	N;NOM;SG
提問	kérdés	提問	kérdés	V	N;NOM;SG
遼寧	liaoning	遼寧	liaoning	PROPN	N;NOM;SG
袋鼠	wallaby	袋鼠	wallaby	N	
弱勢	sérülékeny	弱勢	sérülékeny	N	
弱勢	sebezhető	弱勢	sebezhető	N	ADJ;NOM;SG
開羅	kairó	開羅	kairó	PROPN	N;NOM;SG
不	kellemetlen	不	kellemetlen	ADV;NEG	
服從	engedelmesség	服從	engedelmesség	V	N;NOM;SG
向	napraforgó	向	napraforgó	ADP	N;NOM;SG
轉讓	átvitel	轉讓	átvitel	V	N;NOM;SG
轉讓	áthelyezés	轉讓	áthelyezés	V	
轉讓	transzfer	轉讓	transzfer	V	N;NOM;SG
轉讓	megbízás	轉讓	megbízás	V	N;NOM;SG
轉讓	megbízatás	轉讓	megbízatás	V	N;NOM;SG
轉讓	transzfer	轉讓	transzfer	V	N;NOM;SG
反對	ellenzéki	反對	ellenzéki	V	ADJ;NOM;SG
反對	ellenzék	反對	ellenzék	V	N;NOM;SG
冒犯	sértő	冒犯	sértő	V	
冒犯	támadó	冒犯	támadó	V	
動力	dynamics	動力	dynamics	N	
緯度	lat	緯度	lat	N	
靈活	hajlékony	靈活	hajlékony	ADJ	
靈活	rugalmas	靈活	rugalmas	ADJ	
靈活	rugalmasság	靈活	rugalmasság	ADJ	N;NOM;SG
薩姆	samu	薩姆	samu	PROPN	
薩姆	sam	薩姆	sam	PROPN	
凍結	fagyasztva	凍結	fagyasztva	V	N;NOM;SG
凍結	fagyott	凍結	fagy	V	
凍結	fagy	凍結	fagy	V	N;NOM;SG
凍結	fagyos	凍結	fagyos	V	
凍結	fagy	凍結	fagy	V	N;NOM;SG
副	másolat	副	másolat	PART	N;NOM;SG
副	másolatot	副	másolat	PART	N;ACC;SG
副	másolatot	副	másolat	PART	N;ACC;SG
副	másolatok	副	másolat	PART	N;NOM;PL
副	példányok	副	példány	PART	N;NOM;PL
橫向	vízszintesen	橫向	vízszintes	N	ADJ;FRML;SG
橫向	vízszintes	橫向	vízszintes	N	
橫向	oldalirányú	橫向	oldalirányú	N	ADJ;NOM;SG
橫向	oldalsó	橫向	oldalsó	N	
典範	példás	典範	példás	N	
典範	példamutató	典範	példamutató	N	
雄心	ambiciózus	雄心	ambiciózus	N	ADJ;NOM;SG
雄心	ambíció	雄心	ambíció	N	
幼蟲	lárva	幼蟲	lárva	N	ADV;V.CVB
癱瘓	lebénult	癱瘓	lebénul	N	V;INDF;IND;SG;3;PST;FIN;ACT
航運	hajózási	航運	hajózási	N	ADJ;NOM;SG
開關	kapcsolók	開關	kapcsoló	V	N;NOM;PL
開關	kapcsoló	開關	kapcsoló	V	N;NOM;SG
開關	váltás	開關	váltás	V	N;NOM;SG
開關	kapcsoló	開關	kapcsoló	V	N;NOM;SG
開關	kapcsolót	開關	kapcsoló	V	N;ACC;SG
扣除	levonás	扣除	levonás	V	N;NOM;SG
以色列	izraeliek	以色列	izraeli	PROPN	N;NOM;PL
錄取	felvételi	錄取	felvételi	V	ADJ;NOM;SG
肯亞	kenya	肯亞	kenya	PROPN	PROPN;NOM;SG
扔	dobás	扔	dobás	V	N;NOM;SG
硫化	szulfid	硫化	szulfid	N	
硫化	szulfid	硫化	szulfid	N	
代謝	anyagcsere	代謝	anyagcser	V	N;NOM;SG
代謝	metabolizmus	代謝	metabolizmus	V	N;NOM;SG
代謝	metabolikus	代謝	metabolikus	V	N;NOM;SG
大	hangos	大	hangos	PART	
大	hangosan	大	hangos	PART	ADJ;FRML;SG
堪薩斯	kansasi	堪薩斯	kansasi	PROPN	
堪薩斯	kansas	堪薩斯	kansas	PROPN	
進食	etetés	進食	etetés	V	N;NOM;SG
進食	evés	進食	evés	V	N;NOM;SG
進食	enni	進食	ez	V	
居留	rezidens	居留	rezidens	V	
新	újonc	新	újonc	PART	
上線	interneten	上線	internet	V	N;ON+ESS;SG
上線	online	上線	online	V	
老年	idős	老年	idős	N	
幸存	túlélő	幸存	túlélő	V	ADJ;NOM;SG
幸存	túlélők	幸存	túlélő	V	N;NOM;PL
幸存	túlélő	幸存	túlélő	V	ADJ;NOM;SG
貂	mink	貂	mink	N	
貂	sable	貂	sable	N	
煎	fry	煎	fry	N	
遙控	távoli	遙控	távoli	N	
多餘	extra	多餘	extra	ADV	
多餘	felesleges	多餘	felesleges	ADV	
多餘	fölösleges	多餘	fölösleges	ADV	
多餘	felesleges	多餘	felesleges	ADV	
多餘	többlet	多餘	többlet	ADV	
受害	áldozatok	受害	áldozat	V	N;NOM;PL
受害	áldozatai	受害	áldozat	V	N;NOM;PL
受害	áldozat	受害	áldozat	V	N;NOM;SG
堅強	erős	堅強	erős	ADJ	
堅強	erősek	堅強	erős	ADJ	N;NOM;PL
電阻	ellenálló	電阻	ellenálló	N	
上級	felsőbbrendű	上級	felsőbbrendű	N	ADJ;NOM;SG
震動	tremor	震動	tremor	V	N;NOM;SG
震動	remegés	震動	remegés	V	N;NOM;SG
震動	rezgés	震動	rezgés	V	N;NOM;SG
嫌犯	gyanúsított	嫌犯	gyanúsított	N	V;INDF;IND;SG;3;PST;FIN;ACT
嫌犯	gyanúsítottak	嫌犯	gyanúsít	N	V;INDF;IND;PL;3;PST;FIN;ACT
嫌犯	gyanúsított	嫌犯	gyanúsított	N	V;INDF;IND;SG;3;PST;FIN;ACT
嫌犯	gyanús	嫌犯	gyanús	N	
多面	poliéder	多面	poliéder	N	
發聲	hallható	發聲	hallható	V	ADJ;NOM;SG
妨礙	akadályozása	妨礙	akadályozás	V	N;NOM;SG
妨礙	akadály	妨礙	akadály	V	N;NOM;SG
埋伏	csapda	埋伏	csapda	V	N;NOM;SG
埋伏	rajtaütés	埋伏	rajtaütés	V	N;NOM;SG
抵押	fedezet	抵押	fedezet	V	N;NOM;SG
抵押	biztosíték	抵押	biztosíték	V	N;NOM;SG
抵押	jelzálog	抵押	jelzálog	V	N;NOM;SG
大	bőkezű	大	bőkezű	ADJ	
大	nagylelkű	大	nagylelkű	ADJ	
扣押	roham	扣押	roham	V	N;NOM;SG
元老	szenátusi	元老	szenátusi	N	ADJ;NOM;SG
天真	naiv	天真	naiv	ADJ	
天真	naív	天真	naív	ADJ	
配方	formula	配方	formula	N	
備忘	feljegyzés	備忘	feljegyzés	V	N;NOM;SG
備忘	egyetértési	備忘	egyetértési	V	N;NOM;SG
備忘	feljegyzés	備忘	feljegyzés	V	N;NOM;SG
許可	engedély	許可	engedély	V	
許可	jogosítvány	許可	jogosítvány	V	N;NOM;SG
許可	jogosítványt	許可	jogosítvány	V	N;ACC;SG
許可	engedélyek	許可	engedély	V	N;NOM;PL
許可	engedély	許可	engedély	V	
許可	engedély	許可	engedély	V	
許可	engedélyben	許可	engedély	V	N;IN+ESS;SG
許可	engedélyek	許可	engedély	V	N;NOM;PL
巴塞隆納	barcelonában	巴塞隆納	barcelon	PROPN	N;IN+ESS;SG
巴塞隆納	barcelonai	巴塞隆納	barcelonai	PROPN	V;DEF;IND;PL;3;PRS;FIN;ACT
巴塞隆納	barcelona	巴塞隆納	barcelona	PROPN	V;INDF;IND;SG;3;PRS;FIN;ACT
極少	ritkán	極少	ritkán	ADV	
強硬	kemény	強硬	kemény	N	
素質	minőségi	素質	minőségi	N	ADJ;NOM;SG
突變	mutáns	突變	mutáns	V	
突變	mutáció	突變	mutáció	V	N;NOM;SG
突變	mutáció	突變	mutáció	V	N;NOM;SG
突變	mutációk	突變	mutáció	V	N;NOM;PL
塞內加爾	szenegál	塞內加爾	szenegál	PROPN	
琥珀	amber	琥珀	amber	PROPN	
琥珀	borostyán	琥珀	borostyán	PROPN	
愛好	hobbi	愛好	hó	N	
愛好	hobbi	愛好	hó	N	
上岸	partra	上岸	partra	V	N;ON+ALL;SG
上岸	parton	上岸	part	V	N;ON+ESS;SG
象牙	elefántcsont	象牙	elefántcsont	PROPN	N;NOM;SG
墜落	esés	墜落	esés	V	N;NOM;SG
墜落	zuhanás	墜落	zuhanás	V	N;NOM;SG
活潑	élénk	活潑	él	N	
活潑	eleven	活潑	eleven	N	
菊花	daisy	菊花	daisy	N	
氙	xenon	氙	xenon	N	PROPN;NOM;SG
漂	lebegő	漂	lebegő	N	
漂	úszó	漂	úszó	N	
漂	lebeg	漂	lebeg	N	V;INDF;IND;SG;3;PRS;FIN;ACT
漂	sodródik	漂	sodródik	N	V;INDF;IND;SG;3;PRS;FIN;ACT
失明	vakság	失明	vakság	V	N;NOM;SG
白雪	havas	白雪	havas	N	
神田	kanda	神田	kanda	PROPN	
病房	ward	病房	ward	N	
突尼西亞	tunézia	突尼西亞	tunézia	PROPN	N;NOM;SG
突尼西亞	tunisz	突尼西亞	tunisz	PROPN	N;NOM;SG
熊貓	panda	熊貓	panda	N	
縱火	gyújtogatás	縱火	gyújtogatás	V	N;NOM;SG
零星	szórványos	零星	szórványos	N	ADJ;NOM;SG
正直	tisztesség	正直	tisztesség	ADJ	N;NOM;SG
正直	integritását	正直	integritás	ADJ	N;ACC;SG
寫信	írj	寫信	írj	V	
傷心	szomorú	傷心	szomorú	N	
傷心	bús	傷心	bús	N	
今夜	este	今夜	este	N	ADV
固態	tömör	固態	tömör	N	
固態	szilárd	固態	szilárd	N	
避難	menedék	避難	menedék	V	
避難	menekültügyi	避難	menekültügyi	V	N;NOM;SG
避難	menedékjog	避難	menedékjog	V	N;NOM;SG
避難	menedék	避難	menedék	V	
唐人	chinatown	唐人	chinatown	PROPN	V;INDF;IND;SG;3;PRS;FIN;ACT
從來	sosem	從來	sosem	ADV	
從來	soha	從來	soha	ADV	
鴉片	ópium	鴉片	ópium	N	
延誤	késedelem	延誤	késedelem	V	
延誤	késlekedés	延誤	késlekedés	V	
延誤	késés	延誤	késés	V	N;NOM;SG
延誤	késedelem	延誤	késedelem	V	
延誤	késés	延誤	késés	V	N;NOM;SG
延誤	késedelmes	延誤	késedelmes	V	N;NOM;SG
螺旋	propeller	螺旋	propeller	N	
獲利	profit	獲利	profit	V	N;NOM;SG
獲利	haszon	獲利	hasz	V	N;NOM;SG
獲利	nyereség	獲利	nyereség	V	N;NOM;SG
無窮	végtelen	無窮	végtelen	ADJ	
無窮	végtelen	無窮	végtelen	ADJ	
加固	megerősítés	加固	megerősítés	V	N;NOM;SG
寫入	írj	寫入	írj	V	
寫入	írással	寫入	írás	V	N;INS;SG
寫入	írás	寫入	írás	V	N;NOM;SG
寫入	írása	寫入	írás	V	N;NOM;SG
有色	színezett	有色	színezett	N	V;INDF;IND;SG;3;PST;FIN;ACT
黑社	triád	黑社	triád	N	
黑社	gengszter	黑社	gengszter	N	
競爭	versenyképes	競爭	versenyképes	V	
競爭	versengő	競爭	versengő	V	ADJ;NOM;SG
競爭	versenyképességi	競爭	versenyképességi	V	N;NOM;SG
競爭	versenyképesség	競爭	versenyképesség	V	N;NOM;SG
荒野	vadon	荒野	vad	N	
粉末	port	粉末	por	N	
親密	intim	親密	int	N	ADJ;NOM;SG
親密	meghitt	親密	meghitt	N	
義工	önkéntes	義工	önkéntes	N	
矩形	téglalap	矩形	téglalap	N	
矩形	téglalap	矩形	téglalap	N	
矩形	négyszögletes	矩形	négyszögletes	N	ADJ;NOM;SG
貪	kapzsi	貪	kapzsi	N	
貪	mohó	貪	mohó	N	
貪	kapzsi	貪	kapzsi	N	
野蠻	savage	野蠻	savag	N	
野蠻	barbár	野蠻	barbár	N	
野蠻	brutális	野蠻	brutális	N	ADJ;NOM;SG
火腿	ham	火腿	ham	N	
脆	ropogós	脆	ropogós	N	
脆	ropogós	脆	ropogós	N	
毆打	támadás	毆打	támadás		N;NOM;SG
毆打	verés	毆打	verés		N;NOM;SG
毆打	ver	毆打	ver		V;INDF;IND;SG;3;PRS;FIN;ACT
毆打	verés	毆打	verés		N;NOM;SG
暴徒	gengszter	暴徒	gengszter	N	
暴徒	csőcselék	暴徒	csőcselék	N	
壁畫	fresco	壁畫	fresco	N	
傳言	pletyka	傳言	pletyka	N	
爵士	jazz	爵士	jazz	N	
慈善	emberbarát	慈善	emberbara	PROPN	N;NOM;SG
葡萄牙	portugália	葡萄牙	portugália	PROPN	N;NOM;SG
葡萄牙	portugál	葡萄牙	portugál	PROPN	
傑克遜	jackson	傑克遜	jackson	PROPN	
原告	sértett	原告	sértett	N	V;INDF;IND;SG;3;PST;FIN;ACT
橫掃	söpörni	橫掃	söpör		V;NFIN;ACT
梵蒂	vatikáni	梵蒂	vatikáni	PROPN	
梵蒂	vatikán	梵蒂	vatikán	PROPN	
寮國	lao	寮國	lao	PROPN	
寮國	laosz	寮國	laosz	PROPN	PROPN;NOM;SG
騷亂	zavargások	騷亂	zavargás	V	N;NOM;PL
騷亂	nyugtalanság	騷亂	nyugtalanság	V	N;NOM;SG
騷亂	lázadás	騷亂	lázadás	V	N;NOM;SG
騷亂	zavargások	騷亂	zavargás	V	N;NOM;PL
亞當斯	adams	亞當斯	adams	PROPN	
立國	államiság	立國	államiság	V	N;NOM;SG
徘徊	vándorló	徘徊	vándorló	N	
夜行	éjszakai	夜行	éjszakai	N	ADJ;NOM;SG
夜行	éjjeli	夜行	éjjeli	N	
可樂	kokó	可樂	kokó	N	
摺疊	szeres	摺疊	szeres	N	
摺疊	hajtás	摺疊	hajtás	N	
摺疊	összecsukható	摺疊	összecsukható	N	ADJ;NOM;SG
不	következetlen	不	következetlen	ADV;NEG	
不	ellentmondó	不	ellentmondó	ADV;NEG	
稱	megjelölés	稱	megjelölés	V	
稱	megnevezés	稱	megnevezés	V	N;NOM;SG
稱	kijelölés	稱	kijelölés	V	N;NOM;SG
燈籠	lámpás	燈籠	lámpás	N	
受益	haszon	受益	hasz	V	N;NOM;SG
受益	előny	受益	előny	V	N;NOM;SG
樂觀	optimista	樂觀	optimista	N	
活著	élve	活著	élve	V	
活著	életben	活著	élet	V	N;IN+ESS;SG
遺留	öröksége	遺留	örökség	V	N;NOM;SG
遺留	örökség	遺留	örökség	V	N;NOM;SG
烹飪	főz	烹飪	főz	N	V;INDF;IND;SG;3;PRS;FIN;ACT
檸檬	lemon	檸檬	lemon	N	
摩登	modern	摩登	modern	PROPN	
摩登	korszerű	摩登	korszerű	PROPN	
前	példátlan	前	példátlan	N	ADJ;NOM;SG
裝修	felújított	裝修	felújított	N	V;INDF;IND;SG;3;PST;FIN;ACT
況	amellett	況	amellett	N	ADV
況	azonkívül	況	azonkívül	N	
況	emellett	況	emellett	N	ADV
叛徒	áruló	叛徒	áruló	N	
跟蹤	nyomkövető	跟蹤	nyomkövető	V	
跟蹤	követés	跟蹤	követés	V	N;NOM;SG
跟蹤	zaklatás	跟蹤	zaklatás	V	N;NOM;SG
天國	mennyben	天國	menny	N	ADV
天國	menny	天國	menny	N	
喝酒	ital	喝酒	ital	V	N;NOM;SG
喝酒	igy	喝酒	igy	V	
多樣	sokszínűség	多樣	sokszínűség	ADJ	N;NOM;SG
多樣	sokszínű	多樣	sokszínű	ADJ	
多樣	sokféleség	多樣	sokféleség	ADJ	N;NOM;SG
檀	honolulu	檀	honolulu	PROPN	N;NOM;SG
處置	megsemmisítés	處置	megsemmisítés	V	N;NOM;SG
工作	munkaállomás	工作	munkaállomás	V	N;NOM;SG
工作	munkaállomások	工作	munkaállomás	V	N;NOM;PL
草稿	tervezet	草稿	tervezet	N	
量度	mérési	量度	mérési	N	ADJ;NOM;SG
量度	mérték	量度	mér	N	
按	masszázs	按	masszázs	ADP	N;NOM;SG
按	masszázs	按	masszázs	ADP	N;NOM;SG
寶馬	bmw	寶馬	bmw	N	PROPN;NOM;SG
獵戶	orion	獵戶	orion	N	
林	erdei	林	erdei	PROPN	
林	woodland	林	woodland	PROPN	
變異	mutálódott	變異	mutálódott	N	V;INDF;IND;SG;3;PST;FIN;ACT
變異	mutáns	變異	mutáns	N	
欄位	fields	欄位	fields	N	
饒舌	rap	饒舌	rap	N	
為	miért	為	miért	ADP	ADV
煽動	izgatottság	煽動	izgatottság	V	N;NOM;SG
煽動	nyugtalanság	煽動	nyugtalanság	V	N;NOM;SG
應變	törzs	應變	törzs	V	N;NOM;SG
保養	karbantartási	保養	karbantartási	V	ADJ;NOM;SG
保養	karbantartó	保養	karbantartó	V	N;NOM;SG
保養	karbantartás	保養	karbantartás	V	N;NOM;SG
騷動	nyugtalanság	騷動	nyugtalanság	V	N;NOM;SG
騷動	felfordulás	騷動	felfordulás	V	N;NOM;SG
萃取	kivonat	萃取	kivonat	V	N;NOM;SG
壓迫	elnyomás	壓迫	elnyomás	V	N;NOM;SG
壓迫	elnyomás	壓迫	elnyomás	V	N;NOM;SG
跨度	span	跨度	span	V	
填補	töltelék	填補	töltelék	V	N;NOM;SG
木偶	báb	木偶	báb	N	
