bmw	bmw	bmw	bmw	N;INDF;MASC+FEM;SG	PROPN;NOM
panzer	panzer	panze	panzer	N;INDF;MASC+FEM;PL	ADJ
tropperne	truppen	trop	truppen	N;DEF;MASC+FEM;PL	V;NFIN
fiktion	fiktion	fiktion	fiktion	N;INDF;MASC+FEM;SG	PROPN
fiktion	fiction	fiktion	fiction	N;INDF;MASC+FEM;SG	PROPN
tibet	tibet	tibet	tiben	N;DEF;NEUT;SG	PROPN;NOM;SG
svendsen	svendsen	svends	svendsen	N;DEF;MASC+FEM;SG	N;NOM;PL
gottorp	gottorf	gottorp	gottorf	PROPN	PROPN
iversen	iversen	iversen	ivers		PROPN
særskilt	getrennt	særskilt	trennen	ADJ;INDF;SG	V;V.PTCP
særskilt	einzeln	særskilt	einzeln	ADJ;INDF;SG	
særskilt	separat	særskilt	separat	ADJ;INDF;SG	ADV
særskilt	getrennt	særskilt	trennen	ADJ;INDF;SG	V;V.PTCP
særskilt	trennen	særskilt	trennen	ADJ;INDF;SG	V;NFIN
særskilt	separat	særskilt	separat	ADJ;INDF;SG	ADV
særskilt	separate	særskilt	separat	ADJ;INDF;SG	PROPN;NOM
særskilt	getrennte	særskilt	getrennt	ADJ;INDF;SG	ADJ;NOM;FEM;PL
højdepunkt	höhepunkt	højdepunkt	höhrunkt	N;INDF;NEUT;SG	ADJ
højdepunkt	hervorheben	højdepunkt	hervorheben	N;INDF;NEUT;SG	V;NFIN
højdepunkt	highlight	højdepunkt	highlight	N;INDF;NEUT;SG	ADJ
højdepunkt	höhepunkt	højdepunkt	höhrunkt	N;INDF;NEUT;SG	ADJ
højdepunkt	gipfel	højdepunkt	gipfel	N;INDF;NEUT;SG	ADV
højdepunkt	peak	højdepunkt	peak	N;INDF;NEUT;SG	
højdepunkt	spitze	højdepunkt	spitz	N;INDF;NEUT;SG	ADJ
varighed	zeitraum	varighed	zeitraum	N;INDF;MASC+FEM;SG	ADV
varighed	laufzeit	varighed	laufzeit	N;INDF;MASC+FEM;SG	ADJ
varighed	zeitdauer	varighed	zeitdauer	N;INDF;MASC+FEM;SG	
varighed	dauer	varighed	dauer	N;INDF;MASC+FEM;SG	
pseudonym	pseudonym	pseudonym	pseudonym	N;INDF;NEUT;SG	ADJ
formodes	vermutlich	formode	vermutlich	V;PRS;NFIN;PASS	ADJ
formodes	mutmaßliche	formode	mutmaßlich	V;PRS;NFIN;PASS	ADJ;NOM;FEM;PL
formodes	vermutete	formode	vermuten	V;PRS;NFIN;PASS	V;IND;SG;3;PST;FIN
altertavle	altar	altertavle	altar	N;INDF;MASC+FEM;SG	ADV
kommunistisk	kommunismus	kommunistisk	kommunismus	ADV	PROPN
kommunistisk	kommunist	kommunistisk	kommunist	ADV	ADJ
kommunistisk	kommunistischen	kommunistisk	kommunistisch	ADV	ADJ;NOM;MASC;PL
kommunistisk	kommunistische	kommunistisk	kommunistisch	ADV	ADJ;NOM;FEM;PL
kommunistisk	kommunisten	kommunistisk	kommunist	ADV	N;PL
sko	schuh	sko	schehen	N;INDF;MASC+FEM;PL	N;SG
sko	schuhen	sko	schahen	N;INDF;MASC+FEM;PL	V;NFIN
sko	schuhe	sko	schah	N;INDF;MASC+FEM;PL	ADJ;NOM
sko	schuh	sko	schehen	N;INDF;MASC+FEM;PL	N;SG
sko	schuhe	sko	schah	N;INDF;MASC+FEM;PL	ADJ;NOM
bakken	anhöhe	bakke	anhöhe	N;DEF;MASC+FEM;SG	ADJ
bakken	berg	bakke	berg	N;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG
bakken	hill	bakke	hallen	N;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG
bakken	hügel	bakke	hügeln	N;DEF;MASC+FEM;SG	
simpelt	einfach	simpel	einfach	ADJ	ADV
ikast	ikast	ikast	ikast		
standarder	normen	standarder	normen	N;INDF;MASC+FEM;PL	V;NFIN
opererer	betriebssystem	operere	betriebssystem	V;IND;PRS;FIN;ACT	ADJ
mælk	milchprodukte	mælk	milchprodukt	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
mælk	muttermilch	mælk	muttermilch	N;INDF;MASC+FEM;SG	PROPN
mælk	milch	mælk	milch	N;INDF;MASC+FEM;SG	
færge	shuttle	færge	shuttle	N;INDF;MASC+FEM;SG	
færge	pendelverkehr	færge	pendelverkehr	N;INDF;MASC+FEM;SG	ADJ
færge	fähren	færge	fähren	N;INDF;MASC+FEM;SG	V;NFIN
færge	fährhafen	færge	fährhafen	N;INDF;MASC+FEM;SG	
track	track	track	track		
intelligens	intelligenz	intellig	intelligenz	N;GEN;INDF;MASC+FEM;SG	ADJ
intelligens	geheimdienst	intellig	geheimdienst	N;GEN;INDF;MASC+FEM;SG	PROPN;NOM;SG
intelligens	nachrichtendienst	intellig	nachrichtendienst	N;GEN;INDF;MASC+FEM;SG	ADJ
eastwood	eastwood	eastwood	eastwood		PROPN;NOM;SG
virus	virus	virus	virus	N;INDF;MASC+FEM;SG	
virus	viren	virus	viren	N;INDF;MASC+FEM;SG	N;NOM;PL
virus	viren	virus	viren	N;INDF;MASC+FEM;SG	N;NOM;PL
marcel	marcel	marcel	marcel		PROPN;NOM;MASC;SG
leonard	leonhard	leonard	leonhard		PROPN;NOM;SG
leonard	leonard	leonard	leonard		PROPN;NOM;SG
halle	halle	halle	hallen	N;INDF;MASC+FEM;SG	
birger	birger	birger	birger	N;INDF;MASC+FEM;PL	PROPN
seattle	seattle	seattle	seattle		PROPN;NOM;SG
mozart	mozarts	mozart	mozarts		PROPN;NOM;MASC;SG
mozart	mozart	mozart	mozart		PROPN
adm	adm	adm	adm	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
korstog	kreuzzug	korstog	kreuzzug	N;INDF;NEUT;SG	PROPN
korstog	kreuzzüge	korstog	kreuzzüg	N;INDF;NEUT;SG	
korstog	kreuzzug	korstog	kreuzzug	N;INDF;NEUT;SG	PROPN
evil	böse	evil	böse		
evil	böses	evil	böses		N;NOM;NEUT;SG
evil	übel	evil	übel		ADV
evil	bösen	evil	böse		PROPN
dylan	dylan	dylan	dylan		PROPN;NOM;MASC;SG
vision	visionen	vision	vision	N;INDF;MASC+FEM;SG	N;NOM;PL
vision	leitbild	vision	leitbild	N;INDF;MASC+FEM;SG	
vision	vision	vision	vision	N;INDF;MASC+FEM;SG	
slagmarken	schlachtfeld	slagmark	schlachtfeld	N;DEF;MASC+FEM;SG	ADJ
gæst	besuch	gæst	besuchen	N;INDF;MASC+FEM;SG	V;IND;SG;3;PST;FIN
gæst	besuchern	gæst	besuchern	N;INDF;MASC+FEM;SG	V;NFIN
gæst	besucher	gæst	besucher	N;INDF;MASC+FEM;SG	
gæst	gästezimmer	gæst	gästezimmer	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
gæst	gäste	gæst	gesen	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
gæst	gast	gæst	gast	N;INDF;MASC+FEM;SG	
statsborger	bürger	statsborger	bürger	ADJ;INDF;MASC+FEM;SG	
statsborger	bürgerrechte	statsborger	bürgerrecht	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
definerer	definition	definere	definition	V;IND;PRS;FIN;ACT	ADJ
ugift	unverheiratet	ugift	unverheiratet	N;INDF;MASC+FEM;SG	ADJ
vestindien	karibik	vestindie	karibik	N;DEF;MASC+FEM;SG	PROPN
siddepladser	sitzplatz	siddeplads	sitzplatz	N;INDF;MASC+FEM;PL	ADJ
siddepladser	sitze	siddeplads	sitzen	N;INDF;MASC+FEM;PL	
siddepladser	sitzplätze	siddeplads	sitzplatz	N;INDF;MASC+FEM;PL	
idéer	vorstellungen	idé	vorstellingen	N;INDF;MASC+FEM;PL	V;NFIN
idéer	ideen	idé	ide	N;INDF;MASC+FEM;PL	V;NFIN
zulu	zulu	zulu	zulu		PROPN;NOM;MASC;SG
begivenhederne	ereignisse	begivenhed	ereignis	N;DEF;MASC+FEM;PL	ADJ;NOM;PL
økonom	ökonom	økonom	ökonom	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
økonom	ökonomen	økonom	ökonom	N;INDF;MASC+FEM;SG	
økonom	wirtschaftswissenschaftler	økonom	wirtschaftswissenschaftler	N;INDF;MASC+FEM;SG	ADJ
beat	beat	beat	beaten	N;INDF;NEUT;SG	PROPN;SG
beat	schlag	beat	schlagen	N;INDF;NEUT;SG	
beat	schlagen	beat	schlagen	N;INDF;NEUT;SG	V;NFIN
beat	takt	beat	takt	N;INDF;NEUT;SG	ADJ
gradvis	allmähliche	gradvis	allmählich	ADV	ADJ;NOM;FEM;PL
gradvis	progressiv	gradvis	progressiv	ADV	ADJ
gradvis	schrittweise	gradvis	schrittweise	ADV	ADJ
gradvis	allmählich	gradvis	allmählich	ADV	ADJ
gradvis	allmählich	gradvis	allmählich	ADV	ADJ
gradvis	schrittweise	gradvis	schrittweise	ADV	ADJ
gradvis	progressiv	gradvis	progressiv	ADV	ADJ
gradvis	progressiven	gradvis	progressiv	ADV	ADJ
gradvis	schrittweise	gradvis	schrittweise	ADV	ADJ
gradvis	progressive	gradvis	progressiv	ADV	ADJ;NOM;FEM;PL
gradvis	fortschrittlich	gradvis	fortschrittlich	ADV	ADJ
winter	wintersaison	winter	wintersaison		ADJ
winter	winter	winter	winter		N
vinden	windenergie	vind	windenergie	N;DEF;MASC+FEM;SG	PROPN
vinden	windkraft	vind	windkrafen	N;DEF;MASC+FEM;SG	PROPN
vinden	wind	vind	wind	N;DEF;MASC+FEM;SG	ADV
gert	gert	gern	gert		PROPN;NOM;MASC;SG
peace	friede	peace	friede		PROPN;SG
peace	peace	peace	peace		PROPN;NOM;SG
peace	frieden	peace	frieden		
peace	friedens	peace	friedens		
ralph	ralph	ralph	ralph		PROPN;SG
mare	mare	mare	maren	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
mare	stute	mare	stut	N;INDF;MASC+FEM;SG	
percussion	percussion	percussion	percussion	N;INDF;MASC+FEM;SG	PROPN
percussion	schlagzeug	percussion	schlagzeug	N;INDF;MASC+FEM;SG	ADJ
matcher	übereinstimmungen	matcher	übereinstimmung	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
matcher	spiele	matcher	spiel	V;IND;PRS;FIN;ACT	N;NOM;NEUT;PL
matcher	treffer	matcher	treffer	V;IND;PRS;FIN;ACT	
matcher	passender	matcher	passend	V;IND;PRS;FIN;ACT	ADJ
matcher	abgleich	matcher	abgleich	V;IND;PRS;FIN;ACT	ADJ
matcher	passenden	matcher	passend	V;IND;PRS;FIN;ACT	ADJ
matcher	spiel	matcher	spielen	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
matcher	streichholz	matcher	streichholz	V;IND;PRS;FIN;ACT	ADJ
matcher	übereinstimmung	matcher	übereinstimmung	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
matcher	treffer	matcher	treffer	V;IND;PRS;FIN;ACT	
matcher	match	matcher	match	V;IND;PRS;FIN;ACT	PROPN
novelle	novelle	novel	novell	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
ejeren	besitzer	ejer	besitzer	N;DEF;MASC+FEM;SG	ADJ
ejeren	inhaber	ejer	inhaber	N;DEF;MASC+FEM;SG	ADV
ejeren	eigentümerin	ejer	eigentümerin	N;DEF;MASC+FEM;SG	ADJ
ejeren	eigentümer	ejer	eigentüm	N;DEF;MASC+FEM;SG	ADJ
ejeren	vermieter	ejer	vermieter	N;DEF;MASC+FEM;SG	
grethe	grethe	grethe	grethe	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
vedrører	anliegen	vedrøre	anliegen	V;IND;PRS;FIN;ACT	
tilbyde	angebot	tilbyde	anpieten	V;NFIN;ACT	N;NOM;NEUT;SG
fejlagtigt	irrtümlich	fejlagtigt	irrtümlich	ADV	ADJ
hope	hoffen	hope	hoffen		V;NFIN
hope	hoffnung	hope	hoffnung		
hope	hoffe	hope	hoffen		
hope	hope	hope	hopen		PROPN
regelmæssigt	regulär	regelmæssigt	regulär	ADV	ADJ
regelmæssigt	regelmäßige	regelmæssigt	regelmäßig	ADV	ADJ;NOM;FEM;PL
regelmæssigt	regelmässig	regelmæssigt	regelmäßig	ADV	ADJ
regelmæssigt	regelmäßig	regelmæssigt	regelmäßig	ADV	ADJ
regelmæssigt	regulär	regelmæssigt	regulär	ADV	ADJ
regelmæssigt	regelmäßige	regelmæssigt	regelmäßig	ADV	ADJ;NOM;FEM;PL
regelmæssigt	reguläre	regelmæssigt	regulär	ADV	ADJ;NOM;FEM;PL
regelmæssigt	regelmäßiger	regelmæssigt	regelmäßig	ADV	ADJ
regelmæssigt	regelmäßig	regelmæssigt	regelmäßig	ADV	ADJ
rigdom	vermögen	rigdom	vermögen	N;INDF;MASC+FEM;SG	
rigdom	wohlstand	rigdom	wohlstehen	N;INDF;MASC+FEM;SG	
rigdom	reichtum	rigdom	reichtum	N;INDF;MASC+FEM;SG	ADJ
rigdom	reichtümer	rigdom	reichtüm	N;INDF;MASC+FEM;SG	ADJ
rigdom	reichtum	rigdom	reichtum	N;INDF;MASC+FEM;SG	ADJ
nævne	erwähnung	nævne	Erwähnung	V;NFIN;ACT	N;NOM;FEM;SG
renæssance	renaissance	renæssance	renaissanc	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
finansieret	finanzierten	finansiere	finanzieren	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
akt	handeln	akt	handeln	N;INDF;MASC+FEM;SG	V;NFIN
akt	rechtsakt	akt	rechtsakt	N;INDF;MASC+FEM;SG	ADJ
akt	act	akt	act	N;INDF;MASC+FEM;SG	PROPN
struensee	struensee	struense	struensee	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
personale	personalabteilung	personal	personalabteilung	ADJ;PL	N;NOM;FEM;SG
personale	staff	personal	staff	ADJ;PL	
kaster	pitching	kaste	pitching	V;IND;PRS;FIN;ACT	
halvkugle	hemisphäre	halvkugle	hemisphäre	N;INDF;MASC+FEM;SG	
halen	heck	han	heck	N;DEF;MASC+FEM;SG	ADJ
halen	verfolger	han	verfolger	N;DEF;MASC+FEM;SG	
theol	theol	theol	theol	N;INDF;NEUT;SG	PROPN
happy	gerne	happy	gerne		ADV
happy	fröhlich	happy	fröhlich		ADJ
happy	happy	happy	happy		PROPN;SG
happy	glücklich	happy	glücklich		ADJ
happy	zufrieden	happy	zufrieden		ADJ
ansøgning	bewerbung	ansøgning	bewerbung	N;INDF;MASC+FEM;SG	
ansøgning	bewerbungen	ansøgning	bewerbungen	N;INDF;MASC+FEM;SG	V;V.PTCP
ansøgning	bewerbung	ansøgning	bewerbung	N;INDF;MASC+FEM;SG	
ansøgning	applikationen	ansøgning	applikationen	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
ansøgning	anwendungen	ansøgning	anwendung	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
ansøgning	anwendungsgebiete	ansøgning	anwendungsgebiet	N;INDF;MASC+FEM;SG	ADJ
vagn	vagn	vagn	vögnen		
sangere	sängerin	sangere	sängerin	N;INDF;MASC+FEM;PL	ADJ
sangere	sänger	sangere	sang	N;INDF;MASC+FEM;PL	ADJ
command	kommandos	command	kommandos		
command	befehl	command	befehl		N;ACC;MASC;SG
command	befehle	command	befehlen		
command	kommando	command	kommando		N;NOM;NEUT;SG
command	befehlen	command	befehlen		V;NFIN
joakim	joakim	joakim	joakim		PROPN;NOM;MASC;SG
joakim	scrooge	joakim	scrooge		
kammer	chamber	kamme	chamber	N;INDF;MASC+FEM;SG	
kammer	saal	kamme	saalen	N;INDF;MASC+FEM;SG	ADV
hemmelig	geheimnis	hemmelig	geheimnis	ADJ;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
hemmelig	secret	hemmelig	secren	ADJ;INDF;MASC+FEM;SG	PROPN;SG
bue	bogen	bue	biegen	N;INDF;MASC+FEM;SG	
bue	arc	bue	arc	N;INDF;MASC+FEM;SG	
bue	bogen	bue	biegen	N;INDF;MASC+FEM;SG	
bue	arch	bue	arch	N;INDF;MASC+FEM;SG	
bue	bogen	bue	biegen	N;INDF;MASC+FEM;SG	
bue	schleife	bue	schleife	N;INDF;MASC+FEM;SG	ADJ;NOM
bue	beugen	bue	beugen	N;INDF;MASC+FEM;SG	V;NFIN
bue	bug	bue	bugen	N;INDF;MASC+FEM;SG	
bue	bow	bue	bow	N;INDF;MASC+FEM;SG	PROPN
christoph	christoph	christoph	christoph	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
værksted	garage	værksted	garage	N;INDF;NEUT;SG	
værksted	garagen	værksted	garagen	N;INDF;NEUT;SG	N;NOM;FEM;PL
værksted	tiefgarage	værksted	tiefgarage	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
værksted	parkhaus	værksted	parkhaus	N;INDF;NEUT;SG	PROPN
værksted	workshop	værksted	workshop	N;INDF;NEUT;SG	
værksted	workshops	værksted	workshops	N;INDF;NEUT;SG	
værksted	werkstätten	værksted	werkstätten	N;INDF;NEUT;SG	V;NFIN
udtalelser	gutachten	udtalelse	gutacht	N;INDF;MASC+FEM;PL	V;NFIN
udtalelser	stellungnahmen	udtalelse	stellungnahmen	N;INDF;MASC+FEM;PL	V;NFIN
udtalelser	meinungen	udtalelse	meinungen	N;INDF;MASC+FEM;PL	V;NFIN
udtalelser	meinung	udtalelse	meinung	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
udtalelser	erklärungen	udtalelse	erklärung	N;INDF;MASC+FEM;PL	V;NFIN
udtalelser	anweisungen	udtalelse	anweisungen	N;INDF;MASC+FEM;PL	V;NFIN
udtalelser	aussagen	udtalelse	aussagen	N;INDF;MASC+FEM;PL	V;NFIN
simpsons	simpsons	simpsons	simpsons	N;GEN;INDF;MASC+FEM;SG	PROPN;NOM;SG
simpsons	simpsons	simpsons	simpsons	N;GEN;INDF;MASC+FEM;SG	PROPN;NOM;SG
simpsons	simpson	simpsons	simpson	N;GEN;INDF;MASC+FEM;SG	PROPN;SG
weekend	wochenende	weekend	wochenend	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
weekend	weekend	weekend	weekend	N;INDF;MASC+FEM;SG	ADJ
weekend	wochenenden	weekend	wochenenden	N;INDF;MASC+FEM;SG	ADJ
weekend	wochenend	weekend	wochenend	N;INDF;MASC+FEM;SG	ADJ
sætninger	sätze	sætning	satzen	N;INDF;MASC+FEM;PL	
sætninger	ausdrücke	sætning	ausdrücken	N;INDF;MASC+FEM;PL	
sætninger	sätze	sætning	satzen	N;INDF;MASC+FEM;PL	
sætninger	sätzen	sætning	sätzen	N;INDF;MASC+FEM;PL	V;NFIN
wta	wta	wta	wta	N;INDF;MASC+FEM;SG	
bryggeri	brauereien	bryggeri	brauereien	N;INDF;NEUT;SG	N;NOM;FEM;PL
bryggeri	brauerei	bryggeri	brauerei	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
bryggeri	brewer	bryggeri	brewer	N;INDF;NEUT;SG	PROPN;SG
bryggeri	brauerei	bryggeri	brauerei	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
madison	madison	madison	madison		PROPN;NOM;SG
pulje	zusammenlegen	pulje	zusammenlegen	N;INDF;MASC+FEM;SG	V;NFIN
pulje	bündeln	pulje	bündeln	N;INDF;MASC+FEM;SG	V;NFIN
pulje	freibad	pulje	freibaden	N;INDF;MASC+FEM;SG	
pulje	schwimmbad	pulje	schwimmbad	N;INDF;MASC+FEM;SG	ADJ
pulje	schwimmbecken	pulje	schwimmbecken	N;INDF;MASC+FEM;SG	V;NFIN
pulje	pool	pulje	pool	N;INDF;MASC+FEM;SG	
sørger	trauer	sørge	trau	V;IND;PRS;FIN;ACT	ADJ
sørger	trauernde	sørge	trauernd	V;IND;PRS;FIN;ACT	ADJ;NOM;FEM;SG
sørger	trauer	sørge	trau	V;IND;PRS;FIN;ACT	ADJ
atlético	atlético	atlético	atlético	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
tilsyn	aufsicht	tilsyn	aufsichen	N;INDF;NEUT;SG	
tilsyn	beaufsichtigung	tilsyn	Beaufsichtigung	N;INDF;NEUT;SG	ADJ
tilsyn	kontrolle	tilsyn	kontroll	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
blom	blom	blom	blom	N;INDF;MASC+FEM;SG	PROPN;SG
helium	helium	helium	helium	N;INDF;NEUT;SG	
brugernavn	benutzernamen	brugernavn	benutzernamen	N;INDF;NEUT;SG	ADJ
brugernavn	benutzername	brugernavn	benutzername	N;INDF;NEUT;SG	ADJ
brugernavn	nutzernamen	brugernavn	nutzernam	N;INDF;NEUT;SG	V;NFIN
indtaget	einnahme	indtage	einnehmen	V;INDF;SG;PST;V.PTCP	
indtaget	zufuhr	indtage	zufuhr	V;INDF;SG;PST;V.PTCP	N;SG
indtaget	nahrungsaufnahme	indtage	nahrungsaufnahme	V;INDF;SG;PST;V.PTCP	N;NOM;FEM;SG
indtaget	aufgenommene	indtage	aufgenommen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;SG
indtaget	verbrauchte	indtage	verbrauchen	V;INDF;SG;PST;V.PTCP	ADJ;SG
crash	abstürzen	crash	abstürzen	N;INDF;MASC+FEM;SG	V;NFIN
crash	abgestürzt	crash	abstürzen	N;INDF;MASC+FEM;SG	V;V.PTCP
crash	crash	crash	crash	N;INDF;MASC+FEM;SG	
glimrende	ausgezeichnet	glimrende	auszeichnen	ADJ	V;V.PTCP
devil	teufel	devil	teufel		
devil	devil	devil	devil		PROPN;NOM;MASC;SG
devil	teufels	devil	teufels		
ungdoms	jugendlichen	ungdom	jugendlich	N;GEN;INDF;MASC+FEM;SG	ADJ
ungdoms	jugend	ungdom	jugend	N;GEN;INDF;MASC+FEM;SG	ADJ
ungdoms	jugendliche	ungdom	jugendlich	N;GEN;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
søgning	durchsuchen	søgning	durchsuchen	N;INDF;MASC+FEM;SG	V;NFIN
søgning	suchmaschine	søgning	suchmaschine	N;INDF;MASC+FEM;SG	ADJ
søgning	suchbegriff	søgning	suchbegreifen	N;INDF;MASC+FEM;SG	ADJ
søgning	suchen	søgning	suchen	N;INDF;MASC+FEM;SG	V;NFIN
søgning	suchen	søgning	suchen	N;INDF;MASC+FEM;SG	V;NFIN
evolution	evolution	evolution	evolution	N;INDF;MASC+FEM;SG	PROPN
evolution	entwicklungen	evolution	entwicklung	N;INDF;MASC+FEM;SG	V;NFIN
husene	landhäuser	hus	landhaus	N;DEF;NEUT;PL	ADJ
husene	ferienhäuser	hus	ferienhaus	N;DEF;NEUT;PL	ADJ
husene	haus	hus	haus	N;DEF;NEUT;PL	N;NOM;NEUT;SG
vidne	zeuge	vidne	zeuge	N;INDF;NEUT;SG	
vidne	zeugen	vidne	zeugen	N;INDF;NEUT;SG	V;NFIN
vidne	zeugin	vidne	zeugin	N;INDF;NEUT;SG	
vidne	bezeugen	vidne	bezeugen	N;INDF;NEUT;SG	V;NFIN
ombord	onboard	ombord	onboard	ADV	
ombord	bord	ombord	bord	ADV	N;NOM;NEUT;SG
seksuel	sexuelle	seksuel	sexuell	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
foretrak	bevorzugter	foretrak	bevorzugt	V;IND;PST;FIN;ACT	ADJ
foretrak	bevorzugte	foretrak	bevorzugt	V;IND;PST;FIN;ACT	ADJ;SG
foretrak	bevorzugt	foretrak	bevorzugen	V;IND;PST;FIN;ACT	ADJ
beskeden	mitteilung	beskeden	mitteilung	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
beskeden	nachrichten	beskeden	nachrichten	ADJ;INDF;MASC+FEM;SG	V;NFIN
beskeden	bescheidene	beskeden	bescheiden	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
zar	zaren	zar	zaren	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
zar	zar	zar	zar	N;INDF;MASC+FEM;SG	
zar	zaren	zar	zaren	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
zar	zar	zar	zar	N;INDF;MASC+FEM;SG	
lead	vorsprung	lead	vorsprung		ADV
lead	führen	lead	führen		V;NFIN
lead	blei	lead	blei		
krydsere	kreuzer	krydser	kreuzer	N;INDF;NEUT;PL	ADJ
vinderne	gewinnern	vinde	gewinnern	N;DEF;MASC+FEM;PL	V;NFIN
vinderne	sieger	vinde	sieger	N;DEF;MASC+FEM;PL	
vinderne	preisträger	vinde	preisträg	N;DEF;MASC+FEM;PL	ADJ
vinderne	gewinner	vinde	gewinner	N;DEF;MASC+FEM;PL	
montana	montana	montana	montana		PROPN;NOM;SG
brock	brock	brock	brock	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
falsk	false	falsk	falsen	ADJ;INDF;SG	PROPN
falsk	falsche	falsk	falsch	ADJ;INDF;SG	ADJ;NOM;FEM;PL
falsk	gefälscht	falsk	fälschen	ADJ;INDF;SG	V;V.PTCP
falsk	fake	falsk	faklen	ADJ;INDF;SG	
nash	nash	nash	nash	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
pil	pfeile	pil	pfeil	V;IMP	
pil	pfeil	pil	pfeil	V;IMP	
pil	arrow	pil	arrow	V;IMP	PROPN;NOM;MASC;SG
hald	hald	hald	hald		
mhz	mhz	mhz	mhz	N;INDF;MASC+FEM;SG	
monarki	monarchie	monarki	monarchie	N;INDF;NEUT;SG	PROPN
moral	moral	moral	moral	N;INDF;MASC+FEM;SG	
moral	moralischer	moral	moralisch	N;INDF;MASC+FEM;SG	ADJ
moral	moralische	moral	moralisch	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
moral	moral	moral	moral	N;INDF;MASC+FEM;SG	
moral	moralisch	moral	moralisch	N;INDF;MASC+FEM;SG	ADJ
moral	moralischen	moral	moralisch	N;INDF;MASC+FEM;SG	ADJ;ACC;SG
moral	moral	moral	moral	N;INDF;MASC+FEM;SG	
moral	sitten	moral	sitten	N;INDF;MASC+FEM;SG	
moral	moral	moral	moral	N;INDF;MASC+FEM;SG	
gilbert	gilbert	gilbert	gilbern	N;INDF;MASC+FEM;SG	PROPN
sandsynlighed	wahrscheinlichkeit	sandsynlighed	wahrscheinlichkeit	N;INDF;MASC+FEM;SG	ADJ
sandsynlighed	wahrscheinlichkeit	sandsynlighed	wahrscheinlichkeit	N;INDF;MASC+FEM;SG	ADJ
sandsynlighed	wahrscheinlichkeiten	sandsynlighed	wahrscheinlichkeiten	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
håbede	hoffnung	håbe	hoffnung	V;IND;PST;FIN;ACT	
håbede	hofft	håbe	hoffen	V;IND;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
håbede	hoffe	håbe	hoffen	V;IND;PST;FIN;ACT	
dokumenteret	belegt	dokumenteret	belegen	V;INDF;SG;PST;V.PTCP	ADJ;V.PTCP
dokumenteret	belegt	dokumenteret	belegen	V;INDF;SG;PST;V.PTCP	ADJ;V.PTCP
kosovo	serbien	kosovo	Serbien	PROPN	
kosovo	kosovo	kosovo	kosovo	PROPN	PROPN;NOM;SG
nacional	nacional	nacional	nacional		PROPN
afvikles	besiedelt	afvikle	besiedeln	V;IND;PRS;FIN;PASS	ADJ;V.PTCP
strengt	streng	strengt	streng	ADV	ADJ
strengt	strenger	strengt	streng	ADV	ADJ
strengt	strikte	strengt	strikt	ADV	ADJ;SG
strengt	strengen	strengt	streng	ADV	ADJ
strengt	strenge	strengt	streng	ADV	ADJ;NOM;FEM;PL
strengt	streng	strengt	streng	ADV	ADJ
strengt	strikt	strengt	strikt	ADV	ADJ
torino	torino	torino	torino	PROPN	PROPN;NOM;SG
torino	turin	torino	turin	PROPN	PROPN;SG
