estructural	מבנית	estructural	מבנית	ADJ;SG	ADV
pilares	עמודי	pilar	עמוד	N;MASC;PL	PROPN
guarnición	גאריסון	guarnición	גאריסון	N;FEM;SG	PROPN
guarnición	גריסון	guarnición	גריסון	N;FEM;SG	
edwards	אדוארדס	edwards	אדוארדס	PROPN	PROPN
fábricas	מילס	fábrica	מילס	N;FEM;PL	PROPN
fábricas	מפעל	fábrica	מפעל	N;FEM;PL	N;MASC;SG
fábricas	חרושת	fábrica	חרושת	N;FEM;PL	N;FEM;SG
fábricas	המפעל	fábrica	המפעל	N;FEM;PL	PROPN
roman	רומן	romar	רומן	N	PROPN
roman	רומי	romar	רומי	N	PROPN
oliva	זית	oliva	זית	N;FEM;SG	
oliva	אוליב	oliva	אוליב	N;FEM;SG	PROPN
conservadores	שמרני	conservador	שמרני	N;MASC;PL	ADJ;MASC;SG
conservadores	שמרנית	conservador	שמרני	N;MASC;PL	ADV
conservadores	שמרן	conservador	שמרן	N;MASC;PL	ADJ;MASC;SG
secos	יבשים	seco	יבש	ADJ;MASC;PL	N;MASC;PL
secos	יבש	seco	יבש	ADJ;MASC;PL	
secos	יבשה	seco	יבשה	ADJ;MASC;PL	N;FEM;SG
secos	התייבש	seco	התייבש	ADJ;MASC;PL	V;SG;3;PST
secos	מיובש	seco	מיובש	ADJ;MASC;PL	V;MASC;SG;V.PTCP;PASS
secos	מיובשת	seco	יובש	ADJ;MASC;PL	V;FEM;SG;V.PTCP;PASS
escape	הפליטה	escape	הפליט	N;MASC;SG	V;FEM;SG;3;PST;ACT
escape	לברוח	escape	ברח	N;MASC;SG	V;NFIN;ACT
shakespeare	שייקספיר	shakespeare	שייקספיר	N	PROPN
marín	מארין	marín	מארין	N;MASC;SG	PROPN
marín	מרין	marín	מרין	N;MASC;SG	PROPN
für	für	für	für	PROPN	PROPN
under	תחת	under	תחת	PROPN	ADP
under	מתחת	under	מתחת	PROPN	ADP
cap	קאפ	cap	קאפ		PROPN
cap	כובע	cap	כובע		N;MASC;SG
desarrollados	פיתח	desarrollado	פיתח	ADJ;MASC;PL;V.PTCP	N;MASC;SG
desarrollados	התפתח	desarrollado	התפתח	ADJ;MASC;PL;V.PTCP	V;MASC;SG;3;PST
desarrollados	מפותחת	desarrollado	מפותח	ADJ;MASC;PL;V.PTCP	PROPN
desarrollados	התפתחה	desarrollado	התפתח	ADJ;MASC;PL;V.PTCP	V;FEM;SG;3;PST
baños	רחצה	baño	רחצה	N;MASC;PL	N;FEM;SG
baños	אמבטיה	baño	אמבטיה	N;MASC;PL	N;FEM;SG
baños	אמבט	baño	אמבט	N;MASC;PL	
baños	מקלחת	baño	מקלחת	N;MASC;PL	N;FEM;SG
alternativas	חלופה	alternativa	חלופה	N;FEM;PL	N;FEM;SG
logro	הישגים	logro	הישג	N;MASC;SG	N;MASC;PL
entiende	מבינה	entender	מבין	V;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP;ACT
entiende	מבין	entender	מבין	V;IND;SG;3;PRS;FIN	ADP
profundamente	עמוקות	profundamente	עמוק	ADV	ADJ;FEM;PL
fresco	רענן	fresco	רענן	ADJ;MASC;SG	PROPN
fresco	טרי	fresco	טרי	ADJ;MASC;SG	
fresco	טריות	fresco	טרייה	ADJ;MASC;SG	N;FEM;PL
fresco	טריים	fresco	טרי	ADJ;MASC;SG	ADJ;MASC;PL
fresco	רעננה	fresco	רעננה	ADJ;MASC;SG	PROPN
fresco	פרסקו	fresco	פרסק	ADJ;MASC;SG	PROPN
nacionalismo	לאומיות	nacionalismo	לאומיות	N;MASC;SG	N;FEM;PL
cruzar	חציית	cruzar	חצייה	V;NFIN	N;PSSD;FEM;SG
adulto	בוגרת	adulto	בוגר	ADJ;MASC;SG	N;FEM;SG
adulto	בוגר	adulto	בוגר	ADJ;MASC;SG	
geográficas	גיאוגרפי	geográfico	גיאוגרפי	ADJ;FEM;PL	PROPN
geográficas	גיאוגרפי	geográfico	גיאוגרפי	ADJ;FEM;PL	PROPN
responder	תגיבו	responder	תגיב	V;NFIN	PROPN
responder	תשובה	responder	תשובה	V;NFIN	N;FEM;SG
responder	תשובה	responder	תשובה	V;NFIN	N;FEM;SG
responder	השב	responder	השב	V;NFIN	
hermosa	יפה	hermoso	יפה	ADJ;FEM;SG	
hermosa	יפים	hermoso	יפה	ADJ;FEM;SG	ADJ;MASC;PL
hermosa	יפות	hermoso	יפה	ADJ;FEM;SG	ADJ;FEM;PL
hermosa	מהממת	hermoso	מהממה	ADJ;FEM;SG	V;FEM;SG;V.PTCP;ACT
hermosa	מהמם	hermoso	הימם	ADJ;FEM;SG	PROPN
propiamente	נאות	propiamente	None	ADV	
propiamente	יאה	propiamente	יאה	ADV	
electrónicos	אלקטרוניקה	electrónico	אלקטרוניקה	ADJ;MASC;PL	N;FEM;SG
electrónicos	אלקטרונית	electrónico	אלקטרוני	ADJ;MASC;PL	ADV
electrónicos	אלקטרוני	electrónico	אלקטרוני	ADJ;MASC;PL	ADJ;MASC;SG
galaxia	גלקסי	galaxia	גלקסי	N;FEM;SG	PROPN
galaxia	הגלקסיה	galaxia	הגלקסיה	N;FEM;SG	PROPN
age	הגיל	age	הגיל	N	ADV
cubiertas	מכוסה	cubierto	מכוסה	ADJ;FEM;PL;V.PTCP	ADJ;MASC;SG
cubiertas	מקורה	cubierto	קורה	ADJ;FEM;PL;V.PTCP	PROPN
cubiertas	כיסה	cubierto	כיסה	ADJ;FEM;PL;V.PTCP	V;MASC;SG;3;PST;ACT
cubiertas	כיסויי	cubierto	כיסוי	ADJ;FEM;PL;V.PTCP	N;PSSD;MASC;PL
cubiertas	מכסה	cubierto	כיסה	ADJ;FEM;PL;V.PTCP	V;FEM;SG;V.PTCP;ACT
cubiertas	הסיפונים	cubierto	הסיפון	ADJ;FEM;PL;V.PTCP	N;MASC;PL
existió	קיים	existir	קיים	V;IND;SG;3;PST;FIN	ADJ;MASC;SG
abu	אבו	abu	אבו	N;MASC;SG	PROPN
lázaro	לאסרו	lázaro	לאסרו	N;MASC;SG	PROPN
lázaro	לזרוס	lázaro	בלזרוס	N;MASC;SG	PROPN
wolf	וולף	wolf	וולף	N	PROPN
wolf	זאב	wolf	זאב	N	PROPN
certificado	מוסמכת	certificado	הוסמך	ADJ;MASC;SG;V.PTCP	V;FEM;SG;V.PTCP;PASS
certificado	מוסמך	certificado	מוסמך	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP;PASS
certificado	מורשה	certificado	מורשה	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP;PASS
certificado	תעודה	certificado	תעודה	ADJ;MASC;SG;V.PTCP	N;FEM;SG
vigor	האון	vigor	האון	N;MASC;SG	PROPN
rita	ריטה	rita	ריטה	N;FEM;SG	PROPN
uss	uss	us	uss	N;MASC;SG	
escándalo	סקנדל	escándalo	סקנדל	N;MASC;SG	PROPN
escándalo	שערוריות	escándalo	שערורי	N;MASC;SG	N;FEM;PL
tanque	מיכל	tanque	מיכל	N;MASC;SG	
sólido	מוצק	sólido	הוצק	ADJ;MASC;SG	V;MASC;SG;V.PTCP;PASS
sólido	מוצקה	sólido	הוצק	ADJ;MASC;SG	V;FEM;SG;V.PTCP;PASS
kiev	קייב	kiev	קייב	PROPN	PROPN
serpiente	סנייק	serpiente	סנייק	N;FEM;SG	PROPN
serpiente	נחש	serpiente	נחש	N;FEM;SG	
serpiente	נחש	serpiente	נחש	N;FEM;SG	
testigos	עדה	testigo	עדה	N;MASC;PL	
testigos	העד	testigo	העד	N;MASC;PL	
economista	כלכלן	economista	כלכלן	N;SG	PROPN
submarino	סאב	submarino	סאב	N;MASC;SG	PROPN
submarino	תת	submarino	תת	N;MASC;SG	ADV
códigos	קוד	código	קוד	N;MASC;PL	
códigos	צופן	código	צפן	N;MASC;PL	N;MASC;SG
códigos	קוד	código	קוד	N;MASC;PL	
prevención	מונעת	prevención	מנע	N;FEM;SG	V;FEM;SG;V.PTCP
prevención	מנע	prevención	מנע	N;FEM;SG	PROPN
descubierta	התגלתה	descubrir	התגלה	ADJ;FEM;SG;V.PTCP	V;FEM;SG;3;PST
descubierta	שהתגלה	descubrir	שהגלל	ADJ;FEM;SG;V.PTCP	V;MASC;SG;3;PST
descubierta	גילו	descubrir	גילה	ADJ;FEM;SG;V.PTCP	V;PL;3;PST;ACT
descubierta	גילה	descubrir	גילה	ADJ;FEM;SG;V.PTCP	V;MASC;SG;3;PST;ACT
descubierta	התגלה	descubrir	התגלה	ADJ;FEM;SG;V.PTCP	V;MASC;SG;3;PST
descubierta	הבחין	descubrir	הבחין	ADJ;FEM;SG;V.PTCP	V;MASC;SG;3;PST;ACT
descubierta	זוהתה	descubrir	זוהה	ADJ;FEM;SG;V.PTCP	
descubierta	זוהה	descubrir	זוהה	ADJ;FEM;SG;V.PTCP	V;MASC;SG;3;PST;PASS
descubierta	אותר	descubrir	אותר	ADJ;FEM;SG;V.PTCP	PROPN
descubierta	זוהו	descubrir	זוהו	ADJ;FEM;SG;V.PTCP	V;PL;3;PST;PASS
descubierta	חשף	descubrir	חשף	ADJ;FEM;SG;V.PTCP	V;MASC;SG;3;PST;ACT
solares	שמש	solar	שמש	N;MASC;PL	
progresivo	מתקדמת	progresivo	התקדם	ADJ;MASC;SG	V;FEM;SG;V.PTCP
progresivo	מתקדם	progresivo	התקדם	ADJ;MASC;SG	V;MASC;SG;V.PTCP
estudia	למידה	estudiar	למידה	V;IND;SG;3;PRS;FIN	PROPN
estudia	לימוד	estudiar	לימוד	V;IND;SG;3;PRS;FIN	N;MASC;SG
estudia	מחקר	estudiar	מחקר	V;IND;SG;3;PRS;FIN	N;MASC;SG
paloma	דאב	paloma	דאב	N;FEM;SG	PROPN
paloma	יונה	paloma	יונה	N;FEM;SG	PROPN
paloma	יונה	paloma	יונה	N;FEM;SG	PROPN
paloma	פלומה	paloma	פלום	N;FEM;SG	PROPN
folk	עממית	folk	עממי	N;SG	ADV
folk	עממי	folk	עממי	N;SG	
ira	זעמו	ira	זעם	N;FEM;SG	
ira	אירה	ira	ירה	N;FEM;SG	PROPN
ira	איירה	ira	איירה	N;FEM;SG	PROPN
atractivo	משיכה	atractivo	משיכה	ADJ;MASC;SG	N;FEM;SG
atractivo	מושך	atractivo	משך	ADJ;MASC;SG	V;MASC;SG;V.PTCP;ACT
atractivo	מושכת	atractivo	מושכה	ADJ;MASC;SG	V;FEM;SG;V.PTCP;ACT
atractivo	מושכות	atractivo	מושכה	ADJ;MASC;SG	V;FEM;PL;V.PTCP;ACT
atractivo	מושך	atractivo	משך	ADJ;MASC;SG	V;MASC;SG;V.PTCP;ACT
atractivo	ערעור	atractivo	ערעור	ADJ;MASC;SG	N;MASC;SG
atractivo	הערעור	atractivo	הערעור	ADJ;MASC;SG	PROPN
cinematográfico	קולנועית	cinematográfico	קולנועי	ADJ;MASC;SG	ADV
volar	זבוב	volar	None	V;NFIN	N;MASC;SG
volar	לעוף	volar	לעוף	V;NFIN	
volar	טוס	volar	טס	V;NFIN	
volar	פליי	volar	הפליי	V;NFIN	PROPN
volar	עפה	volar	עפה	V;NFIN	PROPN
volar	טיסה	volar	טיסה	V;NFIN	N;FEM;SG
recta	סטרייט	recta	סטרייט	N;FEM;SG	PROPN
recta	ישר	recta	ישר	N;FEM;SG	
ecuatoriano	אקוודור	ecuatoriano	אקוודור	N;MASC;SG	PROPN
entregado	נמסרה	entregado	נמסר	ADJ;MASC;SG;V.PTCP	V;FEM;SG;3;PST;MID
entregado	נמסר	entregado	נמסר	ADJ;MASC;SG;V.PTCP	V;MASC;SG;3;PST;MID
entregado	נכנעה	entregado	נכנע	ADJ;MASC;SG;V.PTCP	V;FEM;SG;3;PST;MID
entregado	נכנעו	entregado	נכנע	ADJ;MASC;SG;V.PTCP	V;PL;3;PST;MID
entregado	נכנע	entregado	נכנע	ADJ;MASC;SG;V.PTCP	V;MASC;SG;3;PST;MID
etiopía	אתיופיה	etiopía	אתיופיה	N;FEM;SG	PROPN
etiopía	אתיופי	etiopía	אתיופי	N;FEM;SG	PROPN
dick	דיק	dick	שדיק	PROPN	PROPN
celeste	סלסט	celeste	סלסט	ADJ;SG	PROPN
celeste	שמימי	celeste	שמימי	ADJ;SG	N;MASC;SG
palermo	פלרמו	palermo	פלרם		PROPN
asientos	ישיבה	asiento	ישיבה	N;MASC;PL	N;FEM;SG
asientos	מושבי	asiento	מושב	N;MASC;PL	ADJ;MASC;PL
asientos	מושב	asiento	מושב	N;MASC;PL	
dominios	תחום	dominio	תחום	N;MASC;PL	N;MASC;SG
dominios	מתחם	dominio	מתחם	N;MASC;PL	PROPN
dominios	התחום	dominio	התחום	N;MASC;PL	
falsa	שווא	falso	שווא	ADJ;FEM;SG	
falsa	שקר	falso	שקר	ADJ;FEM;SG	
falsa	מזויף	falso	מזויף	ADJ;FEM;SG	V;MASC;SG;V.PTCP;PASS
falsa	מזוייף	falso	הזויף	ADJ;FEM;SG	V;MASC;SG;V.PTCP;PASS
falsa	מזויפת	falso	זויף	ADJ;FEM;SG	V;FEM;SG;V.PTCP;PASS
falsa	זיוף	falso	זיוף	ADJ;FEM;SG	N;MASC;SG
falsa	מזויפות	falso	הזויף	ADJ;FEM;SG	V;FEM;PL;V.PTCP;PASS
tribunales	משפט	tribunal	משפט	N;MASC;PL	N;MASC;SG
bond	בונד	bond	בונד	N;SG	PROPN
cerdo	חזיר	cerdo	חזיר	N;MASC;SG	
cerdo	חזיר	cerdo	חזיר	N;MASC;SG	
cerdo	חזיר	cerdo	חזיר	N;MASC;SG	
cerdo	פיג	cerdo	פיג	N;MASC;SG	PROPN
danés	דנית	danés	דנית	N;MASC;SG	PROPN
danés	דנים	danés	דן	N;MASC;SG	N;MASC;PL
danés	דיין	danés	דיין	N;MASC;SG	PROPN
cajas	תיבות	caja	תיבה	N;FEM;PL	
fiebre	חום	fiebre	חום	N;FEM;SG	
geometría	גיאומטריה	geometría	גיאומטריה	N;FEM;SG	PROPN
pink	ורודה	pink	ורודה	N;SG	PROPN
pink	וורוד	pink	וורוד	N;SG	
pink	פינק	pink	פינק	N;SG	PROPN
pink	ורוד	pink	ורוד	N;SG	
doblaje	דיבוב	doblaje	דיבוב	N;MASC;SG	PROPN
hoteles	מלון	hotel	מלון	N;MASC;PL	N;MASC;SG
blas	ברט	bla	ברט	PROPN	PROPN
blas	בלז	bla	בלז	PROPN	PROPN
bull	שור	bull	שור	N;SG	
bull	בול	bull	בול	N;SG	
ayala	איילה	ayalar	אייל	N;SG	PROPN
derrotas	תבוסה	derrota	תבוסה	N;FEM;PL	N;FEM;SG
derrotas	התבוסה	derrota	התבוסה	N;FEM;PL	V;FEM;SG;3;PST
derrotas	להביס	derrota	הביס	N;FEM;PL	V;NFIN;ACT
macizo	מוצק	macizo	הוצק	N;MASC;SG	V;MASC;SG;V.PTCP;PASS
macizo	מוצקה	macizo	הוצק	N;MASC;SG	V;FEM;SG;V.PTCP;PASS
sacramento	סקרמנטו	sacramento	סקרמנטו	N;MASC;SG	PROPN
neil	ניל	neil	ניל	PROPN	PROPN
neil	נייל	neil	נייל	PROPN	PROPN
documentales	תיעודי	documental	תעודי	N;MASC;PL	PROPN
libia	לובי	libia	לובי	ADJ;FEM;SG	N;MASC;SG
libia	לוב	libia	לוב	ADJ;FEM;SG	PROPN
canciller	קנצלר	canciller	קנצלר	N;SG	PROPN
canciller	הקנצלר	canciller	הקנצלר	N;SG	PROPN
collins	קולינס	collin	קולינס	N;MASC;SG	PROPN
silvia	סילביה	silvia	סילביה	N;FEM;SG	PROPN
silvia	סילבי	silvia	סילבי	N;FEM;SG	PROPN
silvia	סילביה	silvia	סילביה	N;FEM;SG	PROPN
potente	עוצמה	potente	עוצמה	ADJ;SG	N;FEM;SG
desafío	האתגר	desafío	האתגר	N;MASC;SG	PROPN
respectivos	בהתאמה	respectivo	בהתאם	ADJ;MASC;PL	ADV
soberano	שליט	soberano	שליט	N;MASC;SG	PROPN
soberano	ריבונית	soberano	ריבוני	N;MASC;SG	ADV
emi	emi	emi	emi	PROPN	PROPN
normandía	נורמנדי	normandía	נורמנדי	N;FEM;SG	PROPN
temporalmente	זמני	temporalmente	זמני	ADV	
divina	אלוהית	divino	אלוהי	ADJ;FEM;SG	ADV
divina	אלוהי	divino	אלוהים	ADJ;FEM;SG	
divina	אלהי	divino	אלהי	ADJ;FEM;SG	PROPN
divina	האלוהי	divino	האלוה	ADJ;FEM;SG	PROPN
oso	דוב	oso	דוב	N;MASC;SG	PROPN
nat	נט	nat	נט	N	
nat	נאט	nat	נאט	N	
mostrado	מוצגים	mostrar	הוצג	ADJ;MASC;SG;V.PTCP	V;MASC;PL;V.PTCP;PASS
mostrado	מוצג	mostrar	הוצג	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP;PASS
mostrado	המוצג	mostrar	המוצג	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP;PASS
mostrado	מוצגים	mostrar	הוצג	ADJ;MASC;SG;V.PTCP	V;MASC;PL;V.PTCP;PASS
mostrado	מוצגת	mostrar	הוצג	ADJ;MASC;SG;V.PTCP	V;FEM;SG;V.PTCP;PASS
mostrado	מוצג	mostrar	הוצג	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP;PASS
via	באמצעות	via	באמצעות		ADP
via	ויה	via	ויה		PROPN
camp	קאמפ	camp	קאמפ	N;MASC;SG	PROPN
rivadavia	ריבדביה	rivadavia	ריבדביה	ADJ;FEM;SG;V.PTCP	PROPN
levante	לבנט	levantar	לבנט	N;SG	PROPN
mirada	מבטו	mirada	מבט	N;FEM;SG	
mirada	מבט	mirada	מבט	N;FEM;SG	
mirada	תראי	mirada	תראי	N;FEM;SG	V;SG;1;FUT;ACT
mirada	תראה	mirada	תראה	N;FEM;SG	V;MASC;SG;3;FUT
mirada	תראו	mirada	ראה	N;FEM;SG	
sri	סרי	sri	סרי	N;SG	PROPN
poblados	הכפרים	poblado	הכפר	ADJ;MASC;PL;V.PTCP	N;MASC;PL
poblados	כפרים	poblado	כפר	ADJ;MASC;PL;V.PTCP	N;MASC;PL
departamental	מחלקתי	departamental	מחלקתי	ADJ;SG	PROPN
cerrar	קרוב	cerrar	קרוב	V;NFIN	
cerrar	סגור	cerrar	סגור	V;NFIN	
cerrar	קרובים	cerrar	קרוב	V;NFIN	N;MASC;PL
cerrar	סוגרים	cerrar	סגר	V;NFIN	N;MASC;PL
cerrar	סגירת	cerrar	סגירה	V;NFIN	N;PSSD;FEM;SG
cerrar	סגירה	cerrar	סגירה	V;NFIN	N;FEM;SG
molino	מיל	molino	מיל	N;MASC;SG	PROPN
tronco	יומן	tronco	יומן	N;MASC;SG	PROPN
nativo	יליד	nativo	יליד	ADJ;MASC;SG	PROPN
nativo	ילידים	nativo	יליד	ADJ;MASC;SG	N;MASC;PL
cook	קוק	cook	קוק	PROPN	PROPN
cook	טבח	cook	טבח	PROPN	N;MASC;SG
reducida	מופחת	reducido	מופחה	ADJ;FEM;SG;V.PTCP	V;MASC;SG;V.PTCP;PASS
reducida	מוזל	reducido	מוזל	ADJ;FEM;SG;V.PTCP	
escribiendo	הקלדה	escribir	הקלדה	V;V.MSDR	N;FEM;SG
escribiendo	כתיבה	escribir	כתיבה	V;V.MSDR	N;FEM;SG
dedos	בוהן	dedo	בוהן	N;MASC;PL	PROPN
pasaje	מעבר	pasaje	מעבר	N;MASC;SG	
denis	דניס	denis	דניס	PROPN	PROPN
anunciado	הוכרזה	anunciado	הוכרז	ADJ;MASC;SG;V.PTCP	V;FEM;SG;3;PST;PASS
anunciado	הודיעה	anunciado	הודיע	ADJ;MASC;SG;V.PTCP	V;FEM;SG;3;PST;ACT
anunciado	הוכרז	anunciado	הוכרז	ADJ;MASC;SG;V.PTCP	V;MASC;SG;3;PST;PASS
anunciado	הודיע	anunciado	הודיע	ADJ;MASC;SG;V.PTCP	V;MASC;SG;3;PST;ACT
anunciado	שפורסם	anunciado	שפורסם	ADJ;MASC;SG;V.PTCP	PROPN
mató	נהרגו	matar	נהרג	V;IND;SG;3;PST;FIN	V;PL;3;PST;MID
mató	הרג	matar	הרג	V;IND;SG;3;PST;FIN	N;MASC;SG
futbol	פוטבול	futbol	None	N;MASC;SG	PROPN
estonia	אסטונית	estonia	אסטוני	N;FEM;SG	PROPN
estonia	אסטוניה	estonia	אסטוניה	N;FEM;SG	PROPN
bacterias	חיידק	bacteria	חיידק	N;FEM;PL	N;MASC;SG
extendido	המורחבת	extendido	המורחבת	ADJ;MASC;SG;V.PTCP	PROPN
extendido	מורחב	extendido	הורחב	ADJ;MASC;SG;V.PTCP	PROPN
extendido	מורחבת	extendido	מורחב	ADJ;MASC;SG;V.PTCP	V;FEM;SG;V.PTCP;PASS
arácnidos	עכבישניים	arácnido	עכבישני	N;MASC;PL	N;DU
ejecutado	להורג	ejecutado	להורג	ADJ;MASC;SG;V.PTCP	
escocés	סקוטית	escocés	סקוטי	N;MASC;SG	PROPN
escocés	וויסקי	escocés	וויסקי	N;MASC;SG	PROPN
escocés	ויסקי	escocés	ויסקי	N;MASC;SG	PROPN
escocés	סקוטית	escocés	סקוטי	N;MASC;SG	PROPN
escocés	סקוטי	escocés	סקוטי	N;MASC;SG	PROPN
crecer	גדל	crecer	גדל	V;NFIN	
crecer	גדלים	crecer	גודל	V;NFIN	N;MASC;PL
crecer	צומח	crecer	צומח	V;NFIN	
crecer	הגדלה	crecer	הגדלה	V;NFIN	N;FEM;SG
crecer	גדלים	crecer	גודל	V;NFIN	N;MASC;PL
luchas	נאבק	lucha	נאבק	N;FEM;PL	V;MASC;SG;3;PST;MID
helena	הלנה	heleno	הלנה	N;FEM;SG	PROPN
helena	הלן	heleno	הלן	N;FEM;SG	PROPN
trasera	אחורית	trasero	אחורי	ADJ;FEM;SG	ADV
trasera	אחוריים	trasero	אחורי	ADJ;FEM;SG	N;MASC;DU
conducido	מוטיבציה	conducir	מוטיבציה	ADJ;MASC;SG;V.PTCP	N;FEM;SG
conducido	מונעת	conducir	מנע	ADJ;MASC;SG;V.PTCP	V;FEM;SG;V.PTCP
conducido	מונע	conducir	מונע	ADJ;MASC;SG;V.PTCP	
gabriela	גבריאלה	gabriela	גבריאלה	N;FEM;SG	PROPN
gabriela	גבריאלה	gabriela	גבריאלה	N;FEM;SG	PROPN
radios	רדיו	radio	רדיו	N;FEM;PL	
coordinador	מתאם	coordinador	מתאם	N;MASC;SG	PROPN
miércoles	רביעי	miércoles	רביעי	N	PROPN
miércoles	רביעי	miércoles	רביעי	N	PROPN
terrorismo	הטרור	terrorismo	הטרור	N;MASC;SG	PROPN
terrorismo	מחבל	terrorismo	חיבל	N;MASC;SG	PROPN
side	סייד	sedir	סייד		PROPN
side	צד	sedir	צד		N;MASC;SG
side	לצד	sedir	לצד		ADP
poderosa	האדיר	poderoso	האדיר	ADJ;FEM;SG	PROPN
poderosa	עוצמה	poderoso	עוצמה	ADJ;FEM;SG	N;FEM;SG
precipitaciones	משקע	precipitación	משקע	N;FEM;PL	
capturar	תפיסה	capturar	תפיסה	V;NFIN	N;FEM;SG
niega	מכחישה	negar	הכחיש	V;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP;ACT
niega	מכחיש	negar	הכחיש	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
defecto	מחדל	defecto	מחדל	N;MASC;SG	
marcada	מסומנים	marcado	מסומן	ADJ;FEM;SG;V.PTCP	V;MASC;PL;V.PTCP;PASS
marcada	מסומן	marcado	סומן	ADJ;FEM;SG;V.PTCP	V;MASC;SG;V.PTCP;PASS
marcada	מסומנת	marcado	סומן	ADJ;FEM;SG;V.PTCP	V;FEM;SG;V.PTCP;PASS
marcada	סומן	marcado	סומן	ADJ;FEM;SG;V.PTCP	PROPN
viajeros	מטיילים	viajero	טייל	N;MASC;PL	V;MASC;PL;V.PTCP;ACT
viajeros	מטיילים	viajero	טייל	N;MASC;PL	V;MASC;PL;V.PTCP;ACT
sobrevivir	שורד	sobrevivir	שורד	V;NFIN	PROPN
sobrevivir	הישרדות	sobrevivir	הישרדות	V;NFIN	N;FEM;SG
sobrevivir	שורד	sobrevivir	שורד	V;NFIN	PROPN
sobrevivir	הישרדות	sobrevivir	הישרדות	V;NFIN	N;FEM;SG
ferrari	פרארי	ferrari	פרארי	N;MASC;SG	PROPN
románico	רומנסקית	románico	רומנסקי	ADJ;MASC;SG	PROPN
consideradas	נחשבת	considerar	נחשב	ADJ;FEM;PL;V.PTCP	V;FEM;SG;V.PTCP;MID
consideradas	נחשב	considerar	נחשב	ADJ;FEM;PL;V.PTCP	V;MASC;SG;V.PTCP;MID
escasos	דליל	escaso	דליל	PRO;MASC;PL	ADJ;MASC;SG
escasos	דלילה	escaso	דליל	PRO;MASC;PL	
adolescentes	נוער	adolescente	נוער	N;PL	N;MASC;SG
adolescentes	מתבגר	adolescente	התבגר	N;PL	V;MASC;SG;V.PTCP
adolescentes	מתבגרים	adolescente	התבגר	N;PL	V;MASC;PL;V.PTCP
adolescentes	נוער	adolescente	נוער	N;PL	N;MASC;SG
adolescentes	נוער	adolescente	נוער	N;PL	N;MASC;SG
confirmado	אישר	confirmado	אישר	ADJ;MASC;SG;V.PTCP	V;MASC;SG;3;PST;ACT
confirmado	אושר	confirmado	אושר	ADJ;MASC;SG;V.PTCP	PROPN
confirmado	אושרה	confirmado	אושר	ADJ;MASC;SG;V.PTCP	V;FEM;SG;3;PST;PASS
habituales	הקבועים	habitual	הקבוע	ADJ;PL	N;MASC;PL
habituales	הרגיל	habitual	הרגיל	ADJ;PL	ADV
habituales	כרגיל	habitual	כרגיל	ADJ;PL	
brooklyn	ברוקלין	brookly	ברוקלין	N;MASC;SG	PROPN
impedir	תמנע	impedir	מנע	V;NFIN	PROPN
impedir	מנע	impedir	מנע	V;NFIN	PROPN
taekwondo	טאקוונדו	taekwondo	טאקוונדו	N;MASC;SG	PROPN
evans	אוונס	evan	אוונס	PROPN	PROPN
accesible	נגישות	accesible	נגישה	ADJ;SG	N;FEM;SG
aporte	קלט	aporte	קלט	N;MASC;SG	
aporte	הקלט	aporte	הקלט	N;MASC;SG	
georg	גיאורג	georg	גיאורג	PROPN	PROPN
aproximada	המשוער	aproximado	המשוער	ADJ;FEM;SG;V.PTCP	ADV
aproximada	משוער	aproximado	משוער	ADJ;FEM;SG;V.PTCP	PROPN
certificados	תעודות	certificado	תעודה	ADJ;MASC;PL;V.PTCP	N;FEM;PL
certificados	מוסמכת	certificado	הוסמך	ADJ;MASC;PL;V.PTCP	V;FEM;SG;V.PTCP;PASS
certificados	מוסמך	certificado	מוסמך	ADJ;MASC;PL;V.PTCP	V;MASC;SG;V.PTCP;PASS
certificados	מורשה	certificado	מורשה	ADJ;MASC;PL;V.PTCP	V;MASC;SG;V.PTCP;PASS
complejidad	מורכבות	complejidad	הורכב	N;FEM;SG	V;FEM;PL;V.PTCP;PASS
renacentista	הרנסאנס	renacentista	הרנסאנס	ADJ;SG	PROPN
renacentista	הרנסנס	renacentista	הרנסנס	ADJ;SG	PROPN
adrián	אדריאן	adrián	אדריאן	PROPN	PROPN
head	ראשה	head	ראשה	N	
head	הראש	head	הראש	N	
gallo	זין	gallo	זין	N;MASC;SG	
gallo	גאלו	gallo	גאלו	N;MASC;SG	PROPN
gallo	רוסטר	gallo	רוסטר	N;MASC;SG	PROPN
nuestras	שלנו	nuestro	None	DET;FEM;PL;1	
ivan	איוואן	ivar	איוואן	PROPN	PROPN
ivan	איוון	ivar	איוון	PROPN	PROPN
matthew	מתיו	matthew	מתיו	PROPN	PROPN
salomón	סלומון	salomón	סלומון	PROPN	PROPN
salomón	שלמה	salomón	שלמה	PROPN	PROPN
salomón	סולומון	salomón	סולומון	PROPN	PROPN
