oli	была	olema	быть	V;IND;SG;3;PST;FIN;ACT	V;IPFV;FEM;IND;SG;PST;FIN;ACT
astronoomia	астрономии	astronoomia	астрономия	N;NOM;SG	N;INAN;NOM;FEM;PL
leipzigi	лейпциге	leipz	лейпциг	ADJ	N;INAN;NOM;MASC;SG
lugusid	истории	lugu	история	N;PRT;PL	N;INAN;NOM;FEM;PL
lugusid	рассказы	lugu	рассказ	N;PRT;PL	N;INAN;NOM;MASC;PL
teie	твоя	sina	твой	PRO;NOM;PL;2	DET;NOM;FEM;SG
teie	ваши	sina	ваш	PRO;NOM;PL;2	DET;NOM;PL
teie	ваш	sina	ваш	PRO;NOM;PL;2	DET;NOM;MASC;SG
teie	ваша	sina	ваш	PRO;NOM;PL;2	DET;NOM;FEM;SG
teie	твой	sina	твой	PRO;NOM;PL;2	DET;NOM;MASC;SG
teie	ваше	sina	ваш	PRO;NOM;PL;2	DET;NOM;NEUT;SG
sõjad	войн	sõda	война	N;NOM;PL	N;INAN;GEN;FEM;PL
jätkub	продолжаются	jätkuma	продолжаться	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;MID
jätkub	продолжается	jätkuma	продолжаться	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;MID
jätkub	продолжил	jätkuma	продолжить	V;IND;SG;3;PRS;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
jätkub	продолжение	jätkuma	продолжение	V;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;NEUT;SG
nõrk	слабо	nõrk	слабо	ADJ;NOM;SG	ADV
nõrk	слабым	nõrk	слабый	ADJ;NOM;SG	ADJ;INS;NEUT;SG
nõrk	слабые	nõrk	слабый	ADJ;NOM;SG	ADJ;NOM;PL
rünnak	атаковать	rünnak	атаковать	N;NOM;SG	V;IPFV;NFIN;ACT
rünnak	атаку	rünnak	атака	N;NOM;SG	N;INAN;ACC;FEM;SG
esialgne	первоначальные	esi_algne	первоначальный	ADJ;NOM;SG	ADJ;NOM;PL
esialgne	первоначального	esi_algne	первоначальный	ADJ;NOM;SG	ADJ;GEN;MASC;SG
sõidab	диски	sõitma	диск	V;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;MASC;PL
sõidab	вождение	sõitma	вождение	V;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;NEUT;SG
sõidab	вождения	sõitma	вождение	V;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;NEUT;PL
füsioloogia	физиологии	füsioloogia	физиология	N;NOM;SG	N;INAN;NOM;FEM;PL
noorim	младшая	noorim	младший	ADJ;NOM;RL;SG	ADJ;NOM;FEM;SG
noorim	младший	noorim	младший	ADJ;NOM;RL;SG	ADJ;NOM;MASC;SG
toulouse	тулузе	toulous	тулуз	N;NOM;SG	N;INAN;DAT;MASC;SG
kaamera	камеру	kaamera	камера	N;NOM;SG	N;INAN;ACC;FEM;SG
vitamiin	витамины	vitamiin	витамин	N;NOM;SG	N;INAN;NOM;MASC;PL
vitamiin	витамина	vitamiin	витамин	N;NOM;SG	N;INAN;GEN;MASC;SG
ian	лан	ian	лан	N;NOM;SG	
ian	йен	ian	йен	N;NOM;SG	INTJ
meistrivõistluste	чемпионат	meistri_võistlus	чемпионат	N;GEN;PL	N;INAN;NOM;MASC;SG
luuletusi	стихи	luuletus	стихи	N;PRT;PL	N;INAN;NOM;MASC;PL
kasti	box	kast	box	N;IN+ALL;LGSPEC1;SG	PROPN
kasti	ящик	kast	ящик	N;IN+ALL;LGSPEC1;SG	N;INAN;NOM;MASC;SG
kasti	коробку	kast	коробка	N;IN+ALL;LGSPEC1;SG	N;INAN;ACC;FEM;SG
kasti	коробка	kast	коробка	N;IN+ALL;LGSPEC1;SG	N;INAN;NOM;FEM;SG
kasti	шкатулка	kast	шкатулка	N;IN+ALL;LGSPEC1;SG	N;INAN;NOM;FEM;SG
piemonte	пьемонт	piemont	пьемонт	N;NOM;PL	N;INAN;NOM;MASC;SG
stalin	сталина	stalin	сталин	N;NOM;SG	N;ANIM;ACC;MASC;SG
muul	мул	muu	мул	PRO;AT+ESS
;SG	N;ANIM;NOM;MASC;SG
salvestatud	записали	salvestama	записать	V;PST;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN;ACT
salvestatud	хранится	salvestama	хранить	V;PST;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
salvestatud	спас	salvestama	спасти	V;PST;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
volitused	мандат	volitus	мандат	N;NOM;PL	N;INAN;NOM;MASC;SG
yorki	йорке	york	йорка	N;NOM;SG	N;INAN;DAT;FEM;SG
haigused	заболеваний	haigus	заболевание	N;NOM;PL	N;INAN;GEN;NEUT;PL
haigused	болезнь	haigus	болезнь	N;NOM;PL	N;INAN;NOM;FEM;SG
haigused	заболевание	haigus	заболевание	N;NOM;PL	N;INAN;NOM;NEUT;SG
show	показывать	show	показывать	N;NOM;SG	V;IPFV;NFIN;ACT
show	show	show	show	N;NOM;SG	PROPN
show	показать	show	показать	N;NOM;SG	V;PFV;NFIN;ACT
määratletud	определен	määratletud	определить	ADJ;PST;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
määratletud	определена	määratletud	определить	ADJ;PST;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
määratletud	определено	määratletud	определить	ADJ;PST;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
määratletud	определены	määratletud	определить	ADJ;PST;V.PTCP;PASS	V;PFV;PL;PST;V.PTCP;PASS
isand	master	isand	master	N;NOM;SG	PROPN
tahke	твердое	tahk	твердый	N;NOM;SG	ADJ;NOM;NEUT;SG
tahke	твердый	tahk	твердый	N;NOM;SG	ADJ;NOM;MASC;SG
tahke	твердых	tahk	твердый	N;NOM;SG	ADJ;GEN;PL
tahke	твердые	tahk	твердый	N;NOM;SG	ADJ;NOM;PL
metallist	металла	metall	металл	N;IN+ABL;SG	N;INAN;GEN;MASC;SG
metallist	метал	metall	метал	N;IN+ABL;SG	N;INAN;NOM;MASC;SG
metallist	metal	metall	metal	N;IN+ABL;SG	PROPN
metallist	металлические	metall	металлический	N;IN+ABL;SG	ADJ;NOM;PL
metallist	металл	metall	металл	N;IN+ABL;SG	N;INAN;NOM;MASC;SG
metallist	металлический	metall	металлический	N;IN+ABL;SG	ADJ;NOM;MASC;SG
sisaldus	материалы	sisaldus	материал	N;NOM;SG	N;INAN;NOM;MASC;PL
tatari	тартар	tatari	тартар	ADJ	N;INAN;NOM;MASC;SG
uruguay	уругвая	uruguay	уругвый	N;NOM;SG	N;INAN;GEN;MASC;SG
ekraani	экран	ekraan	экран	N;PRT;SG	N;INAN;NOM;MASC;SG
žürii	присяжные	žürii	присяжный	N;NOM;SG	N;ANIM;NOM;MASC;PL
opositsiooni	оппозиции	opositsioon	оппозиция	N;PRT;SG	N;INAN;NOM;FEM;SG
opositsiooni	оппозиция	opositsioon	оппозиция	N;PRT;SG	N;INAN;NOM;FEM;SG
opositsiooni	противодействие	opositsioon	противодействие	N;PRT;SG	N;INAN;NOM;NEUT;SG
opositsiooni	противостояние	opositsioon	противостояние	N;PRT;SG	N;INAN;NOM;NEUT;SG
teadaolev	известные	teada_olev	известный	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;PL
kodanik	гражданина	kodanik	гражданин	N;NOM;SG	N;ANIM;ACC;MASC;SG
teated	сообщений	teade	сообщение	N;NOM;PL	N;INAN;GEN;NEUT;PL
acta	acta	acta	acta	N;NOM;SG	PROPN
ooper	opera	ooper	opera	N;NOM;SG	PROPN
sant	sant	sant	sant	N;NOM;SG	PROPN
keskne	центральной	keskne	центральный	ADJ;NOM;SG	ADJ;INS;FEM;SG
skulptuur	скульптуры	skulptuur	скульптура	N;NOM;SG	N;INAN;NOM;FEM;PL
sibul	луком	sibu	лук	N;NOM;SG	N;INAN;INS;MASC;SG
kampaania	кампании	kampaania	кампания	N;NOM;SG	N;INAN;NOM;FEM;PL
bmw	bmw	bmw	bmw	N;NOM;SG	PROPN
maht	тома	maht	том	N;NOM;SG	N;INAN;NOM;MASC;PL
maht	томов	maht	том	N;NOM;SG	N;INAN;GEN;MASC;PL
maht	объемы	maht	объем	N;NOM;SG	N;INAN;NOM;MASC;PL
evangeeliumi	евангелие	eva_ngeelium	евангелие	N;PRT;SG	N;INAN;NOM;NEUT;SG
mulje	впечатления	mulje	впечатление	N;GEN;SG	N;INAN;NOM;NEUT;PL
mulje	впечатление	mulje	впечатление	N;GEN;SG	N;INAN;NOM;NEUT;SG
aatomi	атомной	aatom	атомный	N;NOM;SG	ADJ;INS;FEM;SG
aatomi	атомные	aatom	атомный	N;NOM;SG	ADJ;NOM;PL
aatomi	атомная	aatom	атомный	N;NOM;SG	ADJ;NOM;FEM;SG
muutmine	модификации	muutmine	модификация	N;NOM;SG	N;INAN;NOM;FEM;PL
vabad	свободно	vaba	свободно	ADJ;NOM;PL	ADV
vabad	бесплатно	vaba	бесплатно	ADJ;NOM;PL	ADV
vabad	свободный	vaba	свободный	ADJ;NOM;PL	ADJ;NOM;MASC;SG
vabad	свободной	vaba	свободный	ADJ;NOM;PL	ADJ;INS;FEM;SG
vabad	бесплатный	vaba	бесплатный	ADJ;NOM;PL	ADJ;NOM;MASC;SG
vabadus	свободы	vabadus	свобода	N;NOM;SG	N;INAN;NOM;FEM;PL
vabadus	свободу	vabadus	свобода	N;NOM;SG	N;INAN;ACC;FEM;SG
helsinki	хельсинки	helsinki	хельсинка	N;NOM;SG	N;INAN;NOM;FEM;PL
arena	арене	aren	арена	N;NOM;SG	N;INAN;DAT;FEM;SG
maine	репутацию	maine	репутация	N;NOM;SG	N;INAN;ACC;FEM;SG
maine	репутации	maine	репутация	N;NOM;SG	N;INAN;NOM;FEM;PL
tööstus	промышленный	tööstus	промышленный	N;NOM;SG	ADJ;NOM;MASC;SG
tööstus	промышленные	tööstus	промышленный	N;NOM;SG	ADJ;NOM;PL
tööstus	промышленных	tööstus	промышленный	N;NOM;SG	ADJ;GEN;PL
režiimi	режим	režiim	режим	N;PRT;SG	N;INAN;NOM;MASC;SG
režiimi	mode	režiim	mode	N;PRT;SG	PROPN
režiimi	режим	režiim	режим	N;PRT;SG	N;INAN;NOM;MASC;SG
net	net	net	net	N;NOM;SG	PROPN
net	чистый	net	чистый	N;NOM;SG	ADJ;NOM;MASC;SG
alma	алма	alma	алма	N;NOM;SG	ADV
loeb	считается	lugema	считать	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
kodumaa	родину	kodu_maa	родина	N;NOM;SG	N;INAN;ACC;FEM;SG
armastust	любить	armastus	любить	N;PRT;SG	V;IPFV;NFIN;ACT
armastust	love	armastus	love	N;PRT;SG	PROPN
armastust	люблю	armastus	любить	N;PRT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
armastust	любовь	armastus	любовь	N;PRT;SG	N;INAN;NOM;FEM;SG
armastust	любим	armastus	любить	N;PRT;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
vastutav	ответственные	vastutav	ответственный	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;NOM;PL
tervis	здоровья	tervis	здоровье	N;NOM;SG	N;INAN;NOM;NEUT;PL
ado	ado	ado	ado	N;NOM;SG	PROPN
iisrael	израильский	iisrael	израильский	N;NOM;SG	ADJ;NOM;MASC;SG
iisrael	израильские	iisrael	израильский	N;NOM;SG	ADJ;NOM;PL
iisrael	израильских	iisrael	израильский	N;NOM;SG	ADJ;GEN;PL
iisrael	израильская	iisrael	израильский	N;NOM;SG	ADJ;NOM;FEM;SG
kollase	желтая	kollane	желтый	ADJ;GEN;SG	ADJ;NOM;FEM;SG
kollase	жёлтый	kollane	жёлтый	ADJ;GEN;SG	ADJ;NOM;MASC;SG
kollase	желтые	kollane	желтый	ADJ;GEN;SG	ADJ;NOM;PL
kollase	желтый	kollane	желтый	ADJ;GEN;SG	ADJ;NOM;MASC;SG
kihi	слой	kiht	слой	N;GEN;SG	N;INAN;NOM;MASC;SG
kihi	зоб	kiht	зоб	N;GEN;SG	N;INAN;NOM;MASC;SG
valgud	белок	valk	белок	N;NOM;PL	N;INAN;NOM;MASC;SG
valgud	белка	valk	белок	N;NOM;PL	N;INAN;GEN;MASC;SG
transport	перевозки	transport	перевозка	N;NOM;SG	N;INAN;NOM;FEM;PL
ametnik	официальных	ametnik	официальный	N;NOM;SG	ADJ;GEN;PL
ametnik	официальное	ametnik	официальный	N;NOM;SG	ADJ;NOM;NEUT;SG
ametnik	официальный	ametnik	официальный	N;NOM;SG	ADJ;NOM;MASC;SG
ametnik	официальная	ametnik	официальный	N;NOM;SG	ADJ;NOM;FEM;SG
ametnik	официальные	ametnik	официальный	N;NOM;SG	ADJ;NOM;PL
süüa	приготовление	sööma	приготовление	V;NFIN	N;INAN;NOM;NEUT;SG
tim	тима	tim	тима	N;NOM;SG	N;ANIM;ACC;MASC;SG
põder	лося	põder	лося	N;NOM;SG	N;ANIM;ACC;MASC;SG
uurali	урала	uurali	урал	N;NOM;SG	N;INAN;GEN;MASC;SG
stuart	стюарта	stuart	стюарт	N;NOM;SG	N;ANIM;ACC;MASC;SG
teadvuse	сознание	teadvus	сознание	N;GEN;SG	N;INAN;NOM;NEUT;SG
gottlieb	готтлиб	gottlieb	готтлиб	N;NOM;SG	V;IPFV;IND;PL;PST;FIN;ACT
sada	hundred	sada	hundred	NUM;NOM;SG	PROPN
sada	сотня	sada	сотня	NUM;NOM;SG	N;INAN;NOM;FEM;SG
piire	границы	piir	граница	N;PRT;PL	N;INAN;NOM;FEM;PL
vahetus	смену	vahetus	смена	N;NOM;SG	N;INAN;ACC;FEM;SG
vahetus	shift	vahetus	shift	N;NOM;SG	PROPN
vahetus	exchange	vahetus	exchange	N;NOM;SG	PROPN
kodanikud	граждан	kodanik	гражданин	N;NOM;PL	N;ANIM;GEN;MASC;PL
hõimud	племен	hõim	племя	N;NOM;PL	N;INAN;GEN;NEUT;PL
tank	цистерны	tank	цистерна	N;NOM;SG	N;INAN;NOM;FEM;PL
ühtse	сингл	ühtne	сингл	ADJ;GEN;SG	N;INAN;NOM;MASC;SG
ühtse	унитарный	ühtne	унитарный	ADJ;GEN;SG	ADJ;NOM;MASC;SG
otsene	direct	otsene	direct	ADJ;NOM;SG	PROPN
otsene	прямые	otsene	прямой	ADJ;NOM;SG	ADJ;NOM;PL
otsene	директ	otsene	директ	ADJ;NOM;SG	N;INAN;NOM;MASC;SG
alkoholi	алкоголь	alkohol	алкоголь	N;PRT;SG	N;INAN;NOM;MASC;SG
alkoholi	спирт	alkohol	спирт	N;PRT;SG	N;INAN;NOM;MASC;SG
mustad	чёрное	must	черный	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
mustad	черный	must	черный	ADJ;NOM;PL	ADJ;NOM;MASC;SG
mustad	black	must	black	ADJ;NOM;PL	PROPN
mustad	чёрный	must	чёрный	ADJ;NOM;PL	ADJ;NOM;MASC;SG
mustad	чернокожих	must	чернокожий	ADJ;NOM;PL	ADJ;GEN;PL
tasakaalu	баланс	tasa_kaal	баланс	N;PRT;SG	N;INAN;NOM;MASC;SG
tasakaalu	остаток	tasa_kaal	остаток	N;PRT;SG	N;INAN;NOM;MASC;SG
tasakaalu	равновесие	tasa_kaal	равновесие	N;PRT;SG	N;INAN;NOM;NEUT;SG
kontsentratsioon	концентрации	kontsentratsioon	концентрация	N;NOM;SG	N;INAN;NOM;FEM;PL
kontsentratsioon	концентрации	kontsentratsioon	концентрация	N;NOM;SG	N;INAN;NOM;FEM;PL
astrid	астрид	aster	астрид	N;NOM;PL	N;ANIM;NOM;FEM;SG
tõsi	true	tõsi	true	N;NOM;SG	PROPN
tõsi	правда	tõsi	правда	N;NOM;SG	ADV
paavo	пааво	paavo	пааво	PROPN;NOM;SG	N;ANIM;NOM;MASC;SG
part	дак	part	так	N;NOM;SG	
part	утку	part	утка	N;NOM;SG	N;INAN;ACC;FEM;SG
part	утки	part	утка	N;NOM;SG	N;ANIM;NOM;FEM;PL
tsaari	царя	tsaar	царь	N;NOM;SG	N;ANIM;ACC;MASC;SG
rinne	передние	rinne	передний	N;NOM;SG	ADJ;NOM;PL
rinne	передняя	rinne	передний	N;NOM;SG	ADJ;NOM;FEM;SG
vool	потока	vool	поток	N;NOM;SG	N;INAN;GEN;MASC;SG
dos	dos	dos	dos	N;NOM;SG	PROPN
kasuta	используйте	kasutama	использовать	V;IMP;SG;2;PRS;FIN;ACT	V;IPFV;IMP;PL;2;FIN;ACT
kasuta	использование	kasutama	использование	V;IMP;SG;2;PRS;FIN;ACT	N;INAN;NOM;NEUT;SG
tegutsema	акт	tegutsema	акт	V;IN+ALL;V.CVB;ACT	N;INAN;NOM;MASC;SG
mitmesugused	прочее	mitme_sugune	прочий	PRO;NOM;PL	ADJ;NOM;NEUT;SG
mitmesugused	разное	mitme_sugune	разный	PRO;NOM;PL	ADJ;NOM;NEUT;SG
melbourne	мельбурне	melbourne	мельбурн	N;NOM;SG	N;INAN;DAT;MASC;SG
gröönimaa	гренландии	grööni_maa	гренландия	N;NOM;SG	N;INAN;NOM;FEM;PL
tahe	будет	tahe	быть	N;NOM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
hääli	голоса	hääl	голос	N;PRT;PL	N;INAN;NOM;MASC;PL
hääli	голосов	hääl	голос	N;PRT;PL	N;INAN;GEN;MASC;PL
hääli	голоса	hääl	голос	N;PRT;PL	N;INAN;NOM;MASC;PL
hääli	voices	hääl	voices	N;PRT;PL	PROPN
vaated	просмотров	vaade	просмотр	N;NOM;PL	N;INAN;GEN;MASC;PL
aatomite	атомы	aatom	атом	N;GEN;PL	N;INAN;NOM;MASC;PL
arendamine	развивающиеся	arendamine	развиваться	N;NOM;SG	V;IPFV;NOM;PL;PRS;V.PTCP;PASS
arendamine	развивающихся	arendamine	развиваться	N;NOM;SG	V;IPFV;GEN;PL;PRS;V.PTCP;PASS
arendamine	развивающаяся	arendamine	развиваться	N;NOM;SG	V;IPFV;NOM;FEM;SG;PRS;V.PTCP;PASS
eino	эйно	eino	эйно	N;NOM;SG	
tõendeid	доказательств	tõend	доказательство	N;PRT;PL	N;INAN;GEN;NEUT;PL
tõendeid	доказательства	tõend	доказательство	N;PRT;PL	N;INAN;NOM;NEUT;PL
tõendeid	доказательство	tõend	доказательство	N;PRT;PL	N;INAN;NOM;NEUT;SG
tõendeid	улики	tõend	улик	N;PRT;PL	N;INAN;NOM;MASC;PL
tõendeid	улика	tõend	улик	N;PRT;PL	N;INAN;NOM;FEM;SG
rahvus	гражданства	rahvus	гражданство	N;NOM;SG	N;INAN;GEN;NEUT;SG
rahvus	нации	rahvus	нация	N;NOM;SG	N;INAN;NOM;FEM;PL
vedelik	жидкий	vedelik	жидкий	N;NOM;SG	ADJ;NOM;MASC;SG
vedelik	жидкости	vedelik	жидкость	N;NOM;SG	N;INAN;NOM;FEM;PL
kaupmees	торгового	kaupmees	торговый	N;NOM;SG	ADJ;GEN;MASC;SG
timo	тимо	timo	тимо	PROPN;NOM;SG	ADV
integreeritud	комплексная	integreerima	комплексный	V;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG
integreeritud	комплексное	integreerima	комплексный	V;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG
integreeritud	комплексной	integreerima	комплексный	V;PST;V.PTCP;PASS	ADJ;INS;FEM;SG
integreeritud	комплексные	integreerima	комплексный	V;PST;V.PTCP;PASS	ADJ;NOM;PL
kevad	spring	kevad	spring	N;NOM;SG	PROPN
kevad	весенний	kevad	весенний	N;NOM;SG	ADJ;NOM;MASC;SG
külla	посетить	küla	посетить	N;IN+ALL;LGSPEC1;SG	V;PFV;NFIN;ACT
külla	визит	küla	визит	N;IN+ALL;LGSPEC1;SG	N;INAN;NOM;MASC;SG
külla	визита	küla	визит	N;IN+ALL;LGSPEC1;SG	N;INAN;GEN;MASC;SG
külla	посещение	küla	посещение	N;IN+ALL;LGSPEC1;SG	N;INAN;NOM;NEUT;SG
lähenemine	конвергенции	lähenemine	конвергенция	N;NOM;SG	N;INAN;NOM;FEM;PL
liibüa	ливийская	liibüs	ливийский	N;NOM;SG	ADJ;NOM;FEM;SG
liibüa	ливии	liibüs	ливия	N;NOM;SG	N;INAN;NOM;FEM;PL
osalemine	посещаемости	osalemine	посещаемость	N;NOM;SG	N;INAN;GEN;FEM;SG
osalemine	участники	osalemine	участник	N;NOM;SG	N;ANIM;NOM;MASC;PL
kohustus	обязательства	kohustus	обязательство	N;NOM;SG	N;INAN;NOM;NEUT;PL
hääle	голос	hääl	голос	N;GEN;SG	N;INAN;NOM;MASC;SG
telefoni	телефон	telefon	телефон	N;PRT;SG	N;INAN;NOM;MASC;SG
telefoni	телефон	telefon	телефон	N;PRT;SG	N;INAN;NOM;MASC;SG
välise	внешнее	väline	внешний	ADJ;GEN;SG	ADJ;NOM;NEUT;SG
välise	внешние	väline	внешний	ADJ;GEN;SG	ADJ;NOM;PL
välise	внешняя	väline	внешний	ADJ;GEN;SG	ADJ;NOM;FEM;SG
välise	внешних	väline	внешний	ADJ;GEN;SG	ADJ;GEN;PL
välise	внешний	väline	внешний	ADJ;GEN;SG	ADJ;NOM;MASC;SG
nähtav	видны	nähtav	видный	ADJ;NOM;SG;PRS;V.PTCP;ACT	ADJ;PL
nähtav	видимые	nähtav	видимый	ADJ;NOM;SG;PRS;V.PTCP;ACT	V;IPFV;NOM;PL;PRS;V.PTCP;ACT
nähtav	видимых	nähtav	видимый	ADJ;NOM;SG;PRS;V.PTCP;ACT	V;IPFV;GEN;PL;PRS;V.PTCP;PASS
tihe	крепко	tihe	крепко	ADJ;NOM;SG	ADV
paks	толщиной	paks	толщина	ADJ;NOM;SG	N;INAN;INS;FEM;SG
paks	толстые	paks	толстый	ADJ;NOM;SG	ADJ;NOM;PL
paks	жир	paks	жир	ADJ;NOM;SG	N;INAN;NOM;MASC;SG
case	случае	case	случай	N;NOM;SG	N;INAN;ESS;MASC;SG
kristlaste	христиане	kristlane	христианин	N;GEN;PL	N;ANIM;NOM;MASC;PL
tuum	core	tuum	core	N;NOM;SG	PROPN
tuum	ядра	tuum	ядро	N;NOM;SG	N;INAN;NOM;NEUT;PL
ülemiste	верхний	ülemine	верхний	ADJ;GEN;PL	ADJ;NOM;MASC;SG
ülemiste	верхняя	ülemine	верхний	ADJ;GEN;PL	ADJ;NOM;FEM;SG
ülemiste	верхней	ülemine	верхний	ADJ;GEN;PL	ADJ;INS;FEM;SG
ülemiste	верхние	ülemine	верхний	ADJ;GEN;PL	ADJ;NOM;PL
roomlased	римлян	roomlane	римлянин	N;NOM;PL	N;ANIM;GEN;MASC;PL
väär	неправильный	väär	неправильный	N;NOM;SG	ADJ;NOM;MASC;SG
väär	неправильно	väär	неправильный	N;NOM;SG	ADJ;NEUT;SG
väär	неверно	väär	неверный	N;NOM;SG	ADJ;NEUT;SG
väär	ложный	väär	ложный	N;NOM;SG	ADJ;NOM;MASC;SG
väär	ложное	väär	ложный	N;NOM;SG	ADJ;NOM;NEUT;SG
väär	ложные	väär	ложный	N;NOM;SG	ADJ;NOM;PL
pci	pci	pci	pci	N;NOM;SG	PROPN
järelevalve	надзора	järele_valve	надзор	N;NOM;SG	N;INAN;GEN;MASC;SG
järelevalve	мониторинга	järele_valve	мониторинг	N;NOM;SG	N;INAN;GEN;MASC;SG
järelevalve	надзора	järele_valve	надзор	N;NOM;SG	N;INAN;GEN;MASC;SG
järelevalve	наблюдения	järele_valve	наблюдение	N;NOM;SG	N;INAN;NOM;NEUT;PL
chelsea	челси	chelsea	челси	N;NOM;SG	
põld	поля	põld	поле	N;NOM;SG	N;INAN;NOM;NEUT;PL
uurijad	следователей	uurija	следователь	N;NOM;PL	N;ANIM;GEN;MASC;PL
valdav	преобладающим	valdav	преобладать	ADJ;NOM;SG;PRS;V.PTCP;ACT	V;IPFV;INS;MASC;SG;PRS;V.PTCP;ACT
mõõdetud	измеряется	mõõtma	измерять	V;PST;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
surid	умер	surema	умереть	V;IND;PL;3;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
surid	умерла	surema	умереть	V;IND;PL;3;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
surid	погиб	surema	погибнуть	V;IND;PL;3;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
paigaldatud	установлены	paigalda=tud	установить	ADJ;PST;V.PTCP;PASS	V;PFV;PL;PST;V.PTCP;PASS
paigaldatud	установлено	paigalda=tud	установить	ADJ;PST;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
paigaldatud	установлен	paigalda=tud	установить	ADJ;PST;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
paigaldatud	установлена	paigalda=tud	установить	ADJ;PST;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
auguste	огюст	august	огюст	N;GEN;PL	N;ANIM;NOM;MASC;SG
core	core	core	core	N;NOM;SG	PROPN
verlag	verlag	verlag	verlag	N;NOM;SG	PROPN
krai	края	krai	край		N;INAN;NOM;MASC;PL
kuiv	сухие	kuiv	сухой	ADJ;NOM;SG	ADJ;NOM;PL
varju	тени	vari	тень	N;PRT;SG	N;INAN;NOM;FEM;PL
varju	тень	vari	тень	N;PRT;SG	N;INAN;NOM;FEM;SG
varju	тени	vari	тень	N;PRT;SG	N;INAN;NOM;FEM;PL
varju	оттенок	vari	оттенок	N;PRT;SG	N;INAN;NOM;MASC;SG
varju	тень	vari	тень	N;PRT;SG	N;INAN;NOM;FEM;SG
märkimisväärselt	примечательно	märkimis_väärselt	примечательный	ADV	ADJ;NEUT;SG
eriline	специального	eriline	специальный	ADJ;NOM;SG	ADJ;GEN;MASC;SG
eriline	специальные	eriline	специальный	ADJ;NOM;SG	ADJ;NOM;PL
aku	батареи	aku	батарея	N;NOM;SG	N;INAN;NOM;FEM;PL
võrgu	сети	võrk	сеть	N;NOM;SG	N;INAN;NOM;FEM;PL
võrgu	network	võrk	network	N;NOM;SG	PROPN
kariibi	карибского	kariip	карибский	N;NOM;SG	ADJ;GEN;MASC;SG
piibli	библейские	piibel	библейский	N;NOM;SG	ADJ;NOM;PL
pala	трека	pala	трек	N;NOM;SG	N;INAN;NOM;MASC;PL
saatus	судьбу	saatus	судьба	N;NOM;SG	N;INAN;ACC;FEM;SG
saatus	судьбы	saatus	судьба	N;NOM;SG	N;INAN;NOM;FEM;PL
saatus	судьбу	saatus	судьба	N;NOM;SG	N;INAN;ACC;FEM;SG
saatus	судьбы	saatus	судьба	N;NOM;SG	N;INAN;NOM;FEM;PL
kriis	кризиса	kriis	кризис	N;NOM;SG	N;INAN;GEN;MASC;SG
päästa	спасатели	päästma	спасатель	V;NFIN	N;ANIM;NOM;MASC;PL
päästa	спасение	päästma	спасение	V;NFIN	N;INAN;NOM;NEUT;SG
füüsiline	физические	füüsiline	физический	ADJ;NOM;SG	ADJ;NOM;PL
füüsiline	физической	füüsiline	физический	ADJ;NOM;SG	ADJ;INS;FEM;SG
via	via	vida	via	N;NOM;SG	PROPN
via	через	vida	через	N;NOM;SG	ADP
maksa	оплата	maksma	оплата	V;IMP;SG;2;PRS;FIN;ACT	N;INAN;NOM;FEM;SG
maksa	печени	maksma	печень	V;IMP;SG;2;PRS;FIN;ACT	N;INAN;GEN;FEM;SG
maksa	печень	maksma	печень	V;IMP;SG;2;PRS;FIN;ACT	N;INAN;NOM;FEM;SG
