月	moon	月	moon	N	PROPN;ANIM;NOM;MASC;SG
延長	rozšírené	延長	rozšírený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
延長	predĺženie	延長	predĺženie	V	N;NOM;NEUT;SG
延長	rozšírenie	延長	rozšírenie	V	N;NOM;NEUT;SG
延長	rozšírenia	延長	rozšírenie	V	N;NOM;NEUT;PL
司馬	sima	司馬	sima	PROPN	INTJ
醫療	lekárska	醫療	lekársky	N	ADJ;NOM;FEM;SG
醫療	lekársky	醫療	lekársky	N	ADJ;INAN;NOM;MASC;SG
醫療	zdravotnícke	醫療	zdravotnícky	N	ADJ;NOM;NEUT;SG
醫療	lekárske	醫療	lekársky	N	ADJ;NOM;NEUT;SG
醫療	zdravotné	醫療	zdravotný	N	ADJ;NOM;NEUT;SG
患者	trpezlivý	患者	trpezlivý	N	ADJ;ANIM;NOM;MASC;SG
勤	dôsledné	勤	dôsledný	PROPN	ADJ;NOM;NEUT;SG
斌	bin	斌	bin	PROPN	PROPN;ANIM;NOM;MASC;SG
斌	kôš	斌	kôš	PROPN	N;INAN;NOM;MASC;SG
依據	základ	依據	základ	ADP	N;INAN;NOM;MASC;SG
抗議	protest	抗議	protest	V	N;INAN;NOM;MASC;SG
急	naliehavé	急	naliehavý	N	ADJ;NOM;NEUT;SG
急	rush	急	rush	N	
典型	typický	典型	typický	N	ADJ;ANIM;NOM;MASC;SG
典型	typická	典型	typický	N	ADJ;NOM;FEM;SG
典型	typické	典型	typický	N	ADJ;NOM;NEUT;SG
典型	typicky	典型	typicky	N	ADV
中間	blízkom	中間	blízky	N	ADJ;INS;NEUT;SG
中間	stredný	中間	stredný	N	ADJ;ANIM;NOM;MASC;SG
中間	stredné	中間	stredný	N	ADJ;NOM;NEUT;SG
中間	stredná	中間	stredný	N	ADJ;NOM;FEM;SG
中間	priebežné	中間	priebežný	N	ADJ;NOM;NEUT;SG
理查	richard	理查	richard	PROPN	N;ANIM;NOM;MASC;SG
多數	najviac	多數	veľa	ADJ	ADV;RL
多數	väčšina	多數	väčšina	ADJ	N;NOM;FEM;SG
多數	väčšina	多數	väčšina	ADJ	N;NOM;FEM;SG
多數	väčšinu	多數	väčšina	ADJ	N;ACC;FEM;SG
暫停	prerušenie	暫停	prerušenie	V	N;NOM;NEUT;SG
暫停	suspenzia	暫停	suspenzia	V	N;NOM;FEM;SG
暫停	pozastavenie	暫停	pozastavenie	V	N;NOM;NEUT;SG
暫停	pozastavené	暫停	pozastavený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
暫停	pozastavený	暫停	pozastavený	V	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
暫停	pozastavená	暫停	pozastavený	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
暫停	pauza	暫停	pauza	V	N;NOM;FEM;SG
百萬	milióny	百萬	milión	NUM	N;INAN;NOM;MASC;PL
百萬	milióny	百萬	milión	NUM	N;INAN;NOM;MASC;PL
聲音	sound	聲音	sounda	N	INTJ
聲音	hlasové	聲音	hlasový	N	ADJ;NOM;NEUT;SG
測量	meranie	測量	meranie	V	N;NOM;NEUT;SG
測量	oceňovanie	測量	oceňovanie	V	N;NOM;NEUT;SG
測量	meranie	測量	meranie	V	N;NOM;NEUT;SG
測量	merania	測量	meranie	V	N;NOM;NEUT;PL
測量	meraní	測量	meranie	V	N;NOM;NEUT;PL
測量	meranie	測量	meranie	V	N;NOM;NEUT;SG
測量	opatrenie	測量	opatrenie	V	N;NOM;NEUT;SG
排行	rebríček	排行	rebríček	V	N;INAN;NOM;MASC;SG
買	nákup	買	nákup	V	N;INAN;NOM;MASC;SG
買	kúpa	買	kúp	V	N;NOM;FEM;SG
近代	moderné	近代	moderný	N	ADJ;NOM;NEUT;SG
近代	moderný	近代	moderný	N	ADJ;ANIM;NOM;MASC;SG
近代	moderná	近代	moderný	N	ADJ;NOM;FEM;SG
噸	tony	噸	ton	N	PROPN;ANIM;NOM;MASC;SG
噸	tony	噸	ton	N	PROPN;ANIM;NOM;MASC;SG
論文	papierové	論文	papierový	N	ADJ;NOM;NEUT;SG
論文	papierová	論文	papierový	N	ADJ;NOM;FEM;SG
直播	vysielanie	直播	vysielanie	V	N;NOM;NEUT;SG
直播	vysielania	直播	vysielanie	V	N;NOM;NEUT;PL
直播	živé	直播	živý	V	ADJ;NOM;NEUT;SG
直播	ži	直播	ži	V	INTJ
直播	live	直播	liva	V	
直播	naživo	直播	naživo	V	ADV
福特	ford	福特	ford	PROPN	PROPN;ANIM;NOM;MASC;SG
游泳	plávať	游泳	plávať	N	V;IPFV;POS;NFIN
游泳	plávajúce	游泳	plávajúci	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
九	september	九	september	NUM	N;INAN;NOM;MASC;SG
九	septembra	九	september	NUM	N;INAN;GEN;MASC;SG
九	septembri	九	september	NUM	N;INAN;NOM;MASC;SG
九	sept	九	sept	NUM	
常常	casto	常常	casto	ADV	INTJ
創造	tvorba	創造	tvorba	V	N;NOM;FEM;SG
創造	stvorenie	創造	stvorenie	V	N;NOM;NEUT;SG
創造	vytváranie	創造	vytváranie	V	N;NOM;NEUT;SG
創造	vytvorenie	創造	vytvorenie	V	N;NOM;NEUT;SG
波音	boeing	波音	boeing	PROPN	N;INAN;NOM;MASC;SG
同步	synchronizovať	同步	synchronizovať	N	V;IPFV;POS;NFIN
同步	synchrónny	同步	synchrónny	N	ADJ;ANIM;NOM;MASC;SG
同步	synchronizovať	同步	synchronizovať	N	V;IPFV;POS;NFIN
經典	klasická	經典	klasický	N	ADJ;NOM;FEM;SG
經典	klasický	經典	klasický	N	ADJ;ANIM;NOM;MASC;SG
經典	klasické	經典	klasický	N	ADJ;NOM;NEUT;SG
六	júni	六	jún	NUM	N;INAN;NOM;MASC;SG
六	jún	六	jún	NUM	INTJ
六	júna	六	jún	NUM	N;INAN;GEN;MASC;SG
公眾	verejný	公眾	verejný	N	ADJ;ANIM;NOM;MASC;SG
公眾	verejné	公眾	verejný	N	ADJ;NOM;NEUT;SG
公眾	verejná	公眾	verejný	N	ADJ;NOM;FEM;SG
工廠	továrne	工廠	továrne	N	ADV
書院	vysoká	書院	vysoký	N	ADJ;NOM;FEM;SG
澳大利亞	austrálie	澳大利亞	austrálie	PROPN	N;NOM;FEM;PL
澳大利亞	austrália	澳大利亞	austráliť	PROPN	N;NOM;FEM;SG
澳大利亞	austrálii	澳大利亞	austráliť	PROPN	N;DAT;FEM;SG
領袖	leader	領袖	leader	N	PROPN;ANIM;NOM;MASC;SG
軟	jemné	軟	jemný	N	ADJ;NOM;NEUT;SG
軟	mäkká	軟	mäkký	N	ADJ;NOM;FEM;SG
軟	mäkké	軟	mäkký	N	ADJ;NOM;NEUT;SG
軟	mäkký	軟	mäkký	N	ADJ;ANIM;NOM;MASC;SG
邁	mai	邁	mať	PROPN	PROPN;ANIM;NOM;MASC;SG
電話	volať	電話	volať	N	V;IPFV;POS;NFIN
電話	zavolať	電話	zavolať	N	V;PFV;POS;NFIN
電話	volajte	電話	volať	N	V;IPFV;IMP;PL;2;POS;FIN
電話	hovor	電話	hovor	N	ADV
電話	telefónne	電話	telefónňa	N	ADJ;NOM;NEUT;SG
晶	jing	晶	jing	PROPN	N;NOM;FEM;SG
蘋果	jablko	蘋果	jablko	PROPN	N;NOM;NEUT;SG
蘋果	jablkový	蘋果	jablkový	PROPN	ADJ;ANIM;NOM;MASC;SG
蘋果	apple	蘋果	apple	PROPN	N;INAN;NOM;MASC;SG
蘋果	jablká	蘋果	jablký	PROPN	N;NOM;NEUT;PL
巴基斯坦	pakistan	巴基斯坦	pakistan	PROPN	N;ANIM;NOM;MASC;SG
巴基斯坦	pakistanu	巴基斯坦	pakistan	PROPN	N;INAN;GEN;MASC;SG
巴基斯坦	pakistanom	巴基斯坦	pakistať	PROPN	N;INAN;INS;MASC;SG
巴基斯坦	pakistane	巴基斯坦	pakistať	PROPN	N;INAN;NOM;MASC;SG
戰鬥	stíhačky	戰鬥	stíhačka	V	N;NOM;FEM;PL
戰鬥	bojovníci	戰鬥	bojovník	V	N;ANIM;NOM;MASC;PL
戰鬥	bojovníkov	戰鬥	bojovník	V	N;ANIM;ACC;MASC;PL
超越	transcendentálna	超越	transcendentálny	V	ADJ;NOM;FEM;SG
抵達	príchod	抵達	príchod	V	N;INAN;NOM;MASC;SG
漢字	kandži	漢字	kandža	PROPN	N;NOM;MASC;SG
抵抗	odolnosť	抵抗	odolnosť	V	N;NOM;FEM;SG
抵抗	rezistencia	抵抗	rezistencia	V	N;NOM;FEM;SG
抵抗	odpor	抵抗	odpor	V	N;INAN;NOM;MASC;SG
迷	fandom	迷	fand		N;INAN;INS;MASC;SG
附加	dodatočné	附加	dodatočný	V	ADJ;NOM;NEUT;SG
附加	doplňujúce	附加	doplňujúci	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
附加	ďalšie	附加	ďalší	V	ADJ;NOM;NEUT;SG
附加	doplnkové	附加	doplnkový	V	ADJ;NOM;NEUT;SG
春秋	jarná	春秋	jarný	N	ADJ;NOM;FEM;SG
春秋	jaro	春秋	jaro	N	PROPN;ANIM;NOM;MASC;SG
春秋	jarné	春秋	jarný	N	ADJ;NOM;NEUT;SG
丹麥	dánsko	丹麥	dánsko	PROPN	ADV
丹麥	dánska	丹麥	dánsky	PROPN	ADJ;NOM;FEM;SG
丹麥	dánskych	丹麥	dánsky	PROPN	ADJ;GEN;MASC;PL
丹麥	dánske	丹麥	dánsky	PROPN	ADJ;NOM;NEUT;SG
丹麥	dánska	丹麥	dánsky	PROPN	ADJ;NOM;FEM;SG
丹麥	dánsky	丹麥	dánsky	PROPN	ADJ;ANIM;NOM;MASC;SG
毒	otráviť	毒	otráviť	N	V;PFV;POS;NFIN
哥倫比亞	kolumbie	哥倫比亞	kolumbie	PROPN	N;NOM;NEUT;PL
哥倫比亞	kolumbii	哥倫比亞	kolumbí	PROPN	N;DAT;FEM;SG
哥倫比亞	kolumbia	哥倫比亞	kolumbí	PROPN	N;NOM;FEM;SG
沿海	pobrežný	沿海	pobrežný	N	ADJ;ANIM;NOM;MASC;SG
沿海	pobrežných	沿海	pobrežný	N	ADJ;GEN;MASC;PL
沿海	pobrežné	沿海	pobrežný	N	ADJ;NOM;NEUT;SG
沿海	pobrežná	沿海	pobrežný	N	ADJ;NOM;FEM;SG
岡	oka	岡	oko	PROPN	N;GEN;NEUT;SG
月刊	mesačne	月刊	mesačne	N	ADV
月刊	mesačných	月刊	mesačný	N	ADJ;GEN;MASC;PL
月刊	mesačná	月刊	mesačný	N	ADJ;NOM;FEM;SG
月刊	mesačné	月刊	mesačný	N	ADJ;NOM;NEUT;SG
月刊	mesačný	月刊	mesačný	N	ADJ;ANIM;NOM;MASC;SG
註冊	registrovaných	註冊	registrovaný	V	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
註冊	registrované	註冊	registrovaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
註冊	zapísané	註冊	zapísaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
註冊	zaregistrované	註冊	zaregistrovaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
註冊	registrovaný	註冊	registrovaný	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
註冊	register	註冊	register	V	N;INAN;NOM;MASC;SG
註冊	registrácia	註冊	registrácia	V	N;NOM;FEM;SG
註冊	registrácie	註冊	registrácia	V	N;NOM;FEM;PL
註冊	registrácia	註冊	registrácia	V	N;NOM;FEM;SG
註冊	registráciu	註冊	registrácia	V	N;ACC;FEM;SG
大衛	dávid	大衛	dávid	PROPN	N;ANIM;NOM;MASC;SG
大衛	david	大衛	david	PROPN	PROPN;ANIM;NOM;MASC;SG
定居	urovnanie	定居	urovnanie	V	N;NOM;NEUT;SG
定居	vysporiadanie	定居	vysporiadanie	V	N;NOM;NEUT;SG
定居	zúčtovanie	定居	zúčtovanie	V	N;NOM;NEUT;SG
定居	vyrovnania	定居	vyrovnanie	V	N;NOM;NEUT;PL
定居	vyrovnanie	定居	vyrovnanie	V	N;NOM;NEUT;SG
定居	usadený	定居	usadený	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
定居	vyrovnaná	定居	vyrovnaný	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
違反	porušenie	違反	porušenie	V	N;NOM;NEUT;SG
違反	priestupok	違反	priestupok	V	N;INAN;NOM;MASC;SG
違反	porušovanie	違反	porušovanie	V	N;NOM;NEUT;SG
違反	narušenie	違反	narušenie	V	N;NOM;NEUT;SG
違反	porušenie	違反	porušenie	V	N;NOM;NEUT;SG
非	nelegálne	非	legálny	PROPN	ADJ;NOM;NEUT;SG
非	nelegálna	非	legálny	PROPN	ADJ;NOM;FEM;SG
非	nezákonné	非	nezákonný	PROPN	ADJ;NOM;NEUT;SG
非	nelegálny	非	nelegálny	PROPN	ADJ;ANIM;NOM;MASC;SG
非	ilegálne	非	ilegálny	PROPN	ADV
非	nelegálne	非	legálny	PROPN	ADJ;NOM;NEUT;SG
非	ilegálne	非	ilegálny	PROPN	ADV
非	nezákonné	非	nezákonný	PROPN	ADJ;NOM;NEUT;SG
非	nezákonný	非	nezákonný	PROPN	ADJ;ANIM;NOM;MASC;SG
非	protiprávne	非	protiprávne	PROPN	ADV
非	nedovolené	非	dovolený	PROPN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
非	nezákonné	非	nezákonný	PROPN	ADJ;NOM;NEUT;SG
積極	aktívneho	積極	aktívny		ADJ;GEN;NEUT;SG
積極	aktívne	積極	aktívne		ADV
積極	aktívni	積極	aktívny		ADJ;ANIM;NOM;MASC;PL
積極	aktívny	積極	aktívny		ADJ;ANIM;NOM;MASC;SG
積極	aktívna	積極	aktívny		ADJ;NOM;FEM;SG
積極	pozitívnych	積極	pozitívny		ADJ;GEN;MASC;PL
積極	pozitívne	積極	pozitívne		ADV
積極	pozitívna	積極	pozitívny		ADJ;NOM;FEM;SG
積極	kladná	積極	kladný		ADJ;NOM;FEM;SG
積極	pozitívny	積極	pozitívny		ADJ;INAN;NOM;MASC;SG
允	yoon	允	yoon	V	PROPN;ANIM;NOM;MASC;SG
弱	slabosť	弱	slabosť	PART	N;NOM;FEM;SG
弱	slabší	弱	slabý	PART	ADJ;ANIM;NOM;CMPR;MASC;SG
弱	slabšie	弱	slabý	PART	ADV;CMPR
弱	slabý	弱	slabý	PART	ADJ;ANIM;NOM;MASC;SG
弱	slabá	弱	slabý	PART	ADJ;NOM;FEM;SG
弱	slabé	弱	slabý	PART	ADJ;NOM;NEUT;SG
弱	slabí	弱	slabý	PART	ADJ;ANIM;NOM;MASC;PL
擴充	rozšírená	擴充	rozšírený	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
衍生	derivát	衍生	derivát	V	N;INAN;NOM;MASC;SG
天體	namietať	天體	namietať	N	V;IPFV;POS;NFIN
歌唱	spievaj	歌唱	spievať	N	V;IPFV;IMP;SG;2;POS;FIN
歌唱	zaspievať	歌唱	zaspievať	N	V;IPFV;POS;NFIN
歌唱	spievať	歌唱	spievať	N	V;IPFV;POS;NFIN
合唱	zborový	合唱	zborový	N	ADJ;ANIM;NOM;MASC;SG
行走	chôdza	行走	chôdzať	V	N;NOM;FEM;SG
行走	chodenie	行走	chodenie	V	N;NOM;NEUT;SG
行走	chôdzu	行走	chôdza	V	N;ACC;FEM;SG
行走	prechádzka	行走	prechádzkať	V	N;NOM;FEM;SG
登陸	pristátia	登陸	pristátiť	V	N;NOM;NEUT;PL
登陸	pristátie	登陸	pristátiť	V	N;NOM;NEUT;SG
回答	odpoved	回答	odpoved	V	N;NOM;FEM;SG
回答	odpoveď	回答	odpoveď	V	N;NOM;FEM;SG
回答	odpovedz	回答	odpovedz	V	N;NOM;FEM;SG
強調	stres	強調	stres	V	N;INAN;NOM;MASC;SG
封面	cover	封面	cover	N	
封面	zakryť	封面	zakryť	N	V;PFV;POS;NFIN
封面	kryje	封面	kryť	N	V;IPFV;IND;SG;3;POS;PRS;FIN
准	kvázi	准	kváz		PART
數學	matematické	數學	matematický	N	ADJ;NOM;NEUT;SG
數學	matematický	數學	matematický	N	ADJ;ANIM;NOM;MASC;SG
指	obvinenia	指	obvinenie	V	N;NOM;NEUT;PL
指	obvinení	指	obvinenie	V	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
指	tvrdenia	指	tvrdenie	V	N;NOM;NEUT;PL
指	obvinenia	指	obvinenie	V	N;NOM;NEUT;PL
指	tvrdenie	指	tvrdenie	V	N;NOM;NEUT;SG
指	obvinenie	指	obvinenie	V	N;NOM;NEUT;SG
專家	špecializované	專家	špecializovaný	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
玩	play	玩	play	V	
玩	hraj	玩	hraj	V	INTJ
玩	hranie	玩	hranie	V	N;NOM;NEUT;SG
玩	prehrávanie	玩	prehrávanie	V	N;NOM;NEUT;SG
相互	vzájomný	相互	vzájomný	ADV	ADJ;INAN;NOM;MASC;SG
相互	vzájomná	相互	vzájomný	ADV	ADJ;NOM;FEM;SG
相互	vzájomné	相互	vzájomný	ADV	ADJ;NOM;NEUT;SG
幫	banda	幫	banda	ADP	N;NOM;FEM;SG
幫	gang	幫	gang	ADP	N;INAN;NOM;MASC;SG
武裝	ozbrojená	武裝	ozbrojený	N	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
武裝	ozbrojený	武裝	ozbrojený	N	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
武裝	ozbrojených	武裝	ozbrojený	N	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
武裝	ozbrojení	武裝	ozbrojenie	N	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
武裝	ozbrojené	武裝	ozbrojený	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
成長	rastúce	成長	rastúci	V	ADJ;NOM;NEUT;SG
成長	pestovanie	成長	pestovanie	V	N;NOM;NEUT;SG
成長	rastúci	成長	rastúci	V	ADJ;INAN;NOM;MASC;SG
成長	rast	成長	rast	V	N;INAN;NOM;MASC;SG
成長	nárast	成長	nárast	V	N;INAN;NOM;MASC;SG
成長	rastu	成長	rast	V	N;INAN;GEN;MASC;SG
最小	minimálne	最小	minimálne	ADJ	ADV
最小	minimum	最小	minimum	ADJ	N;NOM;NEUT;SG
坤	kun	坤	kun	PROPN	PROPN;ANIM;NOM;MASC;SG
坤	gon	坤	gon	PROPN	PROPN;ANIM;NOM;MASC;SG
工作	štúdiá	工作	štúdium	V	N;NOM;NEUT;PL
工作	štúdia	工作	štúdium	V	N;NOM;NEUT;PL
工作	studio	工作	studio	V	INTJ
工作	štúdio	工作	štúdio	V	N;NOM;NEUT;SG
朝日	asahi	朝日	asahi	PROPN	N;ANIM;NOM;MASC;SG
印刷	tlačiť	印刷	tlačiť	N	V;IPFV;POS;NFIN
印刷	vytlačiť	印刷	vytlačiť	N	V;PFV;POS;NFIN
印刷	vytlačené	印刷	vytlačený	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
印刷	potlačené	印刷	potlačený	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
印刷	tlačené	印刷	tlačený	N	ADJ;NOM;NEUT;SG
起源	genesis	起源	genesis	N	PROPN;ANIM;NOM;MASC;SG
情報	spravodajská	情報	spravodajský	N	ADJ;NOM;FEM;SG
十二	december	十二	december	NUM	N;INAN;NOM;MASC;SG
十二	decembra	十二	december	NUM	N;INAN;GEN;MASC;SG
十二	decembri	十二	december	NUM	N;INAN;GEN;MASC;SG
十二	decembru	十二	december	NUM	N;INAN;GEN;MASC;SG
十二	december	十二	december	NUM	N;INAN;NOM;MASC;SG
十二	dec	十二	dec	NUM	INTJ
十二	zos	十二	zos	NUM	N;NOM;FEM;SG
鈴木	suzuki	鈴木	suzuk	PROPN	N;INAN;NOM;MASC;SG
賣	predaj	賣	predaj	V	N;INAN;NOM;MASC;SG
賣	predaný	賣	predaný	V	ADJ;ANIM;NOM;MASC;SG
賣	predaná	賣	predaný	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
賣	predané	賣	predaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
賣	predávané	賣	predávaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
賣	predávanie	賣	predávanie	V	N;NOM;NEUT;SG
賣	predajné	賣	predajný	V	ADJ;NOM;NEUT;SG
賣	predaj	賣	predaj	V	N;INAN;NOM;MASC;SG
救援	záchrana	救援	záchrana	V	N;NOM;FEM;SG
救援	záchranné	救援	záchranný	V	ADJ;NOM;NEUT;SG
救援	záchranu	救援	záchrana	V	N;ACC;FEM;SG
救援	záchranná	救援	záchranný	V	ADJ;NOM;FEM;SG
虹	hong	虹	hong	PROPN	PROPN;ANIM;NOM;MASC;SG
大	väčšina	大	väčšina	ADV	N;NOM;FEM;SG
已	známi	已	známy	ADV	N;ANIM;NOM;MASC;PL
已	známe	已	známy	ADV	ADJ;NOM;NEUT;SG
已	známa	已	známy	ADV	ADJ;NOM;FEM;SG
已	známym	已	známy	ADV	ADJ;INS;MASC;SG
已	známy	已	známy	ADV	ADJ;ANIM;NOM;MASC;SG
已	známu	已	známy	ADV	N;ACC;FEM;SG
磅	kampong	磅	kampong	N	PROPN;ANIM;NOM;MASC;SG
高原	highland	高原	highland	N	PROPN;ANIM;NOM;MASC;SG
高原	rovnovážnej	高原	rovnovážny	N	ADJ;GEN;FEM;SG
青少	teen	青少	teen	N	PROPN;NOM;MASC;SG
青少	dospievajúci	青少	dospievajúci	N	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;ACT
青少	dospievajúcich	青少	dospievajúci	N	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT
青少	mladistvých	青少	mladistvý	N	ADJ;ANIM;GEN;MASC;PL
青少	dospievajúci	青少	dospievajúci	N	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;ACT
青少	dospievajúcich	青少	dospievajúci	N	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT
流浪	putovanie	流浪	putovanie	V	N;NOM;NEUT;SG
授權	povolené	授權	povolený	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
授權	povolená	授權	povolený	N	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
鷹	orol	鷹	orol	PROPN	N;ANIM;NOM;MASC;SG
鷹	hawk	鷹	hawk	PROPN	PROPN;ANIM;NOM;MASC;SG
鷹	sokol	鷹	sokol	PROPN	N;ANIM;NOM;MASC;SG
鷹	jastrab	鷹	jastrab	PROPN	N;INAN;NOM;MASC;SG
鷹	orly	鷹	orol	PROPN	N;INAN;NOM;MASC;PL
最好	najlepsie	最好	dsípsiť	ADJ	
最好	najlepšie	最好	dobre	ADJ	ADV;RL
最好	najlepsi	最好	najlepsi	ADJ	PROPN;ANIM;NOM;MASC;SG
探測	sondu	探測	sonda	V	N;ACC;FEM;SG
探測	sondy	探測	sonda	V	N;NOM;FEM;PL
探測	sonda	探測	sonda	V	N;NOM;FEM;SG
探測	odhaľovanie	探測	odhaľovanie	V	N;NOM;NEUT;SG
探測	odhalenie	探測	odhalenie	V	N;NOM;NEUT;SG
探測	zistenie	探測	zistenie	V	N;NOM;NEUT;SG
探測	detekcie	探測	detekcia	V	N;NOM;FEM;PL
探測	detekcia	探測	detekcia	V	N;NOM;FEM;SG
探測	zisťovanie	探測	zisťovanie	V	N;NOM;NEUT;SG
鋼	steel	鋼	stel	N	INTJ
鋼	oceľové	鋼	oceľový	N	ADJ;NOM;NEUT;SG
鋼	oceľový	鋼	oceľový	N	ADJ;ANIM;NOM;MASC;SG
蓬	pont	蓬	pont	PROPN	PROPN;INAN;NOM;MASC;SG
開幕	otvorenie	開幕	otvorenie	V	N;NOM;NEUT;SG
開幕	otváranie	開幕	otváranie	V	N;NOM;NEUT;SG
領土	územná	領土	územný	N	ADJ;NOM;FEM;SG
領土	územné	領土	územný	N	ADJ;NOM;NEUT;SG
領土	územnej	領土	územný	N	ADJ;GEN;FEM;SG
領土	územný	領土	územný	N	ADJ;INAN;NOM;MASC;SG
替代	nahradenie	替代	nahradenie	V	N;NOM;NEUT;SG
替代	striedanie	替代	striedanie	V	N;NOM;NEUT;SG
替代	substitučnej	替代	substitučný	V	ADJ;GEN;FEM;SG
替代	nahradenie	替代	nahradenie	V	N;NOM;NEUT;SG
替代	náhradné	替代	náhradný	V	ADJ;NOM;NEUT;SG
替代	nahradenie	替代	nahradenie	V	N;NOM;NEUT;SG
替代	výmena	替代	výmena	V	N;NOM;FEM;SG
替代	nahradenia	替代	nahradenie	V	N;NOM;NEUT;PL
替代	náhrada	替代	náhrada	V	N;NOM;FEM;SG
華盛頓	washingtonu	華盛頓	washington	PROPN	N;INAN;GEN;MASC;SG
華盛頓	washington	華盛頓	washington	PROPN	PROPN;ANIM;NOM;MASC;SG
天空	sky	天空	sky	N	PROPN;ANIM;NOM;MASC;SG
天空	sora	天空	sora	N	PROPN;NOM;FEM;SG
燃料	palivá	燃料	palivý	N	ADJ;NOM;FEM;PL
黑暗	dark	黑暗	dark	N	
黑暗	temné	黑暗	temný	N	ADJ;NOM;NEUT;SG
黑暗	tmavá	黑暗	tmavý	N	ADJ;NOM;FEM;SG
黑暗	tmavé	黑暗	tmavý	N	ADJ;NOM;NEUT;SG
黑暗	tmavý	黑暗	tmavý	N	ADJ;ANIM;NOM;MASC;SG
黑暗	temné	黑暗	temný	N	ADJ;NOM;NEUT;SG
競爭	súperiť	競爭	súperiť	N	V;IPFV;POS;NFIN
競爭	súťažiť	競爭	súťažiť	N	V;IPFV;POS;NFIN
競爭	konkurovať	競爭	konkurovať	N	V;IPFV;POS;NFIN
競爭	konkurenčné	競爭	konkurenčný	N	ADJ;NOM;NEUT;SG
競爭	súťažné	競爭	súťažný	N	ADJ;NOM;NEUT;SG
競爭	konkurenčný	競爭	konkurenčný	N	ADJ;ANIM;NOM;MASC;SG
競爭	sutaz	競爭	sutaz	N	INTJ
運行	chode	運行	choda	V	N;INAN;NOM;MASC;SG
運行	beh	運行	beh	V	N;INAN;NOM;MASC;SG
呼	uff	呼	uff	N	
智利	čile	智利	čile	PROPN	PROPN;NOM;NEUT;SG
智利	chile	智利	chila	PROPN	N;NOM;FEM;SG
證實	potvrdenie	證實	potvrdenie	V	N;NOM;NEUT;SG
證實	potvrdenia	證實	potvrdenie	V	N;NOM;NEUT;PL
證實	potvrdenie	證實	potvrdenie	V	N;NOM;NEUT;SG
壓力	tlaková	壓力	tlakový	N	ADJ;NOM;FEM;SG
壓力	zdôrazniť	壓力	zdôrazniť	N	V;PFV;POS;NFIN
豆	bean	豆	bean	N	PROPN;ANIM;NOM;MASC;SG
形容	popísať	形容	popísať	N	V;PFV;POS;NFIN
形容	opísať	形容	opísať	N	V;PFV;POS;NFIN
平衡	vyvážený	平衡	vyvážený	N	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
平衡	vyvážená	平衡	vyvážený	N	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
平衡	vyvážené	平衡	vyvážený	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
平衡	vyrovnaný	平衡	vyrovnaný	N	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
平衡	rovnovážny	平衡	rovnovážny	N	ADJ;INAN;NOM;MASC;SG
候選	záujemcovia	候選	záujemca	V	N;ANIM;NOM;MASC;PL
候選	kandidáti	候選	kandidát	V	N;ANIM;NOM;MASC;PL
候選	kandidátov	候選	kandidát	V	N;ANIM;ACC;MASC;PL
