von	から	von	から	ADP	CONJ
demokratischen	民主主義	demokratisch	民主主義	ADJ;NOM;MASC;PL	N
funktioniert	ワークス	funktionieren	ワークス	V;IND;SG;3;PRS;FIN	PROPN
funktioniert	作品	funktionieren	作品	V;IND;SG;3;PRS;FIN	N
festung	要塞	festung	要塞		N
festung	フォート	festung	フォート		PROPN
festung	要塞	festung	要塞		N
joe	ジョー	joe	ジョー	PROPN;NOM;MASC;SG	PROPN
rumänien	ルーマニア	Rumänien	ルーマニア	PROPN	PROPN
computer	コンピューター	computer	コンピューター	ADJ	N
computer	コンピュータ	computer	コンピュータ	ADJ	N
computer	コンピューター	computer	コンピューター	ADJ	N
computer	コンピュータ	computer	コンピュータ	ADJ	N
computer	コンピューティング	computer	コンピューティング	ADJ	N
grün	グリーン	grün	グリーン	ADJ	N
grün	緑色	grün	緑色	ADJ	N
marburg	マールブルク	marburg	マールブルク	PROPN;NOM;SG	PROPN
marke	マルク	marken	マルク	N;NOM;FEM;SG	PROPN
sprich	喋る	sprich	喋る		V
sprich	speak	sprich	speak		PROPN
einleitung	紹介	einleitung	紹介	N;SG	V
einleitung	導入	einleitung	導入	N;SG	V
einleitung	プリアンブル	einleitung	プリアンブル	N;SG	PROPN
einleitung	開始	einleitung	開始	N;SG	V
nachrichten	news	nachrichten	news	V;NFIN	PROPN
nachrichten	ニュース	nachrichten	ニュース	V;NFIN	N
nachrichten	メッセージ	nachrichten	メッセージ	V;NFIN	N
nachrichten	伝言	nachrichten	伝言	V;NFIN	N
nachrichten	メッセージ	nachrichten	メッセージ	V;NFIN	N
kanal	運河	kanal	運河	ADV	N
kanal	チャネル	kanal	チャネル	ADV	N
kanal	チャンネル	kanal	チャンネル	ADV	N
kanal	海峡	kanal	海峡	ADV	N
damen	婦人	damen	婦人		N
damen	レディース	damen	レディース		N
damen	クイーンズ	damen	クイーンズ		PROPN
weiss	白い	wissen	白い		ADJ
weiss	ホワイト	wissen	ホワイト		N
weiss	ヴァイス	wissen	ヴァイス		PROPN
sprach	スポーク	sprechen	スポーク	V;IND;SG;3;PST;FIN	N
moment	moment	moment	moment	ADJ	PROPN
moment	瞬間	moment	瞬間	ADJ	N
moment	モーメント	moment	モーメント	ADJ	N
zitat	引用	zitat	引用		V
zitat	引用	zitat	引用		V
krankenhaus	病院	krankenhaus	病院	ADJ	N
krankenhaus	病院	krankenhaus	病院	ADJ	N
krankenhaus	クリニック	krankenhaus	クリニック	ADJ	N
krankenhaus	診療所	krankenhaus	診療所	ADJ	N
publikum	観客	publikum	観客	ADJ	N
publikum	オーディエンス	publikum	オーディエンス	ADJ	N
publikum	観客	publikum	観客	ADJ	N
publikum	オーディエンス	publikum	オーディエンス	ADJ	N
publikum	群衆	publikum	群衆	ADJ	N
publikum	群集	publikum	群集	ADJ	N
publikum	人	publikum	人	ADJ	N
dame	レディ	damen	レディ		N
dame	女王	damen	女王		N
dame	クイーン	damen	クイーン		PROPN
dame	チェッカー	damen	チェッカー		N
diskutieren	ディベート	diskutieren	ディベート	V;NFIN	N
diskutieren	ディスカッション	diskutieren	ディスカッション	V;NFIN	N
ereignisse	イベント	ereignis	イベント	ADJ;NOM;PL	N
ereignisse	行事	ereignis	行事	ADJ;NOM;PL	N
ring	リング	ringen	リング		N
ring	指輪	ringen	指輪		N
bestehende	既存	bestehend	既存	ADJ;NOM;FEM;PL	N
andré	アンドレ	andré	アンドレ	PROPN;NOM;MASC;SG	PROPN
andré	アンドレ	andré	アンドレ	PROPN;NOM;MASC;SG	PROPN
dynastie	王朝	dynastie	王朝		N
militär	軍事	militär	軍事	ADJ	N
militär	軍隊	militär	軍隊	ADJ	N
frühere	過去	früh	過去	ADJ;NOM;FEM;PL	N
frühere	前者	früh	前者	ADJ;NOM;FEM;PL	N
stunde	毎時	stund	毎時	ADV	N
stunde	時給	stund	時給	ADV	N
stunde	教訓	stund	教訓	ADV	N
stunde	レッスン	stund	レッスン	ADV	N
stunde	授業	stund	授業	ADV	N
stunde	時間	stund	時間	ADV	N
innsbruck	インス	innsbruck	インス	PROPN;NOM;SG	N
gesang	歌う	gesingen	歌う	ADJ	V
gesang	ボイス	gesingen	ボイス	ADJ	N
gesang	音声	gesingen	音声	ADJ	N
gesang	ボーカル	gesingen	ボーカル	ADJ	N
gesang	ボーカル	gesingen	ボーカル	ADJ	N
gesang	歌曲	gesingen	歌曲	ADJ	N
gesang	ソング	gesingen	ソング	ADJ	N
spezielle	特定	speziell	特定	ADJ;NOM;FEM;PL	
spezielle	スペシャル	speziell	スペシャル	ADJ;NOM;FEM;PL	N
existenz	存在	existenz	存在	ADJ	V
braun	褐色	braun	褐色	ADJ	N
braun	茶色	braun	茶色	ADJ	N
braun	ブラウン	braun	ブラウン	ADJ	N
braun	ブラウン	braun	ブラウン	ADJ	N
giovanni	ジョヴァンニ	giovanni	ジョヴァンニ	PROPN;NOM;MASC;SG	PROPN
giovanni	ジョバンニ	giovanni	ジョバンニ	PROPN;NOM;MASC;SG	PROPN
corps	軍団	corps	軍団		N
anerkennung	鑑	anerkennung	鑑	ADJ	N
anerkennung	認識	anerkennung	認識	ADJ	V
anerkennung	認定	anerkennung	認定	ADJ	V
städtischen	アーバン	städtisch	アーバン	ADJ;NOM;PL	N
konflikt	紛争	konflikt	紛争	V;IND;SG;3;PRS;FIN	N
konflikt	コンフリクト	konflikt	コンフリクト	V;IND;SG;3;PRS;FIN	N
konflikt	紛争	konflikt	紛争	V;IND;SG;3;PRS;FIN	N
konflikt	コンフリクト	konflikt	コンフリクト	V;IND;SG;3;PRS;FIN	N
fahrzeug	車両	fahrzeug	車両	ADJ	N
fahrzeug	乗り物	fahrzeug	乗り物	ADJ	N
rio	リオ	rio	リオ	PROPN;NOM;SG	PROPN
vielzahl	品種	vielzahl	品種	ADJ	
vielzahl	バラエティ	vielzahl	バラエティ	ADJ	N
vielzahl	変種	vielzahl	変種	ADJ	N
gewalt	暴力	gewalten	暴力		N
gewalt	フォース	gewalten	フォース		N
aktiven	アクティブ	aktiv	アクティブ	ADJ	N
kleines	スモール	klein	スモール	ADJ;NOM;NEUT;SG	N
kleines	小文字	klein	小文字	ADJ;NOM;NEUT;SG	N
hören	聴聞	hören	聴聞	V;NFIN	N
hören	聴覚	hören	聴覚	V;NFIN	N
hören	聴力	hören	聴力	V;NFIN	N
hören	審問	hören	審問	V;NFIN	N
einfache	イージー	einfach	イージー	ADJ;NOM;FEM;PL	N
passt	フィット	passen	フィット	V;IND;SG;3;PRS;FIN	N
passt	fit	passen	fit	V;IND;SG;3;PRS;FIN	PROPN
krone	クラウン	kron	クラウン		N
amerika	アメリカ	amerika	アメリカ		PROPN
japanische	日本人	japanisch	日本人	ADJ;NOM;FEM;PL	N
japanische	ジャパニーズ	japanisch	ジャパニーズ	ADJ;NOM;FEM;PL	N
japanische	日本語	japanisch	日本語	ADJ;NOM;FEM;PL	N
voll	いっぱい	voll	いっぱい	ADJ	N
voll	フル	voll	フル	ADJ	N
front	フロント	fronen	フロント	PROPN	N
front	表側	fronen	表側	PROPN	N
front	前面	fronen	前面	PROPN	N
gewinn	収益	gewinn	収益	N	V
gewinn	win	gewinn	win	N	PROPN
gewinn	勝利	gewinn	勝利	N	V
gewinn	勝ち	gewinn	勝つ	N	V
gewinn	勝つ	gewinn	勝つ	N	V
gewinn	収益	gewinn	収益	N	V
umgebaut	再	umbauen	再	V;V.PTCP	N
merkmale	特性	merkmal	特性	ADJ;NOM;FEM;PL	N
merkmale	特色	merkmal	特色	ADJ;NOM;FEM;PL	N
merkmale	特徴	merkmal	特徴	ADJ;NOM;FEM;PL	N
merkmale	機能	merkmal	機能	ADJ;NOM;FEM;PL	N
merkmale	特徴	merkmal	特徴	ADJ;NOM;FEM;PL	N
merkmale	属性	merkmal	属性	ADJ;NOM;FEM;PL	N
abstand	距離	abstehen	距離		N
abstand	ギャップ	abstehen	ギャップ		N
abstand	gap	abstehen	gap		PROPN
abstand	間隔	abstehen	間隔		N
abstand	音程	abstehen	音程		N
abstand	インターバル	abstehen	インターバル		N
abstand	区間	abstehen	区間		N
abstand	間隔	abstehen	間隔		N
ständig	常時	ständig	常時	ADJ	N
ständig	絶え	ständig	絶える	ADJ	V
boston	ボストン	boston	ボストン	PROPN;NOM;SG	PROPN
major	少佐	major	少佐	PROPN	N
major	メジャー	major	メジャー	PROPN	N
major	専攻	major	専攻	PROPN	N
beschäftigte	社員	beschäftigen	社員	V;IND;SG;3;PST;FIN	N
stephan	スティーヴン	stephan	スティーヴン	PROPN;NOM;MASC;SG	PROPN
stephan	ステファン	stephan	ステファン	PROPN;NOM;MASC;SG	PROPN
jacob	ジャコブ	jacob	ジャコブ	PROPN;NOM;SG	PROPN
langer	ロング	lang	ロング	ADJ	N
gesprochen	スポーク	sprechen	スポーク	V;V.PTCP	N
youtube	youtube	youtube	youtube		PROPN
venedig	ベニス	venedig	ベニス	PROPN;NOM;SG	PROPN
venedig	ヴェネツィア	venedig	ヴェネツィア	PROPN;NOM;SG	PROPN
venedig	ベネチア	venedig	ベネチア	PROPN;NOM;SG	PROPN
mündung	マズル	mündung	マズル	ADJ	PROPN
mündung	河口	mündung	河口	ADJ	N
rollen	リール	roll	リール	V;NFIN	N
rollen	役割	roll	役割	V;NFIN	N
beteiligung	関与	Beteiligung	関与	N;NOM;FEM;SG	V
beteiligung	関与	Beteiligung	関与	N;NOM;FEM;SG	V
beteiligung	参加	Beteiligung	参加	N;NOM;FEM;SG	V
alpen	アルプス	alpe	アルプス	PROPN	N
alpen	アルプス	alpe	アルプス	PROPN	PROPN
meint	手段	meinen	手段	V;IND;SG;3;PRS;FIN	N
logo	ロゴ	logo	ロゴ	ADJ	N
breiten	ワイド	breit	ワイド	ADJ;SG	N
breiten	緯度	breit	緯度	ADJ;SG	N
creek	クリーク	creek	クリーク	PROPN	PROPN
trier	トリーア	trei	トリーア		PROPN
träger	キャリア	träger	キャリア	ADJ	N
träger	制度	träger	制度	ADJ	N
träger	施設	träger	施設	ADJ	N
träger	機関	träger	機関	ADJ	N
katholischer	カトリック	katholisch	カトリック	ADJ	N
madrid	マドリッド	madrid	マドリッド	PROPN;NOM;SG	PROPN
madrid	マドリード	madrid	マドリード	PROPN;NOM;SG	PROPN
militärische	軍事	militärisch	軍事	ADJ;NOM;FEM;PL	N
militärische	軍隊	militärisch	軍隊	ADJ;NOM;FEM;PL	N
barcelona	バルセロナ	barcelona	バルセロナ	PROPN	PROPN
reste	残り	rest	残り	ADJ	N
reste	残党	rest	残党	ADJ	N
halbinsel	半島	halbinsel	半島	ADJ	N
halbinsel	半島	halbinsel	半島	ADJ	N
freiherr	男爵	freiherr	男爵		N
carolina	カロライナ	carolina	カロライナ	PROPN;NOM;SG	PROPN
episode	エピソード	episod	エピソード		N
unterschiedlich	変数	unterschiedlich	変数	ADJ	N
unterschiedlich	可変	unterschiedlich	可変	ADJ	N
unterschiedlich	異なる	unterschiedlich	異なる	ADJ	V
blätter	葉っぱ	blätt	葉っぱ	ADJ	N
blätter	葉っぱ	blätt	葉っぱ	ADJ	N
blätter	シート	blätt	シート	ADJ	N
blätter	シーツ	blätt	シーツ	ADJ	N
siegen	勝利	siegen	勝利		V
siegen	勝利	siegen	勝利		V
siegen	勝利	siegen	勝利		V
siegen	ジーゲン	siegen	ジーゲン		PROPN
lokalen	地元	lokal	地元	ADJ;NOM;PL	N
siege	勝利	siegen	勝利	N;NOM	V
römische	ローマン	römisch	ローマン	ADJ;NOM;FEM;PL	N
römische	ロマン	römisch	ロマン	ADJ;NOM;FEM;PL	N
römische	ローマ	römisch	ローマ	ADJ;NOM;FEM;PL	N
ehren	名誉	ehr	名誉		N
ehren	名誉	ehr	名誉		N
infos	情報	infos	情報		N
ton	サウンド	ton	サウンド		N
ton	トン	ton	トン		N
ton	音声	ton	音声		N
ton	オーディオ	ton	オーディオ		N
ton	audio	ton	audio		PROPN
ton	トーン	ton	トーン		N
ton	クレイ	ton	クレイ		PROPN
ton	粘土	ton	粘土		N
scott	スコット	scott	スコット	PROPN	PROPN
klub	棍	klub	棍	N;NOM;MASC;SG	PROPN
königlichen	ロイヤル	königlich	ロイヤル	ADJ;NOM;PL	N
baureihe	シリーズ	baureihe	シリーズ	ADJ;NOM;FEM;SG	N
baureihe	階級	baureihe	階級	ADJ;NOM;FEM;SG	N
baureihe	クラス	baureihe	クラス	ADJ;NOM;FEM;SG	N
altstadt	下町	altstadt	下町	ADJ	N
altstadt	オールド	altstadt	オールド	ADJ	N
altstadt	altstadt	altstadt	altstadt	ADJ	PROPN
athen	アテネ	athen	アテネ	PROPN;NOM;SG	PROPN
sucht	シーク	suchen	シーク	V;IND;SG;3;PRS;FIN	N
sitze	座席	sitzen	座席		N
vorhandenen	既存	vorhanden	既存	ADJ;PL	N
potsdam	ポツダム	potsdam	ポツダム	PROPN;NOM;NEUT;SG	PROPN
besucher	ビジター	besucher	ビジター		N
besucher	ビジター	besucher	ビジター		N
mailand	ミラノ	mailand	ミラノ	PROPN;NOM;NEUT;SG	PROPN
mailand	ミラノ	mailand	ミラノ	PROPN;NOM;NEUT;SG	PROPN
schritt	step	schreinen	step		PROPN
schritt	ステップ	schreinen	ステップ		N
militärischen	軍事	militärisch	軍事	ADJ;ACC;SG	N
militärischen	軍隊	militärisch	軍隊	ADJ;ACC;SG	N
real	real	real	real	ADJ	PROPN
real	本物	real	本物	ADJ	N
kardinal	基数	kardinal	基数	PROPN;NOM;MASC;SG	N
kardinal	枢機	kardinal	枢機	PROPN;NOM;MASC;SG	N
führer	リーダー	führer	リーダー		N
führer	ガイド	führer	ガイド		N
führer	ガイド	führer	ガイド		N
führer	総統	führer	総統		N
geistlicher	司祭	geistlich	司祭	ADJ	N
oberfläche	インターフェース	oberfläch	インターフェース	ADJ	N
oberfläche	インタフェース	oberfläch	インタフェース	ADJ	N
oberfläche	gui	oberfläch	gui	ADJ	PROPN
oberfläche	表面	oberfläch	表面	ADJ	N
oberfläche	曲面	oberfläch	曲面	ADJ	N
analyse	analytics	analyse	analytics	N;NOM;FEM;SG	PROPN
analyse	解析	analyse	解析	N;NOM;FEM;SG	V
analyse	分析	analyse	分析	N;NOM;FEM;SG	V
analyse	analyze	analyse	analyze	N;NOM;FEM;SG	PROPN
analyse	分析	analyse	分析	N;NOM;FEM;SG	V
analyse	解析	analyse	解析	N;NOM;FEM;SG	V
falsche	false	falsch	false	ADJ;NOM;FEM;PL	PROPN
falsche	虚偽	falsch	虚偽	ADJ;NOM;FEM;PL	N
streit	申し立て	streit	申し立て	ADJ	V
streit	論証	streit	論証	ADJ	N
streit	ファイト	streit	ファイト	ADJ	N
streit	紛争	streit	紛争	ADJ	N
streit	論争	streit	論争	ADJ	N
streit	けんか	streit	けんか	ADJ	N
koch	シェフ	koch	シェフ		N
koch	コッホ	koch	コッホ		PROPN
weiterleitung	伝送	weiterleitung	伝送	ADJ	V
weiterleitung	ルーティング	weiterleitung	ルーティング	ADJ	N
irgendwo	どこ	irgendwo	どこ	ADV	PRO
ausstellungen	展示	ausstellingen	展示	N;NOM;FEM;PL	V
ausstellungen	展示	ausstellingen	展示	N;NOM;FEM;PL	V
ausstellungen	展示	ausstellingen	展示	N;NOM;FEM;PL	V
roger	ロジェ	roger	ロジェ	PROPN;NOM;MASC;SG	PROPN
roger	ロジャー	roger	ロジャー	PROPN;NOM;MASC;SG	PROPN
schlug	おすすめ	schlagen	おすすめ	V;IND;SG;3;PST;FIN	N
kurzer	ショート	kurz	ショート	ADJ	N
tempel	テンプル	tempel	テンプル		PROPN
tempel	寺院	tempel	寺院		N
tempel	神殿	tempel	神殿		N
tempel	寺院	tempel	寺院		N
bearbeitung	編集	bearbeitung	編集	N;NOM;FEM;SG	V
bearbeitung	編集	bearbeitung	編集	N;NOM;FEM;SG	V
bearbeitung	処理	bearbeitung	処理	N;NOM;FEM;SG	V
bearbeitung	加工	bearbeitung	加工	N;NOM;FEM;SG	V
nutzer	ユーザー	nutzer	ユーザー		N
nutzer	ユーザ	nutzer	ユーザ		N
nutzer	ユーザー	nutzer	ユーザー		N
nutzer	ユーザ	nutzer	ユーザ		N
gedacht	思考	denken|gedenken	思考	V;V.PTCP	N
erfahrung	エクスペリエンス	erfahrung	エクスペリエンス	ADJ	N
erfahrung	エクスペリエンス	erfahrung	エクスペリエンス	ADJ	N
erfahrung	体験	erfahrung	体験	ADJ	V
erfahrung	経験	erfahrung	経験	ADJ	V
carlos	カルロス	carlos	カルロス	PROPN;NOM;SG	PROPN
denken	思考	denken	思考	V;NFIN	N
denken	シンク	denken	シンク	V;NFIN	N
täglich	everyday	täglich	everyday	ADJ	PROPN
täglich	日常	täglich	日常	ADJ	N
täglich	毎日	täglich	毎日	ADJ	N
täglich	デイリー	täglich	デイリー	ADJ	N
breslau	ヴロツワフ	breslau	ヴロツワフ	PROPN;NOM;SG	PROPN
breslau	ヴロツワフ	breslau	ヴロツワフ	PROPN;NOM;SG	PROPN
abgelehnt	不参加	ablehnen	不参加	V;V.PTCP	ADJ
umfang	音量	umfingen	音量		N
umfang	ボリューム	umfingen	ボリューム		N
umfang	体積	umfingen	体積		N
umfang	範囲	umfingen	範囲		N
umfang	スコープ	umfingen	スコープ		N
laufen	ランニング	laufen	ランニング	V;NFIN	N
laufen	run	laufen	run	V;NFIN	PROPN
laufen	ラン	laufen	ラン	V;NFIN	N
kern	コア	kern	コア	ADJ	N
kern	core	kern	core	ADJ	PROPN
kern	原子	kern	原子	ADJ	N
dörfer	村落	dörfern	村落		N
bill	ビル	billen	ビル	PROPN;NOM;MASC;SG	N
dom	ドーム	dom	ドーム	PROPN;NOM;MASC;SG	N
dom	ドゥオーモ	dom	ドゥオーモ	PROPN;NOM;MASC;SG	PROPN
dom	ドム	dom	ドム	PROPN;NOM;MASC;SG	PROPN
dom	dom	dom	dom	PROPN;NOM;MASC;SG	PROPN
kaufmann	マーチャント	kaufmann	マーチャント		PROPN
kaufmann	商人	kaufmann	商人		N
kaufmann	ビジネスマン	kaufmann	ビジネスマン		N
direkte	ダイレクト	direkt	ダイレクト	ADJ;NOM;FEM;PL	N
brief	手紙	brufen	手紙	V;IND;SG;3;PST;FIN	N
brief	letter	brufen	letter	V;IND;SG;3;PST;FIN	PROPN
brief	レター	brufen	レター	V;IND;SG;3;PST;FIN	N
ben	ベン	ben	ベン		PROPN
awards	受賞	awards	受賞	PROPN	V
awards	表彰	awards	表彰	PROPN	V
force	フォース	force	フォース	PROPN;NOM;SG	N
maximal	マックス	maximal	マックス	ADJ	PROPN
maximal	max	maximal	max	ADJ	PROPN
maximal	tops	maximal	tops	ADJ	PROPN
maximal	トップス	maximal	トップス	ADJ	N
maximal	最大	maximal	最大	ADJ	N
maximal	maximum	maximal	maximum	ADJ	PROPN
forum	フォーラム	forum	フォーラム		N
forum	フォーラム	forum	フォーラム		N
passiert	ハプニング	passieren	ハプニング	V;IND;SG;3;PRS;FIN	N
fahren	ドライブ	fahren	ドライブ	V;NFIN	N
weltmeister	チャンピオン	weltmeister	チャンピオン	ADJ	N
preise	価格	preis	価格	ADJ	N
preise	受賞	preis	受賞	ADJ	V
preise	表彰	preis	表彰	ADJ	V
preise	価格	preis	価格	ADJ	N
preise	懸賞	preis	懸賞	ADJ	N
preise	賞品	preis	賞品	ADJ	N
klassische	クラシック	klassisch	クラシック	ADJ;NOM;FEM;PL	N
klassische	古典	klassisch	古典	ADJ;NOM;FEM;PL	N
klassische	クラシック	klassisch	クラシック	ADJ;NOM;FEM;PL	N
klassische	古典	klassisch	古典	ADJ;NOM;FEM;PL	N
klassische	classic	klassisch	classic	ADJ;NOM;FEM;PL	PROPN
goldenen	ゴールデン	golden	ゴールデン	ADJ;NOM;MASC;PL	N
goldenen	黄金	golden	黄金	ADJ;NOM;MASC;PL	N
times	タイムズ	times	タイムズ	PROPN;NOM;SG	PROPN
oliver	オリヴァー	oliver	オリヴァー	ADJ	PROPN
oliver	オリバー	oliver	オリバー	ADJ	PROPN
ensemble	アンサンブル	ensemble	アンサンブル		N
diplomat	外交官	diplomat	外交官	ADJ	N
wissenschaftler	研究者	wissenschaftl	研究者	ADJ	N
wissenschaftler	研究員	wissenschaftl	研究員	ADJ	N
wissenschaftler	学者	wissenschaftl	学者	ADJ	N
wissenschaftler	研究者	wissenschaftl	研究者	ADJ	N
malerei	絵画	malerei	絵画	ADJ;NOM;FEM;SG	N
malerei	絵画	malerei	絵画	ADJ;NOM;FEM;SG	N
erhöht	高架	erhöhen	高架	V;V.PTCP	N
who	who	who	who	PROPN;NOM;SG	PROPN
glück	ラッキー	glück	ラッキー	N;NOM;SG	PROPN
glück	ハピネス	glück	ハピネス	N;NOM;SG	PROPN
glück	幸せ	glück	幸せ	N;NOM;SG	ADJ
autorin	作家	autorin	作家	PROPN	N
autorin	ライター	autorin	ライター	PROPN	N
autorin	作家	autorin	作家	PROPN	N
autorin	著者	autorin	著者	PROPN	N
autorin	作者	autorin	作者	PROPN	N
gitarre	ギター	gitarre	ギター	ADJ	N
patrick	パトリック	patrick	パトリック	PROPN;NOM;MASC;SG	PROPN
behörden	当局	behörden	当局	V;NFIN	N
rechtsanwalt	弁護士	rechtsanwalt	弁護士	ADJ	N
ingenieur	工学	ingenieur	工学		N
ingenieur	エンジニアリング	ingenieur	エンジニアリング		N
ingenieur	エンジニア	ingenieur	エンジニア		N
goldene	ゴールデン	golden	ゴールデン	ADJ;NOM;FEM;PL	N
goldene	黄金	golden	黄金	ADJ;NOM;FEM;PL	N
goldene	gold	golden	gold	ADJ;NOM;FEM;PL	PROPN
goldene	ゴールド	golden	ゴールド	ADJ;NOM;FEM;PL	N
manager	店長	manager	店長	ADJ	N
manager	支配	manager	支配	ADJ	N
manager	マネージャー	manager	マネージャー	ADJ	N
manager	マネージャ	manager	マネージャ	ADJ	N
manager	マネージャー	manager	マネージャー	ADJ	N
manager	マネージャ	manager	マネージャ	ADJ	N
senat	元老院	senaen	元老院		PROPN
reisen	ツアー	reisen	ツアー	V;NFIN	N
reisen	トゥール	reisen	トゥール	V;NFIN	PROPN
rundfunk	放送	rundfunk	放送		V
rundfunk	配信	rundfunk	配信		V
rundfunk	ブロード	rundfunk	ブロード		N
rundfunk	放送	rundfunk	放送		V
rundfunk	ブロード	rundfunk	ブロード		N
rundfunk	ラジオ	rundfunk	ラジオ		N
hoffmann	ホフマン	hoffmann	ホフマン	PROPN;NOM;MASC;SG	PROPN
hoffmann	ホフマン	hoffmann	ホフマン	PROPN;NOM;MASC;SG	PROPN
zugänglich	アクセス	zugänglich	アクセス	ADJ	V
reinhard	ラインハルト	reinhard	ラインハルト	PROPN;NOM;MASC;SG	PROPN
din	din	din	din		PROPN
erinnerung	思い出	erinnerung	思い出	ADJ	V
erinnerung	お	erinnerung	お	ADJ	N
erinnerung	アラーム	erinnerung	アラーム	ADJ	N
erinnerung	メモリ	erinnerung	メモリ	ADJ	N
erinnerung	メモリー	erinnerung	メモリー	ADJ	N
erinnerung	記憶	erinnerung	記憶	ADJ	V
urteil	判断	urteil	判断	N;SG	V
urteil	判断	urteil	判断	N;SG	V
urteil	支配	urteil	支配	N;SG	V
urteil	裁定	urteil	裁定	N;SG	V
wichtigste	メイン	wichtig	メイン	ADJ;NOM;FEM;SG	N
internationaler	インターナショナル	international	インターナショナル	ADJ	N
internationaler	国際	international	国際	ADJ	N
botschafter	大使	botschafter	大使	ADJ	N
botschafter	アンバサダー	botschafter	アンバサダー	ADJ	PROPN
botschafter	大使	botschafter	大使	ADJ	N
botschafter	アンバサダー	botschafter	アンバサダー	ADJ	PROPN
heilige	聖徒	heilig	聖徒	ADJ;NOM;FEM;PL	N
heilige	セインツ	heilig	セインツ	ADJ;NOM;FEM;PL	PROPN
marx	マルクス	marx	マルクス	PROPN;NOM;SG	PROPN
nominierung	指名	nominierung	指名	N;NOM;FEM;SG	V
moritz	モーリス	moritz	モーリス	PROPN;NOM;SG	PROPN
moritz	モーリッツ	moritz	モーリッツ	PROPN;NOM;SG	PROPN
festgelegt	集合	festlegen	集合	V;V.PTCP	N
festgelegt	セット	festlegen	セット	V;V.PTCP	N
fdp	fdp	fdp	fdp	PROPN;NOM;FEM;SG	PROPN
fraktion	分数	fraktion	分数	PROPN	N
fraktion	派閥	fraktion	派閥	PROPN	N
bauen	建物	bauen	建物	V;NFIN	N
filmografie	filmography	filmografie	filmography		PROPN
katharina	キャサリン	katharina	キャサリン	PROPN;NOM;FEM;SG	PROPN
katharina	ジリアン	katharina	ジリアン	PROPN;NOM;FEM;SG	PROPN
katharina	キャサリン	katharina	キャサリン	PROPN;NOM;FEM;SG	PROPN
geweiht	専用	weihen	専用	V;V.PTCP	N
geburt	出産	geburen	出産	N;SG	V
geburt	誕生	geburen	誕生	N;SG	V
rose	ローズ	rose	ローズ	PROPN;NOM;SG	N
rose	ロゼ	rose	ロゼ	PROPN;NOM;SG	N
rose	バラ	rose	バラ	PROPN;NOM;SG	N
rose	rose	rose	rose	PROPN;NOM;SG	PROPN
rose	薔薇	rose	薔薇	PROPN;NOM;SG	N
wales	ウェールズ	wales	ウェールズ	PROPN;NOM;MASC;SG	PROPN
feuer	火事	feuer	火事		N
feuer	ファイア	feuer	ファイア		N
feuer	火災	feuer	火災		N
feuer	焚き	feuer	焚き		N
vergessen	忘却	vergessen	忘却	V;V.PTCP	N
vergessen	忘却	vergessen	忘却	V;V.PTCP	N
vergessen	forget	vergessen	forget	V;V.PTCP	PROPN
distrikt	地区	distrikt	地区	ADJ	N
distrikt	ディストリクト	distrikt	ディストリクト	ADJ	PROPN
iso	iso	iso	iso		PROPN
bestanden	パス	bestehen	パス	V;V.PTCP	N
irland	アイルランド	irland	アイルランド	PROPN;NOM;NEUT;SG	PROPN
pennsylvania	ペンシルバニア	pennsylvania	ペンシルバニア	PROPN;NOM;NEUT;SG	PROPN
eugen	オイゲン	eugen	オイゲン		PROPN
aufmerksamkeit	注目	aufmerksamkeit	注目	ADJ	V
aufmerksamkeit	注意	aufmerksamkeit	注意	ADJ	V
kunden	カスタマー	kund	カスタマー	N	PROPN
kunden	カスタマー	kund	カスタマー	N	PROPN
himmel	天国	himmel	天国		N
himmel	sky	himmel	sky		PROPN
himmel	スカイ	himmel	スカイ		N
mike	マイク	mike	マイク	PROPN;NOM;MASC;SG	N
eingang	入学	eingehen	入学	N;SG	V
eingang	入り	eingehen	入る	N;SG	V
eingang	受信	eingehen	受信	N;SG	V
eingang	入力	eingehen	入力	N;SG	V
eva	eva	eva	eva	PROPN;NOM;FEM;SG	PROPN
eva	エヴァ	eva	エヴァ	PROPN;NOM;FEM;SG	PROPN
eva	イブ	eva	イブ	PROPN;NOM;FEM;SG	PROPN
eva	イヴ	eva	イヴ	PROPN;NOM;FEM;SG	PROPN
western	ウェスタン	western	ウェスタン	PROPN;NOM;SG	PROPN
western	ウエスタン	western	ウエスタン	PROPN;NOM;SG	N
green	グリーン	Green	グリーン	PROPN;NOM;SG	N
green	緑色	Green	緑色	PROPN;NOM;SG	N
sir	サー	sir	サー	PROPN;NOM;MASC;SG	N
anhänger	サポーター	anhänger	サポーター		N
anhänger	フォロワー	anhänger	フォロワー		N
anhänger	ペンダント	anhänger	ペンダント		N
anhänger	トレーラー	anhänger	トレーラー		N
anhänger	予告	anhänger	予告		N
columbia	コロンビア	columbia	コロンビア	PROPN	PROPN
toten	デッド	toten	デッド	V;PL;FIN	PROPN
kirchengemeinde	教区	kirchengemeinde	教区	ADJ;NOM;FEM;PL	N
kirchengemeinde	会衆	kirchengemeinde	会衆	ADJ;NOM;FEM;PL	N
kontext	コンテクスト	kontext	コンテクスト	ADJ	N
kontext	コンテキスト	kontext	コンテキスト	ADJ	N
kontext	context	kontext	context	ADJ	PROPN
sichtbar	可視	sichtbar	可視	ADJ	N
