את	te	את	te	PART;ACC	V;DEF;IND;SG;1;PRS;FIN;ACT
מוזיקלי	zenés	מוזיקלי	zenés	ADJ;MASC;SG	N;NOM;SG
מוזיקלי	musical	מוזיקלי	musical	ADJ;MASC;SG	N;NOM;SG
הצעת	ajánlott	הצעה	ajánl	N;PSSD;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
הצעת	javasolt	הצעה	javasolt	N;PSSD;FEM;SG	
בס	basszus	בס	basszus		N;NOM;SG
דוכס	duke	דוכס	duke	PROPN	
דוכס	herceg	דוכס	herceg	PROPN	N;NOM;SG
דוכס	dukes	דוכס	dukes	PROPN	N;NOM;SG
חזית	front	חזית	front	N;FEM;SG	
תיאר	leírt	תיאר	leírt	V;MASC;SG;3;PST;ACT	
פשוטה	szimpla	פשוט	szimpla	ADJ;FEM;SG	
עוברים	magzatok	עבר	magzat	V;MASC;PL;V.PTCP;ACT	N;NOM;PL
חזה	mellkasi	חזה	mellkasi	PROPN	N;NOM;SG
חזה	láda	חזה	lád	PROPN	N;NOM;SG
חזה	mell	חזה	mell	PROPN	N;NOM;SG
חזה	mellkas	חזה	mellkas	PROPN	N;NOM;SG
חזה	melle	חזה	melle	PROPN	N;NOM;SG
חזה	mell	חזה	mell	PROPN	N;NOM;SG
חזה	mellek	חזה	mell	PROPN	N;NOM;PL
חזה	melle	חזה	melle	PROPN	N;NOM;SG
חזה	mell	חזה	mell	PROPN	N;NOM;SG
משלחת	delegáció	משלחת	delegáció	N;FEM;SG	
יונתן	jonathan	נותן	jonathan	PROPN	
מתחילה	kezdem	התחיל	kezdem	V;FEM;SG;V.PTCP;ACT	V;DEF;IND;SG;1;PRS;FIN;ACT
מתחילה	kezdő	התחיל	kezdő	V;FEM;SG;V.PTCP;ACT	
מתחילה	kezdve	התחיל	kezdv	V;FEM;SG;V.PTCP;ACT	N;ON+ESS;SG
גורדון	gordon	גורדון	gord	PROPN	
מקצועי	profi	מקצועי	profi	ADJ;MASC;SG	
משמשים	kajszibarack	שימש	kajszibarack	V;MASC;PL;V.PTCP;ACT	N;NOM;SG
טוענים	követelés	טען	követelés	V;MASC;PL;V.PTCP;ACT	N;NOM;SG
טוענים	állítás	טען	állítás	V;MASC;PL;V.PTCP;ACT	N;NOM;SG
טוענים	igény	טען	igény	V;MASC;PL;V.PTCP;ACT	
המדרש	szemináriumba	המדרש	szeminárium	PROPN	N;IN+ALL;SG
המדרש	szeminárium	המדרש	szeminárium	PROPN	N;NOM;SG
חישוב	kiszámítása	חישוב	kiszámítás		N;NOM;SG
חישוב	számító	חישוב	számító		ADJ;NOM;SG
חישוב	számítás	חישוב	számítás		N;NOM;SG
חישוב	számítási	חישוב	számítási		N;NOM;SG
חישוב	számítások	חישוב	számítás		N;NOM;PL
חישוב	számítás	חישוב	számítás		N;NOM;SG
העשור	évtized	העשור	évtized		N;NOM;SG
העשור	évtizedben	העשור	évtized		N;IN+ESS;SG
העשור	évtizede	העשור	évtized		N;NOM;SG
עוזר	segít	עוזר	segít	N;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
עוזר	segéd	עוזר	segéd	N;MASC;SG	
עוזר	segít	עוזר	segít	N;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
עוזר	segítőkész	עוזר	segítőkész	N;MASC;SG	
עוזר	hasznos	עוזר	hasznos	N;MASC;SG	
משתתפים	részvétel	השתתף	részvétel	V;MASC;PL;V.PTCP	N;NOM;SG
משתתפים	résztvevők	השתתף	résztvevő	V;MASC;PL;V.PTCP	N;NOM;PL
משתתפים	résztvevőknek	השתתף	résztvevő	V;MASC;PL;V.PTCP	N;DAT;PL
משתתפים	résztvevők	השתתף	résztvevő	V;MASC;PL;V.PTCP	N;NOM;PL
משתתפים	résztvevő	השתתף	résztvevő	V;MASC;PL;V.PTCP	
משתתפים	résztvevő	השתתף	résztvevő	V;MASC;PL;V.PTCP	
אלמוג	coral	אלמוג	coral	PROPN	
שדות	fields	שדה	fields	N;MASC;PL	
שדות	mező	שדה	mező	N;MASC;PL	N;NOM;SG
מבקר	látogatói	מבקר	látogató	N;MASC;SG	N;NOM;PL
מבקר	látogató	מבקר	látogató	N;MASC;SG	ADJ;NOM;SG
מבקר	kritikus	מבקר	kritikus	N;MASC;SG	
מבקר	látogató	מבקר	látogató	N;MASC;SG	ADJ;NOM;SG
השינויים	változás	השינוי	változás	N;MASC;PL	N;NOM;SG
השינויים	változtatás	השינוי	változtatás	N;MASC;PL	N;NOM;SG
עשרים	twenty	עשרים	twenty	NUM;SG	
שיקגו	chicagóban	שיקג	chicagó	PROPN	N;IN+ESS;SG
שיקגו	chicagói	שיקג	chicagó	PROPN	N;NOM;SG
שיקגו	chicago	שיקג	chicago	PROPN	
עקרון	elv	עיקרון	elv	N;MASC;SG	
עמוס	amos	עמוס	amos	PROPN	
עמוס	elfoglalt	עמוס	elfoglalt	PROPN	
בריאן	brian	בריאן	brian	PROPN	
בריאן	bryan	בריאן	bryan	PROPN	
זיהוי	azonosító	זיהוי	azonosító	N;FEM;SG	ADJ;NOM;SG
פרו	pro	פרו	pro	PROPN	
פרו	profi	פרו	profi	PROPN	
פרו	perui	פרו	perui	PROPN	
פרו	peru	פרו	peru	PROPN	PROPN;NOM;SG
מלחין	zeneszerző	מלחין	zeneszerző	PROPN	N;NOM;SG
פותח	nyit	פתח	nyit	PROPN	V;INDF;IND;SG;3;PRS;FIN;ACT
פותח	nyitható	פתח	nyitható	PROPN	
להבדיל	különbséget	הבדיל	különbség	V;NFIN;ACT	N;ACC;SG
בלגיה	belgium	בלגיה	belgium	PROPN	PROPN;NOM;SG
בלגיה	belga	בלגיה	belga	PROPN	
דון	hajnal	דון	hajnal	PROPN	
דון	dawn	דון	dawn	PROPN	
דון	hajnalban	דון	hajnal	PROPN	N;IN+ESS;SG
דון	don	דון	don	PROPN	
משטח	felszín	משטח	felszín		N;NOM;SG
משטח	felület	משטח	felület		N;NOM;SG
משטח	felszíni	משטח	fel+színi		N;NOM;SG
מנצח	győz	מנצח	győz	N;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
מנצח	nyert	מנצח	nyert	N;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
מנצח	győztes	מנצח	győztes	N;MASC;SG	
מנצח	nyertes	מנצח	nyertes	N;MASC;SG	
מנצח	nyerő	מנצח	nyerő	N;MASC;SG	
מנצח	win	מנצח	win	N;MASC;SG	
מנצח	nyerni	מנצח	nyer	N;MASC;SG	V;NFIN;ACT
מנצח	nyerj	מנצח	nyerj	N;MASC;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
קיץ	nyáron	קיץ	nyár		N;ON+ESS;SG
הגדוד	zászlóalj	הגדוד	zászlóalj	PROPN	N;NOM;SG
ביטול	lemondani	ביטול	le+mond	N;MASC;SG	V;NFIN;ACT
ביטול	megszakítás	ביטול	megszakítás	N;MASC;SG	
ביטול	törlés	ביטול	törlés	N;MASC;SG	
סקוטלנד	skócia	סקוטלנד	skócia	PROPN	N;NOM;SG
באו	jött	בא	jön	V;PL;3;PST;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
נעצר	letartóztatott	נעצר	letartóztatott	V;MASC;SG;3;PST;MID	V;INDF;IND;SG;3;PST;FIN;ACT
נעצר	letartóztatták	נעצר	le+tartózik	V;MASC;SG;3;PST;MID	V;DEF;IND;PL;3;PST;FIN;ACT
עכו	hektáros	עכו	hektáros	PROPN	N;NOM;SG
הסתיימה	kész	הסתיים	kész	V;FEM;SG;3;PST	
אוהב	szerető	אהב	szerető	V;MASC;SG;V.PTCP;ACT	
אוהב	szeretettel	אהב	szeretet	V;MASC;SG;V.PTCP;ACT	N;INS;SG
אוהב	love	אהב	love	V;MASC;SG;V.PTCP;ACT	
אוהב	szeretet	אהב	szeretet	V;MASC;SG;V.PTCP;ACT	N;NOM;SG
אוהב	szerelem	אהב	szerelem	V;MASC;SG;V.PTCP;ACT	N;NOM;SG
אוהב	mint	אהב	mint	V;MASC;SG;V.PTCP;ACT	CONJ
אוהב	like	אהב	lik	V;MASC;SG;V.PTCP;ACT	
אוהב	tetszik	אהב	tetszik	V;MASC;SG;V.PTCP;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
אוהב	kedvel	אהב	kedvel	V;MASC;SG;V.PTCP;ACT	
אוהב	szereti	אהב	szeret	V;MASC;SG;V.PTCP;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
אוהב	kedveli	אהב	kedveli	V;MASC;SG;V.PTCP;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
מצאתי	megtalált	מצא	meg+talál	V;SG;1;PST;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
מצאתי	talált	מצא	talál	V;SG;1;PST;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
בהשוואה	képest	בהשוואה	képest	ADV	
מוביל	érdeklődők	הוביל	érdeklődő	V;MASC;SG;V.PTCP;ACT	N;NOM;PL
מוביל	vezet	הוביל	vezet	V;MASC;SG;V.PTCP;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
מוביל	érdeklődő	הוביל	érdeklődő	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;SG
אופרה	opera	אופרה	opera	N;FEM;SG	
ריו	rio	ריו	rio	PROPN	
ריו	ryu	ריו	ryu	PROPN	
אמריקני	amerikai	אמריקני	amerikai	PROPN	ADJ;NOM;SG
רביעי	szerdán	רביעי	szerda	PROPN	N;ON+ESS;SG
רביעי	szerda	רביעי	szerda	PROPN	
רביעי	negyedszer	רביעי	negyedszer	PROPN	
רביעי	negyedik	רביעי	negyed	PROPN	
הכינוי	becenév	הכינוי	becenév	V;MASC;SG;3;PST;ACT	N;NOM;SG
הכינוי	beceneve	הכינוי	becenev	V;MASC;SG;3;PST;ACT	N;NOM;SG
בוקר	reggel	בוקר	reggel	N;MASC;SG	
מונח	távú	הונח	távú	V;MASC;SG;V.PTCP;PASS	
מונח	kifejezés	הונח	kifejezés	V;MASC;SG;V.PTCP;PASS	N;NOM;SG
מוחלט	abszolút	מוחלט	abszolú	ADJ;MASC;SG	
שרת	portás	שרת	portás	PROPN	N;NOM;SG
שרת	takarító	שרת	takarító	PROPN	ADJ;NOM;SG
שרת	gondnok	שרת	gond	PROPN	N;NOM;SG
שרת	kiszolgáló	שרת	kiszolgáló	PROPN	
שרת	szerver	שרת	szerver	PROPN	N;NOM;SG
אחריות	feladatok	אחריות	feladat	N;FEM;SG	N;NOM;PL
אחריות	felelősségteljes	אחריות	felelősségteljes	N;FEM;SG	ADJ;NOM;SG
אחריות	felelős	אחריות	felelős	N;FEM;SG	
קינג	kinga	קינג	kinga	PROPN	
פרנץ	franz	פרנץ	franz	PROPN	
ויקטור	viktor	ויקטור	viktor	PROPN	
ויקטור	victor	ויקטור	victor	PROPN	
ויקטור	viktor	ויקטור	viktor	PROPN	
מקדש	templom	מקדש	templom	PROPN	N;NOM;SG
מקדש	szentély	מקדש	szentély	PROPN	N;NOM;SG
מקדש	temploma	מקדש	temploma	PROPN	N;NOM;SG
מקדש	temple	מקדש	temple	PROPN	
מודרנית	modern	מודרני	modern	ADV	
מודרנית	korszerű	מודרני	korszerű	ADV	
תופעות	jelenség	תופעה	jelenség	N;FEM;PL	N;NOM;SG
השוק	piac	השוק	piac		N;NOM;SG
השוק	piactéren	השוק	piactér		N;ON+ESS;SG
השוק	piac	השוק	piac		N;NOM;SG
השוק	piaci	השוק	piaci		N;NOM;SG
השוק	market	השוק	mark		N;NOM;SG
פוקס	fuchs	פוקס	fuchs	PROPN	
פוקס	róka	פוקס	róka	PROPN	N;NOM;SG
פוקס	fox	פוקס	fox	PROPN	
תגובה	hozzászólás	תגובה	hozzászólás	N;FEM;SG	
תגובה	reakciók	תגובה	reakció	N;FEM;SG	N;NOM;PL
נפצע	sérültek	נפצע	sérül	V;MASC;SG;3;PST;MID	V;INDF;IND;PL;3;PST;FIN;ACT
נפצע	sérült	נפצע	sérül	V;MASC;SG;3;PST;MID	V;INDF;IND;SG;3;PST;FIN;ACT
נפצע	megsérült	נפצע	meg+sérül	V;MASC;SG;3;PST;MID	V;INDF;IND;SG;3;PST;FIN;ACT
נפצע	sérült	נפצע	sérül	V;MASC;SG;3;PST;MID	V;INDF;IND;SG;3;PST;FIN;ACT
נפצע	sebesült	נפצע	sebesül	V;MASC;SG;3;PST;MID	V;INDF;IND;SG;3;PST;FIN;ACT
לייב	lieb	לייב	lie	PROPN	
פופ	fater	פופ	fater	PROPN	N;NOM;SG
פופ	pop	פופ	pop	PROPN	
פופ	pápa	פופ	pápa	PROPN	
פופ	pope	פופ	pope	PROPN	
האמונה	hitem	האמונה	hít		N;NOM;SG
האמונה	hit	האמונה	hi		N;NOM;SG
האמונה	hittel	האמונה	hit		N;INS;SG
האמונה	hitet	האמונה	hít		N;ACC;SG
האמונה	hit	האמונה	hi		N;NOM;SG
בוש	bush	בוש	bush	PROPN	
בוש	bokor	בוש	bokor	PROPN	
יער	erdőben	יער	erdő		N;IN+ESS;SG
יער	erdők	יער	erdő		N;NOM;PL
יער	erdők	יער	erdő		N;NOM;PL
הטיל	rakéta	הטיל	rakéta	V;MASC;SG;3;PST;ACT	N;NOM;SG
טענות	követelés	טענה	követelés	N;FEM;PL	N;NOM;SG
פסח	pészah	פסח	pészah	PROPN	N;NOM;SG
קונג	kong	קונג	kong	PROPN	
הרשימה	jegyzék	הרשים	jegyzék	V;FEM;SG;3;PST;ACT	N;NOM;SG
הרשימה	lista	הרשים	lista	V;FEM;SG;3;PST;ACT	N;NOM;SG
מפיק	gyártói	מפיק	gyártói	N;MASC;SG	N;NOM;PL
מפיק	gyártók	מפיק	gyártó	N;MASC;SG	N;NOM;PL
מפיק	producerek	מפיק	producer	N;MASC;SG	N;NOM;PL
מפיק	termelők	מפיק	termelő	N;MASC;SG	N;NOM;PL
מפיק	gyártó	מפיק	gyártó	N;MASC;SG	ADJ;NOM;SG
מפיק	termelő	מפיק	termelő	N;MASC;SG	
מפיק	termelői	מפיק	termelő	N;MASC;SG	N;NOM;PL
סבא	nagypapa	סבא	nagypap	N;MASC;SG	
סבא	nagypapa	סבא	nagypap	N;MASC;SG	
ארצי	földi	ארצי	föld	PROPN	
ארצי	földfelszíni	ארצי	földfelszíni	PROPN	N;NOM;SG
ארצי	szárazföldi	ארצי	szárazföldi	PROPN	
ארצי	ország	ארצי	ország	PROPN	N;NOM;SG
ארצי	országban	ארצי	ország	PROPN	N;IN+ESS;SG
הסתיים	kész	הסתיים	kész	V;MASC;SG;3;PST	
האצטדיון	stadion	האצטדיון	stadion	PROPN	N;NOM;SG
האצטדיון	stadionban	האצטדיון	stadion	PROPN	N;IN+ESS;SG
הנוכחית	jelenlegi	הנוכחית	jelenlegi	N	
הנוכחית	aktuális	הנוכחית	aktuális	N	ADJ;NOM;SG
כף	fok	כף	fok		N;NOM;SG
כף	köpeny	כף	köpeny		N;NOM;SG
כף	kanál	כף	kanál		N;NOM;SG
כף	kanalat	כף	kanalat		N;ACC;SG
כף	kanállal	כף	kanállal		N;ACC;SG
ריק	üresek	ריק	üres		ADJ;NOM;PL
ריק	üresen	ריק	üres		ADJ;FRML;SG
סטיבן	stephen	סטיבן	stephen	PROPN	
סטיבן	istván	סטיבן	istván	PROPN	
סטיבן	steven	סטיבן	steven	PROPN	
מומלץ	ajánlotta	מומלץ	ajánl	ADJ;MASC;SG	V;DEF;IND;SG;3;PST;FIN;ACT
מומלץ	ajánlott	מומלץ	ajánl	ADJ;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
מומלץ	javasolt	מומלץ	javasolt	ADJ;MASC;SG	
כיסוי	fedezze	כיסוי	fedez	N;MASC;SG	V;DEF;IMP;SG;3;PRS;FIN;ACT
כיסוי	címlap	כיסוי	címlap	N;MASC;SG	CONJ
כיסוי	fedezni	כיסוי	fedez	N;MASC;SG	V;NFIN;ACT
גולן	golan	גולן	golan	PROPN	
הובילה	led	הוביל	led	V;FEM;SG;3;PST;ACT	N;NOM;SG
מפלגה	party	מפלגה	party	N;FEM;SG	
מפלגה	parti	מפלגה	parti	N;FEM;SG	ADJ;NOM;SG
קבועה	állandó	קבוע	állandó	ADJ;FEM;SG	
קבועה	végleges	קבוע	végleges	ADJ;FEM;SG	
קבועה	tartós	קבוע	tartós	ADJ;FEM;SG	
קבועה	maradandó	קבוע	maradandó	ADJ;FEM;SG	
קבועה	állandó	קבוע	állandó	ADJ;FEM;SG	
קבועה	folyamatos	קבוע	folyamatos	ADJ;FEM;SG	
המורדים	felkelő	המורד	felkelő	N	
המורדים	lázadó	המורד	lázadó	N	ADJ;NOM;SG
רוזן	gróf	רוזן	gróf	PROPN	
רוזן	rosen	רוזן	rosen	PROPN	
סר	ser	סר	ser	PROPN	
הלוח	deszka	הלוח	deszka		N;NOM;SG
הלוח	fedélzeten	הלוח	fedélzet		N;ON+ESS;SG
הלוח	tábla	הלוח	tábla		N;NOM;SG
הלוח	tabletta	הלוח	tablet		N;NOM;SG
הלוח	tábla	הלוח	tábla		N;NOM;SG
אהוד	népszerű	אהוד	népszerű	PROPN	
אהוד	népszerűek	אהוד	népszerű	PROPN	ADJ;NOM;PL
בוט	bot	בוט	bot	PROPN	N;NOM;SG
לנצח	win	ניצח	win	V;NFIN;ACT	
לנצח	győzelem	ניצח	győzelem	V;NFIN;ACT	N;NOM;SG
לנצח	örökre	ניצח	örök	V;NFIN;ACT	
לנצח	forever	ניצח	forever	V;NFIN;ACT	
לנצח	mindörökké	ניצח	mindörökké	V;NFIN;ACT	
לנצח	örökké	ניצח	örökké	V;NFIN;ACT	
מינה	mina	מינה	mina	PROPN	
יורם	stréber	יורם	stréber	PROPN	N;IN+ESS;SG
יורם	kocka	יורם	kocka	PROPN	
יורם	stréber	יורם	stréber	PROPN	N;IN+ESS;SG
יורם	kocka	יורם	kocka	PROPN	
עומדת	áll	עמד	áll	V;FEM;SG;V.PTCP;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
עומדת	állva	עמד	állva	V;FEM;SG;V.PTCP;ACT	
פורטוגל	portugália	פורטוגל	portugália	PROPN	N;NOM;SG
איינשטיין	einstein	איינשטיין	einstein	PROPN	
בשבי	fogságban	בשבי	fogság		N;IN+ESS;SG
בשבי	fogoly	בשבי	fogoly		N;NOM;SG
היקף	kerület	היקף	kerület	N;MASC;SG	
פייר	pierre	פייר	pierre	PROPN	
חשמלי	elektromos	חשמל	elektromos	ADJ;MASC;SG	
חשמלי	villamos	חשמל	villamos	ADJ;MASC;SG	N;NOM;SG
חשמלי	villany	חשמל	villany	ADJ;MASC;SG	N;NOM;SG
חשמלי	elektromos	חשמל	elektromos	ADJ;MASC;SG	
המפעל	gyár	המפעל	gyár	PROPN	N;NOM;SG
המפעל	gyári	המפעל	gyári	PROPN	
המפעל	üzem	המפעל	üz	PROPN	N;NOM;SG
המפעל	gyárban	המפעל	gyár	PROPN	N;IN+ESS;SG
נח	pihen	נח	pihen		V;INDF;IND;SG;3;PRS;FIN;ACT
מונדיאל	fifa	מונדיאל	fifa	PROPN	N;NOM;PL
להציל	mentés	הציל	mentés	V;NFIN;ACT	N;NOM;SG
להציל	mentése	הציל	mentés	V;NFIN;ACT	N;NOM;SG
מאמין	hiszem	האמין	hisz	V;MASC;SG;V.PTCP;ACT	V;DEF;IND;SG;1;PRS;FIN;ACT
מאמין	higgy	האמין	higgy	V;MASC;SG;V.PTCP;ACT	V;INDF;IND;SG;1;PRS;FIN;ACT
מאמין	hívő	האמין	hívő	V;MASC;SG;V.PTCP;ACT	N;NOM;SG
הטרור	terror	הטרור	terror	PROPN	N;NOM;SG
הטרור	rettegés	הטרור	rettegés	PROPN	N;NOM;SG
הטרור	rémület	הטרור	rémület	PROPN	N;NOM;SG
סיבות	okozza	סיבה	okoz	N;FEM;PL	V;DEF;IND;SG;3;PRS;FIN;ACT
סיבות	okoz	סיבה	okoz	N;FEM;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
שמחה	joy	שמחה	joy	PROPN	
שמחה	öröm	שמחה	öröm	PROPN	
שמחה	örömöt	שמחה	öröm	PROPN	N;ACC;SG
שמחה	boldogság	שמחה	boldogság	PROPN	N;NOM;SG
שמחה	boldog	שמחה	boldog	PROPN	
התייחסות	referencia	התייחסות	referencia	N;FEM;SG	ADJ;NOM;SG
מימון	pénzügyi	מימון	pénzügyi	N;MASC;SG	ADJ;NOM;SG
מימון	pénzügyek	מימון	pénzügy	N;MASC;SG	N;NOM;PL
אוטומטית	automata	אוטומטית	automata	ADV	
אוטומטית	automatikus	אוטומטית	automatikus	ADV	N;NOM;SG
אוטומטית	automatikusan	אוטומטית	automatikus	ADV	ADJ;FRML;SG
אוטומטית	automatikus	אוטומטית	automatikus	ADV	N;NOM;SG
תומך	támogatása	תמך	támogatás	V;MASC;SG;V.PTCP;ACT	N;NOM;SG
תומך	támogató	תמך	támogató	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;SG
תומך	támogatás	תמך	támogatás	V;MASC;SG;V.PTCP;ACT	N;NOM;SG
תומך	támogatást	תמך	támogatás	V;MASC;SG;V.PTCP;ACT	N;ACC;SG
תומך	támogató	תמך	támogató	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;SG
תומך	támogatja	תמך	támogat	V;MASC;SG;V.PTCP;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
תומך	támogató	תמך	támogató	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;SG
תומך	támogatója	תמך	támogató	V;MASC;SG;V.PTCP;ACT	N;NOM;SG
מושבים	ülés	מושב	ülés	N;MASC;PL	N;NOM;SG
ארנסט	ernest	ארנסט	ernes	PROPN	
ארנסט	ernst	ארנסט	erns	PROPN	
לימד	tanított	לימד	tanít	N;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
הצעות	ajánlott	הצעה	ajánl	N;FEM;PL	V;INDF;IND;SG;3;PST;FIN;ACT
הצעות	javasolt	הצעה	javasolt	N;FEM;PL	
הצעות	kínál	הצעה	kínál	N;FEM;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
הצעות	ajánlat	הצעה	ajánlat	N;FEM;PL	N;NOM;SG
ביים	rendezte	ביים	rendez	PROPN	V;DEF;IND;SG;3;PST;FIN;ACT
ביים	rendezett	ביים	rendezett	PROPN	V;INDF;IND;SG;3;PST;FIN;ACT
ביים	irányított	ביים	irányított	PROPN	V;INDF;IND;SG;3;PST;FIN;ACT
הבכור	legidősebb	הבכור	fenős	PROPN	ADJ;NOM;RL;SG
הבכור	legöregebb	הבכור	legöreg	PROPN	ADJ;NOM;RL;SG
הבכור	legősibb	הבכור	legősibb	PROPN	ADJ;NOM;RL;SG
הבכור	legrégebbi	הבכור	legrégebbi	PROPN	ADJ;NOM;RL;SG
הבכור	legidősebb	הבכור	fenős	PROPN	ADJ;NOM;RL;SG
ויליאמס	williams	ויליאמס	williams	PROPN	
דרומית	dél	דרומי	dél	ADV	
דרומית	déli	דרומי	déli	ADV	
נסיך	herceg	נסיך	herceg	PROPN	N;NOM;SG
נסיך	prince	נסיך	prince	PROPN	
בבל	bábel	בבל	bábel	PROPN	
בבל	babylon	בבל	babylon	PROPN	
יחדיו	együtt	יחדיו	együtt	ADV	
מחלה	betegségek	מחלה	betegség	N;FEM;SG	N;NOM;PL
מחלה	betegségek	מחלה	betegség	N;FEM;SG	N;NOM;PL
מחלה	betegségek	מחלה	betegség	N;FEM;SG	N;NOM;PL
המאמר	árucikk	המאמר	árucikk	PROPN	N;NOM;SG
המאמר	cikk	המאמר	cikk	PROPN	N;NOM;SG
עופות	baromfi	עופה	baromfi	N;MASC;PL	
עופות	szárnyas	עופה	szárnyas	N;MASC;PL	
עופות	tyúk	עופה	tyúk	N;MASC;PL	N;NOM;SG
עופות	csirke	עופה	csirke	N;MASC;PL	N;NOM;SG
עופות	csirke	עופה	csirke	N;MASC;PL	N;NOM;SG
עופות	csirkék	עופה	csirkék	N;MASC;PL	
קנה	vegyél	קנה	vegyél	N;MASC;SG	V;INDF;IMP;SG;1;PRS;FIN;ACT
קנה	venni	קנה	vesz	N;MASC;SG	V;NFIN;ACT
קנה	vásárol	קנה	vásárol	N;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
קנה	megvásárolni	קנה	meg+vásárol	N;MASC;SG	V;NFIN;ACT
קנה	megvásárolt	קנה	meg+vásárol	N;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
קנה	vásárolt	קנה	vásárol	N;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
קנה	vett	קנה	vesz	N;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
קנה	vettem	קנה	vesz	N;MASC;SG	V;DEF;IND;SG;1;PST;FIN;ACT
אמורה	kéne	אמור	kéne	ADJ;FEM;SG	V;INDF;COND;SG;3;PRS;FIN;ACT
אמורה	kellene	אמור	kell	ADJ;FEM;SG	V;INDF;COND;SG;3;PRS;FIN;ACT
גיבור	hősies	גיבור	hősies	N;MASC;SG	ADJ;NOM;SG
נרצחו	meggyilkolták	נרצח	meggyilkolta	V;PL;3;PST;MID	V;DEF;IND;PL;3;PST;FIN;ACT
נרצחו	megölte	נרצח	megöl	V;PL;3;PST;MID	V;DEF;IND;SG;3;PST;FIN;ACT
נרצחו	meggyilkolt	נרצח	meggyilkolt	V;PL;3;PST;MID	
בסיסי	alap	בסיסי	alap	ADJ;MASC;SG	
בסיסי	alapvető	בסיסי	alapvető	ADJ;MASC;SG	
ייחודי	megkülönböztető	ייחודי	megkülönböztető	ADJ;MASC;SG	
ייחודי	jellegzetes	ייחודי	jellegzetes	ADJ;MASC;SG	
ייחודי	egyedülálló	ייחודי	egyedülálló	ADJ;MASC;SG	
ייחודי	páratlan	ייחודי	páratlan	ADJ;MASC;SG	
ייחודי	egyedi	ייחודי	egyedi	ADJ;MASC;SG	
גילו	felfedezte	גילה	felfedez	V;PL;3;PST;ACT	V;DEF;IND;SG;3;PST;FIN;ACT
גילו	felfedezett	גילה	felfedezett	V;PL;3;PST;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
עמי	ami	עם	ami	PROPN	PRO;NOM;SG;3
התקבלה	elfogadva	התקבל	elfogadva	V;FEM;SG;3;PST	ADV;V.CVB
החליף	helyébe	החליף	hely	V;MASC;SG;3;PST;ACT	N;IN+ALL;SG
הסכמה	egyetértés	הסכמה	egyetértés	N;FEM;SG	
הסכמה	egyetértés	הסכמה	egyetértés	N;FEM;SG	
הסכמה	megegyezés	הסכמה	megegyezés	N;FEM;SG	
הסכמה	egyezség	הסכמה	egyezség	N;FEM;SG	
מחיר	árak	מחיר	ár	N;MASC;SG	N;NOM;PL
מחיר	ár	מחיר	ár	N;MASC;SG	
מחיר	költségek	מחיר	költség	N;MASC;SG	N;NOM;PL
אוצר	kincsek	אוצר	kincs	N;MASC;SG	N;NOM;PL
אוצר	kincsem	אוצר	kincsem	N;MASC;SG	
דובר	szóvivője	דובר	szóvivő	PROPN	N;NOM;SG
דובר	dover	דובר	dover	PROPN	N;NOM;SG
בחירה	kiválasztási	בחירה	kiválasztási	N;FEM;SG	ADJ;NOM;SG
בחירה	választás	בחירה	választás	N;FEM;SG	
דעה	vélemény	דעה	vélemény	N;FEM;SG	
דעה	vélemények	דעה	vélemény	N;FEM;SG	N;NOM;PL
דעה	vélemény	דעה	vélemény	N;FEM;SG	
דעה	vélemények	דעה	vélemény	N;FEM;SG	N;NOM;PL
מחזות	játszik	מחזה	játszik	N;MASC;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
קווין	quinn	קווין	quinn	PROPN	
קווין	kevin	קווין	kév	PROPN	PROPN;NOM;SG
ובפרט	konkrétan	ובפרט	konkrétan	PROPN	
