експлуатація	utnyttjande	експлуатація	utnyttja	N;INAN;NOM;FEM;SG	ADJ;NOM;PRS;V.PTCP
обрані	utvalda	обран	utvalja	N;ANIM;NOM;MASC;PL	ADJ;NOM;PL;PST;V.PTCP
обрані	utvalt	обран	utvälta	N;ANIM;NOM;MASC;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
обрані	utvald	обран	utvälja	N;ANIM;NOM;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
обрані	valda	обран	välja	N;ANIM;NOM;MASC;PL	ADJ;NOM;PL;PST;V.PTCP
обрані	utvalda	обран	utvalja	N;ANIM;NOM;MASC;PL	ADJ;NOM;PL;PST;V.PTCP
обрані	vald	обран	välja	N;ANIM;NOM;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
обрані	markerade	обран	markera	N;ANIM;NOM;MASC;PL	V;NOM;PL;PST;V.PTCP
обрані	markerad	обран	markerad	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
сигнали	signalerar	сигнал	signalera	N;INAN;NOM;MASC;PL	V;IND;PRS;FIN;ACT
розділити	gaffel	розділити	gaffel	V;PFV;NFIN	N;NOM;INDF;MASC+FEM;SG
розділити	delning	розділити	delning	V;PFV;NFIN	N;NOM;INDF;MASC+FEM;SG
розділити	split	розділити	splita	V;PFV;NFIN	N;NOM;INDF;NEUT;SG
розділити	delad	розділити	delad	V;PFV;NFIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
сибір	sibirien	сибір	sibirien	PROPN;INAN;NOM;FEM;SG	PROPN;NOM
міркувань	resonerar	міркування	resonera	N;INAN;GEN;NEUT;PL	V;IND;PRS;FIN;ACT
міркувань	resonera	міркування	resonera	N;INAN;GEN;NEUT;PL	V;IMP;FIN;ACT
міркувань	resonemang	міркування	resonemang	N;INAN;GEN;NEUT;PL	N;NOM;INDF;NEUT;SG
міссісіпі	mississippi	міссісіп	mississippi	PROPN;INAN;NOM;MASC;SG	PROPN;NOM
конрад	konrad	конрад	konrad	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
конрад	conrad	конрад	conrad	PROPN;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
яте	yate	ятий	yate		N;NOM;INDF;MASC+FEM;SG
род	stång	родати	stång		N;NOM;INDF;MASC+FEM;SG
род	rod	родати	rod		N;NOM;INDF;MASC+FEM;SG
род	spö	родати	spö		N;NOM;INDF;NEUT;SG
абсолютна	absolut	абсолютний	absolut	ADJ;NOM;FEM;SG	ADV
абсолютна	absoluta	абсолютний	absolut	ADJ;NOM;FEM;SG	ADJ;NOM;PL
маргарет	margaret	маргарет	margar	PROPN;ANIM;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
маргарет	margareta	маргарет	margaret	PROPN;ANIM;NOM;FEM;SG	N;NOM;DEF;NEUT;SG
сицилії	sicilien	сицилія	sicilien	PROPN;INAN;NOM;FEM;SG	PROPN;NOM
попередня	föregående	попередній	föregående	ADJ;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
попередня	tidigare	попередній	tidig	ADJ;NOM;FEM;SG	ADV;CMPR
адм	adm	адм	adm		N
мазепа	mazepa	мазепа	mazepa	PROPN;ANIM;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
спереду	front	спереду	front	ADV	N;NOM;INDF;MASC+FEM;SG
спереду	främre	спереду	främra	ADV	ADJ;NOM;CMPR
спереду	framsidan	спереду	framsida	ADV	N;NOM;DEF;MASC+FEM;SG
спереду	framsida	спереду	framsida	ADV	N;NOM;INDF;MASC+FEM;SG
кандидатуру	kandidera	кандидатура	kandidera	N;INAN;ACC;FEM;SG	V;IMP;FIN;ACT
кандидатуру	kandidatur	кандидатура	kandidatur	N;INAN;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
інженерних	engineering	інженерний	engineering	ADJ;GEN;PL	N;NOM;INDF;MASC+FEM;SG
інженерних	maskin	інженерний	maskin	ADJ;GEN;PL	N;NOM;INDF;MASC+FEM;SG
крус	cruz	крус	cruz	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM
знаючи	vetskap	знати	vetskap	V;IPFV;PRS;V.CVB	N;NOM;INDF;MASC+FEM;SG
поховали	begrava	поховати	begrava	V;PFV;IND;PL;PST;FIN	V;IMP;FIN;ACT
поховали	begraver	поховати	begrav	V;PFV;IND;PL;PST;FIN	V;IND;PRS;FIN;ACT
проведених	rodret	проведений	rodr	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS	N;NOM;DEF;NEUT;SG
проведених	roder	проведений	rod	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS	N;NOM;INDF;NEUT;SG
рівноваги	jämvikt	рівновага	jämvik	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
пілотів	piloter	пілотіти	pilot	N;INAN;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
міра	myra	міра	myra	PROPN;ANIM;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
міра	mira	міра	mira	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM
міра	åtgärd	міра	åtgärd	PROPN;ANIM;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
міра	mäta	міра	mäta	PROPN;ANIM;NOM;FEM;SG	V;IMP;FIN;ACT
міра	mät	міра	mät	PROPN;ANIM;NOM;FEM;SG	V;IMP;FIN;ACT
військах	krafter	військо	kraft	N;INAN;ESS;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
військах	styrkor	військо	styrka	N;INAN;ESS;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
спокою	serenity	спокій	serenity	N;INAN;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
виробляють	producera	виробляти	producera	V;IPFV;IND;PL;3;PRS;FIN	V;IMP;FIN;ACT
мережах	nätverk	мережа	nätverk	N;INAN;ESS;FEM;PL	N;NOM;INDF;NEUT;SG
математичні	matte	математичний	matte	ADJ;NOM;PL	N;NOM;INDF;MASC+FEM;SG
математичні	matematik	математичний	matematik	ADJ;NOM;PL	N;NOM;INDF;MASC+FEM;SG
математичні	matematisk	математичний	matematisk	ADJ;NOM;PL	N;NOM;INDF;MASC+FEM;SG
математичні	matematiskt	математичний	matematisk	ADJ;NOM;PL	ADJ;NOM;INDF;NEUT;SG
математичні	matte	математичний	matte	ADJ;NOM;PL	N;NOM;INDF;MASC+FEM;SG
математичні	matematik	математичний	matematik	ADJ;NOM;PL	N;NOM;INDF;MASC+FEM;SG
числення	kalkyler	числення	kalkyl	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
луїза	luiza	луїза	luiza	PROPN;ANIM;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
луїза	louisa	луїза	loums	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM
луїза	luisa	луїза	luisa	PROPN;ANIM;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
луїза	louise	луїза	louise	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM
залишатися	vistelse	залишатися	vistelse	V;IPFV;NFIN	N;NOM;INDF;MASC+FEM;SG
залишатися	stay	залишатися	stay	V;IPFV;NFIN	N;NOM;INDF;MASC+FEM;SG
броні	rustning	брон	rustning	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
найвищих	längsta	найвищий	lång	ADJ;GEN;RL;PL	ADJ;NOM;DEF;RL
запитів	begäran	запит	begära	N;INAN;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;SG
запитів	önskemål	запит	önskemål	N;INAN;GEN;MASC;PL	N;NOM;INDF;NEUT;SG
запитів	förfrågningar	запит	förfrågning	N;INAN;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
зник	borta	зник	borta	V;PFV;MASC;IND;SG;PST;FIN	ADV
зник	försvunnen	зник	försvinn	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
відповідними	respektive	відповідний	respektive	ADJ;INS;PL	ADV
механічний	mekaniska	механічний	mekanisk	ADJ;NOM;MASC;SG	ADJ;NOM;PL
кераміка	keramiskt	кераміка	keramisk	N;INAN;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
кераміка	keramiska	кераміка	keramisk	N;INAN;NOM;FEM;SG	ADJ;NOM;PL
дербі	darby	дербий	darby	PROPN;INAN;NOM;MASC;SG	PROPN;NOM
дербі	derby	дербий	derby	PROPN;INAN;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
прапором	flagga	прапір	flagga	N;INAN;INS;MASC;SG	N;NOM;INDF;MASC+FEM;SG
прапором	flagg	прапір	flagg	N;INAN;INS;MASC;SG	N;NOM;INDF;MASC+FEM;SG
прапором	flaggan	прапір	flagga	N;INAN;INS;MASC;SG	N;NOM;DEF;MASC+FEM;SG
студій	undersökningar	студія	undersökning	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
студій	studier	студія	studie	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
всюди	globalt	всюди	global	ADV	ADJ;NOM;INDF;NEUT;SG
виконали	fryser	виконати	frysa	V;PFV;IND;PL;PST;FIN	V;IND;PRS;FIN;ACT
найвище	längsta	найвище	lång	ADV;RL	ADJ;NOM;DEF;RL
підтримання	upprätthålla	підтримання	upprätthålla	N;INAN;NOM;NEUT;SG	V;IMP;FIN;ACT
підтримання	underhålla	підтримання	underhålla	N;INAN;NOM;NEUT;SG	V;IMP;FIN;ACT
підтримання	bibehålla	підтримання	bibehålla	N;INAN;NOM;NEUT;SG	V;NFIN;ACT
гідності	värdighet	гідність	värdighet	N;INAN;GEN;FEM;SG	N;NOM;INDF;MASC+FEM;SG
відповідну	lämpliga	відповідний	lämplig	ADJ;ACC;FEM;SG	ADJ;NOM;PL
відповідну	passande	відповідний	passa	ADJ;ACC;FEM;SG	ADJ;NOM;PRS;V.PTCP
відповідну	lämplig	відповідний	lämplig	ADJ;ACC;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
відповідну	lämpligt	відповідний	lämplig	ADJ;ACC;FEM;SG	ADJ;NOM;INDF;NEUT;SG
реалізацію	genomförande	реалізація	genomförande	N;INAN;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
реалізацію	implementering	реалізація	implementering	N;INAN;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
реалізацію	genomförandet	реалізація	genomförande	N;INAN;ACC;FEM;SG	N;NOM;DEF;NEUT;SG
вираження	uttrycka	вираження	uttrycka	N;INAN;NOM;NEUT;SG	V;IMP;FIN;ACT
вираження	uttrycker	вираження	uttrycka	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
виграли	vunna	виграти	vunna	V;PFV;IND;PL;PST;FIN	ADJ;NOM;PL
виграли	won	виграти	won	V;PFV;IND;PL;PST;FIN	N;NOM;INDF;NEUT;SG
матриця	matriser	матриця	matris	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;PL
формує	formade	формувати	forma	V;IPFV;IND;SG;3;PRS;FIN	ADJ;NOM;PL;PST;V.PTCP
формує	formad	формувати	forma	V;IPFV;IND;SG;3;PRS;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
баланс	balansera	баланс	balansera	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
верес	veres	верес	vera		N;NOM;INDF;MASC+FEM;SG
визначена	definieras	визначений	definiera	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;IND;PRS;FIN;PASS
визначена	definierade	визначений	definiera	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
визначена	identifierats	визначений	identifiera	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;V.CVB;PASS
визначена	identifierades	визначений	identifiera	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;IND;PST;FIN;PASS
визначена	identifierade	визначений	identifiera	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
потоцький	potocki	потоцький	potocki	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
вірогідно	påstådd	вірогідно	påstådd	ADV	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
герберт	herbert	герберт	herber	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
похідні	derivat	похідний	derivat	ADJ;NOM;PL	N;NOM;INDF;NEUT;SG
похідні	derivatinstrument	похідний	derivatinstrument	ADJ;NOM;PL	N;NOM;INDF;NEUT;SG
змусили	påtvingade	змусити	påtvinga	V;PFV;IND;PL;PST;FIN	ADJ;NOM;PL;PST;V.PTCP
змусили	tvingad	змусити	tvinga	V;PFV;IND;PL;PST;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
змусили	påtvingad	змусити	påtvinga	V;PFV;IND;PL;PST;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
змусили	påtvingat	змусити	påtvinga	V;PFV;IND;PL;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
вирощують	odla	вирощувати	odla	V;IPFV;IND;PL;3;PRS;FIN	V;IMP;FIN;ACT
вирощують	växa	вирощувати	växa	V;IPFV;IND;PL;3;PRS;FIN	V;IMP;FIN;ACT
алкоголю	brännvin	алкоголь	brännvi	N;INAN;GEN;MASC;SG	N;NOM;INDF;NEUT;SG
алкоголю	sprit	алкоголь	sprit	N;INAN;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
алкоголю	dryck	алкоголь	dryck	N;INAN;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
алкоголю	drycker	алкоголь	drycka	N;INAN;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;PL
алкоголю	alkohol	алкоголь	alkohol	N;INAN;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
медічі	medici	медіч	medici	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM
звільнили	sparken	звільнити	spark	V;IPFV;IND;PL;PST;FIN	N;NOM;DEF;MASC+FEM;SG
звільнили	avskedad	звільнити	avskeda	V;IPFV;IND;PL;PST;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
звільнили	avlossade	звільнити	avlossad	V;IPFV;IND;PL;PST;FIN	ADJ;NOM;PL;PST;V.PTCP
звільнили	sparkad	звільнити	sparka	V;IPFV;IND;PL;PST;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
звільнили	utskriven	звільнити	utskriven	V;IPFV;IND;PL;PST;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
побудова	konstruera	побудова	konstruera	N;INAN;NOM;FEM;SG	V;NFIN;ACT
договори	fördrag	договори	fördrag	N;INAN;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
бурятія	burjatien	бурятий	burjatien	N;INAN;NOM;FEM;SG	PROPN;NOM
занепад	förstöra	занепад	förstöra	N;INAN;NOM;MASC;SG	V;NFIN;ACT
арабська	arabiska	арабський	arabisk	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
процесора	gpu	процесор	gpu	N;INAN;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
процесора	processor	процесор	processor	N;INAN;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
симона	simone	симона	simon	PROPN;ANIM;ACC;MASC;SG	PROPN;NOM
мартин	marcin	мартина	marcin	N;ANIM;NOM;MASC;SG	PROPN;NOM
метали	metall	метати	metall	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
метали	metal	метати	metal	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
дені	dani	дені	dani	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
їхньому	sina	їхній	sig	PRO;DAT;SG;3	PRO;DEF;PL
пшениці	vete	пшениця	vete	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
фірм	firmor	фірма	firma	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
співдружності	samväldet	співдружність	samväld	N;INAN;GEN;FEM;SG	N;NOM;DEF;NEUT;SG
незалежний	självständiga	незалежний	självständig	ADJ;NOM;MASC;SG	ADJ;NOM;PL
величезна	enormt	величезний	enorm	ADJ;NOM;FEM;SG	ADV
величезна	enorma	величезний	enorm	ADJ;NOM;FEM;SG	ADJ;NOM;PL
штучний	konstgjorda	штучний	konstgjord	ADJ;NOM;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
штучний	konstgjort	штучний	konstgjor	ADJ;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
штучний	artificiell	штучний	artificiell	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
двадцяти	twenty	двадцять	twenty	NUM;GEN	N;NOM;INDF;NEUT;SG
двадцяти	tjugo	двадцять	tjugo	NUM;GEN	NUM;NOM
чернівців	tjernivtsi	чернівець	tjernivtsi	N;INAN;GEN;MASC;PL	ADJ;NOM;INDF;NEUT;SG
подією	händelse	подія	händelse	N;INAN;INS;FEM;SG	N;NOM;INDF;MASC+FEM;SG
подією	evenemang	подія	evenemang	N;INAN;INS;FEM;SG	N;NOM;INDF;NEUT;SG
подією	event	подія	event	N;INAN;INS;FEM;SG	N;NOM;INDF;NEUT;SG
подією	evenemanget	подія	evenemang	N;INAN;INS;FEM;SG	N;NOM;DEF;NEUT;SG
вершину	vertex	вершина	vertex	N;INAN;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
школярів	skolbarn	школяр	skolbarn	N;ANIM;ACC;MASC;PL	N;NOM;INDF;NEUT;PL
школярів	skolelever	школяр	skolelev	N;ANIM;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
тридцять	thirty	тридцять	thirty	NUM;NOM	N;NOM;INDF;MASC+FEM;SG
подію	händelse	подія	händelse	N;INAN;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
подію	evenemang	подія	evenemang	N;INAN;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
подію	event	подія	event	N;INAN;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
подію	evenemanget	подія	evenemang	N;INAN;ACC;FEM;SG	N;NOM;DEF;NEUT;SG
покриті	utarmat	покритий	utarma	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
неправильно	fel	неправильно	fel	ADV	N;NOM;INDF;NEUT;SG
аналогічний	likartad	аналогічний	likartad	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
диски	cd	диск	cd	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
улюблений	favorit	улюблений	favorit	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	N;NOM;INDF;MASC+FEM;SG
улюблений	favoriten	улюблений	favoriten	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	N;NOM;DEF;MASC+FEM;SG
улюблений	favorit	улюблений	favorit	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	N;NOM;INDF;MASC+FEM;SG
іспанською	spanska	іспанський	spanska	ADJ;INS;FEM;SG	N;NOM;INDF;MASC+FEM;SG
іспанською	spansk	іспанський	spansk	ADJ;INS;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
іспанською	spanskt	іспанський	spanskt	ADJ;INS;FEM;SG	ADJ;NOM;INDF;NEUT;SG
доведено	bevisade	довести	bevisa	V;PFV;IND;0;FIN	ADJ;NOM;PL;PST;V.PTCP
доведено	bevisat	довести	bevisa	V;PFV;IND;0;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
доведено	bevisad	довести	bevisa	V;PFV;IND;0;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
доведено	bevisade	довести	bevisa	V;PFV;IND;0;FIN	ADJ;NOM;PL;PST;V.PTCP
доведено	bevisat	довести	bevisa	V;PFV;IND;0;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ззаду	rygg	ззаду	rygg	ADV	N;NOM;INDF;MASC+FEM;SG
ззаду	backa	ззаду	backa	ADV	V;IMP;FIN;ACT
жанрів	genrer	жанр	genre	N;INAN;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
суперників	rivaler	суперник	rival	N;ANIM;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
суперників	motståndarna	суперник	motståndare	N;ANIM;ACC;MASC;PL	N;NOM;DEF;MASC+FEM;PL
суперників	motståndare	суперник	motståndare	N;ANIM;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
фернандо	fernando	фернандо	fernando	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
шон	shawn	шон	sha	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
шон	shaun	шон	shaun	PROPN;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
шон	sean	шон	sean	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
янки	yankee	янки	yankee	PROPN;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
статистичні	statistisk	статистичний	statistisk	ADJ;NOM;PL	ADJ;NOM;INDF;MASC+FEM;SG
статистичні	statistiskt	статистичний	statistisk	ADJ;NOM;PL	ADV
фан	fläkt	фан	fläkt		N;NOM;INDF;MASC+FEM;SG
фан	beundrare	фан	beundrare		N;NOM;INDF;MASC+FEM;PL
фан	fan	фан	fan		N;NOM;INDF;NEUT;SG
фан	fang	фан	fang		N;NOM;INDF;MASC+FEM;SG
муреш	mureș	мурешь	mur	PROPN;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
клермон	clermont	клермон	clermont	PROPN;INAN;NOM;MASC;SG	PROPN;NOM
радника	rådgivare	радник	rådgivare	N;ANIM;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;PL
кіпру	cypern	кіпра	cypern	PROPN;INAN;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
самець	manliga	самець	manlig	N;ANIM;NOM;MASC;SG	ADJ;NOM;PL
самець	manligt	самець	manlig	N;ANIM;NOM;MASC;SG	ADJ;NOM;INDF;NEUT;SG
заново	ombyggnad	заново	ombyggnad	ADV	N;NOM;INDF;MASC+FEM;SG
заново	återuppbygga	заново	återuppbygga	ADV	V;IMP;FIN;ACT
кримська	krim	кримський	krim	ADJ;NOM;FEM;SG	PROPN;NOM
емілія	emilia	емілія	emili	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM
емілія	aemilia	емілія	aemili	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM
емілія	amelia	емілія	ameli	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM
голокосту	förintelse	голокост	förintelse	N;INAN;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
голокосту	förintelsen	голокост	förintelse	N;INAN;GEN;MASC;SG	N;NOM;DEF;MASC+FEM;SG
земельні	zeeland	земельний	zeeland	ADJ;NOM;PL	PROPN;NOM
різновидів	smaker	різновид	smak	N;INAN;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
гессен	hessen	гессний	hess	PROPN;INAN;NOM;MASC;SG	PROPN;NOM
віл	wil	віл.	wil		N;NOM;INDF;MASC+FEM;SG
віл	hiv	віл.	hiv		N;NOM;INDF;NEUT;SG
леопольд	leopold	леопольд	leopold	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM
актуальні	populärt	актуальний	populär	ADJ;NOM;PL	ADJ;NOM;INDF;NEUT;SG
індонезія	indonesien	індонезія	indonesien	N;INAN;NOM;FEM;SG	PROPN;NOM
прованс	provence	прованс	provence		N;NOM;INDF;MASC+FEM;SG
вимова	uttalas	вимовий	uttala	N;INAN;NOM;FEM;SG	V;NFIN;PASS
наступником	efterföljare	наступник	efterföljare	N;ANIM;INS;MASC;SG	N;NOM;INDF;MASC+FEM;PL
наступником	efterträdare	наступник	efterträdare	N;ANIM;INS;MASC;SG	N;NOM;INDF;MASC+FEM;SG
серійний	serie	серійний	serie	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
францію	frankrike	франція	frankrike	N;INAN;ACC;FEM;SG	PROPN;NOM
францію	france	франція	fra	N;INAN;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
автономний	autonoma	автономний	autonom	ADJ;NOM;MASC;SG	ADJ;NOM;PL
автономний	offline	автономний	offline	ADJ;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
алтай	altai	алтай	altai	PROPN;INAN;NOM;MASC;SG	PROPN;NOM
арагон	aragón	арагон	arag	PROPN;INAN;NOM;MASC;SG	PROPN;NOM
арагон	aragonien	арагон	aragonien	PROPN;INAN;NOM;MASC;SG	PROPN;NOM
арагон	aragonien	арагон	aragonien	PROPN;INAN;NOM;MASC;SG	PROPN;NOM
тонкі	tunn	тонкий	tunn	ADJ;NOM;PL	ADJ;NOM;INDF;MASC+FEM;SG
тонкі	tunt	тонкий	tunt	ADJ;NOM;PL	ADJ;NOM;INDF;NEUT;SG
тонкі	smal	тонкий	smal	ADJ;NOM;PL	ADJ;NOM;INDF;MASC+FEM;SG
підлітків	teen	підліток	teen	N;ANIM;ACC;MASC;PL	
підлітків	tonåring	підліток	tonåring	N;ANIM;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;SG
підлітків	ungdomar	підліток	ungdom	N;ANIM;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
підлітків	tonåringar	підліток	tonåring	N;ANIM;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
закриті	stängd	закритий	stänga	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
закриті	sluten	закритий	slut	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
закриті	stängt	закритий	stänga	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ростислав	rostislav	ростислати	rostislav	V;PFV;MASC;IND;SG;PST;FIN	N;NOM;INDF;MASC+FEM;SG
воїн	krigare	воїн	krig	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
уельс	wales	уельс	wales		PROPN;NOM
духовні	själslig	духовний	själslig	ADJ;NOM;PL	ADJ;NOM;INDF;MASC+FEM;SG
духовні	andlig	духовний	andlig	ADJ;NOM;PL	ADJ;NOM;INDF;MASC+FEM;SG
духовні	andligt	духовний	andlig	ADJ;NOM;PL	ADJ;NOM;INDF;NEUT;SG
розробник	utvecklare	розробник	utvecklare	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
янг	unga	янг	ung		ADJ;NOM;PL
янг	young	янг	young		N;NOM;INDF;MASC+FEM;SG
янг	yngre	янг	ung		ADJ;NOM;CMPR
янг	ung	янг	ung		ADJ;NOM;INDF;MASC+FEM;SG
шостий	sexan	шостий	sexan	ADJ;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
вісь	axel	вісь	axel	N;INAN;NOM;FEM;SG	PROPN;NOM
єврейська	judinna	єврейський	judin	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
єврейська	judiska	єврейський	judisk	ADJ;NOM;FEM;SG	ADJ;NOM;PL
єврейська	hebreiska	єврейський	hebreisk	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
колон	colón	колон	colón	N;INAN;GEN;FEM;PL	PROPN;NOM
