hope	nádej	hope	nádej	PROPN	N;NOM;FEM;SG
susah	ťažko	susah	ťažko	ADJ;SG	ADV
defense	obrana	defense	obrana	PROPN	N;NOM;FEM;SG
defense	obhajoba	defense	obhajoba	PROPN	N;NOM;FEM;SG
defense	obrany	defense	obrana	PROPN	N;NOM;FEM;PL
pena	perom	pena	pero	PROPN;SG	N;INS;NEUT;SG
pena	pen	pena	pen	PROPN;SG	PROPN;ANIM;NOM;MASC;SG
pena	pero	pena	pero	PROPN;SG	N;NOM;NEUT;SG
pena	pera	pena	pero	PROPN;SG	N;GEN;NEUT;SG
pena	perá	pena	pero	PROPN;SG	N;NOM;NEUT;PL
pena	pena	pena	pena	PROPN;SG	N;NOM;FEM;SG
gaza	gaze	gaza	gaza	PROPN	N;NOM;FEM;SG
dilepaskan	prepustená	dilepaskan	prepustený	V;SG;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
dilepaskan	uvoľnená	dilepaskan	uvoľnený	V;SG;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
dilepaskan	uvoľnené	dilepaskan	uvoľnený	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
dilepaskan	prepustený	dilepaskan	prepustený	V;SG;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
dilepaskan	oddelený	dilepaskan	oddelený	V;SG;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
dilepaskan	oddelená	dilepaskan	oddelený	V;SG;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
colorado	colorado	colorado	colorado	PROPN	N;ANIM;NOM;MASC;SG
aston	aston	aston	aston	PROPN	PROPN;ANIM;NOM;MASC;SG
upper	upper	upper	upper	PROPN	PROPN;ANIM;NOM;MASC;SG
upper	horný	upper	horný	PROPN	ADJ;ANIM;NOM;MASC;SG
upper	horná	upper	horný	PROPN	ADJ;NOM;FEM;SG
upper	horné	upper	horný	PROPN	ADJ;NOM;NEUT;SG
amanda	amanda	amanda	amanda	PROPN	PROPN;NOM;FEM;SG
sara	sara	sara	sara	PROPN	PROPN;NOM;FEM;SG
sara	sára	sara	sár	PROPN	N;NOM;FEM;SG
sara	saru	sara	sara	PROPN	N;NOM;FEM;SG
borobudur	borobudur	borobudur	borobudur	PROPN	N;ACC;FEM;SG
yuki	yuki	yuki	yuk	PROPN;SG	
petir	blesky	petir	blesk	N;SG	N;INAN;NOM;MASC;PL
janeiro	janeiro	janeiro	janeiro	PROPN	
glenn	glenn	glenn	glenn	PROPN	PROPN;ANIM;NOM;MASC;SG
movies	filmy	movies	film	PROPN	N;INAN;NOM;MASC;PL
eka	eka	eka	eka	PROPN	PROPN;ANIM;NOM;MASC;SG
menantang	výzvu	mentantang	výzva	V;SG;ACT	N;ACC;FEM;SG
menantang	challenge	mentantang	challenga	V;SG;ACT	N;INAN;NOM;MASC;SG
menantang	výzva	mentantang	výzva	V;SG;ACT	N;NOM;FEM;SG
menantang	náročný	mentantang	náročný	V;SG;ACT	ADJ;ANIM;NOM;MASC;SG
menantang	náročná	mentantang	náročný	V;SG;ACT	ADJ;NOM;FEM;SG
menantang	náročné	mentantang	náročný	V;SG;ACT	ADJ;NOM;NEUT;SG
menantang	vyzvaný	mentantang	vyzvaný	V;SG;ACT	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
alberto	alberto	alberto	alberto	PROPN	PROPN;ANIM;NOM;MASC;SG
sex	pohlavia	sex	pohlavie	PROPN	N;NOM;NEUT;PL
sex	pohlavie	sex	pohlavie	PROPN	N;NOM;NEUT;SG
sex	sex	sex	sex	PROPN	N;INAN;NOM;MASC;SG
edge	hrane	edge	hraň	PROPN	N;NOM;FEM;SG
edge	okraja	edge	okraj	PROPN	N;INAN;GEN;MASC;SG
edge	okraj	edge	okraj	PROPN	N;INAN;NOM;MASC;SG
edge	hrany	edge	hrana	PROPN	N;NOM;FEM;PL
wide	širokého	wide	široký	PROPN	ADJ;GEN;MASC;SG
wide	širokú	wide	široký	PROPN	N;ACC;FEM;SG
wide	široký	wide	široký	PROPN	ADJ;INAN;NOM;MASC;SG
wide	široké	wide	široký	PROPN	ADJ;NOM;NEUT;SG
wide	široká	wide	široký	PROPN	ADJ;NOM;FEM;SG
beatles	beatles	beatles	beatles	PROPN	N;NOM;FEM;SG
isaac	isaac	isaac	isaac	PROPN	N;ANIM;NOM;MASC;SG
alfonso	alfonso	alfonso	alfonso	PROPN	PROPN;ANIM;NOM;MASC;SG
nhk	nhk	nhk	nhk	PROPN	
desainer	dizajnéri	desainer	dizajnér	N;SG	N;ANIM;NOM;MASC;PL
desainer	dizajnér	desainer	dizajnér	N;SG	ADJ;ANIM;NOM;MASC;SG
kecerdasan	spravodajská	kecerdasan	spravodajský	N;SG	ADJ;NOM;FEM;SG
kecerdasan	inteligentné	kecerdasan	inteligentný	N;SG	ADJ;NOM;NEUT;SG
kecerdasan	inteligentná	kecerdasan	inteligentný	N;SG	ADJ;NOM;FEM;SG
kecerdasan	inteligentný	kecerdasan	inteligentný	N;SG	ADJ;ANIM;NOM;MASC;SG
modul	moduly	modul	modula	N;SG	N;NOM;FEM;PL
modul	modulov	modul	modul	N;SG	N;INAN;GEN;MASC;PL
kecewa	nespokojnosť	kecewa	nespokojnosť	ADJ;SG	N;NOM;FEM;SG
kecewa	sklamaní	kecewa	sklamať	ADJ;SG	ADJ;ANIM;NOM;MASC;PL
kecewa	sklamanie	kecewa	sklamanie	ADJ;SG	N;NOM;NEUT;SG
kecewa	nespokojnosť	kecewa	nespokojnosť	ADJ;SG	N;NOM;FEM;SG
yunus	jonah	yunus	jonah	PROPN	N;ANIM;NOM;MASC;SG
indie	indie	indie	india	PROPN	N;NOM;MASC;SG
zealand	zéland	zealand	zéland	PROPN	N;INAN;NOM;MASC;SG
bishop	bishopová	bishop	bishopový	PROPN	ADJ;NOM;FEM;SG
bishop	biskup	bishop	biskup	PROPN	N;ANIM;NOM;MASC;SG
bishop	bishop	bishop	bishop	PROPN	PROPN;ANIM;NOM;MASC;SG
emmy	emmy	emmy	emma	PROPN	N;NOM;FEM;SG
tinju	päste	tinju	päst	N;SG	N;NOM;FEM;PL
tinju	box	tinju	box	N;SG	
diwakili	zastúpené	diwakili	zastúpený	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
diwakili	zastúpená	diwakili	zastúpený	V;SG;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
diwakili	zastúpený	diwakili	zastúpený	V;SG;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
pns	skromné	pns	skromný	N;SG	ADJ;NOM;NEUT;SG
pns	skromný	pns	skromný	N;SG	ADJ;ANIM;NOM;MASC;SG
facto	facto	facto	facto	PROPN	N;NOM;MASC;SG
fortune	bohatstvo	fortune	bohatstvo	PROPN	N;NOM;NEUT;SG
saudari	sestrami	saudari	sestra		N;INS;FEM;PL
saudari	sestier	saudari	sestier		N;NOM;FEM;PL
saudari	sestry	saudari	sestra		N;NOM;FEM;PL
saudari	sister	saudari	sister		
saudari	sestra	saudari	sestra		N;NOM;FEM;SG
saudari	sestrička	saudari	sestrička		N;NOM;FEM;SG
yamato	yamato	yamato	yamato	PROPN	INTJ
manufaktur	výrobné	manufaktur	výrobný	N	ADJ;NOM;NEUT;SG
manufaktur	výrobný	manufaktur	výrobný	N	ADJ;INAN;NOM;MASC;SG
syah	shah	syah	shah	PROPN	PROPN;ANIM;NOM;MASC;SG
syah	šach	syah	šach	PROPN	N;INAN;NOM;MASC;SG
potret	portréty	potret	portrét	N;SG	N;INAN;NOM;MASC;PL
propaganda	propagandy	propaganda	propaganda	N;SG	N;NOM;FEM;PL
digabung	zlúčené	digabung	zlúčený	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
digabung	zlúčený	digabung	zlúčený	V;SG;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
mempercepat	urýchlenie	menpercepat	urýchlenie	V;SG;ACT	N;NOM;NEUT;SG
sofia	sofia	sofia	sofia	PROPN	PROPN;NOM;FEM;SG
geng	gangov	geng	gang	N;SG	N;INAN;NOM;MASC;PL
geng	gangy	geng	ganga	N;SG	N;NOM;FEM;PL
suster	sister	suster	sister	N	
nana	nana	nana	nana	PROPN	PROPN;ANIM;NOM;MASC;SG
nana	nanna	nana	nanna	PROPN	
meng	meng	meng	meng		PROPN;ANIM;NOM;MASC;SG
mengejutkan	prekvapujúce	menkejutkan	prekvapujúci	V;SG;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
mengejutkan	prekvapivé	menkejutkan	prekvapivý	V;SG;ACT	ADJ;NOM;NEUT;SG
mengejutkan	šoku	menkejutkan	šok	V;SG;ACT	N;INAN;GEN;MASC;SG
mengejutkan	šok	menkejutkan	šok	V;SG;ACT	N;INAN;NOM;MASC;SG
mengejutkan	šokujúce	menkejutkan	šokujúci	V;SG;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
memutar	rotujúce	menputar	rotujúci	V;SG;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
memutar	rotačné	menputar	rotačný	V;SG;ACT	ADJ;NOM;NEUT;SG
memutar	prehrávanie	menputar	prehrávanie	V;SG;ACT	N;NOM;NEUT;SG
maps	máp	maps	máp	PROPN	N;GEN;FEM;PL
maps	mapy	maps	mapy	PROPN	N;NOM;FEM;PL
beracun	jedovatý	berracun	jedovatý	V;SG;ACT	ADJ;ANIM;NOM;MASC;SG
beracun	toxické	berracun	toxický	V;SG;ACT	ADJ;NOM;NEUT;SG
beracun	toxická	berracun	toxický	V;SG;ACT	ADJ;NOM;FEM;SG
beracun	toxický	berracun	toxický	V;SG;ACT	ADJ;ANIM;NOM;MASC;SG
beracun	jedovatý	berracun	jedovatý	V;SG;ACT	ADJ;ANIM;NOM;MASC;SG
beracun	jedovaté	berracun	jedovatý	V;SG;ACT	ADJ;NOM;NEUT;SG
kelainan	abnormality	kelainan	abnormalita	N;SG	N;NOM;FEM;PL
kelainan	aberácií	kelainan	aberácia	N;SG	N;NOM;FEM;PL
kelainan	abnormality	kelainan	abnormalita	N;SG	N;NOM;FEM;PL
kiev	kyjeve	kiev	kyjev	PROPN	N;INAN;ESS;MASC;SG
kiev	kyjeve	kiev	kyjev	PROPN	N;INAN;ESS;MASC;SG
kosta	costa	kosta	costa	PROPN	PROPN;INAN;NOM;MASC;SG
kosta	kosta	kosta	kosta	PROPN	N;INAN;NOM;MASC;SG
diarahkan	cielený	diarahkan	cielený	V;SG;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
diarahkan	namierené	diarahkan	namierený	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
diarahkan	presmerované	diarahkan	presmerovaný	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
bibir	pery	bibir	pera	PROPN;SG	N;NOM;FEM;PL
bibir	pier	bibir	pier	PROPN;SG	N;GEN;FEM;PL
bibir	pery	bibir	pera	PROPN;SG	N;NOM;FEM;PL
hamburg	hamburgu	hamburg	hamburg	PROPN	N;INAN;GEN;MASC;SG
hamburg	hamburg	hamburg	hamburg	PROPN	N;INAN;NOM;MASC;SG
dikategorikan	kategorizované	dikategorikan	kategorizovaný	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
direbut	zachytený	direbut	zachytený	V;SG;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
direbut	chytený	direbut	chytený	V;SG;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
direbut	zachytené	direbut	zachytený	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
direbut	zajali	direbut	zajať	V;SG;PASS	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
agnes	agnes	agnes	agnes	PROPN	PROPN;NOM;FEM;SG
ontario	ontario	ontario	ontario	PROPN	PROPN;ANIM;NOM;MASC;SG
anggun	elegantne	anggun	elegantne	ADJ;SG	ADV
genetika	genetický	genetika	genetický	N;SG	ADJ;INAN;NOM;MASC;SG
genetika	genetická	genetika	genetický	N;SG	ADJ;NOM;FEM;SG
genetika	genetické	genetika	genetický	N;SG	ADJ;NOM;NEUT;SG
genetika	genetického	genetika	genetický	N;SG	ADJ;GEN;NEUT;SG
ricardo	ricardo	ricardo	ricardo	PROPN	N;ANIM;NOM;MASC;SG
sedan	sedany	sedan	sedana	N;SG	N;NOM;FEM;PL
erwin	erwin	erwin	erwin	PROPN	PROPN;ANIM;NOM;MASC;SG
spanish	španielske	spanish	španielsky	PROPN	ADJ;NOM;NEUT;SG
spanish	španielsky	spanish	španielsky	PROPN	ADJ;ANIM;NOM;MASC;SG
spanish	španielčina	spanish	španielčina	PROPN	N;NOM;FEM;SG
spanish	španielska	spanish	španielsky	PROPN	PROPN;NOM;FEM;SG
dec	december	dec	december		N;INAN;NOM;MASC;SG
dec	dec	dec	dec		INTJ
dec	zos	dec	zos		N;NOM;FEM;SG
somerset	somerset	somerset	somerset	PROPN	PROPN;ANIM;NOM;MASC;SG
hugo	hugo	hugo	hugo	PROPN	PROPN;ANIM;NOM;MASC;SG
identifikasi	identifikovať	identifikasi	identifikovať	N;SG	V;IPFV;POS;NFIN
identifikasi	identifikovaná	identifikasi	identifikovaný	N;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
identifikasi	identifikované	identifikasi	identifikovaný	N;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
identifikasi	identifikovaný	identifikasi	identifikovaný	N;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
identifikasi	identifikovaných	identifikasi	identifikovaný	N;SG	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
sahara	sahare	sahara	sahara	PROPN;SG	N;DAT;FEM;SG
rhin	rhin	rhin	rhin	PROPN	PROPN;ANIM;NOM;MASC;SG
watanabe	watanabe	watanabe	watanabe	PROPN	N;ANIM;NOM;MASC;SG
kebahagiaan	bliss	kebahagiaan	bliss	N;SG	PROPN;ANIM;NOM;MASC;SG
dilatih	trénovaný	dilatih	trénovaný	V;SG;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
dilatih	vyškolení	dilatih	vyškolenie	V;SG;PASS	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
vintage	retro	vintage	retro	PROPN	N;NOM;MASC;SG
vintage	ročník	vintage	ročník	PROPN	N;INAN;NOM;MASC;SG
peti	debny	peti	debny	N;SG	N;NOM;FEM;PL
terintegrasi	integrované	terintegrasi	integrovaný	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
terintegrasi	integrovaný	terintegrasi	integrovaný	V;SG;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
terintegrasi	integrovaná	terintegrasi	integrovaný	V;SG;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
lucas	lucas	lucas	lucas	PROPN	PROPN;ANIM;NOM;MASC;SG
beauty	kráska	beauty	kráska	PROPN	N;NOM;FEM;SG
beauty	krása	beauty	krása	PROPN	N;NOM;FEM;SG
kentang	zemiaky	kentang	zemiak	N;SG	N;INAN;NOM;MASC;PL
kentang	zemiaková	kentang	zemiakový	N;SG	ADJ;NOM;FEM;SG
kentang	zemiakové	kentang	zemiakový	N;SG	ADJ;NOM;NEUT;SG
kentang	zemiakov	kentang	zemiak	N;SG	N;INAN;GEN;MASC;PL
kentang	zemiaky	kentang	zemiak	N;SG	N;INAN;NOM;MASC;PL
kentang	zemiakový	kentang	zemiakový	N;SG	ADJ;ANIM;NOM;MASC;SG
nutrisi	výživy	nutrisi	výživ	N;SG	N;NOM;FEM;PL
nutrisi	živiny	nutrisi	živina	N;SG	N;NOM;FEM;PL
nutrisi	živín	nutrisi	živina	N;SG	N;GEN;FEM;PL
meeting	stretnutia	meeting	stretnutie	PROPN	N;NOM;NEUT;PL
meeting	stretko	meeting	stretko	PROPN	N;NOM;NEUT;SG
meeting	schôdza	meeting	schôdza	PROPN	N;NOM;FEM;SG
meeting	zasadnutie	meeting	zasadnutie	PROPN	N;NOM;NEUT;SG
meeting	stretnutie	meeting	stretnutie	PROPN	N;NOM;NEUT;SG
madonna	madonna	madonna	madonna	PROPN	N;NOM;FEM;SG
chu	chu	chu	cho	PROPN	PROPN;ANIM;NOM;MASC;SG
lotus	lotos	lotus	lotos	PROPN	PROPN;ANIM;NOM;MASC;SG
warren	warren	warren	warren	PROPN	PROPN;ANIM;NOM;MASC;SG
dai	dai	dai	dai	PROPN	INTJ
jual	predať	jual	predať	N;SG;ACT	V;PFV;POS;NFIN
jual	predávať	jual	predávať	N;SG;ACT	V;IPFV;POS;NFIN
jual	predávať	jual	predávať	N;SG;ACT	V;IPFV;POS;NFIN
jual	predajné	jual	predajný	N;SG;ACT	ADJ;NOM;NEUT;SG
jual	predáva	jual	predávať	N;SG;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
canggih	pokročilý	canggih	pokročilý	N;SG	ADJ;INAN;NOM;MASC;SG
canggih	pokročilé	canggih	pokročilý	N;SG	ADJ;NOM;NEUT;SG
canggih	rozšírené	canggih	rozšírený	N;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
canggih	sofistikované	canggih	sofistikovaný	N;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
sierra	sierra	sierra	sierra	PROPN	N;NOM;FEM;SG
mendiami	obývajú	mendiami	obývať	V;SG;ACT	V;IPFV;IND;PL;3;POS;PRS;FIN
led	led	led	led	PROPN	
mao	mao	mao	ma		PROPN;ANIM;NOM;MASC;SG
resi	príjem	resi	príjem	PROPN	N;INAN;NOM;MASC;SG
resi	prijatí	resi	prijatie	PROPN	N;NOM;NEUT;PL
resi	prijatie	resi	prijatie	PROPN	N;NOM;NEUT;SG
negosiasi	vyjednávať	negosiasi	vyjednávať	N	V;IPFV;POS;NFIN
olivia	olívia	olivia	olíviť	PROPN	N;NOM;FEM;SG
olivia	olivia	olivia	olevieť	PROPN	N;NOM;FEM;SG
pre	pred	pre	pred	PROPN	ADP;INS
somalia	somálsko	somalia	somálsko	PROPN	N;NOM;NEUT;SG
somalia	somálsku	somalia	somálsky	PROPN	N;DAT;NEUT;SG
somalia	sýria	somalia	sýria	PROPN	N;NOM;FEM;SG
somalia	somálska	somalia	somálsky	PROPN	ADJ;NOM;FEM;SG
somalia	somálska	somalia	somálsky	PROPN	ADJ;NOM;FEM;SG
hasyim	hashim	hasyim	hashim	PROPN	PROPN;ANIM;NOM;MASC;SG
olympic	olympijské	olympic	olympijský	PROPN	ADJ;NOM;NEUT;SG
olympic	olympic	olympic	olympica	PROPN	PROPN;ANIM;NOM;MASC;SG
dialihkan	presmerované	dialihkan	presmerovaný	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
dialihkan	presmerovanie	dialihkan	presmerovanie	V;SG;PASS	N;NOM;NEUT;SG
dialihkan	odklonené	dialihkan	odklonený	V;SG;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
feb	feb	feb	feb		INTJ
feb	február	feb	február		N;INAN;NOM;MASC;SG
ragu	otázne	ragu	otázny	ADJ;SG	ADV
ragu	pochybujem	ragu	pochybovať	ADJ;SG	V;IPFV;IND;SG;1;POS;PRS;FIN
ragu	váhať	ragu	váhať	ADJ;SG	V;IPFV;POS;NFIN
ragu	pochybovať	ragu	pochybovať	ADJ;SG	V;IPFV;POS;NFIN
ragu	pochybnosť	ragu	pochybnosť	ADJ;SG	N;NOM;FEM;SG
ragu	pochybujem	ragu	pochybovať	ADJ;SG	V;IPFV;IND;SG;1;POS;PRS;FIN
ragu	pochybnosti	ragu	pochybnosť	ADJ;SG	N;NOM;FEM;PL
ragu	pochybností	ragu	pochybnosť	ADJ;SG	N;GEN;FEM;PL
ragu	pochybnosti	ragu	pochybnosť	ADJ;SG	N;NOM;FEM;PL
syukur	vďakyvzdania	syukur	vďakyvzdanie	N;SG	N;NOM;NEUT;PL
orkestra	orchestre	orkestra	orchestre	N;SG	N;INAN;NOM;MASC;PL
audi	audi	audi	audi	PROPN	N;INAN;NOM;MASC;SG
ang	ang	ang	ang	PROPN	
baghdad	bagdade	baghdad	bagdad	PROPN	N;INAN;NOM;MASC;SG
bae	bae	bae	bae	PROPN	
driver	vodiči	driver	vodič	PROPN	N;ANIM;NOM;MASC;PL
driver	ovládače	driver	ovládať	PROPN	N;INAN;NOM;MASC;PL
driver	vodičom	driver	vodič	PROPN	N;ANIM;INS;MASC;SG
driver	vodičov	driver	vodič	PROPN	N;ANIM;ACC;MASC;PL
driver	vodič	driver	vodič	PROPN	N;ANIM;NOM;MASC;SG
driver	vodiča	driver	vodiča	PROPN	N;ANIM;ACC;MASC;SG
driver	šoféra	driver	šofér	PROPN	N;ANIM;ACC;MASC;SG
driver	ovládač	driver	ovládač	PROPN	N;INAN;NOM;MASC;SG
driver	šofér	driver	šofér	PROPN	N;ANIM;NOM;MASC;SG
sans	sans	sans	sans	PROPN	
look	pozri	look	pozrieť	PROPN	V;PFV;IMP;SG;2;POS;FIN
look	pozrite	look	pozrieť	PROPN	V;PFV;IMP;PL;2;POS;FIN
hias	ozdobné	hias	ozdobný	N;SG;ACT	ADJ;NOM;NEUT;SG
hias	okrasné	hias	okrasný	N;SG;ACT	ADJ;NOM;NEUT;SG
hias	zdobiť	hias	zdobiť	N;SG;ACT	V;PFV;POS;NFIN
solar	slnečné	solar	slnečný	PROPN	ADJ;NOM;NEUT;PL
solar	solárne	solar	solárny	PROPN	ADJ;NOM;NEUT;PL
solar	solárny	solar	solárny	PROPN	ADJ;INAN;NOM;MASC;SG
solar	slnečná	solar	slnečný	PROPN	ADJ;NOM;FEM;SG
kotor	brutto	kotor	brutto	ADJ;SG	
kotor	hnus	kotor	hnus	ADJ;SG	N;INAN;NOM;MASC;SG
yuri	yuri	yuri	yuri	PROPN	PROPN;ANIM;NOM;MASC;SG
sunni	sunnitov	sunni	sunnit	PROPN	N;INAN;NOM;MASC;SG
tian	tian	tian	tian	PROPN	N;NOM;FEM;SG
crazy	crazy	crazy	crazy	PROPN	PROPN;NOM;FEM;SG
crazy	šialené	crazy	šialený	PROPN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
crazy	blázon	crazy	blázon	PROPN	N;ANIM;NOM;MASC;SG
crazy	šialenstvo	crazy	šialenstvo	PROPN	N;NOM;NEUT;SG
impian	snívať	impian	snívať	N;SG	V;IPFV;POS;NFIN
impian	dream	impian	dream	N;SG	PROPN;ANIM;NOM;MASC;SG
impian	snoch	impian	sno	N;SG	N;INAN;GEN;MASC;PL
impian	snami	impian	sen	N;SG	N;INAN;INS;MASC;PL
impian	snov	impian	sen	N;SG	N;INAN;GEN;MASC;PL
impian	sny	impian	sen	N;SG	N;INAN;NOM;MASC;PL
wen	wen	wen	wen	PROPN	PROPN;ANIM;NOM;MASC;SG
nice	pekny	nice	pekny	PROPN	N;ANIM;NOM;MASC;SG
nice	pekný	nice	pekný	PROPN	ADJ;ANIM;NOM;MASC;SG
nice	pekná	nice	pekný	PROPN	ADJ;NOM;FEM;SG
nice	pekne	nice	pekne	PROPN	ADV
nice	pekné	nice	pekný	PROPN	ADJ;NOM;NEUT;SG
nice	nice	nice	nica	PROPN	PROPN;ANIM;NOM;MASC;SG
nancy	nancy	nancy	nanca	PROPN	PROPN;NOM;FEM;SG
liputan	pokrytia	liputan	pokrytie	N;SG	N;NOM;NEUT;PL
filter	filtrovať	filter	filtrovať	N;SG	V;IPFV;POS;NFIN
filter	filtre	filter	filter	N;SG	N;NOM;FEM;PL
filter	filtrov	filter	filter	N;SG	N;INAN;GEN;MASC;PL
marketing	marketing	marketing	marketing	PROPN	N;INAN;NOM;MASC;SG
marketing	obchodovanie	marketing	obchodovanie	PROPN	N;NOM;NEUT;SG
touch	dotýkať	touch	dotýkať	PROPN	V;IPFV;POS;NFIN
touch	dotyk	touch	dotyk	PROPN	N;INAN;NOM;MASC;SG
touch	dotykom	touch	dotyk	PROPN	N;INAN;INS;MASC;SG
touch	dotknúť	touch	dotknúť	PROPN	V;PFV;POS;NFIN
apel	jablkový	apel	jablkový	N;SG	ADJ;ANIM;NOM;MASC;SG
apel	jablká	apel	jablký	N;SG	N;NOM;NEUT;PL
narkoba	lieky	narkoba	liek	N;SG	N;INAN;NOM;MASC;PL
narkoba	drogy	narkoba	droga	N;SG	N;NOM;FEM;PL
narkoba	drog	narkoba	droga	N;SG	N;GEN;FEM;PL
pencegahan	opatrenia	pencegahan	opatrenie	N;SG	N;NOM;NEUT;PL
turbo	turbo	turbo	turbo	PROPN	N;INAN;NOM;MASC;SG
tumor	nádory	tumor	nádor	N;SG	N;INAN;NOM;MASC;PL
tumor	nádorov	tumor	nádor	N;SG	N;INAN;GEN;MASC;PL
tumor	nádory	tumor	nádor	N;SG	N;INAN;NOM;MASC;PL
usd	usd	usd	usdo		N;NOM;FEM;SG
private	súkromný	private	súkromný	PROPN	ADJ;ANIM;NOM;MASC;SG
private	vojak	private	vojak	PROPN	N;ANIM;NOM;MASC;SG
private	súkromná	private	súkromný	PROPN	ADJ;NOM;FEM;SG
private	súkromné	private	súkromný	PROPN	ADJ;NOM;NEUT;SG
private	pešiak	private	pešiak	PROPN	N;ANIM;NOM;MASC;SG
konstitusional	ústavné	konstitusional	ústavný	N	ADJ;NOM;NEUT;SG
konstitusional	ústavný	konstitusional	ústavný	N	ADJ;INAN;NOM;MASC;SG
konstitusional	ústavne	konstitusional	ústavne	N	ADV
phil	phil	phil	phila	PROPN	PROPN;ANIM;NOM;MASC;SG
agent	agentka	agent	agentka	PROPN	N;NOM;FEM;SG
agent	agenta	agent	agenta	PROPN	N;ANIM;ACC;MASC;SG
agent	agent	agent	agent	PROPN	N;ANIM;NOM;MASC;SG
turner	turner	turner	turner	PROPN	PROPN;ANIM;NOM;MASC;SG
obyek	namietať	obyek	namietať	N;SG	V;IPFV;POS;NFIN
obyek	objekty	obyek	objekt	N;SG	N;INAN;NOM;MASC;PL
obyek	objektov	obyek	objekt	N;SG	N;INAN;GEN;MASC;PL
obyek	predmety	obyek	predmet	N;SG	N;INAN;NOM;MASC;PL
opini	stanoviská	opini	stanovisko	N;SG	N;NOM;NEUT;PL
opini	stanovísk	opini	stanovísky	N;SG	N;GEN;FEM;PL
opini	názory	opini	názor	N;SG	N;INAN;NOM;MASC;PL
plant	rastliny	plant	rastlina	PROPN	N;NOM;FEM;PL
plant	závod	plant	závod	PROPN	N;INAN;NOM;MASC;SG
plant	rastlina	plant	rastlina	PROPN	N;NOM;FEM;SG
plant	rastlín	plant	rastlina	PROPN	N;GEN;FEM;PL
pegulat	zápasníci	pegulat	zápasník	N;SG	N;ANIM;NOM;MASC;PL
ranting	vetvičky	ranting	vetvička	N;SG	N;NOM;FEM;PL
ranting	pobočky	ranting	pobočka	N;SG	N;NOM;FEM;PL
ranting	vetvy	ranting	vetvy	N;SG	N;NOM;FEM;PL
ranting	pobočiek	ranting	pobočka	N;SG	N;GEN;NEUT;PL
ranting	branch	ranting	brana	N;SG	PROPN;ANIM;NOM;MASC;SG
menanam	výsadbu	menanam	výsadba	V;SG;ACT	N;ACC;FEM;SG
menanam	pestovanie	menanam	pestovanie	V;SG;ACT	N;NOM;NEUT;SG
rome	ríme	rome	rím	PROPN	N;INAN;NOM;MASC;SG
rome	ríma	rome	rím	PROPN	N;INAN;GEN;MASC;SG
rome	rím	rome	rím	PROPN	PROPN;INAN;NOM;MASC;SG
