پِزشک	lékař	پِزشک	lékař	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG;POS
پھوک	hollow	پھوک	hollow		N;NOM;NEUT;SG;POS
پھوک	odmítnout	پھوک	odmítnout		V;PFV;POS;NFIN
پھوک	prázdné	پھوک	prázdný		ADJ;NOM;NEUT;SG;POS
پھوک	prázdná	پھوک	prázdný		ADJ;NOM;FEM;SG;POS
پھوک	prázdno	پھوک	prázdno		N;NOM;NEUT;SG;POS
پھوک	prázdný	پھوک	prázdný		ADJ;INAN;NOM;MASC;SG;POS
پھوک	vyprázdnit	پھوک	vyprázdnit		V;PFV;POS;NFIN
پھوک	kalů	پھوک	kal		N;INAN;GEN;MASC;PL;POS
پھوک	sušená	پھوک	sušený		ADJ;NOM;FEM;SG;POS
پھوک	sušený	پھوک	sušený		ADJ;INAN;NOM;MASC;SG;POS
پھوک	sušené	پھوک	sušený		ADJ;NOM;MASC;PL;POS
پھوک	odpadky	پھوک	odpadka		N;INAN;NOM;MASC;PL;POS
پھوک	smetí	پھوک	smetí		N;NOM;NEUT;SG;POS
پھوکا	duté	پھوکا	dutý	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;PL;POS
پھوکا	hollow	پھوکا	hollow	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پھوکا	světle	پھوکا	světlo	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پھوکا	lehké	پھوکا	lehký	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG;POS
پھوکا	světlo	پھوکا	světlo	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پھوکا	prázdné	پھوکا	prázdný	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG;POS
پھوکا	prázdná	پھوکا	prázdný	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG;POS
پھوکا	prázdno	پھوکا	prázdno	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پھوکا	prázdný	پھوکا	prázdný	PROPN;NOM;MASC;SG;3	ADJ;INAN;NOM;MASC;SG;POS
پھوکا	vyprázdnit	پھوکا	vyprázdnit	PROPN;NOM;MASC;SG;3	V;PFV;POS;NFIN
پھوکا	beztíže	پھوکا	beztíže	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پھوکا	měkký	پھوکا	měkký	PROPN;NOM;MASC;SG;3	ADJ;INAN;NOM;MASC;SG;POS
پھوکا	měkká	پھوکا	měkký	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG;POS
پھوکا	jemné	پھوکا	jemný	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG;POS
پھوکا	měkké	پھوکا	měkký	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;PL;POS
پھوکل	konkávní	پھوکل	konkávní	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG;POS
پھوکل	prázdné	پھوکل	prázdný	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG;POS
پھوکل	prázdná	پھوکل	prázdný	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG;POS
پھوکل	prázdno	پھوکل	prázdno	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پھوکل	prázdný	پھوکل	prázdný	PROPN;NOM;MASC;SG;3	ADJ;INAN;NOM;MASC;SG;POS
پھوکل	vyprázdnit	پھوکل	vyprázdnit	PROPN;NOM;MASC;SG;3	V;PFV;POS;NFIN
پھوکل	duté	پھوکل	dutý	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;PL;POS
پھوکل	hollow	پھوکل	hollow	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پھوکلا	prázdné	پھوکلا	prázdný	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG;POS
پھوکلا	prázdná	پھوکلا	prázdný	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG;POS
پھوکلا	prázdno	پھوکلا	prázdno	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پھوکلا	prázdný	پھوکلا	prázdný	PROPN;NOM;MASC;SG;3	ADJ;INAN;NOM;MASC;SG;POS
پھوکلا	vyprázdnit	پھوکلا	vyprázdnit	PROPN;NOM;MASC;SG;3	V;PFV;POS;NFIN
پھوکلا	duté	پھوکلا	dutý	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;PL;POS
پھوکلا	hollow	پھوکلا	hollow	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پُھوکنا	rána	پُھوک	ráno	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پُھوکنا	hořet	پُھوک	hořet	PROPN;NOM;MASC;SG;3	V;POS;NFIN
پُھوکنا	spálit	پُھوک	spálit	PROPN;NOM;MASC;SG;3	V;PFV;POS;NFIN
پُھول	rosette	پُھول	růttet	V;SG;V.PTCP;ACT	N;INAN;NOM;MASC;SG;POS
پُھول	spokojenost	پُھول	spokojenost	V;SG;V.PTCP;ACT	N;NOM;FEM;SG;POS
پُھول	štěstí	پُھول	štěstí	V;SG;V.PTCP;ACT	N;NOM;NEUT;SG;POS
پُھول	nadšení	پُھول	nadšení	V;SG;V.PTCP;ACT	N;NOM;NEUT;SG;POS
پُھول	blossom	پُھول	blossom	V;SG;V.PTCP;ACT	PROPN;INAN;NOM;MASC;SG;POS
پُھول	květ	پُھول	květ	V;SG;V.PTCP;ACT	N;INAN;NOM;MASC;SG;POS
پُھول	kytka	پُھول	kytka	V;SG;V.PTCP;ACT	N;NOM;FEM;SG;POS
پُھول	květ	پُھول	květ	V;SG;V.PTCP;ACT	N;INAN;NOM;MASC;SG;POS
پُھول	květina	پُھول	květina	V;SG;V.PTCP;ACT	N;NOM;FEM;SG;POS
پُھول	blesk	پُھول	blesk	V;SG;V.PTCP;ACT	N;INAN;NOM;MASC;SG;POS
پُھول	flash	پُھول	flash	V;SG;V.PTCP;ACT	N;NOM;MASC;SG;POS
پُھول	záblesk	پُھول	záblesk	V;SG;V.PTCP;ACT	N;INAN;NOM;MASC;SG;POS
پُھول	jiskru	پُھول	jiskra	V;SG;V.PTCP;ACT	N;ACC;FEM;SG;POS
پُھول	jiskry	پُھول	jiskra	V;SG;V.PTCP;ACT	N;NOM;FEM;PL;POS
پُھول	jiskra	پُھول	jiskra	V;SG;V.PTCP;ACT	N;NOM;FEM;SG;POS
پھولا	puchýře	پھولا	puchýř	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL;POS
پُھولائو	otoky	پُھولائو	otok	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL;POS
پُھولائو	otok	پُھولائو	otok	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پُھولنا	blossom	پُھول	blossom	V;NFIN;ACT	PROPN;INAN;NOM;MASC;SG;POS
پُھولنا	květ	پُھول	květ	V;NFIN;ACT	N;INAN;NOM;MASC;SG;POS
پھونپھی	potrubí	پھونپھی	potrubí	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پھونپھی	trubka	پھونپھی	trubka	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پھونپھی	trubka	پھونپھی	trubka	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پھونپھی	trubice	پھونپھی	trubice	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پُھونٹ	crack	پُھونٹ	crack	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پُھونک	nádech	پُھونک	nádech	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پُھونک	dech	پُھونک	dech	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پُھونک	puff	پُھونک	puff	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG;POS
پُھونک	rána	پُھونک	ráno	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پُھونکنا	lákat	پُھونکنا	lákat	PROPN;ACC;MASC;SG;3	V;IPFV;POS;NFIN
پُھونکنا	únos	پُھونکنا	únos	PROPN;ACC;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پُھونکنا	unést	پُھونکنا	unést	PROPN;ACC;MASC;SG;3	V;POS;NFIN
پُھوہار	sprej	پُھوہار	sprej	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پُھوہڑ	trapné	پُھوہڑ	trapný	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG;POS
پُھوہڑ	trapas	پُھوہڑ	trapas	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پُھوہڑ	trapný	پُھوہڑ	trapný	PROPN;NOM;MASC;SG;3	ADJ;INAN;NOM;MASC;SG;POS
پُھوہڑ	nepořádek	پُھوہڑ	nepořádek	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پُھوہڑ	nešika	پُھوہڑ	nešika	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG;POS
پُھوہی	plíseň	پُھوہی	plíseň	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پھیٹنا	mix	پھیٹ	miximra	V;SG;NFIN;ACT	N;INAN;NOM;MASC;SG;POS
پھیر	návrat	پھیر	návrat	V;ACT	N;INAN;NOM;MASC;SG;POS
پھیر	kruh	پھیر	kruh	V;ACT	N;INAN;NOM;MASC;SG;POS
پھیر	kroužek	پھیر	kroužka	V;ACT	N;INAN;NOM;MASC;SG;POS
پھیر	kruhu	پھیر	kruh	V;ACT	N;INAN;GEN;MASC;SG;POS
پھیر	kružnice	پھیر	kružnice	V;ACT	N;NOM;FEM;SG;POS
پھیر	rozdíl	پھیر	rozdíl	V;ACT	N;INAN;NOM;MASC;SG;POS
پھیر	neštěstí	پھیر	neštěstí	V;ACT	N;NOM;NEUT;SG;POS
پھیر	navíjení	پھیر	navíjení	V;ACT	N;NOM;NEUT;SG;POS
پھیر	změna	پھیر	změna	V;ACT	N;NOM;FEM;SG;POS
پھیر	změny	پھیر	změna	V;ACT	N;NOM;FEM;PL;POS
پھیر	vzdálenosti	پھیر	vzdálenost	V;ACT	N;NOM;FEM;PL;POS
پھیر	vzdálenost	پھیر	vzdálenost	V;ACT	N;NOM;FEM;SG;POS
پھیر	odstup	پھیر	odstup	V;ACT	N;INAN;NOM;MASC;SG;POS
پھیر	oběhu	پھیر	oběh	V;ACT	N;INAN;GEN;MASC;SG;POS
پھیر	oběh	پھیر	oběh	V;ACT	N;INAN;NOM;MASC;SG;POS
پھیر	dilema	پھیر	dilema	V;ACT	N;NOM;NEUT;SG;POS
پھیر	kolo	پھیر	kolo	V;ACT	N;NOM;NEUT;SG;POS
پھیر	kulaté	پھیر	kulatý	V;ACT	ADJ;NOM;MASC;PL;POS
پھیر	kulatá	پھیر	kulatý	V;ACT	ADJ;NOM;FEM;SG;POS
پھیر	kulatý	پھیر	kulatý	V;ACT	ADJ;INAN;NOM;MASC;SG;POS
پھیر	zakřivení	پھیر	zakřivení	V;ACT	N;NOM;NEUT;SG;POS
پھیر	zvrat	پھیر	zvrat	V;ACT	N;INAN;NOM;MASC;SG;POS
پھیر	obvodu	پھیر	obvod	V;ACT	N;INAN;GEN;MASC;SG;POS
پھیر	obvod	پھیر	obvod	V;ACT	N;INAN;NOM;MASC;SG;POS
پھیر	nejednoznačnost	پھیر	jednoznačnost	V;ACT	N;NOM;FEM;SG;NEG
پھیر	variace	پھیر	variace	V;ACT	N;NOM;FEM;PL;POS
پھیرا	okruh	پھیرا	okruh	V;MASC;SG;V.PTCP;ACT	N;INAN;NOM;MASC;SG;POS
پھیرا	obvod	پھیرا	obvod	V;MASC;SG;V.PTCP;ACT	N;INAN;NOM;MASC;SG;POS
پھیرا	okruhu	پھیرا	okruh	V;MASC;SG;V.PTCP;ACT	N;INAN;GEN;MASC;SG;POS
پھیرا	kolo	پھیرا	kolo	V;MASC;SG;V.PTCP;ACT	N;NOM;NEUT;SG;POS
پھیرا	kulaté	پھیرا	kulatý	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;MASC;PL;POS
پھیرا	kulatá	پھیرا	kulatý	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;FEM;SG;POS
پھیرا	kulatý	پھیرا	kulatý	V;MASC;SG;V.PTCP;ACT	ADJ;INAN;NOM;MASC;SG;POS
پھیرا	návštěvu	پھیرا	návštěva	V;MASC;SG;V.PTCP;ACT	N;ACC;FEM;SG;POS
پھیرا	návštěva	پھیرا	návštěva	V;MASC;SG;V.PTCP;ACT	N;NOM;FEM;SG;POS
پھیرا	navštivte	پھیرا	navštivtět	V;MASC;SG;V.PTCP;ACT	V;IMP;PL;2;POS;FIN
پھیرنا	návrat	پھیر	návrat	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پھیرنا	výměna	پھیر	výměna	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پھیرنا	výměnu	پھیر	výměna	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG;POS
پھیرنا	pohlazení	پھیر	pohlazení	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پھیرنا	náhrada	پھیر	náhrada	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پھیرنا	vrácení	پھیر	vrácení	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پھیرنا	náhrady	پھیر	náhrada	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL;POS
پھیرنا	odmítnout	پھیر	odmítnout	PROPN;NOM;MASC;SG;3	V;PFV;POS;NFIN
پھیرنا	zamítnout	پھیر	zamítnout	PROPN;NOM;MASC;SG;3	V;PFV;POS;NFIN
پھیرنا	zvrat	پھیر	zvrat	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پھیرنا	otočit	پھیر	otočit	PROPN;NOM;MASC;SG;3	V;PFV;POS;NFIN
پھیرنا	proměnit	پھیر	proměnit	PROPN;NOM;MASC;SG;3	V;PFV;POS;NFIN
پھیری	hawking	پھیری	hawking	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG;POS
پھیری	okruh	پھیری	okruh	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پھیری	obvod	پھیری	obvod	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پھیری	okruhu	پھیری	okruh	PROPN;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG;POS
پھیری	trik	پھیری	trik	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پِھیکا	dim	پِھیکا	dim	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG;POS
پِھیکا	nevýrazné	پِھیکا	výrazný	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG;NEG
پِھیکا	smutný	پِھیکا	smutný	PROPN;NOM;MASC;SG;3	ADJ;ANIM;NOM;MASC;SG;POS
پِھیکا	smutná	پِھیکا	smutný	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG;POS
پِھیکا	smutné	پِھیکا	smutný	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG;POS
پِھیکا	bledě	پِھیکا	bledě	PROPN;NOM;MASC;SG;3	ADV;POS
پِھیکا	bledá	پِھیکا	bledat	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG;POS
پِھیکا	bledý	پِھیکا	bledý	PROPN;NOM;MASC;SG;3	ADJ;ANIM;NOM;MASC;SG;POS
پِھیکا	nevkusné	پِھیکا	vkusný	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG;NEG
پِھیکا	ponurý	پِھیکا	ponurý	PROPN;NOM;MASC;SG;3	ADJ;INAN;NOM;MASC;SG;POS
پِھیکا	hrubý	پِھیکا	hrubý	PROPN;NOM;MASC;SG;3	ADJ;INAN;NOM;MASC;SG;POS
پھَیلا	zvyšování	پھشیلا	zvyšování	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پھَیلا	rozšířené	پھشیلا	rozšířený	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG;POS
پھَیلا	rozšířená	پھشیلا	rozšířený	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG;POS
پھَیلانا	rozbalit	پھَیلانا	rozbalit	PROPN;NOM;MASC;SG;3	V;PFV;POS;NFIN
پھَیلانا	rozšířit	پھَیلانا	rozšířit	PROPN;NOM;MASC;SG;3	V;PFV;POS;NFIN
پھَیلانا	zvětšit	پھَیلانا	zvětšit	PROPN;NOM;MASC;SG;3	V;PFV;POS;NFIN
پھَیلانا	prodloužit	پھَیلانا	prodloužit	PROPN;NOM;MASC;SG;3	V;PFV;POS;NFIN
پھَیلانا	rozšířit	پھَیلانا	rozšířit	PROPN;NOM;MASC;SG;3	V;PFV;POS;NFIN
پھَیلانا	protáhnout	پھَیلانا	protáhnout	PROPN;NOM;MASC;SG;3	V;POS;NFIN
پھَیلانا	natáhnout	پھَیلانا	natáhnout	PROPN;NOM;MASC;SG;3	V;POS;NFIN
پھَیلانا	publikovat	پھَیلانا	publikovat	PROPN;NOM;MASC;SG;3	V;POS;NFIN
پھَیلانا	zveřejní	پھَیلانا	zveřejnit	PROPN;NOM;MASC;SG;3	V;PFV;IND;SG;3;POS;PRS;FIN;ACT
پھَیلانا	zveřejnit	پھَیلانا	zveřejnit	PROPN;NOM;MASC;SG;3	V;PFV;POS;NFIN
پھَیلانا	rozptyl	پھَیلانا	rozptyl	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پھَیلانا	šíření	پھَیلانا	šíření	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پھَیلاوٹ	rozsah	پھَیلاوٹ	rozsah	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پھَیلاوٹ	dělení	پھَیلاوٹ	dělení	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پھَیلاوٹ	divize	پھَیلاوٹ	divize	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پھَیلاوٹ	distribuční	پھَیلاوٹ	distribuční	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG;POS
پھَیلاوٹ	rozdělení	پھَیلاوٹ	rozdělení	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پھَیلاوٹ	distribuce	پھَیلاوٹ	distribuce	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پھَیلاوٹ	rozložení	پھَیلاوٹ	rozložení	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پھَیلاوٹ	prodloužení	پھَیلاوٹ	prodloužení	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پھَیلاوٹ	rozšíření	پھَیلاوٹ	rozšíření	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پھَیلائو	dosah	پھَیلائو	dosah	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پھَیلائو	rozsah	پھَیلائو	rozsah	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پھَیلائو	rozmezí	پھَیلائو	rozmezí	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پھَیلائو	prodloužení	پھَیلائو	prodloužení	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پھَیلائو	růst	پھَیلائو	růst	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
پھَیلائو	délka	پھَیلائو	délka	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پھَیلائو	délky	پھَیلائو	délka	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پھَیلائو	délku	پھَیلائو	délka	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG;POS
پھَیلائو	expanze	پھَیلائو	expanze	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پھَیلائو	rozšiřování	پھَیلائو	rozšiřování	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پھَیلائو	rozšíření	پھَیلائو	rozšíření	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پھَیلائو	zveřejňování	پھَیلائو	zveřejňování	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پھَیلائو	vyhlášení	پھَیلائو	vyhlášení	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پھَیلائو	publikace	پھَیلائو	publikace	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
پھَیلائو	uveřejnění	پھَیلائو	uveřejnění	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پھَیلائو	zveřejnění	پھَیلائو	zveřejnění	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پھَیلائو	šíření	پھَیلائو	šíření	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پھَیلنا	přetrvávají	پھشیلنا	přetrvávat	PROPN;NOM;MASC;SG;3	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT
پھَیلنا	rozbalit	پھشیلنا	rozbalit	PROPN;NOM;MASC;SG;3	V;PFV;POS;NFIN
پھَیلنا	rozšířit	پھشیلنا	rozšířit	PROPN;NOM;MASC;SG;3	V;PFV;POS;NFIN
پھَیلنا	nadýmání	پھشیلنا	nadýmání	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پھَیلنا	šíření	پھشیلنا	šíření	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG;POS
پھَیلواں	širokou	پھشیلو	široký	PROPN;NOM;MASC;SG;3	ADJ;ACC;FEM;SG;POS
پھَیلواں	široká	پھشیلو	široký	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG;POS
پھَیلواں	široký	پھشیلو	široký	PROPN;NOM;MASC;SG;3	ADJ;INAN;NOM;MASC;SG;POS
پھَیلواں	široké	پھشیلو	široký	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG;POS
پھینانا	pěna	پھینانا	pěna	V;MASC;SG;NFIN;ACT	N;NOM;FEM;SG;POS
پھینانا	pěna	پھینانا	pěna	V;MASC;SG;NFIN;ACT	N;NOM;FEM;SG;POS
پھینانا	pěny	پھینانا	pěna	V;MASC;SG;NFIN;ACT	N;NOM;FEM;PL;POS
پھینانا	pěnu	پھینانا	pěna	V;MASC;SG;NFIN;ACT	N;ACC;FEM;SG;POS
پھینٹ	pásek	پھینٹ	pásek	V;ACT	N;INAN;NOM;MASC;SG;POS
پھینٹ	pás	پھینٹ	pás	V;ACT	N;INAN;NOM;MASC;SG;POS
پھینٹ	opasek	پھینٹ	opasek	V;ACT	N;INAN;NOM;MASC;SG;POS
پِھینچنا	mytí	پِھینچ	mytí	V;MASC;SG;NFIN;ACT	N;NOM;NEUT;SG;POS
پھینکنا	úlet	پھینکنا	úlet	V;NFIN;ACT	N;INAN;NOM;MASC;SG;POS
پھینکنا	nadhoz	پھینکنا	nadhoz	V;NFIN;ACT	N;INAN;NOM;MASC;SG;POS
پھینکنا	obsazení	پھینکنا	obsazení	V;NFIN;ACT	N;NOM;NEUT;SG;POS
پھینکنا	úlet	پھینکنا	úlet	V;NFIN;ACT	N;INAN;NOM;MASC;SG;POS
پھینکنا	nadhoz	پھینکنا	nadhoz	V;NFIN;ACT	N;INAN;NOM;MASC;SG;POS
پھینکنا	obsazení	پھینکنا	obsazení	V;NFIN;ACT	N;NOM;NEUT;SG;POS
پھینکنا	hod	پھینکنا	hodina	V;NFIN;ACT	N;FEM;POS
تِ	tři	تِ	tři		NUM;NOM;PL
تِگنا	treble	تِگنا	treble	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
تِگنا	trojnásobně	تِگنا	trojnásobně	PROPN;NOM;MASC;SG;3	ADV;POS
تِگنا	trojitý	تِگنا	trojitý	PROPN;NOM;MASC;SG;3	ADJ;INAN;NOM;MASC;SG;POS
تِگنا	trojnásobek	تِگنا	trojnásobek	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
تا	dokud	تا	dokud	ADP	CONJ
تا	zatímco	تا	zatímco	ADP	CONJ
تاابد	vzdy	تاابد	vzdy	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG;POS
تاابد	vždy	تاابد	vždy	PROPN;NOM;MASC;SG;3	ADV
تاابد	vždycky	تاابد	vždycky	PROPN;NOM;MASC;SG;3	ADV
تاابد	navždy	تاابد	navždy	PROPN;NOM;MASC;SG;3	ADV
تاابد	forever	تاابد	forever	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG;POS
تاابد	navěky	تاابد	navěky	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL;POS
تازیست	vzdy	تازیست	vzdy	ADJ	N;NOM;MASC;SG;POS
تازیست	vždy	تازیست	vždy	ADJ	ADV
تازیست	vždycky	تازیست	vždycky	ADJ	ADV
تاوقتیکہ	ledaže	تاوقتیکہ	ledaže	CONJ	ADV
تاہم	přesto	تاہم	přesto	CONJ	ADV;POS
تاہم	přesto	تاہم	přesto	CONJ	ADV;POS
تاہم	stále	تاہم	stále	CONJ	ADV
تاہم	porad	تاہم	porada	CONJ	N;NOM;FEM;SG;POS
تاہم	pořád	تاہم	pořád	CONJ	ADV
تاہم	ještě	تاہم	ještě	CONJ	ADV
تاہنوز	dokud	تاہنوز	dokud	N	CONJ
تاہنوز	přesto	تاہنوز	přesto	N	ADV;POS
تاہنوز	stále	تاہنوز	stále	N	ADV
تاہنوز	pořád	تاہنوز	pořád	N	ADV
تاہنوز	ještě	تاہنوز	ještě	N	ADV
تاب	křeče	تاب	křeč	N;NOM;MASC;SG;3	N;NOM;FEM;PL;POS
تاب	power	تاب	power	N;NOM;MASC;SG;3	ADJ;POS
تاب	hořící	تاب	hořící	N;NOM;MASC;SG;3	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
تاب	hoří	تاب	hořet	N;NOM;MASC;SG;3	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
تاب	zářivé	تاب	zářivý	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG;POS
تاب	zářící	تاب	zářící	N;NOM;MASC;SG;3	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
تاب	svítí	تاب	svítit	N;NOM;MASC;SG;3	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
تاب	svítit	تاب	svítit	N;NOM;MASC;SG;3	V;IPFV;POS;NFIN
تاب	zářit	تاب	zářit	N;NOM;MASC;SG;3	V;IPFV;POS;NFIN
تاب	skládací	تاب	skládací	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG;POS
تاب	rozkládací	تاب	rozkládací	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG;POS
تاباں	zářivé	تاباں	zářivý		ADJ;NOM;NEUT;SG;POS
تاباں	zářící	تاباں	zářící		ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
تاباں	svítí	تاباں	svítit		V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
تاباں	zářící	تاباں	zářící		ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
تاباں	bystrá	تاباں	bystrý		ADJ;NOM;FEM;SG;POS
تابانی	jasu	تابانی	jaso	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG;POS
تابانی	jas	تابانی	jas	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG;POS
