din	from	din	from	ADP;ACC	
aliate	allied	alia	allied	N;INDF;FEM;PL	
gaze	gazu	gaz	gaz	N;INDF;FEM;PL	
gaze	gaz	gaz	gaz	N;INDF;FEM;PL	N;NOM;MASC;SG
dinu	dinu	dinu	din	PROPN	
sherlock	sherlocku	sherlock	sherlocko	PROPN	N;GEN;MASC;SG
sherlock	sherlock	sherlock	sherlock	PROPN	
arabe	arab	arab	arab	ADJ;INDF;FEM;PL	PROPN;NOM;MASC;SG
arabe	arabskie	arab	arabski	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
arabe	arabski	arab	arabski	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
iugoslavia	jugosławii	iugoslavie	jugosławia	PROPN	
spirit	ducha	spirit	duch	N;INDF;MASC;SG	
spirit	spirit	spirit	spirit	N;INDF;MASC;SG	
comandă	dowództwo	comandă	dowództwo	N;INDF;FEM;SG	N;NOM;NEUT;SG
comandă	polecenie	comandă	polecenie	N;INDF;FEM;SG	N;NOM;NEUT;SG
comandă	komenda	comandă	komenda	N;INDF;FEM;SG	
comandă	polecenia	comandă	polecenie	N;INDF;FEM;SG	N;NOM;NEUT;SG
comandă	porządek	comandă	porządek	N;INDF;FEM;SG	N;NOM;MASC;SG
comandă	zamówienie	comandă	zamówienie	N;INDF;FEM;SG	N;NOM;NEUT;SG
comandă	kolejność	comandă	kolejność	N;INDF;FEM;SG	N;NOM;FEM;SG
golful	golf	golf	golf	N;DEF;MASC;SG	
golful	zatoka	golf	zatokać	N;DEF;MASC;SG	N;NOM;FEM;SG
golful	zatoce	golf	zatoc	N;DEF;MASC;SG	
golful	zatoka	golf	zatokać	N;DEF;MASC;SG	N;NOM;FEM;SG
golful	zatoki	golf	zatok	N;DEF;MASC;SG	
golful	bay	golf	bać	N;DEF;MASC;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
johnson	johnsona	johnson	johnsona	PROPN	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
johnson	johnson	johnson	johnson	PROPN	
creștini	chrześcijan	creștin	chrześcijanin	N;INDF;MASC;PL	
zeci	dziesiątki	zece	dziesiątka	NUM;INDF;FEM;PL	
zeci	dziesiątki	zece	dziesiątka	NUM;INDF;FEM;PL	
zeci	tuzin	zece	tuzin	NUM;INDF;FEM;PL	
zeci	kilkadziesiąt	zece	kilkadziesiąt	NUM;INDF;FEM;PL	DET;ACC;MASC;PL
toscana	toskanii	toscană	toskania	PROPN	
mâinile	ręce	mână	ręka	N;DEF;FEM;PL	N;NOM;FEM;PL
mâinile	dłonie	mână	dłoń	N;DEF;FEM;PL	N;NOM;FEM;PL
duminică	sunday	duminică	sunday	N;INDF;FEM;SG	
duminică	niedziela	duminică	niedziela	N;INDF;FEM;SG	
duminică	niedzielny	duminică	niedzielny	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
project	project	project	project	N;INDF;MASC;SG	
british	brytyjskie	british	brytyjski	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
british	brytyjska	british	brytyjski	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
british	brytyjski	british	brytyjski	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
lectură	czytania	lectură	czytać	N;INDF;FEM;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
lectură	czytanie	lectură	czytać	N;INDF;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
lectură	czytam	lectură	czytać	N;INDF;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
lectură	lektura	lectură	lektura	N;INDF;FEM;SG	N;NOM;FEM;SG
lectură	odczyt	lectură	odczyt	N;INDF;FEM;SG	N;NOM;MASC;SG
maior	major	maior	major	PROPN	N;NOM;MASC;SG
separate	rozdzielone	separat	rozdzielić	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
separate	oddzielone	separat	oddzielić	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
separate	osobne	separat	osobny	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
separate	odrębne	separat	odrębny	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
separate	oddzielne	separat	oddzielny	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
felix	felix	felix	felix	PROPN	PROPN;NOM;MASC;SG
carmen	carmen	carmen	carmen	PROPN	PROPN;NOM;MASC;SG
bazinul	basin	bazin	basina	N;DEF;MASC;SG	
distanța	odległość	distanță	odległość	N;DEF;FEM;SG	N;ACC;FEM;SG
distanța	dystans	distanță	dystans	N;DEF;FEM;SG	N;NOM;MASC;SG
distanța	odległości	distanță	odległość	N;DEF;FEM;SG	N;GEN;FEM;SG
alan	alana	alan	alan	PROPN	
alan	alan	alan	alan	PROPN	PROPN;NOM;MASC;SG
manual	ręczne	manual	ręczny	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
manual	ręczna	manual	ręczny	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
semnificativ	znaczące	semnificativ	znaczący	ADV	
semnificativ	znaczący	semnificativ	znaczący	ADV	
semnificativ	znaczne	semnificativ	znaczny	ADV	V;PFV;IND;SG;FIN;ACT
semnificativ	znaczące	semnificativ	znaczący	ADV	
semnificativ	znaczny	semnificativ	znaczny	ADV	ADJ;NOM;MASC;SG
semnificativ	znacząca	semnificativ	znaczącać	ADV	
semnificativ	znaczący	semnificativ	znaczący	ADV	
clasice	klasyki	clasic	klasyk	ADJ;INDF;FEM;PL	N;ACC;FEM;PL
hectare	hektarów	hectare	hektar	N;INDF;FEM;SG	N;GEN;MASC;PL
hectare	akrów	hectare	akrów	N;INDF;FEM;SG	N;GEN;MASC;PL
acordul	porozumienie	acord	porozumienie	N;DEF;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
acordul	umowa	acord	umowa	N;DEF;MASC;SG	N;NOM;FEM;SG
acordul	porozumienia	acord	porozumienie	N;DEF;MASC;SG	N;NOM;NEUT;SG
microsoft	microsoft	microsoft	microsoft	N;INDF;MASC;SG	
membre	kończyn	membră	kończyna	N;INDF;FEM;PL	
conrad	konrad	conrad	konrad	PROPN	PROPN;NOM;MASC;SG
conrad	conrad	conrad	conrad	PROPN	
proprietate	własności	proprietate	własność	N;INDF;FEM;SG	N;ACC;FEM;SG
proprietate	nieruchomości	proprietate	nieruchomość	N;INDF;FEM;SG	N;GEN;FEM;SG
proprietate	właściwość	proprietate	właściwość	N;INDF;FEM;SG	N;NOM;FEM;SG
proprietate	własność	proprietate	własność	N;INDF;FEM;SG	N;ACC;FEM;SG
proprietate	nieruchomość	proprietate	nieruchomość	N;INDF;FEM;SG	N;NOM;FEM;SG
proprietate	własności	proprietate	własność	N;INDF;FEM;SG	N;ACC;FEM;SG
proprietate	własność	proprietate	własność	N;INDF;FEM;SG	N;ACC;FEM;SG
mecklenburg	mecklenburg	mecklenburg	mecklenburg	PROPN	
cercul	kręgu	cerc	krąg	N;DEF;MASC;SG	N;GEN;MASC;SG
cercul	okrąg	cerc	okrąg	N;DEF;MASC;SG	N;NOM;MASC;SG
cercul	koło	cerc	koło	N;DEF;MASC;SG	N;NOM;NEUT;SG
cercul	krąg	cerc	krąg	N;DEF;MASC;SG	N;NOM;MASC;SG
cercul	circle	cerc	circle	N;DEF;MASC;SG	
sam	sama	sam	sam		ADJ;NOM;FEM;SG
sam	sam	sam	sam		ADJ;NOM;MASC;SG
free	wolne	free	wolny		ADJ;NOM;NEUT;SG
free	wolny	free	wolny		ADJ;NOM;MASC;SG
free	bezpłatne	free	bezpłatny		ADJ;NOM;NEUT;SG
sant	sant	sant	sant	V;IND;PL;3;PRS;FIN	V;IPFV;IND;SG;PRS;FIN;ACT
devin	devin	deveni	devin	V;IND;PL;3;PRS;FIN	PROPN;NOM;MASC;SG
insule	wyspy	insulă	wyspa	N;INDF;FEM;PL	
comparație	porównania	comparație	porównanie	N;INDF;FEM;SG	N;NOM;NEUT;SG
comparație	porównywanie	comparație	porównywać	N;INDF;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
comparație	porównanie	comparație	porównać	N;INDF;FEM;SG	N;NOM;NEUT;SG
bosnia	bośni	bosnie	bośnić	PROPN	PROPN;NOM;FEM;SG
bosnia	bośnia	bosnie	bośnie	PROPN	PROPN;NOM;FEM;SG
reale	real	real	real	ADJ;INDF;FEM;PL	
reale	prawdziwy	real	prawdziwy	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
reale	prawdziwe	real	prawdziwy	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
wilson	wilson	wilson	wilson	PROPN	
wilson	wilsona	wilson	wilsina	PROPN	
mit	mity	mit	mit	N;INDF;MASC;SG	N;NOM;MASC;PL
râmnicu	râmnicu	râmnicu	rymniec	PROPN	
maine	jutro	maină	jutro		ADV
ape	wody	apă	woda	N;INDF;FEM;PL	N;GEN;FEM;SG
ape	wód	apă	woda	N;INDF;FEM;PL	
ape	epa	apă	epa	N;INDF;FEM;PL	
cumpărat	kupił	cumpărat	kupić	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
cumpărat	kupiła	cumpărat	kupić	ADJ;INDF;MASC;SG	V;PFV;FEM;IND;SG;PST;FIN;ACT
necesită	wymagają	necesita	wymagać	V;IND;SG;3;PST;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
necesită	zobowiązuje	necesita	zobowiązywać	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
necesită	wymaga	necesita	wymagać	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
arbore	szyb	arbor	szyba	N;INDF;MASC;SG	
arbore	drzewa	arbor	drzewo	N;INDF;MASC;SG	N;NOM;NEUT;PL
arbore	wały	arbor	wały	N;INDF;MASC;SG	V;IPFV;IND;SG;PST;FIN;ACT
planeta	planet	planetă	planet	N;DEF;FEM;SG	
planeta	planety	planetă	planet	N;DEF;FEM;SG	N;NOM;FEM;PL
planeta	planeta	planetă	planeta	N;DEF;FEM;SG	N;NOM;FEM;SG
idee	pomysl	idee	pomysl	N;INDF;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
idee	pomysł	idee	pomysł	N;INDF;FEM;SG	N;NOM;MASC;SG
idee	idea	idee	idea	N;INDF;FEM;SG	N;NOM;FEM;SG
chineză	chińczyk	chinez	chińczyk	ADJ;INDF;FEM;SG	N;NOM;MASC;SG
chineză	chiny	chinez	chiny	ADJ;INDF;FEM;SG	
chineză	chińskich	chinez	chiński	ADJ;INDF;FEM;SG	ADJ;GEN;MASC;PL
chineză	chińska	chinez	chiński	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
chineză	chiński	chinez	chiński	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
chineză	chińskie	chinez	chiński	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
pdf	pdf	pdf	pdfić	N;INDF;MASC;SG	
sigismund	zygmunt	sigismund	zygmunt	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
marca	brand	marcă	brand	N;DEF;FEM;SG	
marca	marka	marcă	marka	N;DEF;FEM;SG	
marca	markę	marcă	marka	N;DEF;FEM;SG	N;ACC;FEM;SG
marca	marki	marcă	marka	N;DEF;FEM;SG	N;ACC;FEM;SG
marca	znak	marcă	znak	N;DEF;FEM;SG	N;NOM;MASC;SG
marca	oznacz	marcă	oznaczyć	N;DEF;FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
marca	zaznacz	marcă	zaznaczyć	N;DEF;FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
marca	marka	marcă	marka	N;DEF;FEM;SG	
marca	mark	marcă	mark	N;DEF;FEM;SG	PROPN;NOM;MASC;SG
actorii	aktorów	actor	aktor	N;DEF;MASC;PL	N;ACC;MASC;PL
actorii	aktorzy	actor	aktor	N;DEF;MASC;PL	N;NOM;MASC;PL
charlotte	charlotte	charlotte	charlotty	PROPN	V;IPFV;IND;SG;PRS;FIN;ACT
înregistrarea	nagrywanie	înregistrare	nagrywać	N;DEF;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
înregistrarea	nagranie	înregistrare	nagranie	N;DEF;FEM;SG	N;NOM;NEUT;SG
înregistrarea	zapisywanie	înregistrare	zapisywać	N;DEF;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
înregistrarea	rejestrowanie	înregistrare	rejestrować	N;DEF;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
seara	wieczór	seară	wieczór	N;DEF;FEM;SG	N;NOM;MASC;SG
seara	wieczorem	seară	wieczór	N;DEF;FEM;SG	N;INS;MASC;SG
seara	wieczorny	seară	wieczorny	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
transportul	przewóz	transport	przewóz	N;DEF;MASC;SG	N;NOM;MASC;SG
transportul	transportu	transport	transport	N;DEF;MASC;SG	N;GEN;MASC;SG
transportul	dojazd	transport	dojazd	N;DEF;MASC;SG	N;NOM;MASC;SG
transportul	transport	transport	transport	N;DEF;MASC;SG	N;NOM;MASC;SG
transportul	przewóz	transport	przewóz	N;DEF;MASC;SG	N;NOM;MASC;SG
transportul	transportu	transport	transport	N;DEF;MASC;SG	N;GEN;MASC;SG
transportul	transportowe	transport	transportowy	N;DEF;MASC;SG	ADJ;NOM;NEUT;SG
transportul	transport	transport	transport	N;DEF;MASC;SG	N;NOM;MASC;SG
individual	pojedynczo	individual	pojedynczo	ADJ;INDF;MASC;SG	ADV
individual	indywidualnie	individual	indywidualnie	ADJ;INDF;MASC;SG	ADV
individual	poszczególnych	individual	poszczególny	ADJ;INDF;MASC;SG	ADJ;GEN;MASC;PL
individual	indywidualnie	individual	indywidualnie	ADJ;INDF;MASC;SG	ADV
dimineața	poranek	dimineața	poranek	ADV	N;ACC;MASC;SG
serii	szeregi	serie	szereg	N;INDF;FEM;PL	N;ACC;MASC;SG
serii	serie	serie	serie	N;INDF;FEM;PL	
serii	series	serie	series	N;INDF;FEM;PL	
serii	seria	serie	seria	N;INDF;FEM;PL	N;NOM;FEM;SG
serii	serii	serie	seria	N;INDF;FEM;PL	
bogată	bogata	bogat	bogat	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
bogată	bogate	bogat	bogaty	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
bogată	rich	bogat	richy	ADJ;INDF;FEM;SG	
bogată	bogaty	bogat	bogat	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
plină	pełna	plin	pełny	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
plină	full	plin	full	ADJ;INDF;FEM;SG	
plină	pełen	plin	pełen	ADJ;INDF;FEM;SG	N;NOM;MASC;SG
plină	pełne	plin	pełny	ADJ;INDF;FEM;SG	
plină	pełny	plin	pełny	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
papal	papieski	papal	papieski	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
schimbări	zmian	schimbare	zmiana	N;INDF;FEM;PL	
realitatea	rzeczywistości	realitate	rzeczywistość	N;DEF;FEM;SG	N;GEN;FEM;SG
realitatea	rzeczywistość	realitate	rzeczywistość	N;DEF;FEM;SG	N;NOM;FEM;SG
realitatea	reality	realitate	realit	N;DEF;FEM;SG	
stâng	lewy	stâng	lewy	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
stâng	lewo	stâng	lewo	N;INDF;MASC;SG	
încercare	test	încercare	test	N;INDF;FEM;SG	N;NOM;MASC;SG
încercare	badanie	încercare	badanie	N;INDF;FEM;SG	N;NOM;NEUT;SG
încercare	testy	încercare	test	N;INDF;FEM;SG	N;NOM;MASC;PL
încercare	próba	încercare	próba	N;INDF;FEM;SG	N;NOM;FEM;SG
schimbă	zmiana	schimba	zmiana	V;IND;SG;3;PST;FIN	N;NOM;FEM;SG
schimbă	zmiany	schimba	zmiana	V;IND;SG;3;PST;FIN	N;ACC;FEM;PL
schimbă	zmień	schimba	zmień	V;IND;SG;3;PST;FIN	V;PFV;IMP;SG;2;FIN;ACT
olimpic	olympic	olimpic	olympic	ADJ;INDF;MASC;SG	
versiuni	wersji	versiune	wersja	N;INDF;FEM;PL	N;GEN;FEM;SG
arm	ręka	avea	ręka	N;INDF;MASC;SG	
constant	stał	constant	stać	ADV	V;IPFV;MASC;IND;SG;PST;FIN;ACT
constant	stały	constant	stać	ADV	V;IPFV;MASC;IND;PL;PST;FIN;ACT
constant	stałej	constant	stały	ADV	ADJ;GEN;FEM;SG
constant	stała	constant	stać	ADV	V;IPFV;FEM;IND;SG;PST;FIN;ACT
georges	georges	georges	georges	PROPN	N;NOM;MASC;SG
viorel	viorel	viorel	viorel	PROPN	
ray	ray	ray	ray	PROPN	PROPN;NOM;MASC;SG
relief	ulgi	relief	ulga	N;INDF;MASC;SG	N;ACC;FEM;PL
republică	republiki	republică	republika	N;INDF;FEM;SG	
republică	republika	republică	republik	N;INDF;FEM;SG	N;NOM;FEM;SG
municipal	komunalnych	municipal	komunalny	N;INDF;MASC;SG	ADJ;GEN;MASC;PL
bulgară	bułgarski	bulgar	bułgarski	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
natal	natal	natal	natal	ADJ;INDF;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
desemnat	wskazane	desemnat	wskazany	ADJ;INDF;MASC;SG	
desemnat	przypisano	desemnat	przypisać	ADJ;INDF;MASC;SG	V;PFV;IND;0;PST;FIN;ACT
acoperă	okładki	acoperi	okładka	V;IND;3;PRS;FIN	N;ACC;FEM;PL
acoperă	okładka	acoperi	okładka	V;IND;3;PRS;FIN	N;NOM;FEM;SG
acoperă	pokrycie	acoperi	pokrycie	V;IND;3;PRS;FIN	
acoperă	okładki	acoperi	okładka	V;IND;3;PRS;FIN	N;ACC;FEM;PL
acoperă	pokrywy	acoperi	pokrywy	V;IND;3;PRS;FIN	N;ACC;FEM;PL
alice	alicja	alica	alicja	N;INDF;MASC;SG	PROPN;NOM;FEM;SG
alice	alice	alica	alica	N;INDF;MASC;SG	PROPN;NOM;FEM;SG
fondul	fundusz	fond	fundusz	N;DEF;MASC;SG	N;NOM;MASC;SG
fondul	fundusze	fond	fundusz	N;DEF;MASC;SG	N;NOM;MASC;PL
fondul	funduszu	fond	fundusz	N;DEF;MASC;SG	N;GEN;MASC;SG
înălțimea	wysokości	înălțime	wysokość	N;DEF;FEM;SG	N;GEN;FEM;SG
înălțimea	wzrost	înălțime	wzrost	N;DEF;FEM;SG	N;NOM;MASC;SG
înălțimea	wysokość	înălțime	wysokość	N;DEF;FEM;SG	N;NOM;FEM;SG
lituania	litwy	lituanie	litwa	PROPN	PROPN;GEN;FEM;SG
lituania	litwa	lituanie	litwa	PROPN	
sainte	sainte	sainte	sainty	PROPN	V;IPFV;IND;SG;2;PRS;FIN;ACT
inima	heart	inimă	heart	N;DEF;FEM;SG	
inima	serce	inimă	serce	N;DEF;FEM;SG	N;NOM;NEUT;SG
inima	serca	inimă	serce	N;DEF;FEM;SG	N;NOM;NEUT;SG
francesco	francesco	francesco	francesco	PROPN	V;IPFV;IND;SG;PRS;FIN;ACT
sare	sól	sare	sól	N;INDF;FEM;SG	
sare	soli	sare	sola	N;INDF;FEM;SG	
guillaume	guillaume	guillaume	guillaumy	N;INDF;FEM;PL	V;IPFV;IND;SG;2;PRS;FIN;ACT
redusă	zmniejszone	redus	zmniejszyć	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
redusă	skrócony	redus	skrócić	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
redusă	obniżona	redus	obniżyć	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
redusă	zmniejszona	redus	zmniejszyć	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
redusă	zmniejszony	redus	zmniejszyć	ADJ;INDF;FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
congo	kongo	congo	kongo	PROPN	
congo	konga	congo	kongać	PROPN	
languedoc	langwedocja	languedoc	langwedocja	PROPN	
sunet	dźwięki	sunet	dźwięk	N;INDF;MASC;SG	N;NOM;MASC;PL
sunet	sound	sunet	sounda	N;INDF;MASC;SG	
utilizatorii	użytkownicy	utilizator	użytkownik	N;DEF;MASC;PL	N;NOM;MASC;PL
utilizatorii	użytkowników	utilizator	użytkownik	N;DEF;MASC;PL	N;ACC;MASC;PL
utilizatorii	użytkownikom	utilizator	użytkownik	N;DEF;MASC;PL	N;DAT;MASC;PL
florența	florencja	florență	florencja	N;DEF;FEM;SG	N;NOM;FEM;SG
tineret	młodzieży	tineret	młodzież	N;INDF;MASC;SG	
provence	provence	provenc	provenka	N;INDF;MASC;SG	
cursă	wyścig	cursă	wyścig	N;INDF;FEM;SG	N;NOM;MASC;SG
cursă	rasy	cursă	rasa	N;INDF;FEM;SG	N;ACC;FEM;PL
cursă	race	cursă	raka	N;INDF;FEM;SG	
cursă	rasa	cursă	rasa	N;INDF;FEM;SG	N;NOM;FEM;SG
verlag	verlag	verlag	verlag	N;INDF;MASC;SG	
congresului	kongres	congres	kongres	N;DEF;MASC;SG	N;NOM;MASC;SG
congresului	kongresie	congres	kongres	N;DEF;MASC;SG	N;DAT;MASC;SG
congresului	kongresu	congres	kongres	N;DEF;MASC;SG	N;GEN;MASC;SG
roussillon	roussillon	roussillon	roussillon	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
notabile	znaczące	notabil	znaczący	ADJ;INDF;FEM;PL	
lincoln	lincoln	lincoln	lincoln	PROPN	
lincoln	lincolna	lincoln	lincolny	PROPN	ADJ;NOM;FEM;SG
vatra	kafle	vatră	kafły	N;DEF;FEM;SG	N;NOM;MASC;PL
vatra	watra	vatră	watrać	N;DEF;FEM;SG	
christopher	christopher	christopher	christopher	PROPN	N;NOM;MASC;SG
christopher	krzysztof	christopher	krzysztof	PROPN	PROPN;NOM;MASC;SG
boris	borys	boris	borys	PROPN	PROPN;NOM;MASC;SG
boris	boris	boris	boris	PROPN	PROPN;NOM;MASC;SG
ernest	ernest	ernest	ernest	PROPN	PROPN;NOM;MASC;SG
comunistă	komunistycznej	comunist	komunistyczny	ADJ;INDF;FEM;SG	ADJ;GEN;FEM;SG
comunistă	komunistą	comunist	komunista	ADJ;INDF;FEM;SG	N;INS;MASC;SG
comunistă	komunistyczna	comunist	komunistyczny	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
comunistă	komuniści	comunist	komunista	ADJ;INDF;FEM;SG	N;NOM;MASC;PL
savoie	savoie	savoie	sava	N;INDF;FEM;SG	
urbane	urban	urban	urbany	ADJ;INDF;FEM;PL	
urbane	miejskie	urban	miejski	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
urbane	miejski	urban	miejski	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
urbane	miejska	urban	miejski	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
presiune	presja	presiune	presja	N;INDF;FEM;SG	N;NOM;FEM;SG
presiune	ciśnienie	presiune	ciśnienie	N;INDF;FEM;SG	N;NOM;NEUT;SG
presiune	nacisk	presiune	nacisk	N;INDF;FEM;SG	N;NOM;MASC;SG
interviuri	przesłuchania	interviu	przesłuchanie	N;INDF;FEM;PL	N;NOM;NEUT;SG
hermann	hermann	hermann	hermann	PROPN	PROPN;NOM;MASC;SG
păcate	grzechów	păcat	grzech	ADJ;INDF;FEM;PL	N;GEN;MASC;PL
păcate	grzechy	păcat	grzech	ADJ;INDF;FEM;PL	N;NOM;MASC;PL
reprezentant	rep	reprezentant	rep	N;INDF;MASC;SG	
reprezentant	reprezentatywna	reprezentant	reprezentatywny	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
reprezentant	reprezentatywne	reprezentant	reprezentatywny	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
prezentă	obecny	prezent	obecny	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
prezentă	teraźniejszość	prezent	teraźniejszość	ADJ;INDF;FEM;SG	N;NOM;FEM;SG
prezentă	obecni	prezent	obecny	ADJ;INDF;FEM;SG	N;NOM;MASC;PL
prezentă	obecna	prezent	obecny	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
prezentă	prezent	prezent	prezent	ADJ;INDF;FEM;SG	N;NOM;MASC;SG
prezentă	obecne	prezent	obecny	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
secundare	wtórne	secundar	wtórny	ADJ;INDF;FEM;PL	
secundare	drugorzędne	secundar	drugorzędny	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
secundare	wtórnego	secundar	wtórny	ADJ;INDF;FEM;PL	ADJ;ACC;MASC;SG
alimentare	żywności	alimentare	żywność	N;INDF;FEM;SG	N;GEN;FEM;SG
alimentare	pokarm	alimentare	pokarm	N;INDF;FEM;SG	N;NOM;MASC;SG
alimentare	żywność	alimentare	żywność	N;INDF;FEM;SG	N;NOM;FEM;SG
alimentare	jedzenie	alimentare	jedzenie	N;INDF;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ducatul	księstwo	ducat	księstwo	N;DEF;MASC;SG	N;NOM;NEUT;SG
numeroși	licznych	numeros	liczny	V;IND;PL;2;IPFV;FIN	ADJ;GEN;MASC;PL
numeroși	liczne	numeros	liczny	V;IND;PL;2;IPFV;FIN	ADJ;NOM;NEUT;SG
discul	dysk	disc	dysk	N;DEF;MASC;SG	N;NOM;MASC;SG
discul	płyta	disc	płyta	N;DEF;MASC;SG	N;NOM;FEM;SG
discul	dysk	disc	dysk	N;DEF;MASC;SG	N;NOM;MASC;SG
discul	dysku	disc	dysk	N;DEF;MASC;SG	N;GEN;MASC;SG
abd	abd	abde	abd	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
flota	flota	flotă	flota	N;DEF;FEM;SG	N;NOM;FEM;SG
flota	floty	flotă	flota	N;DEF;FEM;SG	N;GEN;FEM;SG
reguli	reguły	regulă	reguła	N;INDF;FEM;PL	
carbon	węgla	carbon	węgiel	N;INDF;MASC;SG	
dovezi	dowód	dovadă	dowód	N;INDF;FEM;PL	N;ACC;MASC;SG
dovezi	dowód	dovadă	dowód	N;INDF;FEM;PL	N;ACC;MASC;SG
partide	imprezy	partid	impreza	N;INDF;FEM;PL	
partide	przyjęcia	partid	przyjęcie	N;INDF;FEM;PL	N;NOM;NEUT;SG
exprimat	wyrażono	exprima	wyrażyć	ADJ;INDF;MASC;SG	V;PFV;IND;0;PST;FIN;ACT
exprimat	wyraził	exprima	wyrazić	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
ziare	gazeta	ziar	gazeta	N;INDF;FEM;PL	N;NOM;FEM;SG
ziare	gazetę	ziar	gazeta	N;INDF;FEM;PL	N;ACC;FEM;SG
constituția	konstytucji	constituție	konstytucja	N;DEF;FEM;SG	N;GEN;FEM;SG
constituția	konstytucja	constituție	konstytucja	N;DEF;FEM;SG	N;NOM;FEM;SG
constituția	konstytucję	constituție	konstytucja	N;DEF;FEM;SG	N;ACC;FEM;SG
pierderi	utrata	pierdere	utratać	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
pierderi	strata	pierdere	strata	N;INDF;FEM;PL	N;NOM;FEM;SG
pierderi	strat	pierdere	strata	N;INDF;FEM;PL	
pierderi	ofiar	pierdere	ofiara	N;INDF;FEM;PL	
global	global	global	global	ADJ;INDF;MASC;SG	
