evans	evans	evans	evans		PROPN;NOM;MASC;SG
egyezik	treffer	egyezik	treffer	V;INDF;IND;SG;3;PRS;FIN;ACT	
egyezik	spiel	egyezik	spielen	V;INDF;IND;SG;3;PRS;FIN;ACT	N;NOM;NEUT;SG
egyezik	streichholz	egyezik	streichholz	V;INDF;IND;SG;3;PRS;FIN;ACT	ADJ
egyezik	übereinstimmung	egyezik	übereinstimmung	V;INDF;IND;SG;3;PRS;FIN;ACT	N;NOM;FEM;SG
egyezik	treffer	egyezik	treffer	V;INDF;IND;SG;3;PRS;FIN;ACT	
egyezik	match	egyezik	match	V;INDF;IND;SG;3;PRS;FIN;ACT	PROPN
bolond	dummkopf	bolond	dummkopf		ADJ
bolond	narren	bolond	narren		
bolond	dumm	bolond	dumm		ADJ
bolond	albern	bolond	albern		ADJ
bolond	töricht	bolond	törechen		ADJ
algebra	algebra	algeb	algebra	N;NOM;SG	
kínaiak	chinesischer	kínai	chinesisch	N;NOM;PL	ADJ
kínaiak	chinesische	kínai	chinesisch	N;NOM;PL	ADJ;NOM;FEM;PL
kínaiak	chinesischen	kínai	chinesisch	N;NOM;PL	ADJ;ACC;MASC;SG
kínaiak	chinesen	kínai	chinese	N;NOM;PL	
kínaiak	chinesisch	kínai	chinesisch	N;NOM;PL	ADJ
igazgatóság	direktion	igazgatóság	direktion	N;NOM;SG	ADJ
igazgatóság	generaldirektion	igazgatóság	generaldirektion	N;NOM;SG	
tibet	tibet	tibet	tiben		PROPN;NOM;SG
őszintén	ehrlich	őszintén	ehrlich		ADJ
toyota	toyota	toyota	toyota	N;NOM;SG	PROPN;NOM;SG
ovális	ovale	ovális	oval		ADJ;NOM;FEM;PL
megosztott	gemeinsam	megosztott	gemeinsam	V;INDF;IND;SG;3;PST;FIN;ACT	ADJ
megosztott	geteilte	megosztott	geteilt	V;INDF;IND;SG;3;PST;FIN;ACT	ADJ;NOM;FEM;PL
megosztott	gemeinsame	megosztott	gemeinsam	V;INDF;IND;SG;3;PST;FIN;ACT	ADJ;NOM;FEM;PL
megosztott	geteilte	megosztott	geteilt	V;INDF;IND;SG;3;PST;FIN;ACT	ADJ;NOM;FEM;PL
tematikus	themenbereich	tematikus	themenbereich	ADJ;NOM;SG	
tematikus	themenbereiche	tematikus	themenbereich	ADJ;NOM;SG	ADJ;NOM;FEM;PL
tematikus	thematische	tematikus	thematisch	ADJ;NOM;SG	ADJ;NOM;FEM;PL
követői	follower	követő	follower	N;NOM;PL	
követői	abonnenten	követő	abonnent	N;NOM;PL	
követői	anhänger	követő	anhänger	N;NOM;PL	
egyenlítői	äquatorial	egyenlítő	äquatorial	N;NOM;PL	ADJ
egyenlítői	äquatorialguinea	egyenlítő	äquatorialguinea	N;NOM;PL	PROPN;NOM;SG
napokban	tage	nap	tagen	N;IN+ESS;PL	N;NOM;MASC;PL
napokban	tagen	nap	tagen	N;IN+ESS;PL	ADJ
munkahelyek	jobs	munkahely	jobs	N;NOM;PL	
munkahelyek	arbeitsplätze	munkahely	arbeitsplatz	N;NOM;PL	ADJ;NOM;FEM;PL
munkahelyek	arbeitsplatz	munkahely	arbeitsplatz	N;NOM;PL	
munkahelyek	arbeitsplätze	munkahely	arbeitsplatz	N;NOM;PL	ADJ;NOM;FEM;PL
hanna	hannah	hanna	hannah		PROPN;NOM;MASC;SG
hanna	hanna	hanna	hanna		PROPN;NOM;SG
halottak	dead	halott	dead	N;NOM;PL	PROPN;NOM;SG
halottak	tote	halott	tot	N;NOM;PL	
halottak	tot	halott	tot	N;NOM;PL	ADJ
halottak	toten	halott	toten	N;NOM;PL	V;PL;FIN
utalt	genannten	utal	genannt	V;INDF;IND;SG;3;PST;FIN;ACT	V;IND;PL;3;PST;FIN
burton	burton	burt	burton		PROPN;SG
nacionalista	nationalistische	nacionalista	nationalistisch	ADJ;NOM;SG	ADJ;NOM;FEM;PL
nacionalista	nationalisten	nacionalista	nationalist	ADJ;NOM;SG	N;PL
nacionalista	nationalismus	nacionalista	nationalismus	ADJ;NOM;SG	PROPN;NOM;SG
nacionalista	nationalistischen	nacionalista	nationalistisch	ADJ;NOM;SG	ADJ;NOM;PL
csatornák	kanäle	csator	kanal	N;NOM;PL	
csatornák	kanälen	csator	kanal	N;NOM;PL	V;NFIN
csatornák	kanäle	csator	kanal	N;NOM;PL	
csatornák	kanälen	csator	kanal	N;NOM;PL	V;NFIN
csatornák	kanalisation	csator	kanalisation	N;NOM;PL	ADJ
kezelő	operator	kezelő	operator	ADJ;NOM;SG	PROPN
kezelő	betreiber	kezelő	betreiber	ADJ;NOM;SG	
vatikáni	vatikanstadt	vatikáni	vatikanstadt		PROPN;NOM;SG
vatikáni	vatikan	vatikáni	vatikan		PROPN;NOM;SG
módszertani	methodologische	módszert	methodologisch	ADJ;NOM;SG	ADJ;NOM;FEM;PL
módszertani	methodik	módszert	methodik	ADJ;NOM;SG	N;SG
módszertani	methodische	módszert	methodisch	ADJ;NOM;SG	ADJ;NOM;FEM;PL
porsche	porsche	porsche	porsch	N;NOM;SG	PROPN;NOM;SG
haiti	haitis	haiti	haitis	N;NOM;SG	
haiti	haiti	haiti	haiti	N;NOM;SG	PROPN;NOM;MASC;SG
haiti	haitianischen	haiti	haitianisch	N;NOM;SG	ADJ;NOM;MASC;PL
hírhedt	berüchtigten	hír	berüchtigt		V;IND;PL;3;PST;FIN
hírhedt	berüchtigte	hír	berüchtigt		ADJ;SG
hírhedt	berüchtigten	hír	berüchtigt		V;IND;PL;3;PST;FIN
hírhedt	berüchtigte	hír	berüchtigt		ADJ;SG
tokiói	tokyo	tokiói	tokyo	ADJ;NOM;SG	PROPN;NOM;MASC;SG
tokiói	tokio	tokiói	tokio	ADJ;NOM;SG	PROPN;NOM;MASC;SG
józan	trocken	józan	trocken		ADJ
józan	nüchtern	józan	nüchtern		ADJ
józan	nüchternen	józan	nüchtern		ADJ
költség	kosten	költség	kosten	N;NOM;SG	V;NFIN
költség	cost	költség	cost	N;NOM;SG	ADJ
költség	kosten	költség	kosten	N;NOM;SG	V;NFIN
ricardo	ricardo	ricardo	ricardo		PROPN;NOM;MASC;SG
részleteket	details	részlet	details	N;ACC;PL	N;NOM;NEUT;PL
részleteket	einzelheiten	részlet	einzelheiten	N;ACC;PL	V;NFIN
mel	mel	mel	mel		PROPN;NOM;SG
törtek	brüche	tört	brünhen	V;INDF;IND;PL;3;PST;FIN;ACT	
galamb	tauben	galamb	tauben		V;NFIN
szervező	veranstalter	szervező	veranstalt		ADJ
szervező	projektträger	szervező	projektträger		ADJ
szervező	organisator	szervező	organisator		ADJ
szervező	veranstalter	szervező	veranstalt		ADJ
szervező	organisator	szervező	organisator		ADJ
szervező	veranstalter	szervező	veranstalt		ADJ
szervező	terminkalender	szervező	terminkalender		ADJ
macskák	katze	macska	katz	N;NOM;PL	
macskák	cats	macska	cats	N;NOM;PL	
befolyásos	einflussreichsten	befolyásos	einflußreich	ADJ;NOM;SG	ADJ;PL
befolyásos	einflussreiche	befolyásos	einflußreich	ADJ;NOM;SG	ADJ;NOM;FEM;PL
elpusztította	vernichteten	elpusztít	vernichten	V;DEF;IND;SG;3;PST;FIN;ACT	V;IND;PL;3;PST;FIN
elpusztította	zerstörte	elpusztít	zerstört	V;DEF;IND;SG;3;PST;FIN;ACT	ADJ;NOM;FEM;SG
hús	fleisch	hús	fleisch	N;NOM;SG	ADJ
hús	fleisch	hús	fleisch	N;NOM;SG	ADJ
bástya	bastion	bástya	bastion	N;NOM;SG	
bástya	turm	bástya	turm	N;NOM;SG	ADJ
serena	serena	serena	serena		PROPN;NOM;SG
vosges	vosges	vosges	vosg	PROPN;NOM;SG	PROPN;NOM;SG
vosges	vogesen	vosges	vogesen	PROPN;NOM;SG	PROPN;NOM
felipe	felipe	félip	felip	N;NOM;SG	PROPN;NOM;SG
hirdetett	hervorgehobene	hirdet	hervorgehoben	V;INDF;IND;SG;3;PST;FIN;ACT	ADJ;NOM;FEM;PL
logó	logo	logó	logo	N;NOM;SG	ADJ
logó	logos	logó	logos	N;NOM;SG	ADJ
katalógus	katalogen	katalógus	katalog	N;NOM;SG	V;NFIN
katalógus	kataloge	katalógus	katalog	N;NOM;SG	ADJ
katalógus	produktkatalog	katalógus	produktkatalog	N;NOM;SG	ADJ
katalógus	katalog	katalógus	katalog	N;NOM;SG	ADJ
katalógus	kataloge	katalógus	katalog	N;NOM;SG	ADJ
katalógus	produktkatalog	katalógus	produktkatalog	N;NOM;SG	ADJ
katalógus	katalog	katalógus	katalog	N;NOM;SG	ADJ
katalógus	kataloge	katalógus	katalog	N;NOM;SG	ADJ
platform	bahnsteige	platform	bahnsteige		N;NOM;FEM;PL
platform	plattform	platform	plattform		ADJ
platform	bühnen	platform	bühnen		N;NOM;PL
platform	bahnsteige	platform	bahnsteige		N;NOM;FEM;PL
platform	plattformen	platform	plattformen		ADJ
platform	plattform	platform	plattform		ADJ
platform	gleise	platform	gleis		N
nyelvtan	grammatik	nyelvtan	grammatik	N;NOM;SG	ADJ
kollektív	kollektives	kollektív	kollektiv		ADJ;NOM;NEUT;SG
kollektív	kollektive	kollektív	kollektiv		ADJ;NOM;FEM;PL
kollektív	kollektiven	kollektív	kollektiv		ADJ
kollektív	kollektiv	kollektív	kollektiv		ADJ
hazafias	patriot	hazafias	patriot		PROPN
hazafias	patriotische	hazafias	patriotisch		ADJ;NOM;FEM;PL
rogers	rogers	rogers	rogers		PROPN;NOM;MASC;SG
tudor	tudor	tudor	tudor		PROPN
tizenegyedik	eleventh	tizenegyedik	eleventh	ADJ;NOM;SG	PROPN;SG
jefferson	jefferson	jeffers	jefferson		PROPN;NOM;SG
meghívást	einladen	meghívás	einladen	N;ACC;SG	V;NFIN
meghívást	ausschreibung	meghívás	ausschreibung	N;ACC;SG	ADJ
meghívást	eingeladen	meghívás	einladen	N;ACC;SG	V;V.PTCP
meghívást	einladungen	meghívás	einladungen	N;ACC;SG	V;NFIN
meghívást	aufforderung	meghívás	aufforderung	N;ACC;SG	ADJ
feladatai	aufgabenstellung	feladat	aufgabenstellung	N;NOM;PL	N;NOM;FEM;SG
feladatai	aufgabenbereich	feladat	aufgabenbereich	N;NOM;PL	ADJ
feladatai	aufgaben	feladat	aufgeben	N;NOM;PL	V;NFIN
feladatai	pflichten	feladat	pflicht	N;NOM;PL	V;FIN
feladatai	aufgaben	feladat	aufgeben	N;NOM;PL	V;NFIN
glasgow	schottland	glasgow	schottland	N;NOM;SG	ADJ
glasgow	glasgow	glasgow	glasgow	N;NOM;SG	PROPN;NOM;SG
súlyemelés	gewichtheben	súlyemelés	gewichtheben	N;NOM;SG	ADJ
suriname	suriname	suriname	suriname	PROPN;NOM;SG	PROPN;NOM;MASC;SG
légió	legion	légió	legion	N;NOM;SG	PROPN;NOM
gyalogság	infanterie	gyalogság	infanterie	N;NOM;SG	
értelmezni	interpretation	értelmez	interpretation	V;NFIN;ACT	ADJ
bauer	bauer	bauer	Bauer		ADJ
muzulmán	muslim	muzulom	muslim		PROPN;NOM;SG
muzulmán	muslimischen	muzulom	muslimischen		ADJ;NOM;PL
muzulmán	muslimische	muzulom	muslimisch		ADJ;NOM;FEM;PL
fajták	sorten	fajta	sorten	N;NOM;PL	V;IND;PL;3;FIN
hivatkozásokat	verweise	hivatkozás	verweisen	N;ACC;PL	
hivatkozásokat	referenzen	hivatkozás	referenzen	N;ACC;PL	V;NFIN
montana	montana	mont	montana		PROPN;NOM;SG
nélkülözhetetlen	unentbehrlich	nélkülözhetetlen	unentbehrlich		ADJ
nélkülözhetetlen	unabdingbar	nélkülözhetetlen	unabdingbar		ADJ
nélkülözhetetlen	unverzichtbar	nélkülözhetetlen	unverzichtbar		ADJ
nélkülözhetetlen	unerlässlich	nélkülözhetetlen	unerlässlich		ADJ
nélkülözhetetlen	wesentliche	nélkülözhetetlen	wesentlich		ADJ;NOM;FEM;PL
nélkülözhetetlen	unentbehrlich	nélkülözhetetlen	unentbehrlich		ADJ
nélkülözhetetlen	wesentlichen	nélkülözhetetlen	wesentlich		ADJ
nélkülözhetetlen	wesentlich	nélkülözhetetlen	wesentlich		ADJ
biztonság	sicherheits	biztonság	sicherheits	N;NOM;SG	ADJ
biztonság	sicherheitspolitik	biztonság	sicherheitspolitik	N;NOM;SG	ADJ
biztonság	tresor	biztonság	tresor	N;NOM;SG	
biztonság	sichere	biztonság	sicher	N;NOM;SG	ADJ;NOM;FEM;PL
biztonság	safe	biztonság	sefnen	N;NOM;SG	
biztonság	sicher	biztonság	sicher	N;NOM;SG	ADJ
biztonság	arbeitssicherheit	biztonság	arbeitssicherheit	N;NOM;SG	ADJ
len	flachs	len	flachs		ADV
len	len	len	len		PROPN;NOM;SG
struktúra	strukturen	struktúra	struktur	N;NOM;SG	V;NFIN
struktúra	aufbau	struktúra	aufbau	N;NOM;SG	
struktúra	struktur	struktúra	struktur	N;NOM;SG	ADJ
ismétlődő	doppelte	ismétlődő	doppelt	ADJ;NOM;SG	ADJ;NOM;FEM;PL
ismétlődő	duplizieren	ismétlődő	duplizieren	ADJ;NOM;SG	V;NFIN
ismétlődő	kopie	ismétlődő	kopie	ADJ;NOM;SG	
ismétlődő	repetitive	ismétlődő	repetitiv	ADJ;NOM;SG	ADJ;NOM;FEM;PL
ismétlődő	wiederholte	ismétlődő	wiederholt	ADJ;NOM;SG	V;IND;SG;3;PST;FIN
ismétlődő	wiederkehrenden	ismétlődő	wiederkehrend	ADJ;NOM;SG	V;FIN
ismétlődő	wiederkehrende	ismétlődő	wiederkehrend	ADJ;NOM;SG	ADJ;NOM;FEM;PL
ismétlődő	wiederholen	ismétlődő	wiederholen	ADJ;NOM;SG	V;NFIN
ismétlődő	wiederholten	ismétlődő	wiederholt	ADJ;NOM;SG	V;FIN
ismétlődő	wiederholte	ismétlődő	wiederholt	ADJ;NOM;SG	V;IND;SG;3;PST;FIN
felvételeket	bändern	felvétel	bändern	N;ACC;PL	V;NFIN
felvételeket	kassetten	felvétel	kassett	N;ACC;PL	V;NFIN
felvételeket	tonträger	felvétel	tonträger	N;ACC;PL	ADJ
felvételeket	aufzeichnungen	felvétel	aufzeichnangen	N;ACC;PL	V;NFIN
felvételeket	aufnahmen	felvétel	aufnehmen	N;ACC;PL	V;IND;PL;3;PST;FIN
bűnös	schuldigen	bűnös	schuldig		ADJ
bűnös	schuldig	bűnös	schuldig		ADJ
bűnös	übeltäter	bűnös	übeltät		ADJ
bűnös	übeltäter	bűnös	übeltät		ADJ
kén	schwefel	kén	schwefel	N;NOM;SG	
kén	schwefel	kén	schwefel	N;NOM;SG	
kén	schwefeldioxid	kén	schwefeldioxid	N;NOM;SG	ADJ
admirális	admiral	admirális	admiral		PROPN;NOM;MASC;SG
váltakozó	wechselnde	váltakozó	wechselnd		ADJ;NOM;FEM;PL
váltakozó	abwechselnd	váltakozó	abwechselnd		ADJ
váltakozó	alternierende	váltakozó	alternierend		ADJ;NOM;FEM;PL
tedd	lege	tedd	lege	V;DEF;IMP;SG;2;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
tedd	leg	tedd	leg	V;DEF;IMP;SG;2;PRS;FIN;ACT	PROPN;SG
mérhető	messbare	mérhető	meßbar		ADJ;NOM;FEM;PL
mérhető	messbaren	mérhető	meßbaren		ADJ
mérhető	messbar	mérhető	meßbar		ADJ
puha	weicher	puha	weicher		ADJ
puha	weiche	puha	weich		ADJ;NOM;FEM;SG
puha	weich	puha	weich		ADJ
puha	sanft	puha	sanfen		ADJ
zavaros	verwirrt	zavaros	verwirren		ADJ;V.PTCP
zavaros	verwirren	zavaros	verwirren		V;NFIN
zavaros	verwechselt	zavaros	verwechseln		V;V.PTCP
zavaros	durcheinander	zavaros	durcheinander		ADV
zavaros	trübe	zavaros	trüben		ADJ
zavaros	bewölkt	zavaros	bewölken		ADJ
zavaros	verwirrend	zavaros	verwirrend		ADJ
zavaros	verwirren	zavaros	verwirren		V;NFIN
liechtenstein	liechtenstein	liechtenstein	liechtenstein	N;NOM;SG	PROPN;NOM;NEUT;SG
jessica	jessica	jessica	jessica	N;NOM;SG	PROPN;NOM;MASC;SG
hubert	hubert	huber	hubert		PROPN;NOM;SG
hitte	glaubten	hit	glauben	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IND;PL;3;PST;FIN
hitte	glaubte	hit	glauben	V;DEF;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PST;FIN
rap	rap	rap	rapen		PROPN;NOM;SG
januárban	jänner	január	jann	N;IN+ESS;SG	
januárban	januar	január	januar	N;IN+ESS;SG	PROPN;NOM;MASC;SG
januárban	january	január	january	N;IN+ESS;SG	
sértő	offensiv	sértő	offensiv		ADJ
sértő	beleidigend	sértő	beleidigend		ADJ
sértő	offensive	sértő	offensiv		ADJ;NOM;FEM;PL
sértő	beleidigung	sértő	beleidigung		ADJ
sértő	beleidigend	sértő	beleidigend		ADJ
sértő	beleidigt	sértő	beleidigt		ADJ;V.PTCP
sértő	beleidigen	sértő	beleidigen		V;NFIN
iowa	iowa	iowa	iowa		PROPN;NOM;NEUT;SG
medina	medina	medina	medina		PROPN;NOM;MASC;SG
törvényeket	gesetze	törvény	gesetzen	N;ACC;PL	
törvényeket	gesetzen	törvény	gesetzen	N;ACC;PL	V;NFIN
kölcsön	ausgeliehen	kölcsön	ausleihen	N;NOM;SG	V;V.PTCP
kölcsön	geliehen	kölcsön	leihen	N;NOM;SG	V;V.PTCP
kölcsön	darlehen	kölcsön	darlehen	N;NOM;SG	V;NFIN
kölcsön	kredite	kölcsön	kredit	N;NOM;SG	N;NOM;FEM;PL
kölcsön	kredit	kölcsön	kredit	N;NOM;SG	
kölcsön	darlehen	kölcsön	darlehen	N;NOM;SG	V;NFIN
kölcsön	kredite	kölcsön	kredit	N;NOM;SG	N;NOM;FEM;PL
kölcsön	kreditaufnahme	kölcsön	kreditaufnahme	N;NOM;SG	ADJ;NOM;FEM;SG
kölcsön	anleihen	kölcsön	anleihen	N;NOM;SG	V;NFIN
kölcsön	anleihe	kölcsön	anleihen	N;NOM;SG	
kölcsön	leih	kölcsön	leih	N;NOM;SG	V;IND;SG;2;PRS;FIN
kölcsön	leihen	kölcsön	leihen	N;NOM;SG	V;NFIN
clarke	clarke	clarke	clarke		PROPN;SG
kezdeményezés	eigeninitiative	kezdeményezés	eigeninitiativ	N;NOM;SG	ADJ;NOM;FEM;PL
túlélte	überlebten	túlél	überleben	V;DEF;IND;SG;3;PST;FIN;ACT	V;IND;PL;3;PST;FIN
régiók	regionen	régió	regionen	N;NOM;PL	V;NFIN
régiók	region	régió	Region	N;NOM;PL	
régiók	gebiet	régió	gebieten	N;NOM;PL	ADJ
módosult	modifizierte	módosul	modifizieren	V;INDF;IND;SG;3;PST;FIN;ACT	ADJ;SG
algoritmus	algorithmus	algoritmus	algorithmus	N;NOM;SG	PROPN
algoritmus	algorithmen	algoritmus	algorithmen	N;NOM;SG	N;NOM;PL
marton	marton	marton	marton		PROPN
randy	randy	randy	randy		PROPN;NOM;MASC;SG
ferde	krumm	ferde	krumm		ADJ
ferde	schief	ferde	schief		ADJ
ferde	schräg	ferde	schräg		ADJ
ferde	schräg	ferde	schräg		ADJ
ontario	ontario	ontario	ontario	PROPN;NOM;SG	PROPN;NOM;SG
riporter	reporterin	riporter	reporterin	N;NOM;SG	ADJ
riporter	journalist	riporter	journalist	N;NOM;SG	ADJ
riporter	journalistin	riporter	journalistin	N;NOM;SG	ADJ
riporter	reporter	riporter	reporter	N;NOM;SG	ADJ
esély	chancen	esély	chancen	N;NOM;SG	V;NFIN
esély	gelegenheit	esély	gelegenheit	N;NOM;SG	ADJ
esély	zufall	esély	zufall	N;NOM;SG	
esély	quoten	esély	quoten	N;NOM;SG	N;PL
esély	chancen	esély	chancen	N;NOM;SG	V;NFIN
esély	wahrscheinlichkeiten	esély	wahrscheinlichkeiten	N;NOM;SG	N;NOM;FEM;PL
esély	quote	esély	quot	N;NOM;SG	
szárnyas	geflügelten	szárnyas	geflügelt		V;IND;PL;3;FIN
ünnepség	zeremonie	ünnepség	zeremonie	N;NOM;SG	
ünnepség	zeremonien	ünnepség	zeremonien	N;NOM;SG	
ünnepség	feier	ünnepség	feier	N;NOM;SG	
ünnepség	feierlichkeiten	ünnepség	feierlichkeit	N;NOM;SG	N;NOM;FEM;PL
ünnepség	feiern	ünnepség	feiern	N;NOM;SG	V;NFIN
ünnepség	feier	ünnepség	feier	N;NOM;SG	
kaliforniában	california	kalifornia	california	N;IN+ESS;SG	PROPN;NOM;SG
kaliforniában	kalifornien	kalifornia	kalifornien	N;IN+ESS;SG	PROPN;NOM;NEUT;SG
rossi	rossi	rossi	rossi		PROPN;NOM;SG
bis	bis	bis	bis		ADP
laboratóriumi	laboruntersuchungen	laboratóriumi	laboruntersuchungen	ADJ;NOM;SG	N;NOM;FEM;PL
laboratóriumi	labor	laboratóriumi	labor	ADJ;NOM;SG	
berg	berg	berg	berg		PROPN;NOM;MASC;SG
állampolgár	bürger	állampolgár	bürger	N;NOM;SG	
állampolgár	bürgerrechte	állampolgár	bürgerrecht	N;NOM;SG	ADJ;NOM;FEM;PL
albrecht	albrecht	albrecht	albrecht		PROPN
gomba	pilzen	gomba	pilzen	N;NOM;SG	V;NFIN
gomba	champignons	gomba	champignons	N;NOM;SG	PROPN
gomba	pilze	gomba	pilz	N;NOM;SG	
gomba	pilz	gomba	pilz	N;NOM;SG	
gomba	pilze	gomba	pilz	N;NOM;SG	
gomba	pilzen	gomba	pilzen	N;NOM;SG	V;NFIN
gomba	pilze	gomba	pilz	N;NOM;SG	
gomba	pilzen	gomba	pilzen	N;NOM;SG	V;NFIN
gomba	pilz	gomba	pilz	N;NOM;SG	
gomba	pilze	gomba	pilz	N;NOM;SG	
nyelveken	programmiersprachen	nyelv	programmiersprachen	N;ON+ESS;PL	N;NOM;FEM;PL
nyelveken	fremdsprachen	nyelv	fremdsprachen	N;ON+ESS;PL	N;NOM;FEM;PL
nyelveken	sprachen	nyelv	sprechen	N;ON+ESS;PL	V;FIN
nyelveken	sprache	nyelv	sprechen	N;ON+ESS;PL	N;NOM;FEM;SG
biztosítva	versicherten	biztosítva	versichert	ADV;V.CVB	V;IND;PL;3;PST;FIN
biztosítva	versichert	biztosítva	versichern	ADV;V.CVB	V;V.PTCP
biztosítva	versicherte	biztosítva	versichern	ADV;V.CVB	V;IND;SG;3;PST;FIN
afganisztán	afghanistan	afganiszta	afghanistan	N;NOM;SG	PROPN;NOM;SG
steiner	steiner	steiner	stein		PROPN
állítólagos	angeblich	állítólagos	angeblich		ADJ
állítólagos	vermeintlichen	állítólagos	vermeintlich		ADJ
állítólagos	behauptete	állítólagos	behaupten		V;IND;SG;3;PST;FIN
állítólagos	angebliche	állítólagos	angeblich		ADJ;NOM;FEM;PL
állítólagos	angeblichen	állítólagos	angeblich		ADJ
szándéka	intention	szándék	intention	N;NOM;SG	ADJ
szándéka	absicht	szándék	absechen	N;NOM;SG	
szándéka	absichten	szándék	absichten	N;NOM;SG	V;NFIN
szándéka	absicht	szándék	absechen	N;NOM;SG	
szándéka	vorsatz	szándék	vorsatzen	N;NOM;SG	PROPN
genova	genua	genova	genua		PROPN;NOM;SG
genova	genova	genova	genova		PROPN;NOM;SG
világosabb	klarere	világos	klar	ADJ;NOM;CMPR;SG	ADJ;NOM;FEM;PL
elérés	reichweite	elérés	reichweit	N;NOM;SG	ADJ;NOM
elérés	erreiche	elérés	erreichen	N;NOM;SG	V;IND;SG;3;PRS;FIN
elérés	reach	elérés	reach	N;NOM;SG	ADJ
elérés	erreichen	elérés	erreichen	N;NOM;SG	V;NFIN
visszafelé	rückwärts	visszafelé	rückwärts		ADV
visszafelé	rückwärts	visszafelé	rückwärts		ADV
ptolemaiosz	ptolemaios	ptolemaiosz	ptolemaios	N;NOM;PL	PROPN;NOM;SG
cliff	klippe	cliff	klipp		
cliff	felsen	cliff	felsen		V;NFIN
cliff	klippen	cliff	klippen		V;NFIN
cliff	cliff	cliff	cliff		PROPN;NOM;MASC;SG
memorial	memorial	memorial	memorial	N;NOM;SG	
memorial	gedenkstätte	memorial	gedenkstätte	N;NOM;SG	ADJ;NOM;FEM;SG
nicola	nicola	nicola	nicola		PROPN;NOM;SG
képviselt	repräsentierte	képvisel	repräsentieren		V;IND;SG;3;PST;FIN
képviselt	vertreten	képvisel	vertreten		V;V.PTCP
képviselt	repräsentiert	képvisel	repräsentieren		V;V.PTCP
képviselt	vertrat	képvisel	vertreten		V;IND;SG;3;PST;FIN
képviselt	vertretene	képvisel	vertreten		ADJ;NOM;FEM;SG
egyenletes	gleichmäßige	egyenletes	gleichmäßig		ADJ;NOM;FEM;PL
egyenletes	gleichmäßig	egyenletes	gleichmäßig		ADJ
egyenletes	ruhig	egyenletes	ruhig		ADJ
egyenletes	beständig	egyenletes	beständig		ADJ
egyenletes	gleichmäßig	egyenletes	gleichmäßig		ADJ
egyenletes	steady	egyenletes	steady		PROPN;SG
egyenletes	stetig	egyenletes	stetig		ADJ
leveleket	buchstaben	levél	buchstaben	N;ACC;PL	V;NFIN
leveleket	briefe	levél	brufen	N;ACC;PL	
brecht	brecht	brecht	brecht		PROPN
martínez	martínez	martínez	martínez		PROPN;NOM;MASC;SG
növényzet	pflanzen	növényzet	pflanz	N;NOM;SG	V;NFIN
növényzet	pflanzenwelt	növényzet	pflanzenwelt	N;NOM;SG	ADJ
növényzet	vegetation	növényzet	vegetation	N;NOM;SG	
julien	julien	julien	julien		PROPN;NOM;MASC;SG
antarktisz	antarktis	antarktisz	antarktis	N;NOM;SG	PROPN
törzsi	stammes	törzsi	stamm	ADJ;NOM;SG	N;NOM;NEUT;SG
beavatkozás	störungen	beavatkozás	störung	N;NOM;SG	V;NFIN
beavatkozás	einmischung	beavatkozás	einmischung	N;NOM;SG	ADJ
beavatkozás	interferenzen	beavatkozás	interferenzen	N;NOM;SG	V;NFIN
beavatkozás	interventionen	beavatkozás	interventionen	N;NOM;SG	V;NFIN
beavatkozás	intervention	beavatkozás	intervention	N;NOM;SG	PROPN
tolkien	tolkien	tolkien	tolkien	N;NOM;SG	
karcsú	schmalen	karcsú	schmal		ADJ
karcsú	schlank	karcsú	schlank		ADJ
karcsú	slim	karcsú	slim		PROPN;NOM;SG
karcsú	schmal	karcsú	schmal		ADJ
karcsú	schlanke	karcsú	schlank		ADJ;NOM;FEM;PL
karcsú	schlank	karcsú	schlank		ADJ
karcsú	schlanker	karcsú	schlank		ADJ
karcsú	schmal	karcsú	schmal		ADJ
karcsú	schlanke	karcsú	schlank		ADJ;NOM;FEM;PL
tanít	lehre	tanít	lehr	V;INDF;IND;SG;3;PRS;FIN;ACT	N;NOM;FEM;SG
tanít	unterricht	tanít	unterrichten	V;INDF;IND;SG;3;PRS;FIN;ACT	
kétséges	bezweifeln	kétséges	bezweifeln	ADJ;NOM;SG	V;NFIN
kétséges	zweifeln	kétséges	zweifeln	ADJ;NOM;SG	V;NFIN
kétséges	zweifel	kétséges	zweifel	ADJ;NOM;SG	
kétséges	bezweifle	kétséges	bezweiflen	ADJ;NOM;SG	V;IND;SG;3;FIN
kétséges	zweifelhafte	kétséges	zweifelhaft	ADJ;NOM;SG	ADJ;NOM;FEM;PL
kétséges	zweifelhafte	kétséges	zweifelhaft	ADJ;NOM;SG	ADJ;NOM;FEM;PL
kétséges	bezweifeln	kétséges	bezweifeln	ADJ;NOM;SG	V;NFIN
kétséges	zweifel	kétséges	zweifel	ADJ;NOM;SG	
dobó	bowler	dobó	bowler		PROPN;SG
dobó	pitching	dobó	pitching		
technikák	techniken	technika	technik	N;NOM;PL	V;NFIN
átjáró	pforte	átjáró	pforen	N;NOM;SG	
átjáró	portal	átjáró	portal	N;NOM;SG	
átjáró	pforte	átjáró	pforen	N;NOM;SG	
