het	το	het	ο	PRO;3	DET;NOM;DEF;NEUT;SG
maan	μουν	maan	μουν	N;MASC+FEM;SG	
wild	αγρια	wild	αγρια	ADJ	N
wild	άγρια	wild	άγρια	ADJ	N;NOM;NEUT;PL
canadese	καναδός	canadees	καναδός	ADJ	N;NOM;MASC;SG
ierse	ιρλανδικά	iers	ιρλανδικά	ADJ	ADV
ierse	ιρλανδοί	iers	ιρλανδός	ADJ	PROPN;NOM;MASC;PL
ierse	irish	iers	irish	ADJ	
ierse	ιρλανδός	iers	ιρλανδός	ADJ	N;NOM;MASC;SG
wachten	αναμονή	wachten	αναμονή	V;NFIN	N;NOM;FEM;SG
pop	pop	pop	pop	N;MASC+FEM;SG	
pop	ποπ	pop	ποπ	N;MASC+FEM;SG	
eén	ένας	eén	ένας	N;MASC+FEM;SG	DET;NOM;INDF;MASC;SG
eén	μία	eén	ένας	N;MASC+FEM;SG	NUM;NOM;FEM;SG
eén	ένα	eén	ένας	N;MASC+FEM;SG	NUM;NOM;NEUT;SG
eén	μια	eén	ένας	N;MASC+FEM;SG	NUM;NOM;FEM;SG
heuvel	χιλ	heuvel	χιλ	N;MASC+FEM;SG	
heuvel	hill	heuvel	hill	N;MASC+FEM;SG	
georges	ζορζ	georges	ζορζ	N;MASC+FEM;SG	
georges	ζωρζ	georges	ζωρζ	N;MASC+FEM;SG	
akkoord	συμφώνησε	akkoord	συμφωνώ	ADJ	V;PFV;IND;SG;3;PST;FIN;ACT
akkoord	συμφώνησαν	akkoord	συμφωνώ	ADJ	V;PFV;IND;PL;3;PST;FIN;ACT
akkoord	συμφωνία	akkoord	συμφωνία	ADJ	N;ACC;FEM;SG
akkoord	συμφωνούν	akkoord	συμφωνώ	ADJ	V;IPFV;IND;PL;3;PRS;FIN;ACT
akkoord	συμφωνώ	akkoord	συμφωνώ	ADJ	V;IPFV;IND;SG;1;PRS;FIN;ACT
adams	ανταμς	adam	ανταμς	N;MASC+FEM;SG	
adams	άνταμς	adam	άνταμς	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
adams	adams	adam	adams	N;MASC+FEM;SG	
senaat	σύγκλητος	senaat	σύγκλητος	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
sluit	κλείσιμο	sluiten	κλείσιμο	V;SG;PRS;FIN	N;NOM;NEUT;SG
sluit	κοντά	sluiten	κοντά	V;SG;PRS;FIN	ADV
arnold	άρνολντ	arnold	άρνολντ	N;MASC+FEM;SG	
tachtig	eighty	tachtig	eighty	NUM	
rechtstreeks	απευθείας	rechtstreeks	απευθείας	ADJ	ADV
rechtstreeks	direct	rechtstreeks	direct	ADJ	
rechtstreeks	άμεσα	rechtstreeks	άμεσα	ADJ	ADV
rechtstreeks	απευθείας	rechtstreeks	απευθείας	ADJ	ADV
raakt	πινελιές	raken	πινελιά	V;SG;PRS;FIN	N;NOM;FEM;PL
keulen	κολόνια	keulen	κολόνια	V;NFIN	N;NOM;NEUT;SG
keulen	κολωνία	keulen	κολωνία	V;NFIN	PROPN;ACC;FEM;SG
communistische	κομμουνιστής	communistisch	κομμουνιστής	ADJ	N;NOM;MASC;SG
betalen	πληρωμή	betalen	πληρωμή	V;NFIN	N;NOM;FEM;SG
fred	φρεντ	fred	φρεντ	N;MASC+FEM;SG	
fred	fred	fred	fred	N;MASC+FEM;SG	
steeg	δρομάκι	stijgen	δρομάκι	V;SG;PST;FIN	N;NOM;NEUT;SG
steeg	σοκάκι	stijgen	σοκάκι	V;SG;PST;FIN	N;NOM;NEUT;SG
brian	μπράιαν	brian	μπράιαν	N;MASC+FEM;SG	
brian	brian	brian	brian	N;MASC+FEM;SG	
professioneel	επαγγελματίας	professioneel	επαγγελματίας	ADJ	N;NOM;FEM;SG
professioneel	επαγγελματικά	professioneel	επαγγελματικά	ADJ	ADV
professioneel	επαγγελματικά	professioneel	επαγγελματικά	ADJ	ADV
gevangen	αιχμάλωτος	vangen	αιχμάλωτος	V;V.PTCP	ADJ;NOM;MASC;SG
kocht	αγοράστηκαν	kopen	αγοράζω	V;SG;PST;FIN	V;PFV;IND;PL;3;PST;FIN;PASS
zelfstandig	ανεξάρτητα	zelfstandig	ανεξάρτητα	ADJ	ADV
redelijk	εύλογα	redelijk	εύλογα	ADJ	ADV
redelijk	δίκαιο	redelijk	δίκαιο	ADJ	N;NOM;NEUT;SG
redelijk	δίκαια	redelijk	δίκαιο	ADJ	ADV
redelijk	πανηγύρι	redelijk	πανηγύρι	ADJ	N;NOM;NEUT;SG
front	μπροστινό	front	μπροστινός		N;NOM;NEUT;SG
front	μπροστά	front	μπροστά		ADV
front	μέτωπο	front	μέτωπο		N;NOM;NEUT;SG
compleet	εντελώς	compleet	εντελώς	ADJ	ADV
compleet	ολοκλήρωση	compleet	ολοκλήρωση	ADJ	N;ACC;FEM;SG
compleet	πλήρες	compleet	πλήρης	ADJ	N;NOM;NEUT;SG
compleet	ολοκληρώθηκε	compleet	ολοκληρώνω	ADJ	V;PFV;IND;SG;3;PST;FIN;PASS
archief	αρχεία	archief	αρχείο	N;NEUT;SG	N;NOM;NEUT;PL
voltooid	ολοκλήρωση	voltooien	ολοκλήρωση	V;V.PTCP	N;ACC;FEM;SG
voltooid	πλήρη	voltooien	πλήρης	V;V.PTCP	ADJ;NOM;FEM;SG
voltooid	πλήρες	voltooien	πλήρης	V;V.PTCP	N;NOM;NEUT;SG
voltooid	πλήρης	voltooien	πλήρης	V;V.PTCP	ADJ;NOM;FEM;SG
pov	pov	pov	pov	N;MASC+FEM;SG	
toernooien	τουρνουά	toernooien	τουρνο	N;PL	N;NOM;NEUT;SG
dam	dam	dam	dam	N;MASC+FEM;SG	
geleverd	παρεχόμενη	leveren	παρεχόμενος	V;V.PTCP	ADJ;NOM;FEM;SG
constructie	κατασκευές	constructie	κατασκευή	N;MASC+FEM;SG	N;NOM;FEM;PL
bart	μπαρτ	bart	μπαρτ	N;MASC+FEM;SG	
wiskunde	μαθηματικά	wiskunde	μαθηματικά	N;MASC+FEM;SG	ADV
wiskunde	μαθηματικά	wiskunde	μαθηματικά	N;MASC+FEM;SG	ADV
wiskunde	μαθηματικά	wiskunde	μαθηματικά	N;MASC+FEM;SG	ADV
paulus	παύλος	paulus	παύλος	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
paulus	paul	paulus	paul	N;MASC+FEM;SG	
paulus	πωλ	paulus	πωλ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
boer	χωριάτης	boer	χωριάτης	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
boer	μπόερ	boer	μπόερ	N;MASC+FEM;SG	
ingevoerd	εισαγόμενα	invoeren	εισαγόμενος	V;V.PTCP	ADJ;NOM;NEUT;PL
avond	καλησπέρα	avond	καλησπέρα	N;MASC+FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
bericht	post	bericht	post	N;NEUT;SG	
geraakt	χτύπημα	raken	χτύπημα	V;V.PTCP	N;NOM;NEUT;SG
slaan	ξυλοδαρμό	slaan	ξυλοδαρμός	V;NFIN	N;ACC;MASC;SG
teken	υπόγραψε	teken	υπόγραφο	N;NEUT;SG	V;PFV;IND;SG;3;PST;FIN;ACT
athene	αθηνα	athene	αθήνα	PROPN;NEUT;SG	N;NOM;FEM;SG
athene	αθήνα	athene	αθήνα	PROPN;NEUT;SG	PROPN;ACC;FEM;SG
athene	athens	athene	athens	PROPN;NEUT;SG	
athene	αθηνα	athene	αθήνα	PROPN;NEUT;SG	N;NOM;FEM;SG
athene	αθηνά	athene	αθηνός	PROPN;NEUT;SG	PROPN;NOM;FEM;SG
langzaam	αργά	langzaam	αργά	ADJ	ADV
langzaam	αργός	langzaam	αργός	ADJ	N;NOM;MASC;SG
langzaam	αργό	langzaam	αργό	ADJ	N;NOM;NEUT;SG
langzaam	αργά	langzaam	αργά	ADJ	ADV
dans	χόρεψε	dans	χορώ	N;MASC+FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
dans	dance	dans	dance	N;MASC+FEM;SG	
warren	γουόρεν	warr	γουόρεν	N;PL	
warren	γουώρεν	warr	γουώρεν	N;PL	N;FEM;SG
warren	warren	warr	warren	N;PL	
verandering	ρέστα	verandering	ρέστα	N;MASC+FEM;SG	N;NOM;NEUT;PL
dijk	ντάικ	dijk	ντάικ	N;MASC+FEM;SG	
dijk	λεσβία	dijk	λεσβία	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
singles	singles	singles	singles	N;PL	
singles	μονά	singles	μονά	N;PL	
living	ζώντας	living	ζών	N;MASC+FEM;SG	V;IPFV;V.CVB;ACT
snelle	γρήγορα	snel	γρήγορα	ADJ	ADV
snelle	γρήγορος	snel	γρήγορος	ADJ	N;NOM;MASC;SG
snelle	γρήγορα	snel	γρήγορα	ADJ	ADV
snelle	γρήγορος	snel	γρήγορος	ADJ	N;NOM;MASC;SG
snelle	γρήγορο	snel	γρήγορος	ADJ	N;NOM;NEUT;SG
doelpunt	γκολ	doelpunt	γκολ	N;NEUT;SG	
geheim	μυστικό	geheim	μυστικός	ADJ	N;NOM;NEUT;SG
geheim	απόρρητα	geheim	απόρρητος	ADJ	ADV
geheim	απόρρητο	geheim	απόρρητος	ADJ	N;NOM;NEUT;SG
philippe	philippe	philippe	philippe	N;MASC+FEM;SG	
philippe	φιλίπ	philippe	φιλίπ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
advies	συμβουλές	advies	συμβουλής	N;NEUT;SG	N;NOM;FEM;PL
advies	συμβουλεύει	advies	συμβουλεύω	N;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
lezer	αναγνώστες	lezer	αναγνώστης	N;MASC+FEM;SG	N;NOM;MASC;PL
back	πισω	back	πισω	N;MASC+FEM;SG	ADV
back	πίσω	back	πίσω	N;MASC+FEM;SG	ADV
für	für	für	für	N;MASC+FEM;SG	
verwacht	αναμενόμενα	verwachten	αναμενόμενος	V;V.PTCP	ADV
verwacht	αναμενόμενη	verwachten	αναμενόμενος	V;V.PTCP	ADJ;NOM;FEM;SG
verwacht	αναμενόμενο	verwachten	αναμενόμενο	V;V.PTCP	ADJ;NOM;NEUT;SG
complete	ολοκλήρωση	compleet	ολοκλήρωση	ADJ	N;ACC;FEM;SG
complete	πλήρες	compleet	πλήρης	ADJ	N;NOM;NEUT;SG
complete	ολοκληρώθηκε	compleet	ολοκληρώνω	ADJ	V;PFV;IND;SG;3;PST;FIN;PASS
negentiende	nineteenth	negentien	nineteenth	ADJ	
bates	μπέιτς	bate	μπέιτς	N;PL	
drums	ντραμς	drum	ντραμς	N;MASC+FEM;SG	
drums	τύμπανα	drum	τύμπανο	N;MASC+FEM;SG	N;NOM;NEUT;PL
anderson	άντερσον	anderson	άντερσον	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
anderson	anderson	anderson	anderson	N;MASC+FEM;SG	
rivieren	ρίβερς	rivier	ρίβη	N;PL	
oostelijk	ανατολικά	oostelijk	ανατολικά	ADJ	ADV
dick	dick	dick	dick	N;MASC+FEM;SG	
dick	ντικ	dick	ντικ	N;MASC+FEM;SG	
hersteld	επαναφορά	herstellen	επαναφορά	V;V.PTCP	N;NOM;FEM;SG
onmiddellijk	αμέσως	onmiddellijk	αμέσως	ADJ	ADV
onmiddellijk	αμεσα	onmiddellijk	αμεσα	ADJ	ADV
games	games	game	games	N;PL	
pruisen	πρωσία	pruis	πρωσία	V;NFIN	PROPN;ACC;FEM;SG
vervolg	συνεχίζεται	vervolg	συνεχίζω	N;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
medische	ιατρικά	medisch	ιατρικός	ADJ	ADV
barbara	μπάρμπαρα	barbara	μπάρμπαρο	N;MASC+FEM;SG	
barbara	barbara	barbara	barbara	N;MASC+FEM;SG	
opvallend	αξιοσημείωτα	opvallend	αξιοσημείωτος	ADJ	ADV
johnny	τζόνι	johnny	τζόνι	N;MASC+FEM;SG	
johnny	johnny	johnny	johnny	N;MASC+FEM;SG	
glas	γυαλιά	glas	γυαλιάς	N;NEUT;SG	N;NOM;NEUT;PL
vliegtuigen	αεροσκάφος	vliegtuig	αεροσκάφος	N;PL	N;NOM;NEUT;SG
publicaties	εκδόσει	publicatie	εκδίδω	N;PL	V;PFV;NFIN;ACT
poort	πορτ	poort	πορτ	N;MASC+FEM;SG	
venlo	venlo	venlo	venlo	N;NEUT;SG	
petrus	πέτρους	petrus	πέτρος	N;MASC+FEM;SG	N;NOM;MASC;PL
petrus	πέτρος	petrus	πέτρος	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
petrus	πέτρο	petrus	πέτρο	N;MASC+FEM;SG	PROPN;ACC;MASC;SG
petrus	peter	petrus	peter	N;MASC+FEM;SG	
petrus	πίτερ	petrus	πίτερ	N;MASC+FEM;SG	
petrus	πήτερ	petrus	πήτερ	N;MASC+FEM;SG	
francis	francis	francis	francis	N;MASC+FEM;SG	
francis	φράνσις	francis	φράνσις	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
virginia	βιρτζίνια	virginia	βιρτζίνιος	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
verdween	εξαφανίστηκαν	verdwijnen	εξαφανίζω	V;SG;PST;FIN	V;PFV;IND;PL;3;PST;FIN;PASS
filipijnen	φιλιππίνες	filipijn	φιλιππίνα	N;PL	PROPN;NOM;FEM;PL
guinea	γουϊνέα	guineum	γουϊνέα	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
guinea	γουινέας	guineum	γουινέας	N;MASC+FEM;SG	ADJ;GEN;FEM;SG
guinea	γουινέα	guineum	γουινέα	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
tientallen	tens	tiental	tens	N;PL	
tientallen	δεκάδες	tiental	δεκάδα	N;PL	NUM;NOM;FEM;PL
twente	twente	twent	twente	PROPN;NEUT;SG	
toegestaan	επιτρεπόμενες	toestaan	επιτρεπόμενος	V;V.PTCP	ADJ;NOM;FEM;PL
toegestaan	επιτρεπόμενες	toestaan	επιτρεπόμενος	V;V.PTCP	ADJ;NOM;FEM;PL
toegestaan	επιτρεπόμενο	toestaan	επιτρεπόμενο	V;V.PTCP	N;NOM;NEUT;SG
toegestaan	επιτρεπόμενες	toestaan	επιτρεπόμενος	V;V.PTCP	ADJ;NOM;FEM;PL
sneller	γρηγορότερα	snel	γρηγορά	ADJ;CMPR	ADV;CMPR
chinees	κινέζος	chinees	κινέζος	ADJ	N;NOM;MASC;SG
chinees	κινέζικα	chinees	κινέζικος	ADJ	N;NOM;NEUT;PL
chinees	κινέζοι	chinees	κινέζος	ADJ	N;NOM;MASC;PL
klaar	τελειώσει	klaar	τελειώνω	ADJ	V;PFV;NFIN;ACT
klaar	τελείωσα	klaar	τελειώνω	ADJ	V;PFV;IND;SG;1;PST;FIN;ACT
klaar	κάνει	klaar	κάνω	ADJ	V;IPFV;IND;SG;3;PRS;FIN;ACT
klaar	έγινε	klaar	γίνομαι	ADJ	V;PFV;IND;SG;3;PST;FIN;PASS
klaar	εγινε	klaar	εγίνομαι	ADJ	V;PFV;IND;SG;3;PST;FIN;PASS
kroatische	κροάτης	kroatisch	κροάτος	ADJ	PROPN;NOM;MASC;SG
onzin	ανοησίες	onzin	ανοησία	N;MASC+FEM;SG	N;NOM;FEM;PL
leeuwarden	leeuwarden	leeuward	leeuwarden	PROPN;NEUT;SG	
turner	turner	turner	turner	N;MASC+FEM;SG	
turner	τέρνερ	turner	τέρνερ	N;MASC+FEM;SG	
clark	κλαρκ	clark	κλαρκ	N;MASC+FEM;SG	
clark	κλάρκ	clark	κλάρκ	N;MASC+FEM;SG	
mooie	πανέμορφη	mooi	πανέμορφος	ADJ	N;NOM;FEM;SG
socialistische	σοσιαλιστής	socialistisch	σοσιαλιστής	ADJ	N;NOM;MASC;SG
socialistische	σοσιαλιστικό	socialistisch	σοσιαλιστικός	ADJ	N;NOM;NEUT;SG
tal	ταλ	tal	ο	N;NEUT;SG	
technisch	τεχνικά	technisch	τεχνικά	ADJ	ADV
moore	μουρ	moore	μουρ	N;MASC+FEM;SG	
tim	τιμ	tim	τιμα	N;MASC+FEM;SG	
tim	tim	tim	tim	N;MASC+FEM;SG	
ford	φορντ	ford	φορντ	N;MASC+FEM;SG	
ford	ford	ford	ford	N;MASC+FEM;SG	
professionele	επαγγελματίας	professioneel	επαγγελματίας	ADJ	N;NOM;FEM;SG
professionele	επαγγελματικά	professioneel	επαγγελματικά	ADJ	ADV
pools	πισίνες	pools	πισίνα	ADJ	N;NOM;FEM;PL
pools	πολωνικά	pools	πολωνικός	ADJ	ADV
heilig	ιερά	heilig	ιερός	ADJ	ADV
heilig	ιερό	heilig	ιερός	ADJ	N;NOM;NEUT;SG
heilig	άγιο	heilig	άγιος	ADJ	N;NOM;MASC;SG
heilig	ιερό	heilig	ιερός	ADJ	N;NOM;NEUT;SG
heilig	ιερά	heilig	ιερός	ADJ	ADV
florida	florida	florida	florida	N;NEUT;SG	
florida	φλόριντα	florida	φλόριν	N;NEUT;SG	
onvoldoende	ανεπαρκή	onvoldoende	ανεπαρκής	ADJ	ADV
onvoldoende	ανεπαρκές	onvoldoende	ανεπαρκής	ADJ	ADV
onvoldoende	ανεπαρκές	onvoldoende	ανεπαρκής	ADJ	ADV
onvoldoende	ανεπαρκή	onvoldoende	ανεπαρκής	ADJ	ADV
filipijnse	φιλιππίνων	filipijns	φιλιππίνος	ADJ	PROPN;GEN;NEUT;PL
filipijnse	φιλιππινέζα	filipijns	φιλιππινέζα	ADJ	N;NOM;FEM;SG
leer	δερμάτινα	leer	δερματίνω	N;MASC+FEM;SG	N;NOM;NEUT;PL
leer	δέρματα	leer	δέρμα	N;MASC+FEM;SG	N;NOM;NEUT;PL
leer	μάθε	leer	μάθε	N;MASC+FEM;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
leer	μάθετε	leer	μαθώ	N;MASC+FEM;SG	V;IPFV;IND;PL;2;PRS;FIN;ACT
leer	μάθεις	leer	μάθη	N;MASC+FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
frankfurt	φρανκφούρτη	frankfurt	φρανκφούρτης	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
rob	rob	rob	rob	N;MASC+FEM;SG	
rob	ρομπ	rob	ρομπ	N;MASC+FEM;SG	
tentoonstelling	εκθέματα	tentoonstelling	έκθεμα	N;MASC+FEM;SG	N;NOM;NEUT;PL
jongste	νεότερος	jong	νεότερος	ADJ;RL	ADJ;NOM;CMPR;MASC;SG
westelijk	δυτικά	westelijk	δυτικά	ADJ	ADV
westelijk	γουέστ	westelijk	γουέστ	ADJ	
westelijk	δύση	westelijk	δύση	ADJ	N;ACC;FEM;SG
westelijk	δυτικά	westelijk	δυτικά	ADJ	ADV
westelijk	γουέστερν	westelijk	γουέστερν	ADJ	
westelijk	δυτικό	westelijk	δυτικός	ADJ	N;NOM;NEUT;SG
westelijk	western	westelijk	western	ADJ	
militairen	στρατιωτικός	militair	στρατιωτικός	N;PL	ADJ;NOM;MASC;SG
militairen	στρατός	militair	στρατός	N;PL	N;NOM;MASC;SG
militairen	στρατιωτική	militair	στρατιωτικός	N;PL	ADJ;NOM;FEM;SG
militairen	στρατιωτικοί	militair	στρατιωτικός	N;PL	ADJ;NOM;MASC;PL
militairen	στρατιωτικά	militair	στρατιωτικά	N;PL	ADV
basgitaar	μπας	basgitaar	μπος	N;MASC+FEM;SG	PART
basgitaar	μπάσο	basgitaar	μπάσο	N;MASC+FEM;SG	
zeldzaam	σπάνια	zeldzaam	σπάνια	ADJ	ADV
modern	μοντέρνο	modern	μοντέρνο	ADJ	N;NOM;NEUT;SG
modern	μοντέρνα	modern	μοντέρνα	ADJ	N;NOM;FEM;PL
modern	μοντέρνος	modern	μοντέρνος	ADJ	PROPN;NOM;MASC;SG
theo	theo	theo	theo	N;MASC+FEM;SG	
theo	τεό	theo	ο	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
theo	τέο	theo	τέος	N;MASC+FEM;SG	
nord	nord	nord	nord	N;MASC+FEM;SG	
aziatische	ασιάτης	aziatisch	ασιάτης	ADJ	N;NOM;MASC;SG
aziatische	ασιάτες	aziatisch	ασιάτης	ADJ	N;NOM;MASC;PL
hongaars	ούγγροι	hongaars	ούγγρος	ADJ	N;NOM;MASC;PL
alternatieve	εναλλακτικά	alternatief	εναλλακτικά	ADJ	ADV
voorgaande	προηγούμενη	voorgaan	προηγούμενος	V;V.PTCP	ADJ;NOM;FEM;SG
voorgaande	προηγούμενα	voorgaan	προηγούμενος	V;V.PTCP	ADV
voorgaande	προηγούμενος	voorgaan	προηγούμενος	V;V.PTCP	ADJ;NOM;MASC;SG
voorgaande	προηγούμενο	voorgaan	προηγούμενος	V;V.PTCP	ADJ;NOM;NEUT;SG
voorgaande	προηγούμενες	voorgaan	προηγούμενος	V;V.PTCP	ADJ;NOM;FEM;PL
specifiek	συγκεκριμένα	specifiek	συγκεκριμένα	ADJ	ADV
specifiek	συγκεκριμένα	specifiek	συγκεκριμένα	ADJ	ADV
velen	πολλά	veel	πολύς	PRO	ADJ;NOM;NEUT;PL
velen	πολλοι	veel	πολύς	PRO	ADJ;NOM;MASC;PL
velen	πολλοί	veel	πολύς	PRO	ADJ;NOM;MASC;PL
velen	πολλές	veel	πολύς	PRO	ADJ;NOM;FEM;PL
velen	πολλα	veel	πολύς	PRO	ADV
junior	τζούνιορ	junior	τζούνιορ	N;MASC+FEM;SG	PROPN;NOM;NEUT;PL
junior	junior	junior	junior	N;MASC+FEM;SG	
marco	μάρκο	marco	μάρκο	N;MASC+FEM;SG	
marco	marco	marco	marco	N;MASC+FEM;SG	
massa	μάζες	massa	μάζη	N;MASC+FEM;SG	N;NOM;FEM;PL
tibet	θιβέτ	tibet	θιβέτ	N;NEUT;SG	
verklaarde	δηλώνονται	verklaren	δηλώνω	V;SG;PST;FIN	V;IPFV;IND;PL;3;PRS;FIN;PASS
verklaarde	δηλώνεται	verklaren	δηλώνω	V;SG;PST;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
atjeh	aceh	atjeh	aceh	N;MASC+FEM;SG	
gulden	χρυσό	gulden	χρυσός	N;MASC+FEM;SG	
gulden	golden	gulden	golden	N;MASC+FEM;SG	
gulden	χρυσά	gulden	χρυσάς	N;MASC+FEM;SG	N;NOM;NEUT;PL
gulden	φιορίνια	gulden	φιορίνια	N;MASC+FEM;SG	N;NOM;NEUT;PL
gulden	φιορίνι	gulden	φιορίνι	N;MASC+FEM;SG	
geestelijke	κληρικός	geestelijke	κληρικός	ADJ	N;NOM;MASC;SG
geestelijke	πνευματικά	geestelijke	πνευματικά	ADJ	ADV
hitler	χίτλερ	hitler	χίτλερ	PROPN;MASC+FEM;SG	PROPN;NOM;MASC;SG
ploegen	άροτρο	ploeg	άροτρο	N;PL	N;NOM;NEUT;SG
ploegen	άροτρο	ploeg	άροτρο	N;PL	N;NOM;NEUT;SG
ploegen	κρους	ploeg	κρος	N;PL	
two	δυο	two	δύο		NUM;NOM;PL
two	two	two	two		
two	δύο	two	δύο		NUM;NOM;MASC;PL
treden	σκαλιά	treden	σκαλίά	V;NFIN	N;NOM;NEUT;PL
treden	στάδια	treden	στάδιο	V;NFIN	N;NOM;NEUT;PL
treden	σκαλοπάτια	treden	σκαλοπάτι	V;NFIN	N;NOM;NEUT;PL
treden	βήματα	treden	βήμα	V;NFIN	N;NOM;NEUT;PL
treden	βαθμίδες	treden	βαθμίδα	V;NFIN	N;NOM;FEM;PL
veranderingen	αλλαγή	verandering	αλλαγή	N;PL	N;ACC;FEM;SG
veranderingen	μεταβολή	verandering	μεταβολή	N;PL	N;NOM;FEM;SG
maurice	μωρίς	maurice	μωρίς	N;MASC+FEM;SG	
maurice	μόρις	maurice	μόρις	N;MASC+FEM;SG	
maurice	μορίς	maurice	μορίς	N;MASC+FEM;SG	
guy	γκάι	guy	γκάι	N;MASC+FEM;SG	
guy	guy	guy	guy	N;MASC+FEM;SG	
guy	γκυ	guy	γκυ	N;MASC+FEM;SG	
pensioen	συντάξεις	pensioen	σύνταξη	N;NEUT;SG	N;NOM;FEM;PL
beek	κρικ	beek	κρικ	N;MASC+FEM;SG	PROPN;NOM;NEUT;SG
beek	stream	beek	stream	N;MASC+FEM;SG	
rally	ράλι	rally	ράλι	N;MASC+FEM;SG	
correct	σωστά	correct	σωστά	ADJ	ADV
verliezen	απώλειες	verliezen	απώλεια	V;NFIN	N;NOM;FEM;PL
verliezen	απώλεια	verliezen	απώλεια	V;NFIN	N;ACC;FEM;SG
verliezen	ζημία	verliezen	ζημία	V;NFIN	N;ACC;FEM;SG
verliezen	απώλειες	verliezen	απώλεια	V;NFIN	N;NOM;FEM;PL
verliezen	ήττες	verliezen	ήττα	V;NFIN	N;NOM;FEM;PL
verliezen	ζημίες	verliezen	ζημία	V;NFIN	N;NOM;FEM;PL
cello	τσέλο	cello	τσέλο	N;MASC+FEM;SG	
interesse	ενδιαφέρεται	interesse	ενδιαφέρω	N;MASC+FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
interesse	ενδιαφέρομαι	interesse	ενδιαφέρομαι	N;MASC+FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;PASS
interesse	ενδιαφέρονται	interesse	ενδιαφέρω	N;MASC+FEM;SG	V;IPFV;IND;PL;3;PRS;FIN;PASS
interesse	ενδιαφερόμενα	interesse	ενδιαφερόμενος	N;MASC+FEM;SG	ADJ;NOM;NEUT;PL
interesse	τόκοι	interesse	τόκος	N;MASC+FEM;SG	N;NOM;MASC;PL
verbetering	βελτιώσεις	verbetering	βελτίωση	N;MASC+FEM;SG	N;NOM;FEM;PL
kwartfinale	προημιτελικούς	kwartfinale	προημιτελικός	N;MASC+FEM;SG	ADJ;ACC;MASC;PL
bot	μποτ	bot	μποτ	ADJ	N
bot	οστό	bot	οστός	ADJ	N;NOM;NEUT;SG
bot	κόκαλα	bot	κόκαλο	ADJ	N;NOM;NEUT;PL
bot	οστά	bot	οστά	ADJ	N;NOM;NEUT;PL
bot	κόκαλο	bot	κόκαλος	ADJ	N;NOM;NEUT;SG
bot	κόκκαλο	bot	κόκκαλος	ADJ	N;NOM;NEUT;SG
uitvoeren	εκτέλεση	uitvoeren	εκτέλεση	V;NFIN	N;ACC;FEM;SG
uitvoeren	τρέξε	uitvoeren	τρώω	V;NFIN	N
makkelijk	εύκολα	makkelijk	εύκολα	ADJ	ADV
plus	συν	plus	συν	ADV	N
plus	plus	plus	plus	ADV	
bereid	προετοιμασμένος	bereid	προετοιμασμένος	ADJ	V;PFV;NOM;MASC;SG;V.PTCP;PASS
bereid	προετοιμασμένη	bereid	προετοιμάζω	ADJ	V;PFV;NOM;FEM;SG;V.PTCP;PASS
bereid	παρασκευασμένα	bereid	παρασκευασμένος	ADJ	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
pan	παν	pan	παν	N;MASC+FEM;SG	
pan	pan	pan	pan	N;MASC+FEM;SG	
gratis	δωρεάν	gratis	δωρεάν	ADJ	
gratis	free	gratis	free	ADJ	
onbekende	άγνωστα	onbekend	άγνωστος	ADJ	ADV
pic	pic	pic	pic	N;MASC+FEM;SG	
bang	φοβισμένος	bang	φοβισμένος	ADJ	V;PFV;NOM;MASC;SG;V.PTCP;PASS
bang	φοβισμένη	bang	φοβίζω	ADJ	V;PFV;NOM;FEM;SG;V.PTCP;PASS
bang	φοβισμένοι	bang	φοβίζω	ADJ	V;PFV;NOM;MASC;PL;V.PTCP;PASS
bang	φοβισμένος	bang	φοβισμένος	ADJ	V;PFV;NOM;MASC;SG;V.PTCP;PASS
bang	φοβισμένη	bang	φοβίζω	ADJ	V;PFV;NOM;FEM;SG;V.PTCP;PASS
