של	shel	של	shel	PART;GEN	PROPN
פנחס	pinhas	פנחס	pinhas	PROPN	PROPN
פנחס	pinchas	פנחס	pinchas	PROPN	PROPN
בנצי	benzi	בנצי	benzi		PROPN
מספקת	satisfaisante	סיפק	satisfaisant	V;FEM;SG;V.PTCP;ACT	ADJ;FEM;SG
מספקת	satisfaisant	סיפק	satisfaisant	V;FEM;SG;V.PTCP;ACT	ADJ;MASC;SG
מספקת	suffisantes	סיפק	suffisant	V;FEM;SG;V.PTCP;ACT	ADJ;FEM;PL
מספקת	suffisants	סיפק	suffisant	V;FEM;SG;V.PTCP;ACT	ADJ;MASC;PL
מספקת	suffisamment	סיפק	suffisamment	V;FEM;SG;V.PTCP;ACT	ADV
מספקת	suffisant	סיפק	suffisant	V;FEM;SG;V.PTCP;ACT	ADJ;MASC;SG
מספקת	suffisante	סיפק	suffisant	V;FEM;SG;V.PTCP;ACT	ADJ;FEM;SG
מספקת	fournit	סיפק	fournir	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
קארל	karl	קארל	karl	PROPN	N;MASC;SG
קארל	carl	קארל	carl	PROPN	PROPN
מיעוט	minoritaires	מיעוט	minoritaire	N;MASC;SG	ADJ;MASC;PL
מיעוט	minoritaire	מיעוט	minoritaire	N;MASC;SG	ADJ;MASC;SG
מיעוט	minorités	מיעוט	minorité	N;MASC;SG	N;FEM;PL
היינריך	heinrich	היינריך	heinrich	PROPN	PROPN
יחזקאל	ezekiel	יחזקאל	ezekiel	PROPN	N;MASC;SG
תאוריה	théories	תאוריה	théorie	N;FEM;SG	N;FEM;PL
הפרעות	interférence	הפרעה	interférence	N;FEM;PL	N;FEM;SG
הפרעות	ingérence	הפרעה	ingérence	N;FEM;PL	N;FEM;SG
וולף	wolfe	וולף	wolfe	PROPN	PROPN
וולף	loup	וולף	loup	PROPN	N;MASC;SG
וולף	loups	וולף	loup	PROPN	N;MASC;PL
וולף	wolf	וולף	wolf	PROPN	PROPN
וולף	louve	וולף	louve	PROPN	N;FEM;SG
מגדר	sexes	מגדר	sexe	N;MASC;SG	N;FEM;PL
דרומה	méridional	דרומה	méridional		ADJ;MASC;SG
דרומה	sud	דרומה	sud		N;MASC;SG
נטען	téléchargés	נטען	téléchargé	V;MASC;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
הסגנון	style	הסגנון	style	PROPN	N;MASC;SG
שיניים	dentaires	שן	dentaire	N;FEM;PL	ADJ;MASC;PL
שיניים	dentaire	שן	dentaire	N;FEM;PL	ADJ;MASC;SG
שיניים	dentition	שן	dentition	N;FEM;PL	N;FEM;SG
סנטה	santa	סנט	santa	PROPN	PROPN
הפסקה	briser	הפסקה	briser	N;FEM;SG	V;NFIN
הפסקה	interrompre	הפסקה	interrompre	N;FEM;SG	V;NFIN
הפסקה	suspendre	הפסקה	suspendre	N;FEM;SG	V;NFIN
מרחק	distances	מרחק	distance	N;MASC;SG	N;FEM;PL
הקתדרלה	cathédrale	הקתדרלה	cathédrale	V;FEM;SG;3;PST	N;FEM;SG
הקתדרלה	cathédrales	הקתדרלה	cathédrale	V;FEM;SG;3;PST	N;FEM;PL
החלטת	décidée	החלטה	décider	N;PSSD;FEM;SG	V;FEM;SG;PST;V.PTCP
החלטת	décidés	החלטה	décider	N;PSSD;FEM;SG	V;MASC;PL;PST;V.PTCP
החלטת	décidé	החלטה	décider	N;PSSD;FEM;SG	V;MASC;SG;PST;V.PTCP
המראה	décollage	המראה	décollage	PROPN	N;MASC;SG
המראה	miroir	המראה	miroir	PROPN	N;MASC;SG
המראה	miroirs	המראה	miroir	PROPN	N;MASC;PL
מוכרת	familières	מוכר	familier	ADJ;FEM;SG	ADJ;FEM;PL
מוכרת	familiers	מוכר	familier	ADJ;FEM;SG	ADJ;MASC;PL
מוכרת	vendre	מוכר	vendre	ADJ;FEM;SG	V;NFIN
מוכרת	reconnu	מוכר	reconnaître	ADJ;FEM;SG	V;MASC;SG;PST;V.PTCP
מוכרת	reconnues	מוכר	reconnaître	ADJ;FEM;SG	V;FEM;PL;PST;V.PTCP
מוכרת	reconnue	מוכר	reconnaître	ADJ;FEM;SG	V;FEM;SG;PST;V.PTCP
מוכרת	reconnus	מוכר	reconnaître	ADJ;FEM;SG	V;MASC;PL;PST;V.PTCP
חיו	vécue	חי	vivre	PROPN	V;FEM;SG;PST;V.PTCP
חיו	vécu	חי	vivre	PROPN	V;MASC;SG;PST;V.PTCP
קבר	tombes	קבר	tombe	PROPN	N;FEM;PL
קבר	tombe	קבר	tomber	PROPN	V;IND;SG;3;PRS;FIN
קבר	tombeau	קבר	tombeau	PROPN	N;MASC;SG
קבר	caveau	קבר	caveau	PROPN	N;MASC;SG
קבר	tombe	קבר	tomber	PROPN	V;IND;SG;3;PRS;FIN
קבר	grave	קבר	grave	PROPN	ADJ;MASC;SG
אמצע	middle	אמצע	middle	N;MASC;SG	PROPN
אמצע	mid	אמצע	mid	N;MASC;SG	
לברוח	fuite	ברח	fuite	V;NFIN;ACT	N;FEM;SG
לברוח	évasion	ברח	évasion	V;NFIN;ACT	N;FEM;SG
לברוח	escape	ברח	escape	V;NFIN;ACT	N;MASC;SG
המשמר	gardes	המשמר	garde	PROPN	N;MASC;PL
המשמר	garde	המשמר	garde	PROPN	N;FEM;SG
המשמר	gardien	המשמר	gardien	PROPN	N;MASC;SG
חירום	urgences	חירום	urgence	N;MASC;SG	N;FEM;PL
מסיבה	partie	מסיבה	partie		N;FEM;SG
מסיבה	parti	מסיבה	partir		V;MASC;SG;PST;V.PTCP
מסיבה	fete	מסיבה	fete		N;FEM;SG
מסיבה	soirée	מסיבה	soirée		N;FEM;SG
מסיבה	fête	מסיבה	fête		N;FEM;SG
תור	queue	תור	queue		N;FEM;SG
תור	file	תור	file		N;FEM;SG
תור	thors	תור	thor		PROPN
תור	thor	תור	thor		N;MASC;SG
הרקע	fond	הרקע	fond		N;MASC;SG
הרקע	contexte	הרקע	contexte		N;MASC;SG
מעורבות	fiançailles	מעורבות	fiançaille	N;FEM;SG	N;FEM;PL
גרעין	nucléaires	גרעין	nucléaire	N;MASC;SG	ADJ;MASC;PL
גרעין	nucléaire	גרעין	nucléaire	N;MASC;SG	ADJ;MASC;SG
הירש	hirsch	הירש	hirsch	PROPN	PROPN
הזדמנות	opportunités	הזדמנות	opportunité	N;FEM;SG	N;FEM;PL
התקדמות	progresser	התקדמות	progresser	N;FEM;SG	V;NFIN
פילוסופיה	philosophique	פילוסופיה	philosophique	N	ADJ;MASC;SG
הלטינית	latine	הלטיני	latin	ADV	ADJ;FEM;SG
הלטינית	latin	הלטיני	latin	ADV	N;MASC;SG
הלטינית	latines	הלטיני	latin	ADV	ADJ;FEM;PL
נחמן	nachman	נחמן	nachman	PROPN	PROPN
המקורות	origine	המקורה	origine	N;FEM;PL	N;FEM;SG
למלא	remplissage	מילא	remplissage	V;NFIN;ACT	N;MASC;SG
מקצועית	professionnels	מקצועי	professionnel	ADV	ADJ;MASC;PL
מקצועית	professionnelle	מקצועי	professionnel	ADV	ADJ;FEM;SG
מקצועית	professionnel	מקצועי	professionnel	ADV	ADJ;MASC;SG
מקצועית	professionnelles	מקצועי	professionnel	ADV	ADJ;FEM;PL
פליטים	réfugiées	פליט	réfugié	N;MASC;PL	V;FEM;PL;PST;V.PTCP
פליטים	réfugiée	פליט	réfugié	N;MASC;PL	V;FEM;SG;PST;V.PTCP
פליטים	réfugié	פליט	réfugier	N;MASC;PL	V;MASC;SG;PST;V.PTCP
הצבע	couleur	הצבע	couleur		N;FEM;SG
הצבע	coloris	הצבע	coloris		N;MASC;PL
הצבע	couleurs	הצבע	couleur		N;FEM;PL
רצוי	désirée	None	désirer	ADJ;MASC;SG	V;FEM;SG;PST;V.PTCP
רצוי	désiré	None	désirer	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
רצוי	souhaités	None	souhaiter	ADJ;MASC;SG	V;MASC;PL;PST;V.PTCP
רצוי	souhaitée	None	souhaiter	ADJ;MASC;SG	V;FEM;SG;PST;V.PTCP
רצוי	souhaité	None	souhaiter	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
לסיים	finis	סיים	fini	V;NFIN;ACT	ADJ;MASC;PL
רועי	roi	רועה	roi	PROPN	N;MASC;SG
רועי	roy	רועה	roy	PROPN	PROPN
כשל	échec	כשל	échec		N;MASC;SG
כשל	défaillance	כשל	défaillance		N;FEM;SG
ארכיון	archiver	ארכיון	archiver	N;MASC;SG	V;NFIN
ארכיון	archives	ארכיון	archive	N;MASC;SG	N;FEM;PL
ארכיון	archives	ארכיון	archive	N;MASC;SG	N;FEM;PL
פנימי	internes	פנימי	interne		ADJ;MASC;PL
פנימי	interne	פנימי	interne		ADJ;MASC;SG
סטיב	steve	סטיב	steve	PROPN	PROPN
אקס	hache	אקס	hache	PROPN	N;FEM;SG
אקס	haches	אקס	hache	PROPN	N;FEM;PL
אקס	axe	אקס	axe	PROPN	N;MASC;SG
חלקה	lisser	חלקה	lisser	N;FEM;SG	V;NFIN
חלקה	lisses	חלקה	lisse	N;FEM;SG	ADJ;MASC;PL
חלקה	lisse	חלקה	lisse	N;FEM;SG	ADJ;FEM;SG
גלעד	gilad	גלעד	gilad	PROPN	PROPN
מאתר	finder	מאתר	finder		PROPN
מאתר	mather	מאתר	mather		PROPN
קרלוס	carlos	קרלוס	carlos		PROPN
תוכנן	conçues	תוכנן	concevoir	V;MASC;SG;3;PST;PASS	V;FEM;PL;PST;V.PTCP
תוכנן	conçus	תוכנן	concevoir	V;MASC;SG;3;PST;PASS	V;MASC;PL;PST;V.PTCP
רוטשילד	rothschild	רוטשילד	rothschild	PROPN	PROPN
רכס	dorsale	רכס	dorsal	PROPN	ADJ;FEM;SG
רכס	ridge	רכס	ridge	PROPN	PROPN
רכס	arête	רכס	arête	PROPN	N;FEM;SG
רכס	crête	רכס	crête	PROPN	N;FEM;SG
מישל	michelle	מישל	michelle	PROPN	N;FEM;SG
מישל	michèle	מישל	michèle	PROPN	ADJ;FEM;SG
מישל	michele	מישל	michele	PROPN	ADJ;FEM;SG
מישל	michèle	מישל	michèle	PROPN	ADJ;FEM;SG
מישל	michel	מישל	michel	PROPN	PROPN
גלריה	gallery	גלריה	gallery	N;FEM;SG	PROPN
גלריה	galeries	גלריה	galerie	N;FEM;SG	N;FEM;PL
גלריה	galleria	גלריה	galleria	N;FEM;SG	PROPN
תעתיק	transcription	העתיק	transcription	PROPN	N;FEM;SG
חיובי	positives	חיובי	positif	ADJ;MASC;SG	ADJ;FEM;PL
חיובי	positifs	חיובי	positif	ADJ;MASC;SG	ADJ;MASC;PL
השלים	achevés	השלים	achever	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
השלים	terminées	השלים	terminer	V;MASC;SG;3;PST;ACT	V;FEM;PL;PST;V.PTCP
מערכה	agir	מערכה	agir	N;FEM;SG	V;NFIN
מערכה	act	מערכה	act	N;FEM;SG	PROPN
שכתוב	écraser	שכתוב	écraser	PROPN	V;NFIN
עדי	dja	עדי	dja	PROPN	N;MASC;SG
עדי	adi	עדי	adi	PROPN	PROPN
בוב	bob	בוב	bob	PROPN	N;MASC;SG
מפורסמים	fameux	מפורסם	fameux	ADJ;MASC;PL	ADJ;MASC;SG
מפורסמים	célèbre	מפורסם	célèbre	ADJ;MASC;PL	ADJ;MASC;SG
מפורסמים	célébrités	מפורסם	célébrité	ADJ;MASC;PL	N;FEM;PL
תפילה	prières	תפילה	prière	N;FEM;SG	N;FEM;PL
תפילה	prières	תפילה	prière	N;FEM;SG	N;FEM;PL
תפילה	prier	תפילה	prier	N;FEM;SG	V;NFIN
מוריס	morris	הוריס	morris	PROPN	PROPN
מוריס	maurice	הוריס	maurice	PROPN	N;MASC;SG
חקירה	interrogatoires	חקירה	interrogatoire	N;FEM;SG	N;MASC;PL
חקירה	enquêtes	חקירה	enquête	N;FEM;SG	N;FEM;PL
פוליטיקה	politiques	פוליטיקה	politique	N;FEM;SG	ADJ;MASC;PL
פוליטיקה	politique	פוליטיקה	politique	N;FEM;SG	ADJ;MASC;SG
יידיש	yiddish	יידיש	yiddish	PROPN	N;MASC;SG
שעון	regardez	שעון	regarder	PROPN	V;IMP;PL;2;PRS;FIN
שעון	montre	שעון	montrer	PROPN	V;IND;SG;3;PRS;FIN
שעון	montres	שעון	montre	PROPN	N;FEM;PL
שעון	regarder	שעון	regarder	PROPN	V;NFIN
שעון	regarde	שעון	regarder	PROPN	V;IND;SG;3;PRS;FIN
שעון	horloge	שעון	horloge	PROPN	N;FEM;SG
שעון	horloges	שעון	horloge	PROPN	N;FEM;PL
הפרשים	cavalerie	הפרש	cavalerie	N;MASC;PL	N;FEM;SG
מרכזית	central	מרכזי	central	ADV	ADJ;MASC;SG
מרכזית	centrale	מרכזי	central	ADV	ADJ;FEM;SG
בקר	manette	בקר	manette		N;FEM;SG
בקר	contrôleur	בקר	contrôleur		N;MASC;SG
בקר	becker	בקר	becker		PROPN
בקר	bœuf	בקר	bœuf		N;MASC;SG
בקר	boeuf	בקר	boeuf		N;MASC;SG
בקר	bovins	בקר	bovin		N;MASC;PL
בקר	bétail	בקר	bétail		N;MASC;SG
דג	poissons	דג	poisson		N;MASC;PL
דג	pêcher	דג	pêcher		V;NFIN
דג	poisson	דג	poisson		N;MASC;SG
ארסנל	arsenal	ארסנל	arsenal	PROPN	N;MASC;SG
פונה	adressage	פנה	adressage	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
פונה	évacuées	פנה	évacué	V;MASC;SG;V.PTCP;ACT	V;FEM;PL;PST;V.PTCP
פונה	évacués	פנה	évacuer	V;MASC;SG;V.PTCP;ACT	V;MASC;PL;PST;V.PTCP
גדעון	gideon	גדעון	gideon	PROPN	PROPN
גדעון	gédéon	גדעון	gédéon	PROPN	PROPN
מדד	métrique	מדד	métrique	N;MASC;SG	ADJ;MASC;SG
מדד	métriques	מדד	métrique	N;MASC;SG	ADJ;FEM;PL
התפטר	démission	התפטר	démission	V;MASC;SG;3;PST	N;FEM;SG
כריסטיאן	chrétiens	כריסטיאן	chrétien	PROPN	N;MASC;PL
כריסטיאן	christianisme	כריסטיאן	christianisme	PROPN	N;MASC;SG
כריסטיאן	chrétienne	כריסטיאן	chrétien	PROPN	ADJ;FEM;SG
כריסטיאן	christian	כריסטיאן	christian	PROPN	PROPN
כריסטיאן	chrétien	כריסטיאן	chrétien	PROPN	ADJ;MASC;SG
בייחוד	particulièrement	בייחוד	particulièrement		ADV
בייחוד	surtout	בייחוד	surtout		ADV
בייחוד	spécialement	בייחוד	spécialement		ADV
התופעה	phénomène	התופעה	phénomène	V;FEM;SG;3;PST	N;MASC;SG
אוטומטי	auto	אוטומטי	auto	ADJ;MASC;SG	N;MASC;SG
אוטומטי	automatiques	אוטומטי	automatique	ADJ;MASC;SG	ADJ;MASC;PL
אוטומטי	automatisé	אוטומטי	automatiser	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
כהה	noir	כהה	noir		N;MASC;SG
כהה	foncé	כהה	foncé		ADJ;MASC;SG
כהה	sombre	כהה	sombre		ADJ;MASC;SG
כח	résistance	כוח	résistance		N;FEM;SG
כח	solidité	כוח	solidité		N;FEM;SG
כח	force	כוח	force		N;FEM;SG
כח	force	כוח	force		N;FEM;SG
כח	forcer	כוח	forcer		V;NFIN
כח	puissance	כוח	puissance		N;FEM;SG
כח	pouvoir	כוח	pouvoir		V;NFIN
בהשתתפות	vedette	בהשתתפות	vedette	ADV	N;FEM;SG
בהשתתפות	recommandés	בהשתתפות	recommander	ADV	V;MASC;PL;PST;V.PTCP
בהשתתפות	vedettes	בהשתתפות	vedette	ADV	N;FEM;PL
כלום	rien	כלום	rien	N;MASC;SG	PRO;SG
בדו	beddoe	בדו	beddoe		PROPN
הסנאט	sénat	הסנאט	sénat	PROPN	N;MASC;SG
סיכון	risques	סיכון	risque	N;MASC;SG	N;MASC;PL
מזהה	reconnaissent	זיהה	reconnaître	V;MASC;SG;V.PTCP;ACT	V;IND;PL;3;PRS;FIN
מזהה	reconnais	זיהה	reconnaître	V;MASC;SG;V.PTCP;ACT	V;IND;SG;1;PRS;FIN
הנביא	prophète	הנביא	prophète	PROPN	N;MASC;SG
החיבור	branchement	החיבור	branchement	PROPN	N;MASC;SG
החיבור	raccordement	החיבור	raccordement	PROPN	N;MASC;SG
החיבור	connexion	החיבור	connexion	PROPN	N;FEM;SG
נוח	douillet	נוח	douillet	ADJ;MASC;SG	N;MASC;SG
נוח	confortables	נוח	confortable	ADJ;MASC;SG	ADJ;MASC;PL
נוח	noé	נוח	noé	ADJ;MASC;SG	PROPN
נוח	noah	נוח	noah	ADJ;MASC;SG	PROPN
נוח	confortables	נוח	confortable	ADJ;MASC;SG	ADJ;MASC;PL
איטלקים	italiens	איטלקי	italien	N;MASC;PL	ADJ;MASC;PL
מסורתי	traditionnelles	מסורתי	traditionnel	ADJ;MASC;SG	ADJ;FEM;PL
מסורתי	traditionnels	מסורתי	traditionnel	ADJ;MASC;SG	ADJ;MASC;PL
חואן	juan	חואן	juan	PROPN	PROPN
מודרני	modernité	מודרני	modernité	ADJ;MASC;SG	N;FEM;SG
מודרני	modernes	מודרני	moderne	ADJ;MASC;SG	ADJ;MASC;PL
נאסר	nasser	נאסר	nasser	V;MASC;SG;3;PST;MID	N;MASC;SG
נאסר	interdites	נאסר	interdire	V;MASC;SG;3;PST;MID	V;FEM;PL;PST;V.PTCP
נאסר	interdits	נאסר	interdire	V;MASC;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
נאסר	interdits	נאסר	interdire	V;MASC;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
נאסר	bannis	נאסר	bannis	V;MASC;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
פינלנד	finlande	פינלנד	finlande	PROPN	ADJ;FEM;SG
לבנה	blanche	לבן	blanc		ADJ;FEM;SG
לבנה	blancs	לבן	blanc		ADJ;MASC;PL
לבנה	blanches	לבן	blanc		ADJ;FEM;PL
לבנה	blanc	לבן	blanc		N;MASC;SG
לבנה	brick	לבן	brick		N;MASC;SG
לבנה	briques	לבן	brique		N;FEM;PL
לבנה	brique	לבן	brique		N;FEM;SG
לבנה	caucasien	לבן	caucasien		ADJ;MASC;SG
לבנה	caucase	לבן	caucase		PROPN
תרבותי	culturels	תרבותי	culturel	ADJ;MASC;SG	ADJ;MASC;PL
תרבותי	cultivé	תרבותי	cultiver	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
תרבותי	cultivés	תרבותי	cultiver	ADJ;MASC;SG	V;MASC;PL;PST;V.PTCP
חלונות	windows	חלון	window	N;MASC;PL	N;MASC;SG
מפעילים	exploitants	מפעיל	exploitant	V;MASC;PL;V.PTCP;ACT	N;MASC;PL
מפעילים	opérateurs	מפעיל	opérateur	V;MASC;PL;V.PTCP;ACT	N;MASC;PL
מתמטיקה	mathématiques	מתמטיקה	mathématique	N;FEM;SG	N;FEM;PL
מתמטיקה	mathématique	מתמטיקה	mathématique	N;FEM;SG	ADJ;MASC;SG
מתמטיקה	mathématiques	מתמטיקה	mathématique	N;FEM;SG	N;FEM;PL
מתמטיקה	maths	מתמטיקה	math	N;FEM;SG	N;MASC;PL
מתמטיקה	mathématique	מתמטיקה	mathématique	N;FEM;SG	ADJ;MASC;SG
מתמטיקה	mathématiques	מתמטיקה	mathématique	N;FEM;SG	N;FEM;PL
התפתח	développées	התפתח	développer	V;MASC;SG;3;PST	V;FEM;PL;PST;V.PTCP
התפתח	développés	התפתח	développer	V;MASC;SG;3;PST	V;MASC;PL;PST;V.PTCP
פנימית	internes	פנימי	interne	ADV	ADJ;MASC;PL
פנימית	interne	פנימי	interne	ADV	ADJ;MASC;SG
מתה	morte	מת	mourir	PROPN	V;FEM;SG;PST;V.PTCP
מתה	décédé	מת	décéder	PROPN	V;MASC;SG;PST;V.PTCP
מתה	mort	מת	mourir	PROPN	V;MASC;SG;PST;V.PTCP
מתה	morts	מת	mourir	PROPN	V;MASC;PL;PST;V.PTCP
מתה	morte	מת	mourir	PROPN	V;FEM;SG;PST;V.PTCP
מתה	dead	מת	dead	PROPN	N;MASC;SG
מתה	mort	מת	mourir	PROPN	V;MASC;SG;PST;V.PTCP
מדיה	médias	מדיה	média	N;MASC;SG	N;MASC;PL
מדיה	moyen	מדיה	moyen	N;MASC;SG	ADJ;MASC;SG
מדיה	moyennes	מדיה	moyen	N;MASC;SG	ADJ;FEM;PL
נפה	province	נפה	province	PROPN	N;FEM;SG
אימון	pratiquer	אימון	pratiquer	N;MASC;SG	V;NFIN
אימון	pratique	אימון	pratique	N;MASC;SG	ADJ;FEM;SG
אימון	pratiques	אימון	pratique	N;MASC;SG	N;FEM;PL
קרי	kerry	קרי	kerry		PROPN
קרי	carrie	קרי	carrie		N;FEM;SG
קרי	kree	קרי	kree		PROPN
המון	lots	המון	lot		N;MASC;PL
המון	charges	המון	charge		N;FEM;PL
המון	chargements	המון	chargement		N;MASC;PL
סטלין	staline	סטלין	staline	PROPN	N;FEM;SG
נכשל	échec	נכשל	échec	V;MASC;SG;3;PST;MID	N;MASC;SG
הוצאות	dépense	הוצאה	dépense	N;FEM;PL	N;FEM;SG
הוצאות	frais	הוצאה	frais	N;FEM;PL	ADJ;MASC;SG
להוביל	plomb	הוביל	plomb	V;NFIN;ACT	N;MASC;SG
חרב	épée	חרב	épée		N;FEM;SG
חרב	glaive	חרב	glaive		N;MASC;SG
חרב	sabre	חרב	sabre		N;MASC;SG
מפורסם	fameux	מפורסם	fameux	V;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG
מפורסם	célèbre	מפורסם	célèbre	V;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG
מפורסם	célèbres	מפורסם	célèbre	V;MASC;SG;V.PTCP;PASS	ADJ;MASC;PL
מפורסם	célébrités	מפורסם	célébrité	V;MASC;SG;V.PTCP;PASS	N;FEM;PL
מפורסם	célébrité	מפורסם	célébrité	V;MASC;SG;V.PTCP;PASS	N;FEM;SG
יוצרת	créatrice	יצר	créateur	V;FEM;SG;V.PTCP;ACT	N;FEM;SG
יוצרת	créateur	יצר	créateur	V;FEM;SG;V.PTCP;ACT	N;MASC;SG
מחודשת	renouvelée	מחודש	renouveler	ADJ;FEM;SG	V;FEM;SG;PST;V.PTCP
מחודשת	renouvelé	מחודש	renouveler	ADJ;FEM;SG	V;MASC;SG;PST;V.PTCP
מחודשת	renouvelés	מחודש	renouveler	ADJ;FEM;SG	V;MASC;PL;PST;V.PTCP
אלפים	milliers	אלפים	millier	NUM;MASC;PL	N;MASC;PL
אלפים	lutins	אלפים	lutin	NUM;MASC;PL	N;MASC;PL
אלפים	elfes	אלפים	elfe	NUM;MASC;PL	N;MASC;PL
מנזר	monastère	מנזר	monastère	PROPN	N;MASC;SG
מנזר	monastères	מנזר	monastère	PROPN	N;MASC;PL
נוי	ornement	נוי	ornement	PROPN	N;MASC;SG
נוי	ornements	נוי	ornement	PROPN	N;MASC;PL
נוי	ornementales	נוי	ornemental	PROPN	ADJ;FEM;PL
נוי	noy	נוי	noy	PROPN	PROPN
נוי	nui	נוי	nui	PROPN	
חם	chaud	חם	chaud		ADJ;MASC;SG
חם	hot	חם	hot		N;MASC;SG
חם	chaude	חם	chaud		ADJ;FEM;SG
חם	sexy	חם	sexy		ADJ;FEM;SG
חם	chaud	חם	chaud		ADJ;MASC;SG
חם	chaleureux	חם	chaleureux		ADJ;MASC;SG
חם	chaleureuses	חם	chaleureux		ADJ;FEM;PL
חם	chaude	חם	chaud		ADJ;FEM;SG
מרקוס	marcus	מרקוס	marcus	PROPN	PROPN
מרקוס	marcos	מרקוס	marcos	PROPN	PROPN
מרקוס	markus	מרקוס	markus	PROPN	PROPN
זכאי	admissible	זכאי	admissible		ADJ;MASC;SG
זכאי	éligible	זכאי	éligible		ADJ;MASC;SG
זכאי	éligibles	זכאי	éligible		ADJ;MASC;PL
זכאי	admissibles	זכאי	admissible		ADJ;MASC;PL
לירות	shoot	ירה	shoot		N;MASC;SG
לירות	tirer	ירה	tirer		V;NFIN
לירות	tire	ירה	tirer		V;IND;SG;3;PRS;FIN
לירות	tirez	ירה	tirer		V;IMP;PL;2;PRS;FIN
התוצאות	résultats	התוצאות	résultat	N;FEM;SG	N;MASC;PL
בלוס	bellows	בלוס	bellow		PROPN
עזבו	congés	עזב	congé	V;PL;3;PST;ACT	N;MASC;PL
עזבו	congé	עזב	congé	V;PL;3;PST;ACT	N;MASC;SG
קשורים	connexe	קשר	connexe	V;MASC;PL;V.PTCP;ACT	ADJ;MASC;SG
קשורים	connexes	קשר	connexe	V;MASC;PL;V.PTCP;ACT	ADJ;MASC;PL
קשורים	lié	קשר	lier	V;MASC;PL;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
טורניר	tournois	טורניר	tournoi	N;MASC;SG	N;MASC;PL
הרגל	habitude	הרגל	habitude	PROPN	N;FEM;SG
הרגל	habitudes	הרגל	habitude	PROPN	N;FEM;PL
הרגל	habit	הרגל	habit	PROPN	N;MASC;SG
חברון	hébron	חברון	hébron	PROPN	PROPN
סרביה	serbie	סרביה	serbier	PROPN	PROPN
צלם	photographe	צלם	photographe	PROPN	N;MASC;SG
שמינית	eighth	שמינית	eighth	ADV	V
שמינית	huitième	שמינית	huitième	ADV	ADJ;MASC;SG
עילית	élite	עילה	élite	PROPN	N;FEM;SG
עילית	élitiste	עילה	élitiste	PROPN	ADJ;MASC;SG
עילית	élites	עילה	élite	PROPN	N;FEM;PL
עילית	elite	עילה	elite	PROPN	N;MASC;SG
שהתקיימה	entrepris	שהתקיים	entreprendre	PROPN	V;MASC;SG;PST;V.PTCP
און	eun	און	avoir		
הקול	voix	הקול	voix		N;FEM;SG
פישר	fisher	פישר	fisher	PROPN	PROPN
פישר	pêcheur	פישר	pêcheur	PROPN	N;MASC;SG
פישר	fischer	פישר	fischer	PROPN	PROPN
נפתלי	naftali	נפתלי	naftali	PROPN	PROPN
ורדן	verdun	ורדן	verdun	PROPN	PROPN
איור	figue	איור	figue	PROPN	N;FEM;SG
איור	fig	איור	fig	PROPN	N;MASC;SG
איור	illustration	איור	illustration	PROPN	N;FEM;SG
המלחין	compositeur	המלחין	compositeur	PROPN	N;MASC;SG
המלחין	compositrice	המלחין	compositeur	PROPN	N;FEM;SG
נמצאה	trouvées	נמצא	trouver	V;FEM;SG;3;PST;MID	V;FEM;PL;PST;V.PTCP
נמצאה	trouvés	נמצא	trouver	V;FEM;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
חברתיות	sociale	חברתי	social	ADJ;FEM;PL	ADJ;FEM;SG
חברתיות	social	חברתי	social	ADJ;FEM;PL	ADJ;MASC;SG
מתקן	facilité	מתקן	faciliter	N;MASC;SG	V;FEM;SG;PST;V.PTCP
ויילס	galles	ויילס	galle	PROPN	PROPN
הכנסה	revenus	הכנסה	revenu	N;FEM;SG	N;MASC;PL
הכנסה	revenu	הכנסה	revenir	N;FEM;SG	V;MASC;SG;PST;V.PTCP
הכנסה	recettes	הכנסה	recette	N;FEM;SG	N;FEM;PL
הכנסה	revenu	הכנסה	revenir	N;FEM;SG	V;MASC;SG;PST;V.PTCP
הכנסה	revenus	הכנסה	revenu	N;FEM;SG	N;MASC;PL
תסריטאי	rédacteur	תסריטאי	rédacteur	PROPN	N;MASC;SG
תסריטאי	auteur	תסריטאי	auteur	PROPN	N;MASC;SG
תסריטאי	écrivain	תסריטאי	écrivain	PROPN	N;MASC;SG
תסריטאי	scénariste	תסריטאי	scénariste	PROPN	N;MASC;SG
תסריטאי	scénariste	תסריטאי	scénariste	PROPN	N;MASC;SG
הפרט	individuelle	הפרט	individuel	PROPN	ADJ;FEM;SG
