gerais	gerais	gerais	gerais	N;INDF;SG	PROPN;INDF;MASC;SG
falsk	фалшив	falsk	фалшив	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
falsk	фалшиви	falsk	фалшив	N;INDF;MASC;SG	ADJ;INDF;PL
falsk	фалшиво	falsk	фалшиво	N;INDF;MASC;SG	ADV
falsk	фалшива	falsk	фалшив	N;INDF;MASC;SG	ADJ;INDF;FEM;SG
munk	монк	munk	монк	N;INDF;MASC;SG	PROPN;INDF;FEM;SG
hals	гърлото	hals	гърло	N;INDF;MASC;SG	N;DEF;NEUT;SG
hals	нек	hals	нек	N;INDF;MASC;SG	PROPN;INDF;FEM;SG
fet	дръзки	fet	дръзка	N;INDF;MASC;SG	N;INDF;FEM;PL
fet	смело	fet	смело	N;INDF;MASC;SG	ADV
fet	дръзко	fet	дързък	N;INDF;MASC;SG	ADV
fet	смели	fet	смял	N;INDF;MASC;SG	ADJ;INDF;PL
fet	смел	fet	смел	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
fet	дебела	fet	дебел	N;INDF;MASC;SG	ADJ;INDF;FEM;SG
fet	мазнини	fet	мазнин	N;INDF;MASC;SG	N;INDF;FEM;PL
fet	дебели	fet	дебел	N;INDF;MASC;SG	ADJ;INDF;PL
fet	дебел	fet	дебел	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
summen	сума	sum	сума	N;DEF;MASC;SG	N;INDF;FEM;SG
summen	sum	sum	sum	N;DEF;MASC;SG	PROPN;INDF;MASC;SG
summen	сбор	sum	сбор	N;DEF;MASC;SG	N;INDF;MASC;SG
summen	сум	sum	сум	N;DEF;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
inter	inter	inter	inter	N	PROPN;INDF;MASC;SG
inter	интер	inter	интер	N	PROPN;INDF;MASC;SG
spinner	въртене	spinner	въртене	N;INDF;FEM;PL	N;INDF;NEUT;SG
spinner	върти	spinner	въртя-(се)	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
nikolai	николай	nikolai	николай	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
waters	води	waters	водя	N;INDF;MASC;SG	V;IPFV;IMP;SG;2;FIN
waters	уотърс	waters	уотърс	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
waters	водите	waters	вода	N;INDF;MASC;SG	N;DEF;FEM;PL
hydrogen	водород	hydrog	водород	N;DEF;MASC;SG	N;INDF;MASC;SG
tester	изпитване	tester	изпитване	N;INDF;FEM;PL	N;INDF;NEUT;SG
tester	тестване	tester	тестване	N;INDF;FEM;PL	N;INDF;NEUT;SG
imdb	imdb	imdbe	imdb	N	PROPN;INDF;MASC;SG
curtis	къртис	curtis	къртис	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
ukrainske	украински	ukrainsk	украински	ADJ;PL	ADJ;INDF;MASC;SG
without	без	without	без	N;INDF;NEUT;SG	ADP
todd	тод	todd	тод	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
nøyaktige	точен	nøyaktig	точен	ADJ;PL	ADJ;INDF;MASC;SG
nøyaktige	точна	nøyaktig	точен	ADJ;PL	ADJ;INDF;FEM;SG
castro	кастро	castro	кастро	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
himmel	раят	himmel	рай	N;INDF;MASC;SG	ADV
himmel	небето	himmel	небе	N;INDF;MASC;SG	N;DEF;NEUT;SG
himmel	небето	himmel	небе	N;INDF;MASC;SG	N;DEF;NEUT;SG
ibm	ibm	ibm	ibm	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
rob	роб	rob	роб	PROPN	N;INDF;MASC;SG
manuelt	ръчно	manuell	ръчно	ADJ;INDF;NEUT;SG	ADV
gudinne	богинята	gudinne	богиня	N;INDF;FEM;SG	N;DEF;FEM;SG
urter	билки	urter	билка	N;INDF;NEUT;SG	N;INDF;FEM;PL
omgivelser	обстановка	omgivelser	обстановка	N;INDF;MASC;PL	N;INDF;FEM;SG
omgivelser	обкръжение	omgivelser	обкръжение	N;INDF;MASC;PL	N;INDF;NEUT;SG
omgivelser	среда	omgivelser	среда	N;INDF;MASC;PL	N;INDF;FEM;SG
velkjent	познати	velkjent	познат	ADJ;INDF;NEUT;SG	ADJ;INDF;PL
velkjent	познат	velkjent	познат	ADJ;INDF;NEUT;SG	N;INDF;MASC;SG
velkjent	познато	velkjent	познато	ADJ;INDF;NEUT;SG	ADV
velkjent	запознат	velkjent	запозная-(се)	ADJ;INDF;NEUT;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
erstatter	подмяна	erstatter	подмяна	N;INDF;FEM;PL	N;INDF;FEM;SG
erstatter	замяна	erstatter	замяна	N;INDF;FEM;PL	N;INDF;FEM;SG
erstatter	заменя	erstatter	заменям	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
erstatter	замества	erstatter	замествам	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
erstatter	подмяна	erstatter	подмяна	N;INDF;FEM;PL	N;INDF;FEM;SG
erstatter	замяна	erstatter	замяна	N;INDF;FEM;PL	N;INDF;FEM;SG
erstatter	заместване	erstatter	заместване	N;INDF;FEM;PL	N;INDF;NEUT;SG
skarp	остро	skarp	остро	ADJ;INDF;SG	ADV
skarp	шарп	skarp	шарп	ADJ;INDF;SG	PROPN;INDF;MASC;SG
skarp	остър	skarp	остър	ADJ;INDF;SG	N;INDF;MASC;SG
skarp	остра	skarp	остър	ADJ;INDF;SG	N;INDF;FEM;SG
skarp	остри	skarp	остър	ADJ;INDF;SG	ADJ;INDF;PL
marcel	марсел	marcel	марсел	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
overgrep	малтретиране	overgrep	малтретиране	N;INDF;NEUT;PL	N;INDF;NEUT;SG
overgrep	злоупотреба	overgrep	злоупотреба	N;INDF;NEUT;PL	N;INDF;FEM;SG
gaver	подаръците	gaver	подарък	N;INDF;FEM;PL	N;DEF;MASC;PL
gaver	представя	gaver	представям-(се)	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
gaver	подаръците	gaver	подарък	N;INDF;FEM;PL	N;DEF;MASC;PL
marseille	марсилия	marseill	марсилия	N;INDF;MASC;SG	PROPN;INDF;FEM;SG
marseille	марсилия	marseill	марсилия	N;INDF;MASC;SG	PROPN;INDF;FEM;SG
player	плеър	play	плеър	N;INDF;FEM;PL	N;INDF;MASC;SG
player	играч	play	играч	N;INDF;FEM;PL	N;INDF;MASC;SG
mel	мел	mel	мел	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
muntlig	орален	muntlig	орален	ADJ;INDF;NEUT;SG	N;INDF;MASC;SG
muntlig	орално	muntlig	орално	ADJ;INDF;NEUT;SG	ADV
muntlig	перорално	muntlig	перорален	ADJ;INDF;NEUT;SG	ADV
utah	юта	utah	юта	PROPN	PROPN;INDF;FEM;SG
auto	автоматично	auto	автоматично	N;INDF;MASC;SG	ADV
auto	авто	auto	авто	N;INDF;MASC;SG	N;INDF;MASC;PL
lind	линд	lind	линд	PROPN	N;INDF;FEM;SG
uci	uci	uci	uci	N	PROPN;INDF;MASC;SG
utøverne	спортисти	utøverne	спортист	N;INDF;MASC;SG	N;INDF;MASC;PL
utøverne	атлети	utøverne	атлет	N;INDF;MASC;SG	N;INDF;MASC;PL
utøverne	спортистите	utøverne	спортист	N;INDF;MASC;SG	N;DEF;MASC;PL
tilbudet	оферта	tilbud	оферта	N;DEF;NEUT;SG	N;INDF;FEM;SG
tilbudet	предложение	tilbud	предложение	N;DEF;NEUT;SG	N;INDF;NEUT;SG
tilbudet	предлагане	tilbud	предлагане	N;DEF;NEUT;SG	N;INDF;NEUT;SG
tilbudet	предложи	tilbud	предложа	N;DEF;NEUT;SG	V;PFV;IND;SG;3;PST;FIN;ACT
kamerun	камерун	kamerun	камерун	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
ferguson	фъргюсън	ferguson	фъргюсън	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
fremmed	непозната	fremmed	непознат	N;INDF;MASC;SG	ADJ;INDF;FEM;SG
stjernene	звездички	stjerne	звездичка	N;DEF;FEM;PL	N;INDF;FEM;PL
stjernene	звезди	stjerne	звезда	N;DEF;FEM;PL	N;INDF;FEM;PL
command	командата	command	команда	N;INDF;MASC;SG	N;DEF;MASC;SG
madsen	медсън	mads	медсън	N;DEF;MASC;SG	PROPN;INDF;MASC;SG
tolkes	тълкува	tolke	тълкувам	N;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
españa	españa	espaze	españa	N;INDF;MASC;SG	ADJ
kaster	хвърляне	kaste	хвърляне	N;INDF;FEM;PL	N;INDF;NEUT;SG
kaster	хвърля	kaste	хвърлям-(се)	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
løpere	бегачи	løpere	бегач	N;INDF;FEM;SG	N;INDF;MASC;PL
oppdage	откриване	oppdage	откриване	V;NFIN	N;INDF;NEUT;SG
board	борда	board	борд	N;INDF;NEUT;SG	N;DEF;MASC;SG
vogt	vogt	vogt	vogt	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
utslipp	емисиите	utslipp	емисия	N;INDF;NEUT;SG	N;DEF;FEM;PL
utslipp	емисии	utslipp	емисия	N;INDF;NEUT;SG	N;INDF;FEM;PL
busser	автобуси	busse	автобус	N;INDF;MASC;SG	N;INDF;MASC;PL
busser	автобусите	busse	автобус	N;INDF;MASC;SG	N;DEF;MASC;PL
verb	глаголи	verb	глагол	N;INDF;NEUT;SG	N;INDF;MASC;PL
satse	залог	satse	залог	V;NFIN	N;INDF;MASC;SG
satse	облог	satse	облог	V;NFIN	N;INDF;MASC;SG
interesserte	заинтересована	interessere	заинтересован	ADJ;PL;V.PTCP	ADJ;INDF;FEM;SG
interesserte	заинтригуван	interessere	заинтригувам	ADJ;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
interesserte	заинтересуван	interessere	заинтересувам-(се)	ADJ;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
interesserte	заинтересован	interessere	заинтересовам	ADJ;PL;V.PTCP	ADJ;INDF;MASC;SG
alpine	алпийски	alpine	алпийски	ADJ;PL	ADJ;INDF;MASC;SG
nattfly	sphingidae	nattfly	sphingidae	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
grov	груби	grov	груб	ADJ;INDF;SG	ADJ;INDF;PL
dødelig	смъртоносен	dødelig	смъртоносен	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
dødelig	смъртоносно	dødelig	смъртоносно	N;INDF;MASC;SG	ADV
dødelig	смъртоносна	dødelig	смъртоносен	N;INDF;MASC;SG	ADJ;INDF;FEM;SG
dødelig	смъртоносни	dødelig	смъртоносен	N;INDF;MASC;SG	ADJ;INDF;PL
dødelig	смъртоносен	dødelig	смъртоносен	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
dødelig	смъртоносно	dødelig	смъртоносно	N;INDF;MASC;SG	ADV
dødelig	смъртоносна	dødelig	смъртоносен	N;INDF;MASC;SG	ADJ;INDF;FEM;SG
dødelig	смъртоносни	dødelig	смъртоносен	N;INDF;MASC;SG	ADJ;INDF;PL
dødelig	смъртоносен	dødelig	смъртоносен	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
dødelig	фатална	dødelig	фатален	N;INDF;MASC;SG	ADJ;INDF;FEM;SG
dødelig	смъртоносно	dødelig	смъртоносно	N;INDF;MASC;SG	ADV
dødelig	фатален	dødelig	фатален	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
dødelig	фатално	dødelig	фатален	N;INDF;MASC;SG	ADV
dødelig	смъртни	dødelig	смъртен	N;INDF;MASC;SG	ADJ;INDF;PL
dødelig	смъртен	dødelig	смъртя-(се)	N;INDF;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
dødelig	смъртна	dødelig	смъртен	N;INDF;MASC;SG	ADJ;INDF;FEM;SG
krise	кризата	krise	криза	N;INDF;FEM;SG	N;DEF;FEM;SG
krise	кризи	krise	криза	N;INDF;FEM;SG	N;INDF;FEM;PL
vurderte	номинална	vurdere	номинален	V;IND;PST;FIN	ADJ;INDF;FEM;SG
vinduer	прозорци	vindu	прозорец	N;INDF;MASC;SG	N;INDF;MASC;PL
vinduer	прозорците	vindu	прозорец	N;INDF;MASC;SG	N;DEF;MASC;PL
imo	ммо	imo	ммо	N;INDF;NEUT;SG	N;DEF;MASC;SG
innsikt	анализи	innsikt	анализ	N;INDF;FEM;SG	N;INDF;MASC;PL
innsikt	анализите	innsikt	анализ	N;INDF;FEM;SG	N;DEF;MASC;PL
next	следващо	next	следвам	N	ADV
next	следващ	next	следвам	N	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
next	следваща	next	следвам	N	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
alessandro	алесандро	alessandro	алесандро	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
modifisert	променени	modifisere	променя-(се)	ADJ;INDF;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
modifisert	променено	modifisere	променя-(се)	ADJ;INDF;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
modifisert	модифициран	modifisere	модифицирам	ADJ;INDF;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
modifisert	променен	modifisere	променя-(се)	ADJ;INDF;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
modifisert	модифицирани	modifisere	модифицирам	ADJ;INDF;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
modifisert	модифицирана	modifisere	модифицирам	ADJ;INDF;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
ekstern	външно	ekstern	външен	ADJ;INDF;SG	ADV
ekstern	външни	ekstern	външен	ADJ;INDF;SG	ADJ;INDF;PL
sammenslåingen	обединяване	sammenslåing	обединяване	N;DEF;MASC;SG	N;INDF;NEUT;SG
sammenslåingen	сливане	sammenslåing	сливане	N;DEF;MASC;SG	N;INDF;NEUT;SG
temple	храмът	temple	храм	N;INDF;MASC;SG	N;DEF;MASC;SG
vellykkede	успешна	vellykkede	успешен	N;INDF;MASC;SG	ADJ;INDF;FEM;SG
vellykkede	успешни	vellykkede	успешен	N;INDF;MASC;SG	ADJ;INDF;PL
vellykkede	успешен	vellykkede	успешен	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
vellykkede	успешно	vellykkede	успешно	N;INDF;MASC;SG	ADV
internt	вътрешно	intern	вътрешен	ADJ;INDF;NEUT;SG	ADV
internt	вътрешни	intern	вътрешен	ADJ;INDF;NEUT;SG	ADJ;INDF;PL
internt	вътрешно	intern	вътрешен	ADJ;INDF;NEUT;SG	ADV
søkt	приложен	søkje	приложа	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
søkt	приложена	søkje	приложа	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
søkt	прилагана	søkje	прилагам	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
søkt	приложено	søkje	приложа	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
søkt	приложени	søkje	приложа	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
due	гълъби	due	гълъб	N;INDF;FEM;SG	N;INDF;FEM;PL
krigene	войни	krig	война	N;DEF;FEM;PL	N;INDF;FEM;PL
jung	юнг	jung	юнг	N;INDF;MASC;SG	PROPN;INDF;FEM;SG
richards	ричардс	richards	ричардс	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
notert	отбелязана	notere	отбележа	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
notert	отбеляза	notere	отбележа	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
notert	отбелязано	notere	отбележа	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
notert	отбелязан	notere	отбележа	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
clara	клара	clare	клар	PROPN	PROPN;INDF;FEM;SG
posthumt	посмъртно	posthum	посмъртно	N;INDF;NEUT;SG	ADV
harper	харпър	harpe	харпър	N;INDF;FEM;PL	PROPN;INDF;MASC;SG
tunneler	тунелите	tunnele	нунел	N;INDF;FEM;PL	N;DEF;MASC;PL
emmy	еми	emmy	еми	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
elin	елин	elin	елин	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
queens	куийнс	que	куийнс	N;GEN;DEF;MASC;SG	N;INDF;MASC;SG
queens	куинс	que	куинс	N;GEN;DEF;MASC;SG	N;INDF;MASC;SG
queens	кралици	que	кралик	N;GEN;DEF;MASC;SG	N;INDF;MASC;PL
kulturelt	културно	kulturell	културно	ADJ;INDF;NEUT;SG	ADV
enger	пасища	enge	пасище	N;INDF;NEUT;SG	N;INDF;NEUT;PL
yale	йейл	yale	йейл	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
brød	хляба	brød	хляб	N;INDF;NEUT;SG	N;DEF;MASC;SG
aluminium	алуминиеви	aluminium	алуминиев	N;INDF;MASC;SG	ADJ;INDF;PL
aluminium	алуминиев	aluminium	алуминиев	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
aluminium	алуминиева	aluminium	алуминиев	N;INDF;MASC;SG	PROPN;INDF;FEM;SG
bestilt	нареди	bestille	наредя-(се)	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
bestilt	наредено	bestille	нареда-(се)	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
bestilt	поръчани	bestille	поръчам	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
nebraska	небраска	nebraske	небраски	N;DEF;FEM;SG	ADJ;INDF;FEM;SG
brakt	доведен	bryke	доведа	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
brakt	доведе	bryke	доведа	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
brakt	доведени	bryke	доведа	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
skoger	уудс	skoge	уудс	N;INDF;FEM;PL	PROPN;INDF;MASC;SG
skoger	горите	skoge	гора	N;INDF;FEM;PL	N;DEF;FEM;PL
sirkel	кръгът	sirkel	кръг	N;INDF;MASC;SG	N;DEF;MASC;SG
bensin	газове	bensin	газ	N;INDF;MASC;SG	N;INDF;MASC;PL
trenge	необходимост	trenge	необходимост	V;IMP;NFIN	N;INDF;FEM;SG
trenge	нужда	trenge	нужда	V;IMP;NFIN	N;INDF;FEM;SG
trenge	потребност	trenge	потребност	V;IMP;NFIN	N;INDF;FEM;SG
stol	столът	stol	стол	N;INDF;MASC;SG	N;DEF;MASC;SG
midlertidige	временна	midlertidig	временен	ADJ;PL	ADJ;INDF;FEM;SG
midlertidige	временен	midlertidig	временя-(се)	ADJ;PL	ADJ;INDF;MASC;SG
midlertidige	временно	midlertidig	временно	ADJ;PL	ADV
omgivelsene	обстановка	omgivelse	обстановка	N;DEF;FEM;PL	N;INDF;FEM;SG
omgivelsene	обкръжение	omgivelse	обкръжение	N;DEF;FEM;PL	N;INDF;NEUT;SG
omgivelsene	среда	omgivelse	среда	N;DEF;FEM;PL	N;INDF;FEM;SG
bryllup	сватбите	bryllup	сватба	N;INDF;MASC;SG	N;DEF;FEM;PL
bryllup	сватби	bryllup	сватба	N;INDF;MASC;SG	N;INDF;FEM;PL
kiel	кил	kiel	кил	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
korrupsjon	корупцията	korrupsjon	корупция	N;INDF;MASC;SG	N;DEF;FEM;SG
kontakter	контакти	kontakt	контакт	N;INDF;NEUT;SG	N;INDF;MASC;PL
newman	нюман	newman	нюман	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
størrelser	размери	størrelser	размер	N;INDF;NEUT;SG	N;INDF;MASC;PL
eiker	спици	eike	спица	N;INDF;MASC;SG	N;INDF;FEM;PL
aviation	авиационна	aviation	авиационен	N;INDF;NEUT;SG	ADJ;INDF;FEM;SG
aviation	авиацията	aviation	авиация	N;INDF;NEUT;SG	N;DEF;FEM;SG
tillate	позволете	tillate	позволя-(си)	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;IMP;PL;2;FIN
tillate	позволи	tillate	позволя-(си)	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;IMP;SG;2;PST;FIN
tillate	разрешителното	tillate	разрешително	ADJ;INDF;NEUT;SG;V.PTCP	N;DEF;NEUT;SG
tillate	разрешително	tillate	разрешително	ADJ;INDF;NEUT;SG;V.PTCP	N;INDF;NEUT;SG
tillate	разрешение	tillate	разрешение	ADJ;INDF;NEUT;SG;V.PTCP	N;INDF;NEUT;SG
oddvar	одвар	oddvar	одвар	PROPN	N;INDF;MASC;SG
limited	ограничено	limited	огранича	N;INDF;MASC;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
limited	ограничена	limited	огранича-(се)	N;INDF;MASC;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
limited	limited	limited	limited	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
limited	ограничен	limited	огранича-(се)	N;INDF;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
limited	ограничени	limited	огранича-(се)	N;INDF;MASC;SG	V;PFV;INDF;PL;V.PTCP;PASS
initiativet	инициатива	initiativ	инициатива	N;DEF;NEUT;SG	N;INDF;FEM;SG
legeme	тялото	legeme	тяло	N;INDF;NEUT;SG	N;DEF;NEUT;SG
legeme	телесно	legeme	телесно	N;INDF;NEUT;SG	ADV
nature	природата	nature	природа	N;INDF;MASC;SG	N;DEF;FEM;SG
lilla	лилава	lille	лилав	N;DEF;FEM;SG	ADJ;INDF;FEM;SG
lilla	пурпурно	lille	пурпурно	N;DEF;FEM;SG	ADV
lilla	лилаво	lille	лилаво	N;DEF;FEM;SG	ADV
lilla	лилав	lille	лилав	N;DEF;FEM;SG	N;INDF;MASC;SG
utlendinger	чужденци	utlendinger	чужденец	N;INDF;MASC;SG	N;INDF;MASC;PL
utlendinger	чужденците	utlendinger	чужденец	N;INDF;MASC;SG	N;DEF;MASC;PL
hytte	хижата	hytte	хижа	N;INDF;FEM;SG	N;DEF;FEM;SG
religiøst	религиозно	religiøs	религиозен	ADJ;INDF;NEUT;SG	ADV
religiøst	религиозни	religiøs	религиозен	ADJ;INDF;NEUT;SG	ADJ;INDF;PL
religiøst	религиозно	religiøs	религиозен	ADJ;INDF;NEUT;SG	ADV
kaffe	кафето	kaffe	кафе	N;INDF;MASC;SG	N;DEF;NEUT;SG
skyldig	виновни	skyldig	виновен	ADJ;INDF;NEUT;SG	ADJ;INDF;PL
irene	ирене	iren	ирене	N;INDF;NEUT;SG	PROPN;INDF;FEM;SG
irene	ирен	iren	ирен	N;INDF;NEUT;SG	PROPN;INDF;FEM;SG
irene	айрин	iren	айрин	N;INDF;NEUT;SG	PROPN;INDF;MASC;SG
heinz	хайнц	heinz	хайнц	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
gallia	галия	gallia	галия	PROPN	PROPN;INDF;FEM;SG
gallia	гал	gallia	гал	PROPN	PROPN;INDF;MASC;SG
operation	операцията	operation	операция	N;INDF;MASC;SG	N;DEF;FEM;SG
keramikk	керамични	keramikk	керамичен	N;INDF;NEUT;SG	ADJ;INDF;PL
fiendtlige	враждебна	fiendtlige	враждебен	ADJ;PL	ADJ;INDF;FEM;SG
fiendtlige	враждебност	fiendtlige	враждебност	ADJ;PL	N;INDF;FEM;SG
fiendtlige	враждебно	fiendtlige	враждебно	ADJ;PL	ADV
fiendtlige	враждебен	fiendtlige	враждебен	ADJ;PL	ADJ;INDF;MASC;SG
slektning	относителна	slektning	относителен	N;INDF;MASC;SG	ADJ;INDF;FEM;SG
slektning	относително	slektning	относително	N;INDF;MASC;SG	ADV
guitar	китарата	guit	китар	N;INDF;MASC;SG	N;DEF;FEM;SG
sinn	ума	sinn	ум	N;INDF;NEUT;SG	N;DEF;MASC;SG
sinn	умовете	sinn	ум	N;INDF;NEUT;SG	N;DEF;MASC;PL
sinn	умове	sinn	ум	N;INDF;NEUT;SG	N;INDF;MASC;PL
kampanjen	кампания	kampanje	кампания	N;DEF;MASC;SG	N;INDF;FEM;SG
vogner	вагоните	vogn	вагон	N;INDF;FEM;PL	N;DEF;MASC;PL
registrere	регистър	registrere	регистър	V;NFIN	N;INDF;MASC;SG
registrere	регистриране	registrere	регистриране	V;NFIN	N;INDF;NEUT;SG
lam	агнешко	lam	агнешко	N;INDF;NEUT;SG	ADV
lam	агнета	lam	агне	N;INDF;NEUT;SG	N;INDF;NEUT;PL
wade	уейд	wade	уейд	N;INDF;MASC;SG	PROPN;INDF;MASC;SG
hedret	почетен	hedr	почетен	N;INDF;NEUT;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
måles	измерени	måle	измеря	N;INDF;MASC;SG	V;PFV;INDF;PL;V.PTCP;PASS
måles	измерено	måle	измеря	N;INDF;MASC;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
måles	измерен	måle	измеря	N;INDF;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
måles	измерена	måle	измеря	N;INDF;MASC;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
daily	дневна	daily	дневен	N;INDF;MASC;SG	ADJ;INDF;FEM;SG
daily	дневен	daily	дневен	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
daily	ежедневно	daily	ежедневно	N;INDF;MASC;SG	ADV
daily	дневно	daily	дневен	N;INDF;MASC;SG	ADV
fenomener	феномен	fenomen	феномен	N;INDF;MASC;PL	N;INDF;MASC;SG
betraktelig	значително	betraktelig	значително	N;INDF;MASC;SG	ADV
lesning	чета	lesning	чета	N;INDF;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
lesning	четенето	lesning	четене	N;INDF;FEM;SG	N;DEF;NEUT;SG
verdifulle	ценна	verdifull	ценен	ADJ;PL	ADJ;INDF;FEM;SG
verdifulle	ценно	verdifull	ценен	ADJ;PL	ADV
verdifulle	ценен	verdifull	ценен	ADJ;PL	ADJ;INDF;MASC;SG
drivstoff	горива	drivstoff	гориво	N;INDF;NEUT;SG	N;INDF;NEUT;PL
plast	пластмаси	plast	пластмас	N;INDF;MASC;SG	N;INDF;MASC;PL
plast	пластмасова	plast	пластмасов	N;INDF;MASC;SG	ADJ;INDF;FEM;SG
plast	пластмасови	plast	пластмасов	N;INDF;MASC;SG	ADJ;INDF;PL
plast	пластмасов	plast	пластмасов	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
tonnasje	тонажа	tonnasje	тонажа	N;INDF;MASC;SG	N;DEF;MASC;SG
visa	визи	vise	виза	N;INDF;FEM;SG	N;INDF;FEM;PL
åpnes	отваря	åpes	отварям-(се)	N;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
utallige	безброй	utallig	безброй	ADJ;PL	ADV
lorenzo	лоренцо	lorenzo	лоренцо	N;DEF;MASC;SG	N;INDF;MASC;SG
medium	средна	medium	среден	N;INDF;NEUT;SG	ADJ;INDF;FEM;SG
