پِدر	father	پِدر	father	PROPN;NOM;MASC;SG;3	N;SG
پِیچھا	following	پِیچھ	follow	PROPN;NOM;MASC;SG;3	V;V.MSDR
پِیچھا	rear	پِیچھ	rear	PROPN;NOM;MASC;SG;3	N;SG
پِیچھے	behind	پِیچھے	behind	PROPN;NOM;MASC;SG;3	ADV
پِیچھے	ago	پِیچھے	ago	PROPN;NOM;MASC;SG;3	ADV
پِیچھے	after	پِیچھے	after	PROPN;NOM;MASC;SG;3	ADV
پِیچھے	subsequently	پِیچھے	subsequently	PROPN;NOM;MASC;SG;3	ADV
پِیچھے	formerly	پِیچھے	formerly	PROPN;NOM;MASC;SG;3	ADV
پِیخال	guano	پِیخال	guano	PROPN;NOM;MASC;SG;3	N;SG
پَیخانہ	toilet	پَیخانہ	toilet	PROPN;NOM;MASC;SG;3	N;SG
پَیدا	profit	پَیدا	profit	PROPN;NOM;MASC;SG;3	N;SG
پَیدا	produced	پَیدا	produce	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پَیدا	discovered	پَیدا	discover	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پَیدا	manifest	پَیدا	manifest	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پَیدا	generated	پَیدا	generate	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پَیدا	earning	پَیدا	earning	PROPN;NOM;MASC;SG;3	N;SG
پَیدا	procured	پَیدا	procure	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پَیدا	gain	پَیدا	gain	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پَیدا	bribe	پَیدا	bribe	PROPN;NOM;MASC;SG;3	N;SG
پَیدا	income	پَیدا	income	PROPN;NOM;MASC;SG;3	N;SG
پَیدا	invented	پَیدا	invent	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پَیدا	exhibited	پَیدا	exhibit	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پَیدا	born	پَیدا	bear	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پَیدا	created	پَیدا	create	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پَیدا	earned	پَیدا	earn	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پَیدا	acquired	پَیدا	acquire	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پَیداوار	fruit	پَیداوار	fruit	PROPN;NOM;MASC;SG;3	N;SG
پَیداوار	income	پَیداوار	income	PROPN;NOM;MASC;SG;3	N;SG
پَیداوار	yield	پَیداوار	yield	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پَیداواری	productive	پَیداواری	productive	PROPN;NOM;MASC;SG;3	ADJ
پَیدائش	profits	پَیدائش	profit	PROPN;NOM;MASC;SG;3	N;PL
پَیدائش	birth	پَیدائش	birth	PROPN;NOM;MASC;SG;3	N;SG
پَیدائش	earnings	پَیدائش	earning	PROPN;NOM;MASC;SG;3	N;PL
پَیدائش	creation	پَیدائش	creation	PROPN;NOM;MASC;SG;3	N;SG
پَیدائش	produce	پَیدائش	produce	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پَیدائشی	congenital	پَیدائشی	congenital	N;NOM;MASC;SG;3	ADJ
پَیدائشی	natural	پَیدائشی	natural	N;NOM;MASC;SG;3	ADJ
پَیدائشی	innate	پَیدائشی	innate	N;NOM;MASC;SG;3	ADJ
پَیدائشی	original	پَیدائشی	original	N;NOM;MASC;SG;3	ADJ
پَیدائی	obvious	پَیدائی	obvious	PROPN;NOM;MASC;SG;3	ADJ
پَیدائی	manifest	پَیدائی	manifest	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پَیدائی	existence	پَیدائی	existence	PROPN;NOM;MASC;SG;3	N;SG
پَیدائی	manifestation	پَیدائی	manifestation	PROPN;NOM;MASC;SG;3	N;SG
پَیدل	pawn	پَیدل	pawn	PROPN;NOM;MASC;SG;3	N;SG
پَیدل	walking	پَیدل	walking	PROPN;NOM;MASC;SG;3	N;SG
پَیر	foot	پَیر	foot	PROPN;NOM;MASC;SG;3	N;SG
پِیر	monday	پِیر	monday	PROPN;NOM;MASC;SG;3	PROPN;SG
پِیر	mystic	پِیر	mystic	PROPN;NOM;MASC;SG;3	PROPN;SG
پِیر	saint	پِیر	saint	PROPN;NOM;MASC;SG;3	PROPN;SG
پِیر	pain	پِیر	pain	PROPN;NOM;MASC;SG;3	N;SG
پَیرا	paragraph	پَیرا	paragraph	PROPN;NOM;MASC;SG;3	N;SG
پَیرا	para	پَیرا	para	PROPN;NOM;MASC;SG;3	PROPN;SG
پِیرا	yellow	پِیرا	yellow	PROPN;NOM;MASC;SG;3	ADJ
پَیراستگی	trimming	پَیراستگی	trimming	PROPN;NOM;MASC;SG;3	N;SG
پَیراستگی	decoration	پَیراستگی	decoration	PROPN;NOM;MASC;SG;3	N;SG
پَیراستہ	adorned	پَیراستہ	adorn	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پَیراستہ	adjusted	پَیراستہ	adjust	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پَیراستہ	decorated	پَیراستہ	decorate	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پَیراستہ	arranged	پَیراستہ	arrange	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پَیراک	swimmer	پَیراک	swimmer	PROPN;NOM;MASC;SG;3	N;SG
پَیراکہ	flipper	پَیراکہ	flipper	PROPN;NOM;MASC;SG;3	N;SG
پَیراکی	swimming	پَیراکی	swim	PROPN;NOM;MASC;SG;3	N;SG
پَیراکیہ	plankton	پَیراکیہ	plankton	PROPN;NOM;MASC;SG;3	N;SG
پَیرامن	skirt	پَیرامن	skirt	PROPN;NOM;MASC;SG;3	N;SG
پَیرامن	around	پَیرامن	around	PROPN;NOM;MASC;SG;3	ADV
پَیرامن	circuit	پَیرامن	circuit	PROPN;NOM;MASC;SG;3	N;SG
پَیرامن	environs	پَیرامن	environ	PROPN;NOM;MASC;SG;3	N;PL
پَیرامن	about	پَیرامن	about	PROPN;NOM;MASC;SG;3	ADV
پَیرامن	circumference	پَیرامن	circumference	PROPN;NOM;MASC;SG;3	N;SG
پِیران	priests	پِیران	priest	PROPN;NOM;MASC;SG;3	N;PL
پِیران	saints	پِیران	saint	PROPN;NOM;MASC;SG;3	N;PL
پِیرانہ	elderly	پِیرانہ	elderly	PROPN;NOM;MASC;SG;3	ADJ
پَیراہن	apparel	پَیراہن	apparel	PROPN;NOM;MASC;SG;3	N;SG
پَیراہن	mantle	پَیراہن	mantle	PROPN;NOM;MASC;SG;3	N;SG
پَیراہن	attire	پَیراہن	attire	PROPN;NOM;MASC;SG;3	N;SG
پَیراہن	dress	پَیراہن	dress	PROPN;NOM;MASC;SG;3	N;SG
پَیرائو	deep	پَیرائو	deep	PROPN;NOM;MASC;SG;3	ADJ
پَیرائی	effect	پَیرائی	effect	PROPN;NOM;MASC;SG;3	N;SG
پَیرائی	adoring	پَیرائی	adoring	PROPN;NOM;MASC;SG;3	N;SG
پَیرائی	operation	پَیرائی	operation	PROPN;NOM;MASC;SG;3	N;SG
پَیرائی	adornment	پَیرائی	adornment	PROPN;NOM;MASC;SG;3	N;SG
پَیرائی	decorating	پَیرائی	decorate	PROPN;NOM;MASC;SG;3	N;SG
پَیرائی	practice	پَیرائی	practice	PROPN;NOM;MASC;SG;3	N;SG
پَیرائی	decoration	پَیرائی	decoration	PROPN;NOM;MASC;SG;3	N;SG
پَیرائی	action	پَیرائی	action	PROPN;NOM;MASC;SG;3	N;SG
پِیرائی	singer	پِیرائی	singer	PROPN;NOM;MASC;SG;3	N;SG
پَیرایہ	conduct	پَیرایہ	conduct	PROPN;NOM;MASC;SG;3	N;SG
پَیرایہ	behaviour	پَیرایہ	behaviour	PROPN;NOM;MASC;SG;3	N;SG
پَیرایہ	style	پَیرایہ	style	PROPN;NOM;MASC;SG;3	N;SG
پَیرایہ	method	پَیرایہ	method	PROPN;NOM;MASC;SG;3	N;SG
پَیرنا	pierce	پَیرا	pierce	PROPN;NOM;MASC;SG;3	PROPN;SG
پَیرنا	swim	پَیرا	swim	PROPN;NOM;MASC;SG;3	N;SG
پَیرنا	penetrate	پَیرا	penetrate	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پَیرو	follower	پَیرو	follower	PROPN;NOM;MASC;SG;3	N;SG
پَیرو	pupil	پَیرو	pupil	PROPN;NOM;MASC;SG;3	N;SG
پَیرو	disciple	پَیرو	disciple	PROPN;NOM;MASC;SG;3	N;SG
پِیرُو	turkey	پِیرُو	turkey	PROPN;NOM;MASC;SG;3	N;SG
پِیروز	successful	پِیروز	successful	PROPN;NOM;MASC;SG;3	ADJ
پِیروز	prosperous	پِیروز	prosperous	PROPN;NOM;MASC;SG;3	ADJ
پِیروز	victorious	پِیروز	victorious	PROPN;NOM;MASC;SG;3	ADJ
پِیروزہ	turquoise	پِیروزہ	turquoise	PROPN;NOM;MASC;SG;3	ADJ
پَیروکار	follower	پَیروکار	follower	PROPN;NOM;MASC;SG;3	N;SG
پَیروکاری	following	پَیروکاری	follow	PROPN;NOM;MASC;SG;3	V;V.MSDR
پَیروی	devotion	پَیروی	devotion	PROPN;NOM;MASC;SG;3	N;SG
پَیروی	following	پَیروی	follow	PROPN;NOM;MASC;SG;3	V;V.MSDR
پَیروی	obedience	پَیروی	obedience	PROPN;NOM;MASC;SG;3	N;SG
پَیرہن	mantle	پَیرہن	mantle	PROPN;NOM;MASC;SG;3	N;SG
پَیرہن	robe	پَیرہن	robe	PROPN;NOM;MASC;SG;3	N;SG
پِیری	authority	پِیری	authority	PROPN;NOM;MASC;SG;3	N;SG
پِیری	power	پِیری	power	PROPN;NOM;MASC;SG;3	N;SG
پِیڑ	illness	پِیڑ	illness	PROPN;NOM;MASC;SG;3	N;SG
پِیڑ	anguish	پِیڑ	anguish	PROPN;NOM;MASC;SG;3	N;SG
پِیڑ	pity	پِیڑ	pity	PROPN;NOM;MASC;SG;3	N;SG
پِیڑ	sympathy	پِیڑ	sympathy	PROPN;NOM;MASC;SG;3	N;SG
پِیڑ	affliction	پِیڑ	affliction	PROPN;NOM;MASC;SG;3	N;SG
پِیڑ	sorrow	پِیڑ	sorrow	PROPN;NOM;MASC;SG;3	N;SG
پِیڑ	pain	پِیڑ	pain	PROPN;NOM;MASC;SG;3	N;SG
پیڑ	plant	پیڑ	plant	V;ACT	N;SG
پیڑ	shrub	پیڑ	shrub	V;ACT	N;SG
پیڑ	plant	پیڑ	plant	V;ACT	N;SG
پیڑ	tree	پیڑ	tree	V;ACT	N;SG
پیڑ	shrub	پیڑ	shrub	V;ACT	N;SG
پیڑا	dough	پیڑا	dough	PROPN;NOM;MASC;SG;3	N;SG
پَیڑی	stair	پَیڑی	stair	PROPN;NOM;MASC;SG;3	N;SG
پَیڑی	step	پَیڑی	step	PROPN;NOM;MASC;SG;3	N;SG
پِیڑھی	lineage	پِیڑھی	lineage	PROPN;NOM;MASC;SG;3	N;SG
پِیڑھی	generation	پِیڑھی	generation	PROPN;NOM;MASC;SG;3	N;SG
پِیڑھی	pedigree	پِیڑھی	pedigree	PROPN;NOM;MASC;SG;3	N;SG
پَیزار	slipper	پَیزار	slipper	PROPN;NOM;MASC;SG;3	N;SG
پَیزار	shoe	پَیزار	shoe	PROPN;NOM;MASC;SG;3	N;SG
پَیسا	fortune	پَیسا	fortune	PROPN;NOM;MASC;SG;3	N;SG
پَیسا	money	پَیسا	money	PROPN;NOM;MASC;SG;3	N;SG
پَیسا	paisa	پَیسا	paisa	PROPN;NOM;MASC;SG;3	N;SG
پَیسا	cash	پَیسا	cash	PROPN;NOM;MASC;SG;3	N;SG
پَیسا	wealth	پَیسا	wealth	PROPN;NOM;MASC;SG;3	N;SG
پَیسا	riches	پَیسا	rich	PROPN;NOM;MASC;SG;3	N;PL
پِیسنا	drudge	پِیسنا	drudge	PROPN;NOM;MASC;SG;3	PROPN;SG
پِیسنا	destroy	پِیسنا	destroy	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پِیسنا	crush	پِیسنا	crush	PROPN;NOM;MASC;SG;3	N;SG
پِیسنا	ruin	پِیسنا	ruin	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پِیسنا	powder	پِیسنا	powder	PROPN;NOM;MASC;SG;3	N;SG
پِیسنا	grind	پِیسنا	grind	PROPN;NOM;MASC;SG;3	N;SG
پیش	advanced	پیش	advanced	ADV;MASC;SG;3	ADJ
پیش	promoted	پیش	promote	ADV;MASC;SG;3	V;PST;V.PTCP
پیش	frontal	پیش	frontal	ADV;MASC;SG;3	ADJ
پیش	front	پیش	front	ADV;MASC;SG;3	N;SG
پیشاپیش	before	پیشاپیش	before	PROPN;NOM;MASC;SG;3	ADV
پیشاپیش	leader	پیشاپیش	leader	PROPN;NOM;MASC;SG;3	N;SG
پیشاپیش	forerunner	پیشاپیش	forerunner	PROPN;NOM;MASC;SG;3	N;SG
پیشانی	heading	پیشانی	head	N;NOM;MASC;SG;3	V;V.MSDR
پیشانی	heading	پیشانی	head	N;NOM;MASC;SG;3	V;V.MSDR
پیشتر	earlier	پیشتر	earlier	N;NOM;MASC;SG;3	ADV
پیشتر	formerly	پیشتر	formerly	N;NOM;MASC;SG;3	ADV
پیشتر	earlier	پیشتر	earlier	N;NOM;MASC;SG;3	ADV
پیشتر	before	پیشتر	before	N;NOM;MASC;SG;3	ADV
پیشتر	formerly	پیشتر	formerly	N;NOM;MASC;SG;3	ADV
پیشکار	deputy	پیشکار	deputy	PROPN;NOM;MASC;SG;3	N;SG
پیشکار	assistant	پیشکار	assistant	PROPN;NOM;MASC;SG;3	N;SG
پیشکش	offer	پیشکش	offer	N;NOM;MASC;SG;3	V;IMP;FIN
پیشگفتار	foreword	پیشگفتار	foreword	ADJ	N;SG
پیشگفتار	preface	پیشگفتار	preface	ADJ	N;SG
پیشوا	preferred	پیشوا	prefer	N;NOM;MASC;SG;3	V;PST;V.PTCP
پیشہ	calling	پیشہ	call	N;NOM;MASC;SG;3	V;V.MSDR
پیشین	ancient	پیشین	ancient	N;NOM;MASC;SG;3	ADJ
پیشین	former	پیشین	former	N;NOM;MASC;SG;3	ADJ
پیشین	prior	پیشین	prior	N;NOM;MASC;SG;3	ADJ
پیشین	earlier	پیشین	earlier	N;NOM;MASC;SG;3	ADV
پیشین	preceding	پیشین	precede	N;NOM;MASC;SG;3	V;V.MSDR
پَیغار	trench	پَیغار	trench	PROPN;NOM;MASC;SG;3	N;SG
پَیغار	ditch	پَیغار	ditch	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پَیغار	moat	پَیغار	moat	PROPN;NOM;MASC;SG;3	N;SG
پَیغارہ	slander	پَیغارہ	slander	PROPN;NOM;MASC;SG;3	N;SG
پَیغارہ	abuse	پَیغارہ	abuse	PROPN;NOM;MASC;SG;3	N;SG
پَیغام	message	پَیغام	message	PROPN;NOM;MASC;SG;3	N;SG
پَیغام	news	پَیغام	news	PROPN;NOM;MASC;SG;3	N;SG
پَیغام	advice	پَیغام	advice	PROPN;NOM;MASC;SG;3	N;SG
پَیغامی	messenger	پَیغامی	messenger	PROPN;NOM;MASC;SG;3	N;SG
پَیغمبر	messenger	پَیغمبر	messenger	PROPN;NOM;MASC;SG;3	N;SG
پَیک	informer	پَیک	informer	PROPN;NOM;MASC;SG;3	N;SG
پَیک	messenger	پَیک	messenger	PROPN;NOM;MASC;SG;3	N;SG
پَیک	emissary	پَیک	emissary	PROPN;NOM;MASC;SG;3	N;SG
پَیک	watchman	پَیک	watchman	PROPN;NOM;MASC;SG;3	N;SG
پَیک	courier	پَیک	courier	PROPN;NOM;MASC;SG;3	PROPN;SG
پَیک	runner	پَیک	runner	PROPN;NOM;MASC;SG;3	N;SG
پَیک	guard	پَیک	guard	PROPN;NOM;MASC;SG;3	N;SG
پَیک	spy	پَیک	spy	PROPN;NOM;MASC;SG;3	N;SG
پِیکا	shoot	پِیکا	shoot	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پِیکا	sprout	پِیکا	sprout	PROPN;NOM;MASC;SG;3	N;SG
پَیکار	battle	پَیکار	battle	PROPN;NOM;MASC;SG;3	N;SG
پَیکار	contest	پَیکار	contest	PROPN;NOM;MASC;SG;3	N;SG
پَیکار	war	پَیکار	war	PROPN;NOM;MASC;SG;3	N;SG
پَیکر	form	پَیکر	form	PROPN;NOM;MASC;SG;3	N;SG
پَیکر	countenance	پَیکر	countenance	PROPN;NOM;MASC;SG;3	N;SG
پَیکر	figure	پَیکر	figure	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پَیکر	physique	پَیکر	physique	PROPN;NOM;MASC;SG;3	N;SG
پَیکر	body	پَیکر	body	PROPN;NOM;MASC;SG;3	N;SG
پَیکر	face	پَیکر	face	PROPN;NOM;MASC;SG;3	N;SG
پَیکر	appearance	پَیکر	appearance	PROPN;NOM;MASC;SG;3	N;SG
پِیکّڑ	sot	پِیکّڑ	sot	PROPN;NOM;MASC;SG;3	
پِیکّڑ	drunkard	پِیکّڑ	drunkard	PROPN;NOM;MASC;SG;3	N;SG
پِیکّڑ	alcoholic	پِیکّڑ	alcoholic	PROPN;NOM;MASC;SG;3	ADJ
پیکھنا	desire	پیکھ	desire	V;SG;NFIN;ACT	N;SG
پِیل	elephant	پِیل	elephant	PROPN;NOM;MASC;SG;3	N;SG
پیل	push	پیل	push		V;IMP;FIN
پیل	plenty	پیل	plenty		N;SG
پیل	abundance	پیل	abundance		N;SG
پِیلا	yellow	پِیلا	yellow	PROPN;NOM;MASC;SG;3	ADJ
پِیلا	jaundice	پِیلا	jaundice	PROPN;NOM;MASC;SG;3	N;SG
پِیلا	pale	پِیلا	pale	PROPN;NOM;MASC;SG;3	ADJ
پیلاپن	sadness	پیلاپن	sadness	PROPN;NOM;MASC;SG;3	N;SG
پیلڑ	testicle	پیلڑ	testicle	PROPN;NOM;MASC;SG;3	N;SG
پِیلُو	turkey	پِیلُو	turkey	PROPN;NOM;MASC;SG;3	N;SG
پِیلی	yellow	پِیلی	yellow	PROPN;NOM;MASC;SG;3	ADJ
پِیلی	pale	پِیلی	pale	PROPN;NOM;MASC;SG;3	ADJ
پِیلیا	jaundice	پِیلیا	jaundice	PROPN;NOM;MASC;SG;3	N;SG
پَیما	weighing	پَیما	weigh	PROPN;NOM;MASC;SG;3	N;SG
پَیما	measuring	پَیما	measure	PROPN;NOM;MASC;SG;3	N;SG
پَیمان	stipulation	پَیمان	stipulation	PROPN;NOM;MASC;SG;3	N;SG
پَیمان	commitment	پَیمان	commitment	PROPN;NOM;MASC;SG;3	N;SG
پَیمان	treaty	پَیمان	treaty	PROPN;NOM;MASC;SG;3	N;SG
پَیمان	pledge	پَیمان	pledge	PROPN;NOM;MASC;SG;3	N;SG
پَیمان	promise	پَیمان	promise	PROPN;NOM;MASC;SG;3	N;SG
پَیمانہ	bowl	پَیمانہ	bowl	PROPN;NOM;MASC;SG;3	N;SG
پَیمانہ	measure	پَیمانہ	measure	PROPN;NOM;MASC;SG;3	N;SG
پَیمانہ	standard	پَیمانہ	standard	PROPN;NOM;MASC;SG;3	ADJ
پَیمانہ	cup	پَیمانہ	cup	PROPN;NOM;MASC;SG;3	N;SG
پَیمانہ	goblet	پَیمانہ	goblet	PROPN;NOM;MASC;SG;3	N;SG
پَیمائش	measurement	پَیمائش	measurement	PROPN;NOM;MASC;SG;3	N;SG
پیمبر	messenger	پیمبر	messenger	PROPN;NOM;MASC;SG;3	N;SG
پیمبر	prophet	پیمبر	prophet	PROPN;NOM;MASC;SG;3	N;SG
پَیمُود	measurement	پَیمُود	measurement	PROPN;NOM;MASC;SG;3	N;SG
پَیمُودہ	measured	پَیمُودہ	measure	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پَین	channel	پَین	channel		N;SG
پَین	pool	پَین	pool		N;SG
پَین	drain	پَین	drain		N;SG
پِین	big	پِین	big	PROPN;NOM;MASC;SG;3	ADJ
پِین	fat	پِین	fat	PROPN;NOM;MASC;SG;3	ADJ
پِین	heavy	پِین	heavy	PROPN;NOM;MASC;SG;3	ADJ
پَیں	beep	پَیں	beep		N;SG
پَینا	pointed	پَینا	point	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پَینا	sharp	پَینا	sharp	PROPN;NOM;MASC;SG;3	ADJ
پِینا	absorb	پِینا	absorb	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پِینا	suck	پِینا	suck	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پِینا	drink	پِینا	drink	PROPN;NOM;MASC;SG;3	N;SG
پَینالا	gutter	پَینالا	gutter	PROPN;NOM;MASC;SG;3	N;SG
پَینالا	drain	پَینالا	drain	PROPN;NOM;MASC;SG;3	N;SG
پَینانا	sharpen	پَینانا	sharpen	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پیندا	hips	پیندا	hip		N;PL
پیندا	buttocks	پیندا	buttock		N;PL
پیندی	bottom	پیندی	bottom	PROPN;NOM;MASC;SG;3	N;SG
پَینڈ	path	پَینڈ	path	PROPN;NOM;MASC;SG;3	N;SG
پَینڈ	way	پَینڈ	way	PROPN;NOM;MASC;SG;3	N;SG
پَینڈ	step	پَینڈ	step	PROPN;NOM;MASC;SG;3	N;SG
پینڈ	lump	پینڈ	lump		N;SG
پینڈ	ball	پینڈ	ball		N;SG
پِینگ	swing	پِینگ	swing	PROPN;NOM;MASC;SG;3	N;SG
پَینی	sharp	پَینی	sharp	PROPN;NOM;MASC;SG;3	ADJ
پِیوٹ	drunkard	پِیوٹ	drunkard	PROPN;NOM;MASC;SG;3	N;SG
پَیوست	pierced	پَیوست	pierce	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پَیوستگی	closeness	پَیوستگی	closeness	PROPN;NOM;MASC;SG;3	N;SG
پَیوستگی	union	پَیوستگی	union	PROPN;NOM;MASC;SG;3	N;SG
پَیوستگی	junction	پَیوستگی	junction	PROPN;NOM;MASC;SG;3	N;SG
پَیوستگی	attachment	پَیوستگی	attachment	PROPN;NOM;MASC;SG;3	N;SG
پَیوستگی	adhesion	پَیوستگی	adhesion	PROPN;NOM;MASC;SG;3	N;SG
پَیوستہ	inseparable	پَیوستہ	inseparable	PROPN;NOM;MASC;SG;3	ADJ
پَیوستہ	clinging	پَیوستہ	cling	PROPN;NOM;MASC;SG;3	V;V.MSDR
پَیوستہ	contiguous	پَیوستہ	contiguous	PROPN;NOM;MASC;SG;3	ADJ
پَیوند	relationship	پَیوند	relationship	PROPN;NOM;MASC;SG;3	N;SG
پَیوند	graft	پَیوند	graft	PROPN;NOM;MASC;SG;3	N;SG
پَیوند	junction	پَیوند	junction	PROPN;NOM;MASC;SG;3	N;SG
پَیوند	join	پَیوند	join	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پَیوند	connection	پَیوند	connection	PROPN;NOM;MASC;SG;3	N;SG
پَیوند	patch	پَیوند	patch	PROPN;NOM;MASC;SG;3	N;SG
پِیہ	grease	پِیہ	grease	PROPN;NOM;MASC;SG;3	N;SG
پِیہ	tallow	پِیہ	tallow	PROPN;NOM;MASC;SG;3	N;SG
پَیہم	constantly	پَیہم	constantly	PROPN;NOM;MASC;SG;3	ADV
پَیہم	continuously	پَیہم	continuously	PROPN;NOM;MASC;SG;3	ADV
پِیہو	flea	پِیہو	flea	PROPN;NOM;MASC;SG;3	N;SG
پھاٹ	division	پھاٹ	division		N;SG
پھاٹک	entrance	پھاٹک	entrance		N;SG
پھاٹک	gate	پھاٹک	gate		N;SG
پھاٹک	check	پھاٹک	check		V;IMP;FIN
پھاٹک	obstruction	پھاٹک	obstruction		N;SG
پھاڑ	fissure	چیرپھاڑ	fissure	V;ACT	N;SG
پھاڑ	crack	چیرپھاڑ	crack	V;ACT	N;SG
پھاڑ	crevice	چیرپھاڑ	crevice	V;ACT	N;SG
پھاڑ	rent	چیرپھاڑ	rent	V;ACT	N;SG
پھاڑکھاؤُ	irritable	پھاڑکھاؤُ	irritable	PROPN;NOM;MASC;SG;3	ADJ
پھاڑکھاؤُ	beastly	پھاڑکھاؤُ	beastly	PROPN;NOM;MASC;SG;3	ADJ
پھاڑکھاؤُ	cruel	پھاڑکھاؤُ	cruel	PROPN;NOM;MASC;SG;3	ADJ
پھاڑنا	tear	پھاڑ	tear	V;SG;NFIN;ACT	N;SG
پھاڑنا	break	پھاڑ	break	V;SG;NFIN;ACT	N;SG
پھاڑُو	master	پھاڑُو	master	PROPN;NOM;MASC;SG;3	N;SG
پھاڑی	crease	پھاڑی	crease	PROPN;NOM;MASC;SG;3	N;SG
پھاڑی	wrinkle	پھاڑی	wrinkle	PROPN;NOM;MASC;SG;3	N;SG
پھاگ	luxuries	پھاگ	luxury		N;PL
پھال	areca	پھال	areca		N;SG
پھال	leap	پھال	leap		N;SG
پھال	step	پھال	step		N;SG
پھال	stride	پھال	stride		N;SG
پھانٹا	stick	پھانٹا	stick	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پھانٹنا	pound	پھانٹنا	pound	V;NFIN;ACT	N;SG
پھانٹنا	crush	پھانٹنا	crush	V;NFIN;ACT	N;SG
پھانجا	loop	پھانجا	loop	PROPN;NOM;MASC;SG;3	N;SG
پھانجا	noose	پھانجا	noose	PROPN;NOM;MASC;SG;3	N;SG
پھاند	spring	پھاند	spring	PROPN;NOM;MASC;SG;3	N;SG
پھاند	perplexity	پھاند	perplexity	PROPN;NOM;MASC;SG;3	N;SG
پھاند	jump	پھاند	jump	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پھاند	leap	پھاند	leap	PROPN;NOM;MASC;SG;3	N;SG
پھاند	difficulty	پھاند	difficulty	PROPN;NOM;MASC;SG;3	N;SG
پھاند	net	پھاند	net	PROPN;NOM;MASC;SG;3	N;SG
پھاند	noose	پھاند	noose	PROPN;NOM;MASC;SG;3	N;SG
پھانس	worry	پھانس	worry		V;IMP;FIN
پھانس	impediment	پھانس	impediment		N;SG
پھانس	splinter	پھانس	splinter		N;SG
پھانس	anxiety	پھانس	anxiety		N;SG
پھانس	noose	پھانس	noose		N;SG
پھانسا	impediment	پھانسا	impediment	PROPN;NOM;MASC;SG;3	N;SG
پھانسا	noose	پھانسا	noose	PROPN;NOM;MASC;SG;3	N;SG
پھانسنا	seduce	پھانسنا	seduce	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پھانک	broke	پھانک	break		V;IND;PST;FIN
پھانک	bit	پھانک	bit		N;SG
پھانک	crevice	پھانک	crevice		N;SG
پھانک	portion	پھانک	portion		N;SG
پھانک	piece	پھانک	piece		N;SG
پھانک	cut	پھانک	cut		V;IMP;FIN
پھانکڑ	flashy	پھانکڑ	flashy		ADJ
پھانکڑ	dashing	پھانکڑ	dashing		N;SG
پھانکڑ	bold	پھانکڑ	bold		ADJ
پھانکڑ	impudent	پھانکڑ	impudent		ADJ
پھانکڑ	clever	پھانکڑ	clever		ADJ
پھانکڑ	fop	پھانکڑ	fop		PROPN;SG
پھانکڑ	smart	پھانکڑ	smart		ADJ
پھانکڑ	robust	پھانکڑ	robust		ADJ
پھانکڑ	fraudster	پھانکڑ	fraudster		N;SG
پھانکنا	slice	پھانکنا	slice	V;NFIN;ACT	N;SG
پھانکنا	open	پھانکنا	open	V;NFIN;ACT	ADJ
پھائوڑا	spade	پھائوڑا	spade	PROPN;NOM;MASC;SG;3	N;SG
پھب	grace	پھب	grace		PROPN;SG
پھب	elegance	پھب	elegance		N;SG
پھب	decoration	پھب	decoration		N;SG
پھبتا	suitable	پھبتا	suitable	PROPN;NOM;MASC;SG;3	ADJ
پھبتا	fit	پھبتا	fit	PROPN;NOM;MASC;SG;3	V;IMP;FIN
پھبتا	becoming	پھبتا	become	PROPN;NOM;MASC;SG;3	V;V.MSDR
